id,contact_city,contact_state,description,found,manual,remove,still_there
45883089,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Braxter
DOB: 7/11/2019
Weight: 10 pounds
Adoption Fee: $450

Hi there! I just joined my foster family and they are still learning a few things about me. Once they get to know me better they will fill out more information. In the meantime if you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45860171,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Gemma
DOB:6/30/2016
Weight: 50 lbs
Adoption Fee: $375

Hello there, I'm Gemma. I am so easy going and gentle. I just had puppies so I'm a little exhausted but I still love going to short walks! My foster mom says I am almost perfect, I just need potty training help! I walk tremendously on a leash, I recall very well and my foster mom trusts me outside because she knows I will come back when she calls! I love to eat and chew on bones. I even play very well with my foster fur siblings, big and small! I'm oh so gentle with my 3 year old human sibling as well. I am also a great cuddler because I think I'm a lap dog! If you want me to come cuddle on your couch throw in an application and I'd be happy to meet you!

Gemma is an absolute sweet heart who just wants to hang out in a room with you. She is very excited to find her forever home. Could it be with you?

An adoption application is the best way to show your interest in an animal. Once we receive your application, a placement coordinator will be in contact with you as soon as possible.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45853201,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Austin

DOB: 12/30/2018

Weight: 26 lbs

Adoption Fee: 450.00

Hey everyone! My name is Austin. I came from Texas originally. Actually, I'm still there! Since I'm not in Minnesota yet, I'm available through the Foster to Adopt program.. Why don't you go check out my photos for more information about it! I can't wait to get to Minnesota to find my fur-ever family soon.. September 28th to be exact.

A little bit about me...I am super sweet. I love to play and I play nicely with other dogs. I like to be the center of attention with my people. I am a bit of a goofball. I love to roll in the dirt, ha ha, but I do not like taking a bath!.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,TRUE
45853199,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Lucie

DOB: 6/3/2019

Weight: 3 lbs

Adoption Fee: 450.00

Hey everyone! My name is Lucie. I came from Texas originally. Actually, I'm still there! Since I'm not in Minnesota yet, I'm available through the Foster to Adopt program.. Why don't you go check out my photos for more information about it! I can't wait to get to Minnesota to find my fur-ever family soon.. September 28th to be exact.

A little bit about me...I am all puppy! I love all the dogs, cats, and kids. I'm still learning everything, so patience is key. Check out my photos to see how cute I am.

*Because many of our out of state dogs were at one time stays, It is very difficult to guess breeds of dogs, especially as puppies. We cannot guarantee the breed, nor how large they will potentially be full grown. Please keep that in mind!*

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,TRUE
45853195,Princeton,MN,"You can fill out an adoption application online on our official website.

Name: Penny

DOB: 6/3/2019

Weight: 3 lbs

Adoption Fee: 450.00

Hey everyone! My name is Penny. I came from Texas originally. Actually, I'm still there! Since I'm not in Minnesota yet, I'm available through the Foster to Adopt program.. Why don't you go check out my photos for more information about it! I can't wait to get to Minnesota to find my fur-ever family soon.. September 28th to be exact.

A little bit about me...I am all puppy! I love all the dogs, cats, and kids. I'm still learning everything, so patience is key. Check out my photos to see how cute I am.

*Because many of our out of state dogs were at one time stays, It is very difficult to guess breeds of dogs, especially as puppies. We cannot guarantee the breed, nor how large they will potentially be full grown. Please keep that in mind!*

An adoption application is the best way to show your interest in an animal.

Please check out our website,

www.ruffstartrescue.org

for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies:
http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,TRUE
45853197,Princeton,MN,"You can fill out an adoption application online on our official website.

Name: Cheche

DOB:
6/2/2018

Weight: 26 lbs

Adoption Fee: 400.00

Hey, Cheche here! I just made my way up here from Texas. I had a very ruff start to life down there. I was dumped at the shelter with 3 other dogs. I had scabies and was so uncomfortable, but my nice foster mom in Texas got me feeling so much better and now there are no more scabies! My skin is still healing and my fur is growing back so I will look even more handsome in no time. I was born with a defect in my right eye and then I got an ulcer on the eye so that was removed. Boy, oh boy, do I feel so much better! Now that my eye and my skin is on the mend, I am really starting to come out of my shell and show my playful side. I love to play tug-of-war and chew on squeaky and clicker toys. I love to wrestle with my fur brothers. I also like to follow my family and fur brothers around the house and I LOVE to sleep cuddled up to my foster dad. I am quite small for a lab but have many lab traits. I have a nose that loves to catch a scent when we are on walks. Given some guidance I could be your hunting partner. I could also be a great running partner because I really like to move at the park. I'm still learning to be a gentleman on a leash and if you are not watching, I will chew through the nylon ones. Mom was not happy...Overall though, I have been told that I am the absolute sweetest. I hear it every day so it must be true! I am a super chill pup that enjoys lounging on the couch or in my dog bed by my people. I am a gentle fella and I like to take my time when eating. I am crate trained and never potty in the house. I am learning the basic commands so that I will be the best boy for my new family. I get along with dogs and kids, but I've never met a cat, so who knows. Everyone I meet says I'm a sweet boy. Do you have room in your home for a sweet boy like me?

An adoption application is the best way to show your interest in an animal.

Please check out our website,

www.ruffstartrescue.org

for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies:

http://www.ruffstartrescue.org/info/display?PageID=11744
Click here to watch a video of Cheche.",Minnesota,Texas,NA,TRUE
45851364,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Tobie

DOB: 07/12/2019

Weight: 10 lbs

Adoption Fee: 450.00

Hi everyone - my name is Tobie. I survived the hurricane in Louisiana and made the trip to Minnesota to find my forever home. I came with my brother but he already found his forever home so now I'm learning to adjust without any of my siblings. I sure do miss playing with him. My foster mom has a big lab and a little maltese but they don't want to play with me, even though I try hard. I do really well with toys but the big lab always takes them away from me. Don't worry - I go get them back from her! I LOVE my food but as much as I like it, I don't mind if one of my foster sisters takes a few bites too. I've learned to like it in my crate. I'd much rather be on the couch but I understand that I can't be left alone because I'm still learning that I have to go potty outside. I'm doing really good though - I can't be perfect when I'm still a baby! Mom tells me I have puppy breath which she gets to smell all the time as I love to give kisses. As far as my forever home goes, I would be happy in either a home with other dogs or just by myself. The neighbor kids came over and played with me and I loved playing with them. My mom tells me I'm a smart boy as I'm learning quick to listen when she says no and I learned really quick that I get a treat when I come in the house from going potty outside! I'd love it if you'd come meet me so I can show you what a good boy I am.

In the meantime if you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Louisiana,NA,TRUE
45850864,Princeton,MN,"You can fill out an adoption application online on our official website.

Name: Blue

DOB: 12/30/2018

Weight: 25 lbs

Adoption Fee: 450.00

Hey everyone! My name is Blue. I came from Texas originally. Actually, I'm still there! Since I'm not in Minnesota yet, I'm available through the Foster to Adopt program.. Why don't you go check out my photos for more information about it! I can't wait to get to Minnesota to find my fur-ever family soon.. September 28th to be exact.

A little bit about me...I'm a very sweet young man that so far gets along with everyone I meet. I am still working on my potty training. I just need someone to work with me and provide me some consistency and I will get it in no time.

An adoption application is the best way to show your interest in an animal.

Please check out our website,

www.ruffstartrescue.org

for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies:
http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,TRUE
45846802,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Finn
DOB: 03/31/2019
Weight: 22#
Adoption Fee: $450

Hi there! I just joined my foster family and they are still learning a few things about me. Once they get to know me better they will fill out more information. In the meantime if you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744Click here to watch a video of Finn.",Minnesota,NA,TRUE,NA
45840201,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Eggroll
DOB: 7/24/2015
Weight: 12 lbs
Adoption Fee: $375

Eggroll (aka eggie) is an active little boy. He loves to play and loves his toys. He is good around other small dogs who like to play as well as big dogs who like to play . No children would be the best fit for him or older respectful kids. He likes to cuddle on his own terms. He can be protective of food so when feeding him he should be seperated from other pets and people. He has a spunky personality and deserves to have a good home where he can be spoiled and loved by a patient owner.

Eggroll is heartworm positive. He will need to be treated at one of the fabulous clinics Ruff Start works with in St Cloud or Duluth. Heartworm treatment consists of 3 injections in the pups back. Eggroll's first injection will be in roughly 30 days and the 2nd and 3rd injections happen 30 days after that. When a dog is going through heartworm treatment, they should be on \""restrictions\"" meaning a lot of lap time, crate time and always on a leash. Heartworm disease is NOT contagious, it is transported via mosquitos.

If you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45827310,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Marshmallow
DOB: 07/01/2018
Weight: 30lbs
Adoption Fee: $400

Marshmallow is a whole lot in a small adorable package, I mean just look at those ears! She is a sweet and goofy girl looking for a family to play and snuggle with. She would love a fenced in yard to run and loves playing with other dogs and kids. She would do best in a home with other dogs present. She is kennel trained and potty trained when on a schedule. While she likes to play, she also is fine with snuggling up on the couch. She is eager to please and is working on her manners. She needs a human or family that will be dedicated to working on her manners and socialization as she can become protective of her humans and home.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45789498,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Amara

DOB: 8/21/2012

Weight: 8 lbs

Adoption Fee: 325.00

Hey everyone! My name is Amara. I came from Texas originally.

A little bit about me...I am an all around easy going gal. I am potty trained and lay nicely in my kennel. I get along with other dogs, cats, and kiddos.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,NA
45780457,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Bridger
DOB: 1/31/2019
Weight: 25lbs
Adoption Fee: $450

Hey! I'm Bridger. I've been told by my foster mama that I'm a sweetheart. I'm kennel trained and potty trained and love playing with toys (especially my peanut butter-filled Kong!) I really like running around in the yard with my two foster brothers (70lb American Foxhound and 40lb Sheltie), which is good since I'm a working breed dog and need to keep my feet (and mind) busy (in addition to being good with other dogs, I'm also friendly with cats). I am still a puppy and have tons of energy and like to do zoomies in the yard or sometimes in the house. My favorite thing in the world is food. I love it all and sometimes try to steal my human's food from their platesI'm working on improving my manners. I'm also working on not jumping up on people when I first meet them - my mom says I'm getting much better at this. I get along pretty well with the toddler in the house, but sometimes I don't know how big I am and knock her down. While I know I have things to learn, my mom says I'm smart and food-motivated, so I should pick things up quickly. My nickname around the house is Shadow since I follow my mom around everywhere - I just love being with my people and getting pets! If you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45758099,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Holmes

DOB: 08/14/2008

Weight:

Adoption Fee: 125.00

Holmes is an older gentleman who loves to follow his foster mom everywhere she goes including the bathroom. He wants to be as close as possible to you and loves to snuggle with you every chance he gets. He will just stare at you if you are sitting on the couch until you pick him up and put him on the couch with you.

Holmes loves to eat and eat and eat, and will bark at you if he thinks you aren't feeding him fast enough. He loves the resident kitty Sammie and will follow her around and play with her.

Holmes is potty trained, good with dogs, cats, likes to go for walks, loves food, and just a little snuggler who will make someone a great little companion

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45754157,Princeton,MN,"You can fill out an adoption application online on our official website.

Name: Sparki

DOB: 8/16/2017

Weight: 15 lbs

Adoption Fee: 400.00

Buckle up-- cuteness overload ahead! What do chili, Fritos, this dog, and Dr. Pepper have in common? They all originated in Texas! Sparki arrived in Minnesota to seek his happily ever after, and has been joyfully exploring his new surroundings.
He is an energetic little dog, who would love to join an athletic person or family on all of their adventures. He also doesn't love to be crated, but quiets down quickly once in there. He really loves his people, and just wants to be close.

He enjoys going for walks, playing with other dogs, cuddling with his people, eating delicious treats, and playing with toys. He's been a perfect houseguest, scratching at the door when he needs to go out. He would love a person or family all to his very own, and he'd never turn down a doggy sibling, either. Apply to meet this fantastic Texan innovation today!

An adoption application is the best way to show your interest in an animal.

Please check out our website,

www.ruffstartrescue.org

for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies:

http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,NA
45753143,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Housten

DOB: 12/23/2018

Weight: 26 lbs

Adoption Fee: 400.00

Hey everyone! My name is Housten . I came from Texas originally.

A little bit about me...I'm a chill, young dude that likes to follow my people all around the house. Do you run? I do! Running laps in the yard is my favorite! I also love to snuggle. I'm known to be quite a love bug. If there are fur siblings in the house, I just want you to know that I can be a little timid around them when it comes to dinner time. I just need to someone to help me build my confidence with that.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,NA
45744891,Princeton,MN,"You can fill out an adoption application online on our official website.

Name: Coupon

DOB: 08/15/2007

Weight:

Adoption Fee: $125.00

Hey everyone! My name is Coupon but I actually go by Crush. I came from Louisiana originally.

I'm a survivor of a hoarding case but don't let that scare you! I'm one of the sweetest guys who just wants to cuddle and sleep next to you! I'm not crate trained but I'm not naughty when left out! I will need help in the potty training department, I like to go potty outside I just need a routine and someone to help me master the skill! I'm missing some teeth and part of my lower jaw so I will need some soft food and I have meds for a dry eye but I'm so well behaved! I promise that I'm worth getting to know and growing to love if you just give me a chance to prove it!

An adoption application is the best way to show your interest in an animal.

Please check out our website,

www.ruffstartrescue.org

for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies:

http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Louisiana,NA,NA
45744744,Princeton,MN,"You can fill out an adoption application online on our official website.

Name: Finnick

DOB: 04/04/2019

Weight:

Adoption Fee: 450.00

Hey everyone! My name is Finnick. I came from Louisiana originally. Actually, I'm still there! Since I'm not in Minnesota yet, I'm available through the Foster to Adopt program.. Why don't you go check out my photos for more information about it! I can't wait to get to Minnesota to find my fur-ever family soon.. August 24th to be exact.

An adoption application is the best way to show your interest in an animal.

Please check out our website,

www.ruffstartrescue.org

for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies:

http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Louisiana,NA,TRUE
45744742,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Shilo
DOB: 5/2/2009
Weight: 50lbs
Adoption Fee: $125

Hello, I am Shilo. I am a sweet older gal with LOTS of spring in my step. I really enjoy the outdoors and going for regular walks with my humans. I also love pets. In fact, I love them so much I will nudge your hand with my snout and toss your arm over my head so you get the idea that petting needs to happen. Sometimes even when you are napping I will wander over and lick your face to let you know it's time for pets. I do also like daily hugs from my people. I am a little bit of a space invader at times. I can't help it, I just think people are really great.

Along with my love for human companionship, I also appear to be cat and dog friendly. Although I must admit I am not always willing to share my things with other four-leggeds in the house. I am pretty quiet, but occasionally I will bark to let you know someone is at the door. I will also bark for a minute if you leave me home instead of letting me come along for a car ride. I am potty-trained and can be left alone to roam the house. I am also good in the car and walk nicely on a leash. I do know the commands of sit, down, come, and shake.

Even though I am a little older, I appear to be in great health. I have a little muscle loss in my lower back but this does not seem to bother me and it does not slow me down one bit. The vet just recommended some joint supplements to keep me feeling my best. My foster family says that I am super sweet, and have the prettiest teeth and fur around. Seriously, no doggy breath! Overall, I think I would get along well in just about any home, but may do best with older kids only because some of that young kiddo energy may be a little overwhelming. I am pretty furrbulous and am searching for the perfect family to call my own.

Please fill out an application today so we can get more acquainted.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744Click here to watch a video of Shilo.",Minnesota,NA,TRUE,NA
45744743,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Dax

DOB: 08//13/2015

Weight:

Adoption Fee: 375.00

Hi there, I'm Dax! I just got off the bus all the way from Louisiana and so far, Minnesota is great! I'm not a huge fan of going out in the rain but I will if we need to. I crate like a champ and like to take my treats and my food into the crate with me. I can wait until you get home (or it stops raining) to go out.

I'm a spunky little dude and like to hop around the living room and shimmy on the furniture. I like to call it extreme snuggling! I really like to snuffle in the couch pillows while my foster mom watches boring old news. I'm also pretty satisfied with some bum scratches!

I'm really good at walking down the street on a leash, I don't pull at all! But this one time I did see a neighbor cat and was pretty interested so I tried to convince foster mom to stalk ... I mean, follow her. I still listened to foster mom though, and we just kept walking. I really like to make my people happy!

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Louisiana,NA,TRUE
45720103,Princeton,MN,"You can fill out an adoption application online on our official website.
Name:Mariah
DOB: 8/24/2015
Weight: 15
Adoption Fee: $400

Hi there! I just joined my foster family and they are still learning a few things about me. Once they get to know me better they will fill out more information. In the meantime if you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45688831,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Linden
DOB: 04/10/2017
Weight: 30bs
Adoption Fee: $350

Hi! Hi there! HI!

My name is Linden (but mostly I go by Louie) and I'm the bestest good boy (or so I'm told). I'm looking for my furever home so here's a little bit about me:

-I've been treated for heart-worm already (I'm glad that's all done)

-I DO NOT like being in a crate. It's a no from me. I do well just being loose in the house with my puzzle ball or a toy to play with while you're gone.

-Everyone tells me I have the most beautiful blue and brown eyes (especially the girls at PetSmart)

-I LOVE to run around and frequently get the \""zoomies\"" which makes my foster mom laugh because my little legs go really really fast!

-I love to nap with my fellow dog roommate and show off my frog legs

-I'm slowly but surely getting used to adult men (sometimes I get nervous and bark so I just need you to tell me it's ok and introduce me slowly then I'll trust them and we'll be best friends)

-I have mini humans that I adore and that are my bestest friends who call me \""Lou\"" (I know how to be VERY patient with them because they're little)

-I'm very smart and need someone that is willing to continue to work with me because I'm still learning these things called \""manners\"" (who knew not everyone likes to be jumped on?)

-I'm still working on not \""marking\"" in the house and need little reminders every now and then because I still seem to think one corner of the wall needs to be watered occasionally..

-I need a fenced in yard to run in not only for my zoomies but because although I'm a good boy, I sometimes get loose and want to go on adventures by myself and my foster mom really doesn't like that....

-And above all, I need someone who will continue to love me for the goofy, meatball, love-bug that I am!

*Linden was recently treated for heartworm*

In the meantime if you have questions or are interested in me, please fill out an adoption application at www.ruffstartrescue.org.

An adoption application is the best way to show your interest in an animal. Once we receive your application, a placement coordinator will be in contact with you as soon as possible.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,NA,TRUE,NA
45686463,Princeton,MN,"You can fill out an adoption application online on our official website.
Name: Ethel

DOB: 3/10/19
Weight: 10 lbs
Adoption Fee: $450

Howdy, I'm Ethel! I came from a shelter in Texas and have had a rough start to my life. I am a distemper survivor, which has left some neurological effects that I will likely endure for the rest of my life. I do not let anything slow me down though, I am just so thankful to have survived!! I have a tremor in one of my rear legs making it twitch involuntarily.

I love to follow my people around and I love being in the house with the older dogs who I get to chase and jump on. I live with kitties right now too and tolerate their antics. My foster mom has a foster cat with kitties.. that momma cat is SCARY! So I usually just avoid them all together. I love snuggle and play time the most out of my day.

An adoption application is the best way to show your interest in an animal.

Please check out our website, www.ruffstartrescue.org for more details and additional pictures on any of our animals!

All Ruff Start dogs and cats are spayed/neutered, up to date on age appropriate vaccines, microchipped, dewormed, and on monthly flea/tick and heartworm prevention (dogs) as well as heartworm tested (dogs).

Ruff Start Rescue is a foster based rescue. Animals are located in homes throughout Minnesota. We do not have a facility where animals are kept.

Ruff Start Rescue Adoption Policies: http://www.ruffstartrescue.org/info/display?PageID=11744",Minnesota,Texas,NA,NA
