state,condition,measure_id,measure_name,score,footnote,start_date,end_date
MO,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4,"25, 26",2023-01-01,2023-12-31
MO,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,77,25,2023-04-01,2024-03-31
MO,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,"25, 26",2023-01-01,2023-12-31
MO,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,88,NA,2023-01-01,2023-12-31
MO,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,NA,2023-01-01,2023-12-31
MO,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58,"25, 26",2023-04-01,2024-03-31
MO,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,66,"25, 26",2023-04-01,2024-03-31
MO,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",2023-04-01,2024-03-31
MO,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",2023-04-01,2024-03-31
MO,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",2023-04-01,2024-03-31
MP,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,NA,5,2024-01-01,2024-03-31
MP,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,NA,5,2023-10-01,2024-03-31
MP,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),NA,5,2023-04-01,2024-03-31
MP,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,NA,5,2023-01-01,2023-12-31
MP,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,NA,5,2023-04-01,2024-03-31
MP,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,NA,5,2023-01-01,2023-12-31
MP,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
MP,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,NA,5,2023-01-01,2023-12-31
MP,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,NA,5,2023-04-01,2024-03-31
MP,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,NA,5,2023-04-01,2024-03-31
MP,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,NA,5,2023-04-01,2024-03-31
MP,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,NA,5,2023-04-01,2024-03-31
MP,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,NA,5,2023-04-01,2024-03-31
MS,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,22.3,NA,2024-01-01,2024-03-31
MS,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,71,NA,2023-10-01,2024-03-31
MS,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,127,"25, 26",2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169,"25, 26",2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),108,"25, 26",2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),144,"25, 26",2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),184,"25, 26",2023-04-01,2024-03-31
MS,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,181,25,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),211,25,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),150,25,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),208,25,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),272,25,2023-04-01,2024-03-31
MS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4,"25, 26",2023-01-01,2023-12-31
MS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73,25,2023-04-01,2024-03-31
MS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",2023-01-01,2023-12-31
MS,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
MS,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,11,NA,2023-01-01,2023-12-31
MS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,63,"25, 26",2023-04-01,2024-03-31
MS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,71,"25, 26",2023-04-01,2024-03-31
MS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,"25, 26",2023-04-01,2024-03-31
MS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,"25, 26",2023-04-01,2024-03-31
MS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,"25, 26",2023-04-01,2024-03-31
MT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,11.8,NA,2024-01-01,2024-03-31
MT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,58,NA,2023-10-01,2024-03-31
MT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,127,"25, 26",2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),166,"25, 26",2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),124,"25, 26",2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),178,"25, 26",2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),NA,"25, 26",2023-04-01,2024-03-31
MT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,172,25,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),185,25,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),168,25,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),222,25,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),NA,25,2023-04-01,2024-03-31
MT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",2023-01-01,2023-12-31
MT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,62,25,2023-04-01,2024-03-31
MT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",2023-01-01,2023-12-31
MT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
MT,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,NA,2023-01-01,2023-12-31
MT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,71,"25, 26",2023-04-01,2024-03-31
MT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,77,"25, 26",2023-04-01,2024-03-31
MT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86,"25, 26",2023-04-01,2024-03-31
MT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,87,"25, 26",2023-04-01,2024-03-31
MT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",2023-04-01,2024-03-31
NC,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,11.1,NA,2024-01-01,2024-03-31
NC,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91,NA,2023-10-01,2024-03-31
NC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,192,"25, 26",2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),194,"25, 26",2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),145,"25, 26",2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),179,"25, 26",2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),207,"25, 26",2023-04-01,2024-03-31
NC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,312,25,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),380,25,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),300,25,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),298,25,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),312,25,2023-04-01,2024-03-31
NC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",2023-01-01,2023-12-31
NC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,71,25,2023-04-01,2024-03-31
NC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",2023-01-01,2023-12-31
NC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
NC,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,16,NA,2023-01-01,2023-12-31
NC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,61,"25, 26",2023-04-01,2024-03-31
NC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70,"25, 26",2023-04-01,2024-03-31
NC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84,"25, 26",2023-04-01,2024-03-31
NC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",2023-04-01,2024-03-31
NC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",2023-04-01,2024-03-31
ND,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,5,NA,2024-01-01,2024-03-31
ND,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,88,NA,2023-10-01,2024-03-31
ND,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,110,"25, 26",2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),NA,"25, 26",2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),101,"25, 26",2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),165,"25, 26",2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),188,"25, 26",2023-04-01,2024-03-31
ND,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,147,25,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),NA,25,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),138,25,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),167,25,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),290,25,2023-04-01,2024-03-31
ND,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",2023-01-01,2023-12-31
ND,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,60,25,2023-04-01,2024-03-31
ND,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,"25, 26",2023-01-01,2023-12-31
ND,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
ND,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,NA,2023-01-01,2023-12-31
ND,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,54,"25, 26",2023-04-01,2024-03-31
ND,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,57,"25, 26",2023-04-01,2024-03-31
ND,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75,"25, 26",2023-04-01,2024-03-31
ND,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",2023-04-01,2024-03-31
ND,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,"25, 26",2023-04-01,2024-03-31
NE,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,10,NA,2024-01-01,2024-03-31
NE,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,75,NA,2023-10-01,2024-03-31
NE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,114,"25, 26",2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),NA,"25, 26",2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),109,"25, 26",2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),155,"25, 26",2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),161,"25, 26",2023-04-01,2024-03-31
NE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,157,25,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),NA,25,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),152,25,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),195,25,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),211,25,2023-04-01,2024-03-31
NE,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",2023-01-01,2023-12-31
NE,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67,25,2023-04-01,2024-03-31
NE,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,"25, 26",2023-01-01,2023-12-31
NE,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
NE,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,18,NA,2023-01-01,2023-12-31
NE,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64,"25, 26",2023-04-01,2024-03-31
NE,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,73,"25, 26",2023-04-01,2024-03-31
NE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,89,"25, 26",2023-04-01,2024-03-31
NE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,"25, 26",2023-04-01,2024-03-31
NE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,"25, 26",2023-04-01,2024-03-31
NH,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,22.7,NA,2024-01-01,2024-03-31
NH,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91,NA,2023-10-01,2024-03-31
NH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,160,"25, 26",2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),200,"25, 26",2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),128,"25, 26",2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),209,"25, 26",2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169,"25, 26",2023-04-01,2024-03-31
NH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,270,25,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),278,25,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),210,25,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),357,25,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),172,25,2023-04-01,2024-03-31
NH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",2023-01-01,2023-12-31
NH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,61,25,2023-04-01,2024-03-31
NH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,"25, 26",2023-01-01,2023-12-31
NH,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,NA,5,2023-01-01,2023-12-31
NH,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,19,NA,2023-01-01,2023-12-31
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,"25, 26",2023-04-01,2024-03-31
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,66,"25, 26",2023-04-01,2024-03-31
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,72,"25, 26",2023-04-01,2024-03-31
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",2023-04-01,2024-03-31
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",2023-04-01,2024-03-31
NJ,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,27.5,NA,2024-01-01,2024-03-31
NJ,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,93,NA,2023-10-01,2024-03-31
NJ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,187,"25, 26",2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),192,"25, 26",2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),145,"25, 26",2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),179,"25, 26",2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),196,"25, 26",2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,303,25,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),358,25,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),176,25,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),328,25,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),296,25,2023-04-01,2024-03-31
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",2023-01-01,2023-12-31
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,74,25,2023-04-01,2024-03-31
