"","gender_rank","occupation","gender","individuals","average_taxable_income"
"850",622,"Die setter – plastics; Model maker – plastic; Plastics press machine operator","Male",1689,55667
"851",476,"Dietitian","Female",4331,52177
"852",562,"Dietitian","Male",242,60377
"853",320,"Director – film and video editor; Film editor; Video editor","Female",880,61218
"854",442,"Director – film and video editor; Film editor; Video editor","Male",2359,69358
"855",548,"Director of photography","Female",46,48477
"856",411,"Director of photography","Male",149,71983
"857",777,"Disabilities support officer","Female",14072,37189
"858",862,"Disabilities support officer","Male",6475,42048
"859",854,"Disc jockey – nightclub","Female",15,33778
"860",883,"Disc jockey – nightclub","Male",70,40905
"861",1032,"Dishwasher; Kitchen hand; Sandwich hand","Female",45671,25404
"862",1099,"Dishwasher; Kitchen hand; Sandwich hand","Male",36406,20427
"863",492,"Distance education teacher; Migrant teacher","Female",667,51662
"864",595,"Distance education teacher; Migrant teacher","Male",244,57715
"865",603,"Distiller","Male",53,57317
"866",855,"Diver (open water)","Female",166,33709
"867",283,"Diver (open water)","Male",1379,82890
"868",895,"Diversional therapist","Female",1700,32366
"869",824,"Diversional therapist","Male",112,44433
"870",967,"Diving instructor (open water)","Female",179,29145
"871",873,"Diving instructor (open water)","Male",399,41253
"872",46,"Doctor – medical practitioner – other; Occupational medicine specialist; Public health physician; Sports physician","Female",9756,118310
"873",46,"Doctor – medical practitioner – other; Occupational medicine specialist; Public health physician; Sports physician","Male",10652,187468
"874",910,"Dog handler or trainer","Female",726,31876
"875",689,"Dog handler or trainer","Male",323,51766
"876",1076,"Door-to-door salesperson","Female",247,21706
"877",1078,"Door-to-door salesperson","Male",473,25336
"878",582,"Drainage, sewerage and stormwater labourer","Female",33,47094
"879",564,"Drainage, sewerage and stormwater labourer","Male",3923,60319
"880",338,"Drainer; Plumber – drainer","Female",10,60324
"881",433,"Drainer; Plumber – drainer","Male",2830,70498
"882",592,"Drama teacher – private","Female",323,46750
"883",766,"Drama teacher – private","Male",75,47744
"884",158,"Dredge operator","Male",307,100355
"885",168,"Driller’s assistant","Female",93,75535
"886",170,"Driller’s assistant","Male",5824,98869
"887",55,"Drilling plant operator; Oil rig worker – driller","Female",151,105800
"888",113,"Drilling plant operator; Oil rig worker – driller","Male",9073,109866
"889",1075,"Drink waiter; Host – dining room; Steward – food and beverage; Waiter; Waitress","Female",78294,21709
"890",1092,"Drink waiter; Host – dining room; Steward – food and beverage; Waiter; Waitress","Male",25759,23567
"891",725,"Driving instructor","Female",223,39733
"892",687,"Driving instructor","Male",1048,51789
"893",983,"Drover – mixed livestock; Jackeroo – mixed livestock; Jillaroo – mixed livestock; Livestock farm worker – mixed livestock; Stationhand – mixed livestock","Female",814,28329
"894",971,"Drover – mixed livestock; Jackeroo – mixed livestock; Jillaroo – mixed livestock; Livestock farm worker – mixed livestock; Stationhand – mixed livestock","Male",2519,34552
"895",954,"Drover – other livestock; Farm hand – other livestock; Jackeroo – other livestock; Jillaroo – other livestock; Stationhand – other livestock","Female",502,29865
"896",907,"Drover – other livestock; Farm hand – other livestock; Jackeroo – other livestock; Jillaroo – other livestock; Stationhand – other livestock","Male",1391,38947
"897",1068,"Drover – sheep; Jackeroo – sheep; Jillaroo – sheep; Sheep farm worker; Stationhand – sheep","Female",398,22837
"898",1015,"Drover – sheep; Jackeroo – sheep; Jillaroo – sheep; Sheep farm worker; Stationhand – sheep","Male",1039,31525
"899",657,"Drug and alcohol counsellor","Female",839,42966
"900",799,"Drug and alcohol counsellor","Male",537,45942
"901",899,"Drycleaner","Female",1014,32202
"902",905,"Drycleaner","Male",683,39111
"903",519,"Earth science technician; Soil technician","Female",1902,50048
"904",519,"Earth science technician; Soil technician","Male",3967,63884
"905",663,"Earthmoving labourer; Grave digger; Labourer – digging","Female",459,42766
"906",607,"Earthmoving labourer; Grave digger; Labourer – digging","Male",13268,56828
"907",89,"Earthmoving plant operator – general","Female",1744,91602
"908",267,"Earthmoving plant operator – general","Male",33474,84566
"909",514,"Ecologist – animal; Zoologist","Female",626,50246
"910",387,"Ecologist – animal; Zoologist","Male",615,73561
"911",297,"Ecologist – forestry; Forest ranger; Forester – scientist","Female",423,62741
"912",313,"Ecologist – forestry; Forest ranger; Forester – scientist","Male",1392,79727
"913",63,"Economist","Female",1125,101533
"914",62,"Economist","Male",2371,148478
"915",331,"Education advisor","Female",7764,60825
"916",401,"Education advisor","Male",2960,72831
"917",546,"Education reviewer","Female",730,48576
"918",702,"Education reviewer","Male",318,50731
"919",261,"Educational psychologist","Female",1338,65538
"920",315,"Educational psychologist","Male",322,79707
"921",994,"Electoral officer; Forms designer; Knowledge manager; Lobbyist; Museum registrar","Female",4838,27807
"922",952,"Electoral officer; Forms designer; Knowledge manager; Lobbyist; Museum registrar","Male",3381,35891
"923",584,"Electorate officer","Female",768,46996
"924",782,"Electorate officer","Male",502,46883
"925",191,"Electrical appliance servicer; Electrical fitter; Electrical mechanic; Electrician – general; Mechanic – electrical; Repairer – electrical appliances; Servicer – electrical appliances","Female",839,72886
"926",242,"Electrical appliance servicer; Electrical fitter; Electrical mechanic; Electrician – general; Mechanic – electrical; Repairer – electrical appliances; Servicer – electrical appliances","Male",98555,87740
"927",109,"Electrical engineer","Female",1456,84868
"928",107,"Electrical engineer","Male",21488,112586
"929",325,"Electrical engineering draftsperson","Female",312,60952
"930",288,"Electrical engineering draftsperson","Male",1330,82301
"931",501,"Electrical engineering technician; Electrical tester; Electronics tester","Female",345,50945
"932",222,"Electrical engineering technician; Electrical tester; Electronics tester","Male",8451,89750
"933",558,"Electrical lines worker","Female",109,48229
"934",194,"Electrical lines worker","Male",10019,94793
"935",682,"Electrical trades assistant or labourer; Electrician’s assistant; Telecommunications trades assistant","Female",278,41662
"936",632,"Electrical trades assistant or labourer; Electrician’s assistant; Telecommunications trades assistant","Male",5672,55135
"937",409,"Electronic engineering draftsperson","Female",47,56381
"938",266,"Electronic engineering draftsperson","Male",286,84698
"939",467,"Electronic engineering technician","Female",217,52697
"940",378,"Electronic engineering technician","Male",5378,74223
"941",504,"Electronic instrument fitter or technician","Female",242,50831
"942",290,"Electronic instrument fitter or technician","Male",4164,82057
"943",163,"Electronics engineer","Female",382,76431
"944",198,"Electronics engineer","Male",6539,94159
"945",692,"Electroplater","Female",7,41155
"946",666,"Electroplater","Male",329,52976
"947",26,"Emergency medicine specialist","Female",474,165786
"948",40,"Emergency medicine specialist","Male",829,232595
"949",298,"Emergency service worker","Female",752,62695
"950",203,"Emergency service worker","Male",1312,93665
"951",619,"Employment office clerk; Human resource clerk; Personnel records clerk","Female",7283,44652
"952",745,"Employment office clerk; Human resource clerk; Personnel records clerk","Male",1874,48412
"953",22,"Endocrinologist","Female",122,174542
"954",31,"Endocrinologist","Male",125,258972
"955",67,"Engineer – other professional","Female",1933,100617
"956",76,"Engineer – other professional","Male",18891,130533
"957",49,"Engineering manager","Female",1219,116732
"958",61,"Engineering manager","Male",25389,150325
"959",400,"Engineering patternmaker","Female",5,57031
"960",420,"Engineering patternmaker","Male",179,71282
"961",196,"Engineering technologist","Female",222,72158
"962",181,"Engineering technologist","Male",2497,97113
"963",606,"English language teacher","Female",2756,45284
"964",767,"English language teacher","Male",1227,47743
"965",824,"Engraver","Female",79,34799
"966",787,"Engraver","Male",252,46615
"967",702,"Enrolled nurse; Student enrolled nurse","Female",13107,40865
"968",807,"Enrolled nurse; Student enrolled nurse","Male",1439,45640
"969",242,"Environmental adviser; Environmental auditor; Environmental consultant; Environmental officer","Female",4906,66818
"970",300,"Environmental adviser; Environmental auditor; Environmental consultant; Environmental officer","Male",5727,81101
"971",126,"Environmental engineer","Female",1002,80833
"972",184,"Environmental engineer","Male",1881,96527
"973",107,"Environmental manager","Female",1305,85396
"974",140,"Environmental manager","Male",3029,103979
"975",167,"Environmental scientist","Female",3435,75697
"976",178,"Environmental scientist","Male",4260,97671
"977",415,"Equipment hire manager","Female",166,56096
"978",327,"Equipment hire manager","Male",1065,78405
"979",64,"Equities analyst; Investment dealer","Female",322,101461
"980",36,"Equities analyst; Investment dealer","Male",1032,245826
"981",1024,"Escort service; Prostitute; Sex worker","Female",74,25958
"982",864,"Escort service; Prostitute; Sex worker","Male",30,41975
"983",611,"ESL teacher; Teacher of English to speakers of other languages","Female",2632,45047
"984",790,"ESL teacher; Teacher of English to speakers of other languages","Male",910,46457
"985",99,"Excavator operator","Female",50,88025
"986",436,"Excavator operator","Male",5582,70210
"987",398,"Executive assistant; Personal assistant","Female",41433,57362
"988",451,"Executive assistant; Personal assistant","Male",1188,68352
"989",380,"Exhaust and muffler repairer","Female",6,58216
"990",727,"Exhaust and muffler repairer","Male",211,49411
"991",420,"Exporter; Importer","Female",326,55834
"992",346,"Exporter; Importer","Male",442,76789
"993",319,"External auditor","Female",2568,61222
"994",418,"External auditor","Male",3222,71595
"995",526,"Facilities administrator","Female",1518,49711
"996",600,"Facilities administrator","Male",1056,57480
"997",225,"Facilities manager","Female",1585,68720
"998",275,"Facilities manager","Male",5589,83826
"999",481,"Factory manager; Manufacturer","Female",2541,52018
"1000",391,"Factory manager; Manufacturer","Male",17261,73246
"1001",66,"Faculty head; Head of school – TAFE","Female",300,100790
"1002",91,"Faculty head; Head of school – TAFE","Male",270,120624
"1003",644,"Family and marriage counsellor","Female",975,43405
"1004",773,"Family and marriage counsellor","Male",230,47276
"1005",860,"Family day care worker","Female",5099,33607
"1006",975,"Family day care worker","Male",139,34230
"1007",754,"Family support worker","Female",2065,38450
"1008",830,"Family support worker","Male",301,43977
"1009",1056,"Farm hand – other; Weed controller","Female",6028,23851
"1010",988,"Farm hand – other; Weed controller","Male",15311,33484
"1011",1023,"Farm machinery operator; Harvester operator – agricultural; Tractor operator","Female",900,25994
"1012",894,"Farm machinery operator; Harvester operator – agricultural; Tractor operator","Male",8815,39997
"1013",272,"Farmer or farm overseer – mixed crop","Female",391,64693
"1014",515,"Farmer or farm overseer – mixed crop","Male",1946,64434
"1015",719,"Farmer or farm overseer – mixed livestock","Female",188,39986
"1016",734,"Farmer or farm overseer – mixed livestock","Male",1214,48979
"1017",631,"Farmer or farm overseer – other crop; Tobacco grower","Female",234,44044
"1018",563,"Farmer or farm overseer – other crop; Tobacco grower","Male",1072,60362
"1019",636,"Farmer or farm overseer – other livestock","Female",216,43748
"1020",403,"Farmer or farm overseer – other livestock","Male",1009,72349
"1021",1083,"Farrier","Female",11,19743
"1022",951,"Farrier","Male",228,35901
"1023",1081,"Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook","Female",10344,20575
"1024",1102,"Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook","Male",14686,18988
"1025",665,"Faults consultant – taking reports of faults; Inquiry clerk","Female",2363,42694
"1026",722,"Faults consultant – taking reports of faults; Inquiry clerk","Male",630,49672
"1027",851,"Fellmongery hand or labourer; Tannery hand or labourer","Female",32,33893
"1028",833,"Fellmongery hand or labourer; Tannery hand or labourer","Male",299,43855
"1029",997,"Fence erector","Female",71,27707
"1030",872,"Fence erector","Male",3555,41266
"1031",718,"Fettler; Iron worker; Metal worker","Female",617,40181
"1032",657,"Fettler; Iron worker; Metal worker","Male",11528,53808
"1033",709,"Fibreglasser","Female",34,40642
"1034",693,"Fibreglasser","Male",1123,51492
"1035",844,"Filing clerk","Female",1400,34166
"1036",1007,"Filing clerk","Male",574,31851
"1037",101,"Film director; Radio director; Stage director; Television director","Female",498,87649
"1038",249,"Film director; Radio director; Stage director; Television director","Male",955,86742
"1039",349,"Finance broker","Female",1471,59689
"1040",173,"Finance broker","Male",3273,98184
"1041",74,"Finance manager; Financial controller","Female",13550,98525
"1042",57,"Finance manager; Financial controller","Male",18321,162904
"1043",162,"Financial adviser; Financial planner","Female",5326,76563
"1044",101,"Financial adviser; Financial planner","Male",11122,115110
"1045",37,"Financial investment manager","Female",668,134481
"1046",26,"Financial investment manager","Male",1900,288790
"1047",322,"Fire brigade officer; Fire fighter; Fire risk assessor","Female",696,61116
"1048",295,"Fire brigade officer; Fire fighter; Fire risk assessor","Male",13798,81765
"1049",600,"Fire protection equipment technician","Female",37,46180
"1050",438,"Fire protection equipment technician","Male",2453,69634
"1051",122,"Fire safety officer; Safety inspector","Female",1550,82020
"1052",160,"Fire safety officer; Safety inspector","Male",6892,99961
"1053",103,"Fireperson – railway or locomotive; Locomotive driver; Train driver","Female",658,86925
"1054",130,"Fireperson – railway or locomotive; Locomotive driver; Train driver","Male",10316,106728
"1055",818,"First aid trainer","Female",217,34941
"1056",838,"First aid trainer","Male",194,43506
"1057",310,"Fisheries officer","Female",138,61681
"1058",331,"Fisheries officer","Male",605,77915
"1059",628,"Fishing guide","Female",7,44203
"1060",916,"Fishing guide","Male",127,38063
"1061",731,"Fishing hand","Female",104,39387
"1062",649,"Fishing hand","Male",1702,54091
"1063",609,"Fitness centre manager","Female",1059,45112
"1064",620,"Fitness centre manager","Male",1068,55841
"1065",223,"Fitter","Female",130,68746
"1066",196,"Fitter","Male",35474,94739
"1067",339,"Fitter and turner","Female",102,60298
"1068",296,"Fitter and turner","Male",23589,81652
"1069",1028,"Fitter-welder","Female",7,25721
"1070",364,"Fitter-welder","Male",2583,75162
"1071",278,"Fleet manager","Female",622,64369
"1072",301,"Fleet manager","Male",2721,81086
"1073",961,"Floor tiler – ceramic, slate or clay; Tiler; Wall tiler","Female",127,29333
"1074",853,"Floor tiler – ceramic, slate or clay; Tiler; Wall tiler","Male",5533,42414
"1075",1044,"Flower grower","Female",143,24723
"1076",928,"Flower grower","Male",232,37358
"1077",507,"Flying instructor","Female",44,50602
"1078",409,"Flying instructor","Male",450,72117
"1079",707,"Food processing machine operator","Female",6255,40703
"1080",682,"Food processing machine operator","Male",10031,52077
"1081",392,"Food technologist","Female",1753,57619
"1082",359,"Food technologist","Male",877,75609
"1083",894,"Footballer; Soccer player","Female",41,32435
"1084",108,"Footballer; Soccer player","Male",2814,111068
"1085",847,"Footwear factory hand or labourer","Female",119,34065
"1086",939,"Footwear factory hand or labourer","Male",172,36407
"1087",755,"Footwear production machine operator","Female",57,38401
"1088",797,"Footwear production machine operator","Male",71,46001
"1089",969,"Forestry labourer; Logging worker – forestry","Female",218,29046
"1090",744,"Forestry labourer; Logging worker – forestry","Male",2690,48530
"1091",172,"Forestry production manager","Female",69,74667
"1092",250,"Forestry production manager","Male",770,86581
"1093",551,"Forklift driver","Female",1038,48445
"1094",703,"Forklift driver","Male",30904,50619
"1095",204,"Fraud investigator; Inspector – other regulatory; Investigator – other government","Female",1491,71288
"1096",244,"Fraud investigator; Inspector – other regulatory; Investigator – other government","Male",3852,87490
"1097",939,"French polisher; Furniture finisher","Female",44,30599
"1098",817,"French polisher; Furniture finisher","Male",754,44955
"1099",1005,"Fruit and vegetable factory worker","Female",2406,27180
"1100",987,"Fruit and vegetable factory worker","Male",2544,33512
"1101",1070,"Fruit and vegetable packer","Female",5780,22728
"1102",1055,"Fruit and vegetable packer","Male",3846,27840
"1103",1085,"Fruit or nut farm worker","Female",3546,19704
"1104",1075,"Fruit or nut farm worker","Male",6291,25572
"1105",977,"Fruit or nut grower; Market gardener – fruit","Female",661,28616
"1106",882,"Fruit or nut grower; Market gardener – fruit","Male",1787,40910
"1107",1092,"Fruit or nut picker","Female",5409,13817
"1108",1104,"Fruit or nut picker","Male",7431,16490
"1109",263,"Funds administrator; Stockbroking clerk","Female",1825,65323
"1110",51,"Funds administrator; Stockbroking clerk","Male",1313,179156
"1111",653,"Funeral attendant","Female",524,43105
"1112",831,"Funeral attendant","Male",737,43935
"1113",381,"Funeral director; Undertaker","Female",798,58102
"1114",397,"Funeral director; Undertaker","Male",1148,73054
"1115",446,"Furniture designer; Industrial designer","Female",672,53732
"1116",414,"Furniture designer; Industrial designer","Male",2517,71879
"1117",666,"Furniture packer; Furniture removalist – driver; Removalist","Female",342,42623
"1118",962,"Furniture packer; Furniture removalist – driver; Removalist","Male",5662,35220
"1119",4,"Futures trader","Female",28,281600
"1120",30,"Futures trader","Male",281,264830
"1121",419,"Gallery curator; Museum curator","Female",839,55884
"1122",479,"Gallery curator; Museum curator","Male",360,66240
"1123",837,"Gallery or museum guide; Museum or gallery guide","Female",573,34470
"1124",932,"Gallery or museum guide; Museum or gallery guide","Male",290,37096
"1125",683,"Gallery or museum technician; Gallery technician; Museum technician; Taxidermist","Female",143,41642
"1126",800,"Gallery or museum technician; Gallery technician; Museum technician; Taxidermist","Male",188,45920
"1127",470,"Games programmer; Multimedia specialist","Female",176,52643
"1128",535,"Games programmer; Multimedia specialist","Male",667,62732
"1129",727,"Gaming worker","Female",4309,39619
"1130",798,"Gaming worker","Male",3974,45965
"1131",907,"Garage attendant; Service station attendant","Female",2434,31906
"1132",979,"Garage attendant; Service station attendant","Male",2678,34126
"1133",713,"Garage mechanic; Motor mechanic – petrol","Female",336,40554
"1134",645,"Garage mechanic; Motor mechanic – petrol","Male",53848,54352
"1135",791,"Garbage collector; Rubbish or recycling collector","Female",137,36545
"1136",627,"Garbage collector; Rubbish or recycling collector","Male",2656,55379
"1137",974,"Garden labourer; Lawn mower","Female",988,28702
"1138",974,"Garden labourer; Lawn mower","Male",9465,34242
"1139",825,"Gardener – general; Horticulturist – general gardening","Female",2757,34770
"1140",852,"Gardener – general; Horticulturist – general gardening","Male",13567,42445
"1141",53,"Gas or petroleum plant operator","Female",197,106000
"1142",81,"Gas or petroleum plant operator","Male",3689,127420
"1143",255,"Gasfitter; Plumber – gasfitter","Female",12,65823
"1144",399,"Gasfitter; Plumber – gasfitter","Male",3241,72873
"1145",7,"Gastroenterologist","Female",86,260925
"1146",10,"Gastroenterologist","Male",294,415192
"1147",667,"Gem cutter and polisher; Goldsmith; Jeweller; Silversmith","Female",762,42602
"1148",608,"Gem cutter and polisher; Goldsmith; Jeweller; Silversmith","Male",1501,56795
"1149",40,"General medical practitioner","Female",9434,129834
"1150",48,"General medical practitioner","Male",11178,184639
"1151",496,"Genetic counsellor","Female",350,51378
"1152",506,"Genetic counsellor","Male",63,64990
"1153",346,"Geographer; Social scientist","Female",813,59909
"1154",356,"Geographer; Social scientist","Male",440,75861
"1155",270,"Geographic information systems manager; Spatial scientist – other","Female",360,64796
"1156",292,"Geographic information systems manager; Spatial scientist – other","Male",712,82022
"1157",76,"Geologist","Female",2432,97453
"1158",67,"Geologist","Male",7123,141307
"1159",47,"Geophysicist","Female",259,117575
"1160",56,"Geophysicist","Male",1173,164930
"1161",117,"Geotechnical engineer","Female",282,82949
"1162",131,"Geotechnical engineer","Male",1879,105900
"1163",590,"Glass blower; Hide or skin classer; Model maker – architectural","Female",1085,46786
"1164",483,"Glass blower; Hide or skin classer; Model maker – architectural","Male",10238,65931
"1165",521,"Glass machine operator; Glassware maker","Female",125,49975
"1166",484,"Glass machine operator; Glassware maker","Male",1749,65915
"1167",509,"Glass plant hand or labourer","Female",101,50478
"1168",699,"Glass plant hand or labourer","Male",1552,50799
"1169",870,"Glazier","Female",53,33173
"1170",677,"Glazier","Male",7425,52476
"1171",884,"Goat farmer or farm overseer","Female",13,32761
"1172",991,"Goat farmer or farm overseer","Male",26,33284
"1173",852,"Golfer","Female",69,33881
"1174",836,"Golfer","Male",905,43660
"1175",576,"Governess – teaching (pre-primary); Kindergarten teacher; Pre-school teacher","Female",19328,47189
"1176",663,"Governess – teaching (pre-primary); Kindergarten teacher; Pre-school teacher","Male",543,53120
"1177",371,"Governess – teaching (primary level); Infant school teacher; Primary school teacher","Female",127197,58777
"1178",462,"Governess – teaching (primary level); Infant school teacher; Primary school teacher","Male",21113,67413
"1179",273,"Governess – teaching (secondary level); High school teacher; Secondary school teacher","Female",85662,64600
"1180",410,"Governess – teaching (secondary level); High school teacher; Secondary school teacher","Male",53848,72085
"1181",581,"Grader operator","Female",82,47094
"1182",381,"Grader operator","Male",1580,73972
"1183",343,"Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer","Female",562,60150
"1184",567,"Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer","Male",2846,60279
"1185",926,"Grain mill worker; Miller – flour or grain","Female",355,31215
"1186",671,"Grain mill worker; Miller – flour or grain","Male",1996,52707
"1187",1004,"Grain, oilseed or pasture farm worker","Female",393,27256
"1188",944,"Grain, oilseed or pasture farm worker","Male",1364,36185
"1189",505,"Grain, oilseed or pasture grower","Female",70,50691
"1190",593,"Grain, oilseed or pasture grower","Male",413,58055
"1191",662,"Grape grower; Viticulturist","Female",146,42786
"1192",617,"Grape grower; Viticulturist","Male",793,55954
"1193",858,"Greenkeeper; Groundsperson; Horticulturist – greenkeeping","Female",510,33622
"1194",832,"Greenkeeper; Groundsperson; Horticulturist – greenkeeping","Male",13323,43907
"1195",226,"Guard – prison; Prison officer or warder","Female",3219,68690
"1196",334,"Guard – prison; Prison officer or warder","Male",10077,77453
"1197",790,"Gunsmith","Female",5,36553
"1198",707,"Gunsmith","Male",62,50461
"1199",761,"Gymnast","Female",9,38098
"1200",990,"Gymnast","Male",9,33344
"1201",1059,"Gymnastics coach or instructor","Female",1314,23521
"1202",1023,"Gymnastics coach or instructor","Male",409,30453
"1203",6,"Gynaecologist; Obstetrician","Female",570,264628
"1204",5,"Gynaecologist; Obstetrician","Male",641,446507
"1205",973,"Handyperson","Female",242,28753
"1206",923,"Handyperson","Male",10497,37660
"1207",811,"Hat maker; Milliner","Female",36,35437
"1208",712,"Hat maker; Milliner","Male",56,50113
"1209",285,"Health and welfare service manager – other","Female",6757,63941
"1210",246,"Health and welfare service manager – other","Male",2926,87027
"1211",262,"Health information manager","Female",1830,65412
"1212",230,"Health information manager","Male",592,88770
"1213",354,"Health inspector","Female",624,59586
"1214",277,"Health inspector","Male",779,83431
"1215",229,"Health practice manager","Female",4240,68452
"1216",199,"Health practice manager","Male",693,94104
"1217",531,"Health promotion officer","Female",2596,49436
"1218",542,"Health promotion officer","Male",709,62388
"1219",176,"Helicopter pilot","Female",43,74416
"1220",126,"Helicopter pilot","Male",1462,107162
"1221",1036,"Herbalist; Masseur or masseuse – other","Female",320,25120
"1222",1054,"Herbalist; Masseur or masseuse – other","Male",146,27861
"1223",794,"Hide and skin processing machine operator","Female",70,36432
"1224",811,"Hide and skin processing machine operator","Male",206,45399
"1225",452,"Historian","Female",299,53315
"1226",488,"Historian","Male",209,65793
"1227",901,"Homeopath","Female",36,32132
"1228",826,"Homeopath","Male",14,44301
"1229",882,"Horse breaker or trainer; Stable manager","Female",802,32772
"1230",774,"Horse breaker or trainer; Stable manager","Male",1239,47265
"1231",821,"Horse breeder","Female",111,34924
"1232",619,"Horse breeder","Male",114,55914
"1233",1049,"Horse riding coach or instructor","Female",340,24509
"1234",902,"Horse riding coach or instructor","Male",95,39274
"1235",808,"Horticulturist – nursery; Nurseryperson","Female",2305,35620
"1236",770,"Horticulturist – nursery; Nurseryperson","Male",2705,47504
"1237",758,"Hospital orderly; Theatre attendant – medical; Ward assistant","Female",6435,38260
"1238",843,"Hospital orderly; Theatre attendant – medical; Ward assistant","Male",8830,43105
"1239",244,"Hospital pharmacist","Female",2945,66699
"1240",362,"Hospital pharmacist","Male",967,75231
"1241",554,"Hostel manager; Lodge manager","Female",538,48419
"1242",665,"Hostel manager; Lodge manager","Male",456,53063
"1243",875,"Hostel parent","Female",95,33007
"1244",933,"Hostel parent","Male",59,37079
"1245",480,"Hotel manager; Motel manager","Female",5546,52039
"1246",480,"Hotel manager; Motel manager","Male",8271,66061
"1247",893,"Hotel receptionist; Motel receptionist","Female",5475,32462
"1248",998,"Hotel receptionist; Motel receptionist","Male",1574,32819
"1249",879,"House painter; Painter and decorator; Paperhanger","Female",619,32885
"1250",808,"House painter; Painter and decorator; Paperhanger","Male",16302,45621
"1251",995,"Housekeeper – commercial","Female",17820,27780
"1252",1063,"Housekeeper – commercial","Male",3979,26771
"1253",1041,"Housekeeper – domestic","Female",5057,24862
"1254",1097,"Housekeeper – domestic","Male",616,22448
"1255",65,"Human resource manager; Industrial relations manager; Personnel and industrial relations manager","Female",16484,101256
"1256",75,"Human resource manager; Industrial relations manager; Personnel and industrial relations manager","Male",7120,130555
"1257",246,"Human resource officer; Personnel officer; Recruitment officer","Female",20369,66621
"1258",258,"Human resource officer; Personnel officer; Recruitment officer","Male",4982,85641
"1259",670,"Hunter-trapper; Shooter or trapper","Female",6,42244
"1260",844,"Hunter-trapper; Shooter or trapper","Male",81,42953
"1261",516,"Hunting guide","Male",4,64231
"1262",627,"Illustrator","Female",97,44209
"1263",597,"Illustrator","Male",175,57637
"1264",258,"Immigration officer","Female",753,65723
"1265",367,"Immigration officer","Male",635,74921
"1266",128,"Industrial engineer","Female",252,80496
"1267",152,"Industrial engineer","Male",2502,100759
"1268",102,"Industrial pharmacist","Female",472,87460
"1269",135,"Industrial pharmacist","Male",293,105157
"1270",195,"Industrial relations officer; Workplace relations adviser","Female",1185,72172
"1271",228,"Industrial relations officer; Workplace relations adviser","Male",1316,89032
"1272",240,"Insurance broker","Female",3169,66982
"1273",84,"Insurance broker","Male",3761,125469
"1274",295,"Insurance investigator","Female",258,62783
"1275",335,"Insurance investigator","Male",332,77424
"1276",323,"Insurance loss adjuster","Female",120,61100
"1277",225,"Insurance loss adjuster","Male",326,89605
"1278",119,"Insurance risk surveyor","Female",184,82355
"1279",116,"Insurance risk surveyor","Male",294,109565
"1280",960,"Integration aide (schools)","Female",3041,29453
"1281",1025,"Integration aide (schools)","Male",229,30323
"1282",201,"Intelligence officer","Female",345,71403
"1283",238,"Intelligence officer","Male",265,88081
"1284",25,"Intensive care specialist","Female",133,169369
"1285",23,"Intensive care specialist","Male",327,308033
"1286",499,"Interior decorator","Female",763,51211
"1287",629,"Interior decorator","Male",140,55339
"1288",490,"Interior designer","Female",4120,51702
"1289",454,"Interior designer","Male",837,67976
"1290",137,"Internal auditor","Female",1829,79833
"1291",172,"Internal auditor","Male",2220,98558
"1292",789,"Interpreter","Female",2512,36587
"1293",850,"Interpreter","Male",1499,42556
"1294",194,"Investigator – police; Police officer","Female",14449,72428
"1295",261,"Investigator – police; Police officer","Male",40211,85451
"1296",69,"Investment broker","Female",125,99997
"1297",27,"Investment broker","Male",503,286530
"1298",1007,"Ironer or presser – laundry","Female",257,26789
"1299",1081,"Ironer or presser – laundry","Male",67,25177
"1300",100,"IT account manager","Female",1115,87674
"1301",104,"IT account manager","Male",3125,113716
"1302",123,"IT business analyst","Female",4876,81615
"1303",195,"IT business analyst","Male",11207,94742
"1304",62,"IT business development manager","Female",915,101540
"1305",83,"IT business development manager","Male",3587,127050
"1306",497,"IT customer support officer; IT help desk officer","Female",4854,51306
"1307",628,"IT customer support officer; IT help desk officer","Male",13991,55355
"1308",493,"IT hardware technician","Female",204,51614
"1309",606,"IT hardware technician","Male",3376,56929
"1310",59,"IT manager – other","Female",5232,103405
"1311",90,"IT manager – other","Male",25389,121031
"1312",236,"IT network administrator","Female",822,67861
"1313",348,"IT network administrator","Male",8420,76733
"1314",205,"IT network analyst","Female",448,71274
"1315",217,"IT network analyst","Male",2639,91080
"1316",83,"IT project manager; Data processing manager","Female",6588,93908
"1317",98,"IT project manager; Data processing manager","Male",16053,118032
"1318",220,"IT quality assurance engineer","Female",493,69125
"1319",236,"IT quality assurance engineer","Male",1121,88200
"1320",763,"IT sales assistant","Female",1491,37998
"1321",755,"IT sales assistant","Male",3125,47952
"1322",251,"IT sales representative","Female",1972,66231
"1323",204,"IT sales representative","Male",5584,93644
"1324",110,"IT security specialist","Female",308,84605
"1325",138,"IT security specialist","Male",2476,104294
"1326",269,"IT support engineer","Female",1363,64829
"1327",358,"IT support engineer","Male",12071,75838
"1328",215,"IT systems test engineer","Female",735,69987
"1329",306,"IT systems test engineer","Male",2896,80441
"1330",284,"IT trainer","Female",876,64043
