country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Hungary,2006,HUN,10057063,193865269248.000,,,,,125.285,1.260,3.515,,367.085,0.380,0.135,3552.622,35.729,696.028,7.000,0.484,0.098,2031.333,20.429,19.526,11.747,43.060,35.850,11.787,-1.496,-4.620,30243.455,1.569,-0.848,-2.246,2078.141,20.900,26110.285,262.593,58.298,86.334,-5.269,-7.410,133.242,1308.533,13.160,13248.621,2.213,0.667,3063.585,30.811,36.709,43.807,13.160,-7.921,-0.049,0.529,18.892,0.190,52.624,0.530,0.174,-4.776,-2.471,41.441,1486.517,14.950,4120.585,41.702,13.625,7.210,16.744,-2.696,-1.258,36.754,1338.363,13.460,3654.589,37.545,12.084,5.676,5.029,93.622,73.580,0.740,9309.043,-4.746,-0.898,1792.788,18.030,2.064,30.780,4.035,1.260,0.000,-23.764,-1.258,125.285,0.000,401.205,3.515,0.000,1.327,3564.659,304.160,-20.160,-1.213,4.687,148.155,1.490,465.995,4.156,1.541,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,330.000,0.094,0.122,3.977,0.040,12.166,0.112,0.040
Hungary,2007,HUN,10041171,198699892736.000,,,,,155.360,1.560,3.904,,365.616,1.695,0.606,3618.555,36.335,733.978,7.370,0.923,0.189,2053.327,20.618,18.443,12.105,43.950,39.960,13.313,-1.316,-4.002,29892.783,1.511,-3.232,-8.486,2330.406,23.400,25306.498,254.107,58.559,84.658,-6.563,-8.745,124.497,1516.755,15.230,12398.676,-15.861,-4.887,2581.763,25.924,38.113,41.477,14.610,12.903,0.065,0.594,20.914,0.210,59.137,0.526,0.198,10.740,4.277,45.718,1649.210,16.560,4553.098,41.441,15.231,3.990,9.078,9.034,3.070,39.824,1461.981,14.680,3966.090,36.737,13.268,-0.370,-0.347,93.275,79.672,0.800,9289.268,-14.283,-2.575,1539.160,15.455,2.002,31.075,4.989,1.560,0.000,23.655,0.954,155.360,0.000,496.896,3.904,0.000,1.662,3979.615,300.159,26.122,1.208,5.894,187.229,1.880,587.009,4.705,1.964,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,155.814,0.189,0.311,10.955,0.110,30.976,0.275,0.104
Hungary,2008,HUN,10023508,204543000576.000,,,,,193.545,1.940,4.848,,357.321,-2.864,-1.041,3521.115,35.294,706.340,7.080,-4.470,-0.922,1964.997,19.696,17.691,11.925,43.920,40.020,13.522,-1.400,-4.202,29526.207,1.447,-2.901,-7.372,2279.641,22.850,24615.645,246.735,57.096,83.369,-1.345,-1.675,122.822,1514.440,15.180,12253.444,0.120,0.031,2589.423,25.955,37.931,41.500,14.300,1.429,0.005,0.599,20.951,0.210,59.714,0.525,0.202,3.714,1.603,47.321,1712.973,17.170,4720.996,42.904,15.989,3.900,8.880,0.961,0.133,39.957,1478.524,14.820,3986.333,37.031,13.501,-4.992,-4.656,88.619,58.862,0.590,8841.085,2.892,0.447,1586.456,15.902,1.474,29.943,6.186,1.940,0.000,23.992,1.197,193.545,0.000,617.198,4.848,0.000,2.090,3992.614,295.956,25.173,1.470,7.364,234.449,2.350,734.663,5.872,2.488,,0.003,0.003,0.000,0.000,0.280,0.000,0.001,86.364,0.265,0.576,19.953,0.200,57.471,0.500,0.195
Hungary,2009,HUN,10008581,195011821568.000,,,,,232.800,2.330,6.488,,323.865,-15.800,-5.577,2969.185,29.717,633.456,6.340,-8.120,-1.599,1808.129,18.097,17.655,10.902,41.420,35.910,13.173,-7.894,-23.361,27236.104,1.398,-10.720,-26.449,1757.492,17.590,22009.693,220.286,48.984,80.811,-13.341,-16.386,106.436,1041.107,10.420,10634.513,13.955,3.622,2955.178,29.577,29.017,39.046,11.630,7.042,0.038,0.637,22.980,0.230,63.619,0.640,0.234,6.672,3.037,50.357,1830.429,18.320,5031.431,51.016,18.473,5.510,13.303,4.103,1.383,41.340,1541.677,15.430,4130.431,42.969,15.165,-5.063,-4.487,84.132,82.929,0.830,8405.995,-1.292,-0.205,1568.301,15.696,2.311,30.863,7.454,2.330,0.000,20.485,1.267,232.800,0.000,744.741,6.488,0.000,2.734,3587.921,272.595,22.826,1.654,9.018,288.752,2.890,901.000,8.048,3.308,0.000,0.000,0.003,0.000,0.000,0.280,0.000,0.001,61.463,0.348,0.924,32.972,0.330,92.360,0.919,0.339
Hungary,2010,HUN,9986832,200323055616.000,,,,,230.303,2.300,6.155,,322.451,5.355,1.591,3135.001,31.309,623.821,6.230,2.392,0.433,1855.420,18.530,16.671,11.275,42.570,37.370,13.458,1.865,5.085,27804.605,1.386,1.851,4.077,1861.451,18.590,22465.834,224.363,49.746,80.799,7.251,7.718,114.154,1161.530,11.600,11430.469,-2.275,-0.673,2894.249,28.904,31.041,41.110,12.050,-17.544,-0.115,0.522,19.025,0.190,52.250,0.508,0.188,2.473,0.941,51.298,1880.476,18.780,5136.583,50.254,18.474,5.200,12.215,2.172,0.639,41.978,1578.078,15.760,4203.374,42.173,15.118,-6.219,-5.232,78.900,76.100,0.760,7900.364,-11.182,-1.755,1395.969,13.941,2.034,28.414,7.332,2.300,0.000,-1.627,-0.121,230.303,0.000,734.216,6.155,0.000,2.641,3741.927,277.680,4.076,0.302,9.320,302.398,3.020,933.210,8.081,3.356,0.000,-0.000,0.003,0.000,0.000,0.278,0.000,0.001,59.215,0.538,1.463,53.070,0.530,146.466,1.418,0.527
Hungary,2011,HUN,9953247,207957688320.000,,,,,186.874,1.860,5.164,,318.989,0.763,0.239,3169.567,31.547,651.044,6.480,3.275,0.607,1922.643,19.137,17.990,11.716,42.660,36.020,13.377,-3.030,-8.414,27053.062,1.295,-3.003,-6.737,1770.277,17.620,21864.762,217.625,48.917,80.822,-4.397,-5.019,109.135,1079.045,10.740,10964.791,-5.352,-1.547,2748.583,27.357,29.817,40.531,11.490,18.085,0.091,0.612,22.103,0.220,61.530,0.611,0.227,-2.029,-1.500,49.798,1848.643,18.400,5003.162,51.083,18.494,6.640,15.565,-0.482,-0.457,41.521,1576.370,15.690,4171.634,43.559,15.420,-2.480,-1.957,76.943,40.188,0.400,7730.402,-10.748,-1.498,1250.139,12.443,1.110,28.575,5.934,1.860,0.000,-19.068,-1.398,186.874,0.000,596.218,5.164,0.000,2.204,3618.919,269.266,-10.123,-1.043,8.276,272.273,2.710,831.528,7.524,3.074,0.000,-0.000,0.003,0.000,0.000,0.277,0.000,0.001,18.786,0.264,1.727,63.296,0.630,173.503,1.749,0.641
Hungary,2012,HUN,9922133,204625346560.000,,,,,166.295,1.650,4.766,,309.648,-3.785,-1.194,3059.168,30.353,638.976,6.340,-2.369,-0.453,1882.985,18.683,18.313,12.085,42.590,34.620,13.783,-6.720,-18.094,25314.305,1.227,-8.179,-17.799,1631.706,16.190,20139.496,199.827,46.765,79.558,-10.753,-11.736,97.400,947.377,9.400,9816.409,-16.414,-4.490,2304.637,22.867,27.152,38.778,10.720,-4.054,-0.028,0.584,21.165,0.210,58.862,0.607,0.233,0.256,-0.240,49.557,1857.464,18.430,4994.631,53.235,19.730,7.970,18.713,0.688,0.032,41.554,1591.392,15.790,4187.990,45.609,16.544,-6.328,-4.869,72.074,45.353,0.450,7263.917,-0.132,-0.016,1252.400,12.426,1.300,28.695,5.283,1.650,0.000,-10.974,-0.651,166.295,0.000,532.456,4.766,0.000,2.103,3489.169,251.172,-2.246,-0.273,8.004,266.072,2.640,806.641,7.626,3.187,700.000,0.019,0.022,1.008,0.010,2.212,0.029,0.009,23.192,0.388,2.115,77.604,0.770,213.112,2.224,0.842
Hungary,2013,HUN,9894637,208958734336.000,,,,,184.949,1.830,6.050,,286.942,-12.442,-3.777,2685.994,26.577,636.709,6.300,0.327,0.061,1894.390,18.744,20.826,11.163,42.130,30.250,12.706,-5.211,-13.088,24061.920,1.139,-5.990,-11.970,1222.885,12.100,18985.732,187.857,40.000,78.904,-6.774,-6.598,90.801,559.899,5.540,9176.829,-12.653,-2.893,2018.616,19.973,18.314,38.138,8.680,0.000,-0.004,0.581,21.224,0.210,58.670,0.694,0.244,-1.533,-0.908,48.649,1834.327,18.150,4916.752,60.000,20.434,11.880,28.198,-2.681,-1.358,40.196,1553.367,15.370,4062.415,50.810,16.883,-2.213,-1.595,70.479,26.277,0.260,7122.910,-1.377,-0.171,1238.587,12.255,0.860,29.602,5.848,1.830,0.000,10.695,0.565,184.949,0.000,591.039,6.050,0.000,2.456,3057.212,238.084,5.316,0.450,8.453,280.960,2.780,854.338,9.190,3.551,212.500,0.046,0.068,2.021,0.020,6.886,0.066,0.029,-6.908,-0.158,1.957,72.767,0.720,197.743,2.380,0.822
Hungary,2014,HUN,9867906,217412730880.000,,,,,215.851,2.130,7.257,,269.506,-1.151,-0.306,2662.275,26.271,607.018,5.990,-1.475,-0.276,1871.513,18.468,20.409,11.023,42.740,29.350,12.315,0.101,0.242,24151.582,1.096,-1.039,-1.951,1068.109,10.540,18839.422,185.906,35.911,78.005,-10.578,-9.605,81.196,429.676,4.240,8228.303,-6.932,-1.384,1883.782,18.589,14.446,34.069,7.910,41.315,0.235,0.815,30.402,0.300,82.635,1.022,0.342,3.534,1.594,50.243,1906.179,18.810,5091.555,64.089,21.082,13.390,31.329,1.815,0.485,40.681,1585.949,15.650,4122.534,53.322,17.069,11.294,7.960,78.438,31.415,0.310,7948.843,-10.416,-1.276,1112.586,10.979,1.056,32.912,6.787,2.130,0.000,16.048,0.939,215.851,0.000,687.747,7.257,0.000,2.848,2974.289,238.326,13.007,1.109,9.562,320.230,3.160,969.021,10.767,4.012,168.000,0.113,0.182,7.094,0.070,18.394,0.239,0.076,-8.548,-0.178,1.779,66.883,0.660,180.244,2.249,0.746
Hungary,2015,HUN,9844250,224257294336.000,,,,,219.417,2.160,7.131,,271.047,3.635,0.955,2765.684,27.226,588.161,5.790,-4.387,-0.810,1793.701,17.658,19.115,10.843,43.980,30.290,12.064,5.355,12.762,25506.002,1.120,6.707,12.469,1141.783,11.240,20151.299,198.374,37.108,79.006,7.279,5.911,87.107,519.085,5.110,8848.481,-4.751,-0.883,1798.604,17.706,16.870,34.692,8.210,-22.259,-0.185,0.630,23.364,0.230,64.013,0.759,0.251,1.406,0.450,50.693,1935.140,19.050,5149.519,62.892,20.189,13.690,31.128,1.187,0.238,40.919,1608.045,15.830,4156.608,52.261,16.297,7.143,5.603,84.042,34.538,0.340,8537.134,3.072,0.337,1149.523,11.316,1.122,33.471,6.898,2.160,0.000,1.646,0.112,219.417,0.000,700.750,7.131,0.000,2.747,3076.923,251.087,2.490,0.212,9.774,327.094,3.220,992.909,10.631,3.893,110.448,0.198,0.380,14.221,0.140,38.572,0.462,0.151,5.553,0.088,1.866,70.092,0.690,189.576,2.278,0.743
Hungary,2016,HUN,9815106,228414177280.000,,,,,210.899,2.070,6.507,,276.014,-6.316,-1.720,2598.699,25.507,573.606,5.630,-3.675,-0.649,1732.905,17.009,17.699,9.981,44.520,31.810,12.447,1.780,4.468,26037.004,1.119,2.013,3.994,1274.566,12.510,20618.082,202.369,39.327,79.188,7.181,6.256,93.362,660.207,6.480,9512.095,3.894,0.689,1874.188,18.395,20.371,36.533,8.780,10.684,0.063,0.693,26.490,0.260,70.641,0.817,0.271,1.304,0.336,51.029,1966.357,19.300,5199.046,60.673,19.968,12.710,28.549,1.386,0.322,41.240,1635.234,16.050,4201.737,50.456,16.138,-0.645,-0.542,83.500,40.754,0.400,8507.286,11.144,1.261,1281.414,12.577,1.257,32.674,6.611,2.070,0.000,-4.165,-0.287,210.899,0.000,673.559,6.507,0.000,2.587,3240.923,255.556,0.898,0.014,9.789,331.122,3.250,997.310,10.217,3.830,73.050,0.273,0.653,24.452,0.240,66.550,0.754,0.256,-1.299,-0.035,1.831,69.281,0.680,186.559,2.138,0.717
Hungary,2017,HUN,9788940,238288093184.000,,,,,219.636,2.150,6.549,,272.312,2.501,0.638,2670.801,26.144,503.630,4.930,-12.261,-2.086,1524.490,14.923,15.017,9.705,45.710,32.830,12.186,5.417,13.843,27520.777,1.131,6.728,13.616,1353.568,13.250,22064.102,215.984,40.359,80.173,6.404,5.979,99.341,803.969,7.870,10148.329,0.000,,,,23.972,36.875,8.940,-15.058,-0.108,0.585,22.474,0.220,59.811,0.670,0.217,1.386,0.490,51.520,2000.217,19.580,5263.036,59.641,19.124,12.880,28.178,0.272,-0.131,41.109,1644.713,16.100,4199.582,49.041,15.260,8.382,6.999,90.498,45.970,0.450,9244.971,0.000,,,,1.371,33.593,6.879,2.150,0.000,4.056,0.268,219.636,0.000,702.687,6.549,0.000,2.553,3353.785,269.399,6.875,0.621,10.410,355.503,3.480,1063.455,10.600,3.864,43.033,0.276,0.929,35.755,0.350,94.882,1.066,0.345,10.819,0.186,2.017,77.639,0.760,206.075,2.315,0.749
Hungary,2018,HUN,9776361,250426490880.000,,,,,235.261,2.300,7.203,,266.521,-5.530,-1.446,2526.346,24.698,477.683,4.670,-11.072,-1.652,1357.441,13.271,14.626,9.101,46.280,31.930,11.766,0.734,1.979,27758.568,1.084,0.926,2.000,1271.434,12.430,22297.072,217.984,38.929,80.325,-3.138,-3.117,96.224,744.653,7.280,9842.534,0.000,,,,22.800,35.458,8.510,0.909,0.002,0.587,22.503,0.220,60.079,0.689,0.216,-0.407,-0.356,51.164,1994.607,19.500,5233.422,61.071,18.853,14.350,31.007,-2.265,-1.166,39.943,1608.983,15.730,4085.712,49.264,14.719,7.252,6.563,97.062,49.098,0.480,9928.192,0.000,,,,1.503,35.766,7.363,2.310,0.010,7.146,0.484,236.284,1.023,753.139,7.235,0.031,2.713,3266.041,271.378,8.185,0.810,11.220,385.624,3.770,1147.710,11.807,4.135,80.229,0.735,1.664,64.441,0.630,170.223,1.973,0.613,-19.921,-0.411,1.606,62.395,0.610,164.269,1.910,0.592
Hungary,2019,HUN,9771799,,,,,,228.208,2.230,6.522,,254.168,-13.408,-3.311,2188.644,21.387,412.411,4.030,-12.935,-1.717,1182.414,11.554,11.787,7.777,46.770,34.190,12.433,1.331,3.612,28141.180,,-0.059,-0.128,1350.826,13.200,22294.344,217.856,38.608,79.223,2.303,2.216,98.440,890.317,8.700,10073.888,0.000,,,,25.446,35.798,8.690,-1.351,-0.010,0.577,22.514,0.220,59.076,0.643,0.210,7.579,3.636,54.799,2148.018,20.990,5607.923,61.392,19.928,12.580,26.898,3.528,1.257,41.200,1667.042,16.290,4216.212,47.646,14.982,0.997,0.967,98.029,48.098,0.470,10031.813,0.000,,,,1.375,35.648,7.155,2.250,0.020,-2.772,-0.208,230.254,2.047,732.165,6.581,0.058,2.602,3498.844,274.990,24.502,2.379,13.600,480.976,4.700,1391.711,13.747,4.945,137.997,2.282,3.946,153.503,1.500,403.820,4.387,1.435,20.099,0.316,1.922,74.705,0.730,196.650,2.135,0.699
Hungary,2020,HUN,9750571,,,,,,220.500,2.150,6.182,,246.981,-8.379,-1.792,2009.625,19.595,380.491,3.710,-6.127,-0.708,1112.382,10.846,10.667,7.241,46.460,34.780,12.853,-1.597,-4.393,27751.959,,-3.067,-6.682,1353.767,13.200,21657.623,211.174,37.953,78.040,3.545,3.490,101.930,932.253,9.090,10453.718,0.000,,,,26.136,37.668,8.590,11.416,0.064,0.641,24.614,0.240,65.721,0.690,0.237,2.889,1.401,56.200,2213.204,21.580,5763.769,62.047,20.769,11.680,25.140,-1.430,-0.739,40.461,1647.083,16.060,4149.647,46.176,14.953,-8.548,-8.379,89.649,41.023,0.400,9194.279,0.000,,,,1.150,33.130,6.920,2.170,0.020,-3.296,-0.235,222.551,2.051,709.653,6.239,0.058,2.557,3566.971,270.597,17.889,2.139,15.739,566.121,5.520,1614.121,15.871,5.816,64.262,2.512,6.458,252.293,2.460,662.325,7.073,2.387,-10.151,-0.201,1.720,66.663,0.650,176.422,1.869,0.636
Hungary,2021,HUN,9709784,,,,,,229.665,2.230,6.201,,233.037,-14.102,-2.763,1733.485,16.832,309.997,3.010,-18.571,-2.014,909.609,8.832,8.370,5.965,48.710,35.960,12.743,4.285,11.595,29062.688,,3.952,8.346,1345.035,13.060,22608.135,219.520,36.318,77.791,5.824,5.936,107.866,993.843,9.650,11108.983,0.000,,,,26.835,38.224,8.380,-14.734,-0.096,0.544,21.628,0.210,56.067,0.584,0.193,5.911,3.195,59.395,2358.446,22.900,6117.025,63.682,21.048,12.750,26.175,-0.404,-0.311,40.151,1646.792,15.990,4135.074,44.466,14.228,5.770,5.173,94.823,41.196,0.400,9765.665,0.000,,,,1.112,33.602,7.070,2.240,0.010,2.125,0.151,230.695,1.030,728.136,6.229,0.028,2.505,3703.481,282.192,24.248,3.506,19.244,711.653,6.910,1981.951,19.216,6.820,54.261,3.468,9.926,391.358,3.800,1022.248,10.567,3.517,-0.575,-0.016,1.704,67.973,0.660,175.499,1.835,0.604
Hungary,2022,HUN,9967304,,,,,,225.738,2.250,6.334,,222.973,,,,,290.951,2.900,,,,,8.164,,47.650,35.520,,,,,,,,1217.982,12.140,,,34.178,,,,,888.906,8.860,,,,,,24.944,,7.920,,,,19.062,0.190,,0.535,,,,,2345.669,23.380,,65.822,,12.130,25.456,,,,1590.199,15.850,,44.623,,,,,38.125,0.380,,,,,,1.070,,,2.260,0.010,,,226.741,1.003,,6.363,0.028,,3563.652,,,,,755.470,7.530,,21.199,,,,,448.466,4.470,,12.584,,,,,61.200,0.610,,1.717,
IEO - Africa (EIA),1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.264,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700,52.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.814,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.434,168.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.387,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.567,120.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.054,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.008,114.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402.631,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.654,63.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466.385,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.844,45.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.873,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.605,90.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602.436,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.647,94.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697.355,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.218,59.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757.169,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.147,86.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843.930,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.904,54.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2898.070,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.752,21.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919.853,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874,25.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945.379,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.237,65.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3011.260,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.474,134.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145.980,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.317,104.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.327,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.348,76.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3326.657,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.711,56.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383.567,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437,14.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3398.346,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.198,142.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541.019,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.728,132.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673.045,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081,113.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.218,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.039,152.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939.125,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.227,127.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4066.235,,,,,,,,,,,,,,,,,,,,,,,,
IEO - Africa (EIA),2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.539,225.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.461,,,,,,,,,,,,,,,,,,,,,,,,
