name,level,school,bard,cleric,druid,paladin,ranger,sorcerer,warlock,wizard,casting_time,action,bonus_action,reaction,ritual,casting_time_long,trigger,range,range_type,verbal_component,somatic_component,material_component,material_component_details,duration,concentration,description
Hellish Rebuke,1,evocation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Reaction, which you take in response to taking damage from a creature that you can see within 60 feet of yourself",FALSE,FALSE,TRUE,FALSE,NA,taking damage from a creature that you can see within 60 feet of yourself,60 feet,feet,TRUE,TRUE,FALSE,NA,Instantaneous,FALSE,"The creature that damaged you is momentarily surrounded by green flames. It makes a Dexterity saving throw, taking 2d10 Fire damage on a failed save or half as much damage on a successful one.
Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 1."
Heroes’ Feast,6,conjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10 minutes,FALSE,FALSE,FALSE,FALSE,10 minutes,NA,Self,self,TRUE,TRUE,TRUE,"a gem-encrusted bowl worth 1,000+ GP, which the spell consumes",Instantaneous,FALSE,"You conjure a feast that appears on a surface in an unoccupied 10-foot Cube next to you. The feast takes 1 hour to consume and disappears at the end of that time, and the beneficial effects don’t set in until this hour is over. Up to twelve creatures can partake of the feast.
A creature that partakes gains several benefits, which last for 24 hours. The creature has Resistance to Poison damage, and it has Immunity to the Frightened and Poisoned conditions. Its Hit Point maximum also increases by 2d10, and it gains the same number of Hit Points."
Hex,1,enchantment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bonus Action,TRUE,TRUE,FALSE,FALSE,NA,NA,90 feet,feet,TRUE,TRUE,TRUE,the petrified eye of a newt,"Concentration, up to 1 hour",TRUE,"You place a curse on a creature that you can see within range. Until the spell ends, you deal an extra 1d6 Necrotic damage to the target whenever you hit it with an attack roll. Also, choose one ability when you cast the spell. The target has Disadvantage on ability checks made with the chosen ability.
If the target drops to 0 Hit Points before this spell ends, you can take a Bonus Action on a later turn to curse a new creature.
Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 2 (up to 4 hours), 3–4 (up to 8 hours), or 5+ (24 hours)."
Heroism,1,enchantment,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,FALSE,NA,"Concentration, up to 1 minute",TRUE,"A willing creature you touch is imbued with bravery. Until the spell ends, the creature is immune to the Frightened condition and gains Temporary Hit Points equal to your spellcasting ability modifier at the start of each of its turns.
Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1."
Hold Monster,5,enchantment,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,90 feet,feet,TRUE,TRUE,TRUE,a straight piece of iron,"Concentration, up to 1 minute",TRUE,"Choose a creature that you can see within range. The target must succeed on a Wisdom saving throw or have the Paralyzed condition for the duration. At the end of each of its turns, the target repeats the save, ending the spell on itself on a success.
Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 5."
Hold Person,2,enchantment,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,TRUE,a straight piece of iron,"Concentration, up to 1 minute",TRUE,"Choose a Humanoid that you can see within range. The target must succeed on a Wisdom saving throw or have the Paralyzed condition for the duration. At the end of each of its turns, the target repeats the save, ending the spell on itself on a success.
Using a Higher-Level Spell Slot. You can target one additional Humanoid for each spell slot level above 2."
Holy Aura,8,abjuration,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,"a reliquary worth 1,000+ GP","Concentration, up to 1 minute",TRUE,"For the duration, you emit an aura in a 30-foot Emanation. While in the aura, creatures of your choice have Advantage on all saving throws, and other creatures have Disadvantage on attack rolls against them. In addition, when a Fiend or an Undead hits an affected creature with a melee attack roll, the attacker must succeed on a Constitution saving throw or have the Blinded condition until the end of its next turn."
Hunter’s Mark,1,divination,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bonus Action,TRUE,TRUE,FALSE,FALSE,NA,NA,90 feet,feet,TRUE,FALSE,FALSE,NA,"Concentration, up to 1 hour",TRUE,"You magically mark one creature you can see within range as your quarry. Until the spell ends, you deal an extra 1d6 Force damage to the target whenever you hit it with an attack roll. You also have Advantage on any Wisdom (Perception or Survival) check you make to find it.
If the target drops to 0 Hit Points before this spell ends, you can take a Bonus Action to move the mark to a new creature you can see within range.
Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 3–4 (up to 8 hours) or 5+ (up to 24 hours)."
Hypnotic Pattern,3,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,120 feet,feet,FALSE,TRUE,TRUE,a pinch of confetti,"Concentration, up to 1 minute",TRUE,"You create a twisting pattern of colors in a 30-foot Cube within range. The pattern appears for a moment and vanishes. Each creature in the area who can see the pattern must succeed on a Wisdom saving throw or have the Charmed condition for the duration. While Charmed, the creature has the Incapacitated condition and a Speed of 0.
The spell ends for an affected creature if it takes any damage or if someone else uses an action to shake the creature out of its stupor.
Spells (I)
Ice Storm
Level 4 Evocation (Druid, Sorcerer, Wizard)


Casting Time: Action



Range: 300 feet



Components: V, S, M (a mitten)



Duration: Instantaneous


Hail falls in a 20-foot-radius, 40-foot-high Cylinder centered on a point within range. Each creature in the Cylinder makes a Dexterity saving throw. A creature takes 2d10 Bludgeoning damage and 4d6 Cold damage on a failed save or half as much damage on a successful one.
Hailstones turn ground in the Cylinder into Difficult Terrain until the end of your next turn.
Using a Higher-Level Spell Slot. The Bludgeoning damage increases by 1d10 for each spell slot level above 4."
Ice Storm,4,evocation,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,300 feet,feet,TRUE,TRUE,TRUE,a mitten,Instantaneous,FALSE,"Hail falls in a 20-foot-radius, 40-foot-high Cylinder centered on a point within range. Each creature in the Cylinder makes a Dexterity saving throw. A creature takes 2d10 Bludgeoning damage and 4d6 Cold damage on a failed save or half as much damage on a successful one.
Hailstones turn ground in the Cylinder into Difficult Terrain until the end of your next turn.
Using a Higher-Level Spell Slot. The Bludgeoning damage increases by 1d10 for each spell slot level above 4."
Identify,1,divination,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 minute or Ritual,FALSE,FALSE,FALSE,TRUE,1 minute,NA,Touch,touch,TRUE,TRUE,TRUE,a pearl worth 100+ GP,Instantaneous,FALSE,"You touch an object throughout the spell’s casting. If the object is a magic item or some other magical object, you learn its properties and how to use them, whether it requires Attunement, and how many charges it has, if any. You learn whether any ongoing spells are affecting the item and what they are. If the item was created by a spell, you learn that spell’s name.
If you instead touch a creature throughout the casting, you learn which ongoing spells, if any, are currently affecting it."
Illusory Script,1,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1 minute or Ritual,FALSE,FALSE,FALSE,TRUE,1 minute,NA,Touch,touch,FALSE,TRUE,TRUE,"ink worth 10+ GP, which the spell consumes",10 days,FALSE,"You write on parchment, paper, or another suitable material and imbue it with an illusion that lasts for the duration. To you and any creatures you designate when you cast the spell, the writing appears normal, seems to be written in your hand, and conveys whatever meaning you intended when you wrote the text. To all others, the writing appears as if it were written in an unknown or magical script that is unintelligible. Alternatively, the illusion can alter the meaning, handwriting, and language of the text, though the language must be one you know.
If the spell is dispelled, the original script and the illusion both disappear.
A creature that has Truesight can read the hidden message."
Imprisonment,9,abjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1 minute,FALSE,FALSE,FALSE,FALSE,1 minute,NA,30 feet,feet,TRUE,TRUE,TRUE,"a statuette of the target worth 5,000+ GP",Until dispelled,FALSE,"You create a magical restraint to hold a creature that you can see within range. The target must make a Wisdom saving throw. On a successful save, the target is unaffected, and it is immune to this spell for the next 24 hours. On a failed save, the target is imprisoned. While imprisoned, the target doesn’t need to breathe, eat, or drink, and it doesn’t age. Divination spells can’t locate or perceive the imprisoned target, and the target can’t teleport.
Until the spell ends, the target is also affected by one of the following effects of your choice:
Burial. The target is entombed beneath the earth in a hollow globe of magical force that is just large enough to contain the target. Nothing can pass into or out of the globe.
Chaining. Chains firmly rooted in the ground hold the target in place. The target has the Restrained condition and can’t be moved by any means.
Hedged Prison. The target is trapped in a demiplane that is warded against teleportation and planar travel. The demiplane is your choice of a labyrinth, a cage, a tower, or the like.
Minimus Containment. The target becomes 1 inch tall and is trapped inside an indestructible gemstone or a similar object. Light can pass through the gemstone (allowing the target to see out and other creatures to see in), but nothing else can pass through by any means.
Slumber. The target has the Unconscious condition and can’t be awoken.
Ending the Spell. When you cast the spell, specify a trigger that will end it. The trigger can be as simple or as elaborate as you choose, but the DM must agree that it has a high likelihood of happening within the next decade. The trigger must be an observable action, such as someone making a particular offering at the temple of your god, saving your true love, or defeating a specific monster.
A Dispel Magic spell can end the spell only if it is cast with a level 9 spell slot, targeting either the prison or the component used to create it."
Incendiary Cloud,8,conjuration,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,150 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 1 minute",TRUE,"A swirling cloud of embers and smoke fills a 20-foot-radius Sphere centered on a point within range. The cloud’s area is Heavily Obscured. It lasts for the duration or until a strong wind (like that created by Gust of Wind) disperses it.
When the cloud appears, each creature in it makes a Dexterity saving throw, taking 10d8 Fire damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn.
The cloud moves 10 feet away from you in a direction you choose at the start of each of your turns."
Inflict Wounds,1,necromancy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,FALSE,NA,Instantaneous,FALSE,"A creature you touch makes a Constitution saving throw, taking 2d10 Necrotic damage on a failed save or half as much damage on a successful one.
Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 1."
Insect Plague,5,conjuration,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,300 feet,feet,TRUE,TRUE,TRUE,a locust,"Concentration, up to 10 minutes",TRUE,"Swarming locusts fill a 20-foot-radius Sphere centered on a point you choose within range. The Sphere remains for the duration, and its area is Lightly Obscured and Difficult Terrain.
When the swarm appears, each creature in it makes a Constitution saving throw, taking 4d10 Piercing damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell’s area for the first time on a turn or ends its turn there. A creature makes this save only once per turn.
Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 5."
Invisibility,2,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,TRUE,an eyelash in gum arabic,"Concentration, up to 1 hour",TRUE,"A creature you touch has the Invisible condition until the spell ends. The spell ends early immediately after the target makes an attack roll, deals damage, or casts a spell.
Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2.
Spells (J)
Jump
Level 1 Transmutation (Druid, Ranger, Sorcerer, Wizard)


Casting Time: Bonus Action



Range: Touch



Component: V, S, M (a grasshopper’s hind leg)



Duration: 1 minute


You touch a willing creature. Once on each of its turns until the spell ends, that creature can jump up to 30 feet by spending 10 feet of movement.
Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.
Spells (K)
Knock
Level 2 Transmutation (Bard, Sorcerer, Wizard)


Casting Time: Action



Range: 60 feet



Components: V



Duration: Instantaneous


Choose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access.
A target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked.
If the target is held shut by Arcane Lock, that spell is suppressed for 10 minutes, during which time the target can be opened and closed.
When you cast the spell, a loud knock, audible up to 300 feet away, emanates from the target.
Spells (L)
Legend Lore
Level 5 Divination (Bard, Cleric, Wizard)


Casting Time: 10 minutes



Range: Self



Components: V, S, M (incense worth 250+ GP, which the spell consumes, and four ivory strips worth 50+ GP each)



Duration: Instantaneous


Name or describe a famous person, place, or object. The spell brings to your mind a brief summary of the significant lore about that famous thing, as described by the DM.
The lore might consist of important details, amusing revelations, or even secret lore that has never been widely known. The more information you already know about the thing, the more precise and detailed the information you receive is. That information is accurate but might be couched in figurative language or poetry, as determined by the DM.
If the famous thing you chose isn’t actually famous, you hear sad musical notes played on a trombone, and the spell fails."
Jump,1,transmutation,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Bonus Action,TRUE,TRUE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,TRUE,a grasshopper’s hind leg,1 minute,FALSE,"You touch a willing creature. Once on each of its turns until the spell ends, that creature can jump up to 30 feet by spending 10 feet of movement.
Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.
Spells (K)
Knock
Level 2 Transmutation (Bard, Sorcerer, Wizard)


Casting Time: Action



Range: 60 feet



Components: V



Duration: Instantaneous


Choose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access.
A target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked.
If the target is held shut by Arcane Lock, that spell is suppressed for 10 minutes, during which time the target can be opened and closed.
When you cast the spell, a loud knock, audible up to 300 feet away, emanates from the target.
Spells (L)
Legend Lore
Level 5 Divination (Bard, Cleric, Wizard)


Casting Time: 10 minutes



Range: Self



Components: V, S, M (incense worth 250+ GP, which the spell consumes, and four ivory strips worth 50+ GP each)



Duration: Instantaneous


Name or describe a famous person, place, or object. The spell brings to your mind a brief summary of the significant lore about that famous thing, as described by the DM.
The lore might consist of important details, amusing revelations, or even secret lore that has never been widely known. The more information you already know about the thing, the more precise and detailed the information you receive is. That information is accurate but might be couched in figurative language or poetry, as determined by the DM.
If the famous thing you chose isn’t actually famous, you hear sad musical notes played on a trombone, and the spell fails."
Knock,2,transmutation,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,FALSE,FALSE,NA,Instantaneous,FALSE,"Choose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access.
A target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked.
If the target is held shut by Arcane Lock, that spell is suppressed for 10 minutes, during which time the target can be opened and closed.
When you cast the spell, a loud knock, audible up to 300 feet away, emanates from the target.
Spells (L)
Legend Lore
Level 5 Divination (Bard, Cleric, Wizard)


Casting Time: 10 minutes



Range: Self



Components: V, S, M (incense worth 250+ GP, which the spell consumes, and four ivory strips worth 50+ GP each)



Duration: Instantaneous


Name or describe a famous person, place, or object. The spell brings to your mind a brief summary of the significant lore about that famous thing, as described by the DM.
The lore might consist of important details, amusing revelations, or even secret lore that has never been widely known. The more information you already know about the thing, the more precise and detailed the information you receive is. That information is accurate but might be couched in figurative language or poetry, as determined by the DM.
If the famous thing you chose isn’t actually famous, you hear sad musical notes played on a trombone, and the spell fails."
Legend Lore,5,divination,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10 minutes,FALSE,FALSE,FALSE,FALSE,10 minutes,NA,Self,self,TRUE,TRUE,TRUE,"incense worth 250+ GP, which the spell consumes, and four ivory strips worth 50+ GP each",Instantaneous,FALSE,"Name or describe a famous person, place, or object. The spell brings to your mind a brief summary of the significant lore about that famous thing, as described by the DM.
The lore might consist of important details, amusing revelations, or even secret lore that has never been widely known. The more information you already know about the thing, the more precise and detailed the information you receive is. That information is accurate but might be couched in figurative language or poetry, as determined by the DM.
If the famous thing you chose isn’t actually famous, you hear sad musical notes played on a trombone, and the spell fails."
Lesser Restoration,2,abjuration,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Bonus Action,TRUE,TRUE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,FALSE,NA,Instantaneous,FALSE,"You touch a creature and end one condition on it: Blinded, Deafened, Paralyzed, or Poisoned."
Levitate,2,transmutation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,TRUE,a metal spring,"Concentration, up to 10 minutes",TRUE,"One creature or loose object of your choice that you can see within range rises vertically up to 20 feet and remains suspended there for the duration. The spell can levitate an object that weighs up to 500 pounds. An unwilling creature that succeeds on a Constitution saving throw is unaffected.
The target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling), which allows it to move as if it were climbing. You can change the target’s altitude by up to 20 feet in either direction on your turn. If you are the target, you can move up or down as part of your move. Otherwise, you can take a Magic action to move the target, which must remain within the spell’s range.
When the spell ends, the target floats gently to the ground if it is still aloft."
Light,0,evocation,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,FALSE,TRUE,a firefly or phosphorescent moss,1 hour,FALSE,"You touch one Large or smaller object that isn’t being worn or carried by someone else. Until the spell ends, the object sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. The light can be colored as you like.
Covering the object with something opaque blocks the light. The spell ends if you cast it again."
Lightning Bolt,3,evocation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,a bit of fur and a crystal rod,Instantaneous,FALSE,"A stroke of lightning forming a 100-foot-long, 5-foot-wide Line blasts out from you in a direction you choose. Each creature in the Line makes a Dexterity saving throw, taking 8d6 Lightning damage on a failed save or half as much damage on a successful one.
Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3."
Locate Animals or Plants,2,divination,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Action or Ritual,TRUE,FALSE,FALSE,TRUE,NA,NA,Self,self,TRUE,TRUE,TRUE,fur from a bloodhound,Instantaneous,FALSE,"Describe or name a specific kind of Beast, Plant creature, or nonmagical plant. You learn the direction and distance to the closest creature or plant of that kind within 5 miles, if any are present."
Locate Creature,4,divination,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,fur from a bloodhound,"Concentration, up to 1 hour",TRUE,"Describe or name a creature that is familiar to you. You sense the direction to the creature’s location if that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.
The spell can locate a specific creature known to you or the nearest creature of a specific kind (such as a human or a unicorn) if you have seen such a creature up close—within 30 feet—at least once. If the creature you described or named is in a different form, such as under the effects of a Flesh to Stone or Polymorph spell, this spell doesn’t locate the creature.
This spell can’t locate a creature if any thickness of lead blocks a direct path between you and the creature."
Locate Object,2,divination,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,a forked twig,"Concentration, up to 10 minutes",TRUE,"Describe or name an object that is familiar to you. You sense the direction to the object’s location if that object is within 1,000 feet of you. If the object is in motion, you know the direction of its movement.
The spell can locate a specific object known to you if you have seen it up close—within 30 feet—at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon.
This spell can’t locate an object if any thickness of lead blocks a direct path between you and the object."
Longstrider,1,transmutation,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,TRUE,a pinch of dirt,1 hour,FALSE,"You touch a creature. The target’s Speed increases by 10 feet until the spell ends.
Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.
Spells (M)
Mage Armor
Level 1 Abjuration (Sorcerer, Wizard)


Casting Time: Action



Range: Touch



Components: V, S, M (a piece of cured leather)



Duration: 8 hours


You touch a willing creature who isn’t wearing armor. Until the spell ends, the target’s base AC becomes 13 plus its Dexterity modifier. The spell ends early if the target dons armor."
Mage Armor,1,abjuration,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,TRUE,a piece of cured leather,8 hours,FALSE,"You touch a willing creature who isn’t wearing armor. Until the spell ends, the target’s base AC becomes 13 plus its Dexterity modifier. The spell ends early if the target dons armor."
Mage Hand,0,conjuration,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,30 feet,feet,TRUE,TRUE,FALSE,NA,1 minute,FALSE,"A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.
When you cast the spell, you can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial.
As a Magic action on your later turns, you can control the hand thus again. As part of that action, you can move the hand up to 30 feet.
The hand can’t attack, activate magic items, or carry more than 10 pounds."
Magic Circle,3,abjuration,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1 minute,FALSE,FALSE,FALSE,FALSE,1 minute,NA,10 feet,feet,TRUE,TRUE,TRUE,"salt and powdered silver worth 100+ GP, which the spell consumes",1 hour,FALSE,"You create a 10-foot-radius, 20-foot-tall Cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the Cylinder intersects with the floor or other surface.
Choose one or more of the following types of creatures: Celestials, Elementals, Fey, Fiends, or Undead. The circle affects a creature of the chosen type in the following ways:
The creature can’t willingly enter the Cylinder by nonmagical means. If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a Charisma saving throw.

The creature has Disadvantage on attack rolls against targets within the Cylinder.

Targets within the Cylinder can’t be possessed by or gain the Charmed or Frightened condition from the creature.

Each time you cast this spell, you can cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the Cylinder and protecting targets outside it.
Using a Higher-Level Spell Slot. The duration increases by 1 hour for each spell slot level above 3."
Magic Jar,6,necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 minute,FALSE,FALSE,FALSE,FALSE,1 minute,NA,Self,self,TRUE,TRUE,TRUE,"a gem, crystal, or reliquary worth 500+ GP",Until dispelled,FALSE,"Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spell’s Material component. While your soul inhabits the container, you are aware of your surroundings as if you were in the container’s space. You can’t move or take Reactions. The only action you can take is to project your soul up to 100 feet out of the container, either returning to your living body (and ending the spell) or attempting to possess a Humanoid’s body.
You can attempt to possess any Humanoid within 100 feet of you that you can see (creatures warded by a Protection from Evil and Good or Magic Circle spell can’t be possessed). The target makes a Charisma saving throw. On a failed save, your soul enters the target’s body, and the target’s soul becomes trapped in the container. On a successful save, the target resists your efforts to possess it, and you can’t attempt to possess it again for 24 hours.
Once you possess a creature’s body, you control it. Your Hit Points, Hit Point Dice, Strength, Dexterity, Constitution, Speed, and senses are replaced by the creature’s. You otherwise keep your game statistics.
Meanwhile, the possessed creature’s soul can perceive from the container using its own senses, but it can’t move and it is Incapacitated.
While possessing a body, you can take a Magic action to return from the host body to the container if it is within 100 feet of you, returning the host creature’s soul to its body. If the host body dies while you’re in it, the creature dies, and you make a Charisma saving throw against your own spellcasting DC. On a success, you return to the container if it is within 100 feet of you. Otherwise, you die.
If the container is destroyed or the spell ends, your soul returns to your body. If your body is more than 100 feet away from you or if your body is dead, you die. If another creature’s soul is in the container when it is destroyed, the creature’s soul returns to its body if the body is alive and within 100 feet. Otherwise, that creature dies.
When the spell ends, the container is destroyed."
Magic Missile,1,evocation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,120 feet,feet,TRUE,TRUE,FALSE,NA,Instantaneous,FALSE,"You create three glowing darts of magical force. Each dart strikes a creature of your choice that you can see within range. A dart deals 1d4 + 1 Force damage to its target. The darts all strike simultaneously, and you can direct them to hit one creature or several.
Using a Higher-Level Spell Slot. The spell creates one more dart for each spell slot level above 1."
Magic Mouth,2,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 minute or Ritual,FALSE,FALSE,FALSE,TRUE,1 minute,NA,30 feet,feet,TRUE,TRUE,TRUE,"jade dust worth 10+ GP, which the spell consumes",Until dispelled,FALSE,"You implant a message within an object in range—a message that is uttered when a trigger condition is met. Choose an object that you can see and that isn’t being worn or carried by another creature. Then speak the message, which must be 25 words or fewer, though it can be delivered over as long as 10 minutes. Finally, determine the circumstance that will trigger the spell to deliver your message.
When that trigger occurs, a magical mouth appears on the object and recites the message in your voice and at the same volume you spoke. If the object you chose has a mouth or something that looks like a mouth (for example, the mouth of a statue), the magical mouth appears there, so the words appear to come from the object’s mouth. When you cast this spell, you can have the spell end after it delivers its message, or it can remain and repeat its message whenever the trigger occurs.
The trigger can be as general or as detailed as you like, though it must be based on visual or audible conditions that occur within 30 feet of the object. For example, you could instruct the mouth to speak when any creature moves within 30 feet of the object or when a silver bell rings within 30 feet of it."
Magic Weapon,2,transmutation,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Bonus Action,TRUE,TRUE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,FALSE,NA,1 hour,FALSE,"You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to attack rolls and damage rolls. The spell ends early if you cast it again.
Using a Higher-Level Spell Slot. The bonus increases to +2 with a level 3–5 spell slot. The bonus increases to +3 with a level 6+ spell slot."
Major Image,3,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,120 feet,feet,TRUE,TRUE,TRUE,a bit of fleece,"Concentration, up to 10 minutes",TRUE,"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 20-foot Cube. The image appears at a spot that you can see within range and lasts for the duration. It seems real, including sounds, smells, and temperature appropriate to the thing depicted, but it can’t deal damage or cause conditions.
If you are within range of the illusion, you can take a Magic action to cause the image to move to any other spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the illusion to make different sounds at different times, even making it carry on a conversation, for example.
Physical interaction with the image reveals it to be an illusion, for things can pass through it. A creature that takes a Study action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensory qualities become faint to the creature.
Using a Higher-Level Spell Slot. The spell lasts until dispelled, without requiring Concentration, if cast with a level 4+ spell slot."
