year,race,dollar_type,income_quintile,income_dollars
2007,Black Alone or in Combination,Current Dollars,Lowest,6618
2007,Black Alone or in Combination,Current Dollars,Second,18894
2007,Black Alone or in Combination,Current Dollars,Middle,34060
2007,Black Alone or in Combination,Current Dollars,Fourth,55556
2007,Black Alone or in Combination,Current Dollars,Highest,119026
2007,Black Alone or in Combination,Current Dollars,Top 5%,198165
2006,Black Alone or in Combination,Current Dollars,Lowest,6317
2006,Black Alone or in Combination,Current Dollars,Second,18440
2006,Black Alone or in Combination,Current Dollars,Middle,32575
2006,Black Alone or in Combination,Current Dollars,Fourth,52788
2006,Black Alone or in Combination,Current Dollars,Highest,117346
2006,Black Alone or in Combination,Current Dollars,Top 5%,200678
2005,Black Alone or in Combination,Current Dollars,Lowest,6007
2005,Black Alone or in Combination,Current Dollars,Second,17151
2005,Black Alone or in Combination,Current Dollars,Middle,30921
2005,Black Alone or in Combination,Current Dollars,Fourth,50571
2005,Black Alone or in Combination,Current Dollars,Highest,108986
2005,Black Alone or in Combination,Current Dollars,Top 5%,181857
2004,Black Alone or in Combination,Current Dollars,Lowest,5652
2004,Black Alone or in Combination,Current Dollars,Second,16971
2004,Black Alone or in Combination,Current Dollars,Middle,29895
2004,Black Alone or in Combination,Current Dollars,Fourth,48630
2004,Black Alone or in Combination,Current Dollars,Highest,102648
2004,Black Alone or in Combination,Current Dollars,Top 5%,169075
2003,Black Alone or in Combination,Current Dollars,Lowest,5873
2003,Black Alone or in Combination,Current Dollars,Second,16548
2003,Black Alone or in Combination,Current Dollars,Middle,29608
2003,Black Alone or in Combination,Current Dollars,Fourth,48339
2003,Black Alone or in Combination,Current Dollars,Highest,101212
2003,Black Alone or in Combination,Current Dollars,Top 5%,163699
2002,Black Alone or in Combination,Current Dollars,Lowest,5797
2002,Black Alone or in Combination,Current Dollars,Second,16409
2002,Black Alone or in Combination,Current Dollars,Middle,29091
2002,Black Alone or in Combination,Current Dollars,Fourth,46837
2002,Black Alone or in Combination,Current Dollars,Highest,103537
2002,Black Alone or in Combination,Current Dollars,Top 5%,176326
2019,Black Alone,Current Dollars,Lowest,8680
2019,Black Alone,Current Dollars,Second,25668
2019,Black Alone,Current Dollars,Middle,45356
2019,Black Alone,Current Dollars,Fourth,75403
2019,Black Alone,Current Dollars,Highest,177659
2019,Black Alone,Current Dollars,Top 5%,315171
2018,Black Alone,Current Dollars,Lowest,7521
2018,Black Alone,Current Dollars,Second,23238
2018,Black Alone,Current Dollars,Middle,41451
2018,Black Alone,Current Dollars,Fourth,68361
2018,Black Alone,Current Dollars,Highest,152752
2018,Black Alone,Current Dollars,Top 5%,250249
2017,Black Alone,Current Dollars,Lowest,7465
2017,Black Alone,Current Dollars,Second,22649
2017,Black Alone,Current Dollars,Middle,40260
2017,Black Alone,Current Dollars,Fourth,67619
2017,Black Alone,Current Dollars,Highest,154972
2017,Black Alone,Current Dollars,Top 5%,268759
2016,Black Alone,Current Dollars,Lowest,7334
2016,Black Alone,Current Dollars,Second,21975
2016,Black Alone,Current Dollars,Middle,39299
2016,Black Alone,Current Dollars,Fourth,65369
2016,Black Alone,Current Dollars,Highest,153249
2016,Black Alone,Current Dollars,Top 5%,276021
2015,Black Alone,Current Dollars,Lowest,7020
2015,Black Alone,Current Dollars,Second,20551
2015,Black Alone,Current Dollars,Middle,37184
2015,Black Alone,Current Dollars,Fourth,62533
2015,Black Alone,Current Dollars,Highest,144472
2015,Black Alone,Current Dollars,Top 5%,253296
2014,Black Alone,Current Dollars,Lowest,6709
2014,Black Alone,Current Dollars,Second,19906
2014,Black Alone,Current Dollars,Middle,35369
2014,Black Alone,Current Dollars,Fourth,58584
2014,Black Alone,Current Dollars,Highest,135585
2014,Black Alone,Current Dollars,Top 5%,230866
2013,Black Alone,Current Dollars,Lowest,6508
2013,Black Alone,Current Dollars,Second,19659
2013,Black Alone,Current Dollars,Middle,35094
2013,Black Alone,Current Dollars,Fourth,57769
2013,Black Alone,Current Dollars,Highest,133239
2013,Black Alone,Current Dollars,Top 5%,224809
2012,Black Alone,Current Dollars,Lowest,6588
2012,Black Alone,Current Dollars,Second,18613
2012,Black Alone,Current Dollars,Middle,33553
2012,Black Alone,Current Dollars,Fourth,56065
2012,Black Alone,Current Dollars,Highest,123865
2012,Black Alone,Current Dollars,Top 5%,206952
2011,Black Alone,Current Dollars,Lowest,6264
2011,Black Alone,Current Dollars,Second,17725
2011,Black Alone,Current Dollars,Middle,32452
2011,Black Alone,Current Dollars,Fourth,54901
2011,Black Alone,Current Dollars,Highest,124935
2011,Black Alone,Current Dollars,Top 5%,215803
2010,Black Alone,Current Dollars,Lowest,5988
2010,Black Alone,Current Dollars,Second,17728
2010,Black Alone,Current Dollars,Middle,32208
2010,Black Alone,Current Dollars,Fourth,53485
2010,Black Alone,Current Dollars,Highest,115374
2010,Black Alone,Current Dollars,Top 5%,189390
2009,Black Alone,Current Dollars,Lowest,6657
2009,Black Alone,Current Dollars,Second,18904
2009,Black Alone,Current Dollars,Middle,32948
2009,Black Alone,Current Dollars,Fourth,54184
2009,Black Alone,Current Dollars,Highest,117536
2009,Black Alone,Current Dollars,Top 5%,197685
2008,Black Alone,Current Dollars,Lowest,6864
2008,Black Alone,Current Dollars,Second,19585
2008,Black Alone,Current Dollars,Middle,33991
2008,Black Alone,Current Dollars,Fourth,54606
2008,Black Alone,Current Dollars,Highest,117621
2008,Black Alone,Current Dollars,Top 5%,192577
2007,Black Alone,Current Dollars,Lowest,6609
2007,Black Alone,Current Dollars,Second,18856
2007,Black Alone,Current Dollars,Middle,33929
2007,Black Alone,Current Dollars,Fourth,55351
2007,Black Alone,Current Dollars,Highest,118408
2007,Black Alone,Current Dollars,Top 5%,197523
2006,Black Alone,Current Dollars,Lowest,6277
2006,Black Alone,Current Dollars,Second,18309
2006,Black Alone,Current Dollars,Middle,32348
2006,Black Alone,Current Dollars,Fourth,52489
2006,Black Alone,Current Dollars,Highest,116213
2006,Black Alone,Current Dollars,Top 5%,198135
2005,Black Alone,Current Dollars,Lowest,5958
2005,Black Alone,Current Dollars,Second,17078
2005,Black Alone,Current Dollars,Middle,30794
2005,Black Alone,Current Dollars,Fourth,50306
2005,Black Alone,Current Dollars,Highest,108134
2005,Black Alone,Current Dollars,Top 5%,179829
2004,Black Alone,Current Dollars,Lowest,5640
2004,Black Alone,Current Dollars,Second,16876
2004,Black Alone,Current Dollars,Middle,29705
2004,Black Alone,Current Dollars,Fourth,48367
2004,Black Alone,Current Dollars,Highest,102575
2004,Black Alone,Current Dollars,Top 5%,169556
2003,Black Alone,Current Dollars,Lowest,5822
2003,Black Alone,Current Dollars,Second,16475
2003,Black Alone,Current Dollars,Middle,29526
2003,Black Alone,Current Dollars,Fourth,48126
2003,Black Alone,Current Dollars,Highest,100704
2003,Black Alone,Current Dollars,Top 5%,162357
2002,Black Alone,Current Dollars,Lowest,5769
2002,Black Alone,Current Dollars,Second,16340
2002,Black Alone,Current Dollars,Middle,28959
2002,Black Alone,Current Dollars,Fourth,46652
2002,Black Alone,Current Dollars,Highest,102334
2002,Black Alone,Current Dollars,Top 5%,172838
2001,Black Alone,Current Dollars,Lowest,5951
2001,Black Alone,Current Dollars,Second,16820
2001,Black Alone,Current Dollars,Middle,29477
2001,Black Alone,Current Dollars,Fourth,47424
2001,Black Alone,Current Dollars,Highest,96569
2001,Black Alone,Current Dollars,Top 5%,155104
2000,Black Alone,Current Dollars,Lowest,6216
2000,Black Alone,Current Dollars,Second,17127
2000,Black Alone,Current Dollars,Middle,29595
2000,Black Alone,Current Dollars,Fourth,46986
2000,Black Alone,Current Dollars,Highest,95966
2000,Black Alone,Current Dollars,Top 5%,153620
1999,Black Alone,Current Dollars,Lowest,5897
1999,Black Alone,Current Dollars,Second,15864
1999,Black Alone,Current Dollars,Middle,28167
1999,Black Alone,Current Dollars,Fourth,46143
1999,Black Alone,Current Dollars,Highest,96240
1999,Black Alone,Current Dollars,Top 5%,153711
1998,Black Alone,Current Dollars,Lowest,5194
1998,Black Alone,Current Dollars,Second,14036
1998,Black Alone,Current Dollars,Middle,25262
1998,Black Alone,Current Dollars,Fourth,41670
1998,Black Alone,Current Dollars,Highest,84533
1998,Black Alone,Current Dollars,Top 5%,130383
1997,Black Alone,Current Dollars,Lowest,5253
1997,Black Alone,Current Dollars,Second,13984
1997,Black Alone,Current Dollars,Middle,24935
1997,Black Alone,Current Dollars,Fourth,40420
1997,Black Alone,Current Dollars,Highest,80226
1997,Black Alone,Current Dollars,Top 5%,125902
1996,Black Alone,Current Dollars,Lowest,5048
1996,Black Alone,Current Dollars,Second,12998
1996,Black Alone,Current Dollars,Middle,23452
1996,Black Alone,Current Dollars,Fourth,38468
1996,Black Alone,Current Dollars,Highest,82332
1996,Black Alone,Current Dollars,Top 5%,140975
1995,Black Alone,Current Dollars,Lowest,4814
1995,Black Alone,Current Dollars,Second,12473
1995,Black Alone,Current Dollars,Middle,22543
1995,Black Alone,Current Dollars,Fourth,36710
1995,Black Alone,Current Dollars,Highest,75460
1995,Black Alone,Current Dollars,Top 5%,122558
1994,Black Alone,Current Dollars,Lowest,4421
1994,Black Alone,Current Dollars,Second,11485
1994,Black Alone,Current Dollars,Middle,20988
1994,Black Alone,Current Dollars,Fourth,35542
1994,Black Alone,Current Dollars,Highest,73860
1994,Black Alone,Current Dollars,Top 5%,117433
1993,Black Alone,Current Dollars,Lowest,4118
1993,Black Alone,Current Dollars,Second,10414
1993,Black Alone,Current Dollars,Middle,19481
1993,Black Alone,Current Dollars,Fourth,32270
1993,Black Alone,Current Dollars,Highest,69863
1993,Black Alone,Current Dollars,Top 5%,114622
1992,Black Alone,Current Dollars,Lowest,3907
1992,Black Alone,Current Dollars,Second,9901
1992,Black Alone,Current Dollars,Middle,18708
1992,Black Alone,Current Dollars,Fourth,31522
1992,Black Alone,Current Dollars,Highest,63214
1992,Black Alone,Current Dollars,Top 5%,97433
1991,Black Alone,Current Dollars,Lowest,3841
1991,Black Alone,Current Dollars,Second,9823
1991,Black Alone,Current Dollars,Middle,18819
1991,Black Alone,Current Dollars,Fourth,31518
1991,Black Alone,Current Dollars,Highest,61213
1991,Black Alone,Current Dollars,Top 5%,91891
1990,Black Alone,Current Dollars,Lowest,3823
1990,Black Alone,Current Dollars,Second,9758
1990,Black Alone,Current Dollars,Middle,18650
1990,Black Alone,Current Dollars,Fourth,31092
1990,Black Alone,Current Dollars,Highest,60745
1990,Black Alone,Current Dollars,Top 5%,91901
1989,Black Alone,Current Dollars,Lowest,3785
1989,Black Alone,Current Dollars,Second,9596
1989,Black Alone,Current Dollars,Middle,18038
1989,Black Alone,Current Dollars,Fourth,29881
1989,Black Alone,Current Dollars,Highest,58675
1989,Black Alone,Current Dollars,Top 5%,87277
1988,Black Alone,Current Dollars,Lowest,3645
1988,Black Alone,Current Dollars,Second,8703
1988,Black Alone,Current Dollars,Middle,16386
1988,Black Alone,Current Dollars,Fourth,27753
1988,Black Alone,Current Dollars,Highest,55899
1988,Black Alone,Current Dollars,Top 5%,84189
1987,Black Alone,Current Dollars,Lowest,3434
1987,Black Alone,Current Dollars,Second,8313
1987,Black Alone,Current Dollars,Middle,15649
1987,Black Alone,Current Dollars,Fourth,25797
1987,Black Alone,Current Dollars,Highest,52614
1987,Black Alone,Current Dollars,Top 5%,81456
1986,Black Alone,Current Dollars,Lowest,3128
1986,Black Alone,Current Dollars,Second,8068
1986,Black Alone,Current Dollars,Middle,15098
1986,Black Alone,Current Dollars,Fourth,25271
1986,Black Alone,Current Dollars,Highest,49594
1986,Black Alone,Current Dollars,Top 5%,75366
1985,Black Alone,Current Dollars,Lowest,3379
1985,Black Alone,Current Dollars,Second,8061
1985,Black Alone,Current Dollars,Middle,14662
1985,Black Alone,Current Dollars,Fourth,24122
1985,Black Alone,Current Dollars,Highest,46451
1985,Black Alone,Current Dollars,Top 5%,68090
1984,Black Alone,Current Dollars,Lowest,3205
1984,Black Alone,Current Dollars,Second,7548
1984,Black Alone,Current Dollars,Middle,13440
1984,Black Alone,Current Dollars,Fourth,22196
1984,Black Alone,Current Dollars,Highest,43442
1984,Black Alone,Current Dollars,Top 5%,63110
1983,Black Alone,Current Dollars,Lowest,2923
1983,Black Alone,Current Dollars,Second,6906
1983,Black Alone,Current Dollars,Middle,12568
1983,Black Alone,Current Dollars,Fourth,20872
1983,Black Alone,Current Dollars,Highest,39801
1983,Black Alone,Current Dollars,Top 5%,56830
1982,Black Alone,Current Dollars,Lowest,2810
1982,Black Alone,Current Dollars,Second,6742
1982,Black Alone,Current Dollars,Middle,12055
1982,Black Alone,Current Dollars,Fourth,20058
1982,Black Alone,Current Dollars,Highest,37071
1982,Black Alone,Current Dollars,Top 5%,53961
1981,Black Alone,Current Dollars,Lowest,2727
1981,Black Alone,Current Dollars,Second,6342
1981,Black Alone,Current Dollars,Middle,11301
1981,Black Alone,Current Dollars,Fourth,18783
1981,Black Alone,Current Dollars,Highest,35126
1981,Black Alone,Current Dollars,Top 5%,49420
1980,Black Alone,Current Dollars,Lowest,2574
1980,Black Alone,Current Dollars,Second,6047
1980,Black Alone,Current Dollars,Middle,10713
1980,Black Alone,Current Dollars,Fourth,17623
1980,Black Alone,Current Dollars,Highest,32894
1980,Black Alone,Current Dollars,Top 5%,47175
1979,Black Alone,Current Dollars,Lowest,2457
1979,Black Alone,Current Dollars,Second,5723
1979,Black Alone,Current Dollars,Middle,10069
1979,Black Alone,Current Dollars,Fourth,16479
1979,Black Alone,Current Dollars,Highest,30284
1979,Black Alone,Current Dollars,Top 5%,42982
1978,Black Alone,Current Dollars,Lowest,2352
1978,Black Alone,Current Dollars,Second,5245
1978,Black Alone,Current Dollars,Middle,9391
1978,Black Alone,Current Dollars,Fourth,15206
1978,Black Alone,Current Dollars,Highest,27944
1978,Black Alone,Current Dollars,Top 5%,39748
1977,Black Alone,Current Dollars,Lowest,2235
1977,Black Alone,Current Dollars,Second,4940
1977,Black Alone,Current Dollars,Middle,8355
1977,Black Alone,Current Dollars,Fourth,13419
1977,Black Alone,Current Dollars,Highest,25006
1977,Black Alone,Current Dollars,Top 5%,36215
1976,Black Alone,Current Dollars,Lowest,2077
1976,Black Alone,Current Dollars,Second,4601
1976,Black Alone,Current Dollars,Middle,7935
1976,Black Alone,Current Dollars,Fourth,12829
1976,Black Alone,Current Dollars,Highest,23038
1976,Black Alone,Current Dollars,Top 5%,33022
1975,Black Alone,Current Dollars,Lowest,1908
1975,Black Alone,Current Dollars,Second,4182
1975,Black Alone,Current Dollars,Middle,7386
1975,Black Alone,Current Dollars,Fourth,11776
1975,Black Alone,Current Dollars,Highest,20985
1975,Black Alone,Current Dollars,Top 5%,29582
1974,Black Alone,Current Dollars,Lowest,1802
1974,Black Alone,Current Dollars,Second,4075
1974,Black Alone,Current Dollars,Middle,6986
1974,Black Alone,Current Dollars,Fourth,10892
1974,Black Alone,Current Dollars,Highest,19551
1974,Black Alone,Current Dollars,Top 5%,27395
1973,Black Alone,Current Dollars,Lowest,1650
1973,Black Alone,Current Dollars,Second,3811
1973,Black Alone,Current Dollars,Middle,6536
1973,Black Alone,Current Dollars,Fourth,10282
1973,Black Alone,Current Dollars,Highest,18679
1973,Black Alone,Current Dollars,Top 5%,27607
1972,Black Alone,Current Dollars,Lowest,1471
1972,Black Alone,Current Dollars,Second,3438
1972,Black Alone,Current Dollars,Middle,5921
1972,Black Alone,Current Dollars,Fourth,9345
1972,Black Alone,Current Dollars,Highest,17332
1972,Black Alone,Current Dollars,Top 5%,25277
1971,Black Alone,Current Dollars,Lowest,1367
1971,Black Alone,Current Dollars,Second,3232
1971,Black Alone,Current Dollars,Middle,5580
1971,Black Alone,Current Dollars,Fourth,8677
1971,Black Alone,Current Dollars,Highest,15709
1971,Black Alone,Current Dollars,Top 5%,22653
1970,Black Alone,Current Dollars,Lowest,1250
1970,Black Alone,Current Dollars,Second,3163
1970,Black Alone,Current Dollars,Middle,5498
1970,Black Alone,Current Dollars,Fourth,8520
1970,Black Alone,Current Dollars,Highest,15390
1970,Black Alone,Current Dollars,Top 5%,22189
1969,Black Alone,Current Dollars,Lowest,1226
1969,Black Alone,Current Dollars,Second,3052
1969,Black Alone,Current Dollars,Middle,5183
1969,Black Alone,Current Dollars,Fourth,7878
1969,Black Alone,Current Dollars,Highest,13992
1969,Black Alone,Current Dollars,Top 5%,19953
1968,Black Alone,Current Dollars,Lowest,1146
1968,Black Alone,Current Dollars,Second,2830
1968,Black Alone,Current Dollars,Middle,4712
1968,Black Alone,Current Dollars,Fourth,7274
1968,Black Alone,Current Dollars,Highest,12986
1968,Black Alone,Current Dollars,Top 5%,18442
1967,Black Alone,Current Dollars,Lowest,1018
1967,Black Alone,Current Dollars,Second,2506
1967,Black Alone,Current Dollars,Middle,4296
1967,Black Alone,Current Dollars,Fourth,6567
1967,Black Alone,Current Dollars,Highest,12610
1967,Black Alone,Current Dollars,Top 5%,19626
2019,Black Alone or in Combination,2019 Dollars,Lowest,8884
2019,Black Alone or in Combination,2019 Dollars,Second,26027
2019,Black Alone or in Combination,2019 Dollars,Middle,45996
2019,Black Alone or in Combination,2019 Dollars,Fourth,76372
2019,Black Alone or in Combination,2019 Dollars,Highest,182341
2019,Black Alone or in Combination,2019 Dollars,Top 5%,325902
2018,Black Alone or in Combination,2019 Dollars,Lowest,7825
2018,Black Alone or in Combination,2019 Dollars,Second,23949
2018,Black Alone or in Combination,2019 Dollars,Middle,42593
2018,Black Alone or in Combination,2019 Dollars,Fourth,70198
2018,Black Alone or in Combination,2019 Dollars,Highest,157627
2018,Black Alone or in Combination,2019 Dollars,Top 5%,259963
2017,Black Alone or in Combination,2019 Dollars,Lowest,7958
2017,Black Alone or in Combination,2019 Dollars,Second,23958
2017,Black Alone or in Combination,2019 Dollars,Middle,42441
2017,Black Alone or in Combination,2019 Dollars,Fourth,71295
2017,Black Alone or in Combination,2019 Dollars,Highest,161936
2017,Black Alone or in Combination,2019 Dollars,Top 5%,280336
2016,Black Alone or in Combination,2019 Dollars,Lowest,7985
2016,Black Alone or in Combination,2019 Dollars,Second,23760
2016,Black Alone or in Combination,2019 Dollars,Middle,42388
2016,Black Alone or in Combination,2019 Dollars,Fourth,70230
2016,Black Alone or in Combination,2019 Dollars,Highest,165241
2016,Black Alone or in Combination,2019 Dollars,Top 5%,299200
2015,Black Alone or in Combination,2019 Dollars,Lowest,7601
2015,Black Alone or in Combination,2019 Dollars,Second,22378
2015,Black Alone or in Combination,2019 Dollars,Middle,40514
2015,Black Alone or in Combination,2019 Dollars,Fourth,67983
2015,Black Alone or in Combination,2019 Dollars,Highest,157228
2015,Black Alone or in Combination,2019 Dollars,Top 5%,276431
2014,Black Alone or in Combination,2019 Dollars,Lowest,7302
2014,Black Alone or in Combination,2019 Dollars,Second,21654
2014,Black Alone or in Combination,2019 Dollars,Middle,38514
2014,Black Alone or in Combination,2019 Dollars,Fourth,63873
2014,Black Alone or in Combination,2019 Dollars,Highest,147657
2014,Black Alone or in Combination,2019 Dollars,Top 5%,251736
2013,Black Alone or in Combination,2019 Dollars,Lowest,7350
2013,Black Alone or in Combination,2019 Dollars,Second,22112
2013,Black Alone or in Combination,2019 Dollars,Middle,39145
2013,Black Alone or in Combination,2019 Dollars,Fourth,63990
2013,Black Alone or in Combination,2019 Dollars,Highest,151420
2013,Black Alone or in Combination,2019 Dollars,Top 5%,262168
2012,Black Alone or in Combination,2019 Dollars,Lowest,7384
2012,Black Alone or in Combination,2019 Dollars,Second,20936
2012,Black Alone or in Combination,2019 Dollars,Middle,37791
2012,Black Alone or in Combination,2019 Dollars,Fourth,63164
2012,Black Alone or in Combination,2019 Dollars,Highest,139351
2012,Black Alone or in Combination,2019 Dollars,Top 5%,231381
2011,Black Alone or in Combination,2019 Dollars,Lowest,7135
2011,Black Alone or in Combination,2019 Dollars,Second,20306
2011,Black Alone or in Combination,2019 Dollars,Middle,37174
2011,Black Alone or in Combination,2019 Dollars,Fourth,62916
2011,Black Alone or in Combination,2019 Dollars,Highest,143061
2011,Black Alone or in Combination,2019 Dollars,Top 5%,246314
2010,Black Alone or in Combination,2019 Dollars,Lowest,7026
2010,Black Alone or in Combination,2019 Dollars,Second,20954
2010,Black Alone or in Combination,2019 Dollars,Middle,37958
2010,Black Alone or in Combination,2019 Dollars,Fourth,63107
2010,Black Alone or in Combination,2019 Dollars,Highest,138283
2010,Black Alone or in Combination,2019 Dollars,Top 5%,229934
2009,Black Alone or in Combination,2019 Dollars,Lowest,7973
2009,Black Alone or in Combination,2019 Dollars,Second,22663
2009,Black Alone or in Combination,2019 Dollars,Middle,39500
2009,Black Alone or in Combination,2019 Dollars,Fourth,65007
2009,Black Alone or in Combination,2019 Dollars,Highest,141258
2009,Black Alone or in Combination,2019 Dollars,Top 5%,238123
2008,Black Alone or in Combination,2019 Dollars,Lowest,8205
2008,Black Alone or in Combination,2019 Dollars,Second,23416
2008,Black Alone or in Combination,2019 Dollars,Middle,40584
2008,Black Alone or in Combination,2019 Dollars,Fourth,65216
2008,Black Alone or in Combination,2019 Dollars,Highest,140394
2008,Black Alone or in Combination,2019 Dollars,Top 5%,229351
2007,Black Alone or in Combination,2019 Dollars,Lowest,8180
2007,Black Alone or in Combination,2019 Dollars,Second,23354
2007,Black Alone or in Combination,2019 Dollars,Middle,42100
2007,Black Alone or in Combination,2019 Dollars,Fourth,68670
2007,Black Alone or in Combination,2019 Dollars,Highest,147122
2007,Black Alone or in Combination,2019 Dollars,Top 5%,244941
2006,Black Alone or in Combination,2019 Dollars,Lowest,8030
2006,Black Alone or in Combination,2019 Dollars,Second,23439
2006,Black Alone or in Combination,2019 Dollars,Middle,41406
2006,Black Alone or in Combination,2019 Dollars,Fourth,67099
2006,Black Alone or in Combination,2019 Dollars,Highest,149159
2006,Black Alone or in Combination,2019 Dollars,Top 5%,255082
2005,Black Alone or in Combination,2019 Dollars,Lowest,7883
2005,Black Alone or in Combination,2019 Dollars,Second,22507
2005,Black Alone or in Combination,2019 Dollars,Middle,40578
2005,Black Alone or in Combination,2019 Dollars,Fourth,66365
2005,Black Alone or in Combination,2019 Dollars,Highest,143023
2005,Black Alone or in Combination,2019 Dollars,Top 5%,238652
2004,Black Alone or in Combination,2019 Dollars,Lowest,7668
2004,Black Alone or in Combination,2019 Dollars,Second,23026
2004,Black Alone or in Combination,2019 Dollars,Middle,40560
2004,Black Alone or in Combination,2019 Dollars,Fourth,65979
2004,Black Alone or in Combination,2019 Dollars,Highest,139268
2004,Black Alone or in Combination,2019 Dollars,Top 5%,229394
2003,Black Alone or in Combination,2019 Dollars,Lowest,8184
2003,Black Alone or in Combination,2019 Dollars,Second,23058
2003,Black Alone or in Combination,2019 Dollars,Middle,41256
2003,Black Alone or in Combination,2019 Dollars,Fourth,67356
2003,Black Alone or in Combination,2019 Dollars,Highest,141030
2003,Black Alone or in Combination,2019 Dollars,Top 5%,228100
2002,Black Alone or in Combination,2019 Dollars,Lowest,8261
2002,Black Alone or in Combination,2019 Dollars,Second,23384
2002,Black Alone or in Combination,2019 Dollars,Middle,41456
2002,Black Alone or in Combination,2019 Dollars,Fourth,66745
2002,Black Alone or in Combination,2019 Dollars,Highest,147546
2002,Black Alone or in Combination,2019 Dollars,Top 5%,251275
2019,Black Alone,2019 Dollars,Lowest,8680
2019,Black Alone,2019 Dollars,Second,25668
2019,Black Alone,2019 Dollars,Middle,45356
2019,Black Alone,2019 Dollars,Fourth,75403
2019,Black Alone,2019 Dollars,Highest,177659
2019,Black Alone,2019 Dollars,Top 5%,315171
2018,Black Alone,2019 Dollars,Lowest,7657
2018,Black Alone,2019 Dollars,Second,23659
2018,Black Alone,2019 Dollars,Middle,42202
2018,Black Alone,2019 Dollars,Fourth,69600
2018,Black Alone,2019 Dollars,Highest,155520
2018,Black Alone,2019 Dollars,Top 5%,254783
2017,Black Alone,2019 Dollars,Lowest,7786
2017,Black Alone,2019 Dollars,Second,23621
2017,Black Alone,2019 Dollars,Middle,41989
2017,Black Alone,2019 Dollars,Fourth,70522
2017,Black Alone,2019 Dollars,Highest,161626
2017,Black Alone,2019 Dollars,Top 5%,280299
2016,Black Alone,2019 Dollars,Lowest,7813
2016,Black Alone,2019 Dollars,Second,23411
2016,Black Alone,2019 Dollars,Middle,41868
2016,Black Alone,2019 Dollars,Fourth,69642
2016,Black Alone,2019 Dollars,Highest,163266
2016,Black Alone,2019 Dollars,Top 5%,294063
2015,Black Alone,2019 Dollars,Lowest,7575
2015,Black Alone,2019 Dollars,Second,22177
2015,Black Alone,2019 Dollars,Middle,40125
2015,Black Alone,2019 Dollars,Fourth,67480
2015,Black Alone,2019 Dollars,Highest,155901
2015,Black Alone,2019 Dollars,Top 5%,273333
2014,Black Alone,2019 Dollars,Lowest,7252
2014,Black Alone,2019 Dollars,Second,21518
2014,Black Alone,2019 Dollars,Middle,38233
2014,Black Alone,2019 Dollars,Fourth,63327
2014,Black Alone,2019 Dollars,Highest,146563
2014,Black Alone,2019 Dollars,Top 5%,249558
2013,Black Alone,2019 Dollars,Lowest,7154
2013,Black Alone,2019 Dollars,Second,21611
2013,Black Alone,2019 Dollars,Middle,38578
2013,Black Alone,2019 Dollars,Fourth,63504
2013,Black Alone,2019 Dollars,Highest,146466
2013,Black Alone,2019 Dollars,Top 5%,247126
2012,Black Alone,2019 Dollars,Lowest,7349
2012,Black Alone,2019 Dollars,Second,20764
2012,Black Alone,2019 Dollars,Middle,37430
2012,Black Alone,2019 Dollars,Fourth,62544
2012,Black Alone,2019 Dollars,Highest,138178
2012,Black Alone,2019 Dollars,Top 5%,230866
2011,Black Alone,2019 Dollars,Lowest,7136
2011,Black Alone,2019 Dollars,Second,20192
2011,Black Alone,2019 Dollars,Middle,36969
2011,Black Alone,2019 Dollars,Fourth,62542
2011,Black Alone,2019 Dollars,Highest,142324
2011,Black Alone,2019 Dollars,Top 5%,245839
2010,Black Alone,2019 Dollars,Lowest,7036
2010,Black Alone,2019 Dollars,Second,20832
2010,Black Alone,2019 Dollars,Middle,37847
2010,Black Alone,2019 Dollars,Fourth,62850
2010,Black Alone,2019 Dollars,Highest,135575
2010,Black Alone,2019 Dollars,Top 5%,222551
2009,Black Alone,2019 Dollars,Lowest,7952
2009,Black Alone,2019 Dollars,Second,22580
2009,Black Alone,2019 Dollars,Middle,39356
2009,Black Alone,2019 Dollars,Fourth,64722
2009,Black Alone,2019 Dollars,Highest,140394
2009,Black Alone,2019 Dollars,Top 5%,236131
2008,Black Alone,2019 Dollars,Lowest,8170
2008,Black Alone,2019 Dollars,Second,23313
2008,Black Alone,2019 Dollars,Middle,40460
2008,Black Alone,2019 Dollars,Fourth,64999
2008,Black Alone,2019 Dollars,Highest,140007
2008,Black Alone,2019 Dollars,Top 5%,229229
2007,Black Alone,2019 Dollars,Lowest,8169
2007,Black Alone,2019 Dollars,Second,23307
2007,Black Alone,2019 Dollars,Middle,41938
2007,Black Alone,2019 Dollars,Fourth,68416
2007,Black Alone,2019 Dollars,Highest,146358
2007,Black Alone,2019 Dollars,Top 5%,244148
2006,Black Alone,2019 Dollars,Lowest,7979
2006,Black Alone,2019 Dollars,Second,23273
2006,Black Alone,2019 Dollars,Middle,41118
2006,Black Alone,2019 Dollars,Fourth,66719
2006,Black Alone,2019 Dollars,Highest,147718
2006,Black Alone,2019 Dollars,Top 5%,251850
2005,Black Alone,2019 Dollars,Lowest,7819
2005,Black Alone,2019 Dollars,Second,22412
2005,Black Alone,2019 Dollars,Middle,40411
2005,Black Alone,2019 Dollars,Fourth,66017
2005,Black Alone,2019 Dollars,Highest,141905
2005,Black Alone,2019 Dollars,Top 5%,235990
2004,Black Alone,2019 Dollars,Lowest,7652
2004,Black Alone,2019 Dollars,Second,22897
2004,Black Alone,2019 Dollars,Middle,40302
