year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution
2015,Black Alone or in Combination,17322000,40155,969,59140,1539,"$100,000 to $149,999",9.4
2015,Black Alone or in Combination,17322000,40155,969,59140,1539,"$150,000 to $199,999",3.6
2015,Black Alone or in Combination,17322000,40155,969,59140,1539,"$200,000 and over",2.9
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"Under $15,000",20.7
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$15,000 to $24,999",13.9
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$25,000 to $34,999",11.9
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$35,000 to $49,999",14.4
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$50,000 to $74,999",15.3
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$75,000 to $99,999",9
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$100,000 to $149,999",8.8
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$150,000 to $199,999",3.4
2014,Black Alone or in Combination,17198000,38540,839,55800,1232,"$200,000 and over",2.7
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"Under $15,000",20.4
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$15,000 to $24,999",13.3
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$25,000 to $34,999",12.2
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$35,000 to $49,999",14.7
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$50,000 to $74,999",16.3
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$75,000 to $99,999",7.6
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$100,000 to $149,999",9.4
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$150,000 to $199,999",3.6
2013,Black Alone or in Combination,16723000,39314,1407,56804,2392,"$200,000 and over",2.5
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"Under $15,000",21.6
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$15,000 to $24,999",14.2
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$25,000 to $34,999",11.7
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$35,000 to $49,999",13.3
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$50,000 to $74,999",16.4
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$75,000 to $99,999",8.9
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$100,000 to $149,999",8.8
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$150,000 to $199,999",3.1
2012,Black Alone or in Combination,16559000,37614,1464,53725,1354,"$200,000 and over",2.2
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"Under $15,000",22.5
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$15,000 to $24,999",14
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$25,000 to $34,999",11.7
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$35,000 to $49,999",13.5
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$50,000 to $74,999",15.5
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$75,000 to $99,999",9
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$100,000 to $149,999",8.5
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$150,000 to $199,999",3.2
2011,Black Alone or in Combination,16165000,36871,1036,54118,1449,"$200,000 and over",2.2
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"Under $15,000",21.9
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$15,000 to $24,999",13.6
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$25,000 to $34,999",11.3
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$35,000 to $49,999",14.7
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$50,000 to $74,999",15.2
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$75,000 to $99,999",10
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$100,000 to $149,999",8.2
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$150,000 to $199,999",3.1
2010,Black Alone or in Combination,15909000,37786,909,53466,1212,"$200,000 and over",2
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"Under $15,000",19.7
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$15,000 to $24,999",13.5
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$25,000 to $34,999",11.8
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$35,000 to $49,999",14.8
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$50,000 to $74,999",16.3
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$75,000 to $99,999",9.8
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$100,000 to $149,999",9.1
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$150,000 to $199,999",2.9
2009,Black Alone or in Combination,15212000,39119,821,55281,1014,"$200,000 and over",2.1
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"Under $15,000",19.4
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$15,000 to $24,999",12.9
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$25,000 to $34,999",11.7
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$35,000 to $49,999",15.6
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$50,000 to $74,999",16.7
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$75,000 to $99,999",9.3
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$100,000 to $149,999",9.3
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$150,000 to $199,999",3.1
2008,Black Alone or in Combination,15056000,40882,860,55563,956,"$200,000 and over",2.1
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"Under $15,000",19.5
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$15,000 to $24,999",13.1
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$25,000 to $34,999",10.5
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$35,000 to $49,999",14.7
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$50,000 to $74,999",16.6
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$75,000 to $99,999",9.8
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$100,000 to $149,999",10.2
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$150,000 to $199,999",3.4
2007,Black Alone or in Combination,14976000,42138,945,57885,1041,"$200,000 and over",2.2
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"Under $15,000",18.9
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$15,000 to $24,999",12.9
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$25,000 to $34,999",11.4
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$35,000 to $49,999",14.9
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$50,000 to $74,999",16.9
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$75,000 to $99,999",9.6
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$100,000 to $149,999",9.8
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$150,000 to $199,999",3.3
2006,Black Alone or in Combination,14709000,40843,498,57826,1167,"$200,000 and over",2.4
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"Under $15,000",19.7
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$15,000 to $24,999",13.7
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$25,000 to $34,999",11.4
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$35,000 to $49,999",13.8
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$50,000 to $74,999",16.9
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$75,000 to $99,999",9.8
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$100,000 to $149,999",9.3
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$150,000 to $199,999",3.3
2005,Black Alone or in Combination,14399000,40621,637,56071,1004,"$200,000 and over",2.1
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"Under $15,000",20.2
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$15,000 to $24,999",12.1
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$25,000 to $34,999",12.2
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$35,000 to $49,999",14.6
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$50,000 to $74,999",16.5
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$75,000 to $99,999",10.1
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$100,000 to $149,999",9.2
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$150,000 to $199,999",3.1
2004,Black Alone or in Combination,14151000,41022,618,55300,966,"$200,000 and over",2
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"Under $15,000",19.5
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$15,000 to $24,999",12.8
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$25,000 to $34,999",12
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$35,000 to $49,999",13.6
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$50,000 to $74,999",16.9
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$75,000 to $99,999",10.3
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$100,000 to $149,999",9.7
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$150,000 to $199,999",3.1
2003,Black Alone or in Combination,13969000,41369,855,56177,979,"$200,000 and over",2.1
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"Under $15,000",19
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$15,000 to $24,999",13
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$25,000 to $34,999",11.1
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$35,000 to $49,999",15.8
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$50,000 to $74,999",16.2
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$75,000 to $99,999",9.8
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$100,000 to $149,999",9.6
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$150,000 to $199,999",3.3
2002,Black Alone or in Combination,13778000,41579,900,57478,1102,"$200,000 and over",2.3
2019,Black Alone,17054000,45438,1212,66553,1882,"Under $15,000",17.2
2019,Black Alone,17054000,45438,1212,66553,1882,"$15,000 to $24,999",11.5
2019,Black Alone,17054000,45438,1212,66553,1882,"$25,000 to $34,999",11.4
2019,Black Alone,17054000,45438,1212,66553,1882,"$35,000 to $49,999",13.7
2019,Black Alone,17054000,45438,1212,66553,1882,"$50,000 to $74,999",16.8
2019,Black Alone,17054000,45438,1212,66553,1882,"$75,000 to $99,999",9.8
2019,Black Alone,17054000,45438,1212,66553,1882,"$100,000 to $149,999",10.8
2019,Black Alone,17054000,45438,1212,66553,1882,"$150,000 to $199,999",4.2
2019,Black Alone,17054000,45438,1212,66553,1882,"$200,000 and over",4.6
2018,Black Alone,17167000,42110,922,59728,1370,"Under $15,000",19.1
2018,Black Alone,17167000,42110,922,59728,1370,"$15,000 to $24,999",12.6
2018,Black Alone,17167000,42110,922,59728,1370,"$25,000 to $34,999",11.3
2018,Black Alone,17167000,42110,922,59728,1370,"$35,000 to $49,999",13.9
2018,Black Alone,17167000,42110,922,59728,1370,"$50,000 to $74,999",16.3
2018,Black Alone,17167000,42110,922,59728,1370,"$75,000 to $99,999",9.7
2018,Black Alone,17167000,42110,922,59728,1370,"$100,000 to $149,999",9.6
2018,Black Alone,17167000,42110,922,59728,1370,"$150,000 to $199,999",4.2
2018,Black Alone,17167000,42110,922,59728,1370,"$200,000 and over",3.3
2017,Black Alone,16997000,41987,990,61109,1415,"Under $15,000",19.1
2017,Black Alone,16997000,41987,990,61109,1415,"$15,000 to $24,999",12.2
2017,Black Alone,16997000,41987,990,61109,1415,"$25,000 to $34,999",11.8
2017,Black Alone,16997000,41987,990,61109,1415,"$35,000 to $49,999",13.9
2017,Black Alone,16997000,41987,990,61109,1415,"$50,000 to $74,999",15.7
2017,Black Alone,16997000,41987,990,61109,1415,"$75,000 to $99,999",10.3
2017,Black Alone,16997000,41987,990,61109,1415,"$100,000 to $149,999",9.8
2017,Black Alone,16997000,41987,990,61109,1415,"$150,000 to $199,999",3.7
2017,Black Alone,16997000,41987,990,61109,1415,"$200,000 and over",3.4
2016,Black Alone,16733000,42071,1264,61200,1633,"Under $15,000",19.6
2016,Black Alone,16733000,42071,1264,61200,1633,"$15,000 to $24,999",12.4
2016,Black Alone,16733000,42071,1264,61200,1633,"$25,000 to $34,999",11.4
2016,Black Alone,16733000,42071,1264,61200,1633,"$35,000 to $49,999",13.6
2016,Black Alone,16733000,42071,1264,61200,1633,"$50,000 to $74,999",16.7
2016,Black Alone,16733000,42071,1264,61200,1633,"$75,000 to $99,999",9.7
2016,Black Alone,16733000,42071,1264,61200,1633,"$100,000 to $149,999",9.7
2016,Black Alone,16733000,42071,1264,61200,1633,"$150,000 to $199,999",3.8
2016,Black Alone,16733000,42071,1264,61200,1633,"$200,000 and over",3.1
2015,Black Alone,16539000,39817,911,58652,1528,"Under $15,000",20.3
2015,Black Alone,16539000,39817,911,58652,1528,"$15,000 to $24,999",13.6
2015,Black Alone,16539000,39817,911,58652,1528,"$25,000 to $34,999",11.7
2015,Black Alone,16539000,39817,911,58652,1528,"$35,000 to $49,999",13
2015,Black Alone,16539000,39817,911,58652,1528,"$50,000 to $74,999",15.6
2015,Black Alone,16539000,39817,911,58652,1528,"$75,000 to $99,999",10
2015,Black Alone,16539000,39817,911,58652,1528,"$100,000 to $149,999",9.3
2015,Black Alone,16539000,39817,911,58652,1528,"$150,000 to $199,999",3.6
2015,Black Alone,16539000,39817,911,58652,1528,"$200,000 and over",2.8
2014,Black Alone,16437000,38264,820,55378,1229,"Under $15,000",20.8
2014,Black Alone,16437000,38264,820,55378,1229,"$15,000 to $24,999",14
2014,Black Alone,16437000,38264,820,55378,1229,"$25,000 to $34,999",12
2014,Black Alone,16437000,38264,820,55378,1229,"$35,000 to $49,999",14.4
2014,Black Alone,16437000,38264,820,55378,1229,"$50,000 to $74,999",15.4
2014,Black Alone,16437000,38264,820,55378,1229,"$75,000 to $99,999",8.9
2014,Black Alone,16437000,38264,820,55378,1229,"$100,000 to $149,999",8.7
2014,Black Alone,16437000,38264,820,55378,1229,"$150,000 to $199,999",3.3
2014,Black Alone,16437000,38264,820,55378,1229,"$200,000 and over",2.6
2013,Black Alone,16009000,38831,1550,55463,2143,"Under $15,000",20.9
2013,Black Alone,16009000,38831,1550,55463,2143,"$15,000 to $24,999",13.5
2013,Black Alone,16009000,38831,1550,55463,2143,"$25,000 to $34,999",12
2013,Black Alone,16009000,38831,1550,55463,2143,"$35,000 to $49,999",14.6
2013,Black Alone,16009000,38831,1550,55463,2143,"$50,000 to $74,999",16.1
2013,Black Alone,16009000,38831,1550,55463,2143,"$75,000 to $99,999",7.7
2013,Black Alone,16009000,38831,1550,55463,2143,"$100,000 to $149,999",9.2
2013,Black Alone,16009000,38831,1550,55463,2143,"$150,000 to $199,999",3.5
2013,Black Alone,16009000,38831,1550,55463,2143,"$200,000 and over",2.4
2012,Black Alone,15872000,37171,1450,53253,1382,"Under $15,000",21.7
2012,Black Alone,15872000,37171,1450,53253,1382,"$15,000 to $24,999",14.3
2012,Black Alone,15872000,37171,1450,53253,1382,"$25,000 to $34,999",11.7
2012,Black Alone,15872000,37171,1450,53253,1382,"$35,000 to $49,999",13.3
2012,Black Alone,15872000,37171,1450,53253,1382,"$50,000 to $74,999",16.5
2012,Black Alone,15872000,37171,1450,53253,1382,"$75,000 to $99,999",8.9
2012,Black Alone,15872000,37171,1450,53253,1382,"$100,000 to $149,999",8.6
2012,Black Alone,15872000,37171,1450,53253,1382,"$150,000 to $199,999",3
2012,Black Alone,15872000,37171,1450,53253,1382,"$200,000 and over",2.1
2011,Black Alone,15583000,36715,954,53832,1505,"Under $15,000",22.6
2011,Black Alone,15583000,36715,954,53832,1505,"$15,000 to $24,999",14
2011,Black Alone,15583000,36715,954,53832,1505,"$25,000 to $34,999",11.7
2011,Black Alone,15583000,36715,954,53832,1505,"$35,000 to $49,999",13.5
2011,Black Alone,15583000,36715,954,53832,1505,"$50,000 to $74,999",15.5
2011,Black Alone,15583000,36715,954,53832,1505,"$75,000 to $99,999",9
2011,Black Alone,15583000,36715,954,53832,1505,"$100,000 to $149,999",8.4
2011,Black Alone,15583000,36715,954,53832,1505,"$150,000 to $199,999",3.2
2011,Black Alone,15583000,36715,954,53832,1505,"$200,000 and over",2.1
2010,Black Alone,15265000,37749,965,52829,1210,"Under $15,000",22.1
2010,Black Alone,15265000,37749,965,52829,1210,"$15,000 to $24,999",13.5
2010,Black Alone,15265000,37749,965,52829,1210,"$25,000 to $34,999",11.3
2010,Black Alone,15265000,37749,965,52829,1210,"$35,000 to $49,999",14.7
2010,Black Alone,15265000,37749,965,52829,1210,"$50,000 to $74,999",15.3
2010,Black Alone,15265000,37749,965,52829,1210,"$75,000 to $99,999",10.1
2010,Black Alone,15265000,37749,965,52829,1210,"$100,000 to $149,999",8.1
2010,Black Alone,15265000,37749,965,52829,1210,"$150,000 to $199,999",3
2010,Black Alone,15265000,37749,965,52829,1210,"$200,000 and over",1.9
2009,Black Alone,14730000,38921,774,55001,1032,"Under $15,000",19.7
2009,Black Alone,14730000,38921,774,55001,1032,"$15,000 to $24,999",13.6
2009,Black Alone,14730000,38921,774,55001,1032,"$25,000 to $34,999",11.8
2009,Black Alone,14730000,38921,774,55001,1032,"$35,000 to $49,999",14.8
2009,Black Alone,14730000,38921,774,55001,1032,"$50,000 to $74,999",16.2
2009,Black Alone,14730000,38921,774,55001,1032,"$75,000 to $99,999",9.8
2009,Black Alone,14730000,38921,774,55001,1032,"$100,000 to $149,999",9.1
2009,Black Alone,14730000,38921,774,55001,1032,"$150,000 to $199,999",2.9
2009,Black Alone,14730000,38921,774,55001,1032,"$200,000 and over",2
2008,Black Alone,14595000,40731,864,55389,975,"Under $15,000",19.5
2008,Black Alone,14595000,40731,864,55389,975,"$15,000 to $24,999",13
2008,Black Alone,14595000,40731,864,55389,975,"$25,000 to $34,999",11.6
2008,Black Alone,14595000,40731,864,55389,975,"$35,000 to $49,999",15.6
2008,Black Alone,14595000,40731,864,55389,975,"$50,000 to $74,999",16.6
2008,Black Alone,14595000,40731,864,55389,975,"$75,000 to $99,999",9.3
2008,Black Alone,14595000,40731,864,55389,975,"$100,000 to $149,999",9.2
2008,Black Alone,14595000,40731,864,55389,975,"$150,000 to $199,999",3.1
2008,Black Alone,14595000,40731,864,55389,975,"$200,000 and over",2
2007,Black Alone,14551000,41922,966,57638,1057,"Under $15,000",19.6
2007,Black Alone,14551000,41922,966,57638,1057,"$15,000 to $24,999",13.1
2007,Black Alone,14551000,41922,966,57638,1057,"$25,000 to $34,999",10.5
2007,Black Alone,14551000,41922,966,57638,1057,"$35,000 to $49,999",14.7
2007,Black Alone,14551000,41922,966,57638,1057,"$50,000 to $74,999",16.7
2007,Black Alone,14551000,41922,966,57638,1057,"$75,000 to $99,999",9.8
2007,Black Alone,14551000,41922,966,57638,1057,"$100,000 to $149,999",10
2007,Black Alone,14551000,41922,966,57638,1057,"$150,000 to $199,999",3.4
2007,Black Alone,14551000,41922,966,57638,1057,"$200,000 and over",2.1
2006,Black Alone,14354000,40636,504,57361,1167,"Under $15,000",19.1
2006,Black Alone,14354000,40636,504,57361,1167,"$15,000 to $24,999",12.9
2006,Black Alone,14354000,40636,504,57361,1167,"$25,000 to $34,999",11.5
2006,Black Alone,14354000,40636,504,57361,1167,"$35,000 to $49,999",14.9
2006,Black Alone,14354000,40636,504,57361,1167,"$50,000 to $74,999",16.8
2006,Black Alone,14354000,40636,504,57361,1167,"$75,000 to $99,999",9.6
2006,Black Alone,14354000,40636,504,57361,1167,"$100,000 to $149,999",9.7
2006,Black Alone,14354000,40636,504,57361,1167,"$150,000 to $199,999",3.3
2006,Black Alone,14354000,40636,504,57361,1167,"$200,000 and over",2.3
2005,Black Alone,14002000,40495,650,55713,995,"Under $15,000",19.8
2005,Black Alone,14002000,40495,650,55713,995,"$15,000 to $24,999",13.7
2005,Black Alone,14002000,40495,650,55713,995,"$25,000 to $34,999",11.4
2005,Black Alone,14002000,40495,650,55713,995,"$35,000 to $49,999",13.8
2005,Black Alone,14002000,40495,650,55713,995,"$50,000 to $74,999",16.9
2005,Black Alone,14002000,40495,650,55713,995,"$75,000 to $99,999",9.8
2005,Black Alone,14002000,40495,650,55713,995,"$100,000 to $149,999",9.2
2005,Black Alone,14002000,40495,650,55713,995,"$150,000 to $199,999",3.3
2005,Black Alone,14002000,40495,650,55713,995,"$200,000 and over",2.1
2004,Black Alone,13809000,40832,699,55129,982,"Under $15,000",20.3
2004,Black Alone,13809000,40832,699,55129,982,"$15,000 to $24,999",12.1
2004,Black Alone,13809000,40832,699,55129,982,"$25,000 to $34,999",12.3
2004,Black Alone,13809000,40832,699,55129,982,"$35,000 to $49,999",14.7
2004,Black Alone,13809000,40832,699,55129,982,"$50,000 to $74,999",16.3
2004,Black Alone,13809000,40832,699,55129,982,"$75,000 to $99,999",10.1
2004,Black Alone,13809000,40832,699,55129,982,"$100,000 to $149,999",9.1
2004,Black Alone,13809000,40832,699,55129,982,"$150,000 to $199,999",3
2004,Black Alone,13809000,40832,699,55129,982,"$200,000 and over",2
2003,Black Alone,13629000,41308,885,55919,986,"Under $15,000",19.6
2003,Black Alone,13629000,41308,885,55919,986,"$15,000 to $24,999",12.8
2003,Black Alone,13629000,41308,885,55919,986,"$25,000 to $34,999",12
2003,Black Alone,13629000,41308,885,55919,986,"$35,000 to $49,999",13.7
2003,Black Alone,13629000,41308,885,55919,986,"$50,000 to $74,999",16.9
2003,Black Alone,13629000,41308,885,55919,986,"$75,000 to $99,999",10.2
2003,Black Alone,13629000,41308,885,55919,986,"$100,000 to $149,999",9.7
2003,Black Alone,13629000,41308,885,55919,986,"$150,000 to $199,999",3.1
2003,Black Alone,13629000,41308,885,55919,986,"$200,000 and over",2.1
2002,Black Alone,13465000,41364,917,57018,1083,"Under $15,000",19
2002,Black Alone,13465000,41364,917,57018,1083,"$15,000 to $24,999",13
2002,Black Alone,13465000,41364,917,57018,1083,"$25,000 to $34,999",11.1
2002,Black Alone,13465000,41364,917,57018,1083,"$35,000 to $49,999",15.8
2002,Black Alone,13465000,41364,917,57018,1083,"$50,000 to $74,999",16.1
2002,Black Alone,13465000,41364,917,57018,1083,"$75,000 to $99,999",9.8
2002,Black Alone,13465000,41364,917,57018,1083,"$100,000 to $149,999",9.6
2002,Black Alone,13465000,41364,917,57018,1083,"$150,000 to $199,999",3.2
2002,Black Alone,13465000,41364,917,57018,1083,"$200,000 and over",2.3
2001,Black Alone,13315000,42658,826,56812,986,"Under $15,000",18.8
2001,Black Alone,13315000,42658,826,56812,986,"$15,000 to $24,999",12.3
2001,Black Alone,13315000,42658,826,56812,986,"$25,000 to $34,999",10.9
2001,Black Alone,13315000,42658,826,56812,986,"$35,000 to $49,999",14.8
2001,Black Alone,13315000,42658,826,56812,986,"$50,000 to $74,999",17.3
2001,Black Alone,13315000,42658,826,56812,986,"$75,000 to $99,999",10.5
2001,Black Alone,13315000,42658,826,56812,986,"$100,000 to $149,999",10.4
2001,Black Alone,13315000,42658,826,56812,986,"$150,000 to $199,999",3
2001,Black Alone,13315000,42658,826,56812,986,"$200,000 and over",1.8
2000,Black Alone,13174000,44166,962,58325,972,"Under $15,000",17.6
2000,Black Alone,13174000,44166,962,58325,972,"$15,000 to $24,999",11.9
2000,Black Alone,13174000,44166,962,58325,972,"$25,000 to $34,999",11.5
2000,Black Alone,13174000,44166,962,58325,972,"$35,000 to $49,999",14.5
2000,Black Alone,13174000,44166,962,58325,972,"$50,000 to $74,999",18.1
2000,Black Alone,13174000,44166,962,58325,972,"$75,000 to $99,999",11.1
2000,Black Alone,13174000,44166,962,58325,972,"$100,000 to $149,999",9.5
2000,Black Alone,13174000,44166,962,58325,972,"$150,000 to $199,999",3.9
2000,Black Alone,13174000,44166,962,58325,972,"$200,000 and over",2
1999,Black Alone,12838000,42960,1317,59203,1398,"Under $15,000",18
1999,Black Alone,12838000,42960,1317,59203,1398,"$15,000 to $24,999",12.8
1999,Black Alone,12838000,42960,1317,59203,1398,"$25,000 to $34,999",10.9
1999,Black Alone,12838000,42960,1317,59203,1398,"$35,000 to $49,999",14.6
1999,Black Alone,12838000,42960,1317,59203,1398,"$50,000 to $74,999",16.2
1999,Black Alone,12838000,42960,1317,59203,1398,"$75,000 to $99,999",11.1
1999,Black Alone,12838000,42960,1317,59203,1398,"$100,000 to $149,999",9.9
1999,Black Alone,12838000,42960,1317,59203,1398,"$150,000 to $199,999",4
1999,Black Alone,12838000,42960,1317,59203,1398,"$200,000 and over",2.5
1998,Black Alone,12579000,39852,1027,53667,1179,"Under $15,000",20.7
1998,Black Alone,12579000,39852,1027,53667,1179,"$15,000 to $24,999",13.5
1998,Black Alone,12579000,39852,1027,53667,1179,"$25,000 to $34,999",11.4
1998,Black Alone,12579000,39852,1027,53667,1179,"$35,000 to $49,999",13.8
1998,Black Alone,12579000,39852,1027,53667,1179,"$50,000 to $74,999",16.4
1998,Black Alone,12579000,39852,1027,53667,1179,"$75,000 to $99,999",10.2
1998,Black Alone,12579000,39852,1027,53667,1179,"$100,000 to $149,999",9.3
1998,Black Alone,12579000,39852,1027,53667,1179,"$150,000 to $199,999",2.9
1998,Black Alone,12579000,39852,1027,53667,1179,"$200,000 and over",1.8
1997,Black Alone,12474000,39913,1130,52520,1240,"Under $15,000",20.3
1997,Black Alone,12474000,39913,1130,52520,1240,"$15,000 to $24,999",13.6
1997,Black Alone,12474000,39913,1130,52520,1240,"$25,000 to $34,999",11.1
1997,Black Alone,12474000,39913,1130,52520,1240,"$35,000 to $49,999",15.1
1997,Black Alone,12474000,39913,1130,52520,1240,"$50,000 to $74,999",16.9
1997,Black Alone,12474000,39913,1130,52520,1240,"$75,000 to $99,999",10.2
1997,Black Alone,12474000,39913,1130,52520,1240,"$100,000 to $149,999",8.7
1997,Black Alone,12474000,39913,1130,52520,1240,"$150,000 to $199,999",2.7
1997,Black Alone,12474000,39913,1130,52520,1240,"$200,000 and over",1.4
1996,Black Alone,12109000,38223,1237,52837,1698,"Under $15,000",21.3
1996,Black Alone,12109000,38223,1237,52837,1698,"$15,000 to $24,999",14.3
1996,Black Alone,12109000,38223,1237,52837,1698,"$25,000 to $34,999",11.5
1996,Black Alone,12109000,38223,1237,52837,1698,"$35,000 to $49,999",14
1996,Black Alone,12109000,38223,1237,52837,1698,"$50,000 to $74,999",16.5
1996,Black Alone,12109000,38223,1237,52837,1698,"$75,000 to $99,999",10.6
1996,Black Alone,12109000,38223,1237,52837,1698,"$100,000 to $149,999",8
1996,Black Alone,12109000,38223,1237,52837,1698,"$150,000 to $199,999",2.3
1996,Black Alone,12109000,38223,1237,52837,1698,"$200,000 and over",1.5
1995,Black Alone,11577000,37421,1050,50802,1429,"Under $15,000",21.5
1995,Black Alone,11577000,37421,1050,50802,1429,"$15,000 to $24,999",14
1995,Black Alone,11577000,37421,1050,50802,1429,"$25,000 to $34,999",12
1995,Black Alone,11577000,37421,1050,50802,1429,"$35,000 to $49,999",14.2
1995,Black Alone,11577000,37421,1050,50802,1429,"$50,000 to $74,999",17
