year,race,number,income_quintile,income_share
2012,White Alone,97705000,Third,14.5
2012,White Alone,97705000,Fourth,23
2012,White Alone,97705000,Highest,50.5
2012,White Alone,97705000,Top 5%,22.1
2011,White Alone,96964000,Lowest,3.5
2011,White Alone,96964000,Second,8.6
2011,White Alone,96964000,Third,14.5
2011,White Alone,96964000,Fourth,22.9
2011,White Alone,96964000,Highest,50.5
2011,White Alone,96964000,Top 5%,22.1
2010,White Alone,96306000,Lowest,3.5
2010,White Alone,96306000,Second,8.7
2010,White Alone,96306000,Third,14.7
2010,White Alone,96306000,Fourth,23.3
2010,White Alone,96306000,Highest,49.7
2010,White Alone,96306000,Top 5%,21.1
2009,White Alone,95489000,Lowest,3.7
2009,White Alone,95489000,Second,8.9
2009,White Alone,95489000,Third,14.8
2009,White Alone,95489000,Fourth,23.2
2009,White Alone,95489000,Highest,49.5
2009,White Alone,95489000,Top 5%,21.3
2008,White Alone,95297000,Lowest,3.6
2008,White Alone,95297000,Second,8.8
2008,White Alone,95297000,Third,14.8
2008,White Alone,95297000,Fourth,23.3
2008,White Alone,95297000,Highest,49.4
2008,White Alone,95297000,Top 5%,21.3
2007,White Alone,95112000,Lowest,3.7
2007,White Alone,95112000,Second,8.9
2007,White Alone,95112000,Third,14.9
2007,White Alone,95112000,Fourth,23.3
2007,White Alone,95112000,Highest,49.2
2007,White Alone,95112000,Top 5%,21
2006,White Alone,94705000,Lowest,3.7
2006,White Alone,94705000,Second,8.9
2006,White Alone,94705000,Third,14.6
2006,White Alone,94705000,Fourth,22.9
2006,White Alone,94705000,Highest,49.9
2006,White Alone,94705000,Top 5%,22
2005,White Alone,93588000,Lowest,3.6
2005,White Alone,93588000,Second,8.9
2005,White Alone,93588000,Third,14.7
2005,White Alone,93588000,Fourth,22.9
2005,White Alone,93588000,Highest,49.9
2005,White Alone,93588000,Top 5%,22.1
2004,White Alone,92880000,Lowest,3.6
2004,White Alone,92880000,Second,8.8
2004,White Alone,92880000,Third,14.8
2004,White Alone,92880000,Fourth,23.1
2004,White Alone,92880000,Highest,49.6
2004,White Alone,92880000,Top 5%,21.6
2003,White Alone,91962000,Lowest,3.6
2003,White Alone,91962000,Second,8.9
2003,White Alone,91962000,Third,14.8
2003,White Alone,91962000,Fourth,23.2
2003,White Alone,91962000,Highest,49.4
2003,White Alone,91962000,Top 5%,21.4
2002,White Alone,91645000,Lowest,3.7
2002,White Alone,91645000,Second,9
2002,White Alone,91645000,Third,15
2002,White Alone,91645000,Fourth,23.2
2002,White Alone,91645000,Highest,49.2
2002,White Alone,91645000,Top 5%,21.5
2001,White Alone,90682000,Lowest,3.7
2001,White Alone,90682000,Second,8.9
2001,White Alone,90682000,Third,14.7
2001,White Alone,90682000,Fourth,22.9
2001,White Alone,90682000,Highest,49.8
2001,White Alone,90682000,Top 5%,22.2
2000,White Alone,90030000,Lowest,3.7
2000,White Alone,90030000,Second,9
2000,White Alone,90030000,Third,14.9
2000,White Alone,90030000,Fourth,22.9
2000,White Alone,90030000,Highest,49.5
2000,White Alone,90030000,Top 5%,22.1
1999,White Alone,88893000,Lowest,3.9
1999,White Alone,88893000,Second,9.1
1999,White Alone,88893000,Third,15
1999,White Alone,88893000,Fourth,23.1
1999,White Alone,88893000,Highest,49
1999,White Alone,88893000,Top 5%,21.5
1998,White Alone,87212000,Lowest,3.8
1998,White Alone,87212000,Second,9.2
1998,White Alone,87212000,Third,15.1
1998,White Alone,87212000,Fourth,23
1998,White Alone,87212000,Highest,48.8
1998,White Alone,87212000,Top 5%,21.5
1997,White Alone,86106000,Lowest,3.8
1997,White Alone,86106000,Second,9.1
1997,White Alone,86106000,Third,15
1997,White Alone,86106000,Fourth,23
1997,White Alone,86106000,Highest,49.1
1997,White Alone,86106000,Top 5%,21.7
1996,White Alone,85059000,Lowest,3.9
1996,White Alone,85059000,Second,9.2
1996,White Alone,85059000,Third,15.2
1996,White Alone,85059000,Fourth,23.2
1996,White Alone,85059000,Highest,48.4
1996,White Alone,85059000,Top 5%,21
1995,White Alone,84511000,Lowest,4
1995,White Alone,84511000,Second,9.3
1995,White Alone,84511000,Third,15.3
1995,White Alone,84511000,Fourth,23.3
1995,White Alone,84511000,Highest,48.1
1995,White Alone,84511000,Top 5%,20.7
1994,White Alone,83737000,Lowest,3.8
1994,White Alone,83737000,Second,9.2
1994,White Alone,83737000,Third,15.1
1994,White Alone,83737000,Fourth,23.2
1994,White Alone,83737000,Highest,48.6
1994,White Alone,83737000,Top 5%,21.1
1993,White Alone,82387000,Lowest,3.9
1993,White Alone,82387000,Second,9.3
1993,White Alone,82387000,Third,15.3
1993,White Alone,82387000,Fourth,23.3
1993,White Alone,82387000,Highest,48.2
1993,White Alone,82387000,Top 5%,20.7
1992,White Alone,81795000,Lowest,4.1
1992,White Alone,81795000,Second,9.7
1992,White Alone,81795000,Third,15.9
1992,White Alone,81795000,Fourth,24.1
1992,White Alone,81795000,Highest,46.2
1992,White Alone,81795000,Top 5%,18.3
1991,White Alone,81675000,Lowest,4.1
1991,White Alone,81675000,Second,9.9
1991,White Alone,81675000,Third,16
1991,White Alone,81675000,Fourth,24.1
1991,White Alone,81675000,Highest,45.8
1991,White Alone,81675000,Top 5%,17.9
1990,White Alone,80968000,Lowest,4.2
1990,White Alone,80968000,Second,10
1990,White Alone,80968000,Third,16
1990,White Alone,80968000,Fourth,23.9
1990,White Alone,80968000,Highest,46
1990,White Alone,80968000,Top 5%,18.3
1989,White Alone,80163000,Lowest,4.1
1989,White Alone,80163000,Second,9.8
1989,White Alone,80163000,Third,16
1989,White Alone,80163000,Fourth,23.8
1989,White Alone,80163000,Highest,46.3
1989,White Alone,80163000,Top 5%,18.7
1988,White Alone,79734000,Lowest,4.1
1988,White Alone,79734000,Second,10
1988,White Alone,79734000,Third,16.2
1988,White Alone,79734000,Fourth,24.1
1988,White Alone,79734000,Highest,45.6
1988,White Alone,79734000,Top 5%,18
1987,White Alone,78519000,Lowest,4.1
1987,White Alone,78519000,Second,10
1987,White Alone,78519000,Third,16.3
1987,White Alone,78519000,Fourth,24.2
1987,White Alone,78519000,Highest,45.5
1987,White Alone,78519000,Top 5%,17.9
1986,White Alone,77284000,Lowest,4.1
1986,White Alone,77284000,Second,10
1986,White Alone,77284000,Third,16.3
1986,White Alone,77284000,Fourth,24.2
1986,White Alone,77284000,Highest,45.4
1986,White Alone,77284000,Top 5%,17.8
1985,White Alone,76576000,Lowest,4.1
1985,White Alone,76576000,Second,10.1
1985,White Alone,76576000,Third,16.4
1985,White Alone,76576000,Fourth,24.3
1985,White Alone,76576000,Highest,45.1
1985,White Alone,76576000,Top 5%,17.4
1984,White Alone,75328000,Lowest,4.3
1984,White Alone,75328000,Second,10.2
1984,White Alone,75328000,Third,16.5
1984,White Alone,75328000,Fourth,24.4
1984,White Alone,75328000,Highest,44.6
1984,White Alone,75328000,Top 5%,16.8
1983,White Alone,74376000,Lowest,4.3
1983,White Alone,74376000,Second,10.3
1983,White Alone,74376000,Third,16.5
1983,White Alone,74376000,Fourth,24.4
1983,White Alone,74376000,Highest,44.5
1983,White Alone,74376000,Top 5%,16.8
1982,White Alone,73182000,Lowest,4.2
1982,White Alone,73182000,Second,10.3
1982,White Alone,73182000,Third,16.6
1982,White Alone,73182000,Fourth,24.4
1982,White Alone,73182000,Highest,44.4
1982,White Alone,73182000,Top 5%,16.7
1981,White Alone,72845000,Lowest,4.4
1981,White Alone,72845000,Second,10.4
1981,White Alone,72845000,Third,16.8
1981,White Alone,72845000,Fourth,24.7
1981,White Alone,72845000,Highest,43.7
1981,White Alone,72845000,Top 5%,16.3
1980,White Alone,71872000,Lowest,4.4
1980,White Alone,71872000,Second,10.5
1980,White Alone,71872000,Third,17
1980,White Alone,71872000,Fourth,24.6
1980,White Alone,71872000,Highest,43.5
1980,White Alone,71872000,Top 5%,16.2
1979,White Alone,70766000,Lowest,4.4
1979,White Alone,70766000,Second,10.5
1979,White Alone,70766000,Third,17
1979,White Alone,70766000,Fourth,24.5
1979,White Alone,70766000,Highest,43.7
1979,White Alone,70766000,Top 5%,16.7
1978,White Alone,68028000,Lowest,4.4
1978,White Alone,68028000,Second,10.5
1978,White Alone,68028000,Third,17
1978,White Alone,68028000,Fourth,24.5
1978,White Alone,68028000,Highest,43.6
1978,White Alone,68028000,Top 5%,16.6
1977,White Alone,66934000,Lowest,4.4
1977,White Alone,66934000,Second,10.5
1977,White Alone,66934000,Third,17
1977,White Alone,66934000,Fourth,24.6
1977,White Alone,66934000,Highest,43.5
1977,White Alone,66934000,Top 5%,16.7
1976,White Alone,65353000,Lowest,4.5
1976,White Alone,65353000,Second,10.6
1976,White Alone,65353000,Third,17.2
1976,White Alone,65353000,Fourth,24.5
1976,White Alone,65353000,Highest,43.2
1976,White Alone,65353000,Top 5%,16.5
1975,White Alone,64392000,Lowest,4.5
1975,White Alone,64392000,Second,10.7
1975,White Alone,64392000,Third,17.1
1975,White Alone,64392000,Fourth,24.6
1975,White Alone,64392000,Highest,43.2
1975,White Alone,64392000,Top 5%,16.4
1974,White Alone,62984000,Lowest,4.5
1974,White Alone,62984000,Second,10.9
1974,White Alone,62984000,Third,17.1
1974,White Alone,62984000,Fourth,24.4
1974,White Alone,62984000,Highest,43
1974,White Alone,62984000,Top 5%,16.4
1973,White Alone,61965000,Lowest,4.3
1973,White Alone,61965000,Second,10.7
1973,White Alone,61965000,Third,17.2
1973,White Alone,61965000,Fourth,24.4
1973,White Alone,61965000,Highest,43.4
1973,White Alone,61965000,Top 5%,16.7
1972,White Alone,60618000,Lowest,4.3
1972,White Alone,60618000,Second,10.8
1972,White Alone,60618000,Third,17.2
1972,White Alone,60618000,Fourth,24.3
1972,White Alone,60618000,Highest,43.4
1972,White Alone,60618000,Top 5%,16.8
1971,White Alone,59463000,Lowest,4.3
1971,White Alone,59463000,Second,11
1971,White Alone,59463000,Third,17.4
1971,White Alone,59463000,Fourth,24.4
1971,White Alone,59463000,Highest,43
1971,White Alone,59463000,Top 5%,16.5
1970,White Alone,57575000,Lowest,4.2
1970,White Alone,57575000,Second,11.1
1970,White Alone,57575000,Third,17.5
1970,White Alone,57575000,Fourth,24.3
1970,White Alone,57575000,Highest,42.9
1970,White Alone,57575000,Top 5%,16.5
1969,White Alone,56248000,Lowest,4.3
1969,White Alone,56248000,Second,11.3
1969,White Alone,56248000,Third,17.6
1969,White Alone,56248000,Fourth,24.3
1969,White Alone,56248000,Highest,42.5
1969,White Alone,56248000,Top 5%,16.4
1968,White Alone,55394000,Lowest,4.4
1968,White Alone,55394000,Second,11.5
1968,White Alone,55394000,Third,17.7
1968,White Alone,55394000,Fourth,24.3
1968,White Alone,55394000,Highest,42.1
1968,White Alone,55394000,Top 5%,16.2
1967,White Alone,54188000,Lowest,4.1
1967,White Alone,54188000,Second,11.3
1967,White Alone,54188000,Third,17.4
1967,White Alone,54188000,Fourth,24.1
1967,White Alone,54188000,Highest,43.1
1967,White Alone,54188000,Top 5%,17
2019,"White, Not Hispanic",84868000,Lowest,3.3
2019,"White, Not Hispanic",84868000,Second,8.6
2019,"White, Not Hispanic",84868000,Third,14.3
2019,"White, Not Hispanic",84868000,Fourth,22.6
2019,"White, Not Hispanic",84868000,Highest,51.2
2019,"White, Not Hispanic",84868000,Top 5%,22.8
2018,"White, Not Hispanic",84727000,Lowest,3.3
2018,"White, Not Hispanic",84727000,Second,8.6
2018,"White, Not Hispanic",84727000,Third,14.4
2018,"White, Not Hispanic",84727000,Fourth,22.5
2018,"White, Not Hispanic",84727000,Highest,51.1
2018,"White, Not Hispanic",84727000,Top 5%,22.7
2017,"White, Not Hispanic",84681000,Lowest,3.3
2017,"White, Not Hispanic",84681000,Second,8.5
2017,"White, Not Hispanic",84681000,Third,14.6
2017,"White, Not Hispanic",84681000,Fourth,23.1
2017,"White, Not Hispanic",84681000,Highest,50.4
2017,"White, Not Hispanic",84681000,Top 5%,21.8
2016,"White, Not Hispanic",84387000,Lowest,3.4
2016,"White, Not Hispanic",84387000,Second,8.6
2016,"White, Not Hispanic",84387000,Third,14.5
2016,"White, Not Hispanic",84387000,Fourth,23
2016,"White, Not Hispanic",84387000,Highest,50.4
2016,"White, Not Hispanic",84387000,Top 5%,21.8
2015,"White, Not Hispanic",84445000,Lowest,3.5
2015,"White, Not Hispanic",84445000,Second,8.6
2015,"White, Not Hispanic",84445000,Third,14.8
2015,"White, Not Hispanic",84445000,Fourth,23.4
2015,"White, Not Hispanic",84445000,Highest,49.7
2015,"White, Not Hispanic",84445000,Top 5%,21.3
2014,"White, Not Hispanic",84228000,Lowest,3.3
2014,"White, Not Hispanic",84228000,Second,8.5
2014,"White, Not Hispanic",84228000,Third,14.6
2014,"White, Not Hispanic",84228000,Fourth,23.2
2014,"White, Not Hispanic",84228000,Highest,50.3
2014,"White, Not Hispanic",84228000,Top 5%,21.5
2013,"White, Not Hispanic",84432000,Lowest,3.4
2013,"White, Not Hispanic",84432000,Second,8.7
2013,"White, Not Hispanic",84432000,Third,14.8
2013,"White, Not Hispanic",84432000,Fourth,23.1
2013,"White, Not Hispanic",84432000,Highest,50.1
2013,"White, Not Hispanic",84432000,Top 5%,21.3
2012,"White, Not Hispanic",83792000,Lowest,3.5
2012,"White, Not Hispanic",83792000,Second,8.7
2012,"White, Not Hispanic",83792000,Third,14.7
2012,"White, Not Hispanic",83792000,Fourth,23
2012,"White, Not Hispanic",83792000,Highest,50.2
2012,"White, Not Hispanic",83792000,Top 5%,22
2011,"White, Not Hispanic",83573000,Lowest,3.5
2011,"White, Not Hispanic",83573000,Second,8.7
2011,"White, Not Hispanic",83573000,Third,14.6
2011,"White, Not Hispanic",83573000,Fourth,22.9
2011,"White, Not Hispanic",83573000,Highest,50.2
2011,"White, Not Hispanic",83573000,Top 5%,22
2010,"White, Not Hispanic",83314000,Lowest,3.6
2010,"White, Not Hispanic",83314000,Second,8.8
2010,"White, Not Hispanic",83314000,Third,14.9
2010,"White, Not Hispanic",83314000,Fourth,23.4
2010,"White, Not Hispanic",83314000,Highest,49.4
2010,"White, Not Hispanic",83314000,Top 5%,21
2009,"White, Not Hispanic",83158000,Lowest,3.7
2009,"White, Not Hispanic",83158000,Second,9
2009,"White, Not Hispanic",83158000,Third,14.9
2009,"White, Not Hispanic",83158000,Fourth,23.2
2009,"White, Not Hispanic",83158000,Highest,49.2
2009,"White, Not Hispanic",83158000,Top 5%,21.2
2008,"White, Not Hispanic",82884000,Lowest,3.7
2008,"White, Not Hispanic",82884000,Second,8.9
2008,"White, Not Hispanic",82884000,Third,15
2008,"White, Not Hispanic",82884000,Fourth,23.2
2008,"White, Not Hispanic",82884000,Highest,49.2
2008,"White, Not Hispanic",82884000,Top 5%,21.2
2007,"White, Not Hispanic",82765000,Lowest,3.7
2007,"White, Not Hispanic",82765000,Second,9
2007,"White, Not Hispanic",82765000,Third,15
2007,"White, Not Hispanic",82765000,Fourth,23.4
2007,"White, Not Hispanic",82765000,Highest,48.9
2007,"White, Not Hispanic",82765000,Top 5%,20.9
2006,"White, Not Hispanic",82675000,Lowest,3.7
2006,"White, Not Hispanic",82675000,Second,8.9
2006,"White, Not Hispanic",82675000,Third,14.8
2006,"White, Not Hispanic",82675000,Fourth,23
2006,"White, Not Hispanic",82675000,Highest,49.7
2006,"White, Not Hispanic",82675000,Top 5%,22
2005,"White, Not Hispanic",82003000,Lowest,3.6
2005,"White, Not Hispanic",82003000,Second,8.9
2005,"White, Not Hispanic",82003000,Third,14.8
2005,"White, Not Hispanic",82003000,Fourth,22.9
2005,"White, Not Hispanic",82003000,Highest,49.8
2005,"White, Not Hispanic",82003000,Top 5%,22.1
2004,"White, Not Hispanic",81628000,Lowest,3.6
2004,"White, Not Hispanic",81628000,Second,8.9
2004,"White, Not Hispanic",81628000,Third,15
2004,"White, Not Hispanic",81628000,Fourth,23.1
2004,"White, Not Hispanic",81628000,Highest,49.4
2004,"White, Not Hispanic",81628000,Top 5%,21.6
2003,"White, Not Hispanic",81148000,Lowest,3.6
2003,"White, Not Hispanic",81148000,Second,9
2003,"White, Not Hispanic",81148000,Third,15
2003,"White, Not Hispanic",81148000,Fourth,23.3
2003,"White, Not Hispanic",81148000,Highest,49.2
2003,"White, Not Hispanic",81148000,Top 5%,21.3
2002,"White, Not Hispanic",81166000,Lowest,3.7
2002,"White, Not Hispanic",81166000,Second,9.1
2002,"White, Not Hispanic",81166000,Third,15.1
2002,"White, Not Hispanic",81166000,Fourth,23.3
2002,"White, Not Hispanic",81166000,Highest,48.9
2002,"White, Not Hispanic",81166000,Top 5%,21.3
2001,"White, Not Hispanic",80818000,Lowest,3.7
2001,"White, Not Hispanic",80818000,Second,8.9
2001,"White, Not Hispanic",80818000,Third,14.8
2001,"White, Not Hispanic",80818000,Fourth,22.9
2001,"White, Not Hispanic",80818000,Highest,49.6
2001,"White, Not Hispanic",80818000,Top 5%,22.2
2000,"White, Not Hispanic",80527000,Lowest,3.7
2000,"White, Not Hispanic",80527000,Second,9.1
2000,"White, Not Hispanic",80527000,Third,15
2000,"White, Not Hispanic",80527000,Fourth,22.9
2000,"White, Not Hispanic",80527000,Highest,49.3
2000,"White, Not Hispanic",80527000,Top 5%,21.9
1999,"White, Not Hispanic",79819000,Lowest,3.9
1999,"White, Not Hispanic",79819000,Second,9.2
1999,"White, Not Hispanic",79819000,Third,15.1
1999,"White, Not Hispanic",79819000,Fourth,23
1999,"White, Not Hispanic",79819000,Highest,48.8
1999,"White, Not Hispanic",79819000,Top 5%,21.4
1998,"White, Not Hispanic",78577000,Lowest,3.9
1998,"White, Not Hispanic",78577000,Second,9.3
1998,"White, Not Hispanic",78577000,Third,15.3
1998,"White, Not Hispanic",78577000,Fourth,23.1
1998,"White, Not Hispanic",78577000,Highest,48.5
1998,"White, Not Hispanic",78577000,Top 5%,21.3
1997,"White, Not Hispanic",77936000,Lowest,3.8
1997,"White, Not Hispanic",77936000,Second,9.2
1997,"White, Not Hispanic",77936000,Third,15.2
1997,"White, Not Hispanic",77936000,Fourth,23
1997,"White, Not Hispanic",77936000,Highest,48.8
1997,"White, Not Hispanic",77936000,Top 5%,21.5
1996,"White, Not Hispanic",77240000,Lowest,3.9
1996,"White, Not Hispanic",77240000,Second,9.4
1996,"White, Not Hispanic",77240000,Third,15.4
1996,"White, Not Hispanic",77240000,Fourth,23.2
1996,"White, Not Hispanic",77240000,Highest,48.1
1996,"White, Not Hispanic",77240000,Top 5%,20.9
1995,"White, Not Hispanic",76932000,Lowest,4.1
1995,"White, Not Hispanic",76932000,Second,9.5
1995,"White, Not Hispanic",76932000,Third,15.4
1995,"White, Not Hispanic",76932000,Fourth,23.2
1995,"White, Not Hispanic",76932000,Highest,47.8
1995,"White, Not Hispanic",76932000,Top 5%,20.5
1994,"White, Not Hispanic",77004000,Lowest,3.9
1994,"White, Not Hispanic",77004000,Second,9.3
1994,"White, Not Hispanic",77004000,Third,15.2
1994,"White, Not Hispanic",77004000,Fourth,23.2
1994,"White, Not Hispanic",77004000,Highest,48.4
1994,"White, Not Hispanic",77004000,Top 5%,21
1993,"White, Not Hispanic",75697000,Lowest,3.9
1993,"White, Not Hispanic",75697000,Second,9.4
1993,"White, Not Hispanic",75697000,Third,15.4
1993,"White, Not Hispanic",75697000,Fourth,23.3
1993,"White, Not Hispanic",75697000,Highest,48
1993,"White, Not Hispanic",75697000,Top 5%,20.6
1992,"White, Not Hispanic",75107000,Lowest,4.1
1992,"White, Not Hispanic",75107000,Second,9.8
1992,"White, Not Hispanic",75107000,Third,16
1992,"White, Not Hispanic",75107000,Fourth,24.1
1992,"White, Not Hispanic",75107000,Highest,46
1992,"White, Not Hispanic",75107000,Top 5%,18.2
1991,"White, Not Hispanic",75625000,Lowest,4.2
1991,"White, Not Hispanic",75625000,Second,10
1991,"White, Not Hispanic",75625000,Third,16.1
1991,"White, Not Hispanic",75625000,Fourth,24.1
1991,"White, Not Hispanic",75625000,Highest,45.6
1991,"White, Not Hispanic",75625000,Top 5%,17.8
1990,"White, Not Hispanic",75035000,Lowest,4.2
1990,"White, Not Hispanic",75035000,Second,10
1990,"White, Not Hispanic",75035000,Third,16.1
1990,"White, Not Hispanic",75035000,Fourth,23.9
1990,"White, Not Hispanic",75035000,Highest,45.8
1990,"White, Not Hispanic",75035000,Top 5%,18.3
1989,"White, Not Hispanic",74495000,Lowest,4.2
1989,"White, Not Hispanic",74495000,Second,9.9
1989,"White, Not Hispanic",74495000,Third,16
1989,"White, Not Hispanic",74495000,Fourth,23.8
1989,"White, Not Hispanic",74495000,Highest,46.1
1989,"White, Not Hispanic",74495000,Top 5%,18.7
1988,"White, Not Hispanic",74067000,Lowest,4.2
1988,"White, Not Hispanic",74067000,Second,10.1
1988,"White, Not Hispanic",74067000,Third,16.3
1988,"White, Not Hispanic",74067000,Fourth,24.1
1988,"White, Not Hispanic",74067000,Highest,45.4
1988,"White, Not Hispanic",74067000,Top 5%,17.9
1987,"White, Not Hispanic",73120000,Lowest,4.2
1987,"White, Not Hispanic",73120000,Second,10.1
1987,"White, Not Hispanic",73120000,Third,16.4
1987,"White, Not Hispanic",73120000,Fourth,24.1
1987,"White, Not Hispanic",73120000,Highest,45.2
1987,"White, Not Hispanic",73120000,Top 5%,17.8
1986,"White, Not Hispanic",72067000,Lowest,4.1
1986,"White, Not Hispanic",72067000,Second,10.1
1986,"White, Not Hispanic",72067000,Third,16.4
1986,"White, Not Hispanic",72067000,Fourth,24.2
1986,"White, Not Hispanic",72067000,Highest,45.2
1986,"White, Not Hispanic",72067000,Top 5%,17.8
1985,"White, Not Hispanic",71540000,Lowest,4.2
1985,"White, Not Hispanic",71540000,Second,10.2
1985,"White, Not Hispanic",71540000,Third,16.4
1985,"White, Not Hispanic",71540000,Fourth,24.3
1985,"White, Not Hispanic",71540000,Highest,44.9
1985,"White, Not Hispanic",71540000,Top 5%,17.3
1984,"White, Not Hispanic",70586000,Lowest,4.3
1984,"White, Not Hispanic",70586000,Second,10.3
1984,"White, Not Hispanic",70586000,Third,16.6
1984,"White, Not Hispanic",70586000,Fourth,24.4
1984,"White, Not Hispanic",70586000,Highest,44.4
1984,"White, Not Hispanic",70586000,Top 5%,16.7
1983,"White, Not Hispanic",69648000,Lowest,4.3
1983,"White, Not Hispanic",69648000,Second,10.3
1983,"White, Not Hispanic",69648000,Third,16.6
1983,"White, Not Hispanic",69648000,Fourth,24.4
1983,"White, Not Hispanic",69648000,Highest,44.3
1983,"White, Not Hispanic",69648000,Top 5%,16.8
1982,"White, Not Hispanic",69214000,Lowest,4.3
1982,"White, Not Hispanic",69214000,Second,10.4
1982,"White, Not Hispanic",69214000,Third,16.7
1982,"White, Not Hispanic",69214000,Fourth,24.4
1982,"White, Not Hispanic",69214000,Highest,44.3
1982,"White, Not Hispanic",69214000,Top 5%,16.7
1981,"White, Not Hispanic",68996000,Lowest,4.4
1981,"White, Not Hispanic",68996000,Second,10.4
1981,"White, Not Hispanic",68996000,Third,16.9
1981,"White, Not Hispanic",68996000,Fourth,24.6
1981,"White, Not Hispanic",68996000,Highest,43.7
1981,"White, Not Hispanic",68996000,Top 5%,16.2
1980,"White, Not Hispanic",68106000,Lowest,4.4
1980,"White, Not Hispanic",68106000,Second,10.6
1980,"White, Not Hispanic",68106000,Third,17
1980,"White, Not Hispanic",68106000,Fourth,24.6
1980,"White, Not Hispanic",68106000,Highest,43.4
1980,"White, Not Hispanic",68106000,Top 5%,16.2
1979,"White, Not Hispanic",67203000,Lowest,4.4
1979,"White, Not Hispanic",67203000,Second,10.6
1979,"White, Not Hispanic",67203000,Third,17
1979,"White, Not Hispanic",67203000,Fourth,24.5
1979,"White, Not Hispanic",67203000,Highest,43.6
1979,"White, Not Hispanic",67203000,Top 5%,16.6
1978,"White, Not Hispanic",64836000,Lowest,4.4
1978,"White, Not Hispanic",64836000,Second,10.5
1978,"White, Not Hispanic",64836000,Third,17
1978,"White, Not Hispanic",64836000,Fourth,24.5
1978,"White, Not Hispanic",64836000,Highest,43.5
1978,"White, Not Hispanic",64836000,Top 5%,16.6
1977,"White, Not Hispanic",63721000,Lowest,4.4
1977,"White, Not Hispanic",63721000,Second,10.6
1977,"White, Not Hispanic",63721000,Third,17.1
1977,"White, Not Hispanic",63721000,Fourth,24.6
1977,"White, Not Hispanic",63721000,Highest,43.4
1977,"White, Not Hispanic",63721000,Top 5%,16.7
1976,"White, Not Hispanic",62365000,Lowest,4.5
1976,"White, Not Hispanic",62365000,Second,10.7
1976,"White, Not Hispanic",62365000,Third,17.2
1976,"White, Not Hispanic",62365000,Fourth,24.5
1976,"White, Not Hispanic",62365000,Highest,43.1
1976,"White, Not Hispanic",62365000,Top 5%,16.5
1975,"White, Not Hispanic",61533000,Lowest,4.5
1975,"White, Not Hispanic",61533000,Second,10.7
1975,"White, Not Hispanic",61533000,Third,17.2
1975,"White, Not Hispanic",61533000,Fourth,24.5
1975,"White, Not Hispanic",61533000,Highest,43
1975,"White, Not Hispanic",61533000,Top 5%,16.4
1974,"White, Not Hispanic",60164000,Lowest,4.5
1974,"White, Not Hispanic",60164000,Second,10.9
1974,"White, Not Hispanic",60164000,Third,17.2
1974,"White, Not Hispanic",60164000,Fourth,24.4
1974,"White, Not Hispanic",60164000,Highest,43
1974,"White, Not Hispanic",60164000,Top 5%,16.3
1973,"White, Not Hispanic",59276000,Lowest,4.3
1973,"White, Not Hispanic",59276000,Second,10.8
1973,"White, Not Hispanic",59276000,Third,17.2
1973,"White, Not Hispanic",59276000,Fourth,24.4
1973,"White, Not Hispanic",59276000,Highest,43.3
1973,"White, Not Hispanic",59276000,Top 5%,16.7
1972,"White, Not Hispanic",58004000,Lowest,4.2
1972,"White, Not Hispanic",58004000,Second,10.8
1972,"White, Not Hispanic",58004000,Third,17.3
1972,"White, Not Hispanic",58004000,Fourth,24.3
1972,"White, Not Hispanic",58004000,Highest,43.4
1972,"White, Not Hispanic",58004000,Top 5%,16.8
