species,date,geo_group,region,median,q1,q3
salmon,2024-03-01,area,7,0.95,0.6,1.36
salmon,2024-04-01,area,7,0.73,0.37,1.19
salmon,2024-05-01,area,7,0.57,0.28,0.87
salmon,2024-06-01,area,7,0.35,0.18,0.78
salmon,2024-07-01,area,7,0.36,0.26,0.64
salmon,2024-08-01,area,7,0.48,0.28,0.78
salmon,2024-09-01,area,7,0.35,0.26,0.6
salmon,2024-10-01,area,7,0.39,0.23,0.68
salmon,2024-11-01,area,7,0.4,0.21,0.56
salmon,2024-12-01,area,7,0.6,0.24,1.61
salmon,2025-01-01,area,7,0.76,0.37,1.61
salmon,2025-02-01,area,7,0.79,0.35,2.07
salmon,2025-03-01,area,7,0.57,0.33,1.2
salmon,2025-04-01,area,7,0.78,0.39,1.3
salmon,2025-05-01,area,7,0.67,0.21,1.02
salmon,2025-06-01,area,7,0.39,0.22,0.61
salmon,2025-07-01,area,7,0.49,0.29,0.79
salmon,2025-08-01,area,7,0.48,0.32,0.98
salmon,2025-09-01,area,7,0.52,0.32,1.03
salmon,2025-10-01,area,7,0.45,0.2,0.8
salmon,2025-11-01,area,7,0.5,0.24,0.87
salmon,2025-12-01,area,7,0.61,0.18,1.22
salmon,2020-01-01,area,8,0.37,0.21,0.67
salmon,2020-02-01,area,8,0.43,0.18,1.03
salmon,2020-03-01,area,8,0.46,0.19,0.78
salmon,2020-04-01,area,8,0.43,0.18,0.86
salmon,2020-05-01,area,8,0.58,0.22,1.04
salmon,2020-06-01,area,8,0.36,0.18,0.74
salmon,2020-07-01,area,8,0.37,0.17,0.75
salmon,2020-08-01,area,8,0.33,0.17,0.64
salmon,2020-09-01,area,8,0.37,0.16,0.82
salmon,2020-10-01,area,8,0.59,0.22,0.97
salmon,2020-11-01,area,8,0.34,0.19,0.75
salmon,2020-12-01,area,8,0.53,0.28,0.88
salmon,2021-01-01,area,8,0.43,0.28,0.83
salmon,2021-02-01,area,8,0.44,0.21,0.75
salmon,2021-03-01,area,8,0.54,0.23,0.87
salmon,2021-04-01,area,8,0.43,0.17,0.92
salmon,2021-05-01,area,8,0.42,0.17,1.11
salmon,2021-06-01,area,8,0.25,0.14,0.46
salmon,2021-07-01,area,8,0.31,0.2,0.65
salmon,2021-08-01,area,8,0.39,0.23,0.69
salmon,2021-09-01,area,8,0.45,0.29,0.68
salmon,2021-10-01,area,8,0.56,0.26,0.99
salmon,2021-11-01,area,8,0.45,0.25,0.89
salmon,2021-12-01,area,8,0.52,0.29,0.87
salmon,2022-01-01,area,8,0.43,0.27,0.98
salmon,2022-02-01,area,8,0.61,0.33,1.47
salmon,2022-03-01,area,8,0.74,0.43,2.04
salmon,2022-04-01,area,8,0.71,0.33,1.4
salmon,2022-05-01,area,8,0.6,0.35,1.07
salmon,2022-06-01,area,8,0.38,0.22,0.88
salmon,2022-07-01,area,8,0.39,0.23,0.8
salmon,2022-08-01,area,8,0.37,0.18,0.71
salmon,2022-09-01,area,8,0.43,0.24,0.76
salmon,2022-10-01,area,8,0.43,0.27,0.9
salmon,2022-11-01,area,8,0.62,0.37,1.04
salmon,2022-12-01,area,8,0.55,0.26,1.14
salmon,2023-01-01,area,8,0.53,0.29,1.22
salmon,2023-02-01,area,8,0.58,0.27,1.28
salmon,2023-03-01,area,8,0.54,0.26,1.18
salmon,2023-04-01,area,8,0.46,0.22,0.96
salmon,2023-05-01,area,8,0.61,0.32,1.39
salmon,2023-06-01,area,8,0.45,0.24,0.87
salmon,2023-07-01,area,8,0.37,0.19,0.74
salmon,2023-08-01,area,8,0.33,0.2,0.69
salmon,2023-09-01,area,8,0.41,0.23,0.8
salmon,2023-10-01,area,8,0.48,0.27,1.02
salmon,2023-11-01,area,8,0.6,0.31,1.1
salmon,2023-12-01,area,8,0.6,0.3,1.07
salmon,2024-01-01,area,8,0.6,0.26,1.36
salmon,2024-02-01,area,8,0.7,0.43,1.7
salmon,2024-03-01,area,8,0.61,0.24,1.33
salmon,2024-04-01,area,8,0.38,0.2,0.75
salmon,2024-05-01,area,8,0.51,0.25,1.15
salmon,2024-06-01,area,8,0.31,0.16,0.55
salmon,2024-07-01,area,8,0.33,0.11,0.52
salmon,2024-08-01,area,8,0.45,0.24,0.9
salmon,2024-09-01,area,8,0.45,0.21,0.88
salmon,2024-10-01,area,8,0.42,0.25,0.71
salmon,2024-11-01,area,8,0.46,0.22,0.84
salmon,2024-12-01,area,8,0.43,0.23,0.97
salmon,2025-01-01,area,8,0.41,0.19,0.79
salmon,2025-02-01,area,8,0.39,0.26,0.9
salmon,2025-03-01,area,8,0.45,0.3,0.87
salmon,2025-04-01,area,8,0.37,0.16,0.63
salmon,2025-05-01,area,8,0.4,0.21,0.85
salmon,2025-06-01,area,8,0.33,0.16,0.73
salmon,2025-07-01,area,8,0.42,0.2,0.81
salmon,2025-08-01,area,8,0.33,0.21,0.69
salmon,2025-09-01,area,8,0.4,0.23,0.9
salmon,2025-10-01,area,8,0.45,0.22,0.84
salmon,2025-11-01,area,8,0.41,0.24,0.84
salmon,2025-12-01,area,8,0.49,0.25,0.83
salmon,2020-01-01,area,9,0.46,0.18,0.97
salmon,2020-02-01,area,9,0.45,0.17,1.21
salmon,2020-03-01,area,9,0.42,0.23,0.95
salmon,2020-04-01,area,9,0.46,0.18,0.91
salmon,2020-05-01,area,9,0.54,0.22,1.57
salmon,2020-06-01,area,9,0.25,0.13,0.57
salmon,2020-07-01,area,9,0.16,0.11,0.24
salmon,2020-08-01,area,9,0.24,0.15,0.36
salmon,2020-09-01,area,9,0.25,0.14,0.46
salmon,2020-10-01,area,9,0.31,0.16,0.49
salmon,2020-11-01,area,9,0.42,0.18,0.69
salmon,2020-12-01,area,9,0.47,0.24,0.93
salmon,2021-01-01,area,9,0.55,0.27,0.77
salmon,2021-02-01,area,9,0.58,0.28,0.86
salmon,2021-03-01,area,9,0.62,0.31,0.93
salmon,2021-04-01,area,9,0.47,0.25,0.88
salmon,2021-05-01,area,9,0.64,0.23,1.32
salmon,2021-06-01,area,9,0.35,0.18,1.06
salmon,2021-07-01,area,9,0.27,0.12,0.9
salmon,2021-08-01,area,9,0.38,0.19,0.6
salmon,2021-09-01,area,9,0.31,0.2,0.6
salmon,2021-10-01,area,9,0.35,0.23,0.55
salmon,2021-11-01,area,9,0.34,0.21,0.67
salmon,2021-12-01,area,9,0.47,0.24,0.73
salmon,2022-01-01,area,9,0.39,0.22,0.84
salmon,2022-02-01,area,9,0.43,0.23,0.9
salmon,2022-03-01,area,9,0.58,0.34,1.06
salmon,2022-04-01,area,9,0.44,0.25,0.82
salmon,2022-05-01,area,9,0.49,0.29,1.13
salmon,2022-06-01,area,9,0.33,0.15,0.83
salmon,2022-07-01,area,9,0.17,0.11,0.34
salmon,2022-08-01,area,9,0.28,0.19,0.68
salmon,2022-09-01,area,9,0.34,0.18,0.55
salmon,2022-10-01,area,9,0.39,0.16,0.62
salmon,2022-11-01,area,9,0.41,0.29,0.86
salmon,2022-12-01,area,9,0.59,0.37,1.15
salmon,2023-01-01,area,9,0.56,0.4,1.16
salmon,2023-02-01,area,9,0.54,0.37,0.99
salmon,2023-03-01,area,9,0.62,0.46,1.07
salmon,2023-04-01,area,9,0.54,0.31,0.99
salmon,2023-05-01,area,9,0.9,0.45,1.97
salmon,2023-06-01,area,9,0.54,0.36,1.06
salmon,2023-07-01,area,9,0.36,0.19,0.73
salmon,2023-08-01,area,9,0.45,0.25,0.82
salmon,2023-09-01,area,9,0.56,0.29,0.91
salmon,2023-10-01,area,9,0.43,0.28,0.68
salmon,2023-11-01,area,9,0.38,0.26,0.65
salmon,2023-12-01,area,9,0.42,0.25,0.77
salmon,2024-01-01,area,9,0.4,0.25,0.61
salmon,2024-02-01,area,9,0.44,0.25,0.76
salmon,2024-03-01,area,9,0.4,0.23,0.67
salmon,2024-04-01,area,9,0.34,0.18,0.68
salmon,2024-05-01,area,9,0.36,0.16,0.94
salmon,2024-06-01,area,9,0.27,0.15,0.75
salmon,2024-07-01,area,9,0.29,0.17,0.47
salmon,2024-08-01,area,9,0.44,0.29,0.72
salmon,2024-09-01,area,9,0.42,0.22,0.75
salmon,2024-10-01,area,9,0.39,0.2,0.66
salmon,2024-11-01,area,9,0.32,0.19,0.62
salmon,2024-12-01,area,9,0.43,0.21,0.84
salmon,2025-01-01,area,9,0.45,0.23,0.93
salmon,2025-02-01,area,9,0.3,0.21,0.55
salmon,2025-03-01,area,9,0.29,0.15,0.58
salmon,2025-04-01,area,9,0.34,0.15,0.72
salmon,2025-05-01,area,9,0.51,0.2,1.85
salmon,2025-06-01,area,9,0.29,0.19,0.49
salmon,2025-07-01,area,9,0.27,0.19,0.43
salmon,2025-08-01,area,9,0.43,0.19,0.99
salmon,2025-09-01,area,9,0.37,0.21,0.67
salmon,2025-10-01,area,9,0.3,0.14,0.54
salmon,2025-11-01,area,9,0.31,0.19,0.55
salmon,2025-12-01,area,9,0.34,0.23,0.74
salmon,2020-01-01,area,10,0.53,0.3,0.85
salmon,2020-02-01,area,10,0.55,0.31,0.76
salmon,2020-03-01,area,10,0.56,0.33,0.88
salmon,2020-04-01,area,10,0.42,0.3,1.27
salmon,2020-05-01,area,10,0.42,0.23,1.52
salmon,2020-06-01,area,10,0.18,0.13,0.71
salmon,2020-07-01,area,10,0.17,0.12,0.37
salmon,2020-08-01,area,10,0.25,0.13,0.65
salmon,2020-09-01,area,10,0.43,0.18,0.95
salmon,2020-10-01,area,10,0.33,0.15,0.69
salmon,2020-11-01,area,10,0.4,0.19,0.72
salmon,2020-12-01,area,10,0.58,0.33,0.92
salmon,2021-01-01,area,10,0.6,0.39,1.42
salmon,2021-02-01,area,10,0.67,0.28,1.23
salmon,2021-03-01,area,10,0.79,0.36,1.25
salmon,2021-04-01,area,10,0.56,0.3,1.21
salmon,2021-05-01,area,10,0.57,0.22,1.75
salmon,2021-06-01,area,10,0.34,0.13,1.21
salmon,2021-07-01,area,10,0.24,0.11,0.42
salmon,2021-08-01,area,10,0.38,0.17,0.61
salmon,2021-09-01,area,10,0.47,0.2,1.01
salmon,2021-10-01,area,10,0.44,0.19,0.95
salmon,2021-11-01,area,10,0.68,0.34,1.06
salmon,2021-12-01,area,10,0.59,0.38,1.18
salmon,2022-01-01,area,10,0.62,0.37,1.17
salmon,2022-02-01,area,10,0.74,0.46,1.08
salmon,2022-03-01,area,10,0.79,0.58,1.23
salmon,2022-04-01,area,10,0.86,0.5,1.14
salmon,2022-05-01,area,10,0.65,0.41,1.17
salmon,2022-06-01,area,10,0.45,0.21,1.07
salmon,2022-07-01,area,10,0.26,0.11,0.46
salmon,2022-08-01,area,10,0.39,0.23,0.63
salmon,2022-09-01,area,10,0.33,0.22,0.91
salmon,2022-10-01,area,10,0.39,0.24,0.69
salmon,2022-11-01,area,10,0.46,0.26,0.86
salmon,2022-12-01,area,10,0.55,0.34,1.43
salmon,2023-01-01,area,10,0.64,0.4,1.44
salmon,2023-02-01,area,10,0.78,0.35,1.6
salmon,2023-03-01,area,10,0.82,0.4,1.8
salmon,2023-04-01,area,10,0.84,0.45,1.41
salmon,2023-05-01,area,10,0.71,0.39,1.52
salmon,2023-06-01,area,10,0.3,0.16,0.86
salmon,2023-07-01,area,10,0.2,0.12,0.57
salmon,2023-08-01,area,10,0.26,0.17,0.57
salmon,2023-09-01,area,10,0.42,0.23,0.6
salmon,2023-10-01,area,10,0.63,0.28,0.84
salmon,2023-11-01,area,10,0.82,0.35,1.56
salmon,2023-12-01,area,10,0.72,0.5,1.68
salmon,2024-01-01,area,10,0.9,0.61,1.62
salmon,2024-02-01,area,10,0.96,0.63,1.38
salmon,2024-03-01,area,10,1.14,0.62,1.88
salmon,2024-04-01,area,10,0.88,0.39,1.67
salmon,2024-05-01,area,10,0.81,0.4,1.37
salmon,2024-06-01,area,10,0.37,0.18,0.67
salmon,2024-07-01,area,10,0.28,0.21,0.55
salmon,2024-08-01,area,10,0.59,0.4,1.02
salmon,2024-09-01,area,10,0.63,0.35,1.37
salmon,2024-10-01,area,10,0.47,0.26,1
salmon,2024-11-01,area,10,0.46,0.24,0.77
salmon,2024-12-01,area,10,0.36,0.24,0.53
salmon,2025-01-01,area,10,0.4,0.27,0.77
salmon,2025-02-01,area,10,0.34,0.19,0.54
salmon,2025-03-01,area,10,0.38,0.2,0.62
salmon,2025-04-01,area,10,0.37,0.16,0.63
salmon,2025-05-01,area,10,0.6,0.24,1.99
salmon,2025-06-01,area,10,0.29,0.16,0.51
salmon,2025-07-01,area,10,0.21,0.15,0.36
salmon,2025-08-01,area,10,0.36,0.25,0.67
salmon,2025-09-01,area,10,0.42,0.26,0.67
salmon,2025-10-01,area,10,0.38,0.24,0.82
salmon,2025-11-01,area,10,0.43,0.26,0.74
salmon,2025-12-01,area,10,0.48,0.3,0.81
salmon,2020-01-01,area,11,0.77,0.31,1.99
salmon,2020-02-01,area,11,0.9,0.38,2.55
salmon,2020-03-01,area,11,1.15,0.43,4.05
salmon,2020-04-01,area,11,0.96,0.34,2.73
salmon,2020-05-01,area,11,1.1,0.24,1.94
salmon,2020-06-01,area,11,0.31,0.19,0.56
salmon,2020-07-01,area,11,0.14,0.12,0.27
salmon,2020-08-01,area,11,0.2,0.13,0.32
salmon,2020-09-01,area,11,0.25,0.15,0.5
salmon,2020-10-01,area,11,0.62,0.25,0.96
salmon,2020-11-01,area,11,0.38,0.15,0.56
salmon,2020-12-01,area,11,0.65,0.29,0.96
salmon,2021-01-01,area,11,0.68,0.35,1.15
salmon,2021-02-01,area,11,0.83,0.5,1.43
salmon,2021-03-01,area,11,0.99,0.66,1.68
salmon,2021-04-01,area,11,0.88,0.5,1.22
salmon,2021-05-01,area,11,0.78,0.42,2.12
salmon,2021-06-01,area,11,0.47,0.29,1.16
salmon,2021-07-01,area,11,0.21,0.09,0.51
salmon,2021-08-01,area,11,0.37,0.16,0.82
salmon,2021-09-01,area,11,0.24,0.14,0.56
salmon,2021-10-01,area,11,0.49,0.16,0.77
salmon,2021-11-01,area,11,0.43,0.19,0.73
salmon,2021-12-01,area,11,0.43,0.24,0.88
salmon,2022-01-01,area,11,0.46,0.27,1.04
salmon,2022-02-01,area,11,0.74,0.37,1.05
salmon,2022-03-01,area,11,0.63,0.44,1.66
salmon,2022-04-01,area,11,0.45,0.28,0.9
salmon,2022-05-01,area,11,0.48,0.32,0.72
salmon,2022-06-01,area,11,0.3,0.2,0.49
salmon,2022-07-01,area,11,0.2,0.11,0.33
salmon,2022-08-01,area,11,0.17,0.1,0.39
salmon,2022-09-01,area,11,0.28,0.17,0.43
salmon,2022-10-01,area,11,0.26,0.15,0.46
salmon,2022-11-01,area,11,0.36,0.21,0.74
salmon,2022-12-01,area,11,0.32,0.25,0.88
salmon,2023-01-01,area,11,0.43,0.25,1.04
salmon,2023-02-01,area,11,0.37,0.18,0.89
salmon,2023-03-01,area,11,0.51,0.29,1.32
salmon,2023-04-01,area,11,0.41,0.21,0.71
salmon,2023-05-01,area,11,0.28,0.22,0.74
salmon,2023-06-01,area,11,0.31,0.18,0.87
salmon,2023-07-01,area,11,0.14,0.12,0.29
salmon,2023-08-01,area,11,0.17,0.1,0.3
salmon,2023-09-01,area,11,0.37,0.17,0.65
salmon,2023-10-01,area,11,0.51,0.28,0.8
salmon,2023-11-01,area,11,0.51,0.3,1.03
salmon,2023-12-01,area,11,0.66,0.25,1.02
salmon,2024-01-01,area,11,0.33,0.25,0.96
salmon,2024-02-01,area,11,0.57,0.21,0.69
salmon,2024-03-01,area,11,0.53,0.2,0.86
salmon,2024-04-01,area,11,0.54,0.19,0.67
salmon,2024-05-01,area,11,0.68,0.24,1.02
salmon,2024-06-01,area,11,0.33,0.18,0.79
salmon,2024-07-01,area,11,0.18,0.1,0.38
salmon,2024-08-01,area,11,0.3,0.21,0.54
salmon,2024-09-01,area,11,0.55,0.36,0.85
salmon,2024-10-01,area,11,0.56,0.46,0.96
salmon,2024-11-01,area,11,0.57,0.29,1.08
salmon,2024-12-01,area,11,0.54,0.29,1.02
salmon,2025-01-01,area,11,0.6,0.29,1.14
salmon,2025-02-01,area,11,0.39,0.26,0.81
salmon,2025-03-01,area,11,0.45,0.25,0.76
salmon,2025-04-01,area,11,0.35,0.23,0.52
salmon,2025-05-01,area,11,0.39,0.19,0.95
salmon,2025-06-01,area,11,0.34,0.16,0.97
salmon,2025-07-01,area,11,0.24,0.17,0.33
salmon,2025-08-01,area,11,0.22,0.14,0.41
salmon,2025-09-01,area,11,0.33,0.24,0.49
salmon,2025-10-01,area,11,0.41,0.23,0.65
salmon,2025-11-01,area,11,0.42,0.27,0.56
salmon,2025-12-01,area,11,0.28,0.21,0.52
salmon,2020-01-01,area,12 & 13,0.69,0.39,1.34
salmon,2020-02-01,area,12 & 13,0.86,0.41,2.18
salmon,2020-03-01,area,12 & 13,0.88,0.44,1.95
salmon,2020-04-01,area,12 & 13,0.61,0.35,1.26
salmon,2020-05-01,area,12 & 13,0.52,0.27,1.03
salmon,2020-06-01,area,12 & 13,0.44,0.28,0.64
salmon,2020-07-01,area,12 & 13,0.23,0.12,0.43
salmon,2020-08-01,area,12 & 13,0.21,0.13,0.44
salmon,2020-09-01,area,12 & 13,0.31,0.22,0.61
salmon,2020-10-01,area,12 & 13,0.37,0.25,0.8
salmon,2020-11-01,area,12 & 13,0.42,0.19,0.9
salmon,2020-12-01,area,12 & 13,0.56,0.27,1.13
salmon,2021-01-01,area,12 & 13,0.61,0.34,1.34
salmon,2021-02-01,area,12 & 13,0.54,0.26,1.62
salmon,2021-03-01,area,12 & 13,0.65,0.35,2.27
salmon,2021-04-01,area,12 & 13,0.44,0.23,1.23
salmon,2021-05-01,area,12 & 13,0.58,0.25,1.53
salmon,2021-06-01,area,12 & 13,0.43,0.18,1.11
salmon,2021-07-01,area,12 & 13,0.24,0.11,0.63
salmon,2021-08-01,area,12 & 13,0.19,0.13,0.5
salmon,2021-09-01,area,12 & 13,0.32,0.18,0.47
salmon,2021-10-01,area,12 & 13,0.4,0.24,0.7
salmon,2021-11-01,area,12 & 13,0.53,0.27,1.05
salmon,2021-12-01,area,12 & 13,0.57,0.27,1.36
salmon,2022-01-01,area,12 & 13,0.51,0.35,1.37
salmon,2022-02-01,area,12 & 13,0.61,0.31,0.99
salmon,2022-03-01,area,12 & 13,0.88,0.42,1.46
salmon,2022-04-01,area,12 & 13,0.54,0.35,0.92
salmon,2022-05-01,area,12 & 13,0.48,0.29,0.77
salmon,2022-06-01,area,12 & 13,0.33,0.16,0.78
salmon,2022-07-01,area,12 & 13,0.19,0.14,0.32
salmon,2022-08-01,area,12 & 13,0.29,0.14,0.5
salmon,2022-09-01,area,12 & 13,0.45,0.32,1.14
salmon,2022-10-01,area,12 & 13,0.58,0.23,1.4
salmon,2022-11-01,area,12 & 13,0.6,0.24,1.16
salmon,2022-12-01,area,12 & 13,0.76,0.52,1.33
salmon,2023-01-01,area,12 & 13,1.16,0.43,1.68
salmon,2023-02-01,area,12 & 13,0.97,0.35,2.77
salmon,2023-03-01,area,12 & 13,1.29,0.4,2.34
salmon,2023-04-01,area,12 & 13,0.61,0.25,1.15
salmon,2023-05-01,area,12 & 13,0.51,0.26,0.9
salmon,2023-06-01,area,12 & 13,0.36,0.17,0.72
salmon,2023-07-01,area,12 & 13,0.18,0.13,0.3
salmon,2023-08-01,area,12 & 13,0.44,0.2,0.7
salmon,2023-09-01,area,12 & 13,0.65,0.39,1.14
salmon,2023-10-01,area,12 & 13,0.69,0.38,1.37
salmon,2023-11-01,area,12 & 13,0.68,0.37,1.23
salmon,2023-12-01,area,12 & 13,1,0.51,1.37
salmon,2024-01-01,area,12 & 13,1.12,0.47,2.28
salmon,2024-02-01,area,12 & 13,1.11,0.46,2.21
salmon,2024-03-01,area,12 & 13,0.96,0.44,1.51
salmon,2024-04-01,area,12 & 13,0.59,0.3,0.92
salmon,2024-05-01,area,12 & 13,0.5,0.32,0.79
salmon,2024-06-01,area,12 & 13,0.42,0.26,0.76
salmon,2024-07-01,area,12 & 13,0.27,0.16,0.54
salmon,2024-08-01,area,12 & 13,0.46,0.27,0.59
salmon,2024-09-01,area,12 & 13,0.8,0.54,1.19
salmon,2024-10-01,area,12 & 13,0.88,0.47,1.38
salmon,2024-11-01,area,12 & 13,0.62,0.3,1.15
salmon,2024-12-01,area,12 & 13,0.76,0.43,1.58
salmon,2025-01-01,area,12 & 13,0.81,0.4,1.17
salmon,2025-02-01,area,12 & 13,0.61,0.3,1.27
salmon,2025-03-01,area,12 & 13,0.51,0.28,0.88
salmon,2025-04-01,area,12 & 13,0.33,0.2,0.62
salmon,2025-05-01,area,12 & 13,0.36,0.21,1.1
salmon,2025-06-01,area,12 & 13,0.21,0.14,0.54
salmon,2025-07-01,area,12 & 13,0.14,0.09,0.42
salmon,2025-08-01,area,12 & 13,0.3,0.17,0.55
salmon,2025-09-01,area,12 & 13,0.37,0.27,0.57
salmon,2025-10-01,area,12 & 13,0.43,0.23,0.86
salmon,2025-11-01,area,12 & 13,0.32,0.19,0.48
salmon,2025-12-01,area,12 & 13,0.37,0.23,0.75
salmon,2020-01-01,country,Norge,0.58,0.26,1.46
salmon,2020-02-01,country,Norge,0.6,0.25,1.45
salmon,2020-03-01,country,Norge,0.62,0.28,1.45
salmon,2020-04-01,country,Norge,0.6,0.27,1.44
salmon,2020-05-01,country,Norge,0.55,0.22,1.3
salmon,2020-06-01,country,Norge,0.41,0.17,0.97
salmon,2020-07-01,country,Norge,0.34,0.15,0.84
salmon,2020-08-01,country,Norge,0.41,0.2,1.1
salmon,2020-09-01,country,Norge,0.44,0.2,1.06
salmon,2020-10-01,country,Norge,0.48,0.23,1.19
salmon,2020-11-01,country,Norge,0.46,0.21,1.02
salmon,2020-12-01,country,Norge,0.6,0.29,1.37
salmon,2021-01-01,country,Norge,0.61,0.29,1.42
salmon,2021-02-01,country,Norge,0.63,0.27,1.44
salmon,2021-03-01,country,Norge,0.83,0.35,1.91
salmon,2021-04-01,country,Norge,0.74,0.31,1.73
salmon,2021-05-01,country,Norge,0.62,0.24,1.79
salmon,2021-06-01,country,Norge,0.44,0.18,1.28
salmon,2021-07-01,country,Norge,0.45,0.18,1.14
salmon,2021-08-01,country,Norge,0.45,0.23,1.04
salmon,2021-09-01,country,Norge,0.49,0.26,1.03
salmon,2021-10-01,country,Norge,0.51,0.26,1.1
salmon,2021-11-01,country,Norge,0.45,0.24,1.04
salmon,2021-12-01,country,Norge,0.62,0.31,1.42
salmon,2022-01-01,country,Norge,0.67,0.32,1.49
salmon,2022-02-01,country,Norge,0.7,0.32,1.57
salmon,2022-03-01,country,Norge,0.82,0.38,1.88
salmon,2022-04-01,country,Norge,0.73,0.33,1.68
salmon,2022-05-01,country,Norge,0.56,0.29,1.27
salmon,2022-06-01,country,Norge,0.42,0.21,1.07
salmon,2022-07-01,country,Norge,0.4,0.18,0.95
salmon,2022-08-01,country,Norge,0.46,0.21,1.11
salmon,2022-09-01,country,Norge,0.49,0.25,1.17
salmon,2022-10-01,country,Norge,0.5,0.25,1.23
salmon,2022-11-01,country,Norge,0.64,0.29,1.47
salmon,2022-12-01,country,Norge,0.69,0.36,1.65
salmon,2023-01-01,country,Norge,0.85,0.41,1.9
salmon,2023-02-01,country,Norge,0.78,0.37,1.64
salmon,2023-03-01,country,Norge,0.83,0.41,1.96
salmon,2023-04-01,country,Norge,0.73,0.33,1.43
salmon,2023-05-01,country,Norge,0.68,0.33,1.5
salmon,2023-06-01,country,Norge,0.52,0.23,1.25
salmon,2023-07-01,country,Norge,0.35,0.16,0.86
salmon,2023-08-01,country,Norge,0.44,0.21,0.98
salmon,2023-09-01,country,Norge,0.6,0.31,1.33
salmon,2023-10-01,country,Norge,0.58,0.3,1.33
salmon,2023-11-01,country,Norge,0.67,0.31,1.41
salmon,2023-12-01,country,Norge,0.79,0.35,1.71
salmon,2024-01-01,country,Norge,0.76,0.35,1.78
salmon,2024-02-01,country,Norge,0.84,0.39,1.81
salmon,2024-03-01,country,Norge,0.76,0.35,1.48
salmon,2024-04-01,country,Norge,0.65,0.31,1.19
salmon,2024-05-01,country,Norge,0.5,0.24,1.11
salmon,2024-06-01,country,Norge,0.36,0.17,0.84
salmon,2024-07-01,country,Norge,0.38,0.19,0.75
salmon,2024-08-01,country,Norge,0.52,0.29,1.04
salmon,2024-09-01,country,Norge,0.56,0.3,1.26
salmon,2024-10-01,country,Norge,0.54,0.29,1.11
salmon,2024-11-01,country,Norge,0.49,0.26,1.06
salmon,2024-12-01,country,Norge,0.55,0.28,1.11
salmon,2025-01-01,country,Norge,0.59,0.31,1.33
salmon,2025-02-01,country,Norge,0.53,0.27,1.24
salmon,2025-03-01,country,Norge,0.53,0.27,1.13
salmon,2025-04-01,country,Norge,0.53,0.26,1.08
salmon,2025-05-01,country,Norge,0.5,0.21,1.27
salmon,2025-06-01,country,Norge,0.4,0.19,0.96
salmon,2025-07-01,country,Norge,0.44,0.2,1.01
salmon,2025-08-01,country,Norge,0.52,0.24,1.24
salmon,2025-09-01,country,Norge,0.56,0.28,1.27
salmon,2025-10-01,country,Norge,0.58,0.26,1.18
salmon,2025-11-01,country,Norge,0.48,0.26,1.07
salmon,2025-12-01,country,Norge,0.54,0.28,1.1
salmon,2020-01-01,county,Agder & Rogaland,0.43,0.2,1.6
salmon,2020-02-01,county,Agder & Rogaland,0.52,0.21,1.08
salmon,2020-03-01,county,Agder & Rogaland,0.52,0.31,1.62
salmon,2020-04-01,county,Agder & Rogaland,0.45,0.26,1.05
salmon,2020-05-01,county,Agder & Rogaland,0.41,0.25,1.12
salmon,2020-06-01,county,Agder & Rogaland,0.54,0.36,1.39
salmon,2020-07-01,county,Agder & Rogaland,0.46,0.22,1.06
salmon,2020-08-01,county,Agder & Rogaland,1,0.51,1.76
salmon,2020-09-01,county,Agder & Rogaland,0.79,0.3,2.09
salmon,2020-10-01,county,Agder & Rogaland,1,0.36,2.02
salmon,2020-11-01,county,Agder & Rogaland,0.65,0.27,1.42
salmon,2020-12-01,county,Agder & Rogaland,0.94,0.3,1.63
salmon,2021-01-01,county,Agder & Rogaland,0.69,0.23,1.4
salmon,2021-02-01,county,Agder & Rogaland,0.83,0.25,1.85
salmon,2021-03-01,county,Agder & Rogaland,0.83,0.28,2.94
salmon,2021-04-01,county,Agder & Rogaland,1.02,0.28,1.91
salmon,2021-05-01,county,Agder & Rogaland,0.77,0.2,2.1
salmon,2021-06-01,county,Agder & Rogaland,0.66,0.27,3.9
salmon,2021-07-01,county,Agder & Rogaland,0.99,0.51,2.1
salmon,2021-08-01,county,Agder & Rogaland,0.93,0.36,1.97
salmon,2021-09-01,county,Agder & Rogaland,0.81,0.45,1.29
salmon,2021-10-01,county,Agder & Rogaland,0.49,0.27,1.27
salmon,2021-11-01,county,Agder & Rogaland,0.43,0.22,1.06
salmon,2021-12-01,county,Agder & Rogaland,0.66,0.33,1.76
salmon,2022-01-01,county,Agder & Rogaland,0.93,0.35,2.17
salmon,2022-02-01,county,Agder & Rogaland,1.17,0.3,2.5
salmon,2022-03-01,county,Agder & Rogaland,0.94,0.33,2.15
salmon,2022-04-01,county,Agder & Rogaland,0.7,0.24,1.96
salmon,2022-05-01,county,Agder & Rogaland,0.46,0.21,0.83
salmon,2022-06-01,county,Agder & Rogaland,0.7,0.32,1.66
salmon,2022-07-01,county,Agder & Rogaland,0.8,0.35,1.57
salmon,2022-08-01,county,Agder & Rogaland,1.26,0.63,3.01
salmon,2022-09-01,county,Agder & Rogaland,1.55,0.51,3.53
salmon,2022-10-01,county,Agder & Rogaland,1.02,0.27,2.21
salmon,2022-11-01,county,Agder & Rogaland,0.52,0.24,1.69
salmon,2022-12-01,county,Agder & Rogaland,0.61,0.35,2.38
salmon,2023-01-01,county,Agder & Rogaland,1.02,0.36,2.26
