id,celebrate,main_dish,main_dish_other,main_prep,main_prep_other,stuffing,stuffing_other,cranberry,cranberry_other,gravy,side1,side2,side3,side4,side5,side6,side7,side8,side9,side10,side11,side12,side13,side14,side15,pie1,pie2,pie3,pie4,pie5,pie6,pie7,pie8,pie9,pie10,pie11,pie12,pie13,dessert1,dessert2,dessert3,dessert4,dessert5,dessert6,dessert7,dessert8,dessert9,dessert10,dessert11,dessert12,prayer,travel,watch_program,kids_table_age,hometown_friends,friendsgiving,black_friday,work_retail,work_black_friday,community_type,age,gender,family_income,us_region
4336780483,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Rural,60+,Female,Prefer not to answer,West South Central
4336779288,Yes,Turkey,NA,Baked,NA,Rice-based,NA,Canned,NA,Yes,NA,Carrots,Cauliflower,Corn,Cornbread,NA,NA,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,Coconut cream,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,Carrot cake,Cheesecake,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,Yes,No,Urban,30 - 44,Male,"$75,000 to $99,999",Middle Atlantic
4336776734,Yes,Turkey,NA,Baked,NA,Other (please specify),cornbread,Canned,NA,Yes,NA,NA,NA,NA,NA,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,Other (please specify),rice,Apple,NA,NA,Chocolate,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,Yes,No,NA,Urban,60+,Female,"$10,000 to $24,999",South Atlantic
4336775444,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,Fruit salad,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,Cheesecake,Cookies,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Male,"$100,000 to $124,999",West South Central
4336775416,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,Chocolate,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,Yes,No,NA,Suburban,45 - 59,Male,"$200,000 and up",Middle Atlantic
4336774641,Yes,Turkey,NA,Other (please specify),Smoked,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),just pie,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,NA,Suburban,45 - 59,Female,Prefer not to answer,South Atlantic
4336772456,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Other (please specify),stuffing,Yes,NA,NA,NA,NA,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,Key lime,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,Blondies,NA,Carrot cake,Cheesecake,NA,NA,NA,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,Yes,Yes,No,NA,Urban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336772452,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,16,Yes,No,No,No,NA,Suburban,60+,Male,"$200,000 and up",Middle Atlantic
4336771206,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,21 or older,No,No,No,No,NA,Rural,60+,Male,"$100,000 to $124,999",East North Central
4336770959,Yes,Ham/Pork,NA,Baked,NA,Bread-based,NA,None,NA,Yes,NA,NA,NA,NA,Cornbread,NA,NA,Macaroni and cheese,Mashed potatoes,NA,NA,Vegetable salad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),cake,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Rural,30 - 44,Female,"$10,000 to $24,999",Middle Atlantic
4336768956,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,No,No,No,NA,Urban,60+,Male,"$100,000 to $124,999",South Atlantic
4336768662,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,Carrots,NA,Corn,NA,NA,NA,NA,NA,Rolls/biscuits,Squash,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,15,No,No,No,No,NA,Suburban,60+,Male,"$100,000 to $124,999",Middle Atlantic
4336768149,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,Cherry,NA,Coconut cream,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Male,"$50,000 to $74,999",East North Central
4336768062,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 - 29,Male,Prefer not to answer,Middle Atlantic
4336767119,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Female,"$75,000 to $99,999",Middle Atlantic
4336766876,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,60+,Female,"$25,000 to $49,999",South Atlantic
4336764121,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,None,NA,No,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,NA,Rural,18 - 29,Female,"$75,000 to $99,999",West South Central
4336764087,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336763694,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,Other (please specify),"Oyster cassarole, home baked bread",Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,21 or older,No,No,No,No,NA,Rural,45 - 59,Female,"$200,000 and up",Middle Atlantic
4336763416,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,No,NA,Carrots,NA,NA,NA,NA,NA,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,Key lime,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,NA,Suburban,18 - 29,Male,Prefer not to answer,West South Central
4336763302,Yes,Turkey,NA,Fried,NA,Bread-based,NA,None,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,Apple cobbler,NA,Brownies,NA,Cheesecake,NA,NA,NA,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,14,No,No,No,No,NA,Urban,45 - 59,Male,"$25,000 to $49,999",East South Central
4336762600,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,NA,Squash,NA,Yams/sweet potato casserole,Other (please specify),Broccoli casserole,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,No,No,NA,Suburban,60+,Female,"$175,000 to $199,999",East South Central
4336762458,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,No,NA,Carrots,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,NA,Suburban,60+,Female,"$25,000 to $49,999",Middle Atlantic
4336762096,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,NA,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,NA,10 or younger,Yes,Yes,No,No,NA,Urban,45 - 59,Male,"$125,000 to $149,999",Pacific
4336761799,Yes,Ham/Pork,NA,Baked,NA,None,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,Cookies,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,Yes,No,No,No,NA,Suburban,45 - 59,Male,"$25,000 to $49,999",Pacific
4336761290,Yes,Turkey,NA,Other (please specify),Cooked on a Weber Charcoal Grill,Other (please specify),Family recipe,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apple cobbler,NA,Brownies,Carrot cake,Cheesecake,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,13,Yes,Yes,Yes,No,NA,Rural,45 - 59,Male,Prefer not to answer,Middle Atlantic
4336760341,Yes,Turkey,NA,Other (please specify),Grilled,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,Carrots,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,Brownies,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,NA,21 or older,No,No,No,No,NA,Rural,18 - 29,Female,Prefer not to answer,New England
4336760110,Yes,Tofurkey,NA,Roasted,NA,Bread-based,NA,None,NA,Yes,Brussel sprouts,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,Squash,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,21 or older,No,No,No,No,NA,Suburban,18 - 29,Female,Prefer not to answer,South Atlantic
4336759353,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,NA,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,Yes,Yes,No,No,NA,Suburban,60+,Male,"$25,000 to $49,999",East North Central
4336758840,Yes,Ham/Pork,NA,Baked,NA,Bread-based,NA,None,NA,Yes,NA,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,NA,Urban,30 - 44,Male,"$50,000 to $74,999",Mountain
4336756589,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,20,No,Yes,Yes,No,NA,Suburban,45 - 59,Female,"$200,000 and up",Middle Atlantic
4336756075,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,No,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Suburban,60+,Male,"$100,000 to $124,999",East North Central
4336754872,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,NA,Suburban,60+,Male,"$125,000 to $149,999",South Atlantic
4336754457,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,Yes,Yes,No,No,NA,Suburban,45 - 59,Female,"$100,000 to $124,999",South Atlantic
4336754179,Yes,Turkey,NA,Baked,NA,Rice-based,NA,Homemade,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,NA,Suburban,60+,Male,"$100,000 to $124,999",South Atlantic
4336752791,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,Cauliflower,NA,NA,NA,NA,NA,NA,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),rhubarb strawberry,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,No,No,No,NA,Suburban,60+,Male,"$200,000 and up",Middle Atlantic
4336752314,Yes,Ham/Pork,NA,Baked,NA,Bread-based,NA,None,NA,No,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,Carrot cake,NA,NA,NA,NA,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,Yes,Yes,No,No,NA,Suburban,45 - 59,Male,"$100,000 to $124,999",West North Central
4336752112,Yes,Other (please specify),No predictable main dish,Other (please specify),Varies,None,NA,Canned,NA,No,NA,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,NA,NA,Vegetable salad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,NA,Urban,60+,Female,"$75,000 to $99,999",West North Central
4336749249,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,NA,Other (please specify),green salad,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,Other (please specify),apricot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),pies,No,Thanksgiving is happening at my home--I won't travel at all,NA,11,No,Yes,No,No,NA,Rural,45 - 59,Female,"$150,000 to $174,999",New England
4336748097,Yes,Turkey,NA,Baked,NA,Rice-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,NA,NA,NA,Apple,NA,NA,Chocolate,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,Brownies,Carrot cake,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,No,No,No,NA,Suburban,30 - 44,Male,Prefer not to answer,South Atlantic
4336747306,Yes,Turkey,NA,Baked,NA,Bread-based,NA,None,NA,Yes,NA,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,NA,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4336746217,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,21 or older,No,No,No,No,NA,Urban,45 - 59,Male,"$0 to $9,999",Middle Atlantic
4336746110,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,Carrot cake,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,Yes,No,NA,Suburban,45 - 59,Female,"$25,000 to $49,999",East South Central
4336746002,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,Fruit salad,NA,Macaroni and cheese,NA,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,Other (please specify),Broccoli casserole,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,NA,Suburban,60+,Female,"$10,000 to $24,999",West South Central
4336745373,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,Apple cobbler,NA,NA,Carrot cake,Cheesecake,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,Yes,No,NA,Urban,60+,Female,"$25,000 to $49,999",South Atlantic
4336744632,Yes,Turkey,NA,Baked,NA,None,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,No,No,No,No,NA,Urban,60+,Male,"$50,000 to $74,999",Middle Atlantic
4336743563,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,No,No,No,No,NA,Suburban,60+,Male,"$100,000 to $124,999",East North Central
4336738591,Yes,Turducken,NA,Roasted,NA,None,NA,None,NA,No,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,17,Yes,Yes,Yes,No,NA,Rural,30 - 44,Male,Prefer not to answer,Middle Atlantic
