num,id,name,year,rank,average,bayes_average,users_rated,url,thumbnail
20347,14132,Project Pornstar,2004,20348,5.36,5.477,136,/boardgame/14132/project-pornstar,https://cf.geekdo-images.com/s-wd6pd6bZGAhD5UFgGxJQ__micro/img/qKotqHneaBrYiEds174NQMyWcbk=/fit-in/64x64/filters:strip_icc()/pic451248.jpg
19476,32431,Altamira,2007,19477,5.38,5.488,136,/boardgame/32431/altamira,https://cf.geekdo-images.com/7u4C8H5Be_wZksddpHx6qQ__micro/img/nGGmWKgAM5M26bflHm2WPdO1_VU=/fit-in/64x64/filters:strip_icc()/pic260577.jpg
14188,2668,Picture Picture,1992,14189,5.81,5.522,136,/boardgame/2668/picture-picture,https://cf.geekdo-images.com/kse6T1NYtaieHmEkUv7lEg__micro/img/mgSRc9x3tEsHRkIjhuXzsBxqpw0=/fit-in/64x64/filters:strip_icc()/pic470118.jpg
5309,213497,"Red Storm: The Air War Over Central Germany, 1987",2019,5310,8.39,5.683,136,/boardgame/213497/red-storm-air-war-over-central-germany-1987,https://cf.geekdo-images.com/YyhwnLZHfhxQAoJCmDUDZw__micro/img/QsyeWCkSD7FTb7DitVOuqvwEYXk=/fit-in/64x64/filters:strip_icc()/pic4762608.jpg
8473,23915,Solitaire Caesar,2006,8474,6.71,5.578,136,/boardgame/23915/solitaire-caesar,https://cf.geekdo-images.com/xt2WhA6Knt4eWG2yOZvltA__micro/img/BmdABSeSF2MBm47RTLS_WhdLu04=/fit-in/64x64/filters:strip_icc()/pic2918848.png
9094,3403,Rise and Fall,1989,9095,6.52,5.567,136,/boardgame/3403/rise-and-fall,https://cf.geekdo-images.com/6oR1n5GpC8v8mCC5Vnbr1Q__micro/img/MCZPPW4AeCGct8RdcrpXJwrh_uc=/fit-in/64x64/filters:strip_icc()/pic13368.jpg
16262,166,Black Death,1993,16263,5.75,5.511,136,/boardgame/166/black-death,https://cf.geekdo-images.com/mxbMlJr5GIu4rbOlDlBavw__micro/img/nPsJAydPEKqPRGOV3e8srjA-tgs=/fit-in/64x64/filters:strip_icc()/pic180585.jpg
8113,193422,C.O.G.,2017,8114,6.65,5.585,136,/boardgame/193422/cog,https://cf.geekdo-images.com/0nVD5Qhqc0cpy3mClY4UlQ__micro/img/2vjrLMk6LoOTkaBN_9R7qlAovlo=/fit-in/64x64/filters:strip_icc()/pic3174916.jpg
8510,180906,Portal of Morth,2015,8511,6.71,5.577,136,/boardgame/180906/portal-morth,https://cf.geekdo-images.com/tvxmRZ0Fo-hJ6sySry3LuQ__micro/img/CDIF2l4ppini28Gk2fbLiSYbreY=/fit-in/64x64/filters:strip_icc()/pic2593181.jpg
10264,1246,Insecta,1992,10265,6.23,5.551,136,/boardgame/1246/insecta,https://cf.geekdo-images.com/0sqR2uC4P8l1z7Nz13HkHw__micro/img/8um6156XQ8Dej5ojGmsDZHMpHAQ=/fit-in/64x64/filters:strip_icc()/pic315948.jpg
10958,6215,StarSoldier: Tactical Warfare in the 25th Century,1977,10959,6.3,5.545,136,/boardgame/6215/starsoldier-tactical-warfare-25th-century,https://cf.geekdo-images.com/JAc8RIOZmuUaEBHVGb459g__micro/img/KGTOTSyPgIVoldLyq7ldrvAdIao=/fit-in/64x64/filters:strip_icc()/pic254967.jpg
12754,173336,Million Club,2016,12755,6.07,5.531,136,/boardgame/173336/million-club,https://cf.geekdo-images.com/8iw0bgFjV17t46BAKs8qiA__micro/img/YUcSflrmbeR0toDaz9d3QqFxzKc=/fit-in/64x64/filters:strip_icc()/pic3143873.jpg
10212,454,Tante Tarantel,1991,10213,6.18,5.552,136,/boardgame/454/tante-tarantel,https://cf.geekdo-images.com/VVaFslZfUetB-E2GgfM3-Q__micro/img/fsipx37zFMbuyEP7CmyrNTkcB8Q=/fit-in/64x64/filters:strip_icc()/pic1265993.jpg
20835,121414,Countdown: Special Ops,2013,20836,5.08,5.465,136,/boardgame/121414/countdown-special-ops,https://cf.geekdo-images.com/VzvEim9ViN7e_n0H9KXJoQ__micro/img/u8bzCOP9RXHXCxnlxZBTlrHDmOU=/fit-in/64x64/filters:strip_icc()/pic1792037.jpg
14686,33801,UNO: The Simpsons – Special Edition Card Game,2003,14687,5.81,5.519,136,/boardgame/33801/uno-simpsons-special-edition-card-game,https://cf.geekdo-images.com/1cu-XlHDT2RPtql8zAGjNQ__micro/img/TsjfZOFc3BIEQ0TN6bCNyBXGzU4=/fit-in/64x64/filters:strip_icc()/pic284311.jpg
7028,39169,"Warhammer 40,000: Codex",1994,7029,6.99,5.611,136,/boardgame/39169/warhammer-40000-codex,https://cf.geekdo-images.com/zxVVmggfpHJpmnJY9j-k1w__micro/img/6OZE0C5RkxED46qU_A2oi1t7208=/fit-in/64x64/filters:strip_icc()/pic1657689.jpg
8388,138728,Domus Domini,2015,8389,6.6,5.579,136,/boardgame/138728/domus-domini,https://cf.geekdo-images.com/Ju0i9pEC5miw1em_RKz-dQ__micro/img/9KJc3gXKksUB7YSeFbGoXaQI8Ps=/fit-in/64x64/filters:strip_icc()/pic2457649.jpg
19878,41646,Sushi Roll!,2009,19879,5.37,5.483,136,/boardgame/41646/sushi-roll,https://cf.geekdo-images.com/OyExL-SJUWVhDAL2bPYUvQ__micro/img/wOqS28v_X8_9EtQ7Uc0xsh53QuI=/fit-in/64x64/filters:strip_icc()/pic457705.jpg
18164,131530,The Hobbit: An Unexpected Journey,2012,18165,5.58,5.499,136,/boardgame/131530/hobbit-unexpected-journey,https://cf.geekdo-images.com/CA3csPZNyDgwDvxGeU0a0A__micro/img/Jzc9kUDCU2e5Pfqyv4uLXWlCX68=/fit-in/64x64/filters:strip_icc()/pic1437760.jpg
9443,20253,Diaballik,2004,9444,6.37,5.562,136,/boardgame/20253/diaballik,https://cf.geekdo-images.com/FUumu6Zo1NioPvAynFbbGg__micro/img/IBBz2atvW1HCz0rZlYT2VQ3S6Jg=/fit-in/64x64/filters:strip_icc()/pic122943.jpg
15703,3664,Grand Mastermind,1974,15704,5.76,5.514,136,/boardgame/3664/grand-mastermind,https://cf.geekdo-images.com/2eGb_rB5B0qYMcTbpnRMpA__micro/img/7ht05z2aWWUcLDC3kWtz3fw1abI=/fit-in/64x64/filters:strip_icc()/pic61925.jpg
5460,62922,None But Heroes,2011,5461,8.29,5.674,136,/boardgame/62922/none-heroes,https://cf.geekdo-images.com/tVLUf7uiZQ4kFDlzRxrAeA__micro/img/VAPt3zYd4wieBJoB6ivxhg1Sig0=/fit-in/64x64/filters:strip_icc()/pic960574.jpg
11946,158316,Villainy,2014,11947,6.12,5.536,136,/boardgame/158316/villainy,https://cf.geekdo-images.com/ukXACQ_zwgna2RSoSwwTpg__micro/img/X916MEblSMjqFwjEj6C2He2nqAQ=/fit-in/64x64/filters:strip_icc()/pic1997850.jpg
20561,46743,Pirate Code,2009,20562,5.21,5.472,136,/boardgame/46743/pirate-code,https://cf.geekdo-images.com/kdVt7CMOrvrN0YBPyoivXQ__micro/img/5xads4qhNLsAciuOKtvEyk5tcz0=/fit-in/64x64/filters:strip_icc()/pic1084810.jpg
8257,102881,Trench,2013,8258,7.85,5.582,136,/boardgame/102881/trench,https://cf.geekdo-images.com/95-DJpO8YoQ1_i5XGx54yg__micro/img/zcsZVjSrUkwYhrAU0_N5DDcvV4k=/fit-in/64x64/filters:strip_icc()/pic3675701.jpg
18172,86270,Discover India,2010,18173,5.48,5.499,136,/boardgame/86270/discover-india,https://cf.geekdo-images.com/zEkbOK8vyzqxrjN2yCRI5A__micro/img/zVKFI8jaxQagPBN1KPRtg1Wy3RE=/fit-in/64x64/filters:strip_icc()/pic1134624.jpg
13599,232300,Wallet,2017,13600,5.96,5.526,136,/boardgame/232300/wallet,https://cf.geekdo-images.com/YvD1Jbs2O1BonAptm1Kwjg__micro/img/2qW-sIVyCsfOigS_h70vPSczSFM=/fit-in/64x64/filters:strip_icc()/pic4025353.jpg
7806,57803,Forlorn: Hope,2010,7807,6.75,5.592,136,/boardgame/57803/forlorn-hope,https://cf.geekdo-images.com/0maT39kgl0FP9iGD-sQwAA__micro/img/by4pe8VweU5f8pQxW7UsSqcXZn0=/fit-in/64x64/filters:strip_icc()/pic653044.jpg
8017,148744,City of Zombies,2013,8018,6.88,5.587,136,/boardgame/148744/city-zombies,https://cf.geekdo-images.com/GIODHEEExm7sEQszCADeoA__micro/img/Z0-RcHb8kFWMZx7sWZd9Dhmcde8=/fit-in/64x64/filters:strip_icc()/pic1798117.jpg
11635,106174,Di Renjie,2012,11636,6,5.539,136,/boardgame/106174/di-renjie,https://cf.geekdo-images.com/qgxKUIVN8-CrPFpN3d4SaQ__micro/img/WjIDe5XLGUYYUb9GMMGluLW7Wt8=/fit-in/64x64/filters:strip_icc()/pic1224497.jpg
5670,227995,"Raiders of the Deep: U-boats of the Great War, 1914-18",2018,5671,8.48,5.662,136,/boardgame/227995/raiders-deep-u-boats-great-war-1914-18,https://cf.geekdo-images.com/DQ05sKiUJHEteWqIX8bGjQ__micro/img/xYwpc1n0ytpubDDRW5BK3Mdpjc0=/fit-in/64x64/filters:strip_icc()/pic3935560.png
12968,34419,Kheops,2008,12969,5.94,5.53,136,/boardgame/34419/kheops,https://cf.geekdo-images.com/pLwxBrYZacJq0lB2qm0LTg__micro/img/rtMjl7B4nQYAqdbJsNafsr-CfLY=/fit-in/64x64/filters:strip_icc()/pic2640858.jpg
5916,235362,Santa Cruz 1797,2017,5917,7.85,5.65,136,/boardgame/235362/santa-cruz-1797,https://cf.geekdo-images.com/18_NaesUn4vlvBfZgfMu8Q__micro/img/wYtA8zcMStJWwaQSvCmmSoYGfBg=/fit-in/64x64/filters:strip_icc()/pic3742407.jpg
15945,17577,Granny Apples,2005,15946,5.69,5.512,136,/boardgame/17577/granny-apples,https://cf.geekdo-images.com/CnpPKdcP_a5hTSi1GX8TEA__micro/img/mFHMdxi5DoyZai_fj6_mp8WJrvg=/fit-in/64x64/filters:strip_icc()/pic766665.jpg
5685,35476,Barbarossa: Crimea,2010,5686,7.92,5.661,136,/boardgame/35476/barbarossa-crimea,https://cf.geekdo-images.com/e21AipgvLgzIoS0F7noxOw__micro/img/og7ZeTZc7U-_RLpWdXYAxiTYcoI=/fit-in/64x64/filters:strip_icc()/pic884321.jpg
20787,258723,ToeShamBo,2019,20788,5.14,5.466,136,/boardgame/258723/toeshambo,https://cf.geekdo-images.com/VjjxuymKLRTOoYuTEpaE-Q__micro/img/k8TJLYPiLw32GWk44ZOpWaXSSd8=/fit-in/64x64/filters:strip_icc()/pic4319440.png
9473,164760,Goblin's Breakfast,2015,9474,6.9,5.562,136,/boardgame/164760/goblins-breakfast,https://cf.geekdo-images.com/Gx6gURwXGtBTwLZZjmNGcg__micro/img/jNBcPSdjfq8-4sm3-sPPOjX5XZw=/fit-in/64x64/filters:strip_icc()/pic3039641.jpg
6377,7634,Western Desert,1982,6378,7.44,5.632,136,/boardgame/7634/western-desert,https://cf.geekdo-images.com/By56cCd3lekqdzo8oCxu8Q__micro/img/bK4lLDH7VAPaGjI1R8kg-Y-SS5s=/fit-in/64x64/filters:strip_icc()/pic188897.jpg
9636,83,Sam Grant: The Civil War in the West 1862-1864,1997,9637,6.39,5.559,135,/boardgame/83/sam-grant-civil-war-west-1862-1864,https://cf.geekdo-images.com/yCCKoNrdYx-Lh3mgCM2mgg__micro/img/YnPQYorxEa0B_IW2Q9uermVaBt0=/fit-in/64x64/filters:strip_icc()/pic4265194.jpg
11291,235467,"Boom, Bang, Gold",2017,11292,6.23,5.542,135,/boardgame/235467/boom-bang-gold,https://cf.geekdo-images.com/pLpeGmmxwiXB_mV869Yj7w__micro/img/CGQU90zlz7o4LJvGOzMtwIghwUU=/fit-in/64x64/filters:strip_icc()/pic3742925.jpg
10682,4084,The Alamo,1981,10683,6.23,5.547,135,/boardgame/4084/alamo,https://cf.geekdo-images.com/NPBYl6RO25ADPPYFNeuJHQ__micro/img/rVvHQi8kmO64VFP85RBj6g4xZ1k=/fit-in/64x64/filters:strip_icc()/pic437473.jpg
8088,164236,Witch Hunt,2016,8089,7.59,5.586,135,/boardgame/164236/witch-hunt,https://cf.geekdo-images.com/D4pJ5MWHt7-mPhLfxLRmaw__micro/img/GMt0LfatEc5Rf6QrfZD5H6wAgqw=/fit-in/64x64/filters:strip_icc()/pic3226092.png
7024,238412,Heropath: Dragon Roar,2018,7025,8.17,5.611,135,/boardgame/238412/heropath-dragon-roar,https://cf.geekdo-images.com/QRiWMP27_WfVO2WtK4iqew__micro/img/CTKvLic6cGHnVBvBPKdLppntKC0=/fit-in/64x64/filters:strip_icc()/pic3815658.jpg
5559,307386,Set a Watch: Swords of the Coin,2021,5560,8.25,5.668,135,/boardgame/307386/set-watch-swords-coin,https://cf.geekdo-images.com/pMpADO0OpHoxGuwgmy5tXg__micro/img/WVq61YEjP66TeOhz304bTfLGqMw=/fit-in/64x64/filters:strip_icc()/pic5354512.png
6147,248878,FlickFleet,2018,6148,8.08,5.642,135,/boardgame/248878/flickfleet,https://cf.geekdo-images.com/Vf9fIbFADztY0OR3LUjAsA__micro/img/raA8mYawvkYAitkV5jmA-uP5kDU=/fit-in/64x64/filters:strip_icc()/pic4994624.png
10414,297864,Экивоки,2013,10415,6.4,5.55,135,/boardgame/297864/ekivoki,https://cf.geekdo-images.com/wIQwHNgonEBvdDJuvKRkkQ__micro/img/x9remH7pfKFwrQmrVKZr8fMYh6Q=/fit-in/64x64/filters:strip_icc()/pic5156776.jpg
20873,8813,Shocking Roulette,2003,20874,5.03,5.464,135,/boardgame/8813/shocking-roulette,https://cf.geekdo-images.com/GewTLInKEFtiMhZydZnz-g__micro/img/jru8kGinOvJ-sUnx86z5_ydt8ZA=/fit-in/64x64/filters:strip_icc()/pic174794.jpg
20007,14812,Camelot,2005,20008,5.3,5.482,135,/boardgame/14812/camelot,https://cf.geekdo-images.com/tL8HLKXYLIZWC8FpIza3cg__micro/img/iuceJIDLQ4FrIMuc3BUQPdech5M=/fit-in/64x64/filters:strip_icc()/pic61802.jpg
5805,181807,Dragon Rampant: Fantasy Wargaming Rules,2015,5806,8.03,5.655,135,/boardgame/181807/dragon-rampant-fantasy-wargaming-rules,https://cf.geekdo-images.com/eJUrUQj4z1vUPcbfQ5U13A__micro/img/5o78rIpteJIr-DyNiw6qcuuZtr4=/fit-in/64x64/filters:strip_icc()/pic2622661.jpg
21161,136609,Jenga BOOM,2012,21162,4.87,5.451,135,/boardgame/136609/jenga-boom,https://cf.geekdo-images.com/D2FlJiVSvfE8p3UmywX4iQ__micro/img/Fx6L2qIwQdeIUBm-_MfsPRuEan0=/fit-in/64x64/filters:strip_icc()/pic3920176.jpg
8980,25768,Long Live the King,2006,8981,6.62,5.569,135,/boardgame/25768/long-live-king,https://cf.geekdo-images.com/w2usAPgRMSDGmZI5Wn9Tvw__micro/img/DQEswB3psOHJ-TKbBTpraqTFQIM=/fit-in/64x64/filters:strip_icc()/pic168511.jpg
7133,187121,Far East War 1592,2016,7134,7.02,5.608,135,/boardgame/187121/far-east-war-1592,https://cf.geekdo-images.com/HpbYo4edh2_HNH4cpzzx9g__micro/img/jnxzthoryjY2hRsJpNgCS0DljHE=/fit-in/64x64/filters:strip_icc()/pic2966356.jpg
10479,11730,Diam,2003,10480,6.16,5.549,135,/boardgame/11730/diam,https://cf.geekdo-images.com/G4C3Dt0kMqfd8zdmlfeH-Q__micro/img/g0w8PRdbyNs8dRZsswYVrfixSE0=/fit-in/64x64/filters:strip_icc()/pic6421497.jpg
6469,326908,La Morada Maldita,2021,6470,7.82,5.629,135,/boardgame/326908/la-morada-maldita,https://cf.geekdo-images.com/eP-nrBr6sEPNDwsVh5vAag__micro/img/rCsMxj5FgZuCqkLgGiBc6Sn0ZO0=/fit-in/64x64/filters:strip_icc()/pic5944986.png
13521,185302,Xtronaut: The Game of Solar System Exploration,2016,13522,6.11,5.526,135,/boardgame/185302/xtronaut-game-solar-system-exploration,https://cf.geekdo-images.com/KciJaoOlvjA-zEGVsPJLMQ__micro/img/3bQS1wdY3kADu8j2i3oXMU0lYV8=/fit-in/64x64/filters:strip_icc()/pic4816677.jpg
9613,217581,Kronia,2017,9614,6.35,5.56,135,/boardgame/217581/kronia,https://cf.geekdo-images.com/Mrr556KYYnB19Pk0yOFRcA__micro/img/t5VVMkpi1uFauxVE-EXBZxohiVA=/fit-in/64x64/filters:strip_icc()/pic3758938.jpg
8833,153002,Koboldbande,2014,8834,6.44,5.572,135,/boardgame/153002/koboldbande,https://cf.geekdo-images.com/dZwgOEV-7tl2yNr50zjejg__micro/img/buEGEfn9wEn2RLlYu7fGjs5wO4A=/fit-in/64x64/filters:strip_icc()/pic1884437.jpg
17103,56406,Activity Club-Edition,2002,17104,5.68,5.506,135,/boardgame/56406/activity-club-edition,https://cf.geekdo-images.com/GqSXKvRT9GwimOwxqvyzwg__micro/img/g6ze4JxT29StzVr0jiAS0h4fH8Q=/fit-in/64x64/filters:strip_icc()/pic653689.jpg
12209,141437,What the Food?!,2013,12210,6.08,5.535,135,/boardgame/141437/what-food,https://cf.geekdo-images.com/wqyO0rOIDqOynabQNKaWJw__micro/img/ixRj_WLiX8VXQgtNpScdhxwh7DE=/fit-in/64x64/filters:strip_icc()/pic1666001.png
10801,4842,Monster Derby,1994,10802,6.14,5.546,135,/boardgame/4842/monster-derby,https://cf.geekdo-images.com/y5pVUKr6CEJ2fBGfDdKJgQ__micro/img/eS8eRV1T8Pxtp_38eONE9eS2n14=/fit-in/64x64/filters:strip_icc()/pic1751271.jpg
9025,174231,Badlands: Outpost of Humanity,2017,9026,6.83,5.568,135,/boardgame/174231/badlands-outpost-humanity,https://cf.geekdo-images.com/G0ACnaEw_CSZd5MzXVDCmA__micro/img/4Rr3Eq2E7TC-dCtaQdgv_q2cloQ=/fit-in/64x64/filters:strip_icc()/pic3443413.jpg
18670,119500,Wanna Bet?,2012,18671,5.56,5.495,135,/boardgame/119500/wanna-bet,https://cf.geekdo-images.com/MEpySLfwgBdyoyhs_-2DwQ__micro/img/RdJB8m5JEAtTMDqRO62gjmXqee8=/fit-in/64x64/filters:strip_icc()/pic1255929.jpg
6206,6861,Red Badge of Courage,2001,6207,7.48,5.639,135,/boardgame/6861/red-badge-courage,https://cf.geekdo-images.com/B_pLoeVRVZASOEK6JZ1muA__micro/img/mCooHekPEwI5kQgQNEEJIpDMflI=/fit-in/64x64/filters:strip_icc()/pic2573460.jpg
15156,180,Pool Position,1999,15157,5.73,5.517,135,/boardgame/180/pool-position,https://cf.geekdo-images.com/A4hCrEJ4r1BMv6soVyQsVw__micro/img/MRjbZ_UEV89hRRbqMNDIA5WBL8I=/fit-in/64x64/filters:strip_icc()/pic249632.jpg
14013,1753,Im Märchenwald,2000,14014,5.81,5.523,135,/boardgame/1753/im-marchenwald,https://cf.geekdo-images.com/sowjcLiDiZZy_8l_NHqfCg__micro/img/2QP-uwPX-8uAt3Zb0E4jBH3u4Tg=/fit-in/64x64/filters:strip_icc()/pic175117.jpg
7141,281094,Plunder: A Pirate's Life,2020,7142,7.3,5.607,135,/boardgame/281094/plunder-pirates-life,https://cf.geekdo-images.com/e5xwvJIQVWh7Pt2swQmloA__micro/img/AWbmJ3zHtacm8s5djgJ2BLqu5tw=/fit-in/64x64/filters:strip_icc()/pic5243200.jpg
7857,209672,Pecunia non olet (Second Edition),2016,7858,6.68,5.59,135,/boardgame/209672/pecunia-non-olet-second-edition,https://cf.geekdo-images.com/5ejXmKakuLSCLEXDsMNTtg__micro/img/p01K5hdJL6U-8z8Kqpl2kR-B1Jg=/fit-in/64x64/filters:strip_icc()/pic3195118.jpg
15939,25470,Summertime,2006,15940,5.65,5.512,135,/boardgame/25470/summertime,https://cf.geekdo-images.com/eG_g6z5zTiEhIyQZ7rCkcA__micro/img/jZPx8HPa2BijJWPux8rfE3teRrk=/fit-in/64x64/filters:strip_icc()/pic801987.jpg
6496,212581,Mega Man Pixel Tactics: Proto Man Red,2017,6497,7.36,5.628,135,/boardgame/212581/mega-man-pixel-tactics-proto-man-red,https://cf.geekdo-images.com/wIs_dOyOKnfD_ifDmJNQVg__micro/img/VL0YuIO7kgJGojaAIUeBRLz6tJA=/fit-in/64x64/filters:strip_icc()/pic4783151.jpg
15738,122867,Four Taverns,2012,15739,5.76,5.513,135,/boardgame/122867/four-taverns,https://cf.geekdo-images.com/gESYeu3Zhz6M_YSVTCa5_A__micro/img/6byG7oLnvnc6OTpL0d1Ic0GztwI=/fit-in/64x64/filters:strip_icc()/pic1274611.jpg
12626,40238,Order Up,2009,12627,6.01,5.532,135,/boardgame/40238/order,https://cf.geekdo-images.com/xdYFAo2jZRNoBnA-3Vs21w__micro/img/8EwzGsLGpYjDMyAKrsPdtpQgbAQ=/fit-in/64x64/filters:strip_icc()/pic556499.jpg
5570,192858,"Mrs Thatcher's War: The Falklands, 1982",2017,5571,7.97,5.667,135,/boardgame/192858/mrs-thatchers-war-falklands-1982,https://cf.geekdo-images.com/c16pH3k0div-oxX8K_S8qA__micro/img/ocMOcIEY5ZGdmrk3jA2gRF1QymM=/fit-in/64x64/filters:strip_icc()/pic3657725.png
19077,8319,Sixth Fleet: US/Soviet Naval Operations in the Mediterranean in the 1970's,1975,19078,5.59,5.492,135,/boardgame/8319/sixth-fleet-ussoviet-naval-operations-mediterranea,https://cf.geekdo-images.com/vkJi-MyknHbt0qCkG8Tl4Q__micro/img/C_SqNG1CijKZk8rs7TJIssh47KQ=/fit-in/64x64/filters:strip_icc()/pic62647.jpg
8896,189925,Ludi Gladiatorii,2015,8897,6.55,5.571,135,/boardgame/189925/ludi-gladiatorii,https://cf.geekdo-images.com/s6W6bLs5M-P2W-JcZkrUng__micro/img/vSEJ2w5m7Nq98HzBUXwIKor_sDo=/fit-in/64x64/filters:strip_icc()/pic2821479.jpg
8199,128098,Clash of Wills: Shiloh 1862,2012,8200,6.66,5.583,135,/boardgame/128098/clash-wills-shiloh-1862,https://cf.geekdo-images.com/awwuf5krWDOcA2UzHQsvCg__micro/img/m2rDbs8LhAqh8OP2xPYPX5ZZfVg=/fit-in/64x64/filters:strip_icc()/pic1421651.jpg
17150,117823,FitzIt,2012,17151,5.63,5.505,135,/boardgame/117823/fitzit,https://cf.geekdo-images.com/7QtKmoBP4liih6GjdCz-iA__micro/img/0XKIIyzzNxAy6uq4dp7DFgL97Nc=/fit-in/64x64/filters:strip_icc()/pic1200619.jpg
13691,217424,Tenno,2017,13692,5.96,5.525,135,/boardgame/217424/tenno,https://cf.geekdo-images.com/MkjSDh0xtoOXz2oVRkdwRw__micro/img/no21FF9sr-Z5OXTz44a8IfJx0p8=/fit-in/64x64/filters:strip_icc()/pic3327517.jpg
15419,148,Die Glücksritter,1999,15420,5.71,5.515,135,/boardgame/148/die-glucksritter,https://cf.geekdo-images.com/Qe6lsUC_Lwz4zMa1VV0uZA__micro/img/HCxVSlbVKlgIw7pCCwfvJtGXKms=/fit-in/64x64/filters:strip_icc()/pic885.jpg
6967,258561,Rap Godz,2020,6968,7.38,5.613,135,/boardgame/258561/rap-godz,https://cf.geekdo-images.com/OqYwtyzCpwX1E6XJ9O9CKg__micro/img/x1rMb_5MMp2TGjoo6RGr2JeHUj4=/fit-in/64x64/filters:strip_icc()/pic5174632.png
13063,132452,Pink Hijinks,2012,13064,5.98,5.529,134,/boardgame/132452/pink-hijinks,https://cf.geekdo-images.com/46T-eCgvCtQvlRI7pYCfZQ__micro/img/lLL0Ksyl3kEA2KGgi-Cokw7_BqM=/fit-in/64x64/filters:strip_icc()/pic3880848.png
21247,2518,Quicksand,1989,21248,4.75,5.445,134,/boardgame/2518/quicksand,https://cf.geekdo-images.com/JDCMSmGJEF63P-BDZNoBrQ__micro/img/xjIsGg9NFIzDtqfbku4DNg3NkTI=/fit-in/64x64/filters:strip_icc()/pic929708.jpg
13135,15267,Des chiffres et des lettres,1983,13136,5.96,5.529,134,/boardgame/15267/des-chiffres-et-des-lettres,https://cf.geekdo-images.com/t3A-u0HuyfK5K2QNHcsNYw__micro/img/czqMM_eSsiubH7S_wXmIF6F8Bbw=/fit-in/64x64/filters:strip_icc()/pic166976.jpg
10471,565,Port Royal,2000,10472,6.14,5.549,134,/boardgame/565/port-royal,https://cf.geekdo-images.com/YieNLWVLKMERmrEosQsKOA__micro/img/Nwq-9h-ZKXU-xbIWP6KnB9d2ymM=/fit-in/64x64/filters:strip_icc()/pic248213.jpg
14146,19735,Terakh: A Creative Strategy Game,2005,14147,5.88,5.523,134,/boardgame/19735/terakh-creative-strategy-game,https://cf.geekdo-images.com/_ODIEwHtm4_nb1Q_h5o89w__micro/img/oRhZc4uoh54gTAMzaLN3FgbQlbQ=/fit-in/64x64/filters:strip_icc()/pic105172.jpg
5880,177014,Giga-Robo!,2020,5881,8.55,5.652,134,/boardgame/177014/giga-robo,https://cf.geekdo-images.com/Ro7oe7SAq3_jhQuG-KBtSQ__micro/img/l4Eluej4Wm0DJkPWN4y8uT-S6ac=/fit-in/64x64/filters:strip_icc()/pic5281792.jpg
17236,1325,Wild Pirates,1989,17237,5.58,5.505,134,/boardgame/1325/wild-pirates,https://cf.geekdo-images.com/FAwed9kunZ3NlWeVbpAklA__micro/img/BCr952_nId7y5LZJwbw3A2dwRTc=/fit-in/64x64/filters:strip_icc()/pic1081407.jpg
6459,4485,Hotel Life,1989,6460,7.25,5.629,134,/boardgame/4485/hotel-life,https://cf.geekdo-images.com/A9kVwVZNRIOzk50xdI5dbg__micro/img/6B17Vu07EfeEIHoOYoKrgiMm8pI=/fit-in/64x64/filters:strip_icc()/pic42290.jpg
5068,240905,Death Valley: Battles for the Shenandoah,2019,5069,8.6,5.698,134,/boardgame/240905/death-valley-battles-shenandoah,https://cf.geekdo-images.com/FK2OmKCpuYuY09lAznB4Xw__micro/img/7wjdvcuRN4SUcVRNRPissQjnXLE=/fit-in/64x64/filters:strip_icc()/pic4912807.jpg
12252,1721,Business Strategy,1973,12253,6.14,5.534,134,/boardgame/1721/business-strategy,https://cf.geekdo-images.com/kboFmGsc2Avv0vN31FAOmw__micro/img/C-rlrILwIQph5wiOZjSTi_peHT8=/fit-in/64x64/filters:strip_icc()/pic140282.jpg
21393,23946,Na Sygnale,2006,21394,4.58,5.433,134,/boardgame/23946/na-sygnale,https://cf.geekdo-images.com/aolLBxoSW3li-xX46Rqaxw__micro/img/oW52GYpUZBpPrYn0gI5glVhwyWw=/fit-in/64x64/filters:strip_icc()/pic304267.jpg
5862,40258,Buffalo Wings,2010,5863,8.15,5.653,134,/boardgame/40258/buffalo-wings,https://cf.geekdo-images.com/2R-rLCaGLGX26rMRO2-ifQ__micro/img/SFfgYfh5xzhZENjJKnmAixhydEs=/fit-in/64x64/filters:strip_icc()/pic727380.jpg
11654,40819,Cheese Chasers,2008,11655,6.16,5.539,134,/boardgame/40819/cheese-chasers,https://cf.geekdo-images.com/mqjSUk3d_fQrg1ory-jYMQ__micro/img/p9Bv-eJq-KF92VW_r1GZ27Wij0s=/fit-in/64x64/filters:strip_icc()/pic444909.jpg
9938,182801,Stinky Business,2015,9939,6.33,5.555,134,/boardgame/182801/stinky-business,https://cf.geekdo-images.com/x5dX9WP_hNPKZRY2XGrdoQ__micro/img/F03Etc_WjvWTnrjtojBzhfaZld8=/fit-in/64x64/filters:strip_icc()/pic2659204.jpg
16933,264282,Red Light: A Star is Porn,2018,16934,5.7,5.507,134,/boardgame/264282/red-light-star-porn,https://cf.geekdo-images.com/L5ugYuHl3I5Oka23OM_W-g__micro/img/2hupxVOyhbNWNC732wxtnOP31x0=/fit-in/64x64/filters:strip_icc()/pic4404128.jpg
