gutenberg_id,language,total_languages
46546,en,1
46547,en,1
46548,en,1
46549,en,1
46550,de,1
46551,de,1
46552,en,1
46553,fi,1
46554,fi,1
46555,en,1
46556,en,1
46557,fr,1
46558,en,1
46559,en,1
46560,en,1
46561,de,1
46562,hu,1
46563,hu,1
46564,en,1
46565,en,1
46566,en,1
46567,en,1
46568,it,1
46569,fi,1
46570,en,1
46571,en,1
46572,en,1
46573,en,1
46574,en,1
46575,fi,1
46576,de,1
46577,en,1
46578,en,1
46579,en,1
46580,de,1
46581,en,1
46582,en,1
46583,en,1
46584,en,1
46585,en,1
46586,en,1
46587,en,1
46588,en,1
46589,fi,1
46590,en,1
46591,en,1
46592,en,1
46593,de,1
46594,de,1
46595,en,1
46596,en,1
46597,en,1
46598,fr,1
46599,it,1
46600,en,1
46601,en,1
46602,en,1
46603,en,1
46604,fr,1
46605,en,1
46606,en,1
46607,en,1
46608,en,1
46609,en,1
46610,en,1
46611,fi,1
46612,fi,1
46613,it,1
46614,en,1
46615,en,1
46616,en,1
46617,en,1
46618,en,1
46619,en,1
46620,en,1
46621,en,1
46622,en,1
46623,en,1
46624,de,1
46625,fr,1
46626,fr,1
46627,fr,1
46628,fr,1
46629,en,1
46630,en,1
46631,fr,1
46632,fr,1
46633,en,1
46634,en,1
46635,en,1
46636,en,1
46637,en,1
46638,fi,1
46639,tl,1
46640,fr,1
46641,en,1
46642,en,1
46643,en,1
46644,en,1
46645,en,1
46646,fr,1
46647,en,1
46648,en,1
46649,en,1
46650,en,1
46651,en,1
46652,en,1
46653,en,1
46654,en,1
46655,fi,1
46656,en,1
46657,de,1
46658,en,1
46659,en,1
46660,en,1
46661,en,1
46662,en,1
46663,it,1
46664,en,1
46665,en,1
46666,en,1
46667,en,1
46668,en,1
46669,en,1
46670,en,1
46671,en,1
46672,en,1
46673,fr,1
46674,en,1
46675,en,1
46676,en,1
46677,en,1
46678,en,1
46679,fi,1
46680,en,1
46681,en,1
46682,en,1
46683,fr,1
46684,en,1
46685,en,1
46686,en,1
46687,fr,1
46688,en,1
46689,en,1
46690,en,1
46691,en,1
46692,en,1
46693,en,1
46694,en,1
46695,en,1
46696,en,1
46697,en,1
46698,en,1
46699,en,1
46700,en,1
46701,en,1
46702,en,1
46703,en,1
46704,it,1
46705,en,1
46706,en,1
46707,en,1
46708,en,1
46709,en,1
46710,en,1
46711,en,1
46712,en,1
46713,de,1
46714,en,1
46715,nl,1
46716,en,1
46717,it,1
46718,fr,1
46719,nl,1
46720,en,1
46721,fr,1
46722,en,1
46723,it,1
46724,it,1
46725,it,1
46726,it,1
46727,en,1
46728,en,1
46729,en,1
46730,en,1
46731,en,1
46732,en,1
46733,en,1
46734,en,1
46735,en,1
46736,it,1
46737,en,1
46738,en,1
46739,en,1
46740,fa,1
46741,fi,1
46742,en,1
46743,en,1
46744,en,1
46745,en,1
46746,en,1
46747,fr,1
46748,it,1
46749,it,1
46750,en,1
46751,en,1
46752,en,1
46753,en,1
46754,en,1
46755,en,1
46756,en,1
46757,en,1
46758,fi,1
46759,en,1
46760,en,1
46761,en,1
46762,en,1
46763,en,1
46764,en,1
46765,fr,1
46766,en,1
46767,de,1
46768,la,1
46769,en,1
46770,en,1
46771,es,1
46772,en,1
46773,it,1
46774,en,1
46775,en,1
46776,en,1
46777,en,1
46778,de,1
46779,en,1
46780,en,1
46781,de,1
46782,en,1
46783,en,1
46784,en,1
46785,fi,1
46786,en,1
46787,en,1
46788,en,1
46789,en,1
46790,en,1
46791,en,1
46792,en,1
46793,en,1
46794,en,1
46795,en,1
46796,en,1
46797,en,1
46798,en,1
46799,en,1
46800,en,1
46801,en,1
46802,en,1
46803,en,1
46804,en,1
46805,de,1
46806,en,1
46807,en,1
46808,en,1
46809,en,1
46810,en,1
46811,en,1
46812,en,1
46813,en,1
46814,en,1
46815,en,1
46816,en,1
46817,de,1
46818,en,1
46819,fi,1
46820,en,1
46821,en,1
46822,en,1
46823,en,1
46824,fi,1
46825,en,1
46826,en,1
46827,en,1
46828,fr,1
46829,en,1
46830,en,1
46831,de,1
46832,fr,1
46833,en,1
46834,en,1
46835,it,1
46836,en,1
46837,fr,1
46838,en,1
46839,en,1
46840,de,1
46841,en,1
46842,fr,1
46843,it,1
46844,sv,1
46845,de,1
46846,en,1
46847,it,1
46848,en,1
46849,en,1
46850,en,1
46851,en,1
46852,en,1
46853,en,1
46854,fi,1
46855,en,1
46856,en,1
46857,en,1
46858,en,1
46859,en,1
46860,pt,1
46861,en,1
46862,fi,1
46863,en,1
46864,en,1
46865,en,1
46866,en,1
46867,it,1
46868,de,1
46869,en,1
46870,fr,1
46871,en,1
46872,en,1
46873,de,1
46874,it,1
46875,it,1
46876,fr,1
46877,en,1
46878,de,1
46879,en,1
46880,de,1
46881,nl,1
46882,de,1
46883,en,1
46884,en,1
46885,en,1
46886,en,1
46887,it,1
46888,it,1
46889,en,1
46890,de,1
46891,fr,1
46892,en,1
46893,en,1
46894,en,1
46895,en,1
46896,de,1
46897,en,1
46898,it,1
46899,de,1
46900,it,1
46901,en,1
46902,fr,1
46903,de,1
46904,en,1
46905,en,1
46906,en,1
46907,fr,1
46908,de,1
46909,en,1
46910,fi,1
46911,en,1
46912,de,1
46913,en,1
46914,it,1
46915,en,1
46916,fr,1
46917,en,1
46918,en,1
46919,de,1
46920,en,1
46921,en,1
46922,fi,1
46923,en,1
46924,en,1
46925,en,1
46926,en,1
46927,en,1
46928,de,1
46929,fi,1
46930,en,1
46931,fr,1
46932,fr,1
46933,en,1
46934,en,1
46935,en,1
46936,nl,1
46937,en,1
46938,la,1
46939,de,1
46940,de,1
46941,it,1
46942,en,1
46943,en,1
46944,en,1
46945,en,1
46946,en,1
46947,en,1
46948,en,1
46949,en,1
46950,en,1
46951,en,1
46952,en,1
46953,en,1
46954,en,1
46955,en,1
46956,en,1
46957,it,1
46958,en,1
46959,en,1
46960,en,1
46961,en,1
46962,sv,1
46963,en,1
46964,en,1
46965,en,1
46966,en,1
46967,en,1
46968,en,1
46969,en,1
46970,en,1
46971,en,1
46972,en,1
46973,en,1
46974,en,1
46975,en,1
46976,en,1
46977,en,1
46978,en,1
46979,de,1
46980,fi,1
46981,it,1
46982,en,1
46983,en,1
46984,en,1
46985,nl,1
46986,en,1
46987,de,1
46988,en,1
46989,en,1
46990,en,1
46991,fr,1
46992,en,1
46993,en,1
46994,en,1
46995,en,1
46996,it,1
46997,it,1
46998,en,1
46999,it,1
47000,en,1
47001,en,2
47001,la,2
47002,en,1
47003,en,1
47004,en,1
47005,fi,1
47006,en,1
47007,fi,1
47008,en,1
47009,fr,1
47010,en,1
47011,en,1
47012,en,1
47013,en,1
47014,en,1
47015,en,1
47016,en,1
47017,en,1
47018,en,1
47019,en,1
47020,fi,1
47021,en,1
47022,en,1
47023,en,1
47024,en,1
47025,en,1
47026,en,1
47027,hu,1
47028,en,1
47029,fi,1
47030,en,1
47031,de,1
47032,en,1
47033,de,1
47034,fi,1
47035,en,1
47036,en,1
47037,en,1
47038,de,1
47039,en,1
47040,en,1
47041,it,1
47042,fr,1
47043,en,1
47044,en,1
47045,en,1
47046,it,1
47047,en,1
47048,fi,1
47049,en,1
47050,en,1
47051,en,2
47051,it,2
47052,es,1
47053,en,1
47054,de,1
47055,en,1
47056,en,1
47057,es,1
47058,it,1
47059,en,1
47060,en,1
47061,en,1
47062,fr,1
47063,de,1
47064,nl,1
47065,en,1
47066,en,1
47067,en,1
47068,en,1
47069,it,1
47070,de,1
47071,en,1
47072,fi,1
47073,hu,1
47074,it,1
47075,en,1
47076,en,1
47077,de,1
47078,en,1
47079,de,1
47080,en,1
47081,de,1
47082,en,1
47083,en,1
47084,en,1
47085,en,1
47086,en,1
47087,en,1
47088,en,1
47089,en,1
47090,en,1
47091,en,1
47092,es,1
47093,fi,1
47094,en,1
47095,fi,1
47096,fi,1
47097,en,1
47098,en,1
47099,en,1
47100,fi,1
47101,fi,1
47102,it,1
47103,es,1
47104,fi,1
47105,en,1
47106,de,1
47107,en,1
47108,en,1
47109,en,1
47110,en,1
47111,en,1
47112,de,1
47113,en,1
47114,it,1
47115,en,1
47116,en,1
47117,en,1
47118,en,1
47119,en,1
47120,en,1
47121,en,1
47122,en,1
47123,en,1
47124,fr,1
47125,en,1
47126,en,1
47127,en,1
47128,en,1
47129,en,1
47130,en,1
47131,fr,1
47132,en,1
47133,fr,1
47134,en,1
47135,en,1
47136,en,1
47137,en,1
47138,it,1
47139,en,1
47140,de,1
47141,en,1
47142,de,1
47143,en,1
47144,en,1
47145,fi,1
47146,en,1
47147,en,1
47148,en,1
47149,en,1
47150,en,1
47151,en,1
47152,de,1
47153,de,1
47154,fi,1
47155,fi,1
47156,en,1
47157,en,1
47158,en,1
47159,fi,1
47160,fi,1
47161,en,1
47162,en,1
47163,it,1
47164,fr,1
47165,en,1
47166,en,1
47167,en,1
47168,en,1
47169,en,1
47170,en,1
47171,fr,1
47172,fi,1
47173,de,1
47174,de,1
47175,de,1
47176,en,1
47177,en,1
47178,en,1
47179,en,1
47180,en,1
47181,en,1
47182,en,1
47183,en,1
47184,es,1
47185,en,1
47186,en,1
47187,en,1
47188,fr,1
47189,de,1
47190,en,1
47191,en,1
47192,en,1
47193,de,1
47194,en,1
47195,en,1
47196,fr,1
47197,en,1
47198,en,1
47199,fi,1
47200,en,1
47201,en,1
47202,de,1
47203,fi,1
47204,en,1
47205,de,1
47206,en,1
47207,fr,1
47208,en,1
47209,en,1
47210,fi,1
47211,en,1
47212,en,1
47213,en,1
47214,en,1
47215,en,1
47216,en,1
47217,en,1
47218,en,1
47219,en,1
47220,en,1
47221,en,1
47222,en,1
47223,en,1
47224,en,1
47225,en,1
47226,en,1
47227,en,1
47228,en,1
47229,en,1
47230,en,1
47231,en,1
47232,en,1
47233,en,1
47234,en,1
47235,en,1
47236,en,1
47237,en,1
47238,en,1
47239,en,1
47240,en,1
47241,en,1
47242,en,1
47243,en,1
47244,en,1
47245,en,1
47246,en,1
47247,en,1
47248,en,1
47249,eo,1
47250,en,1
47251,de,1
47252,en,1
47253,en,1
47254,en,1
47255,fr,1
47256,en,1
47257,fi,1
47258,en,1
47259,eo,1
47260,de,1
47261,en,1
47262,en,1
47263,en,1
47264,en,1
47265,en,1
47266,en,1
47267,fi,1
47268,de,1
47269,en,1
47270,en,1
47271,en,1
47272,en,1
47273,en,1
47274,en,1
47275,fi,1
47276,it,1
47277,it,1
47278,it,1
47279,en,1
47280,en,1
47281,en,1
47282,en,1
47283,en,1
47284,en,1
47285,en,1
47286,fi,1
47287,es,1
47288,en,1
47289,en,1
47290,en,1
47291,en,1
47292,en,1
47293,en,1
47294,it,1
47295,it,1
47296,en,1
47297,en,1
47298,en,1
47299,en,1
47300,en,1
47301,fr,1
47302,en,1
47303,en,1
47304,en,1
47305,en,1
47306,en,1
47307,en,1
47308,en,1
47309,en,1
47310,en,1
47311,de,1
47312,en,1
47313,fi,1
47314,en,1
47315,en,1
47316,en,1
47317,en,1
47318,de,1
47319,en,1
47320,fi,1
47321,fr,1
47322,de,1
47323,en,1
47324,fr,1
47325,fi,1
47326,en,1
47327,nl,1
47328,it,1
47329,fr,1
47330,en,1
47331,en,1
47332,en,1
47333,en,1
47334,en,1
47335,en,1
47336,en,1
47337,en,1
47338,en,1
47339,en,1
47340,en,1
47341,de,1
47342,en,1
47343,en,1
47344,en,1
47345,fr,1
47346,es,1
47347,en,1
47348,en,1
47349,en,1
47350,fr,1
47351,en,1
47352,fr,1
47353,en,1
47354,en,1
47355,fi,1
47356,en,1
47357,en,1
47358,en,1
47359,en,1
47360,fr,1
47361,en,1
47362,fi,1
47363,en,1
47364,en,1
47365,en,1
47366,en,1
47367,en,1
47368,en,1
47369,en,1
47370,en,1
47371,en,1
47372,en,1
47373,en,1
47374,en,1
47375,en,1
47376,en,1
47377,en,1
47378,en,1
47379,en,1
47380,en,1
47381,fi,1
47382,en,1
47383,en,1
47384,en,1
47385,en,1
47386,en,1
47387,en,1
47388,es,1
47389,en,1
47390,en,1
47391,en,1
47392,en,1
47393,fi,1
47394,en,1
47395,fr,1
47396,en,1
47397,en,1
47398,fi,1
47399,en,1
47400,en,1
47401,fi,1
47402,en,1
47403,en,1
47404,fr,1
47405,en,1
47406,de,1
47407,fi,1
47408,en,1
47409,fi,1
47410,fi,1
47411,fi,1
47412,de,1
47413,en,1
47414,fr,1
47415,en,1
47416,en,1
47417,en,1
47418,en,1
47419,fi,1
47420,en,1
47421,en,1
47422,en,1
47423,en,1
47424,en,1
47425,en,1
47426,en,1
47427,en,1
47428,en,1
47429,en,1
47430,en,1
47431,en,1
47432,en,1
47433,en,1
47434,en,1
47435,en,1
47436,en,1
47437,en,1
47438,en,1
47439,en,1
47440,de,1
47441,fi,1
47442,nl,1
47443,en,1
47444,en,1
47445,en,1
47446,en,1
47447,en,1
47448,en,1
47449,en,1
47450,en,1
47451,en,1
47452,en,1
47453,fi,1
47454,en,1
47455,en,1
47456,en,1
47457,en,1
47458,fi,1
47459,fr,1
47460,en,1
47461,it,1
47462,en,1
47463,en,1
47464,en,1
47465,de,1
47466,en,1
47467,de,1
47468,fr,1
47469,fr,1
47470,en,1
47471,en,1
47472,de,1
47473,fr,1
47474,en,1
47475,en,1
47476,en,1
47477,fr,1
47478,en,1
47479,fr,1
47480,it,1
47481,fi,1
47482,fi,1
47483,en,1
47484,en,1
47485,en,1
47486,en,1
47487,en,1
47488,en,1
47489,en,1
47490,en,1
47491,en,1
47492,en,1
47493,en,1
47494,en,1
47495,fi,1
47496,en,1
47497,nl,1
47498,en,1
47499,en,1
47500,en,1
47501,en,1
47502,de,1
47503,fi,1
47504,fi,1
47505,en,1
47506,en,1
47507,en,1
47508,en,1
47509,en,1
47510,fi,1
47511,en,1
47512,en,1
47513,en,1
47514,fr,1
47515,en,1
47516,fi,1
47517,en,1
47518,en,1
47519,en,1
47520,en,1
47521,en,1
47522,fr,1
47523,en,1
47524,en,1
47525,en,1
47526,en,1
47527,en,1
47528,en,1
47529,en,1
47530,en,1
47531,en,1
47532,en,1
47533,en,1
47534,en,1
47535,en,1
47536,en,1
47537,en,1
47538,en,1
47539,fi,1
47540,fi,1
47541,hu,1
47542,hu,1
47543,sv,1
47544,fi,1
47545,fi,1
47546,en,1
47547,de,1
47548,en,1
47549,en,1
47550,fi,1
47551,fi,1
47552,fr,1
47553,en,1
47554,en,1
47555,en,1
47556,en,1
47557,en,1
47558,en,1
47559,en,1
47560,en,1
47561,en,1
47562,en,1
47563,en,1
47564,en,1
47565,it,1
47566,it,1
47567,en,1
47568,en,1
47569,en,1
47570,en,1
47571,en,1
47572,es,1
47573,fi,1
47574,fi,1
47575,en,1
47576,en,1
47577,en,1
47578,en,1
47579,en,1
47580,en,1
47581,en,1
47582,en,1
47583,en,1
47584,es,1
47585,en,1
47586,en,1
47587,en,1
47588,en,1
47589,fi,1
47590,fi,1
47591,en,1
47592,en,1
47593,en,1
47594,fi,1
47595,en,1
47596,en,1
47597,en,1
47598,en,1
47599,en,1
47600,en,1
47601,en,1
47602,en,1
47603,en,1
47604,en,1
47605,en,1
47606,en,1
47607,en,1
47608,de,1
47609,en,1
47610,en,1
47611,en,1
47612,en,1
47613,en,1
47614,en,1
47615,en,1
47616,en,1
47617,en,1
47618,en,1
47619,en,1
47620,en,1
47621,en,1
47622,fi,1
47623,fr,1
47624,en,1
47625,en,1
47626,en,1
47627,en,1
47628,en,1
47629,tl,1
47630,en,1
47631,es,1
47632,fr,1
47633,en,1
47634,en,1
47635,en,1
47636,en,1
47637,en,1
47638,en,1
47639,en,1
47640,en,1
47641,en,1
47642,en,1
47643,en,1
47644,en,1
47645,fr,1
47646,en,1
47647,en,1
47648,en,1
47649,en,1
47650,es,1
47651,en,1
47652,fi,1
47653,fi,1
47654,en,1
47655,en,1
47656,en,1
47657,en,1
47658,en,1
47659,de,1
47660,fi,1
47661,en,1
47662,en,1
47663,en,1
47664,it,1
47665,it,1
47666,it,1
47667,it,1
47668,nl,1
47669,en,1
47670,en,1
47671,en,1
47672,en,1
47673,en,1
47674,en,1
47675,en,1
47676,en,1
47677,en,1
47678,en,1
47679,en,1
47680,fr,1
47681,fi,1
47682,en,1
47683,en,1
47684,en,1
47685,en,1
47686,fi,1
47687,en,1
47688,en,1
47689,en,1
47690,en,1
47691,en,1
47692,en,1
47693,en,1
47694,en,1
47695,en,1
47696,en,1
47697,en,1
47698,de,1
47699,en,1
47700,de,1
47701,en,1
47702,en,1
47703,en,1
47704,en,1
47705,en,1
47706,de,1
47707,en,1
47708,en,1
47709,en,1
47710,de,1
47711,de,1
47712,fr,1
47713,de,1
47714,en,1
47715,en,1
47716,nl,1
47717,fr,1
47718,en,1
47719,en,1
47720,fr,1
47721,en,1
47722,en,1
47723,en,1
47724,fi,1
47725,en,1
47726,en,1
47727,en,1
47728,en,1
47729,en,1
47730,en,1
47731,en,1
47732,en,1
47733,de,1
47734,de,1
47735,en,1
47736,en,1
47737,en,1
47738,en,1
47739,en,1
47740,fr,1
47741,de,1
47742,fi,1
47743,fr,1
47744,en,1
47745,en,1
47746,en,1
47747,en,1
47748,en,1
47749,en,1
47750,en,1
47751,en,1
47752,en,1
47753,en,1
47754,cs,1
47755,en,1
47756,fr,1
47757,en,1
47758,de,1
47759,en,1
47760,en,1
47761,en,1
47762,en,1
47763,en,1
47764,en,1
47765,en,1
47766,en,1
47767,en,1
47768,es,1
47769,en,1
47770,en,1
47771,en,1
47772,en,1
47773,en,1
47774,en,1
47775,en,1
47776,en,1
47777,fi,1
47778,en,1
47779,en,1
47780,en,1
47781,en,1
47782,en,1
47783,fr,1
47784,es,1
47785,en,1
47786,it,1
47787,en,1
47788,en,1
47789,en,1
47790,en,1
47791,en,1
47792,en,1
47793,en,1
47794,en,1
47795,en,1
47796,en,1
47797,de,1
47798,de,1
47799,sv,1
47800,en,1
47801,en,1
47802,fr,1
47803,en,1
47804,de,1
47805,en,1
47806,en,1
47807,fi,1
47808,en,1
47809,en,1
47810,en,1
47811,en,1
47812,nl,1
47813,en,1
47814,en,1
47815,en,1
47816,en,1
47817,en,1
47818,de,1
47819,en,1
47820,de,1
47821,fi,1
47822,en,1
47823,en,1
47824,en,1
47825,en,1
47826,en,1
47827,de,1
47828,en,1
47829,en,1
47830,en,1
47831,en,1
47832,en,1
47833,en,1
47834,en,1
47835,hu,1
47836,en,1
47837,en,1
47838,en,1
47839,fi,1
47840,en,1
47841,en,1
47842,en,1
47843,de,1
47844,en,1
47845,en,1
47846,fr,1
47847,en,1
47848,en,1
47849,en,1
47850,en,1
47851,en,1
47852,en,1
47853,fi,1
47854,en,1
47855,eo,1
47856,en,1
47857,en,1
47858,en,1
47859,en,1
47860,en,1
47861,de,1
47862,en,1
47863,fi,1
47864,en,1
47865,en,1
47866,en,1
47867,en,1
47868,en,1
47869,ceb,1
47870,en,1
47871,en,1
47872,de,1
47873,en,1
47874,en,1
47875,en,1
47876,fi,1
47877,fi,1
47878,en,1
47879,en,1
47880,en,1
47881,en,1
47882,en,1
47883,en,1
47884,en,1
47885,en,1
47886,fi,1
47887,en,1
47888,it,1
47889,it,1
47890,it,1
47891,it,1
47892,en,1
47893,en,1
47894,en,1
47895,en,1
47896,en,1
47897,en,1
47898,en,1
47899,en,1
47900,en,1
47901,en,1
47902,en,1
47903,fr,1
47904,en,1
47905,en,1
47906,en,1
47907,en,1
47908,en,1
47909,fi,1
47910,en,1
47911,en,1
47912,en,1
47913,eo,1
47914,en,1
47915,en,1
47916,en,1
47917,en,1
47918,fr,1
47919,fr,1
47920,en,1
47921,en,1
47922,en,1
47923,en,1
47924,en,1
47925,en,1
47926,en,1
47927,en,1
47928,en,1
47929,en,1
47930,en,1
47931,en,1
47932,fi,1
47933,nl,1
47934,en,1
47935,en,1
47936,en,1
47937,en,1
47938,en,1
47939,de,1
47940,de,1
47941,de,1
47942,en,1
47943,en,1
47944,en,1
47945,de,1
47946,fi,1
47947,en,1
47948,en,1
47949,en,1
47950,en,1
47951,en,1
47952,en,1
47953,en,1
47954,en,1
47955,en,1
47956,en,1
47957,en,1
47958,en,1
47959,en,1
47960,en,1
47961,en,1
47962,en,1
47963,fr,1
47964,en,1
47965,en,1
47966,en,1
47967,en,1
47968,en,1
47969,fr,1
47970,en,1
47971,en,1
47972,en,1
47973,nl,1
47974,en,1
47975,en,1
47976,en,1
47977,de,1
47978,it,1
47979,en,1
47980,en,1
47981,en,1
47982,fr,1
47983,fi,1
47984,fr,1
47985,fi,1
47986,fr,1
47987,fr,1
47988,en,1
47989,en,1
47990,en,1
47991,en,1
47992,en,1
47993,en,1
47994,fi,1
47995,en,1
47996,en,1
47997,en,1
47998,en,1
47999,en,1
48000,fi,1
48001,en,1
48002,en,1
48003,en,1
48004,fr,1
48005,fi,1
48006,fr,1
48007,en,1
48008,en,1
48009,en,1
48010,en,1
48011,fr,1
48012,en,1
48013,en,1
48014,en,1
48015,en,1
48016,en,1
48017,fi,1
48018,en,1
48019,en,1
48020,en,1
48021,en,1
48022,en,1
48023,fi,1
48024,en,1
48025,nl,1
48026,en,1
48027,en,1
48028,en,1
48029,en,1
48030,en,1
48031,en,1
48032,en,1
48033,eo,1
48034,en,1
48035,en,1
48036,de,1
48037,nl,1
48038,en,1
48039,en,1
48040,de,1
48041,en,1
48042,en,1
48043,en,1
48044,en,1
48045,en,1
48046,en,1
48047,fi,1
48048,fi,1
48049,en,1
48050,en,1
48051,en,1
48052,sv,1
48053,en,1
48054,en,1
48055,en,1
48056,en,1
48057,en,1
48058,en,1
48059,en,1
48060,sv,1
48061,fr,1
48062,fi,1
48063,en,1
48064,de,1
48065,en,1
48066,en,1
48067,en,1
48068,en,1
48069,fi,1
48070,it,1
48071,sv,1
48072,en,1
48073,fi,1
48074,fi,1
48075,de,1
48076,en,1
48077,en,1
48078,en,1
48079,en,1
48080,en,1
48081,es,1
48082,fr,1
48083,en,1
48084,en,1
48085,en,1
48086,de,1
48087,en,1
48088,nl,1
48089,en,1
48090,de,1
48091,es,1
48092,es,1
48093,es,1
48094,en,1
48095,en,1
48096,en,1
48097,de,1
48098,fi,1
48099,en,1
48100,en,1
48101,en,1
48102,en,1
48103,en,1
48104,nl,1
48105,en,1
48106,en,1
48107,en,1
48108,en,1
48109,nl,1
48110,en,1
48111,en,1
48112,en,1
48113,nl,1
48114,it,1
48115,en,1
48116,en,1
48117,en,1
48118,en,1
48119,en,1
48120,de,1
48121,fi,1
48122,en,1
48123,en,1
48124,en,1
48125,fi,1
48126,en,1
48127,de,1
48128,en,1
48129,en,1
48130,en,1
48131,it,1
48132,en,1
48133,en,1
48134,en,1
48135,fr,1
48136,en,1
48137,en,1
48138,en,1
48139,fi,1
48140,de,1
48141,en,1
48142,en,1
48143,en,1
48144,en,1
48145,fi,1
48146,en,1
48147,en,1
48148,de,1
48149,en,1
48150,en,1
48151,en,1
48152,en,1
48153,en,1
48154,en,1
48155,en,1
48156,en,1
48157,en,1
48158,de,1
48159,fi,1
48160,en,1
48161,en,1
48162,en,1
48163,en,1
48164,en,1
48165,en,1
48166,en,1
48167,en,1
48168,en,1
48169,en,1
48170,en,1
48171,en,1
48172,fi,1
48173,en,1
48174,en,1
48175,en,1
48176,fi,1
48177,fi,1
48178,nl,1
48179,en,1
48180,en,1
48181,en,1
48182,en,1
48183,en,1
48184,en,1
48185,en,1
48186,en,1
48187,en,1
48188,it,1
48189,en,1
48190,en,1
48191,en,1
48192,de,1
48193,en,1
48194,en,1
48195,en,1
48196,en,1
48197,en,1
48198,en,1
48199,en,1
48200,en,1
48201,fi,1
48202,fi,1
48203,en,1
48204,fi,1
48205,de,1
48206,it,1
48207,en,1
48208,en,1
48209,fi,1
48210,de,1
48211,de,1
48212,fr,1
48213,en,1
48214,en,1
48215,en,1
48216,nl,1
48217,en,1
48218,en,1
48219,en,1
48220,en,1
48221,en,1
48222,en,1
48223,en,1
48224,en,1
48225,en,1
48226,en,1
48227,en,1
48228,en,1
48229,en,1
48230,en,1
48231,nl,1
48232,en,1
48233,en,1
48234,de,1
48235,en,1
48236,en,1
48237,en,1
48238,nl,1
48239,nl,1
48240,en,1
48241,en,1
48242,en,1
48243,de,1
48244,en,1
48245,en,1
48246,en,1
48247,en,1
48248,sv,1
48249,en,1
48250,en,1
48251,en,1
48252,en,1
48253,de,1
48254,en,1
48255,fi,1
48256,de,1
48257,fr,1
48258,en,1
48259,fr,1
48260,en,1
48261,en,1
48262,de,1
48263,en,1
48264,en,1
48265,en,1
48266,en,1
48267,it,1
48268,en,1
48269,sv,1
48270,en,1
48271,en,1
48272,en,1
48273,en,1
48274,en,1
48275,en,1
48276,en,1
48277,en,1
48278,en,1
48279,fr,1
48280,en,1
48281,en,1
48282,fr,1
48283,en,1
48284,en,1
48285,en,1
48286,en,1
48287,de,1
48288,en,1
48289,en,1
48290,en,1
48291,en,1
48292,it,1
48293,en,1
48294,en,1
48295,en,1
48296,en,1
48297,en,1
48298,en,1
48299,en,1
48300,en,1
48301,en,1
48302,es,1
48303,en,1
48304,en,1
48305,en,1
48306,en,1
48307,sv,1
48308,fi,1
48309,en,1
48310,en,1
48311,en,1
48312,de,1
48313,en,1
48314,en,1
48315,en,1
48316,nl,1
48317,en,1
48318,en,1
48319,en,1
48320,en,1
48321,fi,1
48322,de,1
48323,en,1
48324,en,1
48325,en,1
48326,en,1
48327,en,1
48328,en,1
48329,en,1
48330,en,1
48331,en,1
48332,it,1
48333,it,1
48334,en,1
48335,it,1
48336,en,1
48337,en,1
48338,en,1
48339,en,1
48340,de,1
48341,en,1
48342,en,1
48343,en,1
48344,en,1
48345,de,1
48346,fi,1
48347,en,1
48348,en,1
48349,en,1
48350,en,1
48351,en,1
48352,it,1
48353,en,1
48354,en,1
48355,en,1
48356,en,1
48357,en,1
48358,en,1
48359,fr,1
48360,en,1
48361,it,1
48362,en,1
48363,en,1
48364,en,1
48365,sv,1
48366,en,1
48367,en,1
48368,fr,1
48369,fi,1
48370,en,1
48371,en,1
48372,en,1
48373,en,1
48374,de,1
48375,en,1
48376,en,1
48377,en,1
48378,en,1
48379,en,1
48380,fi,1
48381,fi,1
48382,en,1
48383,fr,1
48384,nl,1
48385,en,1
48386,nl,1
48387,fi,1
48388,en,1
48389,en,1
48390,en,1
48391,en,1
48392,en,1
48393,en,1
48394,en,1
48395,en,1
48396,en,1
48397,fi,1
48398,it,1
48399,en,1
48400,it,1
48401,fr,1
48402,en,1
48403,en,1
48404,en,1
48405,en,1
48406,en,1
48407,en,1
48408,en,1
48409,en,1
48410,en,1
48411,en,1
48412,fi,1
48413,nl,1
48414,en,1
48415,fi,1
48416,fi,1
48417,en,1
48418,en,1
48419,fi,1
48420,en,1
48421,fr,1
48422,en,1
48423,en,1
48424,fi,1
48425,de,1
48426,en,1
48427,en,1
48428,en,1
48429,en,1
48430,en,1
48431,en,1
48432,fr,1
48433,en,1
48434,fi,1
48435,en,1
48436,en,1
48437,en,1
48438,en,1
48439,en,1
48440,en,1
48441,en,1
48442,en,1
48443,en,1
48444,en,1
48445,it,1
48446,en,1
48447,fi,1
48448,en,1
48449,nl,1
48450,de,1
48451,en,1
48452,en,1
48453,en,1
48454,en,1
48455,en,1
48456,en,1
48457,en,1
48458,en,1
48459,en,1
48460,fi,1
48461,en,1
48462,fr,1
48463,fi,1
48464,de,1
48465,en,1
48466,en,1
48467,en,1
48468,en,1
48469,en,1
48470,en,1
48471,en,1
48472,en,1
48473,en,1
48474,en,1
48475,en,1
48476,de,1
48477,fr,1
48478,en,1
48479,en,1
48480,en,1
48481,en,1
48482,en,1
48483,en,1
48484,en,1
48485,en,1
48486,en,1
48487,en,1
48488,de,1
48489,fi,1
48490,it,1
48491,en,1
48492,en,1
48493,nl,1
48494,en,1
48495,en,1
48496,nl,1
