type,language,band,percent,year
Academic,Chinese,6.5,0.1838795628805054,2023-2024
Academic,Chinese,7,0.10163996229971724,2023-2024
Academic,Chinese,7.5,0.049087805996382815,2023-2024
Academic,Chinese,8,0.014730621290470489,2023-2024
Academic,Chinese,8.5,0.0021234429528491734,2023-2024
Academic,Chinese,9,4.279491555646127e-5,2023-2024
Academic,English,<4,5.281943755301951e-4,2023-2024
Academic,English,4,0.0016165949069257488,2023-2024
Academic,English,4.5,0.006346335451446132,2023-2024
Academic,English,5,0.022096131376346494,2023-2024
Academic,English,5.5,0.07150631432367112,2023-2024
Academic,English,6,0.1420842870176225,2023-2024
Academic,English,6.5,0.18253917441618517,2023-2024
Academic,English,7,0.19100629031483585,2023-2024
Academic,English,7.5,0.1764729420426717,2023-2024
Academic,English,8,0.14546953278806601,2023-2024
Academic,English,8.5,0.058117387198489044,2023-2024
Academic,English,9,0.0022168157882100615,2023-2024
Academic,Farsi,<4,7.645747053201657e-4,2023-2024
Academic,Farsi,4,0.0031857279388340237,2023-2024
Academic,Farsi,4.5,0.011755336094297549,2023-2024
Academic,Farsi,5,0.04224275246893915,2023-2024
Academic,Farsi,5.5,0.11889136667728577,2023-2024
Academic,Farsi,6,0.2266008282892641,2023-2024
Academic,Farsi,6.5,0.23915259636827016,2023-2024
Academic,Farsi,7,0.18330678560050973,2023-2024
Academic,Farsi,7.5,0.11401720293086971,2023-2024
Academic,Farsi,8,0.05285122650525645,2023-2024
Academic,Farsi,8.5,0.007104173303599874,2023-2024
Academic,Farsi,9,1.2742911755336096e-4,2023-2024
Academic,Filipino,<4,4.7807676546919825e-4,2023-2024
Academic,Filipino,4,0.001775713700314165,2023-2024
Academic,Filipino,4.5,0.006488184674224833,2023-2024
Academic,Filipino,5,0.024040431635022536,2023-2024
Academic,Filipino,5.5,0.060852342576150804,2023-2024
Academic,Filipino,6,0.13802759185903565,2023-2024
Academic,Filipino,6.5,0.21663707143832808,2023-2024
Academic,Filipino,7,0.23664799890725313,2023-2024
Academic,Filipino,7.5,0.19000136593361563,2023-2024
Academic,Filipino,8,0.10333287802212812,2023-2024
Academic,Filipino,8.5,0.021445157765332606,2023-2024
Academic,Filipino,9,2.731867231252561e-4,2023-2024
Academic,French,<4,0.0019786157299950535,2023-2024
Academic,French,4,0.004946539324987634,2023-2024
Academic,French,4.5,0.014991819184962521,2023-2024
Academic,French,5,0.04360564666489099,2023-2024
Academic,French,5.5,0.08957041208477606,2023-2024
Academic,French,6,0.14211787983714472,2023-2024
Academic,French,6.5,0.1717590654845706,2023-2024
Academic,French,7,0.1857615768045356,2023-2024
Academic,French,7.5,0.19009931128952476,2023-2024
Academic,French,8,0.12385373463719038,2023-2024
Academic,French,8.5,0.03104904683992238,2023-2024
Academic,French,9,2.6635211749933413e-4,2023-2024
Academic,German,<4,0,2023-2024
Academic,German,4,2.673439379762064e-4,2023-2024
Academic,German,4.5,8.020318139286192e-4,2023-2024
Academic,German,5,0.0022724234727977545,2023-2024
Academic,German,5.5,0.010426413581072049,2023-2024
Academic,German,6,0.02967517711535891,2023-2024
Academic,German,6.5,0.0716481753776233,2023-2024
Academic,German,7,0.1379494719957225,2023-2024
Academic,German,7.5,0.23700040101590694,2023-2024
Academic,German,8,0.3637214276166288,2023-2024
Academic,German,8.5,0.14396471060018715,2023-2024
Academic,German,9,0.0022724234727977545,2023-2024
Academic,Gujarati,<4,0.001550147263990079,2023-2024
Academic,Gujarati,4,0.005563306291875506,2023-2024
Academic,Gujarati,4.5,0.022098210441103015,2023-2024
Academic,Gujarati,5,0.08410410100070617,2023-2024
Academic,Gujarati,5.5,0.2188635698169104,2023-2024
Academic,Gujarati,6,0.28973974749823456,2023-2024
Academic,Gujarati,6.5,0.18498424016948278,2023-2024
Academic,Gujarati,7,0.10770078713033295,2023-2024
Academic,Gujarati,7.5,0.05799273153171773,2023-2024
Academic,Gujarati,8,0.02419952117673401,2023-2024
Academic,Gujarati,8.5,0.0031864138204240515,2023-2024
Academic,Gujarati,9,1.7223858488778656e-5,2023-2024
Academic,Hindi,<4,5.710905790450549e-4,2023-2024
Academic,Hindi,4,0.0017948561055701725,2023-2024
Academic,Hindi,4.5,0.006506353382691876,2023-2024
Academic,Hindi,5,0.03205245874890371,2023-2024
Academic,Hindi,5.5,0.12078565746802912,2023-2024
Academic,Hindi,6,0.2240000815843684,2023-2024
Academic,Hindi,6.5,0.21117093964796343,2023-2024
Academic,Hindi,7,0.17218380958208407,2023-2024
Academic,Hindi,7.5,0.13373717595708662,2023-2024
Academic,Hindi,8,0.08237981602724917,2023-2024
Academic,Hindi,8.5,0.01471578045646454,2023-2024
Academic,Hindi,9,1.0198046054375982e-4,2023-2024
Academic,Ibo/Igbo,<4,8.248273017836891e-4,2023-2024
Academic,Ibo/Igbo,4,0.0017527580162903392,2023-2024
Academic,Ibo/Igbo,4.5,0.008351376430559852,2023-2024
Academic,Ibo/Igbo,5,0.02886895556242912,2023-2024
Academic,Ibo/Igbo,5.5,0.08866893494174657,2023-2024
Academic,Ibo/Igbo,6,0.191050623775647,2023-2024
Academic,Ibo/Igbo,6.5,0.26250128879265905,2023-2024
Academic,Ibo/Igbo,7,0.2263119909268997,2023-2024
Academic,Ibo/Igbo,7.5,0.13568409114341684,2023-2024
Academic,Ibo/Igbo,8,0.05196412001237241,2023-2024
Academic,Ibo/Igbo,8.5,0.004021033096195484,2023-2024
Academic,Ibo/Igbo,9,0,2023-2024
Academic,Indonesian,<4,0.0022353427120538425,2023-2024
Academic,Indonesian,4,0.003863255339310445,2023-2024
Academic,Indonesian,4.5,0.012318682119688023,2023-2024
Academic,Indonesian,5,0.03598415822338849,2023-2024
Academic,Indonesian,5.5,0.09342274704181548,2023-2024
Academic,Indonesian,6,0.16714046213280853,2023-2024
Academic,Indonesian,6.5,0.20492261340719684,2023-2024
Academic,Indonesian,7,0.20198265179677818,2023-2024
Academic,Indonesian,7.5,0.17192701120101078,2023-2024
Academic,Indonesian,8,0.08931651966858616,2023-2024
Academic,Indonesian,8.5,0.01664358432344437,2023-2024
Academic,Indonesian,9,2.4297203391889595e-4,2023-2024
Academic,Italian,<4,2.759490676863642e-4,2023-2024
Academic,Italian,4,0.0013403240430480549,2023-2024
Academic,Italian,4.5,0.004375763787598061,2023-2024
Academic,Italian,5,0.01955296251034809,2023-2024
Academic,Italian,5.5,0.0559388181495644,2023-2024
Academic,Italian,6,0.11219300666219892,2023-2024
Academic,Italian,6.5,0.1681712461071471,2023-2024
Academic,Italian,7,0.2050301572909686,2023-2024
Academic,Italian,7.5,0.24409666101628102,2023-2024
Academic,Italian,8,0.1609177277565341,2023-2024
Academic,Italian,8.5,0.027870855836322782,2023-2024
Academic,Italian,9,2.365277723025979e-4,2023-2024
Academic,Japanese,<4,0.0064622751446066495,2023-2024
Academic,Japanese,4,0.018708816238320235,2023-2024
Academic,Japanese,4.5,0.056444265525351194,2023-2024
Academic,Japanese,5,0.14664067631417252,2023-2024
Academic,Japanese,5.5,0.24039663537936737,2023-2024
Academic,Japanese,6,0.2294849248892938,2023-2024
Academic,Japanese,6.5,0.15687437760874634,2023-2024
Academic,Japanese,7,0.08570459986863571,2023-2024
Academic,Japanese,7.5,0.041422124287560654,2023-2024
Academic,Japanese,8,0.014386507617009556,2023-2024
Academic,Japanese,8.5,0.0033900459774985703,2023-2024
Academic,Japanese,9,8.475114943746425e-5,2023-2024
Academic,Kannada,<4,2.4169184290030211e-4,2023-2024
Academic,Kannada,4,6.042296072507553e-4,2023-2024
Academic,Kannada,4.5,0.002900302114803626,2023-2024
Academic,Kannada,5,0.017885196374622356,2023-2024
Academic,Kannada,5.5,0.09522658610271904,2023-2024
Academic,Kannada,6,0.21933534743202418,2023-2024
Academic,Kannada,6.5,0.22960725075528698,2023-2024
Academic,Kannada,7,0.19250755287009064,2023-2024
Academic,Kannada,7.5,0.14102719033232627,2023-2024
Academic,Kannada,8,0.08362537764350453,2023-2024
Academic,Kannada,8.5,0.017039274924471298,2023-2024
Academic,Kannada,9,0,2023-2024
Academic,Kazakh,<4,0.004741653223835362,2023-2024
Academic,Kazakh,4,0.009532189470596862,2023-2024
Academic,Kazakh,4.5,0.029232047709830376,2023-2024
Academic,Kazakh,5,0.08622965244170698,2023-2024
Academic,Kazakh,5.5,0.16326929657330008,2023-2024
Academic,Kazakh,6,0.21063694578872755,2023-2024
Academic,Kazakh,6.5,0.19171921591631225,2023-2024
Academic,Kazakh,7,0.157207801730459,2023-2024
Academic,Kazakh,7.5,0.10299652930537224,2023-2024
Academic,Kazakh,8,0.04067067507454661,2023-2024
Academic,Kazakh,8.5,0.0037151097423864686,2023-2024
Academic,Kazakh,9,4.888302292613775e-5,2023-2024
Academic,Khmer,<4,0.0040317799122494965,2023-2024
Academic,Khmer,4,0.01256966678524843,2023-2024
Academic,Khmer,4.5,0.048381358946993955,2023-2024
Academic,Khmer,5,0.13245582829360847,2023-2024
Academic,Khmer,5.5,0.2058579390489743,2023-2024
Academic,Khmer,6,0.21854618759634772,2023-2024
Academic,Khmer,6.5,0.16138977825210485,2023-2024
Academic,Khmer,7,0.11573579983398555,2023-2024
Academic,Khmer,7.5,0.07031898494011622,2023-2024
Academic,Khmer,8,0.026799478240246654,2023-2024
Academic,Khmer,8.5,0.0039131981501245115,2023-2024
Academic,Khmer,9,0,2023-2024
Academic,Korean,<4,0.0018209536715507752,2023-2024
Academic,Korean,4,0.005716947573473363,2023-2024
Academic,Korean,4.5,0.020623359024307616,2023-2024
Academic,Korean,5,0.06978910815617854,2023-2024
Academic,Korean,5.5,0.17172016600321843,2023-2024
Academic,Korean,6,0.2417210129584145,2023-2024
Academic,Korean,6.5,0.2097484543067672,2023-2024
Academic,Korean,7,0.14648090116032864,2023-2024
Academic,Korean,7.5,0.08698229863640215,2023-2024
Academic,Korean,8,0.03722368086728212,2023-2024
Academic,Korean,8.5,0.008003726602862709,2023-2024
Academic,Korean,9,1.693910392140256e-4,2023-2024
Academic,Malayalam,<4,4.646009792359101e-4,2023-2024
Academic,Malayalam,4,0.0019120117222400914,2023-2024
Academic,Malayalam,4.5,0.009077588363532396,2023-2024
Academic,Malayalam,5,0.03775776419713377,2023-2024
Academic,Malayalam,5.5,0.13010614345448698,2023-2024
Academic,Malayalam,6,0.23051356277474,2023-2024
Academic,Malayalam,6.5,0.22581394517708442,2023-2024
Academic,Malayalam,7,0.1740288052607126,2023-2024
Academic,Malayalam,7.5,0.1177048711625746,2023-2024
Academic,Malayalam,8,0.06243522390193345,2023-2024
Academic,Malayalam,8.5,0.01013187520102927,2023-2024
Academic,Malayalam,9,5.3607805296451156e-5,2023-2024
Academic,Marathi,<4,2.7665578487246173e-4,2023-2024
Academic,Marathi,4,6.63973883693908e-4,2023-2024
Academic,Marathi,4.5,0.0038178498312399713,2023-2024
Academic,Marathi,5,0.018148619487633487,2023-2024
Academic,Marathi,5.5,0.08626127372323354,2023-2024
Academic,Marathi,6,0.19410169866651913,2023-2024
Academic,Marathi,6.5,0.2332761578044597,2023-2024
Academic,Marathi,7,0.20262269684059095,2023-2024
Academic,Marathi,7.5,0.15636584960991534,2023-2024
Academic,Marathi,8,0.09135174016488685,2023-2024
Academic,Marathi,8.5,0.0130028218890057,2023-2024
Academic,Marathi,9,1.1066231394898468e-4,2023-2024
Academic,Mongolian,<4,0.005592272496187086,2023-2024
Academic,Mongolian,4,0.010167768174885612,2023-2024
Academic,Mongolian,4.5,0.034316217590238944,2023-2024
Academic,Mongolian,5,0.07574987290289781,2023-2024
Academic,Mongolian,5.5,0.1545500762582613,2023-2024
Academic,Mongolian,6,0.19217081850533804,2023-2024
Academic,Mongolian,6.5,0.1940772750381291,2023-2024
Academic,Mongolian,7,0.15963396034570412,2023-2024
Academic,Mongolian,7.5,0.1128622267412303,2023-2024
Academic,Mongolian,8,0.054651753940010164,2023-2024
Academic,Mongolian,8.5,0.006227758007117438,2023-2024
Academic,Mongolian,9,0,2023-2024
Academic,Nepali,<4,9.702159115409492e-4,2023-2024
Academic,Nepali,4,0.0036806603628299506,2023-2024
Academic,Nepali,4.5,0.014676440693627375,2023-2024
Academic,Nepali,5,0.0631410355129824,2023-2024
Academic,Nepali,5.5,0.18614285274278497,2023-2024
Academic,Nepali,6,0.2789909754519974,2023-2024
Academic,Nepali,6.5,0.2269381217851973,2023-2024
Academic,Nepali,7,0.13358179074136817,2023-2024
Academic,Nepali,7.5,0.06619028552068254,2023-2024
Academic,Nepali,8,0.02288477531031509,2023-2024
Academic,Nepali,8.5,0.0027566452089814275,2023-2024
Academic,Nepali,9,4.6200757692426153e-5,2023-2024
Academic,Other,<4,0.003997601439136518,2023-2024
Academic,Other,4,0.009454327403557864,2023-2024
Academic,Other,4.5,0.02416550069958025,2023-2024
Academic,Other,5,0.05718568858684789,2023-2024
Academic,Other,5.5,0.11954827103737756,2023-2024
Academic,Other,6,0.1872476514091545,2023-2024
Academic,Other,6.5,0.19106536078352987,2023-2024
Academic,Other,7,0.1729162502498501,2023-2024
Academic,Other,7.5,0.13711772936238256,2023-2024
Academic,Other,8,0.077833300019988,2023-2024
Academic,Other,8.5,0.018868678792724365,2023-2024
Academic,Other,9,5.996402158704777e-4,2023-2024
Academic,Portuguese,<4,0.003469292076887014,2023-2024
Academic,Portuguese,4,0.004875761837787155,2023-2024
Academic,Portuguese,4.5,0.013502109704641352,2023-2024
Academic,Portuguese,5,0.029160806375996252,2023-2024
Academic,Portuguese,5.5,0.07266760431317394,2023-2024
Academic,Portuguese,6,0.11195499296765121,2023-2024
Academic,Portuguese,6.5,0.15611814345991562,2023-2024
Academic,Portuguese,7,0.18537271448663856,2023-2024
Academic,Portuguese,7.5,0.20656352555086735,2023-2024
Academic,Portuguese,8,0.1718706047819972,2023-2024
Academic,Portuguese,8.5,0.043788091889357714,2023-2024
Academic,Portuguese,9,6.563525550867324e-4,2023-2024
Academic,Punjabi,<4,0.0012614875278269308,2023-2024
Academic,Punjabi,4,0.004446600833380901,2023-2024
Academic,Punjabi,4.5,0.018402876876534052,2023-2024
Academic,Punjabi,5,0.08279582167931959,2023-2024
Academic,Punjabi,5.5,0.25900450938980535,2023-2024
Academic,Punjabi,6,0.33739939494263377,2023-2024
Academic,Punjabi,6.5,0.17977624293624067,2023-2024
Academic,Punjabi,7,0.07575774872995035,2023-2024
Academic,Punjabi,7.5,0.03179405217192763,2023-2024
Academic,Punjabi,8,0.008682002397397113,2023-2024
Academic,Punjabi,8.5,6.79262514983732e-4,2023-2024
Academic,Punjabi,9,0,2023-2024
Academic,Russian,<4,0.0019293025080932605,2023-2024
Academic,Russian,4,0.004905006376508289,2023-2024
Academic,Russian,4.5,0.01635002125502763,2023-2024
Academic,Russian,5,0.0521892678460482,2023-2024
Academic,Russian,5.5,0.11902815473660117,2023-2024
Academic,Russian,6,0.16663941663124163,2023-2024
Academic,Russian,6.5,0.18014453418789445,2023-2024
Academic,Russian,7,0.17442202674863477,2023-2024
Academic,Russian,7.5,0.16209411072234392,2023-2024
Academic,Russian,8,0.1004218305483797,2023-2024
Academic,Russian,8.5,0.021549328014126415,2023-2024
Academic,Russian,9,3.270004251005526e-4,2023-2024
Academic,Sinhalese,<4,8.793853559196518e-4,2023-2024
Academic,Sinhalese,4,0.003054707025826159,2023-2024
Academic,Sinhalese,4.5,0.011987410904378413,2023-2024
Academic,Sinhalese,5,0.05595667870036101,2023-2024
Academic,Sinhalese,5.5,0.14880125890956214,2023-2024
Academic,Sinhalese,6,0.23817458113486992,2023-2024
Academic,Sinhalese,6.5,0.21429232620568361,2023-2024
Academic,Sinhalese,7,0.15282791817087846,2023-2024
Academic,Sinhalese,7.5,0.10348977135980747,2023-2024
Academic,Sinhalese,8,0.0591502360455429,2023-2024
Academic,Sinhalese,8.5,0.011385726187170231,2023-2024
Academic,Sinhalese,9,0,2023-2024
Academic,Spanish,<4,0.004669005375665648,2023-2024
Academic,Spanish,4,0.005981374454231128,2023-2024
Academic,Spanish,4.5,0.014284632662847335,2023-2024
Academic,Spanish,5,0.0380839411452944,2023-2024
Academic,Spanish,5.5,0.08886252933902027,2023-2024
Academic,Spanish,6,0.15210862377911818,2023-2024
Academic,Spanish,6.5,0.18118264644272267,2023-2024
Academic,Spanish,7,0.19203492920778334,2023-2024
Academic,Spanish,7.5,0.17928980642556092,2023-2024
Academic,Spanish,8,0.11730560533023748,2023-2024
Academic,Spanish,8.5,0.02581833783408626,2023-2024
Academic,Spanish,9,3.7856800343234986e-4,2023-2024
Academic,Swahili,<4,5.575689991636465e-4,2023-2024
Academic,Swahili,4,0.0013939224979091164,2023-2024
Academic,Swahili,4.5,0.007736269863395595,2023-2024
Academic,Swahili,5,0.030457206579314187,2023-2024
Academic,Swahili,5.5,0.10837747421243378,2023-2024
Academic,Swahili,6,0.20427934206858098,2023-2024
Academic,Swahili,6.5,0.25278784499581824,2023-2024
Academic,Swahili,7,0.21145804293281295,2023-2024
Academic,Swahili,7.5,0.12914691943127962,2023-2024
Academic,Swahili,8,0.04822971842765542,2023-2024
Academic,Swahili,8.5,0.005575689991636466,2023-2024
Academic,Swahili,9,0,2023-2024
Academic,Tagalog,<4,0.001247574161352925,2023-2024
Academic,Tagalog,4,0.0016634322151372332,2023-2024
Academic,Tagalog,4.5,0.008039922373163293,2023-2024
Academic,Tagalog,5,0.031743831438868865,2023-2024
Academic,Tagalog,5.5,0.07513168838369837,2023-2024
Academic,Tagalog,6,0.15539229276406988,2023-2024
Academic,Tagalog,6.5,0.234266703631827,2023-2024
Academic,Tagalog,7,0.25103964513446075,2023-2024
Academic,Tagalog,7.5,0.15830329914056004,2023-2024
Academic,Tagalog,8,0.06792348211810369,2023-2024
Academic,Tagalog,8.5,0.014693651233712225,2023-2024
Academic,Tagalog,9,5.544774050457444e-4,2023-2024
Academic,Tamil,<4,0.0011798777217633808,2023-2024
Academic,Tamil,4,0.00429046444277593,2023-2024
Academic,Tamil,4.5,0.015695949086488612,2023-2024
Academic,Tamil,5,0.05348779005327327,2023-2024
Academic,Tamil,5.5,0.14197861918552682,2023-2024
Academic,Tamil,6,0.21756230111909614,2023-2024
Academic,Tamil,6.5,0.1974686259787622,2023-2024
Academic,Tamil,7,0.15767456827201543,2023-2024
Academic,Tamil,7.5,0.11766598734312989,2023-2024
Academic,Tamil,8,0.07583395902606456,2023-2024
Academic,Tamil,8.5,0.01698308841932139,2023-2024
Academic,Tamil,9,1.7876935178233043e-4,2023-2024
Academic,Telugu,<4,4.698364968990791e-4,2023-2024
Academic,Telugu,4,0.0013625258410073296,2023-2024
Academic,Telugu,4.5,0.008527532418718287,2023-2024
Academic,Telugu,5,0.04470494267994738,2023-2024
Academic,Telugu,5.5,0.15492858485247135,2023-2024
Academic,Telugu,6,0.26301447096410446,2023-2024
Academic,Telugu,6.5,0.23414301822965608,2023-2024
Academic,Telugu,7,0.15969742529599698,2023-2024
Academic,Telugu,7.5,0.08943337718473972,2023-2024
Academic,Telugu,8,0.03930182296560797,2023-2024
Academic,Telugu,8.5,0.004345987596316481,2023-2024
Academic,Telugu,9,7.047547453486188e-5,2023-2024
Academic,Thai,<4,0.010539591027835329,2023-2024
Academic,Thai,4,0.017175629823139055,2023-2024
Academic,Thai,4.5,0.04164789958862564,2023-2024
Academic,Thai,5,0.09930036333063087,2023-2024
Academic,Thai,5.5,0.18646968741554815,2023-2024
Academic,Thai,6,0.21619673903251957,2023-2024
Academic,Thai,6.5,0.17223673542924062,2023-2024
Academic,Thai,7,0.12449328889289253,2023-2024
Academic,Thai,7.5,0.08179443293396992,2023-2024
Academic,Thai,8,0.04179803621295378,2023-2024
Academic,Thai,8.5,0.008227487013181996,2023-2024
Academic,Thai,9,1.2010929946251088e-4,2023-2024
Academic,Turkish,<4,0.0036972818603702383,2023-2024
Academic,Turkish,4,0.0075985516854505586,2023-2024
Academic,Turkish,4.5,0.02401958284461217,2023-2024
Academic,Turkish,5,0.06038043755418431,2023-2024
Academic,Turkish,5.5,0.12914988015707074,2023-2024
Academic,Turkish,6,0.18822989443622828,2023-2024
Academic,Turkish,6.5,0.1855780508949972,2023-2024
Academic,Turkish,7,0.16545973787546536,2023-2024
Academic,Turkish,7.5,0.14082819113672293,2023-2024
Academic,Turkish,8,0.08083023101637003,2023-2024
Academic,Turkish,8.5,0.014126166556173188,2023-2024
Academic,Turkish,9,1.0199398235504106e-4,2023-2024
Academic,Ukrainian,<4,0.0011835875854813256,2023-2024
Academic,Ukrainian,4,0.004471330878485008,2023-2024
Academic,Ukrainian,4.5,0.013545502367175171,2023-2024
Academic,Ukrainian,5,0.0461599158337717,2023-2024
Academic,Ukrainian,5.5,0.11533403471856918,2023-2024
Academic,Ukrainian,6,0.1793792740662809,2023-2024
Academic,Ukrainian,6.5,0.19042609153077325,2023-2024
Academic,Ukrainian,7,0.18332456601788533,2023-2024
Academic,Ukrainian,7.5,0.1618884797475013,2023-2024
Academic,Ukrainian,8,0.09008416622830089,2023-2024
Academic,Ukrainian,8.5,0.01407154129405576,2023-2024
Academic,Ukrainian,9,1.315097317201473e-4,2023-2024
Academic,Urdu,<4,0.0067208444833582025,2023-2024
Academic,Urdu,4,0.012936084152372027,2023-2024
Academic,Urdu,4.5,0.03005265689164026,2023-2024
Academic,Urdu,5,0.06921853226621943,2023-2024
Academic,Urdu,5.5,0.14488660887151472,2023-2024
Academic,Urdu,6,0.21010962992193957,2023-2024
Academic,Urdu,6.5,0.19159956098703926,2023-2024
Academic,Urdu,7,0.15099086211786758,2023-2024
Academic,Urdu,7.5,0.10681826589880504,2023-2024
Academic,Urdu,8,0.0633485836899286,2023-2024
Academic,Urdu,8.5,0.013170388822434057,2023-2024
Academic,Urdu,9,1.4798189688128153e-4,2023-2024
Academic,Uzbek,<4,0.007568984122090334,2023-2024
Academic,Uzbek,4,0.017928164020348386,2023-2024
Academic,Uzbek,4.5,0.05151842145830122,2023-2024
Academic,Uzbek,5,0.1343147834129798,2023-2024
Academic,Uzbek,5.5,0.21741945429320178,2023-2024
Academic,Uzbek,6,0.21301063665793124,2023-2024
Academic,Uzbek,6.5,0.16326499152150453,2023-2024
Academic,Uzbek,7,0.11140743024510559,2023-2024
Academic,Uzbek,7.5,0.05882534299367967,2023-2024
Academic,Uzbek,8,0.020425466317249886,2023-2024
Academic,Uzbek,8.5,0.004008016032064128,2023-2024
Academic,Uzbek,9,3.083089255433945e-4,2023-2024
Academic,Vietnamese,<4,0.007114901944101757,2023-2024
Academic,Vietnamese,4,0.015399668183945208,2023-2024
Academic,Vietnamese,4.5,0.03956268345599183,2023-2024
Academic,Vietnamese,5,0.09591291955587695,2023-2024
Academic,Vietnamese,5.5,0.17914344663291787,2023-2024
Academic,Vietnamese,6,0.21278768026545283,2023-2024
Academic,Vietnamese,6.5,0.17726102862976983,2023-2024
Academic,Vietnamese,7,0.1333645297145531,2023-2024
Academic,Vietnamese,7.5,0.09149934062194238,2023-2024
Academic,Vietnamese,8,0.0413812906793721,2023-2024
Academic,Vietnamese,8.5,0.006492746841366402,2023-2024
Academic,Vietnamese,9,7.976347470966095e-5,2023-2024
General_Training,Afrikaans,<4,0.002592352559948153,2023-2024
General_Training,Afrikaans,4,0.009721322099805573,2023-2024
General_Training,Afrikaans,4.5,0.02559948152948801,2023-2024
General_Training,Afrikaans,5,0.04439403758911212,2023-2024
General_Training,Afrikaans,5.5,0.10434219053791315,2023-2024
General_Training,Afrikaans,6,0.14193130265716136,2023-2024
General_Training,Afrikaans,6.5,0.16040181464679196,2023-2024
General_Training,Afrikaans,7,0.1594296824368114,2023-2024
General_Training,Afrikaans,7.5,0.15003240440699936,2023-2024
General_Training,Afrikaans,8,0.11438755670771224,2023-2024
General_Training,Afrikaans,8.5,0.08230719377835385,2023-2024
General_Training,Afrikaans,9,0.004860661049902786,2023-2024
General_Training,Akan,<4,0.0068654374264417424,2023-2024
General_Training,Akan,4,0.02295017653981954,2023-2024
General_Training,Akan,4.5,0.06355433503334641,2023-2024
General_Training,Akan,5,0.15182424480188308,2023-2024
General_Training,Akan,5.5,0.22538250294233034,2023-2024
General_Training,Akan,6,0.2263632797175363,2023-2024
General_Training,Akan,6.5,0.14731267163593567,2023-2024
General_Training,Akan,7,0.08728913299333073,2023-2024
General_Training,Akan,7.5,0.04276186739898,2023-2024
General_Training,Akan,8,0.021577089054531193,2023-2024
General_Training,Akan,8.5,0.004119262455865046,2023-2024
General_Training,Akan,9,0,2023-2024
General_Training,Arabic,<4,0.04210714126410634,2023-2024
General_Training,Arabic,4,0.04754895401222178,2023-2024
General_Training,Arabic,4.5,0.08479414782104465,2023-2024
General_Training,Arabic,5,0.12377893750836344,2023-2024
General_Training,Arabic,5.5,0.15130023640661938,2023-2024
General_Training,Arabic,6,0.1541103528257282,2023-2024
General_Training,Arabic,6.5,0.12583076854453812,2023-2024
General_Training,Arabic,7,0.1091484901199875,2023-2024
General_Training,Arabic,7.5,0.08171640126678265,2023-2024
General_Training,Arabic,8,0.05825415941835051,2023-2024
General_Training,Arabic,8.5,0.02042910031669566,2023-2024
General_Training,Arabic,9,9.813104955618004e-4,2023-2024
General_Training,Bengali,<4,0.07358893636159208,2023-2024
General_Training,Bengali,4,0.10670114684056667,2023-2024
General_Training,Bengali,4.5,0.16449291657297052,2023-2024
General_Training,Bengali,5,0.17719811108612546,2023-2024
General_Training,Bengali,5.5,0.12395997301551606,2023-2024
General_Training,Bengali,6,0.09472678210029234,2023-2024
General_Training,Bengali,6.5,0.08123454013941983,2023-2024
General_Training,Bengali,7,0.06594333258376434,2023-2024
General_Training,Bengali,7.5,0.05396896784348999,2023-2024
General_Training,Bengali,8,0.041263773330335055,2023-2024
General_Training,Bengali,8.5,0.015965819653699122,2023-2024
General_Training,Bengali,9,9.557004722284685e-4,2023-2024
General_Training,Chinese,<4,0.016946073597342605,2023-2024
General_Training,Chinese,4,0.025146623760834586,2023-2024
General_Training,Chinese,4.5,0.05592463798204183,2023-2024
General_Training,Chinese,5,0.09762806871853429,2023-2024
General_Training,Chinese,5.5,0.1385270151035449,2023-2024
General_Training,Chinese,6,0.1598847770799813,2023-2024
General_Training,Chinese,6.5,0.1443660144288161,2023-2024
General_Training,Chinese,7,0.13541288213006694,2023-2024
General_Training,Chinese,7.5,0.1272382830746873,2023-2024
General_Training,Chinese,8,0.07979965744537292,2023-2024
General_Training,Chinese,8.5,0.018658846732755488,2023-2024
General_Training,Chinese,9,4.6711994602169506e-4,2023-2024
General_Training,English,<4,0.0044515942325042985,2023-2024
General_Training,English,4,0.0102310062475529,2023-2024
General_Training,English,4.5,0.028633198849224585,2023-2024
General_Training,English,5,0.0652418160461672,2023-2024
General_Training,English,5.5,0.11298367465059667,2023-2024
General_Training,English,6,0.1538225831162862,2023-2024
General_Training,English,6.5,0.1650068944384863,2023-2024
General_Training,English,7,0.15221388080281906,2023-2024
General_Training,English,7.5,0.13116456428851098,2023-2024
General_Training,English,8,0.10658291200653695,2023-2024
General_Training,English,8.5,0.06189673663244982,2023-2024
General_Training,English,9,0.007771138688865056,2023-2024
General_Training,Farsi,<4,0.015160582485537602,2023-2024
General_Training,Farsi,4,0.024536205864751644,2023-2024
General_Training,Farsi,4.5,0.05964492319968083,2023-2024
General_Training,Farsi,5,0.11160981448234589,2023-2024
General_Training,Farsi,5.5,0.13893875922601237,2023-2024
General_Training,Farsi,6,0.1656692599241971,2023-2024
General_Training,Farsi,6.5,0.15130660283263514,2023-2024
General_Training,Farsi,7,0.12736884101336524,2023-2024
General_Training,Farsi,7.5,0.10742070616397367,2023-2024
General_Training,Farsi,8,0.07610213445042888,2023-2024
General_Training,Farsi,8.5,0.021344504288848994,2023-2024
General_Training,Farsi,9,8.976660682226212e-4,2023-2024
General_Training,Filipino,<4,0.019467116990336805,2023-2024
General_Training,Filipino,4,0.039074960127591714,2023-2024
