city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude 
Germantown,United States,A little girl died on this bridge when her brother threw her off. No people go under the bridge to hear her singing the same song she did the day she died. Another story is a long time ago a truck driver went off the road into the creek and died. Sometimes at night you can see his lights.,steal bridge,Ohio,OH,,,-84.3693882,39.6261682
Gibsonburg,United States,"Lights in the upper room come on and off for no reason. Janitors report locking doors with chains and having the chains unlocked. Strange footsteps heard through small gym, like someone walking on old floorboards. It is told by many students that there has been a haunting in the janitors closet. Some students got locked in for days. No food or no water. In 1949 3 well fed students were locked in after cleaning off paintbrushes in the closet. They were found by the janitor 5 days later all very thin almost looking anorexic, 2 were dead. Many say they still haunt the school to this day and want revenge by whoever decided to lock them in. - December 2006 Update: Gibsonburg has torn down the old school and a new one has been built.",Gibsonburg High School,Ohio,OH,-83.3220851,41.3759555,-83.32048069999999,41.3844964
Glenville,United States,It used to be an old nursing home but had been vacant for 10 years before the school moved in. The school is the Virtual Schoolhouse. Staff hears loud screaming and footsteps before school. The basement doors close for no reason and voices can be heard when no one is around.,736 Lakeview Ave,Ohio,OH,-81.6086827,41.5371448,-81.61720830000002,41.5320644
Granville,United States,The innkeepers from the 1800's haunt the place.,Buxton Inn,Ohio,OH,-82.51625299999999,40.067396,-82.51960369999999,40.06811920000001
Granville,United States,"On the 7th tier of the Denison University library, students who have fallen asleep reported being woken up by a shadowy woman in old dress. This woman evidently has a serious problem with male students, and will wake them by hitting them on the back of the head with some type of rod.",Denison University,Ohio,OH,-82.5223309,40.0734583,-82.51960369999999,40.06811920000001
Gratis,United States,on Brubaker Rd. A lady and her baby died on this covered bridge many years ago. At night you can sometimes hear a lady’s screams and a baby crying.,Brubaker Bridge,Ohio,OH,-84.5439336,39.6515445,-84.52717109999999,39.6478321
Gratis,United States,April 2008 Correction: Formerly listed in Germantown - Late at night if you travel through the road your car will suddenly die and will not start for a period of time. its bin said that you can see what looks like floating lamps in the distance off to the side of the road.,Fudge Road,Ohio,OH,-84.5205786,39.6654193,-84.52717109999999,39.6478321
Green Springs,United States,"AT the only school in Green Springs, Ohio there is herd to be ghosts at the school. In the late 1800's the school burnt down and supposedly there was some high schoolers in it that never got out. In 1939 they rebuilt the school and it's still there today. When your in some classrooms on the 2nd floor like the rooms 6c or 6g in 6c when the door is open & when it's real quiet the door will close for no reason at all. when in 6g once or twice a week everyone will be doing their work when you have a feeling that someone is behind you. your almost positive until you turn around and look but the teacher is not behind you",GS elementary,Ohio,OH,-83.050736,41.262229,-83.0515829,41.25616489999999
Greenfield,United States,"The high school was built in the late 1800's. Mr. McClain wanted the Marble Senior Staircase. Mrs. McClain wanted to add a chandelier. He never put a chandelier there. So after her death, the image of a big, beautiful, chandelier can be seen at nighttime through the window of the second floor. There is no chandelier in this room, but it can be seen. It is above the front entrance on the Sixth Street side of the school.",Edward McClain High School,Ohio,OH,-83.38853379999999,39.3508473,-83.38269280000002,39.3520084
Greenfield,United States,"right outside of Greenfield is a bridge called crybaby bridge. the old story is that a mother believed to be a witch was being chased by the town's people. She was carrying her baby and was running in a hurry. as soon as she reached this bridge she hit the side to try to stop and dropped her baby in the water. she was killed by the people and he baby drowned. at night if you go there. you're car will stop on the bridge and you can hear people running and screaming ""stop"". then you can hear the mother screaming ""help"". and you also could hear the baby cry.",out in the country,Ohio,OH,-83.4542839,39.3827757,-83.38269280000002,39.3520084
Greenville,United States,it is said to be old burial grounds now newly built on it is said that many houses have hauntings as well as dark black figures will follow you down the road when walking late at night when you start to run from the figure behind you one will come from the front and they will try to chase you off there grounds,McMecham road,Ohio,OH,-84.68474909999999,40.1537436,-84.63301150000001,40.1028264
Greenville,United States,This place for plays and musicals is haunted by an old man who once fell to his death changing one of the high light bulbs hanging from the ceiling.,Memorial Hall,Ohio,OH,-84.63305410000001,40.0988058,-84.63301150000001,40.1028264
Hamilton,United States,It is known that there was a man who has shot himself in the head at a local bathroom at the fairgrounds who walks around with blood dripping from his head as people have said and comes around only at night.,Butler County Fairgrounds,Ohio,OH,-84.53927379999999,39.4016739,-84.5613355,39.3995008
Hamilton,United States,"it was been said that Mr. Hughs the man the hospital is named after walks the floor of the hospital. Nurses report seeing a image of the man in the monitors of the hospital. Also reported that one night a man was looking in the icu doors and a nurse stated hi to the man the man then turned away and when the nurse looked back he was gone. Also in the icu linen rooms it was stated that when a cna entered the room she heard a man moaning very loud, came out noticing that there was no man in the unit or on staff that night it frightened her.  she went back into room to hear it again and left the hospital never to return back to work there.",Fort Hamilton hospital,Ohio,OH,-84.57262999999999,39.415506,-84.5613355,39.3995008
Harrison,United States,"There is a big green house in Harrison which sits in the middle of a subdivision called the ""Meadows."" It is said to be haunted such as: lights coming on when no one lived there, shadows and silhouettes being seen through the blinds when no one lived there. The house is now occupied but it stood empty for a very long time. It was built by the richest man of the town at the time, maybe even the founder of Harrison. The house is huge and castle like. It has a carriage house which is said to be haunted also.",Big Green Castle,Ohio,OH,,,-84.7915999,39.2536967
Hilliard,United States,"Pizza hut - At this location a store manager died of a heart attack in the walk in freezer, employees sometimes see a ghostly man walking around in the back after closing. Items in the store are often thrown around.",Cemetery Road,Ohio,OH,-83.13798799999999,40.0318987,-83.1582451,40.0333961
Hilliard,United States,"This department store used to be a Big Bear Food Store. A man supposedly killed himself in the store room. It has since been turned into Odd Lots. Employees have claimed that at night when closing, the door will come open when it is locked and strange footsteps can be heard in the store room. There have been reports of cold chills and the ghost actually running through people. Toys have even been known to be off the shelves when opening in the morning.",The Odd Lots Department Store,Ohio,OH,-83.15179239999999,40.00233619999999,-83.1582451,40.0333961
Hillsboro,United States,off 138 -  turn on black rabbit road stop on cry baby bridge in your car and you hear a baby crying because a woman threw her baby off the bridge.,Cry Baby Bridge,Ohio,OH,,,-83.611587,39.2022866
Hinckley,United States,a young woman in a old fashion dress has been seen on the stairs.,Hinckley Library,Ohio,OH,-81.739319,41.16168,-81.71305219999999,41.2429494
Huron County,United States,"Near the village of Monroeville Lamereaux road crosses the Huron river on a blue-painted bridge that is nestled in a tiny valley. Not far from the bridge, Seymour Creek empties into the river. The creek is named for an Ohio militia scout who was killed on one of the bluffs above the creek by Indians during the War of 1812. Another scout who was with Seymour was captured and ransomed at Detroit at the war's end. People have reported seeing strange lights, shadowy forms, and crawling mists around the creek. A few people have reported actually seeing the apparitions of Indians moving in the valley.",Bluebridge,Ohio,OH,-82.6752815,41.27943519999999,-82.6483442,41.1266687
Indian Lake,United States,An old hotel that was burned down and now the ghost of the attendants that stayed there haunt it.,O'Conners Hotel,Ohio,OH,-83.8950042,40.4990656,-83.8950042,40.4990656
Indian Lake,United States,When you go on Shawnee Island there is a church on the first road to the left. If you go there Halloween night at midnight you will see an old lady in the first row she will look at you then the room will fill up with smoke from candles and when it clears seconds later she is gone.,Shawnee Island,Ohio,OH,-83.86465989999999,40.4967167,-83.8950042,40.4990656
Ironton,United States,"In the 1970's the wall of the basement of the cement factory broke and flooding killing several people. Ever since then the place has been closed for business. Several people have clamed to hear and see the ghost of these people, many of who's bodies were never recovered. This is only about a quarter of a mile from Woodland Cemetery.",Cement Factory,Ohio,OH,-82.6491633,38.5158047,-82.6829406,38.5367471
Ironton,United States,"Many people have said that 3 ghosts haunt this place. A man who wears a cowboy hat and is seen walking along the road, a woman that looks like she has been beaten to death that has been seen down by the boat docks, and a strange white figure that floats in the trees.",Lake Vesuvius,Ohio,OH,-82.6318723,38.6128512,-82.6829406,38.5367471
Ironton,United States,"Ironton is the home of Woodland Cemetery, where several hauntings take place. A statue of a woman has a handprint on its face, as the woman died of being slapped and falling down the stairs. The statue is sandblasted, but the handprint once again resurfaces days later. Another story is that of Dr. Lowry, who haunts the cemetery and the town library, where his house formerly was. Several older houses in the town are haunted, including the John Campbell building. More stories surface each day in this fascinating town on the southern tip of Ohio.",- Woodland Cemetery,Ohio,OH,-82.650072,38.5075517,-82.6829406,38.5367471
Ironton,United States,"The third and fourth floors of the old county hospital, which is now closed, is haunted by the ghost of a doctor. Many eyewitnesses can account for that. Patients, in the past, had reported seeing a figure at the foot of their beds, staring at them. There have been many unusual occurrences there, when it was open, and most certainly now that ""they"" have the place to themselves.",River Valley Health System,Ohio,OH,-82.65226899999999,38.501526,-82.6829406,38.5367471
Johnstown,United States,The lake was re-named by locals in the 1960's to Hell Lake because of the numerous sighting of a the apparition of a young boy that appears just before sunset floating from one end of the lake to the other.,Union Lake,Ohio,OH,,,-82.68516989999999,40.1536742
Kelly 92s Island,United States,"Things move around the cabin when no one was around, voices are hear by the deaf, and people sometimes see dark figures walking on the beach only to disappear in a heartbeat.",4-H Camp,Ohio,OH,-82.69798019999999,41.6080925,,
Kent,United States,"Stuart Hall - This Vacant dorm located on Kent State's campus, not far from the student center has several rumors of hauntings. There are broken windows and bars against the doors urging you not to even try and trespass. Vines have grown all along the walls as well. Noises are heard and every now and then you can see a light from the window, even though ""no one"" has been in there for several years. - October 2007 Update: Stuart Hall is no longer abandoned.",Kent University,Ohio,OH,-81.34146489999999,41.1490629,-81.3578859,41.1536674
Kent,United States,"Marvin Kent home- Masonic Temple former mansion of Marvin Kent. Bessie Kent was burned alive while working with fire in one of the rooms. (Either a kerosene lamp, candle, or lighting a stove) Anyway, this is a well known ghost in Kent. The Kent Free Library also has the ghost of Nellie Dingley, the first librarian to work there. She died as a nurse in WWI.",Masonic Temple,Ohio,OH,-81.363102,41.154248,-81.3578859,41.1536674
Kent,United States,"The older part of the University Plaza Theatre off the campus of Kent State University, is home to haunting. After hours, the manager has seen what appears to be the back of a patron's head in the seats. Mysterious things have occurred in the projection room and footsteps can often be heard but there is no one there.",University Plaza Theatre,Ohio,OH,-81.35844159999999,41.1397964,-81.3578859,41.1536674
Kenton,United States,"In Hardin County on CR 125, a cemetery located next to Rebel Bridge, holds the remains of 16 unknown soldiers.  At night on occasions, you can drive by and see white glowing figures in the yard.  Located about 100 yards south of the cemetery, is Rebel Bridge, where it is said you can still see to this day an image of a Rebel flag flying above the bridge.",Rebel Bridge,Ohio,OH,-84.6313624,39.0077866,-83.60965159999999,40.6469982
Kettering,United States,"there’s a huge open field there but if you go across the field and up the hill at the end of the field there’s a creek and supposedly sometime in the 50's some kids slept over by the creek and never were seen again and when the parents went to go get them they found no campsite except for a still going fire, and the legend is that the ""boggy creek monster"" ate them and that boggy creek which by the way has no end or start and that it comes from the creek and takes you back down in the creek with you before it eats you so that you suffer. Reports of noises like something big and fast moving through the brush as if chasing something or someone.",Boggy Creek,Ohio,OH,,,-84.1688274,39.68950359999999
Kettering,United States,"It is said that in one of the restrooms a boy hung himself in the late '80 and haunts the area at night. There was also a brutal murder of three small kids. The murderer haunts the area and sound of kids screaming can be heard. This last part doesn't happen as often as the first. Some say that a person needs to sit on the concrete behind the restrooms, draw a circle around them with chalk in order to draw the murdering spirit out.",Candelwood Park,Ohio,OH,-84.15628199999999,39.715219,-84.1688274,39.68950359999999
Kettering,United States,"This particular building was an old mansion back in about the 1920's or so, and was later turned into a church. They put some additions onto the house, like the chapel and the music room to make it into the church. But the original owner of the house/church is thought to still live there on the main floor. Janitor's that are working late at night have reported smelling her perfume as they clean the church.",Normandy Church,Ohio,OH,-84.1695199,39.6454625,-84.1688274,39.68950359999999
Kettering,United States,A man committed suicide by hanging himself from a tree in the early 90's.On foggy nights you can hear him moan.,Swango Drive,Ohio,OH,-84.1488749,39.6864707,-84.1688274,39.68950359999999
Kirtland,United States,"Noises heard, logs falling, chills, red orbs seen.",East Branch Of The Chagrin River.,Ohio,OH,-81.30142839999999,41.6251608,-81.3614985,41.62893649999999
LaGrande,United States,There has been many hauntings reported by many......a lot of people died in this place a long time ago.,Hot Lake Hotel,Ohio,OH,-117.95853,45.2433814,-82.119872,41.2372753
Lake,United States,James A. Garfield House - Witnesses report having uneasy feeling about the upstairs.,Mentor,Ohio,OH,-81.3612097,41.7128807,-81.2518833,41.981532
Lakewood,United States,"A young female girl with light hair is said to patrol the bridge at night, jeering and throwing things at passing pedestrians. If you anger this spirit which locals have come to call Jessica she will cut you in the night.",Bozak Bridge,Ohio,OH,,,-81.7981908,41.4819932
Lancaster,United States,There are two tales to the story. One tale is that back in the civil war times that there was a general there that had kept slaves in the outhouse at night and one night they had dug there way out and went in the house and slaughtered the family. And the second tale is that it is the original home of Bloody Mary. Where you look in the mirror and say her name five times and she is supposed to appear behind you.,Mudhouse Mansion,Ohio,OH,-82.506078,39.7588859,-82.5993294,39.7136754
Leavittsburg,United States,"On the opening day of the new complex, a library helper was electrocuted while copying papers. And her ghost has been seen in the library reading. And in the girls restroom humming a melody.3 janitors have quit because of it.",the New Labrae High School,Ohio,OH,-80.8761969,41.2534171,-80.87703069999999,41.2478344
Lebanon,United States,"Workers hear a young girl bouncing a ball, she was supposedly left there by her parents. There are many ghosts in the lamb.",Golden Lamb,Ohio,OH,-84.2085547,39.4337465,-84.2029922,39.4353373
Lebanon,United States,"The home was once an orphanage, which is now said to be haunted by some of the kids and faculty, that once lived there. On the third floor and in the attic, small children have been seen in recent years looking out into the yard and driveway from windows. As well as children and adults are seen in the recreation room, on the stairways and in some of the bedrooms.",Mary Haven's boys group home,Ohio,OH,-84.1967617,39.4257226,-84.2029922,39.4353373
Lima,United States,The Cry Baby Bridge out side of Lima about a couple miles back in the back roads. The story of it is a mom and her baby died in a car wreck on Halloween night mid night. And if you go to the same bridge on Halloween night at mid night you can hear the baby crying and it's rattle.,Cry Baby Bridge,Ohio,OH,,,-84.1052256,40.742551
Lima,United States,Reports of a ghost child that plays with a basketball. - February 2004 Update: This school has been torn down.,Irving Elementary,Ohio,OH,-84.1141148,40.7533843,-84.1052256,40.742551
Lima,United States,Strange voices have been heard. - June 2008 Correction - Formerly listed as Lima Correctional Institution. For information and pictures check out - http://www.forgottenoh.com/LimaTB/limatb.html,Lima Tuberculosis Hospital,Ohio,OH,-84.142826,40.72231319999999,-84.1052256,40.742551
Lorain,United States,A railroad spike was removed from a hole and ever since strangely odd things have been occurring. A figure of a ghostly woman has been seen around midnight near the spot of the hole. Screams and yells have been heard since the removal of the spike and extremely severe storms have since swept the area.,G Street Park,Ohio,OH,-82.13702289999999,41.4766786,-82.1823746,41.452819
Lorain,United States,"New Union Center for the Arts - strange voices when building is empty, ghost appear from thin air, objects moving from one room to another. There are all just some of the things that happen in this old building.",Oberlin,Ohio,OH,-82.1852868,41.443393,-82.1823746,41.452819
Lordstown,United States,Inside of the school auditorium there seems to be a shadowy figure of a three or four year old girl. Witnesses report hearing a little girl cry and sometimes scream.,Lordstown Elementary,Ohio,OH,-80.8611178,41.168505,-80.85758489999999,41.1656129
Loudonville,United States,Haunted by Indian looking to kill his next victim. An asylum was here in the 1800's and a mysterious light has appeared over 20 years.,Mohican State Park,Ohio,OH,-82.264713,40.6091534,-82.2332144,40.6353382
Loveland,United States,"aka Chateau LaRoche  never completed - (which is 30 min from downtown Cincinnati) -  Loveland Castle was built by Sir Harry Delos Andrews. It is haunted by many different ghosts. They actually have a picture of a young page on a king’s lap. They obtained it by using a camera that detects heat. The reason they took the picture was that they imported a throne from Europe and noticed it would start rocking back and forth. There have been other strange events that have occurred; the castle has a dungeon that people claim has cold spots. The man who built the castle was named Harry he died due to natural causes. It is said that he too Haunts the Castle. Also reported, reports of hearing strange things, electrical malfunctions (battery operated) and get the feeling of not being alone. More info on Loveland Castle",The Loveland Castle,Ohio,OH,-84.2659997,39.2835201,-84.26382600000001,39.2689476
Lucas,United States,West Toledo Branch Library - Odd noises and bumps are heard in the area near a fireplace on the west wall. The ghost of a man wearing clothing from the late 1930s or early 40s has been seen there.,Toledo,Ohio,OH,-83.55521200000001,41.6639383,-82.4182204,40.7050579
Lucasville,United States,One night we were sitting in the hallway a lady and gentleman came down the hall. We got up to ask who they were and the just floated into the wall we were told that they were former owners.,Edge Wood Nursing Home,Ohio,OH,-83.04294800000001,38.922203,-82.99684189999999,38.879518
Lucasville,United States,"Since the riot many correction officers has seen strange things such as shadows passing by them and hearing doors slamming shut in the blocks where the riot occurred. One correction officer had even seen a inmate walking the ranges and then disappear, after midnight after all inmates were locked up for the night",Southern Ohio Correctional Facility,Ohio,OH,-82.96791209999999,38.8768458,-82.99684189999999,38.879518
Madison County,United States,"Near the intersection of Route 29 and Route 38 is a small plot of land between two cornfields. The area to the plot is lined with trees that lead back to a circle of trees that used to encompass a house. The house burnt down many years ago, killing the family as they slept. Supposedly at midnight on a full moon, you are able to see the outline of the old house standing in the circle of trees.",State Route 29,Ohio,OH,-83.4117496,39.9889239,-83.3789389,39.9154985
Manchester,United States,"The Church bell of the Presbyterian Church in the steeple used to be rung every Sunday morning, 30 minutes before church began to let the townspeople know they needed to clean up their breakfast and head on over to church. There was only one man who ever rang the bell in the entire 100-year plus history of the church. The bell is no longer used. The man that rang the bell has long been gone, but passersby can look up into the lit steeple glass late at night, and see the shadow of the man's ghost walking around the bell as if fixing it.",Presbyterian Church,Ohio,OH,-83.604461,38.688257,-83.6093611,38.6881293
Mansfield,United States,In 1896 Ceely Rose murdered her whole family with rat poison for her true love who really was not. She has been seen in the house and haunts it. From 30 west take route 603 to Malabar Farm Inn.,Ceely Rose House,Ohio,OH,-82.399092,40.6522452,-82.5154471,40.75839
Mansfield,United States,"It is haunted by Mary Jane. Everyone calls her ""Bloody Mary"". She was burnt at the stake in the 1800's because she was claimed a witch. The tree she was buried under still stands with her name carved in it. If you go there on the night she was buried then the tree will bleed. If you go back where her house once stood you will notice a sudden drop in temperature about 20 Degrees). I highly advise you not to say her name in the mirror five times if you ever visit the town of Mansfield. -",Lucas Cemetery,Ohio,OH,-82.4709603,40.7519163,-82.5154471,40.75839
Mansfield,United States,"It is haunted by Mary Jane. Everyone calls her ""Bloody Mary"". She was burnt at the stake in the 1800's because she was claimed a witch. The tree she was buried under still stands with her name carved in it. If you go there on the night she was buried then the tree will bleed. If you go back where her house once stood you will notice a sudden drop in temperature about 20 Degrees). I highly advise you not to say her name in the mirror five times if you ever visit the town of Mansfield. - June 2008 Correction - No Trespassing - No one calls her Bloody Mary, just Mary Jane. The story is published in ""Haunted Ohio"". She was not burned at the stake; she lived to a ripe old age. She was a Native American medicine woman and as time went on younger generations saw her as a witch and as such she was harassed. But there are a lot of similarities between the two. She lived on land that a young farmer took care of and he looked out for her, as she was his father’s friend. She died at an old age and did put a ""curse,"" of sorts, on the farmland and the land around. There is a marker where she is supposedly buried but she is not there. There are several hills that surround the property and she is buried on one of those, no one knows which, because she wanted to always be able to see the sun set. The farmer would always chase kids off trying to ghost hunt and even shoot at them.",Lucas Cemetery,Ohio,OH,-82.4709603,40.7519163,-82.5154471,40.75839
Mansfield,United States,The warden's wife was supposedly killed in front of his office. Reports of feeling light headed and not being alone.,Mansfield Prison,Ohio,OH,-82.502481,40.784215,-82.5154471,40.75839
Mansfield,United States,"Many orbs and spirit strings appeared in photographs. This is the cemetery where Ceely Rose's parents and her brother are buried. (Rebecca, David and Walter Rose). She murdered them in 1896 by poisoning them with rat poison.",Pleasant Valley Cemetery,Ohio,OH,-82.5132563,40.85079899999999,-82.5154471,40.75839
Mansfield,United States,"Once an old prison, the Reformatory has been turned into a ghost hunting site and tourist attraction. Movies, such as the Shawshank Redemption have been filmed there. Anyway, during Halloween, the Reformatory is opened as a Haunted House and it is indeed haunted. Many, many ghosts still reside within its walls. Inside, at night, you can sometimes see the formations of the spirits. At anytime, day or night, if you go through certain parts of it, you can feel a definite chill. There is a lingering feeling of sadness and if you walk into some of the cells, you can definitely feel the spirits in there with you. There are some very dangerous vortexes you have to watch for in there. After all of the years of negative energy, they have built up into these vortexes that are capable of doing rather nasty things to you. You can hear the voices of the spirits in the hallways near the mess hall. Heed a psychic's warning- if you ever go to this place, prepare yourself and DO NOT INVOKE THESE SPIRITS!!! They are very dangerous if you don't know what you're doing.",The Reformatory,Ohio,OH,-82.502481,40.784215,-82.5154471,40.75839
Mantua,United States,"The Woods Of Streeter Rd are haunted or something’s in them. You can hear screams inside all through the night, many different times. And the sounds of things squealing. Witnesses report being chased out by something they could not see, and it was a low pitch and high pitch screaming. They have seen red eyes in the woods, then they vanish.",Streeter Rd. Forest,Ohio,OH,,,-81.2239908,41.2839442
Marblehead,United States,"This is a site where many soldiers died and were buried. It has been rumored that you can hear the gunshots followed by the screams of agony from the soldiers. Every other year, the memorial day parade is held on the island, and it has been said that the soldiers join us in our march around the island.",Johnson's Island Cemetery,Ohio,OH,-82.7303106,41.5006214,-82.7354623,41.5403281
Marietta,United States,"Currently a Historic House Museum. This Victorian mansion has been the setting for numerous ghost stories. It has changed hands several times and many of its owners have died in the house (at least 3). A true ghost story accompanies every single room in the house, ranging from odd sounds, a haunted clock, temperature changes, to sightings of ghosts. In October, the museum hosts ghost tours where the stories are told.",The Castle,Ohio,OH,-81.4549334,39.4205341,-81.45484359999999,39.41535200000001
Marietta,United States,"doors open, TV's turn on all by themselves curtains close. And some times your shoulders get touched!!!",Comfort Inn,Ohio,OH,-81.412345,39.406654,-81.45484359999999,39.41535200000001
Marietta,United States,This building was once a whorehouse. In the mid 19th century a wealthy man was having an affair with one of the women in the house. His eldest son was so upset with the way people were talking about his family and with the way his mother was being treated that he followed his father to the Levee House one night. He killed both his father and his father's lover. To this day very early in the morning on certain days the man can be seen entering the back door to the building.,The Levee House Café,Ohio,OH,-81.45041049999999,39.4109084,-81.45484359999999,39.41535200000001
Marietta,United States,"The Alpha Xi Delta house - is a historic house located on Fifth St. William P. Skinner, successful early merchant, second sheriff, bank board member and civic leader, built this house in 1855. His daughter, Sarah, married Nahum Ward. In 1908 it was purchased by George White, an oilman and banker who was elected Governor of Ohio in 1930. He is the third Marietta native to achieve this honor. Since 1955 it has served as the Alpha Xi Delta sorority house. The house is currently haunted by the spirit of ""George"". He has been known to knock things off the walls, open doors, turn on faucets, and turn on and off appliances. He also protects the girls of the house. It is rumored that if a girl brings a guy up stairs he will trip them going up the front stairs if his intentions are not true.",Marietta College,Ohio,OH,-81.4491067,39.4145456,-81.45484359999999,39.41535200000001
Marietta,United States,"Things in the prop room move all by themselves, when you walk down to the basement, you feel an icy breeze rush past your head or an icy hand grabs your shoulder. A grown man will not go down there alone. They say its owner haunts it. There isn't any proof that there are tunnels under the theatre, but it's said the pipes are big enough for a grown man to crawl through. The owner also owned its' sister, The Colony Theatre, across the street. It's said that at night he travels through the pipes in between the theatres to see how they're being held up. After the young thespians and the audience leaves you can see a phantom like figure in the ticket booth.",M.O.V.P. Theatre,Ohio,OH,-81.4353774,39.4108176,-81.45484359999999,39.41535200000001
Marion,United States,At night at midnight shift footsteps from a mentally unstable lady that had died before are seen coming down the hall and the familiar scuffling of her slippers can be heard. Then she goes to the door that is across the room where she was at and slams the door as she always did when she heard the lady screaming in the room. The people in the room are unable to get up and do so. The nurse aides would go to the room and the patient in the room would be staring wide eyed at the door. - March 2007 Update: recently torn down,East Lawn Manor Nursing Home,Ohio,OH,-83.074838,40.5998697,-83.1285242,40.5886699
Marion,United States,"The people working the shift on the same date and time as President Harding died, the antique clock will stop and for a while and re-start, also, in his ""office"" on top of a tall wooden chest with glass doors sets a model ship....the sails move back and forward. - June 2008 Correction: The clock has been known to stop only three times on the date Workers have to re-start it. In reference to the story that the sails blow on the ship is completely false.",Harding Home,Ohio,OH,-83.12162099999999,40.586509,-83.1285242,40.5886699
Marion,United States,"Mysterious Revolving Ball -  For more than 100 years, a 5,200 pound ball of polished black granite has been slowly rotating on a pedestal in the Marion Cemetery. This mystery was featured in ""Ripley's Believe It or Not' in 1929.",Marion Cemetery,Ohio,OH,-83.1259267,40.5783876,-83.1285242,40.5886699
Marion,United States,"A young girl worked there in the 70's or 60's. A cook also working there had grown fond of her and later obsessed. One night, while she was walking to her car, he attacked her, raped her, and murdered her and left he out on the golf course. He was just recently caught and put in jail for his crime, but she still wonders the country club.",Marion Country Club,Ohio,OH,-83.1557619,40.5420869,-83.1285242,40.5886699
Marysville,United States,"reports of seeing a black shadowy figure, & eerie feelings.","The Castle, Bed and Breakfast",Ohio,OH,-83.341205,40.241114,-83.3671432,40.2364486
Mason,United States,a woman was killed in the building on the corner 100 years ago and has been seen walking around on the upper floors.,Mason Montgomery and US 42,Ohio,OH,-84.3091566,39.3602243,-84.309939,39.3600586
Mason,United States,"formerly listed as Old Powder Factory - It is an old factory on the way to kings Island, they use to have haunted houses in there for Halloween attractions, but they quit having it there because its an old abandon warehouse. It is said that many cultic things happen there, and people have said that they hear people whispering and they get ""cold chills"" and they see a man in all black.",Peter's Cartridge Factory,Ohio,OH,-84.2423274,39.3506649,-84.309939,39.3600586
Mason,United States,"When you drive by the cemetery, you can sometimes see her hitch-hiking for a ride. If you pick her up, She will not be there when you stop to let her out. Some people say that she is still trying to get to the prom to see her boyfriend!",Rose Hill Cemetery,Ohio,OH,-84.3096671,39.3545593,-84.309939,39.3600586
Massillion,United States,It is an old abandoned mental institution. Witness have heard a door slam open and have seen a shadow of a tall man came walking out.,Massillion State Mental Institution,Ohio,OH,-81.5076649,40.7681329,-81.52150929999999,40.7967244
Maumee,United States,"The old orphanage has 18 buildings, 16 of which are connected by catacombs. Legend has it that children were abused and beaten and sent down to the boiler room for punishment. The orphanage has been closed down for some time now. Some explorers found a door leading to a basement of one of the buildings that was left ajar and entered. they found the tunnel that led to the boiler room with another tunnel leading out of it. Other very small rooms were attached to the tunnels, possibly for solitary confinement. It was creepy and cold spots and cool breezes were felt every once in a while. Up in one of the rooms must have been a girl's dorm, dolls and lunch boxes, books, etc. scattered over the floor, they all had very weird sensations that they were being watched. The attic of the main building is said to be the most haunted. Also reports of seeing children watching you from the windows. The whole place was vacant and abandoned at that time.- October 2004 update: this area is being renovated into housing development.","Maumee Children's Home, River Road",Ohio,OH,-83.6187719,41.5783378,-83.65382439999999,41.5628294
,United States,"construction crews found a shallow grave containing human bones ...after several weeks of investigating...they found 50 unmarked graves. County officials researched with the help of Bowling Green University to find records of cemetery belonging to the children's home. no cemetery existed!! They even went back through the Lucas County Coroners records - could not find anything about the deaths. The City of Maumee, Lucas County Commissioners and The Developer each donated $16,000 to have the bodies laid to rest at the Riverside Cemetery in Maumee.",End of March 2005,Ohio,OH,,,,
Mendon,United States,Old cemetery has a large monument that has a green glow to it. Can only be seen from a certain point of the road.,Palmer Cemetery,Ohio,OH,-84.56308279999999,40.6738348,-84.5188438,40.673381
Medina,United States,There have been a number of people who have seen 2 women and a man walking around through the restaurant.,The Medina Steakhouse &amp; Saloon,Ohio,OH,-81.841601,41.198267,-81.8552196,41.143245
Medina,United States,"Often a ghost or a figure of a small person has been seen, and felt to be the presence of a very calm, sad, lonely, non-hostile woman, possibly a native. As a lot of Cherokee Indians Reside there.",County Jail,Ohio,OH,-81.8905709,41.128018,-81.8552196,41.143245
Medina,United States,"Formerly listed as Gore Orphanage - ghosts of orphan children seen there since the old orphanage burned down.-  This is an urban myth. While the orphanage did burn down soon after 1916, it happened long after the place was abandoned. Please see the following submission of ""Swift Mansion. For more information, please visit http://www.deadohio.com/Swift'sHollow.htm",Light &amp; Hope Orphanage,Ohio,OH,138.8397403,-34.3907293,-81.8552196,41.143245
Medina,United States,"Swift Mansion - A.K.A. Known as , ""The Old Swift Place."" Burned down in 1926 - There have been many deaths here (most of which were children due to illness). there is accually a whole book about it.",Swift's Hallow,Ohio,OH,,,-81.8552196,41.143245
Miamisburg,United States,"Employees that go into the basement feel like they are being watched. Several employees have heard children laughing after hours, have seen shadows, backed up in to something large but nothing is there, and had their hair pulled in the basement. A bald man has been seen upstairs in the kitchen staring at the oven when only employees were in the store and plants have been seen swinging in the dining room when there is no air circulating.",Arby's,Ohio,OH,-84.26529459999999,39.6391187,-84.2866083,39.6428362
