date,time,size,version,os,country,ip_id
2018-10-23,07:58:23,73295458,3.2.4,osx,US,37
2018-10-23,07:58:27,77352403,3.4.4,osx,US,37
2018-10-23,07:58:37,82971457,3.5.1,win,NL,1573
2018-10-23,07:58:33,82978662,3.5.1,win,US,34
2018-10-23,07:58:28,74973290,3.3.3,osx,US,37
2018-10-23,07:58:54,82968837,3.5.1,win,IT,1574
2018-10-23,07:58:58,78015788,latest,osx,US,37
2018-10-23,07:59:12,77632536,3.5.1,osx,CH,1575
2018-10-23,07:59:50,82972672,3.5.1,win,IN,1576
2018-10-23,07:59:50,82974246,3.5.1,win,DK,1577
2018-10-23,20:15:58,15191878,3.5.1,win,AR,1578
2018-10-23,20:16:11,29813366,3.5.1,src,BR,1579
2018-10-23,20:16:09,83619046,devel,win,US,13
2018-10-23,20:16:22,29848873,3.5.1,src,US,230
2018-10-23,20:17:38,82971697,3.5.1,win,UY,1580
2018-10-23,20:17:45,82973545,3.5.1,win,US,1581
2018-10-23,20:17:52,82975791,3.5.1,win,CA,1582
2018-10-23,20:18:18,83038708,3.5.1patched,win,US,34
2018-10-23,20:18:24,82972555,3.5.1,win,US,69
2018-10-23,20:18:42,82877763,3.5.1,win,NA,28
2018-10-23,20:18:47,82973951,3.5.1,win,US,1583
2018-10-23,20:18:50,82877759,3.5.1,win,NL,1584
2018-10-23,20:19:28,82972146,3.5.1,win,NL,1585
2018-10-23,20:19:52,29848558,3.5.1,src,PL,1586
2018-10-23,20:20:20,77630684,3.5.1,osx,GB,1587
2018-10-23,07:25:23,82976424,3.5.1,win,SE,1588
2018-10-23,07:25:44,82973551,3.5.1,win,NA,28
2018-10-23,07:25:59,29847504,3.5.1,src,EU,1589
2018-10-23,07:25:44,82877755,3.5.1,win,NA,28
2018-10-23,07:26:14,30176366,3.4.0,src,US,1590
2018-10-23,07:26:16,82973023,3.5.1,win,GB,1591
2018-10-23,07:26:19,77627823,3.5.1,osx,FR,569
2018-10-23,07:27:13,82972518,3.5.1,win,DE,1592
2018-10-23,07:27:25,82877755,3.5.1,win,US,1593
2018-10-23,07:27:22,77630384,3.5.1,osx,US,1594
2018-10-23,07:28:23,82975802,3.5.1,win,ES,1595
2018-10-23,07:28:39,82969320,3.5.1,win,LT,1596
2018-10-23,07:28:50,82974365,3.5.1,win,IN,1597
2018-10-23,07:29:11,82877758,3.5.1,win,GR,1598
2018-10-23,07:29:37,12212258,3.5.1,win,NA,28
2018-10-23,07:30:13,83031547,3.5.1patched,win,US,399
2018-10-23,20:45:29,82972527,3.5.1,win,ZA,1599
2018-10-23,20:45:53,77634266,3.5.1,osx,NA,28
2018-10-23,20:45:52,77629577,3.5.1,osx,DE,1600
2018-10-23,20:45:58,83042815,3.5.1patched,win,US,13
2018-10-23,20:46:03,77357947,3.4.4,osx,US,37
2018-10-23,20:46:35,82972222,3.5.1,win,BR,1601
2018-10-23,20:47:12,82974713,3.5.1,win,US,1602
2018-10-23,20:47:31,83037613,3.5.1patched,win,US,31
2018-10-23,20:47:50,83037495,3.5.1patched,win,US,11
2018-10-23,20:47:49,77628084,3.5.1,osx,NA,28
2018-10-23,20:49:15,82968938,3.5.1,win,PL,1603
2018-10-23,20:49:26,82972633,3.5.1,win,US,1604
2018-10-23,20:49:30,77630055,3.5.1,osx,US,1605
2018-10-23,20:49:47,82972105,3.5.1,win,US,1606
2018-10-23,20:49:41,78015785,latest,osx,US,37
2018-10-23,20:50:00,77629750,3.5.1,osx,HK,1607
2018-10-23,20:50:07,77630357,3.5.1,osx,US,18
2018-10-23,20:50:21,82972276,3.5.1,win,US,1608
2018-10-23,15:40:40,82973084,3.5.1,win,US,1609
2018-10-23,15:40:55,83037486,3.5.1patched,win,US,42
2018-10-23,15:40:55,82974612,3.5.1,win,US,1610
2018-10-23,15:40:56,78106733,latest,osx,US,37
2018-10-23,15:41:18,77625705,3.5.1,osx,JP,1611
2018-10-23,15:41:25,83616499,devel,win,US,92
2018-10-23,15:41:30,82877757,3.5.1,win,CA,1612
2018-10-23,15:40:56,77353288,3.4.4,osx,US,37
2018-10-23,15:41:46,77628697,3.5.1,osx,NA,28
2018-10-23,15:41:49,77628273,3.5.1,osx,US,798
2018-10-23,15:42:11,30200626,3.4.1,src,CA,1613
2018-10-23,15:42:12,83038901,3.5.1patched,win,US,70
2018-10-23,15:42:22,82970819,3.5.1,win,US,1614
2018-10-23,15:42:19,83615762,devel,win,US,69
2018-10-23,15:42:32,82971539,3.5.1,win,CA,1615
2018-10-23,15:42:51,78015785,latest,osx,US,37
2018-10-23,15:43:06,82970269,3.5.1,win,CL,1616
2018-10-23,15:44:06,82975542,3.5.1,win,US,1617
2018-10-23,15:44:10,30711322,3.5.0,src,GB,1618
2018-10-23,15:45:16,74889266,3.3.3,osx,US,37
2018-10-23,20:30:53,82974582,3.5.1,win,ES,1619
2018-10-23,20:30:59,82974526,3.5.1,win,FR,1620
2018-10-23,20:31:16,82877758,3.5.1,win,GT,1621
2018-10-23,20:31:26,32842226,3.5.1,win,DE,1622
2018-10-23,20:31:33,82968865,3.5.1,win,DE,1622
2018-10-23,20:31:49,83037404,3.5.1patched,win,US,42
2018-10-23,20:32:01,77629397,3.5.1,osx,ES,1623
2018-10-23,20:32:17,82970647,3.5.1,win,US,1624
2018-10-23,20:32:31,83617994,devel,win,US,146
2018-10-23,20:32:40,82973146,3.5.1,win,NA,28
2018-10-23,20:32:38,26816122,3.5.1,win,NA,28
2018-10-23,20:32:26,1903210,3.5.1,win,FR,1625
2018-10-23,20:33:01,82970682,3.5.1,win,US,1626
2018-10-23,20:32:57,73213613,3.2.4,osx,US,37
2018-10-23,20:33:15,83040079,3.5.1patched,win,US,15
2018-10-23,20:33:36,82968708,3.5.1,win,EG,1627
2018-10-23,20:33:52,74889270,3.3.3,osx,US,37
2018-10-23,20:33:48,82971269,3.5.1,win,GB,1628
2018-10-23,20:34:21,77266232,3.4.4,osx,US,37
2018-10-23,20:34:33,77629704,3.5.1,osx,NA,28
2018-10-23,20:34:44,82877758,3.5.1,win,NA,28
2018-10-23,20:35:10,82877758,3.5.1,win,US,1629
2018-10-23,20:35:09,82877759,3.5.1,win,IT,1630
2018-10-23,20:35:11,77629319,3.5.1,osx,NA,28
2018-10-23,20:35:18,82877759,3.5.1,win,DE,1631
2018-10-23,15:05:37,77632005,3.5.1,osx,ES,1632
2018-10-23,15:05:45,78196496,3.4.0,win,US,42
2018-10-23,15:05:40,82975136,3.5.1,win,GB,1061
2018-10-23,15:05:57,82975417,3.5.1,win,UA,1633
2018-10-23,15:06:03,77634050,3.5.1,osx,US,1634
2018-10-23,15:06:07,82973329,3.5.1,win,ID,1635
2018-10-23,15:06:16,82969611,3.5.1,win,GB,1061
2018-10-23,15:05:41,82877755,3.5.1,win,AU,1636
2018-10-23,15:06:37,78015789,latest,osx,US,37
2018-10-23,15:06:36,82877759,3.5.1,win,DE,1637
2018-10-23,15:06:50,77628073,3.5.1,osx,DE,1638
2018-10-23,15:06:57,82974725,3.5.1,win,DE,1639
2018-10-23,15:07:07,13960845,3.5.1,win,IN,1640
2018-10-23,15:07:11,82974640,3.5.1,win,IN,1640
2018-10-23,15:07:14,82971782,3.5.1,win,RS,1641
2018-10-23,15:07:14,29848321,3.5.1,src,TW,1642
2018-10-23,15:07:25,82974894,3.5.1,win,EC,425
2018-10-23,15:07:47,5792309,3.3.3,osx,FR,715
2018-10-23,15:07:53,82877758,3.5.1,win,CA,1643
2018-10-23,15:07:56,82976278,3.5.1,win,FI,1644
2018-10-23,15:07:57,82877758,3.5.1,win,US,290
2018-10-23,15:08:01,74889268,3.3.3,osx,FR,715
2018-10-23,15:08:18,53244757,3.5.1,win,DE,1639
2018-10-23,15:08:49,82877759,3.5.1,win,GB,1645
2018-10-23,15:08:52,82877758,3.5.1,win,RU,648
2018-10-23,15:09:20,82977154,3.5.1,win,US,783
2018-10-23,15:09:18,77540677,3.5.1,osx,GB,1646
2018-10-23,15:08:29,940285,3.5.1,win,SZ,284
2018-10-23,15:09:16,82877759,3.5.1,win,AT,281
2018-10-23,15:09:37,82972121,3.5.1,win,US,1647
2018-10-23,15:09:40,82973446,3.5.1,win,US,1648
2018-10-23,15:09:43,82973676,3.5.1,win,US,69
2018-10-23,15:09:57,83043238,3.5.1patched,win,US,146
2018-10-23,15:10:03,29850152,3.5.1,src,US,1649
2018-10-23,15:10:00,82971454,3.5.1,win,NA,28
2018-10-23,15:10:03,77628741,3.5.1,osx,US,798
2018-10-23,15:10:01,82968972,3.5.1,win,TW,1642
2018-10-23,15:10:15,82877749,3.5.1,win,GB,1650
2018-10-23,15:10:19,78015785,latest,osx,US,37
2018-10-23,15:10:22,82972420,3.5.1,win,US,307
2018-10-23,15:10:17,74286529,3.3.3,win,US,486
2018-10-23,07:20:31,1836522,3.5.1,win,CN,1651
2018-10-23,07:20:30,82971977,3.5.1,win,NL,1652
2018-10-23,07:20:41,12597091,3.5.1,win,FR,1653
2018-10-23,07:21:44,77631880,3.5.1,osx,HR,1654
2018-10-23,07:22:10,82877758,3.5.1,win,NA,28
2018-10-23,07:22:41,82974743,3.5.1,win,US,82
2018-10-23,07:23:13,82975652,3.5.1,win,DE,1655
2018-10-23,07:23:26,14962263,3.5.1,win,CN,1651
2018-10-23,07:23:47,82968837,3.5.1,win,US,1656
2018-10-23,07:24:18,82968730,3.5.1,win,FR,569
2018-10-23,07:24:24,82971314,3.5.1,win,CN,1657
2018-10-23,07:25:13,82877759,3.5.1,win,NL,1658
2018-10-23,07:25:13,82973321,3.5.1,win,NG,1659
2018-10-23,07:25:11,77631924,3.5.1,osx,JP,1660
2018-10-23,07:25:28,82969181,3.5.1,win,FR,569
2018-10-23,04:55:48,82972929,3.5.1,win,NA,28
2018-10-23,04:57:00,82375196,3.4.3,win,JP,1661
2018-10-23,04:57:31,77630722,3.5.1,osx,NA,28
2018-10-23,04:57:44,77266231,3.4.4,osx,US,37
2018-10-23,04:58:35,24665740,3.5.1,win,US,1662
2018-10-23,04:58:41,82972384,3.5.1,win,IN,1663
2018-10-23,04:59:30,82970719,3.5.1,win,KR,630
2018-10-23,04:59:11,82979662,3.5.1,win,ZA,1664
2018-10-23,12:00:31,83027841,3.5.1patched,win,US,82
2018-10-23,12:00:42,82974274,3.5.1,win,BA,1665
2018-10-23,12:00:45,77540673,3.5.1,osx,IE,1666
2018-10-23,12:01:06,82877759,3.5.1,win,IE,1667
2018-10-23,12:01:14,83025349,3.5.1patched,win,US,34
2018-10-23,12:01:51,77630325,3.5.1,osx,GB,1668
2018-10-23,12:01:53,77628965,3.5.1,osx,PT,1669
2018-10-23,12:02:01,83028167,3.5.1patched,win,US,13
2018-10-23,12:02:08,82968774,3.5.1,win,KR,1670
2018-10-23,12:02:26,29846174,3.5.1,src,CN,1671
2018-10-23,12:02:25,82974958,3.5.1,win,CN,905
2018-10-23,12:02:25,82973858,3.5.1,win,CA,1672
2018-10-23,12:02:32,82978224,3.5.1,win,DE,1673
2018-10-23,12:02:34,24414934,3.5.1,src,US,1674
2018-10-23,12:03:25,82970291,3.5.1,win,US,1674
2018-10-23,12:03:19,16806605,3.5.1,src,CN,1675
2018-10-23,12:03:40,1093636,3.5.1,osx,DE,1676
2018-10-23,12:04:00,82974312,3.5.1,win,US,70
2018-10-23,12:04:02,78102016,latest,osx,US,37
2018-10-23,12:04:19,83025817,3.5.1patched,win,US,13
2018-10-23,12:04:33,78015785,latest,osx,US,37
2018-10-23,12:04:20,82976794,3.5.1,win,GB,1677
2018-10-23,12:04:45,82972043,3.5.1,win,PL,1678
2018-10-23,08:36:15,82971736,3.5.1,win,US,1679
2018-10-23,08:36:06,82877758,3.5.1,win,NA,28
2018-10-23,08:36:31,82877759,3.5.1,win,ES,1680
2018-10-23,08:36:37,82877759,3.5.1,win,HK,1287
2018-10-23,08:36:47,82972619,3.5.1,win,IT,1681
2018-10-23,08:37:25,77633447,3.5.1,osx,BE,57
2018-10-23,08:37:28,82877759,3.5.1,win,DE,1682
2018-10-23,08:37:34,77629431,3.5.1,osx,PL,1683
2018-10-23,08:37:38,82971826,3.5.1,win,AM,1684
2018-10-23,08:37:20,82973951,3.5.1,win,HK,1685
2018-10-23,08:38:05,82877759,3.5.1,win,GB,1686
2018-10-23,08:38:33,82973640,3.5.1,win,NA,28
2018-10-23,08:38:24,82976190,3.5.1,win,FI,1687
2018-10-23,08:38:52,82979725,3.5.1,win,LU,1688
2018-10-23,08:39:11,1032857,3.5.1,win,KE,1689
2018-10-23,08:39:13,82877759,3.5.1,win,ES,1680
2018-10-23,08:39:15,2114035,3.5.1,win,KE,1689
2018-10-23,08:39:30,82553668,3.4.4,win,US,146
2018-10-23,08:39:29,35239516,3.5.1,win,FR,1690
2018-10-23,08:40:04,82877758,3.5.1,win,DE,49
2018-10-23,04:41:43,82968883,3.5.1,win,ZM,1691
2018-10-23,04:41:49,82975882,3.5.1,win,NA,28
2018-10-23,04:43:28,29846397,3.5.1,src,PL,1692
2018-10-23,04:43:57,77632787,3.5.1,osx,KR,1693
2018-10-23,04:44:11,77364032,3.4.4,osx,US,37
2018-10-23,04:44:11,78108773,latest,osx,US,37
2018-10-23,04:44:42,82972848,3.5.1,win,US,1694
2018-10-23,04:45:03,82877755,3.5.1,win,IN,1695
2018-10-23,04:45:11,82975494,3.5.1,win,PL,1692
2018-10-23,04:45:18,82977016,3.5.1,win,NA,28
2018-10-23,04:45:27,82971320,3.5.1,win,KR,630
2018-10-23,10:05:40,21855864,3.5.1,win,FR,1696
2018-10-23,10:05:51,77540676,3.5.1,osx,NA,28
2018-10-23,10:06:06,82877758,3.5.1,win,KR,1697
2018-10-23,10:06:26,1050385,3.5.1,src,NA,28
2018-10-23,10:06:45,82977935,3.5.1,win,HK,1698
2018-10-23,10:06:56,82973542,3.5.1,win,AU,1699
2018-10-23,10:06:50,82877758,3.5.1,win,GB,1700
2018-10-23,10:07:14,82972050,3.5.1,win,KR,1701
2018-10-23,10:07:43,82973779,3.5.1,win,DK,1702
2018-10-23,10:07:50,82877758,3.5.1,win,FR,1696
2018-10-23,10:08:27,82973498,3.5.1,win,ES,1703
2018-10-23,10:08:40,82877759,3.5.1,win,IT,1704
2018-10-23,10:09:16,77625952,3.5.1,osx,DE,1705
2018-10-23,10:09:35,82976700,3.5.1,win,TR,1706
2018-10-23,10:09:43,82969071,3.5.1,win,KR,1707
2018-10-23,10:09:42,82970886,3.5.1,win,JP,1708
2018-10-23,10:10:13,82877758,3.5.1,win,CN,1709
2018-10-23,07:05:33,82971979,3.5.1,win,DE,1710
2018-10-23,07:05:51,82974480,3.5.1,win,NL,1711
2018-10-23,07:06:05,82877759,3.5.1,win,CH,1712
2018-10-23,07:06:20,83025323,3.5.1patched,win,US,15
2018-10-23,07:06:29,77627238,3.5.1,osx,FR,569
2018-10-23,07:06:38,83022875,3.5.1patched,win,US,69
2018-10-23,07:06:46,82972768,3.5.1,win,KR,1713
2018-10-23,07:06:46,351,3.5.1,osx,CN,1714
2018-10-23,07:06:46,82971358,3.5.1,win,NA,28
2018-10-23,07:06:47,353,3.5.1,osx,CN,1714
2018-10-23,07:06:48,78106954,latest,osx,US,37
2018-10-23,07:06:48,2091247,3.4.3,win,BE,1715
2018-10-23,07:07:26,354,3.5.1,osx,CN,1716
2018-10-23,07:07:25,353,3.5.1,osx,CN,1716
2018-10-23,07:07:27,353,3.5.1,osx,CN,1716
2018-10-23,07:07:34,352,3.5.1,win,US,1717
2018-10-23,07:08:17,77626664,3.5.1,osx,FR,569
2018-10-23,07:08:15,82975796,3.5.1,win,ES,1718
2018-10-23,07:08:20,82969655,3.5.1,win,ES,1719
2018-10-23,07:09:16,78110720,latest,osx,US,37
2018-10-23,07:10:07,77631564,3.5.1,osx,IN,1720
2018-10-23,07:10:13,82968892,3.5.1,win,FR,569
2018-10-23,18:35:53,82877755,3.5.1,win,SE,1721
2018-10-23,18:36:15,82969572,3.5.1,win,AR,1722
2018-10-23,18:36:34,82976057,3.5.1,win,KE,1723
2018-10-23,18:36:47,77632607,3.5.1,osx,US,1724
2018-10-23,18:36:56,82970790,3.5.1,win,FR,1725
2018-10-23,18:37:28,73213613,3.2.4,osx,US,37
2018-10-23,18:37:24,77629128,3.5.1,osx,NA,28
2018-10-23,18:37:55,82975650,3.5.1,win,US,1726
2018-10-23,18:38:01,74889270,3.3.3,osx,US,37
2018-10-23,18:38:24,77266232,3.4.4,osx,US,37
2018-10-23,18:38:35,83041786,3.5.1patched,win,US,69
2018-10-23,18:39:00,82969027,3.5.1,win,US,1727
2018-10-23,18:39:35,77540673,3.5.1,osx,US,1728
2018-10-23,18:39:59,77629668,3.5.1,osx,US,1729
2018-10-23,18:40:13,83039294,3.5.1patched,win,US,42
2018-10-23,18:40:36,82877759,3.5.1,win,US,1730
2018-10-23,18:40:38,82973608,3.5.1,win,NA,28
2018-10-23,07:40:42,29849128,3.5.1,src,CA,1731
2018-10-23,07:40:54,83607583,devel,win,US,15
2018-10-23,07:41:10,12468022,3.5.1,win,CN,1732
2018-10-23,07:41:21,82877755,3.5.1,win,ES,1733
2018-10-23,07:41:22,54022109,3.0.2,win,TR,1734
2018-10-23,07:41:37,82973401,3.5.1,win,TR,976
2018-10-23,07:41:48,48681546,3.5.1,win,CN,977
2018-10-23,07:42:14,82877758,3.5.1,win,CN,1735
2018-10-23,07:42:44,83030686,3.5.1patched,win,US,70
2018-10-23,07:42:51,523,3.5.1,osx,GB,1736
2018-10-23,07:42:57,77540666,3.5.1,osx,GB,1736
2018-10-23,07:43:05,83029130,3.5.1patched,win,US,42
2018-10-23,07:43:09,82977289,3.5.1,win,CN,1737
2018-10-23,07:43:20,525,3.5.1,osx,GB,1736
2018-10-23,07:43:26,77540675,3.5.1,osx,GB,1736
2018-10-23,07:43:36,1016397,3.5.1,win,IN,1738
2018-10-23,07:44:11,82972897,3.5.1,win,US,34
2018-10-23,07:44:19,2558237,3.5.1,win,IN,1738
2018-10-23,07:44:21,74286525,3.3.3,win,IN,1739
2018-10-23,07:44:39,82975166,3.5.1,win,NL,97
2018-10-23,07:44:35,77632016,3.5.1,osx,AT,1740
2018-10-23,15:20:56,82975067,3.5.1,win,US,69
2018-10-23,15:21:29,78015785,latest,osx,US,37
2018-10-23,15:21:48,82971448,3.5.1,win,VE,1741
2018-10-23,15:22:12,82877758,3.5.1,win,PL,1742
2018-10-23,15:22:20,82877758,3.5.1,win,US,1743
2018-10-23,15:22:30,77625868,3.5.1,osx,US,1744
2018-10-23,15:22:24,82877758,3.5.1,win,NA,28
2018-10-23,15:22:35,78015787,latest,osx,US,37
2018-10-23,15:22:32,82971214,3.5.1,win,NA,28
2018-10-23,15:22:57,82973671,3.5.1,win,HK,1745
2018-10-23,15:23:25,83042788,3.5.1patched,win,US,42
2018-10-23,15:23:25,82974030,3.5.1,win,US,82
2018-10-23,15:23:26,82972583,3.5.1,win,US,1746
2018-10-23,15:23:40,82976529,3.5.1,win,US,1747
2018-10-23,15:23:47,5709365,3.5.1,win,CN,780
2018-10-23,15:24:01,77627690,3.5.1,osx,US,1748
2018-10-23,15:23:56,82968766,3.5.1,win,CO,1749
2018-10-23,15:24:20,82877758,3.5.1,win,US,1750
2018-10-23,15:24:34,83044038,3.5.1patched,win,US,69
2018-10-23,15:24:44,77629803,3.5.1,osx,RU,1751
2018-10-23,15:25:07,82877758,3.5.1,win,CH,1752
2018-10-23,15:25:22,999165,3.5.1,win,US,785
2018-10-23,15:25:32,82975884,3.5.1,win,US,1753
2018-10-23,15:25:37,2813375,3.5.1,win,NG,777
2018-10-23,15:25:35,919377,3.5.1,win,US,785
2018-10-23,06:40:36,2883218,3.5.1,win,TH,1754
2018-10-23,06:40:35,33641638,3.5.1,win,NA,28
2018-10-23,06:40:57,1369108,3.5.1,win,NA,28
2018-10-23,06:41:02,82971269,3.5.1,win,DE,1755
2018-10-23,06:41:25,82877755,3.5.1,win,PL,1176
2018-10-23,06:41:25,82972426,3.5.1,win,NA,28
2018-10-23,06:41:44,82974453,3.5.1,win,FR,766
2018-10-23,06:41:44,82976306,3.5.1,win,IN,55
2018-10-23,06:42:10,77629944,3.5.1,osx,HK,1756
2018-10-23,06:41:49,4152301,3.2.1,win,NA,28
2018-10-23,06:42:32,82877758,3.5.1,win,JP,1757
2018-10-23,06:42:49,196313,3.5.1,win,FR,766
2018-10-23,06:42:51,130703,3.5.1,win,FR,766
2018-10-23,06:42:52,65095,3.5.1,win,FR,766
2018-10-23,06:42:52,65096,3.5.1,win,FR,766
2018-10-23,06:43:00,4657657,3.5.1,win,FR,766
2018-10-23,06:43:02,7545285,3.5.1,win,FR,766
2018-10-23,06:43:03,40676456,3.5.1,win,FR,766
2018-10-23,06:43:18,82971197,3.5.1,win,FR,766
2018-10-23,06:42:46,1754459,3.4.3,win,BE,1715
2018-10-23,06:43:56,77634264,3.5.1,osx,DE,1758
2018-10-23,06:44:19,55509879,3.3.3,win,JP,1759
2018-10-23,05:00:37,82877755,3.5.1,win,FR,79
2018-10-23,05:01:03,82968727,3.5.1,win,UA,1760
2018-10-23,05:01:47,82877755,3.5.1,win,IN,1761
2018-10-23,05:02:29,83031762,3.5.1patched,win,US,15
2018-10-23,05:02:30,78103825,latest,osx,US,37
2018-10-23,05:03:15,77266231,3.4.4,osx,US,37
2018-10-23,05:03:22,3204722,3.5.1,win,NA,28
2018-10-23,05:04:19,83605939,devel,win,US,146
2018-10-23,05:04:22,82975661,3.5.1,win,IN,55
2018-10-23,05:05:14,77634075,3.5.1,osx,NA,28
2018-10-23,05:05:27,82968826,3.5.1,win,FJ,1762
2018-10-23,00:05:58,82971682,3.5.1,win,CL,1763
2018-10-23,00:06:21,82974077,3.5.1,win,CA,1764
2018-10-23,00:06:31,6898433,3.5.1,src,BR,1765
2018-10-23,00:07:02,83026393,3.5.1patched,win,US,82
2018-10-23,00:07:24,82974310,3.5.1,win,NA,28
2018-10-23,00:07:44,82877758,3.5.1,win,US,1766
2018-10-23,00:08:10,78015779,latest,osx,US,37
2018-10-23,00:08:38,82973393,3.5.1,win,US,82
2018-10-23,00:08:34,13229,2.13.1,win,US,1767
2018-10-23,00:09:00,83026124,3.5.1patched,win,US,33
2018-10-23,00:09:15,82877758,3.5.1,win,US,1768
2018-10-23,00:09:27,82973075,3.5.1,win,US,1769
2018-10-23,00:09:30,82977630,3.5.1,win,NA,28
2018-10-23,00:09:40,82973516,3.5.1,win,AU,1770
2018-10-23,00:09:42,43608,3.3.3,osx,US,1771
2018-10-23,00:09:42,43608,3.3.0,src,US,1771
2018-10-23,00:10:25,82970790,3.5.1,win,US,1772
2018-10-23,00:10:28,82968767,3.5.1,win,CN,1773
2018-10-23,18:05:52,82971621,3.5.1,win,US,1774
2018-10-23,18:06:13,77266228,3.4.4,osx,US,37
2018-10-23,18:06:09,82969539,3.5.1,win,US,13
2018-10-23,18:06:33,2802409,3.5.1,win,ES,1775
2018-10-23,18:07:03,77630325,3.5.1,osx,US,1776
2018-10-23,18:07:09,82974733,3.5.1,win,CA,192
2018-10-23,18:07:08,83038060,3.5.1patched,win,US,69
2018-10-23,18:07:16,82972159,3.5.1,win,DE,1777
2018-10-23,18:07:25,82975102,3.5.1,win,NA,28
2018-10-23,18:07:32,77628514,3.5.1,osx,CL,1778
2018-10-23,18:07:26,78015785,latest,osx,US,37
2018-10-23,18:07:32,13058326,3.5.1,win,ES,1775
2018-10-23,18:07:49,77629592,3.5.1,osx,IL,1779
2018-10-23,18:08:00,77630586,3.5.1,osx,US,1780
2018-10-23,18:08:08,78190517,3.4.0,win,US,69
2018-10-23,18:08:13,82877755,3.5.1,win,AR,1159
2018-10-23,18:08:21,82973841,3.5.1,win,NA,28
2018-10-23,18:08:43,83037637,3.5.1patched,win,US,34
2018-10-23,18:08:48,83037577,3.5.1patched,win,US,13
2018-10-23,18:09:23,74373430,3.3.3,win,US,92
2018-10-23,18:09:40,78102988,latest,osx,US,37
2018-10-23,18:09:17,82968649,3.5.1,win,CO,1781
2018-10-23,18:09:37,77628840,3.5.1,osx,NA,28
2018-10-23,18:09:43,83037587,3.5.1patched,win,US,146
2018-10-23,18:09:51,523,3.5.1,osx,CA,1782
2018-10-23,18:10:01,77540674,3.5.1,osx,CA,1782
2018-10-23,18:10:09,74889266,3.3.3,osx,US,37
2018-10-23,18:10:04,82972168,3.5.1,win,FR,1783
2018-10-23,16:50:44,355,3.5.1,osx,DE,1784
2018-10-23,16:50:49,29857347,3.3.0,src,BA,519
2018-10-23,16:51:05,82973725,3.5.1,win,NA,28
2018-10-23,16:51:00,356,3.5.1,osx,DE,1784
2018-10-23,16:51:23,82971773,3.5.1,win,NA,28
2018-10-23,16:51:25,82968726,3.5.1,win,US,1785
2018-10-23,16:51:32,82969774,3.5.1,win,US,1786
2018-10-23,16:51:31,77626167,3.5.1,osx,US,1787
2018-10-23,16:52:25,3377980,3.5.1,win,IT,1788
2018-10-23,16:52:26,82973707,3.5.1,win,NA,28
2018-10-23,16:52:29,82549224,3.4.4,win,US,13
2018-10-23,16:52:36,82877759,3.5.1,win,US,1789
2018-10-23,16:52:42,82968911,3.5.1,win,GB,1790
2018-10-23,16:52:40,82972853,3.5.1,win,DE,1008
2018-10-23,16:53:15,82968900,3.5.1,win,HN,1791
2018-10-23,16:53:29,77628585,3.5.1,osx,GB,1792
2018-10-23,16:53:28,82976912,3.5.1,win,US,1793
2018-10-23,16:53:37,82969069,3.5.1,win,US,13
2018-10-23,16:53:59,82974182,3.5.1,win,NA,28
2018-10-23,16:54:11,82970133,3.5.1,win,US,1593
2018-10-23,16:54:18,77630485,3.5.1,osx,US,501
2018-10-23,16:54:30,82975273,3.5.1,win,NA,28
2018-10-23,16:54:31,83616722,devel,win,US,34
2018-10-23,16:54:40,82971448,3.5.1,win,DE,1794
2018-10-23,16:54:47,83038909,3.5.1patched,win,US,969
2018-10-23,16:55:16,82877759,3.5.1,win,US,1795
2018-10-23,16:55:15,82975514,3.5.1,win,DE,1796
2018-10-23,16:55:22,82973014,3.5.1,win,PT,1797
2018-10-23,16:55:25,83039746,3.5.1patched,win,US,11
2018-10-23,16:55:19,77627147,3.5.1,osx,GB,1798
2018-10-23,14:35:47,77630451,3.5.1,osx,US,1799
2018-10-23,14:35:45,77632440,3.5.1,osx,GB,1800
2018-10-23,14:35:50,82968745,3.5.1,win,CN,1801
2018-10-23,14:35:54,82971147,3.5.1,win,CO,1802
2018-10-23,14:36:02,78102493,latest,osx,US,37
2018-10-23,14:36:42,82974794,3.5.1,win,US,82
2018-10-23,14:36:35,82972257,3.5.1,win,GB,1222
2018-10-23,14:36:47,77629235,3.5.1,osx,FI,1803
2018-10-23,14:37:02,82973317,3.5.1,win,US,1804
2018-10-23,14:37:03,73213613,3.2.4,osx,US,37
2018-10-23,14:37:27,82877755,3.5.1,win,CA,1805
2018-10-23,14:37:39,82877758,3.5.1,win,US,1806
2018-10-23,14:37:34,82877755,3.5.1,win,AT,1807
2018-10-23,14:38:57,77626860,3.5.1,osx,GB,1808
2018-10-23,14:39:00,26838552,3.5.1,win,CR,1809
2018-10-23,14:39:13,30784703,3.5.1,win,CN,1810
2018-10-23,14:39:24,78015785,latest,osx,US,37
2018-10-23,14:39:28,82975661,3.5.1,win,KR,1811
2018-10-23,14:39:31,83038504,3.5.1patched,win,US,42
2018-10-23,14:40:01,77626732,3.5.1,osx,IT,1812
2018-10-23,14:40:06,74889266,3.3.3,osx,US,37
2018-10-23,14:40:07,77630081,3.5.1,osx,US,1813
2018-10-23,12:50:43,83623947,devel,win,US,34
2018-10-23,12:50:38,77629461,3.5.1,osx,PT,1814
2018-10-23,12:51:04,78015788,latest,osx,US,37
2018-10-23,12:50:55,82877758,3.5.1,win,NO,1815
2018-10-23,12:51:57,74889266,3.3.3,osx,DE,325
