date,total_membership,full_members,guests,daily_active_members,daily_members_posting_messages,weekly_active_members,weekly_members_posting_messages,messages_in_public_channels,messages_in_private_channels,messages_in_shared_channels,messages_in_d_ms,percent_of_messages_public_channels,percent_of_messages_private_channels,percent_of_messages_d_ms,percent_of_views_public_channels,percent_of_views_private_channels,percent_of_views_d_ms,name,public_channels_single_workspace,messages_posted
2018-11-20,1916,1916,0,83,8,218,38,18,0,0,1,0.9474,0,0.0526,0.9028,0,0.0972,0,20,38514
2018-11-21,1946,1946,0,92,18,225,46,15,0,0,8,0.6522,0,0.3478,0.8643,0,0.1357,0,20,38584
2018-11-22,1956,1956,0,81,12,227,49,10,0,0,28,0.2632,0,0.7368,0.9344,0,0.0656,0,20,38634
2018-11-23,1962,1962,0,51,5,216,44,3,0,0,7,0.3,0,0.7,0.8435,0,0.1565,0,20,38658
2018-11-24,1964,1964,0,46,7,209,46,6,0,0,2,0.75,0,0.25,0.9167,0,0.0833,0,20,38679
2018-11-25,1971,1971,0,43,4,214,47,5,0,0,1,0.8333,0,0.1667,0.8807,0,0.1193,0,20,38700
2018-11-26,1978,1978,0,94,8,225,47,19,0,0,3,0.8636,0,0.1364,0.9105,0,0.0895,0,20,38750
2018-11-27,1983,1983,0,90,3,226,47,11,0,0,1,0.9167,0,0.0833,0.9303,0,0.0697,0,20,38773
2018-11-28,1985,1985,0,96,11,227,38,16,0,0,5,0.7619,0,0.2381,0.9308,0.0029,0.0663,0,20,38800
2018-11-29,1987,1987,0,84,5,227,33,10,0,0,0,1,0,0,0.9657,0,0.0343,0,20,38816
2018-11-30,1991,1991,0,82,8,239,31,18,0,0,1,0.9474,0,0.0526,0.9431,0,0.0569,0,20,38856
2018-12-01,1991,1991,0,35,0,232,27,0,0,0,0,0,0,0,0.9419,0,0.0581,0,20,38856
2018-12-02,1991,1991,0,50,5,233,28,8,0,0,4,0.6667,0,0.3333,0.9682,0,0.0318,0,20,38872
2018-12-03,1994,1994,0,87,11,221,29,19,0,0,4,0.8261,0,0.1739,0.949,0,0.051,0,20,38911
2018-12-04,1998,1998,0,92,6,215,33,9,0,0,1,0.9,0,0.1,0.9698,0,0.0302,0,20,38933
2018-12-05,1999,1999,0,51,2,204,30,2,0,0,0,1,0,0,0.9441,0,0.0559,0,20,38940
2018-12-06,2002,2002,0,84,7,215,34,8,0,0,11,0.4211,0,0.5789,0.9133,0,0.0867,0,20,38977
2018-12-07,2003,2003,0,71,4,214,28,3,0,0,2,0.6,0,0.4,0.9468,0,0.0532,0,20,38984
2018-12-08,2005,2005,0,32,2,215,30,0,0,0,8,0,0,1,0.8056,0,0.1944,0,20,39000
2018-12-09,2007,2007,0,50,4,215,28,5,0,0,0,1,0,0,0.9453,0,0.0547,0,20,39012
2018-12-10,2009,2009,0,102,10,222,28,13,0,0,7,0.65,0,0.35,0.969,0,0.031,0,20,39039
2018-12-11,2013,2013,0,85,7,214,27,5,0,0,98,0.0485,0,0.9515,0.6174,0,0.3826,0,20,39155
2018-12-12,2015,2015,0,87,7,220,30,9,0,0,2,0.8182,0,0.1818,0.952,0,0.048,0,20,39176
2018-12-13,2016,2016,0,83,6,219,29,17,0,0,3,0.85,0,0.15,0.9502,0.0036,0.0463,0,20,39204
2018-12-14,2017,2017,0,67,7,204,32,24,0,0,1,0.96,0,0.04,0.9794,0,0.0206,0,20,39238
2018-12-15,2019,2019,0,42,6,209,35,4,0,0,2,0.6667,0,0.3333,0.931,0,0.069,0,20,39254
2018-12-16,2022,2022,0,30,0,210,33,0,0,0,0,0,0,0,0.9178,0,0.0822,0,20,39260
2018-12-17,2024,2024,0,73,9,193,31,19,0,0,0,1,0,0,0.9586,0,0.0414,0,20,39288
2018-12-18,2027,2027,0,74,10,191,29,16,0,0,4,0.8,0,0.2,0.9338,0,0.0662,0,20,39320
2018-12-19,2031,2031,0,81,10,196,32,21,0,0,8,0.7241,0,0.2759,0.9434,0,0.0566,0,20,39362
2018-12-20,2033,2033,0,75,6,185,30,7,0,0,4,0.6364,0,0.3636,0.9457,0,0.0543,0,20,39382
2018-12-21,2035,2035,0,69,6,193,30,18,0,0,2,0.9,0,0.1,0.9422,0,0.0578,0,20,39412
2018-12-22,2035,2035,0,47,2,188,29,2,0,0,0,1,0,0,0.9694,0,0.0306,0,20,39415
2018-12-23,2036,2036,0,33,3,185,30,3,0,0,0,1,0,0,0.9851,0,0.0149,0,20,39420
2018-12-24,2037,2037,0,38,1,178,27,2,0,0,0,1,0,0,0.9792,0,0.0208,0,20,39424
2018-12-25,2042,2042,0,37,1,171,23,1,0,0,0,1,0,0,0.9398,0,0.0602,0,20,39433
2018-12-26,2047,2047,0,55,8,164,23,11,0,0,1,0.9167,0,0.0833,0.9448,0,0.0552,0,20,39461
2018-12-27,2048,2048,0,55,7,155,23,16,0,0,1,0.9412,0,0.0588,0.9637,0,0.0363,0,20,39487
2018-12-28,2049,2049,0,58,3,145,20,3,0,0,0,1,0,0,0.9558,0,0.0442,0,20,39499
2018-12-29,2053,2053,0,30,3,140,21,2,0,0,1,0.6667,0,0.3333,0.9437,0,0.0563,0,20,39509
2018-12-30,2058,2058,0,48,1,147,21,1,0,0,0,1,0,0,0.9744,0,0.0256,0,20,39517
2018-12-31,2060,2060,0,57,3,159,22,4,0,0,0,1,0,0,0.9653,0,0.0347,0,20,39528
2019-01-01,2066,2066,0,45,5,162,24,7,0,0,1,0.875,0,0.125,0.9302,0,0.0698,0,20,39553
2019-01-02,2070,2070,0,81,6,176,22,13,0,0,0,1,0,0,0.9624,0,0.0376,0,20,39585
2019-01-03,2076,2076,0,92,14,194,28,14,0,0,26,0.35,0,0.65,0.9038,0,0.0962,0,20,39651
2019-01-04,2080,2080,0,77,6,197,28,20,0,0,8,0.7143,0,0.2857,0.9351,0,0.0649,0,20,39697
2019-01-05,2082,2082,0,56,2,202,27,2,0,0,2,0.5,0,0.5,0.9745,0,0.0255,0,20,39705
2019-01-06,2084,2084,0,56,7,199,31,5,0,0,2,0.7143,0,0.2857,0.9745,0,0.0255,0,20,39720
2019-01-07,2087,2087,0,94,14,213,35,20,5,0,6,0.6452,0.1613,0.1935,0.9322,0.0263,0.0416,0,20,39767
2019-01-08,2096,2096,0,103,10,221,39,11,0,0,34,0.2444,0,0.7556,0.8614,0,0.1386,0,20,39848
2019-01-09,2100,2100,0,91,12,227,44,23,0,0,1,0.9583,0,0.0417,0.9601,0,0.0399,0,20,39886
2019-01-10,2107,2107,0,94,8,235,41,14,0,0,2,0.875,0,0.125,0.9573,0,0.0427,0,20,39918
2019-01-11,2110,2110,0,84,9,232,45,11,0,0,1,0.9167,0,0.0833,0.9561,0,0.0439,0,20,39942
2019-01-12,2112,2112,0,38,3,231,44,2,0,0,1,0.6667,0,0.3333,0.935,0,0.065,0,20,39952
2019-01-13,2114,2114,0,28,0,225,41,0,0,0,0,0,0,0,1,0,0,0,20,39955
2019-01-14,2117,2117,0,89,7,217,37,12,0,0,1,0.9231,0,0.0769,0.9729,0.003,0.0241,0,20,39982
2019-01-15,2117,2117,0,80,10,210,33,26,0,0,8,0.7647,0,0.2353,0.9253,0,0.0747,0,20,40020
2019-01-16,2127,2127,0,84,9,209,32,7,0,0,4,0.6364,0,0.3636,0.9455,0,0.0545,0,20,40055
2019-01-17,2148,2148,0,92,11,223,37,16,0,0,9,0.64,0,0.36,0.9093,0,0.0907,0,20,40120
2019-01-18,2166,2166,0,178,19,289,46,24,2,0,12,0.6316,0.0526,0.3158,0.9081,0.006,0.0858,0,21,40230
2019-01-19,2172,2172,0,150,9,351,49,10,0,0,3,0.7692,0,0.2308,0.945,0.0052,0.0497,0,21,40264
2019-01-20,2177,2177,0,108,8,384,53,18,0,0,7,0.72,0,0.28,0.9393,0.0032,0.0575,0,21,40308
2019-01-21,2179,2179,0,130,12,417,59,21,0,0,9,0.7,0,0.3,0.941,0,0.059,0,21,40348
2019-01-22,2189,2189,0,139,15,450,63,52,0,0,6,0.8966,0,0.1034,0.9486,0,0.0514,0,21,40444
2019-01-23,2200,2200,0,132,15,462,60,35,2,0,2,0.8974,0.0513,0.0513,0.9484,0.0076,0.044,0,21,40515
2019-01-24,2204,2204,0,128,14,469,62,32,2,0,12,0.6957,0.0435,0.2609,0.9485,0.015,0.0365,0,21,40568
2019-01-25,2216,2216,0,127,8,434,56,20,0,0,2,0.9091,0,0.0909,0.9417,0.0056,0.0528,0,21,40617
2019-01-26,2218,2218,0,80,9,384,56,8,17,0,9,0.2353,0.5,0.2647,0.8159,0.1206,0.0635,0,21,40663
2019-01-27,2221,2221,0,68,6,355,52,18,0,0,0,1,0,0,0.9541,0.0046,0.0413,0,21,40692
2019-01-28,2226,2226,0,125,17,334,55,26,0,0,7,0.7879,0,0.2121,0.9684,0,0.0316,0,21,40748
2019-01-29,2231,2231,0,135,13,315,54,46,0,0,6,0.8846,0,0.1154,0.9703,0,0.0297,0,21,40826
2019-01-30,2240,2240,0,135,16,324,55,24,0,0,6,0.8,0,0.2,0.9398,0,0.0602,0,21,40896
2019-01-31,2241,2241,0,102,9,314,50,17,0,0,6,0.7391,0,0.2609,0.962,0,0.038,0,21,40927
2019-02-01,2251,2251,0,113,16,308,55,20,0,0,29,0.4082,0,0.5918,0.9466,0.0037,0.0497,0,21,41000
2019-02-02,2253,2253,0,258,15,426,59,52,30,0,53,0.3852,0.2222,0.3926,0.7272,0.0265,0.2463,0,11,51718
2019-02-03,2255,2255,0,141,6,466,59,7,2,0,1,0.7,0.2,0.1,0.8493,0.0061,0.1446,0,11,51733
2019-02-04,2260,2260,0,192,15,515,58,29,0,0,11,0.725,0,0.275,0.8533,0.0076,0.1391,0,11,51797
2019-02-05,2266,2266,0,122,10,517,57,17,0,0,8,0.68,0,0.32,0.9196,0.0018,0.0786,0,11,51850
2019-02-06,2267,2267,0,121,9,509,52,11,8,0,0,0.5789,0.4211,0,0.881,0.0453,0.0737,0,11,51876
2019-02-07,2271,2271,0,112,8,519,52,28,0,0,0,1,0,0,0.9429,0,0.0571,0,11,51917
2019-02-08,2275,2275,0,116,16,525,51,26,0,0,18,0.5909,0,0.4091,0.8986,0.0035,0.0979,0,11,51973
2019-02-09,2279,2279,0,77,12,410,47,32,65,0,8,0.3048,0.619,0.0762,0.7539,0.2068,0.0393,0,11,52106
2019-02-10,2285,2285,0,69,7,353,46,20,0,0,30,0.4,0,0.6,0.8062,0.0044,0.1894,0,11,52171
2019-02-11,2291,2291,0,113,10,303,43,12,5,0,2,0.6316,0.2632,0.1053,0.8993,0.046,0.0547,0,11,52215
2019-02-12,2295,2295,0,120,9,302,41,15,0,0,2,0.8824,0,0.1176,0.9496,0.0024,0.048,0,11,52245
2019-02-13,2300,2300,0,125,14,296,43,38,0,0,10,0.7917,0,0.2083,0.9582,0,0.0418,0,11,52312
2019-02-14,2300,2300,0,111,10,291,47,15,0,0,2,0.8824,0,0.1176,0.9587,0.0028,0.0386,0,11,52331
2019-02-15,2303,2303,0,116,15,284,47,47,0,0,14,0.7705,0,0.2295,0.9324,0,0.0676,0,11,52408
2019-02-16,2304,2304,0,74,6,280,47,8,0,0,1,0.8889,0,0.1111,0.9533,0,0.0467,0,11,52422
2019-02-17,2306,2306,0,69,10,280,45,32,3,0,0,0.9143,0.0857,0,0.9536,0.0107,0.0357,0,11,52463
2019-02-18,2310,2310,0,111,12,270,45,11,4,0,7,0.5,0.1818,0.3182,0.9502,0.0104,0.0394,0,11,52500
2019-02-19,2311,2311,0,110,12,264,45,24,0,0,1,0.96,0,0.04,0.9569,0.0065,0.0366,0,11,52536
2019-02-20,2313,2313,0,111,16,264,44,28,0,0,2,0.9333,0,0.0667,0.9643,0.0026,0.0332,0,11,52580
2019-02-21,2321,2321,0,93,14,259,46,25,0,0,6,0.8065,0,0.1935,0.9651,0.0023,0.0326,0,11,52631
2019-02-22,2334,2334,0,107,18,261,48,39,0,0,5,0.8864,0,0.1136,0.9293,0,0.0707,0,11,52718
2019-02-23,2347,2347,0,80,9,277,51,11,1,0,9,0.5238,0.0476,0.4286,0.8712,0.0274,0.1014,0,11,52754
2019-02-24,2352,2352,0,76,13,278,55,16,0,0,6,0.7273,0,0.2727,0.9231,0.0073,0.0696,0,11,52792
2019-02-25,2355,2355,0,118,5,273,54,11,0,0,0,1,0,0,0.9649,0.0044,0.0307,0,11,52811
2019-02-26,2361,2361,0,113,14,278,57,28,0,0,1,0.9655,0,0.0345,0.9392,0.0063,0.0545,0,11,52864
2019-02-27,2364,2364,0,118,8,283,53,16,0,0,4,0.8,0,0.2,0.9621,0.0019,0.036,0,11,52939
2019-02-28,2374,2374,0,107,10,295,53,28,0,0,1,0.9655,0,0.0345,0.959,0,0.041,0,11,53153
2019-03-01,2380,2380,0,109,16,288,48,50,0,0,4,0.9259,0,0.0741,0.9545,0.0049,0.0407,0,11,53234
2019-03-02,2383,2383,0,64,13,280,48,29,0,0,6,0.8286,0,0.1714,0.9522,0.004,0.0438,0,11,53274
2019-03-03,2387,2387,0,79,8,287,43,17,0,0,1,0.9444,0,0.0556,0.9632,0.0074,0.0294,0,11,53300
2019-03-04,2396,2396,0,92,13,277,50,45,0,0,2,0.9574,0,0.0426,0.9497,0,0.0503,0,11,53372
2019-03-05,2401,2401,0,102,16,264,54,73,0,0,5,0.9359,0,0.0641,0.9772,0,0.0228,0,11,53468
2019-03-06,2412,2412,0,112,19,260,59,30,2,0,10,0.7143,0.0476,0.2381,0.9416,0.0128,0.0456,0,11,53665
2019-03-07,2418,2418,0,99,18,256,61,37,0,0,7,0.8409,0,0.1591,0.9598,0,0.0402,0,11,53727
2019-03-08,2424,2424,0,93,12,248,60,26,0,0,1,0.963,0,0.037,0.9717,0.0028,0.0255,0,11,53766
2019-03-09,2424,2424,0,68,6,251,56,21,0,0,0,1,0,0,0.975,0,0.025,0,11,53790
2019-03-10,2429,2429,0,66,8,246,56,28,0,0,70,0.2857,0,0.7143,0.7904,0,0.2096,0,11,53909
2019-03-11,2436,2436,0,115,18,250,57,59,1,0,5,0.9077,0.0154,0.0769,0.9632,0.0044,0.0324,0,11,53999
2019-03-12,2441,2441,0,94,12,255,56,86,0,0,4,0.9556,0,0.0444,0.9613,0.002,0.0367,0,11,54105
2019-03-13,2451,2451,0,98,11,250,54,10,0,0,3,0.7692,0,0.2308,0.9476,0,0.0524,0,11,54148
2019-03-14,2456,2456,0,99,16,249,54,28,3,0,4,0.8,0.0857,0.1143,0.9574,0.0039,0.0387,0,11,54211
2019-03-15,2465,2465,0,83,15,244,53,14,17,0,8,0.359,0.4359,0.2051,0.8509,0.084,0.065,0,11,54276
2019-03-16,2471,2471,0,70,13,248,58,42,6,0,5,0.7925,0.1132,0.0943,0.9403,0.0119,0.0478,0,11,54339
2019-03-17,2476,2476,0,68,8,251,59,14,1,0,1,0.875,0.0625,0.0625,0.9613,0.0176,0.0211,0,11,54369
2019-03-18,2480,2480,0,104,15,243,55,37,1,0,2,0.925,0.025,0.05,0.9566,0.0054,0.038,0,11,54539
2019-03-19,2485,2485,0,86,16,240,53,28,0,0,5,0.8485,0,0.1515,0.9693,0.0024,0.0283,0,11,54591
2019-03-20,2491,2491,0,159,26,273,61,121,0,0,7,0.9453,0,0.0547,0.8701,0,0.1299,0,10,55036
2019-03-21,2494,2494,0,99,10,275,59,34,0,0,0,1,0,0,0.959,0,0.041,0,10,55079
2019-03-22,2499,2499,0,89,11,278,56,25,0,0,13,0.6579,0,0.3421,0.9499,0.0022,0.0479,0,10,55121
2019-03-23,2503,2503,0,63,6,277,53,22,0,0,0,1,0,0,0.9767,0,0.0233,0,10,55156
2019-03-24,2507,2507,0,56,10,285,54,15,0,0,1,0.9375,0,0.0625,0.9538,0,0.0462,0,10,55183
2019-03-25,2510,2510,0,86,14,278,53,14,0,0,11,0.56,0,0.44,0.9462,0,0.0538,0,10,55216
2019-03-26,2513,2513,0,93,11,283,53,12,0,0,6,0.6667,0,0.3333,0.9482,0.0032,0.0485,0,10,55237
2019-03-27,2517,2517,0,91,10,234,45,13,0,0,3,0.8125,0,0.1875,0.9573,0,0.0427,0,10,55271
2019-03-28,2522,2522,0,93,8,227,45,12,0,0,3,0.8,0,0.2,0.94,0,0.06,0,10,55305
2019-03-29,2542,2542,0,102,19,238,55,52,0,0,30,0.6341,0,0.3659,0.866,0,0.134,0,10,55444
2019-03-30,2552,2552,0,63,11,237,58,27,1,0,6,0.7941,0.0294,0.1765,0.9224,0,0.0776,0,10,55496
2019-03-31,2554,2554,0,65,6,234,57,11,0,0,0,1,0,0,0.9763,0.0047,0.019,0,10,55512
2019-04-01,2559,2559,0,92,15,234,55,28,9,0,3,0.7,0.225,0.075,0.9281,0.0233,0.0486,0,10,55621
2019-04-02,2564,2564,0,102,16,232,54,31,0,0,6,0.8378,0,0.1622,0.9685,0.0016,0.03,0,10,55673
2019-04-03,2572,2572,0,113,17,242,53,37,0,0,16,0.6981,0,0.3019,0.9473,0.0033,0.0494,0,10,55749
2019-04-04,2575,2575,0,98,14,240,51,17,0,0,20,0.4595,0,0.5405,0.895,0,0.105,0,10,55805
2019-04-05,2590,2590,0,101,16,247,51,12,0,0,17,0.4138,0,0.5862,0.9019,0,0.0981,0,10,55878
2019-04-06,2606,2606,0,75,17,255,53,42,3,0,12,0.7368,0.0526,0.2105,0.9352,0.0104,0.0544,0,10,55973
2019-04-07,2611,2611,0,71,13,257,55,16,0,0,10,0.6154,0,0.3846,0.8816,0.0088,0.1096,0,10,56013
2019-04-08,2622,2622,0,97,11,268,55,18,0,0,1,0.9474,0,0.0526,0.9743,0.002,0.0238,0,10,56054
2019-04-09,2629,2629,0,109,17,272,63,19,0,0,35,0.3519,0,0.6481,0.8803,0.002,0.1176,0,10,56126
2019-04-10,2634,2634,0,105,14,270,65,22,3,0,4,0.7586,0.1034,0.1379,0.9551,0.0112,0.0337,0,10,56173
2019-04-11,2638,2638,0,88,8,261,64,15,0,0,2,0.8824,0,0.1176,0.9598,0,0.0402,0,10,56201
2019-04-12,2646,2646,0,90,18,248,59,65,0,0,3,0.9559,0,0.0441,0.969,0,0.031,0,10,56297
2019-04-13,2654,2654,0,64,10,250,58,37,0,0,2,0.9487,0,0.0513,0.9572,0,0.0428,0,10,56361
2019-04-14,2662,2662,0,81,9,253,55,8,8,0,7,0.3478,0.3478,0.3043,0.9038,0.0378,0.0584,0,10,56403
2019-04-15,2669,2669,0,101,16,259,58,37,0,0,1,0.9737,0,0.0263,0.9603,0.0076,0.0321,0,10,56462
2019-04-16,2678,2678,0,118,23,259,59,26,9,0,4,0.6667,0.2308,0.1026,0.9321,0.0244,0.0436,0,10,56533
2019-04-17,2689,2689,0,112,7,277,57,5,0,0,3,0.625,0,0.375,0.9162,0.0058,0.078,0,10,56574
2019-04-18,2695,2695,0,101,13,280,62,20,0,0,5,0.8,0,0.2,0.9622,0,0.0378,0,10,56615
2019-04-19,2700,2700,0,71,9,274,57,13,0,0,25,0.3421,0,0.6579,0.8707,0,0.1293,0,10,56662
2019-04-20,2706,2706,0,57,8,275,58,12,0,0,2,0.8571,0,0.1429,0.955,0.005,0.04,0,10,56692
2019-04-21,2709,2709,0,58,6,267,55,13,0,0,0,1,0,0,0.9673,0,0.0327,0,10,56714
2019-04-22,2720,2720,0,104,11,262,51,33,3,0,4,0.825,0.075,0.1,0.9492,0.0175,0.0333,0,10,56787
2019-04-23,2736,2736,0,136,21,263,47,31,0,0,25,0.5536,0,0.4464,0.9298,0,0.0702,0,10,56894
2019-04-24,2742,2742,0,122,18,251,52,23,0,0,4,0.8519,0,0.1481,0.9719,0,0.0281,0,10,56948
2019-04-25,2751,2751,0,116,10,249,51,21,0,0,27,0.4375,0,0.5625,0.9163,0,0.0837,0,10,57024
2019-04-26,2756,2756,0,90,13,258,56,26,0,0,4,0.8667,0,0.1333,0.9583,0,0.0417,0,10,57073
2019-04-27,2757,2757,0,55,1,259,53,1,0,0,0,1,0,0,0.9764,0,0.0236,0,10,57076
2019-04-28,2759,2759,0,59,4,260,52,8,0,0,0,1,0,0,0.9844,0,0.0156,0,10,57089
2019-04-29,2762,2762,0,96,5,264,52,6,0,0,0,1,0,0,0.9601,0,0.0399,0,10,57106
2019-04-30,2765,2765,0,84,10,252,44,14,0,0,4,0.7778,0,0.2222,0.9586,0,0.0414,0,10,57131
2019-05-01,2770,2770,0,81,13,234,38,24,0,0,2,0.9231,0,0.0769,0.9713,0.0029,0.0259,0,10,57165
2019-05-02,2774,2774,0,87,4,224,35,14,0,0,0,1,0,0,0.9773,0,0.0227,0,10,57189
2019-05-03,2776,2776,0,74,4,218,25,7,0,0,1,0.875,0,0.125,0.9586,0,0.0414,0,10,57205
2019-05-04,2779,2779,0,51,6,216,27,11,3,0,4,0.6111,0.1667,0.2222,0.8874,0.0464,0.0662,0,10,57240
2019-05-05,2780,2780,0,52,4,214,29,7,0,0,0,1,0,0,1,0,0,0,10,57248
2019-05-06,2786,2786,0,88,9,218,32,18,0,0,2,0.9,0,0.1,0.9601,0.0085,0.0313,0,10,57287
2019-05-07,2789,2789,0,82,5,213,31,6,0,0,1,0.8571,0,0.1429,0.9758,0,0.0242,0,10,57303
2019-05-08,2792,2792,0,92,13,218,32,19,0,0,90,0.1743,0,0.8257,0.8026,0,0.1974,0,10,57420
2019-05-09,2801,2801,0,102,3,225,32,3,0,0,1,0.75,0,0.25,0.9623,0,0.0377,0,10,57442
2019-05-10,2806,2806,0,48,4,224,34,5,0,0,1,0.8333,0,0.1667,0.947,0,0.053,0,10,57458
2019-05-11,2809,2809,0,51,8,226,34,23,0,0,1,0.9583,0,0.0417,0.9172,0,0.0828,0,10,57488
2019-05-12,2811,2811,0,66,6,227,38,5,0,0,1,0.8333,0,0.1667,0.9683,0,0.0317,0,10,57500
2019-05-13,2814,2814,0,92,10,228,36,15,0,0,1,0.9375,0,0.0625,0.9764,0,0.0236,0,10,57536
2019-05-14,2822,2822,0,101,13,233,42,23,0,0,3,0.8846,0,0.1154,0.9593,0,0.0407,0,10,57589
2019-05-15,2830,2830,0,107,21,233,52,32,2,0,2,0.8889,0.0556,0.0556,0.955,0.02,0.025,0,10,57649
2019-05-16,2834,2834,0,98,13,220,54,19,0,0,12,0.6129,0,0.3871,0.9528,0,0.0472,0,10,57697
2019-05-17,2839,2839,0,96,9,235,56,42,0,0,8,0.84,0,0.16,0.9694,0.0056,0.0251,0,10,57764
2019-05-18,2844,2844,0,57,6,231,52,11,9,0,2,0.5,0.4091,0.0909,0.8619,0.1105,0.0276,0,10,57801
2019-05-19,2847,2847,0,57,12,224,54,17,0,0,0,1,0,0,0.9716,0.0142,0.0142,0,10,57823
2019-05-20,2851,2851,0,101,21,226,57,32,0,0,7,0.8205,0,0.1795,0.9697,0.0023,0.028,0,10,57879
2019-05-21,2860,2860,0,93,18,228,57,20,5,0,4,0.6897,0.1724,0.1379,0.9032,0.0188,0.078,0,10,57937
2019-05-22,2864,2864,0,85,15,218,49,74,2,0,1,0.961,0.026,0.013,0.9823,0.0039,0.0138,0,10,58028
2019-05-23,2867,2867,0,81,14,220,46,31,0,0,0,1,0,0,0.9785,0,0.0215,0,10,58065
2019-05-24,2870,2870,0,75,9,211,45,19,0,0,2,0.9048,0,0.0952,0.972,0,0.028,0,10,58094
2019-05-25,2871,2871,0,43,3,208,45,11,0,0,2,0.8462,0,0.1538,0.9699,0,0.0301,0,10,58108
2019-05-26,2873,2873,0,41,3,203,44,3,0,0,0,1,0,0,0.984,0,0.016,0,10,58116
2019-05-27,2874,2874,0,69,8,202,41,12,0,0,0,1,0,0,0.9839,0.004,0.0121,0,10,58132
2019-05-28,2878,2878,0,93,12,202,42,20,0,0,2,0.9091,0,0.0909,0.9775,0,0.0225,0,10,58163
2019-05-29,2883,2883,0,83,11,207,37,14,0,0,5,0.7368,0,0.2632,0.9524,0,0.0476,0,10,58193
2019-05-30,2885,2885,0,79,6,211,33,17,0,0,0,1,0,0,0.9843,0,0.0157,0,10,58217
2019-05-31,2891,2891,0,87,6,211,35,9,0,0,1,0.9,0,0.1,0.9631,0.0034,0.0336,0,10,58251
2019-06-01,2896,2896,0,192,11,305,39,38,5,0,0,0.8837,0.1163,0,0.9533,0.0242,0.0225,0,10,58309
2019-06-02,2896,2896,0,132,12,352,44,14,1,0,0,0.9333,0.0667,0,0.9676,0.0206,0.0118,0,10,58324
2019-06-03,2902,2902,0,197,15,431,48,26,0,0,0,1,0,0,0.9695,0.0113,0.0193,0,10,58360
2019-06-04,2907,2907,0,131,14,446,49,33,1,0,6,0.825,0.025,0.15,0.9519,0.0192,0.0288,0,10,58412
2019-06-05,2916,2916,0,125,15,467,50,29,1,0,35,0.4462,0.0154,0.5385,0.89,0.0045,0.1055,0,10,58496
2019-06-06,2918,2918,0,107,11,481,54,16,0,0,14,0.5333,0,0.4667,0.9763,0,0.0237,0,10,58535
2019-06-07,2919,2919,0,98,12,493,57,10,0,0,8,0.5556,0,0.4444,0.9713,0.0029,0.0258,0,10,58554
2019-06-08,2921,2921,0,61,6,420,54,15,0,0,9,0.625,0,0.375,0.9221,0.0041,0.0738,0,10,58587
2019-06-09,2925,2925,0,67,10,384,51,15,0,0,1,0.9375,0,0.0625,0.9857,0,0.0143,0,10,58611
2019-06-10,2928,2928,0,89,18,314,50,32,0,0,6,0.8421,0,0.1579,0.9578,0,0.0422,0,10,58658
2019-06-11,2932,2932,0,110,12,294,48,28,0,0,23,0.549,0,0.451,0.8807,0.0023,0.117,0,10,58719
2019-06-12,2943,2943,0,83,9,274,47,17,0,0,0,1,0,0,0.9652,0,0.0348,0,10,58761
2019-06-13,2947,2947,0,96,12,265,47,28,0,0,2,0.9333,0,0.0667,0.9797,0,0.0203,0,10,58797
2019-06-14,2953,2953,0,97,9,254,45,18,0,0,1,0.9474,0,0.0526,0.9635,0,0.0365,0,10,58833
2019-06-15,2956,2956,0,58,5,248,44,11,0,0,0,1,0,0,0.9864,0,0.0136,0,10,58848
2019-06-16,2959,2959,0,46,3,243,41,3,0,0,0,1,0,0,0.9789,0,0.0211,0,10,58856
2019-06-17,2962,2962,0,90,10,244,38,10,2,0,5,0.5882,0.1176,0.2941,0.8938,0.0256,0.0806,0,10,58890
2019-06-18,2968,2968,0,90,14,229,38,36,0,0,0,1,0,0,0.9909,0,0.0091,0,10,58939
2019-06-19,2976,2976,0,105,17,241,41,45,0,0,10,0.8182,0,0.1818,0.9514,0,0.0486,0,10,59013
2019-06-20,2980,2980,0,106,15,246,46,32,0,0,8,0.8,0,0.2,0.958,0,0.042,0,10,59065
2019-06-21,2984,2984,0,75,10,231,48,6,0,0,14,0.3,0,0.7,0.8817,0.0115,0.1069,0,10,59092
2019-06-22,2985,2985,0,60,5,233,48,22,1,0,0,0.9565,0.0435,0,0.9581,0.0279,0.014,0,10,59117
2019-06-23,2989,2989,0,63,8,238,51,13,0,0,1,0.9286,0,0.0714,0.9671,0.0141,0.0188,0,10,59135
2019-06-24,2996,2996,0,102,15,239,53,38,0,0,1,0.9744,0,0.0256,0.9612,0.0136,0.0252,0,10,59194
2019-06-25,3000,3000,0,110,21,259,61,46,0,0,2,0.9583,0,0.0417,0.9823,0.0044,0.0133,0,10,59252
2019-06-26,3008,3008,0,96,11,260,61,18,0,0,1,0.9474,0,0.0526,0.9744,0,0.0256,0,10,59289
2019-06-27,3011,3011,0,95,17,250,59,65,0,0,35,0.65,0,0.35,0.8701,0.0062,0.1237,0,10,59392
2019-06-28,3012,3012,0,82,7,249,54,6,0,0,7,0.4615,0,0.5385,0.9286,0.0042,0.0672,0,10,59409
2019-06-29,3013,3013,0,49,5,244,55,8,0,0,0,1,0,0,0.9857,0,0.0143,0,10,59421
2019-06-30,3013,3013,0,46,4,243,53,3,0,0,1,0.75,0,0.25,0.876,0,0.124,0,10,59438
