station,year,month,tmax,tmin,af,rain,sun
oxford,1877,4,12.1,4.3,0,55,NA
oxford,1877,5,14.5,5.5,4,58.4,NA
oxford,1877,6,22.2,10.5,0,25.5,NA
oxford,1877,7,21.1,11.1,0,85.4,NA
oxford,1877,8,20.5,11.9,0,87.3,NA
oxford,1877,9,15.9,7.6,0,63.5,NA
oxford,1877,10,13.7,5.2,2,43.1,NA
oxford,1877,11,10.8,4.3,0,98.2,NA
oxford,1877,12,7.8,2.3,7,44.6,NA
oxford,1878,1,7.5,2.6,8,44.3,NA
oxford,1878,2,8.8,4.2,4,34.2,NA
oxford,1878,3,9.5,2.2,9,19.5,NA
oxford,1878,4,14.1,5.5,3,58.4,NA
oxford,1878,5,17.7,8.4,0,126.7,NA
oxford,1878,6,21.1,11.1,0,49,NA
oxford,1878,7,22.2,12.6,0,29.1,NA
oxford,1878,8,21.7,13.1,0,130.7,NA
oxford,1878,9,18.1,9.4,0,34.4,NA
oxford,1878,10,14.1,7.4,0,54.1,NA
oxford,1878,11,6.6,2.6,5,58.1,NA
oxford,1878,12,3.1,-2,20,38.6,NA
oxford,1879,1,1.6,-2.8,27,76.5,NA
oxford,1879,2,6,1.1,9,84.6,NA
oxford,1879,3,8.6,1.1,10,22.3,NA
oxford,1879,4,9.5,2.4,7,62.1,NA
oxford,1879,5,12.9,5.2,3,57.6,NA
oxford,1879,6,17,10.2,0,110.7,NA
oxford,1879,7,17.5,11.4,0,86.8,NA
oxford,1879,8,18.7,11.8,0,128.7,NA
oxford,1879,9,16.6,9.5,0,73.6,NA
oxford,1879,10,12.2,6,0,18.6,NA
oxford,1879,11,6.7,0.9,13,17.4,NA
oxford,1879,12,3.7,-3.2,24,18.7,NA
oxford,1880,1,3,-2.5,22,11.1,NA
oxford,1880,2,9,2.4,5,60.9,NA
oxford,1880,3,11.7,2.5,7,35.3,NA
oxford,1880,4,12.2,4.7,1,48.7,NA
oxford,1880,5,15.9,6.4,0,21.1,NA
oxford,1880,6,17.9,10,0,87.6,NA
oxford,1880,7,19.7,12.2,0,155.1,NA
oxford,1880,8,20.5,13.2,0,12.7,NA
oxford,1880,9,19.8,11.5,0,88.6,NA
oxford,1880,10,12.2,4.9,3,133.5,NA
oxford,1880,11,9.8,3.1,9,47.8,NA
oxford,1880,12,9.3,3.6,5,75.7,NA
oxford,1881,1,1.8,-4,20,31.9,NA
oxford,1881,2,6.3,1.5,10,70.2,NA
oxford,1881,3,10.3,2.1,11,37.7,NA
oxford,1881,4,12.9,3.1,7,19.9,NA
oxford,1881,5,17.7,6.9,1,31.9,NA
oxford,1881,6,19.2,10.3,0,48,NA
oxford,1881,7,22.7,12.5,0,63.7,NA
oxford,1881,8,19.2,10.8,0,118.2,NA
oxford,1881,9,17.6,9.5,0,35.5,NA
oxford,1881,10,11.9,4.2,5,42.8,NA
oxford,1881,11,12.5,6.9,0,82,NA
oxford,1881,12,7.1,2.1,7,75.5,NA
oxford,1882,1,7.7,2.8,6,28.4,NA
oxford,1882,2,9.2,3.5,3,38.8,NA
oxford,1882,3,12.6,4,3,28.2,NA
oxford,1882,4,13.7,5.1,1,99.7,NA
oxford,1882,5,17.4,7.3,0,47,NA
oxford,1882,6,17.5,9.7,0,83.8,NA
oxford,1882,7,20,11.9,0,82.2,NA
oxford,1882,8,19.9,11.5,0,33.8,NA
oxford,1882,9,17.3,8.3,0,51.4,NA
oxford,1882,10,13.6,7.2,1,147.9,NA
oxford,1882,11,9.6,3.5,3,84.8,NA
oxford,1882,12,7.2,2.5,9,80.3,NA
oxford,1883,1,8.2,3.3,3,57.8,NA
oxford,1883,2,9.9,4,0,95.1,NA
oxford,1883,3,7.2,-1.2,22,24,NA
oxford,1883,4,14,4.5,3,25.7,NA
oxford,1883,5,16.2,7.1,1,47.9,NA
oxford,1883,6,19.6,10.1,0,91.7,NA
oxford,1883,7,18.8,11.2,0,87.9,NA
oxford,1883,8,21,11.8,0,18.7,NA
oxford,1883,9,17.5,10.4,0,98.4,NA
oxford,1883,10,13.8,7.4,0,48.2,NA
oxford,1883,11,10.3,3.3,4,79.4,NA
oxford,1883,12,7.3,2.7,5,11.4,NA
oxford,1884,1,9.5,5.1,0,55.7,NA
oxford,1884,2,8.9,3.1,4,32.2,NA
oxford,1884,3,10.9,3,4,39.3,NA
oxford,1884,4,11.7,3.1,6,40.2,NA
oxford,1884,5,17.6,6.6,0,19.4,NA
oxford,1884,6,19.5,9.9,0,54.6,NA
oxford,1884,7,21.5,12.4,0,57.5,NA
oxford,1884,8,23.9,12,0,38.7,NA
oxford,1884,9,19.7,10.9,0,31.2,NA
oxford,1884,10,13.7,6.1,0,19.4,NA
oxford,1884,11,8.8,2.6,10,41.4,NA
oxford,1884,12,7.3,2.9,4,51.3,NA
oxford,1885,1,5,0.9,14,49.4,NA
oxford,1885,2,9.8,3.8,4,73.3,NA
oxford,1885,3,9.4,1.2,10,29.8,NA
oxford,1885,4,13,3.6,4,45,NA
oxford,1885,5,13.7,5.3,0,53.5,NA
oxford,1885,6,19.8,9.8,0,39.9,NA
oxford,1885,7,22.7,11.9,0,3.1,NA
oxford,1885,8,18.9,9.9,0,41.7,NA
oxford,1885,9,17.1,8.6,0,111.9,NA
oxford,1885,10,11.2,4.8,0,98.4,NA
oxford,1885,11,8.4,4,5,91,NA
oxford,1885,12,6.4,1.3,11,24.8,NA
oxford,1886,1,4.6,-0.5,15,97.6,NA
oxford,1886,2,3.3,-1.1,20,19.9,NA
oxford,1886,3,7.8,1.5,17,41.8,NA
oxford,1886,4,12.9,3.8,4,59,NA
oxford,1886,5,15.7,7,0,122.3,NA
oxford,1886,6,18.6,9.5,0,33.6,NA
oxford,1886,7,21.8,12,0,93.5,NA
oxford,1886,8,21.2,12,0,39.7,NA
oxford,1886,9,19,10.3,0,49.7,NA
oxford,1886,10,15.1,8.7,0,88.1,NA
oxford,1886,11,9.5,3.8,5,64.3,NA
oxford,1886,12,5.5,-0.3,13,120.8,NA
oxford,1887,1,4.7,-0.5,15,65.3,NA
oxford,1887,2,7.5,0.5,17,15.2,NA
oxford,1887,3,7.3,-0.1,13,45.7,NA
oxford,1887,4,11.6,1.9,5,29.1,NA
oxford,1887,5,14.4,6.1,0,49.9,NA
oxford,1887,6,21.6,10.2,0,32.8,NA
oxford,1887,7,24,12.4,0,18,NA
oxford,1887,8,22.2,10.5,0,40.5,NA
oxford,1887,9,16.3,8.1,0,61.2,NA
oxford,1887,10,11.5,3.5,6,53.7,NA
oxford,1887,11,7.8,2.2,8,46,NA
oxford,1887,12,5.7,0.3,17,35.3,NA
oxford,1888,1,5.6,0.7,17,19.8,NA
oxford,1888,2,4.1,-0.7,20,71.7,NA
oxford,1888,3,6.9,0.9,15,77.6,NA
oxford,1888,4,10.4,3,8,39.5,NA
oxford,1888,5,16.3,6.3,0,39.4,NA
oxford,1888,6,18.3,9.6,0,77,NA
oxford,1888,7,18,10.9,0,119.6,NA
oxford,1888,8,19,10.5,0,47.6,NA
oxford,1888,9,17.6,8.8,0,33,NA
oxford,1888,10,13,3.7,9,19.5,NA
oxford,1888,11,10.5,6,0,114.8,NA
oxford,1888,12,7.6,2.5,11,56.8,NA
oxford,1889,1,5.1,-0.1,14,16.1,NA
oxford,1889,2,5.8,-0.4,17,47.7,NA
oxford,1889,3,9,1.4,12,50.4,NA
oxford,1889,4,10.9,3.8,1,79,NA
oxford,1889,5,17.3,8.9,0,87.4,NA
oxford,1889,6,20.6,10.9,0,50.5,NA
oxford,1889,7,20,11.3,0,72.4,NA
oxford,1889,8,19.6,10.8,0,60.7,NA
oxford,1889,9,17.5,9.1,0,45.2,NA
oxford,1889,10,12.8,5.4,1,62.5,NA
oxford,1889,11,9.5,4.3,4,26.5,NA
oxford,1889,12,5.6,0.1,16,30.1,NA
oxford,1890,1,8.7,3.3,3,51,NA
oxford,1890,2,6.3,0.3,12,18.7,NA
oxford,1890,3,10.1,2.6,5,21.9,NA
oxford,1890,4,11.9,3,6,25.8,NA
oxford,1890,5,17,6.6,0,45.2,NA
oxford,1890,6,19,9.7,0,44.6,NA
oxford,1890,7,19.3,11.2,0,77.2,NA
oxford,1890,8,19.4,10.8,0,62.7,NA
oxford,1890,9,20.2,9.9,0,26.3,NA
oxford,1890,10,14,5.7,1,33.6,NA
oxford,1890,11,9.2,3,7,47.1,NA
oxford,1890,12,0.2,-4,25,13.3,NA
oxford,1891,1,4.3,-1.9,20,39.4,NA
oxford,1891,2,8.9,-0.2,13,2.5,NA
oxford,1891,3,7.9,0.9,13,35.4,NA
oxford,1891,4,11.2,2.2,5,24,NA
oxford,1891,5,14.1,5.6,2,65.8,NA
oxford,1891,6,19.9,10.4,0,36.3,NA
oxford,1891,7,19.3,10.7,0,62.3,NA
oxford,1891,8,18,10.9,0,119.7,NA
oxford,1891,9,18.6,9.8,0,36.8,NA
oxford,1891,10,13.2,6.6,1,150.1,NA
oxford,1891,11,8.4,3.2,3,62.6,NA
oxford,1891,12,7.3,1.6,9,86.1,NA
oxford,1892,1,4.8,-0.3,18,12,NA
oxford,1892,2,6.4,0.9,9,18.6,NA
oxford,1892,3,6.9,-0.9,23,9.5,NA
oxford,1892,4,14.3,1.7,10,19.5,NA
oxford,1892,5,17.1,6.9,3,32.8,NA
oxford,1892,6,19.2,8.7,0,52.7,NA
oxford,1892,7,18.9,10.3,0,84.4,NA
oxford,1892,8,20.4,11.5,0,78.7,NA
oxford,1892,9,16.9,8.9,0,59.1,NA
oxford,1892,10,11.1,4,4,85.6,NA
oxford,1892,11,9.4,3.8,6,49.2,NA
oxford,1892,12,4.7,-0.6,17,25.3,NA
oxford,1893,1,4.4,-0.3,15,43.1,NA
oxford,1893,2,8,2.5,5,69.4,NA
oxford,1893,3,13.7,1.7,12,9.4,NA
oxford,1893,4,18,3.9,2,1.5,NA
oxford,1893,5,19.4,7.7,0,23.1,NA
oxford,1893,6,21.8,10.2,0,19.6,NA
oxford,1893,7,21.6,12.5,0,98.9,NA
oxford,1893,8,23.2,13,0,27.7,NA
oxford,1893,9,18.6,8.9,0,16,NA
oxford,1893,10,14.3,6.6,1,73.5,NA
oxford,1893,11,8.2,1.7,12,42.5,NA
oxford,1893,12,7.8,1.3,5,47.7,NA
oxford,1894,1,6.1,1.2,9,49.6,NA
oxford,1894,2,8.6,2.2,7,41.3,NA
oxford,1894,3,11.8,2.2,5,45,NA
oxford,1894,4,15,5.1,0,46.9,NA
oxford,1894,5,14.1,5.3,1,39.3,NA
oxford,1894,6,18.2,9.9,0,74,NA
oxford,1894,7,20.6,12,0,84.8,NA
oxford,1894,8,18.6,11,0,69.7,NA
oxford,1894,9,16,8.3,0,47.1,NA
oxford,1894,10,12.5,6.9,1,89.4,NA
oxford,1894,11,10.6,5.4,0,126.1,NA
oxford,1894,12,7.5,2.8,9,52.6,NA
oxford,1895,1,3.1,-1.8,20,66.3,NA
oxford,1895,2,1.8,-5.3,24,4.4,NA
oxford,1895,3,10,2,9,39.2,NA
oxford,1895,4,13.1,5,1,46.4,NA
oxford,1895,5,19,7.3,0,4.6,NA
oxford,1895,6,21.4,9.8,0,28.6,NA
oxford,1895,7,20.4,12.2,0,91.5,NA
oxford,1895,8,20.5,12.1,0,62.5,NA
oxford,1895,9,22.4,9.9,0,16.4,NA
oxford,1895,10,11.6,3.9,8,76.6,NA
oxford,1895,11,11.1,5.4,1,113.5,NA
oxford,1895,12,6.8,1.9,6,56.5,NA
oxford,1896,1,7.2,2.4,5,16.8,NA
oxford,1896,2,8,1.4,9,10.1,NA
oxford,1896,3,11.4,4.3,3,69,NA
oxford,1896,4,14,5.4,0,17.5,NA
oxford,1896,5,18.2,6.6,1,6.1,NA
oxford,1896,6,21.9,12,0,65,NA
oxford,1896,7,22.8,12.1,0,37.4,NA
oxford,1896,8,19.6,10.6,0,79.8,NA
oxford,1896,9,17,10.7,0,152.6,NA
oxford,1896,10,11.5,4.5,3,81.1,NA
oxford,1896,11,7.8,1.6,8,21.8,NA
oxford,1896,12,6.7,1.7,11,77.3,NA
oxford,1897,1,3.9,-0.2,15,44.7,NA
oxford,1897,2,8.8,4.1,2,60,NA
oxford,1897,3,10.6,4.1,3,73.6,NA
oxford,1897,4,11.6,4.1,2,53.5,NA
oxford,1897,5,15.7,5.7,1,17.9,NA
oxford,1897,6,20.6,11.2,0,74.1,NA
oxford,1897,7,22.4,12.3,0,67.1,NA
oxford,1897,8,20.9,12.1,0,108.9,NA
oxford,1897,9,16.7,8.9,0,59.7,NA
oxford,1897,10,14.2,6.3,0,36,NA
oxford,1897,11,10.2,4.3,2,29.8,NA
oxford,1897,12,7.6,1.9,10,65.5,NA
oxford,1898,1,8.6,4.2,5,12.8,NA
oxford,1898,2,8.5,2,7,32.9,NA
oxford,1898,3,8.5,0.6,15,17.6,NA
oxford,1898,4,13.6,3.7,4,36,NA
oxford,1898,5,14.8,6.8,0,61.7,NA
oxford,1898,6,18.8,9.5,0,34.8,NA
oxford,1898,7,21.3,11.1,0,15.2,NA
oxford,1898,8,22.4,12.5,0,43.8,NA
oxford,1898,9,22.2,10,0,10.5,NA
oxford,1898,10,14.6,8.4,0,125.6,NA
oxford,1898,11,10.4,4.7,3,50.9,NA
oxford,1898,12,10.1,5.1,4,65.2,NA
oxford,1899,1,8.5,2.9,5,75.3,NA
oxford,1899,2,9.5,2.1,10,51.2,NA
oxford,1899,3,10.6,0.4,16,7.4,NA
oxford,1899,4,12.2,5.1,2,48.8,NA
oxford,1899,5,15.4,6.2,0,38,NA
oxford,1899,6,22,10.3,0,20.3,NA
oxford,1899,7,23.8,13.3,0,42.9,NA
oxford,1899,8,24.9,12.3,0,47.6,NA
oxford,1899,9,18.6,10.3,0,58.2,NA
oxford,1899,10,14.1,4.7,2,70.1,NA
oxford,1899,11,11.3,5.4,3,66.6,NA
oxford,1899,12,5,-0.2,14,33.2,NA
oxford,1900,1,7.2,2.1,5,58.5,NA
oxford,1900,2,6,0.7,14,107,NA
oxford,1900,3,7.2,0.9,8,12.9,NA
oxford,1900,4,13.8,3.8,3,22.8,NA
oxford,1900,5,15.2,6.3,0,34,NA
oxford,1900,6,19.5,10.6,0,69.4,NA
oxford,1900,7,24.3,13.4,0,22.4,NA
oxford,1900,8,20.4,11.5,0,79.8,NA
oxford,1900,9,19.6,9.2,0,10.4,NA
oxford,1900,10,14.2,6.7,0,59.1,NA
oxford,1900,11,10.3,5.4,2,42.2,NA
oxford,1900,12,10.2,5,2,81.9,NA
oxford,1901,1,6,1,15,26.9,NA
oxford,1901,2,4.9,0.1,13,32.8,NA
oxford,1901,3,7.6,1.2,8,36.1,NA
oxford,1901,4,14,4.3,1,53.2,NA
oxford,1901,5,17.4,6.2,1,31.8,NA
oxford,1901,6,19.8,9.4,0,38.6,NA
oxford,1901,7,23.8,13.2,0,118.1,NA
oxford,1901,8,21.4,11.5,0,54.3,NA
oxford,1901,9,18.5,10,0,47,NA
oxford,1901,10,14.1,6.2,3,30.5,NA
oxford,1901,11,8.1,1.7,11,13.4,NA
oxford,1901,12,6.4,0.9,12,83.5,NA
oxford,1902,1,7.8,2.6,10,17.1,NA
oxford,1902,2,4.7,-0.5,18,26.9,NA
oxford,1902,3,11,3.8,4,30.8,NA
oxford,1902,4,12.7,3.5,4,30.6,NA
oxford,1902,5,13.8,5.4,1,38.6,NA
oxford,1902,6,18.5,9.8,0,50.1,NA
oxford,1902,7,20.5,11,0,15.7,NA
oxford,1902,8,19.6,11.1,0,56,NA
oxford,1902,9,18,8.5,0,27.9,NA
oxford,1902,10,13,6.8,0,39,NA
oxford,1902,11,9.6,4.5,4,56.8,NA
oxford,1902,12,7,2.5,7,33.9,NA
oxford,1903,1,6.9,2.4,8,65.4,NA
oxford,1903,2,10.5,4.5,1,19.8,NA
oxford,1903,3,11.1,4.3,0,77.1,NA
oxford,1903,4,11,2.6,9,58.5,NA
oxford,1903,5,16.2,7.2,0,111,NA
oxford,1903,6,17.5,8.9,0,141.8,NA
oxford,1903,7,20.7,11.9,0,88.2,NA
oxford,1903,8,18.8,10.9,0,84.7,NA
oxford,1903,9,17.8,9.7,0,39.3,NA
oxford,1903,10,14,8.5,0,163.3,NA
oxford,1903,11,9.6,3.9,4,38.2,NA
oxford,1903,12,5.7,1.6,10,26.5,NA
oxford,1904,1,6.8,1.4,10,79.1,NA
oxford,1904,2,6.4,1.5,8,76,NA
oxford,1904,3,8.3,1.6,7,26.4,NA
oxford,1904,4,13.8,5.4,0,20.4,NA
oxford,1904,5,15.6,7.4,0,81.7,NA
oxford,1904,6,18.8,9.2,0,26.5,NA
oxford,1904,7,23.2,13,0,85.1,NA
oxford,1904,8,20.6,11,0,38.7,NA
oxford,1904,9,17.3,7.9,0,31.6,NA
oxford,1904,10,13.5,6.3,1,21.8,NA
oxford,1904,11,8.5,2,11,39.5,NA
oxford,1904,12,6.4,1.6,11,46.9,NA
oxford,1905,1,6.3,0.4,15,19.9,NA
oxford,1905,2,8.4,3.2,2,10.2,NA
oxford,1905,3,11.1,3.9,2,75.7,NA
oxford,1905,4,11.5,4.5,1,49,NA
oxford,1905,5,16.7,6.1,1,19.5,NA
oxford,1905,6,19.5,10.9,0,105.1,NA
oxford,1905,7,23.3,13.4,0,4,NA
oxford,1905,8,19.7,11.4,0,80.4,NA
oxford,1905,9,16.8,9.4,0,32.5,NA
oxford,1905,10,11.4,3.8,6,35.4,NA
oxford,1905,11,8.3,2.2,7,75.5,NA
oxford,1905,12,7,2.2,7,25.1,NA
oxford,1906,1,8.4,3.1,3,89.3,NA
oxford,1906,2,6.6,0.7,10,40.4,NA
oxford,1906,3,9.3,2.1,9,32.2,NA
oxford,1906,4,13.8,2.1,9,9,NA
oxford,1906,5,15.5,7.2,0,45,NA
oxford,1906,6,20.2,9.3,0,86.9,NA
oxford,1906,7,22.2,11.6,0,26.7,NA
oxford,1906,8,23.4,12.6,0,25.4,NA
oxford,1906,9,20.4,9.4,0,25,NA
oxford,1906,10,14.9,8.3,0,104.8,NA
oxford,1906,11,10.5,4.7,3,82.4,NA
oxford,1906,12,6.2,0.6,13,48.3,NA
oxford,1907,1,6.3,1.1,10,15.5,NA
oxford,1907,2,6.3,0.3,13,28.6,NA
oxford,1907,3,12.1,1.8,8,21.3,NA
oxford,1907,4,12.6,4.1,1,57.4,NA
oxford,1907,5,15.9,7.3,0,59.6,NA
oxford,1907,6,16.8,9.5,0,75.1,NA
oxford,1907,7,19.2,10.4,0,86,NA
oxford,1907,8,19.3,11,0,34.9,NA
oxford,1907,9,19.7,9,0,18.1,NA
oxford,1907,10,13.7,7,0,135.9,NA
oxford,1907,11,10.2,4.2,2,57.5,NA
oxford,1907,12,7.8,3,3,97.7,NA
oxford,1908,1,5.5,-0.4,18,42.4,NA
oxford,1908,2,8.6,2.7,4,22.2,NA
oxford,1908,3,8.3,1.5,6,67.7,NA
oxford,1908,4,10.4,2.4,10,109.4,NA
oxford,1908,5,17.6,9,0,37.2,NA
oxford,1908,6,20.5,9.8,0,43.1,NA
oxford,1908,7,21.5,12.2,0,54.2,NA
oxford,1908,8,20,10.7,0,77,NA
oxford,1908,9,17,9.4,0,41.9,NA
oxford,1908,10,16.1,8.1,1,29.7,NA
oxford,1908,11,11.1,5,3,28.6,NA
oxford,1908,12,6.5,1.6,5,49.9,NA
oxford,1909,1,6.2,1.1,12,20.9,NA
oxford,1909,2,6.5,-0.6,17,10.6,NA
oxford,1909,3,7.1,1.2,9,63.7,NA
oxford,1909,4,15.1,3.5,5,50.2,NA
oxford,1909,5,17.3,5.4,0,48.1,NA
oxford,1909,6,16.1,8.8,0,101.4,NA
oxford,1909,7,19.6,11.7,0,61.5,NA
oxford,1909,8,21.2,11.7,0,83.7,NA
oxford,1909,9,16.1,9.1,0,79.1,NA
oxford,1909,10,14.1,8.1,2,90.8,NA
oxford,1909,11,8.3,2.3,10,16.1,NA
oxford,1909,12,7.3,1.9,9,78.4,NA
oxford,1910,1,6.7,1.6,9,40.4,NA
oxford,1910,2,8.6,2.8,4,74.8,NA
oxford,1910,3,10.6,1.9,10,15.4,NA
oxford,1910,4,11.8,4.2,3,73,NA
oxford,1910,5,16.5,7.3,1,52.6,NA
oxford,1910,6,19.9,11.3,0,75.7,NA
oxford,1910,7,18.3,11.1,0,51.1,NA
oxford,1910,8,19.5,12,0,48,NA
oxford,1910,9,17.1,9.1,0,11.2,NA
oxford,1910,10,14.2,8.5,0,94.6,NA
oxford,1910,11,6.9,0.4,17,78.6,NA
oxford,1910,12,8.8,4.7,1,125.9,NA
oxford,1911,1,6.3,1.3,9,20.4,NA
oxford,1911,2,8,2.4,6,35.3,NA
oxford,1911,3,8.5,2.7,2,41.7,NA
oxford,1911,4,12.2,4.2,6,29.6,NA
oxford,1911,5,18.6,8.4,0,56,NA
oxford,1911,6,20.1,10.5,0,30.2,NA
oxford,1911,7,26.1,13.1,0,10.8,NA
oxford,1911,8,24.9,14,0,26.1,NA
oxford,1911,9,21.4,9.4,0,36.5,NA
oxford,1911,10,13.4,6.7,1,62.6,NA
oxford,1911,11,9.3,3.6,4,61.9,NA
oxford,1911,12,9.1,4.6,1,126.9,NA
oxford,1912,1,6.8,1.7,9,111.5,NA
oxford,1912,2,8.8,3.7,6,54.2,NA
oxford,1912,3,10.8,5,0,83.3,NA
oxford,1912,4,14.7,3.8,2,0.6,NA
oxford,1912,5,17.5,8.8,0,55.2,NA
oxford,1912,6,18.6,10.2,0,83,NA
oxford,1912,7,21.1,12.5,0,78.7,NA
oxford,1912,8,17.1,10,0,123.6,NA
oxford,1912,9,15.2,7.7,0,29.8,NA
oxford,1912,10,13.3,3.9,7,80.8,NA
oxford,1912,11,9.2,4.1,3,47.2,NA
oxford,1912,12,10.1,5,1,85.9,NA
oxford,1913,1,7.6,3,5,77,NA
oxford,1913,2,7.8,1.9,9,24.9,NA
oxford,1913,3,10.4,3.3,4,68.1,NA
oxford,1913,4,12.2,4.7,1,96.8,NA
oxford,1913,5,17,7.8,0,68.4,NA
oxford,1913,6,19.9,10,0,14.5,NA
oxford,1913,7,19.6,11.4,0,20.1,NA
oxford,1913,8,21,11.1,0,20.4,NA
oxford,1913,9,18.6,10.8,0,47.6,NA
oxford,1913,10,15,8.5,1,120.9,NA
oxford,1913,11,11.9,5.7,2,63.6,NA
oxford,1913,12,7.5,2.8,10,24.2,NA
oxford,1914,1,6,1.2,13,13.9,NA
oxford,1914,2,10.4,3.8,2,51.4,NA
oxford,1914,3,10.1,3.3,6,92,NA
oxford,1914,4,15.9,4.7,0,29.8,NA
oxford,1914,5,16.6,6.4,2,37.1,NA
oxford,1914,6,20.8,10,0,77.4,NA
oxford,1914,7,20.9,12.2,0,77.7,NA
oxford,1914,8,21.8,12.1,0,47.3,NA
oxford,1914,9,19.5,8.3,0,22.2,NA
oxford,1914,10,14.6,7.2,0,74.8,NA
oxford,1914,11,10.2,4,6,74.1,NA
oxford,1914,12,8,2.6,6,147.9,NA
oxford,1915,1,6.5,2.2,6,81.1,NA
oxford,1915,2,7.9,1.9,7,91.7,NA
oxford,1915,3,9.3,1.8,11,33.1,NA
oxford,1915,4,12.9,3.5,1,21,NA
oxford,1915,5,17.1,6.4,0,90.3,NA
oxford,1915,6,20.6,9.5,0,35.1,NA
oxford,1915,7,19.7,11.3,0,114.1,NA
oxford,1915,8,20.8,12.2,0,35.2,NA
oxford,1915,9,18.8,8.6,0,74.3,NA
oxford,1915,10,12.7,6.3,2,53.3,NA
oxford,1915,11,6.9,0.1,15,64.6,NA
oxford,1915,12,9,3.5,6,127.1,NA
oxford,1916,1,10.3,5.1,0,38.1,NA
oxford,1916,2,6.5,1.1,10,97.3,NA
oxford,1916,3,6.5,1.1,9,131.8,NA
oxford,1916,4,13.9,4.3,1,25.2,NA
oxford,1916,5,17.3,7.6,0,51.6,NA
oxford,1916,6,15.9,8.1,0,46.9,NA
oxford,1916,7,20.9,11,0,45.3,NA
oxford,1916,8,21.8,12.6,0,102.9,NA
oxford,1916,9,17.6,9,0,23.3,NA
oxford,1916,10,14.6,8.2,2,93.7,NA
oxford,1916,11,9.4,3.8,4,85.6,NA
oxford,1916,12,4.1,-0.6,18,72.3,NA
oxford,1917,1,3.2,0.1,18,36.5,NA
oxford,1917,2,4.3,-1.4,16,32,NA
oxford,1917,3,6.9,0,15,45.5,NA
oxford,1917,4,10.5,1.8,11,41.5,NA
oxford,1917,5,19.5,8.2,0,42,NA
oxford,1917,6,21.4,10.8,0,56.4,NA
oxford,1917,7,21.1,11.9,0,82.9,NA
oxford,1917,8,19,12.7,0,101.3,NA
oxford,1917,9,18.7,10.8,0,43.1,NA
oxford,1917,10,12.2,4,1,106,NA
oxford,1917,11,10.6,5.3,2,17.3,NA
oxford,1917,12,4.7,-0.7,18,24.5,NA
oxford,1918,1,6.4,1.3,13,69.6,NA
oxford,1918,2,9.2,3.9,5,27.9,NA
oxford,1918,3,10.9,2.1,7,19.8,NA
oxford,1918,4,10.5,3.6,2,81.5,NA
oxford,1918,5,19.1,8,0,47,NA
oxford,1918,6,18.9,8.5,0,33.3,NA
oxford,1918,7,20.8,11.7,0,100.6,NA
oxford,1918,8,21.1,12,0,30.5,NA
oxford,1918,9,16.1,9,0,126.1,NA
oxford,1918,10,12.6,6.4,0,44.3,NA
oxford,1918,11,9.2,2.1,11,49.5,NA
oxford,1918,12,9.9,5,2,59.5,NA
oxford,1919,1,5.2,0.6,12,85.5,NA
oxford,1919,2,4.3,-1,15,55.7,NA
oxford,1919,3,7.5,1,11,97.9,NA
oxford,1919,4,11.8,3.3,7,57.1,NA
oxford,1919,5,19.5,7.8,0,15.6,NA
oxford,1919,6,20.4,9.7,0,17.9,NA
oxford,1919,7,18.7,10.2,0,59.7,NA
oxford,1919,8,22.4,12,0,72.5,NA
oxford,1919,9,18,8.7,1,31.5,NA
oxford,1919,10,12.1,2.3,5,38.2,NA
oxford,1919,11,6.1,1,12,21.8,NA
oxford,1919,12,8.6,3.2,3,112.3,NA
oxford,1920,1,8.6,2.8,6,54.3,NA
oxford,1920,2,9.9,2.7,6,16.1,NA
oxford,1920,3,12,3.8,3,41.8,NA
oxford,1920,4,12,5.9,0,78.5,NA
oxford,1920,5,17.1,7.8,0,42.9,NA
oxford,1920,6,19.6,10.1,0,81.2,NA
oxford,1920,7,18.2,11,0,119,NA
oxford,1920,8,18,9.7,0,28.5,NA
oxford,1920,9,18.1,9.3,0,45,NA
oxford,1920,10,14.5,6.6,1,48.9,NA
oxford,1920,11,9.8,3.4,7,35.1,NA
oxford,1920,12,6.8,2.2,9,58.9,NA
oxford,1921,1,9.9,5.2,2,62.4,NA
oxford,1921,2,8.6,1.4,7,14.3,NA
oxford,1921,3,11.8,4.1,1,23.8,NA
oxford,1921,4,14.2,3.9,3,23.1,NA
oxford,1921,5,17.5,6.9,1,38,NA
oxford,1921,6,21.4,9.5,0,8.7,NA
oxford,1921,7,26.1,13.3,0,7.2,NA
oxford,1921,8,20.9,12.1,0,41.9,NA
oxford,1921,9,20.6,9.3,0,43.6,NA
oxford,1921,10,18.9,8.2,0,32.5,NA
oxford,1921,11,8,1.7,12,42.9,NA
oxford,1921,12,9.4,3.6,5,40.9,NA
oxford,1922,1,7.1,1.3,13,61.2,NA
oxford,1922,2,8.3,1.4,11,58,NA
oxford,1922,3,8.5,1.8,8,48.9,NA
oxford,1922,4,10.4,1.9,7,71.9,NA
oxford,1922,5,19.9,8.1,0,34,NA
oxford,1922,6,19.9,9.3,0,30.3,NA
oxford,1922,7,18.5,10.4,0,90.2,NA
oxford,1922,8,18.1,10.1,0,130.4,NA
oxford,1922,9,16.9,8.8,0,35.4,NA
oxford,1922,10,12.9,4,6,12.7,NA
oxford,1922,11,9,2.3,8,31.2,NA
oxford,1922,12,8.4,3.9,1,66.4,NA
