year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
1977,Common Snipe,Gallinago gallinago,0,157,0
1977,Common Yellowthroat,Geothlypis trichas,0,157,0
1977,Cooper's Hawk,Accipiter cooperii,0,157,0
1977,Dark-eyed Junco,Junco hyemalis,660,157,4.203821656050955
1977,Double-crested Cormorant,Phalacrocorax auritus,0,157,0
1977,Downy Woodpecker,Picoides pubescens,112,157,0.7133757961783439
1977,Dunlin,Calidris alpina,0,157,0
1977,Eared Grebe,Podiceps nigricollis,0,157,0
1977,Eastern Bluebird,Sialia sialis,0,157,0
1977,Eastern Meadowlark,Sturnella magna,0,157,0
1977,Eastern Phoebe,Sayornis phoebe,0,157,0
1977,Eastern Screech-Owl,Megascops asio,0,157,0
1977,Eastern Towhee,Pipilo erythrophthalmus,0,157,0
1977,European Starling,Sturnus vulgaris,3850,157,24.522292993630572
1977,Evening Grosbeak,Coccothraustes vespertinus,123,157,0.7834394904458599
1977,Field Sparrow,Spizella pusilla,0,157,0
1977,Fox Sparrow,Passerella iliaca,1,157,0.006369426751592357
1977,Franklin's Gull,Leucophaeus pipixcan,0,157,0
1977,Gadwall,Anas strepera,99,157,0.6305732484076433
1977,Glaucous Gull,Larus hyperboreus,2,157,0.012738853503184714
1977,Golden-crowned Kinglet,Regulus satrapa,14,157,0.08917197452229299
1977,Golden Eagle,Aquila chrysaetos,0,157,0
1977,Gray Catbird,Dumetella carolinensis,0,157,0
1977,Gray Jay,Perisoreus canadensis,0,157,0
1977,Gray Partridge,Perdix perdix,0,157,0
1977,Great Black-backed Gull,Larus marinus,49,157,0.31210191082802546
1977,Great Blue Heron,Ardea herodias,4,157,0.025477707006369428
1977,Great Gray Owl,Strix nebulosa,0,157,0
1977,Great Horned Owl,Bubo virginianus,18,157,0.11464968152866242
1977,Greater Scaup,Aythya marila,800,157,5.095541401273885
1977,Greater Yellowlegs,Tringa melanoleuca,0,157,0
1977,Green-winged Teal,Anas crecca,2,157,0.012738853503184714
1977,Gyrfalcon,Falco rusticolus,0,157,0
1977,Hairy Woodpecker,Picoides villosus,21,157,0.1337579617834395
1977,Harlequin Duck,Histrionicus histrionicus,1,157,0.006369426751592357
1977,Harris's Sparrow,Zonotrichia querula,0,157,0
1977,Hermit Thrush,Catharus guttatus,0,157,0
1977,Herring Gull,Larus argentatus,800,157,5.095541401273885
1977,Hoary Redpoll,Acanthis hornemanni,0,157,0
1977,Hooded Merganser,Lophodytes cucullatus,4,157,0.025477707006369428
1977,Horned Grebe,Podiceps auritus,1,157,0.006369426751592357
1977,Horned Lark,Eremophila alpestris,1,157,0.006369426751592357
1977,House Finch,Haemorhous mexicanus,0,157,0
1977,House Sparrow,Passer domesticus,1260,157,8.02547770700637
1977,House Wren,Troglodytes aedon,0,157,0
1977,Iceland Gull,Larus glaucoides,2,157,0.012738853503184714
1977,Killdeer,Charadrius vociferus,0,157,0
1977,King Eider,Somateria spectabilis,0,157,0
1977,Lapland Longspur,Calcarius lapponicus,0,157,0
1977,Least Sandpiper,Calidris minutilla,0,157,0
1977,Lesser Black-backed Gull,Larus fuscus,0,157,0
1977,Lesser Scaup,Aythya affinis,20,157,0.12738853503184713
1977,Lesser Yellowlegs,Tringa flavipes,0,157,0
1977,Lincoln's Sparrow,Melospiza lincolnii,0,157,0
1977,Little Gull,Hydrocoloeus minutus,0,157,0
1977,Long-eared Owl,Asio otus,5,157,0.03184713375796178
1977,Long-tailed Duck,Clangula hyemalis,48,157,0.3057324840764331
1977,Mallard,Anas platyrhynchos,1840,157,11.719745222929935
1977,Marsh Wren,Cistothorus palustris,0,157,0
1977,Merlin,Falco columbarius,0,157,0
1977,Mourning Dove,Zenaida macroura,153,157,0.9745222929936306
1977,Mute Swan,Cygnus olor,2,157,0.012738853503184714
1977,Nashville Warbler,Oreothlypis ruficapilla,0,157,0
1977,Northern Bobwhite,Colinus virginianus,0,157,0
1977,Northern Cardinal,Cardinalis cardinalis,164,157,1.0445859872611465
1977,Northern Flicker,Colaptes auratus,6,157,0.03821656050955414
1977,Northern Gannet,Morus bassanus,0,157,0
1977,Northern Goshawk,Accipiter gentilis,1,157,0.006369426751592357
1977,Northern Harrier,Circus cyaneus,0,157,0
1977,Northern Hawk Owl,Surnia ulula,0,157,0
1977,Northern Mockingbird,Mimus polyglottos,2,157,0.012738853503184714
1977,Northern Pintail,Anas acuta,6,157,0.03821656050955414
1977,Northern Saw-whet Owl,Aegolius acadicus,0,157,0
1977,Northern Shoveler,Anas clypeata,0,157,0
1977,Northern Shrike,Lanius excubitor,8,157,0.050955414012738856
1977,Orange-crowned Warbler,Oreothlypis celata,0,157,0
1977,Ovenbird,Seiurus aurocapilla,0,157,0
1977,Pacific Loon,Gavia pacifica,0,157,0
1977,Palm Warbler,Setophaga palmarum,0,157,0
1977,Peregrine Falcon,Falco peregrinus,0,157,0
1977,Pied-billed Grebe,Podilymbus podiceps,0,157,0
1977,Pileated Woodpecker,Dryocopus pileatus,1,157,0.006369426751592357
1977,Pine Grosbeak,Pinicola enucleator,174,157,1.10828025477707
1977,Pine Siskin,Spinus pinus,250,157,1.5923566878980893
1977,Pine Warbler,Setophaga pinus,0,157,0
1977,Pomarine Jaeger,Stercorarius pomarinus,0,157,0
1977,Purple Finch,Haemorhous purpureus,12,157,0.07643312101910828
1977,Purple Sandpiper,Calidris maritima,0,157,0
1977,Red-bellied Woodpecker,Melanerpes carolinus,0,157,0
1977,Red-breasted Merganser,Mergus serrator,6,157,0.03821656050955414
1977,Red-breasted Nuthatch,Sitta canadensis,16,157,0.10191082802547771
1977,Red-headed Woodpecker,Melanerpes erythrocephalus,0,157,0
1977,Red-necked Grebe,Podiceps grisegena,0,157,0
1977,Red-shouldered Hawk,Buteo lineatus,1,157,0.006369426751592357
1977,Red-tailed Hawk,Buteo jamaicensis,98,157,0.6242038216560509
1977,Red-throated Loon,Gavia stellata,0,157,0
1977,Red-winged Blackbird,Agelaius phoeniceus,25,157,0.1592356687898089
1977,Red Crossbill,Loxia curvirostra,3,157,0.01910828025477707
1977,Redhead,Aythya americana,42,157,0.267515923566879
1977,Ring-billed Gull,Larus delawarensis,47,157,0.29936305732484075
1977,Ring-necked Duck,Aythya collaris,1,157,0.006369426751592357
1977,Ring-necked Pheasant,Phasianus colchicus,60,157,0.3821656050955414
1977,Rock Pigeon,Columba livia,470,157,2.9936305732484074
1977,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,157,0
1977,Rough-legged Hawk,Buteo lagopus,8,157,0.050955414012738856
1977,Ruby-crowned Kinglet,Regulus calendula,1,157,0.006369426751592357
1977,Ruddy Duck,Oxyura jamaicensis,0,157,0
1977,Ruddy Turnstone,Arenaria interpres,0,157,0
1977,Ruffed Grouse,Bonasa umbellus,12,157,0.07643312101910828
1977,Rusty Blackbird,Euphagus carolinus,0,157,0
1977,Sandhill Crane,Grus canadensis,0,157,0
1977,Savannah Sparrow,Passerculus sandwichensis,0,157,0
1977,Sharp-shinned Hawk,Accipiter striatus,1,157,0.006369426751592357
1977,Short-eared Owl,Asio flammeus,0,157,0
1977,Snow Bunting,Plectrophenax nivalis,2,157,0.012738853503184714
1977,Snow Goose,Chen caerulescens,0,157,0
1977,Snowy Owl,Bubo scandiacus,0,157,0
1977,Song Sparrow,Melospiza melodia,40,157,0.25477707006369427
1977,Spotted Sandpiper,Actitis macularius,0,157,0
1977,Surf Scoter,Melanitta perspicillata,0,157,0
1977,Swainson's Thrush,Catharus ustulatus,0,157,0
1977,Swamp Sparrow,Melospiza georgiana,2,157,0.012738853503184714
1977,Thayer's Gull,Larus thayeri,0,157,0
1977,Thick-billed Murre,Uria lomvia,0,157,0
1977,Trumpeter Swan,Cygnus buccinator,0,157,0
1977,Tufted Duck,Aythya fuligula,0,157,0
1977,Tufted Titmouse,Baeolophus bicolor,0,157,0
1977,Tundra Swan,Cygnus columbianus,0,157,0
1977,Turkey Vulture,Cathartes aura,0,157,0
1977,Varied Thrush,Ixoreus naevius,0,157,0
1977,Vesper Sparrow,Pooecetes gramineus,0,157,0
1977,White-breasted Nuthatch,Sitta carolinensis,84,157,0.535031847133758
1977,White-crowned Sparrow,Zonotrichia leucophrys,0,157,0
1977,White-throated Sparrow,Zonotrichia albicollis,14,157,0.08917197452229299
1977,White-winged Crossbill,Loxia leucoptera,22,157,0.14012738853503184
1977,White-winged Scoter,Melanitta fusca,1,157,0.006369426751592357
1977,Whooper Swan,Cygnus cygnus,0,157,0
1977,Wild Turkey,Meleagris gallopavo,0,157,0
1977,Wilson's Warbler,Cardellina pusilla,0,157,0
1977,Winter Wren,Troglodytes hiemalis,1,157,0.006369426751592357
1977,Wood Duck,Aix sponsa,1,157,0.006369426751592357
1977,Yellow-bellied Sapsucker,Sphyrapicus varius,0,157,0
1977,Yellow-breasted Chat,Icteria virens,0,157,0
1977,Yellow-rumped Warbler,Setophaga coronata,0,157,0
1978,American Bittern,Botaurus lentiginosus,0,172,0
1978,American Black Duck,Anas rubripes,380,172,2.2093023255813953
1978,American Coot,Fulica americana,11,172,0.06395348837209303
1978,American Crow,Corvus brachyrhynchos,4000,172,23.25581395348837
1978,American Goldfinch,Spinus tristis,218,172,1.2674418604651163
1978,American Kestrel,Falco sparverius,14,172,0.08139534883720931
1978,American Pipit,Anthus rubescens,1,172,0.005813953488372093
1978,American Robin,Turdus migratorius,396,172,2.302325581395349
1978,American Three-toed Woodpecker,Picoides dorsalis,0,172,0
1978,American Tree Sparrow,Spizelloides arborea,404,172,2.3488372093023258
1978,American Wigeon,Anas americana,0,172,0
1978,American Woodcock,Scolopax minor,0,172,0
1978,Bald Eagle,Haliaeetus leucocephalus,0,172,0
1978,Baltimore Oriole,Icterus galbula,0,172,0
1978,Barn Owl,Tyto alba,0,172,0
1978,Barn Swallow,Hirundo rustica,0,172,0
1978,Barred Owl,Strix varia,0,172,0
1978,Barrow's Goldeneye,Bucephala islandica,0,172,0
1978,Belted Kingfisher,Megaceryle alcyon,6,172,0.03488372093023256
1978,Black-and-white Warbler,Mniotilta varia,0,172,0
1978,Black-backed Woodpecker,Picoides arcticus,0,172,0
1978,Black-capped Chickadee,Poecile atricapillus,802,172,4.662790697674419
1978,Black-crowned Night-Heron,Nycticorax nycticorax,0,172,0
1978,Black-headed Grosbeak,Pheucticus melanocephalus,0,172,0
1978,Black-legged Kittiwake,Rissa tridactyla,0,172,0
1978,Black-throated Gray Warbler,Setophaga nigrescens,0,172,0
1978,Black Scoter,Melanitta americana,0,172,0
1978,Black Vulture,Coragyps atratus,0,172,0
1978,Blue-gray Gnatcatcher,Polioptila caerulea,0,172,0
1978,Blue-winged Teal,Anas discors,0,172,0
1978,Blue Jay,Cyanocitta cristata,174,172,1.0116279069767442
1978,Bohemian Waxwing,Bombycilla garrulus,0,172,0
1978,Bonaparte's Gull,Chroicocephalus philadelphia,3,172,0.01744186046511628
1978,Boreal Chickadee,Poecile hudsonicus,0,172,0
1978,Boreal Owl,Aegolius funereus,0,172,0
1978,Brant,Branta bernicla,0,172,0
1978,Brown-headed Cowbird,Molothrus ater,3,172,0.01744186046511628
1978,Brown Creeper,Certhia americana,29,172,0.1686046511627907
1978,Brown Thrasher,Toxostoma rufum,0,172,0
1978,Bufflehead,Bucephala albeola,181,172,1.052325581395349
1978,Cackling Goose,Branta hutchinsii,0,172,0
1978,Canada Goose,Branta canadensis,236,172,1.372093023255814
1978,Canvasback,Aythya valisineria,1,172,0.005813953488372093
1978,Carolina Wren,Thryothorus ludovicianus,0,172,0
1978,Caspian Tern,Hydroprogne caspia,0,172,0
1978,Cedar Waxwing,Bombycilla cedrorum,266,172,1.5465116279069768
1978,Chipping Sparrow,Spizella passerina,0,172,0
1978,Common Eider,Somateria mollissima,0,172,0
1978,Common Gallinule,Gallinula galeata,0,172,0
1978,Common Goldeneye,Bucephala clangula,170,172,0.9883720930232558
1978,Common Grackle,Quiscalus quiscula,1,172,0.005813953488372093
1978,Common Loon,Gavia immer,1,172,0.005813953488372093
1978,Common Merganser,Mergus merganser,6800,172,39.53488372093023
1978,Common Raven,Corvus corax,0,172,0
1978,Common Redpoll,Acanthis flammea,11,172,0.06395348837209303
1978,Common Snipe,Gallinago gallinago,0,172,0
1978,Common Yellowthroat,Geothlypis trichas,2,172,0.011627906976744186
1978,Cooper's Hawk,Accipiter cooperii,1,172,0.005813953488372093
1978,Dark-eyed Junco,Junco hyemalis,372,172,2.1627906976744184
1978,Double-crested Cormorant,Phalacrocorax auritus,0,172,0
1978,Downy Woodpecker,Picoides pubescens,115,172,0.6686046511627907
1978,Dunlin,Calidris alpina,1,172,0.005813953488372093
1978,Eared Grebe,Podiceps nigricollis,0,172,0
1978,Eastern Bluebird,Sialia sialis,0,172,0
1978,Eastern Meadowlark,Sturnella magna,0,172,0
1978,Eastern Phoebe,Sayornis phoebe,0,172,0
1978,Eastern Screech-Owl,Megascops asio,0,172,0
1978,Eastern Towhee,Pipilo erythrophthalmus,0,172,0
1978,European Starling,Sturnus vulgaris,21500,172,125
1978,Evening Grosbeak,Coccothraustes vespertinus,57,172,0.3313953488372093
1978,Field Sparrow,Spizella pusilla,0,172,0
1978,Fox Sparrow,Passerella iliaca,0,172,0
1978,Franklin's Gull,Leucophaeus pipixcan,0,172,0
1978,Gadwall,Anas strepera,20,172,0.11627906976744186
1978,Glaucous Gull,Larus hyperboreus,4,172,0.023255813953488372
1978,Golden-crowned Kinglet,Regulus satrapa,8,172,0.046511627906976744
1978,Golden Eagle,Aquila chrysaetos,2,172,0.011627906976744186
1978,Gray Catbird,Dumetella carolinensis,1,172,0.005813953488372093
1978,Gray Jay,Perisoreus canadensis,0,172,0
1978,Gray Partridge,Perdix perdix,0,172,0
1978,Great Black-backed Gull,Larus marinus,86,172,0.5
1978,Great Blue Heron,Ardea herodias,4,172,0.023255813953488372
1978,Great Gray Owl,Strix nebulosa,1,172,0.005813953488372093
1978,Great Horned Owl,Bubo virginianus,12,172,0.06976744186046512
1978,Greater Scaup,Aythya marila,270,172,1.569767441860465
1978,Greater Yellowlegs,Tringa melanoleuca,0,172,0
1978,Green-winged Teal,Anas crecca,28,172,0.16279069767441862
1978,Gyrfalcon,Falco rusticolus,0,172,0
1978,Hairy Woodpecker,Picoides villosus,23,172,0.13372093023255813
1978,Harlequin Duck,Histrionicus histrionicus,0,172,0
1978,Harris's Sparrow,Zonotrichia querula,0,172,0
1978,Hermit Thrush,Catharus guttatus,6,172,0.03488372093023256
1978,Herring Gull,Larus argentatus,1300,172,7.558139534883721
1978,Hoary Redpoll,Acanthis hornemanni,0,172,0
1978,Hooded Merganser,Lophodytes cucullatus,6,172,0.03488372093023256
1978,Horned Grebe,Podiceps auritus,0,172,0
1978,Horned Lark,Eremophila alpestris,36,172,0.20930232558139536
1978,House Finch,Haemorhous mexicanus,1,172,0.005813953488372093
1978,House Sparrow,Passer domesticus,1745,172,10.145348837209303
1978,House Wren,Troglodytes aedon,0,172,0
1978,Iceland Gull,Larus glaucoides,1,172,0.005813953488372093
1978,Killdeer,Charadrius vociferus,1,172,0.005813953488372093
1978,King Eider,Somateria spectabilis,0,172,0
1978,Lapland Longspur,Calcarius lapponicus,4,172,0.023255813953488372
1978,Least Sandpiper,Calidris minutilla,0,172,0
1978,Lesser Black-backed Gull,Larus fuscus,0,172,0
1978,Lesser Scaup,Aythya affinis,15,172,0.0872093023255814
1978,Lesser Yellowlegs,Tringa flavipes,0,172,0
1978,Lincoln's Sparrow,Melospiza lincolnii,0,172,0
1978,Little Gull,Hydrocoloeus minutus,0,172,0
1978,Long-eared Owl,Asio otus,1,172,0.005813953488372093
1978,Long-tailed Duck,Clangula hyemalis,65,172,0.37790697674418605
1978,Mallard,Anas platyrhynchos,1180,172,6.8604651162790695
1978,Marsh Wren,Cistothorus palustris,0,172,0
1978,Merlin,Falco columbarius,0,172,0
1978,Mourning Dove,Zenaida macroura,284,172,1.6511627906976745
1978,Mute Swan,Cygnus olor,0,172,0
1978,Nashville Warbler,Oreothlypis ruficapilla,0,172,0
1978,Northern Bobwhite,Colinus virginianus,0,172,0
1978,Northern Cardinal,Cardinalis cardinalis,132,172,0.7674418604651163
1978,Northern Flicker,Colaptes auratus,23,172,0.13372093023255813
1978,Northern Gannet,Morus bassanus,0,172,0
1978,Northern Goshawk,Accipiter gentilis,0,172,0
1978,Northern Harrier,Circus cyaneus,0,172,0
1978,Northern Hawk Owl,Surnia ulula,0,172,0
1978,Northern Mockingbird,Mimus polyglottos,3,172,0.01744186046511628
1978,Northern Pintail,Anas acuta,5,172,0.029069767441860465
1978,Northern Saw-whet Owl,Aegolius acadicus,0,172,0
1978,Northern Shoveler,Anas clypeata,0,172,0
1978,Northern Shrike,Lanius excubitor,10,172,0.05813953488372093
1978,Orange-crowned Warbler,Oreothlypis celata,0,172,0
1978,Ovenbird,Seiurus aurocapilla,0,172,0
1978,Pacific Loon,Gavia pacifica,0,172,0
1978,Palm Warbler,Setophaga palmarum,0,172,0
1978,Peregrine Falcon,Falco peregrinus,0,172,0
1978,Pied-billed Grebe,Podilymbus podiceps,2,172,0.011627906976744186
1978,Pileated Woodpecker,Dryocopus pileatus,3,172,0.01744186046511628
1978,Pine Grosbeak,Pinicola enucleator,0,172,0
1978,Pine Siskin,Spinus pinus,0,172,0
1978,Pine Warbler,Setophaga pinus,0,172,0
1978,Pomarine Jaeger,Stercorarius pomarinus,0,172,0
1978,Purple Finch,Haemorhous purpureus,47,172,0.27325581395348836
1978,Purple Sandpiper,Calidris maritima,0,172,0
1978,Red-bellied Woodpecker,Melanerpes carolinus,0,172,0
1978,Red-breasted Merganser,Mergus serrator,1,172,0.005813953488372093
1978,Red-breasted Nuthatch,Sitta canadensis,10,172,0.05813953488372093
1978,Red-headed Woodpecker,Melanerpes erythrocephalus,0,172,0
1978,Red-necked Grebe,Podiceps grisegena,0,172,0
1978,Red-shouldered Hawk,Buteo lineatus,0,172,0
1978,Red-tailed Hawk,Buteo jamaicensis,123,172,0.7151162790697675
1978,Red-throated Loon,Gavia stellata,0,172,0
1978,Red-winged Blackbird,Agelaius phoeniceus,5,172,0.029069767441860465
1978,Red Crossbill,Loxia curvirostra,0,172,0
1978,Redhead,Aythya americana,0,172,0
1978,Ring-billed Gull,Larus delawarensis,330,172,1.9186046511627908
1978,Ring-necked Duck,Aythya collaris,0,172,0
1978,Ring-necked Pheasant,Phasianus colchicus,16,172,0.09302325581395349
1978,Rock Pigeon,Columba livia,1010,172,5.872093023255814
1978,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,172,0
1978,Rough-legged Hawk,Buteo lagopus,3,172,0.01744186046511628
1978,Ruby-crowned Kinglet,Regulus calendula,0,172,0
1978,Ruddy Duck,Oxyura jamaicensis,2,172,0.011627906976744186
1978,Ruddy Turnstone,Arenaria interpres,0,172,0
1978,Ruffed Grouse,Bonasa umbellus,31,172,0.18023255813953487
1978,Rusty Blackbird,Euphagus carolinus,1,172,0.005813953488372093
1978,Sandhill Crane,Grus canadensis,0,172,0
1978,Savannah Sparrow,Passerculus sandwichensis,0,172,0
1978,Sharp-shinned Hawk,Accipiter striatus,3,172,0.01744186046511628
1978,Short-eared Owl,Asio flammeus,0,172,0
1978,Snow Bunting,Plectrophenax nivalis,192,172,1.1162790697674418
1978,Snow Goose,Chen caerulescens,0,172,0
1978,Snowy Owl,Bubo scandiacus,1,172,0.005813953488372093
1978,Song Sparrow,Melospiza melodia,41,172,0.23837209302325582
1978,Spotted Sandpiper,Actitis macularius,0,172,0
1978,Surf Scoter,Melanitta perspicillata,0,172,0
1978,Swainson's Thrush,Catharus ustulatus,0,172,0
1978,Swamp Sparrow,Melospiza georgiana,6,172,0.03488372093023256
1978,Thayer's Gull,Larus thayeri,0,172,0
1978,Thick-billed Murre,Uria lomvia,0,172,0
1978,Trumpeter Swan,Cygnus buccinator,0,172,0
1978,Tufted Duck,Aythya fuligula,0,172,0
1978,Tufted Titmouse,Baeolophus bicolor,1,172,0.005813953488372093
1978,Tundra Swan,Cygnus columbianus,0,172,0
1978,Turkey Vulture,Cathartes aura,0,172,0
1978,Varied Thrush,Ixoreus naevius,0,172,0
1978,Vesper Sparrow,Pooecetes gramineus,0,172,0
1978,White-breasted Nuthatch,Sitta carolinensis,62,172,0.36046511627906974
1978,White-crowned Sparrow,Zonotrichia leucophrys,0,172,0
1978,White-throated Sparrow,Zonotrichia albicollis,7,172,0.040697674418604654
1978,White-winged Crossbill,Loxia leucoptera,0,172,0
1978,White-winged Scoter,Melanitta fusca,2,172,0.011627906976744186
1978,Whooper Swan,Cygnus cygnus,0,172,0
1978,Wild Turkey,Meleagris gallopavo,0,172,0
1978,Wilson's Warbler,Cardellina pusilla,0,172,0
1978,Winter Wren,Troglodytes hiemalis,0,172,0
1978,Wood Duck,Aix sponsa,1,172,0.005813953488372093
1978,Yellow-bellied Sapsucker,Sphyrapicus varius,0,172,0
1978,Yellow-breasted Chat,Icteria virens,0,172,0
1978,Yellow-rumped Warbler,Setophaga coronata,0,172,0
1979,American Bittern,Botaurus lentiginosus,0,171,0
1979,American Black Duck,Anas rubripes,298,171,1.7426900584795322
1979,American Coot,Fulica americana,19,171,0.1111111111111111
1979,American Crow,Corvus brachyrhynchos,2600,171,15.2046783625731
1979,American Goldfinch,Spinus tristis,588,171,3.43859649122807
1979,American Kestrel,Falco sparverius,26,171,0.15204678362573099
1979,American Pipit,Anthus rubescens,0,171,0
1979,American Robin,Turdus migratorius,79,171,0.4619883040935672
1979,American Three-toed Woodpecker,Picoides dorsalis,0,171,0
1979,American Tree Sparrow,Spizelloides arborea,328,171,1.9181286549707601
1979,American Wigeon,Anas americana,0,171,0
1979,American Woodcock,Scolopax minor,0,171,0
1979,Bald Eagle,Haliaeetus leucocephalus,0,171,0
1979,Baltimore Oriole,Icterus galbula,0,171,0
1979,Barn Owl,Tyto alba,0,171,0
1979,Barn Swallow,Hirundo rustica,0,171,0
1979,Barred Owl,Strix varia,0,171,0
1979,Barrow's Goldeneye,Bucephala islandica,0,171,0
1979,Belted Kingfisher,Megaceryle alcyon,6,171,0.03508771929824561
1979,Black-and-white Warbler,Mniotilta varia,0,171,0
1979,Black-backed Woodpecker,Picoides arcticus,0,171,0
1979,Black-capped Chickadee,Poecile atricapillus,1083,171,6.333333333333333
1979,Black-crowned Night-Heron,Nycticorax nycticorax,0,171,0
1979,Black-headed Grosbeak,Pheucticus melanocephalus,0,171,0
1979,Black-legged Kittiwake,Rissa tridactyla,0,171,0
1979,Black-throated Gray Warbler,Setophaga nigrescens,0,171,0
1979,Black Scoter,Melanitta americana,0,171,0
1979,Black Vulture,Coragyps atratus,0,171,0
1979,Blue-gray Gnatcatcher,Polioptila caerulea,0,171,0
1979,Blue-winged Teal,Anas discors,0,171,0
1979,Blue Jay,Cyanocitta cristata,324,171,1.894736842105263
1979,Bohemian Waxwing,Bombycilla garrulus,0,171,0
1979,Bonaparte's Gull,Chroicocephalus philadelphia,111,171,0.6491228070175439
1979,Boreal Chickadee,Poecile hudsonicus,0,171,0
1979,Boreal Owl,Aegolius funereus,0,171,0
1979,Brant,Branta bernicla,0,171,0
1979,Brown-headed Cowbird,Molothrus ater,0,171,0
1979,Brown Creeper,Certhia americana,55,171,0.3216374269005848
1979,Brown Thrasher,Toxostoma rufum,0,171,0
1979,Bufflehead,Bucephala albeola,485,171,2.8362573099415203
1979,Cackling Goose,Branta hutchinsii,0,171,0
1979,Canada Goose,Branta canadensis,123,171,0.7192982456140351
1979,Canvasback,Aythya valisineria,13,171,0.07602339181286549
1979,Carolina Wren,Thryothorus ludovicianus,0,171,0
1979,Caspian Tern,Hydroprogne caspia,0,171,0
1979,Cedar Waxwing,Bombycilla cedrorum,235,171,1.3742690058479532
1979,Chipping Sparrow,Spizella passerina,0,171,0
1979,Common Eider,Somateria mollissima,0,171,0
1979,Common Gallinule,Gallinula galeata,0,171,0
1979,Common Goldeneye,Bucephala clangula,625,171,3.654970760233918
1979,Common Grackle,Quiscalus quiscula,7,171,0.04093567251461988
1979,Common Loon,Gavia immer,1,171,0.005847953216374269
1979,Common Merganser,Mergus merganser,2270,171,13.274853801169591
1979,Common Raven,Corvus corax,0,171,0
1979,Common Redpoll,Acanthis flammea,0,171,0
1979,Common Snipe,Gallinago gallinago,0,171,0
1979,Common Yellowthroat,Geothlypis trichas,1,171,0.005847953216374269
1979,Cooper's Hawk,Accipiter cooperii,0,171,0
1979,Dark-eyed Junco,Junco hyemalis,530,171,3.0994152046783627
1979,Double-crested Cormorant,Phalacrocorax auritus,1,171,0.005847953216374269
1979,Downy Woodpecker,Picoides pubescens,160,171,0.935672514619883
1979,Dunlin,Calidris alpina,0,171,0
1979,Eared Grebe,Podiceps nigricollis,0,171,0
1979,Eastern Bluebird,Sialia sialis,0,171,0
1979,Eastern Meadowlark,Sturnella magna,1,171,0.005847953216374269
1979,Eastern Phoebe,Sayornis phoebe,0,171,0
1979,Eastern Screech-Owl,Megascops asio,0,171,0
1979,Eastern Towhee,Pipilo erythrophthalmus,0,171,0
1979,European Starling,Sturnus vulgaris,65000,171,380.1169590643275
1979,Evening Grosbeak,Coccothraustes vespertinus,173,171,1.0116959064327486
1979,Field Sparrow,Spizella pusilla,0,171,0
1979,Fox Sparrow,Passerella iliaca,0,171,0
1979,Franklin's Gull,Leucophaeus pipixcan,0,171,0
1979,Gadwall,Anas strepera,51,171,0.2982456140350877
1979,Glaucous Gull,Larus hyperboreus,19,171,0.1111111111111111
1979,Golden-crowned Kinglet,Regulus satrapa,56,171,0.32748538011695905
1979,Golden Eagle,Aquila chrysaetos,0,171,0
1979,Gray Catbird,Dumetella carolinensis,0,171,0
1979,Gray Jay,Perisoreus canadensis,0,171,0
1979,Gray Partridge,Perdix perdix,0,171,0
1979,Great Black-backed Gull,Larus marinus,207,171,1.2105263157894737
1979,Great Blue Heron,Ardea herodias,1,171,0.005847953216374269
1979,Great Gray Owl,Strix nebulosa,0,171,0
1979,Great Horned Owl,Bubo virginianus,11,171,0.06432748538011696
1979,Greater Scaup,Aythya marila,200,171,1.1695906432748537
1979,Greater Yellowlegs,Tringa melanoleuca,0,171,0
1979,Green-winged Teal,Anas crecca,21,171,0.12280701754385964
1979,Gyrfalcon,Falco rusticolus,0,171,0
1979,Hairy Woodpecker,Picoides villosus,30,171,0.17543859649122806
1979,Harlequin Duck,Histrionicus histrionicus,1,171,0.005847953216374269
1979,Harris's Sparrow,Zonotrichia querula,0,171,0
1979,Hermit Thrush,Catharus guttatus,3,171,0.017543859649122806
1979,Herring Gull,Larus argentatus,7000,171,40.93567251461988
1979,Hoary Redpoll,Acanthis hornemanni,0,171,0
1979,Hooded Merganser,Lophodytes cucullatus,2,171,0.011695906432748537
1979,Horned Grebe,Podiceps auritus,3,171,0.017543859649122806
1979,Horned Lark,Eremophila alpestris,0,171,0
1979,House Finch,Haemorhous mexicanus,0,171,0
1979,House Sparrow,Passer domesticus,1400,171,8.187134502923977
1979,House Wren,Troglodytes aedon,0,171,0
1979,Iceland Gull,Larus glaucoides,3,171,0.017543859649122806
1979,Killdeer,Charadrius vociferus,0,171,0
1979,King Eider,Somateria spectabilis,0,171,0
1979,Lapland Longspur,Calcarius lapponicus,0,171,0
1979,Least Sandpiper,Calidris minutilla,0,171,0
1979,Lesser Black-backed Gull,Larus fuscus,0,171,0
1979,Lesser Scaup,Aythya affinis,12,171,0.07017543859649122
1979,Lesser Yellowlegs,Tringa flavipes,0,171,0
1979,Lincoln's Sparrow,Melospiza lincolnii,0,171,0
1979,Little Gull,Hydrocoloeus minutus,0,171,0
1979,Long-eared Owl,Asio otus,7,171,0.04093567251461988
1979,Long-tailed Duck,Clangula hyemalis,500,171,2.9239766081871346
1979,Mallard,Anas platyrhynchos,408,171,2.3859649122807016
