constructorResultsId,raceId,constructorId,points,status
6449,511,57,0,\N
13705,512,204,0,\N
13704,512,4,0,\N
13703,512,25,0,\N
13702,512,59,0,\N
13701,512,6,0,\N
13700,512,57,0,\N
13699,512,3,0,\N
13698,512,21,0,\N
13697,512,58,0,\N
13696,512,56,1,\N
13695,512,1,4,\N
13688,513,3,0,\N
13687,513,57,0,\N
13686,513,58,0,\N
13685,513,56,0,\N
13684,513,4,0,\N
13683,513,1,0,\N
13682,513,21,0,\N
13681,513,6,3,\N
13680,513,25,3,\N
13679,513,32,4,\N
13678,513,27,15,\N
6480,514,6,15,\N
6481,514,25,4,\N
6482,514,32,5,\N
6483,514,34,1,\N
6484,514,59,0,\N
6485,514,3,0,\N
6486,514,1,0,\N
6487,514,21,0,\N
6488,514,56,0,\N
6489,514,4,0,\N
6490,514,54,0,\N
6491,514,27,0,\N
6492,514,58,0,\N
6493,514,57,0,\N
6494,514,60,0,\N
13717,515,1,0,\N
13716,515,57,0,\N
13715,515,21,0,\N
13714,515,204,0,\N
13713,515,58,0,\N
13712,515,25,1,\N
13711,515,27,2,\N
13710,515,32,3,\N
13709,515,3,4,\N
13708,515,6,15,\N
13734,516,3,0,\N
13733,516,204,0,\N
13732,516,54,0,\N
13731,516,1,0,\N
13730,516,58,0,\N
13729,516,56,0,\N
13728,516,4,0,\N
13727,516,21,0,\N
13726,516,25,3,\N
13725,516,6,3,\N
13724,516,32,10,\N
13723,516,27,9,\N
13749,517,3,0,\N
13748,517,59,0,\N
13747,517,58,0,\N
13746,517,56,0,\N
13745,517,54,0,\N
13744,517,1,1,\N
13743,517,21,2,\N
13742,517,32,3,\N
13741,517,25,4,\N
13740,517,27,6,\N
13739,517,6,9,\N
13765,518,54,0,\N
13764,518,25,0,\N
13763,518,4,0,\N
13762,518,204,0,\N
13761,518,21,1,\N
13760,518,27,2,\N
13759,518,1,3,\N
13758,518,32,4,\N
13757,518,3,6,\N
13756,518,6,9,\N
13782,519,56,0,\N
13781,519,51,0,\N
13780,519,58,0,\N
13779,519,21,0,\N
13778,519,32,0,\N
13777,519,1,0,\N
13776,519,59,0,\N
13775,519,27,0,\N
13774,519,25,2,\N
13773,519,3,4,\N
13772,519,6,6,\N
13771,519,4,13,\N
13796,520,21,0,\N
13795,520,57,0,\N
13794,520,58,0,\N
13793,520,32,0,\N
13792,520,27,1,\N
13791,520,6,2,\N
13790,520,1,3,\N
13789,520,25,4,\N
13788,520,4,6,\N
13787,520,3,9,\N
13828,521,56,0,\N
13827,521,4,0,\N
13826,521,32,0,\N
13825,521,59,0,\N
13824,521,204,0,\N
13823,521,58,0,\N
13822,521,25,0,\N
13821,521,21,1,\N
13820,521,1,2,\N
6604,522,3,11,\N
6605,522,6,9,\N
6606,522,27,4,\N
6607,522,4,1,\N
6608,522,25,0,\N
6609,522,1,0,\N
6610,522,34,0,\N
6611,522,57,0,\N
6612,522,21,0,\N
6613,522,58,0,\N
6614,522,54,0,\N
6615,522,32,0,\N
6616,522,59,0,\N
6617,522,56,0,\N
6618,522,60,0,\N
13841,523,4,0,\N
13840,523,59,0,\N
13839,523,58,0,\N
13838,523,25,0,\N
13837,523,32,0,\N
13836,523,21,1,\N
13835,523,204,3,\N
13834,523,27,6,\N
13833,523,6,6,\N
13832,523,3,9,\N
13858,524,59,0,\N
13857,524,27,0,\N
13856,524,4,0,\N
13855,524,21,0,\N
13854,524,51,0,\N
13853,524,54,0,\N
13852,524,56,0,\N
13851,524,25,1,\N
13850,524,32,2,\N
13849,524,204,3,\N
13848,524,3,4,\N
13847,524,6,15,\N
13876,525,21,0,\N
13875,525,4,0,\N
13874,525,62,0,\N
13873,525,27,0,\N
13872,525,51,0,\N
13871,525,32,0,\N
13870,525,58,0,\N
13869,525,56,0,\N
13868,525,182,0,\N
13867,525,1,1,\N
13866,525,25,2,\N
13865,525,6,9,\N
13864,525,3,13,\N
13891,526,57,0,\N
13890,526,3,0,\N
13889,526,21,0,\N
13888,526,182,0,\N
13887,526,56,0,\N
13886,526,1,1,\N
13885,526,54,2,\N
13884,526,58,3,\N
13883,526,25,4,\N
13882,526,4,6,\N
13881,526,6,9,\N
13400,527,3,0,\N
13399,527,63,0,\N
13398,527,27,0,\N
13397,527,58,0,\N
13396,527,54,0,\N
13395,527,59,0,\N
13394,527,56,0,\N
13393,527,6,0,\N
13392,527,1,3,\N
13391,527,25,4,\N
13390,527,34,6,\N
13389,527,32,9,\N
13415,528,1,0,\N
13414,528,3,0,\N
13413,528,21,0,\N
13412,528,27,0,\N
13411,528,54,0,\N
13410,528,25,1,\N
13409,528,58,2,\N
13408,528,32,3,\N
13407,528,34,4,\N
13406,528,56,6,\N
13405,528,6,9,\N
13435,529,55,0,\N
13434,529,4,0,\N
13433,529,60,0,\N
13432,529,6,0,\N
13431,529,59,0,\N
13430,529,63,0,\N
13429,529,1,0,\N
13428,529,21,0,\N
13427,529,54,0,\N
13426,529,27,2,\N
13425,529,3,3,\N
13424,529,34,4,\N
13423,529,25,6,\N
13422,529,32,9,\N
13453,530,4,0,\N
13452,530,63,0,\N
13451,530,59,0,\N
13450,530,1,0,\N
13449,530,54,0,\N
13448,530,58,0,\N
13447,530,56,0,\N
13446,530,3,0,\N
13445,530,21,1,\N
13444,530,27,2,\N
13443,530,25,4,\N
13442,530,32,6,\N
13441,530,6,9,\N
13473,531,54,0,\N
13472,531,63,0,\N
13471,531,27,0,\N
13470,531,58,0,\N
13469,531,57,0,\N
13468,531,3,0,\N
13467,531,32,0,\N
13466,531,4,0,\N
13465,531,56,0,\N
13464,531,6,0,\N
13463,531,1,0,\N
13462,531,21,1,\N
13461,531,59,4,\N
13460,531,34,6,\N
13459,531,25,9,\N
13492,532,34,0,\N
13491,532,21,0,\N
13490,532,59,0,\N
13489,532,4,0,\N
13488,532,58,0,\N
13487,532,63,0,\N
13486,532,57,0,\N
13485,532,54,0,\N
13484,532,3,0,\N
13483,532,65,0,\N
13482,532,1,0,\N
13481,532,25,1,\N
13480,532,27,2,\N
13479,532,6,4,\N
13478,532,32,9,\N
13508,533,21,0,\N
13507,533,4,0,\N
13506,533,25,0,\N
13505,533,6,0,\N
13504,533,54,0,\N
13503,533,3,0,\N
13502,533,63,0,\N
13501,533,1,1,\N
13500,533,34,2,\N
13499,533,59,3,\N
13498,533,27,4,\N
13497,533,32,9,\N
13524,534,3,0,\N
13523,534,60,0,\N
13522,534,54,0,\N
13521,534,6,0,\N
13520,534,27,0,\N
13519,534,56,1,\N
13518,534,58,2,\N
13517,534,1,3,\N
13516,534,32,4,\N
13515,534,21,6,\N
13514,534,34,9,\N
13541,535,65,0,\N
13540,535,54,0,\N
13539,535,6,0,\N
13538,535,58,0,\N
13537,535,25,0,\N
13536,535,21,0,\N
13535,535,27,0,\N
13534,535,59,1,\N
13533,535,3,2,\N
13532,535,34,3,\N
13531,535,1,4,\N
13530,535,32,9,\N
13557,536,59,0,\N
13556,536,21,0,\N
13555,536,4,0,\N
13554,536,54,0,\N
13553,536,27,0,\N
13552,536,63,0,\N
13551,536,1,1,\N
13550,536,58,2,\N
13549,536,25,3,\N
13548,536,34,6,\N
13547,536,6,9,\N
13574,537,63,0,\N
13573,537,3,0,\N
13572,537,1,0,\N
13571,537,57,0,\N
13570,537,21,0,\N
13569,537,6,0,\N
13568,537,34,0,\N
13567,537,25,2,\N
13566,537,56,3,\N
13565,537,27,4,\N
13564,537,59,6,\N
13563,537,32,9,\N
13590,538,59,0,\N
13589,538,58,0,\N
13588,538,65,0,\N
13587,538,1,0,\N
13586,538,34,0,\N
13585,538,63,1,\N
13584,538,27,2,\N
13583,538,56,3,\N
13582,538,6,4,\N
13581,538,25,6,\N
13580,538,32,9,\N
13609,539,3,0,\N
13608,539,4,0,\N
13607,539,63,0,\N
13606,539,60,0,\N
13605,539,65,0,\N
13604,539,58,0,\N
13603,539,59,0,\N
13602,539,1,0,\N
13601,539,27,0,\N
13600,539,6,1,\N
13599,539,56,2,\N
13598,539,34,4,\N
13597,539,32,9,\N
13624,540,58,0,\N
13623,540,3,0,\N
13622,540,59,0,\N
13621,540,25,0,\N
13620,540,57,0,\N
13619,540,56,0,\N
13618,540,32,1,\N
13617,540,1,2,\N
13616,540,27,3,\N
13615,540,6,4,\N
13614,540,34,9,\N
13640,541,58,0,\N
13639,541,27,0,\N
13638,541,25,0,\N
13637,541,65,0,\N
13636,541,57,0,\N
13635,541,1,1,\N
13634,541,56,2,\N
13633,541,4,3,\N
13632,541,59,4,\N
13631,541,3,6,\N
13630,541,6,9,\N
13657,542,54,0,\N
13656,542,4,0,\N
13655,542,34,0,\N
13654,542,32,0,\N
13653,542,3,0,\N
13652,542,1,0,\N
13651,542,57,1,\N
13650,542,25,2,\N
13649,542,21,3,\N
13648,542,59,6,\N
13647,542,6,9,\N
13144,543,58,0,\N
13143,543,37,0,\N
13142,543,63,0,\N
13141,543,57,1,\N
13140,543,32,2,\N
13139,543,56,3,\N
13138,543,6,4,\N
13137,543,34,6,\N
13136,543,59,9,\N
13156,544,25,0,\N
13155,544,27,0,\N
13154,544,63,0,\N
13153,544,34,0,\N
13152,544,58,1,\N
13151,544,32,2,\N
13150,544,56,3,\N
13149,544,1,6,\N
13148,544,6,9,\N
13169,545,32,0,\N
13168,545,56,0,\N
13167,545,57,0,\N
13166,545,63,0,\N
13165,545,34,1,\N
13164,545,1,3,\N
13163,545,25,4,\N
13162,545,59,6,\N
13161,545,6,9,\N
13182,546,37,0,\N
13181,546,27,0,\N
13180,546,1,0,\N
13179,546,67,1,\N
13178,546,56,2,\N
13177,546,25,3,\N
13176,546,59,4,\N
13175,546,6,6,\N
13174,546,32,9,\N
13197,547,58,0,\N
13196,547,56,0,\N
13195,547,37,0,\N
13194,547,63,0,\N
13193,547,25,0,\N
13192,547,27,0,\N
13191,547,34,1,\N
13190,547,1,3,\N
13189,547,59,4,\N
13188,547,6,6,\N
13187,547,32,9,\N
13211,548,67,0,\N
13210,548,57,0,\N
13209,548,63,0,\N
13208,548,27,0,\N
13207,548,58,1,\N
13206,548,32,2,\N
13205,548,1,3,\N
13204,548,6,6,\N
13203,548,59,9,\N
13227,549,68,0,\N
13226,549,67,0,\N
13225,549,37,0,\N
13224,549,64,0,\N
13223,549,1,0,\N
13222,549,34,1,\N
13221,549,58,2,\N
13220,549,63,3,\N
13219,549,25,4,\N
13218,549,6,6,\N
13217,549,32,9,\N
13243,550,68,0,\N
13242,550,64,0,\N
13241,550,58,0,\N
13240,550,67,0,\N
13239,550,57,0,\N
13238,550,32,1,\N
13237,550,34,2,\N
13236,550,25,3,\N
13235,550,6,4,\N
13234,550,1,6,\N
13233,550,27,9,\N
13260,551,59,0,\N
13259,551,37,0,\N
13258,551,63,0,\N
13257,551,25,0,\N
13256,551,56,0,\N
13255,551,64,0,\N
13254,551,27,0,\N
13253,551,57,0,\N
13252,551,6,2,\N
13251,551,1,4,\N
13250,551,34,6,\N
13249,551,32,9,\N
13277,552,4,0,\N
13276,552,25,0,\N
13275,552,56,0,\N
13274,552,59,0,\N
13273,552,37,0,\N
13272,552,67,0,\N
13271,552,63,0,\N
13270,552,58,0,\N
13269,552,27,1,\N
13268,552,34,2,\N
13267,552,32,4,\N
13266,552,6,6,\N
13265,552,1,9,\N
13292,553,32,0,\N
13291,553,64,0,\N
13290,553,58,0,\N
13289,553,25,0,\N
13288,553,37,0,\N
13287,553,57,1,\N
13286,553,63,2,\N
13285,553,34,4,\N
13284,553,59,6,\N
13283,553,6,9,\N
13306,554,67,0,\N
13305,554,56,0,\N
13304,554,37,0,\N
13303,554,64,0,\N
13302,554,1,1,\N
13301,554,25,2,\N
13300,554,34,4,\N
13299,554,6,6,\N
13298,554,58,9,\N
13323,555,70,0,\N
13322,555,58,0,\N
13321,555,63,0,\N
13320,555,37,0,\N
13319,555,1,0,\N
13318,555,67,0,\N
13317,555,34,0,\N
13316,555,57,2,\N
13315,555,56,3,\N
13314,555,59,4,\N
13313,555,27,6,\N
13312,555,6,9,\N
13340,556,4,0,\N
13339,556,59,0,\N
13338,556,34,0,\N
13337,556,64,0,\N
13336,556,27,0,\N
13335,556,37,0,\N
13334,556,25,1,\N
13333,556,57,2,\N
13332,556,1,3,\N
13331,556,58,4,\N
13330,556,6,6,\N
13329,556,32,9,\N
13356,557,34,0,\N
13355,557,63,0,\N
13354,557,58,0,\N
13353,557,64,0,\N
13352,557,27,0,\N
13351,557,57,2,\N
13350,557,6,3,\N
13349,557,59,4,\N
13348,557,32,6,\N
13347,557,1,9,\N
13371,558,6,0,\N
13370,558,32,0,\N
13369,558,37,0,\N
13368,558,67,0,\N
13367,558,63,1,\N
13366,558,57,2,\N
13365,558,58,3,\N
13364,558,1,4,\N
13363,558,25,6,\N
13362,558,59,9,\N
13384,559,59,0,\N
13383,559,63,0,\N
13382,559,34,0,\N
13381,559,27,2,\N
13380,559,58,3,\N
13379,559,25,4,\N
13378,559,6,6,\N
13377,559,1,9,\N
12904,560,204,0,\N
12903,560,3,0,\N
12902,560,59,0,\N
12901,560,1,1,\N
12900,560,37,3,\N
12899,560,58,4,\N
12898,560,25,6,\N
12897,560,6,9,\N
12919,561,59,0,\N
12918,561,63,0,\N
12917,561,32,0,\N
12916,561,37,0,\N
12915,561,58,0,\N
12914,561,73,1,\N
12913,561,67,2,\N
12912,561,25,3,\N
12911,561,1,6,\N
12910,561,6,9,\N
12934,562,63,0,\N
12933,562,37,0,\N
12932,562,204,0,\N
12931,562,57,0,\N
12930,562,58,0,\N
12929,562,56,1,\N
12928,562,1,2,\N
12927,562,27,3,\N
12926,562,25,4,\N
12925,562,6,9,\N
12949,563,70,0,\N
12948,563,27,0,\N
12947,563,63,0,\N
12946,563,58,0,\N
12945,563,59,0,\N
12944,563,57,2,\N
12943,563,204,3,\N
12942,563,32,4,\N
12941,563,6,6,\N
12940,563,1,9,\N
12966,564,182,0,\N
12965,564,59,0,\N
12964,564,58,0,\N
12963,564,70,0,\N
12962,564,67,0,\N
12961,564,1,1,\N
12960,564,63,2,\N
12959,564,25,3,\N
12958,564,27,4,\N
12957,564,6,9,\N
12982,565,27,0,\N
12981,565,59,0,\N
12980,565,67,0,\N
12979,565,204,0,\N
12978,565,58,0,\N
12977,565,56,1,\N
12976,565,1,2,\N
12975,565,37,3,\N
12974,565,25,6,\N
12973,565,6,9,\N
12998,566,57,0,\N
12997,566,32,0,\N
12996,566,64,0,\N
12995,566,63,0,\N
12994,566,58,0,\N
12993,566,204,0,\N
12992,566,37,0,\N
12991,566,1,2,\N
12990,566,27,3,\N
12989,566,6,4,\N
12988,566,25,9,\N
13012,567,27,0,\N
13011,567,59,0,\N
13010,567,58,0,\N
13009,567,37,0,\N
13008,567,32,2,\N
13007,567,204,3,\N
13006,567,67,4,\N
13005,567,25,6,\N
13004,567,1,9,\N
13028,568,32,0,\N
13027,568,1,0,\N
13026,568,204,0,\N
13025,568,64,0,\N
13024,568,56,1,\N
13023,568,63,2,\N
13022,568,58,3,\N
13021,568,67,4,\N
13020,568,25,6,\N
13019,568,6,9,\N
13043,569,64,0,\N
13042,569,56,0,\N
13041,569,63,0,\N
13040,569,6,0,\N
13039,569,58,0,\N
13038,569,67,0,\N
13037,569,32,2,\N
13036,569,204,3,\N
13035,569,25,6,\N
13034,569,1,9,\N
13057,570,182,0,\N
13056,570,25,0,\N
13055,570,63,0,\N
13054,570,64,0,\N
13053,570,37,1,\N
13052,570,1,3,\N
13051,570,32,4,\N
13050,570,27,6,\N
13049,570,67,9,\N
13072,571,67,0,\N
13071,571,57,0,\N
13070,571,64,0,\N
13069,571,63,0,\N
13068,571,37,1,\N
13067,571,25,2,\N
13066,571,58,3,\N
13065,571,32,4,\N
13064,571,6,6,\N
13063,571,1,9,\N
13088,572,64,0,\N
13087,572,56,0,\N
13086,572,32,0,\N
13085,572,63,0,\N
13084,572,67,0,\N
13083,572,57,0,\N
13082,572,58,0,\N
13081,572,25,2,\N
13080,572,27,4,\N
13079,572,6,6,\N
13078,572,37,9,\N
13102,573,63,0,\N
13101,573,57,0,\N
13100,573,58,0,\N
13099,573,67,0,\N
13098,573,37,0,\N
13097,573,204,0,\N
13096,573,6,1,\N
13095,573,32,4,\N
13094,573,25,6,\N
13093,573,1,9,\N
13115,574,64,0,\N
13114,574,58,0,\N
13113,574,56,0,\N
13112,574,63,0,\N
13111,574,67,1,\N
13110,574,37,2,\N
13109,574,6,4,\N
13108,574,25,6,\N
13107,574,1,9,\N
13130,575,59,0,\N
13129,575,72,0,\N
13128,575,58,0,\N
13127,575,64,0,\N
13126,575,27,0,\N
13125,575,6,2,\N
13124,575,63,3,\N
13123,575,1,4,\N
13122,575,25,6,\N
13121,575,32,9,\N
12566,576,202,0,\N
12565,576,26,0,\N
12564,576,37,0,\N
12563,576,32,0,\N
12562,576,67,0,\N
12561,576,25,2,\N
12560,576,6,3,\N
12559,576,34,4,\N
12558,576,64,6,\N
12557,576,1,9,\N
12582,577,202,0,\N
12581,577,56,0,\N
12580,577,26,0,\N
12579,577,3,0,\N
12578,577,63,0,\N
12577,577,32,0,\N
12576,577,73,0,\N
12575,577,64,1,\N
12574,577,6,3,\N
12573,577,1,6,\N
12572,577,34,9,\N
12598,578,64,0,\N
12597,578,3,0,\N
12596,578,73,0,\N
12595,578,66,0,\N
12594,578,32,0,\N
12593,578,202,0,\N
12592,578,67,0,\N
12591,578,75,0,\N
12590,578,1,1,\N
12589,578,6,2,\N
12588,578,34,6,\N
12587,578,25,9,\N
12613,579,73,0,\N
12612,579,57,0,\N
12611,579,26,0,\N
12610,579,6,0,\N
12609,579,63,0,\N
12608,579,3,0,\N
12607,579,37,1,\N
12606,579,202,1.5,\N
12605,579,34,2,\N
12604,579,32,3,\N
12603,579,1,4.5,\N
12629,580,73,0,\N
12628,580,63,0,\N
12627,580,202,0,\N
12626,580,37,0,\N
12625,580,64,0,\N
12624,580,67,0,\N
12623,580,25,2,\N
12622,580,32,3,\N
12621,580,34,4,\N
12620,580,1,6,\N
12619,580,6,9,\N
12644,581,75,0,\N
12643,581,56,0,\N
12642,581,67,0,\N
12641,581,63,0,\N
12640,581,66,0,\N
12639,581,1,0,\N
12638,581,202,1,\N
12637,581,34,4,\N
12636,581,25,6,\N
12635,581,6,9,\N
12784,582,63,0,\N
12783,582,3,0,\N
12782,582,66,0,\N
12781,582,64,0,\N
12780,582,32,0,\N
12779,582,1,0,\N
12778,582,25,0,\N
12777,582,75,1,\N
12776,582,67,2,\N
12801,583,63,0,\N
12800,583,1,0,\N
12799,583,32,0,\N
12798,583,37,0,\N
12797,583,3,0,\N
12796,583,56,0,\N
12795,583,57,0,\N
12794,583,25,0,\N
12793,583,67,0,\N
12792,583,75,0,\N
12791,583,202,1,\N
12790,583,34,3,\N
12816,584,66,0,\N
12815,584,57,0,\N
12814,584,34,0,\N
12813,584,63,0,\N
12812,584,3,0,\N
12811,584,32,0,\N
12810,584,202,0,\N
12809,584,75,0,\N
12808,584,25,1,\N
12807,584,73,2,\N
12832,585,56,0,\N
12831,585,76,0,\N
12830,585,32,0,\N
12829,585,202,0,\N
12828,585,73,0,\N
12827,585,63,0,\N
12826,585,75,0,\N
12825,585,6,0,\N
12824,585,37,2,\N
12823,585,64,3,\N
12847,586,1,0,\N
12846,586,56,0,\N
12845,586,73,0,\N
12844,586,25,0,\N
12843,586,64,0,\N
12842,586,37,0,\N
12841,586,57,1,\N
12840,586,75,2,\N
12839,586,202,3,\N
12838,586,6,4,\N
12863,587,66,0,\N
12862,587,203,0,\N
12861,587,3,0,\N
12860,587,75,0,\N
12859,587,34,0,\N
12858,587,57,0,\N
12857,587,63,0,\N
12856,587,25,0,\N
12855,587,6,0.5,\N
12854,587,32,1,\N
12853,587,1,1.5,\N
12879,588,75,0,\N
12878,588,37,0,\N
12877,588,203,0,\N
12876,588,3,0,\N
12875,588,32,0,\N
12874,588,57,0,\N
12873,588,56,0,\N
12872,588,25,0,\N
12871,588,202,1,\N
12870,588,64,2,\N
12893,589,34,0,\N
12892,589,57,0,\N
12891,589,202,0,\N
12890,589,56,0,\N
12889,589,67,0,\N
12888,589,37,0,\N
12887,589,25,1,\N
12886,589,32,2,\N
12352,590,26,0,\N
12351,590,37,0,\N
12350,590,34,0,\N
12349,590,25,1,\N
12348,590,66,2,\N
12347,590,6,6,\N
12346,590,1,9,\N
12363,591,37,0,\N
12362,591,25,0,\N
12361,591,34,0,\N
12360,591,63,3,\N
12359,591,32,4,\N
12358,591,6,6,\N
12357,591,1,9,\N
12375,592,26,0,\N
12374,592,63,0,\N
12373,592,80,1,\N
12372,592,37,2,\N
12371,592,25,3,\N
12370,592,1,4,\N
12369,592,66,6,\N
12368,592,34,9,\N
12388,593,77,0,\N
12387,593,63,0,\N
12386,593,66,0,\N
12385,593,34,0,\N
12384,593,64,0,\N
12383,593,58,0,\N
12382,593,25,2,\N
12381,593,37,3,\N
12380,593,1,4,\N
12379,593,6,9,\N
12403,594,57,0,\N
12402,594,80,0,\N
12401,594,58,0,\N
12400,594,34,0,\N
12399,594,77,0,\N
12398,594,37,0,\N
12397,594,26,0,\N
12396,594,66,2,\N
12395,594,25,4,\N
12394,594,6,6,\N
12393,594,1,9,\N
12417,595,57,0,\N
12416,595,64,0,\N
12415,595,66,0,\N
12414,595,26,0,\N
12413,595,34,1,\N
12412,595,1,2,\N
12411,595,6,3,\N
12410,595,58,4,\N
12409,595,25,6,\N
12408,595,32,9,\N
12431,596,57,0,\N
12430,596,37,0,\N
12429,596,34,0,\N
12428,596,80,0,\N
12427,596,26,1,\N
12426,596,58,2,\N
12425,596,1,3,\N
12424,596,64,4,\N
12423,596,25,9,\N
12446,597,58,0,\N
12445,597,26,0,\N
12444,597,80,0,\N
12443,597,66,0,\N
12442,597,57,0,\N
12441,597,37,0,\N
12440,597,32,0,\N
12439,597,34,0,\N
12438,597,25,2,\N
12437,597,1,4,\N
12436,597,6,9,\N
12458,598,26,0,\N
12457,598,58,0,\N
12456,598,37,0,\N
12455,598,66,0,\N
12454,598,80,0,\N
12453,598,1,1,\N
12452,598,25,3,\N
12451,598,6,6,\N
12450,598,32,9,\N
12474,599,77,0,\N
12473,599,80,0,\N
12472,599,37,0,\N
12471,599,63,0,\N
12470,599,26,0,\N
12469,599,66,0,\N
12468,599,58,0,\N
12467,599,34,1,\N
12466,599,6,3,\N
12465,599,32,4,\N
12464,599,1,6,\N
12463,599,25,9,\N
12491,600,64,0,\N
12490,600,1,0,\N
12489,600,79,0,\N
12488,600,63,0,\N
12487,600,66,0,\N
12486,600,26,0,\N
12485,600,37,0,\N
12484,600,58,1,\N
12483,600,32,3,\N
12482,600,34,4,\N
12481,600,25,6,\N
12480,600,6,9,\N
12506,601,79,0,\N
12505,601,26,0,\N
12504,601,77,0,\N
12503,601,63,0,\N
12502,601,58,0,\N
12501,601,37,1,\N
12500,601,6,2,\N
12499,601,64,4,\N
12498,601,1,6,\N
12497,601,34,9,\N
12521,602,77,0,\N
12520,602,37,0,\N
12519,602,6,0,\N
12518,602,58,0,\N
12517,602,26,0,\N
12516,602,34,2,\N
12515,602,80,3,\N
12514,602,25,4,\N
12513,602,1,6,\N
12512,602,32,9,\N
12536,603,67,0,\N
12535,603,26,0,\N
12534,603,63,0,\N
12533,603,34,0,\N
12532,603,73,0,\N
12531,603,25,2,\N
12530,603,64,3,\N
12529,603,32,4,\N
12528,603,6,6,\N
12527,603,1,9,\N
12552,604,80,0,\N
12551,604,57,0,\N
12550,604,32,0,\N
12549,604,6,0,\N
12548,604,58,0,\N
12547,604,66,0,\N
12546,604,26,0,\N
12545,604,25,1,\N
12544,604,1,3,\N
12543,604,64,4,\N
12542,604,34,9,\N
12182,605,80,0,\N
12181,605,37,0,\N
12180,605,66,0,\N
12179,605,34,1,\N
12178,605,1,2,\N
12177,605,6,3,\N
12176,605,25,6,\N
12036,606,34,0,\N
12035,606,80,0,\N
12034,606,66,1,\N
12033,606,6,3,\N
12032,606,1,4,\N
12031,606,25,6,\N
12030,606,32,9,\N
12191,607,80,0,\N
12190,607,63,0,\N
12189,607,34,0,\N
12188,607,58,1,\N
12187,607,6,3,\N
12186,607,32,4,\N
12200,608,34,0,\N
12199,608,37,0,\N
12198,608,66,2,\N
12197,608,1,3,\N
12196,608,58,4,\N
12195,608,25,6,\N
12194,608,32,9,\N
12211,609,58,0,\N
12210,609,63,0,\N
12209,609,1,0,\N
12208,609,81,1,\N
12207,609,66,2,\N
12206,609,34,3,\N
12205,609,32,4,\N
12204,609,25,9,\N
12222,610,6,0,\N
12221,610,58,0,\N
12220,610,37,0,\N
12219,610,63,0,\N
12218,610,34,0,\N
12217,610,1,2,\N
12216,610,32,6,\N
12215,610,25,9,\N
12232,611,66,0,\N
12231,611,37,0,\N
12230,611,6,1,\N
12229,611,34,3,\N
12228,611,25,4,\N
12227,611,32,6,\N
12226,611,1,9,\N
12267,612,63,0,\N
12266,612,58,0,\N
12265,612,66,0,\N
12264,612,1,0,\N
12263,612,37,1,\N
12262,612,6,2,\N
12261,612,34,4,\N
12279,613,58,0,\N
12278,613,57,0,\N
12277,613,80,0,\N
12276,613,6,0,\N
12275,613,66,0,\N
12274,613,34,1,\N
12273,613,25,2,\N
12272,613,37,3,\N
12289,614,32,0,\N
12288,614,58,0,\N
12287,614,63,0,\N
12286,614,80,1,\N
12285,614,66,2,\N
12284,614,1,3,\N
12283,614,37,4,\N
12282,614,25,9,\N
12299,615,80,0,\N
12298,615,58,0,\N
12297,615,32,1,\N
12296,615,34,2,\N
12295,615,63,3,\N
12294,615,1,4,\N
12293,615,25,9,\N
12309,616,80,0,\N
12308,616,1,0,\N
12307,616,6,0,\N
12306,616,66,2,\N
12305,616,34,3,\N
12304,616,63,4,\N
12303,616,25,6,\N
12302,616,32,9,\N
12319,617,37,0,\N
12318,617,6,0,\N
12317,617,63,0,\N
12316,617,34,1,\N
12315,617,25,3,\N
12314,617,1,4,\N
12313,617,32,9,\N
12331,618,34,0,\N
12330,618,37,0,\N
12329,618,80,1,\N
12328,618,25,2,\N
12327,618,66,3,\N
12326,618,58,4,\N
12325,618,32,6,\N
12324,618,1,9,\N
12341,619,58,0,\N
12340,619,66,0,\N
12339,619,80,0,\N
12338,619,1,3,\N
12337,619,34,4,\N
12336,619,37,6,\N
12335,619,32,9,\N
12056,620,32,0,\N
12055,620,66,0,\N
12054,620,34,0,\N
12053,620,37,1,\N
12052,620,63,2,\N
12051,620,6,4,\N
12050,620,1,6,\N
12065,621,82,0,\N
12064,621,66,0,\N
12063,621,25,0,\N
12062,621,34,1,\N
12061,621,37,2,\N
12060,621,6,3,\N
12059,621,32,6,\N
12074,622,82,0,\N
12073,622,25,0,\N
12072,622,34,0,\N
12071,622,37,1,\N
12070,622,1,2,\N
12069,622,63,3,\N
12068,622,6,6,\N
12083,623,34,0,\N
12082,623,63,0,\N
12081,623,82,1,\N
12080,623,1,2,\N
12079,623,25,3,\N
12078,623,32,4,\N
12077,623,6,6,\N
12103,624,6,0,\N
12102,624,34,0,\N
12101,624,66,0,\N
12100,624,82,1,\N
12099,624,37,2,\N
12098,624,63,3,\N
12097,624,1,4,\N
12096,624,25,6,\N
12111,625,34,0,\N
12110,625,1,0,\N
12109,625,63,1,\N
12108,625,37,2,\N
12107,625,82,4,\N
12106,625,32,6,\N
12105,625,25,9,\N
12121,626,66,0,\N
12120,626,34,0,\N
12119,626,37,0,\N
12118,626,6,1,\N
12117,626,82,3,\N
12116,626,1,4,\N
12115,626,25,6,\N
12114,626,32,9,\N
12131,627,63,0,\N
12130,627,25,0,\N
12129,627,34,1,\N
12128,627,1,2,\N
12127,627,66,3,\N
12126,627,37,4,\N
12125,627,6,9,\N
12142,628,81,0,\N
12141,628,37,0,\N
12140,628,25,0,\N
12139,628,66,1,\N
12138,628,82,2,\N
