name,x,y,dist2HW,cc
Oliver Fogelin,5.0578893423946765,0.8466834555968181,3,75757
Roger Andre,5.3259343102571215,-0.03647761693521557,3,75497
Tom Bergamaschi,5.168952158141789,0.5297027525820043,3,75497
Ruby Fore,5.250095773824979,0.17834785801232106,3,75497
Will Leahy,5.282247833479962,0.07669816743676398,3,75497
Henry Nguyen,5.202541711992465,0.3628570002638528,3,75497
Robin Winstanley,5.226493673639373,0.2640260639163757,3,75497
Alice Yang,5.367891224057296,-0.1317130964482704,3,75490
Andrew Finley,6.28687132660981,0.8863931878707931,2,65049
Oyvind Hjelle,6.291411602263192,0.7190365734128357,2,65526.00000000001
Essomanda Tchandao Mangamana,4.266100592945185,8.483886928903157,7,137358
Giorgio Spedicato,6.609400352770596,2.953655106954898,2,70019
T. Brendan Murphy,4.942804537995908,3.934507883841962,4,84355
Stephanie Bougeard,9.568055359691263,5.480332926945394,4,91122
Timothy Sweetser,5.232759052498106,-1.204376071330492,3,81648
Kyle Schmaus,5.360482345432944,-1.3609913617037595,3,81648
Kyle Peterson,10.157666603054597,-2.1354751429892973,3,83034
Alessandra Salvan,11.00588433688123,4.866193976782625,4,92655
Matthew Sutton,11.235852681288428,4.7222510000607505,4,93526
Heming Deng,11.16887102026527,3.7194949957919192,3,84956
Vikram Baliga,5.210939112164543,-2.5891244470820136,4,90425
Christoph Kern,4.5591119036912575,2.0202723297707093,3,80761
Carolin Becker,4.52407927813713,1.8803372281472024,3,80761
Ming Gao,3.282052021773045,-2.2883103158965254,5,103914
Chris M Manuel,2.5149036279767114,0.4720003029340674,5,101071
Suojin Wang,3.897787489324536,0.8047832679620965,4,85878
Annina Cincera,5.259400902591766,2.600608207030732,3,78408
Sanda Dejanic,5.751291826681901,-2.2631478976521984,4,86185
Ilya Goldin,7.263148299054949,7.076553029840073,5,105837
Daniel W. Heck,6.782480407064668,0.5913226011179207,2,65330
Hannah Comiskey,6.953428321090897,-4.075475890768422,4,98454.00000000001
Niamh Cahill,5.7073030361157295,-1.98762752532381,3,83562
Kalyanmoy Deb,5.983839971227408,2.27673615411786,3,69669
Muhammad Akram,9.348941300677723,2.102578085761948,2,67355
Ian Laga,5.512151789036627,6.259249530894227,5,103361
Francis Boateng,4.646570529446688,7.191358334289167,6,118778
Alex Dmitrienko,10.587593480576745,-0.5281458921123456,3,75007
Alun Bedding,12.088047469378187,-1.0150702183395435,4,90423
John Cook,12.27796088164507,-0.5758317756986452,4,90423
Fabian Model,10.082000271711516,4.063867012858489,3,81241
Andre Schuetzenmeister,8.308680010275406,3.175908160988527,2,67164
Ekaterina Manuilova,10.379487121578427,3.7951062430611344,3,81241
Roche,9.793740979955798,3.1453077521995207,3,74731
Mauro Bernardi,11.93536979507779,3.0633032466314023,3,88330
Daniel Vartanian,9.9885109006645,-0.38796041396951936,2,69999
Ana Amelia Benedito-Silva,9.908821249353792,-0.5112173085325068,2,69999
Mario Pedrazzoli,9.80090455635306,-0.6591492774022203,2,69999
Mario Andre Leocadio-Miguel,9.696184922223367,-0.7839978160479251,2,69999
Samuel Mueller,11.195490060001008,-1.849021127537838,3,87360
Robert Tibshirani. Original Friedrich Leisch,6.014251656135055,2.083499095481619,3,66513
Brian D. Ripley. Balasubramanian Narasimhan Has Contributed To The Upgrading Of The Code.,6.039009454066622,2.141279939852505,3,66513
Wujuan Zhong,10.699354484361505,7.620587468369249,6,121196
Li Dong,11.068584214450102,7.454797054922026,6,121196
Xiaojing Zheng,10.319389379223406,7.765660308170415,6,121196
Dustin Tingley,5.792884874756967,3.109365025659999,3,76028
Nithin Kavi,3.8441429626358943,2.481683797257728,4,89701
Sergio Gomez,3.0610888046256153,4.304835462065546,5,104808
Alan Genz,8.054459763256952,2.7080962212861546,2,62107
Xiao Guo,7.907423121712279,7.102127711947759,5,107343
Guang Cheng,7.384862732012249,5.730458824455276,4,91927
Zixin Lin,7.555491713062691,7.087563515528677,5,107343
Iadine Chades,6.751758930304367,-2.662072886448441,3,82884
Guillaume Chapron,3.5332729208917435,0.35181988037124523,4,91953
Marie-Josee Cros,6.101728084833539,-3.8367749117826255,4,97873
Frederick Garcia,6.241235878095725,-3.888198995825836,4,97873
Regis Sabbadin,6.378388841702628,-3.934924001953637,4,97873
Andrew Timm,9.417316172454617,3.7915686911164554,3,75577
Sugnet Gardner-Lubbe,12.00784694049915,3.326426576953844,4,90994
Nathan Jones,10.110999533709016,2.5453044213135367,3,73107
Matthew Johnson,10.149312290700726,2.4753682238444665,3,73107
Philipp Probst,6.383638327965404,1.0851120601427868,2,67642
Jessica Myers,9.135642831514883,-2.274371960609228,3,80374
Nicolas Martin-Stpaul,10.449517435946552,2.134279754109875,3,73731
Victor Granda,10.47891328534375,1.6478448550267606,3,72756
Antoine Cabon,10.380607951453886,2.279033885983586,3,73730
Jordi Martinez-Vilalta,10.469378246976538,2.092433232055476,3,73731
Maurizio Mencuccini,10.508455820176822,2.003464505600042,3,73731
Julien Ruffault,10.529167792362852,1.9601950753729205,3,73731
Francois Pimont,10.34551476113322,2.3466757677415857,3,73731
Herve Cochard,10.428570079027288,2.1795969099987174,3,73731
Aitor Ameztegui,10.488817475974855,2.0483494774973696,3,73730
Shengli Huang,10.406155459064763,2.2284258099937677,3,73731
Johan Steen,6.571678940412198,0.07445321265015407,2,67793
Beatrijs Moerkerke,9.309439701905315,0.397065828070079,2,67535
Joscha Legewie,6.678392969611122,-0.058110935923333266,2,67793
Zizhuo Ren,11.768875156849273,-2.9873541487821846,4,101344
Hesen Peng,11.501981949043603,-3.225455506955844,4,101344
Gautier Paux,10.7220554017058,-0.26821554079622495,3,75008
Alex Dmitrienko.,12.222042304893108,-0.7199079138684676,4,90425
Chao Cheng,10.387728862267119,0.0211551752390232,2,70610
Donna Spiegelman,12.186811992805318,0.3294920256516409,3,86008
Xu Qin,4.761657171283664,-3.0585536714502877,4,98618
Luke Mcguinness,8.894791723465529,-2.3310227633752554,3,78145
Lena Schmidt,8.419557480045308,-2.433196901366435,3,78171
Tuija Sonkkila,8.505332036138254,-2.4165344152463635,3,78155
Jiacong Du,7.697813710121333,-3.9422394481385483,4,93876
Eunseop Kim,9.804782962213416,4.331023682182665,3,79598
Steven Maceachern,9.959647959519513,4.222729862338345,3,79598
Mario Peruggia,10.106198153258859,4.104459994403636,3,79598
Pedro Peres-Neto,6.979628605090119,0.9559443483247332,2,62356
Daniel Cook,8.992153425831226,0.8207195092981204,1,60356
Dan Burgess,10.026776892962474,2.4961199116014985,2,71293
Caitlin E. Coombes,6.345592273214137,6.662325754532768,5,103191
Audrey Hulot,5.860023276735299,3.278455709262168,3,74530
Emma Martin,9.512861076716266,-0.2778095092900047,2,67874
Michael Crowther,9.39664663390686,-0.3868338984796557,2,67874
Carl Frederick,6.965085781344923,-3.584279419410909,4,92429
Niels Aske Lundtorp Olsen,10.364858998829364,-1.0051531706156052,3,75491
Jack Bowden,10.775278454538356,0.42230391765688835,2,72512
Maya Mathur,5.958320414236247,0.5916335909215009,2,70353
Nyamundanda Gift,8.988721975627657,5.739485279641503,4,91990
Lorraine Brennan.,8.488700597030261,5.829243445602485,4,91990
Olajumoke Evangelina Owokotomo,11.137930573518856,5.078977807927229,4,94653
Anu Sharma,0.9478090055438536,4.876022707622026,6,133402
Niklaus Grunwald,9.26252865186848,-1.2324078657363848,2,70027
Rob Gilmore,7.8447439249063615,-1.2855816756945129,2,68995
Tom Pulliam,3.8679562507012535,0.527430009089948,4,86750
Julie M. Petersen,8.244622306055275,-1.12310308137396,2,68462
Ludovic Trinquart,8.08369637113359,-1.124279105005669,2,68462
Christina Fillmore,9.858917639698555,-0.791796671780541,2,69954
Ashley Tarasiewicz,10.535818571731525,-1.3830384063563368,3,78930
Mike Stackhouse,10.697197923217082,-1.1875411154511328,3,78931
Daniel Noble,10.473846461520584,3.2075427303114767,3,76744
Alistair Senior,10.674486743868155,2.9301877825322857,3,76758
Joel Pick,11.65122278375503,4.164819305977363,4,92148
Shinichi Nakagawa,10.753157827953029,5.008639143076132,4,92136
Jonathan W. Moore,10.368133581443788,3.1819691580913108,3,76583
Michelle M. Mcclure,10.2712629791519,3.2923454326037978,3,76583
Nicholas K. Dulvy,10.512799460887205,3.005781627562533,3,76583
Andrew B. Cooper,10.646668881028226,2.797347495784361,3,76542
Annaig De Walsche,4.007133954410506,4.661080269683739,4,99228.00000000001
Iip,6.448349912020957,5.451640171045761,4,90370
Eddy Prasetyo Nugroho,5.711668195076353,5.128854852753038,4,90370
Muhammad Bima Adi Prabowo,5.881010069823324,5.219262691863773,4,90370
Enjun Junaeti,6.7820692044459205,5.54865645564654,4,90370
Ade Gafar Abdullah,6.075453008940814,5.309757050821232,4,90370
Tian Gu,6.879458736978608,-3.7769617949746674,4,93646
Nathan Hwangbo,7.322306855423644,-2.3949637647950963,3,78795
Derek Strong,7.421531495300566,-2.412312728957522,3,78795
Kristen Peach,7.511758080467106,-2.4267755744791852,3,78795
Fernando Canovas,13.353200747335192,0.29760594738690044,4,99388
Ricardo Pita,13.381673979219457,0.6593918782725021,4,99388
Antonio Mira,13.3747674377789,0.5307349590321687,4,99388
Pedro Beja.,13.329766458589123,0.11951515665292677,4,99388
Brian Lang,8.19885227306677,-2.207545113419052,3,77465
Ruchitbhai Patel,8.150225891515284,-2.209329096717718,3,77465
Guillemette Marot,4.566066752767066,2.684431122167792,3,83057
Thomas Debray,11.522235439280744,-3.985435615443927,5,107993
Valentijn De Jong,12.084687150696553,-4.989798971561958,6,123409.99999999999
Jimmy Garnier,10.168083815396953,4.3815535224387965,3,83321
Laurent Vuillon,10.510574466931258,4.106898185754055,3,83321
Sungduk Kim,12.327272313942549,2.6908273640404046,4,90382
Arvind Shah,12.35839358057384,2.60425327135675,4,90382
Jianxin Lin,12.386244367361066,2.520059774748316,4,90382
Ken Beath,8.525483114422208,1.8491385884541416,2,63122.99999999999
James R. Carpenter,11.751871632513305,3.9825078970643135,4,92000
Burak Kuersad Guenhan,7.973731067351465,5.016319985153633,3,82177
Rui Wang,3.953464896654335,1.4162178445969016,3,84796
Milan Kilibarda,5.991073595869251,-0.234648879626703,2,70727
Aleksandar Sekulic,6.025866438326536,-0.2988577563378919,2,70727
Marcelo Pinho Almeida,5.2422341061532025,0.3927060104894511,3,74447
Nicolas Martin,10.809060301702049,1.3717002929295232,3,74795
Gerald Nelson,5.357710765501895,-0.4084015531501918,3,75445
Maarten Waterloo,5.508072508429297,-0.6449930665193176,3,75445
Luis Franco,10.81181003714907,1.3499739350272402,3,74795
Andy Rominger,3.51102135542714,-0.7989596576646831,4,93093
Donghyuk Lee,1.4428544831139114,-0.23953771258984075,6,115581
Xiaoqing Pan,13.074651756124075,3.9765702093951436,5,105539
Haoyuan Liu,12.405103823345176,4.93010316061584,5,105539
Lyle Gurrin,7.069674791173004,-1.3546392017318543,3,73834
Michal Figurski,6.9298105343313425,-1.2857272950483616,3,73834
Ullrich Dettmann,6.361366203197769,4.090328926077138,3,78283
R. Grima,5.611155373364281,5.3966519407318065,4,93700
Adrian A. Correndo,5.495539115217514,-0.18245881786504167,3,74915
Luiz H. Moro Rosso,4.16568381953429,-1.2788083151993574,4,90326
Rai Schwalbert,4.277376841040231,-1.4545786723158447,4,90326
Carlos Hernandez,4.4059471780972554,-1.6357314656938275,4,90326
Leonardo M. Bastos,4.037392440711396,-1.0574914672292386,4,90326
Luciana Nieto,4.574093494144069,-1.8506867359413115,4,90326
Dean Holzworth,4.754391910695425,-2.054866054211847,4,90326
Ignacio A. Ciampitti,5.537795476061504,-0.274647333129136,3,74915
Jonas Wallin,6.2273330217022345,2.7882915434116513,3,70541
Alexandre Simas,4.9101966892914755,1.4713435451023646,3,76400
Ali Almossawi,8.707114969936654,-1.2901442049481717,2,70125
Hamilton Ulmer,8.883639725937805,-1.2402212325613264,2,70125
Mozilla,9.173229775943291,-1.099340094510479,2,70125
Christian Lorentzen,5.990320287672647,-3.5175158553415398,4,95062.99999999999
Thomas Scheike,13.370709345004208,0.45000240418668996,4,99406.00000000001
Kate Finucane,8.744103259124925,5.789493876067473,4,91985
Gift Nyamundanda,8.171564130873724,5.861455074652818,4,91985
Yue Fan,9.021226647043708,5.73142461456531,4,91985
William M Gallagher,8.353062643293267,5.845565509559928,4,91985
Lorraine Brennan,7.928641995693781,5.868915648553645,4,91972
Jennifer L. Wadsworth,8.21746268494666,4.96481672587935,3,81333
Scott D. Grimshaw,8.062495504148679,4.972885371366034,3,81333
Jin Zhang,7.719630149678669,4.968882616278477,3,81333
Michael A. Stephens,7.817291267332113,4.971599295818071,3,81333
Raphael Huser,7.9362497076302345,4.972824014159962,3,81333
Camille Magneville,8.042148362823921,5.9599417085188025,4,93169
Nicolas Loiseau,7.905294544130147,5.960432972469661,4,93169
Camille Albouy,8.634667733517647,5.904870233746586,4,93169
Nicolas Casajus,7.61741111864394,5.954604771079462,4,93165
Thomas Claverie,8.170037376961872,5.9552194030705685,4,93169
Arthur Escalas,8.312509668653815,5.945228180756268,4,93169
Eva Maire,8.79681181244215,5.876408151122391,4,93169
David Mouillot,8.467618794066752,5.928571077449467,4,93169
Luciano Telesca,9.074633455431439,7.668712362864986,6,114657.00000000001
Mikhail Kanevski,9.524567196736072,7.563052564676705,6,114657.00000000001
Xuewei Cheng,2.1420492333333403,-2.5142223993319837,6,118216.99999999999
Liping Zhu,1.4692343707593825,-1.0715900195913042,6,118219
Wei Zhong,2.0564972864223305,-2.3858396894125717,6,118215
Hanpu Zhou,1.588698783223021,-1.4013800296105299,6,118216.99999999999
Alan Fernihough,9.454914532989218,3.768108791213144,3,76288
Raphael Nedellec,10.510347769585557,2.4092986359495905,2,72699
Edmond Sanou,3.413957850565055,-0.04023485636137434,4,93065
Tung Le,3.327080413223064,0.4091973024010588,4,93065
Taylor Petty,4.550696689234079,-2.505583275566074,4,95470
Shanshan Zhao,3.9468944573972222,-1.32022076029379,4,91141
Fabrizio Carlevaro,6.288181548175619,3.7020504665843457,3,77598
Stephane Hoareau,6.655675688284782,3.919545155555532,3,77598
Maria Pittau,8.886993025396292,3.255107717484134,2,70144
Yajuan Si,8.769856436508631,3.3235295750414147,2,70144
Jon Kropko,8.832263404966891,3.289211578363345,2,70144
Marie Chion,5.20466466161846,-0.5621058094856077,3,79332
Christine Carapito,5.743118485930739,-1.2892595919710739,3,79464
Helene Borges,5.631722905699206,-1.1751606698707768,3,79464
Quentin Giai-Gianetto,5.5371242768193705,-1.0674469017840267,3,79464
Julien Vollering,4.146776034768832,1.0727082774390917,3,82736
Sabrina Mazzoni,4.1481173433171925,1.2138889078487292,3,82736
Rune Halvorsen,4.152102441770566,0.923832456078385,3,82736
Karin Groothuis-Oudshoorn,6.469528118252099,-0.028324162571396676,2,68021
Rianne Schouten,6.506356650822857,-0.07696303790265059,2,68021
Patrick Rockenschaub,6.44064302725033,0.009031005693976368,2,68021
Lisa Doove,6.435723513352878,-0.08672555462674329,2,67995
Shahab Jolani,6.580116505574654,-0.17100170664439432,2,68021
Margarita Moreno-Betancur,6.541892301881132,-0.11673326667507213,2,68021
Ian White,6.55924220661048,-0.1463460544580179,2,68021
Philipp Gaffert,6.61537925855104,-0.2265065765623821,2,68020
Florian Meinfelder,6.514427078659541,-0.1236595921001561,2,68020
Mingyang Cai,6.602243079221992,-0.19039959381511964,2,68021
Edoardo Costantini,6.639427625997926,-0.2249099105148821,2,68021
Martijn Heymans,6.192057303896197,-3.930624942862276,4,98816
Jaap Brand,6.272844732089519,-5.255691767601996,5,114232.99999999999
Geraldine Henningsen,9.14638894680612,3.9125453216034947,3,76288
Juan Jose Price,9.360172623972334,3.8167573265023766,3,76288
Rainer Hurling,9.038350176125656,3.476684473205289,2,72410
Ari Friedman,8.965132077403302,3.5080579933852776,2,72410
Huijuan Zhou,4.50172041065214,-2.8740356419327737,5,102995.00000000001
Hilde Vinje,7.863016745825775,-1.8610168366407456,2,75877
Lars Snipen.,7.101834075918441,-1.675747665900271,2,75878
Carlos Neira,3.8513380468248495,-0.7766205769795956,4,89842
Diego Paniagua Sanchez,3.9228521538153798,-0.9211384188415924,4,89842
Fiorella Mori Pelaez,4.043691876652732,-1.1437532752446236,4,89842
Jorge Lopez Perez,3.8095826827211945,-0.688662764122533,4,89841
Estitxu Villamor,3.662315835769689,-0.29817401320152126,4,89842
Jose Luis Canadas Reche,3.7061764476544043,-0.4287602795042849,4,89842
Quinn Payton,5.132882801777111,-2.15424979139431,4,87487
Tony Olsen,4.394018805729833,1.2349624792126588,3,80476
Marc Weber,4.879683527342594,0.12521108255400307,3,77257
Michael Mcmanus,5.038358228392424,-2.062719379645302,4,87487
Tom Kincaid,4.395645293111226,1.315927015064699,3,80476
Daan Seynaeve,9.642753705693742,4.251921365814533,3,78571
Alexandra Jauhiainen,11.133929922910482,2.006837557392201,3,77534
Antonio Carzaniga,11.166366687322585,1.8925245127988017,3,77534
Pierre L'ecuyer,10.988157135880636,2.146403796408545,3,77306
Robert Ashton,9.453960973698262,1.0664601228762376,2,64958
Philip Zheng,9.724447831342328,1.5891820823119023,2,66667
Steven Davenport,1.5227177641916905,-4.558250283660575,7,141358
Jie Min,5.000681625367005,3.216641283374944,3,80066
Volker Bosch,5.763334055180828,-2.072503302312428,3,83436
Lennart Schneider,6.868949502004352,1.7155485906454673,2,61580
Aniko Lovik,10.976816357108355,5.95305870610644,5,103947.00000000001
Geert Verbeke,11.130474812510817,5.853486721016117,5,103947.00000000001
Tobias Busch,11.27858364501002,5.750427900442145,5,103947.00000000001
Michael Thomas,4.504569302780083,-0.9585936366190335,3,85926
Bob Carpenter,8.173794672476314,2.1625138598627047,2,60256.00000000001
Kathleen Gates,6.716703679324953,-2.5630654739672036,3,83261
Kenneth A. Bollen,5.035340282647614,-3.041363204734004,4,96704
Zachary Fisher,7.561769370985465,-2.857270343698846,3,83609
Kenneth Bollen,7.69333153505819,-2.8628739610535705,3,83613
Mikko Ronkko,7.1110507579416735,-0.7651421222977715,2,68264
Sean Kent,5.173000780579113,2.1949151839392362,3,75181
Yifei Liou,3.996212113861232,3.502137438370199,4,90598
Jacqueline Milet,12.160993849491243,-1.5604823325734232,4,94507
Ping-Yang Chen,6.316547468956492,-1.366307610873746,3,74645
Chun-Hao Yang,6.646754098294547,-1.5666643357443264,3,74879
Sheng-Mao Chang,6.258797390916135,-1.318292358105344,3,74645
Stefano Falorsi,12.232570639908324,-0.7831077336551718,3,90360
Andrea Fasulo,12.00997379802332,-1.2133550414883443,3,90360
Alex Chubaty,6.684565143172572,2.860507826823663,3,69022
Susam Pal,9.913179771045222,-0.3678068945542543,2,69135
Markus Skyttner,9.058664419242971,-1.2225660439947825,2,70087
Sebastian O. Schneider,6.599718180856531,5.866480639196855,4,93948
Giulia Baldini,6.222358426634532,5.745338915918295,4,93948
Timur V. Elzhov,8.120859848389282,2.2010764750213276,2,63031
Gilma Hernandez-Herrera,13.579296687142477,-0.25308402951527376,4,103321
Anna Plantinga,12.745648963863527,-1.3498209339765082,4,98350
Nehemiah Wilson,12.580701181889088,-1.6632130140335153,4,98350
Haotian Zheng,12.664023554411418,-1.5122316652520909,4,98350
Xiang Zhan,12.92926949826706,-0.9028080662028763,4,98350
Michael Wu,12.813820586038934,-1.1971633239834847,4,98350
Mateusz Zoltak,5.972066027012094,2.382714196446505,3,71115
Kwonhyun Kim,5.9356350458963,2.308975152581535,3,71115
Carl F. Falk,6.604101106113321,2.5501036777078037,2,67402
Adam Meade,5.900182916343716,2.2324034997470936,3,71115
Chen-Wei Liu,5.873985071368405,2.167679564502723,3,71115
Ogreden Oguzhan,6.086839708587648,2.429136270880701,3,70750
Magnus Nordmo,5.7723593342829,3.4216849029340857,3,78010
Xiaoou Li,10.470191396591144,5.132343906779427,4,91352
Imke Mayer,5.562803473887159,4.931717262278934,4,89228
Yanxi Liu,3.404053589241563,5.432574009847171,5,112008
Tomaz Stupnik,11.321331443211838,-5.054007232699951,6,120242.00000000001
Maja Pohar Perme,11.323047604687964,-3.6683866201382624,5,104825.00000000001
Yixiao Zeng,10.948790842922788,-2.0579513982224933,3,87770
Archer Yang,10.330206645268014,-2.5562219328311184,3,87770
Shantanu Nayek,10.486863621825943,5.4333341866670795,4,94049
Timothee Tabouy,6.3844928696754595,3.7723159737597984,3,74813
Francois Gindraud,6.059650454752095,3.494218052622347,3,74464
Sara Rejeb,3.7893303856732508,0.11045073492275384,3,88386
Catherine Duveau,3.7467172763625936,0.31520523515386156,3,88386
Lukas Sablica,6.013100691672222,2.134362960419257,3,66919
Clement Walter,9.799635500592425,-3.817168512584305,4,97802
Gilles Defaux,10.595663251365021,-3.441337119176854,4,97802
Bertrand Iooss,10.105778633044478,-2.073394470537101,3,82387
Vincent Moutoussamy,10.199442905987247,-3.648480887801614,4,97802
Takuya Yanagida,3.4519715500566504,-1.0865299245961912,4,95857
Katharina Hees,5.746642664161176,7.111371375098942,5,112733.99999999999
Peter Straka,5.216104405678088,8.161223823254499,6,128149.00000000001
Gurtek Gill,4.614825529118342,7.891222595411855,6,128149.00000000001
Roberto Garrappa,4.023135820940504,7.558363044581113,6,128149.00000000001
Parmeet Bathia,2.467742507990072,4.3215399835171455,5,110954
Davide Ravagli,10.897969007741743,2.7168512123985997,3,77102
Kun Fan,1.1975901926483576,1.3065947269231628,6,116784
Margot Selosse,3.152746924569816,2.4331701447793037,4,94483
Johanna G Neslehova,10.322136455839694,5.183720362794392,4,90851
Alexander White,9.023979665796682,-4.953028500110695,5,108030
Sha Cao,8.70507581062344,-5.008030265673224,5,108029
Marie-Karelle Riviere-Jourdan,11.844664325388226,3.4323586313149135,3,89772
France Mentre,10.50678877493478,2.5539657601337438,2,74355
Jonathan L Marchini,7.695758530656162,4.077446749562411,3,74416
Yongshi Deng,7.161319648856974,3.3655126482403364,3,70020
Jerome Mariette,3.3224594142017585,0.7880541297086191,4,92707
Celine Brouard,3.3163688980013006,1.3470810246615759,4,92722
Remi Flamary,3.358498456161474,1.7877111523094444,4,92722
"Solve Saebo,",9.900831991602614,2.4271833804888225,2,71608
Francesco Sera,12.119600785343467,2.7502341791202474,4,89126
Marcus Hudec,4.472964739474634,1.4400557796554116,3,79813
Lin S. Chen,5.621696735630096,-1.9686795336763128,3,84620
Brian C. Franczak,2.6117751852266293,5.1569133780808745,6,115098
Xin Shen,12.9897953561249,4.1237082715858415,5,105537
Weixin Yao,12.30727060246386,2.5595491748231316,4,90122
Sijia Xiang,12.61040661193973,4.681803106006942,5,105537
Yan Ge,12.067158001665597,5.288805583185296,5,105537
Brian Stock,4.941741316904051,-1.2283158148156896,3,83753
Brice Semmens,4.789172062132561,-1.0015964055958013,3,83753
Eric Ward,4.683570008479266,-0.8201988017867278,3,83753
Andrew Jackson,4.857348851942075,-1.108024079399332,3,83753
Donald Phillips,4.623498680632324,-0.7088990413847378,3,83753
Celso Cabral,8.517128746783737,8.682621770331368,6,127522
Youngseok Kim,8.953650315042987,-2.5082469814104873,3,80027
Mihai Anitescu,9.218328239387242,-2.4198640554860305,3,80027
Jean Morrison,8.732094010097743,-2.562727059444887,3,80027
Derek Young,11.631771042459539,1.221684828562493,3,80419
Tatiana Benaglia,11.627482869117406,1.276659962061916,3,80419
Kedai Cheng,11.635319612649038,1.1552987770329544,3,80419
Thomas Hettmansperger,11.631381763868024,0.8513066474422177,3,80419
Hoben Thomas,11.622906640188983,1.3237343897945437,3,80419
Fengjuan Xuan,11.63673920626255,1.0734784227580103,3,80419
Nik Pocuca,2.710948742743301,5.282868454849428,6,115098
Ryan P. Browne,3.107494648985586,5.731061533814049,6,115096
Hung Tong,1.6212415692446558,-3.932376973094184,6,135085
Fabrice Rossi,3.3128101622722017,0.8810079749539801,4,92707
Hugo Le Picard,2.0072751919593403,0.25845242330443363,5,108123
Guenole Joubioux,1.9505632534892052,0.8333946615242194,5,108123
James Melville,7.795819175334072,2.675705601231127,2,63424
Jeff A. Tracey,2.7527016677348533,-3.5430206484659053,6,119962.00000000001
James Sheppard,2.457131736022038,-3.1877348405564803,6,119962.00000000001
Robert Sinkovts,2.922587949578975,-3.7275017085310913,6,119962.00000000001
Amit Chourasia,2.3311344143953776,-3.020281323063441,6,119962.00000000001
Glenn Lockwood,3.0965879472762716,-3.9029852579709003,6,119962.00000000001
Robert N. Fisher,2.5945922051804446,-3.3583558155211053,6,119962.00000000001
Katrin Lindenberger,10.120801822662571,1.2945799922973573,2,68884
Rene Lehmann,10.125828953426522,1.2580461699915784,2,68884
Evgenia Dimitriadou.,6.702794923397758,3.579718516818892,3,72668
Laurence T. Maloney,8.06156037852893,4.859513450922653,3,80779
Guillermo Aguilar,8.285147313523762,4.843753641736771,3,80781
Asif Laldin,10.730978634538769,-4.501941167557948,5,110428
Isabella Velasquez,11.203158989781283,-4.2437315060198735,5,110428
David Charte,4.85768672305202,4.484530909824357,4,90197
Francisco Charte,4.828535081943147,4.484994464630445,4,90183
Antonio J. Rivera,4.911174453511584,6.165018487049317,5,105599
Miguel Angel Davila,4.769174956860617,6.079065894334381,5,105598
Maria Jose Del Jesus,5.121644372577114,6.288271788142117,5,105598
Antonio Rivera,4.304538380166144,5.746971629244268,5,105598
Kenneth Knoblauch,9.132619924570271,6.136389259324382,4,96195
J. N. Yang,9.6096335606956,5.991975773464339,4,96195
Kevin Denis,6.801826312851332,3.546288953751188,3,72793
Jonathan Stewart,12.29717765374977,0.8904840317981696,3,86862
Christopher R John,5.835620212049985,-3.4771972541622485,4,95344
Kay W. Axhausen,7.495805640692981,-0.8237556701231289,2,68179
Amarin Siripanich,7.583274902890002,-0.8562934373863962,2,68179
Taha H. Rashidi,7.419476551738035,-0.7847866692968435,2,68179
Matei Zaharia,9.141316380170109,-0.060778632373426573,2,65476
Luigi Pace,10.766450183418536,5.065371567951544,4,92656
Samuel Blanck,4.610131777320996,2.7770360215905594,3,83057
Alain Celisse,4.50224247816658,2.542465153318769,3,83057
Louis Rocconi,6.366228739811424,-4.5163174679618905,5,105459
Yashwant Singh Parihar,7.250980613376861,2.5214913077087804,2,62781.99999999999
Bill March,7.274114178441264,2.1159664246649554,2,62781.99999999999
Dongryeol Lee,7.273466879516,2.2289771108922016,2,62781.99999999999
Nishant Mehta,7.898862844942132,2.5031324092460485,2,62781.99999999999
Parikshit Ram,7.258143267290102,2.3740742028680235,2,62781.99999999999
James Cline,7.404806699162403,2.466827406544032,2,62781.99999999999
Sterling Peet,7.179314000045061,2.1678541829649483,2,62781.99999999999
Matthew Amidon,7.003539159417873,2.1137375129354696,2,62781.99999999999
Neil Slagle,7.857560988497414,2.5202906381889014,2,62781.99999999999
Ajinkya Kale,7.501303635305985,2.4286182544625827,2,62781.99999999999
Vlad Grantcharov,7.00766316368659,2.2687828545628754,2,62781.99999999999
Noah Kauffman,7.925864616263471,2.4809220479189857,2,62781.99999999999
Rajendran Mohan,7.460924391004828,2.2052334505560354,2,62781.99999999999
Trironk Kiatkungwanglai,7.087382061260551,2.23682666065333,2,62781.99999999999
Patrick Mason,7.738021116695009,2.445731839240393,2,62781.99999999999
Marcus Edel,7.048667131949833,2.085553906394861,2,62781.99999999999
Mudit Raj Gupta,7.124226564477258,2.283285175744495,2,62781.99999999999
Sumedh Ghaisas,7.415778967797089,2.5840167901234956,2,62781.99999999999
Michael Fox,7.506274023631191,2.341598679836752,2,62781.99999999999
Saheb Motiani,7.014659224028223,2.009413429509668,2,62781.99999999999
Yash Vadalia,7.2613499006632285,2.1753362884849556,2,62781.99999999999
Abhishek Laddha,7.294764765942119,2.2828130719453488,2,62781.99999999999
Vahab Akbarzadeh,7.954565398155519,2.4222683562631784,2,62781.99999999999
Andrew Wells,7.165046810042205,2.2149029999772756,2,62781.99999999999
Zhihao Lou,7.5641056636565915,2.266889724804084,2,62781.99999999999
