response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use
26357,1,2,2,3,6,6,31,9,3,2,Brazil,BRL	Brazilian real,NA,2,3,5,1,3,2,4,1,3,1,3,NA,0,0
26358,1,5,NA,2,45,27,20,NA,NA,NA,United States of America,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,0,0
26359,1,4,3,2,7,6,18,3,2,NA,United States of America,USD	United States dollar,155000,2,3,5,5,3,5,4,NA,2,1,2,155000,0,0
26360,1,3,1,2,10,7,12,4,2,3,Brazil,BRL	Brazilian real,95000,2,3,4,2,2,5,NA,NA,2,1,3,17716,0,0
26361,4,1,1,2,2,NA,29,NA,NA,NA,India,NA,NA,4,3,4,6,3,2,3,3,2,1,3,NA,0,0
26362,1,2,3,7,8,NA,15,6,3,1,Colombia,COP	Colombian peso,21500000,1,3,5,5,3,1,5,2,2,1,2,5425,0,0
26363,1,2,1,2,11,7,12,3,2,2,Japan,JPY	Japanese yen,3600000,1,3,4,2,2,4,NA,NA,1,2,1,22912,0,0
26364,1,1,1,2,4,2,22,3,2,1,United States of America,USD	United States dollar,140000,3,3,4,3,2,1,NA,NA,2,1,2,140000,0,0
26365,3,1,NA,6,7,0,33,NA,NA,NA,India,NA,NA,2,3,5,3,3,5,5,2,3,2,3,NA,0,0
26366,3,3,1,7,25,25,26,1,3,1,Australia,AUD	Australian dollar,160000,5,3,2,5,2,1,NA,NA,2,1,3,105706,0,0
26367,1,3,2,2,9,6,16,2,3,1,Thailand,THB	Thai baht,NA,1,3,5,3,1,NA,NA,NA,NA,1,3,NA,0,0
26368,1,3,3,3,26,17,12,7,3,1,United States of America,USD	United States dollar,214000,4,3,5,3,3,1,3,2,2,1,2,214000,0,0
26369,1,1,3,2,8,2,13,4,2,1,Canada,CAD	Canadian dollar,72000,1,1,NA,2,3,2,4,4,2,1,2,52339,0,0
26370,1,2,3,2,8,7,16,2,2,1,Canada,CAD	Canadian dollar,80000,1,3,5,3,3,2,3,2,1,1,3,58154,0,0
26371,1,2,3,2,17,4,14,4,3,1,Trinidad and Tobago,USD	United States dollar,38000,3,3,5,1,1,NA,NA,NA,NA,1,2,38000,1,1
26372,4,1,NA,6,7,NA,33,NA,NA,NA,India,NA,NA,1,1,NA,6,3,5,3,3,3,2,3,NA,0,NA
26373,1,3,1,3,32,22,12,7,3,1,United States of America,USD	United States dollar,150000,2,3,2,5,1,NA,NA,NA,NA,1,2,150000,0,0
26374,1,1,3,6,8,1,13,5,2,2,United States of America,USD	United States dollar,NA,2,3,5,1,1,NA,NA,NA,NA,2,3,NA,0,0
26375,4,8,NA,6,3,NA,11,NA,NA,NA,India,NA,NA,4,3,5,5,3,5,5,2,1,2,3,NA,0,1
26376,1,3,3,3,17,12,12,5,2,2,Nicaragua,NIO	Nicaraguan cordoba,500000,1,3,5,6,3,2,3,1,2,2,3,13600,0,0
26377,1,2,NA,7,8,4,16,NA,NA,NA,Kazakhstan,NA,NA,3,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
26378,1,2,2,2,8,7,13,3,3,3,China,CNY	Chinese Yuan Renminbi,800000,5,3,4,6,3,5,5,3,1,1,3,110380,0,0
26379,1,4,3,2,27,24,12,1,2,1,Brazil,USD	United States dollar,71500,2,3,1,6,3,1,5,3,2,1,3,71500,0,0
26380,1,2,3,3,8,6,12,1,3,1,Ukraine,UAH	Ukrainian hryvnia,3600000,2,3,5,6,3,5,5,2,2,2,2,88862,0,0
26381,1,4,3,3,20,20,16,5,1,1,Poland,PLN	Polish zloty,NA,1,1,NA,1,3,5,5,2,2,2,3,NA,0,0
26382,4,7,3,6,5,NA,16,NA,NA,NA,Australia,NA,NA,3,1,NA,2,1,NA,NA,NA,NA,2,3,NA,0,0
26383,1,2,1,2,16,12,12,4,3,3,India,INR	Indian rupee,1900000,3,3,1,5,3,5,2,5,2,NA,NA,22731,0,0
26384,1,4,NA,3,39,25,16,NA,NA,NA,United States of America,NA,NA,2,3,1,1,3,1,4,3,1,2,2,NA,0,0
26385,1,1,1,2,7,1,NA,NA,NA,NA,India,INR	Indian rupee,NA,3,3,5,1,3,1,5,2,2,2,2,NA,0,0
26386,1,1,2,2,6,2,16,4,2,3,China,CNY	Chinese Yuan Renminbi,NA,5,3,4,3,3,5,5,2,2,2,2,NA,0,0
26387,1,3,1,3,10,6,6,6,1,2,Ecuador,USD	United States dollar,NA,3,3,4,1,3,1,3,3,2,1,3,NA,0,0
26388,1,1,2,2,10,3,14,3,2,3,Hong Kong (S.A.R.),HKD	Hong Kong dollar,765000,3,3,5,3,1,NA,NA,NA,NA,1,2,97915,0,0
26389,1,2,3,2,10,7,10,4,2,3,Japan,JPY	Japanese yen,NA,3,1,NA,3,3,1,3,2,1,2,2,NA,0,0
26390,1,2,1,2,15,6,16,2,3,1,Israel,ILS	Israeli new shekel,420000,5,3,6,1,3,1,3,1,2,2,1,113334,0,0
26391,4,6,NA,8,9,NA,26,NA,NA,NA,United States of America,NA,NA,1,1,NA,4,3,1,2,5,2,1,2,NA,NA,NA
26392,1,2,NA,2,2,NA,6,NA,NA,NA,Morocco,NA,NA,1,3,5,3,3,5,3,2,2,1,2,NA,1,0
26393,2,5,3,2,0,NA,33,NA,NA,NA,United States of America,NA,NA,4,3,4,3,3,1,5,3,2,2,2,NA,NA,NA
26394,1,3,3,3,10,10,12,4,2,3,Japan,JPY	Japanese yen,8000000,2,1,NA,2,2,5,NA,NA,3,NA,NA,50915,0,0
26395,1,3,3,7,12,10,12,3,3,3,Portugal,EUR European Euro,NA,3,3,4,3,3,5,3,2,3,2,1,NA,0,NA
26396,5,1,NA,6,3,NA,16,NA,NA,NA,India,NA,NA,1,3,1,6,2,2,NA,NA,2,1,1,NA,0,0
26397,1,1,1,2,11,3,16,1,2,2,India,INR	Indian rupee,6000000,2,3,5,3,3,6,1,1,1,1,2,71781,0,0
26398,1,3,3,3,20,20,12,6,3,1,United States of America,USD	United States dollar,NA,2,2,NA,2,3,1,1,3,1,2,3,NA,0,0
26399,1,2,2,2,8,4,16,6,2,1,Bangladesh,BDT	Bangladeshi taka,1300000,2,3,2,5,3,5,5,2,1,2,3,11047,0,0
26400,1,5,1,2,42,34,6,3,2,2,Germany,EUR European Euro,NA,5,3,5,6,2,4,NA,NA,1,2,2,NA,0,0
26401,2,1,NA,2,1,NA,26,NA,NA,NA,Viet Nam,NA,NA,5,3,4,6,3,2,5,3,1,1,3,NA,0,0
26402,1,2,2,2,9,4,12,3,3,3,India,INR	Indian rupee,NA,2,3,2,6,2,2,NA,NA,2,1,3,NA,0,0
26403,1,1,3,7,3,2,18,4,3,1,Ukraine,UAH	Ukrainian hryvnia,16800,1,3,4,6,3,5,4,3,2,1,2,415,0,0
26404,2,7,2,4,3,NA,33,NA,NA,NA,United States of America,NA,NA,1,3,4,6,3,5,2,2,1,1,2,NA,0,0
26405,1,3,NA,7,18,5,34,NA,NA,NA,United States of America,NA,NA,3,3,5,6,3,1,4,1,2,3,3,NA,0,0
26406,1,1,NA,2,4,0,16,NA,NA,NA,India,NA,NA,2,3,5,6,3,5,5,2,2,1,2,NA,0,0
26407,1,1,3,3,6,3,15,3,2,3,Ukraine,UAH	Ukrainian hryvnia,90000,2,1,NA,1,3,1,5,1,1,2,2,2222,NA,NA
26408,1,2,1,2,13,6,16,4,3,1,Japan,JPY	Japanese yen,5000000,3,3,5,6,3,1,3,2,3,2,3,31822,0,0
26409,4,8,NA,6,9,NA,16,NA,NA,NA,China,NA,NA,5,3,5,6,1,NA,NA,NA,NA,2,1,NA,0,0
26410,1,2,3,2,NA,1,26,3,2,3,India,INR	Indian rupee,NA,1,3,5,6,3,1,5,2,2,2,3,NA,0,0
26411,1,3,3,2,15,14,12,6,2,1,United States of America,USD	United States dollar,165000,1,3,4,1,3,1,3,4,2,2,2,165000,0,0
26412,1,2,3,3,1,3,23,6,3,3,United Arab Emirates,AED United Arab Emirates dirham,11000,2,2,NA,3,3,2,1,4,1,1,2,2995,0,0
26413,5,4,NA,3,43,NA,16,NA,NA,NA,Belgium,NA,NA,2,1,NA,3,1,NA,NA,NA,NA,1,3,NA,0,0
26414,1,3,3,2,20,16,23,8,1,2,United States of America,USD	United States dollar,190000,2,3,1,5,3,1,1,1,2,1,3,190000,0,0
26415,1,3,3,2,18,15,16,6,3,3,Paraguay,USD	United States dollar,NA,3,3,5,6,3,1,5,3,1,2,3,NA,0,0
26416,1,2,2,2,15,3,14,4,3,1,Austria,EUR European Euro,13000,5,3,5,3,1,NA,NA,NA,NA,1,3,13963,0,0
26417,1,2,NA,2,24,7,16,NA,NA,NA,Brunei Darussalam,NA,NA,2,3,5,6,3,5,5,3,2,3,2,NA,0,1
26418,1,1,1,2,5,NA,26,9,1,1,Australia,AUD	Australian dollar,NA,1,3,4,2,3,5,5,1,3,1,2,NA,0,0
26419,3,1,1,7,4,0,33,9,2,1,United States of America,USD	United States dollar,NA,1,1,NA,3,3,2,4,3,1,1,3,NA,0,0
26420,2,1,NA,2,4,NA,15,NA,NA,NA,Sri Lanka,NA,NA,1,3,5,1,3,1,5,1,1,1,3,NA,0,0
26421,1,3,3,3,12,10,15,4,2,3,Ukraine,UAH	Ukrainian hryvnia,350000,3,3,4,1,3,5,5,2,1,2,3,8639,0,0
26422,2,1,3,6,5,NA,16,NA,NA,NA,India,NA,NA,3,3,4,1,3,5,5,3,3,2,3,NA,NA,NA
26423,2,1,NA,3,2,NA,33,NA,NA,NA,India,NA,NA,1,3,4,6,2,1,NA,NA,2,2,2,NA,0,0
26424,2,1,NA,7,4,NA,33,NA,NA,NA,United States of America,NA,NA,3,1,NA,3,3,1,4,1,3,1,3,NA,0,0
26425,3,5,1,2,6,3,21,10,1,1,United States of America,USD	United States dollar,NA,1,1,NA,3,2,1,NA,NA,2,1,3,NA,0,0
26426,1,2,3,2,4,2,12,5,3,1,Ukraine,UAH	Ukrainian hryvnia,NA,4,1,NA,2,3,5,4,3,2,1,3,NA,0,0
26427,4,8,3,6,3,NA,33,NA,NA,NA,United States of America,NA,NA,2,1,NA,1,3,1,4,1,2,1,2,NA,0,0
26428,3,2,1,5,14,17,32,4,3,1,Germany,EUR European Euro,62000,2,3,5,6,2,1,NA,NA,2,1,2,66592,0,0
26429,1,3,3,7,24,20,16,10,3,1,United States of America,USD	United States dollar,140000,2,3,4,3,1,NA,NA,NA,NA,1,2,140000,0,0
26430,1,2,2,2,10,7,16,8,2,3,Taiwan,TWD	New Taiwan dollar,1100000,3,1,NA,3,2,1,NA,NA,2,1,3,33973,0,0
26431,2,1,NA,6,1,NA,33,NA,NA,NA,Yemen,NA,NA,2,3,1,1,3,2,3,1,2,1,2,NA,0,0
26432,1,3,1,6,8,7,26,2,1,2,Croatia,EUR European Euro,43000,1,1,NA,3,3,3,5,5,2,2,2,46185,0,0
26433,1,3,1,3,8,3,20,3,3,2,France,EUR European Euro,85000,1,3,5,1,3,2,4,4,2,2,2,91295,0,0
26434,1,2,1,7,14,10,16,10,1,1,Australia,AUD	Australian dollar,116000,1,3,5,3,2,3,NA,NA,2,2,2,76637,0,0
26435,3,3,NA,2,12,10,32,NA,NA,NA,India,NA,NA,4,1,NA,3,3,5,5,3,2,1,2,NA,0,0
26436,1,3,3,2,23,15,15,3,2,NA,Brazil,BRL	Brazilian real,160000,2,3,4,3,3,1,3,5,2,2,1,29838,0,0
26437,1,8,3,6,1,0,26,9,2,NA,Pakistan,PKR	Pakistani rupee,NA,3,3,1,3,3,3,1,1,2,2,1,NA,0,0
26438,1,2,3,2,10,8,12,6,3,3,India,INR	Indian rupee,NA,5,3,6,5,2,2,NA,NA,2,1,3,NA,0,0
26439,1,2,3,2,9,6,12,1,2,1,Ukraine,UAH	Ukrainian hryvnia,42900,5,3,5,6,3,2,1,3,1,1,3,1059,0,0
26440,4,1,NA,2,10,NA,33,NA,NA,NA,China,NA,NA,1,3,5,2,1,NA,NA,NA,NA,2,3,NA,0,0
26441,1,2,1,8,7,5,15,7,3,1,Israel,ILS	Israeli new shekel,400000,1,3,5,3,2,4,NA,NA,2,1,1,107937,0,0
26442,2,1,NA,8,2,NA,33,NA,NA,NA,India,NA,NA,2,3,5,1,2,1,NA,NA,1,1,2,NA,0,0
26443,3,2,1,3,8,3,18,4,2,1,Pakistan,PKR	Pakistani rupee,NA,1,3,4,6,3,5,5,2,2,2,3,NA,0,0
26444,1,3,1,2,14,10,15,10,3,1,China,CNY	Chinese Yuan Renminbi,NA,5,3,5,3,2,5,NA,NA,1,1,2,NA,0,0
26445,1,3,1,3,18,13,13,8,3,2,Sweden,SEK	Swedish krona,600000,2,1,NA,2,1,NA,NA,NA,NA,1,2,57230,0,0
26446,4,1,NA,8,5,NA,17,NA,NA,NA,Ukraine,NA,NA,3,1,NA,3,3,1,4,4,2,1,2,NA,0,0
26447,4,8,NA,4,4,NA,33,NA,NA,NA,Netherlands,NA,NA,1,3,5,3,3,1,3,3,2,1,2,NA,0,0
26448,1,3,3,3,18,17,23,7,1,1,Israel,ILS	Israeli new shekel,1500000,2,3,5,6,2,2,NA,NA,2,2,2,404763,0,0
26449,1,2,3,2,12,6,16,4,2,1,United States of America,USD	United States dollar,158000,2,3,5,3,3,1,5,2,1,1,2,158000,0,0
26450,1,4,3,3,30,27,13,8,3,1,Germany,EUR European Euro,66000,3,3,2,6,2,3,NA,NA,2,NA,3,70888,0,0
26451,1,2,1,7,6,4,16,4,1,1,Argentina,ARS	Argentine peso,28000000,4,1,NA,3,3,1,4,1,1,2,2,31038,0,0
26452,5,5,1,3,25,NA,1,NA,NA,NA,Switzerland,NA,NA,1,1,NA,3,1,NA,NA,NA,NA,1,2,NA,0,0
26453,2,2,NA,2,0,NA,5,NA,NA,NA,Nigeria,NA,NA,4,3,4,6,3,5,5,2,2,1,2,NA,0,1
26454,2,1,NA,7,5,NA,33,NA,NA,NA,India,NA,NA,4,3,4,4,1,NA,NA,NA,NA,3,2,NA,0,0
26455,1,1,1,6,8,3,16,10,1,3,India,INR	Indian rupee,NA,1,3,5,6,3,1,5,1,2,1,3,NA,0,0
26456,4,3,1,3,37,NA,34,NA,NA,NA,Spain,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,1,2,NA,0,0
26457,1,3,1,3,16,13,23,1,3,1,France,EUR European Euro,71000,1,3,5,3,2,4,NA,NA,2,2,2,76258,0,0
26458,2,1,NA,2,3,NA,33,NA,NA,NA,India,NA,NA,2,3,4,1,3,1,5,2,3,1,3,NA,0,0
26459,1,1,2,2,3,2,13,5,3,1,Kenya,KES	Kenyan shilling,NA,3,3,4,6,3,5,5,2,2,1,3,NA,0,0
26460,1,4,3,3,11,11,4,5,1,2,India,INR	Indian rupee,3600000,1,3,5,6,3,5,5,2,2,1,2,43068,1,NA
26461,2,2,2,6,2,NA,26,NA,NA,NA,Mexico,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,1,2,NA,0,0
26462,1,2,1,2,15,9,16,1,3,3,"Iran, Islamic Republic of...",IRR	Iranian rial,430000000,5,3,3,5,3,1,3,2,3,1,3,10217,0,0
26463,1,3,1,2,15,13,29,10,1,2,Australia,AUD	Australian dollar,54000,4,3,4,3,3,5,5,3,2,1,2,35676,0,0
26464,1,4,2,1,24,22,13,10,1,1,Kenya,KES	Kenyan shilling,1200000,2,3,1,6,3,5,5,5,2,1,3,9302,0,0
26465,1,4,3,3,42,29,16,1,2,2,United States of America,USD	United States dollar,123300,2,3,5,6,1,NA,NA,NA,NA,1,3,123300,0,0
26466,4,1,NA,6,6,NA,16,NA,NA,NA,Lithuania,NA,NA,5,3,4,6,3,2,3,1,2,1,2,NA,0,0
26467,1,2,3,3,12,10,16,8,3,1,Ukraine,UAH	Ukrainian hryvnia,NA,4,3,5,1,3,2,3,3,2,2,2,NA,0,0
26468,1,3,1,5,18,11,12,4,3,2,Germany,EUR European Euro,90000,2,3,5,3,1,NA,NA,NA,NA,2,2,96666,0,0
26469,1,3,1,2,12,8,20,8,1,1,Israel,ILS	Israeli new shekel,540000,1,3,4,1,3,5,5,3,2,2,3,145715,0,0
26470,1,2,1,3,5,4,15,4,3,1,Ukraine,UAH	Ukrainian hryvnia,140000,1,2,NA,1,3,2,5,2,1,1,3,3456,0,0
26471,1,5,1,3,35,32,16,1,2,1,Netherlands,EUR European Euro,NA,3,3,5,5,1,NA,NA,NA,NA,1,3,NA,0,0
26472,4,3,2,3,22,NA,16,NA,NA,NA,Jamaica,NA,NA,5,3,5,1,3,1,3,2,2,1,3,NA,0,0
26473,1,1,1,3,8,3,14,6,3,1,Ukraine,UAH	Ukrainian hryvnia,NA,2,3,5,1,3,2,3,1,2,1,2,NA,0,NA
26474,1,3,3,7,16,12,15,6,1,NA,Ukraine,UAH	Ukrainian hryvnia,1200000,1,2,NA,NA,3,5,5,3,1,1,2,29621,0,0
26475,1,2,3,2,7,5,15,3,3,NA,Ukraine,USD	United States dollar,27000,NA,NA,NA,NA,3,NA,NA,NA,NA,2,3,27000,NA,NA
26476,1,5,1,3,46,33,16,4,3,NA,France,EUR European Euro,70000,3,3,4,1,1,NA,NA,NA,NA,1,2,75184,0,0
26477,1,2,2,2,5,5,18,7,2,NA,India,INR	Indian rupee,1750000,1,3,5,1,3,5,2,2,1,2,3,20936,0,0
26478,1,2,2,2,9,4,14,6,3,1,Hong Kong (S.A.R.),HKD	Hong Kong dollar,NA,1,1,NA,2,3,1,5,3,2,1,3,NA,0,0
26479,1,3,3,2,18,7,12,4,2,3,Cyprus,EUR European Euro,43000,1,3,1,6,3,5,3,5,2,1,2,46185,0,NA
26480,1,1,2,2,3,NA,15,2,2,1,Nepal,NPR	Nepalese rupee,NA,3,1,NA,1,3,2,1,4,2,1,2,NA,0,0
26481,1,1,3,2,8,2,17,4,2,1,United States of America,USD	United States dollar,NA,1,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
26482,1,3,3,2,9,9,26,4,3,2,United States of America,USD	United States dollar,100000,2,3,5,6,3,1,4,1,3,1,2,100000,0,0
26483,1,3,3,2,13,13,18,4,3,3,Ukraine,UAH	Ukrainian hryvnia,720000,2,1,NA,1,3,2,4,1,2,2,2,17772,0,0
26484,3,5,1,1,40,10,28,10,2,1,Israel,ILS	Israeli new shekel,NA,2,2,NA,1,2,4,NA,NA,2,2,3,NA,0,0
26485,1,3,3,2,20,15,16,6,2,NA,Germany,EUR European Euro,120000,1,2,NA,NA,3,1,3,2,2,1,3,128887,0,0
26486,1,1,1,2,4,2,12,4,1,1,Ukraine,USD	United States dollar,15000,2,3,5,1,3,1,3,3,2,1,3,15000,0,0
26487,1,3,1,7,13,9,12,3,3,1,Ukraine,USD	United States dollar,60500,1,3,1,6,2,2,NA,NA,1,2,3,60500,0,0
26488,1,3,2,3,16,11,18,8,2,2,India,INR	Indian rupee,NA,3,3,5,6,2,5,NA,NA,2,1,3,NA,0,1
26489,5,6,NA,6,51,NA,13,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,4,3,4,1,1,NA,NA,NA,NA,1,2,NA,0,0
26490,1,3,3,3,10,9,16,7,3,1,Ireland,EUR European Euro,95000,2,3,2,3,3,2,5,1,3,2,2,102036,0,0
26491,1,2,3,3,8,6,15,6,1,1,Ukraine,UAH	Ukrainian hryvnia,280800,1,1,NA,1,3,2,3,3,2,1,2,6931,0,0
26492,1,2,1,3,18,7,12,3,2,1,Netherlands,EUR European Euro,80000,1,3,5,6,2,1,NA,NA,1,1,3,85925,0,0
26493,1,2,3,3,5,4,21,7,3,1,Ukraine,USD	United States dollar,48000,1,2,NA,6,3,2,5,1,1,1,3,48000,0,0
26494,1,2,1,2,20,6,29,3,1,2,India,INR	Indian rupee,NA,3,3,1,6,3,5,5,1,2,2,2,NA,0,0
26495,2,4,1,3,0,NA,5,NA,NA,NA,"Iran, Islamic Republic of...",NA,NA,3,3,3,6,2,1,NA,NA,2,2,3,NA,NA,NA
26496,1,2,3,2,14,9,12,6,3,3,Ukraine,EUR European Euro,72000,1,1,NA,1,3,1,5,1,2,2,2,77332,0,0
26497,1,2,2,6,12,4,16,5,3,1,Zimbabwe,USD	United States dollar,16000,3,3,2,6,3,1,4,2,3,2,2,16000,0,0
26498,3,1,NA,2,7,1,33,NA,NA,NA,France,NA,NA,2,3,4,3,3,1,5,2,2,1,2,NA,0,0
26499,1,2,1,2,15,3,14,2,3,1,Germany,EUR European Euro,70000,3,3,4,1,3,2,3,3,2,2,2,75184,0,0
26500,1,2,3,3,10,6,16,2,1,1,Norway,NOK	Norwegian krone,1100000,2,3,4,3,3,2,1,4,2,2,3,102950,0,0
26501,1,2,NA,3,20,12,16,NA,NA,NA,Ukraine,NA,NA,1,3,1,5,3,5,3,1,2,2,2,NA,0,0
26502,1,1,2,2,8,1,16,5,2,1,France,EUR European Euro,17000,3,3,4,3,1,NA,NA,NA,NA,1,2,18259,0,0
26503,4,8,NA,4,1,NA,33,NA,NA,NA,New Zealand,NA,NA,3,3,5,1,3,1,5,1,2,1,2,NA,0,0
26504,1,2,3,3,8,5,16,8,3,1,Ukraine,UAH	Ukrainian hryvnia,NA,2,1,NA,1,2,2,NA,NA,2,1,2,NA,0,0
26505,1,2,1,3,12,6,32,5,1,3,Algeria,USD	United States dollar,NA,1,3,4,3,3,5,3,4,2,1,2,NA,0,0
26506,1,3,1,2,18,15,13,4,3,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,NA,1,3,5,1,3,2,3,1,2,2,2,NA,0,0
26507,1,3,1,2,34,19,16,1,1,1,Luxembourg,EUR European Euro,100000,4,3,1,5,3,1,1,1,2,1,2,107406,0,0
26508,1,2,3,2,17,10,15,4,2,2,Ukraine,UAH	Ukrainian hryvnia,63600,1,3,4,3,3,5,5,1,2,2,3,1570,0,0
26509,3,1,NA,7,0,0,33,NA,NA,NA,Ukraine,NA,NA,4,2,NA,1,3,5,5,2,1,1,3,NA,0,0
26510,3,2,2,3,23,3,21,4,3,2,Germany,EUR European Euro,66359,1,3,5,6,1,NA,NA,NA,NA,1,3,71274,0,1
26511,1,1,2,6,9,6,20,4,1,1,South Africa,ZAR	South African rand,NA,2,3,1,6,1,NA,NA,NA,NA,1,3,NA,0,0
26512,3,3,3,3,30,20,26,5,3,2,India,INR	Indian rupee,800000,2,3,1,6,1,NA,NA,NA,NA,2,3,9571,0,0
26513,1,4,1,3,38,29,30,3,3,1,France,EUR European Euro,80000,2,1,NA,2,2,1,NA,NA,2,1,3,85925,0,0
26514,1,1,2,2,3,3,12,4,2,1,India,INR	Indian rupee,510000,3,3,4,3,2,1,NA,NA,1,2,1,6101,0,0
26515,1,1,1,7,4,2,12,4,3,3,Egypt,EGP	Egyptian pound,NA,4,3,5,6,3,5,5,5,3,1,3,NA,0,0
26516,2,2,NA,2,0,NA,16,NA,NA,NA,India,NA,NA,1,1,NA,5,2,4,NA,NA,3,1,2,NA,NA,NA
26517,1,4,1,3,26,21,12,4,3,2,Finland,EUR European Euro,100000,1,3,5,6,1,NA,NA,NA,NA,2,3,107406,0,0
26518,1,2,1,7,4,2,15,6,2,3,Sweden,SEK	Swedish krona,400000,4,2,NA,2,3,6,1,4,2,1,3,38154,0,0
26519,1,1,NA,7,4,0,33,NA,NA,NA,Belgium,NA,NA,2,3,4,1,2,2,NA,NA,2,1,2,NA,0,0
26520,1,1,1,2,11,3,13,3,2,3,India,INR	Indian rupee,NA,3,1,NA,3,3,1,5,2,2,1,2,NA,0,0
26521,1,3,2,2,12,6,16,5,2,1,Turkey,TRY	Turkish lira,600000,2,3,1,6,3,1,5,3,3,1,2,18548,0,0
26522,1,3,3,2,20,16,16,3,3,3,Australia,AUD	Australian dollar,130000,1,3,1,1,3,2,4,1,2,1,2,85886,0,0
26523,1,2,3,2,7,3,13,10,1,1,Hong Kong (S.A.R.),HKD	Hong Kong dollar,NA,3,3,5,1,3,1,3,1,2,2,2,NA,0,0
26524,1,5,2,2,25,20,13,4,1,2,South Africa,ZAR	South African rand,1800000,1,3,4,2,3,1,4,3,2,1,2,96855,0,0
26525,2,7,NA,8,2,NA,33,NA,NA,NA,Russian Federation,NA,NA,3,3,2,1,3,2,4,1,2,1,2,NA,0,0
26526,1,4,1,2,20,20,16,6,3,1,Austria,EUR European Euro,NA,2,3,4,3,3,2,4,1,2,1,2,NA,0,0
26527,1,1,2,2,2,0,15,4,2,1,Germany,EUR European Euro,55000,1,3,5,3,3,2,1,4,1,1,2,59073,1,0
26528,1,2,1,2,9,6,15,6,3,1,Germany,EUR European Euro,NA,3,3,1,3,2,3,NA,NA,2,1,3,NA,0,0
26529,2,8,NA,4,1,NA,22,NA,NA,NA,Poland,NA,NA,1,3,4,3,3,5,5,3,2,1,3,NA,0,0
26530,4,8,NA,6,3,NA,16,NA,NA,NA,United States of America,NA,NA,1,1,NA,1,3,1,5,1,3,2,3,NA,0,0
26531,1,2,3,2,10,6,12,3,2,3,Spain,EUR European Euro,90000,2,1,NA,3,1,NA,NA,NA,NA,1,2,96666,0,0
26532,1,4,3,3,32,28,16,4,2,3,Belgium,EUR European Euro,150000,2,3,5,1,3,1,5,3,2,2,2,161109,0,NA
26533,1,3,1,2,25,15,20,8,3,NA,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,60000,1,3,5,3,1,NA,NA,NA,NA,1,2,76433,0,0
26534,2,8,NA,6,3,NA,33,NA,NA,NA,Germany,NA,NA,2,1,NA,3,3,1,3,1,2,1,2,NA,0,0
26535,5,5,3,5,41,NA,8,NA,NA,NA,Germany,NA,NA,3,3,6,5,3,5,5,5,3,2,2,NA,0,0
26536,1,3,3,3,22,15,22,6,1,1,Ireland,EUR European Euro,162000,1,2,NA,2,3,5,5,2,1,1,2,173998,0,0
26537,1,4,1,2,38,30,23,7,3,2,United States of America,USD	United States dollar,NA,2,3,5,3,3,5,5,2,2,1,3,NA,0,0
26538,5,2,NA,2,6,NA,19,NA,NA,NA,India,NA,NA,2,3,2,6,2,1,NA,NA,2,2,3,NA,0,0
26539,1,1,NA,2,5,1,12,NA,NA,NA,Lithuania,NA,NA,1,3,4,1,3,1,4,3,2,2,3,NA,0,0
26540,4,8,NA,6,7,NA,33,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,3,3,4,3,3,3,3,1,2,1,2,NA,0,0
26541,1,2,1,2,13,9,16,3,3,1,Singapore,SGD	Singapore dollar,160000,2,3,2,5,3,5,5,5,2,1,3,118265,0,0
26542,4,8,NA,6,6,NA,33,NA,NA,NA,China,NA,NA,3,3,5,1,1,NA,NA,NA,NA,1,2,NA,1,1
26543,1,1,3,7,3,2,26,10,2,1,Pakistan,PKR	Pakistani rupee,NA,5,3,5,5,3,5,5,2,2,1,2,NA,0,NA
26544,2,3,2,2,3,NA,28,NA,NA,NA,Netherlands,NA,NA,2,3,4,6,3,5,3,2,2,1,2,NA,0,1
26545,2,2,1,7,0,NA,26,NA,NA,NA,United States of America,NA,NA,5,3,4,4,2,5,NA,NA,2,1,2,NA,0,0
26546,4,1,NA,6,8,NA,NA,NA,NA,NA,Poland,NA,NA,2,3,4,3,3,1,4,4,2,1,3,NA,0,0
26547,2,3,NA,6,10,NA,15,NA,NA,NA,Germany,NA,NA,1,1,NA,3,3,1,3,1,1,1,3,NA,0,0
26548,1,2,1,2,12,4,16,2,3,3,Bahrain,BHD	Bahraini dinar,NA,5,3,5,6,3,1,3,4,2,2,2,NA,0,0
26549,1,3,1,3,28,16,23,6,1,2,Portugal,EUR European Euro,30000,1,3,5,6,3,5,5,3,2,1,2,32222,0,0
