repair_id,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,estimated_year_of_production,repaired,repairability
0495_2024_1102_1869,2024-11-02,495,Leamington Spa,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,NA,half,NA
0056_2024_0926_170,2024-09-26,56,Olst,NL,Timer,Clocks / alarm clocks,Unknown/n.a.,NA,yes,8
0056_2024_0926_169,2024-09-26,56,Olst,NL,Shaver / Razor,Household appliances electric,Unknown/n.a.,NA,half,7
0495_2024_1102_1865,2024-11-02,495,Leamington Spa,GB,Electric heater / radiator,Household appliances electric,Unknown/n.a.,NA,yes,NA
0056_2024_0926_168,2024-09-26,56,Olst,NL,Iron,Household appliances electric,Tefal,2021,no,3
0495_2024_1102_1863,2024-11-02,495,Leamington Spa,GB,Stick mixer / Hand blender,Household appliances electric,Kenwood,NA,yes,NA
0495_2024_1102_1862,2024-11-02,495,Leamington Spa,GB,Vacuum cleaner,Household appliances electric,Dyson,NA,yes,NA
0056_2024_0926_167,2024-09-26,56,Olst,NL,Hoe,Tools non-electric,Unknown/n.a.,NA,yes,7
0495_2024_1102_1860,2024-11-02,495,Leamington Spa,GB,Coffee maker,Household appliances electric,Dolce gusto,NA,no,NA
0056_2024_0926_165,2024-09-26,56,Olst,NL,Cutting machine,Household appliances non-electric,Unknown/n.a.,1941,yes,9
0056_2024_0926_164,2024-09-26,56,Olst,NL,Laptop,Computer equipment / phones,Asus,NA,yes,10
0495_2024_1102_1858,2024-11-02,495,Leamington Spa,GB,Radio,Display and sound equipment,Unknown/n.a.,NA,yes,NA
0495_2024_1102_1857,2024-11-02,495,Leamington Spa,GB,Shredder,Tools electric,Bosch,NA,half,NA
0056_2024_0926_163,2024-09-26,56,Olst,NL,Stick mixer / Hand blender,Household appliances electric,Philips,NA,no,3
0056_2024_0926_161,2024-09-26,56,Olst,NL,Coffee maker,Household appliances electric,Krups,2021,yes,3
0056_2024_0926_160,2024-09-26,56,Olst,NL,Upright vacuum cleaner,Household appliances electric,Ambiano,2023,yes,9
0050_2024_1019_019,2024-10-19,50,Middelburg,NL,Sewing machine,Household appliances electric,Unknown/n.a.,NA,no,NA
0050_2024_1019_018,2024-10-19,50,Middelburg,NL,Electric lawnmower,Tools electric,Unknown/n.a.,2024,half,NA
0050_2024_1019_017,2024-10-19,50,Middelburg,NL,Figurine,Other,Unknown/n.a.,NA,yes,10
0050_2024_1019_016,2024-10-19,50,Middelburg,NL,Juice extractor / Juicer,Household appliances electric,Emerio,NA,yes,10
0050_2024_1019_015,2024-10-19,50,Middelburg,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,NA,yes,9
0050_2024_1019_014,2024-10-19,50,Middelburg,NL,Blouse,Textile,Unknown/n.a.,NA,yes,9
0050_2024_0919_013,2024-09-19,50,Middelburg,NL,Shirt (dress shirt),Textile,Unknown/n.a.,NA,yes,10
0050_2024_0919_012,2024-09-19,50,Middelburg,NL,Toaster,Household appliances electric,Unknown/n.a.,NA,no,NA
0050_2024_0919_011,2024-09-19,50,Middelburg,NL,Toaster,Household appliances electric,Unknown/n.a.,NA,yes,10
0050_2024_0919_010,2024-09-19,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,9
0050_2024_0919_009,2024-09-19,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,9
0050_2024_0919_008,2024-09-19,50,Middelburg,NL,Food processor,Household appliances electric,Braun,NA,yes,8
0050_2024_0919_007,2024-09-19,50,Middelburg,NL,Beard trimmer,Household appliances electric,Unknown/n.a.,NA,no,NA
0050_2024_0919_006,2024-09-19,50,Middelburg,NL,Electric hedge trimmer,Tools electric,Bosch,2010,no,NA
0050_2024_0919_005,2024-09-19,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,9
0050_2024_0919_004,2024-09-19,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,9
0050_2024_0919_003,2024-09-19,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,6
0050_2024_0919_002,2024-09-19,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Dyson,NA,half,10
0050_2024_0919_001,2024-09-19,50,Middelburg,NL,Air fryer,Household appliances electric,Exclusief,2019,no,NA
0050_2024_0916_002,2024-09-16,50,Middelburg,NL,Steam iron / Steam ironing station,Household appliances electric,Tefal,2017,no,NA
0050_2024_0921_043,2024-09-21,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,2019,yes,7
0050_2024_0921_042,2024-09-21,50,Middelburg,NL,Coffee maker,Household appliances electric,Nespresso,2020,yes,10
0050_2024_0921_041,2024-09-21,50,Middelburg,NL,Tuner / CD player,Display and sound equipment,Pioneer,NA,yes,9
0050_2024_0921_040,2024-09-21,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,NA,no,NA
0050_2024_0921_039,2024-09-21,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,9
0050_2024_0921_038,2024-09-21,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Inventum,NA,yes,8
0114_2024_0816_001,2024-08-16,114,Nieuwerkerk aan den IJssel,NL,Milk frother,Household appliances electric,Nespresso,NA,no,2
0114_2024_1018_005,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Wall clock,Clocks / alarm clocks,Starlyf,2016,yes,8
0114_2024_1101_008,2024-11-01,114,Nieuwerkerk aan den IJssel,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,NA,yes,10
0114_2024_1101_006,2024-11-01,114,Nieuwerkerk aan den IJssel,NL,Radio,Display and sound equipment,Philips,1990,no,8
0114_2024_1101_004,2024-11-01,114,Nieuwerkerk aan den IJssel,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,no,1
0114_2024_1101_003,2024-11-01,114,Nieuwerkerk aan den IJssel,NL,Coffee maker,Household appliances electric,Saeco,2013,no,2
0250_2024_1102_007,2024-11-02,250,Madrid Medialab Matadero,ES,Handheld vacuum cleaner,Household appliances electric,Taurus,2020,no,1
0250_2024_1102_006,2024-11-02,250,Madrid Medialab Matadero,ES,Magnifier with light,Household appliances electric,Pro'sKit,2008,yes,7
0250_2024_1102_005,2024-11-02,250,Madrid Medialab Matadero,ES,Radiant heater,Household appliances electric,El Fuego,NA,yes,10
0250_2024_1102_004,2024-11-02,250,Madrid Medialab Matadero,ES,Toaster,Household appliances electric,San Ignacio,NA,yes,4
0250_2024_1102_003,2024-11-02,250,Madrid Medialab Matadero,ES,Table lamp,Household appliances electric,Ikea,2000,yes,10
0250_2024_1102_002,2024-11-02,250,Madrid Medialab Matadero,ES,Headphones,Display and sound equipment,Samsung,2019,yes,7
0250_2024_1026_011,2024-10-26,250,Madrid Medialab Matadero,ES,Printer,Computer equipment / phones,Canon,2008,half,NA
0250_2024_1102_001,2024-11-02,250,Madrid Medialab Matadero,ES,Radio / tape recorder,Display and sound equipment,Sony,NA,yes,8
0114_2024_1004_006,2024-10-04,114,Nieuwerkerk aan den IJssel,NL,Electric window wiper,Household appliances electric,SilverCrest,NA,yes,6
0709_2024_0110_666,2024-01-10,709,Voitsberg,AT,Vacuum cleaner,Bicycles,Bosch,NA,yes,10
0606_2024_1102_516,2024-11-02,606,Leominster,GB,Picture frame / Photo frame,Other,Unknown/n.a.,NA,yes,7
0606_2024_1102_515,2024-11-02,606,Leominster,GB,Picture frame / Photo frame,Other,Unknown/n.a.,NA,yes,3
0606_2024_1102_514,2024-11-02,606,Leominster,GB,Picture frame / Photo frame,Other,Unknown/n.a.,NA,yes,3
0606_2024_1102_513,2024-11-02,606,Leominster,GB,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,NA,no,NA
0411_2024_1103_016,2024-11-03,411,Utrecht-Merwede,NL,Sawing machine,Tools electric,Bosch,1995,yes,8
0411_2024_1103_014,2024-11-03,411,Utrecht-Merwede,NL,Alarm clock,Clocks / alarm clocks,Philips,2020,no,1
0411_2024_1103_013,2024-11-03,411,Utrecht-Merwede,NL,Tuner / amplifier / receiver,Display and sound equipment,Pioneer,1970,half,1
0411_2024_1103_012,2024-11-03,411,Utrecht-Merwede,NL,Coffee maker,Household appliances electric,Philips,2020,half,1
0411_2024_1103_011,2024-11-03,411,Utrecht-Merwede,NL,Vacuum cleaner,Household appliances electric,Siemens,2010,no,1
0411_2024_1103_010,2024-11-03,411,Utrecht-Merwede,NL,Pruning shears / Garden shears / Secateurs,Tools non-electric,Fiskars,2024,yes,6
0411_2024_1103_009,2024-11-03,411,Utrecht-Merwede,NL,Electric cool box,Household appliances electric,Quigg,2019,yes,9
0411_2024_1103_008,2024-11-03,411,Utrecht-Merwede,NL,DVD / CD / radio player,Display and sound equipment,Yamaha,2000,no,8
0411_2024_1103_006,2024-11-03,411,Utrecht-Merwede,NL,Polisher,Household appliances electric,Electrolux,1980,no,NA
0411_2024_1103_004,2024-11-03,411,Utrecht-Merwede,NL,Salt grinder,Household appliances electric,AdHoc,2023,no,1
0411_2024_1103_003,2024-11-03,411,Utrecht-Merwede,NL,Food processor,Household appliances electric,Magimix,2017,yes,10
0411_2024_1103_001,2024-11-03,411,Utrecht-Merwede,NL,Coffee maker,Household appliances electric,Hema,2017,no,1
0777_2024_1103_001,2024-11-03,777,Jacksons Hill - City of Hume,AU,Toaster,Household appliances electric,RACO,2011,no,4
0777_2024_1103_002,2024-11-03,777,Jacksons Hill - City of Hume,AU,Vacuum cleaner,Household appliances electric,Electrolux,1998,no,5
0606_2024_1102_512,2024-11-02,606,Leominster,GB,Vacuum cleaner,Household appliances electric,Dyson,NA,yes,10
0606_2024_1102_511,2024-11-02,606,Leominster,GB,Wall clock,Clocks / alarm clocks,Unknown/n.a.,NA,yes,10
0522_2024_1102_025,2024-11-02,522,Dublin Rediscovery Centre,IE,T-shirt / Shirt,Textile,Unknown/n.a.,NA,half,NA
0522_2024_1102_024,2024-11-02,522,Dublin Rediscovery Centre,IE,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0606_2024_1102_094,2024-11-02,606,Leominster,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,10
0522_2024_1102_023,2024-11-02,522,Dublin Rediscovery Centre,IE,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0606_2024_1102_093,2024-11-02,606,Leominster,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,10
0522_2024_1102_022,2024-11-02,522,Dublin Rediscovery Centre,IE,Coat / Jacket,Textile,Unknown/n.a.,NA,half,NA
0522_2024_1102_021,2024-11-02,522,Dublin Rediscovery Centre,IE,Shirt (dress shirt),Textile,Unknown/n.a.,NA,half,NA
0522_2024_1102_020,2024-11-02,522,Dublin Rediscovery Centre,IE,Office chair,Furniture,Unknown/n.a.,NA,half,5
0522_2024_1102_019,2024-11-02,522,Dublin Rediscovery Centre,IE,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,NA,half,NA
0522_2024_1102_018,2024-11-02,522,Dublin Rediscovery Centre,IE,Overall / Dungarees / Boiler suit,Textile,Unknown/n.a.,NA,half,8
0522_2024_1102_017,2024-11-02,522,Dublin Rediscovery Centre,IE,Children's bicycle / Kid's bike,Bicycles,Unknown/n.a.,NA,yes,NA
0522_2024_1102_016,2024-11-02,522,Dublin Rediscovery Centre,IE,Table lamp,Household appliances electric,Unknown/n.a.,NA,yes,10
0522_2024_1102_015,2024-11-02,522,Dublin Rediscovery Centre,IE,Shirt (dress shirt),Textile,Unknown/n.a.,NA,half,NA
0522_2024_1102_014,2024-11-02,522,Dublin Rediscovery Centre,IE,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0522_2024_1102_012,2024-11-02,522,Dublin Rediscovery Centre,IE,Chair,Furniture,Unknown/n.a.,NA,yes,NA
0606_2024_1102_092,2024-11-02,606,Leominster,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,10
0522_2024_1102_011,2024-11-02,522,Dublin Rediscovery Centre,IE,Garden chair,Furniture,Unknown/n.a.,NA,no,NA
0606_2024_1102_091,2024-11-02,606,Leominster,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,10
0522_2024_1102_010,2024-11-02,522,Dublin Rediscovery Centre,IE,Shirt (dress shirt),Textile,Yas,NA,yes,7
0606_2024_1102_087,2024-11-02,606,Leominster,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,10
0522_2024_1102_009,2024-11-02,522,Dublin Rediscovery Centre,IE,Trousers / pants,Textile,Unknown/n.a.,NA,yes,9
0522_2024_1102_008,2024-11-02,522,Dublin Rediscovery Centre,IE,Scarf / Shawl,Textile,Unknown/n.a.,NA,yes,7
0606_2024_1102_088,2024-11-02,606,Leominster,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,9
0522_2024_1102_007,2024-11-02,522,Dublin Rediscovery Centre,IE,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0522_2024_1102_006,2024-11-02,522,Dublin Rediscovery Centre,IE,Shirt (dress shirt),Textile,Unknown/n.a.,NA,yes,NA
0522_2024_1102_005,2024-11-02,522,Dublin Rediscovery Centre,IE,Skirt,Textile,Unknown/n.a.,NA,yes,8
0522_2024_1102_004,2024-11-02,522,Dublin Rediscovery Centre,IE,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,NA,yes,9
0522_2024_1102_003,2024-11-02,522,Dublin Rediscovery Centre,IE,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,4
0522_2024_1102_002,2024-11-02,522,Dublin Rediscovery Centre,IE,Drawer,Furniture,Unknown/n.a.,NA,yes,10
0522_2024_1102_001,2024-11-02,522,Dublin Rediscovery Centre,IE,Drawer,Furniture,Unknown/n.a.,NA,half,NA
0606_2024_1102_506,2024-11-02,606,Leominster,GB,Carpet cleaner,Household appliances electric,Vax,NA,no,1
0606_2024_1102_505,2024-11-02,606,Leominster,GB,Leaf blower,Tools electric,Unknown/n.a.,NA,yes,2
0606_2024_1102_503,2024-11-02,606,Leominster,GB,Leaf blower,Tools electric,Ryobi,NA,yes,6
0515_2024_1030_008,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Electric kettle / Electric jug,Household appliances electric,Inventum,NA,half,8
0606_2024_1102_502,2024-11-02,606,Leominster,GB,Soup maker,Household appliances electric,Unknown/n.a.,NA,yes,8
0515_2024_1030_007,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Radio / CD / cassette player,Display and sound equipment,Elta,2016,no,5
0515_2024_1030_006,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Alarm clock radio,Clocks / alarm clocks,Grundig,1990,no,1
0515_2024_1030_005,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Steam iron / Steam ironing station,Household appliances electric,Braun,NA,no,1
0515_2024_1030_004,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Turntable / record player,Display and sound equipment,Aiwa,2000,half,10
0780_2024_1006_012,2024-10-06,780,Horsley,GB,Garden fork,Tools non-electric,Unknown/n.a.,NA,yes,3
0780_2024_1102_004,2024-11-02,780,Horsley,GB,Spade / Shovel,Tools non-electric,Unknown/n.a.,NA,yes,NA
0780_2024_1102_003,2024-11-02,780,Horsley,GB,Bracelet,Jewelry,Unknown/n.a.,NA,yes,3
0780_2024_1102_002,2024-11-02,780,Horsley,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,9
0780_2024_1102_001,2024-11-02,780,Horsley,GB,Necklace / Chain,Jewelry,Unknown/n.a.,NA,no,4
0515_2024_1030_003,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Coffee maker,Household appliances electric,Krups Nespresso,2023,half,4
0780_2024_1006_008,2024-10-06,780,Horsley,GB,Necklace / Chain,Jewelry,Unknown/n.a.,2014,yes,3
0515_2024_1030_002,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Coffee maker,Household appliances electric,Philips,NA,half,10
0780_2024_1006_021,2024-10-06,780,Horsley,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,NA,yes,NA
0780_2024_1006_005,2024-10-06,780,Horsley,GB,Vacuum cleaner,Household appliances electric,Dyson,NA,no,2
0585_2024_1006_005,2024-10-06,585,SHARE – Flitwick and Ampthill,GB,Wooden toy,Toys non-electric,Unknown/n.a.,1930,yes,9
0585_2024_1006_009,2024-10-06,585,SHARE – Flitwick and Ampthill,GB,Kitchen drawer,Furniture,Unknown/n.a.,NA,yes,10
0585_2024_1006_036,2024-10-06,585,SHARE – Flitwick and Ampthill,GB,Backpack / Rucksack,Textile,Mountain Warehouse,NA,yes,7
0460_2024_1102_362,2024-11-02,460,Kirchzarten,DE,Waffle iron / Waffle maker,Household appliances electric,Unknown/n.a.,1955,yes,NA
0515_2024_1030_001,2024-10-30,515,Zoetermeer-Ambachtenwerkplaats,NL,Calculator,Other,Viking,2000,no,NA
0515_2024_1029_006,2024-10-29,515,Zoetermeer-Ambachtenwerkplaats,NL,Coffee maker,Household appliances electric,Krups,NA,half,10
0460_2024_1005_328,2024-10-05,460,Kirchzarten,DE,Remote control,Household appliances electric,Unknown/n.a.,2000,yes,7
0515_2024_1029_004,2024-10-29,515,Zoetermeer-Ambachtenwerkplaats,NL,Digital photo frame,Display and sound equipment,Frameo,NA,yes,8
0515_2024_1029_003,2024-10-29,515,Zoetermeer-Ambachtenwerkplaats,NL,Keyboard (musical instrument),Display and sound equipment,Yamaha,NA,no,10
0460_2023_0506_111,2023-05-06,460,Kirchzarten,DE,Remote controlled car,Toys electric,Playmobil,2020,half,8
0515_2024_1029_001,2024-10-29,515,Zoetermeer-Ambachtenwerkplaats,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,NA,yes,10
0460_2024_1102_374,2024-11-02,460,Kirchzarten,DE,Toaster,Household appliances electric,AEG,1990,yes,8
0007_2024_1102_076,2024-11-02,7,Oirsbeek,NL,Printer,Computer equipment / phones,Unknown/n.a.,NA,half,NA
0007_2024_1102_075,2024-11-02,7,Oirsbeek,NL,Sheet,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_074,2024-11-02,7,Oirsbeek,NL,Table lamp,Household appliances electric,Unknown/n.a.,NA,no,NA
0007_2024_1102_073,2024-11-02,7,Oirsbeek,NL,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_072,2024-11-02,7,Oirsbeek,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,no,NA
0007_2024_1102_071,2024-11-02,7,Oirsbeek,NL,Turntable / record player,Display and sound equipment,Unknown/n.a.,NA,yes,NA
0007_2024_1102_070,2024-11-02,7,Oirsbeek,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_069,2024-11-02,7,Oirsbeek,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_068,2024-11-02,7,Oirsbeek,NL,Spade / Shovel,Tools non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_067,2024-11-02,7,Oirsbeek,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,NA
0460_2024_1005_351,2024-10-05,460,Kirchzarten,DE,Floor lamp / Standard lamp,Household appliances electric,Ikea,2018,yes,9
0007_2024_1102_066,2024-11-02,7,Oirsbeek,NL,Stick mixer / Hand blender,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_065,2024-11-02,7,Oirsbeek,NL,Curtain,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_064,2024-11-02,7,Oirsbeek,NL,Computer,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0007_2024_1102_062,2024-11-02,7,Oirsbeek,NL,Clothing / garment,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_061,2024-11-02,7,Oirsbeek,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_060,2024-11-02,7,Oirsbeek,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_059,2024-11-02,7,Oirsbeek,NL,Sewing machine,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_058,2024-11-02,7,Oirsbeek,NL,Blouse,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_057,2024-11-02,7,Oirsbeek,NL,Curtain,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_056,2024-11-02,7,Oirsbeek,NL,Video player / recorder,Display and sound equipment,Unknown/n.a.,NA,no,NA
0007_2024_1102_055,2024-11-02,7,Oirsbeek,NL,Cable / Cord,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0007_2024_1102_054,2024-11-02,7,Oirsbeek,NL,Citrus press,Household appliances electric,Unknown/n.a.,NA,no,NA
0007_2024_1102_053,2024-11-02,7,Oirsbeek,NL,Children's bicycle / Kid's bike,Bicycles,Unknown/n.a.,NA,yes,NA
0007_2024_1102_052,2024-11-02,7,Oirsbeek,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0007_2024_1102_051,2024-11-02,7,Oirsbeek,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_050,2024-11-02,7,Oirsbeek,NL,Sewing machine,Household appliances electric,Unknown/n.a.,NA,half,NA
0007_2024_1102_049,2024-11-02,7,Oirsbeek,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,no,NA
0007_2024_1102_048,2024-11-02,7,Oirsbeek,NL,Keyboard,Computer equipment / phones,HP,NA,no,NA
0515_2024_1023_005,2024-10-23,515,Zoetermeer-Ambachtenwerkplaats,NL,Coffee maker,Household appliances electric,Philips,NA,yes,10
0515_2024_1023_004,2024-10-23,515,Zoetermeer-Ambachtenwerkplaats,NL,Milk frother,Household appliances electric,Estus,NA,no,4
0515_2024_1023_003,2024-10-23,515,Zoetermeer-Ambachtenwerkplaats,NL,Vacuum cleaner,Household appliances electric,Bosch,2017,no,5
0515_2024_1023_002,2024-10-23,515,Zoetermeer-Ambachtenwerkplaats,NL,Lawn mower / lawn raker,Tools electric,Boschdijk,NA,no,NA
0515_2024_1023_001,2024-10-23,515,Zoetermeer-Ambachtenwerkplaats,NL,Leaf blower,Tools electric,Gardena,2012,yes,8
0515_2024_1022_004,2024-10-22,515,Zoetermeer-Ambachtenwerkplaats,NL,Cd / dvd player,Display and sound equipment,Sony,NA,yes,5
0515_2024_1022_003,2024-10-22,515,Zoetermeer-Ambachtenwerkplaats,NL,Paper shredder,Household appliances electric,Vendomatic,NA,yes,5
0007_2024_1102_047,2024-11-02,7,Oirsbeek,NL,Leather jacket,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_046,2024-11-02,7,Oirsbeek,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_045,2024-11-02,7,Oirsbeek,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_044,2024-11-02,7,Oirsbeek,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_043,2024-11-02,7,Oirsbeek,NL,Garden sprinkler,Other,Unknown/n.a.,NA,no,NA
0007_2024_1102_042,2024-11-02,7,Oirsbeek,NL,Dvd / video player,Display and sound equipment,Unknown/n.a.,NA,yes,NA
0007_2024_1102_041,2024-11-02,7,Oirsbeek,NL,Pepper mill / Pepper grinder,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_040,2024-11-02,7,Oirsbeek,NL,Electric hedge trimmer,Tools electric,Black+Decker,NA,no,NA
0007_2024_1102_039,2024-11-02,7,Oirsbeek,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_038,2024-11-02,7,Oirsbeek,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_037,2024-11-02,7,Oirsbeek,NL,Mobile phone / cell phone (not smartphone),Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0007_2024_1102_036,2024-11-02,7,Oirsbeek,NL,Hedge shear / hedge trimmer,Tools electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_035,2024-11-02,7,Oirsbeek,NL,Mobile phone / cell phone (not smartphone),Computer equipment / phones,Unknown/n.a.,NA,half,NA
0007_2024_1102_034,2024-11-02,7,Oirsbeek,NL,Radio,Display and sound equipment,Sharp,NA,no,NA
0007_2024_1102_033,2024-11-02,7,Oirsbeek,NL,Computer,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0007_2024_1102_032,2024-11-02,7,Oirsbeek,NL,Electric hedge trimmer,Tools electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_031,2024-11-02,7,Oirsbeek,NL,Toaster,Household appliances electric,Princess,NA,no,NA
0007_2024_1102_030,2024-11-02,7,Oirsbeek,NL,Curtain,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_029,2024-11-02,7,Oirsbeek,NL,Clothing / garment,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_028,2024-11-02,7,Oirsbeek,NL,Computer,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0007_2024_1102_027,2024-11-02,7,Oirsbeek,NL,Tablet,Computer equipment / phones,Samsung,NA,yes,NA
0007_2024_1102_026,2024-11-02,7,Oirsbeek,NL,Navigation system,Computer equipment / phones,TomTom,NA,no,NA
0007_2024_1102_025,2024-11-02,7,Oirsbeek,NL,Vacuum cleaner,Household appliances electric,Philips,NA,no,NA
0007_2024_1102_024,2024-11-02,7,Oirsbeek,NL,Tape recorder,Display and sound equipment,Unknown/n.a.,NA,half,NA
0007_2024_1102_023,2024-11-02,7,Oirsbeek,NL,Switch,Other,Unknown/n.a.,NA,yes,NA
0007_2024_1102_022,2024-11-02,7,Oirsbeek,NL,Computer,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0007_2024_1102_021,2024-11-02,7,Oirsbeek,NL,Wall lamp,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_020,2024-11-02,7,Oirsbeek,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_019,2024-11-02,7,Oirsbeek,NL,Pizza maker,Household appliances electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_018,2024-11-02,7,Oirsbeek,NL,Work coat,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_017,2024-11-02,7,Oirsbeek,NL,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_016,2024-11-02,7,Oirsbeek,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,NA,yes,NA
0007_2024_1102_015,2024-11-02,7,Oirsbeek,NL,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_014,2024-11-02,7,Oirsbeek,NL,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_013,2024-11-02,7,Oirsbeek,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_012,2024-11-02,7,Oirsbeek,NL,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0007_2024_1102_011,2024-11-02,7,Oirsbeek,NL,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,NA
0007_2024_1102_010,2024-11-02,7,Oirsbeek,NL,Iron drill bit,Tools non-electric,Unknown/n.a.,NA,yes,NA
