date,fixed_rate_30_yr,fees_and_pts_30_yr,fixed_rate_15_yr,fees_and_pts_15_yr,adjustable_rate_5_1_hybrid,fees_and_pts_5_1_hybrid,adjustable_margin_5_1_hybrid,spread_30_yr_fixed_and_5_1_adjustable
1987-06-05,10.7,2.3,NA,NA,NA,NA,NA,NA
1987-06-12,10.66,2.2,NA,NA,NA,NA,NA,NA
1987-06-19,10.44,2.2,NA,NA,NA,NA,NA,NA
1987-06-26,10.35,2.2,NA,NA,NA,NA,NA,NA
1987-07-03,10.36,2.2,NA,NA,NA,NA,NA,NA
1987-07-10,10.3,2.2,NA,NA,NA,NA,NA,NA
1987-07-17,10.23,2.2,NA,NA,NA,NA,NA,NA
1987-07-24,10.23,2.1,NA,NA,NA,NA,NA,NA
1987-07-31,10.27,2.2,NA,NA,NA,NA,NA,NA
1987-08-07,10.35,2,NA,NA,NA,NA,NA,NA
1987-08-14,10.34,2,NA,NA,NA,NA,NA,NA
1987-08-21,10.3,2.2,NA,NA,NA,NA,NA,NA
1987-08-28,10.33,2.1,NA,NA,NA,NA,NA,NA
1987-09-04,10.63,2.2,NA,NA,NA,NA,NA,NA
1987-09-11,10.91,2.2,NA,NA,NA,NA,NA,NA
1987-09-18,10.99,2.3,NA,NA,NA,NA,NA,NA
1987-09-25,11.02,2.2,NA,NA,NA,NA,NA,NA
1987-10-02,11.18,2.3,NA,NA,NA,NA,NA,NA
1987-10-09,11.21,2.2,NA,NA,NA,NA,NA,NA
1987-10-16,11.58,2.3,NA,NA,NA,NA,NA,NA
1987-10-23,11.36,2.2,NA,NA,NA,NA,NA,NA
1987-10-30,10.97,2.2,NA,NA,NA,NA,NA,NA
1987-11-06,10.79,2.1,NA,NA,NA,NA,NA,NA
1987-11-13,10.66,2.1,NA,NA,NA,NA,NA,NA
1987-11-20,10.6,2,NA,NA,NA,NA,NA,NA
1987-11-27,10.55,2,NA,NA,NA,NA,NA,NA
1987-12-04,10.6,2.1,NA,NA,NA,NA,NA,NA
1987-12-11,10.66,2.2,NA,NA,NA,NA,NA,NA
1987-12-18,10.69,2.2,NA,NA,NA,NA,NA,NA
1987-12-25,10.64,2.2,NA,NA,NA,NA,NA,NA
1987-12-31,10.61,2,NA,NA,NA,NA,NA,NA
1988-01-08,10.5,2,NA,NA,NA,NA,NA,NA
1988-01-15,10.53,2,NA,NA,NA,NA,NA,NA
1988-01-22,10.34,2,NA,NA,NA,NA,NA,NA
1988-01-29,10.16,2,NA,NA,NA,NA,NA,NA
1988-02-05,9.94,2,NA,NA,NA,NA,NA,NA
1988-02-12,9.84,2.1,NA,NA,NA,NA,NA,NA
1988-02-19,9.92,2.1,NA,NA,NA,NA,NA,NA
1988-02-26,9.87,2.1,NA,NA,NA,NA,NA,NA
1988-03-04,9.85,2,NA,NA,NA,NA,NA,NA
1988-03-11,9.96,2,NA,NA,NA,NA,NA,NA
1988-03-18,9.92,2,NA,NA,NA,NA,NA,NA
1988-03-25,9.99,2.1,NA,NA,NA,NA,NA,NA
1988-04-01,10.05,2.1,NA,NA,NA,NA,NA,NA
1988-04-08,10.19,2.2,NA,NA,NA,NA,NA,NA
1988-04-15,10.19,2.1,NA,NA,NA,NA,NA,NA
1988-04-22,10.3,2.2,NA,NA,NA,NA,NA,NA
1988-04-29,10.28,2.1,NA,NA,NA,NA,NA,NA
1988-05-06,10.32,2.2,NA,NA,NA,NA,NA,NA
1988-05-13,10.4,2.1,NA,NA,NA,NA,NA,NA
1988-05-20,10.52,2.1,NA,NA,NA,NA,NA,NA
1988-05-27,10.58,2.1,NA,NA,NA,NA,NA,NA
1988-06-03,10.58,2.1,NA,NA,NA,NA,NA,NA
1988-06-10,10.51,2,NA,NA,NA,NA,NA,NA
1988-06-17,10.35,2,NA,NA,NA,NA,NA,NA
1988-06-24,10.4,2,NA,NA,NA,NA,NA,NA
1988-07-01,10.39,2,NA,NA,NA,NA,NA,NA
1988-07-08,10.38,2,NA,NA,NA,NA,NA,NA
1988-07-15,10.44,2,NA,NA,NA,NA,NA,NA
1988-07-22,10.46,2.1,NA,NA,NA,NA,NA,NA
1988-07-29,10.49,2.1,NA,NA,NA,NA,NA,NA
1988-08-05,10.44,2,NA,NA,NA,NA,NA,NA
1988-08-12,10.57,2.2,NA,NA,NA,NA,NA,NA
1988-08-19,10.71,2.3,NA,NA,NA,NA,NA,NA
1988-08-26,10.67,2.2,NA,NA,NA,NA,NA,NA
1988-09-02,10.65,2.4,NA,NA,NA,NA,NA,NA
1988-09-09,10.53,2.1,NA,NA,NA,NA,NA,NA
1988-09-16,10.4,2,NA,NA,NA,NA,NA,NA
1988-09-23,10.4,2,NA,NA,NA,NA,NA,NA
1988-09-30,10.42,2.1,NA,NA,NA,NA,NA,NA
1988-10-07,10.38,1.9,NA,NA,NA,NA,NA,NA
1988-10-14,10.33,1.9,NA,NA,NA,NA,NA,NA
1988-10-21,10.28,1.9,NA,NA,NA,NA,NA,NA
1988-10-28,10.22,1.9,NA,NA,NA,NA,NA,NA
1988-11-04,10.12,1.9,NA,NA,NA,NA,NA,NA
1988-11-11,10.24,2,NA,NA,NA,NA,NA,NA
1988-11-18,10.31,2.2,NA,NA,NA,NA,NA,NA
1988-11-25,10.39,2.1,NA,NA,NA,NA,NA,NA
1988-12-02,10.44,2.1,NA,NA,NA,NA,NA,NA
1988-12-09,10.46,2,NA,NA,NA,NA,NA,NA
1988-12-16,10.71,2.2,NA,NA,NA,NA,NA,NA
1988-12-23,10.68,2.2,NA,NA,NA,NA,NA,NA
1988-12-30,10.77,2.2,NA,NA,NA,NA,NA,NA
1989-01-06,10.8,2.2,NA,NA,NA,NA,NA,NA
1989-01-13,10.81,2.1,NA,NA,NA,NA,NA,NA
1989-01-20,10.71,2,NA,NA,NA,NA,NA,NA
1989-01-27,10.6,2.1,NA,NA,NA,NA,NA,NA
1989-02-03,10.55,2.1,NA,NA,NA,NA,NA,NA
1989-02-10,10.56,2,NA,NA,NA,NA,NA,NA
1989-02-17,10.69,2.2,NA,NA,NA,NA,NA,NA
1989-02-24,10.78,2.3,NA,NA,NA,NA,NA,NA
1989-03-03,10.91,2.3,NA,NA,NA,NA,NA,NA
1989-03-10,10.86,2.2,NA,NA,NA,NA,NA,NA
1989-03-17,10.98,2.1,NA,NA,NA,NA,NA,NA
1989-03-24,11.22,2.2,NA,NA,NA,NA,NA,NA
1989-03-31,11.19,2.2,NA,NA,NA,NA,NA,NA
1989-04-07,11.07,2.2,NA,NA,NA,NA,NA,NA
1989-04-14,11.11,2.2,NA,NA,NA,NA,NA,NA
1989-04-21,10.99,2.1,NA,NA,NA,NA,NA,NA
1989-04-28,11.03,2.1,NA,NA,NA,NA,NA,NA
1989-05-05,10.97,2.1,NA,NA,NA,NA,NA,NA
1989-05-12,10.93,2.2,NA,NA,NA,NA,NA,NA
1989-05-19,10.69,2,NA,NA,NA,NA,NA,NA
1989-05-26,10.5,2,NA,NA,NA,NA,NA,NA
1989-06-02,10.48,2,NA,NA,NA,NA,NA,NA
1989-06-09,10.2,2.1,NA,NA,NA,NA,NA,NA
1989-06-16,10.04,2.1,NA,NA,NA,NA,NA,NA
1989-06-23,10.19,2.1,NA,NA,NA,NA,NA,NA
1989-06-30,10.07,2.1,NA,NA,NA,NA,NA,NA
1989-07-07,10.03,2.1,NA,NA,NA,NA,NA,NA
1989-07-14,9.82,2.1,NA,NA,NA,NA,NA,NA
1989-07-21,9.87,2,NA,NA,NA,NA,NA,NA
1989-07-28,9.81,2.1,NA,NA,NA,NA,NA,NA
1989-08-04,9.68,2,NA,NA,NA,NA,NA,NA
1989-08-11,9.96,2.1,NA,NA,NA,NA,NA,NA
1989-08-18,10.09,2.1,NA,NA,NA,NA,NA,NA
1989-08-25,10.21,2,NA,NA,NA,NA,NA,NA
1989-09-01,10.22,1.9,NA,NA,NA,NA,NA,NA
1989-09-08,10.17,2,NA,NA,NA,NA,NA,NA
1989-09-15,10.05,2,NA,NA,NA,NA,NA,NA
1989-09-22,10.03,2,NA,NA,NA,NA,NA,NA
1989-09-29,10.16,2.1,NA,NA,NA,NA,NA,NA
1989-10-06,10.1,2.1,NA,NA,NA,NA,NA,NA
1989-10-13,9.95,2,NA,NA,NA,NA,NA,NA
1989-10-20,9.92,2,NA,NA,NA,NA,NA,NA
1989-10-27,9.82,2,NA,NA,NA,NA,NA,NA
1989-11-03,9.82,2,NA,NA,NA,NA,NA,NA
1989-11-10,9.79,1.9,NA,NA,NA,NA,NA,NA
1989-11-17,9.72,2,NA,NA,NA,NA,NA,NA
1989-11-24,9.74,2,NA,NA,NA,NA,NA,NA
1989-12-01,9.74,2,NA,NA,NA,NA,NA,NA
1989-12-08,9.76,2,NA,NA,NA,NA,NA,NA
1989-12-15,9.75,1.9,NA,NA,NA,NA,NA,NA
1989-12-22,9.69,2,NA,NA,NA,NA,NA,NA
1989-12-29,9.78,2,NA,NA,NA,NA,NA,NA
1990-01-05,9.83,2,NA,NA,NA,NA,NA,NA
1990-01-12,9.8,2,NA,NA,NA,NA,NA,NA
1990-01-19,9.9,2.1,NA,NA,NA,NA,NA,NA
1990-01-26,10.05,2.1,NA,NA,NA,NA,NA,NA
1990-02-02,10.17,2.1,NA,NA,NA,NA,NA,NA
1990-02-09,10.21,2.1,NA,NA,NA,NA,NA,NA
1990-02-16,10.1,2.1,NA,NA,NA,NA,NA,NA
1990-02-23,10.31,2.1,NA,NA,NA,NA,NA,NA
1990-03-02,10.23,2.1,NA,NA,NA,NA,NA,NA
1990-03-09,10.29,2.1,NA,NA,NA,NA,NA,NA
1990-03-16,10.34,2,NA,NA,NA,NA,NA,NA
1990-03-23,10.26,2,NA,NA,NA,NA,NA,NA
1990-03-30,10.22,2.1,NA,NA,NA,NA,NA,NA
1990-04-06,10.26,2,NA,NA,NA,NA,NA,NA
1990-04-13,10.25,2,NA,NA,NA,NA,NA,NA
1990-04-20,10.41,2.1,NA,NA,NA,NA,NA,NA
1990-04-27,10.56,2.1,NA,NA,NA,NA,NA,NA
1990-05-04,10.67,2.1,NA,NA,NA,NA,NA,NA
1990-05-11,10.54,2,NA,NA,NA,NA,NA,NA
1990-05-18,10.37,2,NA,NA,NA,NA,NA,NA
1990-05-25,10.33,2,NA,NA,NA,NA,NA,NA
1990-06-01,10.29,2,NA,NA,NA,NA,NA,NA
1990-06-08,10.1,2,NA,NA,NA,NA,NA,NA
1990-06-15,10.12,2,NA,NA,NA,NA,NA,NA
1990-06-22,10.16,2,NA,NA,NA,NA,NA,NA
1990-06-29,10.15,2,NA,NA,NA,NA,NA,NA
1990-07-06,10.06,1.9,NA,NA,NA,NA,NA,NA
1990-07-13,10.11,2,NA,NA,NA,NA,NA,NA
1990-07-20,9.99,2,NA,NA,NA,NA,NA,NA
1990-07-27,9.98,2,NA,NA,NA,NA,NA,NA
1990-08-03,9.84,1.9,NA,NA,NA,NA,NA,NA
1990-08-10,10.08,2.1,NA,NA,NA,NA,NA,NA
1990-08-17,10.05,2,NA,NA,NA,NA,NA,NA
1990-08-24,10.29,2.1,NA,NA,NA,NA,NA,NA
1990-08-31,10.24,2.1,NA,NA,NA,NA,NA,NA
1990-09-07,10.19,2,NA,NA,NA,NA,NA,NA
1990-09-14,10.13,2,NA,NA,NA,NA,NA,NA
1990-09-21,10.16,2.1,NA,NA,NA,NA,NA,NA
1990-09-28,10.22,2.2,NA,NA,NA,NA,NA,NA
1990-10-05,10.08,2.1,NA,NA,NA,NA,NA,NA
1990-10-12,10.22,2.2,NA,NA,NA,NA,NA,NA
1990-10-19,10.24,2.2,NA,NA,NA,NA,NA,NA
1990-10-26,10.17,2.1,NA,NA,NA,NA,NA,NA
1990-11-02,10.13,2.1,NA,NA,NA,NA,NA,NA
1990-11-09,10.09,2.1,NA,NA,NA,NA,NA,NA
1990-11-16,10.02,2,NA,NA,NA,NA,NA,NA
1990-11-23,9.93,2.1,NA,NA,NA,NA,NA,NA
1990-11-30,9.9,2,NA,NA,NA,NA,NA,NA
1990-12-07,9.81,1.9,NA,NA,NA,NA,NA,NA
1990-12-14,9.56,1.9,NA,NA,NA,NA,NA,NA
1990-12-21,9.64,1.9,NA,NA,NA,NA,NA,NA
1990-12-28,9.68,2,NA,NA,NA,NA,NA,NA
1991-01-04,9.56,1.9,NA,NA,NA,NA,NA,NA
1991-01-11,9.63,2.1,NA,NA,NA,NA,NA,NA
1991-01-18,9.75,2.2,NA,NA,NA,NA,NA,NA
1991-01-25,9.61,2,NA,NA,NA,NA,NA,NA
1991-02-01,9.56,2,NA,NA,NA,NA,NA,NA
1991-02-08,9.36,1.9,NA,NA,NA,NA,NA,NA
1991-02-15,9.25,2,NA,NA,NA,NA,NA,NA
1991-02-22,9.29,2.1,NA,NA,NA,NA,NA,NA
1991-03-01,9.4,2.1,NA,NA,NA,NA,NA,NA
1991-03-08,9.49,2.1,NA,NA,NA,NA,NA,NA
1991-03-15,9.5,2,NA,NA,NA,NA,NA,NA
1991-03-22,9.59,2.1,NA,NA,NA,NA,NA,NA
1991-03-29,9.52,2.1,NA,NA,NA,NA,NA,NA
1991-04-05,9.49,2,NA,NA,NA,NA,NA,NA
1991-04-12,9.48,2,NA,NA,NA,NA,NA,NA
1991-04-19,9.47,2,NA,NA,NA,NA,NA,NA
1991-04-26,9.53,2.1,NA,NA,NA,NA,NA,NA
1991-05-03,9.47,1.9,NA,NA,NA,NA,NA,NA
1991-05-10,9.47,1.9,NA,NA,NA,NA,NA,NA
1991-05-17,9.5,2.1,NA,NA,NA,NA,NA,NA
1991-05-24,9.47,2,NA,NA,NA,NA,NA,NA
1991-05-31,9.45,1.9,NA,NA,NA,NA,NA,NA
1991-06-07,9.48,2,NA,NA,NA,NA,NA,NA
1991-06-14,9.66,2.2,NA,NA,NA,NA,NA,NA
1991-06-21,9.65,2,NA,NA,NA,NA,NA,NA
1991-06-28,9.67,2.1,NA,NA,NA,NA,NA,NA
1991-07-05,9.62,2,NA,NA,NA,NA,NA,NA
1991-07-12,9.64,2,NA,NA,NA,NA,NA,NA
1991-07-19,9.54,2,NA,NA,NA,NA,NA,NA
1991-07-26,9.5,1.9,NA,NA,NA,NA,NA,NA
1991-08-02,9.44,2,NA,NA,NA,NA,NA,NA
1991-08-09,9.27,1.8,NA,NA,NA,NA,NA,NA
1991-08-16,9.19,1.9,NA,NA,NA,NA,NA,NA
1991-08-23,9.17,1.9,NA,NA,NA,NA,NA,NA
1991-08-30,9.15,1.9,8.77,1.9,NA,NA,NA,NA
1991-09-06,9.14,1.9,8.79,1.8,NA,NA,NA,NA
1991-09-13,9.02,1.9,8.68,1.8,NA,NA,NA,NA
1991-09-20,8.95,1.9,8.62,1.8,NA,NA,NA,NA
1991-09-27,8.92,1.8,8.59,1.8,NA,NA,NA,NA
1991-10-04,8.87,1.8,8.51,1.8,NA,NA,NA,NA
1991-10-11,8.82,1.8,8.46,1.8,NA,NA,NA,NA
1991-10-18,8.82,1.9,8.45,1.8,NA,NA,NA,NA
1991-10-25,8.91,1.9,8.51,1.8,NA,NA,NA,NA
1991-11-01,8.78,1.8,8.41,1.7,NA,NA,NA,NA
1991-11-08,8.76,1.7,8.36,1.7,NA,NA,NA,NA
1991-11-15,8.69,1.8,8.32,1.7,NA,NA,NA,NA
1991-11-22,8.63,1.8,8.25,1.7,NA,NA,NA,NA
1991-11-29,8.7,1.9,8.29,1.8,NA,NA,NA,NA
1991-12-06,8.62,1.8,8.21,1.7,NA,NA,NA,NA
1991-12-13,8.53,1.7,8.1,1.7,NA,NA,NA,NA
1991-12-20,8.49,1.8,8.07,1.7,NA,NA,NA,NA
1991-12-27,8.35,1.8,7.9,1.7,NA,NA,NA,NA
1992-01-03,8.24,1.7,7.79,1.7,NA,NA,NA,NA
1992-01-10,8.23,1.6,7.79,1.6,NA,NA,NA,NA
1992-01-17,8.45,1.8,8.03,1.8,NA,NA,NA,NA
1992-01-24,8.56,1.8,8.14,1.8,NA,NA,NA,NA
1992-01-31,8.68,2.1,8.28,2,NA,NA,NA,NA
1992-02-07,8.67,1.7,8.3,1.7,NA,NA,NA,NA
1992-02-14,8.73,1.9,8.36,1.8,NA,NA,NA,NA
1992-02-21,8.82,1.9,8.43,1.9,NA,NA,NA,NA
1992-02-28,8.83,1.8,8.44,1.8,NA,NA,NA,NA
1992-03-06,8.85,1.9,8.48,1.8,NA,NA,NA,NA
1992-03-13,8.88,1.9,8.51,1.8,NA,NA,NA,NA
1992-03-20,9.03,1.8,8.69,1.8,NA,NA,NA,NA
1992-03-27,8.98,1.8,8.63,1.7,NA,NA,NA,NA
1992-04-03,8.96,1.7,8.57,1.7,NA,NA,NA,NA
1992-04-10,8.84,1.6,8.44,1.6,NA,NA,NA,NA
1992-04-17,8.76,1.6,8.38,1.5,NA,NA,NA,NA
1992-04-24,8.85,1.8,8.49,1.7,NA,NA,NA,NA
1992-05-01,8.84,1.8,8.46,1.7,NA,NA,NA,NA
1992-05-08,8.75,1.6,8.38,1.5,NA,NA,NA,NA
1992-05-15,8.64,1.6,8.26,1.5,NA,NA,NA,NA
1992-05-22,8.53,1.6,8.16,1.4,NA,NA,NA,NA
1992-05-29,8.6,1.8,8.21,1.7,NA,NA,NA,NA
1992-06-05,8.59,1.8,8.18,1.6,NA,NA,NA,NA
1992-06-12,8.54,1.6,8.12,1.5,NA,NA,NA,NA
1992-06-19,8.48,1.6,8.03,1.5,NA,NA,NA,NA
1992-06-26,8.43,1.6,7.98,1.6,NA,NA,NA,NA
1992-07-03,8.29,1.5,7.84,1.4,NA,NA,NA,NA
1992-07-10,8.13,1.5,7.67,1.5,NA,NA,NA,NA
1992-07-17,8.09,1.6,7.63,1.5,NA,NA,NA,NA
1992-07-24,8.08,1.6,7.61,1.5,NA,NA,NA,NA
1992-07-31,8.05,1.7,7.6,1.6,NA,NA,NA,NA
1992-08-07,8.06,1.6,7.59,1.5,NA,NA,NA,NA
1992-08-14,7.96,1.6,7.48,1.6,NA,NA,NA,NA
1992-08-21,7.87,1.7,7.38,1.5,NA,NA,NA,NA
1992-08-28,8.01,1.8,7.51,1.7,NA,NA,NA,NA
1992-09-04,7.94,1.7,7.44,1.6,NA,NA,NA,NA
1992-09-11,7.84,1.6,7.33,1.5,NA,NA,NA,NA
1992-09-18,7.89,1.7,7.37,1.7,NA,NA,NA,NA
1992-09-24,8.02,1.7,7.48,1.6,NA,NA,NA,NA
1992-10-02,7.93,1.6,7.37,1.5,NA,NA,NA,NA
1992-10-09,8.01,1.8,7.46,1.7,NA,NA,NA,NA
1992-10-16,8.06,1.7,7.51,1.7,NA,NA,NA,NA
1992-10-23,8.23,2,7.71,1.9,NA,NA,NA,NA
1992-10-30,8.21,1.9,7.68,1.8,NA,NA,NA,NA
1992-11-06,8.29,2,7.75,1.9,NA,NA,NA,NA
1992-11-13,8.32,2,7.79,1.9,NA,NA,NA,NA
1992-11-20,8.32,1.8,7.83,1.8,NA,NA,NA,NA
1992-11-27,8.29,1.8,7.81,1.7,NA,NA,NA,NA
1992-12-04,8.34,1.8,7.87,1.7,NA,NA,NA,NA
1992-12-11,8.23,1.6,7.77,1.6,NA,NA,NA,NA
1992-12-18,8.19,1.6,7.74,1.6,NA,NA,NA,NA
1992-12-25,8.13,1.5,7.65,1.5,NA,NA,NA,NA
1992-12-31,8.14,1.6,7.68,1.6,NA,NA,NA,NA
1993-01-08,8.07,1.6,7.6,1.6,NA,NA,NA,NA
1993-01-15,8.04,1.6,7.56,1.6,NA,NA,NA,NA
1993-01-22,8,1.7,7.51,1.6,NA,NA,NA,NA
1993-01-29,7.86,1.5,7.37,1.6,NA,NA,NA,NA
1993-02-05,7.8,1.5,7.29,1.6,NA,NA,NA,NA
1993-02-12,7.75,1.6,7.25,1.6,NA,NA,NA,NA
1993-02-19,7.65,1.5,7.12,1.5,NA,NA,NA,NA
1993-02-26,7.53,1.5,7.02,1.5,NA,NA,NA,NA
1993-03-05,7.44,1.5,6.91,1.5,NA,NA,NA,NA
1993-03-12,7.47,1.6,6.97,1.6,NA,NA,NA,NA
1993-03-19,7.57,1.7,7.07,1.7,NA,NA,NA,NA
1993-03-26,7.5,1.7,7.01,1.7,NA,NA,NA,NA
1993-04-02,7.53,1.7,7.03,1.8,NA,NA,NA,NA
1993-04-09,7.57,1.8,7.07,1.8,NA,NA,NA,NA
1993-04-16,7.45,1.6,6.93,1.6,NA,NA,NA,NA
1993-04-23,7.38,1.6,6.86,1.7,NA,NA,NA,NA
1993-04-30,7.43,1.8,6.91,1.8,NA,NA,NA,NA
1993-05-07,7.42,1.7,6.88,1.7,NA,NA,NA,NA
1993-05-14,7.42,1.8,6.86,1.8,NA,NA,NA,NA
1993-05-21,7.52,1.8,6.98,1.8,NA,NA,NA,NA
1993-05-28,7.5,1.8,6.99,1.8,NA,NA,NA,NA
1993-06-04,7.47,1.7,6.97,1.7,NA,NA,NA,NA
1993-06-11,7.48,1.7,6.98,1.7,NA,NA,NA,NA
1993-06-18,7.38,1.6,6.87,1.6,NA,NA,NA,NA
1993-06-25,7.34,1.5,6.84,1.5,NA,NA,NA,NA
1993-07-02,7.23,1.5,6.76,1.5,NA,NA,NA,NA
1993-07-09,7.19,1.6,6.71,1.5,NA,NA,NA,NA
1993-07-16,7.16,1.6,6.67,1.6,NA,NA,NA,NA
1993-07-23,7.2,1.7,6.7,1.7,NA,NA,NA,NA
1993-07-30,7.25,1.7,6.75,1.6,NA,NA,NA,NA
1993-08-06,7.21,1.6,6.72,1.6,NA,NA,NA,NA
1993-08-13,7.17,1.5,6.68,1.5,NA,NA,NA,NA
1993-08-20,7.1,1.4,6.62,1.5,NA,NA,NA,NA
1993-08-27,6.97,1.4,6.49,1.4,NA,NA,NA,NA
1993-09-03,6.93,1.4,6.45,1.5,NA,NA,NA,NA
1993-09-10,6.82,1.4,6.35,1.4,NA,NA,NA,NA
1993-09-17,6.96,1.6,6.49,1.5,NA,NA,NA,NA
1993-09-24,6.95,1.6,6.47,1.6,NA,NA,NA,NA
1993-10-01,6.89,1.5,6.41,1.4,NA,NA,NA,NA
1993-10-08,6.87,1.5,6.39,1.5,NA,NA,NA,NA
1993-10-15,6.81,1.5,6.36,1.4,NA,NA,NA,NA
1993-10-22,6.74,1.5,6.31,1.5,NA,NA,NA,NA
1993-10-29,6.86,1.5,6.4,1.5,NA,NA,NA,NA
1993-11-05,7.11,1.4,6.65,1.4,NA,NA,NA,NA
1993-11-12,7.12,1.5,6.64,1.4,NA,NA,NA,NA
1993-11-19,7.08,1.6,6.62,1.5,NA,NA,NA,NA
1993-11-26,7.31,1.7,6.84,1.6,NA,NA,NA,NA
1993-12-04,7.25,1.7,6.74,1.7,NA,NA,NA,NA
1993-12-10,7.14,1.6,6.65,1.6,NA,NA,NA,NA
1993-12-17,7.17,1.7,6.7,1.7,NA,NA,NA,NA
1993-12-24,7.17,1.7,6.69,1.6,NA,NA,NA,NA
1993-12-31,7.13,1.6,6.63,1.6,NA,NA,NA,NA
1994-01-07,7.23,1.6,6.74,1.6,NA,NA,NA,NA
1994-01-14,6.99,1.7,6.48,1.7,NA,NA,NA,NA
1994-01-21,7.05,1.7,6.57,1.7,NA,NA,NA,NA
1994-01-28,6.97,1.7,6.47,1.7,NA,NA,NA,NA
1994-02-04,6.97,1.7,6.46,1.7,NA,NA,NA,NA
1994-02-11,7.21,1.8,6.72,1.7,NA,NA,NA,NA
1994-02-18,7.11,1.8,6.64,1.7,NA,NA,NA,NA
1994-02-25,7.32,1.7,6.8,1.7,NA,NA,NA,NA
1994-03-04,7.51,1.7,7.01,1.7,NA,NA,NA,NA
1994-03-11,7.63,1.6,7.15,1.7,NA,NA,NA,NA
1994-03-18,7.76,1.7,7.27,1.7,NA,NA,NA,NA
1994-03-25,7.8,1.7,7.3,1.7,NA,NA,NA,NA
1994-04-01,8.04,1.7,7.55,1.7,NA,NA,NA,NA
1994-04-08,8.47,1.7,7.91,1.6,NA,NA,NA,NA
1994-04-15,8.26,1.8,7.72,1.8,NA,NA,NA,NA
1994-04-22,8.49,1.8,7.97,1.7,NA,NA,NA,NA
1994-04-29,8.32,1.8,7.85,1.7,NA,NA,NA,NA
1994-05-06,8.53,1.8,8.03,1.7,NA,NA,NA,NA
1994-05-13,8.77,1.8,8.25,1.7,NA,NA,NA,NA
1994-05-20,8.56,1.8,8.04,1.7,NA,NA,NA,NA
1994-05-27,8.53,1.8,7.99,1.8,NA,NA,NA,NA
1994-06-03,8.55,1.8,8.02,1.8,NA,NA,NA,NA
1994-06-10,8.25,1.8,7.79,1.8,NA,NA,NA,NA
1994-06-17,8.33,1.8,7.83,1.8,NA,NA,NA,NA
1994-06-24,8.46,1.8,8,1.7,NA,NA,NA,NA
1994-07-01,8.57,1.7,8.07,1.7,NA,NA,NA,NA
1994-07-08,8.68,1.8,8.15,1.7,NA,NA,NA,NA
1994-07-15,8.72,1.8,8.2,1.8,NA,NA,NA,NA
1994-07-22,8.53,1.8,8.05,1.7,NA,NA,NA,NA
1994-07-29,8.57,1.9,8.09,1.8,NA,NA,NA,NA
1994-08-05,8.38,1.8,7.9,1.8,NA,NA,NA,NA
1994-08-12,8.57,1.8,8.08,1.8,NA,NA,NA,NA
1994-08-19,8.54,1.8,8.05,1.7,NA,NA,NA,NA
1994-08-26,8.56,1.8,8.05,1.8,NA,NA,NA,NA
1994-09-02,8.48,1.8,7.96,1.8,NA,NA,NA,NA
1994-09-09,8.51,1.8,8.03,1.8,NA,NA,NA,NA
1994-09-16,8.66,1.8,8.15,1.7,NA,NA,NA,NA
1994-09-23,8.73,1.8,8.21,1.8,NA,NA,NA,NA
1994-09-30,8.82,1.8,8.31,1.7,NA,NA,NA,NA
1994-10-07,8.89,1.8,8.38,1.8,NA,NA,NA,NA
1994-10-14,8.93,1.8,8.4,1.7,NA,NA,NA,NA
1994-10-21,8.85,1.8,8.3,1.8,NA,NA,NA,NA
1994-10-28,9.03,1.8,8.47,1.8,NA,NA,NA,NA
1994-11-04,9.05,1.9,8.51,1.8,NA,NA,NA,NA
1994-11-11,9.19,1.8,8.67,1.8,NA,NA,NA,NA
1994-11-18,9.19,1.8,8.71,1.7,NA,NA,NA,NA
1994-11-25,9.25,1.8,8.77,1.7,NA,NA,NA,NA
1994-12-02,9.23,1.8,8.76,1.8,NA,NA,NA,NA
1994-12-09,9.15,1.8,8.77,1.8,NA,NA,NA,NA
1994-12-16,9.25,1.8,8.89,1.8,NA,NA,NA,NA
1994-12-23,9.18,1.8,8.79,1.8,NA,NA,NA,NA
1994-12-30,9.18,1.8,8.81,1.8,NA,NA,NA,NA
1995-01-06,9.22,1.8,8.87,1.8,NA,NA,NA,NA
1995-01-13,9.19,1.8,8.85,1.8,NA,NA,NA,NA
1995-01-20,9.05,1.8,8.7,1.8,NA,NA,NA,NA
1995-01-27,9.13,1.9,8.76,1.8,NA,NA,NA,NA
1995-02-03,8.94,1.8,8.59,1.8,NA,NA,NA,NA
1995-02-10,8.8,1.9,8.45,1.8,NA,NA,NA,NA
1995-02-17,8.84,1.9,8.46,1.8,NA,NA,NA,NA
1995-02-24,8.73,1.9,8.34,1.9,NA,NA,NA,NA
1995-03-03,8.53,1.8,8.15,1.8,NA,NA,NA,NA
1995-03-10,8.62,1.9,8.24,1.8,NA,NA,NA,NA
1995-03-17,8.38,1.8,8,1.8,NA,NA,NA,NA
1995-03-24,8.4,1.8,7.97,1.8,NA,NA,NA,NA
1995-03-31,8.38,1.8,7.96,1.7,NA,NA,NA,NA
1995-04-07,8.41,1.9,7.99,1.7,NA,NA,NA,NA
1995-04-14,8.37,1.9,7.93,1.8,NA,NA,NA,NA
1995-04-21,8.24,1.9,7.8,1.8,NA,NA,NA,NA
1995-04-28,8.26,1.9,7.8,1.8,NA,NA,NA,NA
1995-05-05,8.27,1.9,7.8,1.8,NA,NA,NA,NA
