file,language,blank,comment,code,pkg_name,version
1,C,165,125,539,MSGLasso,2.1
5,R,76,7,263,MSGLasso,2.1
2,HTML,56,2,877,msgl,2.3.9
12,R,210,928,851,msgl,2.3.9
3,C/C++ Header,83,39,163,msgl,2.3.9
1,C++,34,50,47,msgl,2.3.9
4,R,135,79,675,msgpackR,1.1
1,C,369,187,946,msgps,1.3.1
15,R,141,131,723,msgps,1.3.1
33,R,47,454,791,MSG,0.3
1,Markdown,1,0,2,MSG,0.3
1,HTML,27,1,372,msigdbr,6.2.1
2,Markdown,22,0,64,msigdbr,6.2.1
5,R,32,58,64,msigdbr,6.2.1
2,C,47,6,1306,mSimCC,0.0.1
14,R,26,2,786,mSimCC,0.0.1
1,HTML,566,1,5771,msir,1.3.2
8,R,75,208,970,msir,1.3.2
1,CSS,38,6,227,msir,1.3.2
1,Markdown,11,0,25,msir,1.3.2
4,R,25,36,160,MSIseq,1.0.0
5,R,15,908,2267,msltrend,1.0
1,HTML,476,12,1700,msma,1.2
2,R,197,553,786,msma,1.2
49,R,1376,2007,2985,msme,0.5.3
9,R,55,591,1133,msmtools,1.3
1,HTML,37,1,509,msmtools,1.3
2,Markdown,59,0,128,msmtools,1.3
8,R,1,155,8,MSMwRA,1.3
25,R,879,909,7868,msm,1.6.7
6,C,277,302,3310,msm,1.6.7
3,C/C++ Header,16,7,127,msm,1.6.7
1,TeX,2,1,14,msm,1.6.7
27,R,50,1223,464,msos,1.1.0
2,Markdown,11,0,28,msos,1.1.0
1,R,1741,829,3700,MSPRT,2.0
11,R,141,65,535,MSQC,1.0.2
27,C++,1052,740,5154,mssm,0.1.2
19,C/C++ Header,322,218,1716,mssm,0.1.2
2,Markdown,306,0,1269,mssm,0.1.2
15,R,252,788,1006,mssm,0.1.2
8,R,44,94,250,mssqlR,1.0.0
1,Markdown,0,0,2,mssqlR,1.0.0
5,R,530,745,1578,msSurv,1.2-2
28,R,262,613,2525,mstate,0.2.11
2,C,10,85,155,mstate,0.2.11
11,R,316,528,963,mstherm,0.4.7
5,RobotFramework,0,0,682,mstherm,0.4.7
1,HTML,93,3,362,mstherm,0.4.7
2,Markdown,21,0,55,mstherm,0.4.7
1,HTML,26,1,321,mstknnclust,0.1.0
4,R,229,406,208,mstknnclust,0.1.0
13,R,165,423,548,mstrio,10.11.1
1,HTML,34,1,143,mstrio,10.11.1
2,Markdown,17,0,43,mstrio,10.11.1
17,R,31,3,1559,mstR,1.2
28,R,58,69,1120,MST,2.1
9,R,82,379,218,msu,0.0.1
3,R,219,155,1080,MSwM,1.4
2,HTML,54,2,1620,MTA,0.1.2
9,R,54,494,189,MTA,0.1.2
1,Markdown,9,0,21,MTA,0.1.2
2,HTML,64,2,1166,mtconnectR,1.2.1
26,R,373,648,1084,mtconnectR,1.2.1
2,XML,0,2,257,mtconnectR,1.2.1
1,Markdown,64,0,98,mtconnectR,1.2.1
1,R,18,1,74,MTDrh,0.1.0
3,R,157,265,336,MTE,1.0.0
1,Markdown,24,0,96,mthapower,0.1.1
2,R,5,90,90,mthapower,0.1.1
46,R,1388,3602,5434,mtk,1.0
5,XML,41,0,602,mtk,1.0
16,R,284,388,943,MTLR,0.2.1
5,SVG,0,0,581,MTLR,0.2.1
1,HTML,30,1,259,MTLR,0.2.1
2,C++,68,85,220,MTLR,0.2.1
2,Markdown,15,0,71,MTLR,0.2.1
9,R,53,434,3205,MtreeRing,1.3.1
2,Markdown,48,0,88,MtreeRing,1.3.1
2,R,155,155,697,mtsdi,0.3.5
19,R,268,1660,638,MTSYS,1.2.0
2,Markdown,25,0,64,MTSYS,1.2.0
5,R,276,1490,10173,MTS,1.0
1,C++,204,155,802,MTS,1.0
1,Markdown,5,0,19,MTS,1.0
5,R,70,39,167,MUCflights,0.0-3
1,Bourne Again Shell,2,0,2,MUCflights,0.0-3
3,R,33,171,371,MuChPoint,0.6.1
2,C++,17,15,62,MuChPoint,0.6.1
1,Markdown,10,0,17,muckrock,0.1.0
4,R,0,137,4,muckrock,0.1.0
25,R,911,1787,3928,mudata2,1.0.6
2,HTML,55,2,1128,mudata2,1.0.6
1,Markdown,24,0,90,mudata2,1.0.6
3,C,42,446,956,mudens,1.3.2
6,R,36,250,357,mudens,1.3.2
3,C/C++ Header,9,8,50,mudens,1.3.2
33,R,114,44,1192,mudfold,1.1.1
1,Markdown,4,0,6,mudfold,1.1.1
1,HTML,26,1,80,mueRelativeRisk,0.1.1
4,R,34,59,65,mueRelativeRisk,0.1.1
1,Markdown,4,0,2,mueRelativeRisk,0.1.1
10,R,142,65,1044,MuFiCokriging,1.2
1,Fortran 77,388,246,665,muhaz,1.2.6.1
1,R,54,133,453,muhaz,1.2.6.1
4,R,144,307,341,muir,0.1.0
1,Markdown,24,0,64,muir,0.1.0
5,R,49,229,463,MullerPlot,0.1.2
1,HTML,26,1,213,MullerPlot,0.1.2
4,R,14,68,98,mulset,1.0.0
1,Markdown,14,0,46,mulset,1.0.0
2,R,1,1,106,MultAlloc,1.2
16,R,30,1370,885,multcompView,0.1-7
34,R,1423,1474,4193,multcomp,1.4-10
1,SAS,43,43,570,multcomp,1.4-10
1,TeX,7,0,65,multcomp,1.4-10
1,Bourne Shell,13,0,29,multcomp,1.4-10
3,R,50,78,269,multDM,1.0
6,R,242,423,719,multdyn,1.6
1,Markdown,35,0,104,multdyn,1.6
2,C++,32,32,84,multdyn,1.6
6,R,53,0,417,MultEq,2.3
1,R,127,400,720,multfisher,1.1
31,R,35,13,1480,multgee,1.6.0
5,R,81,542,1340,multiApply,2.0.1
1,Markdown,28,0,63,multiApply,2.0.1
5,R,81,67,484,multiAssetOptions,0.1-1
16,R,34,585,395,multiband,0.1.0
11,R,124,436,534,MultiBD,0.2.0
12,C++,111,98,462,MultiBD,0.2.0
2,C/C++ Header,124,123,348,MultiBD,0.2.0
2,Markdown,65,0,172,MultiBD,0.2.0
1,R,733,149,2793,multibiplotGUI,1.0
16,R,343,990,848,multicastR,1.2.0
2,Markdown,6,0,37,multicastR,1.2.0
5,R,90,124,384,multiCA,1.1
13,R,70,147,439,multichull,1.0.0
2,R,28,164,202,multicmp,1.1
1,C++,31,16,160,MultiCNVDetect,0.1-1
7,R,4,0,66,MultiCNVDetect,0.1-1
14,R,0,5,220,multiColl,1.0
12,R,146,333,667,multicolor,0.1.3
1,HTML,28,1,357,multicolor,0.1.3
2,Markdown,92,0,189,multicolor,0.1.3
61,R,51,19,1937,multicon,1.6
3,C++,87,73,325,multicool,0.1-10
1,C/C++ Header,29,6,138,multicool,0.1-10
8,R,38,8,132,multicool,0.1-10
1,Markdown,0,0,2,multicool,0.1-10
1,R,6,60,255,multicross,1.0.0
21,R,237,920,948,multiDimBio,1.1.1
4,R,212,368,1465,MultiFit,1.0.0
1,HTML,48,1,517,MultiFit,1.0.0
5,C++,36,31,293,MultiFit,1.0.0
1,Markdown,3,0,8,MultiFit,1.0.0
21,R,144,137,1304,multifluo,1.1
4,R,37,88,143,multifwf,0.2.2
1,Markdown,15,0,87,multifwf,0.2.2
6,R,63,200,221,MultiGHQuad,1.2.0
1,Markdown,4,0,7,MultiGHQuad,1.2.0
16,R,0,0,5161,multigraph,0.91
27,R,454,969,1627,multigroup,0.4.4
6,R,30,103,286,MultiJoin,0.1.1
1,R,140,122,388,multilaterals,1.0
22,R,49,184,1755,MultiLCIRT,2.11
2,Fortran 77,10,4,32,MultiLCIRT,2.11
1,C,4,4,15,MultiLCIRT,2.11
31,R,880,1150,3729,multilevelMatching,1.0.0
1,HTML,30,1,580,multilevelMatching,1.0.0
2,Markdown,61,0,126,multilevelMatching,1.0.0
30,R,192,757,2006,multilevelPSA,1.2.5
1,R,42,80,821,multilevel,2.6
4,R,561,1329,3472,multimark,2.1.0
6,C,287,535,2821,multimark,2.1.0
2,C/C++ Header,2,212,58,multimark,2.1.0
7,R,47,197,408,MultiMeta,0.1
2,R,706,109,2332,multimode,1.4
2,C,13,31,54,multimode,1.4
1,Fortran 90,22,4,36,multimode,1.4
1,R,28,7,203,multinbmod,1.0
17,R,41,291,236,multinets,0.2.1
5,C++,27,37,127,multinets,0.2.1
2,Markdown,33,0,72,multinets,0.2.1
683,C/C++ Header,34648,36589,178958,multinet,3.0.3
17,C,5865,2327,23219,multinet,3.0.3
92,C++,5530,2165,19323,multinet,3.0.3
4,R,115,19,542,multinet,3.0.3
2,R,5,9,118,MultinomialCI,1.0
60,R,607,2399,2953,multinomineq,0.2.1
4,C++,93,147,1079,multinomineq,0.2.1
1,HTML,32,1,588,multinomineq,0.2.1
1,C,4,4,68,multinomineq,0.2.1
1,C/C++ Header,10,1,15,multinomineq,0.2.1
11,R,263,506,2292,multinomRob,1.8-6.1
1,C++,84,45,365,multinomRob,1.8-6.1
9,R,26,3,180,MultiOrd,2.4.1
1,SVG,4,1,11358,multipanelfigure,2.0.2
15,R,91,773,826,multipanelfigure,2.0.2
2,HTML,160,22,787,multipanelfigure,2.0.2
1,Markdown,32,0,80,multipanelfigure,2.0.2
3,R,652,250,1279,multiPIM,1.4-3
9,R,75,167,279,MultipleBubbles,0.2.0
1,R,220,42,1178,multipleNCC,1.2-1
66,R,19,37,8905,multiplex,2.9
2,R,279,264,1156,MultiplierDEA,0.1.18
3,R,138,56,636,multipol,1.0-7
3,R,48,262,131,multiRDPG,1.0.1
2,R,206,394,525,multirich,2.1.1
1,HTML,29,1,91,multirich,2.1.1
13,R,14,9,449,MultiRNG,1.2.2
8,R,88,268,635,MultiRobust,1.0.5
11,R,23,38,252,multiROC,1.1.1
13,R,104,11,376,MultiRR,1.1
1,R,9,10,87,multiselect,0.1.0
30,R,384,1734,1212,multisensi,2.1-1
1,TeX,100,66,951,multisensi,2.1-1
1,R,177,293,1472,MultisiteMediation,0.0.2
6,R,103,76,233,MultiSkew,1.1.1
3,R,605,435,3325,multisom,1.3
2,C,26,14,287,multispatialCCM,1.0
6,R,35,45,284,multispatialCCM,1.0
16,R,402,541,1481,multistateutils,1.2.2
1,HTML,28,1,1050,multistateutils,1.2.2
2,Markdown,74,0,267,multistateutils,1.2.2
6,C++,68,24,255,multistateutils,1.2.2
4,C/C++ Header,25,3,114,multistateutils,1.2.2
12,R,1141,152,6313,multistate,0.2
14,R,58,50,257,MultiSV,0.0-67
10,R,238,599,1037,multitaper,1.0-14
2,Fortran 77,67,149,385,multitaper,1.0-14
1,Fortran 90,41,65,129,multitaper,1.0-14
1,C,4,4,29,multitaper,1.0-14
1,m4,9,0,24,multitaper,1.0-14
5,R,487,1154,1461,multivariance,2.2.0
2,C++,30,44,155,multivariance,2.2.0
3,C++,22,39,328,MultivariateRandomForest,1.1.5
9,R,32,68,202,MultivariateRandomForest,1.1.5
7,R,105,25,339,MultiVarMI,1.0
6,R,19,110,260,MultiVarSel,1.1.3
7,R,361,209,1040,multivator,1.1-9
4,R,86,336,428,multiviewtest,1.0
1,Markdown,0,0,2,multiviewtest,1.0
18,R,150,289,607,multiwave,1.4
3,R,9,7,235,MultiwayRegression,1.2
3,R,61,380,278,multiwayvcov,1.2.3
74,R,903,779,6459,multiway,1.0-6
8,Fortran 90,50,121,729,MultNonParam,1.2.6
15,R,1,229,300,MultNonParam,1.2.6
1,C,4,4,19,MultNonParam,1.2.6
1,make,0,0,8,MultNonParam,1.2.6
11,R,171,322,904,multxpert,0.1
23,R,6,5,1487,muma,1.4
82,R,1520,864,7622,MuMIn,1.43.6
3,R,125,221,263,mumm,0.2.1
1,C++,69,23,137,mumm,0.2.1
1,Markdown,0,0,1,mumm,0.2.1
3,R,94,30,591,munfold,0.3.5
30,R,1552,804,3414,munsellinterpol,2.5-1
2,HTML,71,2,750,munsellinterpol,2.5-1
1,TeX,31,207,310,munsellinterpol,2.5-1
1,Markdown,17,0,31,munsellinterpol,2.5-1
9,R,77,411,539,munsell,0.5.0
2,Markdown,47,0,108,munsell,0.5.0
9,R,74,62,243,muRL,0.1-11
1,R,55,51,332,murphydiagram,0.11
1,Markdown,2,0,4,murphydiagram,0.11
11,R,723,277,1393,muRty,0.3.0
1,Markdown,6,0,15,muRty,0.3.0
4,R,161,397,470,musica,0.1.3
1,HTML,38,2,292,musica,0.1.3
1,R,6,0,23,musicNMR,0.0.2
9,R,119,302,497,music,0.1.1
36,R,92,16,629,muStat,1.7.0
9,R,112,91,929,MUS,0.1.6
1,PO File,116,0,246,MUS,0.1.6
1,Markdown,10,0,12,MUS,0.1.6
96,Java,1145,554,4430,mutossGUI,0.1-11
3,R,17,7,98,mutossGUI,0.1-11
1,Ant,15,4,53,mutossGUI,0.1-11
28,R,878,436,3812,mutoss,0.1-12
1,HTML,0,5,28,mutoss,0.1-12
17,R,1,156,836,mutSignatures,1.2
3,R,8,4,109,mut,1.1
8,R,72,67,404,MuViCP,1.3.2
100,R,2283,2095,10464,mvabund,4.0.1
10,C++,486,841,3401,mvabund,4.0.1
3,C/C++ Header,52,162,533,mvabund,4.0.1
1,Markdown,5,0,7,mvabund,4.0.1
26,R,1698,1412,3315,MVar.pt,2.0.7
2,C,187,309,543,MVar.pt,2.0.7
26,R,1698,1412,3317,MVar,2.0.7
2,C,187,309,543,MVar,2.0.7
2,TeX,296,231,2657,MVA,1.0-6
11,R,598,867,1927,MVA,1.0-6
1,Bourne Shell,12,0,23,MVA,1.0-6
7,R,44,241,449,MvBinary,1.1
4,R,1753,877,9278,mvbutils,2.8.232
7,C++,113,113,1186,MVB,1.1
12,C/C++ Header,82,102,667,MVB,1.1
2,R,20,19,278,MVB,1.1
9,C++,179,355,1058,mvcluster,1.0
8,C/C++ Header,140,77,384,mvcluster,1.0
1,R,6,2,39,mvcluster,1.0
21,R,172,143,887,mvctm,1.2
1,R,24,290,202,mvcwt,1.3.1
5,R,153,274,460,mvc,1.3
1,Markdown,17,0,41,mvc,1.3
77,R,67,11,3322,mvdalab,1.4
2,Markdown,24,0,101,mvdalab,1.4
9,R,525,484,3428,mvglmmRank,1.2-2
3,R,60,47,214,mvgraphnorm,1.81
1,TeX,0,36,172,mvgraphnorm,1.81
12,R,50,75,345,mvinfluence,0.8-3
16,R,81,663,813,MVisAGe,0.2.1
2,Markdown,15,0,20,MVisAGe,0.2.1
3,R,116,414,316,MVLM,0.1.4
1,HTML,34,1,199,MVLM,0.1.4
1,Markdown,9,0,11,MVLM,0.1.4
1,R,176,102,1382,mvLSW,1.2.3
1,C,92,71,609,mvLSW,1.2.3
7,R,251,601,1501,mvmesh,1.5
48,R,19,804,1220,mvmeta,0.4.11
4,R,148,364,397,mvMISE,1.0
2,HTML,91,3,10313,mvMonitoring,0.1.0
39,R,662,2879,3620,mvMonitoring,0.1.0
1,JavaScript,1,17,1,mvMonitoring,0.1.0
22,R,1337,1751,6595,mvMORPH,1.1.0
18,C,578,497,2351,mvMORPH,1.1.0
2,Markdown,19,0,61,mvMORPH,1.1.0
3,C/C++ Header,10,12,46,mvMORPH,1.1.0
9,R,105,26,499,mvna,2.0.1
1,Markdown,12,0,46,mvna,2.0.1
2,C,10,5,41,mvna,2.0.1
12,R,33,53,328,MVNBayesian,0.0.8-11
20,R,261,653,813,mvnfast,0.2.5
8,C++,227,262,583,mvnfast,0.2.5
1,HTML,100,3,394,mvnfast,0.2.5
2,C/C++ Header,65,95,257,mvnfast,0.2.5
1,C,13,0,26,mvnfast,0.2.5
16,R,223,325,627,mvngGrAd,0.1.5
1,C,26,24,109,mvnmle,0.1-11.1
5,R,12,12,78,mvnmle,0.1-11.1
1,R,4,1,18,mvnormtest,0.1-9
1,R,14,100,26,mvnpermute,1.0.0
3,R,112,77,603,mvnTest,1.1-0
5,R,379,217,941,MVN,5.7
1,TeX,0,0,8,MVN,5.7
17,R,686,2159,4222,mvord,0.3.5
1,HTML,26,1,666,mvord,0.3.5
1,Fortran 77,1,142,328,mvord,0.3.5
1,C,4,4,13,mvord,0.3.5
19,R,187,154,1201,mvoutlier,2.0.9
10,R,114,436,750,mvPot,0.1.4
1,C++,103,60,362,mvPot,0.1.4
1,Markdown,11,0,17,mvPot,0.1.4
22,R,244,284,1737,mvProbit,0.1-8
1,R,61,32,154,mvprpb,1.0.4
11,R,174,78,670,mvp,1.0-6
2,C++,73,27,478,mvp,1.0-6
1,Markdown,19,0,74,mvp,1.0-6
1,C,4,4,22,mvp,1.0-6
4,R,185,329,651,mvQuad,1.0-6
1,HTML,38,1,287,mvQuad,1.0-6
2,R,1,2,24,mvrtn,1.0
2,C,10,4,18,mvrtn,1.0
1,C/C++ Header,0,0,5,mvrtn,1.0
2,R,220,474,957,MVR,1.33.0
2,C++,58,51,335,MVR,1.33.0
1,Markdown,51,0,102,MVR,1.33.0
1,C/C++ Header,35,79,72,MVR,1.33.0
1,R,1,0,20,mvsf,1.0
1,R,2,0,38,mvShapiroTest,1.0
26,R,750,676,7381,mvSLOUCH,2.0.7
2,Bourne Shell,303,362,2228,mvst,1.1.0
68,R,121,474,2213,mvst,1.1.0
8,C,47,119,736,mvst,1.1.0
1,m4,1,0,17,mvst,1.1.0
1,C/C++ Header,1,0,4,mvst,1.1.0
16,R,245,596,1170,mvtboost,0.5.0
2,HTML,56,2,509,mvtboost,0.5.0
2,Markdown,26,0,75,mvtboost,0.5.0
11,R,147,468,532,MVTests,1.1
2,R,2,0,61,mvtmeta,1.0
2,Fortran 77,6,657,1494,mvtnorm,1.0-11
12,R,191,133,1402,mvtnorm,1.0-11
4,C,148,91,610,mvtnorm,1.0-11
3,C/C++ Header,17,26,52,mvtnorm,1.0-11
1,Bourne Shell,16,0,35,mvtnorm,1.0-11
1,R,39,34,247,mvtsplot,1.0-1
6,C,207,80,1034,MVT,0.3
12,R,44,36,800,MVT,0.3
6,C/C++ Header,30,18,136,MVT,0.3
2,Bourne Shell,512,597,4135,mwaved,1.1.6
2,C++,426,190,2427,mwaved,1.1.6
10,R,174,691,1483,mwaved,1.1.6
1,HTML,31,1,827,mwaved,1.1.6
1,m4,9,0,61,mwaved,1.1.6
1,Markdown,8,0,13,mwaved,1.1.6
2,R,7,0,685,mwa,0.4.1
1,Java,9,56,358,mwa,0.4.1
2,R,15,0,285,MWLasso,1.3.1
2,R,10,0,233,MWRidge,1.0.0
11,R,22,460,114,MWright,0.3.2
2,HTML,78,2,491,mwshiny,2.0.0
4,R,72,165,228,mwshiny,2.0.0
1,R,8,20,234,mxkssd,1.1
437,R,6983,4428,44792,MXM,1.4.4
4,HTML,810,9,2524,MXM,1.4.4
1,R,49,120,415,My.stepwise,0.1.0
14,R,18,11,513,mycobacrvR,1.0
1,HTML,38,1,154,mycor,0.1.1
4,R,25,132,139,mycor,0.1.1
1,Markdown,17,0,44,mycor,0.1.1
2,R,22,164,133,myepisodes,1.1.1
1,XML,0,0,25,myepisodes,1.1.1
1,Markdown,6,0,16,myepisodes,1.1.1
1,HTML,18,2,406,Myrrixjars,1.0-2
1,R,1,1,3,Myrrixjars,1.0-2
9,R,34,294,215,Myrrix,1.2
95,R,1846,4653,5485,myTAI,0.9.1
6,HTML,256,6,2801,myTAI,0.9.1
2,Markdown,200,0,357,myTAI,0.9.1
2,C++,56,34,202,myTAI,0.9.1
1,C,5,4,26,myTAI,0.9.1
5,R,0,0,97,mztwinreg,1.0-1
8,Fortran 77,6,965,1424,n1qn1,6.0.1-3
1,C++,29,92,216,n1qn1,6.0.1-3
3,R,12,148,97,n1qn1,6.0.1-3
1,C/C++ Header,9,2,50,n1qn1,6.0.1-3
2,C,6,2,40,n1qn1,6.0.1-3
1,Markdown,3,0,12,n1qn1,6.0.1-3
15,R,103,268,553,N2H4,0.5.4
34,R,269,776,424,na.tools,0.3.1
2,Markdown,77,0,137,na.tools,0.3.1
6,C++,105,158,613,nabor,0.5.0
4,C/C++ Header,199,483,544,nabor,0.5.0
8,R,43,201,183,nabor,0.5.0
2,Markdown,42,0,128,nabor,0.5.0
1,C,1,0,9,nabor,0.5.0
30,R,185,542,2180,NACHO,0.5.6
1,HTML,31,1,428,NACHO,0.5.6
1,Markdown,49,0,56,NACHO,0.5.6
9,R,435,298,1488,NADA,1.6-1
35,R,313,2458,1725,nadiv,2.16.0.0
9,C++,299,85,1620,nadiv,2.16.0.0
8,C,17,22,241,nadiv,2.16.0.0
2,Markdown,37,0,193,nadiv,2.16.0.0
3,C/C++ Header,23,58,181,nadiv,2.16.0.0
3,R,1,47,5,NAEPprimer,1.0.1
18,R,319,339,2236,naivebayes,0.9.6
6,R,32,169,213,naivereg,1.0.1
18,R,180,218,1950,namedCapture,2019.7.30
4,HTML,279,26,1654,namedCapture,2019.7.30
4,RobotFramework,0,0,627,NameNeedle,1.2.4
4,R,67,88,221,NameNeedle,1.2.4
1,HTML,31,1,312,namer,0.1.4
12,R,76,122,231,namer,0.1.4
1,Markdown,13,0,15,namer,0.1.4
2,R,12,35,57,namespace,0.9.1
1,C,1,0,5,namespace,0.9.1
18,R,672,698,5856,NAM,1.7.2
2,C++,52,274,1646,NAM,1.7.2
2,HTML,52,2,625,NAM,1.7.2
1,C,2,1,7,NAM,1.7.2
25,R,111,914,3852,nandb,2.0.4
3,HTML,92,3,890,nandb,2.0.4
5,C++,15,58,261,nandb,2.0.4
2,Markdown,49,0,87,nandb,2.0.4
35,SVG,0,0,7372,naniar,0.4.2
113,R,1409,3351,3550,naniar,0.4.2
5,HTML,145,5,2715,naniar,0.4.2
2,Markdown,225,0,760,naniar,0.4.2
19,R,358,167,3075,nanop,2.0-6
1,C,409,169,1759,nanop,2.0-6
42,R,807,1323,2553,NanoStringNorm,1.2.1
1,HTML,31,81,506,nanostringr,0.1.4
17,R,66,236,445,nanostringr,0.1.4
1,Markdown,18,0,19,nanostringr,0.1.4
12,R,163,293,914,nanotime,0.2.4
1,Markdown,37,0,110,nanotime,0.2.4
3,R,91,91,292,NAPPA,2.0.1
5,R,46,55,293,naptime,1.3.0
1,HTML,31,1,169,naptime,1.3.0
2,Markdown,63,0,133,naptime,1.3.0
7,R,74,556,1985,nardl,0.1.5
37,R,196,305,896,narray,0.4.1
1,HTML,27,1,388,narray,0.4.1
4,R,24,128,216,nasadata,0.9.0
12,R,174,678,1468,nasapower,1.1.1
1,HTML,31,1,598,nasapower,1.1.1
3,Markdown,164,0,337,nasapower,1.1.1
1,SVG,1,1,297,nasapower,1.1.1
1,Markdown,6,0,8,nasaweather,0.1
4,R,2,102,5,nasaweather,0.1
16,R,154,831,778,nat.nblast,1.6.2
1,HTML,22,1,85,nat.nblast,1.6.2
1,Markdown,15,0,56,nat.nblast,1.6.2
14,R,117,704,662,nat.templatebrains,0.9
2,Markdown,42,0,140,nat.templatebrains,0.9
13,R,85,253,457,nat.utils,0.5.1
1,Markdown,7,0,26,nat.utils,0.5.1
6,YAML,0,0,5376,natserv,0.3.0
16,R,74,163,576,natserv,0.3.0
1,HTML,149,7,513,natserv,0.3.0
2,Markdown,50,0,117,natserv,0.3.0
8,R,22,61,160,naturalsort,0.1.3
3,C,137,255,2103,natural,0.9.0
8,R,58,346,436,natural,0.9.0
1,HTML,27,1,347,natural,0.9.0
2,C/C++ Header,15,11,134,natural,0.9.0
1,Markdown,0,0,1,natural,0.9.0
2,Markdown,18,0,24,NatureSounds,1.0.1
7,R,0,96,7,NatureSounds,1.0.1
8,make,53,17,10348,nat,1.8.11
74,R,1481,6518,9239,nat,1.8.11
2,HTML,54,2,3741,nat,1.8.11
4,XML,41,5,1244,nat,1.8.11
1,Markdown,18,0,60,nat,1.8.11
4,R,39,58,96,NB.MClust,1.1.1
1,HTML,28,1,300,NBAloveR,0.1.3.3
8,R,46,347,190,NBAloveR,0.1.3.3
2,Markdown,13,0,33,NBAloveR,0.1.3.3
15,R,245,1333,1283,nbc4va,1.1
2,HTML,48,1,587,nbc4va,1.1
1,Markdown,5,0,11,nbc4va,1.1
1,CSS,0,10,1,nbc4va,1.1
1,R,394,194,1783,NbClust,3.0
2,R,19,21,48,nbconvertR,1.0.2
1,Jupyter Notebook,0,51,1,nbconvertR,1.0.2
4,R,67,65,262,NBDdirichlet,1.3
1,HTML,75,99,224,NBDdirichlet,1.3
4,R,12,88,211,NBDesign,1.0.0
13,R,225,862,762,NBLDA,0.99.0
2,Fortran 77,5,174,656,nbpMatching,1.5.1
11,R,49,572,643,nbpMatching,1.5.1
1,Markdown,5,0,19,nbpMatching,1.5.1
21,R,537,1906,1455,NBPSeq,0.3.0
1,C,16,36,63,NBPSeq,0.3.0
1,R,4,11,4,NBShiny,0.1.0
4,R,25,48,351,NB,0.9
19,R,658,739,2495,nCal,2018.8-20
1,make,5,0,17,nCal,2018.8-20
1,INI,1,0,4,nCal,2018.8-20
29,R,614,1593,4033,ncappc,0.3.0
3,Markdown,175,0,412,ncappc,0.3.0
1,HTML,31,4,320,ncappc,0.3.0
1,CSS,35,31,163,ncappc,0.3.0
2,TeX,5,0,24,ncappc,0.3.0
6,R,45,3,326,ncar,0.4.1
41,R,395,226,2178,NCA,3.0.1
2,R,8,3,81,ncbit,2013.03.29
32,R,121,330,1399,ncdf.tools,0.7.1.295
5,R,129,517,580,ncdf4.helpers,0.3-3
2,Bourne Shell,411,413,3275,ncdf4,1.16.1
6,R,534,1554,2999,ncdf4,1.16.1
1,C,321,521,1782,ncdf4,1.16.1
2,m4,19,52,201,ncdf4,1.16.1
21,R,543,478,1971,ncdfgeom,1.0.0
3,HTML,149,3,1850,ncdfgeom,1.0.0
2,Markdown,90,0,368,ncdfgeom,1.0.0
2,JSON,2,0,31,ncdfgeom,1.0.0
5,R,35,129,153,ncdump,0.0.3
2,Markdown,27,0,135,ncdump,0.0.3
5,R,16,109,387,nCDunnett,1.1.0
10,R,292,1111,1674,ncf,1.2-8
1,Markdown,3,0,5,ncf,1.2-8
6,R,7,15,299,ncg,0.1.1
31,R,457,625,1508,ncmeta,0.0.4
2,Markdown,40,0,96,ncmeta,0.0.4
1,R,183,1307,1494,NCmisc,1.1.6
19,R,145,471,879,ncodeR,0.1.3.0
16,R,196,442,1199,nCopula,0.1.1
3,C++,272,883,1045,ncpen,1.0.0
5,R,84,1402,598,ncpen,1.0.0
1,C/C++ Header,14,10,49,ncpen,1.0.0
2,Markdown,12,0,46,ncpen,1.0.0
1,C,4,4,32,ncpen,1.0.0
11,R,0,61,548,NCSampling,1.0
5,R,107,1138,923,NCutYX,0.1.0
1,HTML,27,1,780,NCutYX,0.1.0
2,C++,43,60,375,NCutYX,0.1.0
1,Markdown,30,0,91,NCutYX,0.1.0
43,R,240,211,1914,ncvreg,3.11-1
10,C,109,95,1034,ncvreg,3.11-1
1,HTML,27,1,311,ncvreg,3.11-1
2,Markdown,54,0,258,ncvreg,3.11-1
1,CSS,1,0,144,ncvreg,3.11-1
2,C/C++ Header,3074,5973,9986,ndjson,0.7.0
3,C++,105,55,338,ndjson,0.7.0
2,Markdown,58,0,251,ndjson,0.7.0
1,JSON,0,0,100,ndjson,0.7.0
5,R,11,60,43,ndjson,0.7.0
23,R,196,204,1171,ndl,0.2.18
2,C++,66,155,456,ndl,0.2.18
1,Python,9,21,53,ndl,0.2.18
1,Markdown,7,0,11,ndl,0.2.18
1,R,5,11,4,NDP,0.1.0
31,R,649,1118,2602,ndtv,0.13.0
5,JavaScript,243,206,1371,ndtv,0.13.0
2,CSS,47,4,224,ndtv,0.13.0
1,Java,19,10,100,ndtv,0.13.0
1,YAML,2,1,19,ndtv,0.13.0
1,Markdown,12,0,13,ndtv,0.13.0
16,R,113,473,621,NEArender,1.5
1,HTML,45,3,518,NEArender,1.5
1,R,37,105,229,nearfar,1.2
2,C++,88,77,293,neariso,1.0.1
1,R,25,36,83,neariso,1.0.1
2,C/C++ Header,22,6,48,neariso,1.0.1
1,C,4,4,16,neariso,1.0.1
17,R,112,546,294,neatmaps,2.1.0
1,Markdown,25,0,43,neatmaps,2.1.0
7,R,113,6,954,NeatMap,0.3.6.2
