week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2006-11-26,26,23349774,Jersey Boys,August Wilson Theatre,1182602,936207,120.09,251.25,9848,1222,1.0074,8,0
2006-11-26,26,23349774,Les Miserables,Broadhurst Theatre,873995,853969,95.75,251.25,9128,1122,1.0169,8,0
2006-11-26,26,23349774,Losing Louie,Biltmore Theatre,121378,401489,51.61,85,2352,650,0.4523,8,0
2006-11-26,26,23349774,Mamma Mia!,Broadhurst Theatre,1055398,1095684,89.5,201.25,11792,1498,0.984,8,0
2006-11-26,26,23349774,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,491011,748990,85.54,201.25,5740,1025,0.7,8,0
2006-11-26,26,23349774,Mary Poppins,New Amsterdam Theatre,1241413,1313840,88.23,250,14070,1791,0.982,8,0
2006-11-26,26,23349774,Rent,Nederlander Theatre,442846,528739,68.4,200,6474,1181,0.6852,8,0
2006-11-26,26,23349774,Spamalot,Sam S. Shubert Theatre,1081866,1006966,94.15,301.25,11491,1441,0.9968,8,0
2006-11-26,26,23349774,Spring Awakening,Eugene O'Neill Theatre,200224,801792,54.19,201.25,3695,1090,0.4237,0,8
2006-11-26,26,23349774,Tarzan,Richard Rodgers Theatre,919950,843920,99.12,201.25,9281,1319,0.8795,8,0
2006-11-26,26,23349774,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,378682,456768,76.52,175,4949,684,0.9044,8,0
2006-11-26,26,23349774,The Coast of Utopia,Vivian Beaumont Theater,254425,400040,65.49,100,3885,1047,0.9277,0,4
2006-11-26,26,23349774,The Color Purple,Broadway Theatre,908419,1204004,87.1,115,10430,1718,0.7589,8,0
2006-11-26,26,23349774,The Drowsy Chaperone,Marquis Theatre,1031638,1154648,89.89,248.75,11477,1611,0.8905,8,0
2006-11-26,26,23349774,The Lion King,Minskoff Theatre,1402984,1155334,110.45,250,12702,1598,0.9936,8,0
2006-11-26,26,23349774,The Little Dog Laughed,Cort Theatre,193010,547754,52.25,201.25,3694,1082,0.4268,8,0
2006-11-26,26,23349774,The Phantom of the Opera,Majestic Theatre,982374,1002310,79.69,200,12327,1607,0.9589,8,0
2006-11-26,26,23349774,The Producers,St. James Theatre,612021,1042163,71.44,241.25,8567,1706,0.6277,8,0
2006-11-26,26,23349774,The Vertical Hour,Music Box Theatre,589239,671507,74.71,201.25,7887,993,0.9928,0,8
2006-11-26,26,23349774,The Wedding Singer,Al Hirschfeld Theatre,549906,1102860,69.64,251.25,7896,1422,0.6941,8,0
2006-11-26,26,23349774,Wicked,Gershwin Theatre,1715156,1155784,118.52,300,14472,1809,1,8,0
2006-12-03,27,19877631,A Chorus Line,Gerald Schoenfeld Theatre,823870,838254,102.73,251.25,8020,1069,0.9378,8,0
2006-12-03,27,19877631,Avenue Q,John Golden Theatre,355492,494177,68.89,201.25,5160,796,0.8103,8,0
2006-12-03,27,19877631,Beauty and the Beast,Lunt-Fontanne Theatre,623866,845808,70.26,175,8880,1509,0.7356,8,0
2006-12-03,27,19877631,Butley,Booth Theatre,389958,526953,77.3,251.25,5045,780,0.8085,8,0
2006-12-03,27,19877631,Chicago,Ambassador Theatre,526035,803297,71.67,251.25,7340,1080,0.8495,8,0
2006-12-03,27,19877631,Company,Ethel Barrymore Theatre,435511,752741,72.57,251.25,6001,1058,0.709,6,2
2006-12-03,27,19877631,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,1411528,1734289,72.65,248.75,19430,1829,0.8853,12,0
2006-12-03,27,19877631,Grey Gardens,Walter Kerr Theatre,507563,684864,83.25,251.25,6097,922,0.8266,8,0
2006-12-03,27,19877631,Hairspray,Neil Simon Theatre,560941,967679,68.37,240,8204,1428,0.7181,8,0
2006-12-03,27,19877631,Heartbreak House,American Airlines Theatre,244112,383600,47.35,86.25,5156,740,0.8709,8,0
2006-12-03,27,19877631,High Fidelity,Imperial Theatre,271459,981493,52.03,251.25,5217,1435,0.4544,0,8
2006-12-03,27,19877631,Jersey Boys,August Wilson Theatre,1181879,936207,119.96,251.25,9852,1222,1.0078,8,0
2006-12-03,27,19877631,Les Miserables,Broadhurst Theatre,627681,853969,88.59,251.25,7085,1122,0.7893,8,0
2006-12-03,27,19877631,Mamma Mia!,Broadhurst Theatre,992845,1095684,85.3,201.25,11639,1498,0.9712,8,0
2006-12-03,27,19877631,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,453680,748990,85.6,201.25,5300,1025,0.6463,8,0
2006-12-03,27,19877631,Mary Poppins,New Amsterdam Theatre,1123330,1313840,81.2,250,13834,1791,0.9655,8,0
2006-12-03,27,19877631,Rent,Nederlander Theatre,318272,528739,59.66,200,5335,1181,0.5647,8,0
2006-12-03,27,19877631,Spamalot,Sam S. Shubert Theatre,875199,1006966,89,301.25,9834,1441,0.8531,8,0
2006-12-03,27,19877631,Spring Awakening,Eugene O'Neill Theatre,199827,801792,51.24,201.25,3900,1090,0.4472,0,8
2006-12-03,27,19877631,Tarzan,Richard Rodgers Theatre,646064,843920,77.58,201.25,8328,1319,0.7892,8,0
2006-12-03,27,19877631,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,270223,456768,67.81,175,3985,684,0.7283,8,0
2006-12-03,27,19877631,The Apple Tree,Studio 54,273942,566720,53.39,111.25,5131,996,0.7359,0,7
2006-12-03,27,19877631,The Coast of Utopia,Vivian Beaumont Theater,31766,100010,70.12,100,453,1047,0.4327,1,0
2006-12-03,27,19877631,The Color Purple,Broadway Theatre,843796,1204004,75.18,115,11223,1718,0.8166,8,0
2006-12-03,27,19877631,The Drowsy Chaperone,Marquis Theatre,1016860,1154648,89.1,248.75,11412,1611,0.8855,8,0
2006-12-03,27,19877631,The Lion King,Minskoff Theatre,1086393,1155334,97.13,250,11185,1598,0.8749,8,0
2006-12-03,27,19877631,The Little Dog Laughed,Cort Theatre,227532,547754,53.56,201.25,4248,1082,0.4908,8,0
2006-12-03,27,19877631,The Phantom of the Opera,Majestic Theatre,646009,1002310,71.4,200,9048,1607,0.7038,8,0
2006-12-03,27,19877631,The Producers,St. James Theatre,529064,1042163,73.47,241.25,7201,1706,0.5276,8,0
2006-12-03,27,19877631,The Vertical Hour,Music Box Theatre,482474,671507,71.14,201.25,6782,993,0.8537,5,3
2006-12-03,27,19877631,The Wedding Singer,Al Hirschfeld Theatre,487124,1102860,69.91,251.25,6968,1422,0.6125,8,0
2006-12-03,27,19877631,Wicked,Gershwin Theatre,1413336,1155784,98.61,300,14333,1809,0.9904,8,0
2006-12-10,28,21218737,A Chorus Line,Gerald Schoenfeld Theatre,849655,838254,101.66,251.25,8358,1069,0.9773,8,0
2006-12-10,28,21218737,Avenue Q,John Golden Theatre,364742,494177,69.21,201.25,5270,796,0.8276,8,0
2006-12-10,28,21218737,Beauty and the Beast,Lunt-Fontanne Theatre,708621,845808,70.9,175,9995,1509,0.8279,8,0
2006-12-10,28,21218737,Butley,Booth Theatre,390459,526953,74.87,251.25,5215,780,0.8357,8,0
2006-12-10,28,21218737,Chicago,Ambassador Theatre,586961,803297,74.67,251.25,7861,1080,0.9098,8,0
2006-12-10,28,21218737,Company,Ethel Barrymore Theatre,523178,752741,71.65,251.25,7302,1058,0.8627,8,0
2006-12-10,28,21218737,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,1567295,1727013,74.8,248.75,20954,1829,0.9547,12,0
2006-12-10,28,21218737,Grey Gardens,Walter Kerr Theatre,504033,684864,84.02,251.25,5999,922,0.8133,8,0
2006-12-10,28,21218737,Hairspray,Neil Simon Theatre,645574,967679,70.6,240,9144,1428,0.8004,8,0
2006-12-10,28,21218737,Heartbreak House,American Airlines Theatre,228028,383600,47.53,86.25,4798,740,0.8105,8,0
2006-12-10,28,21218737,High Fidelity,Imperial Theatre,282734,981493,54.9,251.25,5150,1435,0.4486,5,3
2006-12-10,28,21218737,Jersey Boys,August Wilson Theatre,1197233,936207,121.53,251.25,9851,1222,1.0077,8,0
2006-12-10,28,21218737,Les Miserables,Broadhurst Theatre,670455,853969,88.1,251.25,7610,1122,0.8478,8,0
2006-12-10,28,21218737,Mamma Mia!,Broadhurst Theatre,1031276,1095684,85.54,201.25,12056,1498,1.006,8,0
2006-12-10,28,21218737,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,491262,748990,84.92,201.25,5785,1025,0.7055,8,0
2006-12-10,28,21218737,Mary Poppins,New Amsterdam Theatre,1136233,1313840,79.37,250,14315,1791,0.9991,8,0
2006-12-10,28,21218737,Rent,Nederlander Theatre,373834,528739,50.11,200,7461,1181,0.7897,8,0
2006-12-10,28,21218737,Spamalot,Sam S. Shubert Theatre,914673,1006966,88.53,301.25,10332,1441,0.8963,8,0
2006-12-10,28,21218737,Spring Awakening,Eugene O'Neill Theatre,182541,801792,52.54,201.25,3474,1090,0.3984,1,7
2006-12-10,28,21218737,Tarzan,Richard Rodgers Theatre,684662,843920,78.28,201.25,8746,1319,0.8288,8,0
2006-12-10,28,21218737,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,242482,456768,66.45,175,3649,684,0.6668,8,0
2006-12-10,28,21218737,The Apple Tree,Studio 54,297828,650980,51.46,111.25,5787,999,0.7241,0,8
2006-12-10,28,21218737,The Coast of Utopia,Vivian Beaumont Theater,232330,500050,47.43,100,4898,1047,0.9356,1,4
2006-12-10,28,21218737,The Color Purple,Broadway Theatre,870641,1204004,74.8,115,11639,1718,0.8468,8,0
2006-12-10,28,21218737,The Drowsy Chaperone,Marquis Theatre,1073881,1154648,89.59,248.75,11987,1611,0.9301,8,0
2006-12-10,28,21218737,The Lion King,Minskoff Theatre,1179980,1155334,95.97,250,12295,1598,0.9617,8,0
2006-12-10,28,21218737,The Little Dog Laughed,Cort Theatre,210420,547754,53.11,201.25,3962,1082,0.4577,8,0
2006-12-10,28,21218737,The Phantom of the Opera,Majestic Theatre,777491,1002310,70.38,200,11047,1607,0.8593,8,0
2006-12-10,28,21218737,The Producers,St. James Theatre,562614,1042163,71.14,241.25,7908,1706,0.5794,8,0
2006-12-10,28,21218737,The Vertical Hour,Music Box Theatre,531971,671507,70.24,201.25,7574,993,0.9534,8,0
2006-12-10,28,21218737,The Wedding Singer,Al Hirschfeld Theatre,455116,1102860,66.94,251.25,6799,1422,0.5977,8,0
2006-12-10,28,21218737,Wicked,Gershwin Theatre,1450534,1155784,100.23,300,14472,1809,1,8,0
2006-12-17,29,20381607,A Chorus Line,Gerald Schoenfeld Theatre,849859,838254,102.7,251.25,8275,1069,0.9676,8,0
2006-12-17,29,20381607,Avenue Q,John Golden Theatre,362619,494177,69.67,201.25,5205,796,0.8174,8,0
2006-12-17,29,20381607,Beauty and the Beast,Lunt-Fontanne Theatre,662002,845808,72.36,175,9149,1509,0.7579,8,0
2006-12-17,29,20381607,Butley,Booth Theatre,340696,526953,73.05,251.25,4664,780,0.7474,8,0
2006-12-17,29,20381607,Chicago,Ambassador Theatre,537087,803297,72.25,251.25,7434,1080,0.8604,8,0
2006-12-17,29,20381607,Company,Ethel Barrymore Theatre,536434,752741,74.71,251.25,7180,1058,0.8483,8,0
2006-12-17,29,20381607,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,1699470,1703394,80.42,248.75,21133,1829,0.9629,12,0
2006-12-17,29,20381607,Grey Gardens,Walter Kerr Theatre,441346,684864,84.91,251.25,5198,922,0.7047,8,0
2006-12-17,29,20381607,Hairspray,Neil Simon Theatre,539469,967679,70.06,240,7700,1428,0.674,8,0
2006-12-17,29,20381607,Heartbreak House,American Airlines Theatre,214616,383600,44.49,86.25,4824,740,0.8149,8,0
2006-12-17,29,20381607,High Fidelity,Imperial Theatre,233527,981493,55.38,251.25,4217,1435,0.3673,8,0
2006-12-17,29,20381607,Jersey Boys,August Wilson Theatre,1182360,936207,120.12,251.25,9843,1222,1.0069,8,0
2006-12-17,29,20381607,Les Miserables,Broadhurst Theatre,640392,853969,85.98,251.25,7448,1122,0.8298,8,0
2006-12-17,29,20381607,Mamma Mia!,Broadhurst Theatre,952961,1095684,81.71,201.25,11663,1498,0.9732,8,0
2006-12-17,29,20381607,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,421663,748990,80.58,201.25,5233,1025,0.6382,8,0
2006-12-17,29,20381607,Mary Poppins,New Amsterdam Theatre,1180630,1313840,83.65,250,14114,1791,0.9851,8,0
2006-12-17,29,20381607,Rent,Nederlander Theatre,348474,528739,61.39,200,5676,1181,0.6008,8,0
2006-12-17,29,20381607,Spamalot,Sam S. Shubert Theatre,905434,1006966,88.06,301.25,10282,1441,0.8919,8,0
2006-12-17,29,20381607,Spring Awakening,Eugene O'Neill Theatre,303454,801792,57.58,201.25,5270,1090,0.6044,8,0
2006-12-17,29,20381607,Tarzan,Richard Rodgers Theatre,638817,843920,80.73,201.25,7913,1319,0.7499,8,0
2006-12-17,29,20381607,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,254479,456768,65.27,175,3899,684,0.7125,8,0
2006-12-17,29,20381607,The Apple Tree,Studio 54,270904,656480,57.13,111.25,4742,1006,0.5892,5,3
2006-12-17,29,20381607,The Coast of Utopia,Vivian Beaumont Theater,348314,700070,51.73,100,6733,1047,0.9187,2,5
2006-12-17,29,20381607,The Color Purple,Broadway Theatre,767554,1204004,72.36,115,10608,1718,0.7718,8,0
2006-12-17,29,20381607,The Drowsy Chaperone,Marquis Theatre,921735,1154648,86.57,248.75,10647,1611,0.8261,8,0
2006-12-17,29,20381607,The Lion King,Minskoff Theatre,1126404,1155334,96.78,250,11639,1598,0.9104,8,0
2006-12-17,29,20381607,The Little Dog Laughed,Cort Theatre,177443,547754,53.16,201.25,3338,1082,0.3856,8,0
2006-12-17,29,20381607,The Phantom of the Opera,Majestic Theatre,679083,1002310,71.5,200,9497,1607,0.7387,8,0
2006-12-17,29,20381607,The Producers,St. James Theatre,482558,1042163,68.19,241.25,7077,1706,0.5185,8,0
2006-12-17,29,20381607,The Vertical Hour,Music Box Theatre,545126,671507,68.81,201.25,7922,993,0.9972,8,0
2006-12-17,29,20381607,The Wedding Singer,Al Hirschfeld Theatre,376403,1102860,70.49,251.25,5340,1422,0.4694,8,0
2006-12-17,29,20381607,Wicked,Gershwin Theatre,1440294,1155784,99.52,300,14472,1809,1,8,0
2006-12-24,30,20405253,A Chorus Line,Gerald Schoenfeld Theatre,908916,838254,105.42,251.25,8622,1069,1.0082,8,0
2006-12-24,30,20405253,Avenue Q,John Golden Theatre,415861,490197,83.84,201.25,4960,796,0.8902,7,0
2006-12-24,30,20405253,Beauty and the Beast,Lunt-Fontanne Theatre,768230,845808,79.09,175,9713,1509,0.8046,8,0
2006-12-24,30,20405253,Butley,Booth Theatre,278354,526953,64.66,251.25,4305,780,0.6899,8,0
2006-12-24,30,20405253,Chicago,Ambassador Theatre,504669,698027,73.25,251.25,6890,1080,0.9114,7,0
2006-12-24,30,20405253,Company,Ethel Barrymore Theatre,410224,746785,81.77,251.25,5017,1050,0.597,8,0
2006-12-24,30,20405253,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,1681661,1789040,79.53,248.75,21144,1829,0.9634,12,0
2006-12-24,30,20405253,Grey Gardens,Walter Kerr Theatre,383846,684864,82.62,251.25,4646,922,0.6299,8,0
2006-12-24,30,20405253,Hairspray,Neil Simon Theatre,493617,846719,73.47,240,6719,1428,0.6722,7,0
2006-12-24,30,20405253,Jersey Boys,August Wilson Theatre,1190518,846719,121.14,251.25,9828,1222,1.0053,8,0
2006-12-24,30,20405253,Les Miserables,Broadhurst Theatre,715172,853969,87.68,251.25,8157,1122,0.9088,8,0
2006-12-24,30,20405253,Mamma Mia!,Broadhurst Theatre,854480,1003226,82.53,201.25,10353,1498,0.9873,7,0
2006-12-24,30,20405253,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,417765,748990,76.29,201.25,5476,1025,0.6678,8,0
2006-12-24,30,20405253,Mary Poppins,New Amsterdam Theatre,1299958,1313840,90.09,250,14430,1791,1.0071,8,0
2006-12-24,30,20405253,Rent,Nederlander Theatre,390767,462647,67.41,200,5797,1181,0.7012,7,0
2006-12-24,30,20405253,Spamalot,Sam S. Shubert Theatre,880554,877294,88.86,301.25,9910,1441,0.9825,7,0
2006-12-24,30,20405253,Spring Awakening,Eugene O'Neill Theatre,377091,701568,61.04,201.25,6178,1090,0.8097,7,0
2006-12-24,30,20405253,Tarzan,Richard Rodgers Theatre,759324,843920,96.9,201.25,7836,1319,0.7426,8,0
2006-12-24,30,20405253,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,272211,456768,74.87,175,3636,684,0.6645,8,0
2006-12-24,30,20405253,The Apple Tree,Studio 54,295024,574420,56.49,111.25,5223,1006,0.7417,7,0
2006-12-24,30,20405253,The Coast of Utopia,Vivian Beaumont Theater,363712,700070,58.07,100,6263,1047,0.8546,4,3
2006-12-24,30,20405253,The Color Purple,Broadway Theatre,738700,1055208,66.07,115,11180,1718,0.9297,7,0
2006-12-24,30,20405253,The Drowsy Chaperone,Marquis Theatre,677007,1149488,82.15,248.75,8241,1611,0.7308,7,0
2006-12-24,30,20405253,The Lion King,Minskoff Theatre,1328451,1155334,108.43,250,12252,1598,0.9584,8,0
2006-12-24,30,20405253,The Little Dog Laughed,Cort Theatre,193159,547754,52.78,201.25,3660,1082,0.4228,8,0
2006-12-24,30,20405253,The Phantom of the Opera,Majestic Theatre,874326,1002310,74.08,200,11803,1607,0.9181,8,0
2006-12-24,30,20405253,The Producers,St. James Theatre,444778,910726,70.97,241.25,6267,1706,0.5248,7,0
2006-12-24,30,20405253,The Vertical Hour,Music Box Theatre,463338,587569,67.86,201.25,6828,993,0.9823,7,0
2006-12-24,30,20405253,The Wedding Singer,Al Hirschfeld Theatre,342406,965002,58.74,251.25,5829,1422,0.5856,7,0
2006-12-24,30,20405253,Wicked,Gershwin Theatre,1681134,1155784,116.16,300,14472,1809,1,8,0
2006-12-31,31,29137802,A Chorus Line,Gerald Schoenfeld Theatre,951513,838254,109.82,251.25,8664,1069,1.0131,8,0
2006-12-31,31,29137802,Avenue Q,John Golden Theatre,665181,630253,93.11,201.25,7144,796,0.9972,9,0
2006-12-31,31,29137802,Beauty and the Beast,Lunt-Fontanne Theatre,1302074,1329570,97.08,175,13412,1509,0.9876,9,0
2006-12-31,31,29137802,Butley,Booth Theatre,377142,526953,67.93,251.25,5552,780,0.8897,8,0
2006-12-31,31,29137802,Chicago,Ambassador Theatre,921398,897463,93.95,251.25,9807,1080,1.009,9,0
2006-12-31,31,29137802,Company,Ethel Barrymore Theatre,613894,743305,84.07,251.25,7302,1046,0.8726,8,0
2006-12-31,31,29137802,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,1708885,1896555,85.36,248.75,20019,1829,0.9121,12,0
2006-12-31,31,29137802,Grey Gardens,Walter Kerr Theatre,579108,684864,87.69,251.25,6604,922,0.8953,8,0
2006-12-31,31,29137802,Hairspray,Neil Simon Theatre,1095725,1258332,89.1,240,12298,1428,0.9569,9,0
2006-12-31,31,29137802,Jersey Boys,August Wilson Theatre,1216173,846719,123.49,251.25,9848,1222,1.0074,8,0
2006-12-31,31,29137802,Les Miserables,Broadhurst Theatre,928405,853969,101.14,251.25,9179,1122,1.0226,8,0
2006-12-31,31,29137802,Mamma Mia!,Broadhurst Theatre,1478292,1452391,110.07,201.25,13430,1498,0.9961,9,0
2006-12-31,31,29137802,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,727279,845885,98.98,201.25,7348,1025,0.8961,8,0
2006-12-31,31,29137802,Mary Poppins,New Amsterdam Theatre,1312449,1313840,90.88,250,14442,1791,1.008,8,0
2006-12-31,31,29137802,Rent,Nederlander Theatre,786930,935655,77.01,200,10218,1181,0.9613,9,0
2006-12-31,31,29137802,Spamalot,Sam S. Shubert Theatre,1285626,1127949,97.25,301.25,13220,1441,1.0194,9,0
2006-12-31,31,29137802,Spring Awakening,Eugene O'Neill Theatre,646286,902016,78.22,201.25,8262,1090,0.8422,9,0
2006-12-31,31,29137802,Tarzan,Richard Rodgers Theatre,1057552,1103640,100.22,201.25,10552,1319,1,8,0
2006-12-31,31,29137802,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,548672,513864,90.98,175,6031,684,0.9797,9,0
2006-12-31,31,29137802,The Apple Tree,Studio 54,450422,656480,61.32,111.25,7345,1006,0.9126,8,0
2006-12-31,31,29137802,The Coast of Utopia,Vivian Beaumont Theater,619198,800080,76.45,100,8099,1047,0.9669,8,0
2006-12-31,31,29137802,The Color Purple,Broadway Theatre,1147115,1487186,88.25,115,12999,1718,0.8407,9,0
2006-12-31,31,29137802,The Drowsy Chaperone,Marquis Theatre,1381180,1638180,101.07,248.75,13665,1611,0.9425,9,0
2006-12-31,31,29137802,The Lion King,Minskoff Theatre,1466909,1598400,114.72,250,12787,1598,1.0002,8,0
2006-12-31,31,29137802,The Little Dog Laughed,Cort Theatre,296650,547754,53.99,201.25,5495,1082,0.6348,8,0
2006-12-31,31,29137802,The Phantom of the Opera,Majestic Theatre,1210850,1002310,92.56,200,13082,1607,1.0176,8,0
2006-12-31,31,29137802,The Producers,St. James Theatre,1102722,1173600,79.71,241.25,13834,1706,0.901,9,0
2006-12-31,31,29137802,The Vertical Hour,Music Box Theatre,570266,755445,77.49,201.25,7359,993,0.8234,9,0
2006-12-31,31,29137802,The Wedding Singer,Al Hirschfeld Theatre,889596,1240718,75.13,251.25,11841,1422,0.9252,9,0
2006-12-31,31,29137802,Wicked,Gershwin Theatre,1800310,1433160,124.4,300,14472,1809,1,8,0
2007-01-07,32,19509823,A Chorus Line,Gerald Schoenfeld Theatre,893251,838254,105.06,251.25,8502,1069,0.9942,8,0
2007-01-07,32,19509823,Avenue Q,John Golden Theatre,434610,494177,70.15,201.25,6195,796,0.9728,8,0
2007-01-07,32,19509823,Beauty and the Beast,Lunt-Fontanne Theatre,741075,1012000,64.41,175,11505,1509,0.953,8,0
2007-01-07,32,19509823,Butley,Booth Theatre,301263,526953,68.31,251.25,4410,780,0.7067,8,0
2007-01-07,32,19509823,Chicago,Ambassador Theatre,610776,803297,74.85,251.25,8160,1080,0.9444,8,0
2007-01-07,32,19509823,Company,Ethel Barrymore Theatre,424132,743305,72.38,251.25,5860,1046,0.7003,8,0
2007-01-07,32,19509823,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,718568,1737140,60.19,248.75,11938,1829,0.5439,12,0
2007-01-07,32,19509823,Grey Gardens,Walter Kerr Theatre,389439,684864,77.1,251.25,5051,922,0.6848,8,0
2007-01-07,32,19509823,Hairspray,Neil Simon Theatre,562487,1061843,66.95,240,8401,1428,0.7354,8,0
2007-01-07,32,19509823,Jersey Boys,August Wilson Theatre,1196388,846719,121.47,251.25,9849,1222,1.0075,8,0
2007-01-07,32,19509823,Les Miserables,Broadhurst Theatre,781856,853969,88.96,251.25,8789,1122,0.9792,8,0
2007-01-07,32,19509823,Mamma Mia!,Broadhurst Theatre,895165,1139748,80.6,201.25,11106,1498,0.9267,8,0
2007-01-07,32,19509823,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,621946,845885,84,201.25,7404,1025,0.9029,8,0
2007-01-07,32,19509823,Mary Poppins,New Amsterdam Theatre,1240899,1313840,85.9,250,14446,1791,1.0082,8,0
2007-01-07,32,19509823,Rent,Nederlander Theatre,465719,768979,59.31,200,7852,1181,0.8311,8,0
2007-01-07,32,19509823,Spamalot,Sam S. Shubert Theatre,938881,1006966,81.09,301.25,11578,1441,1.0043,8,0
2007-01-07,32,19509823,Spring Awakening,Eugene O'Neill Theatre,485466,801792,67.15,201.25,7230,1090,0.8291,8,0
2007-01-07,32,19509823,Tarzan,Richard Rodgers Theatre,672317,890137,72.35,201.25,9293,1319,0.8807,8,0
2007-01-07,32,19509823,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,231322,399672,58.5,175,3954,684,0.8258,7,0
2007-01-07,32,19509823,The Apple Tree,Studio 54,339680,656480,52.82,111.25,6431,1006,0.7991,8,0
2007-01-07,32,19509823,The Coast of Utopia,Vivian Beaumont Theater,279148,400040,69.04,100,4043,1047,0.9654,4,0
2007-01-07,32,19509823,The Color Purple,Broadway Theatre,648157,1204004,68.08,115,9520,1718,0.6927,8,0
2007-01-07,32,19509823,The Drowsy Chaperone,Marquis Theatre,852133,1154648,73.93,248.75,11526,1611,0.8943,8,0
2007-01-07,32,19509823,The Lion King,Minskoff Theatre,1222828,1172441,96.9,250,12620,1598,0.9872,8,0
2007-01-07,32,19509823,The Little Dog Laughed,Cort Theatre,185537,547754,46.33,201.25,4005,1082,0.4627,8,0
2007-01-07,32,19509823,The Phantom of the Opera,Majestic Theatre,839849,1002310,68.78,200,12210,1607,0.9498,8,0
2007-01-07,32,19509823,The Producers,St. James Theatre,614990,1042163,62.93,241.25,9772,1706,0.716,8,0
2007-01-07,32,19509823,The Vertical Hour,Music Box Theatre,397993,671507,73.01,201.25,5451,993,0.6862,8,0
2007-01-07,32,19509823,Translations,Biltmore Theatre,119161,254192,46.64,86.25,2555,650,0.7862,0,5
2007-01-07,32,19509823,Wicked,Gershwin Theatre,1404787,1308816,97.07,300,14472,1809,1,8,0
2007-01-14,33,17341690,A Chorus Line,Gerald Schoenfeld Theatre,807880,838254,100.81,251.25,8014,1069,0.9371,8,0
2007-01-14,33,17341690,Avenue Q,John Golden Theatre,422352,494177,68.53,201.25,6163,796,0.9678,8,0
2007-01-14,33,17341690,Beauty and the Beast,Lunt-Fontanne Theatre,590259,1012000,60.86,175,9699,1509,0.8034,8,0
2007-01-14,33,17341690,Butley,Booth Theatre,330287,526953,68.82,251.25,4799,780,0.7691,8,0
2007-01-14,33,17341690,Chicago,Ambassador Theatre,500399,803297,74.05,251.25,6758,1080,0.7822,8,0
2007-01-14,33,17341690,Company,Ethel Barrymore Theatre,420627,743305,75.64,251.25,5561,1046,0.6646,8,0
2007-01-14,33,17341690,Grey Gardens,Walter Kerr Theatre,467346,684864,77.36,251.25,6041,922,0.819,8,0
2007-01-14,33,17341690,Hairspray,Neil Simon Theatre,569651,1061843,67.18,240,8480,1428,0.7423,8,0
2007-01-14,33,17341690,Jersey Boys,August Wilson Theatre,1197901,846719,121.65,251.25,9847,1222,1.0073,8,0
2007-01-14,33,17341690,Les Miserables,Broadhurst Theatre,666391,853969,85.06,251.25,7834,1122,0.8728,8,0
2007-01-14,33,17341690,Mamma Mia!,Broadhurst Theatre,854716,1139748,77.28,201.25,11060,1498,0.9229,8,0
2007-01-14,33,17341690,Mary Poppins,New Amsterdam Theatre,1104243,1313840,83.62,250,13205,1791,0.9216,8,0
2007-01-14,33,17341690,Rent,Nederlander Theatre,445178,768979,58.53,200,7606,1181,0.805,8,0
2007-01-14,33,17341690,Spamalot,Sam S. Shubert Theatre,934297,1006966,82.88,301.25,11273,1441,0.9779,8,0
2007-01-14,33,17341690,Spring Awakening,Eugene O'Neill Theatre,481274,801792,71.46,201.25,6735,1090,0.7724,8,0
2007-01-14,33,17341690,Tarzan,Richard Rodgers Theatre,613354,890137,69.16,201.25,8869,1319,0.8405,8,0
2007-01-14,33,17341690,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,255862,456768,62,175,4127,684,0.7542,8,0
2007-01-14,33,17341690,The Apple Tree,Studio 54,372352,656480,53.98,111.25,6898,1006,0.8571,8,0
2007-01-14,33,17341690,The Coast of Utopia,Vivian Beaumont Theater,287282,400040,70.92,100,4051,1047,0.9673,4,0
2007-01-14,33,17341690,The Color Purple,Broadway Theatre,724294,1204004,70.2,115,10317,1718,0.7507,8,0
