match_id,team1,team2,score_team1,score_team2,wickets_team2,wickets_team,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground,ground_city,ground_country,match_date
ODI # 1670,West Indies,Australia,234,236,8,1,away,home,Australia,9,wickets,Day and night,Carlton Series,Mark Waugh,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",West Indies,bat first,with 38 balls remaining),Brisbane,Woolloongabba,Australia,"Jan 14, 2001"
ODI # 1671,Sri Lanka,South Africa,206,207,10,5,away,home,South Africa,5,wickets,Day,Sri Lanka tour of South Africa,Herschelle Gibbs,South Africa,"Goodyear Park, Bloemfontein",South Africa,field first,with 48 balls remaining),Bloemfontein,Bloemfontein,South Africa,"Jan 14, 2001"
ODI # 1672,Australia,West Indies,277,211,4,8,home,away,Australia,28,runs,Day and night,Carlton Series,Brian Lara,West Indies,Sydney Cricket Ground,West Indies,field first,D/L method),Sydney,Moore Park,Australia,"Jan 17, 2001"
ODI # 1673,Sri Lanka,South Africa,214,204,6,10,away,home,Sri Lanka,4,runs,Day and night,Sri Lanka tour of South Africa,Russel Arnold,Sri Lanka,"New Wanderers Stadium, Johannesburg",South Africa,field first,D/L method),Johannesburg,Johannesburg,South Africa,"Jan 17, 2001"
ODI # 1674,Zimbabwe,Australia,223,226,9,2,away,home,Australia,8,wickets,Day and night,Carlton Series,Darren Lehmann,Australia,Melbourne Cricket Ground,Zimbabwe,bat first,with 79 balls remaining),Melbourne,Jolimont,Australia,"Jan 21, 2001"
ODI # 1675,Zimbabwe,West Indies,138,91,10,10,away,away,Zimbabwe,47,runs,Day and night,Carlton Series,Heath Streak,Zimbabwe,Sydney Cricket Ground,West Indies,field first,NA,Sydney,Moore Park,Australia,"Jan 23, 2001"
ODI # 1676,West Indies,Zimbabwe,235,175,6,10,away,away,West Indies,77,runs,Day and night,Carlton Series,Marlon Samuels,West Indies,Adelaide Oval,West Indies,bat first,D/L method),Adelaide,North Adelaide,Australia,"Jan 25, 2001"
ODI # 1677,West Indies,Australia,123,124,10,0,away,home,Australia,10,wickets,Day and night,Carlton Series,Brett Lee,Australia,Adelaide Oval,West Indies,bat first,with 163 balls remaining),Adelaide,North Adelaide,Australia,"Jan 26, 2001"
ODI # 1678,Australia,Zimbabwe,291,205,6,10,home,away,Australia,86,runs,Day and night,Carlton Series,Michael Bevan,Australia,Sydney Cricket Ground,Australia,bat first,NA,Sydney,Moore Park,Australia,"Jan 28, 2001"
ODI # 1679,Zimbabwe,Australia,279,282,6,4,away,home,Australia,6,wickets,Day,Carlton Series,Alistair Campbell,Zimbabwe,"Bellerive Oval, Hobart",Australia,field first,with 36 balls remaining),Hobart,Bellerive,Australia,"Jan 30, 2001"
ODI # 1680,Sri Lanka,New Zealand,213,152,8,10,away,home,Sri Lanka,61,runs,Day and night,Sri Lanka tour of New Zealand,Muthiah Muralidaran,Sri Lanka,"McLean Park, Napier",Sri Lanka,bat first,NA,Napier,Napier,New Zealand,"Jan 31, 2001"
ODI # 1681,West Indies,Zimbabwe,178,134,10,10,away,away,West Indies,44,runs,Day and night,Carlton Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",West Indies,bat first,NA,Perth,East Perth,Australia,"Feb 2, 2001"
ODI # 1682,New Zealand,Sri Lanka,205,209,8,7,home,away,Sri Lanka,3,wickets,Day and night,Sri Lanka tour of New Zealand,Russel Arnold,Sri Lanka,"WestpacTrust Stadium, Wellington",New Zealand,bat first,with 3 balls remaining),Wellington,Wellington,New Zealand,"Feb 3, 2001"
ODI # 1683,Australia,Zimbabwe,302,301,5,6,home,away,Australia,1,run,Day,Carlton Series,Damien Martyn,Australia,"Western Australia Cricket Association Ground, Perth",Australia,bat first,NA,Perth,East Perth,Australia,"Feb 4, 2001"
ODI # 1684,New Zealand,Sri Lanka,181,182,10,1,home,away,Sri Lanka,9,wickets,Day,Sri Lanka tour of New Zealand,Sanath Jayasuriya,Sri Lanka,"Eden Park, Auckland",Sri Lanka,field first,with 103 balls remaining),Auckland,Auckland,New Zealand,"Feb 6, 2001"
ODI # 1685,Australia,West Indies,253,119,9,10,home,away,Australia,134,runs,Day and night,Carlton Series,Ian Harvey,Australia,Sydney Cricket Ground,West Indies,field first,NA,Sydney,Moore Park,Australia,"Feb 7, 2001"
ODI # 1686,New Zealand,Sri Lanka,182,155,9,5,home,away,Sri Lanka,3,runs,Day,Sri Lanka tour of New Zealand,Sanath Jayasuriya,Sri Lanka,"WestpacTrust Park, Hamilton",Sri Lanka,field first,D/L method),Hamilton,Hamilton,New Zealand,"Feb 8, 2001"
ODI # 1687,Australia,West Indies,338,299,6,10,home,away,Australia,39,runs,Day and night,Carlton Series,Mark Waugh,Australia,Melbourne Cricket Ground,West Indies,field first,NA,Melbourne,Jolimont,Australia,"Feb 9, 2001"
ODI # 1688,New Zealand,Sri Lanka,282,269,6,10,home,away,New Zealand,13,runs,Day,Sri Lanka tour of New Zealand,Jacob Oram,New Zealand,"Jade Stadium, Christchurch",Sri Lanka,field first,NA,Christchurch,Christchurch,New Zealand,"Feb 11, 2001"
ODI # 1689,New Zealand,Pakistan,149,150,10,4,home,away,Pakistan,6,wickets,Day and night,Pakistan tour of New Zealand,Shoaib Akhtar,Pakistan,"Eden Park, Auckland",Pakistan,field first,with 30 balls remaining),Auckland,Auckland,New Zealand,"Feb 17-18, 2001"
ODI # 1690,Pakistan,New Zealand,135,136,10,4,away,home,New Zealand,6,wickets,Day and night,Pakistan tour of New Zealand,Daryl Tuffey,New Zealand,"McLean Park, Napier",New Zealand,field first,with 117 balls remaining),Napier,Napier,New Zealand,"Feb 20, 2001"
ODI # 1691,Pakistan,New Zealand,243,215,9,10,away,home,Pakistan,28,runs,Day and night,Pakistan tour of New Zealand,Saqlain Mushtaq,Pakistan,"WestpacTrust Stadium, Wellington",New Zealand,field first,NA,Wellington,Wellington,New Zealand,"Feb 22, 2001"
ODI # 1692,New Zealand,Pakistan,284,146,5,10,home,away,New Zealand,138,runs,Day,Pakistan tour of New Zealand,Craig McMillan,New Zealand,"Jade Stadium, Christchurch",Pakistan,field first,NA,Christchurch,Christchurch,New Zealand,"Feb 25, 2001"
ODI # 1693,Pakistan,New Zealand,285,290,10,6,away,home,New Zealand,4,wickets,Day and night,Pakistan tour of New Zealand,Nathan Astle,New Zealand,"Carisbrook, Dunedin",Pakistan,bat first,with 11 balls remaining),Dunedin,Dunedin,New Zealand,"Feb 28, 2001"
ODI # 1694,England,Sri Lanka,143,144,10,5,away,home,Sri Lanka,5,wickets,Day,England tour of Sri Lanka,Muthiah Muralidaran,Sri Lanka,Rangiri Dambulla International Stadium,England,bat first,with 55 balls remaining),Dambulla,Dambulla,Sri Lanka,"Mar 23, 2001"
ODI # 1695,Sri Lanka,England,226,160,6,10,home,away,Sri Lanka,66,runs,Day and night,England tour of Sri Lanka,Mahela Jayawardene,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Mar 25, 2001"
ODI # 1696,India,Australia,315,255,10,10,home,away,India,60,runs,Day and night,Australia tour of India,Virender Sehwag,India,"M Chinnaswamy Stadium, Bangalore",India,bat first,NA,Bengaluru,Bengaluru,India,"Mar 25, 2001"
ODI # 1697,England,Sri Lanka,165,166,9,0,away,home,Sri Lanka,10,wickets,Day,England tour of Sri Lanka,Romesh Kaluwitharana,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,with 97 balls remaining),Colombo (SSC),Colombo,Sri Lanka,"Mar 27, 2001"
ODI # 1698,India,Australia,248,249,9,2,home,away,Australia,8,wickets,Day,Australia tour of India,Mark Waugh,Australia,"Nehru Stadium, Pune",India,bat first,with 29 balls remaining),Pune,Pune,India,"Mar 28, 2001"
ODI # 1699,India,Australia,299,181,8,10,home,away,India,118,runs,Day,Australia tour of India,Sachin Tendulkar,India,"Nehru Stadium, Indore",Australia,field first,NA,Indore,Indore,India,"Mar 31, 2001"
ODI # 1700,Australia,India,338,245,4,10,away,home,Australia,93,runs,Day,Australia tour of India,Matthew Hayden,Australia,"Indira Priyadarshini Stadium, Visakhapatnam",Australia,bat first,NA,Visakhapatnam,Visakhapatnam,India,"Apr 3, 2001"
ODI # 1701,India,Australia,265,269,6,6,home,away,Australia,4,wickets,Day,Australia tour of India,Michael Bevan,Australia,"Nehru Stadium, Fatorda, Margao",India,bat first,with 12 balls remaining),Margao,Margao,India,"Apr 6, 2001"
ODI # 1702,Bangladesh,Zimbabwe,151,155,8,3,away,home,Zimbabwe,7,wickets,Day,Bangladesh tour of Zimbabwe,Bryan Strang,Zimbabwe,Harare Sports Club,Bangladesh,bat first,with 41 balls remaining),Harare,Harare,Zimbabwe,"Apr 7, 2001"
ODI # 1703,Zimbabwe,Bangladesh,230,103,7,10,home,away,Zimbabwe,127,runs,Day,Bangladesh tour of Zimbabwe,Alistair Campbell,Zimbabwe,Harare Sports Club,Bangladesh,field first,NA,Harare,Harare,Zimbabwe,"Apr 8, 2001"
ODI # 1704,Pakistan,Sri Lanka,255,239,9,10,away,away,Pakistan,16,runs,Day and night,ARY Gold Cup,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 8, 2001"
ODI # 1705,Sri Lanka,New Zealand,269,163,9,10,away,away,Sri Lanka,106,runs,Day and night,ARY Gold Cup,Mahela Jayawardene,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 10, 2001"
ODI # 1706,Zimbabwe,Bangladesh,308,272,4,8,home,away,Zimbabwe,36,runs,Day,Bangladesh tour of Zimbabwe,Grant Flower,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,NA,Bulawayo,Bulawayo,Zimbabwe,"Apr 11, 2001"
ODI # 1707,New Zealand,Pakistan,266,270,7,2,away,away,Pakistan,8,wickets,Day and night,ARY Gold Cup,Shahid Afridi,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,with 47 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 12, 2001"
ODI # 1708,Pakistan,Sri Lanka,278,250,9,8,away,away,Pakistan,28,runs,Day and night,ARY Gold Cup,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 13, 2001"
ODI # 1709,New Zealand,Pakistan,127,131,10,3,away,away,Pakistan,7,wickets,Day and night,ARY Gold Cup,Saqlain Mushtaq,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,with 148 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 15, 2001"
ODI # 1710,New Zealand,Sri Lanka,248,169,6,8,away,away,New Zealand,79,runs,Day and night,ARY Gold Cup,Mathew Sinclair,New Zealand,Sharjah Cricket Association Stadium,Sri Lanka,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 17, 2001"
ODI # 1711,Sri Lanka,Pakistan,297,220,7,10,away,away,Sri Lanka,77,runs,Day and night,ARY Gold Cup,Marvan Atapattu,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 20, 2001"
ODI # 1712,South Africa,West Indies,200,202,10,7,away,home,West Indies,3,wickets,Day,South Africa tour of West Indies,Neil McGarrell,West Indies,"Sabina Park, Kingston, Jamaica",West Indies,field first,NA,Kingston,Kingston,West Indies,"Apr 28, 2001"
ODI # 1713,West Indies,South Africa,220,221,8,2,home,away,South Africa,8,wickets,Day,South Africa tour of West Indies,Herschelle Gibbs,South Africa,"Antigua Recreation Ground, St John's, Antigua",South Africa,field first,with 25 balls remaining),St John's,St John's,West Indies,"May 2, 2001"
ODI # 1714,South Africa,West Indies,287,155,4,10,away,away,South Africa,132,runs,Day,South Africa tour of West Indies,Jacques Kallis,South Africa,"Queen's Park (New), St George's, Grenada",West Indies,field first,NA,St George's,St George's,Grenada,"May 5, 2001"
ODI # 1715,West Indies,South Africa,200,201,10,2,away,away,South Africa,8,wickets,Day,South Africa tour of West Indies,Allan Donald,South Africa,"Queen's Park (New), St George's, Grenada",South Africa,field first,with 23 balls remaining),St George's,St George's,Grenada,"May 6, 2001"
ODI # 1716,West Indies,South Africa,199,202,10,3,home,away,South Africa,7,wickets,Day,South Africa tour of West Indies,Herschelle Gibbs,South Africa,"Kensington Oval, Bridgetown, Barbados",South Africa,field first,with 50 balls remaining),Bridgetown,Bridgetown,West Indies,"May 9, 2001"
ODI # 1717,South Africa,West Indies,190,137,10,10,away,home,South Africa,53,runs,Day,South Africa tour of West Indies,Neil McKenzie,South Africa,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,field first,NA,Port of Spain,Port of Spain,West Indies,"May 12, 2001"
ODI # 1718,South Africa,West Indies,163,164,7,4,away,home,West Indies,6,wickets,Day,South Africa tour of West Indies,Cameron Cuffy,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",South Africa,bat first,with 34 balls remaining),Kingstown,Arnos Vale,West Indies,"May 16, 2001"
ODI # 1719,Pakistan,England,273,165,6,10,away,home,Pakistan,108,runs,Day and night,NatWest Series,Saeed Anwar,Pakistan,"Edgbaston, Birmingham",Pakistan,bat first,NA,Birmingham,Birmingham,England,"Jun 7, 2001"
ODI # 1720,Pakistan,Australia,257,258,10,3,away,away,Australia,7,wickets,Day,NatWest Series,Ricky Ponting,Australia,"Sophia Gardens, Cardiff",Pakistan,bat first,with 26 balls remaining),Cardiff,Cardiff,Wales,"Jun 9, 2001"
ODI # 1721,England,Australia,268,272,4,5,home,away,Australia,5,wickets,Day,NatWest Series,Ricky Ponting,Australia,"The Royal & Sun Alliance County Ground, Bristol",England,bat first,with 3 balls remaining),Bristol,Bishopston,England,"Jun 10, 2001"
ODI # 1722,Pakistan,England,242,240,8,10,away,home,Pakistan,2,runs,Day,NatWest Series,Marcus Trescothick,England,"Lord's, London",England,field first,NA,Lord's,St John's Wood Road,England,"Jun 12, 2001"
ODI # 1723,Australia,England,208,86,7,10,away,home,Australia,125,runs,Day and night,NatWest Series,Jason Gillespie,Australia,"Old Trafford, Manchester",Australia,bat first,D/L method),Manchester,Stretford,England,"Jun 14, 2001"
ODI # 1724,England,Pakistan,156,153,10,4,home,away,Pakistan awarded the match (opposition conceded),NA,NA,Day,NatWest Series,Waqar Younis,Pakistan,"Headingley, Leeds",Pakistan,field first,NA,Leeds,Leeds,England,"Jun 17, 2001"
ODI # 1725,Pakistan,Australia,290,254,9,10,away,away,Pakistan,36,runs,Day and night,NatWest Series,Waqar Younis,Pakistan,"Trent Bridge, Nottingham",Pakistan,bat first,NA,Nottingham,Nottingham,England,"Jun 19, 2001"
ODI # 1726,England,Australia,176,177,10,2,home,away,Australia,8,wickets,Day,NatWest Series,Ricky Ponting,Australia,"Kennington Oval, London",England,bat first,with 119 balls remaining),The Oval,London,England,"Jun 21, 2001"
ODI # 1727,West Indies,Zimbabwe,266,239,5,9,away,home,West Indies,27,runs,Day,Coca-Cola Cup (Zimbabwe),Cameron Cuffy,West Indies,Harare Sports Club,Zimbabwe,field first,NA,Harare,Harare,Zimbabwe,"Jun 23, 2001"
ODI # 1728,Pakistan,Australia,152,156,10,1,away,away,Australia,9,wickets,Day,NatWest Series,Adam Gilchrist,Australia,"Lord's, London",Pakistan,bat first,with 141 balls remaining),Lord's,St John's Wood Road,England,"Jun 23, 2001"
ODI # 1729,Zimbabwe,India,133,137,10,1,home,away,India,9,wickets,Day,Coca-Cola Cup (Zimbabwe),Sachin Tendulkar,India,Harare Sports Club,India,field first,with 142 balls remaining),Harare,Harare,Zimbabwe,"Jun 24, 2001"
ODI # 1730,Zimbabwe,India,234,237,6,6,home,away,India,4,wickets,Day,Coca-Cola Cup (Zimbabwe),Rahul Dravid,India,"Queens Sports Club, Bulawayo",India,field first,with 4 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Jun 27, 2001"
ODI # 1731,West Indies,India,169,170,7,4,away,away,India,6,wickets,Day,Coca-Cola Cup (Zimbabwe),Sachin Tendulkar,India,"Queens Sports Club, Bulawayo",India,field first,with 37 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Jun 30, 2001"
ODI # 1732,Zimbabwe,West Indies,255,258,5,5,home,away,West Indies,5,wickets,Day,Coca-Cola Cup (Zimbabwe),Grant Flower,Zimbabwe,"Queens Sports Club, Bulawayo",West Indies,field first,with 1 ball remaining),Bulawayo,Bulawayo,Zimbabwe,"Jul 1, 2001"
ODI # 1733,West Indies,India,229,230,5,4,away,away,India,6,wickets,Day,Coca-Cola Cup (Zimbabwe),Sachin Tendulkar,India,Harare Sports Club,India,field first,with 11 balls remaining),Harare,Harare,Zimbabwe,"Jul 4, 2001"
ODI # 1734,West Indies,India,290,274,6,8,away,away,West Indies,16,runs,Day,Coca-Cola Cup (Zimbabwe),Corey Collymore,West Indies,Harare Sports Club,India,field first,NA,Harare,Harare,Zimbabwe,"Jul 7, 2001"
ODI # 1735,Sri Lanka,New Zealand,220,204,10,9,home,away,Sri Lanka,16,runs,Day and night,Coca-Cola Cup (Sri Lanka),Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Jul 18, 2001"
ODI # 1736,New Zealand,India,211,127,8,10,away,away,New Zealand,84,runs,Day and night,Coca-Cola Cup (Sri Lanka),Nathan Astle,New Zealand,"R Premadasa Stadium, Colombo",New Zealand,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Jul 20, 2001"
ODI # 1737,Sri Lanka,India,221,215,9,7,home,away,Sri Lanka,6,runs,Day and night,Coca-Cola Cup (Sri Lanka),Suresh Perera,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Jul 22, 2001"
ODI # 1738,New Zealand,Sri Lanka,236,240,8,5,away,home,Sri Lanka,5,wickets,Day,Coca-Cola Cup (Sri Lanka),Russel Arnold,Sri Lanka,"R Premadasa Stadium, Colombo",New Zealand,bat first,with 9 balls remaining),Colombo (RPS),Khettarama,Sri Lanka,"Jul 25, 2001"
ODI # 1739,New Zealand,India,200,133,10,10,away,away,New Zealand,67,runs,Day,Coca-Cola Cup (Sri Lanka),Dion Nash,New Zealand,"R Premadasa Stadium, Colombo",India,field first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Jul 26, 2001"
ODI # 1740,Sri Lanka,India,183,184,10,3,home,away,India,7,wickets,Day,Coca-Cola Cup (Sri Lanka),VVS Laxman,India,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,with 26 balls remaining),Colombo (RPS),Khettarama,Sri Lanka,"Jul 28, 2001"
ODI # 1741,Sri Lanka,New Zealand,221,115,6,9,home,away,Sri Lanka,106,runs,Day,Coca-Cola Cup (Sri Lanka),Chaminda Vaas,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",New Zealand,field first,NA,Colombo (SSC),Colombo,Sri Lanka,"Jul 31, 2001"
ODI # 1742,India,Sri Lanka,227,181,8,10,away,home,India,46,runs,Day,Coca-Cola Cup (Sri Lanka),Yuvraj Singh,India,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,NA,Colombo (SSC),Colombo,Sri Lanka,"Aug 1, 2001"
ODI # 1743,New Zealand,India,264,267,7,3,away,away,India,7,wickets,Day,Coca-Cola Cup (Sri Lanka),Virender Sehwag,India,"Sinhalese Sports Club Ground, Colombo",New Zealand,bat first,with 26 balls remaining),Colombo (SSC),Colombo,Sri Lanka,"Aug 2, 2001"
ODI # 1744,Sri Lanka,India,295,174,5,10,home,away,Sri Lanka,121,runs,Day and night,Coca-Cola Cup (Sri Lanka),Russel Arnold,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Aug 5, 2001"
ODI # 1745,West Indies,Kenya,311,205,4,10,away,home,West Indies,106,runs,Day,West Indies tour of Kenya,Chris Gayle,West Indies,"Simba Union Ground, Nairobi",Kenya,field first,NA,Nairobi,Nairobi,Kenya,"Aug 15, 2001"
ODI # 1746,Kenya,West Indies,192,193,10,4,home,away,West Indies,6,wickets,Day,West Indies tour of Kenya,Shivnarine Chanderpaul,West Indies,"Gymkhana Club Ground, Nairobi",Kenya,bat first,with 25 balls remaining),Nairobi (Gym),Nairobi,Kenya,"Aug 18, 2001"
ODI # 1747,Kenya,West Indies,232,234,7,3,home,away,West Indies,7,wickets,Day,West Indies tour of Kenya,Steve Tikolo,Kenya,"Gymkhana Club Ground, Nairobi",Kenya,bat first,with 17 balls remaining),Nairobi (Gym),Nairobi,Kenya,"Aug 19, 2001"
ODI # 1748,South Africa,Zimbabwe,363,210,3,5,away,home,South Africa,153,runs,Day,South Africa tour of Zimbabwe,Herschelle Gibbs,South Africa,"Queens Sports Club, Bulawayo",South Africa,bat first,NA,Bulawayo,Bulawayo,Zimbabwe,"Sep 23, 2001"
ODI # 1749,South Africa,Zimbabwe,272,124,7,10,away,home,South Africa,148,runs,Day,South Africa tour of Zimbabwe,Jonty Rhodes,South Africa,Harare Sports Club,South Africa,bat first,NA,Harare,Harare,Zimbabwe,"Sep 29, 2001"
ODI # 1750,Zimbabwe,South Africa,184,188,6,4,home,away,South Africa,6,wickets,Day,South Africa tour of Zimbabwe,Neil McKenzie,South Africa,Harare Sports Club,Zimbabwe,bat first,with 54 balls remaining),Harare,Harare,Zimbabwe,"Sep 30, 2001"
ODI # 1751,Zimbabwe,England,206,210,10,5,home,away,England,5,wickets,Day,England tour of Zimbabwe,Jeremy Snape,England,Harare Sports Club,Zimbabwe,bat first,with 20 balls remaining),Harare,Harare,Zimbabwe,"Oct 3, 2001"
ODI # 1752,India,South Africa,279,280,5,4,away,home,South Africa,6,wickets,Day and night,Standard Bank Triangular Tournament,Gary Kirsten,South Africa,"New Wanderers Stadium, Johannesburg",South Africa,field first,with 10 balls remaining),Johannesburg,Johannesburg,South Africa,"Oct 5, 2001"
ODI # 1753,Zimbabwe,England,195,196,10,2,home,away,England,8,wickets,Day,England tour of Zimbabwe,Matthew Hoggard,England,Harare Sports Club,Zimbabwe,bat first,with 75 balls remaining),Harare,Harare,Zimbabwe,"Oct 6, 2001"
ODI # 1754,Zimbabwe,England,261,265,8,6,home,away,England,4,wickets,Day,England tour of Zimbabwe,Andy Flower,Zimbabwe,Harare Sports Club,Zimbabwe,bat first,with 15 balls remaining),Harare,Harare,Zimbabwe,"Oct 7, 2001"
ODI # 1755,Kenya,South Africa,159,160,7,3,away,home,South Africa,7,wickets,Day,Standard Bank Triangular Tournament,Shaun Pollock,South Africa,"Willowmoore Park, Benoni",Kenya,bat first,with 98 balls remaining),Benoni,Benoni,South Africa,"Oct 7, 2001"
ODI # 1756,England,Zimbabwe,280,210,9,10,away,home,England,70,runs,Day,England tour of Zimbabwe,Paul Collingwood,England,"Queens Sports Club, Bulawayo",England,bat first,NA,Bulawayo,Bulawayo,Zimbabwe,"Oct 10, 2001"
ODI # 1757,India,South Africa,233,192,10,10,away,home,India,41,runs,Day and night,Standard Bank Triangular Tournament,Harbhajan Singh,India,"SuperSport Park, Centurion",India,bat first,NA,Centurion,Centurion,South Africa,"Oct 10, 2001"
ODI # 1758,Kenya,India,90,91,10,0,away,away,India,10,wickets,Day and night,Standard Bank Triangular Tournament,Ajit Agarkar,India,"Goodyear Park, Bloemfontein",Kenya,bat first,with 231 balls remaining),Bloemfontein,Bloemfontein,South Africa,"Oct 12, 2001"
ODI # 1759,Zimbabwe,England,228,229,10,3,home,away,England,7,wickets,Day,England tour of Zimbabwe,Nick Knight,England,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,with 38 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Oct 13, 2001"
ODI # 1760,Kenya,South Africa,229,230,7,1,away,home,South Africa,9,wickets,Day,Standard Bank Triangular Tournament,Herschelle Gibbs,South Africa,"De Beers Diamond Oval, Kimberley",Kenya,bat first,with 53 balls remaining),Kimberley,Kimberley,South Africa,"Oct 14, 2001"
ODI # 1761,Kenya,India,246,176,6,10,away,away,Kenya,70,runs,Day and night,Standard Bank Triangular Tournament,Joseph Angara,Kenya,"Crusaders Ground, St George's Park, Port Elizabeth",Kenya,bat first,NA,Port Elizabeth,Port Elizabeth,South Africa,"Oct 17, 2001"
ODI # 1762,South Africa,India,282,236,4,10,home,away,South Africa,46,runs,Day and night,Standard Bank Triangular Tournament,Sourav Ganguly,India,"Buffalo Park, East London",South Africa,bat first,NA,East London,East London,South Africa,"Oct 19, 2001"
ODI # 1763,South Africa,Kenya,354,146,3,10,home,away,South Africa,208,runs,Day and night,Standard Bank Triangular Tournament,Neil McKenzie,South Africa,"Newlands, Cape Town",South Africa,bat first,NA,Cape Town,Cape Town,South Africa,"Oct 22, 2001"
ODI # 1764,India,Kenya,351,165,3,5,away,away,India,186,runs,Day and night,Standard Bank Triangular Tournament,Sachin Tendulkar,India,"Boland Bank Park, Paarl",India,bat first,NA,Paarl,Paarl,South Africa,"Oct 24, 2001"
ODI # 1765,Sri Lanka,Zimbabwe,256,193,6,10,away,away,Sri Lanka,63,runs,Day and night,Khaleej Times Trophy,Charitha Buddhika,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 26, 2001"
ODI # 1766,India,South Africa,183,187,10,4,away,home,South Africa,6,wickets,Day and night,Standard Bank Triangular Tournament,Shaun Pollock,South Africa,"Kingsmead, Durban",South Africa,field first,with 47 balls remaining),Durban,Durban,South Africa,"Oct 26, 2001"
ODI # 1767,Pakistan,Sri Lanka,176,177,10,3,away,away,Sri Lanka,7,wickets,Day and night,Khaleej Times Trophy,Avishka Gunawardene,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,bat first,with 71 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Oct 27, 2001"
ODI # 1768,Pakistan,Zimbabwe,279,173,6,10,away,away,Pakistan,106,runs,Day and night,Khaleej Times Trophy,Shahid Afridi,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 28, 2001"
ODI # 1769,Sri Lanka,Zimbabwe,250,171,10,8,away,away,Sri Lanka,79,runs,Day and night,Khaleej Times Trophy,Mahela Jayawardene,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 30, 2001"
ODI # 1770,Pakistan,Zimbabwe,261,232,9,10,away,away,Pakistan,29,runs,Day and night,Khaleej Times Trophy,Grant Flower,Zimbabwe,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 31, 2001"
ODI # 1771,Sri Lanka,Pakistan,272,273,9,3,away,away,Pakistan,7,wickets,Day and night,Khaleej Times Trophy,Naved Latif,Pakistan,Sharjah Cricket Association Stadium,Sri Lanka,bat first,with 4 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 2, 2001"
ODI # 1772,Sri Lanka,Pakistan,173,177,10,5,away,away,Pakistan,5,wickets,Day and night,Khaleej Times Trophy,Waqar Younis,Pakistan,Sharjah Cricket Association Stadium,Sri Lanka,bat first,with 38 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 4, 2001"
ODI # 1773,Bangladesh,Zimbabwe,156,161,10,5,home,away,Zimbabwe,5,wickets,Day,Zimbabwe tour of Bangladesh,Craig Wishart,Zimbabwe,Chittagong Stadium,Zimbabwe,field first,with 46 balls remaining),Chattogram,Chattogram,Bangladesh,"Nov 23, 2001"
