loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,Month,Day,Year,PROJ_PERIOD_ID,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,Data_Entry_Method
L476437,42.186013,-73.102634,US-MA,ESRI_WEBSERVICE_STREET,S80084773,OBS1061826002,1,24,2021,PFW_2021,haiwoo,1,1,0,1,1,1,1,4.001,5,PFW Web 4.1.4
L81220,41.854551,-89.3314916,US-IL,applet_mo2applet_1.0,S81935743,OBS1078043683,1,26,2021,PFW_2021,shshaw,1,1,0,1,1,1,0,4.001,15.001,PFW Web 4.1.4
L12695291,39.5397266,-76.1198757,US-MD,/GOOGLE_MAP/ZOOM:15,S77744028,OBS1032525038,12,17,2020,PFW_2021,houfin,14,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L106162,43.8492935,-70.0810266,US-ME,PointMaker1.0_2,S84384350,OBS1107005487,3,27,2021,PFW_2021,dowwoo,2,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L8112697,44.3771374,-76.4640163,CA-ON,/GOOGLE_MAP/ZOOM:15,S86789969,OBS1137734399,4,25,2021,PFW_2021,amegfi,2,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L8141389,39.4922827,-86.0241678,US-IN,/GOOGLE_MAP/ZOOM:18,S80035708,OBS1061235042,1,27,2021,PFW_2021,blujay,4,1,0,1,0,1,1,0.001,0.001,PFW Mobile App v1.1.17
L4014340,41.9500824,-70.0194901,US-MA,/GOOGLE_MAP/ZOOM:18,S77601940,OBS1030498946,12,8,2020,PFW_2021,amecro,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L77732,41.6700267,-85.9490061,US-IN,postal_code,S78748271,OBS1045315910,12,26,2020,PFW_2021,moudov,2,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L10147619,44.09023,-92.4456011,US-MN,/GOOGLE_MAP/ZOOM:15,S80086418,OBS1061843272,1,22,2021,PFW_2021,daejun,10,1,0,0,1,0,1,1.001,5,PFW Web 4.1.4
L8821907,47.673425,-122.3970455,US-WA,/GOOGLE_MAP/ZOOM:18,S82525863,OBS1084736637,2,27,2021,PFW_2021,norfli,1,1,0,0,1,1,1,1.001,0,PFW Web 4.1.4
L6535544,41.469462300000004,-112.0313859,US-UT,/GOOGLE_MAP/ZOOM:18,S82242034,OBS1081446813,2,22,2021,PFW_2021,casfin,1,1,0,1,0,0,1,0.001,0,PFW Web 4.1.4
L3485647,32.5859828,-96.9950294,US-TX,/GOOGLE_MAP/ZOOM:15,S78752360,OBS1045362880,1,4,2021,PFW_2021,amerob,4,1,0,0,0,1,1,0.001,0,PFW Web 4.1.4
L359698,41.095984,-81.649512,US-OH,ESRI_WEBSERVICE_STREET,S84885193,OBS1113042215,4,4,2021,PFW_2021,amerob,3,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L5290932,41.142038,-81.7863069,US-OH,/GOOGLE_MAP/ZOOM:15,S78744912,OBS1045282676,1,2,2021,PFW_2021,houfin,6,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L13146514,41.3092661,-73.2647556,US-CT,/GOOGLE_MAP/ZOOM:14,S78573858,OBS1043203387,12,26,2020,PFW_2021,amegfi,13,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L2421514,42.537234,-76.281659,US-NY,/GOOGLE_MAP/ZOOM:15,S85652898,OBS1122723219,4,9,2021,PFW_2021,amegfi,5,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L6521205,35.2208162,-111.6121572,US-AZ,/GOOGLE_MAP/ZOOM:15,S85890507,OBS1125861827,4,19,2021,PFW_2021,norfli,1,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L14023340,49.3242829,-123.0517137,CA-BC,/GOOGLE_MAP/ZOOM:18,S85190482,OBS1116722515,4,8,2021,PFW_2021,bushti,2,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L12714358,43.9679765,-78.1937424,CA-ON,/GOOGLE_MAP/ZOOM:15,S83943608,OBS1101465065,3,20,2021,PFW_2021,amerob,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L8131723,34.0308282,-84.4254933,US-GA,/GOOGLE_MAP/ZOOM:15,S82542646,OBS1084918561,2,27,2021,PFW_2021,yebsap,1,1,0,1,1,1,1,8.001,0,PFW Web 4.1.4
L10207341,33.4818695,-117.7025833,US-CA,/GOOGLE_MAP/ZOOM:15,S86692048,OBS1136395611,4,29,2021,PFW_2021,amecro,1,1,0,1,0,1,0,0.001,0,PFW Mobile App v1.1.17
L229544,34.8554993,-86.5930405,US-AL,PointMaker1.0_2,S84265589,OBS1105512663,3,28,2021,PFW_2021,houfin,4,1,0,1,0,0,0,0.001,0,PFW Mobile App v1.1.17
L4182658,41.6784332,-70.0062286,US-MA,/GOOGLE_MAP/ZOOM:15,S86843783,OBS1138442781,4,25,2021,PFW_2021,norfli,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L5097586,40.3659329,-83.0982739,US-OH,/GOOGLE_MAP/ZOOM:18,S80212362,OBS1063341988,1,26,2021,PFW_2021,dowwoo,2,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L5692905,40.065853,-75.186813,US-PA,/GOOGLE_MAP/ZOOM:18,S81964317,OBS1078329327,2,11,2021,PFW_2021,amerob,10,1,0,1,1,1,1,8.001,5,PFW Web 4.1.4
L11005237,49.0423972,-122.8380919,CA-BC,/GOOGLE_MAP/ZOOM:15,S77977087,OBS1035819429,11,16,2020,PFW_2021,bkcchi,7,1,0,0,1,0,1,4.001,0,PFW Web 4.1.4
L12755421,42.9644802,-78.670121,US-NY,/GOOGLE_MAP/ZOOM:18,S83421025,OBS1095084843,3,13,2021,PFW_2021,houfin,4,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10032734,41.3668169,-83.6597461,US-OH,/GOOGLE_MAP/ZOOM:18,S79424542,OBS1053674799,1,16,2021,PFW_2021,houspa,4,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L10131168,49.848815,-97.228402,CA-MB,/GOOGLE_MAP/ZOOM:15,S80222312,OBS1063472748,1,30,2021,PFW_2021,daejun,2,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L7819297,40.3079874,-76.8979921,US-PA,/GOOGLE_MAP/ZOOM:12,S82649632,OBS1086183651,2,25,2021,PFW_2021,houspa,5,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
L8375106,45.1114029,-93.3940834,US-MN,/GOOGLE_MAP/ZOOM:18,S84716514,OBS1111019136,4,3,2021,PFW_2021,houspa,6,1,0,1,0,1,0,0.001,0,PFW Mobile App v1.1.17
L1034444,42.7869415,-78.6446762,US-NY,ESRI_WEBSERVICE_STREET,S82978294,OBS1089956169,3,6,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L3193951,38.649062,-90.441288,US-MO,/GOOGLE_MAP/ZOOM:15,S86185489,OBS1129734511,4,21,2021,PFW_2021,tuftit,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10267048,37.4708987,-122.2707295,US-CA,/GOOGLE_MAP/ZOOM:18,S81497756,OBS1074268214,1,30,2021,PFW_2021,oaktit,1,1,0,1,1,1,1,0.001,NA,PFW Web 4.1.4
L10224741,46.0717973,-89.0240545,US-WI,/GOOGLE_MAP/ZOOM:15,S83138160,OBS1091837385,2,19,2021,PFW_2021,rebnut,2,1,0,1,1,1,1,8.001,15.001,PFW Web 4.1.4
L4135488,41.7939158,-72.1768939,US-CT,/GOOGLE_MAP/ZOOM:15,S83369286,OBS1094541808,3,10,2021,PFW_2021,wiltur,17,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L2028428,36.1934982,-96.19178,US-OK,NA,S76908515,OBS1020773349,11,28,2020,PFW_2021,dowwoo,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10140318,42.4252467,-74.1575588,US-NY,/GOOGLE_MAP/ZOOM:15,S86753940,OBS1137259790,4,29,2021,PFW_2021,bkcchi,3,1,0,1,0,1,1,4.001,NA,PFW Web 4.1.4
L12748247,49.2579254,-124.3562436,CA-BC,/GOOGLE_MAP/ZOOM:17,S85995687,OBS1127209123,4,18,2021,PFW_2021,rufhum,3,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12799346,44.5693489,-123.2875925,US-OR,/GOOGLE_MAP/ZOOM:18,S89326042,OBS1171692352,4,3,2021,PFW_2021,daejun,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10145434,37.3389134,-79.8410864,US-VA,/GOOGLE_MAP/ZOOM:15,S79228797,OBS1051408520,1,5,2021,PFW_2021,normoc,1,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L2028919,39.6417618,-77.7199936,US-MD,NA,S79198193,OBS1050972856,1,12,2021,PFW_2021,eursta,3,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L10143342,45.5933053,-111.2021596,US-MT,/GOOGLE_MAP/ZOOM:15,S83737358,OBS1098958569,3,6,2021,PFW_2021,rinphe,1,1,0,1,0,1,1,0.001,5,PFW Web 4.1.4
L10463342,41.3651698,-77.0736014,US-PA,/GOOGLE_MAP/ZOOM:15,S80363277,OBS1065166522,2,3,2021,PFW_2021,carwre,2,1,0,0,1,0,0,0.001,15.001,PFW Web 4.1.4
L3149107,33.824822,-84.245984000000007,US-GA,/GOOGLE_MAP/ZOOM:15,S79047089,OBS1049019488,1,9,2021,PFW_2021,moudov,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10907279,36.1189331,-79.8820286,US-NC,/GOOGLE_MAP/ZOOM:15,S83199993,OBS1092552183,12,7,2020,PFW_2021,bnhnut,2,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L166997,38.793753100000004,-90.3729057,US-MO,PointMaker1.0_2,S86458968,OBS1133269021,4,20,2021,PFW_2021,houspa,4,1,0,0,1,0,1,1.001,0,PFW Web 4.1.4
L625364,43.2045189,-82.5234604,US-MI,ESRI_WEBSERVICE_STREET,S78755752,OBS1045432853,12,5,2020,PFW_2021,rebwoo,1,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L10196970,33.1771495,-96.5620124,US-TX,/GOOGLE_MAP/ZOOM:15,S77456814,OBS1028430581,12,12,2020,PFW_2021,houfin,1,1,0,1,1,0,0,1.001,0,PFW Web 4.1.4
L796558,39.8970985,-74.906601,US-NJ,ESRI_WEBSERVICE_STREET,S83449206,OBS1095474300,2,13,2021,PFW_2021,rewbla1,10,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L1391132,35.1408653,-80.77771,US-NC,ESRI_WEBSERVICE_STREET,S80273332,OBS1064038568,1,30,2021,PFW_2021,norcar,4,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L4984633,42.2201593,-87.8902817,US-IL,/GOOGLE_MAP/ZOOM:15,S81892510,OBS1077560575,1,23,2021,PFW_2021,houfin,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L2413946,45.0861221,-100.066991,US-SD,/GOOGLE_MAP/ZOOM:15,S87456612,OBS1146688567,3,29,2021,PFW_2021,rewbla,4,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L272632,40.5037228,-74.2289498,US-NY,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:2,S82160476,OBS1080494234,2,20,2021,PFW_2021,bkcchi,2,1,0,0,1,1,1,1.001,5,PFW Web 4.1.4
L11142394,37.9739913,-122.2744125,US-CA,/GOOGLE_MAP/ZOOM:15,S77314385,OBS1026518276,12,10,2020,PFW_2021,chbchi,1,1,0,1,1,0,0,1.001,0,PFW Mobile App v1.1.17
L10706063,52.9947598,-122.6905972,CA-BC,/GOOGLE_MAP/ZOOM:18,S79620374,OBS1056154327,11,27,2020,PFW_2021,dowwoo,1,1,0,1,0,1,0,4.001,5,PFW Web 4.1.4
L72160,37.919,-79.39315,US-VA,POSTCODE LAT/LONG LOOKUP,S86671792,OBS1136127379,1,28,2021,PFW_2021,purfin,6,1,0,0,1,0,1,1.001,0.001,PFW Web 4.1.4
L13075699,41.8389765,-75.866496,US-PA,/GOOGLE_MAP/ZOOM:15,S87002687,OBS1140620462,4,28,2021,PFW_2021,purfin,4,1,0,1,1,0,1,1.001,0,PFW Mobile App v1.1.17
L3160508,39.4657727,-77.4656832,US-MD,/GOOGLE_MAP/ZOOM:18,S81633936,OBS1075204001,2,6,2021,PFW_2021,tuftit,2,1,0,1,1,1,1,8.001,0,PFW Web 4.1.4
L476107,34.4299919,-109.6344566,US-AZ,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S76333873,OBS1012888264,11,14,2020,PFW_2021,houfin,3,1,0,1,1,1,1,1.001,NA,PFW Web 4.0.4
L21431,42.9685764,-85.705719,US-MI,POSTCODE LAT/LONG LOOKUP,S81754642,OBS1076165832,12,21,2020,PFW_2021,tuftit,1,1,0,1,1,0,0,1.001,0,PFW Web 4.1.4
L466103,43.0649942,-70.7722789,US-NH,ESRI_WEBSERVICE_STREET,S86374584,OBS1132171410,4,24,2021,PFW_2021,tuftit,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10128660,39.9168997,-86.2962663,US-IN,/GOOGLE_MAP/ZOOM:18,S86085592,OBS1128438231,4,20,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L79351,41.3193061,-73.5105938,US-CT,applet_mo2applet_1.0,S78326271,OBS1040312419,12,28,2020,PFW_2021,norcar,2,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L13057323,56.8132892,-132.9232299,US-AK,/GOOGLE_MAP/ZOOM:15,S78101011,OBS1037417701,12,22,2020,PFW_2021,chbchi,3,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L138888,42.9145317,-73.7852631,US-NY,POSTCODE LAT/LONG LOOKUP,S78390209,OBS1041074175,12,28,2020,PFW_2021,tuftit,4,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L81226,32.8866239,-96.8367684,US-TX,postal_code,S80616788,OBS1068071607,2,6,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L4011106,27.5104933,-99.523918,US-TX,/GOOGLE_MAP/ZOOM:17,S82701149,OBS1086794114,3,2,2021,PFW_2021,normoc,1,1,0,0,1,1,0,1.001,0,PFW Web 4.1.4
L276626,38.7576642,-79.005475,US-VA,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S85622398,OBS1122308283,4,10,2021,PFW_2021,pinsis,2,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L6463024,42.988829,-78.134922,US-NY,/GOOGLE_MAP/ZOOM:18,S77454486,OBS1028415033,12,12,2020,PFW_2021,rebwoo,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L4193476,35.242886,-112.194736,US-AZ,/GOOGLE_MAP/ZOOM:15,S77794069,OBS1033258677,12,19,2020,PFW_2021,daejun,5,1,0,0,1,0,1,1.001,0,PFW Web 4.1.4
L610571,38.5935624,-78.2701206,US-VA,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:4,S83505567,OBS1096148152,3,14,2021,PFW_2021,carwre,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L11075793,34.7827563,-106.2771463,US-NM,/GOOGLE_MAP/ZOOM:15,S88220528,OBS1156931579,4,2,2021,PFW_2021,cantow,1,1,0,1,0,1,1,0.001,0,PFW Web 4.1.4
L2459199,42.9215015,-83.3789434,US-MI,/GOOGLE_MAP/ZOOM:18,S85291095,OBS1117994679,3,13,2021,PFW_2021,amerob,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L76375,29.68395,-82.37241,US-FL,postal_code,S79149042,OBS1050345660,1,11,2021,PFW_2021,sumtan,1,0,0,1,1,1,1,8.001,0,PFW Web 4.1.4
L597498,41.0215332,-83.6858654,US-OH,POSTCODE LAT/LONG LOOKUP,S78877155,OBS1047003645,1,4,2021,PFW_2021,houfin,5,1,0,1,0,1,0,8.001,0.001,PFW Web 4.1.4
L3168638,38.9261229,-77.330433,US-VA,/GOOGLE_MAP/ZOOM:15,S81134345,OBS1072248518,2,6,2021,PFW_2021,tuftit,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L665000,43.0688721,-76.4770049,US-NY,ESRI_WEBSERVICE_STREET,S83048585,OBS1090757796,2,28,2021,PFW_2021,bkcchi,2,1,0,0,1,0,1,0.001,5,PFW Web 4.1.4
L97598,42.66667,-81.216667,CA-ON,POSTCODE LAT/LONG LOOKUP,S83995405,OBS1102109030,3,13,2021,PFW_2021,amtspa,2,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L12757944,45.5837887,-73.4333014,CA-QC,/GOOGLE_MAP/ZOOM:15,S82726792,OBS1087137318,3,2,2021,PFW_2021,daejun,4,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
L10276579,41.4392881,-71.5161842,US-RI,/GOOGLE_MAP/ZOOM:18,S76246666,OBS1011905301,11,14,2020,PFW_2021,daejun,1,1,0,0,1,1,1,1.001,0,PFW Mobile App v1.1.16
L26231,41.32705,-73.67285,US-NY,POSTCODE LAT/LONG LOOKUP,S86218133,OBS1132071328,4,24,2021,PFW_2021,norcar,2,1,0,0,1,1,1,1.001,0,PFW Mobile App v1.1.17
L2405159,42.6003327,-76.5651637,US-NY,/GOOGLE_MAP/ZOOM:18,S78829398,OBS1046389632,1,4,2021,PFW_2021,daejun,10,1,0,1,1,1,0,1.001,0.001,PFW Web 4.1.4
L8661690,43.5245189,-73.210777,US-VT,/GOOGLE_MAP/ZOOM:18,S79180584,OBS1050757501,1,11,2021,PFW_2021,eursta,4,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L1064016,49.9692447,-98.7696755,CA-MB,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:-1,S86645681,OBS1135778275,4,25,2021,PFW_2021,pinsis,3,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8557995,41.3059538,-81.3509416,US-OH,/GOOGLE_MAP/ZOOM:12,S81629155,OBS1075185203,2,13,2021,PFW_2021,houfin,4,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L1797732,36.0170746,-85.6492767,US-TN,NA,S80032604,OBS1061204715,1,27,2021,PFW_2021,whbnut,2,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L19349,52.464949,-113.7364984,CA-AB,POSTCODE LAT/LONG LOOKUP,S77186809,OBS1024673307,12,5,2020,PFW_2021,dowwoo,1,1,0,1,1,1,1,4.001,5,PFW Web 4.1.4
L12762388,49.3370973,-123.0580369,CA-BC,/GOOGLE_MAP/ZOOM:15,S83650077,OBS1097881093,3,9,2021,PFW_2021,daejun,3,1,0,1,0,1,0,1.001,0,PFW Mobile App v1.1.17
L390849,45.0434181,-91.4029455,US-WI,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S83942352,OBS1101432744,2,28,2021,PFW_2021,rebwoo,1,1,0,1,1,1,1,4.001,5,PFW Web 4.1.4
L5153601,41.497423,-74.428183,US-NY,/GOOGLE_MAP/ZOOM:15,S89785590,OBS1177587189,1,23,2021,PFW_2021,amegfi,8,1,0,0,1,1,1,0.001,0,PFW Web 4.1.4
L1319746,42.6900826,-70.9051514,US-MA,ESRI_WEBSERVICE_STREET,S79177465,OBS1050737907,1,11,2021,PFW_2021,amegfi,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L5768729,42.687653,-73.560159,US-NY,/GOOGLE_MAP/ZOOM:15,S82779866,OBS1087695477,2,24,2021,PFW_2021,whtspa,1,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
L227301,43.7126541,-84.9656067,US-MI,PointMaker1.0_2,S79516315,OBS1054774224,1,17,2021,PFW_2021,mallar3,10,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L12482475,27.8494741,-82.2379994,US-FL,/GOOGLE_MAP/ZOOM:15,S80310628,OBS1064529512,1,28,2021,PFW_2021,tuftit,3,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L21127,41.93024,-74.01856,US-NY,POSTCODE LAT/LONG LOOKUP,S84260157,OBS1105455277,2,4,2021,PFW_2021,moudov,15,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L107418,39.9336,-75.01968,US-NJ,postal_code,S78792121,OBS1045897417,1,4,2021,PFW_2021,houspa,10,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L27465,30.5269008,-81.6214996,US-FL,POSTCODE LAT/LONG LOOKUP,S86449752,OBS1133185240,12,12,2020,PFW_2021,dowwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8834427,38.625012,-77.333811,US-VA,/GOOGLE_MAP/ZOOM:15,S89041746,OBS1168033720,2,4,2021,PFW_2021,norcar,3,1,0,0,1,0,1,1.001,0.001,PFW Mobile App v1.1.17
L166969,44.1118163,-79.1173232,CA-ON,PointMaker1.0_2,S80572625,OBS1067653916,1,17,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L364016,44.11808,-79.56479,CA-ON,POSTCODE LAT/LONG LOOKUP,S83581691,OBS1097062838,3,13,2021,PFW_2021,moudov,3,1,0,1,0,1,0,0.001,0,PFW Web 4.1.4
L2413223,39.771751,-75.663847,US-DE,/GOOGLE_MAP/ZOOM:15,S83423122,OBS1095108757,3,13,2021,PFW_2021,sonspa,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L131291,41.7616596,-87.9828962,US-IL,PointMaker1.0_2,S84292321,OBS1105827187,3,25,2021,PFW_2021,comgra,1,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L12741427,44.2503925,-72.0360237,US-NH,/GOOGLE_MAP/ZOOM:18,S77211019,OBS1024985645,12,6,2020,PFW_2021,bkcchi,5,1,0,1,1,1,1,4.001,0.001,PFW Mobile App v1.1.17
L12861479,37.4478948,-77.6596749,US-VA,/GOOGLE_MAP/ZOOM:15,S77845449,OBS1033944765,12,20,2020,PFW_2021,rewbla,7,1,0,1,1,1,0,4.001,0,PFW Web 4.1.4
L2098000,35.0707054,-77.1560745,US-NC,NA,S80526362,OBS1067088050,2,4,2021,PFW_2021,amegfi,5,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L3083973,49.3424486,-123.2456991,CA-BC,/GOOGLE_MAP/ZOOM:18,S80733218,OBS1069393269,2,7,2021,PFW_2021,bkcchi,4,1,0,0,1,1,1,1.001,0,PFW Web 4.1.4
L3153667,37.439911,-77.667094,US-VA,/GOOGLE_MAP/ZOOM:15,S79043622,OBS1048974376,1,9,2021,PFW_2021,rebnut,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12729350,31.443749,-109.9233413,US-AZ,/GOOGLE_MAP/ZOOM:18,S78835509,OBS1046493715,1,4,2021,PFW_2021,yerwar,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10901649,40.885127,-72.9918246,US-NY,/GOOGLE_MAP/ZOOM:15,S79171609,OBS1051423689,1,13,2021,PFW_2021,bkcchi,1,1,0,1,1,1,1,0.001,0,PFW Mobile App v1.1.17
L7285465,42.8961357,-76.1029608,US-NY,/GOOGLE_MAP/ZOOM:15,S86486443,OBS1133679333,4,3,2021,PFW_2021,dowwoo,2,1,0,1,1,0,0,1.001,0,PFW Web 4.1.4
L4987128,36.9977886,-121.8598098,US-CA,/GOOGLE_MAP/ZOOM:18,S79127004,OBS1050085264,1,9,2021,PFW_2021,bushti,12,1,0,1,1,1,0,4.001,NA,PFW Mobile App v1.1.17
L10175427,41.0980142,-75.1766109,US-PA,/GOOGLE_MAP/ZOOM:15,S83378880,OBS1094637379,2,20,2021,PFW_2021,dowwoo,2,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
L33529,39.88144,-74.714340000000007,US-NJ,POSTCODE LAT/LONG LOOKUP,S85601765,OBS1122041073,12,12,2020,PFW_2021,tuftit,4,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L12724444,43.006844,-88.2837296,US-WI,/GOOGLE_MAP/ZOOM:15,S84403648,OBS1107249690,3,28,2021,PFW_2021,daejun,3,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L2415255,41.1482147,-85.0778798,US-IN,/GOOGLE_MAP/ZOOM:15,S77951814,OBS1035463460,11,28,2020,PFW_2021,daejun,8,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L6221282,39.1983269,-76.8296611,US-MD,/GOOGLE_MAP/ZOOM:18,S82843784,OBS1088652588,3,6,2021,PFW_2021,reshaw,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L5578737,39.9515622,-86.2241227,US-IN,/GOOGLE_MAP/ZOOM:15,S85261738,OBS1117635480,3,20,2021,PFW_2021,dowwoo,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L14735352,34.1193139,-109.935102,US-AZ,/GOOGLE_MAP/ZOOM:15,S87052824,OBS1141260341,4,4,2021,PFW_2021,eursta,3,1,0,1,0,1,1,1.001,0,PFW Web 4.1.4
L3441918,45.5807367,-121.5542793,US-OR,/GOOGLE_MAP/ZOOM:15,S77500704,OBS1029091909,12,13,2020,PFW_2021,mouchi,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L4009574,42.1574984,-121.8713272,US-OR,/GOOGLE_MAP/ZOOM:18,S78285960,OBS1039805902,12,10,2020,PFW_2021,stejay,6,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L3198602,39.8166908,-105.3914648,US-CO,/GOOGLE_MAP/ZOOM:15,S78902607,OBS1047279040,1,1,2021,PFW_2021,pinsis,6,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
L23881,40.667814,-77.910018,US-PA,POSTCODE LAT/LONG LOOKUP,S79979394,OBS1060557485,1,5,2021,PFW_2021,whbnut,3,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L10901649,40.885127,-72.9918246,US-NY,/GOOGLE_MAP/ZOOM:15,S82727449,OBS1087154945,3,4,2021,PFW_2021,amegfi,4,1,0,0,1,1,1,0.001,0,PFW Mobile App v1.1.17
L12743203,30.3578498,-97.7259063,US-TX,/GOOGLE_MAP/ZOOM:15,S80706897,OBS1069133592,2,7,2021,PFW_2021,grtgra,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12736337,41.8877926,-72.6668831,US-CT,/GOOGLE_MAP/ZOOM:15,S77734305,OBS1032390837,12,20,2020,PFW_2021,houspa,12,1,0,1,0,1,0,1.001,15.001,PFW Mobile App v1.1.17
L12898667,40.3305375,-80.1314964,US-PA,/GOOGLE_MAP/ZOOM:15,S82635520,OBS1086041183,3,1,2021,PFW_2021,carwre,1,1,0,0,1,1,1,1.001,0,PFW Web 4.1.4
L12704926,40.1133368,-83.12758,US-OH,/GOOGLE_MAP/ZOOM:18,S80652932,OBS1068531508,1,23,2021,PFW_2021,norcar,2,1,0,1,1,1,1,8.001,0.001,PFW Mobile App v1.1.17
L6519044,41.3148434,-81.1502295,US-OH,/GOOGLE_MAP/ZOOM:15,S79120688,OBS1050016016,1,12,2021,PFW_2021,norcar,1,1,0,1,0,1,1,1.001,0,PFW Mobile App v1.1.17
L674514,43.4344301,-124.2144674,US-OR,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S76955508,OBS1021433064,11,25,2020,PFW_2021,houfin,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
