incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude
85925151,04/07/2015 17:40,2015,2015/16,Special Service,1,1,298,298,CAT STUCK IN CHIMNEY,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000134,Gospel Oak,E09000007,Camden,Kentish Town,NULL,Constantine Road,20400194,NW3,NULL,NULL,527450,185550,NULL,NULL
86195151,04/07/2015 21:55,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN CAR ENGINE,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000273,Hornsey,E09000014,Haringey,Hornsey,NULL,North View Road,NULL,N8,529850,189611,529850,189650,51.59039812,-0.126944673
86335151,05/07/2015 00:23,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN RAILINGS,Cat,Person (land line),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000174,Ealing Common,E09000009,Ealing,Ealing,12090082,Ranelagh Road,20601422,W5,518019,179832,518050,179850,51.50510817,-0.300924222
86474151,05/07/2015 08:25,2015,2015/16,Special Service,1,2,298,596,KITTEN TRAPPED IN RUBBISH,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011229,St. Mary's & St. James,E09000004,Bexley,Sidcup,NULL,Ellenborough Road,NULL,DA14,547886,171016,547850,171050,51.41887352,0.125439539
87185151,06/07/2015 16:51,2015,2015/16,Special Service,1,1,298,298,CAT WITH PAW TRAPPED IN WINDOW,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000286,Canons,E09000015,Harrow,Stanmore,NULL,Rusper Close,21200918,HA7,NULL,NULL,517350,192550,NULL,NULL
87525151,07/07/2015 07:41,2015,2015/16,Special Service,1,1,298,298,SMALL DEER STUCK IN FENCING,Deer,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Assist trapped wild animal,E05000195,Chase,E09000010,Enfield,Enfield,207164248,Theobalds Park Road,20703010,EN2,531624,199680,531650,199650,51.68046997,-0.09756852
87605151,07/07/2015 11:47,2015,2015/16,Special Service,1,1,298,298,DOG STUCK BEHIND SINK,Dog,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000251,Askew,E09000013,Hammersmith and Fulham,Hammersmith,NULL,Kelmscott Gardens,21000468,W12,NULL,NULL,522250,179450,NULL,NULL
87640151,07/07/2015 12:57,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED ON ROOF LEDGE,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000484,Forest Gate South,E09000025,Newham,Stratford,NULL,Manbey Park Road,22201497,E15,NULL,NULL,539250,184950,NULL,NULL
87643151,07/07/2015 13:06,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN CAVITY WALL,Cat,Person (land line),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011109,Old Kent Road,E09000028,Southwark,Old Kent Road,NULL,Rowcross Street,22502146,SE1,NULL,NULL,533850,178350,NULL,NULL
87666151,07/07/2015 14:03,2015,2015/16,Special Service,1,1,298,298,CAT ON TOP OF ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000341,Uxbridge South,E09000017,Hillingdon,Hillingdon,NULL,Waterloo Road,21402084,UB8,NULL,NULL,505050,183250,NULL,NULL
87918151,07/07/2015 19:20,2015,2015/16,Special Service,1,1,298,298,BIRD TRAPPED IN HOUSE GUTTERING,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000028,Becontree,E09000002,Barking and Dagenham,Dagenham,NULL,Crossway,19900101,RM8,NULL,NULL,547150,186150,NULL,NULL
87944151,07/07/2015 19:57,2015,2015/16,Special Service,1,1,298,298,SMALL DOG TRAPPED ON LEDGE,Dog,Police,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009395,Earl's Court,E09000020,Kensington and Chelsea,Kensington,NULL,Kenway Road,21700298,SW5,NULL,NULL,525550,178750,NULL,NULL
88082151,07/07/2015 22:41,2015,2015/16,Special Service,1,1,298,298,CHICKEN IN TREE,Bird,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Wild animal rescue from height,E05000429,Stockwell,E09000022,Lambeth,Lambeth,NULL,Dorset Road,NULL,SW8,530581,177278,530550,177250,51.4793963,-0.120968698
88197151,08/07/2015 08:06,2015,2015/16,Special Service,1,1,298,298,CAT WITH INJURY STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000429,Stockwell,E09000022,Lambeth,Clapham,NULL,Larkhall Lane,21900847,SW4,NULL,NULL,530150,176650,NULL,NULL
88357151,08/07/2015 14:50,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05011465,Broad Green,E09000008,Croydon,Croydon,NULL,Chapman Road,NULL,CR0,531107,166453,531150,166450,51.38199231,-0.117401578
88419151,08/07/2015 16:46,2015,2015/16,Special Service,1,1,298,298,PIGEON STUCK UNDER RAILWAY BRIDGE,Bird,Person (mobile),Bridge,Outdoor Structure,Other animal assistance,Assist trapped wild animal,E05000469,Raynes Park,E09000024,Merton,New Malden,48072152,West Barnes Lane,22106627,SW20,522847,169231,522850,169250,51.40880499,-0.235073489
89099151,09/07/2015 19:24,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000418,Clapham Common,E09000022,Lambeth,Clapham,NULL,Oaklands Estate,21901167,SW4,NULL,NULL,529550,174050,NULL,NULL
89212151,09/07/2015 22:00,2015,2015/16,Special Service,1,1,298,298,KITTEN STUCK UNDER HOUSE,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05011109,Old Kent Road,E09000028,Southwark,Old Kent Road,NULL,Naylor Road,22501758,SE15,NULL,NULL,534550,177350,NULL,NULL
89445151,10/07/2015 09:56,2015,2015/16,Special Service,1,2,298,596,ASSIST RSPCA WITH SMALL ANIMAL RESCUE,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000207,Southbury,E09000010,Enfield,Enfield,NULL,Broadfield Square,20702530,EN1,NULL,NULL,534750,196950,NULL,NULL
89682151,10/07/2015 16:28,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH SMALL ANIMAL RESCUE,Bird,Person (land line),Vehicle sales building,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000125,Plaistow and Sundridge,E09000006,Bromley,Bromley,1.00023E+11,Burnt Ash Lane,20302356,BR1,540710,171176,540750,171150,51.42213639,0.022373383
90176151,11/07/2015 06:39,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED ON ROOF,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,Twickenham,NULL,Hill View Road,22403562,TW1,NULL,NULL,516150,174150,NULL,NULL
90253151,11/07/2015 10:13,2015,2015/16,Special Service,1,1,298,298,DISTRESSED DOG LOCKED IN CAR,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000052,Garden Suburb,E09000003,Barnet,West Hampstead,200086166,North End Road,20031620,NW11,525496,187362,525450,187350,51.5711723,-0.190565333
90602151,11/07/2015 17:59,2015,2015/16,Special Service,1,1,298,298,DOG STUCK IN RESERVOIR,Dog,Person (land line),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000197,Edmonton Green,E09000010,Enfield,Edmonton,NULL,Ardra Road,NULL,N9,535751,193419,535750,193450,51.6232263,-0.040341545
90847151,11/07/2015 23:53,2015,2015/16,Special Service,1,1,298,298,POSSIBLY INJURED CAT ON STUCK ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000624,Southfields,E09000032,Wandsworth,Wandsworth,NULL,Astonville Street,22900173,SW18,NULL,NULL,525150,173350,NULL,NULL
90951151,12/07/2015 07:47,2015,2015/16,Special Service,1,1,298,298,BIRD STUCK IN NETTING,Bird,Person (land line),Bank/Building Society,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011249,Monkhams,E09000026,Redbridge,Woodford,10034920945,The Broadway,22306023,IG8,540957,191847,540950,191850,51.60782195,0.034182318
91139151,12/07/2015 16:23,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000437,Bellingham,E09000023,Lewisham,Lewisham,NULL,Swallands Road,22001945,SE6,NULL,NULL,537450,172050,NULL,NULL
91583151,13/07/2015 17:08,2015,2015/16,Special Service,1,1,298,298,DOG TRAPPED IN QUAGGY,Dog,Person (mobile),Mine or quarry (not above ground building),Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000224,Middle Park and Sutcliffe,E09000011,Greenwich,Lee Green,NULL,Eltham Palace Road,NULL,SE9,541262,174156,541250,174150,51.44877776,0.031494726
91801151,14/07/2015 06:20,2015,2015/16,Special Service,1,1,298,298,BIRD STUCK ON LAMP POST - HANGING FROM STRING,Bird,Person (mobile),"Roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)",Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05000177,Greenford Broadway,E09000009,Ealing,Southall,NULL,The Broadway,NULL,UB6,514240,182329,514250,182350,51.5283264,-0.354540141
92111151,14/07/2015 20:18,2015,2015/16,Special Service,1,1,298,298,FALCON TRAPPED IN NETTING ON CANOPY,Bird,Person (mobile),Purpose built office,Non Residential,Other animal assistance,Animal assistance involving wild animal - Other action,E05000448,Lewisham Central,E09000023,Lewisham,Lewisham,2.00001E+11,Molesworth Street,22004181,SE13,538198,175663,538150,175650,51.46307495,-0.011981701
92363151,15/07/2015 10:53,2015,2015/16,Special Service,1,1,298,298,KITTEN STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000604,Leyton,E09000031,Waltham Forest,Leyton,NULL,Clyde Place,22827550,E10,NULL,NULL,537650,187550,NULL,NULL
92529151,15/07/2015 18:29,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN HOLE,Cat,Person (mobile),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000200,Grange,E09000010,Enfield,Southgate,207013027,Waverley Road,20703037,EN2,531866,196584,531850,196550,51.65259183,-0.095236949
92554151,15/07/2015 19:17,2015,2015/16,Special Service,1,1,298,298,BIRD IN PRECARIOUS POSITION,Bird,Person (mobile),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000649,West End,E09000033,Westminster,Soho,1.00023E+11,Warwick Street,8401043,W1B,529340,180749,529350,180750,51.51087462,-0.137558294
92817151,16/07/2015 10:46,2015,2015/16,Special Service,1,1,298,298,INJURED SEAGULL RESCUED,Bird,Person (land line),Fire station,Non Residential,Other animal assistance,Animal assistance involving wild animal - Other action,E05000363,Osterley and Spring Grove,E09000018,Hounslow,Heston,1.00023E+11,London Road,21500707,TW7,515166,176444,515150,176450,51.47524488,-0.343117224
93151151,16/07/2015 22:00,2015,2015/16,Special Service,1,1,298,298,BIRD TRAPPED IN TREE,Bird,Person (land line),Park,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,Ruislip,NULL,Pinn Way,NULL,HA4,509284,188108,509250,188150,51.58124881,-0.424161122
93295151,17/07/2015 03:52,2015,2015/16,Special Service,1,1,298,298,KITTEN STUCK IN WALL,Cat,Person (mobile),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000216,Charlton,E09000011,Greenwich,East Greenwich,NULL,Elliscombe Road,20800517,SE7,NULL,NULL,541250,177850,NULL,NULL
93368151,17/07/2015 08:46,2015,2015/16,Special Service,1,1,298,298,Redacted,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000280,Tottenham Green,E09000014,Haringey,Tottenham,NULL,Seven Sisters Road,NULL,N15,NULL,NULL,533450,188750,NULL,NULL
93378151,17/07/2015 09:45,2015,2015/16,Special Service,1,1,298,298,CAT STUCK IN A TREE  RSPCA OFFICER ON SCENE,Cat,Person (mobile),Animal harm outdoors,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000251,Askew,E09000013,Hammersmith and Fulham,Hammersmith,34110102,Coningham Road,21000235,W12,522600,179985,522650,179950,51.50550939,-0.234898885
93645151,17/07/2015 17:33,2015,2015/16,Special Service,1,1,298,298,FERRET STUCK IN LIFT SHAFT,Ferret,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000409,Norbiton,E09000021,Kingston upon Thames,Kingston,NULL,Willingham Way,21801048,KT1,NULL,NULL,519150,169050,NULL,NULL
93873151,17/07/2015 23:54,2015,2015/16,Special Service,1,1,298,298,CAT IN PRECARIOUS POSITION,Cat,Person (land line),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011116,South Bermondsey,E09000028,Southwark,Old Kent Road,NULL,Welsford Street,22502678,SE1,NULL,NULL,534150,178550,NULL,NULL
94730151,19/07/2015 12:53,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000251,Askew,E09000013,Hammersmith and Fulham,Hammersmith,NULL,Coningham Road,NULL,W12,522580,180011,522550,180050,51.50574739,-0.235177879
94775151,19/07/2015 14:25,2015,2015/16,Special Service,1,1,298,298,INJURED DOG,Dog,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000455,Abbey,E09000024,Merton,Wimbledon,NULL,Kingston Road,NULL,SW19,525447,170016,525450,170050,51.41529116,-0.197431868
95290151,20/07/2015 09:45,2015,2015/16,Special Service,1,1,298,298,BIRD STUCK IN NETTING,Bird,Person (land line),Restaurant/cafe,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011249,Monkhams,E09000026,Redbridge,Woodford,NULL,The Broadway,NULL,IG8,540909,191823,540950,191850,51.60761829,0.033479979
95362151,20/07/2015 12:38,2015,2015/16,Special Service,1,1,298,298,CAT STUCK IN WELL,Cat,Person (land line),Purpose built office,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05011095,Borough & Bankside,E09000028,Southwark,Dowgate,2.00003E+11,Union Street,22502587,SE1,532047,179969,532050,179950,51.5032395,-0.098864219
95780151,21/07/2015 08:32,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN CAR SEAT,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000096,Northwick Park,E09000005,Brent,Wembley,NULL,Littleton Road,NULL,HA1,515999,186549,515950,186550,51.56589655,-0.32780485
95816151,21/07/2015 10:18,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH FOX IMPALED ON WIRE,Fox,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped wild animal,E05000087,Brondesbury Park,E09000005,Brent,Willesden,202136167,All Souls Avenue,20202012,NW10,522957,183603,522950,183650,51.53794811,-0.228495477
95912151,21/07/2015 12:34,2015,2015/16,Special Service,1,2,298,596,CAT UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009371,De Beauvoir,E09000012,Hackney,Shoreditch,NULL,Whitmore Road,NULL,N1,533136,183753,533150,183750,51.53698915,-0.081754272
96926151,22/07/2015 21:10,2015,2015/16,Special Service,1,2,298,596,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009375,Haggerston,E09000012,Hackney,Bethnal Green,NULL,Goldsmiths Row,NULL,E2,534318,183363,534350,183350,51.53320435,-0.064870438
97144151,23/07/2015 09:38,2015,2015/16,Special Service,1,1,298,298,DOG WITH LEG TRAPPED IN COLLAR,Dog,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Animal harm involving domestic animal,E05000640,Maida Vale,E09000033,Westminster,Paddington,NULL,Carlton Vale,8400641,NW6,NULL,NULL,525750,183150,NULL,NULL
97855151,24/07/2015 12:16,2015,2015/16,Special Service,1,1,298,298,PIGEON TRAPPED IN CONFINED ROOF SPACE OF WAREHOUSE,Bird,Person (mobile),Warehouse,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,10010227714,Seymour Street,20801860,SE18,544277,179046,544250,179050,51.49195801,0.076847884
98158151,24/07/2015 22:26,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05011116,South Bermondsey,E09000028,Southwark,Old Kent Road,NULL,Chaucer Drive,22500491,SE1,NULL,NULL,533850,178550,NULL,NULL
98359151,25/07/2015 10:50,2015,2015/16,Special Service,1,1,298,298,DOG STUCK IN RESERVOIR,Dog,Person (mobile),"Tunnel, subway",Outdoor Structure,Animal rescue from water,Animal rescue from water - Domestic pet,E05000212,Upper Edmonton,E09000010,Enfield,Edmonton,NULL,Stonehill Business Park,NULL,N18,536073,192057,536050,192050,51.61090951,-0.036221193
98437151,25/07/2015 13:45,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN GARAGE,Cat,Person (mobile),Private garage,Non Residential,Other animal assistance,Assist trapped domestic animal,E05011105,Newington,E09000028,Southwark,Lambeth,2.00003E+11,John Ruskin Street,22501369,SE5,532095,177685,532050,177650,51.48270269,-0.099027228
98450151,25/07/2015 14:13,2015,2015/16,Special Service,1,1,298,298,CAT STUCK IN WINDOW,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000420,Coldharbour,E09000022,Lambeth,Brixton,NULL,Gresham Road,21901684,SW9,NULL,NULL,531350,175650,NULL,NULL
98474151,25/07/2015 15:05,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WAS FOX TRAPPED IN BARBED WIRE,Fox,Person (land line),Park,Outdoor,Animal rescue from height,Wild animal rescue from height,E05000379,St Mary's,E09000019,Islington,Islington,NULL,Madras Place,NULL,N7,531309,184958,531350,184950,51.54824595,-0.107632306
98679151,25/07/2015 22:09,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH PIGEON HANGING ON ROOF AERIAL,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05011471,New Addington South,E09000008,Croydon,Addington,NULL,Cator Crescent,20501681,CR0,NULL,NULL,538950,161750,NULL,NULL
99212151,27/07/2015 00:45,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED ON BALCONY,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009319,Bow East,E09000030,Tower Hamlets,Bethnal Green,NULL,Vernon Road,22701264,E3,NULL,NULL,536850,183350,NULL,NULL
100321151,29/07/2015 12:38,2015,2015/16,Special Service,1,1,298,298,SQUIRREL TRAPPED IN BOILER,Squirrel,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped wild animal,E05000144,Swiss Cottage,E09000007,Camden,West Hampstead,NULL,Goldhurst Terrace,20400421,NW6,NULL,NULL,526250,184350,NULL,NULL
100841151,30/07/2015 13:13,2015,2015/16,Special Service,1,1,298,298,FOX TRAPPED BETWEEN SHED AND FENCE,Fox,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000490,Plaistow South,E09000025,Newham,Plaistow,NULL,Davis Street,22207680,E13,NULL,NULL,540950,183050,NULL,NULL
101024151,30/07/2015 19:25,2015,2015/16,Special Service,1,1,298,298,BIRDS TRAPPED NETTING,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000591,Cathall,E09000031,Waltham Forest,Leytonstone,NULL,Orange Grove,22863675,E11,NULL,NULL,539050,186350,NULL,NULL
101530151,31/07/2015 19:41,2015,2015/16,Special Service,1,1,298,298,CAT STUCK BEHIND CHIMNEY BREAST,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011484,South Croydon,E09000008,Croydon,Croydon,NULL,Selsdon Road,20502323,CR2,NULL,NULL,532650,164250,NULL,NULL
101652151,31/07/2015 23:19,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN WINDOW,Cat,Person (land line),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05009378,Hoxton West,E09000012,Hackney,Shoreditch,NULL,Provost Estate,20950175,N1,NULL,NULL,532650,183050,NULL,NULL
101699151,01/08/2015 01:54,2015,2015/16,Special Service,1,1,298,298,PIDGEON WITH LEG TRAPPED IN MESHING ON BALCONY,Bird,Person (land line),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05011112,Rotherhithe,E09000028,Southwark,Dockhead,NULL,Canada Estate,22502073,SE16,NULL,NULL,535350,179450,NULL,NULL
101762151,01/08/2015 06:44,2015,2015/16,Special Service,1,1,298,298,FOX CUB TRAPPED IN FENCE,Fox,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000455,Abbey,E09000024,Merton,Wimbledon,NULL,Laburnum Road,22103687,SW19,NULL,NULL,526450,170350,NULL,NULL
101777151,01/08/2015 07:37,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05009385,Stoke Newington,E09000012,Hackney,Stoke Newington,NULL,Yoakley Road,20901100,N16,NULL,NULL,533150,186750,NULL,NULL
101802151,01/08/2015 09:53,2015,2015/16,Special Service,1,2,298,596,ASSIST VET WITH HORSE,Horse,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Animal assistance - Lift heavy livestock animal,E05000111,Chislehurst,E09000006,Bromley,Sidcup,1.00023E+11,Hawkwood Lane,20300397,BR7,544209,169505,544250,169550,51.40624305,0.071982122
101862151,01/08/2015 13:08,2015,2015/16,Special Service,1,1,298,298,BIRD TRAPPED IN NETTING,Bird,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000604,Leyton,E09000031,Waltham Forest,Leyton,NULL,Clyde Place,22827550,E10,NULL,NULL,537750,187550,NULL,NULL
101876151,01/08/2015 13:25,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH CROW STUCK IN HIGH WIRE,Bird,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Wild animal rescue from height,E05011245,Hainault,E09000026,Redbridge,Hainault,NULL,Fox Burrow Road,NULL,IG7,547963,192913,547950,192950,51.61560518,0.135732164
102180151,01/08/2015 23:40,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED UNDER FLOOR BOARD,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000306,Brooklands,E09000016,Havering,Romford,NULL,Mawney Road,21301408,RM7,NULL,NULL,550550,188850,NULL,NULL
102494151,02/08/2015 16:10,2015,2015/16,Special Service,1,1,298,298,PIGEONS TRAPPED BEHIND NETTING,Bird,Person (land line),Bridge,Outdoor Structure,Animal rescue from height,Wild animal rescue from height,E05000111,Chislehurst,E09000006,Bromley,Bromley,NULL,Chislehurst Road,NULL,BR7,543099,169579,543050,169550,51.40718878,0.056064275
103004151,03/08/2015 12:13,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED BEHIND THE UNIT,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05009324,Island Gardens,E09000030,Tower Hamlets,Millwall,NULL,Glengarnock Avenue,NULL,E14,NULL,NULL,538450,178550,NULL,NULL
104532151,06/08/2015 09:10,2015,2015/16,Special Service,NULL,NULL,298,NULL,DOG IN WATER,Dog,Person (land line),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000416,Bishop's,E09000022,Lambeth,Lambeth,NULL,Westminster Bridge Road,NULL,SE1,530534,179412,530550,179450,51.49858495,-0.120856827
104878151,06/08/2015 21:23,2015,2015/16,Special Service,1,1,298,298,TWO KITTENS STUCK IN FENCE,Cat,Person (land line),Fence,Outdoor Structure,Animal rescue from height,Animal rescue from height - Domestic pet,E05000356,Heston East,E09000018,Hounslow,Heston,NULL,Winchester Avenue,NULL,TW5,513148,177970,513150,177950,51.48936754,-0.37167322
105060151,07/08/2015 09:14,2015,2015/16,Special Service,2,4,298,1192,CAT TRAPPED IN CAR ENGINE,Cat,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000095,Mapesbury,E09000005,Brent,West Hampstead,NULL,Sheldon Road,NULL,NW2,523854,185501,523850,185550,51.55481004,-0.214900866
105257151,07/08/2015 15:23,2015,2015/16,Special Service,1,1,298,298,CAT STUCK IN TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,Surbiton,1.00022E+11,Ditton Road,21800332,KT6,518265,166232,518250,166250,51.38282361,-0.301920739
105504151,07/08/2015 22:40,2015,2015/16,Special Service,1,1,298,298,CAT STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05009401,Queen's Gate,E09000020,Kensington and Chelsea,Kensington,NULL,Stanford Road,NULL,W8,NULL,NULL,525850,179250,NULL,NULL
105668151,08/08/2015 10:01,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),Single shop,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000610,Balham,E09000032,Wandsworth,Tooting,10033237072,Balham High Road,22900217,SW12,528612,173430,528650,173450,51.44526515,-0.150704828
