animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
32447,Nora to Oujo to Noraneko Heart,"Nora, Princess, and Stray Cat",ノラと皇女と野良猫ハート,['Noratoto'],TV,Visual novel,['Magic Capsule'],"['Comedy', 'Ecchi']","['W-Toon Studio', 'DMM.futureworks']",11,Finished Airing,FALSE,"{'from': '2017-07-12T00:00:00+00:00', 'to': '2017-09-27T00:00:00+00:00', 'prop': {'from': {'day': 12, 'month': 7, 'year': 2017}, 'to': {'day': 27, 'month': 9, 'year': 2017}}, 'string': 'Jul 12, 2017 to Sep 27, 2017'}",3 min per ep,R+ - Mild Nudity,5.43,9626,9094,2291,30424,27,"Nora Handa is a boy who lives with Shachi Yuuri, who was adopted by his mother. With everyone supporting, the two of them grew up healthily even after their parents passed away. Shachi, who likes Nora the most, wakes him up every morning. Nora spends his happy student life with Michi Kuroki, who is a disciplinary committee, honor student at school and childhood friend of the main character, Yuuki Asuhara, who is a gal but is very bright and can talk his worries to, and more friends at school. One day, Nora meets a girl who calls herself Patricia at the park on the way to the school. Patricia is a queen at hell, and claims to come here to destroy the life on land. However, she is damaged heavily because she touched the life for the first time. The energy was stronger than her, so Nora needed to tend her. Patricia asked him to tell her about the mysteries of life, and he had to even explain the ero book that he found at the park...?! (Source: Amazon Japan)",NA,Summer 2017,Wednesdays at 22:45 (JST),"{'Other': [{'mal_id': 38367, 'type': 'anime', 'name': 'Nora to Oujo to Noraneko Heart CM', 'url': 'https://myanimelist.net/anime/38367/Nora_to_Oujo_to_Noraneko_Heart_CM'}], 'Sequel': [{'mal_id': 38745, 'type': 'anime', 'name': 'Nora to Oujo to Noraneko Heart (Shin Anime)', 'url': 'https://myanimelist.net/anime/38745/Nora_to_Oujo_to_Noraneko_Heart_Shin_Anime'}]}"
32448,Kirin Ashita no Calendar,NA,キリンあしたのカレンダー,"[""Kirin Tomorrow's Calendar""]",TV,Unknown,[],"['Historical', 'Kids']",[],1306,Finished Airing,FALSE,"{'from': '1980-01-01T00:00:00+00:00', 'to': '1984-10-06T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 1, 'year': 1980}, 'to': {'day': 6, 'month': 10, 'year': 1984}}, 'string': 'Jan 1, 1980 to Oct 6, 1984'}",5 min per ep,G - All Ages,6.08,61,7486,12298,191,0,NA,NA,Winter 1980,Unknown,{}
32454,Usakame,Usakame,うさかめ,[],TV,Manga,"['DAX Production', 'Earth Star Entertainment']","['Slice of Life', 'Comedy', 'Sports', 'Shounen']",['Millepensee'],12,Finished Airing,FALSE,"{'from': '2016-04-12T00:00:00+00:00', 'to': '2016-06-28T00:00:00+00:00', 'prop': {'from': {'day': 12, 'month': 4, 'year': 2016}, 'to': {'day': 28, 'month': 6, 'year': 2016}}, 'string': 'Apr 12, 2016 to Jun 28, 2016'}",3 min per ep,PG-13 - Teens 13 or older,5.85,3882,8142,4262,8446,5,"The girls of the Usakame High tennis club, Tanaka Kinako, Suzuki Ayako, Sato Kurumi, and Nishiarai-Taishi Nishi, pursue their various dreams... This high school comedy kind of thing starts now. Usakame, the official rival of the high intensity comedy Teekyuu, depicts the mostly ordinary but slightly strange daily lives of four girls who devote themselves to practice. All members of Earth Star Dream, an Earth Star Entertainment idol unit of nationally famous voice actors, appear in the show! Sit back, relax, and enjoy Teekyuu's rival Usakame. (Source: Crunchyroll)",NA,Spring 2016,Tuesdays at 01:05 (JST),"{'Adaptation': [{'mal_id': 95732, 'type': 'manga', 'name': 'Usakame', 'url': 'https://myanimelist.net/manga/95732/Usakame'}], 'Spin-off': [{'mal_id': 15125, 'type': 'anime', 'name': 'Teekyuu', 'url': 'https://myanimelist.net/anime/15125/Teekyuu'}], 'Side story': [{'mal_id': 34615, 'type': 'anime', 'name': 'Usakame Special', 'url': 'https://myanimelist.net/anime/34615/Usakame_Special'}]}"
32455,Gekidol,NA,ゲキドル,[],Unknown,Unknown,[],['Music'],[],NA,Not yet aired,FALSE,"{'from': None, 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Not available'}",Unknown,None,NA,1,NA,9376,763,1,NA,NA,NA,NA,{}
32461,Mitsuami no Kamisama,Pigtails,みつあみの神様,[],Movie,Manga,[],"['Slice of Life', 'Drama', 'Seinen']",['Production I.G'],1,Finished Airing,FALSE,"{'from': '2015-10-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 24, 2015'}",28 min,G - All Ages,6.84,373,4263,7947,1526,4,"The earth shook. The sea roared. A far greater disaster followed. And then... There is a small house solitary standing by the seaside. A pigtail-braided girl is living there alone since that day. Mail is no longer delivered, but even this morning she's hanging out the laundry as usual. She's unaware that all around her, the clothes-pegs are quarreling, the pillow argues with the umbrella about the outside world, and the new toothbrush is unsuccessfully trying to be polite with the silent, old ones. Do things exist to be used until they are consumed or broken? Are they afraid of being thrown away once their life cycle is complete? (Source: AniDB)",NA,NA,NA,"{'Adaptation': [{'mal_id': 69827, 'type': 'manga', 'name': 'Mitsuami no Kamisama', 'url': 'https://myanimelist.net/manga/69827/Mitsuami_no_Kamisama'}]}"
32467,Under the Dog: Anthea-chan,UNDER THE DOG Anthea-chan,UNDER THE DOG アンシアちゃん,['Under the Dog Short Animation'],ONA,Original,[],"['Action', 'Comedy', 'Parody']",['Kinema Citrus'],1,Finished Airing,FALSE,"{'from': '2015-08-08T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 8, 2015'}",3 min,PG-13 - Teens 13 or older,4.56,1388,10102,6147,3387,0,Surprise special for the 1 year anniversary for Under the Dog's Kickstarter campaign.,NA,NA,NA,"{'Parent story': [{'mal_id': 27387, 'type': 'anime', 'name': 'Under the Dog', 'url': 'https://myanimelist.net/anime/27387/Under_the_Dog'}]}"
32468,Nirvana,NA,ニルバナ,"['Nirubana', 'Noragami Aragoto ED']",Music,Original,[],['Music'],[],1,Finished Airing,FALSE,"{'from': '2015-11-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 25, 2015'}",4 min,G - All Ages,7.02,2067,3606,5473,4561,9,Music video bundled with the limited edition of the Noragami Aragoto ED single. (Source: AniDB),NA,NA,NA,"{'Other': [{'mal_id': 30503, 'type': 'anime', 'name': 'Noragami Aragoto', 'url': 'https://myanimelist.net/anime/30503/Noragami_Aragoto'}, {'mal_id': 32700, 'type': 'anime', 'name': 'Heart Realize', 'url': 'https://myanimelist.net/anime/32700/Heart_Realize'}]}"
32472,Okoru yo!,NA,おこるよ！,['Minna no Uta'],Music,Original,['NHK'],"['Kids', 'Music']",[],1,Finished Airing,FALSE,"{'from': '1983-04-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr, 1983'}",3 min,G - All Ages,5,17,12410,14517,77,0,"A music video for the song ""Okoru yo!"" by Tetsuo Miyoshi. Aired as part of NHK's Minna no Uta program.",NA,NA,NA,{}
32473,Kabocha no Oji-san,NA,カボチャのおじさん,['Minna no Uta'],Music,Original,['NHK'],"['Music', 'Kids']",[],1,Finished Airing,FALSE,"{'from': '1987-04-04T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 4, 1987'}",2 min,G - All Ages,4.23,31,11456,14237,91,0,"A music video for the song ""Kabocha no Oji-san"" by Tetsuo Miyoshi. Aired as part of NHK's Minna no Uta program.",NA,NA,NA,{}
32475,Minami no Kuni kara Kita Tegami,NA,南の国から来た手紙,['Minna no Uta'],Music,Original,['NHK'],"['Music', 'Kids']",[],1,Finished Airing,FALSE,"{'from': '1992-12-02T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 2, 1992'}",3 min,G - All Ages,5.05,21,12063,14331,87,0,"A music video for the song ""Minami no Kuni kara Kita Tegami"" by Akane Oda. Aired as part of NHK's Minna no Uta program.",NA,NA,NA,{}
32476,Love Live! The School Idol Movie: Gekijou Manner CM,NA,ラブライブ！The School Idol Movie 劇場マナーCM,['Love Live! Theater Manner Commercial Movie'],Movie,Original,['Bandai Visual'],['Comedy'],[],4,Finished Airing,FALSE,"{'from': '2015-06-13T00:00:00+00:00', 'to': '2015-06-27T00:00:00+00:00', 'prop': {'from': {'day': 13, 'month': 6, 'year': 2015}, 'to': {'day': 27, 'month': 6, 'year': 2015}}, 'string': 'Jun 13, 2015 to Jun 27, 2015'}",1 min per ep,G - All Ages,6.41,476,6164,6825,2553,5,Short videos shown in theaters before Love Live! The School Idol Movie which teach basic theater manners.,"Three manner movies were created for the film's theatrical run. They premiered on different days: Printemps on June 13, BiBi on June 20, and Lily White on June 27. After the initial run, the shorts were aired randomly before Love Live! The School Idol Movie. A special screening of the film on June 27 included a fourth manner movie, the Special Stage version, which featured all members of μ's.
The manner movie shorts were included as an extra on the Limited Edition Blu-ray release of Love Live! The School Idol Movie.",NA,NA,"{'Other': [{'mal_id': 24997, 'type': 'anime', 'name': 'Love Live! The School Idol Movie', 'url': 'https://myanimelist.net/anime/24997/Love_Live_The_School_Idol_Movie'}]}"
32481,Love Live! Kouhaku Special Anime,NA,ラブライブ！紅白スペシャルアニメ,[],Special,Original,[],['Music'],['Sunrise'],1,Finished Airing,FALSE,"{'from': '2015-12-31T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 31, 2015'}",30 sec,PG - Children,6.47,1061,5921,6350,3132,6,"A special anime shown at the 66th NHK Kouhaku Uta Gassen, prior to μ's' performance of the 2nd Season opening theme song, ""Sore wa Bokutachi no Kiseki"".",NA,NA,NA,"{'Other': [{'mal_id': 15051, 'type': 'anime', 'name': 'Love Live! School Idol Project', 'url': 'https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project'}]}"
32483,Cheer Danshi!!,Cheer Boys!!,チア男子!!,[],TV,Novel,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Tokyo MX', 'Shueisha', 'Sony PCL']","['Sports', 'Drama', 'School']","[""Brain's Base""]",12,Finished Airing,FALSE,"{'from': '2016-07-05T00:00:00+00:00', 'to': '2016-09-27T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 7, 'year': 2016}, 'to': {'day': 27, 'month': 9, 'year': 2016}}, 'string': 'Jul 5, 2016 to Sep 27, 2016'}",24 min per ep,PG-13 - Teens 13 or older,6.82,15325,4320,1908,41744,92,"After suffering from a shoulder injury, shy first-year university student Haruki Bandou gladly takes the opportunity to give up judo, failing to find happiness in the sport regardless of his family owning a dojo. He did not expect, however, that his best friend Kazuma Hashimoto would also decide to leave their university's judo club at the same time as him. Despite Haruki's protests, Kazuma already has plans for a new and revolutionary activity: a cheerleading team made up of only men. Although heavily reluctant, Haruki ends up helping his friend set up the team. Through sheer determination, and with support from their newfound club members, Haruki and Kazuma persist in founding the Breakers, the first ever all-male cheerleading team of Meishiin University, slowly making history in spite of the feminine tag attached to the sport of cheerleading and the prejudices, physical challenges, and self-doubts that inevitably follow. [Written by MAL Rewrite]","The series is inspired by the real-life cheerleading team from Waseda University, called 'Shockers'. They're internationally ranked as a cheerleading team.",Summer 2016,Tuesdays at 23:00 (JST),"{'Adaptation': [{'mal_id': 98267, 'type': 'manga', 'name': 'Cheer Danshi!!: Go Breakers', 'url': 'https://myanimelist.net/manga/98267/Cheer_Danshi__Go_Breakers'}, {'mal_id': 114741, 'type': 'manga', 'name': 'Cheer Danshi!!', 'url': 'https://myanimelist.net/manga/114741/Cheer_Danshi'}], 'Summary': [{'mal_id': 33798, 'type': 'anime', 'name': 'Cheer Danshi!! Recap', 'url': 'https://myanimelist.net/anime/33798/Cheer_Danshi_Recap'}], 'Other': [{'mal_id': 34548, 'type': 'anime', 'name': 'Cheer Danshi!! Specials', 'url': 'https://myanimelist.net/anime/34548/Cheer_Danshi_Specials'}]}"
32484,A-Size Classmate,NA,Aサイズ クラスメイト,[],OVA,Manga,['Chippai'],['Hentai'],[],2,Finished Airing,FALSE,"{'from': '2016-02-05T00:00:00+00:00', 'to': '2016-04-01T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 2, 'year': 2016}, 'to': {'day': 1, 'month': 4, 'year': 2016}}, 'string': 'Feb 5, 2016 to Apr 1, 2016'}",17 min per ep,Rx - Hentai,5.9,2266,NA,5194,5165,27,Based on the adult manga by Kou Okada.,NA,NA,NA,"{'Adaptation': [{'mal_id': 86521, 'type': 'manga', 'name': 'A-Size', 'url': 'https://myanimelist.net/manga/86521/A-Size'}]}"
32485,Prison School: Mad Wax,NA,監獄学園[プリズンスクール] マッドワックス,"['Prison School OVA', 'Kangoku Gakuen OVA']",OVA,Manga,[],"['Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']",['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '2016-03-04T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 4, 2016'}",25 min,R+ - Mild Nudity,7.61,40867,1350,1346,68713,57,"The OVA featured the previously unanimated ""Mad Wax"" arc from the manga. Bundled with a limited edition of the manga's 20th volume.",NA,NA,NA,"{'Adaptation': [{'mal_id': 25297, 'type': 'manga', 'name': 'Prison School', 'url': 'https://myanimelist.net/manga/25297/Prison_School'}], 'Prequel': [{'mal_id': 30240, 'type': 'anime', 'name': 'Prison School', 'url': 'https://myanimelist.net/anime/30240/Prison_School'}]}"
32491,Kanojo to Kanojo no Neko: Everything Flows,NA,彼女と彼女の猫 -Everything Flows-,['She and Her Cat: Everything Flows'],TV,Original,"['Lantis', 'CoMix Wave Films']","['Slice of Life', 'Psychological', 'Romance']",['LIDENFILMS'],4,Finished Airing,FALSE,"{'from': '2016-03-04T00:00:00+00:00', 'to': '2016-03-25T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 3, 'year': 2016}, 'to': {'day': 25, 'month': 3, 'year': 2016}}, 'string': 'Mar 4, 2016 to Mar 25, 2016'}",7 min per ep,G - All Ages,7.76,32509,974,1359,67986,392,"For the longest time, it's just been the two of them. ""Kanojo"" and her cat Daru are inseparable, having grown up together. Now a junior in college, Tomoka—her roommate of a year and a half—moves out of their shared apartment, and in order to keep her living space, Kanojo must find a job. Day by day, Daru watches her continued efforts from a cat's-eye view, eagerly awaiting his owner's return. When she gets back, once again, it's just she and her cat. Kanojo to Kanojo no Neko: Everything Flows is a charming short series about the bond between a pet and his owner. [Written by MAL Rewrite]",NA,Winter 2016,Fridays at 23:17 (JST),"{'Alternative version': [{'mal_id': 1004, 'type': 'anime', 'name': 'Kanojo to Kanojo no Neko', 'url': 'https://myanimelist.net/anime/1004/Kanojo_to_Kanojo_no_Neko'}]}"
32494,Days (TV),Days,DAYS,[],TV,Manga,"['Dentsu', 'Animax', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Tokyo MX', 'Lawson HMV Entertainment', 'BS11', 'Animatic', 'Techno Sound']","['Sports', 'School', 'Shounen']",['MAPPA'],24,Finished Airing,FALSE,"{'from': '2016-07-02T00:00:00+00:00', 'to': '2016-12-18T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 7, 'year': 2016}, 'to': {'day': 18, 'month': 12, 'year': 2016}}, 'string': 'Jul 2, 2016 to Dec 18, 2016'}",24 min per ep,PG-13 - Teens 13 or older,7.3,35785,2454,1144,81652,334,"The series is about two boys named Tsukushi and Jin. Tsukushi is a boy with no special talent or traits while Jin is considered a soccer genius. On one stormy night, Jin meets Tsukushi, and they get dragged into the world of soccer. (Source: MAL News)",NA,Summer 2016,Sundays at 02:58 (JST),"{'Adaptation': [{'mal_id': 61009, 'type': 'manga', 'name': 'Days', 'url': 'https://myanimelist.net/manga/61009/Days'}], 'Side story': [{'mal_id': 34008, 'type': 'anime', 'name': 'Days (TV) OVA', 'url': 'https://myanimelist.net/anime/34008/Days_TV_OVA'}], 'Sequel': [{'mal_id': 34513, 'type': 'anime', 'name': 'Days (TV): Touin Gakuen-sen!', 'url': 'https://myanimelist.net/anime/34513/Days_TV__Touin_Gakuen-sen'}]}"
32502,BlazBlue: Alter Memory Specials,NA,ブレイブルー オルターメモリー,[],Special,Game,[],['Comedy'],"['Hoods Entertainment', 'teamKG']",6,Finished Airing,FALSE,"{'from': '2013-12-25T00:00:00+00:00', 'to': '2014-05-28T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 12, 'year': 2013}, 'to': {'day': 28, 'month': 5, 'year': 2014}}, 'string': 'Dec 25, 2013 to May 28, 2014'}",16 min per ep,PG-13 - Teens 13 or older,6.33,497,6507,7130,2233,6,Specials included on BlazBlue: Alter Memory Blu-ray/DVD volumes.,NA,NA,NA,"{'Parent story': [{'mal_id': 18767, 'type': 'anime', 'name': 'BlazBlue: Alter Memory', 'url': 'https://myanimelist.net/anime/18767/BlazBlue__Alter_Memory'}]}"
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",NA,イズミちゃん、不健康よ！（仮）,['Kemeko Deluxe! Special'],Special,Unknown,['Geneon Universal Entertainment'],['Ecchi'],['Hal Film Maker'],1,Finished Airing,FALSE,"{'from': '2008-12-26T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 26, 2008'}",1 min,PG-13 - Teens 13 or older,6.3,190,6640,9237,819,1,Short special bundled with Blu-ray/DVD volume 1.,NA,NA,NA,"{'Other': [{'mal_id': 3464, 'type': 'anime', 'name': 'Kemeko Deluxe!', 'url': 'https://myanimelist.net/anime/3464/Kemeko_Deluxe'}]}"
32511,Girls & Panzer: Nihon Senshadou Renmei News,NA,ガールズ＆パンツァー 日本戦車道連盟ニュース,"['Girls & Panzer: Die Madchen und Panzer Wochenschau', 'Girls und Panzer']",Special,Original,"['Lantis', 'Movic', 'Showgate']",['Comedy'],['Actas'],2,Finished Airing,FALSE,"{'from': '2013-06-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 21, 2013'}",3 min per ep,PG-13 - Teens 13 or older,6.69,523,4927,6706,2703,1,Specials included in the Blu-ray/DVD volume 6.,NA,NA,NA,"{'Other': [{'mal_id': 14131, 'type': 'anime', 'name': 'Girls & Panzer', 'url': 'https://myanimelist.net/anime/14131/Girls___Panzer'}]}"
32518,Shoujo kara Shoujo e...,NA,少女から娼女へ...,[],OVA,Manga,['EDGE'],['Hentai'],['BreakBottle'],2,Finished Airing,FALSE,"{'from': '2016-02-12T00:00:00+00:00', 'to': '2016-03-11T00:00:00+00:00', 'prop': {'from': {'day': 12, 'month': 2, 'year': 2016}, 'to': {'day': 11, 'month': 3, 'year': 2016}}, 'string': 'Feb 12, 2016 to Mar 11, 2016'}",16 min per ep,Rx - Hentai,7.02,1288,NA,5761,3996,15,Based on the erotic manga by Shiomaneki.,NA,NA,NA,"{'Adaptation': [{'mal_id': 84277, 'type': 'manga', 'name': 'Shoujo kara Shoujo e...', 'url': 'https://myanimelist.net/manga/84277/Shoujo_kara_Shoujo_e'}]}"
32521,Super Mario World: Mario to Yoshi no Bouken Land,NA,スーパーマリオワールド マリオとヨッシーの冒険ランド,"[""Super Mario World: Mario & Yoshi's Adventure Land""]",OVA,Game,['Bandai'],"['Game', 'Comedy', 'Kids']",[],1,Finished Airing,FALSE,"{'from': '1991-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '1991'}",30 min,G - All Ages,5.46,286,9025,9767,619,3,"Super Mario World: Mario to Yoshi no Bouken Land is an interactive anime video based on the game Super Mario World. It is designed for use with Bandai's Terebikko system, which utilizes a telephone-shaped microphone to ""interact"" with the video. It asks the viewer multiple choice questions, such as what will hatch from Yoshi's egg. (Source: Mario Wiki)",NA,NA,NA,"{'Other': [{'mal_id': 4389, 'type': 'anime', 'name': 'Amada Anime Series: Super Mario Brothers', 'url': 'https://myanimelist.net/anime/4389/Amada_Anime_Series__Super_Mario_Brothers'}]}"
32526,Love Live! Sunshine!!,Love Live! Sunshine!!,ラブライブ！サンシャイン!!,['Love Live! School Idol Project: Sunshine!!'],TV,Other,"['Bandai Visual', 'Lantis', 'Magic Capsule', 'ASCII Media Works', 'Bushiroad']","['Music', 'Slice of Life', 'School']",['Sunrise'],13,Finished Airing,FALSE,"{'from': '2016-07-02T00:00:00+00:00', 'to': '2016-09-24T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 7, 'year': 2016}, 'to': {'day': 24, 'month': 9, 'year': 2016}}, 'string': 'Jul 2, 2016 to Sep 24, 2016'}",24 min per ep,PG-13 - Teens 13 or older,7.52,46627,1606,981,98871,2082,"Chika Takami, a self-proclaimed normal girl, has never been involved in any clubs and lacked any notable talents. However, after a visit to Tokyo, she discovers a stage where even an ordinary girl like her could shine—the world of school idols. Inspired by the former superstar school idol group μ's, Chika is determined to start her own school idol club in her seaside hometown at Uranohoshi Girl's High School. But even before gathering any students to join the group, the aspiring school idol finds her greatest obstacle to be student council president Dia Kurosawa who stands firmly against the creation of the club. Just when it seems there is no hope, Chika meets Riko Sakurauchi, a transfer student from Otonokizaka High School, home of μ's. Somewhat shy but a talented piano player, Chika believes her to be a promising recruit, though convincing her to join is easier said than done. In spite of that, Chika chooses to charge forward and overcome the obstacles keeping her from forming a school idol group that shines as bright as the nine that came before her. [Written by MAL Rewrite]",NA,Summer 2016,Saturdays at 22:30 (JST),"{'Adaptation': [{'mal_id': 99529, 'type': 'manga', 'name': 'Love Live! Sunshine!!', 'url': 'https://myanimelist.net/manga/99529/Love_Live_Sunshine'}, {'mal_id': 105573, 'type': 'manga', 'name': 'Love Live! Sunshine!! School Idol Diary', 'url': 'https://myanimelist.net/manga/105573/Love_Live_Sunshine_School_Idol_Diary'}], 'Alternative setting': [{'mal_id': 15051, 'type': 'anime', 'name': 'Love Live! School Idol Project', 'url': 'https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project'}], 'Side story': [{'mal_id': 31780, 'type': 'anime', 'name': 'Kimi no Kokoro wa Kagayaiteru kai?', 'url': 'https://myanimelist.net/anime/31780/Kimi_no_Kokoro_wa_Kagayaiteru_kai'}, {'mal_id': 32953, 'type': 'anime', 'name': 'Koi ni Naritai Aquarium', 'url': 'https://myanimelist.net/anime/32953/Koi_ni_Naritai_Aquarium'}, {'mal_id': 35006, 'type': 'anime', 'name': 'Happy Party Train', 'url': 'https://myanimelist.net/anime/35006/Happy_Party_Train'}], 'Sequel': [{'mal_id': 34973, 'type': 'anime', 'name': 'Love Live! Sunshine!! 2nd Season', 'url': 'https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season'}], 'Summary': [{'mal_id': 36473, 'type': 'anime', 'name': 'Love Live! Sunshine!! Recap', 'url': 'https://myanimelist.net/anime/36473/Love_Live_Sunshine_Recap'}]}"
32534,Xiyouji zhi Dasheng Guilai,Monkey King: Hero Is Back,西游记之大圣归来,['CUG: King of Heroes'],Movie,Original,[],"['Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",['October Media'],1,Finished Airing,FALSE,"{'from': '2015-07-10T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 10, 2015'}",1 hr 34 min,PG-13 - Teens 13 or older,6.9,382,4041,8227,1348,1,"Legend tells of the all-powerful Monkey King, who was unmatched in combat, and walked freely through Heaven, Earth, and Hell. After breaking some of the most important rules set by the Gods, he is imprisoned in an ice cage under the mountains, bound by the only powers able to control him. Without the great Monkey King, darkness falls across China. While fleeing from the monsters that have attacked his village, a small boy hides in the mountains as his only place of safety, and finds a strange icy pillar bound in chains. He touches the ice, breaking the spell, and begins the events of the movie Monkey King: Hero is Back.",NA,NA,NA,{}
32542,Sakamoto Desu ga?,Haven't You Heard? I'm Sakamoto,坂本ですが？,['Sakamoto desu ga?'],TV,Manga,"['Kadokawa Shoten', 'TBS', 'DAX Production', 'Daiichikosho', 'King Records']","['Slice of Life', 'Comedy', 'School', 'Seinen']",['Studio Deen'],12,Finished Airing,FALSE,"{'from': '2016-04-08T00:00:00+00:00', 'to': '2016-07-01T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 4, 'year': 2016}, 'to': {'day': 1, 'month': 7, 'year': 2016}}, 'string': 'Apr 8, 2016 to Jul 1, 2016'}",24 min per ep,PG-13 - Teens 13 or older,7.67,160029,1191,207,337265,1481,"Sophisticated, suave, sublime; all words which describe the exceedingly handsome and patently perfect Sakamoto. Though it is only his first day in high school, his attractiveness, intelligence, and charm already has the girls swooning and the guys fuming with jealousy. No one seems able to derail him, as all attempts at tripping him up are quickly foiled. His sangfroid is indomitable, his wits peerless. Will any of Sakamoto's classmates, or even teachers, be able to reach his level of excellence? Probably not, but they just might learn a thing or two trying... [Written by MAL Rewrite]",NA,Spring 2016,Fridays at 02:28 (JST),"{'Adaptation': [{'mal_id': 48649, 'type': 'manga', 'name': 'Sakamoto desu ga?', 'url': 'https://myanimelist.net/manga/48649/Sakamoto_desu_ga'}], 'Side story': [{'mal_id': 33524, 'type': 'anime', 'name': 'Sakamoto Desu ga? Special', 'url': 'https://myanimelist.net/anime/33524/Sakamoto_Desu_ga_Special'}]}"
32543,Lu Shidai 2nd Season,NA,撸时代第2季,"[""Lu's Time 2nd Season""]",ONA,Original,"['Penta Show Studios', 'Colored-Pencil Animation Design']","['Action', 'Adventure', 'Comedy', 'Game', 'Parody']",[],13,Finished Airing,FALSE,"{'from': '2014-11-26T00:00:00+00:00', 'to': '2015-12-12T00:00:00+00:00', 'prop': {'from': {'day': 26, 'month': 11, 'year': 2014}, 'to': {'day': 12, 'month': 12, 'year': 2015}}, 'string': 'Nov 26, 2014 to Dec 12, 2015'}",12 min per ep,PG-13 - Teens 13 or older,7.08,534,3361,7828,1618,5,Zhiquiang is a young boy who loves playing League of Legends with his friends. The series follows his crazy adventures.,NA,NA,NA,"{'Prequel': [{'mal_id': 31233, 'type': 'anime', 'name': 'Lu Shidai', 'url': 'https://myanimelist.net/anime/31233/Lu_Shidai'}]}"
