grant_number,project_title,termination_letter_date,org_name,org_city,org_state,org_district,usaspending_obligated,award_type,directorate_abbrev,directorate,division,nsf_program_name,nsf_url,usaspending_url,nsf_startdate,nsf_expected_end_date,org_zip,org_uei,abstract,in_cruz_list
2325476,Planning grant: Expanding academic Careers through Inclusive Transitions in Environmental Science,2025-04-18,University of New Mexico,ALBUQUERQUE,NM,NM01,300000,Standard Grant,GEO,Geosciences,"Research, Innovation, Synergies, and Education",GOLD-GEO Opps LeadersDiversity,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2325476,https://www.usaspending.gov/award/ASST_NON_2325476_4900,2023-10-01,2026-03-31,871310001,F6XLTRUQJEN4,"As the relationships between people and the planet are interwoven with cultural heritage and community, diversifying the environmental workforce is of pressing importance. Differences in experience bring unique questions, approaches to problems, greater collaborative creativity, and innovation; however, the geosciences are the least diverse STEM field based on graduate student enrollment. This planning grant, Expanding academic Careers through Inclusive Transitions in Environmental Science, aims to expand, foster, and embed institutional support for diverse scholars in the environmental and geosciences at the University of New Mexico–an R1, Minority Serving Institution (MSI) situated in an arid, high-desert setting. This award will support activities to build inclusive career-stage transitions for diverse scholars in environmental science, empowering them through the theory of self-authorship to disrupt historical and ongoing power structures within the environmental and geosciences. In this way, the researchers will develop the necessary conditions to achieve the principles of Collective Impact at UNM and across a network of minority-serving institutions in the US Southwest.     This project will holistically support diverse scholars by increasing institutional capacity for inclusive mentorship and research through training and workshops; create near-peer networking opportunities to promote social belonging; and develop equitable and substantive local professional partnerships. This will lay the groundwork for a full program implementation that would support year-long programming for two cohorts at critical career transition points: from bachelors to graduate studies or professional career (post-baccalaureate scholars) and from PhD to academic faculty or non-academic research career (postdoctoral scholars). This award will pilot summer programming for cohorts at each of these stages, and train faculty mentors in inclusive mentoring strategies, including development and use of a tailored Individual Development Plan for diverse scholars in environmental science. This planning stage will also be used to develop professional and academic networks to collaboratively support these goals across Minority Serving Institutions in the U.S. Southwest. The project is grounded in critical constructivism and self-authorship theory. Critical constructivism is based on the assumption that knowledge and understanding of reality–including identities of self–are based on interactions with and experiences of the world including those experiences that are socially, culturally, and historically inflected. The project's transformational programming will support both cognitive dimensions of self-authorship and interpersonal and intrapersonal development to facilitate self-authorship, taking the historical power structures found in the geosciences into account.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2050608,Noyce Scholar Retention in Racially and Culturally Non-dominant Communities: Studying the Relationship between Partnerships and Persistence in the Teaching Profession,2025-04-18,American University,WASHINGTON,DC,DC00,800000,Standard Grant,EDU,STEM Education,Undergraduate Education,Robert Noyce Scholarship Pgm,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2050608,https://www.usaspending.gov/award/ASST_NON_2050608_4900,2021-10-01,2025-04-18,200168003,H4VNDUN2VWU5,"This project aims to serve the national need to increase the diversity of the STEM teacher workforce by understanding the factors that contribute to STEM teacher retention. This project investigates how the quality of Research-Practice Partnerships that support Noyce Scholars influences persistence and retention of both teachers of Color and White teachers in high-need schools serving racially and culturally non-dominant communities. The research team aims to investigate how the three Noyce program components -  teacher preparation, induction/mentoring, professional development - and the collaborative nature of those teacher development components (i.e., partnerships) affect Noyce Scholars’ persistence in high-need schools serving racially and culturally non-dominant communities. This project includes the study of six Noyce projects at Bowie State University, George Washington University, Mercy College, Montgomery College, the University of Maryland, and American University.    The principal investigator (PI) team seeks to identify differences, and the extent to which the three components contribute to such differences, in persistence and retention in teaching between Scholars of Color and White Scholars. The study is framed through the lens of determining how the Scholars have experienced race, racism, and power within the three Noyce program components described above and how these experiences influenced their retention in the six Noyce projects and in teaching. In particular, the PI team seeks to develop deeper understanding of how the experiences of serving in racially and culturally non-dominant communities interact with the Scholars’ individual teacher preparation, induction, and professional development experiences at each institution. The research design also examines in what ways, if at all, the partnerships created to support the three Noyce program components have influenced the persistence and retention of Noyce Scholars of Color. Such partnerships include those between STEM departments and schools/colleges of education, and between Noyce teacher preparation programs and high-need school districts, and other partners. Finally, the research team also asks: What is the quality of the partnerships, how are the quality of the partnerships related to the three Noyce program components, and how the partnership itself influences teacher persistence and retention in schools serving racially and culturally nondominant communities? The research team will use a mixed methods approach that includes surveys of Scholars, and Noyce program and partner program faculty and staff. Structured, semi-structured, and empathy interviews with selected members of those groups will be conducted. In addition, a multi-case comparison of at least two teacher preparation programs with robust partnership components will occur. The results of this study are intended to provide evidence-based insights into the influence partnerships have on STEM teacher persistence and retention and how to improve partnerships for the benefit of all stakeholders. Results will be disseminated to practitioner and research audiences including STEM education programs. This Track 4: Noyce Research project is supported through the Robert Noyce Teacher Scholarship Program (Noyce). The Noyce program supports talented STEM undergraduate majors and professionals to become effective K-12 STEM teachers and experienced, exemplary K-12 teachers to become STEM master teachers in high-need school districts. It also supports research on the persistence, retention, and effectiveness of K-12 STEM teachers in high-need school districts.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2310991,"Collaborative Research: HSI-Hubs: Intersectionality as Inquiry & Praxis: Race, Class, Gender & Ethnicity for Student Success in STEM",2025-04-18,CUNY City College,NEW YORK,NY,NY13,604088,Continuing Grant,EDU,STEM Education,Equity for Excellence in STEM,HSI-Hispanic Serving Instituti,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2310991,https://www.usaspending.gov/award/ASST_NON_2310991_4900,2023-08-01,2028-07-31,100319101,L952KGDMSLV5,"With support from the Improving Undergraduate STEM Education: Hispanic-Serving Institutions (HSI Program), this HUB Project aims to convene The University of New Mexico (UNM), New Mexico State University (NMSU), Central New Mexico Community College (CNM), City College, The City University of New York (CCNY-CUNY), Lehman College (Lehman-CUNY), Hostos Community College (Hostos-CUNY) to re-envision data and equity metrics, convene communities of practice and transform narratives about advancing equity in STEM. Institutions of higher education define underserved students using one-dimensional status metrics (e.g., first-generation college, PELL, gender, Native American, African-American and Hispanic/Latinx, etc.). Yet, research shows this is insufficient for documenting and eliminating inequities (McCall 2001; Irizarry 2015; López, Erwin, Binder & Chavez 2018). There is an urgent need to operationalize intersectionality as a new angle of vision for strategic planning and equitable distribution of resources (e.g., admissions, degrees earned, department/institutional culture shift, state-level funding formulas/distribution of resources, federal data collection and accountability metrics/IPEDS, etc.). Intersectionality (attention to the mutual constitution of race, gender, class, ethnicity and other axes of inequality as analytically distinct and simultaneous systems of power, oppression, resistance in a given sociohistorical and institutional context) is a powerful tool for making inequities visible and helping institutions of higher education create effective actions for advancing undergraduate student success in STEM and beyond.     Our HSI-hub is a multi-faceted resource, connector and catalyst for enduring system-wide equity transformations that incubate the promise of intersectionality for knowledge production and policy for equity impact. Our synergistic and phased deliverables include: 1.) HSI STEM Data and Policy Network for Action; 2.) HSI STEM Communities of Practice: Faculty Fellows and Stakeholders Advancing Equity Through Intersectionality; and 3.) HSI STEM Centering Intersectionality as Equity through Narrative Change, Communication Strategies and Publications. Our deliverables include a dedicated website, policy briefs, and academic. Project products will be archived in the UNM digital repository, tagged under the following subjects: “Hispanic Serving Institutions (HSIs),” “Intersectionality,” “Equity,” “Higher Education,” “Student Success,” and “Metrics.” The repository is accessible to anyone with internet access. In order to increase visibility and impact, select data and project materials, will be converted to a format suitable for upload to JSTOR-FORUM and OMEKA databases and catalogued in WorldCat. Acknowledging the importance of intersectionality for advancing equity, without a strategic plan to remove barriers and redistribute resources for advancing student success, is a missed opportunity. “Taking a truly intersectional approach will enable us to think and act differently to remove systemic barriers to education” (Harpur, Szucs & Willox 2022:14). The HSI Program aims to enhance undergraduate STEM education and build capacity at HSIs. Projects supported by the HSI Program will also generate new knowledge on how to achieve these aims.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2147325,Collaborative Research: Digital Archives and Indigenous Afterlives of Scientific Objects,2025-04-18,Emory University,ATLANTA,GA,GA05,84062,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,Science & Technology Studies,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2147325,https://www.usaspending.gov/award/ASST_NON_2147325_4900,2022-05-01,2026-04-30,303221061,S352L5PJLMP8,"At a moment when universities, museums, and archives are grappling with questions of how to responsibly manage and care for scientific collections created under unequal power dynamics, this project explores the role of digital access in understanding these histories, redressing associated harms, and envisioning new and more equitable forms of research for groups that have been marginalized. Through the collaborative construction of a digital archive, this project responds to requests from Indigenous communities for the return of scientific materials such as photographs, audio recordings, and publications that document their lives and communities. It explores the potential of digital infrastructures to enable communities’ control of materials that document them, according to their norms for sharing and protecting knowledge. Analysis of the ways participants experience and see themselves in relation to scientific research will help future researchers better respond to subjects’ and communities’ priorities. This project will provide resources, training, and a model for undergraduate and graduate students to pursue research in the social and natural sciences. It will contribute to broader initiatives that engage scientists, data repositories, and archival materials to democratize access and engagement in scholarly work while maintaining respect for Indigenous and local knowledge systems.    Drawing on methodological insights from Indigenous studies that prioritize reciprocal foundations of knowledge, this project will develop a methodology to effectively examine asymmetries in knowledge production, helping scholars learn how to incorporate reciprocity and care into their work. Using data collected through community consultation, semi-structured interviews, and ethnography of the construction and use of the digital archive, this research will offer theoretical insights into: (1) The potentials and pitfalls of re-using already-collected materials; (2) How approaches to archives and collections that reconfigure power dynamics and permit community-based reinterpretation can result in new knowledge about history and science; (3) How digital returns of scientific materials can contribute to community-defined research and inform human sciences research with Indigenous communities more broadly. In addition to science and technology studies scholars and historians of science, this project will be of interest to librarians, archivists, museum professionals, and others dedicated to privacy and justice in the collection and use of human data. Findings will inform research design across a wide range of fields in the humanities, social sciences, and natural sciences, as well as policy and practice related to human subject’s research regulation.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2217477,BPE Track 3 Inclusive Mentoring Hub: Raices Institute for Transformative Advocacy (RITA),2025-04-18,University of Florida,GAINESVILLE,FL,FL03,799994,Standard Grant,ENG,Engineering,Engineering Education and Centers,EDA-Eng Diversity Activities,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2217477,https://www.usaspending.gov/award/ASST_NON_2217477_4900,2022-09-01,2025-04-18,326111941,NNFQH1JAPEP3,"This award is funded in whole or in part under the American Rescue Plan Act of 2021 (Public Law 117-2).    This NSF-BPE Track 3: Inclusive Mentoring Hub project, called Raíces Institute for Transformative Advocacy (RITA) will equip engineering contingent faculty (adjuncts, part-timers, and non-tenure track), who are Black, Indigenous, People of Color of all intersecting identities (BIPOCx), to form their own transformative grassroots advocacy strategies for attaining equity in promotion pathways and working conditions at their hiring academic institutions. Project objectives center around: developing authentic mentor/mentee relationships, learning/developing transformative individual/collective advocacy plans, and raising awareness for the promotion and/or working conditions of BIPOCx contingent faculty in engineering. Due to the scant attention paid to contingent faculty, this population is severely understudied and undersupported. In the United States alone, there are ~1.5 million faculty employed in higher education out of which over 46% are contingent, the majority composed of marginalized groups, creating a missed opportunity to broaden participation. To broaden participation, our nation needs to leverage a diverse and inclusive science and engineering enterprise to secure economic, national security, and jobs of the future. This project attends to all aspects of this national need. Contingent faculty typically serve fundamental undergraduate courses and large class sizes, indirectly impacting the educational experience of students. Yet, continual stresses of an unstable and non-permanent contingent workforce with limited professional development, promotion opportunities, and benefits, negatively affects higher education. Literature suggests that contingent faculty struggle with implementing evidence-based teaching and mentoring to students because they are either juggling multiple courses in multiple institutions to ‘make ends meet’ or handle multiple service responsibilities with little-to-no support to assist students fully. RITA serves as one of the early studies into the realities and circumstances of contingent faculty in engineering with the aim to generate knowledge, provide recommendations and strategies for institutional action to support, and provide equitable working conditions for these faculty. This project will, by extension benefit numerous undergraduate engineering students who are enrolled in many of these contingent faculty-led courses.    RITA will develop a grassroots-initiated, knowledge-generating, inclusive mentoring hub where first-hand, experiential information acquired from the BIPOCx contingent faculty in engineering will be strategically shared with key decision-makers at their institutions. While not all paths lead to promotion, we argue that all contingent faculty need better working conditions. This project is a partnership between the University of Florida (a Hispanic-Emerging Institution), Virginia Tech (a Predominantly White Institution), and Morehouse College (a Historically Black College and University). These institutions will create a series of professional development and mentoring opportunities to assist two cohorts of contingent engineering faculty (Phase 1- 12 faculty and Phase 2- 12 faculty) to create individual and collective advocacy plans alongside a repertoire of mentors, evaluators, and professional development experts. Through an implementation research methodology called participatory action research (PAR), RITA’s key research question to be answered is: How can BIPOCx contingent faculty in engineering be mentored, at the grassroots, towards transformative advocacy plans for attaining promotion and/or equitable working conditions? PAR will require a series of collaborative planning, acting, and reflection activities between the BIPOCx contingent faculty and their mentors to design and enact advocacy plans in a safe space and environment. Journals, logbooks, and other reflective materials will be collected and analyzed using phenomenographically-inspired approaches. The coded and de-identified information will yield multiple practices, recommendations, and strategies that will be assembled into an Online Repository and shared via podcasts for widespread dissemination. This work will significantly: (1) inform the understudied scholarship on how to support these contingent faculty in engineering; and (2) lay the foundation for an action agenda that alters the trajectory of these faculty by raising awareness for the promotion and/or working conditions of BIPOCx contingent faculty in engineering.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2215153,The Racialized Basis of Trait Judgments from Faces,2025-04-18,Indiana University,BLOOMINGTON,IN,IN09,499819,Continuing Grant,SBE,"""Social, Behavioral and Economic Sciences""",Behavioral and Cognitive Sciences,Social Psychology,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2215153,https://www.usaspending.gov/award/ASST_NON_2215153_4900,2022-09-01,2025-08-31,474057000,YH86RTW2YVJ4,"People commonly make inferences about others based on their facial expressions.  Facial cues are used to gauge others’ emotional expressions (such as happiness or anger) and to make inferences about others’ traits (such as trustworthiness or competence).  These judgments are important because they affect decisions in such areas as employment, healthcare or criminal trials.  Facial cues are also used by others to make inferences about a person’s race.  This project focuses on the idea that perceivers may sometimes use the very same facial cues to draw inferences both about a person’s traits and about their race.  As a result, perceivers who are evaluating another person’s traits based on facial cues may actually be evaluating that person based on variations in race.  The proposed Race-Trait Overlap model suggests that the same facial features are used to infer race and traits, which helps to account for causes and consequences of biases in trait inferences from faces.  The ultimate aim of the research is to better understand how racial prejudice works in the mind, and to identify ways of reducing such biases.    This program of research investigates how people may employ racialized facial cues (such as skin tone) to infer others’ traits.  One set of experiments seeks to establish evidence for the Race-Trait Overlap hypothesis.  Another demonstrates that these effects are qualified both by individual differences and group differences.  A third set investigates how these overlap effects can be reduced by decoupling perceivers’ representations of traits from their representations of race.  The Race-Trait Overlap model yields multiple novel and testable predictions.  For example, the model suggests that these effects exist in the minds of perceivers, which means that changing perceivers’ mental representations should change the overlap.  The project offers several methodological advances, and carries important implications for how facial analytics are used in business and industry.  The model helps to account for emerging evidence of social bias in machine learning algorithms that utilize facial cues, and points the way to reducing such bias.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2315041,Collaborative Research: Black Girls as Creators: an intersectional learning ecosystem toward gendered racial equity in Artificial Intelligence education,2025-04-18,Arizona State University,TEMPE,AZ,AZ04,2404767,Continuing Grant,EDU,STEM Education,Research on Learning in Formal and Informal Settings,Discovery Research K-12,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2315041,https://www.usaspending.gov/award/ASST_NON_2315041_4900,2023-10-01,2028-09-30,852813670,NTLHJXM55KZ6,"This project will work with artificial intelligence (AI) creators and Black girls, aged 9-14, to expand the range of perspectives and voices that are a part of AI technology. The project will include after school and summer camps for both Black girls and the AI creators to work together on the design and creation of AI projects.      This project examines two research questions. One is theoretical: What are design principles for an intersectional AI learning ecosystem? With this question the PIs explore Black girls' experiences with AI learning ecosystems, and how they can enact the constructs of intersectionality (critical reflection, action, accountability). Findings related to question 1 will help them develop a framework for intersectional professional development for AI professionals that is specific to how racial equity can be realized in AI learning; and, help them create new curricula that integrates AI; and, develop a framework for how to integrate PD, with curricula and technologies in AI spaces in order to create a more cohesive learning ecosystem. Research question 2 focuses on implementation: What are practical implementation guidelines for community organizations to integrate curricula and professional development into an intersectional AI learning ecosystem? The findings from this question will facilitate the development of resources for AI educators and community organizations. The findings from this project will be of interest to technology educators, AI professionals, the broader STEM education field, and community organizations that provide STEM education.      This project is funded through the Racial Equity in STEM Education activity (EDU Racial Equity). The activity supports research and practice projects that investigate how considerations of racial equity factor into the improvement of science, technology, engineering, and mathematics (STEM) education and workforce. Awarded projects seek to center the voices, knowledge, and experiences of the individuals, communities, and institutions most impacted by systemic inequities within the STEM enterprise. This activity aligns with NSF's core value of supporting outstanding researchers and innovative thinkers from across the Nation's diversity of demographic groups, regions, and types of organizations. Programs across EDU contribute funds to the Racial Equity activity in recognition of the alignment of its projects with the collective research and development thrusts of the four divisions of the directorate.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2233703,Collaborative Research: IMPLEMENTATION: C-COAST: Changing the Culture of our Occupations to Achieve Systemic Transformation,2025-04-18,University of Southern Mississippi,HATTIESBURG,MS,MS04,12121,Standard Grant,BIO,Biological Sciences,Biological Infrastructure,LEAPS-Leading Cultural Change,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2233703,https://www.usaspending.gov/award/ASST_NON_2233703_4900,2023-05-15,2027-04-30,394060001,M1K8LJAET5R1,"Coastal counties are more diverse than non-coastal counties; however, the culture and identities of those who study and manage estuaries and coasts do not reflect these communities. This mismatch diminishes the quality of science and management provided; many coastal professionals lack the lived experiences and knowledge to prioritize issues most impactful to people in coastal areas. Despite widespread recognition that increasing the participation of groups underrepresented in science, technology, engineering, and mathematics (STEM) is essential to sustaining the nation's capacity for innovation and discovery, there is a widening gap between the total number of marine science graduate degrees granted and degrees granted to those underrepresented in the field. Professional societies play a unique role in facilitating culture change within STEM disciplines by establishing and reinforcing norms and practices that advance greater diversity, equity, inclusion, justice, and accessibility (DEIJA). They are also important avenues for training students and professionals in relevant skills and in developing networks necessary to progress in their careers. Culture change in professional societies scales up to impacts on members, their home institutions, and beyond. The Coastal and Estuarine Research Federation (CERF) will assist the next generation of coastal and estuarine biologists and related disciplines in navigating the current culture while simultaneously dismantling inequities at the root of low DEIJA in the disciplines through the Changing the Culture of our Occupations to Achieve Systemic Transformation (C-COAST) program, which will provide professional development, mentoring, and networking to students and professionals at all career stages.    The C-COAST program will harness evidence-based strategies to mitigate inequities and shift culture in the coastal and estuarine sciences through two programs: Rising TIDES Conference Program (RTCP) and Leadership Development Program (LDP). The RTCP is geared towards recruiting and retaining a new generation of estuarine and coastal science professionals. It consists of a 16-month program that supports attendance at the CERF and two additional coastal and estuarine conferences, with virtual meetings in between. The program provides professional and near-peer mentors, training, and networking, in addition to the full suite of scientific conference offerings. The LDP will provide leadership and DEIJA training for current and future leaders by building a dynamic learning community that will prepare emerging leaders to become agents of change while helping current leaders use existing power to address systemic inequities. The goals of C-COAST, from short- to long-term, are to 1): recruit and retain diverse undergraduate and graduate students and provide them professional development, mentorship, and peer networks to support a sense of belonging and identity; 2) educate current leaders on how to be more inclusive and change policies and practices that lead to inequities; and 3) increase the leadership skills of and opportunities for future leaders and prepare them to make policies and practices of CERF and their home institutions more inclusive when they are elevated to positions of power.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2305600,Collaborative Research: ADVANCE PARTNERSHIP: STEM Intersectional Equity in Departments (SIEDS): A Partnership for Inclusive Work Cultures,2025-04-18,Ohio State University,COLUMBUS,OH,OH03,214888,Continuing Grant,EDU,STEM Education,Equity for Excellence in STEM,ADVANCE,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2305600,https://www.usaspending.gov/award/ASST_NON_2305600_4900,2023-10-15,2028-09-30,432101016,DLWBSLWAJWR1,"The STEM Intersectional Equity in Departments (SIEDS) project brings three universities, Michigan State University, The Ohio State University, and Wayne State University into a partnership to develop, implement, and assess a Toolkit for Creating an Inclusive and Equitable Departmental Culture. The research literature indicates that all faculty thrive when they work in environments that support the “whole person.” The toolkit will help department leaders create and sustain positive departmental environments that lead to success for all faculty.  The project will empower department leaders so that they can, create assessments that credit faculty for their work in Diversity, Equity, Inclusion and Justice (DEIJ) (Inclusive Assessment), promote a “whole person” approach to recognizing and supporting faculty needs (Support across the Faculty Lifecycle), and cultivate future leaders with DEIJ-focused skills and strategies (Diversifying Leadership).    The SIEDS toolkit will 1) identify and address biases during promotion, tenure, and other evaluation processes to create inclusive assessment; 2) recognize the ways that work- and life- tasks interact to build healthy department cultures; 3) expand conceptualizations and measurements of hidden and low-promotable work tasks to increase the recognition and valuing of these time-consuming tasks; and 4) create materials to support leadership development. The toolkit and lessons learned will be shared at the Great Lakes Consortium Convening annually. In project year four, the toolkit is expected to be adapted by the consortium members, reaching all the R1 and R2 universities in Michigan, Ohio, Illinois, Indiana, and Wisconsin. This adaptation will be evaluated in the final year of the project, which will help improve the toolkit for other institutions and identify implementation issues that may need to be addressed.    The NSF ADVANCE program is designed to foster gender equity through a focus on the identification and elimination of organizational barriers that impede the full participation and advancement of diverse faculty in academic institutions.  Organizational barriers that inhibit equity may exist in policies, processes, practices, and the organizational culture and climate.  ADVANCE ""Partnership"" awards provide support for the adaptation and adoption of evidence-based strategies to academic, non-profit institutions of higher education and non-academic, non-profit organizations.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2140262,"ADVANCE Catalyst: Truman College ADVANCE Catalyst Participatory Action Research- Building a sense of ""voice"" among STEM faculty",2025-04-18,City Colleges of Chicago Harry S Truman College,CHICAGO,IL,IL09,274762,Standard Grant,EDU,STEM Education,Equity for Excellence in STEM,ADVANCE,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2140262,https://www.usaspending.gov/award/ASST_NON_2140262_4900,2022-08-15,2025-04-18,606406063,L3EXK4J98JQ1,"This project will focus on faculty in STEM departments compared to non-STEM departments and uncover any persistent negative perceptions of historically marginalized groups, especially in the STEM departments. The project will examine which female-identifying STEM faculty feel they have a voice in their departments and research the significance of those perceptions in the context of protected classes (e.g., race, religion) and positions in the institution. The project seeks to answer who feels unheard, why that might be the case, and how intersectional identities impact those experiences. This work is important to Harry S Truman College because the college has been deeply engaged in equity work since 2017, but the focus has always been on the student experience. This has left little room for curiosity about faculty experience. And while Harry S. Truman College offers the perspective of an already ethnically diverse college, it nevertheless struggles with persistent and systematic inequity. Additionally, the project will consider which interventions are most likely to increase a sense of belonging or voice and pilot interventions as part of a 5-year STEM Faculty Equity Plan.    Using a combination of focus groups, individual interviews, and a survey, the project will answer three questions: 1) who are the faculty that report feeling unheard, and why is this the case; 2) how do intersectional identities impact their experiences on campus; and 3) what immediate interventions could be piloted to increase sense of voice and belonging? The project will use a mixed methods research approach to prepare a foundational and intersectional report on faculty sense of belonging and voice. The findings will propel future investigation into faculty inequities, known barriers, and promising interventions. Harry S. Truman College wants to uncover any significant disruption between the sense of belonging and voice of faculty in traditionally privileged identities (i.e., white, male) and female-identifying faculty intersected with additional underrepresented identities (e.g., race, national origin, tenure status, etc.). The high-level objectives for this project are to uncover critical inequities and address them with an intersectional lens. The project will create artifacts for easy sharing of information within the higher education community and the ADVANCE network, including a diversity of identities among faculty. The project will privilege experiences in STEM teaching that have traditionally been excluded and build power on the margins by inviting these individuals to lead research and pilot interventions.    The NSF ADVANCE program is designed to foster gender equity through a focus on the identification and elimination of organizational barriers that impede the full participation and advancement of diverse faculty in academic institutions. Organizational barriers that inhibit equity may exist in policies, processes, practices, and the organizational culture and climate. ADVANCE ""Catalyst"" awards provide    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2330923,"Collaborative Research: Indigenous Northern Landscapes, Visual Repatriation, and Collaborative Knowledge Exchange",2025-04-18,University of Alaska Fairbanks Campus,FAIRBANKS,AK,AK00,214931,Standard Grant,GEO,Geosciences,Polar Programs,ASSP-Arctic Social Science,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2330923,https://www.usaspending.gov/award/ASST_NON_2330923_4900,2023-12-01,2026-11-30,997750001,FDLEQSJ8FF63,"Historical landscape photographs in museum and archival collections are critical resources for identifying and characterizing environmental shifts due to climate change and other factors. Repatriation or return of these cultural heritage resources to Indigenous communities assists local stakeholders in assessing changes over time, formulating plans to address and respond to future changes, thus reducing risk and enhancing community resilience. This project, in collaboration with the University of Alaska Fairbanks (UAF) and the Exchange for Local Observations and Knowledge of the Arctic (ELOKA), creates a unique opportunity for the Iñupiat of Arctic Alaska and Ainu peoples of northern Japan to participate in a visual repatriation project and engage in community-centered heritage resource management. This project advances understanding of the processes of social and environmental change and resultant impacts on Indigenous peoples and fosters collaboration and knowledge exchange among researchers and Indigenous communities in Alaska and Japan.    This collaborative project employs diverse methods, including story mapping, repeat photography, oral history interviews, and photovoice to advance understanding of environmental change and foster intergenerational dialogue among Indigenous communities. Project activities include workshops and cultural exchanges, and community knowledge curation by Iñupiaq and Ainu community participants, co-authoring and co-editing a catalogue of historical photographs, and co-publishing peer-reviewed articles. This project advances Indigenous research sovereignty and cultural heritage repatriation efforts through knowledge co-production and builds collaborative relationships among the circumpolar communities.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
