reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,summary,has_images,day_part
2007-08-01T03:00:00Z,2007-08-01T03:00:00Z,2007-08-07,Des Moines,IA,US,light,2 minuts,120,very bright white light that slowly dimd then moved slowly to the north across the sky at high altude. Brightend again then disapered.t,FALSE,astronomical dusk
2007-07-31T03:30:00Z,2007-07-31T03:30:00Z,2007-08-07,Itasca,IL,US,light,<2 seconds,2,Bright white lights flash across the night sky,FALSE,night
2007-07-31T04:45:00Z,2007-07-31T04:45:00Z,2007-08-07,Port Coquitlam,BC,CA,light,30-40 seconds,40,Large bright light hovering over surrey viewed from port coquitlam.,FALSE,nautical dusk
2007-07-29T05:20:00Z,2007-07-29T05:20:00Z,2007-08-07,Moses Lake,WA,US,light,2 minutes,120,Traingle formation of lights in the night sky.,FALSE,astronomical dusk
2007-07-28T18:00:00Z,2007-07-28T18:00:00Z,2007-08-07,Berkeley,CA,US,light,10 seconds,10,"Two bright dots traveling silently in sunny blue sky, bay area California",FALSE,morning
2007-07-28T05:00:00Z,2007-07-28T05:00:00Z,2007-08-07,Gold Beach,OR,US,light,20 to 30 seconds?,30,"4 Balls of Light Travelling at High Speeds in Gold Beach, OR",FALSE,astronomical dusk
2007-07-28T04:11:00Z,2007-07-28T04:11:00Z,2007-08-07,Sonora,CA,US,light,3 secs,3,Steady green light shot down from the heavens and to close proximity to the ground,FALSE,nautical dusk
2007-07-27T06:00:00Z,2007-07-27T06:00:00Z,2007-08-07,Colorado Springs,CO,US,light,10-15 min,900,while laying in bed a little before midnight a bright red light caught my eye. it was was quite a distance from the window and was  gli,FALSE,night
2007-07-27T05:00:00Z,2007-07-27T05:00:00Z,2007-08-07,Palmdale,CA,US,light,5 minutes,300,Red ball of light in the eastern sky,FALSE,night
2007-07-26T01:50:00Z,2007-07-26T01:50:00Z,2007-08-07,Gretna,LA,US,light,2 minutes,120,"Small red lights in an arc formed over Belle Chase, Louisiana.",FALSE,nautical dusk
2007-07-23T18:45:00Z,2007-07-23T18:45:00Z,2007-08-07,Pomona,CA,US,light,5 minutes,300,Flashing lights over the Hills in Claremont.,FALSE,morning
2007-07-23T09:15:00Z,2007-07-23T09:15:00Z,2007-08-14,Cascade,IA,US,light,2-3 sec,3,"This is my second sighting in July. This early morning I was traveling south out of Dubuque, Ia on highway 151 near Cascade,Ia. I as al",FALSE,astronomical dawn
2007-07-23T07:30:00Z,2007-07-23T07:30:00Z,2007-08-07,Brighton,MI,US,light,10 to 15 minutes,900,Fast moving light stops in night sky,FALSE,night
2007-07-22T21:00:00Z,2007-07-22T21:00:00Z,2007-08-07,Rugby,ENG,GB,light,4-5 seconds,5,Ball of Light with Tail,FALSE,nautical dusk
2007-07-22T02:10:00Z,2007-07-22T02:10:00Z,2007-08-07,Middletown,OH,US,light,30 sec.,30,four bright lights northwest of Middletown Ohio.,FALSE,astronomical dusk
2007-07-22T02:45:00Z,2007-07-22T02:45:00Z,2007-08-07,Chicago,IL,US,light,10 seconds,10,Bright Light leaves amber trail,FALSE,astronomical dusk
2007-07-22T00:00:00Z,2007-07-22T00:00:00Z,2009-06-09,Kenmore,WA,US,light,3 minutes,180,"in 2007, I saw a small, white fireball slowly moving across the sky.",FALSE,afternoon
2007-07-21T17:30:00Z,2007-07-21T17:30:00Z,2007-08-07,Cedar Falls,IA,US,light,1.5 hours,129600,"Four crafts, flashing red, green and brilliant white lights, hovering overhead, one making zigzag movements.",FALSE,morning
2007-07-21T12:30:00Z,2007-07-21T12:30:00Z,2007-08-07,Cheektowaga,NY,US,light,5 minutes,300,Saw bright star like object during the day directly overhead.,FALSE,morning
2007-07-21T07:45:00Z,2007-07-21T07:45:00Z,2007-08-07,Sterling Heights,MI,US,light,two hours,172800,Stars/lights moving then stopping then turning right angles all night,FALSE,night
2007-07-21T00:30:00Z,2007-07-21T00:30:00Z,2007-08-07,Peekskill,NY,US,light,20 minutes,1200,Brilliant bright light in the twilight sky,FALSE,civil dusk
2007-07-17T06:45:00Z,2007-07-17T06:45:00Z,2007-08-07,Tacoma,WA,US,light,3 minutes,180,Horizontal lights hovering over Commencement Bay,FALSE,astronomical dusk
2007-07-16T08:12:00Z,2007-07-16T08:12:00Z,2007-08-07,Tallahassee,FL,US,light,15 seconds,15,Very Bright Light In the Sky Making Unusual Movements,FALSE,night
2007-07-16T05:54:00Z,2007-07-16T05:54:00Z,2007-08-07,Atlanta,GA,US,light,35 seconds,35,Bright Red Pinpoint Of Light Traveling Across Sky,FALSE,night
2007-07-16T02:30:00Z,2007-07-16T02:30:00Z,2008-10-31,New Britain,CT,US,light,10 seconds,10,Bright neon green ball of light flew across sky,FALSE,night
2007-07-15T22:00:00Z,2007-07-15T22:00:00Z,2009-03-19,Lac Du Flambeau,WI,US,light,30 seconds,30,"very bright light with tail, traveled slowly, about 5,000 feet in the air, was NOT comet.",FALSE,afternoon
2007-07-15T15:45:00Z,2007-07-15T15:45:00Z,2007-08-07,The Villages,FL,US,light,10 minutes,600,unusual vision,FALSE,morning
2007-07-15T11:30:00Z,2007-07-15T11:30:00Z,2007-08-07,San Bernardino,CA,US,light,15 seconds,15,"Bright noisless light stationary, then moving in night sky",FALSE,night
2007-07-15T02:00:00Z,2007-07-15T02:00:00Z,2007-08-07,Clarion,PA,US,light,30 minutes,1800,"Light moving high in the atmosphere in many diredtions, speeds, and even cricles.",FALSE,astronomical dusk
2007-07-14T16:00:00Z,2007-07-14T16:00:00Z,2007-08-07,Oak Lawn,IL,US,light,25 minutes,1500,4 slow lights across sky than one really fast one 5 minutes apart,FALSE,morning
2007-07-14T08:30:00Z,2007-07-14T08:30:00Z,2007-08-07,Edina,MN,US,light,10 seconds,10,"Stationary light became very bright with halo, moved north as it  dimmed into orangish color & vanished.",FALSE,night
2007-07-14T06:18:00Z,2007-07-14T06:18:00Z,2007-08-07,St. Petersburg,FL,US,light,1 hour,86400,My friend and I were at the beach and around 2 a.m. we were outside on a balcony looking west toward the water.  I looked up in the sky,FALSE,night
2007-07-14T04:00:00Z,2007-07-14T04:00:00Z,2007-08-07,Warren,MI,US,light,2 min,120,"floating orange cylinder of light, Warren Mi",FALSE,night
2007-07-14T02:40:00Z,2007-07-14T02:40:00Z,2008-06-12,Columbia,MO,US,light,2 min,120,"A bright object was seen moving across the sky, north to south.",FALSE,astronomical dusk
2007-07-14T00:00:00Z,2007-07-14T00:00:00Z,2009-05-12,Destin,FL,US,light,6 seconds,6,"6 orange lights over Destin, FL",FALSE,afternoon
2007-07-13T05:00:00Z,2007-07-13T05:00:00Z,2007-08-07,Gresham,OR,US,light,over hour,3600,Strange light  attracting smaller lights of eradict movements during lighting and thunder storm sky empty of  commercial aircraft,FALSE,nautical dusk
2007-07-13T01:50:00Z,2007-07-13T01:50:00Z,2007-08-07,Larksville,PA,US,light,15seconds,15,the sighting was like a reverse metiorite sighting.,FALSE,nautical dusk
2007-07-13T04:32:00Z,2007-07-13T04:32:00Z,2007-08-07,Hesperia,CA,US,light,4 seconds,4,"A small craft size light moving south to north at 9:32 PM on Thursday, July 12, 2007 over Hesperia, Ca.",FALSE,astronomical dusk
2007-07-12T05:45:00Z,2007-07-12T05:45:00Z,2007-08-07,New York City,NY,US,light,25 min,1500,"Floating ""object"" from which round ball of white light detached and hovered in definite pattern formation, numerous times.",FALSE,night
2007-07-12T05:00:00Z,2007-07-12T05:00:00Z,2007-08-07,Indianapolis,IN,US,light,15 seconds,15,Light.  ((NUFORC Note:  Flare of Iridium satellite?  PD)),FALSE,night
2007-07-11T13:45:00Z,2007-07-11T13:45:00Z,2007-08-07,Kansas City,MO,US,light,2 minutes,120,Shiney parallel objects seen over KCKC and then KC north.,FALSE,morning
2007-07-11T09:30:00Z,2007-07-11T09:30:00Z,2007-08-07,Seattle,WA,US,light,<1 second,0.5,Bright lights blinked once and went off above the houses,FALSE,NA
2007-07-11T06:27:00Z,2007-07-11T06:27:00Z,2007-08-07,Kirkland,WA,US,light,3 seconds,3,Can attest to the probability that the sightings were not of any conventional aircraft or natural phenomena of which I am aquainted.,FALSE,NA
2007-07-10T21:00:00Z,2007-07-10T21:00:00Z,2010-11-21,Madison,WI,US,light,15 min,900,"i have pictures of brilliant streaks of light, by the fastest moving object i ve ever seen.",FALSE,afternoon
2007-07-09T06:30:00Z,2007-07-09T06:30:00Z,2007-08-07,Bremerton,WA,US,light,2 seconds,2,Fast moving bluish light gliding across sky.,FALSE,NA
2007-07-09T04:00:00Z,2007-07-09T04:00:00Z,2007-08-07,Peoria,AZ,US,light,5-10 min,600,Flash of light thought to be a UFO,FALSE,night
2007-07-08T02:45:00Z,2007-07-08T02:45:00Z,2007-08-07,Seymour,CT,US,light,20 min,1200,"Traveling lights over Seymour, CT",FALSE,night
2007-07-07T04:00:00Z,2007-07-07T04:00:00Z,2008-03-04,Elk River,MN,US,light,2 seconds,2,((HOAX??))  I saw fast ball of lite moveing allmost as if it was tracing the big dipper.,FALSE,NA
2007-07-07T01:20:00Z,2007-07-07T01:20:00Z,2007-08-07,Lincoln,RI,US,light,60 seconds,60,Quickly Growing White Light in Rhode Island,FALSE,nautical dusk
2007-07-06T05:30:00Z,2007-07-06T05:30:00Z,2007-08-07,Grand Rapids,MI,US,light,30 seconds,30,Pulsing white light seen again,FALSE,night
2007-07-06T02:37:00Z,2007-07-06T02:37:00Z,2007-08-07,Greenwood,IN,US,light,2 min,120,"5 orange lights moving slowly, then faster, in somewhat of a formation for about 2 - 3 minutes.",FALSE,nautical dusk
2007-07-06T05:30:00Z,2007-07-06T05:30:00Z,2007-08-07,Parksville,BC,CA,light,5 - 10 min,600,The light was brighter than anything I've ever seen in the sky & hovered in one place.,FALSE,NA
2007-07-05T05:00:00Z,2007-07-05T05:00:00Z,2007-08-07,Garden City,MO,US,light,10 seconds,10,i seen something that flew across the night sky  very fast.,FALSE,night
2007-07-05T03:45:00Z,2007-07-05T03:45:00Z,2007-08-07,Fort Mill,SC,US,light,4-5 minutes,300,grouping of  seven yellowish-white lights traveling in the sky,FALSE,night
2007-07-05T04:00:00Z,2007-07-05T04:00:00Z,2007-08-07,Vermillion,SD,US,light,20 minutes,1200,I saw these lightrs high in space every 5 minutes for about 20 minutes.,FALSE,astronomical dusk
2007-07-05T02:08:00Z,2007-07-05T02:08:00Z,2007-08-07,Wichita Falls,TX,US,light,8 sec,8,White light in eastern Texas sky flying south and dissapearing...@8 seconds.  ((NUFORC Note:  Flare from Iridium satellite?  PD)),FALSE,civil dusk
2007-07-04T16:00:00Z,2007-07-04T16:00:00Z,2007-08-07,Markham,IL,US,light,1 minute,60,I think one satalite moving right than one moving left 15 minutes later,FALSE,morning
2007-07-04T07:15:00Z,2007-07-04T07:15:00Z,2007-08-07,Salem,OR,US,light,30+ min.,1800,Multiple crafts sited,FALSE,night
2007-07-04T04:00:00Z,2007-07-04T04:00:00Z,2008-06-12,Rehoboth,MA,US,light,5 seconds,5,"Saw one, possibly two lights. One shot past the window at a very fast speed while the other shot off into the clouds.",FALSE,night
2007-07-04T03:12:00Z,2007-07-04T03:12:00Z,2007-08-07,McDonough,GA,US,light,a few seconds,3,"it made no sounds. The ufo was very low, and it was very bright. The bright light was white in color, and the ufo changed it shape into",FALSE,night
2007-07-04T04:00:00Z,2007-07-04T04:00:00Z,2007-08-07,Fairview,TN,US,light,2 hours,172800,Multiple star like high altitude objects over middle TN.,FALSE,night
2007-07-04T02:30:00Z,2007-07-04T02:30:00Z,2007-08-07,Littleton,NH,US,light,10-15 seconds,15,UFO making impossible flight path- NH- upper CT river valley,FALSE,night
2007-07-04T02:50:00Z,2007-07-04T02:50:00Z,2007-08-07,Mountain Home,AR,US,light,1 hour,86400,"Large Bright Light.  ((NUFORC Note:  Jupiter is quite prominent in the southern sky, currently.  PD))",FALSE,astronomical dusk
2007-07-03T15:40:00Z,2007-07-03T15:40:00Z,2007-08-07,Columbus,OH,US,light,15 - 20 minutes,1200,I have seen a great many different aircraft from different angles and at different altitudes but have never seen anything even remotely,FALSE,morning
2007-07-03T15:30:00Z,2007-07-03T15:30:00Z,2007-08-07,Grandview,OH,US,light,30 min,1800,"Two lights in the Columbus, Ohio sky - middle of the day.",FALSE,morning
2007-07-03T00:30:00Z,2007-07-03T00:30:00Z,2007-08-07,Mainz,Rheinland-Pfalz,DE,light,7 seconds,7,"Red light/dot moving over Ursa Major, 7 seconds, far distance, big size on 030707, Mainz/Germany",FALSE,NA
2007-07-02T04:55:00Z,2007-07-02T04:55:00Z,2007-08-07,Lewiston,ID,US,light,5 minutes,300,"I was walking back from my shop to my house and looked up.  The sky was partly overcast, but no rain, a few stars were visible.  My att",FALSE,NA
2007-07-01T00:50:00Z,2007-07-01T00:50:00Z,2013-08-30,Fort Lauderdale,FL,US,light,3 minutes,180,"Two unusual objects spotted in the night sky over Fort Lauderdale, FL",FALSE,civil dusk
2007-06-30T02:15:00Z,2007-06-30T02:15:00Z,2007-08-07,Hamilton,ON,CA,light,6 seconds,6,Fast moving flash of light.,FALSE,astronomical dusk
2007-06-29T07:00:00Z,2007-06-29T07:00:00Z,2007-08-07,Markham,ON,CA,light,about 5 minutes,300,white star shaped light moving around in the sky at speeds too slow to be a plane or moving star.,FALSE,night
2007-06-29T01:30:00Z,2007-06-29T01:30:00Z,2007-08-07,Robbinsville,NC,US,light,5 minutes,300,"Four orange lights seem in Graham county, North Caroline.",FALSE,nautical dusk
2007-06-28T06:30:00Z,2007-06-28T06:30:00Z,2007-08-07,Grand Rapids,MI,US,light,10 seconds,10,Pulsing lights,FALSE,night
2007-06-28T03:00:00Z,2007-06-28T03:00:00Z,2007-08-07,Oak Lawn,IL,US,light,6 seconds,6,Green light moving toward 103rd st from 95th & central - Moved for 6 seconds while I was on my cellphone I told my friend it was going,FALSE,astronomical dusk
2007-06-28T04:53:00Z,2007-06-28T04:53:00Z,2007-08-07,Gilroy,CA,US,light,3 mins,180,pulsing light  20-50 miles out from gilroy probably over saratoga or los gatos,FALSE,astronomical dusk
2007-06-27T03:45:00Z,2007-06-27T03:45:00Z,2008-10-31,Orem,UT,US,light,5minutes,300,Sattelite looking UFO stops suddenly,FALSE,nautical dusk
2007-06-27T01:30:00Z,2007-06-27T01:30:00Z,2007-08-07,Loganville,GA,US,light,1 to 2 minutes,120,"Bright White Light, Northeast Georgia",FALSE,astronomical dusk
2007-06-27T02:00:00Z,2007-06-27T02:00:00Z,2007-08-07,Gulf Shores,AL,US,light,15 min,900,Red lighting object over gulf,FALSE,nautical dusk
2007-06-26T05:50:00Z,2007-06-26T05:50:00Z,2007-08-07,Dalmeny,SK,CA,light,5 minutes,300,Observed a rapidly moving star-like object -- the object was not a satellite or shooting star.,FALSE,NA
2007-06-26T01:30:00Z,2007-06-26T01:30:00Z,2007-08-07,Bradenton,FL,US,light,10-20 seconds,20,"Two star like lights, one moving towards the other,  dissappears,now that I look again, the other one is gone too.",FALSE,astronomical dusk
2007-06-25T07:30:00Z,2007-06-25T07:30:00Z,2007-08-07,Marion,MI,US,light,15 minutes plus,900,Two lights in the sky at the same height; one to the east and one to the west. ((NUFORC Note:  Venus and Jupiter?  PD)),FALSE,night
2007-06-25T03:50:00Z,2007-06-25T03:50:00Z,2007-08-07,Sarasota,FL,US,light,2 minutes,120,"white twin lights, sarasota florida, june 27, 2007",FALSE,night
2007-06-24T09:00:00Z,2007-06-24T09:00:00Z,2007-08-07,Palmdale,CA,US,light,15-20 seconds,20,4 lights in sky do strange things.,FALSE,night
2007-06-24T06:30:00Z,2007-06-24T06:30:00Z,2007-08-07,Douglas,WY,US,light,30 minutes,1800,"Bright orange lights appear in remote Wyoming area, twice!",FALSE,night
2007-06-23T02:00:00Z,2007-06-23T02:00:00Z,2007-08-07,Fayetteville,GA,US,light,15 seconds,15,"2 White flashing lights moving across the sky over Fayetteville, Ga.",FALSE,astronomical dusk
2007-06-22T04:30:00Z,2007-06-22T04:30:00Z,2007-08-07,Rancho Santa Margarita,CA,US,light,30-45 seconds,45,drifting small white light - no noise,FALSE,astronomical dusk
2007-06-22T04:30:00Z,2007-06-22T04:30:00Z,2007-08-07,Yakima,WA,US,light,10 seconds,10,"Fast, white, solid light.  
Fast, white, solid light.  ((NUFORC Note: ISS??  PD))",FALSE,NA
2007-06-21T03:00:00Z,2007-06-21T03:00:00Z,2007-08-07,Shelbyville,IN,US,light,1-2 minutes,120,"2 bright lights, starlike, moving across the sky, one following the other.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD))",FALSE,astronomical dusk
2007-06-21T04:00:00Z,2007-06-21T04:00:00Z,2007-08-07,Manhattan,KS,US,light,20 minutes,1200,Star-like moving objects,FALSE,astronomical dusk
2007-06-21T02:55:00Z,2007-06-21T02:55:00Z,2007-08-07,Louisville,KY,US,light,2 minutes,120,"Two silent and very high flying objects moving southeast over Louisville, KY.((NUFORC Note:  Space Shuttle w/ ISS??  PD))",FALSE,astronomical dusk
2007-06-21T02:30:00Z,2007-06-21T02:30:00Z,2007-08-07,Toronto,ON,CA,light,30seconds,30,2 bright lights following one another across the sky then rapidly vanishing out of sight.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),FALSE,astronomical dusk
2007-06-21T02:15:00Z,2007-06-21T02:15:00Z,2007-08-07,Concord,ON,CA,light,2 minutes,120,Star burst,FALSE,astronomical dusk
2007-06-21T02:56:00Z,2007-06-21T02:56:00Z,2007-08-07,Albia,IA,US,light,8 seconds,8,2 points of lights resembling planets disappearing.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),FALSE,astronomical dusk
2007-06-21T01:23:00Z,2007-06-21T01:23:00Z,2007-08-07,Newburgh,NY,US,light,45 seconds,45,Two bright lights in the evening sky.  Small one trailered thee large light approx 500 feet.Direction ESE. ((NUFORC Note:  ISS??  PD)),FALSE,nautical dusk
2007-06-21T01:20:00Z,2007-06-21T01:20:00Z,2007-08-07,Cookeville,TN,US,light,at least an hour,86400,"Bright white star like object scene in daylight over Cookeville, TN for extended time.  ((NUFORC Note:  Star or planet??  PD))",FALSE,afternoon
2007-06-20T16:00:00Z,2007-06-20T16:00:00Z,2020-05-21,Emporia,VA,US,light,20 minutes,1200,I was driving a 98 escort when the passenger in the back said wtf is that then the other passengers was freaking out. So I slowed down,FALSE,morning
2007-06-20T05:30:00Z,2007-06-20T05:30:00Z,2007-08-07,Grand Rapids,MI,US,light,10 minutes,600,Pulsing light over Grand Rapids,FALSE,night
2007-06-20T04:14:00Z,2007-06-20T04:14:00Z,2007-08-07,Westmont,IL,US,light,5 sec,5,Rapid moving lights.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),FALSE,night
2007-06-20T04:00:00Z,2007-06-20T04:00:00Z,2007-08-07,Sioux City,IA,US,light,30 minutes,1800,Outside on breezeless night with neighbors talking when several lights appeared across the sky.,FALSE,astronomical dusk
2007-06-20T03:50:00Z,2007-06-20T03:50:00Z,2007-08-07,Williston,ND,US,light,4min,240,"circle lights, white colored.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD))",FALSE,NA
2007-06-20T03:30:00Z,2007-06-20T03:30:00Z,2007-08-07,Mount Prospect,IL,US,light,10min,600,I saw 2 stars towing each other and on shinning very very bright as it started to vanish. ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),FALSE,astronomical dusk
2007-06-20T05:30:00Z,2007-06-20T05:30:00Z,2007-08-07,Hemet,CA,US,light,an hour,86400,"Odd appearance of a light in the sky,not reported by and amateur observer.  ((NUFORC Note:  Star or planet?  PD))",FALSE,night
2007-06-20T05:30:00Z,2007-06-20T05:30:00Z,2007-08-07,Lincoln City,OR,US,light,90 seconds,90,Bright lights of unknown origins witnessed by two individuals over the Pacific Ocean.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),FALSE,astronomical dusk
2007-06-20T04:05:00Z,2007-06-20T04:05:00Z,2007-08-07,Colorado Springs,CO,US,light,10 seconds,10,2 bright white lights seeming connected flying faster than any plane or military craft;.then disappeared.  ((NUFORC Note:  ISS??  PD)),FALSE,astronomical dusk
2007-06-20T05:00:00Z,2007-06-20T05:00:00Z,2007-08-07,Seattle,WA,US,light,3min,180,Two lights travel across Seattle sky and fade in to darkness.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),FALSE,NA
2007-06-20T01:55:00Z,2007-06-20T01:55:00Z,2007-08-07,Rochester Hills,MI,US,light,5 minutes,300,"Two bright lights were suspended in the sky and viewed from Rochester Hills, MI then suddenly disappeared.",FALSE,nautical dusk
2007-06-20T02:45:00Z,2007-06-20T02:45:00Z,2007-08-07,Chicago,IL,US,light,45 seconds,45,This turn was immpossible.,FALSE,nautical dusk
2007-06-19T05:25:00Z,2007-06-19T05:25:00Z,2008-06-12,Las Vegas,NV,US,light,10 seconds,10,White Sphere preforms complex manoeuvre in airspace over the southern edge of the Test Site,FALSE,astronomical dusk
2007-06-19T05:18:00Z,2007-06-19T05:18:00Z,2007-08-07,Portland,OR,US,light,30 seconds,30,Bright Light heading SE over PDX,FALSE,NA
2007-06-18T04:00:00Z,2007-06-18T04:00:00Z,2007-08-07,Cary,IL,US,light,35 sec.,35,Very Bright  White Light Making No Noise At Low Altitude,FALSE,night
2007-06-17T03:00:00Z,2007-06-17T03:00:00Z,2007-10-08,Tucson,AZ,US,light,5 minutes,300,I was sitting in my backyard talking with a friend on my cell phone. Four bright red lights in the southwest caught my eye. The lights,FALSE,nautical dusk
2007-06-16T07:00:00Z,2007-06-16T07:00:00Z,2007-08-07,Missoula,MT,US,light,10 sec,10,"Bright white light moving steadily east and up, disappearing into space, over Missoula, MT.",FALSE,NA
2007-06-16T03:30:00Z,2007-06-16T03:30:00Z,2013-12-05,Joplin,MO,US,light,5 minutes,300,MISSOURI INVESTIGATORS GROUP REPORT:   I looked up in the sky and saw what I thought was a satellite.,FALSE,astronomical dusk
2007-06-16T02:00:00Z,2007-06-16T02:00:00Z,2012-02-03,Murrells Inlet,SC,US,light,15 minutes,900,"Three orangish Red balls of light were observed hovering over the ocean, motionless, for 15 minutes.",FALSE,night
2007-06-14T22:42:00Z,2007-06-14T22:42:00Z,2007-08-07,Edinburgh,SCT,GB,light,15 sec,15,"Bright white circular light seen in Edinburgh, Goldenacre area with a trail of smoke following closely.",FALSE,NA
2007-06-15T02:40:00Z,2007-06-15T02:40:00Z,2007-08-07,Ebensburg,PA,US,light,4-5 minutes,300,"I viewed a bright white light in the western sky that made sharp turns, hovered ,and displayed incredible speed.",FALSE,astronomical dusk
2007-06-15T02:30:00Z,2007-06-15T02:30:00Z,2007-08-07,Russellville,KY,US,light,45 min,2700,"Bright light in sky that shifted coarce very slowly, no plane, star, or planet.",FALSE,nautical dusk
2007-06-15T01:00:00Z,2007-06-15T01:00:00Z,2007-08-07,Waxahachie,TX,US,light,3 hours,259200,"Bright light turned off and turned back on.  Very bright, then dimmed to orange colored.",FALSE,afternoon
2007-06-14T09:00:00Z,2007-06-14T09:00:00Z,2007-08-07,San Lorenzo,CA,US,light,2 hours,172800,transforming light with shooting fireball,FALSE,night
2007-06-14T04:15:00Z,2007-06-14T04:15:00Z,2007-08-07,Canyon,TX,US,light,45 minutes,2700,Large white light spotted over Texas panhandle.,FALSE,night
2007-06-12T01:40:00Z,2007-06-12T01:40:00Z,2007-06-12,Newtown,CT,US,light,5 minutes,300,"Light object with red, green, and golden lights changing shape in the SE sky in Newtown, CT. ((NUFORC Note:  Antares??  PD))",FALSE,astronomical dusk
2007-06-12T01:00:00Z,2007-06-12T01:00:00Z,2007-08-07,Bridgeport,CT,US,light,20min.,1200,"RE: Sighting in Newtown, CT JUN 11",FALSE,nautical dusk
2007-06-11T04:00:00Z,2007-06-11T04:00:00Z,2008-03-04,Oak Lawn,IL,US,light,1 min,60,Light buld like candle - Goverment?,FALSE,night
2007-06-11T03:41:00Z,2007-06-11T03:41:00Z,2007-06-12,Waco,TX,US,light,1-2 minutes,120,"Steady, bright white light in sky over Waco, TX",FALSE,night
2007-06-09T20:00:00Z,2007-06-09T20:00:00Z,2007-06-12,Woodridge,IL,US,light,10 minutes,600,"Fours UFO's seen in Woodridge, IL, 6/9/07",FALSE,afternoon
2007-06-09T04:00:00Z,2007-06-09T04:00:00Z,2007-06-12,Shavertown,PA,US,light,2 minutes,120,Stationary light in distance,FALSE,night
2007-06-09T02:30:00Z,2007-06-09T02:30:00Z,2007-06-12,Ellendale,MN,US,light,3 minutes,180,"Light coming from ""hyperspace"" and slowing to a normal speed with no sound and observed for 3 min.  ((NUFORC Note:  ISS??  PD))",FALSE,nautical dusk
2007-06-08T00:00:00Z,2007-06-08T00:00:00Z,2007-08-07,Llanelli,WLS,GB,light,20 seconds,20,"A white star-like object flew oddly over Llanelli, South Wales, UK before disappearing.",FALSE,NA
2007-06-08T07:55:00Z,2007-06-08T07:55:00Z,2007-06-12,Lake Stevens,WA,US,light,90 seconds (approx.),90,Extremely bright light traveling west to east on erratic course.,FALSE,NA
2007-06-08T03:30:00Z,2007-06-08T03:30:00Z,2007-06-12,Frederick,MD,US,light,45 min,2700,"Star suddenly moved and disappeared!  ((NUFORC Note:  Probable sighting of Venus, Jupiter, and ""twinkling"" star?  PD))",FALSE,night
2007-06-08T05:45:00Z,2007-06-08T05:45:00Z,2007-06-12,Seattle,WA,US,light,5 minutes,300,Strobe-type light moving quickly,FALSE,NA
2007-06-07T08:45:00Z,2007-06-07T08:45:00Z,2007-06-12,Commerce,GA,US,light,3 to 5 minutes,300,"White light over Jackson County/Commerce Georgia.  July, 2007.",FALSE,astronomical dawn
2007-06-07T10:30:00Z,2007-06-07T10:30:00Z,2007-06-12,Las Vegas,NV,US,light,10 min. +,600,UFO over Las Vegas on June 7. 2007,FALSE,astronomical dawn
2007-06-07T01:03:00Z,2007-06-07T01:03:00Z,2007-06-12,Hudson Falls,NY,US,light,20 seconds,20,"Large, silent, fast moving and very bright light  was seen in the night skies over upstate NY on 6-6-07.",FALSE,nautical dusk
2007-06-06T06:50:00Z,2007-06-06T06:50:00Z,2007-06-12,Newark,DE,US,light,2-5 minutes,300,Object traveling at an extreme speed and maneuvers not capable by any known aircarft,FALSE,night
2007-06-06T02:32:00Z,2007-06-06T02:32:00Z,2007-06-12,New York City,NY,US,light,2 seconds,2,"Large, bright, comet-like object seen disintegrating over Upper East Side of Manhattan near 85th Street and 3rd Avenue.",FALSE,night
2007-06-06T01:50:00Z,2007-06-06T01:50:00Z,2007-06-12,Mississauga,ON,CA,light,20 minutes,1200,strange bright lights moving and flashing behind the cloud,FALSE,nautical dusk
2007-06-06T02:35:00Z,2007-06-06T02:35:00Z,2007-06-12,Downers Grove,IL,US,light,3-4 minutes,240,"Large, glowing bluish/white object glides eastbound over northern Illinois and Chicago.",FALSE,nautical dusk
2007-06-06T02:25:00Z,2007-06-06T02:25:00Z,2009-03-19,Chicago,IL,US,light,1 minute,60,Bright green/white lights hovering over Chicago area.,FALSE,nautical dusk
2007-06-05T02:23:00Z,2007-06-05T02:23:00Z,2007-06-12,Long Eaton,ENG,GB,light,45 sec,45,"A light roughy 6 time the size of a normal satilite, traveling from west to east  from Derby to Nottingham.",FALSE,NA
2007-06-05T03:30:00Z,2007-06-05T03:30:00Z,2007-06-12,Midland,TX,US,light,1 hour,86400,"Multiple Lights In Sky  ((NUFORC Note:  Venus and Jupiter sighting, combined with a sighting of a satellite??  PD))",FALSE,night
2007-06-05T02:12:00Z,2007-06-05T02:12:00Z,2007-06-12,Suwanee,GA,US,light,1.30 minutes,78,High bright object transverses Atlanta skyline,FALSE,night
2007-06-04T02:00:00Z,2007-06-04T02:00:00Z,2007-06-12,Orange Beach,AL,US,light,5 minutes,300,star like object flys in night sky,FALSE,astronomical dusk
