city,alternate_city_names,state,country,country_code,latitude,longitude,timezone,population,elevation_m
Woodruff,NA,WI,USA,US,45.89634,-89.69904,America/Chicago,966,490
Elroy,NA,WI,USA,US,43.7408,-90.27235,America/Chicago,1372,298
Bar Nunn,"Bar Nan,Bar-Nann,ba na en,bar nwn,bar nwn  waywmyng,Бар Нан,Бар-Нанн,بار نون,بار نون، وایومینگ,巴纳恩",WY,USA,US,42.91358,-106.34336,America/Denver,2820,1611
Gurley,"Gerli,Gurley,Gurleysville,garle,ge li,ghyrly,grly  alabama,Герли,Ґерлі,غيرلي,گرلی، آلاباما,گێرلی، ئەلاباما,गर्ले,格利",AL,USA,US,34.70176,-86.37582,America/Chicago,788,195
Palermo,NA,CA,USA,US,39.43544,-121.53802,America/Los_Angeles,5382,59
Herndon,"Kherndon,hrndn  wyrjynya,hyrndwn,Херндон,هرندن، ویرجینیا,هيرندون",VA,USA,US,38.96955,-77.3861,America/New_York,24568,110
Warren,"Uorren,Voren,warn,warn  pnsylwanya,Ворен,Уоррен,وارن,وارن، پنسیلوانیا",PA,USA,US,41.84395,-79.14504,America/New_York,9334,366
Walker,"Melton Old Field,Milton Old Field,Walker",LA,USA,US,30.48797,-90.86149,America/Chicago,6318,14
Bandera,"Bandera,bandyra,bndra  tgzas,Бандера,بانديرا,بندرا، تگزاس",TX,USA,US,29.72661,-99.07365,America/Chicago,877,379
Piedmont,NA,SC,USA,US,34.70234,-82.46457,America/New_York,5103,240
Nanticoke,"Mantiock,Nanticoke,Nantikok,nantykwk,nantykwk  pnsylwanya,Нантикок,نانتيكوك,نانتیکوک، پنسیلوانیا",PA,USA,US,41.20536,-76.00492,America/New_York,10258,173
Karlovac,"Carelostadium,Carlostadium,Carlstadt,Carolostadium,Dubovacz,Karlovac,Karlovacas,Karlovec,Karlovecz,Karlstadt,Karolyvaros,Károlyváros,Suburbium,ka er luo wa ci,kaleullobacheu,karlwats,karlwfatsh,karlwwats,karurovuatsu,Карловац,كارلوفاتش,کارلواتس,کارلوواتس,کارلۆڤاتس,კარლოვაცი,カルロヴァツ,卡爾洛瓦茨,카를로바츠",Karlovac,Croatia,HR,45.49167,15.55,Europe/Zagreb,41869,NA
Twin falls,"TWF,Tuin Fols,Tuin-Fols,Tvin Fols,te wen fu er si,tsuinforuzu,tvinaphalsa,twyn falz  aydahw,twyn fwlz,Твин Фолс,Туин Фолс,Туин-Фолс,توين فولز,توین فالز، آیداهو,ٹوئن فالز، ایڈاہو,ट्विनफल्स,ტვინ-ფოლსი,ツインフォールズ,特溫福爾斯",ID,USA,US,42.56297,-114.46087,America/Boise,47468,1138
Brownsville,"BRO,Braunsvil,Braunsvila,Braunsvilis,Braunsvill,Brownsville,Fort Brown,Fort Taylor,beulaunjeubil,brawnzfyl,brawnzwl,brawnzwyl  tgzas,bu lang si wei er,buraunzubiru,Браунсвил,Браунсвилл,בראונסוויל,براؤنزول,براونزفيل,براونزویل، تگزاس,براونزویل، ٹیکساس,ブラウンズビル,布朗斯維爾,브라운즈빌",TX,USA,US,25.90175,-97.49748,America/Chicago,183887,10
Colts Neck,"Calls Neck,Coles Neck,Colt's Neck,Colts Neck,Colts Neck Township,Coltsneck,Kolts NehkTaunship,Municipio de Colts Neck,kwlts nk  nywjrsy,Колтс НэкТауншип,کولتس نک، نیوجرسی",NJ,USA,US,40.28761,-74.17237,America/New_York,10142,24
Campti,"Campti,Compti",LA,USA,US,31.8935,-93.11822,America/Chicago,1044,39
New Philadelphia,"N'ju Filadel'fija,New Philadelphia,Nju Filadelfija,PHD,Philadelphia,nyw fyladlfya,nyw fyladlfya  awhayw,Њу Филаделфија,Нью Филадельфия,نيو فيلادلفيا,نیو فیلادلفیا، اوهایو",OH,USA,US,40.48979,-81.44567,America/New_York,17484,276
Sewell,"Chewville,Sewell",NJ,USA,US,39.7665,-75.14434,America/New_York,37433,20
Ephrata,"Effridaa,Efrata,Ephrata,Ephratah,Ефрата",PA,USA,US,40.17982,-76.17884,America/New_York,13861,110
Arnold,"Arnol'd,Arnold,Arnolds Store,Арнольд",MD,USA,US,39.03206,-76.50274,America/New_York,23106,39
Mexico,"Meksiko,Mexico,New Mexico,mksykw,mkzykw  myzwry,mo xi ge,myksykw  mswry,Мексико,مكسيكو,مکزیکو، میزوری,میکسیکو، مسوری,墨西哥",MO,USA,US,39.16976,-91.88295,America/Chicago,11660,244
Lockport,"Lockport,Lokport,Runyontown,Yankee Settlement,lakaporta,lwkbwrt,Локпорт,لاک پورٹ، الینوائے,لاک‌پورت، ایلینوی,لوكبورت,लकपोर्ट",IL,USA,US,41.58948,-88.05784,America/Chicago,25175,181
Limerick,NA,PA,USA,US,40.23093,-75.52212,America/New_York,18074,89
Alva,"Alva,alfa,alwa  aklahma,Алва,آلوا، اکلاهما,ألفا",OK,USA,US,36.80499,-98.66718,America/Chicago,5180,411
Riverbank,"Burneyville,Riverbank,Rivurbank,li fu ban ke,ribharabyanka,ryfyrbank,rywr bank  kalyfrnya,Ривербанк,Ривърбанк,ريفيربانك,ریور بانک، کالیفرنیا,रिभरब्याङ्क,里弗班克",CA,USA,US,37.73604,-120.93549,America/Los_Angeles,24122,43
Cabool,"Kabul,kabwl,kabwl  mswry,Кабул,كابول,کابول، مسوری",MO,USA,US,37.12394,-92.10127,America/Chicago,2130,391
Bayport,"Bayport,Middle Road,Midroadville",NY,USA,US,40.73843,-73.05067,America/New_York,8896,5
Madawaska,"Madavaska,Madavoska,madawaska,Мадаваска,Мадавоска,ماداواسكا,میڈاواسکا، مائینی",ME,USA,US,47.35532,-68.32171,America/New_York,2967,175
Williamstown,"Squankum,Squankum Neck,Squankum Village,Vilijamstaun,Villiamstaun,Williams Town,Williamstown,Williamstown (New Jersey),Вилијамстаун,Виллиамстаун,ولیمزٹاؤن، نیو جرسی",NJ,USA,US,39.68623,-74.99517,America/New_York,15567,44
Carneys Point,"Carney's Point,Carneys Point",NJ,USA,US,39.71122,-75.4702,America/New_York,7382,3
Interlaken,NA,NY,USA,US,42.61702,-76.72495,America/New_York,623,276
Piedmont,"Pemont,Pidmont,bydmwnt,pa'idamonta,pi meng te,pideumonteu,pydmant  kalyfrnya,Пидмонт,Пємонт,بيدمونت,پیدمانت، کالیفرنیا,पाइडमोन्ट,皮蒙特,피드몬트",CA,USA,US,37.82437,-122.23163,America/Los_Angeles,11376,100
Hackettstown,"Hacket Town,Hacket's Town,Hacketstown,Hackettstown,Halketstown,Helm's Mills,Helms Mills,Khakehttstaun,Khaketstaun,Musconetcong,haktstawn,Хакетстаун,Хакэттстаун,هاکتستاون",NJ,USA,US,40.85399,-74.82906,America/New_York,9579,174
Gallipolis,"French City,Galipolis,Galliopolis,Gallipolis,ghalybwlys,Галиполис,غاليبوليس",OH,USA,US,38.8098,-82.20237,America/New_York,3469,175
Rand,"Levi,Plus,Rand",WV,USA,US,38.2826,-81.56234,America/New_York,1631,187
Fortuna,"Fortjuna,Fortuna,Fortune,Friendly City,Slide,Springville,fartwna  kyly fwrnya,fochuna,fu tu na,fwrtwna,fwrtwna  kalyfrnya,pharcyuna,Фортуна,Фортјуна,فارتونا، کیلی فورنیا,فورتونا,فورتونا، کالیفرنیا,फर्च्युना,フォーチュナ,福图纳",CA,USA,US,40.59819,-124.15728,America/Los_Angeles,12000,20
Cold Spring,"City of Cold Spring,Cold Spring",MN,USA,US,45.4558,-94.42888,America/Chicago,4094,335
Apache junction,"Apachi DZankshon,Apachi Dzhunkshun,Apachi-Dzhankshen,Apachi-Dzhankshn,a pa qi zhang ke shen,abatshy jnkshn,apace jankasana,apachy jankshn  aryzwna,Апачи Џанкшон,Апачи Джънкшън,Апачи-Джанкшен,Апачі-Джанкшн,آپاچی جانکشن، آریزونا,أباتشي جنكشن,अपाचे जंकसन,阿帕奇章克申",AZ,USA,US,33.41505,-111.54958,America/Phoenix,38074,525
Atlantic City,"ACY,AIY,Absecon Beach,Absecum Beach,Abseon Beach,Atlantic City,Atlantik Siti,Atlantik Sitis,Atlantik-Siti,Atlantiksitija,Atlantikurbo,Kota Atlantic,Thanh pho Atlantic,Thành phố Atlantic,aeteullaentigsiti,atlantyk syty,atlantyk syty  nywjrsy,atorantikkushiti,da xi yang cheng,Ατλάντικ Σίτι,Атлантик Сити,Атлантик-Сити,Атлантик-Сіті,אטלאנטיק סיטי,אטלנטיק סיטי,آتلانتیک سیتی، نیوجرسی,اتلانتيك سيتي,اٹلانٹک سٹی، نیو جرسی,アトランティックシティ,大西洋城,애틀랜틱시티",NJ,USA,US,39.36415,-74.42306,America/New_York,39260,2
Las vegas,"Campi,LAS,Las Vegas,Las Vegas Mission,Las Vegas Ranch,Las Vegasas,Las Venkas,Las-Vegas,Las-Veqas,Lasvegasa,Lasvegaso,Los Vegas,Lungsod ng Las Vegas,McWilliamstown,Naʼazhǫǫsh Hátsoh,Old Town,Piigisi,Ragtown,Vegas,Westside,la si wei jia si,las fyghas,las vegas,las vekas,las veygas,las weka s,las wgas,las wygas  nywaڈa,las-vegasi,lasa bhegasa,lasa vegasa,lasa vhegasa,laseubegaseu,laseubeigeoseu,lʼs wgʼs,rasubegasu,Λας Βέγκας,Лас Вегас,Лас-Вегас,Լաս Վեգաս,לאס וגאס,לאס וועגאס,لاس فيغاس,لاس وگاس,لاس ویگاس، نیواڈا,لاس‌وقاس,लास वेगास,लास व्हेगस,লাস ভেগাস,ਲਾਸ ਵੇਗਸ,લાસ વેગાસ,லாஸ் வேகஸ்,లాస్ వెగాస్,ലാസ് വെയ്ഗസ്,ลาสเวกัส,လပ်ဗီးဂပ်စ်မြို့,ლას-ვეგასი,ላስ ቬጋስ,ラスベガス,拉斯維加斯,拉斯维加斯,라스베가스,라스베이거스",NV,USA,US,36.17497,-115.13722,America/Los_Angeles,623747,610
Aurora,"AUZ,Aurora,Avrora,Аврора",IL,USA,US,41.76058,-88.32007,America/Chicago,200661,207
Williamstown,Williamstown (Kentucky),KY,USA,US,38.63812,-84.5605,America/New_York,3943,296
Graettinger,NA,IA,USA,US,43.23774,-94.75137,America/Chicago,811,382
North Prairie,NA,WI,USA,US,42.93446,-88.40537,America/Chicago,2158,289
League City,"League City,Lig Siti,lyg syty  tgzas,lygh syty,Лиг Сити,ليغ سيتي,لیگ سٹی، ٹیکساس,لیگ سیتی، تگزاس",TX,USA,US,29.50745,-95.09493,America/Chicago,98312,6
North Providence,"Nort Providens,Nort-Providens,North Providence,North-Providence,nosupurobidensu,nwrth brwfydans,nxrth phr x wi den s,Норт Провиденс,Норт-Провіденс,نارتھ پروویڈنس، روڈ آئلینڈ,نورث بروفيدانس,นอร์ทพรอวิเดนซ์,ノースプロビデンス",RI,USA,US,41.8501,-71.46617,America/New_York,33835,56
Vejen,"Comuna Vejen,Kommun Vejen,Municipi de Vejen,Munisipalitas Vejen,Vayen,Vejen,Vejen Chu-ti-chhi,Vejen Chū-tī-chhī,Vejen Kommune,Vejen Komuun,Vejen Municipality,Vejen kommune,Vejenin kunta,wa yi en zi zhi shi,Վայեն,ვეიენის მუნიციპალიტეტი,瓦伊恩自治市",South Denmark,Denmark,DK,55.48117,9.13795,Europe/Copenhagen,8525,NA
Metropolis,"Metropolis,Metropolis City,mei te luo bo li si,metoroporisu,metropolisa,mtrwbwlys,mtrwpwlys  aylynwy,Метрополис,متروبوليس,متروپولیس، ایلینوی,میٹروپولس، الینوائے,मेट्रोपोलिस,メトロポリス,梅特罗波利斯",IL,USA,US,37.15117,-88.732,America/Chicago,6334,110
Weddington,"Providence,Weddington",NC,USA,US,35.02237,-80.7609,America/New_York,10531,222
Nolanville,NA,TX,USA,US,31.07879,-97.60557,America/Chicago,4774,216
Sleepy Eye,"City of Sleepy Eye,Loreno,Sleepeye,Sleepy Eye,Sleepyeye,Slipi Aj,Slipi-Aj,Village of Sleepy Eye Lake,slyby ay,Слипи Ай,Слипи Ај,Слипи-Ай,Сліпі-Ай,اسلیپی آی، مینه‌سوتا,سليبي أي",MN,USA,US,44.29718,-94.72415,America/Chicago,3443,312
Apollo beach,NA,FL,USA,US,27.77308,-82.40759,America/New_York,14055,1
Salyersville,"Adamsville,Salyersville,Sehliersvill,sa li er si wei er,salyrsfyl,slyrswyl  kntaky,Сэлиерсвилл,ساليرسفيل,سلیرسویل، کنتاکی,萨利尔斯维尔",KY,USA,US,37.75259,-83.06878,America/New_York,1816,260
Nobleboro,"Nobleboro,Nobleborough",ME,USA,US,44.07952,-69.48505,America/New_York,1691,57
Oak Creek,"Ouk Krik,awk gryk  wyskansyn,awk kryk,awk kryk  wskwnsn,xiang shu xi,Оук Крик,أوك كريك,اوک کریک، وسکونسن,اوک گریک، ویسکانسین,ოუკ-კრიკი,橡樹溪",WI,USA,US,42.88585,-87.86314,America/Chicago,35243,214
Schertz,"Sherc,shrtz  tgzas,shyrtz,Шерц,شرتز، تگزاس,شيرتز",TX,USA,US,29.55217,-98.26973,America/Chicago,43091,217
Ivins,"Ajvins,ai wen si,ayfynz,aywns  ywta,Айвинс,Ајвинс,إيفينز,ایونس، یوتا,艾文斯",UT,USA,US,37.16859,-113.67941,America/Denver,7876,939
Safety Harbor,"Sejfti Kharbor,an quan gang,sephti harbara,syfty harbr  flwryda,syfty harbwr,Сејфти Харбор,سفتے ہاربر، فلوریڈا,سيفتي هاربور,سیفتی هاربر، فلوریدا,सेफ्टी हार्बर,安全港",FL,USA,US,27.99085,-82.69316,America/New_York,17454,6
Valdez,"Copper City,Old Valdez,Suacit,VDZ,Valdes,Valdez,Valdiz,barudizu,bhaldeja,faldyz,wa er di ci,waldyz  alaska,waldz  alaska,Валдиз,Валдіз,فالديز,والدز، آلاسکا,والدیز، الاسکا,भाल्देज,バルディーズ,瓦尔迪兹",AK,USA,US,61.13083,-146.34833,America/Anchorage,3870,30
Whitsett,NA,NC,USA,US,36.07125,-79.56447,America/New_York,623,207
Chatsworth,"Chatsvort,chtswrth  jwrjya,cyatsvartha,tshatswwrth,Чатсворт,تشاتسوورث,چتسورث، جورجیا,چیٹسورتھ، جارجیا,च्याट्स्वर्थ",GA,USA,US,34.76591,-84.76994,America/New_York,4351,227
Marcus Hook,"Chichester,Maartes Hook,Marcus Hook,Marretie's Hook,Marreties Hoeck",PA,USA,US,39.81928,-75.41853,America/New_York,2397,9
Folly Beach,NA,SC,USA,US,32.65518,-79.94037,America/New_York,2774,5
Dunajska Luzna,"Dunajska Luzna,Dunajskaja Luzhnja,Dunajská Lužná,Дунайская Лужня",Bratislavsky Kraj,Slovakia,SK,48.08347,17.26072,Europe/Bratislava,4482,NA
Odum,NA,GA,USA,US,31.66604,-82.0279,America/New_York,505,47
Tukwila,"Takvila,Tukuila,ta ke wei la,takkuuira,takwyla  washyngtn,twkwyla,Таквила,Тъкуила,تاکویلا، واشینگتن,توكويلا,タックウィラ,塔克維拉",WA,USA,US,47.47399,-122.26096,America/Los_Angeles,20018,44
Eufaula,"Ehufaula,Eufaula,Jufola,North Fork Town,aywfla  aklahma,ywfawla,Јуфола,Эуфаула,ایوفلا، اکلاهما,يوفاولا",OK,USA,US,35.28722,-95.5825,America/Chicago,2936,188
Aurora,"Aurora,Avrora,City of Aurora,Orora,arwra  ayndyana,Аврора,Орора,آرورا، ایندیانا",IN,USA,US,39.057,-84.90134,America/New_York,3701,148
Alpine,"Alpajn,Alpin,alpayn  nywjrsy,Алпајн,Алпин,الپاین، نیوجرسی",NJ,USA,US,40.95593,-73.93125,America/New_York,1917,122
Dayton,"Chinatown,Dayton,Dejton,Gold Creek Station,Halls Station,Johntown,McMartins Station,Mineral Rapids,Nevada City,Ponderers Rest,Дейтон",NV,USA,US,39.23714,-119.59295,America/Los_Angeles,8964,1340
Burbank,"Berbank,barbyanka,brbank,bwrbank  aylynwy,Бербанк,بربانك,بربینک، الینوائے,بوربانک، ایلینوی,बर्ब्याङ्क",IL,USA,US,41.73392,-87.7795,America/Chicago,29128,189
Clearlake,"Klijrlejk,Klirlejk,ke li er lei ke,kliyaraleka,klyrlaky,klyrlyk  kalyfrnya,kuriareiku,Клийрлейк,Клирлејк,كليرلاكي,کلیرلیک، کالیفرنیا,क्लियरलेक,クリアレイク,克里尔雷克",CA,USA,US,38.95823,-122.62637,America/Los_Angeles,15182,432
Durango,"DRO,Durango,Kin Lani,Kin Łání,deyurango,du lan ge,durango,dwranghw,dwrangw  klradw,Дуранго,دورانغو,دورانگو، کلرادو,ڈورینگو، کولوراڈو,डुरांगो,デュランゴ,杜兰戈",CO,USA,US,37.27528,-107.88007,America/Denver,18006,1991
West Babylon,NA,NY,USA,US,40.71816,-73.35429,America/New_York,43213,12
Maryville,NA,IL,USA,US,38.72366,-89.95593,America/Chicago,7902,176
Mount Prospect,"Maunt Prospekt,ma'unta prospekta,mwnt brwsbkt,Маунт Проспект,ماؤنٹ پراسپیکٹ، الینوائے,مونت بروسبكت,माउन्ट प्रोस्पेक्ट",IL,USA,US,42.06642,-87.93729,America/Chicago,54747,204
Colville,"Colville,Kalvil,Kolvil,Pinkney City,ke er wei er,kwlfyl,kwlwyl  washyngtn,Калвил,Колвил,كولفيل,کولویل، واشینگتن,科尔维尔",WA,USA,US,48.54657,-117.90554,America/Los_Angeles,4719,492
Bernalillo,"Balalijo *,Bernalille,Bernalillo,Bernalilo,Khin Nodozi *,Kin Noodooz,Kin Noodǫ́ǫ́z,Las Cocinitas,Real de Bernalillo,berunario,brnalylw  nywmkzykw,Берналило,برنالیلو، نیومکزیکو,ベルナリオ",NM,USA,US,35.30004,-106.55114,America/Denver,8843,1540
Harlan,"Kharlan,ha lun,harlan,harln  kntaky,Харлан,هارلان,هارلن، کنتاکی,哈伦",KY,USA,US,36.84314,-83.32185,America/New_York,1639,363
Glendale,NA,NY,USA,US,40.70149,-73.8868,America/New_York,34389,27
Rich Hill,NA,MO,USA,US,38.09642,-94.36106,America/Chicago,1336,244
Alexandria,"Aleksandrija,alaskndryt,alksandrya  ayndyana,Александрия,Александрија,الإسكندرية,الکساندریا، ایندیانا,الیگزینڈریا، انڈیانا",IN,USA,US,40.26282,-85.67581,America/Indiana/Indianapolis,5047,265
Foz do Iguaçu,"Fos do Iguasu,Fos-du-Iguasu,Foz de Iguassu,Foz de Iguazu,Foz do Iguacu,Foz do Iguassu,Foz do Iguassú,Foz do Iguasu,Foz do Iguaçu,IGU,Iguassu,Iguassú,fwz dw ayghwasw,fwz dw lwachw,phoja do iguraaku,poseudu-iguasu,yi gua su,Фоз до Игуасу,Фос до Игуасу,Фос-ду-Іґуасу,Фос-ду-Игуасу,פאס דו איגוואסו,פוז דו איגואסו,فوز دو إيغواسو,فوز دو لوآچو,ফোজ ডো ইগুৱাকু,フォス・ド・イグアス,伊瓜苏,포스두이구아수",Parana,Brazil,BR,-25.54778,-54.58806,America/Sao_Paulo,258248,NA
Moravia,NA,IA,USA,US,40.89084,-92.8152,America/Chicago,643,303
Manhattan,"MHK,Mankhehtten,Menkhetn,maenhaeteun,man ha dun,manhatn,manhattan,mnhtn  kanzas,Манхэттен,Менхетн,مانهاتن,منهتن، کانزاس,مینہٹن، کنساس,マンハッタン,曼哈頓,맨해튼",KS,USA,US,39.18361,-96.57167,America/Chicago,56308,311
Kingsley,NA,MI,USA,US,44.58473,-85.5359,America/Detroit,1559,295
Edisto,NA,SC,USA,US,33.47654,-80.8987,America/New_York,2559,67
American Falls,"Amerikan Fols,amelikanpolseu,amerikana phalsa,amrykn falz  aydahw,amyrykan fwls,Американ Фолс,أميريكان فولس,امریکن فالز، آیداهو,अमेरिकन फल्स,ამერიკან-ფოლსი,아메리칸폴스",ID,USA,US,42.78602,-112.85444,America/Boise,4321,1343
Maardu,"Maardu,Mardu,Mārdu,ma er du,maardu,maleudu,mardw,marudou,Маарду,Марду,Մաառդու,ماردو,მაარდუ,マールドゥ,馬爾杜,마르두",Harjumaa,Estonia,EE,59.46529,24.98215,Europe/Tallinn,16630,NA
Thunder Bay,"Tander Bej,Tander Bejus,Tander Bėjus,Tander-Bej,Thunder Bay,Tundurbej,YQT,sandabei,sang de bei,seondeobei,thandr bay,thandr by,Тандер Беј,Тандер-Бей,Тъндърбей,תאנדר ביי,تھنڈر بے,تھنڈربے، انٹاریو,ثاندر باي,ثاندر بی,തണ്ടർ ബേ,サンダーベイ,桑德贝,선더베이",ON,Canada,CA,48.38202,-89.25018,America/Toronto,107909,NA
Beacon,"Beacon,Biakun,Bikon,Fishkill,Mattewan,bikon,bykwn,bykwn  nywywrk,Биакун,Бикон,بيكون,بیکون، نیویورک,ビーコン",NY,USA,US,41.50482,-73.96958,America/New_York,14347,42
Liberty,"Libehrti,Liberti,Liberty,White Hall Fields,lybrty,lybrty  myzwry,Либерти,Либэрти,لبرٹی، مسوری,ليبرتي,لیبرتی، میزوری",MO,USA,US,39.24611,-94.41912,America/Chicago,30450,268
Germantown,"German Town,Germantown,Twin City",OH,USA,US,39.62617,-84.36939,America/New_York,5503,220
London,"Landon,Limerick,London,New London,lndn,lndn  awhayw,Ландон,لندن,لندن، اوهایو",OH,USA,US,39.88645,-83.44825,America/New_York,10060,321
Sunrise,"Sanrajz,sanrayz  flwryda,sen lai si,seonlaijeu,snrayz  flwryda,Санрайз,Санрајз,سانرایز، فلوریدا,صنرايز، فلوريدا,森赖斯,선라이즈",FL,USA,US,26.13397,-80.1131,America/New_York,84439,1
Dunbar,NA,WV,USA,US,38.36065,-81.73735,America/New_York,7659,181
Schaumburg,"JMH,Schaumberg,Schaumburg,Schaumburg Center,Shaumburg,Shomberg,shambwrgh,shanbagu,shao mu bao,syambeogeu,Шаумбург,Шомберг,شامبرگ، الینوائے,شامبورغ,シャンバーグ,绍姆堡,샴버그",IL,USA,US,42.03336,-88.08341,America/Chicago,74693,242
Ruidoso,"Dowlins Mill,RUI,Ruidosa at Forks,Ruidoso,Ruidozo,ruidoso,rwydwsw,rwydwsw  nywmkzykw,Руидозо,Руідозо,رويدوسو,رویئڈوسو، نیو میکسیکو,رویدوسو، نیومکزیکو,ルイドソ",NM,USA,US,33.33175,-105.67304,America/Denver,7739,2051
New Brighton,"City of New Brighton,N'ju Brajton,N'ju-Brajton,New Brighton,Nju Brajton,nyw braytwn,Њу Брајтон,Нью Брайтон,Нью-Брайтон,نيو برايتون,نیو برایتن، مینه‌سوتا",MN,USA,US,45.06552,-93.20189,America/Chicago,22351,268
Verona,"Buttertown,Vernon,Verona",NJ,USA,US,40.82982,-74.24015,America/New_York,13545,125
Blythe,"BLH,Blajd,Blajt,blayt  kalyfrnya,blayth,blitha,bu lai si,buraisu,Блайт,Блајд,بلايث,بلایت، کالیفرنیا,ब्लीथ,ブライス,布莱斯",CA,USA,US,33.6103,-114.59635,America/Los_Angeles,19208,83
Portsmouth,"Portsmouth,Portsmut,bwrtsmwth,pocheumeoseu,potsumasu,pu ci mao si,pwrtsmwt,pwrtsmwth  wyrjynya,Портсмут,פורטסמות,بورتسموث,پورتسموث، ویرجینیا,پورٹسماؤت، ورجینیا,ポーツマス,朴次茅斯,포츠머스",VA,USA,US,36.83543,-76.29827,America/New_York,96201,3
Madbury,NA,NH,USA,US,43.16925,-70.92395,America/New_York,1607,36
Walworth,"Douglass Corners,Walworth",WI,USA,US,42.53113,-88.59955,America/Chicago,2838,304
Eatonville,"Itonvil,Itonvill,Itunvil,aytwnfyl,Итонвил,Итонвилл,Итънвил,إيتونفيل",WA,USA,US,46.86733,-122.2665,America/Los_Angeles,2900,244
Rumford,"Rumford,Rumford Falls",ME,USA,US,44.55367,-70.5509,America/New_York,4218,147
Marysville,"Marysville,Mehrisvill,Merisvil,Shaded City,Shady City,maryswyl  awhayw,mearizubiru,melijeubil,myryzfyl,Мерисвил,Мэрисвилл,ماریسویل، اوهایو,ميريزفيل,میریزویل، اوہائیو,メアリーズビル,메리즈빌",OH,USA,US,40.23645,-83.36714,America/New_York,22817,302
Newberry,"Njuberi,n'yuberi,niu bei li,nywbry  flwryda,nywbyry,Њубери,نيوبيري,نیوبری، فلوریدا,न्युबेरी,纽贝里",FL,USA,US,29.64635,-82.6065,America/New_York,5564,23
Frackville,"Frackville,Frackville City",PA,USA,US,40.78398,-76.23022,America/New_York,3729,452
Perry,"Pehrri,Peri,Perri,byry,pry  aklahma,Пери,Перри,Пэрри,بيري,پری، اکلاهما,پیری، اوکلاہوما",OK,USA,US,36.28949,-97.2881,America/Chicago,5097,308
Brandon,"Brandon,Brehndon,braindana,brandwn,brndn  dakwtay jnwby,bu lan deng,Брандон,Брэндон,براندون,برندن، داکوتای جنوبی,برینڈن، جنوبی ڈکوٹا,ब्रैण्डन,布兰登",SD,USA,US,43.5947,-96.57199,America/Chicago,9856,413
Rock Creek,"City of Rock Creek,Rock Creek",MN,USA,US,45.75746,-92.96243,America/Chicago,1600,286
Wisconsin Rapids,"Ah-dah-wa-gam,Grand Rapids,Grand Rapids Mills,ISW,Viskonsin Rapids,Wisconsin Rapids,wyskansyn rpydz  wyskansyn,wyskwnsn rabydz,Висконсин Рапидс,وسکونسن ریپڈس، وسکونسن,ويسكونسن رابيدز,ویسکانسین رپیدز، ویسکانسین",WI,USA,US,44.38358,-89.81735,America/Chicago,17897,313
Bridgton,"Bridgton,Bridgton Village,Bridzton,Pendleton Cove,brdgatn,burijjiton,Бриџтон,بردگاتن,بریجٹن، میئن,ブリッジトン",ME,USA,US,44.05479,-70.71284,America/New_York,2071,137
Rehoboth,"Palmers River,Rehkhobos,Rehoboth,Rehoboth Village,Saconet,Seakonk,ryhwbw  masachwst,Рэхобос,ریهوبو، ماساچوست",MA,USA,US,41.84038,-71.24949,America/New_York,11486,13
Clarkesville,"Clarkesville,Clarksville,Klarksvil,klarksbhila,klarksfyl,klarkswyl  jarjya,klarkzwyl  jwrjya,Кларксвил,كلاركسفيل,کلارکزویل، جورجیا,کلارکسویل، جارجیا,क्लार्क्स्भिल",GA,USA,US,34.6126,-83.52489,America/New_York,1746,413
Eagle Mountain,NA,UT,USA,US,40.31412,-112.00688,America/Denver,27332,1488
Black River Falls,"Blek River Fols,blak ryfr fwlz,blk rywr falz  wyskansyn,Блек Ривер Фолс,بلاك ريفر فولز,بلک ریور فالز، ویسکانسین",WI,USA,US,44.29468,-90.85153,America/Chicago,3564,242
Jamaica,"Jaimaica,Jamaica,Jamaicah,Jamaick,Jamaico,Jamaika,Jamanica,Jameco,Jemaica,Jemaicae,Jemaico,Jemecah,Rustdorp,gmyyqh,jamaika de qu,jameika,גמייקה,ジャマイカ地区,자메이카",NY,USA,US,40.69149,-73.80569,America/New_York,216866,13
Macomb,"MQB,Macomb,Makom,Washington,ma ke mu,makwm,makwm  aylynwy,meokom,myakamba,Маком,ماكوم,ماکوم، ایلینوی,ماکومب، الینوائے,म्याकम्ब,马克姆,머콤",IL,USA,US,40.45921,-90.6718,America/Chicago,18547,215
Derry,"Dehrri,Deri,Derri,Derry,Derry Depot,West Derry,deli,deri,dry  nywhmpshayr,dyry,Дери,Дерри,Дэрри,دری، نیوهمپشایر,ديري,ڈیری، نیو ہیمپشائر,デリー,데리",NH,USA,US,42.88064,-71.32729,America/New_York,22015,84
Alnwick,"Alnik,Alnwic,Alnwick,alnwyk,anikku,aynk,Алник,آلنویک,ألنويك,اینک,アニック",ENG,United Kingdom,GB,55.41318,-1.70563,Europe/London,8116,NA
Harlem,"Garlem,Harlem,Harlema,Harlemas,Harlemo,Hārlema,Kharlem,New Harlem,Nieu Haarlem,Nieuw Haarlem,Northern Manhattan,ha lai mu qu,hallem,haremu,harlemi,harlm,Гарлем,Харлем,Հառլեմ,הארלם,هارلم,ہارلم,ჰარლემი,ハーレム,哈莱姆区,할렘",NY,USA,US,40.80788,-73.94542,America/New_York,116345,8
Plainville,"Plainville,Plehjnvill,Plejnvill',Плейнвилль,Плэйнвилл,پلینویل، کنیکٹیکٹ",CT,USA,US,41.67454,-72.85816,America/New_York,17328,58
