year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2016,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121999,77794,44205,36.233903556586526,68571,71577,62435,87.22774075471172
2016,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",123505,91380,32125,26.011092668313022,46393,49152,41270,83.96402994791666
2016,Dancers and choreographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",6556,1468,5088,77.60829774252593,31342,51586,24844,NA
2016,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",66779,51875,14904,22.318393506940804,41300,41521,40399,97.29775294429325
2016,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",18325,11738,6587,35.94542974079127,39303,41549,31670,NA
2016,Announcers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",26152,19879,6273,23.986693178342,45767,45883,45062,NA
2016,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",57202,31972,25230,44.10684941085976,55372,58457,50435,86.27709256376482
2016,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",103540,35880,67660,65.34672590303265,65386,77116,61547,79.81093417708387
2016,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",125387,64120,61267,48.86232225031303,55140,57665,52078,90.31128067285181
2016,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",47360,19792,27568,58.20945945945945,71388,73800,70139,95.03929539295393
2016,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",132235,57364,74871,56.619654403145915,55464,58065,52347,90.15241539653836
2016,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",54009,20909,33100,61.28608194930475,42255,47608,41197,86.53377583599395
2016,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",70806,66356,4450,6.2847781261475015,52335,54586,46794,NA
2016,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",90481,54402,36079,39.87466982018324,36504,41275,31254,75.72138098122349
2016,"Television, video, and motion picture camera operators and editors","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",37742,30920,6822,18.075353717344072,51138,51388,50355,NA
2016,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,40960,31857,9103,22.22412109375,80466,86586,57522,66.43337260065138
2016,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,93294,65998,27296,29.25804446159453,150132,158810,115473,72.71141615767269
2016,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,70729,8095,62634,88.55490675677586,49841,47439,49886,105.1582031661713
2016,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,27134,18087,9047,33.3419326306479,117397,125489,101000,80.48514212401086
2016,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,214665,97539,117126,54.56222486199427,120878,122351,118461,96.82062263487833
2016,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,743383,489748,253635,34.11902074704425,201542,231420,166388,71.89871229798635
2016,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,76018,27869,48149,63.338946039096,101940,111673,100434,89.93579468627152
2016,Podiatrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,6093,5140,953,15.640899392745775,126617,140350,101644,NA
2016,Audiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,11195,2186,9009,80.47342563644484,72760,74127,72123,NA
2016,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,72099,9813,62286,86.38954770523864,70679,80834,70044,86.65165648118366
2016,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,162536,60163,102373,62.984815671605055,77605,85149,74555,87.55828019119426
2016,Radiation therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,10165,3289,6876,67.64387604525332,88073,95008,79488,NA
2016,Recreational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,10160,3072,7088,69.76377952755905,40040,41037,38967,NA
2016,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,92125,37338,54787,59.47028493894165,56532,61280,52583,85.8077676240209
2016,Speech-language pathologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,87443,4661,82782,94.66967052822982,63532,75360,62734,NA
2016,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,107797,25250,82547,76.57634256983033,50208,52202,48955,93.77993180337918
2016,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,65797,26912,38885,59.098439138562554,90063,103622,82228,79.35380517650692
2016,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2317493,281048,2036445,87.87275732871686,65331,70952,64413,90.78391024918254
2016,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,26253,10941,15312,58.3247628842418,160522,176957,151667,85.7083924343202
2016,Nurse midwives,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,4001,0,4001,100,101552,NA,101552,NA
2016,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,116166,14128,102038,87.83809376237454,100639,111130,100030,90.01169801133807
2016,"Health diagnosing and treating practitioners, all other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,13264,5463,7801,58.813329312424614,55718,65898,51087,NA
2016,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,245278,68887,176391,71.91472533207218,48170,51112,46984,91.92361871967444
2016,Dental hygienists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,71498,4845,66653,93.22358667375312,56632,70807,55946,NA
2016,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,263276,88369,174907,66.43484404199395,58828,64560,55958,86.67596034696406
2016,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,167315,114281,53034,31.697098287660996,42373,46301,39941,86.26379559836721
2016,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,440607,98824,341783,77.5709419051445,32466,36093,32093,88.9175186324218
2016,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,602316,77484,524832,87.1356563664256,38946,40939,38523,94.09853684750482
2016,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,148302,14938,133364,89.92731048805815,38273,37208,38404,103.21436250268758
2016,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,48366,14044,34322,70.96307323326305,37389,50622,35058,69.25447433922011
2016,Miscellaneous health technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97277,36999,60278,61.965315542214505,41207,51118,36438,71.2821315387926
2016,Other healthcare practitioners and technical ,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,105941,59387,46554,43.9433269461304,57179,61968,52594,84.8728375935967
2016,"Nursing, psychiatric, and home health aides",Service,Healthcare Support,1256050,174528,1081522,86.10501174316309,26056,29503,25706,87.13012236043792
2016,Occupational therapy assistants and aides,Service,Healthcare Support,13820,2179,11641,84.232995658466,51182,60709,49665,NA
2016,Physical therapist assistants and aides,Service,Healthcare Support,59281,19380,39901,67.30824378806025,45826,48915,42677,87.24726566492896
2016,Massage therapists,Service,Healthcare Support,67798,16699,51099,75.36947992566152,30766,30833,30739,99.69513183926313
2016,Dental assistants,Service,Healthcare Support,167955,13096,154859,92.20267333511953,31226,32231,31161,96.68021470013342
2016,Medical assistants,Service,Healthcare Support,382920,35341,347579,90.77065705630419,30549,32083,30418,94.8103356917994
2016,Medical transcriptionists,Service,Healthcare Support,20559,1615,18944,92.14455956028989,33597,40995,33161,NA
2016,Pharmacy aides,Service,Healthcare Support,21617,5064,16553,76.57399269093769,30505,36481,29651,NA
2016,Veterinary assistants and laboratory animal caretakers,Service,Healthcare Support,28193,6400,21793,77.29932962082786,26441,35501,25095,70.6881496295879
2016,Phlebotomists,Service,Healthcare Support,82446,12560,69886,84.7657860902894,31121,30925,31160,100.75990299110751
2016,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,104670,33760,70910,67.74625011942294,30124,31812,28592,89.87803344649818
2016,First-line supervisors of correctional officers,Service,Protective Service,55565,39893,15672,28.204805183118868,51570,53611,48621,90.69220868851542
2016,First-line supervisors of police and detectives,Service,Protective Service,100335,84933,15402,15.350575571834355,79259,81092,70191,86.55724362452523
2016,First-line supervisors of fire fighting and prevention workers,Service,Protective Service,44941,43233,1708,3.800538483789858,90571,90912,85270,NA
2016,"First-line supervisors of protective service workers, all other",Service,Protective Service,66575,49742,16833,25.284265865565153,49305,46609,54717,117.39578193052844
2016,Firefighters,Service,Protective Service,265198,253361,11837,4.46345749213795,67598,68680,51926,75.60570762958648
2016,Fire inspectors,Service,Protective Service,19259,17157,2102,10.914377693545875,60006,60447,51104,NA
2016,"Bailiffs, correctional officers, and jailers",Service,Protective Service,375720,277833,97887,26.053177898435003,44807,47005,39834,84.74417615147325
2016,Detectives and criminal investigators,Service,Protective Service,112869,85853,27016,23.93571308330897,76604,81253,61821,76.08457533875672
2016,Fish and game wardens,Service,Protective Service,4716,3820,896,18.999151823579304,52265,55234,47351,NA
2016,Parking enforcement workers,Service,Protective Service,4730,2329,2401,50.761099365750525,39298,41625,38221,NA
2016,Police and sheriff's patrol officers,Service,Protective Service,669550,582716,86834,12.96900903591965,62852,64792,57402,88.59427089764168
2016,Transit and railroad police,Service,Protective Service,747,747,0,0,75603,75603,NA,NA
2016,Animal control workers,Service,Protective Service,9987,5824,4163,41.684189446280165,33303,34833,32219,NA
2016,Private detectives and investigators,Service,Protective Service,70181,38879,31302,44.60181530613699,56272,61192,49673,81.17564387501635
2016,Security guards and gaming surveillance officers,Service,Protective Service,647922,505565,142357,21.9713175351354,30422,30724,28889,94.02747038146074
2016,Crossing guards,Service,Protective Service,10864,6311,4553,41.90905743740795,32538,31130,36219,NA
2016,Transportation security screeners,Service,Protective Service,33438,22782,10656,31.867934685088823,41793,43027,40534,94.20596369721338
2016,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,24348,15453,8895,36.53277476589453,30979,36282,21087,58.119728791136104
2016,Chefs and head cooks,Service,Food Preparation and Serving Related,346683,276631,70052,20.206355662089,31461,32240,27651,85.76612903225806
2016,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,409285,190025,219260,53.57147220152216,25713,29657,22979,77.48255049398118
2016,Cooks,Service,Food Preparation and Serving Related,1201892,775087,426805,35.51109417485098,21756,22575,20320,90.0110741971207
2016,Food preparation workers,Service,Food Preparation and Serving Related,347692,155856,191836,55.17411962311471,20506,21359,19894,93.14106465658504
2016,Bartenders,Service,Food Preparation and Serving Related,226847,115120,111727,49.252139106975186,29375,31277,26017,83.18253029382613
2016,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,141425,52096,89329,63.163514230157325,20518,20728,20369,98.26804322655346
2016,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,32438,12016,20422,62.95702571058634,19179,21885,17398,79.49737262965502
2016,Waiters and waitresses,Service,Food Preparation and Serving Related,734635,263439,471196,64.14015123156396,22252,25855,21182,81.92612647456971
2016,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,76030,28696,47334,62.25700381428384,24489,27481,23021,83.77060514537317
2016,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,91150,56105,35045,38.44761382336807,21276,22449,18832,83.88792373825115
2016,Dishwashers,Service,Food Preparation and Serving Related,110513,91810,18703,16.923800819813053,19808,19848,19550,98.49858927851672
2016,"Hosts and hostesses, restaurant, lounge, and coffee shop",Service,Food Preparation and Serving Related,46117,7311,38806,84.14684389704448,19751,22335,19022,NA
2016,"Food preparation and serving related workers, all other",Service,Food Preparation and Serving Related,4658,2844,1814,38.943752683555175,20199,20559,19202,NA
2016,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,173482,117566,55916,32.23158598586597,36399,41024,28875,70.385627925117
2016,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Service,Building and Grounds Cleaning and Maintenance,128673,121311,7362,5.7214800307756875,40635,40774,36184,88.74282631088438
2016,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1553626,1136790,416836,26.829880550402734,27742,30654,22962,74.90702681542376
2016,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,790133,128212,661921,83.77336473732903,21476,25788,21000,81.43322475570032
2016,Pest control workers,Service,Building and Grounds Cleaning and Maintenance,68409,65344,3065,4.480404625122426,37802,37805,37420,NA
2016,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,802064,762329,39735,4.954093438927567,25708,25838,22944,88.79944268132208
2016,First-line supervisors of gaming workers,Service,Personal Care and Service,18772,11389,7383,39.32985297251225,45671,50429,41069,81.43925122449384
2016,First-line supervisors of personal service workers,Service,Personal Care and Service,74093,25605,48488,65.44207954867531,32240,41425,30569,73.79360289680145
2016,Animal trainers,Service,Personal Care and Service,29055,14018,15037,51.753570813973504,29978,34134,26578,77.86371359934377
2016,Nonfarm animal caretakers,Service,Personal Care and Service,120981,34640,86341,71.36740479910068,25210,30133,23724,78.73095941326784
2016,Gaming services workers,Service,Personal Care and Service,61881,34548,27333,44.170262277597324,39726,41137,36013,87.54406009188807
2016,Motion picture projectionists,Service,Personal Care and Service,1303,1065,238,18.2655410590944,48374,49900,21932,NA
2016,"Ushers, lobby attendants, and ticket takers",Service,Personal Care and Service,6511,3855,2656,40.79250499155276,28929,30020,27430,NA
2016,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,57391,31464,25927,45.176072903416916,25263,27418,21946,80.04230797286455
2016,Embalmers and funeral attendants,Service,Personal Care and Service,6580,5293,1287,19.559270516717326,29048,28629,29681,NA
2016,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,30549,22471,8078,26.442764083930737,51310,52119,42161,80.89372397781999
2016,Barbers,Service,Personal Care and Service,68864,56579,12285,17.839509758364315,25416,26320,21195,80.52811550151976
2016,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,447533,52211,395322,88.33359774586455,26146,31601,25636,81.12401506281446
2016,Miscellaneous personal appearance workers,Service,Personal Care and Service,206248,34993,171255,83.03353244637523,23474,26356,22777,86.42054940051601
2016,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,60412,47690,12722,21.05873005363173,31604,33549,27122,80.84294613848401
2016,Tour and travel guides,Service,Personal Care and Service,18870,11893,6977,36.9740328563858,30693,31305,29836,NA
2016,Childcare workers,Service,Personal Care and Service,551286,34354,516932,93.76838882177309,21395,25324,21212,83.76243879323961
2016,Personal care aides,Service,Personal Care and Service,692735,132541,560194,80.86699820277595,22578,25856,22159,85.70157797029702
2016,Recreation and fitness workers,Service,Personal Care and Service,184743,79514,105229,56.95966829595709,31582,35050,30284,86.40228245363765
2016,Residential advisors,Service,Personal Care and Service,26803,10295,16508,61.59012050889826,28627,30144,27901,92.5590498938429
2016,"Personal care and service workers, all other",Service,Personal Care and Service,73763,37331,36432,49.390615891436084,26185,27148,24883,91.65684396640637
2016,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2677578,1537529,1140049,42.57762052123225,40573,46343,33778,72.88695164318236
2016,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1074798,748785,326013,30.33249038423964,65016,67434,58166,86.25619123884094
2016,Cashiers,Sales and Office,Sales and Related,1019364,293166,726198,71.24030277702568,21000,22413,20482,91.38446437335475
2016,Counter and rental clerks,Sales and Office,Sales and Related,52412,30604,21808,41.608791879722204,31285,35907,25780,71.79658562397304
2016,Parts salespersons,Sales and Office,Sales and Related,92199,83465,8734,9.472987776440092,35832,36526,30509,83.52680282538466
2016,Retail salespersons,Sales and Office,Sales and Related,1716984,1047929,669055,38.96687447291296,32480,40116,26781,66.7588991923422
2016,Advertising sales agents,Sales and Office,Sales and Related,148263,72790,75473,50.904811045237174,61018,66149,56104,84.81458525450121
2016,Insurance sales agents,Sales and Office,Sales and Related,442385,232516,209869,47.44035172982809,51364,62412,42316,67.80106389796833
2016,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,199539,142840,56699,28.414996567087137,91885,115432,58726,50.87497401067294
2016,Travel agents,Sales and Office,Sales and Related,49901,11210,38691,77.5355203302539,41744,46173,40707,88.16191280618544
2016,"Sales representatives, services, all other",Sales and Office,Sales and Related,534512,368392,166120,31.07881581704433,66475,71706,56236,78.4257942152679
2016,"Sales representatives, wholesale and manufacturing",Sales and Office,Sales and Related,1182664,878257,304407,25.739094112951776,65716,70464,54077,76.74415304268847
2016,"Models, demonstrators, and product promoters",Sales and Office,Sales and Related,12940,4816,8124,62.782071097372494,31463,42193,28908,NA
2016,Real estate brokers and sales agents,Sales and Office,Sales and Related,576380,278623,297757,51.65984246504043,57486,69512,50662,72.88238002071584
2016,Sales engineers,Sales and Office,Sales and Related,35706,33085,2621,7.340502996695234,111522,113110,80101,NA
2016,Telemarketers,Sales and Office,Sales and Related,41866,16569,25297,60.42373286198824,25732,27152,25125,92.53461991750147
2016,"Door-to-door sales workers, news and street vendors, and related workers",Sales and Office,Sales and Related,49513,25691,23822,48.11261688849393,30475,35417,25753,72.71366857723692
2016,"Sales and related workers, all other",Sales and Office,Sales and Related,178931,101250,77681,43.41394168701902,54472,61262,48884,79.79497894290098
2016,First-line supervisors of office and administrative support workers,Sales and Office,Office and Administrative Support,1187429,479925,707504,59.582846637567386,50070,56346,45996,81.63134916409328
2016,"Switchboard operators, including answering service",Sales and Office,Office and Administrative Support,17734,3612,14122,79.63234464869741,30456,32279,29428,NA
2016,Telephone operators,Sales and Office,Office and Administrative Support,24570,7004,17566,71.49369149369149,31443,36713,30077,NA
2016,"Communications equipment operators, all other",Sales and Office,Office and Administrative Support,6802,2751,4051,59.556012937371364,43269,57401,36789,NA
2016,Bill and account collectors,Sales and Office,Office and Administrative Support,123438,35970,87468,70.85986487143343,35448,38514,34145,88.65607311626941
2016,Billing and posting clerks,Sales and Office,Office and Administrative Support,396298,45845,350453,88.43168524696063,35026,39843,34424,86.39911653238963
2016,"Bookkeeping, accounting, and auditing clerks",Sales and Office,Office and Administrative Support,829531,105920,723611,87.23133915429321,39329,42013,38665,92.0310380120439
2016,Gaming cage workers,Sales and Office,Office and Administrative Support,7661,2566,5095,66.50567810990732,29747,30445,29454,NA
2016,Payroll and timekeeping clerks,Sales and Office,Office and Administrative Support,131052,16608,114444,87.32716784177273,41313,49112,40922,83.32383124287344
2016,Procurement clerks,Sales and Office,Office and Administrative Support,29591,13472,16119,54.47264370923591,56309,60750,51406,84.61893004115227
2016,Tellers,Sales and Office,Office and Administrative Support,211343,28579,182764,86.47743242028362,26405,26674,26361,98.82657269250956
2016,"Financial clerks, all other",Sales and Office,Office and Administrative Support,102650,47844,54806,53.391134924500726,55627,80037,45021,56.250234266651674
2016,Brokerage clerks,Sales and Office,Office and Administrative Support,5600,1925,3675,65.625,47489,55744,46240,NA
2016,Correspondence clerks,Sales and Office,Office and Administrative Support,3925,1603,2322,59.15923566878981,48989,45353,50434,NA
2016,"Court, municipal, and license clerks",Sales and Office,Office and Administrative Support,62021,12876,49145,79.23928991793102,38317,45566,37355,81.9799850765922
2016,"Credit authorizers, checkers, and clerks",Sales and Office,Office and Administrative Support,30897,8454,22443,72.63812020584523,41698,51812,40120,77.43379911989501
2016,Customer service representatives,Sales and Office,Office and Administrative Support,1782634,624476,1158158,64.96891678269347,33442,36744,32095,87.34759416503375
2016,"Eligibility interviewers, government programs",Sales and Office,Office and Administrative Support,73673,14480,59193,80.34558114913197,41945,49343,41024,83.14046571955495
2016,File clerks,Sales and Office,Office and Administrative Support,137412,30743,106669,77.6271359124385,34159,36584,33224,90.81565711786574
2016,"Hotel, motel, and resort desk clerks",Sales and Office,Office and Administrative Support,85672,28143,57529,67.15029414511159,22230,24328,21575,88.68382111147649
2016,"Interviewers, except eligibility and loan",Sales and Office,Office and Administrative Support,85914,14408,71506,83.22974136927625,31905,40750,31371,76.9840490797546
2016,"Library assistants, clerical",Sales and Office,Office and Administrative Support,32411,5476,26935,83.10450155811299,30777,30821,30768,NA
2016,Loan interviewers and clerks,Sales and Office,Office and Administrative Support,111389,21075,90314,81.07981937175126,41419,45018,41065,91.2190679283842
2016,New accounts clerks,Sales and Office,Office and Administrative Support,11515,3187,8328,72.32305688232739,35639,41611,32278,NA
2016,Order clerks,Sales and Office,Office and Administrative Support,97111,46722,50389,51.88804563849615,32234,35154,31110,88.4963304318143
2016,"Human resources assistants, except payroll and timekeeping",Sales and Office,Office and Administrative Support,41036,6446,34590,84.2918413100692,39336,42269,38544,91.1873950176252
2016,Receptionists and information clerks,Sales and Office,Office and Administrative Support,654662,62554,592108,90.4448402381687,28555,29582,28444,96.15306605368129
2016,Reservation and transportation ticket agents and travel clerks,Sales and Office,Office and Administrative Support,95666,40719,54947,57.436288754625465,38473,41701,36670,87.93554111412196
2016,"Information and record clerks, all other",Sales and Office,Office and Administrative Support,78023,18649,59374,76.09807364495084,37235,41564,36385,87.53969781541718
2016,Cargo and freight agents,Sales and Office,Office and Administrative Support,18080,12010,6070,33.573008849557525,39230,40883,34028,NA
2016,Couriers and messengers,Sales and Office,Office and Administrative Support,141348,118900,22448,15.881370801143277,37585,39751,31910,80.27471007018691
2016,Dispatchers,Sales and Office,Office and Administrative Support,246262,114123,132139,53.65789281334513,38780,41998,35987,85.68741368636601
2016,"Meter readers, utilities",Sales and Office,Office and Administrative Support,22784,20083,2701,11.854810393258427,40726,41069,36016,NA
2016,Postal service clerks,Sales and Office,Office and Administrative Support,97883,48811,49072,50.133322435969475,55378,56060,53272,95.02675704602211
2016,Postal service mail carriers,Sales and Office,Office and Administrative Support,281178,179493,101685,36.163924631372296,56755,58358,53337,91.39620960279653
2016,"Postal service mail sorters, processors, and processing machine operators",Sales and Office,Office and Administrative Support,50704,25280,25424,50.142000631113916,54397,56107,51252,91.34689076229347
2016,"Production, planning, and expediting clerks",Sales and Office,Office and Administrative Support,283387,121074,162313,57.276092410731614,48582,61813,40678,65.80816333133806
2016,"Shipping, receiving, and traffic clerks",Sales and Office,Office and Administrative Support,475270,338248,137022,28.830349064742144,31175,31887,28869,90.53532787656412
2016,Stock clerks and order fillers,Sales and Office,Office and Administrative Support,905020,602176,302844,33.46268590749376,27212,27445,26749,97.46401894698488
2016,"Weighers, measurers, checkers, and samplers, recordkeeping",Sales and Office,Office and Administrative Support,58258,30597,27661,47.48017439664939,35545,37906,31956,84.30327652614362
2016,Secretaries and administrative assistants,Sales and Office,Office and Administrative Support,2226591,118739,2107852,94.66722896122369,37122,42411,36929,87.07410813232416
2016,Computer operators,Sales and Office,Office and Administrative Support,75141,41335,33806,44.99008530629084,42199,51176,38041,74.33367203376584
2016,Data entry keyers,Sales and Office,Office and Administrative Support,218791,51255,167536,76.57353364626516,32441,35201,32168,91.38376750660493
2016,Word processors and typists,Sales and Office,Office and Administrative Support,198318,31601,166717,84.06549077743826,34645,38353,33909,88.41290120720674
2016,Desktop publishers,Sales and Office,Office and Administrative Support,1413,878,535,37.86270346779901,38949,43391,32024,NA
2016,Insurance claims and policy processing clerks,Sales and Office,Office and Administrative Support,325075,63360,261715,80.50911328155041,37301,40881,36812,90.04672097062205
2016,"Mail clerks and mail machine operators, except postal service",Sales and Office,Office and Administrative Support,53499,27874,25625,47.89809155311314,29624,31777,26983,84.91361676684394
2016,"Office clerks, general",Sales and Office,Office and Administrative Support,841347,145063,696284,82.758243625995,34654,39885,33492,83.97141782625047
2016,"Office machine operators, except computer",Sales and Office,Office and Administrative Support,26251,9726,16525,62.949982857795895,30788,37057,28449,76.77092047386459
2016,Proofreaders and copy markers,Sales and Office,Office and Administrative Support,6113,2139,3974,65.00899721904139,40435,38538,41357,NA
2016,Statistical assistants,Sales and Office,Office and Administrative Support,15243,6858,8385,55.00885652430624,50405,52172,47920,91.85003450126504
2016,"Office and administrative support workers, all other",Sales and Office,Office and Administrative Support,449803,111506,338297,75.21003639371014,41080,46448,40209,86.56777471581123
2016,"First-line supervisors of farming, fishing, and forestry workers","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",50964,44390,6574,12.899301467702692,41273,42138,31416,74.5550334614837
2016,Agricultural inspectors,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",12725,7187,5538,43.520628683693516,49889,47000,52455,111.6063829787234
2016,Animal breeders,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",3290,2273,1017,30.911854103343465,30110,36109,27743,NA
2016,"Graders and sorters, agricultural products","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",32820,11478,21342,65.02742230347349,21235,22957,20791,90.5649692904125
2016,Miscellaneous agricultural workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",470635,398935,71700,15.23473604810522,25442,26404,20399,77.25723375246176
2016,Fishing and hunting workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",21825,20865,960,4.398625429553265,31986,32200,25595,NA
2016,Forest and conservation workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",9824,8377,1447,14.729234527687296,36088,37410,29661,NA
2016,Logging workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",42033,40378,1655,3.93738253277187,32394,33045,21427,NA
2016,First-line supervisors of construction trades and extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,670638,649980,20658,3.080350352947492,59536,60145,45174,75.10848782109902
2016,Boilermakers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,10997,10890,107,0.972992634354824,55239,55370,NA,NA
2016,"Brickmasons, blockmasons, and stonemasons","Natural Resources, Construction, and Maintenance",Construction and Extraction,98752,98324,428,0.4334089436163318,33569,33437,52637,NA
2016,Carpenters,"Natural Resources, Construction, and Maintenance",Construction and Extraction,863456,846846,16610,1.9236649001222992,36344,36414,31637,86.88141923436041
2016,"Carpet, floor, and tile installers and finishers","Natural Resources, Construction, and Maintenance",Construction and Extraction,115722,113490,2232,1.9287603048685642,34531,34773,30610,NA
2016,"Cement masons, concrete finishers, and terrazzo workers","Natural Resources, Construction, and Maintenance",Construction and Extraction,37336,37215,121,0.32408399400042853,37227,37287,NA,NA
2016,Construction laborers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1180144,1150257,29887,2.5324875608400332,32162,32214,30378,94.3006146395977
2016,"Paving, surfacing, and tamping equipment operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,11253,10740,513,4.558784324180219,41825,42075,40967,NA
2016,"Operating engineers and other construction equipment operators, including pile-driver operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,269313,262747,6566,2.438055348237924,46503,46485,50129,107.83908787781004
2016,"Drywall installers, ceiling tile installers, and tapers","Natural Resources, Construction, and Maintenance",Construction and Extraction,97916,95903,2013,2.05584378446832,31344,31450,21351,NA
