pmid,doi,jabbrv,journal,year,month,day,title,abstract,keywords,study_aim,study_location,study_year_start,study_year_end,study_type,data_source,race1,race1_ss,race2,race2_ss,race3,race3_ss,race4,race4_ss,race5,race5_ss,race6,race6_ss,race7,race7_ss,race8,race8_ss,eth1,eth1_ss,eth2,eth2_ss,eth3,eth3_ss,eth4,eth4_ss,eth5,eth5_ss,eth6,eth6_ss,eth7,eth7_ss,eth8,eth8_ss,access_to_care,treatment_received,health_outcome,cancer_ovarian,cancer_uterine,cancer_cervical,cancer_vulvar,other_gyn_onc,endo,fibroids,other_gyn_surg,fert,matmorbmort,other_preg,phys_div,other,covid
26444112,10.1097/AOG.0000000000001088,Obstet Gynecol,Obstetrics and gynecology,2016,02,04,Health Care Disparities in Hysterectomy for Gynecologic Cancers: Data From the 2012 National Inpatient Sample.,"To examine hysterectomies in the United States performed for gynecologic malignancies and identify factors associated with the use of minimally invasive techniques. This is a cross-sectional analysis of the 2012 National Inpatient Sample, the largest national all-payer database of hospital discharges. International Classification of Diseases, 9th Revision, Clinical Modification codes for any type of hysterectomy performed for gynecologic malignancy were used to abstract pertinent observations. Weighted multivariable logistic regression models were used to examine the associations between demographic and clinical factors and mode of hysterectomy by cancer diagnosis. In 2012, there were an estimated 46,450 hysterectomies for gynecologic malignancy in the United States. Of these, 28,285 (61%) were performed for uterine, 4,275 (9%) for cervical, 12,370 (27%) for ovarian cancer, and 1,520 (3%) for other gynecologic malignancies. Minimally invasive hysterectomy was used in 50% of uterine, 43% of cervical, and 8.5% of ovarian cancer cases. Black women had decreased odds of undergoing minimally invasive hysterectomy for uterine (adjusted odds ratio [OR] 0.50, 95% confidence interval [CI] 0.40-0.0.63, P&lt;.001) and cervical (adjusted OR 0.56, 95% CI 0.33-0.96, P=.03) cancers. Those without insurance or with Medicaid had decreased odds of undergoing minimally invasive hysterectomy (P&lt;.001) for uterine cancer. As compared with the Northeast, patients in the South (adjusted OR 0.72, 95% CI 0.53-0.98, P=.04) were less likely to undergo minimally invasive hysterectomy for uterine cancer, whereas those in the West more likely (adjusted OR 1.48, 95% CI 1.10-1.99, P=.009). Minimally invasive hysterectomy for gynecologic malignancies remained underused in 2012; there were striking racial disparities associated with use of minimally invasive hysterectomy for uterine and cervical cancers. III.",Cross-Sectional Studies; Female; Healthcare Disparities; Humans; Hysterectomy; Logistic Models; Minimally Invasive Surgical Procedures; Ovarian Neoplasms; United States; Uterine Neoplasms,To examine hysterectomies in the United States performed for gynecologic malignancies and identify factors associated with the use of minimally invasive techniques,USA,2012,2012,Cross-Sectional,National Inpatient Sample,White,30365,Black,4135,Hispanic,3725,Asian/Pacific Islander,1545,Native American,385,Other,1600,Missing,2695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
26444126,10.1097/AOG.0000000000001090,Obstet Gynecol,Obstetrics and gynecology,2016,02,04,Racial and Ethnic Disparities in Hospital Readmissions After Delivery.,"To examine 30-day readmission rates after vaginal and cesarean delivery by race-ethnicity and insurance status. We analyzed hospital discharge data contained in a statewide database maintained by the Connecticut Department of Public Health. Discharge data for patients admitted for vaginal delivery without complication (n=167,857) and cesarean delivery without complication (n=75,552) from 2005 to 2012 were analyzed using marginal logistic models for clustered data with generalized estimating equations. Results from logistic models indicated that 30-day readmission rates per 1,000 patients were significantly higher among black (28.9/1,000; confidence interval [CI] 25.5-32.7) and Hispanic women (21.4/1,000; CI 18.9-24.2) than among white women (12.9/1,000; CI 11.9-14.0) after cesarean delivery. Similarly higher rates of readmission were observed for black (14.6/1,000; CI 13.0-16.5) and Hispanic women (10.7/1,000; CI 9.6-12.0) relative to white women (7.5/1,000; CI 7.0-8.1) after vaginal delivery. Rates of 30-day readmission were significantly higher (odds ratio 1.27-1.30) among those covered by Medicaid. Controlling for patient socioeconomic status, comorbidities, and payer did not substantially reduce race and ethic differences in the odds of readmission. Significant racial and ethnic disparities in readmissions were observed for procedures related to childbirth using a statewide database capturing all payers across all acute care hospital settings. Compared with white women, black women were twice as likely and Hispanic women 40-50% more likely to be readmitted within 30 days of vaginal or cesarean delivery. II.","Adult; Connecticut; Continental Population Groups; Delivery, Obstetric; Female; Healthcare Disparities; Humans; Insurance Coverage; Patient Readmission; Pregnancy; Retrospective Studies; Young Adult",To examine 30-day readmission rates after vaginal and cesarean delivery by race–ethnicity and insurance status.,CT,2005,2012,Retrospective Cohort,Connecticut's Acute Care Hospital Inpatient Discharge Database maintained by the Connecticut Department of Public Health,White,144019,Asian,7658,Black,27464,Hispanic,42161,Other,22038,Missing,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26444110,10.1097/AOG.0000000000001094,Obstet Gynecol,Obstetrics and gynecology,2016,02,04,"Changes in Use of Long-Acting Reversible Contraceptive Methods Among U.S. Women, 2009-2012.","To examine current levels, current correlates of, and changes in long-acting reversible contraceptive (LARC) use, including intrauterine devices and implants, among females aged 15-44 years using contraception between 2008-2010 and 2011-2013 with specific attention to associations between race, income, and age and their LARC use. We analyzed data from two rounds of the National Survey of Family Growth, nationally representative samples of females aged 15-44 years, consisting of 6,428 females in 2008-2010 and 5,601 females in 2011-2013. We conducted simple and multivariable logistic regression analyses with adjustments for the sampling design to identify demographic characteristics predictive of LARC use and changes in these patterns between the two time periods. In this cross-sectional, descriptive study, our primary outcome of interest was current prevalence of LARC use among all contraceptive users at the time of the interview. The prevalence of LARC use among contracepting U.S. females increased from 8.5% in 2009 to 11.6% in 2012 (P&lt;.01). The most significant increases occurred among Hispanic females (from 8.5% to 15.1%), those with private insurance (7.1-11.1%), those with fewer than two sexual partners in the previous year (9.2-12.4%), and those who were nulliparous (2.1-5.9%) (all P&lt;.01). In multivariable analyses adjusting for key demographic characteristics, the strongest associations with LARC use in 2012 were parity (adjusted odds ratios [ORs] 4.3-5.5) and having a history of stopping non-LARC hormonal use (adjusted OR 1.9). Women aged 35-44 years (adjusted OR 0.3) were less likely to be LARC users than their counterparts (all P&lt;.001). Poverty status was not associated with LARC use. There were no differences in discontinuation of LARC methods resulting from dissatisfaction between minority women and non-Hispanic white women. During the most recent time period surveyed, use of LARC methods, particularly intrauterine devices, increased almost uniformly across the population of users. III.","Adolescent; Adult; Contraception; Contraceptive Agents, Female; Cross-Sectional Studies; Drug Implants; Female; Humans; Intrauterine Devices; United States; Young Adult","To examine current levels, current correlates of, and changes in long-acting reversible contraceptive (LARC) use, including intrauterine devices and implants, among females aged 15–44 years using contraception between 2008–2010 and 2011–2013 with specific attention to associations between race, income, and age and their LARC use.",USA,2008,2013,Cross-Sectional,National Survey of Family Growth,"White, non-Hispanic",-99,"Black, non-Hispanic",-99,"Other or multiple races, non-Hispanic",-99,Hispanic,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28079775,10.1097/AOG.0000000000001819,Obstet Gynecol,Obstetrics and gynecology,2017,07,13,Association of Hospital Volume With Racial and Ethnic Disparities in Locally Advanced Cervical Cancer Treatment.,"To evaluate racial-ethnic disparities in guideline-based care in locally advanced cervical cancer and their relationship to hospital case volume. Using the National Cancer Database, we performed a retrospective cohort study of women diagnosed between 2004 and 2012 with locally advanced squamous or adenocarcinoma of the cervix undergoing definitive primary radiation therapy. The primary outcome was the race-ethnicity-based rates of adherence to the National Comprehensive Cancer Network guideline-based care. The secondary outcome was the effect of guideline-based care on overall survival. Multivariable models and propensity matching were used to compare the hospital risk-adjusted rates of guideline-based adherence and overall survival based on hospital case volume. The final cohort consisted of 16,195 patients. The rate of guideline-based care was 58.4% (95% confidence interval [CI] 57.4-59.4%) for non-Hispanic white, 53% (95% CI 51.4-54.9%) for non-Hispanic black, and 51.5% (95% CI 49.4-53.7%) for Hispanic women (P&lt;.001). From 2004 to 2012, the rate of guideline-based care increased from 49.5% (95% CI 47.1-51.9%) to 59.1% (95% CI 56.9-61.2%) (Ptrend&lt;.001). Based on a propensity score-matched analysis, patients receiving guideline-based care had a lower risk of mortality (adjusted hazard ratio 0.65, 95% CI 0.62-0.68). Compared with low-volume hospitals, the increase in adherence to guideline-based care in high-volume hospitals was 48-63% for non-Hispanic white, 47-53% for non-Hispanic black, and 41-54% for Hispanic women. Racial and ethnic disparities in the delivery of guideline-based care are the highest in high-volume hospitals. Guideline-based care in locally advanced cervical cancer is associated with improved survival.","Adenocarcinoma; Adult; African Americans; Aged; Aged, 80 and over; Carcinoma, Squamous Cell; Ethnic Groups; European Continental Ancestry Group; Female; Guideline Adherence; Healthcare Disparities; Hispanic Americans; Hospitals, High-Volume; Hospitals, Low-Volume; Humans; Middle Aged; Propensity Score; Proportional Hazards Models; Radiotherapy; Retrospective Studies; United States; Uterine Cervical Neoplasms",To evaluate racial–ethnic disparities in guideline-based care in locally advanced cervical cancer and their relationship to hospital case volume.,USA,2004,2012,Retrospective Cohort,National Cancer Database,Non-Hispanic White,9926,Non-Hispanic Black,3198,Hispanic,2089,Other,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28079772,10.1097/AOG.0000000000001864,Obstet Gynecol,Obstetrics and gynecology,2017,07,13,Severe Maternal Morbidity Among Hispanic Women in New York City: Investigation of Health Disparities.,"To investigate differences in severe maternal morbidity between Hispanic mothers and three major Hispanic subgroups compared with non-Hispanic white mothers and the extent to which differences in delivery hospitals may contribute to excess morbidity among Hispanic mothers. We conducted a population-based cross-sectional study using linked 2011-2013 New York City discharge and birth certificate data sets (n=353,773). Rates of severe maternal morbidity were calculated using a published algorithm based on diagnosis and procedure codes. Mixed-effects logistic regression with a random hospital-specific intercept was used to generate risk-standardized severe maternal morbidity rates for each hospital taking into consideration patient sociodemographic characteristics and comorbidities. Differences in the distribution of Hispanic and non-Hispanic white deliveries were assessed among these hospitals in relation to their risk-adjusted morbidity. Sensitivity analyses were conducted after excluding isolated blood transfusion from the morbidity composite. Severe maternal morbidity occurred in 4,541 deliveries and was higher among Hispanic than non-Hispanic white women (2.7% compared with 1.5%, P&lt;.001); this rate was 2.9% among those who were Puerto Rican, 2.7% among those who were foreign-born Dominican, and 3.3% among those who were foreign-born Mexican. After adjustment for patient characteristics, the risk remained elevated for Hispanic women (odds ratio [OR] 1.42, 95% confidence interval [CI] 1.22-1.66) and for all three subgroups compared with non-Hispanic white women (P&lt;.001). Risk for Hispanic women was attenuated in sensitivity analyses (OR 1.17, 95% CI 1.02-1.33). Risk-standardized morbidity across hospitals varied sixfold. We estimate that Hispanic-non-Hispanic white differences in delivery location may contribute up to 37% of the ethnic disparity in severe maternal morbidity rates in New York City hospitals. Hispanic compared with non-Hispanic white mothers are more likely to deliver at hospitals with higher risk-adjusted severe maternal morbidity rates and these differences in site of delivery may contribute to excess morbidity among Hispanic mothers. Our results suggest improving quality at the lowest performing hospitals could benefit both non-Hispanic white and Hispanic women and reduce ethnic disparities in severe maternal morbidity rates.",Adult; Cross-Sectional Studies; Dominican Republic; European Continental Ancestry Group; Female; Hispanic Americans; Hospitals; Humans; Logistic Models; Mexico; Morbidity; New York City; Patient Discharge; Pregnancy; Pregnancy Complications; Puerto Rico,To investigate differences in severe maternal morbidity between Hispanic mothers and three major Hispanic subgroups compared with non-Hispanic white mothers and the extent to which differences in delivery hospitals may contribute to excess morbidity among Hispanic mothers.,NY,2011,2013,Cross-Sectional,Vital Statistics birth records; New York state discharge abstract data; The Statewide Planning and Research Cooperative System,Hispanic,105926,White,110200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rican,24431,Foreign-Born Mexican,18065,Foreign-Born Dominican,22338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28486370,10.1097/AOG.0000000000002031,Obstet Gynecol,Obstetrics and gynecology,2017,07,14,Maternal Racial and Ethnic Disparities in Neonatal Birth Outcomes With and Without Assisted Reproduction.,"To explore disparities in prematurity and low birth weight (LBW) by maternal race and ethnicity among singletons conceived with and without assisted reproductive technology (ART). We performed a retrospective cohort study using resident birth certificate data from Florida, Massachusetts, and Michigan linked with data from the National ART Surveillance System from 2000 to 2010. There were 4,568,822 live births, of which 64,834 were conceived with ART. We compared maternal and ART cycle characteristics of singleton liveborn neonates using Ï‡ tests across maternal race and ethnicity groups. We used log binomial models to explore associations between maternal race and ethnicity and LBW and preterm birth by ART conception status. The proportion of liveborn neonates conceived with ART differed by maternal race and ethnicity (P&lt;.01). It was smallest among neonates of non-Hispanic black (0.3%) and Hispanic women (0.6%) as compared with neonates of non-Hispanic white (2.0%) and Asian or Pacific Islander women (1.9%). The percentages of LBW or preterm singletons were highest for neonates of non-Hispanic black women both for non-ART (11.3% and 12.4%) and ART (16.1% and 19.1%) -conceived neonates. After adjusting for maternal factors, the risks of LBW or preterm birth for singletons born to non-Hispanic black mothers were 2.12 [95% confidence interval (CI) 2.10-2.14] and 1.56 (95% CI 1.54-1.57) times higher for non-ART neonates and 1.87 (95% CI 1.57-2.23) and 1.56 (95% CI 1.34-1.83) times higher for ART neonates compared with neonates of non-Hispanic white women. The adjusted risk for LBW was also significantly higher for ART and non-ART singletons born to Hispanic (adjusted relative risk [RR] 1.26, 95% CI 1.09-1.47 and adjusted RR 1.15, 95% CI 1.13-1.16) and Asian or Pacific Islander (adjusted RR 1.39, 95% CI 1.16-1.65 and adjusted RR 1.55, 95% CI 1.52-1.58) women compared with non-Hispanic white women. Disparities in adverse perinatal outcomes by maternal race and ethnicity persisted for neonates conceived with and without ART.","Adult; Cohort Studies; Ethnic Groups; Female; Healthcare Disparities; Humans; Infant, Low Birth Weight; Infant, Newborn; Infant, Premature; Maternal-Child Health Services; Middle Aged; Population Surveillance; Pregnancy; Pregnancy Outcome; Reproductive Techniques, Assisted; Retrospective Studies; United States",To explore disparities in prematurity and low birth weight (LBW) by maternal race and ethnicity among singletons conceived with and without assisted reproductive technology (ART).,"FL, MA, MI",2000,2010,Retrospective Cohort,National ART Surveillance System,Non-Hispanic White,20831,Non-Hispanic Black,991,Hispanic,2123,Asian or Pacific Islander,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28697109,10.1097/AOG.0000000000002114,Obstet Gynecol,Obstetrics and gynecology,2017,08,21,"Pregnancy-Related Mortality in the United States, 2011-2013.","To update national population-level pregnancy-related mortality estimates and examine characteristics and causes of pregnancy-related deaths in the United States during 2011-2013. We conducted an observational study using population-based data from the Pregnancy Mortality Surveillance System to calculate pregnancy-related mortality ratios by year, age group, and race-ethnicity groups. We explored 10 cause-of-death categories by pregnancy outcome during 2011-2013 and compared their distribution with those in our earlier reports since 1987. The 2011-2013 pregnancy-related mortality ratio was 17.0 deaths per 100,000 live births. Pregnancy-related mortality ratios increased with maternal age, and racial-ethnic disparities persisted with non-Hispanic black women having a 3.4 times higher mortality ratio than non-Hispanic white women. Among causes of pregnancy-related deaths, the following groups contributed more than 10%: cardiovascular conditions ranked first (15.5%) followed by other medical conditions often reflecting pre-existing illnesses (14.5%), infection (12.7%), hemorrhage (11.4%), and cardiomyopathy (11.0%). Relative to the most recent report of Pregnancy Mortality Surveillance System data for 2006-2010, the distribution of cause-of-death categories did not change considerably. However, compared with serial reports before 2006-2010, the contribution of hemorrhage, hypertensive disorders of pregnancy, and anesthesia complications declined, whereas that of cardiovascular and other medical conditions increased (population-level percentage comparison). The pregnancy-related mortality ratio and the distribution of the main causes of pregnancy-related mortality have been relatively stable in recent years.","Abortion, Induced; Abortion, Spontaneous; Adolescent; Adult; African Americans; Cause of Death; Ethnic Groups; European Continental Ancestry Group; Female; Hispanic Americans; Humans; Live Birth; Maternal Age; Maternal Mortality; Middle Aged; Pregnancy; Pregnancy Complications; Pregnancy Complications, Cardiovascular; Pregnancy Outcome; Pregnancy, Ectopic; Puerperal Disorders; Stillbirth; United States; Young Adult",To update national population-level pregnancy-related mortality estimates and examine characteristics and causes of pregnancy-related deaths in the United States during 2011–2013.,USA,2011,2013,Retrospective Cohort,Centers for Disease Control and Prevention’s Pregnancy Mortality Surveillance System; National Center for Health Statistics births reports,Non-Hispanic White,812,Non-Hispanic Black,761,Hispanic,299,Other,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29016514,10.1097/AOG.0000000000002252,Obstet Gynecol,Obstetrics and gynecology,2017,11,02,Disparities in Care for Publicly Insured Women With Pregestational Diabetes.,"To investigate the association among public health insurance, preconception care, and pregnancy outcomes in pregnant women with pregestational diabetes. This is a retrospective cohort of pregnant women with pregestational type 1 or type 2 diabetes from 2006 to 2011 in Massachusetts-a state with universal insurance coverage since 2006. Women delivering after 24 weeks of gestation and receiving endocrinology and obstetric care in a multidisciplinary clinic were included. Rates of preconception consultation, our primary outcome of interest, were then compared between publicly and privately insured women. We used univariate analysis followed by logistic regression to compare receipt of preconception consultation and other secondary diabetes care measures and pregnancy outcomes according to insurance status. Fifty-four percent (n=106) of 197 women had public insurance. Publicly insured women were younger (median age 30.4 compared with 35.3 years, P&lt;.01) with lower rates of college education (12.3% compared with 45.1%, P&lt;.01). Women with public insurance were less likely to receive a preconception consult (5.7% compared with 31.9%, P&lt;.01), had lower rates of hemoglobin A1C less than 6% at the onset of pregnancy (37.2% compared with 58.4%, P=.01), and experienced higher rates of pregnancies affected by congenital anomalies (10.4% compared with 2.2%, P=.02) compared with those with private insurance. In adjusted analyses controlling for educational attainment, maternal age, and body mass index, women with public insurance were less likely to receive a preconception consult (adjusted odds ratio [OR] 0.21, 95% CI 0.08-0.58), although the odds of achieving the target hemoglobin A1C (adjusted OR 0.45, 95% CI 0.20-1.02) and congenital anomaly (adjusted OR 2.23, 95% CI 0.37-13.41) were similar after adjustment. Despite continuous access to health insurance, publicly insured women were less likely than privately insured women to receive a preconception consult-an evidence-based intervention known to improve pregnancy outcomes. Improving use of preconception care among publicly insured women with diabetes is critical to reducing disparities in outcomes.","Adult; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2; Female; Glycated Hemoglobin A; Healthcare Disparities; Humans; Insurance Coverage; Insurance, Health; Logistic Models; Massachusetts; Maternal Age; Odds Ratio; Preconception Care; Pregnancy; Pregnancy Outcome; Pregnancy in Diabetics; Retrospective Studies","To investigate the association among public health insurance, preconception care, and pregnancy outcomes in pregnant women with pregestational diabetes.",MA,2006,2011,Retrospective Cohort,Brigham and Women's Hospital,White-non-Hispanic,88,Black,54,Hispanic,39,Asian,4,Other,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29112649,10.1097/AOG.0000000000002343,Obstet Gynecol,Obstetrics and gynecology,2017,12,06,Racial and Ethnic Differences in Utilization of Labor Management Strategies Intended to Reduce Cesarean Delivery Rates.,"To examine whether racial and ethnic differences exist in the frequency of and indications for cesarean delivery and to assess whether application of labor management strategies intended to reduce cesarean delivery rates is associated with patient's race and ethnicity. This is a secondary analysis of a multicenter observational obstetric cohort. Trained research personnel abstracted maternal and neonatal records of greater than 115,000 pregnant women from 25 hospitals (2008-2011). Women at term with singleton, nonanomalous, vertex, liveborn neonates were included in two cohorts: 1) nulliparous women (n=35,529); and 2) multiparous women with prior vaginal deliveries only (n=39,871). Women were grouped as non-Hispanic black, non-Hispanic white, Hispanic, and Asian. Multivariable logistic regression was used to evaluate the following outcomes: overall cesarean delivery frequency, indications for cesarean delivery, and utilization of labor management strategies intended to safely reduce cesarean delivery. A total of 75,400 women were eligible for inclusion, of whom 47% (n=35,529) were in the nulliparous cohort and 53% (n=39,871) were in the multiparous cohort. The frequencies of cesarean delivery were 25.8% among nulliparous women and 6.0% among multiparous women. For nulliparous women, the unadjusted cesarean delivery frequencies were 25.0%, 28.3%, 28.7%, and 24.0% for non-Hispanic white, non-Hispanic black, Asian, and Hispanic women, respectively. Among nulliparous women, the adjusted odds of cesarean delivery were higher in all racial and ethnic groups compared with non-Hispanic white women (non-Hispanic black adjusted odds ratio [OR] 1.47, 95% CI 1.36-1.59; Asian adjusted OR 1.26, 95% CI 1.14-1.40; Hispanic adjusted OR 1.17, 95% CI 1.07-1.27) as a result of greater odds of cesarean delivery both for nonreassuring fetal status and labor dystocia. Nonapplication of labor management strategies regarding failed induction, arrest of dilation, arrest of descent, or cervical ripening did not contribute to increased odds of cesarean delivery for non-Hispanic black and Hispanic women. Compared with non-Hispanic white women, Hispanic women were actually less likely to experience elective cesarean delivery (adjusted OR 0.60, 95% CI 0.42-0.87) or cesarean delivery for arrest of dilation before 4 hours (adjusted OR 0.67, 95% CI 0.49-0.92). Additionally, compared with non-Hispanic white women, Asian women were more likely to experience cesarean delivery for nonreassuring fetal status (adjusted OR 1.29, 95% CI 1.09-1.53) and to have had that cesarean delivery be performed in the setting of a 1-minute Apgar score 7 or greater (adjusted OR 1.79, 95% CI 1.07-3.00). A similar trend was seen among multiparous women with prior vaginal deliveries. Although racial and ethnic disparities exist in the frequency of cesarean delivery, differential use of labor management strategies intended to reduce the cesarean delivery rate does not appear to be associated with these racial and ethnic disparities.",Adult; Cesarean Section; Cohort Studies; Ethnic Groups; Female; Healthcare Disparities; Humans; Patient Care Management; Patient Preference; Pregnancy; Pregnancy Outcome; Pregnant Women; Preventive Health Services; United States,"To examine whether racial and ethnic differences exist in the frequency of and indications for cesarean delivery and to assess whether application of labor management strategies intended to reduce cesarean delivery rates is associated with patient’s race and
ethnicity.",USA,2008,2011,Retrospective Cohort,Assessment of Perinatal Excellence study,Non-Hispanic White,18377,Non-Hispanic Black,7583,Asian,2570,Hispanic,6999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29324604,10.1097/AOG.0000000000002427,Obstet Gynecol,Obstetrics and gynecology,2018,10,09,"Preterm Birth and Gestational Length in Four Race-Nativity Groups, Including Somali Americans.","To compare preterm birth rates and gestational length in four race-nativity groups including Somali Americans. Using a retrospective cohort study design of Ohio birth certificates, we analyzed all singleton births between 2000 and 2015 from four groups of women categorized as U.S.-born, non-Hispanic white (USBW), U.S.-born, non-Hispanic black (USBB), African-born black (ABB, primarily of West African birth country), and Somalia-born (SB). An algorithm trained on maternal names was used to confirm Somali ethnicity. Gestational length was analyzed as completed weeks or aggregated by clinically relevant periods. Risk of spontaneous and health care provider-initiated preterm birth was calculated in a competing risk model. Births to women in the designated groups accounted for 1,960,693 births (USBW n=1,638,219; USBB n=303,028; ABB n=10,966, and SB n=8,480). Women in the SB group had a lower preterm birth rate (5.9%) compared with women in the USBB (13.0%), ABB (8.4%), and USBW (7.9%) groups (P&lt;.001). Women in the SB group had a higher frequency of postterm pregnancy (5.8% vs less than 1%, P&lt;.001 for all groups). The lower rate of preterm birth in the SB group was unrelated to differences in parity or smoking or whether preterm birth was spontaneous or health care provider-initiated. The lower rate of preterm birth and tendency for prolonged gestation was attenuated in ethnic Somali women born outside Somalia. We report a positive disparity in preterm birth and a tendency for prolonged gestation for ethnic Somali women in Ohio. Etiologic studies in multiethnic cohorts aimed to uncover the sociobiological determinants of gestational length may lead to practical approaches to reduce prematurity in the general population.",African Americans; European Continental Ancestry Group; Female; Gestational Age; Humans; Ohio; Pregnancy; Premature Birth; Retrospective Studies; Somalia,"To compare preterm birth rates and gestational length in four race–nativity groups including
Somali Americans.",OH,2000,2015,Retrospective Cohort,Unclear,"U.S.-born, non-Hispanic white;",1638219,"U.S.-born, non-Hispanic black",303028,African-born black,10966,Somalia-born,8480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29324613,10.1097/AOG.0000000000002441,Obstet Gynecol,Obstetrics and gynecology,2018,10,09,Racial Disparities in Adverse Pregnancy Outcomes and Psychosocial Stress.,"To assess the relationships between self-reported psychosocial stress and preterm birth, hypertensive disease of pregnancy, and small-for-gestational-age (SGA) birth and to assess the extent to which these relationships account for racial and ethnic disparities in these adverse outcomes. Self-reported measures of psychosocial stress (perceived stress, depression, racism, anxiety, resilience, and social support) were collected during pregnancy among a racially and ethnically diverse cohort of women enrolled in a prospective observational study of nulliparous women with singleton pregnancies, from eight clinical sites across the United States, between October 2010 and May 2014. The associations of preterm birth, hypertensive disease of pregnancy, and SGA birth with the self-reported measures of psychosocial stress as well as with race and ethnicity were evaluated. The study included 9,470 women (60.4% non-Hispanic white, 13.8% non-Hispanic black, 16.7% Hispanic, 4.0% Asian, and 5.0% other). Non-Hispanic black women were significantly more likely to experience any preterm birth, hypertensive disease of pregnancy, and SGA birth than were non-Hispanic white women (12.2% vs 8.0%, 16.7% vs 13.4%, and 17.2% vs 8.6%, respectively; P&lt;.05 for all). After adjusting for potentially confounding factors, including the six different psychosocial factors singly and in combination, non-Hispanic black women continued to be at greater risk of any preterm birth and SGA birth compared with non-Hispanic white women. Among a large and geographically diverse cohort of nulliparous women with singleton gestations, non-Hispanic black women are most likely to experience preterm birth, hypertensive disease of pregnancy, and SGA birth. These disparities were not materially altered for preterm birth or SGA birth by adjustment for demographic differences and did not appear to be explained by differences in self-reported psychosocial factors.","Adult; Ethnic Groups; European Continental Ancestry Group; Female; Health Status Disparities; Humans; Hypertension, Pregnancy-Induced; Infant, Newborn; Infant, Small for Gestational Age; Pregnancy; Pregnancy Outcome; Premature Birth; Prospective Studies; Self Report; Stress, Psychological","To assess the relationships between self-reported psychosocial stress and preterm birth, hypertensive disease of pregnancy, and small-for-gestational-age birth, and to assess the extent to which these relationships account for racial and ethnic disparities in these adverse outcomes.",USA,2010,2014,Prospective Cohort,Nulliparous Pregnancy Outcomes Study: monitoring mothers-to-be,non-Hispanic white,5721,non-Hispanic black,1307,Hispanic,1586,Asian,379,Other,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
