act,scene,character,dialogue,line_number
Act II,Scene III,Macbeth,There 's nothing serious in mortality:,812
Act II,Scene III,Macbeth,All is but toys: renown and grace is dead;,813
Act II,Scene III,Macbeth,"The wine of life is drawn, and the mere lees",814
Act II,Scene III,Macbeth,Is left this vault to brag of.,815
Act II,Scene III,[stage direction],Enter MALCOLM and DONALBAIN,NA
Act II,Scene III,Donalbain,What is amiss?,816
Act II,Scene III,Macbeth,"You are, and do not know't:",817
Act II,Scene III,Macbeth,"The spring, the head, the fountain of your blood",818
Act II,Scene III,Macbeth,Is stopp'd; the very source of it is stopp'd.,819
Act II,Scene III,Macduff,Your royal father 's murder'd.,820
Act II,Scene III,Malcolm,"O, by whom?",821
Act II,Scene III,Lennox,"Those of his chamber, as it seem'd, had done 't:",822
Act II,Scene III,Lennox,Their hands and faces were an badged with blood;,823
Act II,Scene III,Lennox,"So were their daggers, which unwiped we found",824
Act II,Scene III,Lennox,Upon their pillows:,825
Act II,Scene III,Lennox,"They stared, and were distracted; no man's life",826
Act II,Scene III,Lennox,Was to be trusted with them.,827
Act II,Scene III,Macbeth,"O, yet I do repent me of my fury,",828
Act II,Scene III,Macbeth,That I did kill them.,829
Act II,Scene III,Macduff,Wherefore did you so?,830
Act II,Scene III,Macbeth,"Who can be wise, amazed, temperate and furious,",831
Act II,Scene III,Macbeth,"Loyal and neutral, in a moment? No man:",832
Act II,Scene III,Macbeth,The expedition my violent love,833
Act II,Scene III,Macbeth,"Outrun the pauser, reason. Here lay Duncan,",834
Act II,Scene III,Macbeth,His silver skin laced with his golden blood;,835
Act II,Scene III,Macbeth,And his gash'd stabs look'd like a breach in nature,836
Act II,Scene III,Macbeth,"For ruin's wasteful entrance: there, the murderers,",837
Act II,Scene III,Macbeth,"Steep'd in the colours of their trade, their daggers",838
Act II,Scene III,Macbeth,"Unmannerly breech'd with gore: who could refrain,",839
Act II,Scene III,Macbeth,"That had a heart to love, and in that heart",840
Act II,Scene III,Macbeth,Courage to make 's love kno wn?,841
Act II,Scene III,Lady Macbeth,"Help me hence, ho!",842
Act II,Scene III,Macduff,Look to the lady.,843
Act II,Scene III,Malcolm,"[Aside to DONALBAIN]  Why do we hold our tongues,",844
Act II,Scene III,Malcolm,That most may claim this argument for ours?,845
Act II,Scene III,Donalbain,"[Aside to MALCOLM]  What should be spoken here,",846
Act II,Scene III,Donalbain,"where our fate,",847
Act II,Scene III,Donalbain,"Hid in an auger-hole, may rush, and seize us?",848
Act II,Scene III,Donalbain,Let 's away;,849
Act II,Scene III,Donalbain,Our tears are not yet brew'd.,850
Act II,Scene III,Malcolm,[Aside to DONALBAIN]        Nor our strong sorrow,851
Act II,Scene III,Malcolm,Upon the foot of motion.,852
Act II,Scene III,Banquo,Look to the lady:,853
Act II,Scene III,[stage direction],LADY MACBETH is carried out,NA
Act II,Scene III,Banquo,"And when we have our naked frailties hid,",854
Act II,Scene III,Banquo,"That suffer in exposure, let us meet,",855
Act II,Scene III,Banquo,"And question this most bloody piece of work,",856
Act II,Scene III,Banquo,To know it further. Fears and scruples shake us:,857
Act II,Scene III,Banquo,In the great hand of God I stand; and thence,858
Act II,Scene III,Banquo,Against the undivulged pretence I fight,859
Act II,Scene III,Banquo,Of treasonous malice.,860
Act II,Scene III,Macduff,And so do I.,861
Act II,Scene III,All,So all.,862
Act II,Scene III,Macbeth,"Let's briefly put on manly readiness,",863
Act II,Scene III,Macbeth,And meet i' the hall together.,864
Act II,Scene III,All,Well contented.,865
Act II,Scene III,[stage direction],Exeunt all but Malcolm and Donalbain.,NA
Act II,Scene III,Malcolm,What will you do? Let's not consort with them:,866
Act II,Scene III,Malcolm,To show an unfelt sorrow is an office,867
Act II,Scene III,Malcolm,Which the false man does easy. I'll to England.,868
Act II,Scene III,Donalbain,"To Ireland, I; our separated fortune",869
Act II,Scene III,Donalbain,"Shall keep us both the safer: where we are,",870
Act II,Scene III,Donalbain,"There's daggers in men's smiles: the near in blood,",871
Act II,Scene III,Donalbain,The nearer bloody.,872
Act II,Scene III,Malcolm,This murderous shaft that's shot,873
Act II,Scene III,Malcolm,"Hath not yet lighted, and our safest way",874
Act II,Scene III,Malcolm,"Is to avoid the aim. Therefore, to horse;",875
Act II,Scene III,Malcolm,"And let us not be dainty of leave-taking,",876
Act II,Scene III,Malcolm,But shift away: there's warrant in that theft,877
Act II,Scene III,Malcolm,"Which steals itself, when there's no mercy left.",878
Act II,Scene III,[stage direction],Exeunt,NA
Act II,Scene IV,[stage direction],Enter ROSS and an old Man,NA
Act II,Scene IV,Old Man,Threescore and ten I can remember well:,879
Act II,Scene IV,Old Man,Within the volume of which time I have seen,880
Act II,Scene IV,Old Man,Hours dreadful and things strange; but this sore night,881
Act II,Scene IV,Old Man,Hath trifled former knowings.,882
Act II,Scene IV,Ross,"Ah, good father,",883
Act II,Scene IV,Ross,"Thou seest, the heavens, as troubled with man's act,",884
Act II,Scene IV,Ross,"Threaten his bloody stage: by the clock, 'tis day,",885
Act II,Scene IV,Ross,And yet dark night strangles the travelling lamp:,886
Act II,Scene IV,Ross,"Is't night's predominance, or the day's shame,",887
Act II,Scene IV,Ross,"That darkness does the face of earth entomb,",888
Act II,Scene IV,Ross,When living light should kiss it?,889
Act II,Scene IV,Old Man,"'Tis unnatural,",890
Act II,Scene IV,Old Man,"Even like the deed that's done. On Tuesday last,",891
Act II,Scene IV,Old Man,"A falcon, towering in her pride of place,",892
Act II,Scene IV,Old Man,Was by a mousing owl hawk'd at and kill'd.,893
Act II,Scene IV,Ross,And Duncan's horses--a thing most strange and certain--,894
Act II,Scene IV,Ross,"Beauteous and swift, the minions of their race,",895
Act II,Scene IV,Ross,"Turn'd wild in nature, broke their stalls, flung out,",896
Act II,Scene IV,Ross,"Contending 'gainst obedience, as they would make",897
Act II,Scene IV,Ross,War with mankind.,898
Act II,Scene IV,Old Man,'Tis said they eat each other.,899
Act II,Scene IV,Ross,"They did so, to the amazement of mine eyes",900
Act II,Scene IV,Ross,That look'd upon't. Here comes the good Macduff.,901
Act II,Scene IV,[stage direction],Enter MACDUFF,NA
Act II,Scene IV,Ross,"How goes the world, sir, now?",902
Act II,Scene IV,Macduff,"Why, see you not?",903
Act II,Scene IV,Ross,Is't known who did this more than bloody deed?,904
Act II,Scene IV,Macduff,Those that Macbeth hath slain.,905
Act II,Scene IV,Ross,"Alas, the day!",906
Act II,Scene IV,Ross,What good could they pretend?,907
Act II,Scene IV,Macduff,They were suborn'd:,908
Act II,Scene IV,Macduff,"Malcolm and Donalbain, the king's two sons,",909
Act II,Scene IV,Macduff,Are stol'n away and fled; which puts upon them,910
Act II,Scene IV,Macduff,Suspicion of the deed.,911
Act II,Scene IV,Ross,'Gainst nature still!,912
Act II,Scene IV,Ross,"Thriftless ambition, that wilt ravin up",913
Act II,Scene IV,Ross,Thine own life's means! Then 'tis most like,914
Act II,Scene IV,Ross,The sovereignty will fall upon Macbeth.,915
Act II,Scene IV,Macduff,"He is already named, and gone to Scone",916
Act II,Scene IV,Macduff,To be invested.,917
Act II,Scene IV,Ross,Where is Duncan's body?,918
Act II,Scene IV,Macduff,"Carried to Colmekill,",919
Act II,Scene IV,Macduff,"The sacred storehouse of his predecessors,",920
Act II,Scene IV,Macduff,And guardian of their bones.,921
Act II,Scene IV,Ross,Will you to Scone?,922
Act II,Scene IV,Macduff,"No, cousin, I'll to Fife.",923
Act II,Scene IV,Ross,"Well, I will thither.",924
Act II,Scene IV,Macduff,"Well, may you see things well done there: adieu!",925
Act II,Scene IV,Macduff,Lest our old robes sit easier than our new!,926
Act II,Scene IV,Ross,"Farewell, father.",927
Act II,Scene IV,Old Man,God's benison go with you; and with those,928
Act II,Scene IV,Old Man,"That would make good of bad, and friends of foes!",929
Act II,Scene IV,[stage direction],Exeunt,NA
Act III,Scene I,[stage direction],Enter BANQUO,NA
Act III,Scene I,Banquo,"Thou hast it now: king, Cawdor, Glamis, all,",930
Act III,Scene I,Banquo,"As the weird women promised, and, I fear,",931
Act III,Scene I,Banquo,Thou play'dst most foully for't: yet it was said,932
Act III,Scene I,Banquo,"It should not stand in thy posterity,",933
Act III,Scene I,Banquo,But that myself should be the root and father,934
Act III,Scene I,Banquo,Of many kings. If there come truth from them--,935
Act III,Scene I,Banquo,"As upon thee, Macbeth, their speeches shine--",936
Act III,Scene I,Banquo,"Why, by the verities on thee made good,",937
Act III,Scene I,Banquo,"May they not be my oracles as well,",938
Act III,Scene I,Banquo,And set me up in hope? But hush! no more.,939
Act III,Scene I,[stage direction],"Sennet sounded. Enter MACBETH, as king, LADY  MACBETH, as queen, LENNOX, ROSS, Lords, Ladies, and Attendants",NA
Act III,Scene I,Macbeth,Here's our chief guest.,940
Act III,Scene I,Lady Macbeth,"If he had been forgotten,",941
Act III,Scene I,Lady Macbeth,"It had been as a gap in our great feast,",942
Act III,Scene I,Lady Macbeth,And all-thing unbecoming.,943
Act III,Scene I,Macbeth,"To-night we hold a solemn supper sir,",944
Act III,Scene I,Macbeth,And I'll request your presence.,945
Act III,Scene I,Banquo,Let your highness,946
Act III,Scene I,Banquo,Command upon me; to the which my duties,947
Act III,Scene I,Banquo,Are with a most indissoluble tie,948
Act III,Scene I,Banquo,For ever knit.,949
Act III,Scene I,Macbeth,Ride you this afternoon?,950
Act III,Scene I,Banquo,"Ay, my good lord.",951
Act III,Scene I,Macbeth,"We should have else desired your good advice,",952
Act III,Scene I,Macbeth,"Which still hath been both grave and prosperous,",953
Act III,Scene I,Macbeth,In this day's council; but we'll take to-morrow.,954
Act III,Scene I,Macbeth,Is't far you ride?,955
Act III,Scene I,Banquo,"As far, my lord, as will fill up the time",956
Act III,Scene I,Banquo,"'Twixt this and supper: go not my horse the better,",957
Act III,Scene I,Banquo,I must become a borrower of the night,958
Act III,Scene I,Banquo,For a dark hour or twain.,959
Act III,Scene I,Macbeth,Fail not our feast.,960
Act III,Scene I,Banquo,"My lord, I will not.",961
Act III,Scene I,Macbeth,"We hear, our bloody cousins are bestow'd",962
Act III,Scene I,Macbeth,"In England and in Ireland, not confessing",963
Act III,Scene I,Macbeth,"Their cruel parricide, filling their hearers",964
Act III,Scene I,Macbeth,"With strange invention: but of that to-morrow,",965
Act III,Scene I,Macbeth,When therewithal we shall have cause of state,966
Act III,Scene I,Macbeth,"Craving us jointly. Hie you to horse: adieu,",967
Act III,Scene I,Macbeth,Till you return at night. Goes Fleance with you?,968
Act III,Scene I,Banquo,"Ay, my good lord: our time does call upon 's.",969
Act III,Scene I,Macbeth,I wish your horses swift and sure of foot;,970
Act III,Scene I,Macbeth,And so I do commend you to their backs. Farewell.,971
Act III,Scene I,[stage direction],Exit BANQUO,NA
Act III,Scene I,Macbeth,Let every man be master of his time,972
Act III,Scene I,Macbeth,Till seven at night: to make society,973
Act III,Scene I,Macbeth,"The sweeter welcome, we will keep ourself",974
Act III,Scene I,Macbeth,"Till supper-time alone: while then, God be with you!",975
Act III,Scene I,[stage direction],"Exeunt all but MACBETH, and an attendant",NA
Act III,Scene I,Macbeth,"Sirrah, a word with you: attend those men",976
Act III,Scene I,Macbeth,Our pleasure?,977
Act III,Scene I,Attendant,"They are, my lord, without the palace gate.",978
Act III,Scene I,Macbeth,Bring them before us.,979
Act III,Scene I,[stage direction],Exit Attendant,NA
Act III,Scene I,Macbeth,To be thus is nothing;,980
Act III,Scene I,Macbeth,But to be safely thus.--Our fears in Banquo,981
Act III,Scene I,Macbeth,Stick deep; and in his royalty of nature,982
Act III,Scene I,Macbeth,Reigns that which would be fear'd: 'tis much he dares;,983
Act III,Scene I,Macbeth,"And, to that dauntless temper of his mind,",984
Act III,Scene I,Macbeth,He hath a wisdom that doth guide his valour,985
Act III,Scene I,Macbeth,To act in safety. There is none but he,986
Act III,Scene I,Macbeth,"Whose being I do fear: and, under him,",987
Act III,Scene I,Macbeth,"My Genius is rebuked; as, it is said,",988
Act III,Scene I,Macbeth,Mark Antony's was by Caesar. He chid the sisters,989
Act III,Scene I,Macbeth,"When first they put the name of king upon me,",990
Act III,Scene I,Macbeth,And bade them speak to him: then prophet-like,991
Act III,Scene I,Macbeth,They hail'd him father to a line of kings:,992
Act III,Scene I,Macbeth,"Upon my head they placed a fruitless crown,",993
Act III,Scene I,Macbeth,"And put a barren sceptre in my gripe,",994
Act III,Scene I,Macbeth,"Thence to be wrench'd with an unlineal hand,",995
Act III,Scene I,Macbeth,"No son of mine succeeding. If 't be so,",996
Act III,Scene I,Macbeth,For Banquo's issue have I filed my mind;,997
Act III,Scene I,Macbeth,For them the gracious Duncan have I murder'd;,998
Act III,Scene I,Macbeth,Put rancours in the vessel of my peace,999
Act III,Scene I,Macbeth,Only for them; and mine eternal jewel,1000
Act III,Scene I,Macbeth,"Given to the common enemy of man,",1001
Act III,Scene I,Macbeth,"To make them kings, the seed of Banquo kings!",1002
Act III,Scene I,Macbeth,"Rather than so, come fate into the list.",1003
Act III,Scene I,Macbeth,And champion me to the utterance! Who's there!,1004
Act III,Scene I,[stage direction],"Re-enter Attendant, with two Murderers",NA
Act III,Scene I,Macbeth,"Now go to the door, and stay there till we call.",1005
Act III,Scene I,[stage direction],Exit Attendant,NA
Act III,Scene I,Macbeth,Was it not yesterday we spoke together?,1006
Act III,Scene I,First Murderer,"It was, so please your highness.",1007
Act III,Scene I,Macbeth,"Well then, now",1008
Act III,Scene I,Macbeth,Have you consider'd of my speeches? Know,1009
Act III,Scene I,Macbeth,That it was he in the times past which held you,1010
Act III,Scene I,Macbeth,"So under fortune, which you thought had been",1011
Act III,Scene I,Macbeth,Our innocent self: this I made good to you,1012
Act III,Scene I,Macbeth,"In our last conference, pass'd in probation with you,",1013
Act III,Scene I,Macbeth,"How you were borne in hand, how cross'd,",1014
Act III,Scene I,Macbeth,"the instruments,",1015
Act III,Scene I,Macbeth,"Who wrought with them, and all things else that might",1016
Act III,Scene I,Macbeth,To half a soul and to a notion crazed,1017
Act III,Scene I,Macbeth,Say 'Thus did Banquo.',1018
Act III,Scene I,First Murderer,You made it known to us.,1019
Act III,Scene I,Macbeth,"I did so, and went further, which is now",1020
Act III,Scene I,Macbeth,Our point of second meeting. Do you find,1021
Act III,Scene I,Macbeth,Your patience so predominant in your nature,1022
Act III,Scene I,Macbeth,That you can let this go? Are you so gospell'd,1023
Act III,Scene I,Macbeth,"To pray for this good man and for his issue,",1024
Act III,Scene I,Macbeth,Whose heavy hand hath bow'd you to the grave,1025
Act III,Scene I,Macbeth,And beggar'd yours for ever?,1026
Act III,Scene I,First Murderer,"We are men, my liege.",1027
Act III,Scene I,Macbeth,"Ay, in the catalogue ye go for men;",1028
Act III,Scene I,Macbeth,"As hounds and greyhounds, mongrels, spaniels, curs,",1029
Act III,Scene I,Macbeth,"Shoughs, water-rugs and demi-wolves, are clept",1030
Act III,Scene I,Macbeth,All by the name of dogs: the valued file,1031
Act III,Scene I,Macbeth,"Distinguishes the swift, the slow, the subtle,",1032
Act III,Scene I,Macbeth,"The housekeeper, the hunter, every one",1033
Act III,Scene I,Macbeth,According to the gift which bounteous nature,1034
Act III,Scene I,Macbeth,Hath in him closed; whereby he does receive,1035
Act III,Scene I,Macbeth,Particular addition. from the bill,1036
Act III,Scene I,Macbeth,That writes them all alike: and so of men.,1037
Act III,Scene I,Macbeth,"Now, if you have a station in the file,",1038
Act III,Scene I,Macbeth,"Not i' the worst rank of manhood, say 't;",1039
Act III,Scene I,Macbeth,"And I will put that business in your bosoms,",1040
Act III,Scene I,Macbeth,"Whose execution takes your enemy off,",1041
Act III,Scene I,Macbeth,"Grapples you to the heart and love of us,",1042
Act III,Scene I,Macbeth,"Who wear our health but sickly in his life,",1043
Act III,Scene I,Macbeth,Which in his death were perfect.,1044
Act III,Scene I,Second Murderer,"I am one, my liege,",1045
Act III,Scene I,Second Murderer,Whom the vile blows and buffets of the world,1046
Act III,Scene I,Second Murderer,Have so incensed that I am reckless what,1047
Act III,Scene I,Second Murderer,I do to spite the world.,1048
Act III,Scene I,First Murderer,And I another,1049
Act III,Scene I,First Murderer,"So weary with disasters, tugg'd with fortune,",1050
Act III,Scene I,First Murderer,"That I would set my lie on any chance,",1051
Act III,Scene I,First Murderer,"To mend it, or be rid on't.",1052
Act III,Scene I,Macbeth,Both of you,1053
Act III,Scene I,Macbeth,Know Banquo was your enemy.,1054
Act III,Scene I,Both Murderers,"True, my lord.",1055
Act III,Scene I,Macbeth,"So is he mine; and in such bloody distance,",1056
Act III,Scene I,Macbeth,That every minute of his being thrusts,1057
Act III,Scene I,Macbeth,Against my near'st of life: and though I could,1058
Act III,Scene I,Macbeth,With barefaced power sweep him from my sight,1059
Act III,Scene I,Macbeth,"And bid my will avouch it, yet I must not,",1060
Act III,Scene I,Macbeth,"For certain friends that are both his and mine,",1061
Act III,Scene I,Macbeth,"Whose loves I may not drop, but wail his fall",1062
Act III,Scene I,Macbeth,"Who I myself struck down; and thence it is,",1063
Act III,Scene I,Macbeth,"That I to your assistance do make love,",1064
Act III,Scene I,Macbeth,Masking the business from the common eye,1065
Act III,Scene I,Macbeth,For sundry weighty reasons.,1066
Act III,Scene I,Second Murderer,"We shall, my lord,",1067
Act III,Scene I,Second Murderer,Perform what you command us.,1068
Act III,Scene I,First Murderer,Though our lives--,1069
Act III,Scene I,Macbeth,Your spirits shine through you. Within this hour at most,1070
Act III,Scene I,Macbeth,I will advise you where to plant yourselves;,1071
Act III,Scene I,Macbeth,"Acquaint you with the perfect spy o' the time,",1072
Act III,Scene I,Macbeth,"The moment on't; for't must be done to-night,",1073
Act III,Scene I,Macbeth,And something from the palace; always thought,1074
Act III,Scene I,Macbeth,That I require a clearness: and with him--,1075
Act III,Scene I,Macbeth,To leave no rubs nor botches in the work--,1076
Act III,Scene I,Macbeth,"Fleance his son, that keeps him company,",1077
Act III,Scene I,Macbeth,Whose absence is no less material to me,1078
Act III,Scene I,Macbeth,"Than is his father's, must embrace the fate",1079
Act III,Scene I,Macbeth,Of that dark hour. Resolve yourselves apart:,1080
Act III,Scene I,Macbeth,I'll come to you anon.,1081
Act III,Scene I,Both Murderers,"We are resolved, my lord.",1082
Act III,Scene I,Macbeth,I'll call upon you straight: abide within.,1083
Act III,Scene I,[stage direction],Exeunt Murderers,NA
Act III,Scene I,Macbeth,"It is concluded. Banquo, thy soul's flight,",1084
Act III,Scene I,Macbeth,"If it find heaven, must find it out to-night.",1085
Act III,Scene I,[stage direction],Exit,NA
Act III,Scene II,[stage direction],Enter LADY MACBETH and a Servant,NA
Act III,Scene II,Lady Macbeth,Is Banquo gone from court?,1086
Act III,Scene II,Servant,"Ay, madam, but returns again to-night.",1087
Act III,Scene II,Lady Macbeth,"Say to the king, I would attend his leisure",1088
Act III,Scene II,Lady Macbeth,For a few words.,1089
Act III,Scene II,Servant,"Madam, I will.",1090
Act III,Scene II,[stage direction],Exit,NA
Act III,Scene II,Lady Macbeth,"Nought's had, all's spent,",1091
Act III,Scene II,Lady Macbeth,Where our desire is got without content:,1092
Act III,Scene II,Lady Macbeth,'Tis safer to be that which we destroy,1093
Act III,Scene II,Lady Macbeth,Than by destruction dwell in doubtful joy.,1094
Act III,Scene II,[stage direction],Enter MACBETH,NA
Act III,Scene II,Lady Macbeth,"How now, my lord! why do you keep alone,",1095
Act III,Scene II,Lady Macbeth,"Of sorriest fancies your companions making,",1096
Act III,Scene II,Lady Macbeth,Using those thoughts which should indeed have died,1097
Act III,Scene II,Lady Macbeth,With them they think on? Things without all remedy,1098
Act III,Scene II,Lady Macbeth,Should be without regard: what's done is done.,1099
Act III,Scene II,Macbeth,"We have scotch'd the snake, not kill'd it:",1100
Act III,Scene II,Macbeth,"She'll close and be herself, whilst our poor malice",1101
Act III,Scene II,Macbeth,Remains in danger of her former tooth.,1102
Act III,Scene II,Macbeth,"But let the frame of things disjoint, both the",1103
Act III,Scene II,Macbeth,"worlds suffer,",1104
Act III,Scene II,Macbeth,Ere we will eat our meal in fear and sleep,1105
Act III,Scene II,Macbeth,In the affliction of these terrible dreams,1106
Act III,Scene II,Macbeth,"That shake us nightly: better be with the dead,",1107
Act III,Scene II,Macbeth,"Whom we, to gain our peace, have sent to peace,",1108
Act III,Scene II,Macbeth,Than on the torture of the mind to lie,1109
Act III,Scene II,Macbeth,In restless ecstasy. Duncan is in his grave;,1110
Act III,Scene II,Macbeth,After life's fitful fever he sleeps well;,1111
Act III,Scene II,Macbeth,"Treason has done his worst: nor steel, nor poison,",1112
Act III,Scene II,Macbeth,"Malice domestic, foreign levy, nothing,",1113
Act III,Scene II,Macbeth,Can touch him further.,1114
Act III,Scene II,Lady Macbeth,Come on;,1115
Act III,Scene II,Lady Macbeth,"Gentle my lord, sleek o'er your rugged looks;",1116
Act III,Scene II,Lady Macbeth,Be bright and jovial among your guests to-night.,1117
Act III,Scene II,Macbeth,"So shall I, love; and so, I pray, be you:",1118
Act III,Scene II,Macbeth,Let your remembrance apply to Banquo;,1119
Act III,Scene II,Macbeth,"Present him eminence, both with eye and tongue:",1120
Act III,Scene II,Macbeth,"Unsafe the while, that we",1121
Act III,Scene II,Macbeth,"Must lave our honours in these flattering streams,",1122
Act III,Scene II,Macbeth,"And make our faces vizards to our hearts,",1123
Act III,Scene II,Macbeth,Disguising what they are.,1124
Act III,Scene II,Lady Macbeth,You must leave this.,1125
Act III,Scene II,Macbeth,"O, full of scorpions is my mind, dear wife!",1126
Act III,Scene II,Macbeth,"Thou know'st that Banquo, and his Fleance, lives.",1127
Act III,Scene II,Lady Macbeth,But in them nature's copy's not eterne.,1128
Act III,Scene II,Macbeth,There's comfort yet; they are assailable;,1129
Act III,Scene II,Macbeth,Then be thou jocund: ere the bat hath flown,1130
Act III,Scene II,Macbeth,"His cloister'd flight, ere to black Hecate's summons",1131
Act III,Scene II,Macbeth,The shard-borne beetle with his drowsy hums,1132
Act III,Scene II,Macbeth,"Hath rung night's yawning peal, there shall be done",1133
Act III,Scene II,Macbeth,A deed of dreadful note.,1134
Act III,Scene II,Lady Macbeth,What's to be done?,1135
Act III,Scene II,Macbeth,"Be innocent of the knowledge, dearest chuck,",1136
Act III,Scene II,Macbeth,"Till thou applaud the deed. Come, seeling night,",1137
Act III,Scene II,Macbeth,Scarf up the tender eye of pitiful day;,1138
Act III,Scene II,Macbeth,And with thy bloody and invisible hand,1139
Act III,Scene II,Macbeth,Cancel and tear to pieces that great bond,1140
Act III,Scene II,Macbeth,Which keeps me pale! Light thickens; and the crow,1141
Act III,Scene II,Macbeth,Makes wing to the rooky wood:,1142
Act III,Scene II,Macbeth,Good things of day begin to droop and drowse;,1143
Act III,Scene II,Macbeth,While night's black agents to their preys do rouse.,1144
Act III,Scene II,Macbeth,Thou marvell'st at my words: but hold thee still;,1145
Act III,Scene II,Macbeth,Things bad begun make strong themselves by ill.,1146
Act III,Scene II,Macbeth,"So, prithee, go with me.",1147
Act III,Scene II,[stage direction],Exeunt,NA
Act III,Scene III,[stage direction],Enter three Murderers,NA
Act III,Scene III,First Murderer,But who did bid thee join with us?,1148
Act III,Scene III,Third Murderer,Macbeth.,1149
Act III,Scene III,Second Murderer,"He needs not our mistrust, since he delivers",1150
Act III,Scene III,Second Murderer,Our offices and what we have to do,1151
Act III,Scene III,Second Murderer,To the direction just.,1152
Act III,Scene III,First Murderer,Then stand with us.,1153
Act III,Scene III,First Murderer,The west yet glimmers with some streaks of day:,1154
Act III,Scene III,First Murderer,Now spurs the lated traveller apace,1155
Act III,Scene III,First Murderer,To gain the timely inn; and near approaches,1156
Act III,Scene III,First Murderer,The subject of our watch.,1157
Act III,Scene III,Third Murderer,Hark! I hear horses.,1158
Act III,Scene III,Banquo,"[Within]  Give us a light there, ho!",1159
Act III,Scene III,Second Murderer,Then 'tis he: the rest,1160
Act III,Scene III,Second Murderer,That are within the note of expectation,1161
Act III,Scene III,Second Murderer,Already are i' the court.,1162
Act III,Scene III,First Murderer,His horses go about.,1163
Act III,Scene III,Third Murderer,"Almost a mile: but he does usually,",1164
Act III,Scene III,Third Murderer,"So all men do, from hence to the palace gate",1165
Act III,Scene III,Third Murderer,Make it their walk.,1166
Act III,Scene III,Second Murderer,"A light, a light!",1167
Act III,Scene III,[stage direction],"Enter BANQUO, and FLEANCE with a torch",NA
Act III,Scene III,Third Murderer,'Tis he.,1168
Act III,Scene III,First Murderer,Stand to't.,1169
Act III,Scene III,Banquo,It will be rain to-night.,1170
Act III,Scene III,First Murderer,Let it come down.,1171
Act III,Scene III,[stage direction],They set upon BANQUO,NA
Act III,Scene III,Banquo,"O, treachery! Fly, good Fleance, fly, fly, fly!",1172
Act III,Scene III,Banquo,Thou mayst revenge. O slave!,1173
Act III,Scene III,[stage direction],Dies. FLEANCE escapes,NA
Act III,Scene III,Third Murderer,Who did strike out the light?,1174
Act III,Scene III,First Murderer,Wast not the way?,1175
Act III,Scene III,Third Murderer,There's but one down; the son is fled.,1176
Act III,Scene III,Second Murderer,We have lost,1177
Act III,Scene III,Second Murderer,Best half of our affair.,1178
Act III,Scene III,First Murderer,"Well, let's away, and say how much is done.",1179
Act III,Scene III,[stage direction],Exeunt,NA
Act III,Scene IV,[stage direction],"A banquet prepared. Enter MACBETH, LADY MACBETH, ROSS, LENNOX, Lords, and Attendants",NA
Act III,Scene IV,Macbeth,You know your own degrees; sit down: at first,1180
Act III,Scene IV,Macbeth,And last the hearty welcome.,1181
Act III,Scene IV,Lords,Thanks to your majesty.,1182
Act III,Scene IV,Macbeth,"Ourself will mingle with society,",1183
Act III,Scene IV,Macbeth,And play the humble host.,1184
Act III,Scene IV,Macbeth,"Our hostess keeps her state, but in best time",1185
Act III,Scene IV,Macbeth,We will require her welcome.,1186
Act III,Scene IV,Lady Macbeth,"Pronounce it for me, sir, to all our friends;",1187
Act III,Scene IV,Lady Macbeth,For my heart speaks they are welcome.,1188
Act III,Scene IV,[stage direction],First Murderer appears at the door,NA
Act III,Scene IV,Macbeth,"See, they encounter thee with their hearts' thanks.",1189
Act III,Scene IV,Macbeth,Both sides are even: here I'll sit i' the midst:,1190
Act III,Scene IV,Macbeth,Be large in mirth; anon we'll drink a measure,1191
Act III,Scene IV,Macbeth,The table round.,1192
Act III,Scene IV,[stage direction],Approaching the door,NA
Act III,Scene IV,Macbeth,There's blood on thy face.,1193
Act III,Scene IV,First Murderer,'Tis Banquo's then.,1194
Act III,Scene IV,Macbeth,'Tis better thee without than he within.,1195
Act III,Scene IV,Macbeth,Is he dispatch'd?,1196
Act III,Scene IV,First Murderer,"My lord, his throat is cut; that I did for him.",1197
Act III,Scene IV,Macbeth,Thou art the best o' the cut-throats: yet he's good,1198
Act III,Scene IV,Macbeth,"That did the like for Fleance: if thou didst it,",1199
Act III,Scene IV,Macbeth,Thou art the nonpareil.,1200
Act III,Scene IV,First Murderer,"Most royal sir,",1201
Act III,Scene IV,First Murderer,Fleance is 'scaped.,1202
Act III,Scene IV,Macbeth,"Then comes my fit again: I had else been perfect,",1203
Act III,Scene IV,Macbeth,"Whole as the marble, founded as the rock,",1204
Act III,Scene IV,Macbeth,As broad and general as the casing air:,1205
Act III,Scene IV,Macbeth,"But now I am cabin'd, cribb'd, confined, bound in",1206
Act III,Scene IV,Macbeth,To saucy doubts and fears. But Banquo's safe?,1207
Act III,Scene IV,First Murderer,"Ay, my good lord: safe in a ditch he bides,",1208
Act III,Scene IV,First Murderer,With twenty trenched gashes on his head;,1209
Act III,Scene IV,First Murderer,The least a death to nature.,1210
Act III,Scene IV,Macbeth,Thanks for that:,1211
Act III,Scene IV,Macbeth,There the grown serpent lies; the worm that's fled,1212
Act III,Scene IV,Macbeth,"Hath nature that in time will venom breed,",1213
Act III,Scene IV,Macbeth,No teeth for the present. Get thee gone: to-morrow,1214
Act III,Scene IV,Macbeth,"We'll hear, ourselves, again.",1215
Act III,Scene IV,[stage direction],Exit Murderer,NA
