act,scene,character,dialogue,line_number
Act III,Scene II,Hamlet,keep counsel; they'll tell all.,2001
Act III,Scene II,Ophelia,Will he tell us what this show meant?,2002
Act III,Scene II,Hamlet,"Ay, or any show that you'll show him: be not you",2003
Act III,Scene II,Hamlet,"ashamed to show, he'll not shame to tell you what it means.",2004
Act III,Scene II,Ophelia,"You are naught, you are naught: I'll mark the play.",2005
Act III,Scene II,Prologue,"For us, and for our tragedy,",2006
Act III,Scene II,Prologue,"Here stooping to your clemency,",2007
Act III,Scene II,Prologue,We beg your hearing patiently.,2008
Act III,Scene II,[stage direction],Exit,NA
Act III,Scene II,Hamlet,"Is this a prologue, or the posy of a ring?",2009
Act III,Scene II,Ophelia,"'Tis brief, my lord.",2010
Act III,Scene II,Hamlet,As woman's love.,2011
Act III,Scene II,[stage direction],"Enter two Players, King and Queen",NA
Act III,Scene II,Player King,Full thirty times hath Phoebus' cart gone round,2012
Act III,Scene II,Player King,"Neptune's salt wash and Tellus' orbed ground,",2013
Act III,Scene II,Player King,And thirty dozen moons with borrow'd sheen,2014
Act III,Scene II,Player King,"About the world have times twelve thirties been,",2015
Act III,Scene II,Player King,Since love our hearts and Hymen did our hands,2016
Act III,Scene II,Player King,Unite commutual in most sacred bands.,2017
Act III,Scene II,Player Queen,So many journeys may the sun and moon,2018
Act III,Scene II,Player Queen,Make us again count o'er ere love be done!,2019
Act III,Scene II,Player Queen,"But, woe is me, you are so sick of late,",2020
Act III,Scene II,Player Queen,"So far from cheer and from your former state,",2021
Act III,Scene II,Player Queen,"That I distrust you. Yet, though I distrust,",2022
Act III,Scene II,Player Queen,"Discomfort you, my lord, it nothing must:",2023
Act III,Scene II,Player Queen,For women's fear and love holds quantity;,2024
Act III,Scene II,Player Queen,"In neither aught, or in extremity.",2025
Act III,Scene II,Player Queen,"Now, what my love is, proof hath made you know;",2026
Act III,Scene II,Player Queen,"And as my love is sized, my fear is so:",2027
Act III,Scene II,Player Queen,"Where love is great, the littlest doubts are fear;",2028
Act III,Scene II,Player Queen,"Where little fears grow great, great love grows there.",2029
Act III,Scene II,Player King,"'Faith, I must leave thee, love, and shortly too;",2030
Act III,Scene II,Player King,My operant powers their functions leave to do:,2031
Act III,Scene II,Player King,"And thou shalt live in this fair world behind,",2032
Act III,Scene II,Player King,"Honour'd, beloved; and haply one as kind",2033
Act III,Scene II,Player King,For husband shalt thou--,2034
Act III,Scene II,Player Queen,"O, confound the rest!",2035
Act III,Scene II,Player Queen,Such love must needs be treason in my breast:,2036
Act III,Scene II,Player Queen,In second husband let me be accurst!,2037
Act III,Scene II,Player Queen,None wed the second but who kill'd the first.,2038
Act III,Scene II,Hamlet,"[Aside]  Wormwood, wormwood.",2039
Act III,Scene II,Player Queen,The instances that second marriage move,2040
Act III,Scene II,Player Queen,"Are base respects of thrift, but none of love:",2041
Act III,Scene II,Player Queen,"A second time I kill my husband dead,",2042
Act III,Scene II,Player Queen,When second husband kisses me in bed.,2043
Act III,Scene II,Player King,I do believe you think what now you speak;,2044
Act III,Scene II,Player King,But what we do determine oft we break.,2045
Act III,Scene II,Player King,"Purpose is but the slave to memory,",2046
Act III,Scene II,Player King,"Of violent birth, but poor validity;",2047
Act III,Scene II,Player King,"Which now, like fruit unripe, sticks on the tree;",2048
Act III,Scene II,Player King,"But fall, unshaken, when they mellow be.",2049
Act III,Scene II,Player King,Most necessary 'tis that we forget,2050
Act III,Scene II,Player King,To pay ourselves what to ourselves is debt:,2051
Act III,Scene II,Player King,"What to ourselves in passion we propose,",2052
Act III,Scene II,Player King,"The passion ending, doth the purpose lose.",2053
Act III,Scene II,Player King,The violence of either grief or joy,2054
Act III,Scene II,Player King,Their own enactures with themselves destroy:,2055
Act III,Scene II,Player King,"Where joy most revels, grief doth most lament;",2056
Act III,Scene II,Player King,"Grief joys, joy grieves, on slender accident.",2057
Act III,Scene II,Player King,"This world is not for aye, nor 'tis not strange",2058
Act III,Scene II,Player King,That even our loves should with our fortunes change;,2059
Act III,Scene II,Player King,"For 'tis a question left us yet to prove,",2060
Act III,Scene II,Player King,"Whether love lead fortune, or else fortune love.",2061
Act III,Scene II,Player King,"The great man down, you mark his favourite flies;",2062
Act III,Scene II,Player King,The poor advanced makes friends of enemies.,2063
Act III,Scene II,Player King,And hitherto doth love on fortune tend;,2064
Act III,Scene II,Player King,"For who not needs shall never lack a friend,",2065
Act III,Scene II,Player King,"And who in want a hollow friend doth try,",2066
Act III,Scene II,Player King,Directly seasons him his enemy.,2067
Act III,Scene II,Player King,"But, orderly to end where I begun,",2068
Act III,Scene II,Player King,Our wills and fates do so contrary run,2069
Act III,Scene II,Player King,That our devices still are overthrown;,2070
Act III,Scene II,Player King,"Our thoughts are ours, their ends none of our own:",2071
Act III,Scene II,Player King,So think thou wilt no second husband wed;,2072
Act III,Scene II,Player King,But die thy thoughts when thy first lord is dead.,2073
Act III,Scene II,Player Queen,"Nor earth to me give food, nor heaven light!",2074
Act III,Scene II,Player Queen,Sport and repose lock from me day and night!,2075
Act III,Scene II,Player Queen,To desperation turn my trust and hope!,2076
Act III,Scene II,Player Queen,An anchor's cheer in prison be my scope!,2077
Act III,Scene II,Player Queen,Each opposite that blanks the face of joy,2078
Act III,Scene II,Player Queen,Meet what I would have well and it destroy!,2079
Act III,Scene II,Player Queen,"Both here and hence pursue me lasting strife,",2080
Act III,Scene II,Player Queen,"If, once a widow, ever I be wife!",2081
Act III,Scene II,Hamlet,If she should break it now!,2082
Act III,Scene II,Player King,"'Tis deeply sworn. Sweet, leave me here awhile;",2083
Act III,Scene II,Player King,"My spirits grow dull, and fain I would beguile",2084
Act III,Scene II,Player King,The tedious day with sleep.,2085
Act III,Scene II,[stage direction],Sleeps,NA
Act III,Scene II,Player Queen,"Sleep rock thy brain,",2086
Act III,Scene II,Player Queen,And never come mischance between us twain!,2087
Act III,Scene II,[stage direction],Exit,NA
Act III,Scene II,Hamlet,"Madam, how like you this play?",2088
Act III,Scene II,Queen Gertrude,"The lady protests too much, methinks.",2089
Act III,Scene II,Hamlet,"O, but she'll keep her word.",2090
Act III,Scene II,King Claudius,Have you heard the argument? Is there no offence in 't?,2091
Act III,Scene II,Hamlet,"No, no, they do but jest, poison in jest; no offence",2092
Act III,Scene II,Hamlet,i' the world.,2093
Act III,Scene II,King Claudius,What do you call the play?,2094
Act III,Scene II,Hamlet,"The Mouse-trap. Marry, how? Tropically. This play",2095
Act III,Scene II,Hamlet,is the image of a murder done in Vienna: Gonzago is,2096
Act III,Scene II,Hamlet,"the duke's name; his wife, Baptista: you shall see",2097
Act III,Scene II,Hamlet,anon; 'tis a knavish piece of work: but what o',2098
Act III,Scene II,Hamlet,"that? your majesty and we that have free souls, it",2099
Act III,Scene II,Hamlet,"touches us not: let the galled jade wince, our",2100
Act III,Scene II,Hamlet,withers are unwrung.,2101
Act III,Scene II,[stage direction],Enter LUCIANUS,NA
Act III,Scene II,Hamlet,"This is one Lucianus, nephew to the king.",2102
Act III,Scene II,Ophelia,"You are as good as a chorus, my lord.",2103
Act III,Scene II,Hamlet,"I could interpret between you and your love, if I",2104
Act III,Scene II,Hamlet,could see the puppets dallying.,2105
Act III,Scene II,Ophelia,"You are keen, my lord, you are keen.",2106
Act III,Scene II,Hamlet,It would cost you a groaning to take off my edge.,2107
Act III,Scene II,Ophelia,"Still better, and worse.",2108
Act III,Scene II,Hamlet,"So you must take your husbands. Begin, murderer;",2109
Act III,Scene II,Hamlet,"pox, leave thy damnable faces, and begin. Come:",2110
Act III,Scene II,Hamlet,'the croaking raven doth bellow for revenge.',2111
Act III,Scene II,Lucianus,"Thoughts black, hands apt, drugs fit, and time agreeing;",2112
Act III,Scene II,Lucianus,"Confederate season, else no creature seeing;",2113
Act III,Scene II,Lucianus,"Thou mixture rank, of midnight weeds collected,",2114
Act III,Scene II,Lucianus,"With Hecate's ban thrice blasted, thrice infected,",2115
Act III,Scene II,Lucianus,"Thy natural magic and dire property,",2116
Act III,Scene II,Lucianus,On wholesome life usurp immediately.,2117
Act III,Scene II,[stage direction],Pours the poison into the sleeper's ears,NA
Act III,Scene II,Hamlet,He poisons him i' the garden for's estate. His,2118
Act III,Scene II,Hamlet,"name's Gonzago: the story is extant, and writ in",2119
Act III,Scene II,Hamlet,choice Italian: you shall see anon how the murderer,2120
Act III,Scene II,Hamlet,gets the love of Gonzago's wife.,2121
Act III,Scene II,Ophelia,The king rises.,2122
Act III,Scene II,Hamlet,"What, frighted with false fire!",2123
Act III,Scene II,Queen Gertrude,How fares my lord?,2124
Act III,Scene II,Lord Polonius,Give o'er the play.,2125
Act III,Scene II,King Claudius,Give me some light: away!,2126
Act III,Scene II,All,"Lights, lights, lights!",2127
Act III,Scene II,[stage direction],Exeunt all but HAMLET and HORATIO,NA
Act III,Scene II,Hamlet,"Why, let the stricken deer go weep,",2128
Act III,Scene II,Hamlet,The hart ungalled play;,2129
Act III,Scene II,Hamlet,"For some must watch, while some must sleep:",2130
Act III,Scene II,Hamlet,So runs the world away.,2131
Act III,Scene II,Hamlet,"Would not this, sir, and a forest of feathers-- if",2132
Act III,Scene II,Hamlet,the rest of my fortunes turn Turk with me--with two,2133
Act III,Scene II,Hamlet,"Provincial roses on my razed shoes, get me a",2134
Act III,Scene II,Hamlet,"fellowship in a cry of players, sir?",2135
Act III,Scene II,Horatio,Half a share.,2136
Act III,Scene II,Hamlet,"A whole one, I.",2137
Act III,Scene II,Hamlet,"For thou dost know, O Damon dear,",2138
Act III,Scene II,Hamlet,This realm dismantled was,2139
Act III,Scene II,Hamlet,Of Jove himself; and now reigns here,2140
Act III,Scene II,Hamlet,"A very, very--pajock.",2141
Act III,Scene II,Horatio,You might have rhymed.,2142
Act III,Scene II,Hamlet,"O good Horatio, I'll take the ghost's word for a",2143
Act III,Scene II,Hamlet,thousand pound. Didst perceive?,2144
Act III,Scene II,Horatio,"Very well, my lord.",2145
Act III,Scene II,Hamlet,Upon the talk of the poisoning?,2146
Act III,Scene II,Horatio,I did very well note him.,2147
Act III,Scene II,Hamlet,"Ah, ha! Come, some music! come, the recorders!",2148
Act III,Scene II,Hamlet,"For if the king like not the comedy,",2149
Act III,Scene II,Hamlet,"Why then, belike, he likes it not, perdy.",2150
Act III,Scene II,Hamlet,"Come, some music!",2151
Act III,Scene II,[stage direction],Re-enter ROSENCRANTZ and GUILDENSTERN,NA
Act III,Scene II,Guildenstern,"Good my lord, vouchsafe me a word with you.",2152
Act III,Scene II,Hamlet,"Sir, a whole history.",2153
Act III,Scene II,Guildenstern,"The king, sir,--",2154
Act III,Scene II,Hamlet,"Ay, sir, what of him?",2155
Act III,Scene II,Guildenstern,Is in his retirement marvellous distempered.,2156
Act III,Scene II,Hamlet,"With drink, sir?",2157
Act III,Scene II,Guildenstern,"No, my lord, rather with choler.",2158
Act III,Scene II,Hamlet,Your wisdom should show itself more richer to,2159
Act III,Scene II,Hamlet,"signify this to his doctor; for, for me to put him",2160
Act III,Scene II,Hamlet,to his purgation would perhaps plunge him into far,2161
Act III,Scene II,Hamlet,more choler.,2162
Act III,Scene II,Guildenstern,"Good my lord, put your discourse into some frame and",2163
Act III,Scene II,Guildenstern,start not so wildly from my affair.,2164
Act III,Scene II,Hamlet,"I am tame, sir: pronounce.",2165
Act III,Scene II,Guildenstern,"The queen, your mother, in most great affliction of",2166
Act III,Scene II,Guildenstern,"spirit, hath sent me to you.",2167
Act III,Scene II,Hamlet,You are welcome.,2168
Act III,Scene II,Guildenstern,"Nay, good my lord, this courtesy is not of the right",2169
Act III,Scene II,Guildenstern,breed. If it shall please you to make me a,2170
Act III,Scene II,Guildenstern,"wholesome answer, I will do your mother's",2171
Act III,Scene II,Guildenstern,"commandment: if not, your pardon and my return",2172
Act III,Scene II,Guildenstern,shall be the end of my business.,2173
Act III,Scene II,Hamlet,"Sir, I cannot.",2174
Act III,Scene II,Guildenstern,"What, my lord?",2175
Act III,Scene II,Hamlet,"Make you a wholesome answer; my wit's diseased: but,",2176
Act III,Scene II,Hamlet,"sir, such answer as I can make, you shall command;",2177
Act III,Scene II,Hamlet,"or, rather, as you say, my mother: therefore no",2178
Act III,Scene II,Hamlet,"more, but to the matter: my mother, you say,--",2179
Act III,Scene II,Rosencrantz,Then thus she says; your behavior hath struck her,2180
Act III,Scene II,Rosencrantz,into amazement and admiration.,2181
Act III,Scene II,Hamlet,"O wonderful son, that can so astonish a mother! But",2182
Act III,Scene II,Hamlet,is there no sequel at the heels of this mother's,2183
Act III,Scene II,Hamlet,admiration? Impart.,2184
Act III,Scene II,Rosencrantz,"She desires to speak with you in her closet, ere you",2185
Act III,Scene II,Rosencrantz,go to bed.,2186
Act III,Scene II,Hamlet,"We shall obey, were she ten times our mother. Have",2187
Act III,Scene II,Hamlet,you any further trade with us?,2188
Act III,Scene II,Rosencrantz,"My lord, you once did love me.",2189
Act III,Scene II,Hamlet,"So I do still, by these pickers and stealers.",2190
Act III,Scene II,Rosencrantz,"Good my lord, what is your cause of distemper? you",2191
Act III,Scene II,Rosencrantz,"do, surely, bar the door upon your own liberty, if",2192
Act III,Scene II,Rosencrantz,you deny your griefs to your friend.,2193
Act III,Scene II,Hamlet,"Sir, I lack advancement.",2194
Act III,Scene II,Rosencrantz,"How can that be, when you have the voice of the king",2195
Act III,Scene II,Rosencrantz,himself for your succession in Denmark?,2196
Act III,Scene II,Hamlet,"Ay, but sir, 'While the grass grows,'--the proverb",2197
Act III,Scene II,Hamlet,is something musty.,2198
Act III,Scene II,[stage direction],Re-enter Players with recorders,NA
Act III,Scene II,Hamlet,"O, the recorders! let me see one. To withdraw with",2199
Act III,Scene II,Hamlet,"you:--why do you go about to recover the wind of me,",2200
Act III,Scene II,Hamlet,as if you would drive me into a toil?,2201
Act III,Scene II,Guildenstern,"O, my lord, if my duty be too bold, my love is too",2202
Act III,Scene II,Guildenstern,unmannerly.,2203
Act III,Scene II,Hamlet,I do not well understand that. Will you play upon,2204
Act III,Scene II,Hamlet,this pipe?,2205
Act III,Scene II,Guildenstern,"My lord, I cannot.",2206
Act III,Scene II,Hamlet,I pray you.,2207
Act III,Scene II,Guildenstern,"Believe me, I cannot.",2208
Act III,Scene II,Hamlet,I do beseech you.,2209
Act III,Scene II,Guildenstern,"I know no touch of it, my lord.",2210
Act III,Scene II,Hamlet,'Tis as easy as lying: govern these ventages with,2211
Act III,Scene II,Hamlet,"your lingers and thumb, give it breath with your",2212
Act III,Scene II,Hamlet,"mouth, and it will discourse most eloquent music.",2213
Act III,Scene II,Hamlet,"Look you, these are the stops.",2214
Act III,Scene II,Guildenstern,But these cannot I command to any utterance of,2215
Act III,Scene II,Guildenstern,harmony; I have not the skill.,2216
Act III,Scene II,Hamlet,"Why, look you now, how unworthy a thing you make of",2217
Act III,Scene II,Hamlet,me! You would play upon me; you would seem to know,2218
Act III,Scene II,Hamlet,my stops; you would pluck out the heart of my,2219
Act III,Scene II,Hamlet,mystery; you would sound me from my lowest note to,2220
Act III,Scene II,Hamlet,"the top of my compass: and there is much music,",2221
Act III,Scene II,Hamlet,"excellent voice, in this little organ; yet cannot",2222
Act III,Scene II,Hamlet,"you make it speak. 'Sblood, do you think I am",2223
Act III,Scene II,Hamlet,easier to be played on than a pipe? Call me what,2224
Act III,Scene II,Hamlet,"instrument you will, though you can fret me, yet you",2225
Act III,Scene II,Hamlet,cannot play upon me.,2226
Act III,Scene II,[stage direction],Enter POLONIUS,NA
Act III,Scene II,Hamlet,"God bless you, sir!",2227
Act III,Scene II,Lord Polonius,"My lord, the queen would speak with you, and",2228
Act III,Scene II,Lord Polonius,presently.,2229
Act III,Scene II,Hamlet,Do you see yonder cloud that's almost in shape of a camel?,2230
Act III,Scene II,Lord Polonius,"By the mass, and 'tis like a camel, indeed.",2231
Act III,Scene II,Hamlet,Methinks it is like a weasel.,2232
Act III,Scene II,Lord Polonius,It is backed like a weasel.,2233
Act III,Scene II,Hamlet,Or like a whale?,2234
Act III,Scene II,Lord Polonius,Very like a whale.,2235
Act III,Scene II,Hamlet,Then I will come to my mother by and by. They fool,2236
Act III,Scene II,Hamlet,me to the top of my bent. I will come by and by.,2237
Act III,Scene II,Lord Polonius,I will say so.,2238
Act III,Scene II,Hamlet,By and by is easily said.,2239
Act III,Scene II,[stage direction],Exit POLONIUS,NA
Act III,Scene II,Hamlet,"Leave me, friends.",2240
Act III,Scene II,[stage direction],Exeunt all but HAMLET,NA
Act III,Scene II,Hamlet,"Tis now the very witching time of night,",2241
Act III,Scene II,Hamlet,When churchyards yawn and hell itself breathes out,2242
Act III,Scene II,Hamlet,"Contagion to this world: now could I drink hot blood,",2243
Act III,Scene II,Hamlet,And do such bitter business as the day,2244
Act III,Scene II,Hamlet,Would quake to look on. Soft! now to my mother.,2245
Act III,Scene II,Hamlet,"O heart, lose not thy nature; let not ever",2246
Act III,Scene II,Hamlet,The soul of Nero enter this firm bosom:,2247
Act III,Scene II,Hamlet,"Let me be cruel, not unnatural:",2248
Act III,Scene II,Hamlet,"I will speak daggers to her, but use none;",2249
Act III,Scene II,Hamlet,My tongue and soul in this be hypocrites;,2250
Act III,Scene II,Hamlet,"How in my words soever she be shent,",2251
Act III,Scene II,Hamlet,"To give them seals never, my soul, consent!",2252
Act III,Scene II,[stage direction],Exit,NA
Act III,Scene III,[stage direction],"Enter KING CLAUDIUS, ROSENCRANTZ, and GUILDENSTERN",NA
Act III,Scene III,King Claudius,"I like him not, nor stands it safe with us",2253
Act III,Scene III,King Claudius,To let his madness range. Therefore prepare you;,2254
Act III,Scene III,King Claudius,"I your commission will forthwith dispatch,",2255
Act III,Scene III,King Claudius,And he to England shall along with you:,2256
Act III,Scene III,King Claudius,The terms of our estate may not endure,2257
Act III,Scene III,King Claudius,Hazard so dangerous as doth hourly grow,2258
Act III,Scene III,King Claudius,Out of his lunacies.,2259
Act III,Scene III,Guildenstern,We will ourselves provide:,2260
Act III,Scene III,Guildenstern,Most holy and religious fear it is,2261
Act III,Scene III,Guildenstern,To keep those many many bodies safe,2262
Act III,Scene III,Guildenstern,That live and feed upon your majesty.,2263
Act III,Scene III,Rosencrantz,"The single and peculiar life is bound,",2264
Act III,Scene III,Rosencrantz,"With all the strength and armour of the mind,",2265
Act III,Scene III,Rosencrantz,To keep itself from noyance; but much more,2266
Act III,Scene III,Rosencrantz,That spirit upon whose weal depend and rest,2267
Act III,Scene III,Rosencrantz,The lives of many. The cease of majesty,2268
Act III,Scene III,Rosencrantz,"Dies not alone; but, like a gulf, doth draw",2269
Act III,Scene III,Rosencrantz,"What's near it with it: it is a massy wheel,",2270
Act III,Scene III,Rosencrantz,"Fix'd on the summit of the highest mount,",2271
Act III,Scene III,Rosencrantz,To whose huge spokes ten thousand lesser things,2272
Act III,Scene III,Rosencrantz,"Are mortised and adjoin'd; which, when it falls,",2273
Act III,Scene III,Rosencrantz,"Each small annexment, petty consequence,",2274
Act III,Scene III,Rosencrantz,Attends the boisterous ruin. Never alone,2275
Act III,Scene III,Rosencrantz,"Did the king sigh, but with a general groan.",2276
Act III,Scene III,King Claudius,"Arm you, I pray you, to this speedy voyage;",2277
Act III,Scene III,King Claudius,"For we will fetters put upon this fear,",2278
Act III,Scene III,King Claudius,Which now goes too free-footed.,2279
Act III,Scene III,Guildenstern,We will haste us.,2280
Act III,Scene III,[stage direction],Exeunt ROSENCRANTZ and GUILDENSTERN,NA
Act III,Scene III,[stage direction],Enter POLONIUS,NA
Act III,Scene III,Lord Polonius,"My lord, he's going to his mother's closet:",2281
Act III,Scene III,Lord Polonius,"Behind the arras I'll convey myself,",2282
Act III,Scene III,Lord Polonius,To hear the process; and warrant she'll tax him home:,2283
Act III,Scene III,Lord Polonius,"And, as you said, and wisely was it said,",2284
Act III,Scene III,Lord Polonius,"'Tis meet that some more audience than a mother,",2285
Act III,Scene III,Lord Polonius,"Since nature makes them partial, should o'erhear",2286
Act III,Scene III,Lord Polonius,"The speech, of vantage. Fare you well, my liege:",2287
Act III,Scene III,Lord Polonius,"I'll call upon you ere you go to bed,",2288
Act III,Scene III,Lord Polonius,And tell you what I know.,2289
Act III,Scene III,King Claudius,"Thanks, dear my lord.",2290
Act III,Scene III,[stage direction],Exit POLONIUS,NA
Act III,Scene III,King Claudius,"O, my offence is rank it smells to heaven;",2291
Act III,Scene III,King Claudius,"It hath the primal eldest curse upon't,",2292
Act III,Scene III,King Claudius,"A brother's murder. Pray can I not,",2293
Act III,Scene III,King Claudius,Though inclination be as sharp as will:,2294
Act III,Scene III,King Claudius,My stronger guilt defeats my strong intent;,2295
Act III,Scene III,King Claudius,"And, like a man to double business bound,",2296
Act III,Scene III,King Claudius,"I stand in pause where I shall first begin,",2297
Act III,Scene III,King Claudius,And both neglect. What if this cursed hand,2298
Act III,Scene III,King Claudius,"Were thicker than itself with brother's blood,",2299
Act III,Scene III,King Claudius,Is there not rain enough in the sweet heavens,2300
Act III,Scene III,King Claudius,To wash it white as snow? Whereto serves mercy,2301
Act III,Scene III,King Claudius,But to confront the visage of offence?,2302
Act III,Scene III,King Claudius,"And what's in prayer but this two-fold force,",2303
Act III,Scene III,King Claudius,"To be forestalled ere we come to fall,",2304
Act III,Scene III,King Claudius,Or pardon'd being down? Then I'll look up;,2305
Act III,Scene III,King Claudius,"My fault is past. But, O, what form of prayer",2306
Act III,Scene III,King Claudius,Can serve my turn? 'Forgive me my foul murder'?,2307
Act III,Scene III,King Claudius,That cannot be; since I am still possess'd,2308
Act III,Scene III,King Claudius,"Of those effects for which I did the murder,",2309
Act III,Scene III,King Claudius,"My crown, mine own ambition and my queen.",2310
Act III,Scene III,King Claudius,May one be pardon'd and retain the offence?,2311
Act III,Scene III,King Claudius,In the corrupted currents of this world,2312
Act III,Scene III,King Claudius,"Offence's gilded hand may shove by justice,",2313
Act III,Scene III,King Claudius,And oft 'tis seen the wicked prize itself,2314
Act III,Scene III,King Claudius,Buys out the law: but 'tis not so above;,2315
Act III,Scene III,King Claudius,"There is no shuffling, there the action lies",2316
Act III,Scene III,King Claudius,"In his true nature; and we ourselves compell'd,",2317
Act III,Scene III,King Claudius,"Even to the teeth and forehead of our faults,",2318
Act III,Scene III,King Claudius,To give in evidence. What then? what rests?,2319
Act III,Scene III,King Claudius,Try what repentance can: what can it not?,2320
Act III,Scene III,King Claudius,Yet what can it when one can not repent?,2321
Act III,Scene III,King Claudius,O wretched state! O bosom black as death!,2322
Act III,Scene III,King Claudius,"O limed soul, that, struggling to be free,",2323
Act III,Scene III,King Claudius,"Art more engaged! Help, angels! Make assay!",2324
Act III,Scene III,King Claudius,"Bow, stubborn knees; and, heart with strings of steel,",2325
Act III,Scene III,King Claudius,Be soft as sinews of the newborn babe!,2326
Act III,Scene III,King Claudius,All may be well.,2327
Act III,Scene III,[stage direction],Retires and kneels,NA
Act III,Scene III,[stage direction],Enter HAMLET,NA
Act III,Scene III,Hamlet,"Now might I do it pat, now he is praying;",2328
Act III,Scene III,Hamlet,And now I'll do't. And so he goes to heaven;,2329
Act III,Scene III,Hamlet,And so am I revenged. That would be scann'd:,2330
Act III,Scene III,Hamlet,"A villain kills my father; and for that,",2331
Act III,Scene III,Hamlet,"I, his sole son, do this same villain send",2332
Act III,Scene III,Hamlet,To heaven.,2333
Act III,Scene III,Hamlet,"O, this is hire and salary, not revenge.",2334
Act III,Scene III,Hamlet,"He took my father grossly, full of bread;",2335
Act III,Scene III,Hamlet,"With all his crimes broad blown, as flush as May;",2336
Act III,Scene III,Hamlet,And how his audit stands who knows save heaven?,2337
Act III,Scene III,Hamlet,"But in our circumstance and course of thought,",2338
Act III,Scene III,Hamlet,"'Tis heavy with him: and am I then revenged,",2339
Act III,Scene III,Hamlet,"To take him in the purging of his soul,",2340
Act III,Scene III,Hamlet,When he is fit and season'd for his passage?,2341
Act III,Scene III,Hamlet,No!,2342
Act III,Scene III,Hamlet,"Up, sword; and know thou a more horrid hent:",2343
Act III,Scene III,Hamlet,"When he is drunk asleep, or in his rage,",2344
Act III,Scene III,Hamlet,Or in the incestuous pleasure of his bed;,2345
Act III,Scene III,Hamlet,"At gaming, swearing, or about some act",2346
Act III,Scene III,Hamlet,That has no relish of salvation in't;,2347
Act III,Scene III,Hamlet,"Then trip him, that his heels may kick at heaven,",2348
Act III,Scene III,Hamlet,And that his soul may be as damn'd and black,2349
Act III,Scene III,Hamlet,"As hell, whereto it goes. My mother stays:",2350
Act III,Scene III,Hamlet,This physic but prolongs thy sickly days.,2351
Act III,Scene III,[stage direction],Exit,NA
Act III,Scene III,King Claudius,"[Rising]  My words fly up, my thoughts remain below:",2352
Act III,Scene III,King Claudius,Words without thoughts never to heaven go.,2353
Act III,Scene III,[stage direction],Exit,NA
Act III,Scene IV,[stage direction],Enter QUEEN GERTRUDE and POLONIUS,NA
Act III,Scene IV,Lord Polonius,He will come straight. Look you lay home to him:,2354
Act III,Scene IV,Lord Polonius,"Tell him his pranks have been too broad to bear with,",2355
Act III,Scene IV,Lord Polonius,And that your grace hath screen'd and stood between,2356
Act III,Scene IV,Lord Polonius,Much heat and him. I'll sconce me even here.,2357
Act III,Scene IV,Lord Polonius,"Pray you, be round with him.",2358
Act III,Scene IV,Hamlet,"[Within]  Mother, mother, mother!",2359
Act III,Scene IV,Queen Gertrude,"I'll warrant you,",2360
Act III,Scene IV,Queen Gertrude,"Fear me not: withdraw, I hear him coming.",2361
Act III,Scene IV,[stage direction],POLONIUS hides behind the arras,NA
Act III,Scene IV,[stage direction],Enter HAMLET,NA
Act III,Scene IV,Hamlet,"Now, mother, what's the matter?",2362
Act III,Scene IV,Queen Gertrude,"Hamlet, thou hast thy father much offended.",2363
Act III,Scene IV,Hamlet,"Mother, you have my father much offended.",2364
Act III,Scene IV,Queen Gertrude,"Come, come, you answer with an idle tongue.",2365
Act III,Scene IV,Hamlet,"Go, go, you question with a wicked tongue.",2366
Act III,Scene IV,Queen Gertrude,"Why, how now, Hamlet!",2367
Act III,Scene IV,Hamlet,What's the matter now?,2368
Act III,Scene IV,Queen Gertrude,Have you forgot me?,2369
Act III,Scene IV,Hamlet,"No, by the rood, not so:",2370
Act III,Scene IV,Hamlet,"You are the queen, your husband's brother's wife;",2371
Act III,Scene IV,Hamlet,And--would it were not so!--you are my mother.,2372
Act III,Scene IV,Queen Gertrude,"Nay, then, I'll set those to you that can speak.",2373
Act III,Scene IV,Hamlet,"Come, come, and sit you down; you shall not budge;",2374
Act III,Scene IV,Hamlet,You go not till I set you up a glass,2375
Act III,Scene IV,Hamlet,Where you may see the inmost part of you.,2376
Act III,Scene IV,Queen Gertrude,What wilt thou do? thou wilt not murder me?,2377
Act III,Scene IV,Queen Gertrude,"Help, help, ho!",2378
Act III,Scene IV,Lord Polonius,"[Behind]  What, ho! help, help, help!",2379
Act III,Scene IV,Hamlet,"[Drawing]  How now! a rat? Dead, for a ducat, dead!",2380
Act III,Scene IV,[stage direction],Makes a pass through the arras,NA
Act III,Scene IV,Lord Polonius,"[Behind]  O, I am slain!",2381
Act III,Scene IV,[stage direction],Falls and dies,NA
Act III,Scene IV,Queen Gertrude,"O me, what hast thou done?",2382
Act III,Scene IV,Hamlet,"Nay, I know not:",2383
Act III,Scene IV,Hamlet,Is it the king?,2384
Act III,Scene IV,Queen Gertrude,"O, what a rash and bloody deed is this!",2385
Act III,Scene IV,Hamlet,"A bloody deed! almost as bad, good mother,",2386
Act III,Scene IV,Hamlet,"As kill a king, and marry with his brother.",2387
Act III,Scene IV,Queen Gertrude,As kill a king!,2388
Act III,Scene IV,Hamlet,"Ay, lady, 'twas my word.",2389
Act III,Scene IV,[stage direction],Lifts up the array and discovers POLONIUS,NA
Act III,Scene IV,Hamlet,"Thou wretched, rash, intruding fool, farewell!",2390
Act III,Scene IV,Hamlet,I took thee for thy better: take thy fortune;,2391
