act,scene,character,dialogue,line_number
Act I,Scene III,Nurse,"And yet, I warrant, it had upon its brow",411
Act I,Scene III,Nurse,A bump as big as a young cockerel's stone;,412
Act I,Scene III,Nurse,A parlous knock; and it cried bitterly:,413
Act I,Scene III,Nurse,"'Yea,' quoth my husband,'fall'st upon thy face?",414
Act I,Scene III,Nurse,Thou wilt fall backward when thou comest to age;,415
Act I,Scene III,Nurse,"Wilt thou not, Jule?' it stinted and said 'Ay.'",416
Act I,Scene III,Juliet,"And stint thou too, I pray thee, nurse, say I.",417
Act I,Scene III,Nurse,"Peace, I have done. God mark thee to his grace!",418
Act I,Scene III,Nurse,Thou wast the prettiest babe that e'er I nursed:,419
Act I,Scene III,Nurse,"An I might live to see thee married once,",420
Act I,Scene III,Nurse,I have my wish.,421
Act I,Scene III,Lady Capulet,"Marry, that 'marry' is the very theme",422
Act I,Scene III,Lady Capulet,"I came to talk of. Tell me, daughter Juliet,",423
Act I,Scene III,Lady Capulet,How stands your disposition to be married?,424
Act I,Scene III,Juliet,It is an honour that I dream not of.,425
Act I,Scene III,Nurse,"An honour! were not I thine only nurse,",426
Act I,Scene III,Nurse,I would say thou hadst suck'd wisdom from thy teat.,427
Act I,Scene III,Lady Capulet,"Well, think of marriage now; younger than you,",428
Act I,Scene III,Lady Capulet,"Here in Verona, ladies of esteem,",429
Act I,Scene III,Lady Capulet,"Are made already mothers: by my count,",430
Act I,Scene III,Lady Capulet,I was your mother much upon these years,431
Act I,Scene III,Lady Capulet,That you are now a maid. Thus then in brief:,432
Act I,Scene III,Lady Capulet,The valiant Paris seeks you for his love.,433
Act I,Scene III,Nurse,"A man, young lady! lady, such a man",434
Act I,Scene III,Nurse,"As all the world--why, he's a man of wax.",435
Act I,Scene III,Lady Capulet,Verona's summer hath not such a flower.,436
Act I,Scene III,Nurse,"Nay, he's a flower; in faith, a very flower.",437
Act I,Scene III,Lady Capulet,What say you? can you love the gentleman?,438
Act I,Scene III,Lady Capulet,This night you shall behold him at our feast;,439
Act I,Scene III,Lady Capulet,"Read o'er the volume of young Paris' face,",440
Act I,Scene III,Lady Capulet,And find delight writ there with beauty's pen;,441
Act I,Scene III,Lady Capulet,"Examine every married lineament,",442
Act I,Scene III,Lady Capulet,And see how one another lends content,443
Act I,Scene III,Lady Capulet,And what obscured in this fair volume lies,444
Act I,Scene III,Lady Capulet,Find written in the margent of his eyes.,445
Act I,Scene III,Lady Capulet,"This precious book of love, this unbound lover,",446
Act I,Scene III,Lady Capulet,"To beautify him, only lacks a cover:",447
Act I,Scene III,Lady Capulet,"The fish lives in the sea, and 'tis much pride",448
Act I,Scene III,Lady Capulet,For fair without the fair within to hide:,449
Act I,Scene III,Lady Capulet,"That book in many's eyes doth share the glory,",450
Act I,Scene III,Lady Capulet,That in gold clasps locks in the golden story;,451
Act I,Scene III,Lady Capulet,"So shall you share all that he doth possess,",452
Act I,Scene III,Lady Capulet,"By having him, making yourself no less.",453
Act I,Scene III,Nurse,"No less! nay, bigger; women grow by men.",454
Act I,Scene III,Lady Capulet,"Speak briefly, can you like of Paris' love?",455
Act I,Scene III,Juliet,"I'll look to like, if looking liking move:",456
Act I,Scene III,Juliet,But no more deep will I endart mine eye,457
Act I,Scene III,Juliet,Than your consent gives strength to make it fly.,458
Act I,Scene III,[stage direction],Enter a Servant,NA
Act I,Scene III,Servant,"Madam, the guests are come, supper served up, you",459
Act I,Scene III,Servant,"called, my young lady asked for, the nurse cursed in",460
Act I,Scene III,Servant,"the pantry, and every thing in extremity. I must",461
Act I,Scene III,Servant,"hence to wait; I beseech you, follow straight.",462
Act I,Scene III,Lady Capulet,We follow thee.,463
Act I,Scene III,[stage direction],Exit Servant,NA
Act I,Scene III,Lady Capulet,"Juliet, the county stays.",464
Act I,Scene III,Nurse,"Go, girl, seek happy nights to happy days.",465
Act I,Scene III,[stage direction],Exeunt,NA
Act I,Scene IV,[stage direction],"Enter ROMEO, MERCUTIO, BENVOLIO, with five or six Maskers, Torch-bearers, and others",NA
Act I,Scene IV,Romeo,"What, shall this speech be spoke for our excuse?",466
Act I,Scene IV,Romeo,Or shall we on without a apology?,467
Act I,Scene IV,Benvolio,The date is out of such prolixity:,468
Act I,Scene IV,Benvolio,"We'll have no Cupid hoodwink'd with a scarf,",469
Act I,Scene IV,Benvolio,"Bearing a Tartar's painted bow of lath,",470
Act I,Scene IV,Benvolio,Scaring the ladies like a crow-keeper;,471
Act I,Scene IV,Benvolio,"Nor no without-book prologue, faintly spoke",472
Act I,Scene IV,Benvolio,"After the prompter, for our entrance:",473
Act I,Scene IV,Benvolio,But let them measure us by what they will;,474
Act I,Scene IV,Benvolio,"We'll measure them a measure, and be gone.",475
Act I,Scene IV,Romeo,Give me a torch: I am not for this ambling;,476
Act I,Scene IV,Romeo,"Being but heavy, I will bear the light.",477
Act I,Scene IV,Mercutio,"Nay, gentle Romeo, we must have you dance.",478
Act I,Scene IV,Romeo,"Not I, believe me: you have dancing shoes",479
Act I,Scene IV,Romeo,With nimble soles: I have a soul of lead,480
Act I,Scene IV,Romeo,So stakes me to the ground I cannot move.,481
Act I,Scene IV,Mercutio,"You are a lover; borrow Cupid's wings,",482
Act I,Scene IV,Mercutio,And soar with them above a common bound.,483
Act I,Scene IV,Romeo,I am too sore enpierced with his shaft,484
Act I,Scene IV,Romeo,"To soar with his light feathers, and so bound,",485
Act I,Scene IV,Romeo,I cannot bound a pitch above dull woe:,486
Act I,Scene IV,Romeo,Under love's heavy burden do I sink.,487
Act I,Scene IV,Mercutio,"And, to sink in it, should you burden love;",488
Act I,Scene IV,Mercutio,Too great oppression for a tender thing.,489
Act I,Scene IV,Romeo,"Is love a tender thing? it is too rough,",490
Act I,Scene IV,Romeo,"Too rude, too boisterous, and it pricks like thorn.",491
Act I,Scene IV,Mercutio,"If love be rough with you, be rough with love;",492
Act I,Scene IV,Mercutio,"Prick love for pricking, and you beat love down.",493
Act I,Scene IV,Mercutio,Give me a case to put my visage in:,494
Act I,Scene IV,Mercutio,A visor for a visor! what care I,495
Act I,Scene IV,Mercutio,What curious eye doth quote deformities?,496
Act I,Scene IV,Mercutio,Here are the beetle brows shall blush for me.,497
Act I,Scene IV,Benvolio,"Come, knock and enter; and no sooner in,",498
Act I,Scene IV,Benvolio,But every man betake him to his legs.,499
Act I,Scene IV,Romeo,A torch for me: let wantons light of heart,500
Act I,Scene IV,Romeo,"Tickle the senseless rushes with their heels,",501
Act I,Scene IV,Romeo,For I am proverb'd with a grandsire phrase;,502
Act I,Scene IV,Romeo,"I'll be a candle-holder, and look on.",503
Act I,Scene IV,Romeo,"The game was ne'er so fair, and I am done.",504
Act I,Scene IV,Mercutio,"Tut, dun's the mouse, the constable's own word:",505
Act I,Scene IV,Mercutio,"If thou art dun, we'll draw thee from the mire",506
Act I,Scene IV,Mercutio,"Of this sir-reverence love, wherein thou stick'st",507
Act I,Scene IV,Mercutio,"Up to the ears. Come, we burn daylight, ho!",508
Act I,Scene IV,Romeo,"Nay, that's not so.",509
Act I,Scene IV,Mercutio,"I mean, sir, in delay",510
Act I,Scene IV,Mercutio,"We waste our lights in vain, like lamps by day.",511
Act I,Scene IV,Mercutio,"Take our good meaning, for our judgment sits",512
Act I,Scene IV,Mercutio,Five times in that ere once in our five wits.,513
Act I,Scene IV,Romeo,And we mean well in going to this mask;,514
Act I,Scene IV,Romeo,But 'tis no wit to go.,515
Act I,Scene IV,Mercutio,"Why, may one ask?",516
Act I,Scene IV,Romeo,I dream'd a dream to-night.,517
Act I,Scene IV,Mercutio,And so did I.,518
Act I,Scene IV,Romeo,"Well, what was yours?",519
Act I,Scene IV,Mercutio,That dreamers often lie.,520
Act I,Scene IV,Romeo,"In bed asleep, while they do dream things true.",521
Act I,Scene IV,Mercutio,"O, then, I see Queen Mab hath been with you.",522
Act I,Scene IV,Mercutio,"She is the fairies' midwife, and she comes",523
Act I,Scene IV,Mercutio,In shape no bigger than an agate-stone,524
Act I,Scene IV,Mercutio,"On the fore-finger of an alderman,",525
Act I,Scene IV,Mercutio,Drawn with a team of little atomies,526
Act I,Scene IV,Mercutio,Athwart men's noses as they lie asleep;,527
Act I,Scene IV,Mercutio,"Her wagon-spokes made of long spiders' legs,",528
Act I,Scene IV,Mercutio,"The cover of the wings of grasshoppers,",529
Act I,Scene IV,Mercutio,"The traces of the smallest spider's web,",530
Act I,Scene IV,Mercutio,"The collars of the moonshine's watery beams,",531
Act I,Scene IV,Mercutio,"Her whip of cricket's bone, the lash of film,",532
Act I,Scene IV,Mercutio,"Her wagoner a small grey-coated gnat,",533
Act I,Scene IV,Mercutio,Not so big as a round little worm,534
Act I,Scene IV,Mercutio,Prick'd from the lazy finger of a maid;,535
Act I,Scene IV,Mercutio,Her chariot is an empty hazel-nut,536
Act I,Scene IV,Mercutio,"Made by the joiner squirrel or old grub,",537
Act I,Scene IV,Mercutio,Time out o' mind the fairies' coachmakers.,538
Act I,Scene IV,Mercutio,And in this state she gallops night by night,539
Act I,Scene IV,Mercutio,"Through lovers' brains, and then they dream of love;",540
Act I,Scene IV,Mercutio,"O'er courtiers' knees, that dream on court'sies straight,",541
Act I,Scene IV,Mercutio,"O'er lawyers' fingers, who straight dream on fees,",542
Act I,Scene IV,Mercutio,"O'er ladies ' lips, who straight on kisses dream,",543
Act I,Scene IV,Mercutio,"Which oft the angry Mab with blisters plagues,",544
Act I,Scene IV,Mercutio,Because their breaths with sweetmeats tainted are:,545
Act I,Scene IV,Mercutio,"Sometime she gallops o'er a courtier's nose,",546
Act I,Scene IV,Mercutio,And then dreams he of smelling out a suit;,547
Act I,Scene IV,Mercutio,And sometime comes she with a tithe-pig's tail,548
Act I,Scene IV,Mercutio,"Tickling a parson's nose as a' lies asleep,",549
Act I,Scene IV,Mercutio,"Then dreams, he of another benefice:",550
Act I,Scene IV,Mercutio,"Sometime she driveth o'er a soldier's neck,",551
Act I,Scene IV,Mercutio,"And then dreams he of cutting foreign throats,",552
Act I,Scene IV,Mercutio,"Of breaches, ambuscadoes, Spanish blades,",553
Act I,Scene IV,Mercutio,Of healths five-fathom deep; and then anon,554
Act I,Scene IV,Mercutio,"Drums in his ear, at which he starts and wakes,",555
Act I,Scene IV,Mercutio,And being thus frighted swears a prayer or two,556
Act I,Scene IV,Mercutio,And sleeps again. This is that very Mab,557
Act I,Scene IV,Mercutio,"That plats the manes of horses in the night,",558
Act I,Scene IV,Mercutio,"And bakes the elflocks in foul sluttish hairs,",559
Act I,Scene IV,Mercutio,"Which once untangled, much misfortune bodes:",560
Act I,Scene IV,Mercutio,"This is the hag, when maids lie on their backs,",561
Act I,Scene IV,Mercutio,"That presses them and learns them first to bear,",562
Act I,Scene IV,Mercutio,Making them women of good carriage:,563
Act I,Scene IV,Mercutio,This is she--,564
Act I,Scene IV,Romeo,"Peace, peace, Mercutio, peace!",565
Act I,Scene IV,Romeo,Thou talk'st of nothing.,566
Act I,Scene IV,Mercutio,"True, I talk of dreams,",567
Act I,Scene IV,Mercutio,"Which are the children of an idle brain,",568
Act I,Scene IV,Mercutio,"Begot of nothing but vain fantasy,",569
Act I,Scene IV,Mercutio,Which is as thin of substance as the air,570
Act I,Scene IV,Mercutio,"And more inconstant than the wind, who wooes",571
Act I,Scene IV,Mercutio,"Even now the frozen bosom of the north,",572
Act I,Scene IV,Mercutio,"And, being anger'd, puffs away from thence,",573
Act I,Scene IV,Mercutio,Turning his face to the dew-dropping south.,574
Act I,Scene IV,Benvolio,"This wind, you talk of, blows us from ourselves;",575
Act I,Scene IV,Benvolio,"Supper is done, and we shall come too late.",576
Act I,Scene IV,Romeo,"I fear, too early: for my mind misgives",577
Act I,Scene IV,Romeo,Some consequence yet hanging in the stars,578
Act I,Scene IV,Romeo,Shall bitterly begin his fearful date,579
Act I,Scene IV,Romeo,With this night's revels and expire the term,580
Act I,Scene IV,Romeo,Of a despised life closed in my breast,581
Act I,Scene IV,Romeo,By some vile forfeit of untimely death.,582
Act I,Scene IV,Romeo,"But He, that hath the steerage of my course,",583
Act I,Scene IV,Romeo,"Direct my sail! On, lusty gentlemen.",584
Act I,Scene IV,Benvolio,"Strike, drum.",585
Act I,Scene IV,[stage direction],Exeunt,NA
Act I,Scene V,[stage direction],Musicians waiting. Enter Servingmen with napkins,NA
Act I,Scene V,First Servant,"Where's Potpan, that he helps not to take away? He",586
Act I,Scene V,First Servant,shift a trencher? he scrape a trencher!,587
Act I,Scene V,Second Servant,When good manners shall lie all in one or two men's,588
Act I,Scene V,Second Servant,"hands and they unwashed too, 'tis a foul thing.",589
Act I,Scene V,First Servant,"Away with the joint-stools, remove the",590
Act I,Scene V,First Servant,"court-cupboard, look to the plate. Good thou, save",591
Act I,Scene V,First Servant,"me a piece of marchpane; and, as thou lovest me, let",592
Act I,Scene V,First Servant,the porter let in Susan Grindstone and Nell.,593
Act I,Scene V,First Servant,"Antony, and Potpan!",594
Act I,Scene V,Second Servant,"Ay, boy, ready.",595
Act I,Scene V,First Servant,"You are looked for and called for, asked for and",596
Act I,Scene V,First Servant,"sought for, in the great chamber.",597
Act I,Scene V,Second Servant,"We cannot be here and there too. Cheerly, boys; be",598
Act I,Scene V,Second Servant,"brisk awhile, and the longer liver take all.",599
Act I,Scene V,[stage direction],"Enter CAPULET, with JULIET and others of his house, meeting the Guests and Maskers",NA
Act I,Scene V,Capulet,"Welcome, gentlemen! ladies that have their toes",600
Act I,Scene V,Capulet,Unplagued with corns will have a bout with you.,601
Act I,Scene V,Capulet,"Ah ha, my mistresses! which of you all",602
Act I,Scene V,Capulet,"Will now deny to dance? she that makes dainty,",603
Act I,Scene V,Capulet,"She, I'll swear, hath corns; am I come near ye now?",604
Act I,Scene V,Capulet,"Welcome, gentlemen! I have seen the day",605
Act I,Scene V,Capulet,That I have worn a visor and could tell,606
Act I,Scene V,Capulet,"A whispering tale in a fair lady's ear,",607
Act I,Scene V,Capulet,"Such as would please: 'tis gone, 'tis gone, 'tis gone:",608
Act I,Scene V,Capulet,"You are welcome, gentlemen! come, musicians, play.",609
Act I,Scene V,Capulet,"A hall, a hall! give room! and foot it, girls.",610
Act I,Scene V,[stage direction],"Music plays, and they dance",NA
Act I,Scene V,Capulet,"More light, you knaves; and turn the tables up,",611
Act I,Scene V,Capulet,"And quench the fire, the room is grown too hot.",612
Act I,Scene V,Capulet,"Ah, sirrah, this unlook'd-for sport comes well.",613
Act I,Scene V,Capulet,"Nay, sit, nay, sit, good cousin Capulet;",614
Act I,Scene V,Capulet,For you and I are past our dancing days:,615
Act I,Scene V,Capulet,How long is't now since last yourself and I,616
Act I,Scene V,Capulet,Were in a mask?,617
Act I,Scene V,Second Capulet,"By'r lady, thirty years.",618
Act I,Scene V,Capulet,"What, man! 'tis not so much, 'tis not so much:",619
Act I,Scene V,Capulet,"'Tis since the nuptials of Lucentio,",620
Act I,Scene V,Capulet,"Come pentecost as quickly as it will,",621
Act I,Scene V,Capulet,Some five and twenty years; and then we mask'd.,622
Act I,Scene V,Second Capulet,"'Tis more, 'tis more, his son is elder, sir;",623
Act I,Scene V,Second Capulet,His son is thirty.,624
Act I,Scene V,Capulet,Will you tell me that?,625
Act I,Scene V,Capulet,His son was but a ward two years ago.,626
