paper,year,month,title
w15665,2010,1,Research in Accounting for Income Taxes
w15666,2010,1,Heterogeneous Harm vs. Spatial Spillovers: Environmental Federalism and US Air Pollution
w15667,2010,1,Oil and Democracy in Russia
w15668,2010,1,"Private Information, Human Capital, and Optimal ""Home Bias"" in Financial Markets"
w15669,2010,1,Did Frederick Brodie Discover the World's First Environmental Kuznets Curve? Coal Smoke and the Rise and Fall of the London Fog
w15670,2010,1,Searching for Irving Fisher
w15671,2010,1,Peer Migration in China
w15672,2010,1,Rational Ignorance in Education: A Field Experiment in Student Plagiarism
w15673,2010,1,Innovation and Climate Policy
w15674,2010,1,Rollover Risk and Market Freezes
w15675,2010,1,Euler-Equation Estimation for Discrete Choice Models: A Capital Accumulation Application
w15676,2010,1,Implications for Energy Innovation from the chemical industry
w15677,2010,1,From Shame to Game in One Hundred Years: An Economic Model of the Rise in Premarital Sex and its De-Stigmatization
w15678,2010,1,Explaining the Rise in Educational Gradients in Mortality
w15679,2010,1,"Globalization, Trade & Wages: What Does History tell us about China?"
w15680,2010,1,Latin American Growth-Inequality Trade-Offs: The Impact of Insurgence and Independence
w15681,2010,1,Aggregate Implications of Labor Market Distortions: The Recession of 2008-9 and Beyond
w15682,2010,1,The Effect of Uncertain Labor Income and Social Security on Life-cycle Portfolios
w15683,2010,1,Educational Expectations and Attainment
w15684,2010,1,"Europe's Tired, Poor, Huddled Masses: Self-Selection and Economic Outcomes in the Age of Mass Migration"
w15685,2010,1,U.S. Growth in the Decade Ahead
w15686,2010,1,How general are risk preferences? Choices under uncertainty in different domains.
w15687,2010,1,Let them Have Choice: Gains from Shifting Away from Employer-Sponsored Health Insurance and Toward an Individual Exchange
w15688,2010,1,The Cross-Section and Time-Series of Stock and Bond Returns
w15689,2010,1,Asymmetric Information and the Demand for Voluntary Health Insurance in Europe
w15690,2010,1,Is the Spurious Regression Problem Spurious?
w15691,2010,1,Does Prescription Drug Adherence Reduce Hospitalizations and Costs?
w15692,2010,1,Modeling the Impact of Warming in Climate Change Economics
w15693,2010,1,"Institutions, Factor Prices and Taxation: Virtues of Strong States?"
w15694,2010,1,Political Limits to Globalization
w15695,2010,1,Pay-to-Bid Auctions
w15696,2010,1,A Patchwork Safety Net: A Survey of Cliometric Studies of Income Maintenance Programs in the United States in the First Half of the Twentieth Century
w15697,2010,1,Property Rights and Parliament in Industrializing Britain
w15698,2010,1,Detecting Crowded Trades in Currency Funds
w15699,2010,1,The Elasticity of Demand With Respect to Product Failures; or Why the Market for Quack Medicines Flourished for More Than 150 Years
w15700,2010,1,"Envy, Altruism, and the International Distribution of Trade Protection"
w15701,2010,1,"So you want to run an experiment, now what? Some Simple Rules of Thumb for Optimal Experimental Design"
w15702,2010,1,Interest Rate Risk and Other Determinants of Post-WWII U.S. Government Debt/GDP Dynamics
w15703,2010,1,Inaccurate age and sex data in the Census PUMS files: Evidence and Implications
w15704,2010,1,Manumission in Nineteenth Century Virginia
w15705,2010,1,The Political Resource Curse
w15706,2010,1,The Role of Intermediaries in Facilitating Trade
w15707,2010,1,Can Mentoring Help Female Assistant Professors? Interim Results from a Randomized Trial
w15708,2010,1,Bankruptcy and the Collateral Channel
w15709,2010,1,Limited Capital Market Participation and Human Capital Risk
w15710,2010,1,Does the Structure of Banking Markets Affect Economic Growth? Evidence from U.S. State Banking Markets
w15711,2010,1,Climate Shocks and Exports
w15712,2010,1,What Determines Productivity?
w15713,2010,1,Spatial Competition and Cross-border Shopping: Evidence from State Lotteries
w15714,2010,1,Simple Analytics of the Government Expenditure Multiplier
w15715,2010,2,Do Principals Fire the Worst Teachers?
w15716,2010,2,Sensitivity to Missing Data Assumptions: Theory and An Evaluation of the U.S. Wage Structure
w15717,2010,2,Temperature and the Allocation of Time: Implications for Climate Change
w15718,2010,2,Risk and Global Economic Architecture: Why Full Financial Integration May Be Undesirable
w15719,2010,2,Consumption Risk-sharing in Social Networks
w15720,2010,2,The Effects of Relative Food Prices on Obesity -- Evidence from China: 1991-2006
w15721,2010,2,Further Comments on The Impact of the Asian Miracle on the Theory of Economic Growth
w15722,2010,2,The Effects of an Incentive-Based High-School Intervention on College Outcomes
w15723,2010,2,"Generic Utilization Rates, Real Pharmaceutical Prices, and Research and Development Expenditures"
w15724,2010,2,A Theory-Based Approach to Hedonic Price Regressions with Time-Varying Unobserved Product Attributes: The Price of Pollution
w15725,2010,2,"Women's Education and Family Behavior: Trends in Marriage, Divorce and Fertility"
w15726,2010,2,Great Inflation and Central Bank Independence in Japan
w15727,2010,2,"Liquidity, Institutional Quality and the Composition of International Equity Flows"
w15728,2010,2,Beyond the Classroom: Using Title IX to Measure the Return to High School Sports
w15729,2010,2,Modeling College Major Choices using Elicited Measures of Expectations and Counterfactuals
w15730,2010,2,Securitization without risk transfer
w15731,2010,2,Exits from Recessions: The U.S. Experience 1920-2007
w15732,2010,2,"University-Industry Spillovers, Government Funding, and Industrial Consulting"
w15733,2010,2,Is Credit Event Risk Priced? Modeling Contagion via the Updating of Beliefs.
w15734,2010,2,On the Relative Pricing of long Maturity S&P 500 Index Options and CDX Tranches
w15735,2010,2,Vintage Capital and Creditor Protection
w15736,2010,2,Sources of Variation in Holding Returns for Fed Funds Futures Contracts
w15737,2010,2,The Business Cycle and Health Behaviors
w15738,2010,2,Government Distortion in Independently Owned Media: Evidence from U.S. Cold War News Coverage of Human Rights
w15739,2010,2,The Consumption Response to Income Changes
w15740,2010,2,Who Benefits from KIPP?
w15741,2010,2,Economics of estate taxation: a brief review of theory and evidence
w15742,2010,2,Policies to Create and Destroy Human Capital in Europe
w15743,2010,2,"Commodity prices, commodity currencies, and global economic developments"
w15744,2010,2,Old Europe ages: Reforms and Reform Backlashes
w15745,2010,2,Earnings Determination and Taxes: Evidence from a Cohort Based Payroll Tax Reform in Greece
w15746,2010,2,A Shred of Credible Evidence on the Long Run Elasticity of Labor Supply
w15747,2010,2,Family Values and the Regulation of Labor
w15748,2010,2,The Political Economy of Indirect Control
w15749,2010,2,"Globalization, Markups and U.S. Welfare"
w15750,2010,2,Intermediated Trade
w15751,2010,2,Intermediation and Economic Integration
w15752,2010,2,Public Avoidance and the Epidemiology of novel H1N1 Influenza A
w15753,2010,2,What Determines European Real Exchange Rates?
w15754,2010,2,Industry Evidence on the Effects of Government Spending
w15755,2010,2,Which Parts of Globalization Matter for Catch-up Growth?
w15756,2010,2,Consumption and Saving: Models of Intertemporal Allocation and Their Implications for Public Policy
w15757,2010,2,Optimal Target Criteria for Stabilization Policy
w15758,2010,2,The Return of the Wage Phillips Curve
w15759,2010,2,"Capital Flows, Consumption Booms and Asset Bubbles: A Behavioural Alternative to the Savings Glut Hypothesis"
w15760,2010,2,"Clustering, Spatial Correlations and Randomization Inference"
w15761,2010,2,How Does Life Settlement Affect the Primary Life Insurance Market?
w15762,2010,2,The Inflation-Output Trade-off with Downward Wage Rigidities
w15763,2010,2,Central Bank Dollar Swap Lines and Overseas Dollar Funding Costs
w15764,2010,2,"Labor Market Frictions as a Source of Comparative Advantage, with Implications for Unemployment and Inequality"
w15765,2010,2,Self-Selection and International Migration: New Evidence from Mexico
w15766,2010,2,The Tax Exclusion for Employer-Sponsored Health Insurance
w15767,2010,2,Measuring What Employers Really Do about Entry Wages over the Business Cycle
w15768,2010,2,The Supply Side of Innovation: H-1B Visa Reforms and US Ethnic Invention
w15769,2010,2,Unwilling or Unable to Cheat? Evidence from a Randomized Tax Audit Experiment in Denmark
w15770,2010,2,"The Market for Bank Stocks and the Rise of Deposit Banking in New York City, 1866-1897"
w15771,2010,3,"Property Rights, Land Conflict and Tenancy in Brazil"
w15772,2010,2,Students Choosing Colleges: Understanding the Matriculation Decision at a Highly Selective Private Institution
w15773,2010,2,Imperfect Information and Aggregate Supply
w15774,2010,2,Correlated Disturbances and U.S. Business Cycles
w15775,2010,2,African Poverty is Falling...Much Faster than You Think!
w15776,2010,3,Equilibrium Fictions: A Cognitive Approach to Societal Rigidity
w15777,2010,2,"Foreclosures, Enforcement, and Collections under the Federal Mortgage Modification Guidelines"
w15778,2010,2,"Health, Income, and the Timing of Education Among Military Retirees"
w15779,2010,2,Integration and Information: Markets and Hierarchies Revisited
w15780,2010,2,Terms of Trade Shocks and Fiscal Cycles
w15781,2010,2,Prices and Cigarette Demand: Evidence from Youth Tobacco Use in Developing Countries
w15782,2010,2,"""Unfunded Liabilities"" and Uncertain Fiscal Financing"
w15783,2010,2,Rational-Expectations Equilibrium in Intermediate Good Markets
w15784,2010,2,"On the ease of overstating the fiscal stimulus in the US, 2008-9"
w15785,2010,2,Optimal Interventions in Markets with Adverse Selection
w15786,2010,2,Empirical Industrial Organization: A Progress Report
w15787,2010,2,Questions and Answers about the Financial Crisis
w15788,2010,2,Analytical General Equilibrium Effects of Energy Policy on Output and Factor Prices
w15789,2010,2,"Family Status Transitions, Latent Health, and the Post-Retirement Evolution of Assets"
w15790,2010,2,How Much Is Employment Increased by Cutting Labor Costs? Estimating the Elasticity of Job Creation
w15791,2010,3,The Effects of Oil Price Changes on the Industry-Level Production and Prices in the U.S. and Japan
w15792,2010,3,Financial constraints and innovation: Why poor countries don't catch up
w15793,2010,3,Agricultural Innovation
w15794,2010,3,The Credibility Revolution in Empirical Economics: How Better Research Design is Taking the Con out of Econometrics
w15795,2010,3,From Financial Crash to Debt Crisis
w15796,2010,3,The Effects of Employment on Influenza Rates
w15797,2010,3,Water Markets: Australia's Murray-Darling Basin and the US Southwest
w15798,2010,3,Public vs. Private Provision of Charity Care? Evidence from the Expiration of Hill-Burton Requirements in Florida
w15799,2010,3,Decoding Microsoft: Intangible Capital as a Source of Company Growth
w15800,2010,3,"Simple Analytics and Empirics of the Government Spending Multiplier and Other ""Keynesian"" Paradoxes"
w15801,2010,3,Involuntary Unemployment and the Business Cycle
w15802,2010,3,Reassessing FHA Risk
w15803,2010,3,Identifying Effective Classroom Practices Using Student Achievement Data
w15804,2010,3,International reserves and swap lines: substitutes or complements?
w15805,2010,3,Optimal retirement benefit guarantees
w15806,2010,3,Stressed not Frozen: The Fed Funds Market in the Financial Crisis
w15807,2010,3,Cash Flow Multipliers and Optimal Investment Decisions
w15808,2010,3,Analyzing the Spectrum of Asset Returns: Jump and Volatility Components in High Frequency Data
w15809,2010,3,Market Response to Policy Initiatives during the Global Financial Crisis
w15810,2010,3,Sovereign Debt Risk Premia and Fiscal Policy in Sweden
w15811,2010,3,Measuring the Impact of Health Insurance on Levels and Trends in Inequality
w15812,2010,3,"Disruption, Achievement and the Heterogeneous Benefits of Smaller Classes"
w15813,2010,3,The Relationship Between Health and Growth: When Lucas Meets Nelson-Phelps
w15814,2010,3,Home Computer Use and the Development of Human Capital
w15815,2010,3,"This Time is Different Chartbook: Country Histories on Debt, Default, and Financial Crises"
w15816,2010,3,Constrained Job Matching: Does Teacher Job Search Harm Disadvantaged Urban Schools?
w15817,2010,3,Leverage and Asset Bubbles: Averting Armageddon with Chapter 11?
w15818,2010,3,On the Taxation of Private Transfers
w15819,2010,3,"""Loans for Shares"" Revisited"
w15820,2010,3,Large Scale Institutional Changes: Land Demarcation Within the British Empire
w15821,2010,3,Limits of Arbitrage: The State of the Theory
w15822,2010,3,The Redistributional Impact of Non-linear Electricity Pricing
w15823,2010,3,The Effect of Health Insurance Coverage on the Use of Medical Services
w15824,2010,3,The Influence of the Home Owners' Loan Corporation on Housing Markets During the 1930s
w15825,2010,3,Regulating Abortion: Impact on Patients and Providers in Texas
w15826,2010,3,Microeconomic Evidence on Price-Setting
w15827,2010,3,Human Capital Development Before Age Five
w15828,2010,3,Alcohol Regulation and Crime
w15829,2010,3,Insuring Consumption Using Income-Linked Assets
w15830,2010,3,The Predictive Content of Commodity Futures
w15831,2010,3,The Consequences of Entrepreneurial Finance: A Regression Discontinuity Analysis
w15832,2010,3,Estimating Network Economies in Retail Chains: A Revealed Preference Approach
w15833,2010,3,"Information, analysts, and stock return comovement"
w15834,2010,3,Revisiting U. S. Productivity Growth over the Past Century with a View of the Future
w15835,2010,3,Durable consumption and asset management with transaction and observation costs
w15836,2010,3,The Natural Resource Curse: A Survey
w15837,2010,3,"Leverage, Moral Hazard and Liquidity"
w15838,2010,3,Late Bloomers in the Arts and Sciences: Answers and Questions
w15839,2010,3,Do Powerful Politicians Cause Corporate Downsizing?
w15840,2010,3,"Education, Knowledge and the Evolution of Disparities in Health"
w15841,2010,3,The Effect of Malpractice Liability on the Specialty of Obstetrics and Gynecology
w15842,2010,3,"Globalization, Pass-Through and Inflation Dynamic"
w15843,2010,3,The economic crisis and medical care usage
w15844,2010,3,Valuing ecosystem services in general equilibrium
w15845,2010,3,Civic Capital as the Missing Link
w15846,2010,3,Spreading the Wealth Around: Reflections Inspired by Joe the Plumber
w15847,2010,3,Tax buyouts
w15848,2010,3,Corporate Bond Default Risk: A 150-Year Perspective
w15849,2010,3,Public-Place Smoking Laws and Exposure to Environmental Tobacco Smoke (ETS)
w15850,2010,3,Modeling Financial Contagion Using Mutually Exciting Jump Processes
w15851,2010,3,Harmonizing and Combining Large Datasets - An Application to Firm-Level Patent and Accounting Data
w15852,2010,3,Optimal price setting with observation and menu costs
w15853,2010,3,Why Do Women Leave Science and Engineering?
w15854,2010,3,The Effect of Allowance Allocations on Cap-and-Trade System Performance
w15855,2010,3,Do Strikes Kill? Evidence from New York State
w15856,2010,4,The Politics of Monetary Policy
w15857,2010,4,Using Innovations Surveys for Econometric Analysis
w15858,2010,4,Mental Health Treatment and Criminal Justice Outcomes
w15859,2010,4,Twin Picks: Disentangling the Determinants of Risk-Taking in Household Portfolios
w15860,2010,4,Theories of Statistical Discrimination and Affirmative Action: A Survey
w15861,2010,4,How University Endowments Respond to Financial Market Shocks: Evidence and Implications
w15862,2010,4,"The Trend of Mean BMI Values of US Adults, Birth Cohorts 1882-1986 Indicates that the Obesity Epidemic Began Earlier than Hitherto Thought"
w15863,2010,4,"Agriculture, Roads, and Economic Development in Uganda"
w15864,2010,4,Estimation of a Dynamic Model of Weight
w15865,2010,4,"Interest Groups, Information Manipulation in the Media, and Public Policy: The Case of the Landless Peasants Movement in Brazil"
w15866,2010,4,Investor Overconfidence and the Forward Premium Puzzle
w15867,2010,4,Sample Selectivity and the Validity of International Student Achievement Tests in Economic Research
w15868,2010,4,The Harrod-Balassa-Samuelson Hypothesis: Real Exchange Rates and their Long-Run Equilibrium
w15869,2010,4,Recruiting for Ideas: How Firms Exploit the Prior Inventions of New Hires
w15870,2010,4,Economic Growth with Bubbles
w15871,2010,4,Monetary Policy and Unemployment
w15872,2010,4,"One for the Road: Public Transportation, Alcohol Consumption, and Intoxicated Driving"
w15873,2010,4,The Effect of Daughters on Partisanship
w15874,2010,4,Improving Employment Prospects for Former Prison Inmates: Challenges and Policy
w15875,2010,4,"Diet, Health and Work Intensity in England and Wales, 1700-1914"
w15876,2010,4,Surfing the Waves of Globalization: Asia and Financial Globalization in the Context of the Trilemma
w15877,2010,4,"Public Safety through Private Action: An economic assessment of BIDs, locks, and citizen cooperation"
w15878,2010,4,Why Do Inventories Rise When Demand Falls in Housing and Other Markets?
w15879,2010,4,How Has the Monetary Transmission Mechanism Evolved Over Time?
w15880,2010,4,Has medical innovation reduced cancer mortality?
w15881,2010,4,Intra-firm Trade and Product Contractibility
w15882,2010,4,Trade-in-goods and trade-in-tasks: An Integrating Framework
w15883,2010,4,Beauty Contests and Irrational Exuberance: A Neoclassical Approach
w15884,2010,4,The Shanxi Banks
w15885,2010,4,Do Americans Consume Too Little Natural Gas? An Empirical Test of Marginal Cost Pricing
w15886,2010,4,Jobs and Kids: Female Employment and Fertility in Rural China
w15887,2010,4,Measuring and Understanding Subjective Well-Being
w15888,2010,4,Pass-Through of Oil Prices to Japanese Domestic Prices
w15889,2010,4,Recent Developments in Intergenerational Mobility
w15890,2010,4,The Term Structure of Interest Rates in a DSGE Model with Recursive Preferences
w15891,2010,4,Understanding the mechanisms of economic development
w15892,2010,4,Increasing Time to Baccalaureate Degree in the United States
w15893,2010,4,Quantifying the Impact of Financial Development on Economic Development
w15894,2010,4,Education Policy and Crime
w15895,2010,4,The Effect of State Workers' Compensation Program Changes on the Use of Federal Social Security Disability Insurance
w15896,2010,4,Household Leverage and the Recession of 2007 to 2009
w15897,2010,4,The Marginal Products of Residential and Non-Residential Capital Through 2009
w15898,2010,4,Financial Incentives and Student Achievement: Evidence from Randomized Trials
w15899,2010,4,Optimal Emission Pricing in the Presence of International Spillovers: Decomposing Leakage and Terms-of-Trade Motives
w15900,2010,4,Deep Financial Integration and Volatility
w15901,2010,4,Search in Macroeconomic Models of the Labor Market
w15902,2010,4,"A New Data Set of Educational Attainment in the World, 1950-2010"
w15903,2010,4,Putting Per-Capita Income Back into Trade Theory
w15904,2010,4,Getting Cars Off the Road: The Cost-Effectiveness of an Episodic Pollution Control Program
w15905,2010,4,Nurturing the Accumulation of Innovations: Lessons from the Internet
w15906,2010,4,A Corporate Beauty Contest
w15907,2010,4,Decoupling and Recoupling
w15908,2010,4,Simple and Robust Rules for Monetary Policy
w15909,2010,4,Tapping the Supercomputer Under Your Desk: Solving Dynamic Equilibrium Models with Graphics Processors
w15910,2010,4,"Agency Costs, Mispricing, and Ownership Structure"
w15911,2010,4,Trust and Well-being
w15912,2010,4,Learning and the Disappearing Association Between Governance and Returns
w15913,2010,4,Lab Labor: What Can Labor Economists Learn from the Lab?
w15914,2010,4,"Earnings, Consumption and Lifecycle Choices"
w15915,2010,4,"Household Location and Schools in Metropolitan Areas with Heterogeneous Suburbs; Tiebout, Alonso, and Government Policy"
w15916,2010,4,Ideological Segregation Online and Offline
w15917,2010,4,The dark side of outside directors: Do they quit when they are most needed?
w15918,2010,4,Leadership: A Personnel Economics Approach
w15919,2010,4,Balance Sheet Adjustments in the 2008 Crisis
w15920,2010,4,Crises and Recoveries in an Empirical Model of Consumption Disasters
w15921,2010,4,Identifying Supply and Demand Elasticities of Agricultural Commodities: Implications for the US Ethanol Mandate
w15922,2010,4,Do Call Centers Promote School Enrollment? Evidence from India
w15923,2010,4,Explaining the Favorite-Longshot Bias: Is it Risk-Love or Misperceptions?
w15924,2010,4,Credit within the firm
w15925,2010,4,Religious Identity and Economic Behavior
w15926,2010,4,Expansion of Trade at the Extensive Margin: A General Gains-from-Trade Result and Illustrative Examples
w15927,2010,4,Excessive Volatility in Capital Flows: A Pigouvian Taxation Approach
w15928,2010,4,Fortune or Virtue: Time-Variant Volatilities Versus Parameter Drifting in U.S. Data
w15929,2010,4,"Reading the Recent Monetary History of the U.S., 1959-2007"
w15930,2010,4,Innovators: Filmmakers
w15931,2010,4,Unemployment Fiscal Multipliers
w15932,2010,4,Does Reducing College Costs Improve Educational Outcomes for Undocumented Immigrants? Evidence from State Laws Permitting Undocumented Immigrants to Pay In-state Tuition at State Colleges and Universities
w15933,2010,4,Client-Based Entrepreneurship
w15934,2010,4,Fiscal Rules in India: Are They Effective?
w15935,2010,4,Can Pollution Tax Rebates Protect Low-Income Families? The Effects of Relative Wage Rates
w15936,2010,4,Foreign Ownership and Employment Growth in Indonesian Manufacturing
w15937,2010,4,Locked Up by a Lockup: Valuing Liquidity as a Real Option
w15938,2010,4,On the Sources of Aggregate Fluctuations in Emerging Economies
w15939,2010,4,"Energy Conservation ""Nudges"" and Environmentalist Ideology: Evidence from a Randomized Residential Electricity Field Experiment"
w15940,2010,4,The Other Side of Value: Good Growth and the Gross Profitability Premium
w15941,2010,4,Excise Tax Avoidance: The Case of State Cigarette Taxes
w15942,2010,4,Who Pays Cigarette Taxes? The Impact of Consumer Price Search
w15943,2010,4,Breadth vs. Depth: The Timing of Specialization in Higher Education
w15944,2010,4,"Theory, General Equilibrium and Political Economy in Development Economics"
w15945,2010,4,Short Criminals: Stature and Crime in Early America
w15946,2010,4,The Political Economy of Intergenerational Income Mobility
w15947,2010,4,Local Labor Markets
w15948,2010,4,Characteristic Timing
w15949,2010,4,The Economics of International Differences in Educational Achievement
w15950,2010,4,Does Risk Explain Anomalies? Evidence from Expected Return Estimates
w15951,2010,4,Measurement Errors in Investment Equations
w15952,2010,4,"Borrow Cheap, Buy High? The Determinants of Leverage and Pricing in Buyouts"
w15953,2010,4,Binge Drinking and Risky Sex among College Students
w15954,2010,4,The Falling Time Cost of College: Evidence from Half a Century of Time Use Data
w15955,2010,4,A Dynamic Model of Housing Demand: Estimation and Policy Implications
w15956,2010,4,An Autopsy of the U.S. Financial System
w15957,2010,4,An Alternative Theory of the Plant Size Distribution with an Application to Trade
w15958,2010,4,Competing Engines of Growth: Innovation and Standardization
w15959,2010,5,Market Structure and Innovation: A Dynamic Analysis of the Global Automobile Industry
w15960,2010,5,"Borders, Ethnicity and Trade"
w15961,2010,5,The Online Laboratory: Conducting Experiments in a Real Labor Market
w15962,2010,5,"Disability Risk, Disability Insurance and Life Cycle Behavior"
w15963,2010,5,Inertia and Overwithholding: Explaining the Prevalence of Income Tax Refunds
w15964,2010,5,Pop Internationalism: Has A Half Century of World Music Trade Displaced Local Culture?
w15965,2010,5,A Cluster-Grid Projection Method: Solving Problems with High Dimensionality
w15966,2010,5,The Role of Teacher Quality in Retention and Hiring: Using Applications-to-Transfer to Uncover Preferences of Teachers and Schools
w15967,2010,5,On the Formation of Coalitions to Provide Public Goods - Experimental Evidence from the Lab
w15968,2010,5,Did Bankruptcy Reform Cause Mortgage Default to Rise?
w15969,2010,5,The Impact of Direct-to-Consumer Advertising on Pharmaceutical Prices and Demand
w15970,2010,5,Interracial Friendships in College
w15971,2010,5,The Housing Cycle and Prospects for Technical Progress
w15972,2010,5,Charity and Favoritism in the Field: Are Female Economists Nicer (to Each Other)?
w15973,2010,5,The Shape of Temptation: Implications for the Economic Lives of the Poor
w15974,2010,5,Global Banks and International Shock Transmission: Evidence from the Crisis
w15975,2010,5,Persuasion and empathy in salesperson-customer interactions
w15976,2010,5,Back on the Rails: Competition and Productivity in State-owned Industry
w15977,2010,5,Personnel Economics: Hiring and Incentives
w15978,2010,5,Why Has California's Residential Electricity Consumption Been So Flat since the 1980s?: A Microeconometric Approach
w15979,2010,5,The Labor Market in the Great Recession
w15980,2010,5,Targeting the Poor: Evidence from a Field Experiment in Indonesia
w15981,2010,5,Commercial Imperialism? Political Influence and Trade During the Cold War
w15982,2010,5,Social Welfare Expenditures in the United States and the Nordic Countries: 1900-2003
w15983,2010,5,Worker replacement
w15984,2010,5,Fertility and the Personal Exemption: Comment
w15985,2010,5,"The Contribution of Trade to Wage Inequality: The Role of Skill, Gender, and Nationality"
w15986,2010,5,"Optimal Interest-Rate Rules in a Forward-Looking Model, and Inflation Stabilization versus Price-Level Stabilization"
w15987,2010,5,"Risk and the CEO Market: Why Do Some Large Firms Hire Highly-Paid, Low-Talent CEOs?"
w15988,2010,5,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk-Sharing in General Equilibrium"
w15989,2010,5,Valuing Incremental Highway Capacity in a Network
w15990,2010,5,"Match Quality, Worker Productivity, and Worker Mobility: Direct Evidence From Teachers"
w15991,2010,5,Text-Based Network Industries and Endogenous Product Differentiation
w15992,2010,5,Asset Liquidity and the Cost of Capital
w15993,2010,5,Value versus Growth: Time-Varying Expected Stock Returns
w15994,2010,5,Joblessness and Perceptions about the Effectiveness of Democracy
w15995,2010,5,"Exports, Export Destinations, and Skills"
w15996,2010,5,"Skills, Exports, and the Wages of Seven Million Latin American Workers"
w15997,2010,5,"Financial Development and City Growth: Evidence from Northeastern American Cities, 1790-1870"
w15998,2010,5,The Effect of Housing on Portfolio Choice
w15999,2010,5,Credit Default Swaps and the Empty Creditor Problem
w16000,2010,5,A Sexually Unbalanced Model of Current Account Imbalances
w16001,2010,5,Deals versus Rules: Policy Implementation Uncertainty and Why Firms Hate It
w16002,2010,5,"As Science Evolves, How Can Science Policy?"
w16003,2010,5,Econometric Methods for Research in Education
w16004,2010,5,Under Pressure? The Effect of Peers on Outcomes of Young Adults
w16005,2010,5,The Risk Content of Exports: A Portfolio View of International Trade
w16006,2010,5,The Collapse of International Trade During the 2008-2009 Crisis: In Search of the Smoking Gun
w16007,2010,5,Diagnosing Consumer Confusion and Sub-Optimal Shopping Effort: Theory and Mortgage-Market Evidence
w16008,2010,5,Build America Bonds
w16009,2010,5,"Taxing Guns vs. Taxing Crime: An Application of the ""Market for Offenses Model"""
w16010,2010,5,"GDP, Technical Change, and the Measurement of Net Income: the Weitzman Model Revisited"
w16011,2010,5,"Medicare Part D and its Effect on the Use of Prescription Drugs, Use of Other Health Care Services and Health of the Elderly"
w16012,2010,5,The Impact of Health Care Reform On Hospital and Preventive Care: Evidence from Massachusetts
w16013,2010,5,The Effect of Education on Adult Health and Mortality: Evidence from Britain
w16014,2010,5,Characterizing Markets for Biopharmaceutical Innovations: Do Biologics Differ from Small Molecules?
w16015,2010,5,Measure for Measure: The relationship between measures of instructional practice in middle school English Language Arts and teachers' value-added scores
w16016,2010,5,Program Evaluation and Research Designs
w16017,2010,5,Recruiting Effective Math Teachers: How Do Math Immersion Teachers Compare?: Evidence from New York City
w16018,2010,5,Building Social Capital Through MicroFinance
w16019,2010,5,Human Resource Management and Productivity
w16020,2010,5,"Financial Innovation, the Discovery of Risk, and the U.S. Credit Crisis"
w16021,2010,5,Economic Opportunities and Gender Differences in Human Capital: Experimental Evidence for India
w16022,2010,5,Rationalizing Trading Frequency and Returns
w16023,2010,5,The Cost of Debt
w16024,2010,5,Understanding Creativity
w16025,2010,5,How Much is Social Capital Worth?
w16026,2010,5,Genetic Interactions with Prenatal Social Environment: Effects on Academic and Behavioral Outcomes
w16027,2010,5,"Global shocks, economic growth and financial crises: 120 years of New Zealand experience"
w16028,2010,5,Matching with Couples: Stability and Incentives in Large Markets
w16029,2010,5,"All Banks Great, Small, and Global: Loan pricing and foreign competition"
w16030,2010,5,Where Are The Health Care Entrepreneurs? The Failure of Organizational Innovation in Health Care
w16031,2010,5,Self-Fulfilling Credit Market Freezes
w16032,2010,5,The Impact of Competition on Management Quality: Evidence from Public Hospitals
w16033,2010,5,Evidence on the Determinants of the Choice between Wage Posting and Wage Bargaining
w16034,2010,5,Does Trade Cause Capital to Flow? Evidence from Historical Rainfall
w16035,2010,5,Rare Disasters and Risk Sharing with Heterogeneous Beliefs
w16036,2010,5,How Can Behavioral Economics Inform Non-Market Valuation? An Example from the Preference Reversal Literature
w16037,2010,5,"Measuring the Economic Effect of Global Warming on Viticulture Using Auction, Retail, and Wholesale Prices"
w16038,2010,5,Investment under Uncertainty: Testing the Options Model with Professional Traders
w16039,2010,5,An Empirical Model for Strategic Network Formation
w16040,2010,5,"Coordination, Switching Costs and the Division of Labor in General Medicine: An Economic Explanation for the Emergence of Hospitalists in the United States"
w16041,2010,5,CEO Overconfidence and Innovation
w16042,2010,5,Chasing Noise
w16043,2010,6,"Growth Accounting with Misallocation: Or, Doing Less with More in Singapore"
w16044,2010,6,Does Foreign Exchange Reserve Decumulation Lead to Currency Appreciation?
w16045,2010,6,Decomposition Methods in Economics
w16046,2010,6,"Exports, Borders, Distance, and Plant Size"
w16047,2010,6,Are Leading Indicators of Financial Crises Useful for Assessing Country Vulnerability? Evidence from the 2008-09 Global Crisis
w16048,2010,6,"Great Expectations: Law, Employment Contracts, and Labor Market Performance"
w16049,2010,6,Contracts between Legal Persons
w16050,2010,6,Ambiguity and Climate Policy
w16051,2010,6,Are Increasing 5-Year Survival Rates Evidence of Success Against Cancer? A reexamination using data from the U.S. and Australia
w16052,2010,6,External Capital Structures and Oil Price Volatility
w16053,2010,6,Distributional Implications of Alternative U.S. Greenhouse Gas Control Measures
w16054,2010,6,The Optimal Rate of Inflation
w16055,2010,6,Unpacking Neighborhood Influences on Education Outcomes: Setting the Stage for Future Research
w16056,2010,6,Competitive Effects of Means-Tested School Vouchers
