author,name,user_nber,user_repec
w19429.2,Dong Lou,dong_lou,NA
w19430.1,Benjamin N Roin,benjamin_roin,NA
w19430.2,Eric Budish,eric_budish,NA
w19433.1,Katrina Ligett,katrina_ligett,NA
w19434.2,Christian Raschke,christian_raschke,NA
w19435.2,Xun Tang,xun_tang,NA
w19437.1,Alvin Etang,Alvin1205,NA
w19437.3,Santosh Anagol,santosh_anagol,pan160
w19438.1,Elaine Kelly,elaine_kelly,pke295
w19439.2,Sarah Thomson,sarah_thomson,NA
w19443.2,Zhen Huo,zhen_huo,phu594
w19444.1,Christopher Jencks,christopher_jencks,NA
w19444.3,Jennifer L Jennings,Jennifer_Jennings,NA
w19446.1,David Rosenblum,david_rosenblum,NA
w19447.2,Fang Xu,fang_xu,NA
w19447.3,Gregory Cooper,gregory_cooper,NA
w19450.3,Samir Soneji,samir_soneji,NA
w19451.2,Lizhong Peng,lizhong_peng,NA
w19451.3,Samuel H Zuvekas,samuel_zuvekas,NA
w19452.1,Natalia Danzer,natalia.danzer,pwe144
w19454.2,Philipp Bewerunge,philipp_bewerunge,NA
w19456.1,Kyle Jurado,kyle_jurado,NA
w19457.1,Giovanni Nicolo,giovanni_nicolo,NA
w19457.3,Vadim Khramov,vadim_khramov,NA
w19464.1,Jeffrey C Schiman,jeffrey_schiman,psc734
w19466.1,Bernard Herskovic,bernard_herskovic,phe598
w19468.2,Jacob McGrew,jacob_mcgrew,NA
w19470.1,Anmol Bhandari,anmol_bhandari,NA
w19470.2,David Evans,david_g_evans,NA
w19471.2,Jan Feld,jan_feld,NA
w19471.3,Nicolas Salamanca,ni-salam,psa855
w19472.2,Martin Kanz,martin_kanz,pka733
w19473.1,Douglas Hanley,douglas_hanley,pha1048
w19473.2,Nicolas Serrano-Velarde,nicolas_serranovelarde,pse278
w19475.2,Scott R Baker,scott_baker,pba1441
w19477.2,Pablo D'Erasmo,pablo_derasmo,pde385
w19479.1,Berk Ozler,berk_ozler,poz8
w19479.2,Ephraim Chirwa,ephraim_chirwa,NA
w19479.3,Jacobus de Hoop,jacobus_dehoop,NA
w19479.4,Sarah J Baird,sarah_baird,pba929
w19482.1,Daniel Reck,daniel_reck,NA
w19482.2,Jeffrey L Hoopes,jeffrey_hoopes,pho699
w19483.2,Edmund J Malesky,edmund_malesky,NA
w19483.3,Jie Bai,jie_bai,NA
w19486.1,Eduardo Morales,eduardo_morales,NA
w19486.2,Michael J Dickstein,michael_dickstein,NA
w19487.2,Bradley T Shapiro,bradley_shapiro,NA
w19487.5,Michael Kleinrock,michael_kleinrock,NA
w19489.2,Brian Uzzi,brian_uzzi,NA
w19489.4,Susan Feng Lu,susan_lu,NA
w19494.2,Gianmarco Leon,gianmarco.leon,ple256
w19496.2,Niels Skipper,niels_skipper,NA
w19496.3,Sergei Koulayev,sergei_koulayev,pko278
w19498.1,John Morrow,john_m_morrow,NA
w19498.2,Michael R Carter,michael_carter,pca969
w19499.1,Fatih Karahan,fatih_karahan,NA
w19500.2,Xingtan Zhang,xingtan_zhang,NA
w19502.2,Igor Cunha,igor_cunha,NA
w19503.1,Jeffrey Clemens,jeffrey_clemens,NA
w19507.1,Frank Nagle,frank_nagle,NA
w19508.1,Katherine B Coffman,katherine_coffman,NA
w19508.3,Lucas C Coffman,lucas_coffman,pco542
w19510.1,Ben Gilbert,ben_gilbert,pgi326
w19515.1,Guoying Deng,guoying_deng,NA
w19517.1,Cristian Tiu,cristian_tiu,NA
w19517.2,Keith Brown,keith_brown,NA
w19518.3,Siping Luo,siping_luo,NA
w19519.1,Babur De los Santos,babur_delossantos,pde472
w19519.2,Matthijs R Wildenbeest,matthijs_wildenbeest,pwi126
w19519.3,Michael R Baye,michael_baye,pba279
w19520.3,Randall Lewis,randall_lewis,NA
w19522.4,Peter Landry,peter_landry_1,NA
w19523.1,Christian Grisse,christian_grisse,pgr250
w19528.1,Elizabeth Bodine-Baron,elizabeth_bodine-baron,NA
w19528.3,Raffaello Varadavas,raffaello__varadavas,NA
w19528.4,Sarah Nowak,sarah_nowak,NA
w19531.1,Mehmet Saglam,mehmet_saglam,NA
w19533.2,Derek Kellenberg,kellenbe,pke102
w19534.1,Lisa Cameron,lisa_cameron,pca304
w19535.1,Ashley Langer,ashley_langer,NA
w19539.2,David Dreyer Lassen,david_lassen,pla126
w19541.3,Tomasz Strzalecki,tomasz_strzalecki,pst237
w19542.1,Juan Pantano,juan_pantano,NA
w19543.2,Thomas F Crossley,thomas_crossley,pcr47
w19544.1,Garry Barrett,garry_barrett,pba770
w19544.3,Peter Levell,peter_levell,ple883
w19546.1,Alexander Tarasov,alexander_tarasov,pta226
w19549.1,Scott Wallsten,scott_wallsten,NA
w19550.1,Douglas D Evanoff,douglas_evanoff,pev37
w19552.2,Steven W Hemelt,steven_hemelt,NA
w19556.1,David Weiss,david_weiss,pwe324
w19561.1,Angel Estrada,angel_estrada,NA
w19567.2,Steven L Scott,steven_scott,NA
w19570.3,Zheng Sun,zheng_sun_1,NA
w19571.1,Jamie Mullins,jamie_mullins,NA
w19572.2,Jonathan Kreamer,jonathan_kreamer,NA
w19575.1,Joao Tovar Jalles,Joao_jalles,pja203
w19576.3,Weiwei Hu,weiweihu82,NA
w19580.2,Olivier Accominotti,olivier_accominotti,pac67
w19582.1,Caitlin Blair,caitlin_blair,NA
w19583.1,Andreas Hubener,andreas_hubener,NA
w19589.2,David Swanson,david_swanson,NA
w19589.3,John Greenlees,john_greenlees,NA
w19589.5,Stephen Ash,stephen_ash,NA
w19589.6,Steve Henderson,steve_henderson,NA
w19589.7,Thesia Garner,thesia_garner,pga114
w19590.2,Byeong-Je An,byeong-je_an,NA
w19592.1,Anusua Datta,anusua_datta,NA
w19595.2,Kari Vea Salvanes,Karivea,NA
w19596.3,Takaaki Nomoto,takaaki_nomoto,NA
w19597.1,Mehmet Alper Dincer,MehmetAlperDincer,NA
w19600.1,Dmitri Koustas,dimitri_koustas,NA
w19601.2,Steven Callander,steven_callander,pca440
w19602.1,Leah K Lakdawala,leah_lakdawala,pla925
w19603.2,Emilio Depetris-Chauvin,emilio_depetris_chauvin,pde936
w19607.2,David Lam,david_lam,pla130
w19607.4,Nicola Branson,nicola_branson,NA
w19608.1,Alexey Shpenev,alexey_shpenev,NA
w19608.2,Arseny Mamedov,arseny_mamedov,pma1724
w19608.3,Elena Grishina,elena_grishina,pgr491
w19608.4,Eugene Goryunov,eugene_goryunov,pgo582
w19608.5,Kristina Nesterova,kristina_nesterova,NA
w19608.7,Maria Kazakova,maria_kazakova,NA
w19608.8,Pavel Trunin,pavel_trunin,NA
w19608.9,Vladimir Nazarov,vladimir_nazarov,pna391
w19609.1,Annette Alstadsaeter,annette_alstadsaeter,pal346
w19609.2,Kjetil Telle,tel@ssb.no,pte31
w19611.2,Sang Byung Seo,sang_byung_seo,NA
w19613.2,Natalia Fabra,nfabra,pfa37
w19615.1,Elaine M Liu,elaine_liu,pli459
w19615.2,Joseph Tao-yi Wang,joseph_wang,pwa370
w19616.1,Brian McCaig,brian_mccaig,pmc113
w19617.1,Alexander Karaivanov,alexander_karaivanov,pka38
w19618.3,Victor Zhorin,victor_zhorin,pzh221
w19620.1,Daxuan Zhao,daxuan_zhao,NA
w19620.3,Pei Li,pei_li,pli1028
w19622.1,Brian K Chen,bkchen,NA
w19622.2,Chuh-Yuh Yang,chuh-yuh_yang,NA
w19623.2,Andreas Stathopoulos,andreas_stathopoulos,NA
w19624.1,Cong Sun,cong_sun,NA
w19624.4,Ye Qi,ye_qi,NA
w19629.2,Xi Wu,xi_wu,NA
w19633.2,William Gornall,will_gornall,NA
w19634.4,Samita Dhanasobhon,samita_dhanasobhon,NA
w19637.2,David M Byrne,david_byrne,pby17
w19640.2,Shigeru Fujita,shigeru_fujita,pfu33
w19647.1,David S Abrams,david_abrams,NA
w19647.2,Jillian Grennan,Jillian_Grennan,ppo573
w19648.1,Ravi Kanbur,ravi_kanbur,pka712
w19648.3,Shenggen Fan,shenggen_fan,pfa13
w19650.2,Maurizio Luisi,maurizio_luisi,NA
w19652.2,Takeshi Tashiro,takeshi_tashiro,NA
w19660.1,Fuhai Hong,fuhai_hong,NA
w19660.3,Migiwa Tanaka,migiwa_tanaka,pta239
w19665.1,James T Edwards,james_edwards,NA
w19669.2,Kerry Back,kerry_back,NA
w19669.3,Tao Li,tao_li_1,NA
w19672.1,Andreas I Mueller,andreas_mueller,pmu176
w19674.1,Carolyn D Egelman,carolyn_egelman,NA
w19674.3,Erica R H Fuchs,erica_fuchs,NA
w19674.4,Linda Argote,linda_argote,NA
w19676.1,Aitor Erce,aitor_erce,per49
w19677.1,Kunfu Zhu,kunfu_zhu,NA
w19679.3,Laurina Zhang,laurina_zhang,NA
w19680.3,Martin C Schmalz,martin_schmalz,psc797
w19681.2,David Kabiller,david_kabiller,NA
w19684.1,Efstathios Avdis,efstathios__avdis,NA
w19686.2,Xuan Zhou,xuan_zhou,NA
w19690.1,Miroslav Zajicek,zajicek,pza311
w19691.2,Konstantin Kosenko,konstantin_kosenko,NA
w19692.1,Jack M Rossbach,jack_rossbach,pro960
w19693.2,Luigi Bocola,luigi_bocola,pbo852
w19694.3,Florenta Teodoridis,florenta_teodoridis,NA
w19696.1,Adam Osman,adam_osman,NA
w19698.1,Brian Kelleher Richter,brian_richter,NA
w19700.2,Jonathan Holmes,jonathan_holmes,NA
w19701.1,Amir Kermani,amir_kermani,NA
w19701.3,James Kwak,james_kwak,NA
w19702.2,Sarah A Janzen,sarah_janzen,NA
w19705.2,Michael Johannes,michael_johannes,NA
w19706.1,Conghui Hu,conghui_hu,NA
w19707.1,Hanh Le,hanh_le,NA
w19708.2,Zhaoxia Xu,zhaoxia_xu,NA
w19711.1,Aloisio Araujo,aloisio_araujo,par368
w19711.3,Susan Schommer,susan_Schommer,NA
w19715.1,Immo Schott,immo_schott,NA
w19716.3,Utku Suleymanoglu,utku_suleymanoglu,NA
w19718.2,Urho Lempinen,urho_lempinen,NA
w19720.1,Anne E Hall,anne_hall,NA
w19720.2,Tina Highfill,tina_highfill,phi206
w19721.1,Kyle C Meng,kyle_meng,pme858
w19721.2,Thomas Fujiwara,thomas_fujiwara,pfu230
w19722.4,Renata Lemos,renata_lemos,ple1072
w19723.1,Ilhyock Shim,ilhyock_shim,psh722
w19725.2,Jisung Park,jisung_park,NA
w19726.1,Hitoshi Shigeoka,hitoshi_shigeoka,psh553
w19728.1,Alexi Savov,alexi_savov,psa1271
w19730.2,Tanja Hethey-Maier,tanja_hethey-maier,NA
w19731.1,Bradley J Larsen,bradley_larsen,pla525
w19732.1,Hugh Hoikwang Kim,hoikwang_kim,pki417
w19733.3,Xiaoxue Zhao,xiaoxue_zhao,NA
w19734.1,Daniel Diermeier,daniel_diermeier,NA
w19740.1,Gabriela Calderon,gabriela_calderon,NA
w19742.3,Matthew M Chingos,matthew_chingos,NA
w19743.1,Carl T Kitchens,carl_kitchens,pki457
w19746.3,Pascual Restrepo,pascual_restrepo,pre276
w19749.2,Jonathan Wolff,jonathan_wolff,NA
w19757.1,Ashwin Kambhampati,ashwin__kambhampati,NA
w19759.1,Antoine Gervais,antoine_gervais,pge71
w19760.2,Yiyan Liu,yiyanliu,NA
w19762.2,Guido Schwerdt,guido_schwerdt_1,psc164
w19762.4,Simon Wiederhold,simon_wiederhold,pwi133
w19763.2,Murat Alp Celik,murat_celik,pce187
w19764.3,Matt Marx,matt_marx,NA
w19767.2,Martin Gervais,martin_gervais,pge6
w19767.4,Yaniv Yedid-Levi,yaniv_yedidlevi,pye106
w19770.2,Trevor S Gallen,trevor_gallen,pga944
w19773.1,Bruce Tuckman,bruce_tuckman,NA
w19775.2,Rosangela Bando,rosangela_bando,NA
w19776.1,Elke U Weber,elke_weber,NA
w19780.1,Andrew J Yates,andrew_yates,pya124
w19781.1,Matthew Harding,matthew_harding,pha1166
w19783.1,Brian Baugh,brianbaugh,NA
w19783.2,Hoonsuk Park,hoonsuk_park,NA
w19785.1,Elira Kuka,elira_kuka,pku394
w19789.1,Christopher Wimer,christopher_wimer,NA
w19789.2,Irwin Garfinkel,irwin_garfinkel,NA
w19791.1,Gong Cheng,gong_cheng,pch1181
w19791.4,Noemie Lisack,noemie_lisack,NA
w19792.2,Xu Cheng,xu_cheng,NA
w19792.3,Zhipeng Liao,zhipeng_liao,pli1071
w19794.2,Talia Bar,talia_bar,NA
w19798.2,Hyun-Soo Choi,hyun_choi,NA
w19798.4,Jeffrey P Thompson,jeffrey_p_thompson,pth342
w19799.1,Dalida Kadyrzhanova,dkadyrzh,pka310
w19802.1,Alan Fernihough,alan_fernihough,pfe287
w19805.2,Ganesh Seshan,Ganesh_seshan,NA
w19809.2,Liping Ma,liping_ma,NA
w19814.1,Dick van Dijk,dick_vandijk,pva27
w19814.2,Michel van der Wel,michel_van_der_wel,pva361
w19815.1,Andrew Hanson,andrew_hanson,pha973
w19817.1,Alexander M Chinco,alexander_chinco,NA
w19818.1,Daniel L Greenwald,daniel_greenwald,pgr706
w19819.1,Ina Ganguli,ina_ganguli,pga330
w19819.2,Raviv Murciano-Goroff,raviv_murciano-goroff,pmu490
w19825.2,Raymond P Guiteras,raymond_guiteras,pgu357
w19826.1,Brandice Canes-Wrone,brandice_canes-wrone,NA
w19826.2,Jonathan A Rodden,jonathan_rodden,NA
w19837.1,Brendan M Price,brendan_price,NA
w19838.1,Eric Chyn,eric_chyn,NA
w19838.3,Lint Barrage,lint_barrage,pba1457
w19839.2,Luisa Zuccolo,luisa_zuccolo,NA
w19839.3,Sarah Lewis,sarah_lewis,NA
w19842.1,Jane Arnold Lincove,jane_lincove,NA
w19842.2,Jenna Cullinane,jenna_cullinane,NA
w19842.3,Rachel Veron,rachel_veron,NA
w19845.3,Song Ma,song_ma,NA
w19849.2,Francis de Vericourt,francis_de_vericourt,NA
w19850.1,John Mondragon,john_mondragon,NA
w19850.2,Marianna Kudlyak,marianna_kudlyak,pku210
w19852.3,Mohamed Mostagir,mohamed_mostagir,NA
w19855.1,Jinwen Xu,jinwenxu,NA
w19857.2,Oleg Yerokhin,olegyer,NA
w19857.3,Peter M Siminski,Peter_Siminski,psi343
w19859.2,Peng Shi,peng_shi,NA
w19860.2,Nicolas J Duquette,nicolas_duquette,NA
w19862.1,George Farkas,george_farkas,NA
w19862.5,Kenneth Dodge,kenneth_dodge,NA
w19862.6,Laurence Steinberg,laurence_steinberg,NA
w19862.9,Susan E Mayer,susan__mayer,NA
w19865.3,Jose-Daniel Reyes,jose-daniel_reyes,NA
w19865.4,Renzo Massari,renzo_massari,NA
w19866.3,E J Reedy,erik_reedy,NA
w19872.1,Delina E Agnosteva,delina_agnosteva,pag136
w19875.2,Pablo Kurlat,pablo_kurlat,NA
w19878.1,Ana Ines Balsa,ana_balsa,pba1005
w19878.3,Patricia Triunfo,patricia_triunfo,ptr341
w19880.1,Daniel F Stone,daniel__stone,pst512
w19881.2,Joel Tarr,joel_tarr,NA
w19886.3,Saroj Bhattarai,saroj_bhattarai,pbh111
w19887.1,David C Low,david_low,NA
w19889.3,Johannes Rausch,johannes_rausch,NA
w19889.4,Lars Thiel,l.thiel,NA
w19889.5,Morten Schuth,morten_schuth,NA
w19890.2,Guillaume Vuillemey,gvuillemey,pvu29
w19890.3,Martin Scheicher,mscheicher,NA
w19893.3,Miao Liu,miao_liu,NA
w19896.3,Patricia Barber,patricia_barber,NA
w19896.4,Vicente Ortun,vicente_ortun,por65
w19898.2,Jun Wang,jun_wang,NA
w19901.1,Atsushi Ohyama,atsushi_ohyama,poh8
w19901.4,Tetsuji Okazaki,tetsuji_okazaki,pok12
w19905.2,Wei Huang,wei_huang,phu346
w19906.1,Allison Marier,amarier,NA
w19906.2,Coady Wing,Coady_Wing,NA
w19907.2,Gemma C Tetlow,gemma_tetlow,pte169
w19910.2,Mark T Leary,mark_leary,NA
w19914.2,Emiliano E Luttini,Luttini,plu319
w19915.1,Hugh Macartney,hugh_macartney,NA
w19916.1,Andres Zahler,andres_zahler,NA
w19916.3,Gloria Sheu,gloria_sheu,NA
w19918.1,Marina Agranov,marina_agranov,NA
w19919.1,Bryan A Stuart,bryan_stuart,pst816
w19921.2,Tian Tang,tian_tang,NA
w19922.1,Bert Lue,bert_lue,NA
w19925.2,Stefano Mosso,stefano_mosso,NA
w19928.3,Joshua C Pinkston,josh.pinkston,ppi149
w19929.1,Amar Hamoudi,amar_hamoudi,NA
w19932.1,Andri Chassamboulli,andri_chassamboulli,pch940
w19933.2,Francisco Gallego,francisco_gallego,NA
w19938.2,Junko Koeda,junko_koeda,NA
w19943.2,Maria Lucia Yanguas,maria_lucia_yanguas,NA
w19947.3,Hanna Hottenrott,HanHot,NA
w19948.1,Cuiping Long,cuiping_long_2,NA
w19949.1,Clark Gibson,clark_gibson,NA
w19949.3,James D Long,james_long,NA
w19952.1,Ishani Tewari,ishani.tewari,NA
w19953.2,Eric Zwick,eric_zwick,NA
w19953.3,Jonathan Greenstein,jonathan_greenstein,NA
w19953.4,Paul Goldsmith-Pinkham,paul_goldsmithpinkham,pgo624
w19956.1,Ali Raja,ali_raja,NA
w19956.2,Arjun Venkatesh,arjun_venkatesh,NA
w19956.3,Christopher Kabrhel,chris_kabrhel,NA
w19956.5,Leila Agha,leila_agha,pag166
w19961.2,Mabel Andalon,mandalon,pan328
w19962.2,Fabian Waldinger,fabian_waldinger,pwa360
w19964.1,Jerry Nickelsburg,jerry_nickelsburg,pni363
w19968.2,Stefanie Haller,stefanie_haller,pha286
w19969.1,Esben Hedegaard,esben_hedegaard,NA
w19971.1,Gregory Veramendi,gregory_veramendi,pve239
w19973.1,Edouard Schaal,edouard_schaal,psc777
w19973.2,Mathieu Taschereau-Dumouchel,mathieu_taschereaudumouchel,pta593
w19974.2,Xin Liu,kellyanu,NA
w19975.2,Yehuda Izhakian,yehuda_izhakian,NA
w19976.2,Garance Genicot,garance_genicot,pge26
w19978.2,Siwan Anderson,siwan_anderson,pan256
w19982.2,James Rising,james_rising,NA
w19985.1,Anne-Laure Delatte,anne-laure_delatte,pba350
w19985.2,Julien Fouquau,julien_fouquau,NA
w19986.1,Michael C Jensen,michael_jensen,pje57
w19986.2,Werner Erhard,werner_erhard,NA
w19987.1,Holger Herz,holger_herz,phe449
w19987.2,Lea Cassar,lea_cassar,pca980
w19987.4,Stefan Bechtold,stefan_bechtold,NA
w19989.2,Boris Vabson,boris_vabson,pva834
w19990.2,Nicholas Trachter,nicholas_trachter,ptr184
w19991.2,Yuanzhi Li,yuanzhi__li,NA
w19992.1,Ana Cecilia Fieler,ana_fieler,NA
w19993.2,Erik Madsen,erik_madsen,NA
w19995.2,Ivan Torre,ivan_torre,NA
w19996.3,Richard Rosenfeld,richard_rosenfeld,NA
w19996.4,Richard Wright,richard_wright,NA
w19996.5,Timothy Dickinson,timothy_dickinson,NA
w19997.2,Roberto N Fattal-Jaef,roberto_fattal-jaef,NA
w19998.2,Julie Shi,julie_shi,NA
w19999.3,Sandip Sukhtankar,sandip_sukhtankar,psu261
w20001.1,Mayu Fujii,fujii1,NA
w20005.3,Eric Helland,eric_helland,phe24
w20006.2,Onur Altindag,Onur_Altindag,pal706
w20006.3,Sean Crockett,sean_crockett,pcr145
w20007.1,Ivo Vlaev,ivo_vlaev,NA
w20007.3,Michael Hallsworth,michael_hallsworth,NA
w20007.4,Robert D Metcalfe,robert_metcalfe,pme196
w20008.1,Daan Van Soest,daan_vansoest,pva230
w20008.3,Jan Stoop,janstoop,pst453
w20010.1,Christopher Re,christopher_re,NA
w20010.2,Dolan Antenucci,dolan_antenucci,NA
w20010.5,Michael Cafarella,michael__cafarella,NA
w20011.2,S Nageeb Ali,s._nageeb__ali,pal182
w20011.3,Xiaochen Fan,xiaochen_fan,NA
w20013.2,Saziye P Akyol,saziye_akyol,pak155
w20015.5,Yan Zhang,yan_zhang,NA
w20019.1,Sebastien Houde,sebastien_houde,NA
w20021.1,J Michael McWilliams,michael_mcwilliams,NA
w20021.2,John Hsu,john_hsu,NA
w20021.4,Mary Price,mary_price,NA
w20023.1,Isabelle Sin,isabelle_sin,psi661
w20024.1,Claudia Martinez A,claudia_martinez,pma518
w20024.3,Diego Aycinena,diego_aycinena,pay58
w20027.3,Lei Xie,leixie,NA
w20037.2,Christopher C Liu,christopher_liu,NA
w20039.1,Brian Higginbotham,brian_higginbotham,NA
w20039.2,Hezekiah Agwara,Hezekiah_agwara,NA
w20039.3,Philip Auerswald,philip_auerswald,NA
w20042.2,Pablo Vega-Garcia,pablo_vegagarcia,NA
w20046.3,L Kamran Bilir,kamran_bilir,NA
w20047.1,Daniel H Wood,daniel_wood,NA
w20051.1,Ben Mermelstein,ben__mermelstein,NA
w20053.1,Marko Vujicic,marko_vujicic,NA
w20053.2,Sarah Miller,sarah_miller,pmi744
w20056.1,Michael LeGower,michael_legower,NA
w20058.1,Fang Yang,fang_yang,pya115
w20061.2,Isabelle Mejean,isabelle_mejean,pmj1
w20062.1,Jerry Tsai,jerry_tsai_1,pts130
w20063.3,Philip A Luck,philip_luck,plu339
w20066.1,Daniel H Weinberg,daniel_weinberg,pwe124
w20066.3,Henry O Pollakowski,henry_pollakowski,NA
w20067.2,Nicolas Ajzenman,nicolas_ajzenman,NA
w20068.2,Youngki Shin,youngki_shin,psh180
w20071.1,Francesco Franzoni,francesco_franzoni,NA
w20071.3,Rabih Moussawi,rabihm7,NA
w20073.3,Justin Weidner,justin_weidner,NA
w20077.1,Kenneth Harttgen,kenneth_harttgen,NA
w20079.2,Cory B Smith,cory_smith,psm173
w20080.2,Lynn M Fisher,lynn_m_fisher,NA
w20081.2,Francesco Bianchi,francesco_bianchi,pbi171
w20082.1,Andrew Beath,andrew_beath,NA
w20082.2,Fotini Christia,fotini_christia,NA
w20085.1,Hefei Wen,hefei_wen,NA
w20085.2,Janet R Cummings,janet_cummings,NA
w20086.2,Weerachart T Kilenthong,weerachart_kilenthong,pki258
w20088.2,Matthew Chesnes,matthewwilliam_chesnes,NA
w20093.3,Kevin Y Shih,kevin_shih,psh619
w20097.1,Carly J Urban,carly_urban,NA
w20101.1,Dana Galizia,dana_galizia,pga818
w20102.1,Daniela Scur,daniela_scur,psc449
w20103.4,Shari Eli,shari_eli,pel149
w20108.3,Tate Twinam,tate_twinam,ptw7
w20112.1,David Y Yang,david_yang,NA
w20112.4,Y Jane Zhang,jane_zhang_1,pzh419
w20114.1,Michael Jorgensen,michael_jorgensen,NA
w20115.1,Drew D Creal,drew_creal,pcr106
w20117.1,Fan Dora Xia,fan_dora__xia,NA
w20118.2,Claudia L Persico,claudia_persico,ppe920
w20119.1,Myrto Kalouptsidi,myrto_kalouptsidi,NA
w20121.2,Rafael Perez Ribas,rpribas,NA
w20121.3,Yan Wang,yan_wang_1,NA
w20123.3,Per Johansson,per_johansson,pjo10
w20124.1,Ivonne Siegelin,ivonne_siegelin,NA
w20130.1,Christian Baker,christian_baker,NA
w20130.2,Jeremy Bejarano,jeremy_bejarano,NA
w20131.1,Gabriel Felbermayr,gabriel_felbermayr,pfe28
w20131.3,Michele Battisti,michele_battisti_1,pba714
w20131.4,Panu Poutvaara,panu_poutvaara,ppo31
w20132.1,Anya Savikhin Samek,anya_samek,psa1068
w20136.3,Karen Helene Ulltveit-Moe,karenhelene_ulltveit-moe,pul33
w20138.1,Binying Liu,binying_liu,NA
w20139.2,Ariel BenYishay,ariel_benyishay,pbe688
w20143.2,Joana Silva,joana_silva,psi374
w20143.3,Paulo Bastos,paulo_bastos,pba521
w20148.2,Silvia Barbaresco,silvia_barbaresco,NA
w20148.3,Yanling Qi,yanling_qi,NA
w20149.1,Debarshi Nandy,debarshi_nandy,pna85
w20149.2,Karthik Krishnan,Karthik_krishnan,NA
w20151.2,Henry R Hyatt,henry_hyatt,NA
w20153.1,Syed Ali Hasanain,syed_ali_hasanain,NA
w20153.6,Saad Gulzar,saad_gulzar,NA
w20155.3,Herve Le Bihan,herve_lebihan,ple240
w20159.1,Haizhen Lin,haizhen_lin,pli405
w20161.2,Kinda Cheryl Hachem,kinda_hachem,NA
w20163.2,Martin C Byford,martin_byford,NA
w20164.3,Max Kapustin,max_kapustin,NA
w20167.1,Arnaud Maurel,arnaud_maurel,pma1091
w20167.2,Brian Clark,brian_clark,NA
w20167.3,Clement Joubert,clement_joubert,pjo377
w20170.2,Greg Fischer,greg_fischer,NA
w20171.3,Thomas Blake,thomas_blake,pbl139
w20172.3,Shyamal Chowdhury,shyamal_chowdhury,pch276
w20173.1,Daniela Vuri,daniela_vuri,pvu8
w20174.3,Ivan Petkov,ivan_petkov,ppe761
w20176.3,William C Gerken,william_gerken,NA
w20178.1,Daniel S Grossman,daniel_grossman,NA
w20180.1,Catherine C Eckel,catherine_eckel,NA
w20180.2,David H Herberich,david_herberich,NA
w20184.1,Andy Brownback,andy_brownback,NA
w20187.1,Jaewon Choi,jaewon_choi,NA
w20190.2,Daniel Andrei,daniel_andrei,NA
w20190.3,Michael Hasler,michael_hasler,NA
w20197.2,Gabor Virag,gabor_virag,NA
w20199.1,David le Bris,david_le_bris,NA
w20199.2,Sebastien Pouget,sebastien_pouget,NA
w20201.1,Laura Salisbury,laura_salisbury,psa1252
w20203.1,Aileen Heinberg,aileen_heinberg,NA
w20203.2,Angela A Hung,angeka_hung,NA
w20203.6,Joanne Yoong,joanne_yoong,NA
w20206.2,Seamus J Smyth,seamussmyth,NA
w20208.2,Karen Stockley,karen_stockley,NA
w20211.1,Joshua Goodman,joshua_goodman,pgo281
w20211.2,Kalena E Cortes,kalena_cortes,NA
w20211.3,Takako Nomi,takako_nomi,NA
w20212.3,Manuel I Hermosilla,manuel_hermosilla,NA
w20213.1,Oeindrila Dube,oeindrila_dube,pdu179
w20218.2,Felix Masiye,Felix_masiye,NA
w20219.1,Mara P Squicciarini,mara_squicciarini,psq7
w20222.1,David M Studdert,david_studdert,NA
w20222.4,Monica S Farid,monica_farid,NA
w20223.3,Scott Harrington,scott_harrington,NA
w20224.2,Peter Karadi,peter_karadi,pka365
w20228.2,Giorgio Fazio,giorgiofazio,NA
w20229.6,Lewis Glinert,lewis_glinert,NA
w20233.1,H Elizabeth Peters,h._elizabeth_peters,NA
w20233.2,Jamie Rubenstein Taber,jamie_taber,NA
w20236.1,Nikhil Patel,nikhil_patel,NA
w20237.1,Christoph E Boehm,christoph_boehm,NA
w20238.2,Leonardo Melosi,leonardo_melosi,pme283
w20244.2,Bettina Aten,bettina_aten,NA
w20246.2,Luminita Stevens,luminita_stevens,NA
w20250.3,Manudeep Bhuller,manudeep_bhuller,NA
w20253.1,Francisco Pino,Francisco_pino,NA
w20253.2,Laurent Bouton,laurent_bouton,pbo198
w20254.1,Anna Milanez,anna_milanez,NA
w20255.4,Tri Vi Dang,tri_vi_dang,NA
w20256.4,Sissel Jensen,sissel_jensen,pje12
w20257.2,Xavier D'Haultfoeuille,xavier_dghaultfoeuille,pdh29
w20257.3,Yichong Zhang,yichong__zhang_,NA
w20258.2,Stephen Chaudoin,stephen_chaudoin,NA
w20258.3,Zachary Peskowitz,zachary_peskowitz,NA
w20259.3,Horacio A Larreguy,horacio_larreguy,NA
w20260.2,Jennifer Seager,jennifer_seager,NA
w20262.3,Kate Ambler,kate_ambler,pam141
w20266.1,Jacob LaRiviere,jacob_lariviere,NA
w20268.2,Li Jiang,li_jiang,NA
w20268.3,Stephen A Spiller,stephen_spiller,NA
w20271.2,Lasse Eika,lasse_eika,NA
w20279.1,Brian Beach,brian_beach,pbe1014
w20279.3,Martin H Saavedra,martin_saavedra,psa1473
w20281.2,Scott Cunningham,scott_Cunningham,NA
w20282.2,Qingyi Freda Drechsler,qingyi_drechsler,NA
w20283.1,Armin Rick,armin_rick,NA
w20284.1,Alejandro J Ganimian,alejandro_Ganimian,NA
