paper,author
w18035,w13095.2
w18035,w15526.3
w18036,w4864.2
w18036,w16020.1
w18036,w16091.2
w18037,w3785.2
w18038,w11113.1
w18038,t0151.1
w18039,w11904.3
w18039,w18039.1
w18040,w1715.2
w18040,w7744.1
w18041,w10016.2
w18041,w13790.3
w18041,w14670.2
w18042,w9928.1
w18042,w12483.3
w18043,w0470.1
w18043,w5711.1
w18043,w8386.2
w18044,w1667.1
w18044,w14030.1
w18044,w18044.1
w18045,w11000.1
w18046,w5752.2
w18046,w18046.1
w18046,w18046.3
w18047,w4825.1
w18048,w3223.2
w18048,w4281.1
w18048,w4751.1
w18048,w11542.2
w18048,w16767.3
w18049,w0987.3
w18049,w3223.2
w18049,w18049.1
w18050,w8018.1
w18050,w13701.2
w18050,w18050.1
w18051,w8658.2
w18052,w7267.1
w18052,w11166.1
w18052,w18052.3
w18052,w18052.4
w18053,w0826.1
w18053,w0908.2
w18053,w13296.2
w18054,w4713.1
w18054,w5956.2
w18054,w14652.2
w18055,w3473.1
w18055,w18055.1
w18055,w18055.3
w18055,w18055.4
w18055,w18055.5
w18056,t0293.1
w18057,w16083.3
w18058,w9382.2
w18058,w14875.4
w18058,w18058.1
w18058,t0308.2
w18059,w7893.2
w18060,w3473.1
w18060,w8134.1
w18060,w18060.3
w18061,w14965.1
w18061,w15193.2
w18062,w3385.1
w18063,w14343.2
w18064,w11754.1
w18064,w18064.1
w18064,w18064.2
w18065,w10522.2
w18065,w12325.1
w18065,w17449.2
w18065,w17449.3
w18066,w9366.3
w18066,w15553.2
w18067,w10875.3
w18067,w18067.1
w18067,w18067.2
w18068,w15566.2
w18068,w18064.2
w18068,w18068.1
w18069,w5655.3
w18069,w9757.2
w18069,w10871.1
w18069,w18069.2
w18070,w3417.2
w18070,w17715.3
w18071,w17766.1
w18072,w3223.2
w18072,w10518.1
w18072,w15119.2
w18073,w7670.1
w18073,w13554.1
w18073,w16854.3
w18074,w3190.2
w18074,w17045.1
w18075,w15566.2
w18075,w18075.1
w18076,w9748.1
w18076,w18076.2
w18077,w10590.2
w18078,w4643.1
w18078,w13099.1
w18078,w18078.1
w18079,w3189.2
w18079,w18079.1
w18080,w0938.2
w18080,w18080.1
w18081,w18081.1
w18082,w6226.1
w18082,w7796.2
w18082,w12967.2
w18083,w1936.2
w18083,w11650.2
w18084,w4108.2
w18084,w4643.1
w18084,w5752.2
w18084,t0167.2
w18085,w4658.1
w18085,w17084.1
w18085,w17084.3
w18086,w5231.2
w18086,w7236.2
w18086,w10066.1
w18086,w18086.1
w18087,w16245.1
w18087,w18087.2
w18088,t0116.1
w18089,w18089.1
w18089,w18089.2
w18090,w0337.4
w18090,w16273.1
w18091,w3190.2
w18091,w18091.1
w18091,w18091.3
w18092,w7014.2
w18092,w9220.2
w18093,w6050.2
w18093,w11474.1
w18093,w18093.2
w18093,w18093.4
w18094,w0945.1
w18094,w1105.1
w18095,w8551.1
w18095,w18095.1
w18095,w18095.3
w18096,w8551.1
w18096,w16063.1
w18096,w18095.3
w18097,w1098.1
w18097,w17121.1
w18097,w18097.3
w18098,w9922.2
w18098,w13678.2
w18099,w11783.1
w18100,w0034.1
w18100,w18100.2
w18101,w12573.1
w18101,w12686.3
w18101,w14541.3
w18101,w16948.2
w18102,w10615.2
w18102,w10707.2
w18102,w18102.2
w18103,w13995.1
w18103,w15849.1
w18103,w18103.3
w18104,w7995.1
w18104,w8059.2
w18104,w13108.1
w18104,w14814.1
w18105,w14153.3
w18106,w4684.1
w18106,w12784.2
w18106,w16528.1
w18107,w1803.2
w18107,w5755.2
w18107,w8507.1
w18108,w14522.1
w18109,w12106.1
w18109,w18109.1
w18109,w18109.3
w18110,w13995.1
w18110,w18110.2
w18111,w17030.1
w18111,w18111.2
w18112,w3787.2
w18113,w16388.1
w18114,w0322.1
w18114,w3190.2
w18114,w5659.1
w18115,w11904.3
w18115,w17718.1
w18115,w18115.1
w18115,w18115.4
w18116,w7024.2
w18116,w9130.2
w18116,w14954.2
w18117,w5472.1
w18117,w12375.2
w18117,w17076.2
w18118,w18118.1
w18118,w18118.2
w18118,w18118.3
w18119,w1303.1
w18119,w9756.3
w18119,w18119.1
w18120,w4074.3
w18120,w6234.1
w18120,w6234.3
w18121,w0034.1
w18121,w16822.4
w18122,w7267.2
w18122,w13489.1
w18122,w18122.2
w18122,w18122.3
w18123,w0519.1
w18124,w0337.4
w18124,w17681.1
w18125,w5956.2
w18125,w10434.2
w18125,w17698.1
w18126,w18118.1
w18126,w18118.2
w18126,w18118.3
w18127,w3785.2
w18127,w13679.2
w18128,w13910.1
w18128,w13965.1
w18128,w18128.1
w18129,w16952.3
w18130,w5050.2
w18130,w6024.2
w18131,w1101.1
w18131,w17819.4
w18131,w18131.2
w18132,w18132.1
w18132,w18132.2
w18133,w4974.2
w18133,w8113.1
w18134,w14246.1
w18134,w18134.1
w18135,w8969.1
w18135,w18135.1
w18135,w18135.3
w18136,w0436.1
w18136,w8871.2
w18137,w10994.1
w18137,w18137.1
w18138,w0748.2
w18139,w9645.2
w18139,w14246.1
w18139,w18139.1
w18140,w6437.3
w18140,w18140.1
w18141,w6723.2
w18141,w18141.2
w18141,w18141.3
w18142,w2680.1
w18143,w6258.1
w18144,w1878.1
w18145,w5350.1
w18145,w6137.2
w18145,w18145.2
w18146,w11465.1
w18147,w9253.3
w18147,w16309.2
w18148,w0884.2
w18148,w18148.1
w18149,w3050.1
w18149,w4974.2
w18149,w13517.1
w18150,w14906.1
w18150,w14906.2
w18150,w18150.2
w18151,w10187.1
w18151,w13924.2
w18151,w18151.3
w18152,w5678.2
w18152,w13416.2
w18153,w3417.2
w18153,w14173.3
w18153,w18153.2
w18154,w13638.3
w18154,w16043.1
w18155,w11671.1
w18155,w18155.2
w18156,w13122.1
w18156,w14511.2
w18156,w14906.2
w18157,w1878.1
w18158,w15608.1
w18158,w15608.2
w18159,w6132.2
w18159,w11113.2
w18160,w7430.1
w18160,w14366.2
w18161,w2197.1
w18161,w2246.1
w18161,w5881.3
w18162,w3214.1
w18162,w4681.2
w18163,w9740.1
w18163,w11598.1
w18164,w8357.2
w18164,w10791.3
w18164,w15544.3
w18164,w18164.4
w18165,w4721.2
w18165,w9736.1
w18165,w15610.2
w18165,w18165.4
w18166,w2471.1
w18166,w8553.3
w18166,w9897.2
w18166,w18166.1
w18167,w4647.1
w18167,w11168.1
w18168,w7851.1
w18168,w11671.1
w18168,w18168.1
w18169,w5604.1
w18169,w18169.3
w18169,t0089.2
w18170,w11033.3
w18170,w11706.2
w18170,w18170.1
w18170,w18170.2
w18171,w6348.1
w18171,w18171.1
w18171,w18171.2
w18171,w18171.4
w18172,w3557.2
w18172,w5956.2
w18172,w7789.1
w18173,w5901.2
w18173,w6761.2
w18174,w1303.1
w18174,w2055.3
w18174,w9442.2
w18175,w5197.1
w18175,w17619.2
w18176,w0748.2
w18176,w11539.2
w18177,w1671.2
w18177,w5605.1
w18177,w14774.1
w18178,w5605.1
w18178,w18178.2
w18179,w18179.1
w18179,w18179.2
w18180,w0022.1
w18180,w1418.1
w18180,w8562.1
w18181,w2642.1
w18182,w8881.1
w18182,w18182.2
w18183,w11904.3
w18183,w18183.1
w18183,w18183.2
w18184,w6627.1
w18184,w12144.1
w18185,w10701.2
w18185,w18185.2
w18186,w1784.2
w18186,w18186.1
w18187,w7673.1
w18187,w18187.1
w18188,w5421.2
w18188,w18188.2
w18189,w0612.2
w18189,w4822.2
w18189,w11662.3
w18189,w13958.2
w18189,w14350.1
w18190,w1870.1
w18190,w2311.1
w18190,w18190.2
w18191,w13589.1
w18191,w13790.1
w18191,w13790.3
w18192,w7744.4
w18192,w18192.1
w18193,w6431.1
w18193,w14833.1
w18194,w1216.1
w18194,w1480.3
w18195,w18195.2
w18195,t0198.2
w18196,w10917.1
w18197,w10728.1
w18197,w15291.3
w18197,w18197.2
w18198,w10281.2
w18198,w18086.1
w18198,w18198.3
w18199,w10151.2
w18199,w10518.1
w18200,w9688.1
w18200,w15134.3
w18200,w17600.1
w18201,w1314.1
w18201,w18201.2
w18202,w6963.1
w18202,w16720.2
w18202,w18202.2
w18202,w18202.4
w18203,w7260.1
w18203,w18203.1
w18203,w18203.3
w18204,w1539.1
w18205,w1015.2
w18206,w4407.1
w18206,w7594.1
w18206,w18206.1
w18207,w11696.1
w18207,w15576.2
w18208,w17639.2
w18208,w18208.1
w18209,w7870.1
w18209,w8742.2
w18209,w12333.1
w18210,w0216.1
w18210,w10953.2
w18211,w10807.2
w18211,w18211.1
w18211,w18211.2
w18212,w7961.3
w18212,w7998.2
w18212,w17030.1
w18212,w18111.2
w18213,w8218.1
w18213,w13866.2
w18213,w18213.2
w18214,w5800.1
w18214,w11923.2
w18215,w0559.1
w18216,w13474.2
w18217,w14366.2
w18217,w14898.1
w18218,w13674.3
w18218,w17191.2
w18219,w1593.1
w18219,w9828.1
w18219,w11492.3
w18220,w4469.1
w18221,w15524.1
w18221,h0032.2
w18221,h0037.2
w18222,w7282.1
w18222,w8018.1
w18222,w12073.2
w18223,w7014.2
w18223,w9220.2
w18224,w12333.1
w18224,w15356.3
w18225,w3223.1
w18225,w14449.3
w18225,w17102.1
w18226,w13717.2
w18227,w14093.1
w18228,w12205.2
w18228,w17035.2
w18229,w0342.1
w18229,w8658.2
w18230,w18230.1
w18230,w18230.2
w18231,w3633.1
w18231,w15340.1
w18231,w16898.3
w18232,w7366.1
w18232,w9988.1
w18232,w15617.1
w18233,w1387.1
w18233,w9610.2
w18233,w9610.3
w18233,w18233.4
w18233,w18233.5
w18234,w8357.2
w18234,w10791.3
w18234,w15544.3
w18235,w0671.1
w18236,w5021.2
w18236,w18236.1
w18237,w4721.2
w18237,w8975.1
w18237,w9736.1
w18237,w15610.2
w18238,w8562.1
w18238,w18238.2
w18239,w11264.1
w18239,w11264.2
w18240,w1784.2
w18241,w15451.3
w18241,w17051.1
w18241,w17895.2
w18241,w18241.1
w18242,w8750.1
w18242,w8750.3
w18243,w16060.3
w18243,w16388.1
w18244,w3787.2
w18245,w9269.1
w18245,w12537.1
w18245,w18245.1
w18245,w18245.2
w18245,w18245.5
w18246,w3717.1
w18246,w18246.2
w18246,w18246.3
w18246,w18246.4
w18247,w1581.1
w18248,w8357.2
w18248,w11794.3
w18249,w5726.2
w18249,w7876.2
w18249,w18249.1
w18249,w18249.2
w18250,w5726.2
w18250,w7876.2
w18250,w18249.2
w18251,w4193.1
w18251,w10327.1
w18252,w10964.2
w18253,w11019.3
w18253,w13474.2
w18254,w4221.1
w18254,w18254.2
w18254,w18254.3
w18254,w18254.4
w18255,w3535.1
w18255,w9405.1
w18256,w0336.1
w18257,w5605.1
w18257,w15237.1
w18258,w0021.1
w18258,w18258.1
w18259,w11094.1
w18259,w17308.2
w18259,w18259.2
w18260,w4767.1
w18260,w16940.3
w18260,w18260.2
w18261,w6220.2
w18261,w11985.3
w18261,w18261.1
w18262,w1015.2
w18263,w9454.1
w18263,w18263.2
w18264,w10403.1
w18264,w14145.1
w18264,w18264.3
w18265,w11019.1
w18265,w13674.2
w18265,w13871.1
w18265,w18265.4
w18266,w18266.1
w18267,w6826.2
w18267,w6982.2
w18267,w18267.1
w18268,w1303.1
w18268,w4152.1
w18268,w4571.2
w18268,w17679.1
w18269,w1870.1
w18269,w4861.1
w18269,w16999.2
w18270,w4074.3
w18270,w16849.2
w18270,w18270.1
w18270,w18270.3
w18271,w4943.1
w18271,h0090.1
w18272,w4943.1
w18272,w18272.2
w18273,w11033.3
w18273,w11706.2
w18273,w18273.1
w18274,w6458.2
w18274,w16959.3
w18274,w18274.1
w18274,w18274.2
w18275,w12333.1
w18275,w15356.3
w18276,w3344.2
w18276,w10616.3
w18276,w18276.1
w18277,w4840.2
w18277,w15238.1
w18278,w5475.1
w18278,w17117.1
w18279,w2728.1
w18279,w13474.2
w18279,w18279.3
w18280,w10151.2
w18280,w10518.1
w18281,w4647.1
w18281,w8216.2
w18281,w9287.1
w18281,w9287.2
w18282,w17739.2
w18283,w1049.2
w18283,w18283.2
w18284,w3115.1
w18285,w1593.1
w18286,w7555.2
w18286,w15434.3
w18287,w0281.1
w18287,w3079.3
w18288,w6209.1
w18288,w9112.1
w18289,w18289.1
w18289,w18289.2
w18289,w18289.3
w18290,h0032.1
w18291,w13121.2
w18291,w13121.3
w18291,w18291.2
w18292,w2205.3
w18292,w18292.1
w18293,w7744.4
w18293,w14287.1
w18293,w14957.1
w18293,w18293.3
w18294,w3894.2
w18294,w18294.1
w18294,w18294.2
w18295,w0326.1
w18296,w13833.3
w18296,w16952.3
w18297,w2895.1
w18297,w4914.1
w18297,w7256.1
w18298,w13276.1
w18298,w15684.1
w18298,w15684.3
w18299,w17030.3
w18299,w17636.1
w18299,w18299.3
w18300,w7005.2
w18300,w7029.1
w18300,w18300.1
w18301,w0919.3
w18301,w5967.3
w18302,w8563.1
w18302,w16435.1
w18303,w18303.1
w18303,w18303.2
w18303,w18303.3
w18304,w11004.1
w18305,w7995.1
w18305,w8059.2
w18305,w13108.1
w18306,w5745.3
w18306,w6437.3
w18307,w7425.2
w18308,w2546.1
w18308,w8298.2
w18308,w18308.1
w18309,w2546.1
w18309,w18309.2
w18310,w11113.2
w18311,w12502.2
w18311,w13191.3
w18311,w13711.2
w18311,w16586.3
w18311,w17144.1
w18311,w18311.4
w18312,w13121.2
w18312,w13121.3
w18312,w18312.3
w18313,w1671.2
w18313,w12133.2
w18313,w15127.3
w18313,w18313.2
w18314,w1977.1
w18314,w9387.1
w18315,w0300.2
w18316,w9909.1
w18316,w15061.2
w18317,w0051.1
w18317,w3458.2
w18317,w18317.1
w18318,w12267.3
w18319,w12267.3
w18320,w12267.3
w18321,w7399.2
w18321,w12144.3
w18322,w6431.1
w18322,w14833.1
w18323,w0559.1
w18324,w11794.3
w18324,w18324.1
w18324,w18324.3
w18325,w10498.1
w18325,w11892.1
w18325,w18325.3
w18326,w3535.1
w18326,w18326.1
w18327,w12528.1
w18328,w12227.1
w18328,w18328.2
w18329,w7267.1
w18329,w11823.2
w18330,w1195.1
w18330,w18330.2
w18331,w4140.2
w18331,w6492.1
w18331,w15624.1
w18332,w11000.1
w18332,w12588.1
w18333,w3787.2
w18333,w12860.3
w18333,w16736.1
w18334,w7633.1
w18334,w12537.1
w18335,w15567.1
w18335,w17454.2
w18335,w18335.2
w18336,w1940.1
w18336,w2669.2
w18336,w5408.1
w18337,w10941.2
w18337,w16424.1
w18337,w18337.2
w18338,w1729.3
w18338,w18338.1
w18338,w18338.3
w18339,w1203.1
w18340,w4614.2
w18340,w6744.1
w18340,w18340.3
w18341,w5645.3
w18341,w11411.1
w18341,w18341.2
w18342,w6616.2
w18342,w7005.2
w18343,w11347.2
w18343,w17852.2
w18344,w11831.1
w18344,w18344.2
w18345,w6982.2
w18346,w9032.1
w18346,w18346.1
w18347,w5350.1
w18347,w18347.2
w18347,w18347.3
w18348,w0559.1
w18348,w11340.3
w18349,w11880.2
w18349,w17302.1
w18349,w18349.1
w18350,w4255.1
w18350,w11663.2
w18350,w18350.2
w18351,w7793.1
w18351,w8257.1
w18351,w11880.2
w18351,w15980.5
w18351,w17743.2
w18352,w1075.1
w18352,w16754.2
w18353,w7796.2
w18353,w12967.2
w18353,w18353.1
w18353,w18353.4
w18354,w11204.3
w18354,w17937.2
w18354,w18151.3
w18355,w5002.1
w18355,w18355.1
w18356,w3484.1
w18356,w4276.1
w18356,w17856.2
w18357,w8059.2
w18357,w14814.1
w18358,w4202.2
w18358,w18358.2
w18359,w18089.2
w18360,w17771.2
w18361,w2501.2
w18361,w7318.2
w18361,w8878.2
w18362,w10942.3
w18362,w13123.3
w18362,w14292.1
w18362,w18362.2
w18363,w6236.2
w18363,h0032.1
w18364,w14602.2
w18364,w15315.1
w18365,w1736.1
w18365,w18365.2
w18365,w18365.3
w18366,w13638.3
w18367,w14845.1
w18367,w18367.2
w18367,w18367.3
w18368,w8481.1
w18368,w11288.6
w18368,w17012.2
w18369,w5807.2
w18370,w0226.1
w18371,w3417.2
w18371,w12267.3
w18372,w4864.2
w18372,w9034.2
w18372,w18372.2
w18373,w17766.1
w18374,w2680.1
w18374,w12660.1
w18374,w16489.4
w18374,w18374.3
w18375,w4255.1
w18375,w14606.3
w18375,w18375.2
w18375,w18375.3
w18376,w7374.2
w18376,w18376.1
w18377,w1734.1
w18378,w11315.3
w18378,w16830.1
w18379,w4864.2
w18379,w13123.3
w18380,w4864.2
w18380,w10790.1
w18380,w13123.3
w18381,w10151.2
w18381,w10518.1
w18382,w1049.1
w18382,w1581.1
w18382,w2762.1
w18383,w8228.2
w18383,w17852.4
w18384,w3699.2
w18384,w18384.1
w18385,w13632.3
w18385,w18385.1
w18386,w0051.1
w18386,w7994.1
w18387,w13330.2
w18387,w13422.3
w18387,w13883.1
w18388,w16242.1
w18388,w18388.1
w18389,w6616.2
w18389,w7005.2
w18389,w12461.3
w18390,w12106.1
w18390,w18390.2
w18390,w18390.3
w18391,w4643.1
w18392,w6826.2
w18392,w9728.2
w18392,w9736.1
w18393,w14912.1
w18393,w14912.2
w18393,w18393.3
w18394,w1203.1
w18394,w8472.2
w18394,w18394.1
w18395,w0762.1
w18396,w8228.2
w18396,h0032.2
w18397,w3551.1
w18398,w10707.2
w18398,w15999.1
w18399,w9382.2
w18399,w14875.4
w18399,t0308.2
w18400,w0089.1
w18400,w2393.1
w18400,w18400.1
w18401,w6807.2
w18401,w11880.2
w18401,w12720.2
w18402,w8589.3
w18402,w8632.1
w18402,w9847.4
w18403,w1919.1
w18403,w5184.3
w18403,w16189.1
w18404,w6258.1
w18405,w2314.1
w18405,w14548.2
w18406,w17035.2
w18407,w18407.1
w18407,w18407.2
w18407,w18407.3
w18407,h0085.2
w18408,w14366.2
w18408,w18408.1
w18409,w7234.1
w18410,w0375.1
w18410,w1410.2
w18411,w1203.1
w18411,w6210.1
w18411,w14866.3
w18411,w18411.3
w18412,w4469.1
w18412,w11794.3
w18412,w18412.3
w18413,w3190.2
w18413,w17045.1
w18413,w18413.3
w18414,w5475.1
w18414,w17480.3
w18414,w18414.2
w18414,w18414.3
w18415,w7976.1
w18415,w15196.3
w18415,w18415.2
w18415,w18415.4
w18416,w13833.3
w18416,w17625.1
w18417,w18417.1
w18417,w18417.2
w18417,w18417.3
w18418,w0662.1
w18419,w10666.1
w18420,w3054.4
w18420,w18420.1
w18421,w3115.1
w18422,w9209.1
w18422,w15840.2
w18422,w18422.3
w18423,w1940.1
w18423,w7207.4
w18424,w8154.1
w18424,w18424.2
w18425,w8154.1
w18425,w11451.1
w18425,w18424.2
w18426,t0116.1
w18427,w1767.1
w18427,w4934.2
w18427,w9147.2
w18427,w18427.3
w18428,w7483.2
w18428,w15567.1
w18428,w16836.2
w18429,w9209.1
w18429,w11024.1
w18430,w5807.2
w18430,w12800.2
w18431,w5108.2
w18431,w6469.2
w18431,w7840.2
w18432,w3367.1
w18432,w15123.3
w18432,w18432.2
w18433,w7168.1
w18433,w9988.1
w18434,w12498.1
w18434,w14519.1
w18434,w18434.2
w18435,w9364.3
w18435,w16336.1
w18435,w18435.2
w18436,w17030.1
w18436,w18436.2
w18437,w4949.2
w18437,w15309.1
w18437,w15310.1
w18438,w15356.3
w18438,w18438.1
w18438,w18438.2
w18439,w15291.3
w18439,w15566.2
w18440,w0234.1
w18440,w18440.2
w18441,w1671.2
w18441,w4606.2
w18441,w5605.1
w18442,w18442.1
w18442,w18442.2
w18443,w0337.4
w18443,w14460.1
w18443,w16878.3
w18444,w0018.1
w18444,w10759.2
w18445,w6154.2
w18445,w14901.3
w18445,w18245.1
w18446,w4558.1
w18447,w7870.1
w18447,w9234.1
w18447,w18447.2
w18448,w16442.1
w18448,w16442.2
w18448,w16442.3
w18448,w18448.3
w18449,w5655.3
w18449,w6890.2
w18449,w8602.3
w18449,w18449.1
w18450,w10756.2
w18450,w10756.3
w18450,w16336.2
w18451,w10756.2
w18451,w18451.2
w18452,w10756.2
w18452,w18451.2
w18453,w9736.1
w18453,w12063.2
w18453,w16319.3
w18453,w18453.3
w18454,w7788.2
w18454,w12783.1
w18455,w3551.1
w18455,w5728.1
w18456,w13674.3
w18456,w17348.2
w18456,w18456.1
w18457,w12227.1
w18457,w16496.1
w18457,w18457.3
w18458,w8871.2
w18458,w18458.1
w18459,w3512.1
w18459,w12980.1
w18460,w3871.4
w18460,w12375.2
w18460,w15344.1
w18461,w18461.1
w18462,w9130.2
w18462,w13211.1
w18462,w13507.2
w18463,w10498.1
w18463,w11892.1
w18463,w18463.3
w18463,w18463.4
w18464,w13883.3
w18464,w14948.1
w18464,w18324.1
w18464,w18464.2
w18465,w7267.1
w18466,w0034.1
w18466,w18002.3
w18467,w11147.1
w18467,w14529.1
w18467,w14529.3
w18468,w5889.2
w18468,w6807.2
w18468,w12720.2
w18469,w3179.1
w18469,w3179.2
w18469,w18469.3
w18470,w9234.1
w18470,w12557.2
w18471,w17035.2
w18471,w18471.2
w18472,w18472.1
w18473,w3185.2
w18473,w12537.1
w18474,w12860.3
w18474,w17514.1
w18474,w18317.1
w18475,w18002.3
w18475,w18475.1
w18475,w18475.3
w18475,w18475.4
w18476,w3787.4
w18476,w4941.1
w18476,w6324.1
w18477,w8260.1
w18477,w8271.2
w18477,w18477.1
w18478,w15760.2
w18478,t0117.1
w18479,w4733.2
w18479,w18479.2
w18480,w1593.1
w18480,w18480.1
w18480,w18480.3
w18481,w0073.1
w18482,w3806.2
w18482,w18482.2
w18483,w2455.1
w18483,w18483.2
w18483,w18483.3
w18484,w10281.2
w18484,w18484.1
w18484,w18484.3
w18485,w4558.1
w18485,w9003.3
w18486,w0904.1
w18487,w12155.2
w18487,w14124.1
w18487,w18487.3
w18488,w1364.2
w18488,w16450.1
w18488,w18488.1
w18489,w9892.3
w18489,w14343.2
w18490,w3577.1
w18491,w9892.3
w18491,w14343.2
w18492,w17766.1
w18492,w18492.2
w18493,w6384.3
w18493,w12854.1
w18494,w5409.2
w18494,w13862.2
w18495,w11460.1
w18495,w18495.2
w18496,w1878.1
w18497,w5197.1
w18497,w12363.1
w18497,w17619.2
w18498,w1784.2
w18498,w18498.2
w18499,w7024.2
w18499,w7876.1
w18499,w11465.1
w18499,w18499.3
w18500,w4281.2
w18500,w4943.1
w18500,h0090.1
w18501,w1736.1
w18501,w15296.2
w18501,w15296.3
w18502,w14032.1
w18502,w18502.2
w18503,w13463.1
w18503,w13465.1
w18504,w6437.2
w18504,w11923.2
w18504,w18504.1
w18505,w1981.2
w18506,w8284.1
w18507,w14817.2
w18507,w15553.2
w18508,w17308.2
w18508,w18508.1
w18509,w3871.4
w18509,w12375.2
w18509,w15344.1
w18510,w4202.2
w18511,w9736.1
w18511,w16546.1
w18512,w1940.1
w18512,w12333.1
w18512,w15356.3
w18513,w14366.2
w18513,w18513.1
w18514,w4978.1
w18514,w18514.2
w18515,w2898.1
w18515,w4120.2
w18516,w10814.2
w18516,w16484.1
w18516,w16484.2
w18517,w13884.2
w18517,w15608.1
w18517,w15608.2
w18518,w6348.1
w18518,w15877.1
w18518,w18518.2
w18519,w16119.1
w18519,w18519.2
w18520,t0027.2
w18521,w7366.1
w18521,w8467.2
w18522,w1388.1
w18522,w9041.2
w18522,w18522.2
w18523,w8602.3
w18523,w14885.1
w18523,w18523.2
w18523,t0238.3
w18524,w12860.3
w18524,w17514.1
w18524,w17992.1
w18525,w3962.1
w18526,w3674.2
w18527,w0748.2
w18527,w10144.1
w18528,w2541.1
w18528,w2541.2
w18528,w16766.3
w18529,w6858.2
w18529,w18529.2
w18529,w18529.3
w18530,w15963.1
w18530,w18530.2
w18531,w4579.2
w18531,w9644.1
w18531,w18531.1
w18532,w4357.1
w18532,w15604.2
w18532,w18532.2
w18533,w18533.1
w18534,w10003.1
w18534,w11094.1
w18534,w18534.3
w18535,w4407.1
w18535,w7656.2
w18535,w10552.2
w18536,w6469.2
w18536,w16563.1
w18537,w8219.1
w18537,w13762.3
w18537,w16060.2
w18538,w5350.1
w18538,w18538.1
w18538,w18538.3
w18538,w18538.4
w18539,w18539.1
w18539,w18539.2
w18540,w1736.1
w18540,w18365.3
w18541,w0281.1
w18541,w14160.1
w18541,w14160.2
w18541,w18541.2
w18542,w0415.1
w18542,w0415.2
w18542,w13379.2
w18543,w10807.2
w18543,w18543.1
w18544,w7014.2
w18544,w9220.2
w18545,w11204.3
w18545,w18545.1
w18546,w11094.1
w18546,w13302.2
w18547,w6324.1
w18547,w16060.1
w18548,w6324.1
w18548,w16060.1
w18549,w11257.1
w18549,w17454.2
w18549,w18549.2
w18549,w18549.3
w18550,w3892.2
w18550,w7848.1
w18550,w13315.1
w18551,w7041.2
w18551,w18551.2
w18552,w0671.1
w18553,w1803.2
w18554,w9974.2
w18555,w13625.3
w18555,w15833.3
w18555,t0089.2
w18556,w3790.1
w18556,w18556.1
w18557,w1063.1
w18558,w10755.1
w18558,w11526.1
w18559,w0072.1
w18560,w3633.1
w18560,w15340.1
w18560,w16898.3
w18561,w11349.3
w18561,w18561.2
w18562,w5136.4
w18562,w6551.1
w18562,w18562.2
w18562,w18562.3
w18562,w18562.5
w18563,w7267.2
w18563,w13489.1
w18563,w16043.1
w18564,w1388.1
w18564,w8441.1
w18564,w12639.1
w18564,w18564.4
w18565,w9988.1
w18565,w15617.1
w18565,w15617.4
w18565,w18565.3
w18565,w18565.4
w18566,w1671.2
w18566,w18566.2
w18567,w7670.1
w18567,w10186.2
w18567,w18567.3
w18567,w18567.4
w18568,w5331.2
w18568,w17177.1
w18568,w18568.2
w18569,w5108.2
w18569,w7840.2
w18570,w5108.2
w18570,w6469.2
w18570,w7840.2
w18571,w5216.2
w18571,w18571.1
w18572,w2724.2
w18572,w9202.1
w18572,w18572.3
w18573,w2740.1
w18573,w17847.2
w18574,w1866.1
w18574,w13776.1
w18574,w16032.4
w18575,w1400.3
w18575,w4469.1
w18575,w5635.1
w18575,w7878.3
w18575,w11920.4
w18576,w7457.2
w18576,w8616.2
w18576,w18576.3
w18577,w10875.3
w18577,w18067.1
w18577,w18067.2
w18578,w0253.1
w18578,w11706.2
w18579,w3910.2
w18579,w13771.2
w18579,w14109.1
w18580,w12329.1
w18580,w13408.2
w18580,w17030.2
w18581,w0034.1
w18581,w15471.3
w18581,w15471.4
w18582,w11794.3
w18582,w18582.1
w18583,w17610.2
w18583,w17766.1
w18584,w7922.2
w18585,w10119.1
w18585,w16119.1
w18586,w4978.1
w18586,w6496.1
w18587,w16091.2
w18588,w5405.2
w18588,w11273.1
w18588,w18588.2
w18588,w18588.4
w18589,w5409.2
w18589,w10511.2
w18589,w18589.1
w18590,w12694.1
w18590,w14855.1
w18590,w18590.2
w18590,w18590.3
w18591,t0116.1
w18592,w12739.1
w18592,w14877.2
w18593,w9007.2
w18593,w17174.1
w18593,w18593.2
w18594,w0286.1
w18594,w0662.1
w18595,w5605.1
w18595,w6038.1
w18595,w15958.3
w18596,w3223.2
w18596,w7098.2
w18596,w14394.4
w18596,w15119.1
w18596,w18596.1
w18597,w7735.2
w18597,w18597.3
w18597,w18597.4
w18597,w18597.5
w18597,t0180.2
w18598,w18064.2
w18598,w18598.1
w18598,w18598.2
w18599,w11000.1
w18600,w3910.2
w18600,w18600.1
w18601,w6248.4
w18601,w17465.1
w18602,w14541.3
w18602,w15477.3
w18602,w17495.1
w18602,w18602.2
w18602,w18602.5
w18603,w0519.1
w18603,w2241.2
w18603,w18603.2
w18604,w3717.1
w18604,w18246.3
w18604,w18246.4
w18605,w5331.2
w18605,w11812.2
w18605,w18530.2
w18606,h0032.1
w18607,w0436.1
w18607,w8871.2
w18607,w18607.1
w18607,w18607.2
w18607,w18607.5
w18607,w18607.6
w18608,w17639.1
w18608,w17639.2
w18609,w11004.1
w18609,w11409.2
w18609,w13191.3
