team,team_name,year,total,home,away,week,weekly_attendance
Houston,Texans,2008,1075618,563364,512254,16,43687
Houston,Texans,2008,1075618,563364,512254,17,70838
Indianapolis,Colts,2008,1075412,531026,544386,1,66822
Indianapolis,Colts,2008,1075412,531026,544386,2,63585
Indianapolis,Colts,2008,1075412,531026,544386,3,65938
Indianapolis,Colts,2008,1075412,531026,544386,4,NA
Indianapolis,Colts,2008,1075412,531026,544386,5,70118
Indianapolis,Colts,2008,1075412,531026,544386,6,66153
Indianapolis,Colts,2008,1075412,531026,544386,7,71010
Indianapolis,Colts,2008,1075412,531026,544386,8,69143
Indianapolis,Colts,2008,1075412,531026,544386,9,66508
Indianapolis,Colts,2008,1075412,531026,544386,10,64043
Indianapolis,Colts,2008,1075412,531026,544386,11,66201
Indianapolis,Colts,2008,1075412,531026,544386,12,68428
Indianapolis,Colts,2008,1075412,531026,544386,13,72411
Indianapolis,Colts,2008,1075412,531026,544386,14,66402
Indianapolis,Colts,2008,1075412,531026,544386,15,66281
Indianapolis,Colts,2008,1075412,531026,544386,16,65648
Indianapolis,Colts,2008,1075412,531026,544386,17,66721
Jacksonville,Jaguars,2008,1052873,521338,531535,1,69143
Jacksonville,Jaguars,2008,1052873,521338,531535,2,65167
Jacksonville,Jaguars,2008,1052873,521338,531535,3,65938
Jacksonville,Jaguars,2008,1052873,521338,531535,4,64061
Jacksonville,Jaguars,2008,1052873,521338,531535,5,65908
Jacksonville,Jaguars,2008,1052873,521338,531535,6,75674
Jacksonville,Jaguars,2008,1052873,521338,531535,7,NA
Jacksonville,Jaguars,2008,1052873,521338,531535,8,64775
Jacksonville,Jaguars,2008,1052873,521338,531535,9,64238
Jacksonville,Jaguars,2008,1052873,521338,531535,10,52631
Jacksonville,Jaguars,2008,1052873,521338,531535,11,65258
Jacksonville,Jaguars,2008,1052873,521338,531535,12,65064
Jacksonville,Jaguars,2008,1052873,521338,531535,13,70809
Jacksonville,Jaguars,2008,1052873,521338,531535,14,61736
Jacksonville,Jaguars,2008,1052873,521338,531535,15,65457
Jacksonville,Jaguars,2008,1052873,521338,531535,16,65648
Jacksonville,Jaguars,2008,1052873,521338,531535,17,71366
Kansas City,Chiefs,2008,1142228,592622,549606,1,68756
Kansas City,Chiefs,2008,1142228,592622,549606,2,74480
Kansas City,Chiefs,2008,1142228,592622,549606,3,62434
Kansas City,Chiefs,2008,1142228,592622,549606,4,74623
Kansas City,Chiefs,2008,1142228,592622,549606,5,72319
Kansas City,Chiefs,2008,1142228,592622,549606,6,NA
Kansas City,Chiefs,2008,1142228,592622,549606,7,74200
Kansas City,Chiefs,2008,1142228,592622,549606,8,78037
Kansas City,Chiefs,2008,1142228,592622,549606,9,74045
Kansas City,Chiefs,2008,1142228,592622,549606,10,67510
Kansas City,Chiefs,2008,1142228,592622,549606,11,74159
Kansas City,Chiefs,2008,1142228,592622,549606,12,73584
Kansas City,Chiefs,2008,1142228,592622,549606,13,61379
Kansas City,Chiefs,2008,1142228,592622,549606,14,75187
Kansas City,Chiefs,2008,1142228,592622,549606,15,73842
Kansas City,Chiefs,2008,1142228,592622,549606,16,73689
Kansas City,Chiefs,2008,1142228,592622,549606,17,63984
Miami,Dolphins,2008,1067965,523919,544046,1,65859
Miami,Dolphins,2008,1067965,523919,544046,2,63445
Miami,Dolphins,2008,1067965,523919,544046,3,68756
Miami,Dolphins,2008,1067965,523919,544046,4,NA
Miami,Dolphins,2008,1067965,523919,544046,5,65063
Miami,Dolphins,2008,1067965,523919,544046,6,70023
Miami,Dolphins,2008,1067965,523919,544046,7,64972
Miami,Dolphins,2008,1067965,523919,544046,8,65011
Miami,Dolphins,2008,1067965,523919,544046,9,75499
Miami,Dolphins,2008,1067965,523919,544046,10,64862
Miami,Dolphins,2008,1067965,523919,544046,11,65113
Miami,Dolphins,2008,1067965,523919,544046,12,67146
Miami,Dolphins,2008,1067965,523919,544046,13,61046
Miami,Dolphins,2008,1067965,523919,544046,14,52134
Miami,Dolphins,2008,1067965,523919,544046,15,65893
Miami,Dolphins,2008,1067965,523919,544046,16,73689
Miami,Dolphins,2008,1067965,523919,544046,17,79454
Minnesota,Vikings,2008,1023776,506136,517640,1,71004
Minnesota,Vikings,2008,1023776,506136,517640,2,63585
Minnesota,Vikings,2008,1023776,506136,517640,3,62628
Minnesota,Vikings,2008,1023776,506136,517640,4,69143
Minnesota,Vikings,2008,1023776,506136,517640,5,70015
Minnesota,Vikings,2008,1023776,506136,517640,6,62867
Minnesota,Vikings,2008,1023776,506136,517640,7,62235
Minnesota,Vikings,2008,1023776,506136,517640,8,NA
Minnesota,Vikings,2008,1023776,506136,517640,9,62839
Minnesota,Vikings,2008,1023776,506136,517640,10,63845
Minnesota,Vikings,2008,1023776,506136,517640,11,65278
Minnesota,Vikings,2008,1023776,506136,517640,12,65064
Minnesota,Vikings,2008,1023776,506136,517640,13,63722
Minnesota,Vikings,2008,1023776,506136,517640,14,50444
Minnesota,Vikings,2008,1023776,506136,517640,15,64457
Minnesota,Vikings,2008,1023776,506136,517640,16,62889
Minnesota,Vikings,2008,1023776,506136,517640,17,63761
New England,Patriots,2008,1100148,550048,550100,1,68756
New England,Patriots,2008,1100148,550048,550100,2,78554
New England,Patriots,2008,1100148,550048,550100,3,68756
New England,Patriots,2008,1100148,550048,550100,4,NA
New England,Patriots,2008,1100148,550048,550100,5,67650
New England,Patriots,2008,1100148,550048,550100,6,68704
New England,Patriots,2008,1100148,550048,550100,7,68756
New England,Patriots,2008,1100148,550048,550100,8,68756
New England,Patriots,2008,1100148,550048,550100,9,66508
New England,Patriots,2008,1100148,550048,550100,10,68756
New England,Patriots,2008,1100148,550048,550100,11,68756
New England,Patriots,2008,1100148,550048,550100,12,67146
New England,Patriots,2008,1100148,550048,550100,13,68756
New England,Patriots,2008,1100148,550048,550100,14,68077
New England,Patriots,2008,1100148,550048,550100,15,62179
New England,Patriots,2008,1100148,550048,550100,16,68756
New England,Patriots,2008,1100148,550048,550100,17,71282
New Orleans,Saints,2008,1125938,573876,552062,1,69881
New Orleans,Saints,2008,1125938,573876,552062,2,88246
New Orleans,Saints,2008,1125938,573876,552062,3,75713
New Orleans,Saints,2008,1125938,573876,552062,4,70008
New Orleans,Saints,2008,1125938,573876,552062,5,70015
New Orleans,Saints,2008,1125938,573876,552062,6,70068
New Orleans,Saints,2008,1125938,573876,552062,7,73687
New Orleans,Saints,2008,1125938,573876,552062,8,83226
New Orleans,Saints,2008,1125938,573876,552062,9,NA
New Orleans,Saints,2008,1125938,573876,552062,10,64826
New Orleans,Saints,2008,1125938,573876,552062,11,74159
New Orleans,Saints,2008,1125938,573876,552062,12,70668
New Orleans,Saints,2008,1125938,573876,552062,13,64430
New Orleans,Saints,2008,1125938,573876,552062,14,70011
New Orleans,Saints,2008,1125938,573876,552062,15,61692
New Orleans,Saints,2008,1125938,573876,552062,16,49309
New Orleans,Saints,2008,1125938,573876,552062,17,69999
New York,Giants,2008,1179158,632554,546604,1,79742
New York,Giants,2008,1179158,632554,546604,2,61377
New York,Giants,2008,1179158,632554,546604,3,79276
New York,Giants,2008,1179158,632554,546604,4,NA
New York,Giants,2008,1179158,632554,546604,5,79529
New York,Giants,2008,1179158,632554,546604,6,73102
New York,Giants,2008,1179158,632554,546604,7,78676
New York,Giants,2008,1179158,632554,546604,8,64991
New York,Giants,2008,1179158,632554,546604,9,78826
New York,Giants,2008,1179158,632554,546604,10,69144
New York,Giants,2008,1179158,632554,546604,11,78849
New York,Giants,2008,1179158,632554,546604,12,64541
New York,Giants,2008,1179158,632554,546604,13,85912
New York,Giants,2008,1179158,632554,546604,14,79003
New York,Giants,2008,1179158,632554,546604,15,63776
New York,Giants,2008,1179158,632554,546604,16,78653
New York,Giants,2008,1179158,632554,546604,17,63761
New York,Jets,2008,1170229,627858,542371,1,65859
New York,Jets,2008,1170229,627858,542371,2,78554
New York,Jets,2008,1170229,627858,542371,3,68922
New York,Jets,2008,1170229,627858,542371,4,78222
New York,Jets,2008,1170229,627858,542371,5,NA
New York,Jets,2008,1170229,627858,542371,6,78161
New York,Jets,2008,1170229,627858,542371,7,61901
New York,Jets,2008,1170229,627858,542371,8,78037
New York,Jets,2008,1170229,627858,542371,9,71827
New York,Jets,2008,1170229,627858,542371,10,78073
New York,Jets,2008,1170229,627858,542371,11,68756
New York,Jets,2008,1170229,627858,542371,12,69143
New York,Jets,2008,1170229,627858,542371,13,78809
New York,Jets,2008,1170229,627858,542371,14,67782
New York,Jets,2008,1170229,627858,542371,15,78548
New York,Jets,2008,1170229,627858,542371,16,68181
New York,Jets,2008,1170229,627858,542371,17,79454
Oakland,Raiders,2008,1024023,462800,561223,1,62762
Oakland,Raiders,2008,1024023,462800,561223,2,74480
Oakland,Raiders,2008,1024023,462800,561223,3,71297
Oakland,Raiders,2008,1024023,462800,561223,4,61808
Oakland,Raiders,2008,1024023,462800,561223,5,NA
Oakland,Raiders,2008,1024023,462800,561223,6,70068
Oakland,Raiders,2008,1024023,462800,561223,7,61901
Oakland,Raiders,2008,1024023,462800,561223,8,71254
Oakland,Raiders,2008,1024023,462800,561223,9,61196
Oakland,Raiders,2008,1024023,462800,561223,10,47888
Oakland,Raiders,2008,1024023,462800,561223,11,65113
Oakland,Raiders,2008,1024023,462800,561223,12,76067
Oakland,Raiders,2008,1024023,462800,561223,13,61379
Oakland,Raiders,2008,1024023,462800,561223,14,68097
Oakland,Raiders,2008,1024023,462800,561223,15,62179
Oakland,Raiders,2008,1024023,462800,561223,16,43687
Oakland,Raiders,2008,1024023,462800,561223,17,64847
Philadelphia,Eagles,2008,1111845,553152,558693,1,69144
Philadelphia,Eagles,2008,1111845,553152,558693,2,63472
Philadelphia,Eagles,2008,1111845,553152,558693,3,69144
Philadelphia,Eagles,2008,1111845,553152,558693,4,62099
Philadelphia,Eagles,2008,1111845,553152,558693,5,69144
Philadelphia,Eagles,2008,1111845,553152,558693,6,67640
Philadelphia,Eagles,2008,1111845,553152,558693,7,NA
Philadelphia,Eagles,2008,1111845,553152,558693,8,69144
Philadelphia,Eagles,2008,1111845,553152,558693,9,68055
Philadelphia,Eagles,2008,1111845,553152,558693,10,69144
Philadelphia,Eagles,2008,1111845,553152,558693,11,64633
Philadelphia,Eagles,2008,1111845,553152,558693,12,71379
Philadelphia,Eagles,2008,1111845,553152,558693,13,69144
Philadelphia,Eagles,2008,1111845,553152,558693,14,79003
Philadelphia,Eagles,2008,1111845,553152,558693,15,69144
Philadelphia,Eagles,2008,1111845,553152,558693,16,82412
Philadelphia,Eagles,2008,1111845,553152,558693,17,69144
Pittsburgh,Steelers,2008,1076998,503125,573873,1,64001
Pittsburgh,Steelers,2008,1076998,503125,573873,2,73048
Pittsburgh,Steelers,2008,1076998,503125,573873,3,69144
Pittsburgh,Steelers,2008,1076998,503125,573873,4,64038
Pittsburgh,Steelers,2008,1076998,503125,573873,5,65908
Pittsburgh,Steelers,2008,1076998,503125,573873,6,NA
Pittsburgh,Steelers,2008,1076998,503125,573873,7,65860
Pittsburgh,Steelers,2008,1076998,503125,573873,8,64991
Pittsburgh,Steelers,2008,1076998,503125,573873,9,90512
Pittsburgh,Steelers,2008,1076998,503125,573873,10,64043
Pittsburgh,Steelers,2008,1076998,503125,573873,11,62051
Pittsburgh,Steelers,2008,1076998,503125,573873,12,59854
Pittsburgh,Steelers,2008,1076998,503125,573873,13,68756
Pittsburgh,Steelers,2008,1076998,503125,573873,14,60594
Pittsburgh,Steelers,2008,1076998,503125,573873,15,71502
Pittsburgh,Steelers,2008,1076998,503125,573873,16,69143
Pittsburgh,Steelers,2008,1076998,503125,573873,17,63553
San Diego,Chargers,2008,1103392,545107,558285,1,67115
San Diego,Chargers,2008,1103392,545107,558285,2,75915
San Diego,Chargers,2008,1103392,545107,558285,3,68922
San Diego,Chargers,2008,1103392,545107,558285,4,61808
San Diego,Chargers,2008,1103392,545107,558285,5,65063
San Diego,Chargers,2008,1103392,545107,558285,6,68704
San Diego,Chargers,2008,1103392,545107,558285,7,71602
San Diego,Chargers,2008,1103392,545107,558285,8,83226
San Diego,Chargers,2008,1103392,545107,558285,9,NA
San Diego,Chargers,2008,1103392,545107,558285,10,67510
San Diego,Chargers,2008,1103392,545107,558285,11,62051
San Diego,Chargers,2008,1103392,545107,558285,12,68428
San Diego,Chargers,2008,1103392,545107,558285,13,67200
San Diego,Chargers,2008,1103392,545107,558285,14,68097
San Diego,Chargers,2008,1103392,545107,558285,15,73842
San Diego,Chargers,2008,1103392,545107,558285,16,64778
San Diego,Chargers,2008,1103392,545107,558285,17,69131
San Francisco,49ers,2008,1076358,540103,536255,1,67186
San Francisco,49ers,2008,1076358,540103,536255,2,67951
San Francisco,49ers,2008,1076358,540103,536255,3,67249
San Francisco,49ers,2008,1076358,540103,536255,4,70008
San Francisco,49ers,2008,1076358,540103,536255,5,67650
San Francisco,49ers,2008,1076358,540103,536255,6,67640
San Francisco,49ers,2008,1076358,540103,536255,7,78676
San Francisco,49ers,2008,1076358,540103,536255,8,67504
San Francisco,49ers,2008,1076358,540103,536255,9,NA
San Francisco,49ers,2008,1076358,540103,536255,10,64519
San Francisco,49ers,2008,1076358,540103,536255,11,67573
San Francisco,49ers,2008,1076358,540103,536255,12,63272
San Francisco,49ers,2008,1076358,540103,536255,13,70988
San Francisco,49ers,2008,1076358,540103,536255,14,67782
San Francisco,49ers,2008,1076358,540103,536255,15,65893
San Francisco,49ers,2008,1076358,540103,536255,16,54948
San Francisco,49ers,2008,1076358,540103,536255,17,67519
Seattle,Seahawks,2008,1075115,543965,531150,1,71194
Seattle,Seahawks,2008,1075115,543965,531150,2,67951
Seattle,Seahawks,2008,1075115,543965,531150,3,68012
Seattle,Seahawks,2008,1075115,543965,531150,4,NA
Seattle,Seahawks,2008,1075115,543965,531150,5,79529
Seattle,Seahawks,2008,1075115,543965,531150,6,68302
Seattle,Seahawks,2008,1075115,543965,531150,7,64811
Seattle,Seahawks,2008,1075115,543965,531150,8,67504
Seattle,Seahawks,2008,1075115,543965,531150,9,68055
Seattle,Seahawks,2008,1075115,543965,531150,10,64862
Seattle,Seahawks,2008,1075115,543965,531150,11,67616
Seattle,Seahawks,2008,1075115,543965,531150,12,67771
Seattle,Seahawks,2008,1075115,543965,531150,13,63253
Seattle,Seahawks,2008,1075115,543965,531150,14,68077
Seattle,Seahawks,2008,1075115,543965,531150,15,56123
Seattle,Seahawks,2008,1075115,543965,531150,16,68181
Seattle,Seahawks,2008,1075115,543965,531150,17,63874
St. Louis,Rams,2008,1050114,479843,570271,1,69144
St. Louis,Rams,2008,1050114,479843,570271,2,61377
St. Louis,Rams,2008,1050114,479843,570271,3,68012
St. Louis,Rams,2008,1050114,479843,570271,4,61017
St. Louis,Rams,2008,1050114,479843,570271,5,NA
St. Louis,Rams,2008,1050114,479843,570271,6,90376
St. Louis,Rams,2008,1050114,479843,570271,7,62035
St. Louis,Rams,2008,1050114,479843,570271,8,68756
St. Louis,Rams,2008,1050114,479843,570271,9,61303
St. Louis,Rams,2008,1050114,479843,570271,10,78073
St. Louis,Rams,2008,1050114,479843,570271,11,67573
St. Louis,Rams,2008,1050114,479843,570271,12,61994
St. Louis,Rams,2008,1050114,479843,570271,13,61046
St. Louis,Rams,2008,1050114,479843,570271,14,63720
St. Louis,Rams,2008,1050114,479843,570271,15,56123
St. Louis,Rams,2008,1050114,479843,570271,16,54948
St. Louis,Rams,2008,1050114,479843,570271,17,64617
Tampa Bay,Buccaneers,2008,1049053,516088,532965,1,69881
Tampa Bay,Buccaneers,2008,1049053,516088,532965,2,63611
Tampa Bay,Buccaneers,2008,1049053,516088,532965,3,62051
Tampa Bay,Buccaneers,2008,1049053,516088,532965,4,64122
Tampa Bay,Buccaneers,2008,1049053,516088,532965,5,75480
Tampa Bay,Buccaneers,2008,1049053,516088,532965,6,64211
Tampa Bay,Buccaneers,2008,1049053,516088,532965,7,64811
Tampa Bay,Buccaneers,2008,1049053,516088,532965,8,63254
Tampa Bay,Buccaneers,2008,1049053,516088,532965,9,74045
Tampa Bay,Buccaneers,2008,1049053,516088,532965,10,NA
Tampa Bay,Buccaneers,2008,1049053,516088,532965,11,65278
Tampa Bay,Buccaneers,2008,1049053,516088,532965,12,49096
Tampa Bay,Buccaneers,2008,1049053,516088,532965,13,64430
Tampa Bay,Buccaneers,2008,1049053,516088,532965,14,74113
Tampa Bay,Buccaneers,2008,1049053,516088,532965,15,65045
Tampa Bay,Buccaneers,2008,1049053,516088,532965,16,64778
Tampa Bay,Buccaneers,2008,1049053,516088,532965,17,64847
Tennessee,Titans,2008,1088061,553144,534917,1,69143
Tennessee,Titans,2008,1088061,553144,534917,2,64540
Tennessee,Titans,2008,1088061,553144,534917,3,69143
Tennessee,Titans,2008,1088061,553144,534917,4,69143
Tennessee,Titans,2008,1088061,553144,534917,5,71131
Tennessee,Titans,2008,1088061,553144,534917,6,NA
Tennessee,Titans,2008,1088061,553144,534917,7,74200
Tennessee,Titans,2008,1088061,553144,534917,8,69143
Tennessee,Titans,2008,1088061,553144,534917,9,69143
Tennessee,Titans,2008,1088061,553144,534917,10,62124
Tennessee,Titans,2008,1088061,553144,534917,11,65258
Tennessee,Titans,2008,1088061,553144,534917,12,69143
Tennessee,Titans,2008,1088061,553144,534917,13,60112
Tennessee,Titans,2008,1088061,553144,534917,14,69143
Tennessee,Titans,2008,1088061,553144,534917,15,70831
Tennessee,Titans,2008,1088061,553144,534917,16,69143
Tennessee,Titans,2008,1088061,553144,534917,17,66721
Washington,Redskins,2008,1246219,708835,537384,1,79742
Washington,Redskins,2008,1246219,708835,537384,2,88246
Washington,Redskins,2008,1246219,708835,537384,3,90060
Washington,Redskins,2008,1246219,708835,537384,4,63462
Washington,Redskins,2008,1246219,708835,537384,5,69144
Washington,Redskins,2008,1246219,708835,537384,6,90376
Washington,Redskins,2008,1246219,708835,537384,7,90487
Washington,Redskins,2008,1246219,708835,537384,8,54312
Washington,Redskins,2008,1246219,708835,537384,9,90512
Washington,Redskins,2008,1246219,708835,537384,10,NA
Washington,Redskins,2008,1246219,708835,537384,11,90830
Washington,Redskins,2008,1246219,708835,537384,12,67771
Washington,Redskins,2008,1246219,708835,537384,13,85912
Washington,Redskins,2008,1246219,708835,537384,14,71438
Washington,Redskins,2008,1246219,708835,537384,15,63996
Washington,Redskins,2008,1246219,708835,537384,16,82412
Washington,Redskins,2008,1246219,708835,537384,17,67519
Arizona,Cardinals,2009,999150,505143,494007,1,61981
Arizona,Cardinals,2009,999150,505143,494007,2,46520
Arizona,Cardinals,2009,999150,505143,494007,3,62692
Arizona,Cardinals,2009,999150,505143,494007,4,NA
Arizona,Cardinals,2009,999150,505143,494007,5,61819
Arizona,Cardinals,2009,999150,505143,494007,6,67588
Arizona,Cardinals,2009,999150,505143,494007,7,78299
Arizona,Cardinals,2009,999150,505143,494007,8,62031
Arizona,Cardinals,2009,999150,505143,494007,9,62309
Arizona,Cardinals,2009,999150,505143,494007,10,62278
Arizona,Cardinals,2009,999150,505143,494007,11,59839
Arizona,Cardinals,2009,999150,505143,494007,12,69143
Arizona,Cardinals,2009,999150,505143,494007,13,64121
Arizona,Cardinals,2009,999150,505143,494007,14,69732
Arizona,Cardinals,2009,999150,505143,494007,15,40577
Arizona,Cardinals,2009,999150,505143,494007,16,62624
Arizona,Cardinals,2009,999150,505143,494007,17,67597
Atlanta,Falcons,2009,1126660,545389,581271,1,67606
Atlanta,Falcons,2009,1126660,545389,581271,2,67313
Atlanta,Falcons,2009,1126660,545389,581271,3,68756
Atlanta,Falcons,2009,1126660,545389,581271,4,NA
Atlanta,Falcons,2009,1126660,545389,581271,5,69732
Atlanta,Falcons,2009,1126660,545389,581271,6,68082
Atlanta,Falcons,2009,1126660,545389,581271,7,81521
Atlanta,Falcons,2009,1126660,545389,581271,8,70088
Atlanta,Falcons,2009,1126660,545389,581271,9,67982
Atlanta,Falcons,2009,1126660,545389,581271,10,73239
Atlanta,Falcons,2009,1126660,545389,581271,11,78491
Atlanta,Falcons,2009,1126660,545389,581271,12,67029
Atlanta,Falcons,2009,1126660,545389,581271,13,69560
Atlanta,Falcons,2009,1126660,545389,581271,14,68930
Atlanta,Falcons,2009,1126660,545389,581271,15,76866
Atlanta,Falcons,2009,1126660,545389,581271,16,68887
Atlanta,Falcons,2009,1126660,545389,581271,17,62578
Baltimore,Ravens,2009,1074077,568660,505417,1,71099
Baltimore,Ravens,2009,1074077,568660,505417,2,66882
Baltimore,Ravens,2009,1074077,568660,505417,3,70950
Baltimore,Ravens,2009,1074077,568660,505417,4,68756
Baltimore,Ravens,2009,1074077,568660,505417,5,71161
Baltimore,Ravens,2009,1074077,568660,505417,6,63689
Baltimore,Ravens,2009,1074077,568660,505417,7,NA
Baltimore,Ravens,2009,1074077,568660,505417,8,71132
Baltimore,Ravens,2009,1074077,568660,505417,9,64313
Baltimore,Ravens,2009,1074077,568660,505417,10,69023
Baltimore,Ravens,2009,1074077,568660,505417,11,71320
Baltimore,Ravens,2009,1074077,568660,505417,12,71314
Baltimore,Ravens,2009,1074077,568660,505417,13,70286
Baltimore,Ravens,2009,1074077,568660,505417,14,70673
Baltimore,Ravens,2009,1074077,568660,505417,15,71011
Baltimore,Ravens,2009,1074077,568660,505417,16,64068
Baltimore,Ravens,2009,1074077,568660,505417,17,38400
Buffalo,Bills,2009,1080744,542465,538279,1,68756
Buffalo,Bills,2009,1080744,542465,538279,2,70318
Buffalo,Bills,2009,1080744,542465,538279,3,70261
Buffalo,Bills,2009,1080744,542465,538279,4,65523
Buffalo,Bills,2009,1080744,542465,538279,5,70526
Buffalo,Bills,2009,1080744,542465,538279,6,76048
Buffalo,Bills,2009,1080744,542465,538279,7,73497
Buffalo,Bills,2009,1080744,542465,538279,8,69790
Buffalo,Bills,2009,1080744,542465,538279,9,NA
Buffalo,Bills,2009,1080744,542465,538279,10,69143
Buffalo,Bills,2009,1080744,542465,538279,11,47757
Buffalo,Bills,2009,1080744,542465,538279,12,70155
Buffalo,Bills,2009,1080744,542465,538279,13,51567
Buffalo,Bills,2009,1080744,542465,538279,14,68668
Buffalo,Bills,2009,1080744,542465,538279,15,70000
Buffalo,Bills,2009,1080744,542465,538279,16,68887
Buffalo,Bills,2009,1080744,542465,538279,17,69848
Carolina,Panthers,2009,1162625,586314,576311,1,73599
Carolina,Panthers,2009,1162625,586314,576311,2,67313
Carolina,Panthers,2009,1162625,586314,576311,3,90588
Carolina,Panthers,2009,1162625,586314,576311,4,NA
Carolina,Panthers,2009,1162625,586314,576311,5,73487
Carolina,Panthers,2009,1162625,586314,576311,6,62422
Carolina,Panthers,2009,1162625,586314,576311,7,73497
Carolina,Panthers,2009,1162625,586314,576311,8,62031
Carolina,Panthers,2009,1162625,586314,576311,9,70011
Carolina,Panthers,2009,1162625,586314,576311,10,73239
Carolina,Panthers,2009,1162625,586314,576311,11,73475
Carolina,Panthers,2009,1162625,586314,576311,12,76381
Carolina,Panthers,2009,1162625,586314,576311,13,72455
Carolina,Panthers,2009,1162625,586314,576311,14,68756
Carolina,Panthers,2009,1162625,586314,576311,15,73515
Carolina,Panthers,2009,1162625,586314,576311,16,78809
Carolina,Panthers,2009,1162625,586314,576311,17,73047
Chicago,Bears,2009,1031114,498000,533114,1,70920
Chicago,Bears,2009,1031114,498000,533114,2,62231
Chicago,Bears,2009,1031114,498000,533114,3,67938
Chicago,Bears,2009,1031114,498000,533114,4,62192
Chicago,Bears,2009,1031114,498000,533114,5,NA
Chicago,Bears,2009,1031114,498000,533114,6,68082
Chicago,Bears,2009,1031114,498000,533114,7,64900
Chicago,Bears,2009,1031114,498000,533114,8,62262
Chicago,Bears,2009,1031114,498000,533114,9,62309
Chicago,Bears,2009,1031114,498000,533114,10,69732
Chicago,Bears,2009,1031114,498000,533114,11,62421
Chicago,Bears,2009,1031114,498000,533114,12,63854
Chicago,Bears,2009,1031114,498000,533114,13,61892
Chicago,Bears,2009,1031114,498000,533114,14,62214
Chicago,Bears,2009,1031114,498000,533114,15,71011
Chicago,Bears,2009,1031114,498000,533114,16,62479
Chicago,Bears,2009,1031114,498000,533114,17,56677
Cincinnati,Bengals,2009,1035068,512032,523036,1,62831
Cincinnati,Bengals,2009,1035068,512032,523036,2,70678
Cincinnati,Bengals,2009,1035068,512032,523036,3,64538
Cincinnati,Bengals,2009,1035068,512032,523036,4,69844
Cincinnati,Bengals,2009,1035068,512032,523036,5,71161
Cincinnati,Bengals,2009,1035068,512032,523036,6,64019
Cincinnati,Bengals,2009,1035068,512032,523036,7,64900
Cincinnati,Bengals,2009,1035068,512032,523036,8,NA
Cincinnati,Bengals,2009,1035068,512032,523036,9,64313
Cincinnati,Bengals,2009,1035068,512032,523036,10,65392
Cincinnati,Bengals,2009,1035068,512032,523036,11,34112
Cincinnati,Bengals,2009,1035068,512032,523036,12,64553
Cincinnati,Bengals,2009,1035068,512032,523036,13,62545
Cincinnati,Bengals,2009,1035068,512032,523036,14,63854
Cincinnati,Bengals,2009,1035068,512032,523036,15,68889
Cincinnati,Bengals,2009,1035068,512032,523036,16,64333
Cincinnati,Bengals,2009,1035068,512032,523036,17,79106
Cleveland,Browns,2009,1054215,551110,503105,1,70560
Cleveland,Browns,2009,1054215,551110,503105,2,73931
Cleveland,Browns,2009,1054215,551110,503105,3,70950
Cleveland,Browns,2009,1054215,551110,503105,4,69844
Cleveland,Browns,2009,1054215,551110,503105,5,70526
Cleveland,Browns,2009,1054215,551110,503105,6,64398
Cleveland,Browns,2009,1054215,551110,503105,7,69797
Cleveland,Browns,2009,1054215,551110,503105,8,62262
Cleveland,Browns,2009,1054215,551110,503105,9,NA
Cleveland,Browns,2009,1054215,551110,503105,10,69023
Cleveland,Browns,2009,1054215,551110,503105,11,43170
Cleveland,Browns,2009,1054215,551110,503105,12,64553
Cleveland,Browns,2009,1054215,551110,503105,13,67978
Cleveland,Browns,2009,1054215,551110,503105,14,69009
Cleveland,Browns,2009,1054215,551110,503105,15,53315
Cleveland,Browns,2009,1054215,551110,503105,16,67964
Cleveland,Browns,2009,1054215,551110,503105,17,66935
Dallas,Cowboys,2009,1307231,718055,589176,1,63806
Dallas,Cowboys,2009,1307231,718055,589176,2,105121
Dallas,Cowboys,2009,1307231,718055,589176,3,90588
Dallas,Cowboys,2009,1307231,718055,589176,4,76440
Dallas,Cowboys,2009,1307231,718055,589176,5,71214
Dallas,Cowboys,2009,1307231,718055,589176,6,NA
Dallas,Cowboys,2009,1307231,718055,589176,7,81521
Dallas,Cowboys,2009,1307231,718055,589176,8,80886
Dallas,Cowboys,2009,1307231,718055,589176,9,69144
Dallas,Cowboys,2009,1307231,718055,589176,10,70894
Dallas,Cowboys,2009,1307231,718055,589176,11,85277
Dallas,Cowboys,2009,1307231,718055,589176,12,83489
Dallas,Cowboys,2009,1307231,718055,589176,13,79244
Dallas,Cowboys,2009,1307231,718055,589176,14,90552
Dallas,Cowboys,2009,1307231,718055,589176,15,70213
Dallas,Cowboys,2009,1307231,718055,589176,16,88221
Dallas,Cowboys,2009,1307231,718055,589176,17,100621
Denver,Broncos,2009,1139659,600928,538731,1,62831
Denver,Broncos,2009,1139659,600928,538731,2,73931
Denver,Broncos,2009,1139659,600928,538731,3,45602
Denver,Broncos,2009,1139659,600928,538731,4,76440
Denver,Broncos,2009,1139659,600928,538731,5,76011
Denver,Broncos,2009,1139659,600928,538731,6,68615
Denver,Broncos,2009,1139659,600928,538731,7,NA
Denver,Broncos,2009,1139659,600928,538731,8,71132
Denver,Broncos,2009,1139659,600928,538731,9,76716
Denver,Broncos,2009,1139659,600928,538731,10,85247
Denver,Broncos,2009,1139659,600928,538731,11,74707
Denver,Broncos,2009,1139659,600928,538731,12,74896
Denver,Broncos,2009,1139659,600928,538731,13,68912
