year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city
2010,12,Buffalo Bills,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,November 28,1:02PM,19,16,426,1,329,2,Bills,Buffalo,Steelers,Pittsburgh
2010,12,Atlanta Falcons,Green Bay Packers,Atlanta Falcons,NA,Sun,November 28,1:02PM,20,17,294,0,418,1,Falcons,Atlanta,Packers,Green Bay
2010,12,Cleveland Browns,Carolina Panthers,Cleveland Browns,NA,Sun,November 28,1:03PM,24,23,379,3,326,1,Browns,Cleveland,Panthers,Carolina
2010,12,Oakland Raiders,Miami Dolphins,Miami Dolphins,NA,Sun,November 28,4:05PM,33,17,471,1,263,3,Raiders,Oakland,Dolphins,Miami
2010,12,Seattle Seahawks,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,November 28,4:06PM,42,24,503,1,288,3,Seahawks,Seattle,Chiefs,Kansas City
2010,12,Chicago Bears,Philadelphia Eagles,Chicago Bears,NA,Sun,November 28,4:15PM,31,26,349,0,398,1,Bears,Chicago,Eagles,Philadelphia
2010,12,Baltimore Ravens,Tampa Bay Buccaneers,Baltimore Ravens,NA,Sun,November 28,4:15PM,17,10,349,1,263,0,Ravens,Baltimore,Buccaneers,Tampa Bay
2010,12,Denver Broncos,St. Louis Rams,St. Louis Rams,NA,Sun,November 28,4:16PM,36,33,431,0,449,2,Broncos,Denver,Rams,St. Louis
2010,12,Indianapolis Colts,San Diego Chargers,San Diego Chargers,NA,Sun,November 28,8:30PM,36,14,301,0,303,5,Colts,Indianapolis,Chargers,San Diego
2010,12,Arizona Cardinals,San Francisco 49ers,San Francisco 49ers,NA,Mon,November 29,8:40PM,27,6,386,1,203,2,Cardinals,Arizona,49ers,San Francisco
2010,13,Philadelphia Eagles,Houston Texans,Philadelphia Eagles,NA,Thu,December 2,8:30PM,34,24,416,1,431,2,Eagles,Philadelphia,Texans,Houston
2010,13,New York Giants,Washington Redskins,New York Giants,NA,Sun,December 5,1:02PM,31,7,358,1,338,6,Giants,New York,Redskins,Washington
2010,13,Green Bay Packers,San Francisco 49ers,Green Bay Packers,NA,Sun,December 5,1:02PM,34,16,410,0,269,1,Packers,Green Bay,49ers,San Francisco
2010,13,Miami Dolphins,Cleveland Browns,Cleveland Browns,NA,Sun,December 5,1:02PM,13,10,252,0,281,3,Dolphins,Miami,Browns,Cleveland
2010,13,Cincinnati Bengals,New Orleans Saints,New Orleans Saints,NA,Sun,December 5,1:03PM,34,30,436,1,311,0,Bengals,Cincinnati,Saints,New Orleans
2010,13,Kansas City Chiefs,Denver Broncos,Kansas City Chiefs,NA,Sun,December 5,1:03PM,10,6,359,1,247,1,Chiefs,Kansas City,Broncos,Denver
2010,13,Tennessee Titans,Jacksonville Jaguars,Jacksonville Jaguars,NA,Sun,December 5,1:03PM,17,6,377,0,220,2,Titans,Tennessee,Jaguars,Jacksonville
2010,13,Detroit Lions,Chicago Bears,Chicago Bears,NA,Sun,December 5,1:03PM,24,20,311,1,302,0,Lions,Detroit,Bears,Chicago
2010,13,Minnesota Vikings,Buffalo Bills,Minnesota Vikings,NA,Sun,December 5,1:05PM,38,14,387,4,239,5,Vikings,Minnesota,Bills,Buffalo
2010,13,San Diego Chargers,Oakland Raiders,Oakland Raiders,NA,Sun,December 5,4:05PM,28,13,368,1,286,2,Chargers,San Diego,Raiders,Oakland
2010,13,Indianapolis Colts,Dallas Cowboys,Dallas Cowboys,NA,Sun,December 5,4:15PM,38,35,368,0,405,4,Colts,Indianapolis,Cowboys,Dallas
2010,13,Arizona Cardinals,St. Louis Rams,St. Louis Rams,NA,Sun,December 5,4:15PM,19,6,288,1,224,2,Cardinals,Arizona,Rams,St. Louis
2010,13,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,NA,Sun,December 5,4:16PM,28,24,290,2,325,1,Buccaneers,Tampa Bay,Falcons,Atlanta
2010,13,Seattle Seahawks,Carolina Panthers,Seattle Seahawks,NA,Sun,December 5,4:16PM,31,14,371,2,283,1,Seahawks,Seattle,Panthers,Carolina
2010,13,Baltimore Ravens,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,December 5,8:30PM,13,10,288,1,269,1,Ravens,Baltimore,Steelers,Pittsburgh
2010,13,New England Patriots,New York Jets,New England Patriots,NA,Mon,December 6,8:40PM,45,3,405,0,301,3,Patriots,New England,Jets,New York
2010,14,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,NA,Thu,December 9,8:29PM,30,28,399,0,365,2,Titans,Tennessee,Colts,Indianapolis
2010,14,Jacksonville Jaguars,Oakland Raiders,Jacksonville Jaguars,NA,Sun,December 12,1:02PM,38,31,385,1,476,2,Jaguars,Jacksonville,Raiders,Oakland
2010,14,Buffalo Bills,Cleveland Browns,Buffalo Bills,NA,Sun,December 12,1:02PM,13,6,323,1,187,3,Bills,Buffalo,Browns,Cleveland
2010,14,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,NA,Sun,December 12,1:02PM,23,7,354,0,190,3,Steelers,Pittsburgh,Bengals,Cincinnati
2010,14,Carolina Panthers,Atlanta Falcons,Atlanta Falcons,NA,Sun,December 12,1:03PM,31,10,327,1,288,2,Panthers,Carolina,Falcons,Atlanta
2010,14,Detroit Lions,Green Bay Packers,Detroit Lions,NA,Sun,December 12,1:03PM,7,3,286,2,258,3,Lions,Detroit,Packers,Green Bay
2010,14,Washington Redskins,Tampa Bay Buccaneers,Tampa Bay Buccaneers,NA,Sun,December 12,1:03PM,17,16,365,2,399,1,Redskins,Washington,Buccaneers,Tampa Bay
2010,14,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,NA,Sun,December 12,4:05PM,40,21,336,0,361,5,49ers,San Francisco,Seahawks,Seattle
2010,14,New Orleans Saints,St. Louis Rams,New Orleans Saints,NA,Sun,December 12,4:05PM,31,13,345,3,327,3,Saints,New Orleans,Rams,St. Louis
2010,14,Arizona Cardinals,Denver Broncos,Arizona Cardinals,NA,Sun,December 12,4:15PM,43,13,357,1,288,6,Cardinals,Arizona,Broncos,Denver
2010,14,New York Jets,Miami Dolphins,Miami Dolphins,NA,Sun,December 12,4:15PM,10,6,131,3,280,2,Jets,New York,Dolphins,Miami
2010,14,San Diego Chargers,Kansas City Chiefs,San Diego Chargers,NA,Sun,December 12,4:15PM,31,0,426,2,67,0,Chargers,San Diego,Chiefs,Kansas City
2010,14,Chicago Bears,New England Patriots,New England Patriots,NA,Sun,December 12,4:16PM,36,7,475,0,185,4,Bears,Chicago,Patriots,New England
2010,14,Dallas Cowboys,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,December 12,8:30PM,30,27,429,2,349,2,Cowboys,Dallas,Eagles,Philadelphia
2010,14,Minnesota Vikings,New York Giants,New York Giants,NA,Mon,December 13,7:20PM,21,3,395,2,164,1,Vikings,Minnesota,Giants,New York
2010,14,Houston Texans,Baltimore Ravens,Baltimore Ravens,NA,Mon,December 13,8:40PM,34,28,253,0,489,2,Texans,Houston,Ravens,Baltimore
2010,15,San Diego Chargers,San Francisco 49ers,San Diego Chargers,NA,Thu,December 16,8:20PM,34,7,374,0,192,1,Chargers,San Diego,49ers,San Francisco
2010,15,St. Louis Rams,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,December 19,1:00PM,27,13,383,1,224,2,Rams,St. Louis,Chiefs,Kansas City
2010,15,Miami Dolphins,Buffalo Bills,Buffalo Bills,NA,Sun,December 19,1:02PM,17,14,282,1,326,2,Dolphins,Miami,Bills,Buffalo
2010,15,Cincinnati Bengals,Cleveland Browns,Cincinnati Bengals,NA,Sun,December 19,1:02PM,19,17,397,0,278,0,Bengals,Cincinnati,Browns,Cleveland
2010,15,Tennessee Titans,Houston Texans,Tennessee Titans,NA,Sun,December 19,1:02PM,31,17,359,1,323,1,Titans,Tennessee,Texans,Houston
2010,15,Indianapolis Colts,Jacksonville Jaguars,Indianapolis Colts,NA,Sun,December 19,1:02PM,34,24,376,0,356,2,Colts,Indianapolis,Jaguars,Jacksonville
2010,15,Dallas Cowboys,Washington Redskins,Dallas Cowboys,NA,Sun,December 19,1:03PM,33,30,434,0,341,3,Cowboys,Dallas,Redskins,Washington
2010,15,Tampa Bay Buccaneers,Detroit Lions,Detroit Lions,NA,Sun,December 19,1:03PM,23,20,433,0,403,0,Buccaneers,Tampa Bay,Lions,Detroit
2010,15,New York Giants,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,December 19,1:03PM,38,31,418,3,364,2,Giants,New York,Eagles,Philadelphia
2010,15,Baltimore Ravens,New Orleans Saints,Baltimore Ravens,NA,Sun,December 19,1:03PM,30,24,356,0,269,1,Ravens,Baltimore,Saints,New Orleans
2010,15,Carolina Panthers,Arizona Cardinals,Carolina Panthers,NA,Sun,December 19,1:04PM,19,12,303,1,218,2,Panthers,Carolina,Cardinals,Arizona
2010,15,Seattle Seahawks,Atlanta Falcons,Atlanta Falcons,NA,Sun,December 19,4:06PM,34,18,266,1,234,3,Seahawks,Seattle,Falcons,Atlanta
2010,15,Pittsburgh Steelers,New York Jets,New York Jets,NA,Sun,December 19,4:15PM,22,17,276,0,378,0,Steelers,Pittsburgh,Jets,New York
2010,15,Oakland Raiders,Denver Broncos,Oakland Raiders,NA,Sun,December 19,4:15PM,39,23,502,3,235,1,Raiders,Oakland,Broncos,Denver
2010,15,New England Patriots,Green Bay Packers,New England Patriots,NA,Sun,December 19,8:30PM,31,27,249,0,369,2,Patriots,New England,Packers,Green Bay
2010,15,Minnesota Vikings,Chicago Bears,Chicago Bears,NA,Mon,December 20,8:40PM,40,14,293,1,273,5,Vikings,Minnesota,Bears,Chicago
2010,16,Pittsburgh Steelers,Carolina Panthers,Pittsburgh Steelers,NA,Thu,December 23,8:29PM,27,3,408,2,119,2,Steelers,Pittsburgh,Panthers,Carolina
2010,16,Arizona Cardinals,Dallas Cowboys,Arizona Cardinals,NA,Sat,December 25,7:30PM,27,26,271,0,382,3,Cardinals,Arizona,Cowboys,Dallas
2010,16,St. Louis Rams,San Francisco 49ers,St. Louis Rams,NA,Sun,December 26,1:00PM,25,17,335,1,331,2,Rams,St. Louis,49ers,San Francisco
2010,16,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,NA,Sun,December 26,1:02PM,20,10,258,1,280,4,Browns,Cleveland,Ravens,Baltimore
2010,16,Chicago Bears,New York Jets,Chicago Bears,NA,Sun,December 26,1:02PM,38,34,322,1,393,2,Bears,Chicago,Jets,New York
2010,16,Buffalo Bills,New England Patriots,New England Patriots,NA,Sun,December 26,1:02PM,34,3,348,0,369,7,Bills,Buffalo,Patriots,New England
2010,16,Kansas City Chiefs,Tennessee Titans,Kansas City Chiefs,NA,Sun,December 26,1:03PM,34,14,458,2,270,2,Chiefs,Kansas City,Titans,Tennessee
2010,16,Jacksonville Jaguars,Washington Redskins,Washington Redskins,NA,Sun,December 26,1:03PM,20,17,251,1,336,2,Jaguars,Jacksonville,Redskins,Washington
2010,16,Miami Dolphins,Detroit Lions,Detroit Lions,NA,Sun,December 26,1:03PM,34,27,275,0,425,3,Dolphins,Miami,Lions,Detroit
2010,16,Oakland Raiders,Indianapolis Colts,Indianapolis Colts,NA,Sun,December 26,4:05PM,31,26,370,2,290,0,Raiders,Oakland,Colts,Indianapolis
2010,16,Cincinnati Bengals,San Diego Chargers,Cincinnati Bengals,NA,Sun,December 26,4:05PM,34,20,371,1,313,2,Bengals,Cincinnati,Chargers,San Diego
2010,16,Denver Broncos,Houston Texans,Denver Broncos,NA,Sun,December 26,4:06PM,24,23,431,1,401,1,Broncos,Denver,Texans,Houston
2010,16,Green Bay Packers,New York Giants,Green Bay Packers,NA,Sun,December 26,4:15PM,45,17,515,1,386,6,Packers,Green Bay,Giants,New York
2010,16,Tampa Bay Buccaneers,Seattle Seahawks,Tampa Bay Buccaneers,NA,Sun,December 26,4:16PM,38,15,439,0,174,0,Buccaneers,Tampa Bay,Seahawks,Seattle
2010,16,Atlanta Falcons,New Orleans Saints,New Orleans Saints,NA,Mon,December 27,8:40PM,17,14,368,2,215,2,Falcons,Atlanta,Saints,New Orleans
2010,16,Philadelphia Eagles,Minnesota Vikings,Minnesota Vikings,NA,Tue,December 28,8:06PM,24,14,337,1,331,3,Eagles,Philadelphia,Vikings,Minnesota
2010,17,New Orleans Saints,Tampa Bay Buccaneers,Tampa Bay Buccaneers,NA,Sun,January 2,1:00PM,23,13,317,2,305,3,Saints,New Orleans,Buccaneers,Tampa Bay
2010,17,Baltimore Ravens,Cincinnati Bengals,Baltimore Ravens,NA,Sun,January 2,1:02PM,13,7,199,2,395,5,Ravens,Baltimore,Bengals,Cincinnati
2010,17,Cleveland Browns,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,January 2,1:02PM,41,9,418,0,225,3,Browns,Cleveland,Steelers,Pittsburgh
2010,17,New England Patriots,Miami Dolphins,New England Patriots,NA,Sun,January 2,1:02PM,38,7,502,1,250,2,Patriots,New England,Dolphins,Miami
2010,17,Kansas City Chiefs,Oakland Raiders,Oakland Raiders,NA,Sun,January 2,1:02PM,31,10,344,1,201,2,Chiefs,Kansas City,Raiders,Oakland
2010,17,New York Jets,Buffalo Bills,New York Jets,NA,Sun,January 2,1:03PM,38,7,388,1,162,6,Jets,New York,Bills,Buffalo
2010,17,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,NA,Sun,January 2,1:03PM,31,10,352,1,291,2,Falcons,Atlanta,Panthers,Carolina
2010,17,Detroit Lions,Minnesota Vikings,Detroit Lions,NA,Sun,January 2,1:03PM,20,13,357,2,211,1,Lions,Detroit,Vikings,Minnesota
2010,17,Green Bay Packers,Chicago Bears,Green Bay Packers,NA,Sun,January 2,4:15PM,10,3,284,2,227,2,Packers,Green Bay,Bears,Chicago
2010,17,Houston Texans,Jacksonville Jaguars,Houston Texans,NA,Sun,January 2,4:15PM,34,17,497,0,322,2,Texans,Houston,Jaguars,Jacksonville
2010,17,Denver Broncos,San Diego Chargers,San Diego Chargers,NA,Sun,January 2,4:15PM,33,28,447,1,337,2,Broncos,Denver,Chargers,San Diego
2010,17,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,NA,Sun,January 2,4:15PM,14,13,272,1,244,4,Eagles,Philadelphia,Cowboys,Dallas
2010,17,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,NA,Sun,January 2,4:15PM,38,7,362,0,279,2,49ers,San Francisco,Cardinals,Arizona
2010,17,Indianapolis Colts,Tennessee Titans,Indianapolis Colts,NA,Sun,January 2,4:16PM,23,20,358,1,341,1,Colts,Indianapolis,Titans,Tennessee
2010,17,Washington Redskins,New York Giants,New York Giants,NA,Sun,January 2,4:16PM,17,14,325,1,385,4,Redskins,Washington,Giants,New York
2010,17,Seattle Seahawks,St. Louis Rams,Seattle Seahawks,NA,Sun,January 2,8:31PM,16,6,333,1,184,1,Seahawks,Seattle,Rams,St. Louis
2010,WildCard,Seattle Seahawks,New Orleans Saints,Seattle Seahawks,NA,Sat,January 8,4:35PM,41,36,415,1,474,1,Seahawks,Seattle,Saints,New Orleans
2010,WildCard,Indianapolis Colts,New York Jets,New York Jets,NA,Sat,January 8,8:15PM,17,16,353,1,312,0,Colts,Indianapolis,Jets,New York
2010,WildCard,Kansas City Chiefs,Baltimore Ravens,Baltimore Ravens,NA,Sun,January 9,1:06PM,30,7,390,2,161,5,Chiefs,Kansas City,Ravens,Baltimore
2010,WildCard,Philadelphia Eagles,Green Bay Packers,Green Bay Packers,NA,Sun,January 9,4:40PM,21,16,309,2,352,1,Eagles,Philadelphia,Packers,Green Bay
2010,Division,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,NA,Sat,January 15,4:35PM,31,24,263,2,126,3,Steelers,Pittsburgh,Ravens,Baltimore
2010,Division,Atlanta Falcons,Green Bay Packers,Green Bay Packers,NA,Sat,January 15,8:15PM,48,21,442,1,194,4,Falcons,Atlanta,Packers,Green Bay
2010,Division,Chicago Bears,Seattle Seahawks,Chicago Bears,NA,Sun,January 16,1:05PM,35,24,437,1,276,0,Bears,Chicago,Seahawks,Seattle
2010,Division,New England Patriots,New York Jets,New York Jets,NA,Sun,January 16,4:40PM,28,21,314,0,372,1,Patriots,New England,Jets,New York
2010,ConfChamp,Chicago Bears,Green Bay Packers,Green Bay Packers,NA,Sun,January 23,3:05PM,21,14,356,2,301,3,Bears,Chicago,Packers,Green Bay
2010,ConfChamp,Pittsburgh Steelers,New York Jets,Pittsburgh Steelers,NA,Sun,January 23,6:41PM,24,19,287,2,289,1,Steelers,Pittsburgh,Jets,New York
2010,SuperBowl,Green Bay Packers,Pittsburgh Steelers,Green Bay Packers,NA,Sun,February 6,6:34PM,31,25,338,0,387,3,Packers,Green Bay,Steelers,Pittsburgh
2011,1,Green Bay Packers,New Orleans Saints,Green Bay Packers,NA,Thu,September 8,8:40PM,42,34,399,0,477,1,Packers,Green Bay,Saints,New Orleans
2011,1,St. Louis Rams,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,September 11,1:00PM,31,13,403,1,335,1,Rams,St. Louis,Eagles,Philadelphia
2011,1,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,NA,Sun,September 11,1:05PM,35,7,385,0,312,7,Ravens,Baltimore,Steelers,Pittsburgh
2011,1,Houston Texans,Indianapolis Colts,Houston Texans,NA,Sun,September 11,1:05PM,34,7,384,3,236,2,Texans,Houston,Colts,Indianapolis
2011,1,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,NA,Sun,September 11,1:05PM,16,14,323,1,292,1,Jaguars,Jacksonville,Titans,Tennessee
2011,1,Chicago Bears,Atlanta Falcons,Chicago Bears,NA,Sun,September 11,1:06PM,30,12,377,1,386,3,Bears,Chicago,Falcons,Atlanta
2011,1,Cleveland Browns,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,September 11,1:06PM,27,17,294,0,285,1,Browns,Cleveland,Bengals,Cincinnati
2011,1,Kansas City Chiefs,Buffalo Bills,Buffalo Bills,NA,Sun,September 11,1:06PM,41,7,364,1,213,3,Chiefs,Kansas City,Bills,Buffalo
2011,1,Tampa Bay Buccaneers,Detroit Lions,Detroit Lions,NA,Sun,September 11,1:06PM,27,20,431,1,315,2,Buccaneers,Tampa Bay,Lions,Detroit
2011,1,Arizona Cardinals,Carolina Panthers,Arizona Cardinals,NA,Sun,September 11,4:15PM,28,21,394,1,477,1,Cardinals,Arizona,Panthers,Carolina
2011,1,San Diego Chargers,Minnesota Vikings,San Diego Chargers,NA,Sun,September 11,4:20PM,24,17,407,2,187,1,Chargers,San Diego,Vikings,Minnesota
2011,1,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,NA,Sun,September 11,4:22PM,33,17,209,0,219,3,49ers,San Francisco,Seahawks,Seattle
2011,1,Washington Redskins,New York Giants,Washington Redskins,NA,Sun,September 11,4:23PM,28,14,332,1,315,1,Redskins,Washington,Giants,New York
2011,1,New York Jets,Dallas Cowboys,New York Jets,NA,Sun,September 11,8:33PM,27,24,360,2,390,3,Jets,New York,Cowboys,Dallas
2011,1,Miami Dolphins,New England Patriots,New England Patriots,NA,Mon,September 12,7:13PM,38,24,622,1,488,1,Dolphins,Miami,Patriots,New England
2011,1,Denver Broncos,Oakland Raiders,Oakland Raiders,NA,Mon,September 12,10:26PM,23,20,289,1,310,3,Broncos,Denver,Raiders,Oakland
2011,2,Tennessee Titans,Baltimore Ravens,Tennessee Titans,NA,Sun,September 18,1:02PM,26,13,432,1,229,3,Titans,Tennessee,Ravens,Baltimore
2011,2,New York Jets,Jacksonville Jaguars,New York Jets,NA,Sun,September 18,1:02PM,32,3,283,2,203,4,Jets,New York,Jaguars,Jacksonville
2011,2,Detroit Lions,Kansas City Chiefs,Detroit Lions,NA,Sun,September 18,1:02PM,48,3,411,1,267,6,Lions,Detroit,Chiefs,Kansas City
2011,2,New Orleans Saints,Chicago Bears,New Orleans Saints,NA,Sun,September 18,1:02PM,30,13,382,1,246,1,Saints,New Orleans,Bears,Chicago
2011,2,Pittsburgh Steelers,Seattle Seahawks,Pittsburgh Steelers,NA,Sun,September 18,1:02PM,24,0,421,0,164,0,Steelers,Pittsburgh,Seahawks,Seattle
2011,2,Carolina Panthers,Green Bay Packers,Green Bay Packers,NA,Sun,September 18,1:02PM,30,23,419,1,475,4,Panthers,Carolina,Packers,Green Bay
2011,2,Indianapolis Colts,Cleveland Browns,Cleveland Browns,NA,Sun,September 18,1:02PM,27,19,303,1,285,2,Colts,Indianapolis,Browns,Cleveland
2011,2,Washington Redskins,Arizona Cardinals,Washington Redskins,NA,Sun,September 18,1:03PM,22,21,455,2,324,2,Redskins,Washington,Cardinals,Arizona
2011,2,Buffalo Bills,Oakland Raiders,Buffalo Bills,NA,Sun,September 18,1:03PM,38,35,481,1,454,2,Bills,Buffalo,Raiders,Oakland
2011,2,Minnesota Vikings,Tampa Bay Buccaneers,Tampa Bay Buccaneers,NA,Sun,September 18,1:05PM,24,20,335,1,398,1,Vikings,Minnesota,Buccaneers,Tampa Bay
2011,2,San Francisco 49ers,Dallas Cowboys,Dallas Cowboys,NA,Sun,September 18,4:05PM,27,24,472,2,206,1,49ers,San Francisco,Cowboys,Dallas
2011,2,New England Patriots,San Diego Chargers,New England Patriots,NA,Sun,September 18,4:15PM,35,21,504,0,470,4,Patriots,New England,Chargers,San Diego
2011,2,Denver Broncos,Cincinnati Bengals,Denver Broncos,NA,Sun,September 18,4:15PM,24,22,318,2,382,0,Broncos,Denver,Bengals,Cincinnati
2011,2,Miami Dolphins,Houston Texans,Houston Texans,NA,Sun,September 18,4:15PM,23,13,345,0,306,2,Dolphins,Miami,Texans,Houston
2011,2,Atlanta Falcons,Philadelphia Eagles,Atlanta Falcons,NA,Sun,September 18,8:30PM,35,31,318,2,447,3,Falcons,Atlanta,Eagles,Philadelphia
2011,2,New York Giants,St. Louis Rams,New York Giants,NA,Mon,September 19,8:40PM,28,16,323,1,367,2,Giants,New York,Rams,St. Louis
2011,3,Cleveland Browns,Miami Dolphins,Cleveland Browns,NA,Sun,September 25,1:02PM,17,16,280,1,369,2,Browns,Cleveland,Dolphins,Miami
2011,3,New Orleans Saints,Houston Texans,New Orleans Saints,NA,Sun,September 25,1:02PM,40,33,454,2,473,1,Saints,New Orleans,Texans,Houston
2011,3,Cincinnati Bengals,San Francisco 49ers,San Francisco 49ers,NA,Sun,September 25,1:02PM,13,8,226,1,228,3,Bengals,Cincinnati,49ers,San Francisco
2011,3,Carolina Panthers,Jacksonville Jaguars,Carolina Panthers,NA,Sun,September 25,1:02PM,16,10,265,0,257,1,Panthers,Carolina,Jaguars,Jacksonville
2011,3,Tennessee Titans,Denver Broncos,Tennessee Titans,NA,Sun,September 25,1:02PM,17,14,333,2,231,2,Titans,Tennessee,Broncos,Denver
2011,3,Buffalo Bills,New England Patriots,Buffalo Bills,NA,Sun,September 25,1:03PM,34,31,448,2,495,4,Bills,Buffalo,Patriots,New England
2011,3,Philadelphia Eagles,New York Giants,New York Giants,NA,Sun,September 25,1:03PM,29,16,334,0,376,3,Eagles,Philadelphia,Giants,New York
2011,3,Minnesota Vikings,Detroit Lions,Detroit Lions,NA,Sun,September 25,1:05PM,26,23,358,0,321,0,Vikings,Minnesota,Lions,Detroit
2011,3,Oakland Raiders,New York Jets,Oakland Raiders,NA,Sun,September 25,4:04PM,34,24,383,0,439,2,Raiders,Oakland,Jets,New York
2011,3,San Diego Chargers,Kansas City Chiefs,San Diego Chargers,NA,Sun,September 25,4:05PM,20,17,375,2,252,1,Chargers,San Diego,Chiefs,Kansas City
2011,3,St. Louis Rams,Baltimore Ravens,Baltimore Ravens,NA,Sun,September 25,4:05PM,37,7,553,1,244,2,Rams,St. Louis,Ravens,Baltimore
2011,3,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,NA,Sun,September 25,4:15PM,13,10,261,1,324,2,Seahawks,Seattle,Cardinals,Arizona
2011,3,Chicago Bears,Green Bay Packers,Green Bay Packers,NA,Sun,September 25,4:15PM,27,17,392,2,291,2,Bears,Chicago,Packers,Green Bay
2011,3,Tampa Bay Buccaneers,Atlanta Falcons,Tampa Bay Buccaneers,NA,Sun,September 25,4:16PM,16,13,295,2,325,3,Buccaneers,Tampa Bay,Falcons,Atlanta
2011,3,Indianapolis Colts,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,September 25,8:30PM,23,20,408,3,241,1,Colts,Indianapolis,Steelers,Pittsburgh
2011,3,Dallas Cowboys,Washington Redskins,Dallas Cowboys,NA,Mon,September 26,8:41PM,18,16,375,2,298,2,Cowboys,Dallas,Redskins,Washington
2011,4,St. Louis Rams,Washington Redskins,Washington Redskins,NA,Sun,October 2,1:00PM,17,10,339,2,172,1,Rams,St. Louis,Redskins,Washington
2011,4,Kansas City Chiefs,Minnesota Vikings,Kansas City Chiefs,NA,Sun,October 2,1:02PM,22,17,350,0,341,1,Chiefs,Kansas City,Vikings,Minnesota
2011,4,Dallas Cowboys,Detroit Lions,Detroit Lions,NA,Sun,October 2,1:02PM,34,30,303,1,434,3,Cowboys,Dallas,Lions,Detroit
2011,4,Philadelphia Eagles,San Francisco 49ers,San Francisco 49ers,NA,Sun,October 2,1:03PM,24,23,442,1,513,3,Eagles,Philadelphia,49ers,San Francisco
2011,4,Cleveland Browns,Tennessee Titans,Tennessee Titans,NA,Sun,October 2,1:03PM,31,13,332,1,416,1,Browns,Cleveland,Titans,Tennessee
2011,4,Houston Texans,Pittsburgh Steelers,Houston Texans,NA,Sun,October 2,1:03PM,17,10,318,0,296,1,Texans,Houston,Steelers,Pittsburgh
2011,4,Jacksonville Jaguars,New Orleans Saints,New Orleans Saints,NA,Sun,October 2,1:03PM,23,10,503,2,274,1,Jaguars,Jacksonville,Saints,New Orleans
2011,4,Cincinnati Bengals,Buffalo Bills,Cincinnati Bengals,NA,Sun,October 2,1:03PM,23,20,458,2,273,0,Bengals,Cincinnati,Bills,Buffalo
2011,4,Chicago Bears,Carolina Panthers,Chicago Bears,NA,Sun,October 2,1:04PM,34,29,317,1,543,1,Bears,Chicago,Panthers,Carolina
2011,4,Arizona Cardinals,New York Giants,New York Giants,NA,Sun,October 2,4:05PM,31,27,360,2,368,2,Cardinals,Arizona,Giants,New York
2011,4,Seattle Seahawks,Atlanta Falcons,Atlanta Falcons,NA,Sun,October 2,4:05PM,30,28,412,0,372,2,Seahawks,Seattle,Falcons,Atlanta
2011,4,Green Bay Packers,Denver Broncos,Green Bay Packers,NA,Sun,October 2,4:15PM,49,23,507,2,384,4,Packers,Green Bay,Broncos,Denver
2011,4,Oakland Raiders,New England Patriots,New England Patriots,NA,Sun,October 2,4:15PM,31,19,409,0,504,2,Raiders,Oakland,Patriots,New England
2011,4,San Diego Chargers,Miami Dolphins,San Diego Chargers,NA,Sun,October 2,4:15PM,26,16,411,0,248,2,Chargers,San Diego,Dolphins,Miami
2011,4,Baltimore Ravens,New York Jets,Baltimore Ravens,NA,Sun,October 2,8:30PM,34,17,267,3,150,4,Ravens,Baltimore,Jets,New York
2011,4,Tampa Bay Buccaneers,Indianapolis Colts,Tampa Bay Buccaneers,NA,Mon,October 3,8:40PM,24,17,466,0,318,1,Buccaneers,Tampa Bay,Colts,Indianapolis
2011,5,Jacksonville Jaguars,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,October 9,1:02PM,30,20,239,1,296,2,Jaguars,Jacksonville,Bengals,Cincinnati
2011,5,Pittsburgh Steelers,Tennessee Titans,Pittsburgh Steelers,NA,Sun,October 9,1:02PM,38,17,431,1,306,1,Steelers,Pittsburgh,Titans,Tennessee
