EXPID,PEAKID,YEAR,SEASON,SEASON_FACTOR,HOST,HOST_FACTOR,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMREASON_FACTOR,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
MANA22306,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Switzerland,Sophie Lavaud,Seven Summit Treks (SST) Manaslu Expedition 2022 (Group 3),TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Brazil, Canada, Chile, France, Germany, Italy, Kuwait, Spain, USA",NA,NA,2022-10-01,0650,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,16,1,0,16,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(01/10)",50293,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463316
MANA22307,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Netherlands,Arnold Coster,Seven Summit Treks (SST) Manaslu Expedition 2022 (Group 4),FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Belgium, India, Mexico, Russia, Spain",Besisahar->Larkya->Samagoan->BC,2022-09-14,2022-10-01,NA,17,22,2022-10-06,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6800m due to dangerous conditions,6800,FALSE,FALSE,FALSE,3,0,15,0,0,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(14/09,4800m),C1(20/09,5550m),C2(22/09,6200m),C3(01/10,6800m),xxx",50280,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463316
MANA22308,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Singapore,Khoo Swee Chiow,Seven Summit Treks (SST) Manaslu Expedition 2022 (Group 5),TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Denmark, Iran, Italy, Romania, UK",NA,NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,16,3,0,16,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(28,30/09)",18187,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22309,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,China,Zhang Wei,Seven Summit Treks (SST) Manaslu Expedition 2022 (Group 6),TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Canada, India, Japan, Ukraine",NA,NA,2022-09-30,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,8,1,0,8,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(30/09)",50262,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22310,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Russia,Sergei Larin,14 Peaks Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Kazakhstan, Iran, Kyrgyz Republic, Sweden",NA,NA,2022-09-30,1210,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,15,10,0,15,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(30/09,01/10)",17454,NA,NA,14 Peaks Expedition,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22311,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Pemba Thinduk Sherpa,14 Peaks Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2022-09-18,2022-09-30,0920,12,16,2022-10-04,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,3,3,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(18/09,4600m),C1(21/09,5600m),C2(22/09,6400m),C3(23/09,6800m),C4(30/09,7500m),TrueSmt(30/09)",50222,NA,NA,14 Peaks Expedition,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22312,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Nirmal Purja,Elite Exped Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Brazil, Canada, France, Germany, Iran, Japan, Mexico, Morocco, Norway, Pakistan, Poland, Russia, Spain, Switzerland, UK, USA",NA,NA,2022-09-26,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,29,2,0,29,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(26,28,30/09)",25339,NA,NA,Elite Exped,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463311
MANA22313,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Mingma Gyalje Sherpa,Imagine Nepal Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Bangladesh, China, Finland, Germany, Hungary, India, Ireland, Japan, Singapore, Thailand, USA",NA,NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,17,3,0,17,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),Smt(28/09)",47786,NA,NA,Imagine Nepal,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22314,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Malaysia,Azim Afif Ishak,Pioneer Adventure Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"China, France, India, USA",NA,NA,2022-09-22,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,12,2,0,9,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(22,26,28/09)",NA,NA,NA,Pioneer Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463307
MANA22315,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Poland,Tomasz Koehler,Climbalaya International Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Argentina, Canada, France, India, Israel, Spain, Sweden, USA",NA,NA,2022-09-28,NA,0,0,NA,2,"Success (subpeak, foresummit)",NA,8163,FALSE,FALSE,FALSE,4,0,13,1,0,16,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),Smt(01/10)",49086,NA,NA,Climbalaya,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22316,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Spain,Francesc Xavier Arias Sunyer,Prestige Adventure Spanish Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned due to avalanche dangeer and bad weather,0,FALSE,FALSE,FALSE,0,0,9,0,0,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Prestige Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3462
MANA22317,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Ben Jones,Shangri-La Nepal Treks (SNT) Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2022-09-26,1042,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,5,2,1,7,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(26/09)",49059,NA,NA,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463311
MANA22318,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,China,Chen Tao,Asian Trekking & Sichuan EAOS Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"France, India, Nepal",NA,NA,2022-09-30,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,8,6,0,8,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(30/09)",8669,NA,NA,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22319,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Norway,Andreas Fjellandsboe,Ascent Himalayas Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Belgium, France, Germany, Singapore, Switzerland",NA,NA,2022-09-30,NA,0,0,NA,4,"Bad weather (storms, high winds)",Abandoned at 7500m due to bad weather and avalanche danger,8163,FALSE,FALSE,FALSE,4,0,10,0,0,10,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),xxx",47768,NA,NA,Ascent Himalayas,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22320,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,UK,Vivekananthan Thushyanthan,Himalayan Shepherd Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Taiwan,NA,NA,2022-09-30,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,2,2,0,5,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),Smt(30/09,04/10)",47747,NA,NA,Himalayan Shepherd (Ascent Himalayas pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22321,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Switzerland,Maximilian Berger,Furtenbach Adventures Manaslu Flash Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Canada, USA",NA,NA,2022-09-23,NA,0,0,2022-09-24,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 7000m due to bad weather and avalanche risk,7000,FALSE,FALSE,FALSE,3,0,8,0,0,8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),xxx(23/09,7000m)",44850,NA,NA,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463308
MANA22322,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Terray Sylvester,Madison Mountaineering Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,UK,Heli flight to Samagaon,2022-09-06,2022-09-22,NA,16,22,2022-09-28,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6800m due to avalanche danger,6800,FALSE,FALSE,FALSE,3,0,4,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(06/09,4860m),C1(18/09,5700m),C2(20/09,6400m),C3(22/09,6800m),xxx",47536,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463307
MANA22323,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,UK,Vic Saunders,Himalayan Guides Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"China, France, Italy, Malaysia, Nepal, USA",NA,NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,9,1,0,9,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),Smt(28/09)",44777,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22324,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Slovenia,Tomaz Jakofcic,Himalayan Guides Slovenian Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",NA,0,FALSE,FALSE,FALSE,0,0,7,0,0,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3462
MANA22325,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Russia,Andrey Vasiliev,Himalayan Guides Russian Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,4,3,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),Smt(28/09)",NA,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22326,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Ganesh Thakuri,14 Summits Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Czech Republic, France, Germany, Switzerland",NA,NA,2022-09-26,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,15,1,0,8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7400m),Smt(26/09)",7529,NA,NA,14 Summits,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463311
MANA22327,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,India,Shamin Umesh Asaikar,Makalu Adventure Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Belgium, Canada, France, Iran, Switzerland",NA,NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,10,4,0,7,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7400m),Smt(28/09,01/10)",NA,NA,NA,Makalu Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22328,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Tomas Ceppi,Climbing the Seven Summits (CTSS) Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Argentina, Australia, Estonia, Germany, UK","Dharapani by road, trekked via Larkya La and Samagaon to BC",2022-09-07,2022-09-21,NA,14,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6800m due to avalanche danger and bad weather,6800,FALSE,FALSE,FALSE,3,0,14,0,0,15,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(07/09,4800m),C1(5700m),C2(6400m),C3(21/09,6800m),xxx",NA,NA,NA,TAGnepal Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463306
MANA22329,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Maxwell Bond,International Mountain Guides (IMG) Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Canada,Samagaon by heli,2022-09-06,2022-09-16,NA,10,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6400m due to avalanche danger and bad weather,6400,FALSE,FALSE,FALSE,2,0,5,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(06/09,4800m),C1(10/09,5700m),C2(16/09,6400m),xxx",16877,NA,NA,Beyul Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463301
MANA22330,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,UAE,Mohamed Al Dhuhoori,UAE Manaslu Expedition 2033,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,UK,NA,NA,NA,NA,0,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6800m due to dangerous conditions and bad weather,6800,FALSE,FALSE,FALSE,3,0,11,0,0,15,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5700m),C2(6400m),C3(6800m),xxx",NA,NA,NA,Himalayan Holidays,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3462
MANA22331,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Argentina,German Braillard Poccard,Glacier Himalaya International Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Costa Rica, France, Japan, Netherlands",NA,NA,2022-09-30,1145,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,9,1,0,9,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),TrueSmt(30/09)",NA,NA,NA,Glacier Himalaya Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463315
MANA22332,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Switzerland,Niklaus Stalder,Kobler & Partner Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Dharapani by road, trekked via Larkya La and Samagaon to BC",2022-09-06,2022-11-15,NA,70,27,2022-10-03,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6700m due to avalanche danger and bad weather,6700,FALSE,FALSE,FALSE,3,0,4,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(06/09,4900m),C1(10/09,5800m),C2(14/11,6250m),C3(15/11,6700m),xxx",NA,NA,NA,Himalaya Vision (Glacier Himalaya Treks pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463361
MANA22333,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Andrew Coye,Satori Adventures Manaslu Expedition Autumn 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany, India, Netherlands, Poland, UK, Vietnam",NA,NA,NA,NA,0,0,NA,4,"Bad weather (storms, high winds)",NA,0,FALSE,FALSE,FALSE,0,0,10,0,0,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6400m),C3(6800m),C4(7500m),xxx",NA,NA,NA,Satori Adventures,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3462
MANA22334,MANA,2022,3,Autumn,1,Nepal,SW Face,NA,NA,NA,Germany,Jost Kobusch,Jost Kobusch Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"By Jeep to Dharapani, trekked to BC",2022-09-13,2022-09-14,NA,1,25,2022-10-08,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 4300m due to bad conditions,4300,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Summited Chulu West (CHUW-223-01),"BC(13/09,4200m),xxx(14/09,4300m)",47517,NA,NA,Satori Adventures,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2463299
MANA22335,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Ben Lieber,SummitClimb Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Finland, Netherlands, Russia, Turkey","By Jeep to Dharapani, trekked to Samagaon via Larkya La",2022-09-11,2022-10-01,NA,20,0,NA,4,"Bad weather (storms, high winds)",Abandoned at 6700m due to bad weather,6700,FALSE,FALSE,FALSE,3,0,7,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(11/09,4965m),C1(18/09,5600m),C2(20/09,6300m),C3(01/10,6700m),xxx",47488,NA,NA,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463316
MANA22336,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Israel,Shlomo Gdaliahu,Snowy Horizon Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Germany, Ireland, Italy, Japan",NA,NA,2022-10-01,1215,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,3,0,9,1,0,6,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6300m),C3(6850m),Smt(01/10)",47475,NA,NA,Snowy Horizon Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463316
MANA22337,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Chatur Kumar Tamang,Chatours Manaslu International Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"India, Italy, Kazakhstan, Russia",NA,NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,9,4,0,9,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6300m),C3(6850m),C4(7500m),TrueSmt(28/09)",NA,NA,NA,Chatours Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22338,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,China,Chan Kin-Kowk,Trekker Nepal Manaslu Expedition 2022,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Iran, Portugal","Dharapani by road, trekked over Larkya La to BC",NA,2022-09-28,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,3,0,3,1,0,5,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(4800m),C1(5600m),C2(6300m),C3(6800m),Smt(28/09)",47368,NA,NA,Trekker Nepal,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22339,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Argentina,Alvaro Aldana,Snow View/Jujuy Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Japan, Spain",NA,NA,NA,NA,0,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned due to avalanche danger and bad weather,0,FALSE,FALSE,FALSE,0,0,11,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Snow View Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3462
MANA22340,MANA,2022,3,Autumn,1,Nepal,NW Pillar,NE Face,NA,NA,France,Helias Jean Millerioux,French Manaslu NW Pillar Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Dharapani by road, trekked to Bimthang",2022-09-18,2022-09-28,NA,10,21,2022-10-09,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6700m due to bad snow conditions and bad weather,6700,FALSE,FALSE,FALSE,3,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(18/09,3590m),ABC(19/09,4500m),xxx(21/09,5100m); BC2(24/09,4800m),C1(25/09,5600m),C2(26/09,6300m),C3(28/09,6700m),xxx",47331,NA,NA,Holiday Himalaya Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463313
MANA22341,MANA,2022,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Japan,Toshiyuki Yamada,Japanese Manaslu Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"By heli to Samagaon, trekked to BC",2022-09-10,2022-09-27,NA,17,23,2022-10-03,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6850m due to avalanche danger and bad weather,6850,FALSE,FALSE,FALSE,3,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(10/09,4800m),C1(14/09,5600m),C2(15/09,6200m),C3(20/09,6650m),xxx(27/09,6850m",47316,NA,NA,Khangri Trek (Elite Exped pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2463312
