agency,station_name,line,artist,art_title,art_date,art_material,art_description,art_image_link
NYCT,W 8 St-NY Aquarium,"F, Q",Vito Acconci (Acconci Studio in collaboration with Daniel Frankfurt),Wavewall,2005,"Steel, ceramic tile, granite, fiberglass","The inspiration for the station's design was local sites - the historic Coney Island boardwalk and Cyclone roller coaster, the aquarium next to the station, and area beaches. The station is on the approximate site of a former roller coaster ride. The architect, Jim McConnell of Daniel Frankfurt, wanted to transform the exterior station walls in a unique way. Working with the architects, artist Vito Acconci developed an architectural treatment for the station fa�ade that is full of life. As in successful collaborations, there is no clear delineation between the architecture and the art. 

Before rehabilitation, the windscreens blocked ocean views; the new windscreens open up the platform view of the Atlantic Ocean. In the artist's words, ""The normally horizontal and vertical steel windscreen tubes and panels have been transformed into a more sinuous form that evokes the notion of a wave, or that of motion as in the Cyclone or the subway itself."" The result is a striking and unique subway station that fits into its special surroundings.",https://new.mta.info/agency/arts-design/collection/wavewall
NYCT,Mt Eden Av,4,Amir Bey,The Procession of Folk #3,2006,faceted glass,"Amir Bey describes The Procession of Folk #3 as a vision of humanity's collective movements. Consisting of faceted glass in windscreens and windows, Bey based the images on the faces of his acquaintances. With its study of people, Procession speaks to all riders in its celebration of individuality. The artist says, ""The identity of each face is specific, never to be repeated, even over thousands of generations, like the delicate changes of any flower's colors and shapes as it adapts to the Sun's motion...The face can be a portrait or a stylized fantasy - even when I'm making a portrait of an individual. There is so much in the face, which is comprised of only a few components that can form complex expressions with endless variations, speaking a language that is universally understood.""",https://new.mta.info/agency/arts-design/collection/the-procession-of-folk-3
NYCT,Gun Hill Rd,"2,5",Andrea Arroyo,"My Sun (Mi Sol), My Planet (Mi Planeta) and My City (Mi Ciudad)",2006,Faceted glass in platform windscreen,"In a series of faceted glass windscreens at the Gun Hill Road station, Andrea Arroyo includes colorful, lyrical figures to portray My Sun (Mi Sol), My Planet (Mi Planeta) and My City (Mi Ciudad).  Enhancing the station environment, the bright and colorful glassworks provide a focal point and an opportunity for the commuter to concentrate on positive thoughts and energy.  Inspired by life in the city, the artist strove to convey humanity, community and harmony through the artwork.  She explains, ÒIn my work I celebrate nature and humanity, while examining the notions of gender, race and identity.  My interest in the human form derives from my background in dance.Ó  Often including vibrant figures in flight, the work conveys a sense of freedom and hope.",https://new.mta.info/agency/arts-design/collection/my-sun-mi-sol
NYCT,Bedford Park Blvd-Lehman College,4,Andrea Dezsš,Community Garden,2006,Glass Mosaic,"Community Garden is a glass mosaic mural that fills the entire mezzanine wall at the Bedford Park Boulevard subway station. The imagery depicts a lush fantasy garden of colorful, oversized fruit, vines, insects, and animals. In Dezsš's garden, the community can experience the artist's lush imagination through her colors and animal forms that have an enchanting quality. Her garden is intended to delight commuters, inspiring them with the playful images and intense colors.",https://new.mta.info/agency/arts-design/collection/community-garden
NYCT,Burke Av,"2,5",BŽatrice Coron,Bronx Literature,2006,Faceted glass,"Reading is a common activity while waiting for or riding on the subway.  In Bronx Literature, BŽatrice Coron celebrates the rich literary heritage of the area, which has been the home and inspiration of numerous writers as diverse as Edgar Allan Poe, Mark Twain, Sholem Aleichem, Allen Ginsberg, Chaim Potok, and Cynthia Ozick.  The artist explains, ÒThese authors tell the story of the borough from colonial times to suburban and contemporary community developments.  Their works help us travel through time, into different social classes and communities making each of us an insider.Ó  In particular, in Bronx Literature Coron portrays four great writersÕ works including Edgar Allan PoeÕs Ulalume and other poems; Sholem AleichemÕs Mottel, the CantorÕs Son; James BaldwinÕs The Fire Next Time; and Nicholasa MohrÕs El Bronx Remembered.",https://new.mta.info/agency/arts-design/collection/bronx-literature
NYCT,Myrtle-Wyckoff Avs,"L,M",Cadence Giersbach,From Earth to Sky,2006,"Ceramic, glass, and marble mosaic","From Earth to Sky depicts a fantastical view from the station as if one were looking up through a canopy of foliage filled with birds and butterflies beneath a sky that shimmers when light hits the glass mosaic tiles. The imagery fills the overhead circular ceiling, providing the viewer with a joyful visual escape at this busy transit hub. Within the center, the view is reversed and we see a birds-eye map view of the city within an ""oculus"". The location of the station is pinpointed, surrounded by the vastness of New York City.",https://new.mta.info/agency/arts-design/collection/from-earth-to-sky
NYCT,Bronx Park East,"2, 5",Candida Alvarez,B is for Birds in the Bronx,2006,Faceted glass in platform windscreens,"Candida AlvarezÕs artwork, B is for Birds in the Bronx, is based on the birds that populate the Bronx.  Often unnoticed, birds live amongst us and share our environment.  For some, birds such as common sparrows and crows provide wisdom, insight as well as song.  

Candida explains her work, ÒI wanted to subvert them, and make them invisibly large and regal. By doing that, the birds in their emptiness, give attention to their transparency and how they hold a space for the trees, the bushes, the snow, the branches, the wind, the sky and the leaves to exist, like a still-life paintingÉwhere the space outside of the object, really creates the form of the objectÉ My birds are very still. They become templates of the possibility that wind and air filled them once and they have left a markÉ.like a footprint in the snow.Ó 

Candida Alvarez finds creating public art regarding; Òthe challenge makes it interesting. I enjoy the opportunity of placing my work in the world, where it is always available.Ó",https://new.mta.info/agency/arts-design/collection/b-is-for-birds-in-the-bronx
Metro-North,Riverdale,Hudson,Dennis Oppenheim,Rising and Setting,2006,Perforated painted steel sculpture,"For Metro-North's Riverdale railroad station in the Bronx, Dennis Oppenheim created a low-relief, brightly painted metal sculpture in the shape of four houses. They seem to be ascending and descending in the way the sun rises and sets, and thus the title, Rising and Setting. The sculpture, installed outdoors, is painted in shades of yellow, orange and blue. The artist explaines, ""This work evokes the daily cycle of commuters, those who leave in the morning and return at night. Instead of the sun rising and setting, the neighborhood itself is shown engaging in a similar movement from the bright, early morning to the dark, late evening.""",https://new.mta.info/agency/arts-design/collection/rising-and-setting
NYCT,170 St,4,Dina Bursztyn,Views from Above,2006,Faceted glass,"ÒRiding the subway has been, at times, a subject of my work,Ó Dina Bursztyn notes.  Once, she even created a shrine titled Blessing of the Light Before Entering the Subway.  She became especially well acquainted with the ÒElÓ in the Bronx while riding it daily for many years.  From this vantage point she witnessed extraordinary, even Òmagical,Ó things, she says.   Explaining the source of her inspiration for the work, Bursztyn says that the birds and trees told her stories.  She viewed tiny gardens of lushness and dreamed of the exotic animals living in the zoo nearby.  In the evening, sunsets filled the sky with a kaleidoscope of color.  The train rides almost felt like riding through the clouds.  Then the artist strove to bring new meaning to familiar locations by sharing her visions with subway riders.  Dina Bursztyn has been creating public art for more than 20 years and through it, she says, she seeks to create contemporary mythology and present fresh possibilities, both literally and metaphorically.",https://new.mta.info/agency/arts-design/collection/view-from-above
NYCT,219 St,"2,5",Joseph D'Alesandro,Homage,2006,Faceted glass,"In Joseph D'Alesandro's faceted glass artwork, silhouettes of people are expressively rendered to communicate a variety of emotions and feelings. The shapes of figures are created in colors that convey culture, nationality, ethnicity and individuality. Homage contains geometric shapes that form the background of the work, distinguishing the foreground from the background. The artist strives to communicate mood and feeling within a down-to-earth composition that uses vivid colors to portray the vibrant people it honors.",https://new.mta.info/agency/arts-design/collection/homage
NYCT,176 St,4,Juan S‡nchez,Reaching Out For Each Other,2006,Faceted glass,"Juan SanchezÕs Reaching Out for Each Other allows light to fill the 176th Street station with beautiful streams of warm colors.  Human hands, the focus of the composition, transcend barriers to communicate meaning through a universal language.  Using printed photographic images of hundreds of hands, he then cut and tore the paper, interspersing the pieces with bright colors and interesting shapes to produce a variety of seasonal collages.   Sanchez describes the progress and development of the project as artistically stimulating and rewarding  Ð from the creation of the original collage to the transition into a cartoon drawing to the work with the fabricators and the installation of the faceted glass window.   He explains, ÒThe challenge was to create simple, direct, and consistent works for an urban train station.  I wanted the artwork to be attractive and stimulating with much meaning and life. I wanted my art to visually convey people reaching and striving.  I believe that art and life are inseparable.  Art is life.Ó",https://new.mta.info/agency/arts-design/collection/reaching-out-for-each-other
NYCT,Allerton Av,"2,5",Michele Brody,Allerton Mandalas,2006,Faceted glass,"Michele Brody based her artwork Allerton Mandalas on the 2 and 5 lines, which run from the Bronx through Manhattan to Brooklyn, as represented graphically on the MTA subway map.  In the first stage of the work, she extracted the red and green lines and transformed them through a process of extrapolating, twisting, turning, and layering them.  The final product, in faceted-glass, captivates the viewerÕs attention with interlocking streams of colors.  Fabricated into 20 panels and placed on the subway platform for the public to enjoy from inside as well as outside the station, the  work is full of energy and excitement, almost mimicking the movement of a subway train.  Through Allerton Mandalas, Brody set out to reflect upon the multi-faceted communities of the Bronx.  Interested in shared locations, such as subway stations, she often comments on the passage of time in her public works.",https://new.mta.info/agency/arts-design/collection/allerton-mandalas
NYCT,225 St,"2,5",Nicky Enright,Universal City,2006,Faceted glass,"In his portrayal of cityscapes with vast colorful skies full of energy and motion, Nicky Enright's faceted glass windows are a tribute to New York. The artist created dramatic views with oversize skies, minimizing the size of buildings and city. He plays on space and direction to create fragmented views, contracting the angles of the subway. The scene shows a calm city under heavens filled with constellations, shooting stars, planets, moons and vibrant sunsets. Through the artwork, Enright encourages commuters to contemplate, if only for a moment, the mystery and excitement of the city and its place in the universe.",https://new.mta.info/agency/arts-design/collection/universal-city
NYCT,Nereid Av,"2,5",Noel Copeland,Leaf of Life,2006,Faceted glass,"Noel Copeland's artwork celebrates the abundance of flora and fauna in the Bronx. Leaf of Life honors the parks and gardens within the area, such as the Bronx Botanical Garden, the famous Bissel Gardens, local community gardens and the Bronx Zoo. Recreating the organic forms and structure found in nature, the artist transforms the station with radiant faceted glass panels located on the station platforms.",https://new.mta.info/agency/arts-design/collection/leaf-of-life
NYCT,Flushing Av,"J,M",Robin Holder,Migration,2006,Laminated glass,"The artist composed Migration with a series of brightly colored visual symbols that resemble the flags or signets of various countries that appear to be undulating through a geographical space.  The artwork evokes movement through city neighborhoods and the interaction of subway riders, traveling to work, home and around the city as they ride the magic carpet that is the subway. With this artwork, Robin Holder seeks, as she points out, Òto promote a sense of celebration and to reflect the vivacity, energy, and liveliness of fellow New Yorkers who use the Flushing Avenue Station.ÓRobinÕs inspiration derives from her fascination with spatial relationships, color, and movement in relation to humanity, culture, and identity.",https://new.mta.info/agency/arts-design/collection/migration-holder-flushing
NYCT,233 St,"2,5",Skowmon Hastanan,A Secret Garden: There's No Place Like Home,2006,Faceted glass,"Through her faceted glass artwork, Skowmon Hastanan has woven nature into the station for the public to enjoy. Reflecting the nearby New York Botanical Garden, images of fish, flowers, and greenery transform the environment, providing commuters with a beautiful, luminous scene to contemplate. Skowmon creates a sanctuary from the chaos and stress of daily life, providing a source of energy and rejuvenation in her detailed renderings in glass.",https://new.mta.info/agency/arts-design/collection/a-secret-garden
NYCT,Van Siclen Av,"J,Z",Barbara Ellmann,The View From Here,2007,Faceted glass,"Barbara Ellmann created colorful geometric patterns abstracted from the landscape and elements within the surrounding neighborhood. Through site visits, Barbara documented intersecting buildings, and various intersections and patterns to create her compositions, which were fabricated into 21 faceted glass panels and installed in windscreens on the station platforms. The works fill the platform with jewel-like color while protecting transit customers from the wind.",https://new.mta.info/agency/arts-design/collection/the-view-from-here
NYCT,167 St,4,Carol Sun,A Bronx Reflection,2007,Faceted glass,"""Home is where the heart lives,"" a quote by artist Carol Sun's brother, captures one of the themes of A Bronx Reflection. Through colorful faceted glass windows along the east walkway of the station, Ms. Sun portrays a metaphorical reflection of the Bronx, capturing an illustrated timeline of the past, present, and future. She includes various outdoor scenes, along with images of pleasant experiences of home and community life. Capturing scenes of school buses, basketball games, and wildlife, Carol Sun reflects upon fond childhood memories in the Bronx.",https://new.mta.info/agency/arts-design/collection/a-bronx-reflection
NYCT,Freeman St,"2,5",Daniel Hauben,The El,2007,Faceted glass,"The elevated train stations located in the Bronx inspired The El. Artist Daniel Hauben a Bronx resident, has always been drawn to and inspired by the sense of scale provided by these immense structures when contrasted with their neighborhood settings, and his scenes, translated into faceted glass mosaics, depict the unique character of the Bronx through composition, pattern, light, darkness, and movement through the canvas. Hauben commented, that as one ""looks down a long street topped by the receding concentric pattern of the elevated structure, one has a feeling of both great depth and the sprawling vastness of the city.""",https://new.mta.info/agency/arts-design/collection/the-el
NYCT,New Lots Av,L,Eugenie Tung,16 Windows,2007,Fused Glass,"Using windows as a motif, artist Eugenie Tung looks into the daily lives of New Yorkers engaged in their daily routines before (on the Manhattan-bound platform) and after (on the Brooklyn-bound platform) their daily commutes: watering plants, watching TV, eating breakfast, cooking dinner. The artist believes that beauty can be found within these often overlooked ordinary activities; although there may be differences in how they are carried out, the rituals of daily life cross invisible boundaries and unite us all through the concept of home.",https://new.mta.info/agency/arts-design/collection/16-windows
NYCT,Kingsbridge Rd,4,Mario M. Muller,Urban Motif,2007,Laminated Glass,"Urban Motif, Mario M. Muller's glass art work panels at Kingsbridge Road, reflect the diversity and vibrancy of the surrounding neighborhood as seen in the groups of people who crowd each panel. There are four three-panel works that reflect the passage of time in silhouettes and shadows, conveying the humanity and individuality of the people we travel with each day. The layers of glass are laminated and an iridescent quality is achieved as the viewer moves past the artworks.",https://new.mta.info/agency/arts-design/collection/urban-motif
NYCT,E 105 St,L,Michael Ingui,Crescendo,2007,Laminated glass,"Inspired by the architectural design of the station, artist Michael Ingui sought to capture its energy through Crescendo. The brilliant green and blue colors are used to accentuate the geometry and directional quality of the structure--emphasizing the station's structural elements--and to unify the different events on the panels to create a single vision. The lines of the glass panels are in continuous motion--just like the trains and passengers that travel by them every day.",https://new.mta.info/agency/arts-design/collection/crescendo
Metro-North,Dobbs Ferry,Hudson Line,Nancy Blum,Floating Auriculas,2007,Glass mosaic,"Inspired by an heirloom plant that it is difficult to cultivate, Floating Auriculas by artist Nancy Blum provides a bold splash of color along the retaining wall at the Dobbs Ferry Station, enhancing the stationÁ_s natural beauty with a palette of colors derived from the red brick of the old station building. The work uses the repeating quality of the flowers to provide viewers with an energetic imprint they can hold in their imagination as they travel. Fabricated by Miotto Mosaics in glass and marble tiles, the mural consists of seven flower heads, each about eight feet in diameter.",https://new.mta.info/agency/arts-design/collection/floating-auriculas
NYCT,Livonia Av,L,Philemona Williamson,Seasons,2007,Fused Glass,"Focusing on community activities and family-oriented themes, artist Philemona Williamson brings cheerful flowers, autumn pumpkins, snowflakes, and the cool water of swimming pools to the Livonia Avenue station through the artwork, Seasons. The 18 colorful, painterly glass works highlight shared experiences of the changing seasons. Williamson strove to capture expressions of timelessness and bring light and peace to the station environment, inspiring riders' thoughts and memories of places they have been and the joyful start of each new day.",https://new.mta.info/agency/arts-design/collection/seasons
NYCT,Sutter Av,L,Takayo Noda,The Habitat for the Yellow Bird,2007,Faceted Glass,"Rainbows, butterflies, sunny skies, and shining stars are incorporated into The Habitat for the Yellow Bird. In fabricating the 18 faceted glass panels located on the platforms of the Sutter Avenue station, the artist took great care to include details of her original artwork such as painting minuscule veins and features of the leaves as part of vibrant compositions of flowers, over 100 tiny pieces of glass to portray the brilliance of a single butterfly, subtle shading of the petals of the bold sunflower, and a carefully selected color palette for the delicate field of pansies. Noda strove to bring cheer and spirit to the transit public through her colorful imaginary landscapes with blue skies and twinkling stars.",https://new.mta.info/agency/arts-design/collection/the-habitat-for-the-yellow-bird
NYCT,Pelham Pkwy,"2,5",Tomie Arai,Back to the Garden,2007,Faceted glass,"Tomie Arai's Back to the Garden consists of 24 faceted glass windows at Pelham Parkway in the Bronx. The work contains seasonal floral imagery-spring blossoms, summertime wallflowers, and autumn foliage. The species shown are common to the area of Pelham Parkway, which links Pelham Bay Park with the Bronx Zoo, and New York Botanical Garden. Highlighting the historic nature of the station and the community, Arai insets historic black and white photographs into her colorful images. The photos have been screened and fired onto the glass surface. Taken from archival photographs, they span the period from 1899 to 1969 and capture views of the surrounding streets and buildings. The artwork's title refers to lyrics in a Joni Mitchell song about returning to the simple life, the life back in the garden.",https://new.mta.info/agency/arts-design/collection/back-to-the-garden
NYCT,Mosholu Pkwy,4,Corinne Grondahl,Metromorphosis/Birth of a Station,2008,Fused glass,"Evoking the original Algonquin meaning of Mosholu smooth stones, Metromorphosis/Birth of a Station at the Mosholu Parkway station uses swirling, energetic compositions to evoke the force of rivers over time, which transform rough rocks to smooth stones.

Artist Corinne Grondahl created her work in fused glass, with fourteen panels built into the windscreens on each platform. The northbound side is named Metromorphosis and the southbound side Birth of a Station. The reds and blues can be seen from inside and outside of the station, providing a beacon of beauty at this centrally located station in the Bronx.",https://new.mta.info/agency/arts-design/collection/metromorphosis-birth-of-a-station
NYCT,231 St,1,Felipe Galindo,Magic Realism in Kingsbridge,2008,Faceted glass,"In the past it might have been easy for Kingsbridge area residents to go about their daily business without a thought given to their neighborhood's history and surroundings-places like Kingsbridge Hills, Ewen Park, Harlem River, Jerome Park Reservoir, and Spuyten Duyvil Creek. This is no longer the case. Felipe Galindo's Magic Realism in Kingsbridge stems from his study of the area's residents and his hopes that the imagery in his designs will engage the audience, inspiring them to meditate on their surroundings and see things they take for granted in a different way.

Galindo says he sought to discover the unexpected treasures in the neighborhood-its life, diversity, nature, and most of all the power of imagination. Each element in the faceted glass panels presents a surprising scene. For example, a tropical island is found in the Harlem River, and a fire escape leads to the heavens, providing a sense of magic. Galindo feels that his artwork, with its combination of urban, natural, surreal and historical elements, provides an opportunity for viewers to experience something intriguing or surprising each time they pass through the 231 Street subway station.",https://new.mta.info/agency/arts-design/collection/magic-realism-in-kingsbridge
NYCT,Times Sq-42 St,"S,1,2,3,7,A,C,E,N,R,Q",Jane Dickson,The Revelers,2008,Glass Mosaic,"It's been said that if you stand long enough in Times Square, you will meet everyone you've ever known. Long known as the crossroads of the world, Times Square is famous for many things, but mostly for its crowds, particularly the spirited celebration each New Year's Eve when hundreds of thousands of New Yorkers and visitors-joined by television viewers around the world, gather to watch the ball drop to usher in the New Year. Sharing hopes for the future, the huge crowds are televised against a neon background.

In Revelers, Jane Dickson celebrates this age-old impulse to gather. Her mosaic artwork consists of approximately 70 expressive life-size figures. Each is in motion, walking, gesturing, linking arms, or dancing; all enjoying themselves and each other's company. The central frieze of figures are presaged by a scattering of figures in groups of two or three walking in both directions along the corridors that lead to the central open space of the station complex, near the stairs to the 1, 2, 3 lines. These smaller groups share the space with commuters traveling through the passageways that connect the subway stations at Seventh and Eighth Avenues.",https://new.mta.info/agency/arts-design/collection/revelers
LIRR,Broadway,City Terminal Zone,Jean Shin,Celadon Remnants,2008,Celadon fragments and glass mosaic on retaining walls and station building,"Motorists, pedestrians, and commuters are the beneficiaries of the eloquent beauty of Celadon Remnants at the LIRR's Broadway Station in Flushing, Queens.

Using celadon fragments, artist Jean Shin created large-scale mosaic murals that feature the shapes and silhouettes of pottery. The mosaics are installed on the south stair walls (facing Northern Boulevard) and in architectural niches in the station building. The vessel or teapot forms were created from thousands of celadon fragments, hand-selected and donated by the city of Icheon, South Korea. The grayish-green forms against a white tile background create an abstract interplay between the positive and negative colored shapes. The aesthetic appeal of celadon lies in its eloquent beauty and simplicity. Derived from ancient China and perfected in Korea, celadon wares are among the most widely admired of Korean ceramics.

If a vessel is imperfect, it becomes scrap and there are mountains of fragments in the Icheon region of Korean. Shin was determined to use these cast-off fragments, and the artwork serves as a metaphor for the history, culture, and identity of the Asian population in Queens. For Shin, the thriving Asian-American communities neighboring the Broadway Station bea r resemblance to the Celadon Remnants - as each are transformed in a new location in a distinctively new form while preserving their cultural heritage.",https://new.mta.info/agency/arts-design/collection/celadon-remnants
NYCT,183 St,4,Jose Ortiz,Many Trails,2008,Laminated glass in mezzanine windows,"To depict the cultural and history of University Heights, artist Jose Ortiz focused on its architecture, landmarks, and signage on the local streetscape, as a way to portray the people who lived here over time. The title of the work relates to the specific journeys of the areas many residents, from Native Americans, through today's immigrant population and to the idea of travel and how one finds ones way.

The first two panels of the 11panels he created show the land inhabited by the Siwanoy Nation, a branch of the Mohicans, until the late 1600s, followed by representations of the first settlement of Europeans in the area. Cornerstones of the neighborhood are also shown: the Croton Aqueduct, St. Nicholas of Tolentine Church, and the Hall of Fame for Great Americans at Bronx Community College. The work, which is to be read serially, begins and ends with a Native American symbol that refers to the connection between the many people who have call this place home.",https://new.mta.info/agency/arts-design/collection/many-trails
NYCT,Rockaway Park-Beach 116 St,"A, S",KK Kozik,First on the Beach and Wednesday Night Fireworks,2008,Laminated glass,"Laminated glass artwork on the two interior clerestory windows evoke night and day in Rockaway Park. One window shows a timeless interlude on the beach, complete with unfurling towels as beachgoers stake out space on a bright sunny day. On the opposite wall, a night sky over the beach and ocean is transformed with bursts of fireworks, as rapt families and neighbors gather to watch the Wednesday night summer tradition unfold.

Artist K K Kozik created the originals in pastel and her drawings were transformed into the glass panels that capture the detail and expressive palette of her summer day and night. The building is the terminal station for the A and S in Rockaway Park and serves as a focal point for the tight-knit community.",https://new.mta.info/agency/arts-design/collection/first-on-the-beach-and-wednesday-night-fireworks
NYCT,Burnside Av,4,Laura Battle,How to get to the moon...,2008,Laminated glass,"How to Get to the Moon..., a series of eight laminated glass panels at the Burnside Avenue station, takes its imagery from a Michelangelo mosaic, the phases of the moon, celestial navigation, and the spherical orbs of the sun and moon. Artist Laura Battle uses the sphere to evoke wheels that convey motion and circles to evoke time and motion and provide a connection to the planetary forms. Her blue and yellow palette speaks to the shifting of day into night in an uplifting and cheering artwork.",https://new.mta.info/agency/arts-design/collection/how-to-get-to-the-moon
NYCT,Simpson St,"2, 5",Lisa Amowitz,Urban Renewal,2008,Faceted Glass,"Urban Renewal by Lisa Amowitz expresses the notion that structures, although built to last, are fragile entities, while flowers represent the eternal through renewal, rebirth, and rebuilding. For the artist, flowers help us embrace the beautiful mystery of life pulsing through every person in every building of the city. Flowers can be destroyed and still grow back to bloom another season. 

This series of faceted glass panels depicts fallen buildings comforted by blooming flowers to signify New York's resilient spirit. It also represents the Bronx, continuously renewing itself and blooming with vibrancy in expected and unexpected places.",https://new.mta.info/agency/arts-design/collection/urban-renewal
LIRR,Valley Stream Station,Babylon and Rockaway Branches,Malin Abrahamsson,On the Trail of the Rising Sun,2008,"Glass and ceramic mosaic in waiting room and stair and escalator enclosures, terrazzo floor in ticket office","At Valley Stream Station a series of mosaic works fills the new platform waiting room with works of calming color and charming vistas.

Portraying the skies and scenery of the area, Swedish-born and Brooklyn-based artist Malin Abrahamsson creates a broad swath of green bands punctuated with more detailed mosaics of local sights, such as a pair of Canadian Geese, a house, and the nearby clock tower. 

Two other large mosaic panels hang above the west stairway and escalator, showing a pale blue sky with a touch of green at the bottom, a seagull in flight, and floating clouds. The works bring to commuters a painter's sensibility with views of the rolling lawns and shrubs of the close-by suburbs, under expansive skies.",https://new.mta.info/agency/arts-design/collection/on-the-trail-of-the-rising-sun
NYCT,Prospect Av,"2, 5",Marina Tsersarskaya,Bronx. Four Seasons,2008,Faceted glass,"Bronx. Four Seasons is a series of faceted glass compositions illustrating the four seasons with views of the Bronx from the Prospect Avenue station.  The works by artist Marina Tsersarskaya  feature the intricate and delicate design of the historic railings found in the station and depict an urban landscape of buildings, trees, and flowers, filtering the bright sunlight through the windows to create a transformed station environment that combines the city and nature into a single artistic vision.",https://new.mta.info/agency/arts-design/collection/bronx-four-seasons
NYCT,Halsey St,J,SOL'SAX,SOL'SCRYPTT,2008,Faceted Glass,"Based upon African and African-American culture and history and fused with the contemporary music and pop culture from his Brooklyn neighborhood, SOL'SAX's faceted glass project addresses in visual form the layers of memory and culture that influence and inspire his work.

The vibrant colors and intricate designs in the art panels represent the artist's creative explorations. Images of city life are melded with symbols of ancient African cultural influences and relics. The compositions are intended to provide guidance, and protection, inspiration for all traveling through the station.",https://new.mta.info/agency/arts-design/collection/sol-scrypt
LIRR,Atlantic Terminal,City Terminal Zone,Allan & Ellen Wexler (in collaboration with di Domenico + Partners),Overlook,2009,Granite and glass,"The new MTA Long Island Rail Road (LIRR) Atlantic Terminal in Brooklyn features an artist/architect collaboration in a soaring, light-filled atrium. The project architects, di Domenico + Partners collaborated with the artists, Allan Wexler and Ellen Wexler, to create a special place of arrival in the entry pavilion which reaches from the street level down to the ticket office, waiting room and LIRR and NYC Transit subways.

The Wexlers created a two-story sculptural balcony and wall that visually evokes the adventure of travel. Titled Overlook, its rocky granite form cantilevers above the main concourse at the Terminal, referencing scenic overlooks often found in national parks, where travelers are encouraged to pause and take in the larger scene. The bands of granite also refer to nature found underground in layers of rock. Allan Wexler commented, ""We sought to create the experience of viewing an urban public space as if it were a nature setting, using granite tiles mathematically pixilated to create nooks and crannies found in rock walls."" Ellen Wexler said, ""We wanted to create a space where one can stop and take in the dynamic energy, which is as exciting as stopping to take in the Grand Canyon or other major vista"".

Overlook is framed by a pair of sweeping staircases and a glass and stainless steel balcony/railing that flows with the architecture of the space, which promises to be a Brooklyn landmark, akin to Grand Central Terminal's famous clock.

Allan Wexler and Ellen Wexler have created public art works nationwide, often using familiar forms imbued with new meanings and functions, fostering a new way of looking at or using the specific site. The materials used often are construction materials, as in the case of Overlook.",https://new.mta.info/agency/arts-design/collection/overlook
NYCT,Jay St-MetroTech,"A, C, F, R",Ben Snead,Departures and Arrivals,2009,Glass and ceramic mosaic,"The intricate play of nature is the theme of Ben Snead's mosaic and tile artwork, which fills the south mezzanine with bold color and intricate patterns along a specially designed 103 foot-long curved wall. The work exhibits the artist's interest in natural species and ways of arranging them in systems and patterns that highlight the connections and relationships between dissimilar species.

The artwork - created in glass mosaic based on Snead's original paintings - features species that have migrated to Brooklyn as well as one species that is departing. He arranges the species in layers that can be seen from left to right: European starling (originally from England), a house sparrow (Europe), Red Lion fish (Indian Ocean), Monk parrot (South America) and Koi (Japan). The Tiger Beetle is represented on a tile background; a local species that is in decline. The result is a bold and graphic set of images that intrigue and delight passersby during their own departures and arrivals.",https://new.mta.info/agency/arts-design/collection/departures-and-arrivals
LIRR,Seaford,Babylon,Carson Fox,Blue Sky Pursuit,2009,Laminated and tempered glass,"At the Seaford Station 14 laminated glass windows extend the sky, creating a bright blue fantasy filled with butterflies and birds, their flights traced with dots of clear glass that meander, overlap and reveal paths of movement, speaking to migration and the act of travel. The dots also transform the sunlight and enliven the landscape. Artist Carson Fox used bird and butterfly images inspired from Victorian era engravings, an aesthetic where natural life is a lush and swarming profusion. 

They were created from a process that includes painting on the glass. The 14 windows, eight on the north side of the waiting room and six on the south, combine to create a special place for commuters as they mark the start of their day in a space made radiant by the artist's vision.",https://new.mta.info/agency/arts-design/collection/blue-sky-pursuit
NYCT,South Ferry,1,Doug & Michael Starn,"See it split, see it change",2009,"Fused Glass, stone mosaic, stainless steel","The new monumental work at the South Ferry Terminal by Mike and Doug Starn investigates the nature of objects and transformation using light and documentary sources. A fused glass wall reveals images of tree limbs and leaves in silhouette adapted from photographic imagery. These formations relate to the place above, Battery Park, the historic fortress and Manhattan's southern boundary. The glass brings light and poetry to the station, the City's first new subway station in decades. 

Companion pieces show a decayed over-scaled leaf that refers to the passage of time and links the park to its historical role. A map, that shows contemporary Manhattan and old New York as an overlay, is a beautiful mosaic and eloquent expression of the city's evolution, conveying to the throngs who use the station, a sense of its significant location. The artists designed a laser-cut stainless steel fence to separate the entry from the paid section of the station; its leaf motif connects the art in the station with the surrounding environment. 

The Starns' work combines various forms, such as sculpture, painting, video, and installation. Their work has been exhibited in museums and galleries worldwide for more than two decades. In South Ferry, their explorations of light and dark, nature and technology, come together in an evocative artwork. Its title refers, among other associations, to the South Ferry subway line, which becomes a network of splitting lines that travels through the changing landscape as seen in the map. As the artwork reveals, the City and its lifelines evolve in an organic form, as dropping leaves lead to new growth, the City keeps growing - and changing.",https://new.mta.info/agency/arts-design/collection/see-it-split-see-it-change
