obs_lat,obs_lon,date,time,year,month,day,hour,weekday,dayofyear,sci_name,organism_name,record_type,obs_state,ws_id
-33.943987,115.084795,2022-10-23,15:19:29,2022,10,23,15,Sunday,296,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943937,115.084817,2022-10-23,15:18:58,2022,10,23,15,Sunday,296,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943753,115.693122,2024-09-08,17:46:03,2024,9,8,17,Sunday,252,Caladenia reptans,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.943723,117.177329,2018-10-02,14:22:00,2018,10,2,14,Tuesday,275,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.943663,115.690785,2022-12-03,17:46:04,2022,12,3,17,Saturday,337,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.943628,115.640243,2022-10-17,11:13:00,2022,10,17,11,Monday,290,Caleana nigrita,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.943572,115.690792,2024-08-24,12:31:00,2024,8,24,12,Saturday,237,Cyrtostylis huegelii,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.943551,115.073176,2020-04-20,14:51:31,2020,4,20,14,Monday,111,Eriochilus dilatatus,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943305,115.640267,2022-10-17,11:15:00,2022,10,17,11,Monday,290,Drakaea livida,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.943226,120.268706,2023-09-13,14:17:00,2023,9,13,14,Wednesday,256,Thelymitra granitora,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.943192,115.098367,2023-11-28,07:25:24,2023,11,28,7,Tuesday,332,Prasophyllum brownii,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943163,115.08367200000001,2020-10-19,12:59:15,2020,10,19,12,Monday,293,Thelymitra macrophylla,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943128,115.098245,2023-09-15,07:33:19,2023,9,15,7,Friday,258,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943128,115.09845,2022-11-03,08:12:35,2022,11,3,8,Thursday,307,Thelymitra graminea,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943062,115.104233,2023-09-15,08:20:09,2023,9,15,8,Friday,258,Caladenia macrostylis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943005,115.083686,2020-10-19,13:03:31,2020,10,19,13,Monday,293,Thelymitra macrophylla,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.943001,115.093621,2020-10-23,10:51:00,2020,10,23,10,Friday,297,Thelymitra mucida,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.942978,115.098481,2023-07-23,09:51:17,2023,7,23,9,Sunday,204,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.942953,115.098503,2024-08-09,07:54:32,2024,8,9,7,Friday,222,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.942879,117.173589,2018-10-03,11:09:00,2018,10,3,11,Wednesday,276,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.942867,115.098511,2024-08-09,07:55:16,2024,8,9,7,Friday,222,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.942728,115.098625,2024-08-09,07:59:30,2024,8,9,7,Friday,222,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.942454,122.172024,2015-10-12,00:00:00,2015,10,12,0,Monday,285,Prasophyllum macrostachyum,Orchid,PRESERVED_SPECIMEN,Western Australia,946380-99999
-33.942,122.171517,2015-10-12,00:00:00,2015,10,12,0,Monday,285,Thelymitra mucida,Orchid,PRESERVED_SPECIMEN,Western Australia,946380-99999
-33.941825,115.084717,2021-04-26,16:44:14,2021,4,26,16,Monday,116,Eriochilus dilatatus,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.941683,122.1714,2015-10-12,00:00:00,2015,10,12,0,Monday,285,Thelymitra benthamiana,Orchid,PRESERVED_SPECIMEN,Western Australia,946380-99999
-33.94165,115.08367200000001,2020-08-10,05:49:44,2020,8,10,5,Monday,223,Pterostylis pyramidalis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.941573,115.70424,2024-10-31,15:36:20,2024,10,31,15,Thursday,305,Caladenia marginata,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.94138,116.975403,2023-05-04,07:43:09,2023,5,4,7,Thursday,124,Eriochilus dilatatus,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.941287,117.060899,2017-08-29,09:39:00,2017,8,29,9,Tuesday,241,Caladenia reptans,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.9412,117.132708,2018-10-02,11:21:00,2018,10,2,11,Tuesday,275,Elythranthera emarginata,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.941134,115.083188,2017-09-24,14:00:00,2017,9,24,14,Sunday,267,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.94092,115.005964,2023-09-17,07:57:03,2023,9,17,7,Sunday,260,Caladenia arrecta,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.940903,115.931283,2024-09-30,11:44:27,2024,9,30,11,Monday,274,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940828,115.083528,2020-08-10,06:05:45,2020,8,10,6,Monday,223,Pterostylis erubescens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.940617,116.696678,2020-08-05,15:07:00,2020,8,5,15,Wednesday,218,Caladenia reptans,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940587,115.931153,2022-10-11,10:15:26,2022,10,11,10,Tuesday,284,Caladenia flava subsp. sylvestris,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940443,116.696197,2022-08-17,12:05:00,2022,8,17,12,Wednesday,229,Cyrtostylis huegelii,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940405,116.160408,2022-10-08,12:04:07,2022,10,8,12,Saturday,281,Leptoceras menziesii,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940395,116.160256,2022-09-17,16:29:43,2022,9,17,16,Saturday,260,Diuris corymbosa,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940388,116.696205,2022-08-17,12:03:00,2022,8,17,12,Wednesday,229,Diuris corymbosa,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.94037,116.160317,2022-09-17,16:34:07,2022,9,17,16,Saturday,260,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940311,115.08487,2018-10-14,14:56:00,2018,10,14,14,Sunday,287,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.9402,115.115886,2023-12-16,07:07:45,2023,12,16,7,Saturday,350,Thelymitra fuscolutea,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.940155,116.160461,2022-09-17,16:33:22,2022,9,17,16,Saturday,260,Leptoceras menziesii,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940139,115.2915,2018-08-24,00:00:00,2018,8,24,0,Friday,236,Pterostylis scabrella,Orchid,PRESERVED_SPECIMEN,Western Australia,956410-99999
-33.940137,116.160675,2022-10-08,12:17:55,2022,10,8,12,Saturday,281,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940137,116.160606,2022-10-08,12:17:21,2022,10,8,12,Saturday,281,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940078,116.160531,2022-10-08,12:13:01,2022,10,8,12,Saturday,281,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.940078,115.115403,2024-03-31,07:42:37,2024,3,31,7,Sunday,91,Eriochilus dilatatus subsp. multiflorus,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.940047,116.160561,2022-10-08,12:11:29,2022,10,8,12,Saturday,281,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.939995,120.146923,2022-08-27,13:31:00,2022,8,27,13,Saturday,239,Cyanicula aperta,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.939895,117.160685,2018-10-01,14:44:00,2018,10,1,14,Monday,274,Thelymitra antennifera,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.93985,116.160989,2022-09-01,14:57:19,2022,9,1,14,Thursday,244,Caladenia straminichila,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.939167,115.046389,2021-10-30,00:00:00,2021,10,30,0,Saturday,303,Cyanicula gertrudae,Orchid,PRESERVED_SPECIMEN,Western Australia,956410-99999
-33.939087,115.005481,2023-09-17,07:28:30,2023,9,17,7,Sunday,260,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.938915,115.113123,2023-07-14,08:31:19,2023,7,14,8,Friday,195,Pterostylis crispula,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.938845,115.688447,2024-09-08,20:32:48,2024,9,8,20,Sunday,252,Pterostylis crispula,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.938595,115.173788,2023-10-13,08:31:07,2023,10,13,8,Friday,286,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.938595,115.173788,2023-10-13,08:31:07,2023,10,13,8,Friday,286,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.938452,115.62126,2022-10-17,11:31:00,2022,10,17,11,Monday,290,Thelymitra flexuosa,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.938338,114.996537,2023-09-02,11:08:02,2023,9,2,11,Saturday,245,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.93832,116.155685,2019-04-29,00:00:00,2019,4,29,0,Monday,119,Eriochilus dilatatus subsp. dilatatus,Orchid,PRESERVED_SPECIMEN,Western Australia,956320-99999
-33.938306,120.152526,2023-09-04,16:13:00,2023,9,4,16,Monday,247,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.938226,120.152931,2023-09-04,15:44:00,2023,9,4,15,Monday,247,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.938219,120.152984,2023-09-04,15:47:00,2023,9,4,15,Monday,247,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.938147,115.623733,2022-10-17,11:48:00,2022,10,17,11,Monday,290,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.93814,115.623663,2022-10-17,11:48:00,2022,10,17,11,Monday,290,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.938083,118.913594,2023-09-03,16:35:00,2023,9,3,16,Sunday,246,Caladenia falcata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-33.938003,115.000533,2024-10-07,12:01:36,2024,10,7,12,Monday,281,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.937938,115.043861,2024-09-09,08:28:38,2024,9,9,8,Monday,253,Caladenia macrostylis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.937894,118.892827,2024-09-08,14:19:00,2024,9,8,14,Sunday,252,Caladenia graminifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-33.937859,118.920653,2023-09-16,12:32:00,2023,9,16,12,Saturday,259,Caladenia multiclavia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-33.937646,120.155987,2022-08-27,14:16:00,2022,8,27,14,Saturday,239,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.937646,120.155987,2022-08-27,14:16:00,2022,8,27,14,Saturday,239,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.937542,115.0437,2024-09-09,08:21:31,2024,9,9,8,Monday,253,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.937534,115.084021,2023-09-14,15:19:00,2023,9,14,15,Thursday,257,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.9375,115.043889,2021-09-08,00:00:00,2021,9,8,0,Wednesday,251,Caladenia longicauda subsp. clivicola,Orchid,PRESERVED_SPECIMEN,Western Australia,956410-99999
-33.937271,116.159783,2018-09-28,10:18:00,2018,9,28,10,Friday,271,Caladenia arrecta,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.937213,115.084061,2023-09-14,15:08:00,2023,9,14,15,Thursday,257,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.937194,115.084147,2023-09-14,15:25:00,2023,9,14,15,Thursday,257,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.937087,115.043953,2024-09-09,08:17:16,2024,9,9,8,Monday,253,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.93708,115.043914,2023-08-27,09:53:43,2023,8,27,9,Sunday,239,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.936837,122.024775,2023-10-09,08:49:00,2023,10,9,8,Monday,282,Thelymitra crinita,Orchid,HUMAN_OBSERVATION,Western Australia,946380-99999
-33.936813,115.043892,2023-09-01,08:35:58,2023,9,1,8,Friday,244,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.936808,115.007386,2023-09-17,07:15:10,2023,9,17,7,Sunday,260,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.936797,115.043922,2024-08-23,07:51:01,2024,8,23,7,Friday,236,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.936772,118.669717,2023-09-18,12:26:00,2023,9,18,12,Monday,261,Caladenia horistes,Orchid,HUMAN_OBSERVATION,Western Australia,956280-99999
-33.936727,120.125848,2022-08-26,10:46:00,2022,8,26,10,Friday,238,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.936672,115.139383,2023-12-06,08:32:15,2023,12,6,8,Wednesday,340,Caladenia corynephora,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.936634,120.123615,2023-09-14,12:38:00,2023,9,14,12,Thursday,257,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.936567,120.123559,2023-09-14,12:42:00,2023,9,14,12,Thursday,257,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.93655,120.124192,2024-09-03,15:50:00,2024,9,3,15,Tuesday,247,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.936474,119.975626,2024-09-26,16:18:00,2024,9,26,16,Thursday,270,Thelymitra occidentalis,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.936306,115.614806,2018-08-24,00:00:00,2018,8,24,0,Friday,236,Pterostylis karri,Orchid,PRESERVED_SPECIMEN,Western Australia,956230-99999
-33.936306,115.614806,2018-08-24,00:00:00,2018,8,24,0,Friday,236,Pterostylis crispula,Orchid,PRESERVED_SPECIMEN,Western Australia,956230-99999
-33.936025,116.670685,2022-08-17,12:37:00,2022,8,17,12,Wednesday,229,Caladenia reptans subsp. reptans,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.935958,116.670825,2022-08-17,12:36:00,2022,8,17,12,Wednesday,229,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.935872,115.059181,2023-11-02,07:19:33,2023,11,2,7,Thursday,306,Diuris setacea,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.935678,116.67146,2022-08-17,12:14:00,2022,8,17,12,Wednesday,229,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.935647,115.058845,2023-09-03,10:06:54,2023,9,3,10,Sunday,246,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.935598,115.050984,2021-10-30,09:51:47,2021,10,30,9,Saturday,303,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.935547,115.058789,2023-10-04,08:40:33,2023,10,4,8,Wednesday,277,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.935478,115.058714,2023-10-04,08:37:07,2023,10,4,8,Wednesday,277,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.935407,115.937068,2024-09-30,11:26:28,2024,9,30,11,Monday,274,Cryptostylis ovata,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.935362,115.069145,2023-07-17,15:12:53,2023,7,17,15,Monday,198,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.935338,116.670862,2022-08-17,12:28:00,2022,8,17,12,Wednesday,229,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.935333,120.1175,2018-10-03,00:00:00,2018,10,3,0,Wednesday,276,Microtis alba,Orchid,PRESERVED_SPECIMEN,Western Australia,956350-99999
-33.935333,120.1175,2018-10-03,00:00:00,2018,10,3,0,Wednesday,276,Microtis brownii,Orchid,PRESERVED_SPECIMEN,Western Australia,956350-99999
-33.935302,116.088785,2024-11-02,09:49:34,2024,11,2,9,Saturday,307,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.935056,115.062043,2023-09-28,10:47:09,2023,9,28,10,Thursday,271,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.934975,115.070283,2024-09-08,16:55:30,2024,9,8,16,Sunday,252,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.934915,116.671065,2022-08-17,12:26:00,2022,8,17,12,Wednesday,229,Diuris corymbosa,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.934868,116.671057,2022-08-17,12:25:00,2022,8,17,12,Wednesday,229,Pterostylis recurva,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.934458,115.171967,2023-11-30,09:59:06,2023,11,30,9,Thursday,334,Prasophyllum brownii,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.934455,115.011825,2023-09-17,16:29:57,2023,9,17,16,Sunday,260,Caleana nigrita,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.934455,115.011825,2023-09-17,16:29:57,2023,9,17,16,Sunday,260,Caleana nigrita,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.934273,120.194881,2022-08-27,15:41:00,2022,8,27,15,Saturday,239,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,15:39:00,2022,8,27,15,Saturday,239,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,15:37:00,2022,8,27,15,Saturday,239,Pterostylis recurva,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,16:31:00,2022,8,27,16,Saturday,239,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,15:35:00,2022,8,27,15,Saturday,239,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,15:44:00,2022,8,27,15,Saturday,239,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,15:07:00,2022,8,27,15,Saturday,239,Caladenia microchila,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934273,120.194881,2022-08-27,15:42:00,2022,8,27,15,Saturday,239,Caladenia discoidea,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934268,120.103644,2022-09-14,08:47:00,2022,9,14,8,Wednesday,257,Prasophyllum elatum,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934212,120.171429,2023-08-04,10:05:00,2023,8,4,10,Friday,216,Diuris brockmanii,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.934087,119.989602,2024-09-04,10:23:00,2024,9,4,10,Wednesday,248,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.933971,115.061913,2023-09-28,10:21:14,2023,9,28,10,Thursday,271,Caladenia nana,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933956,120.102087,2023-08-07,10:08:36,2023,8,7,10,Monday,219,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.933938,116.814145,2018-09-29,09:27:00,2018,9,29,9,Saturday,272,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.93393,115.061753,2023-09-28,10:27:52,2023,9,28,10,Thursday,271,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933921,115.061797,2023-09-28,10:24:36,2023,9,28,10,Thursday,271,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933838,115.062317,2023-08-21,10:45:49,2023,8,21,10,Monday,233,Pterostylis barbata,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933813,115.062295,2024-08-08,15:35:08,2024,8,8,15,Thursday,221,Pterostylis karri,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933543,120.104079,2022-09-14,09:08:00,2022,9,14,9,Wednesday,257,Microtis alba,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.933476,116.838424,2018-09-29,11:36:00,2018,9,29,11,Saturday,272,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.933463,115.011764,2023-10-30,14:03:23,2023,10,30,14,Monday,303,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933427,120.101761,2023-08-07,10:00:07,2023,8,7,10,Monday,219,Diuris brockmanii,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.93335,115.061858,2023-08-21,10:26:39,2023,8,21,10,Monday,233,Caladenia reptans subsp. reptans,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933336,116.624619,2022-10-05,13:12:00,2022,10,5,13,Wednesday,278,Caladenia longicauda subsp. eminens,Orchid,HUMAN_OBSERVATION,Western Australia,956320-99999
-33.933284,115.057605,2021-10-30,09:57:23,2021,10,30,9,Saturday,303,Caladenia marginata,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933217,122.184182,2022-10-01,10:57:00,2022,10,1,10,Saturday,274,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946380-99999
-33.933072,115.061631,2024-08-08,15:23:13,2024,8,8,15,Thursday,221,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933063,115.061617,2024-08-10,08:23:00,2024,8,10,8,Saturday,223,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933003,115.061588,2024-08-10,08:20:21,2024,8,10,8,Saturday,223,Eriochilus scaber subsp. scaber,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.933002,120.194038,2022-09-06,11:18:23,2022,9,6,11,Tuesday,249,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.933,117.032,2015-09-09,10:43:00,2015,9,9,10,Wednesday,252,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946410-99999
-33.932953,115.056572,2023-09-06,07:51:10,2023,9,6,7,Wednesday,249,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932867,120.103605,2022-09-14,08:42:54,2022,9,14,8,Wednesday,257,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.932863,115.061428,2023-08-11,08:08:40,2023,8,11,8,Friday,223,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932772,115.061483,2024-08-10,08:18:26,2024,8,10,8,Saturday,223,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.93274,120.175399,2022-09-25,15:05:00,2022,9,25,15,Sunday,268,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.932728,115.061395,2024-08-08,15:18:57,2024,8,8,15,Thursday,221,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932708,115.056075,2024-09-16,07:49:54,2024,9,16,7,Monday,260,Caladenia arrecta,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932653,115.011719,2023-09-22,10:34:55,2023,9,22,10,Friday,265,Thelymitra cornicina,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932645,115.061386,2024-08-10,08:10:07,2024,8,10,8,Saturday,223,Eriochilus scaber subsp. scaber,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932645,115.011756,2023-08-27,17:12:01,2023,8,27,17,Sunday,239,Drakaea livida,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932622,115.061395,2024-08-10,08:08:18,2024,8,10,8,Saturday,223,Eriochilus scaber subsp. scaber,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932607,115.061455,2024-11-10,15:41:54,2024,11,10,15,Sunday,315,Thelymitra benthamiana,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932583,115.061364,2024-08-08,15:16:09,2024,8,8,15,Thursday,221,Eriochilus scaber subsp. scaber,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932574,115.061269,2024-08-10,08:05:36,2024,8,10,8,Saturday,223,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932546,115.061307,2024-08-10,08:03:17,2024,8,10,8,Saturday,223,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932538,115.685059,2022-10-13,16:19:00,2022,10,13,16,Thursday,286,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956230-99999
-33.932517,115.059153,2023-10-04,08:22:22,2023,10,4,8,Wednesday,277,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932517,120.210447,2023-08-21,16:58:00,2023,8,21,16,Monday,233,Pterostylis recurva,Orchid,HUMAN_OBSERVATION,Western Australia,956350-99999
-33.932399,115.05338,2023-09-09,12:16:48,2023,9,9,12,Saturday,252,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.93238,115.059295,2023-10-29,13:16:54,2023,10,29,13,Sunday,302,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.932308,115.061028,2024-08-10,07:38:07,2024,8,10,7,Saturday,223,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
-33.9323,115.061009,2024-08-10,07:53:14,2024,8,10,7,Saturday,223,Pheladenia deformis,Orchid,HUMAN_OBSERVATION,Western Australia,956410-99999
