year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1973,Peabody Coal Group,Investor-owned Company,Thermal Coal,58.90727651620371600000,Million tonnes/yr,139.57656229672156000000
1973,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.51465945120067400000,Million tonnes/yr,13.39326581956642000000
1974,Peabody Coal Group,Investor-owned Company,Thermal Coal,57.38214176127531000000,Million tonnes/yr,135.96286499612398000000
1974,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.39777297381030400000,Million tonnes/yr,13.04650839980453200000
1975,Peabody Coal Group,Investor-owned Company,Thermal Coal,61.55309039683543000000,Million tonnes/yr,145.84562832346174000000
1975,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.71743488624335100000,Million tonnes/yr,13.99482288772634700000
1976,Peabody Coal Group,Investor-owned Company,Thermal Coal,59.43812452502568500000,Million tonnes/yr,140.83436853994600000000
1976,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.55534369415589400000,Million tonnes/yr,13.51396038943528800000
1977,Peabody Coal Group,Investor-owned Company,Thermal Coal,55.12393119198432000000,Million tonnes/yr,130.61219718656980000000
1977,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.22470349450287700000,Million tonnes/yr,12.53307752718315100000
1978,Peabody Coal Group,Investor-owned Company,Thermal Coal,44.20362932084183000000,Million tonnes/yr,104.73732595572524000000
1978,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.38777048788378300000,Million tonnes/yr,10.05021777840689300000
1979,Peabody Coal Group,Investor-owned Company,Thermal Coal,54.28131530683730000000,Million tonnes/yr,128.61567934461732000000
1979,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.16012532974270100000,Million tonnes/yr,12.34149884087874800000
1980,Peabody Coal Group,Investor-owned Company,Thermal Coal,49.78174647706775600000,Million tonnes/yr,117.95427406128256000000
1980,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.81527793422346660000,Million tonnes/yr,11.31846866876998600000
1981,Peabody Coal Group,Investor-owned Company,Thermal Coal,43.57166740471358000000,Million tonnes/yr,103.23993756888704000000
1981,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.33933686454045000000,Million tonnes/yr,9.90653376435141600000
1982,Peabody Coal Group,Investor-owned Company,Thermal Coal,48.60208424330509000000,Million tonnes/yr,115.15914909544624000000
1982,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.72486850392209900000,Million tonnes/yr,11.05025850902034200000
1983,Peabody Coal Group,Investor-owned Company,Thermal Coal,45.02096673369824500000,Million tonnes/yr,106.67394827252195000000
1983,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.45041130709333300000,Million tonnes/yr,10.23604910231899400000
1984,Peabody Coal Group,Investor-owned Company,Thermal Coal,54.26446298895292000000,Million tonnes/yr,128.57574898734836000000
1984,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.15883376664708050000,Million tonnes/yr,12.33766726774474500000
1985,Peabody Coal Group,Investor-owned Company,Thermal Coal,52.24218486097130000000,Million tonnes/yr,123.78410615806422000000
1985,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.00384617339992600000,Million tonnes/yr,11.87787842707329100000
1986,Peabody Coal Group,Investor-owned Company,Thermal Coal,56.20247952751264400000,Million tonnes/yr,133.16774003028770000000
1986,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.30736354441613050000,Million tonnes/yr,12.77829824274618200000
1987,Peabody Coal Group,Investor-owned Company,Thermal Coal,70.22149625370957480000,Million tonnes/yr,166.38479362950757600000
1987,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,5.38178236166361993000,Million tonnes/yr,15.96568745260403050000
1988,Peabody Coal Group,Investor-owned Company,Thermal Coal,72.20302883963409900000,Million tonnes/yr,171.07989282232465700000
1988,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,5.53364721336969513000,Million tonnes/yr,16.41621231489626190000
1989,Peabody Coal Group,Investor-owned Company,Thermal Coal,77.06925663437323250000,Million tonnes/yr,182.61007019787536700000
1989,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,5.90659538908178880000,Million tonnes/yr,17.52260674136978070000
1990,Peabody Coal Group,Investor-owned Company,Thermal Coal,83.11514666196779100000,Million tonnes/yr,196.93537253711284000000
1990,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,6.36995299328086145000,Million tonnes/yr,18.89721132221035370000
1991,Peabody Coal Group,Investor-owned Company,Thermal Coal,92.91910354149118900000,Million tonnes/yr,220.16514446134636700000
1991,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,7.12132921134868970000,Million tonnes/yr,21.12625684111578900000
1992,Peabody Coal Group,Investor-owned Company,Thermal Coal,102.72306039470595300000,Million tonnes/yr,243.39491632324345600000
1992,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,7.87270542760212990000,Million tonnes/yr,23.35530235463862820000
1993,Peabody Coal Group,Investor-owned Company,Thermal Coal,112.52701725608546100000,Million tonnes/yr,266.62468820448632200000
1993,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,8.62408164385557060000,Million tonnes/yr,25.58434786816146700000
1994,Peabody Coal Group,Investor-owned Company,Thermal Coal,122.33097420909156400000,Million tonnes/yr,289.85446030283182900000
1994,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,9.37545786101620523000,Million tonnes/yr,27.81339338437560380000
1995,Peabody Coal Group,Investor-owned Company,Thermal Coal,130.84139463183975500000,Million tonnes/yr,310.01929046571094600000
1995,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,10.02769731502411887000,Million tonnes/yr,29.74833808617667400000
1996,Peabody Coal Group,Investor-owned Company,Thermal Coal,135.47578197746851700000,Million tonnes/yr,321.00013854271143900000
1996,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,10.38287722075148446000,Million tonnes/yr,30.80202085950524310000
1997,Peabody Coal Group,Investor-owned Company,Thermal Coal,144.07046397875229800000,Million tonnes/yr,341.36462046614099000000
1997,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.04157449658786170000,Million tonnes/yr,32.75612344581540270000
1998,Peabody Coal Group,Investor-owned Company,Thermal Coal,150.09235881809898600000,Million tonnes/yr,355.63306792962500300000
1998,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.50309310323596710000,Million tonnes/yr,34.12527242511883200000
1999,Peabody Coal Group,Investor-owned Company,Thermal Coal,156.11425374816512400000,Million tonnes/yr,369.90151560806221000000
1999,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.96461171895601250000,Million tonnes/yr,35.49442143133523400000
2000,Peabody Coal Group,Investor-owned Company,Thermal Coal,148.63744210727518000000,Million tonnes/yr,352.18574724303744000000
2000,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.39158814539677200000,Million tonnes/yr,33.79447991315147000000
2001,Peabody Coal Group,Investor-owned Company,Thermal Coal,163.46748166409003000000,Million tonnes/yr,387.32446120981260000000
2001,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,12.52816383283801500000,Million tonnes/yr,37.16626475550731400000
2002,Peabody Coal Group,Investor-owned Company,Thermal Coal,166.83794524096587000000,Million tonnes/yr,395.31053266360385000000
2002,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,12.78647648824993700000,Million tonnes/yr,37.93257948995973500000
2003,Peabody Coal Group,Investor-owned Company,Thermal Coal,171.21954780018507000000,Million tonnes/yr,405.69242533857940000000
2003,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,13.12228293847105200000,Million tonnes/yr,38.92878863936529400000
2004,Peabody Coal Group,Investor-owned Company,Thermal Coal,191.27380590115750000000,Million tonnes/yr,453.20955005873100000000
2004,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,14.65924324905832800000,Million tonnes/yr,43.48836134165276000000
2005,Peabody Coal Group,Investor-owned Company,Thermal Coal,202.22781234456517000000,Million tonnes/yr,479.16428185364634000000
2005,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,15.49875937914708100000,Million tonnes/yr,45.97888422862314400000
2006,Peabody Coal Group,Investor-owned Company,Thermal Coal,208.96873949831684000000,Million tonnes/yr,495.13642476122874000000
2006,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,16.01538468997092600000,Million tonnes/yr,47.51151369752797400000
2007,Peabody Coal Group,Investor-owned Company,Thermal Coal,198.94161040247093000000,Million tonnes/yr,471.37786229367640000000
2007,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,15.24690453921326100000,Million tonnes/yr,45.23172735984073000000
2008,Peabody Coal Group,Investor-owned Company,Thermal Coal,215.28835856887994000000,Million tonnes/yr,510.11030841465765000000
2008,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,16.49972092340425400000,Million tonnes/yr,48.94835383808275000000
2009,Peabody Coal Group,Investor-owned Company,Thermal Coal,205.26122956375340000000,Million tonnes/yr,486.35174616205840000000
2009,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,15.73124077264659000000,Million tonnes/yr,46.66856750039551000000
2010,Peabody Coal Group,Investor-owned Company,Thermal Coal,207.19924607509730000000,Million tonnes/yr,490.94373714051180000000
2010,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,15.87977054678686400000,Million tonnes/yr,47.10919846463175000000
2011,Peabody Coal Group,Investor-owned Company,Thermal Coal,192.87477605481380000000,Million tonnes/yr,457.00293389180520000000
2011,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,14.78194176128618600000,Million tonnes/yr,43.85236084320896000000
2012,Peabody Coal Group,Investor-owned Company,Thermal Coal,192.95903768959542000000,Million tonnes/yr,457.20258578562664000000
2012,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,14.78839957676429000000,Million tonnes/yr,43.87151870887897000000
2013,Peabody Coal Group,Investor-owned Company,Thermal Coal,187.39777278775028000000,Million tonnes/yr,444.02556788687110000000
2013,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,14.36218369170584000000,Million tonnes/yr,42.60709938626729000000
2014,Peabody Coal Group,Investor-owned Company,Thermal Coal,193.46460713540740000000,Million tonnes/yr,458.40049628874220000000
2014,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,14.82714646963291500000,Million tonnes/yr,43.98646590289905600000
2015,Peabody Coal Group,Investor-owned Company,Thermal Coal,180.06701464412444000000,Million tonnes/yr,426.65586279730480000000
2015,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,13.80035366346332100000,Million tonnes/yr,40.94036483075938000000
2016,Peabody Coal Group,Investor-owned Company,Thermal Coal,151.50233614761962000000,Million tonnes/yr,358.97390797876000000000
2016,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.61115389886813400000,Million tonnes/yr,34.44584742667084500000
2017,Peabody Coal Group,Investor-owned Company,Thermal Coal,159.33866382777686000000,Million tonnes/yr,377.54152378639500000000
2017,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,12.21173082905121300000,Million tonnes/yr,36.22752920311180000000
2018,Peabody Coal Group,Investor-owned Company,Thermal Coal,153.44035265896352000000,Million tonnes/yr,363.56589895721334000000
2018,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.75968368208034700000,Million tonnes/yr,34.88647841782006500000
2019,Peabody Coal Group,Investor-owned Company,Thermal Coal,137.59917402908590000000,Million tonnes/yr,326.03136355430080000000
2019,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,10.54561419075797500000,Million tonnes/yr,31.28479913359811300000
2020,Peabody Coal Group,Investor-owned Company,Thermal Coal,109.62432661317466000000,Million tonnes/yr,259.74697113269290000000
2020,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,8.40161914721023200000,Million tonnes/yr,24.92438682687783000000
2021,Peabody Coal Group,Investor-owned Company,Thermal Coal,106.92795575167399000000,Million tonnes/yr,253.35811396965990000000
2021,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,8.19496902197349700000,Million tonnes/yr,24.31133503662459000000
2022,Peabody Coal Group,Investor-owned Company,Thermal Coal,103.55749226551755000000,Million tonnes/yr,245.37204273082176000000
2022,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,7.93665636656157400000,Million tonnes/yr,23.54502030217217000000
1938,Pemex,State-owned Entity,Oil & NGL,44.00000000000000000000,Million bbl/yr,17.54622746250231200000
1939,Pemex,State-owned Entity,Oil & NGL,46.61538462000000000000,Million bbl/yr,18.58918504078527000000
1940,Pemex,State-owned Entity,Oil & NGL,49.23076923000000000000,Million bbl/yr,19.63214261508045400000
1941,Pemex,State-owned Entity,Oil & NGL,51.84615385000000000000,Million bbl/yr,20.67510019336341000000
1942,Pemex,State-owned Entity,Oil & NGL,54.46153846000000000000,Million bbl/yr,21.71805776765859300000
1943,Pemex,State-owned Entity,Oil & NGL,57.07692308000000000000,Million bbl/yr,22.76101534594154400000
1944,Pemex,State-owned Entity,Oil & NGL,59.69230769000000000000,Million bbl/yr,23.80397292023673000000
1945,Pemex,State-owned Entity,Oil & NGL,62.30769231000000000000,Million bbl/yr,24.84693049851968600000
1946,Pemex,State-owned Entity,Oil & NGL,64.92307692000000000000,Million bbl/yr,25.88988807281487000000
1947,Pemex,State-owned Entity,Oil & NGL,67.53846154000000000000,Million bbl/yr,26.93284565109783000000
1948,Pemex,State-owned Entity,Oil & NGL,70.15384615000000000000,Million bbl/yr,27.97580322539301000000
1949,Pemex,State-owned Entity,Oil & NGL,72.76923077000000000000,Million bbl/yr,29.01876080367596000000
1950,Pemex,State-owned Entity,Oil & NGL,75.38461538000000000000,Million bbl/yr,30.06171837797114300000
1950,Pemex,State-owned Entity,Natural Gas,7.30000000000000000000,Bcf/yr,0.53209984964145940000
1951,Pemex,State-owned Entity,Oil & NGL,78.00000000000000000000,Million bbl/yr,31.10467595625410600000
1951,Pemex,State-owned Entity,Natural Gas,10.95000000000000000000,Bcf/yr,0.79814977446218900000
1952,Pemex,State-owned Entity,Oil & NGL,81.47000000000000000000,Million bbl/yr,32.48843525841053000000
1952,Pemex,State-owned Entity,Natural Gas,14.60000000000000000000,Bcf/yr,1.06419969928291880000
1953,Pemex,State-owned Entity,Oil & NGL,84.94000000000000000000,Million bbl/yr,33.87219456056696000000
1953,Pemex,State-owned Entity,Natural Gas,21.90000000000000000000,Bcf/yr,1.59629954892437800000
1954,Pemex,State-owned Entity,Oil & NGL,88.41000000000000000000,Million bbl/yr,35.25595386272339500000
1954,Pemex,State-owned Entity,Natural Gas,29.20000000000000000000,Bcf/yr,2.12839939856583760000
1955,Pemex,State-owned Entity,Oil & NGL,91.88000000000000000000,Million bbl/yr,36.63971316487982000000
1955,Pemex,State-owned Entity,Natural Gas,32.85000000000000000000,Bcf/yr,2.39444932338656760000
1956,Pemex,State-owned Entity,Oil & NGL,95.35000000000000000000,Million bbl/yr,38.02347246703626000000
1956,Pemex,State-owned Entity,Natural Gas,43.80000000000000000000,Bcf/yr,3.19259909784875600000
1957,Pemex,State-owned Entity,Oil & NGL,98.82000000000000000000,Million bbl/yr,39.40723176919269000000
1957,Pemex,State-owned Entity,Natural Gas,65.70000000000000000000,Bcf/yr,4.78889864677313500000
1958,Pemex,State-owned Entity,Oil & NGL,102.29000000000000000000,Million bbl/yr,40.79099107134914000000
1958,Pemex,State-owned Entity,Natural Gas,87.60000000000000000000,Bcf/yr,6.38519819569751200000
1959,Pemex,State-owned Entity,Oil & NGL,105.76000000000000000000,Million bbl/yr,42.17475037350557400000
1959,Pemex,State-owned Entity,Natural Gas,328.81479926000000000000,Bcf/yr,23.96743907481268800000
1960,Pemex,State-owned Entity,Oil & NGL,108.77000000000000000000,Million bbl/yr,43.37507184309947000000
1960,Pemex,State-owned Entity,Natural Gas,341.31618890000000000000,Bcf/yr,24.87867024573780000000
1961,Pemex,State-owned Entity,Oil & NGL,116.83000000000000000000,Million bbl/yr,46.58922169191240000000
1961,Pemex,State-owned Entity,Natural Gas,360.56267859999997000000,Bcf/yr,26.28155439306600600000
1962,Pemex,State-owned Entity,Oil & NGL,121.80000000000000000000,Million bbl/yr,48.57114783938141000000
1962,Pemex,State-owned Entity,Natural Gas,371.36896456000000000000,Bcf/yr,27.06922879505211600000
1963,Pemex,State-owned Entity,Oil & NGL,125.98000000000000000000,Million bbl/yr,50.23803944831913000000
1963,Pemex,State-owned Entity,Natural Gas,401.56299886000000000000,Bcf/yr,29.27008374177801000000
1964,Pemex,State-owned Entity,Oil & NGL,129.21000000000000000000,Million bbl/yr,51.52609205522555400000
1964,Pemex,State-owned Entity,Natural Gas,494.40524000000000000000,Bcf/yr,36.03739094054105000000
1965,Pemex,State-owned Entity,Oil & NGL,139.43000000000000000000,Million bbl/yr,55.60160216128858000000
1965,Pemex,State-owned Entity,Natural Gas,484.81762000000000000000,Bcf/yr,35.33854557610002400000
1966,Pemex,State-owned Entity,Oil & NGL,135.92600000000000000000,Million bbl/yr,54.20428441063839000000
1966,Pemex,State-owned Entity,Natural Gas,475.22999999999996000000,Bcf/yr,34.63970021165900400000
1967,Pemex,State-owned Entity,Oil & NGL,149.92411500000000000000,Million bbl/yr,59.78642327055353000000
1967,Pemex,State-owned Entity,Natural Gas,572.68500000000000000000,Bcf/yr,41.74323320437249000000
1968,Pemex,State-owned Entity,Oil & NGL,160.50000000000000000000,Million bbl/yr,64.00385244844594000000
1968,Pemex,State-owned Entity,Natural Gas,575.24000000000000000000,Bcf/yr,41.92946815174700000000
1969,Pemex,State-owned Entity,Oil & NGL,168.40000000000000000000,Million bbl/yr,67.15419783375886000000
1969,Pemex,State-owned Entity,Natural Gas,608.81999999999990000000,Bcf/yr,44.37712746009770400000
1970,Pemex,State-owned Entity,Oil & NGL,177.60000000000000000000,Million bbl/yr,70.82295448500933000000
1970,Pemex,State-owned Entity,Natural Gas,665.03000000000000000000,Bcf/yr,48.47429630233695000000
1971,Pemex,State-owned Entity,Oil & NGL,177.39000000000000000000,Million bbl/yr,70.73921112666558000000
1971,Pemex,State-owned Entity,Natural Gas,642.72681200000000000000,Bcf/yr,46.84860822270336000000
1972,Pemex,State-owned Entity,Oil & NGL,183.50995500000000000000,Million bbl/yr,73.17971391053554000000
1972,Pemex,State-owned Entity,Natural Gas,642.72681200000000000000,Bcf/yr,46.84860822270336000000
1973,Pemex,State-owned Entity,Oil & NGL,191.48000000000000000000,Million bbl/yr,76.35799169363507000000
1973,Pemex,State-owned Entity,Natural Gas,676.77014423999990000000,Bcf/yr,49.33003999889490400000
1974,Pemex,State-owned Entity,Oil & NGL,238.30000000000000000000,Million bbl/yr,95.02877282532504000000
1974,Pemex,State-owned Entity,Natural Gas,744.68023541999990000000,Bcf/yr,54.28003305451350000000
1975,Pemex,State-owned Entity,Oil & NGL,294.30000000000000000000,Million bbl/yr,117.36033505032799000000
1975,Pemex,State-owned Entity,Natural Gas,786.54700000000000000000,Bcf/yr,57.33171786793712000000
1976,Pemex,State-owned Entity,Oil & NGL,326.38993500000004000000,Million bbl/yr,130.15709184048512000000
1976,Pemex,State-owned Entity,Natural Gas,769.42000000000000000000,Bcf/yr,56.08332415220981000000
1977,Pemex,State-owned Entity,Oil & NGL,405.69496750000000000000,Million bbl/yr,161.78218591244283000000
1977,Pemex,State-owned Entity,Natural Gas,852.16500000000000000000,Bcf/yr,62.11463950270058400000
1978,Pemex,State-owned Entity,Oil & NGL,485.00000000000000000000,Million bbl/yr,193.40727998440047000000
1978,Pemex,State-owned Entity,Natural Gas,934.91000000000000000000,Bcf/yr,68.14595485319134000000
1979,Pemex,State-owned Entity,Oil & NGL,536.93000000000000000000,Million bbl/yr,214.11581616912198000000
1979,Pemex,State-owned Entity,Natural Gas,1064.60000000000000000000,Bcf/yr,77.59910957921885000000
1980,Pemex,State-owned Entity,Oil & NGL,708.60000000000000000000,Million bbl/yr,282.57401772566226000000
1980,Pemex,State-owned Entity,Natural Gas,1299.00000000000000000000,Bcf/yr,94.68461708003503000000
1981,Pemex,State-owned Entity,Oil & NGL,843.88000000000000000000,Million bbl/yr,336.52069161491940000000
1981,Pemex,State-owned Entity,Natural Gas,1482.20000000000000000000,Bcf/yr,108.03813659432481000000
1982,Pemex,State-owned Entity,Oil & NGL,857.78333330000000000000,Million bbl/yr,342.06503362784630000000
1982,Pemex,State-owned Entity,Natural Gas,1447.98333300000000000000,Bcf/yr,105.54407037981358000000
1983,Pemex,State-owned Entity,Oil & NGL,871.68666670000000000000,Million bbl/yr,347.60937568065100000000
1983,Pemex,State-owned Entity,Natural Gas,1413.76666700000000000000,Bcf/yr,103.05000423819280000000
1984,Pemex,State-owned Entity,Oil & NGL,885.59000000000000000000,Million bbl/yr,353.15371769357785000000
1984,Pemex,State-owned Entity,Natural Gas,1379.55000000000000000000,Bcf/yr,100.55593802368155000000
1985,Pemex,State-owned Entity,Oil & NGL,899.49333330000000000000,Million bbl/yr,358.69805970650475000000
1985,Pemex,State-owned Entity,Natural Gas,1345.33333300000000000000,Bcf/yr,98.06187180917034000000
1986,Pemex,State-owned Entity,Oil & NGL,913.39666670000000000000,Million bbl/yr,364.24240175930936000000
1986,Pemex,State-owned Entity,Natural Gas,1311.11666700000000000000,Bcf/yr,95.56780566754950000000
1987,Pemex,State-owned Entity,Oil & NGL,927.30000000000000000000,Million bbl/yr,369.78674377223626000000
1987,Pemex,State-owned Entity,Natural Gas,1276.90000000000000000000,Bcf/yr,93.07373945303829000000
1988,Pemex,State-owned Entity,Oil & NGL,917.40000000000000000000,Million bbl/yr,365.83884259317320000000
1988,Pemex,State-owned Entity,Natural Gas,1273.10000000000000000000,Bcf/yr,92.79675596966328000000
1989,Pemex,State-owned Entity,Oil & NGL,917.40000000000000000000,Million bbl/yr,365.83884259317320000000
1989,Pemex,State-owned Entity,Natural Gas,1303.70000000000000000000,Bcf/yr,95.02720191473570000000
1990,Pemex,State-owned Entity,Oil & NGL,963.60000000000000000000,Million bbl/yr,384.26238142880067000000
1990,Pemex,State-owned Entity,Natural Gas,1332.80000000000000000000,Bcf/yr,97.14831227426535000000
1991,Pemex,State-owned Entity,Oil & NGL,1013.00000000000000000000,Million bbl/yr,403.96200953442830000000
1991,Pemex,State-owned Entity,Natural Gas,1326.20000000000000000000,Bcf/yr,96.66723569787720000000
1992,Pemex,State-owned Entity,Oil & NGL,973.10000000000000000000,Million bbl/yr,388.05077144911370000000
1992,Pemex,State-owned Entity,Natural Gas,1311.60000000000000000000,Bcf/yr,95.60303599859424000000
1993,Pemex,State-owned Entity,Oil & NGL,975.70000000000000000000,Million bbl/yr,389.08759398098880000000
1993,Pemex,State-owned Entity,Natural Gas,1310.70000000000000000000,Bcf/yr,95.53743464726861000000
1994,Pemex,State-owned Entity,Oil & NGL,1147.00000000000000000000,Million bbl/yr,457.39824771568530000000
1994,Pemex,State-owned Entity,Natural Gas,1323.00000000000000000000,Bcf/yr,96.43398644871931000000
1995,Pemex,State-owned Entity,Oil & NGL,1119.00000000000000000000,Million bbl/yr,446.23246660318387000000
1995,Pemex,State-owned Entity,Natural Gas,1372.00000000000000000000,Bcf/yr,100.00561557644963000000
1996,Pemex,State-owned Entity,Oil & NGL,1199.00000000000000000000,Million bbl/yr,478.13469835318807000000
1996,Pemex,State-owned Entity,Natural Gas,1535.00000000000000000000,Bcf/yr,111.88674920543016000000
1997,Pemex,State-owned Entity,Oil & NGL,1245.00000000000000000000,Million bbl/yr,496.47848160944045000000
1997,Pemex,State-owned Entity,Natural Gas,1630.00000000000000000000,Bcf/yr,118.81133628980533000000
1998,Pemex,State-owned Entity,Oil & NGL,1278.00000000000000000000,Million bbl/yr,509.63815220631730000000
1998,Pemex,State-owned Entity,Natural Gas,1749.00000000000000000000,Bcf/yr,127.48529274286473000000
1999,Pemex,State-owned Entity,Oil & NGL,1220.00000000000000000000,Million bbl/yr,486.50903418756410000000
1999,Pemex,State-owned Entity,Natural Gas,1748.00000000000000000000,Bcf/yr,127.41240235250287000000
2000,Pemex,State-owned Entity,Oil & NGL,1259.25000000000000000000,Million bbl/yr,502.16106663990996000000
2000,Pemex,State-owned Entity,Natural Gas,1707.83500000000000000000,Bcf/yr,124.48475982361944000000
2001,Pemex,State-owned Entity,Oil & NGL,1299.40000000000000000000,Million bbl/yr,518.17199919944350000000
2001,Pemex,State-owned Entity,Natural Gas,1646.51500000000000000000,Bcf/yr,120.01512108663118000000
2002,Pemex,State-owned Entity,Oil & NGL,1308.52500000000000000000,Million bbl/yr,521.81084750842820000000
2002,Pemex,State-owned Entity,Natural Gas,1614.39500000000000000000,Bcf/yr,117.67388174820874000000
2003,Pemex,State-owned Entity,Oil & NGL,1382.98500000000010000000,Million bbl/yr,551.50384970974470000000
2003,Pemex,State-owned Entity,Natural Gas,1641.77000000000000000000,Bcf/yr,119.66925618436422000000
2004,Pemex,State-owned Entity,Oil & NGL,1396.12500000000000000000,Million bbl/yr,556.74379127468280000000
2004,Pemex,State-owned Entity,Natural Gas,1669.14500000000020000000,Bcf/yr,121.66463062051970000000
2005,Pemex,State-owned Entity,Oil & NGL,1372.39999999999990000000,Million bbl/yr,547.28278567132220000000
2005,Pemex,State-owned Entity,Natural Gas,1758.57000000000000000000,Bcf/yr,128.18285377862756000000
2006,Pemex,State-owned Entity,Oil & NGL,1344.29499999999980000000,Million bbl/yr,536.07513287964880000000
2006,Pemex,State-owned Entity,Natural Gas,1954.94000000000000000000,Bcf/yr,142.49633973398280000000
2007,Pemex,State-owned Entity,Oil & NGL,1266.91500000000000000000,Million bbl/yr,505.21769921945730000000
2007,Pemex,State-owned Entity,Natural Gas,1563.29500000000000000000,Bcf/yr,113.94918280071853000000
2008,Pemex,State-owned Entity,Oil & NGL,1152.67000000000000000000,Million bbl/yr,459.65931839096690000000
2008,Pemex,State-owned Entity,Natural Gas,1547.60000000000010000000,Bcf/yr,112.80516812398940000000
2009,Pemex,State-owned Entity,Oil & NGL,1084.41500000000000000000,Million bbl/yr,432.44073303976010000000
2009,Pemex,State-owned Entity,Natural Gas,1619.13999999999990000000,Bcf/yr,118.01974665047570000000
2010,Pemex,State-owned Entity,Oil & NGL,1078.21000000000000000000,Million bbl/yr,429.96631618965046000000
2010,Pemex,State-owned Entity,Natural Gas,1632.28000000000020000000,Bcf/yr,118.97752637983034000000
2011,Pemex,State-owned Entity,Oil & NGL,1072.00499999999990000000,Million bbl/yr,427.49189933954074000000
2011,Pemex,State-owned Entity,Natural Gas,1652.35500000000000000000,Bcf/yr,120.44080096634434000000
2012,Pemex,State-owned Entity,Oil & NGL,1063.24500000000000000000,Million bbl/yr,423.99860496291530000000
2012,Pemex,State-owned Entity,Natural Gas,1599.42999999999980000000,Bcf/yr,116.58307705644376000000
2013,Pemex,State-owned Entity,Oil & NGL,1051.93000000000000000000,Million bbl/yr,419.48643305977410000000
2013,Pemex,State-owned Entity,Natural Gas,1607.46000000000000000000,Bcf/yr,117.16838689104938000000
2014,Pemex,State-owned Entity,Oil & NGL,1017.61999999999990000000,Million bbl/yr,405.80436341799100000000
2014,Pemex,State-owned Entity,Natural Gas,1585.19500000000000000000,Bcf/yr,115.54548234964291000000
2015,Pemex,State-owned Entity,Oil & NGL,945.71500000000000000000,Million bbl/yr,377.13023874319040000000
2015,Pemex,State-owned Entity,Natural Gas,1486.64500000000020000000,Bcf/yr,108.36213437948322000000
2016,Pemex,State-owned Entity,Oil & NGL,897.53500000000010000000,Million bbl/yr,357.91711967175036000000
2016,Pemex,State-owned Entity,Natural Gas,1340.28000000000000000000,Bcf/yr,97.69353239417194000000
2017,Pemex,State-owned Entity,Oil & NGL,812.85499999999990000000,Million bbl/yr,324.14860736437083000000
2017,Pemex,State-owned Entity,Natural Gas,1181.50500000000000000000,Bcf/yr,86.12036066447020000000
2018,Pemex,State-owned Entity,Oil & NGL,755.91500000000010000000,Million bbl/yr,301.44219391630540000000
