species,authority,country,kingdom,environment_system,origin
Microstegium vimineum,A.Camus (Trin.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Mikania micrantha,Kunth,Mauritius,Plantae,terrestrial,Alien
Milax gagates,"(Draparnaud, 1801)",South Africa,Animalia,terrestrial,Alien
Milicia excelsa,C.C. Berg (Welw.),Seychelles,Plantae,terrestrial,Alien
Milletia dura,Dunn,United Republic of Tanzania,Plantae,terrestrial,Alien
Millingtonia hortensis,L. fil.,Seychelles,Plantae,terrestrial,Alien
Mimosa albida,Willd.,South Africa,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,United Republic of Tanzania,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Burundi,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Cameroon,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Ghana,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Guinea,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Mauritius,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Mozambique,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Nigeria,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Rwanda,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Togo,Plantae,terrestrial,Alien
Mimosa diplotricha,Sauvalle,Ethiopia,Plantae,terrestrial,Alien
Mimosa diplotricha var. inermis,Verdc. (Adelb.),Burundi,Plantae,terrestrial,Alien
Mimosa invisa,Colla,Burundi,Plantae,terrestrial,Alien
Mimosa pigra,L.,Angola,Plantae,terrestrial,Alien
Mimosa pigra,L.,Benin,Plantae,terrestrial,Alien
Mimosa pigra,L.,Botswana,Plantae,terrestrial,Alien
Mimosa pigra,L.,Burkina Faso,Plantae,terrestrial,Alien
Mimosa pigra,L.,Burundi,Plantae,terrestrial,Alien
Mimosa pigra,L.,Cameroon,Plantae,terrestrial,Alien
Mimosa pigra,L.,Chad,Plantae,terrestrial,Alien
Mimosa pigra,L.,Comoros,Plantae,terrestrial,Alien
Mimosa pigra,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Mimosa pigra,L.,Djibouti,Plantae,terrestrial,Alien
Mimosa pigra,L.,Egypt,Plantae,terrestrial,Alien
Mimosa pigra,L.,Gambia (the),Plantae,terrestrial,Alien
Mimosa pigra,L.,Ghana,Plantae,terrestrial,Alien
Mimosa pigra,L.,Guinea,Plantae,terrestrial,Alien
Mimosa pigra,L.,Guinea-Bissau,Plantae,terrestrial,Alien
Mimosa pigra,L.,Madagascar,Plantae,terrestrial,Alien
Mimosa pigra,L.,Malawi,Plantae,terrestrial,Alien
Mimosa pigra,L.,Mali,Plantae,terrestrial,Alien
Mimosa pigra,L.,Mauritius,Plantae,terrestrial,Alien
Mimosa pigra,L.,Mozambique,Plantae,terrestrial,Alien
Mimosa pigra,L.,Niger,Plantae,terrestrial,Alien
Mimosa pigra,L.,Nigeria,Plantae,terrestrial,Alien
Mimosa pigra,L.,Rwanda,Plantae,terrestrial,Alien
Mimosa pigra,L.,Senegal,Plantae,terrestrial,Alien
Mimosa pigra,L.,Sierra Leone,Plantae,terrestrial,Alien
Mimosa pigra,L.,Somalia,Plantae,terrestrial,Alien
Mimosa pigra,L.,South Africa,Plantae,terrestrial,Alien
Mimosa pigra,L.,Sudan,Plantae,terrestrial,Alien
Mimosa pigra,L.,Togo,Plantae,terrestrial,Alien
Mimosa pigra,L.,Zambia,Plantae,terrestrial,Alien
Mimosa pigra,L.,Ethiopia,Plantae,terrestrial,Alien
Mimosa pigra,L.,Kenya,Plantae,terrestrial,Alien
Mimosa pigra,L.,Uganda,Plantae,terrestrial,Alien
Mimosa pigra,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Mimosa pudica,L.,Burundi,Plantae,terrestrial,Alien
Mimosa pudica,L.,Cameroon,Plantae,terrestrial,Alien
Mimosa pudica,L.,Comoros,Plantae,terrestrial,Alien
Mimosa pudica,L.,Gambia (the),Plantae,terrestrial,Alien
Mimosa pudica,L.,Ghana,Plantae,terrestrial,Alien
Mimosa pudica,L.,Guinea,Plantae,terrestrial,Alien
Mimosa pudica,L.,Madagascar,Plantae,terrestrial,Alien
Mimosa pudica,L.,Mauritius,Plantae,terrestrial,Alien
Mimosa pudica,L.,Nigeria,Plantae,terrestrial,Alien
Mimosa pudica,L.,Senegal,Plantae,terrestrial,Alien
Mimosa pudica,L.,Seychelles,Plantae,terrestrial,Alien
Mimosa pudica,L.,Sierra Leone,Plantae,terrestrial,Alien
Mimosa pudica,L.,South Africa,Plantae,terrestrial,Alien
Mimosa pudica,L.,Zimbabwe,Plantae,terrestrial,Alien
Mimosa pudica,L.,Kenya,Plantae,terrestrial,Alien
Mimosa pudica,L.,Uganda,Plantae,terrestrial,Alien
Mimosa pudica,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Mimosa quadrivalvis,L.,Ghana,Plantae,terrestrial,Alien
Mimosa quadrivalvis,L.,Nigeria,Plantae,terrestrial,Alien
Mimusops coriacea,Miq. (A.DC.),Seychelles,Plantae,terrestrial,Alien
Mimusops elengi,L.,Seychelles,Plantae,terrestrial,Alien
Mina lobata,Cerv.,Zimbabwe,Plantae,terrestrial,Alien
Mina lobata,Cerv.,United Republic of Tanzania,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Algeria,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Burundi,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Equatorial Guinea,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Madagascar,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Seychelles,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,South Africa,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Zimbabwe,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Ethiopia,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Kenya,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,Uganda,Plantae,terrestrial,Alien
Mirabilis jalapa,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Mirofolliculina limnoriae,"Dons, 1928 (Giard, 1883)",South Africa,Chromista,marine,Alien
Misopates orontium,Raf. (L.),Burundi,Plantae,terrestrial,Alien
Misopates orontium,Raf. (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Misopates orontium,Raf. (L.),Madagascar,Plantae,terrestrial,Alien
Misopates orontium,Raf. (L.),Rwanda,Plantae,terrestrial,Alien
Misopates orontium,Raf. (L.),South Africa,Plantae,terrestrial,Alien
Mitracarpus hirtus,DC. (L.),Burundi,Plantae,terrestrial,Alien
Mitracarpus hirtus,DC. (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Mitracarpus hirtus,DC. (L.),Madagascar,Plantae,terrestrial,Alien
Mitracarpus hirtus,DC. (L.),Seychelles,Plantae,terrestrial,Alien
Mitrapus oblongus,"(Pillai, 1964)",Egypt,Animalia,marine,Alien
Mitrella psilla,"(Duclos, 1846)",Tunisia,Animalia,marine,Alien
Mnemiopsis leidyi,"A. Agassiz, 1865",Egypt,Animalia,marine,Alien
Modiola caroliniana,G. Don fil. (L.),South Africa,Plantae,terrestrial,Alien
Moenchia erecta,NA,South Africa,Plantae,terrestrial,Alien
Molineria capitulata,Herb. (Lour.),South Africa,Plantae,terrestrial,Alien
Mollugo cerviana,Ser. (L.),Chad,Plantae,terrestrial,Alien
Mollugo nudicaulis,Lam.,Burundi,Plantae,terrestrial,Alien
Mollugo nudicaulis,Lam.,Chad,Plantae,terrestrial,Alien
Mollugo nudicaulis,Lam.,Seychelles,Plantae,terrestrial,Alien
Mollugo nudicaulis,Lam.,South Africa,Plantae,terrestrial,Alien
Mollugo nudicaulis,L.,Swaziland,Plantae,terrestrial,Alien
Mollugo verticillata,L.,Angola,Plantae,terrestrial,Alien
Momordica balsamina,L.,Chad,Plantae,terrestrial,Alien
Momordica charantia,L.,Chad,Plantae,terrestrial,Alien
Momordica charantia,L.,Mauritius,Plantae,terrestrial,Alien
Momordica charantia,L.,Seychelles,Plantae,terrestrial,Alien
Momordica charantia,L.,South Africa,Plantae,terrestrial,Alien
Monetaria annulus,"Linnaeus, 1758",Libya,Animalia,marine,Cryptogenic/Uncertain
Monetaria annulus,"Linnaeus, 1758",Tunisia,Animalia,marine,Alien
Monochoria vaginalis,C.Presl (Burm. f.),South Africa,Plantae,freshwater,Alien
Monomorium destructor,"(Jerdon, 1851)",Angola,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Democratic Republic of the Congo,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Ghana,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Guinea,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Mozambique,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Nigeria,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Somalia,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Sudan,Animalia,terrestrial,Alien
Monomorium destructor,"(Jerdon, 1851)",Ethiopia,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Mauritius,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Nigeria,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Togo,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",United Republic of Tanzania,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Angola,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Cameroon,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Equatorial Guinea,Animalia,terrestrial,Alien
Monomorium floricola,"(Jerdon, 1851)",Ghana,Animalia,terrestrial,Alien
Monomorium pharaonis,"Linnaeus, 1758",Egypt,Animalia,terrestrial,Alien
Monomorium pharaonis,"Linnaeus, 1758",Gabon,Animalia,terrestrial,Alien
Monstera deliciosa,Liebm.,Seychelles,Plantae,terrestrial,Alien
Monstera deliciosa,Liebm.,South Africa,Plantae,terrestrial,Alien
Monstera deliciosa,Liebm.,Kenya,Plantae,terrestrial,Alien
Montanoa hibiscifolia,Standl. (Benth.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Montanoa hibiscifolia,Standl. (Benth.),South Africa,Plantae,terrestrial,Alien
Montanoa hibiscifolia,Standl. (Benth.),Zimbabwe,Plantae,terrestrial,Alien
Montanoa hibiscifolia,Standl. (Benth.),Kenya,Plantae,terrestrial,Alien
Montanoa hibiscifolia,Standl. (Benth.),Uganda,Plantae,terrestrial,Alien
Montanoa hibiscifolia,Standl. (Benth.),United Republic of Tanzania,Plantae,terrestrial,Alien
Montivipera raddei,"(Boettger, 1890)",South Africa,Animalia,terrestrial,Alien
Morelia amethistina,"(Schneider, 1801)",South Africa,Animalia,terrestrial,Alien
Morelia bredli,"(Gow, 1981)",South Africa,Animalia,terrestrial,Alien
Morelia spilota,"Werner, 1910",South Africa,Animalia,terrestrial,Alien
Morelia viridis,"(Schlegel, 1872)",South Africa,Animalia,terrestrial,Alien
Moringa oleifera,Lam.,Burundi,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Cameroon,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Chad,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Comoros,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Madagascar,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Seychelles,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,South Africa,Plantae,terrestrial,Alien
Moringa oleifera,Lam.,Zimbabwe,Plantae,terrestrial,Alien
Moringa ovalifolia,Dinter & Berger,Botswana,Plantae,terrestrial,Alien
Morus alba,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Morus alba,L.,Egypt,Plantae,terrestrial,Alien
Morus alba,L.,Madagascar,Plantae,terrestrial,Alien
Morus alba,L.,Mauritius,Plantae,terrestrial,Alien
Morus alba,L.,Seychelles,Plantae,terrestrial,Alien
Morus alba,L.,South Africa,Plantae,terrestrial,Alien
Morus australis,Poir.,Zimbabwe,Plantae,terrestrial,Alien
Morus nigra,L.,Botswana,Plantae,terrestrial,Alien
Morus spp.,"Vieillot, 1816",Kenya,Plantae,terrestrial,Alien
Mucuna pruriens,DC. (L.),Comoros,Plantae,terrestrial,Alien
Mucuna pruriens,DC. (L.),Nigeria,Plantae,terrestrial,Alien
Mucuna pruriens,L.H.Bailey (Wall. ex Wight),Seychelles,Plantae,terrestrial,Alien
Mucuna pruriens utilis,L.) DC.,Chad,Plantae,terrestrial,Alien
Mucuna pruriens var. pruriens,NA,Burundi,Plantae,terrestrial,Alien
Mucuna pruriens var. pruriens,NA,Chad,Plantae,terrestrial,Alien
Muehlenbeckia platyclados,L. H. Bailey (F.Müll.),Madagascar,Plantae,terrestrial,Alien
Muehlenbeckia platyclados,L. H. Bailey (F.Müll.),Seychelles,Plantae,terrestrial,Alien
Muehlenbeckia platyclados,L. H. Bailey (F.Müll.),South Africa,Plantae,terrestrial,Alien
Mukia maderaspatana,M.Roem. (L.),Chad,Plantae,terrestrial,Alien
Muntingia calabura,L.,Seychelles,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Angola,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Benin,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Burkina Faso,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Burundi,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Cameroon,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Chad,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Ghana,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Guinea,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Guinea-Bissau,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Madagascar,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Mauritius,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Nigeria,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Sierra Leone,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Kenya,Plantae,terrestrial,Alien
Murdannia nudiflora,Brenan (L.),Uganda,Plantae,terrestrial,Alien
Murdannia simplex,Brenan (Vahl),Madagascar,Plantae,terrestrial,Alien
Murex forskoehlii,"Röding, 1796",Egypt,Animalia,marine,Alien
Murraya koenigii,Spreng. (L.),Seychelles,Plantae,terrestrial,Alien
Murraya paniculata,Jack (L.),Madagascar,Plantae,terrestrial,Alien
Murraya paniculata,Jack (L.),Seychelles,Plantae,terrestrial,Alien
Murraya paniculata,Jack (L.),South Africa,Plantae,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",Egypt,Animalia,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",Mauritius,Animalia,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",Namibia,Animalia,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",Niger,Animalia,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",Sao Tome and Principe,Animalia,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",Seychelles,Animalia,terrestrial,Alien
Mus musculus,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Musa acuminata,Colla,Botswana,Plantae,terrestrial,Alien
Musa acuminata,Colla,Burundi,Plantae,terrestrial,Alien
Musa paradisiaca,L.,Chad,Plantae,terrestrial,Alien
Musa paradisiaca,L.,Seychelles,Plantae,terrestrial,Alien
Musa paradisiaca,L.,Burundi,Plantae,terrestrial,Alien
Musculista senhousia,"(Benson, 1842)",Egypt,Animalia,marine,Alien
Musculista senhousia,"(Benson, 1842)",United Republic of Tanzania,Animalia,marine,Alien
Mussaenda erythrophylla,Schumach. & Thonn.,Seychelles,Plantae,terrestrial,Alien
Mussaenda frondosa,L.,Seychelles,Plantae,terrestrial,Alien
Mussaenda frondosa,L.,South Africa,Plantae,terrestrial,Alien
Mussaenda philippica,A.Rich.,Seychelles,Plantae,terrestrial,Alien
Mustela nivalis,"Linnaeus, 1766",Sao Tome and Principe,Animalia,terrestrial,Alien
Mycale erythraeana,"(Row, 1911)",Egypt,Animalia,marine,Alien
Mycosphaerella cryptica,"Hansf., 1956 (Cooke)",South Africa,Fungi,host,Alien
Mycosphaerella fijiensis,"M. Morelet, 1969",Kenya,Fungi,host,Alien
Myiopsitta monachus,"(Boddaert, 1783)",Kenya,Animalia,terrestrial,Alien
Mylopharyngodon piceus,"(Richardson, 1846)",Egypt,Animalia,freshwater,Alien
Mylopharyngodon piceus,"(Richardson, 1846)",Morocco,Animalia,freshwater,Alien
Myoporum insulare,R. Br.,South Africa,Plantae,terrestrial,Alien
Myoporum laetum,G. Forst.,South Africa,Plantae,terrestrial,Alien
Myoporum tenuifolium,G. Forster,Namibia,Plantae,terrestrial,Alien
Myoporum tenuifolium,G. Forster,South Africa,Plantae,terrestrial,Alien
Myosotis arvensis,Hill (L.),South Africa,Plantae,terrestrial,Alien
Myosotis discolor,Pers.,South Africa,Plantae,terrestrial,Alien
Myosotis sylvatica,Ehrh. ex Hoffm.,South Africa,Plantae,terrestrial,Alien
Myosurus minimus,L.,South Africa,Plantae,terrestrial,Alien
Myra subgranulata,"Kossmann, 1877",Egypt,Animalia,marine,Alien
Myrcianthes fragrans,(Sw.) McVaugh,Seychelles,Plantae,terrestrial,Alien
Myriophyllum aquaticum,Verdc. (Vell.),Botswana,Plantae,freshwater,Alien
Myriophyllum aquaticum,Verdc. (Vell.),Namibia,Plantae,freshwater,Alien
Myriophyllum aquaticum,Verdc. (Vell.),South Africa,Plantae,freshwater,Alien
Myriophyllum aquaticum,Verdc. (Vell.),Zambia,Plantae,freshwater,Alien
Myriophyllum aquaticum,Verdc. (Vell.),Zimbabwe,Plantae,freshwater,Alien
Myriophyllum aquaticum,Verdc. (Vell.),Kenya,Plantae,freshwater,Alien
Myriophyllum aquaticum,Verdc. (Vell.),United Republic of Tanzania,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Botswana,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Egypt,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Namibia,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,South Africa,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Swaziland,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Zambia,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Zimbabwe,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Ethiopia,Plantae,freshwater,Alien
Myriophyllum spicatum,L.,Kenya,Plantae,freshwater,Alien
Myristica fragrans,Houtt.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Myristica fragrans,Houtt.,Seychelles,Plantae,terrestrial,Alien
Myroxylon balsamum,Harms (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Myroxylon balsamum,Harms (L.),Ghana,Plantae,terrestrial,Alien
Myroxylon balsamum,Harms (L.),Sierra Leone,Plantae,terrestrial,Alien
Myroxylon balsamum,Harms (L.),Uganda,Plantae,terrestrial,Alien
Myrtillocactus geometrizans,Console (Mart. ex Pfeiff.),South Africa,Plantae,terrestrial,Alien
Mythimna unipuncta,"(Haworth, 1809)",Morocco,Animalia,terrestrial,Alien
Mytilus galloprovincialis,"Lamarck, 1819",Namibia,Animalia,marine,Alien
Mytilus galloprovincialis,"Lamarck, 1819",South Africa,Animalia,marine,Alien
Myzus persicae,"(Sulzer, 1776)",South Africa,Animalia,host,Alien
Naja haje,"Laurenti, 1768",South Africa,Animalia,terrestrial,Alien
Naja kaouthia,"Lesson, 1831",South Africa,Animalia,terrestrial,Alien
Naja melanoleuca,"Hallowell, 1857",South Africa,Animalia,terrestrial,Alien
Naja pallida,"Boulenger, 1896",South Africa,Animalia,terrestrial,Alien
Naja siamensis,"Laurenti, 1768",South Africa,Animalia,terrestrial,Alien
Naja sputatrix,"Boie, 1827",South Africa,Animalia,terrestrial,Alien
Nala lividipes,"(Dufour, 1820)",South Africa,Animalia,terrestrial,Alien
Nandina domestica,Thunb.,South Africa,Plantae,terrestrial,Alien
Napoleonaea heudelotii,A.Juss.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Napoleonaea imperialis,P.Beauv.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Nassella neesiana,Barkworth (Trin. & Rupr.),South Africa,Plantae,terrestrial,Alien
Nassella tenuissima,Barkworth (Trin.),South Africa,Plantae,terrestrial,Alien
Nassella trichotoma,Hack. & Arechav. (Nees),South Africa,Plantae,terrestrial,Alien
Nasturtium officinale,W.T. Aiton,Seychelles,Plantae,terrestrial,Alien
Nasturtium officinale,W.T. Aiton,South Africa,Plantae,freshwater,Alien
Neanthes willeyi,"(Day, 1934)",Egypt,Animalia,marine,Alien
Neanura muscorum,"(Templeton, 1835)",South Africa,Animalia,terrestrial,Alien
Neltumius arizonensis,"(Schaeffer, 1904)",Namibia,Animalia,terrestrial,Alien
Neltumius arizonensis,"(Schaeffer, 1904)",South Africa,Animalia,terrestrial,Alien
Nemipterus randalli,"Russell, 1986",Egypt,Animalia,marine,Alien
Neochetina bruchi,"Hustache, 1926",South Africa,Animalia,terrestrial,Alien
Neochetina eichhorniae,"Warner, 1970",South Africa,Animalia,terrestrial,Alien
Neodexiospira brasiliensis,"(Grube, 1872)",South Africa,Animalia,marine,Alien
Neohydronomus pulchellus,"Hustache, 1926",South Africa,Animalia,terrestrial,Alien
Neomarica caerulea,Sprague (Ker Gawl.),South Africa,Plantae,terrestrial,Alien
Neomarica longifolia,Sprague (Link & Otto),Seychelles,Plantae,terrestrial,Alien
Neomarica northiana,Sprague (Schneev.),Seychelles,Plantae,terrestrial,Alien
Neonotonia wightii,J.A.Lackey (Wight & Arn.),South Africa,Plantae,terrestrial,Alien
Nephelium lappaceum,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Nephelium lappaceum,L.,Seychelles,Plantae,terrestrial,Alien
Nephrolepis cordifolia,C. Presl (L.),South Africa,Plantae,terrestrial,Alien
Nephrolepis cordifolia,C. Presl (L.),Kenya,Plantae,terrestrial,Alien
Nephrolepis exaltata,Schott (L.),Seychelles,Plantae,terrestrial,Alien
Nephrolepis exaltata,Schott (L.),South Africa,Plantae,terrestrial,Alien
Nephrolepis exaltata,Schott (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Nephrolepis exaltata,Schott,Swaziland,Plantae,terrestrial,Alien
Nephrolepis falcata,C. Chr. (Cav.),Seychelles,Plantae,terrestrial,Alien
Nephrolepis undulata,J. Sm. (Afzel. ex Sw.),United Republic of Tanzania,Plantae,terrestrial,Alien
Nereis gilchristi,"Day, 1967",Egypt,Animalia,marine,Alien
Nereis persica,"Fauvel, 1911",Egypt,Animalia,marine,Alien
Nerita sanguinolenta,"Menke, 1829",Libya,Animalia,marine,Alien
Nerium oleander,L.,Botswana,Plantae,terrestrial,Alien
Nerium oleander,L.,Chad,Plantae,terrestrial,Alien
Nerium oleander,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Nerium oleander,L.,Rwanda,Plantae,terrestrial,Alien
Nerium oleander,L.,Seychelles,Plantae,terrestrial,Alien
Nerium oleander,L.,South Africa,Plantae,terrestrial,Alien
Nerium oleander,L.,Kenya,Plantae,terrestrial,Alien
Neslia paniculata,Desv. (L.),South Africa,Plantae,terrestrial,Alien
Newcastle disease virus,NA,Botswana,Viruses,host,Cryptogenic/Uncertain
Newcastle disease virus,NA,Senegal,Viruses,host,Cryptogenic/Uncertain
Nicandra physalodes,Gaertn. (L.),Madagascar,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Rwanda,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),South Africa,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Swaziland,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Zambia,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Zimbabwe,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Kenya,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Uganda,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Nicandra physalodes,Gaertn. (L.),Burundi,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Algeria,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Botswana,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Egypt,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Eritrea,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Morocco,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Mozambique,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Namibia,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Rwanda,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,South Africa,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Tunisia,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Zambia,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Zimbabwe,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Ethiopia,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Kenya,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,Uganda,Plantae,terrestrial,Alien
Nicotiana glauca,Graham,United Republic of Tanzania,Plantae,terrestrial,Alien
Nicotiana glauca,L.,Swaziland,Plantae,terrestrial,Alien
Nicotiana longiflora,Cav.,South Africa,Plantae,terrestrial,Alien
Nicotiana rustica,L.,Chad,Plantae,terrestrial,Alien
Nicotiana rustica,L.,Zimbabwe,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Burundi,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Chad,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Madagascar,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Rwanda,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Seychelles,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,South Africa,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Swaziland,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Tunisia,Plantae,terrestrial,Alien
Nicotiana tabacum,L.,Zimbabwe,Plantae,terrestrial,Alien
Nierembergia hippomanica,Miers,Zimbabwe,Plantae,terrestrial,Alien
Nierembergia linariifolia,R. Grah.,South Africa,Plantae,terrestrial,Alien
Nierembergia linariifolia var. glabriuscula,A.A. Cocucci & A.T. Hunziker (Dun.),South Africa,Plantae,terrestrial,Alien
Nopalea cochenillifera,Salm-Dyck (L.),South Africa,Plantae,terrestrial,Alien
Noronhia emarginata,Poir. (Lam.),Seychelles,Plantae,terrestrial,Alien
Nothobomolochus fradei,"Marquès, 1965",Egypt,Animalia,marine,Alien
Nothoscordum borbonicum,Kunth,Algeria,Plantae,terrestrial,Alien
