Category,Subcategory,country_iso3,region_code,population,hoursPerDayCombined,uncertaintyCombined
Maintenance of surroundings,Waste management,ITA,EU_S,59325232,0.02,5.288937031197622e-6
Somatic maintenance,Physical child care,ITA,EU_S,59325232,0.19,2.2326276639227e-4
Somatic maintenance,Health care,ITA,EU_S,59325232,0.17,4.1228798654685e-4
Somatic maintenance,Hygiene & grooming,ITA,EU_S,59325232,0.96,0.00172149196330255
Deliberate neural restructuring,Schooling & research,ITA,EU_S,59325232,0.79,8.994442141317e-4
Deliberate neural restructuring,Religious practice,ITA,EU_S,59325232,0.11,5.461918633089708e-5
Organization,Human transportation,ITA,EU_S,59325232,1.03,0.00244356779704959
Organization,Material transportation,ITA,EU_S,59325232,0.37,0.00209687661845172
Organization,Allocation,ITA,EU_S,59325232,1.19,0.00821571219953948
Experience oriented,Social,ITA,EU_S,59325232,0.79,0.00185115563676947
Experience oriented,Active recreation,ITA,EU_S,59325232,0.66,4.2057883131638e-4
Experience oriented,Meals,ITA,EU_S,59325232,2.01,0.0083092901573867
Experience oriented,Passive,ITA,EU_S,59325232,2.93,0.00827673528668613
Experience oriented,Interactive,ITA,EU_S,59325232,0.67,6.0391610230147e-4
Food provision,Food preparation,JAM,AM_C,2948277,1.18,0.2300999428994252
Food provision,Food growth & collection,JAM,AM_C,2948277,0.53,0.02994640599258151
Food provision,Food processing,JAM,AM_C,2948277,0,0.0075264607911538
Nonfood provision,Materials,JAM,AM_C,2948277,0.1,0.00228892519226981
Nonfood provision,Energy,JAM,AM_C,2948277,0.06,0.0036312949706099
Technosphere modification,Infrastructure,JAM,AM_C,2948277,0.08,9.7206594500222e-4
Technosphere modification,Buildings,JAM,AM_C,2948277,0.24,0.01409384218413413
Technosphere modification,Artifacts,JAM,AM_C,2948277,0.31,0.01590693347065338
Maintenance of surroundings,Inhabited environment,JAM,AM_C,2948277,1.31,0.20791362563068225
Somatic maintenance,Sleep & bedrest,JAM,AM_C,2948277,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,JAM,AM_C,2948277,0,6.55949477531e-4
Somatic maintenance,Physical child care,JAM,AM_C,2948277,0.7,0.07099217401416259
Somatic maintenance,Health care,JAM,AM_C,2948277,0.45,0.04424365412380247
Somatic maintenance,Hygiene & grooming,JAM,AM_C,2948277,0.93,3.0209112897407877
Deliberate neural restructuring,Schooling & research,JAM,AM_C,2948277,1.27,0.31075440695908035
Deliberate neural restructuring,Religious practice,JAM,AM_C,2948277,0.24,0.15335334902836878
Organization,Human transportation,JAM,AM_C,2948277,0.76,0.5994091515254594
Organization,Material transportation,JAM,AM_C,2948277,0.14,0.03992594454706932
Organization,Allocation,JAM,AM_C,2948277,1.45,0.12252645983618704
Experience oriented,Social,JAM,AM_C,2948277,0.98,0.9608391494708076
Experience oriented,Active recreation,JAM,AM_C,2948277,0.44,0.1005931058616622
Experience oriented,Meals,JAM,AM_C,2948277,1.27,3.2601218279034234
Experience oriented,Passive,JAM,AM_C,2948277,2.07,1.1259677444901748
Experience oriented,Interactive,JAM,AM_C,2948277,1.26,0.5710955979173719
Food provision,Food preparation,JOR,AS_W,10101697,0.89,0.1887338220093442
Food provision,Food growth & collection,JOR,AS_W,10101697,0.11,0.02493759913279374
Food provision,Food processing,JOR,AS_W,10101697,0.05,0.00622278053734961
Nonfood provision,Materials,JOR,AS_W,10101697,0.02,7.0204527293173e-4
Nonfood provision,Energy,JOR,AS_W,10101697,0.02,0.00220286261704486
Technosphere modification,Infrastructure,JOR,AS_W,10101697,0.02,4.317018448195872e-5
Technosphere modification,Buildings,JOR,AS_W,10101697,0.21,0.0191597896740596
Technosphere modification,Artifacts,JOR,AS_W,10101697,0.19,0.01700314243082725
Maintenance of surroundings,Inhabited environment,JOR,AS_W,10101697,1.01,0.18948112940293507
Somatic maintenance,Sleep & bedrest,JOR,AS_W,10101697,9.45,1.334729314175462
Maintenance of surroundings,Waste management,JOR,AS_W,10101697,0,3.610351289666455e-5
Somatic maintenance,Physical child care,JOR,AS_W,10101697,0.27,0.06369530653674242
Somatic maintenance,Health care,JOR,AS_W,10101697,0.14,0.04786655950559784
Somatic maintenance,Hygiene & grooming,JOR,AS_W,10101697,0.85,0.10398213927477792
Deliberate neural restructuring,Schooling & research,JOR,AS_W,10101697,0.96,0.28369712067188096
Deliberate neural restructuring,Religious practice,JOR,AS_W,10101697,0.47,0.15517651177340988
Organization,Human transportation,JOR,AS_W,10101697,0.76,0.12211032897664006
Organization,Material transportation,JOR,AS_W,10101697,0.19,0.03726044186230149
Organization,Allocation,JOR,AS_W,10101697,1.04,0.11274909810413454
Experience oriented,Social,JOR,AS_W,10101697,1.09,0.5899711468569436
Experience oriented,Active recreation,JOR,AS_W,10101697,0.49,0.09972736204976725
Experience oriented,Meals,JOR,AS_W,10101697,1.79,0.3542060233710226
Experience oriented,Passive,JOR,AS_W,10101697,3.08,0.939195523422934
Experience oriented,Interactive,JOR,AS_W,10101697,0.89,0.3497806553712363
Food provision,Food preparation,JPN,AS_E,127763267,0.57,0.02320325303302758
Food provision,Food growth & collection,JPN,AS_E,127763267,0.13,6.0296363885481e-4
Food provision,Food processing,JPN,AS_E,127763267,0.08,0.00168352348624263
Nonfood provision,Materials,JPN,AS_E,127763267,0.01,5.551258549092175e-5
Nonfood provision,Energy,JPN,AS_E,127763267,0.02,9.9054485032482e-4
Technosphere modification,Infrastructure,JPN,AS_E,127763267,0.13,6.6200138210963e-4
Technosphere modification,Buildings,JPN,AS_E,127763267,0.35,0.02387048437556392
Technosphere modification,Artifacts,JPN,AS_E,127763267,0.64,0.01563407693409978
Maintenance of surroundings,Inhabited environment,JPN,AS_E,127763267,0.91,0.02241102535497613
Somatic maintenance,Sleep & bedrest,JPN,AS_E,127763267,8.01,0.49276325501285767
Maintenance of surroundings,Waste management,JPN,AS_E,127763267,0.02,2.0540825456283e-4
Somatic maintenance,Physical child care,JPN,AS_E,127763267,0.31,0.00102488178093988
Somatic maintenance,Health care,JPN,AS_E,127763267,0.5,0.00390580389327484
Somatic maintenance,Hygiene & grooming,JPN,AS_E,127763267,1.43,0.01592230700916479
Deliberate neural restructuring,Schooling & research,JPN,AS_E,127763267,0.86,0.00339356907411345
Deliberate neural restructuring,Religious practice,JPN,AS_E,127763267,0.04,5.1993275051828056e-5
Organization,Human transportation,JPN,AS_E,127763267,1.06,0.09459145303361367
Organization,Material transportation,JPN,AS_E,127763267,0.22,0.00415997040866595
Organization,Allocation,JPN,AS_E,127763267,1.48,0.0444108485717595
Experience oriented,Social,JPN,AS_E,127763267,0.34,7.481180742454e-4
Experience oriented,Active recreation,JPN,AS_E,127763267,0.31,4.6017916748313e-4
Experience oriented,Meals,JPN,AS_E,127763267,1.69,0.0239926319999405
Experience oriented,Passive,JPN,AS_E,127763267,3.89,0.06632278883174782
Experience oriented,Interactive,JPN,AS_E,127763267,1,0.00671718734327135
Food provision,Food preparation,KAZ,AS_C,18080023,0.52,0.3912834375168957
Food provision,Food growth & collection,KAZ,AS_C,18080023,0.45,0.03502104556560296
Food provision,Food processing,KAZ,AS_C,18080023,0.07,0.0125475767992089
Nonfood provision,Materials,KAZ,AS_C,18080023,0.11,0.00107267519979285
Nonfood provision,Energy,KAZ,AS_C,18080023,0.06,0.00233103072432796
Technosphere modification,Infrastructure,KAZ,AS_C,18080023,0.05,7.1469925111122e-4
Technosphere modification,Buildings,KAZ,AS_C,18080023,0.28,0.21581258968260184
Technosphere modification,Artifacts,KAZ,AS_C,18080023,0.3,0.21661762405286705
Maintenance of surroundings,Inhabited environment,KAZ,AS_C,18080023,1.07,0.4301107727959786
Somatic maintenance,Sleep & bedrest,KAZ,AS_C,18080023,8.74,3.6890812946211726
Maintenance of surroundings,Waste management,KAZ,AS_C,18080023,0.01,4.798048251111395e-5
Somatic maintenance,Physical child care,KAZ,AS_C,18080023,0.26,0.26948371495318457
Somatic maintenance,Health care,KAZ,AS_C,18080023,0.3,0.25061550404045757
Somatic maintenance,Hygiene & grooming,KAZ,AS_C,18080023,1.09,2.815489454876629
Deliberate neural restructuring,Schooling & research,KAZ,AS_C,18080023,1.64,0.31880721591814687
Deliberate neural restructuring,Religious practice,KAZ,AS_C,18080023,0.48,0.8297950091849251
Organization,Human transportation,KAZ,AS_C,18080023,0.97,3.5225617970458387
Organization,Material transportation,KAZ,AS_C,18080023,0.23,0.23589653243805175
Organization,Allocation,KAZ,AS_C,18080023,0.89,0.31829290360419976
Experience oriented,Social,KAZ,AS_C,18080023,1.14,1.3822271705178428
Experience oriented,Active recreation,KAZ,AS_C,18080023,0.51,0.8258559341103807
Experience oriented,Meals,KAZ,AS_C,18080023,1.56,3.0554905251880173
Experience oriented,Passive,KAZ,AS_C,18080023,2.25,1.6897203954995357
Experience oriented,Interactive,KAZ,AS_C,18080023,1.4,1.0736127766725243
Food provision,Food preparation,KEN,AF_E,52573967,0.79,0.2284698227146534
Food provision,Food growth & collection,KEN,AF_E,52573967,0.63,0.02520133349046572
Food provision,Food processing,KEN,AF_E,52573967,0.14,0.0092756180291029
Nonfood provision,Materials,KEN,AF_E,52573967,0.07,9.4380524390033e-4
Nonfood provision,Energy,KEN,AF_E,52573967,0.01,0.00218973352366483
Technosphere modification,Infrastructure,KEN,AF_E,52573967,0.03,2.2453296098723e-4
Technosphere modification,Buildings,KEN,AF_E,52573967,0.23,0.01272403451552957
Technosphere modification,Artifacts,KEN,AF_E,52573967,0.22,0.01593372239706536
Maintenance of surroundings,Inhabited environment,KEN,AF_E,52573967,0.9,0.22546018917953017
Somatic maintenance,Sleep & bedrest,KEN,AF_E,52573967,8.93,2.6149926440655356
Maintenance of surroundings,Waste management,KEN,AF_E,52573967,0.01,6.7286455543621e-4
Somatic maintenance,Physical child care,KEN,AF_E,52573967,0.3,0.06531607490724066
Somatic maintenance,Health care,KEN,AF_E,52573967,0.37,0.9656212621586152
Somatic maintenance,Hygiene & grooming,KEN,AF_E,52573967,1.08,1.022532170349615
Deliberate neural restructuring,Schooling & research,KEN,AF_E,52573967,1.16,0.28401828397342893
Deliberate neural restructuring,Religious practice,KEN,AF_E,52573967,0.15,0.15343997083980887
Organization,Human transportation,KEN,AF_E,52573967,1,1.0389605195110796
Organization,Material transportation,KEN,AF_E,52573967,0.37,0.07649743755611822
Organization,Allocation,KEN,AF_E,52573967,1.04,0.1449491486665577
Experience oriented,Social,KEN,AF_E,52573967,0.93,0.5942371699283586
Experience oriented,Active recreation,KEN,AF_E,52573967,0.39,0.10018199197348232
Experience oriented,Meals,KEN,AF_E,52573967,1.88,1.2620995678166318
Experience oriented,Passive,KEN,AF_E,52573967,2.25,1.8155632622560312
Experience oriented,Interactive,KEN,AF_E,52573967,1.1,0.3508473133847705
Food provision,Food preparation,KGZ,AS_C,5422298,0.47,0.2069476819955258
Food provision,Food growth & collection,KGZ,AS_C,5422298,0.67,0.01158450099742379
Food provision,Food processing,KGZ,AS_C,5422298,0.09,0.00638599405657929
Nonfood provision,Materials,KGZ,AS_C,5422298,0.03,9.336312639951472e-5
Nonfood provision,Energy,KGZ,AS_C,5422298,0,1.8458742500414513e-7
Technosphere modification,Infrastructure,KGZ,AS_C,5422298,0.02,6.744493862811238e-5
Technosphere modification,Buildings,KGZ,AS_C,5422298,0.2,0.2030479989112993
Technosphere modification,Artifacts,KGZ,AS_C,5422298,0.41,0.20451467164792375
Maintenance of surroundings,Inhabited environment,KGZ,AS_C,5422298,1.19,0.24996702699641044
Somatic maintenance,Sleep & bedrest,KGZ,AS_C,5422298,8.74,2.876500762809154
Maintenance of surroundings,Waste management,KGZ,AS_C,5422298,0,0
Somatic maintenance,Physical child care,KGZ,AS_C,5422298,0.25,0.2069444351242746
Somatic maintenance,Health care,KGZ,AS_C,5422298,0.24,0.2069432168673727
Somatic maintenance,Hygiene & grooming,KGZ,AS_C,5422298,1.09,2.7138840938929527
Deliberate neural restructuring,Schooling & research,KGZ,AS_C,5422298,1.45,0.03693181438758345
Deliberate neural restructuring,Religious practice,KGZ,AS_C,5422298,0.48,0.6771059951255637
Organization,Human transportation,KGZ,AS_C,5422298,0.92,3.4013864679001484
Organization,Material transportation,KGZ,AS_C,5422298,0.5,0.1996225182112907
Organization,Allocation,KGZ,AS_C,5422298,0.67,0.21015623006624704
Experience oriented,Social,KGZ,AS_C,5422298,1.11,0.7967780211719889
Experience oriented,Active recreation,KGZ,AS_C,5422298,0.52,0.7273511777071676
Experience oriented,Meals,KGZ,AS_C,5422298,1.56,2.71413635920508
Experience oriented,Passive,KGZ,AS_C,5422298,2.35,0.7994809632405094
Experience oriented,Interactive,KGZ,AS_C,5422298,1.45,0.7290611839512438
Food provision,Food preparation,KHM,AS_SE,16486542,0.54,0.2640960084272147
Food provision,Food growth & collection,KHM,AS_SE,16486542,1,0.02661644424136828
Food provision,Food processing,KHM,AS_SE,16486542,0.04,0.00616525039736326
Nonfood provision,Materials,KHM,AS_SE,16486542,0.07,0.00126352421341846
Nonfood provision,Energy,KHM,AS_SE,16486542,0.01,0.0021888226200508
Technosphere modification,Infrastructure,KHM,AS_SE,16486542,0.04,1.8014704974633e-4
Technosphere modification,Buildings,KHM,AS_SE,16486542,0.48,0.09191089605158996
Technosphere modification,Artifacts,KHM,AS_SE,16486542,0.59,0.01267808930503958
Maintenance of surroundings,Inhabited environment,KHM,AS_SE,16486542,0.49,0.2605833862116374
Somatic maintenance,Sleep & bedrest,KHM,AS_SE,16486542,8.5,6.99802455882193
Maintenance of surroundings,Waste management,KHM,AS_SE,16486542,0.01,8.69384117141662e-5
Somatic maintenance,Physical child care,KHM,AS_SE,16486542,0.26,0.06664140982380096
Somatic maintenance,Health care,KHM,AS_SE,16486542,0.37,5.064853895595642
Somatic maintenance,Hygiene & grooming,KHM,AS_SE,16486542,1.27,5.1192212038762595
Deliberate neural restructuring,Schooling & research,KHM,AS_SE,16486542,0.95,0.31010456789001234
Deliberate neural restructuring,Religious practice,KHM,AS_SE,16486542,0.04,0.15277926912014453
Organization,Human transportation,KHM,AS_SE,16486542,1.09,5.395020770736669
Organization,Material transportation,KHM,AS_SE,16486542,0.38,0.15434815312241792
Organization,Allocation,KHM,AS_SE,16486542,1.04,0.17826359437247236
Experience oriented,Social,KHM,AS_SE,16486542,0.68,0.607773427757021
Experience oriented,Active recreation,KHM,AS_SE,16486542,0.26,0.09915679468315867
Experience oriented,Meals,KHM,AS_SE,16486542,1.83,5.358899503128789
Experience oriented,Passive,KHM,AS_SE,16486542,3.45,6.167851820751947
Experience oriented,Interactive,KHM,AS_SE,16486542,0.61,0.3692915712274326
Food provision,Food preparation,KIR,AS_SE,117608,0.59,0.2763227808988583
Food provision,Food growth & collection,KIR,AS_SE,117608,0.85,0.24471212742422613
Food provision,Food processing,KIR,AS_SE,117608,0.1,0.00812283686488726
Nonfood provision,Materials,KIR,AS_SE,117608,0.07,0.00164092867169818
Nonfood provision,Energy,KIR,AS_SE,117608,0.02,0.0043969682777667
Technosphere modification,Infrastructure,KIR,AS_SE,117608,0.03,4.6879629773432e-4
Technosphere modification,Buildings,KIR,AS_SE,117608,0.4,0.10083719211889676
Technosphere modification,Artifacts,KIR,AS_SE,117608,0.49,0.07070417002755505
Maintenance of surroundings,Inhabited environment,KIR,AS_SE,117608,0.55,0.2654099617204562
Somatic maintenance,Sleep & bedrest,KIR,AS_SE,117608,8.5,6.99802455882193
Maintenance of surroundings,Waste management,KIR,AS_SE,117608,0.01,9.873410776395736e-5
Somatic maintenance,Physical child care,KIR,AS_SE,117608,0.26,0.06687510512602145
Somatic maintenance,Health care,KIR,AS_SE,117608,0.39,5.06555250138058
Somatic maintenance,Hygiene & grooming,KIR,AS_SE,117608,1.27,5.11927240356728
Deliberate neural restructuring,Schooling & research,KIR,AS_SE,117608,1.02,0.3150072739558116
Deliberate neural restructuring,Religious practice,KIR,AS_SE,117608,0.05,0.15280437271964803
Organization,Human transportation,KIR,AS_SE,117608,1.1,5.395264563294284
Organization,Material transportation,KIR,AS_SE,117608,0.39,0.15723368447477953
Organization,Allocation,KIR,AS_SE,117608,1.08,0.2737633915792533
Experience oriented,Social,KIR,AS_SE,117608,0.68,0.6078147129522378
Experience oriented,Active recreation,KIR,AS_SE,117608,0.26,0.09916244477380656
Experience oriented,Meals,KIR,AS_SE,117608,1.83,5.358899503128789
Experience oriented,Passive,KIR,AS_SE,117608,3.45,6.167919286793667
Experience oriented,Interactive,KIR,AS_SE,117608,0.59,0.3693687131530861
Food provision,Food preparation,KOR,AS_E,50607904,0.88,0.00316322610807585
Food provision,Food growth & collection,KOR,AS_E,50607904,0.23,2.8430387542713e-4
Food provision,Food processing,KOR,AS_E,50607904,0,8.335014592427756e-10
Nonfood provision,Materials,KOR,AS_E,50607904,0.03,7.091943104025804e-5
Nonfood provision,Energy,KOR,AS_E,50607904,0.02,1.557089845377947e-5
Technosphere modification,Infrastructure,KOR,AS_E,50607904,0.07,8.2568350988035e-4
Technosphere modification,Buildings,KOR,AS_E,50607904,0.16,0.00107137432809643
Technosphere modification,Artifacts,KOR,AS_E,50607904,0.61,0.00424810805339893
Maintenance of surroundings,Inhabited environment,KOR,AS_E,50607904,0.63,0.00195267798966737
Somatic maintenance,Sleep & bedrest,KOR,AS_E,50607904,8.36,0.5299757269317477
Maintenance of surroundings,Waste management,KOR,AS_E,50607904,0.02,7.89919415829152e-6
Somatic maintenance,Physical child care,KOR,AS_E,50607904,0.2,2.0253743661693e-4
Somatic maintenance,Health care,KOR,AS_E,50607904,0.15,4.4493138087695e-4
Somatic maintenance,Hygiene & grooming,KOR,AS_E,50607904,1.22,0.00850673920509195
Deliberate neural restructuring,Schooling & research,KOR,AS_E,50607904,1.4,0.00354297036445934
Deliberate neural restructuring,Religious practice,KOR,AS_E,50607904,0.2,1.4199855767766e-4
Organization,Human transportation,KOR,AS_E,50607904,1.61,0.00540628279825737
Organization,Material transportation,KOR,AS_E,50607904,0.22,0.00121052132494557
Organization,Allocation,KOR,AS_E,50607904,1.22,0.01036518836200913
Experience oriented,Social,KOR,AS_E,50607904,0.84,0.00245329593815959
Experience oriented,Active recreation,KOR,AS_E,50607904,0.59,7.3110253759477e-4
Experience oriented,Meals,KOR,AS_E,50607904,1.92,0.0192640533153568
Experience oriented,Passive,KOR,AS_E,50607904,2.46,0.03133547793608694
Experience oriented,Interactive,KOR,AS_E,50607904,0.96,0.00146327987004542
Food provision,Food preparation,KWT,AS_W,4207077,0.88,0.19069050959337097
Food provision,Food growth & collection,KWT,AS_W,4207077,0.36,0.09358224729548371
Food provision,Food processing,KWT,AS_W,4207077,0.04,0.00705444289885008
Nonfood provision,Materials,KWT,AS_W,4207077,0.04,0.00519525260306105
Nonfood provision,Energy,KWT,AS_W,4207077,0.03,0.0033838480088612
Technosphere modification,Infrastructure,KWT,AS_W,4207077,0.04,0.03480789257722431
Technosphere modification,Buildings,KWT,AS_W,4207077,0.21,0.2060596139451479
Technosphere modification,Artifacts,KWT,AS_W,4207077,0.31,0.03324835047545143
Maintenance of surroundings,Inhabited environment,KWT,AS_W,4207077,0.86,0.19125378145423716
Somatic maintenance,Sleep & bedrest,KWT,AS_W,4207077,9.45,1.334729314175462
Maintenance of surroundings,Waste management,KWT,AS_W,4207077,0.01,6.0267119257686826e-5
Somatic maintenance,Physical child care,KWT,AS_W,4207077,0.25,0.06385532888711636
Somatic maintenance,Health care,KWT,AS_W,4207077,0.13,0.04892242375630518
Somatic maintenance,Hygiene & grooming,KWT,AS_W,4207077,0.85,0.10397778934261744
Deliberate neural restructuring,Schooling & research,KWT,AS_W,4207077,0.93,0.2872182579006988
Deliberate neural restructuring,Religious practice,KWT,AS_W,4207077,0.47,0.15518190991036002
Organization,Human transportation,KWT,AS_W,4207077,0.77,0.12261703842431514
Organization,Material transportation,KWT,AS_W,4207077,0.21,0.03806304614462792
Organization,Allocation,KWT,AS_W,4207077,0.79,0.13350862880512102
Experience oriented,Social,KWT,AS_W,4207077,1.09,0.59014856218269
Experience oriented,Active recreation,KWT,AS_W,4207077,0.49,0.09973345989848711
Experience oriented,Meals,KWT,AS_W,4207077,1.79,0.3542060233710226
Experience oriented,Passive,KWT,AS_W,4207077,3.09,0.9392992610523984
Experience oriented,Interactive,KWT,AS_W,4207077,0.9,0.34992443825333464
Food provision,Food preparation,LAO,AS_SE,6953031,0.47,0.26436755171764836
Food provision,Food growth & collection,LAO,AS_SE,6953031,1.97,0.4702841262660499
Food provision,Food processing,LAO,AS_SE,6953031,0.03,0.00627822011031979
Nonfood provision,Materials,LAO,AS_SE,6953031,0.12,0.00339351409845477
Nonfood provision,Energy,LAO,AS_SE,6953031,0.02,0.00223610021291624
Technosphere modification,Infrastructure,LAO,AS_SE,6953031,0.01,2.7274377923055945e-5
Technosphere modification,Buildings,LAO,AS_SE,6953031,0.26,0.0931366781615243
Technosphere modification,Artifacts,LAO,AS_SE,6953031,0.18,0.01579516044221269
Maintenance of surroundings,Inhabited environment,LAO,AS_SE,6953031,0.48,0.2605971065675137
Somatic maintenance,Sleep & bedrest,LAO,AS_SE,6953031,8.5,6.99802455882193
Maintenance of surroundings,Waste management,LAO,AS_SE,6953031,0.01,8.986553191260296e-5
Somatic maintenance,Physical child care,LAO,AS_SE,6953031,0.26,0.06664141236162205
Somatic maintenance,Health care,LAO,AS_SE,6953031,0.38,5.064968197008094
Somatic maintenance,Hygiene & grooming,LAO,AS_SE,6953031,1.26,5.11915689744069
Deliberate neural restructuring,Schooling & research,LAO,AS_SE,6953031,0.99,0.3112724891497301
Deliberate neural restructuring,Religious practice,LAO,AS_SE,6953031,0.04,0.1527792559980406
Organization,Human transportation,LAO,AS_SE,6953031,1.08,5.394991917979018
Organization,Material transportation,LAO,AS_SE,6953031,0.28,0.15453682774761948
Organization,Allocation,LAO,AS_SE,6953031,0.85,0.23381755974305884
Experience oriented,Social,LAO,AS_SE,6953031,0.68,0.607773427757021
Experience oriented,Active recreation,LAO,AS_SE,6953031,0.26,0.09915781641539072
Experience oriented,Meals,LAO,AS_SE,6953031,1.83,5.358899503128789
Experience oriented,Passive,LAO,AS_SE,6953031,3.45,6.1678551222603435
Experience oriented,Interactive,LAO,AS_SE,6953031,0.59,0.3693001576711351
Food provision,Food preparation,LBN,AS_W,6855709,0.9,0.18876919605896705
Food provision,Food growth & collection,LBN,AS_W,6855709,0.1,0.02491954794599527
Food provision,Food processing,LBN,AS_W,6855709,0.08,0.00630315466697787
Nonfood provision,Materials,LBN,AS_W,6855709,0.01,6.9815786461499e-4
Nonfood provision,Energy,LBN,AS_W,6855709,0.02,0.00219970783026504
Technosphere modification,Infrastructure,LBN,AS_W,6855709,0.04,1.3662879223871e-4
Technosphere modification,Buildings,LBN,AS_W,6855709,0.22,0.01926416220813475
Technosphere modification,Artifacts,LBN,AS_W,6855709,0.21,0.01720004098981615
Maintenance of surroundings,Inhabited environment,LBN,AS_W,6855709,0.94,0.1887641474799696
Somatic maintenance,Sleep & bedrest,LBN,AS_W,6855709,9.45,1.334729314175462
Maintenance of surroundings,Waste management,LBN,AS_W,6855709,0,3.638634845098323e-5
Somatic maintenance,Physical child care,LBN,AS_W,6855709,0.26,0.0636282130409055
Somatic maintenance,Health care,LBN,AS_W,6855709,0.16,0.04792960711691881
Somatic maintenance,Hygiene & grooming,LBN,AS_W,6855709,0.86,0.10399353419428511
Deliberate neural restructuring,Schooling & research,LBN,AS_W,6855709,0.95,0.2836623941322995
Deliberate neural restructuring,Religious practice,LBN,AS_W,6855709,0.47,0.15517769138192578
Organization,Human transportation,LBN,AS_W,6855709,0.76,0.12211457761200988
Organization,Material transportation,LBN,AS_W,6855709,0.21,0.03734362481045036
Organization,Allocation,LBN,AS_W,6855709,0.99,0.11179961202054178
Experience oriented,Social,LBN,AS_W,6855709,1.09,0.5899715978546519
Experience oriented,Active recreation,LBN,AS_W,6855709,0.49,0.0997280846342377
Experience oriented,Meals,LBN,AS_W,6855709,1.79,0.3542060233710226
Experience oriented,Passive,LBN,AS_W,6855709,3.09,0.9391980242887646
Experience oriented,Interactive,LBN,AS_W,6855709,0.9,0.3497877731254527
Food provision,Food preparation,LBR,AF_W,4702224,0.63,0.18879534312293067
Food provision,Food growth & collection,LBR,AF_W,4702224,0.91,0.3296634690923032
Food provision,Food processing,LBR,AF_W,4702224,0.04,0.00641845860090337
Nonfood provision,Materials,LBR,AF_W,4702224,0.12,0.00574445691640701
Nonfood provision,Energy,LBR,AF_W,4702224,0.04,0.00268497504058533
Technosphere modification,Infrastructure,LBR,AF_W,4702224,0.01,4.406314593176732e-5
Technosphere modification,Buildings,LBR,AF_W,4702224,0.06,0.01250994687936605
Technosphere modification,Artifacts,LBR,AF_W,4702224,0.11,0.01658164506777901
Maintenance of surroundings,Inhabited environment,LBR,AF_W,4702224,0.62,0.18270943290426672
Somatic maintenance,Sleep & bedrest,LBR,AF_W,4702224,8.83,1.4426316795511047
Maintenance of surroundings,Waste management,LBR,AF_W,4702224,0.01,3.610323978078285e-5
Somatic maintenance,Physical child care,LBR,AF_W,4702224,0.3,0.06298999068199497
Somatic maintenance,Health care,LBR,AF_W,4702224,0.29,0.04474682249732249
Somatic maintenance,Hygiene & grooming,LBR,AF_W,4702224,0.99,0.10667176076791132
Deliberate neural restructuring,Schooling & research,LBR,AF_W,4702224,1.35,0.291913302603372
Deliberate neural restructuring,Religious practice,LBR,AF_W,4702224,0.24,0.1532396775110406
Organization,Human transportation,LBR,AF_W,4702224,0.96,0.1269094757255265
Organization,Material transportation,LBR,AF_W,4702224,0.27,0.04940635778876071
Organization,Allocation,LBR,AF_W,4702224,1.17,0.471894988741796
Experience oriented,Social,LBR,AF_W,4702224,1.55,0.593446171766409
Experience oriented,Active recreation,LBR,AF_W,4702224,0.42,0.09908946078670576
Experience oriented,Meals,LBR,AF_W,4702224,1.59,0.3498598373451376
Experience oriented,Passive,LBR,AF_W,4702224,2.31,0.9167292752863638
Experience oriented,Interactive,LBR,AF_W,4702224,1.19,0.35008063492278774
Food provision,Food preparation,LBY,AF_N,6777453,1.16,0.21522931590740532
Food provision,Food growth & collection,LBY,AF_N,6777453,0.36,0.5315158755423957
Food provision,Food processing,LBY,AF_N,6777453,0.03,0.01078144395093131
Nonfood provision,Materials,LBY,AF_N,6777453,0.06,0.00835740700573737
Nonfood provision,Energy,LBY,AF_N,6777453,0.04,0.00505586921811972
Technosphere modification,Infrastructure,LBY,AF_N,6777453,0.07,0.01509496554092543
Technosphere modification,Buildings,LBY,AF_N,6777453,0.23,0.0912173381753581
Technosphere modification,Artifacts,LBY,AF_N,6777453,0.24,0.11237718659348796
Maintenance of surroundings,Inhabited environment,LBY,AF_N,6777453,0.73,0.2006203903090206
Somatic maintenance,Sleep & bedrest,LBY,AF_N,6777453,9.33,1.398380964841321
Maintenance of surroundings,Waste management,LBY,AF_N,6777453,0.01,1.7716202974975e-4
Somatic maintenance,Physical child care,LBY,AF_N,6777453,0.2,0.0632846466378267
Somatic maintenance,Health care,LBY,AF_N,6777453,0.1,0.0615162098278777
Somatic maintenance,Hygiene & grooming,LBY,AF_N,6777453,0.79,0.10489341501496896
Deliberate neural restructuring,Schooling & research,LBY,AF_N,6777453,0.86,0.3050563661523419
Deliberate neural restructuring,Religious practice,LBY,AF_N,6777453,0.64,0.15489775205083048
Organization,Human transportation,LBY,AF_N,6777453,0.72,0.13050064507705258
Organization,Material transportation,LBY,AF_N,6777453,0.25,0.05798476658970019
Organization,Allocation,LBY,AF_N,6777453,0.71,0.31708198916535846
Experience oriented,Social,LBY,AF_N,6777453,1.35,0.5921359358295013
Experience oriented,Active recreation,LBY,AF_N,6777453,0.62,0.0995169403881362
Experience oriented,Meals,LBY,AF_N,6777453,1.57,0.3632820795591698
Experience oriented,Passive,LBY,AF_N,6777453,3.04,0.9279567865194728
