team_code,season,position_type,player_id,headshot,first_name,last_name,sweater_number,position_code,shoots_catches,height_in_inches,weight_in_pounds,height_in_centimeters,weight_in_kilograms,birth_date,birth_city,birth_country,birth_state_province
ARI,20142015,defensemen,8474638,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474638.png,Andrew,Campbell,28,D,L,76,205,193,93,1988-02-04,Caledonia,CAN,Ontario
ARI,20142015,defensemen,8476403,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476403.png,Klas,Dahlbeck,34,D,L,75,207,191,94,1991-07-06,Katrineholm,SWE,NA
ARI,20142015,defensemen,8475171,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475171.png,Oliver,Ekman-Larsson,23,D,L,74,200,188,91,1991-07-17,Karlskrona,SWE,NA
ARI,20142015,defensemen,8475759,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475759.png,Brandon,Gormley,33,D,L,74,196,188,89,1992-02-18,Murray River,CAN,Prince Edward Island
ARI,20142015,defensemen,8469760,https://assets.nhle.com/mugs/nhl/20142015/ARI/8469760.png,Zbynek,Michalek,4,D,R,74,210,188,95,1982-12-23,Jindrichuv Hradec,CZE,NA
ARI,20142015,defensemen,8475186,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475186.png,John,Moore,17,D,L,75,207,191,94,1990-11-19,Winnetka,USA,Illinois
ARI,20142015,defensemen,8476473,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476473.png,Connor,Murphy,5,D,R,76,212,193,96,1993-03-26,Dublin,USA,Ohio
ARI,20142015,defensemen,8470798,https://assets.nhle.com/mugs/nhl/20142015/ARI/8470798.png,Dylan,Reese,46,D,R,73,205,185,93,1984-08-29,Pittsburgh,USA,Pennsylvania
ARI,20142015,defensemen,8475194,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475194.png,Philip,Samuelsson,25,D,L,74,194,188,88,1991-07-26,Leksand,SWE,NA
ARI,20142015,defensemen,8473673,https://assets.nhle.com/mugs/nhl/20142015/ARI/8473673.png,David,Schlemko,6,D,L,73,191,185,87,1987-05-07,Edmonton,CAN,Alberta
ARI,20142015,defensemen,8474628,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474628.png,Michael,Stone,26,D,R,75,210,191,95,1990-06-07,Winnipeg,CAN,Manitoba
ARI,20142015,defensemen,8473589,https://assets.nhle.com/mugs/nhl/20142015/ARI/8473589.png,Chris,Summers,20,D,L,74,207,188,94,1988-02-05,Ann Arbor,USA,Michigan
ARI,20142015,defensemen,8471735,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471735.png,Keith,Yandle,3,D,L,73,192,185,87,1986-09-09,Boston,USA,Massachusetts
ARI,20142015,goalies,8475839,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475839.png,Louis,Domingue,35,G,R,75,208,191,94,1992-03-06,St-Hyacinthe,CAN,Quebec
ARI,20142015,goalies,8471227,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471227.png,Devan,Dubnyk,40,G,L,78,224,198,102,1986-05-04,Regina,CAN,Saskatchewan
ARI,20142015,goalies,8470093,https://assets.nhle.com/mugs/nhl/20142015/ARI/8470093.png,Mike,McKenna,43,G,R,74,183,188,83,1983-04-11,St. Louis,USA,Missouri
ARI,20142015,goalies,8469608,https://assets.nhle.com/mugs/nhl/20142015/ARI/8469608.png,Mike,Smith,41,G,L,77,220,196,100,1982-03-22,Kingston,CAN,Ontario
ARI,20152016,forwards,8474571,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474571.png,Mikkel,Boedker,89,L,L,71,207,180,94,1989-12-16,Brondby,DNK,NA
ARI,20152016,forwards,8471231,https://assets.nhle.com/mugs/nhl/20152016/ARI/8471231.png,Kyle,Chipchura,24,C,L,74,203,188,92,1986-02-19,Westlock,CAN,Alberta
ARI,20152016,forwards,8475414,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475414.png,Craig,Cunningham,22,L,R,70,184,178,83,1990-09-13,Trail,CAN,British Columbia
ARI,20152016,forwards,8477460,https://assets.nhle.com/mugs/nhl/20152016/ARI/8477460.png,Laurent,Dauphin,26,C,L,72,186,183,84,1995-03-27,Repentigny,CAN,Quebec
ARI,20152016,forwards,8462038,https://assets.nhle.com/mugs/nhl/20152016/ARI/8462038.png,Shane,Doan,19,R,R,73,223,185,101,1976-10-10,Halkirk,CAN,Alberta
ARI,20152016,forwards,8477503,https://assets.nhle.com/mugs/nhl/20152016/ARI/8477503.png,Max,Domi,16,L,L,70,194,178,88,1995-03-02,Winnipeg,CAN,Manitoba
ARI,20152016,forwards,8471703,https://assets.nhle.com/mugs/nhl/20152016/ARI/8471703.png,Steve,Downie,17,R,R,71,191,180,87,1987-04-03,Newmarket,CAN,Ontario
ARI,20152016,forwards,8477407,https://assets.nhle.com/mugs/nhl/20152016/ARI/8477407.png,Anthony,Duclair,10,L,L,71,197,180,89,1995-08-26,Pointe-Claire,CAN,Quebec
ARI,20152016,forwards,8477715,https://assets.nhle.com/mugs/nhl/20152016/ARI/8477715.png,Tyler,Gaudet,45,C,L,75,217,191,98,1993-04-04,Hamilton,CAN,Ontario
ARI,20152016,forwards,8470159,https://assets.nhle.com/mugs/nhl/20152016/ARI/8470159.png,Boyd,Gordon,15,C,R,72,200,183,91,1983-10-19,Unity,CAN,Saskatchewan
ARI,20152016,forwards,8471691,https://assets.nhle.com/mugs/nhl/20152016/ARI/8471691.png,Martin,Hanzal,11,C,L,78,230,198,104,1987-02-20,Pisek,CZE,NA
ARI,20152016,forwards,8474138,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474138.png,Dustin,Jeffrey,37,C,L,73,205,185,93,1988-02-27,Sarnia,CAN,Ontario
ARI,20152016,forwards,8476921,https://assets.nhle.com/mugs/nhl/20152016/ARI/8476921.png,Jordan,Martinook,48,L,L,72,196,183,89,1992-07-25,Brandon,CAN,Manitoba
ARI,20152016,forwards,8478928,https://assets.nhle.com/mugs/nhl/20152016/ARI/8478928.png,Sergei,Plotnikov,61,L,L,74,202,188,92,1990-06-03,Komsomolsk,RUS,NA
ARI,20152016,forwards,8470755,https://assets.nhle.com/mugs/nhl/20152016/ARI/8470755.png,Brad,Richardson,15,C,L,72,190,183,86,1985-02-04,Belleville,CAN,Ontario
ARI,20152016,forwards,8476356,https://assets.nhle.com/mugs/nhl/20152016/ARI/8476356.png,Tobias,Rieder,8,R,L,71,189,180,86,1993-01-10,Landshut,DEU,NA
ARI,20152016,forwards,8473722,https://assets.nhle.com/mugs/nhl/20152016/ARI/8473722.png,John,Scott,28,L,L,80,260,203,118,1982-09-26,Edmonton,CAN,Alberta
ARI,20152016,forwards,8478137,https://assets.nhle.com/mugs/nhl/20152016/ARI/8478137.png,Jiri,Sekac,36,L,L,73,185,185,84,1992-06-10,Kladno,CZE,NA
ARI,20152016,forwards,8474554,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474554.png,Eric,Selleck,42,L,L,74,208,188,94,1987-10-20,Brockville,CAN,Ontario
ARI,20152016,forwards,8467338,https://assets.nhle.com/mugs/nhl/20152016/ARI/8467338.png,Alex,Tanguay,40,L,L,73,194,185,88,1979-11-21,Ste-Justine,CAN,Quebec
ARI,20152016,forwards,8475749,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475749.png,Christian,Thomas,38,L,R,69,175,175,79,1992-05-26,Toronto,CAN,Ontario
ARI,20152016,forwards,8474588,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474588.png,Viktor,Tikhonov,9,R,R,74,189,188,86,1988-05-12,Riga,LVA,NA
ARI,20152016,forwards,8468535,https://assets.nhle.com/mugs/nhl/20152016/ARI/8468535.png,Antoine,Vermette,50,C,L,73,197,185,89,1982-07-20,St. Agapit,CAN,Quebec
ARI,20152016,forwards,8471856,https://assets.nhle.com/mugs/nhl/20152016/ARI/8471856.png,Joe,Vitale,14,C,R,71,205,180,93,1985-08-20,St. Louis,USA,Missouri
ARI,20152016,defensemen,8475246,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475246.png,Kevin,Connauton,44,D,L,74,205,188,93,1990-02-23,Edmonton,CAN,Alberta
ARI,20152016,defensemen,8476403,https://assets.nhle.com/mugs/nhl/20152016/ARI/8476403.png,Klas,Dahlbeck,34,D,L,75,207,191,94,1991-07-06,Katrineholm,SWE,NA
ARI,20152016,defensemen,8475171,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475171.png,Oliver,Ekman-Larsson,23,D,L,74,200,188,91,1991-07-17,Karlskrona,SWE,NA
ARI,20152016,defensemen,8475206,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475206.png,Stefan,Elliott,45,D,R,73,190,185,86,1991-01-30,Vancouver,CAN,British Columbia
ARI,20152016,defensemen,8474005,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474005.png,Alex,Grant,47,D,R,75,210,191,95,1989-01-20,Antigonish,CAN,Nova Scotia
ARI,20152016,defensemen,8471269,https://assets.nhle.com/mugs/nhl/20152016/ARI/8471269.png,Nicklas,Grossmann,2,D,L,76,230,193,104,1985-01-22,Stockholm,SWE,NA
ARI,20152016,defensemen,8469760,https://assets.nhle.com/mugs/nhl/20152016/ARI/8469760.png,Zbynek,Michalek,4,D,R,74,210,188,95,1982-12-23,Jindrichuv Hradec,CZE,NA
ARI,20152016,defensemen,8476473,https://assets.nhle.com/mugs/nhl/20152016/ARI/8476473.png,Connor,Murphy,5,D,R,76,212,193,96,1993-03-26,Dublin,USA,Ohio
ARI,20152016,defensemen,8475194,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475194.png,Philip,Samuelsson,25,D,L,74,194,188,88,1991-07-26,Leksand,SWE,NA
ARI,20152016,defensemen,8474628,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474628.png,Michael,Stone,26,D,R,75,210,191,95,1990-06-07,Winnipeg,CAN,Manitoba
ARI,20152016,defensemen,8475797,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475797.png,Jarred,Tinordi,28,D,L,78,229,198,104,1992-02-20,Millersville,USA,Maryland
ARI,20152016,goalies,8475839,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475839.png,Louis,Domingue,35,G,R,75,208,191,94,1992-03-06,St-Hyacinthe,CAN,Quebec
ARI,20152016,goalies,8474765,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474765.png,Anders,Lindback,29,G,L,78,215,198,98,1988-05-03,Gavle,SWE,NA
ARI,20152016,goalies,8469608,https://assets.nhle.com/mugs/nhl/20152016/ARI/8469608.png,Mike,Smith,41,G,L,77,220,196,100,1982-03-22,Kingston,CAN,Ontario
ARI,20152016,goalies,8478999,https://assets.nhle.com/mugs/nhl/20152016/ARI/8478999.png,Niklas ,Treutle,60,G,L,74,185,188,84,1991-04-29,Nuremberg,DEU,NA
ARI,20162017,forwards,8475788,https://assets.nhle.com/mugs/nhl/20162017/ARI/8475788.png,Alexander,Burmistrov,91,C,L,73,180,185,82,1991-10-21,Kazan,RUS,NA
ARI,20162017,forwards,8478474,https://assets.nhle.com/mugs/nhl/20162017/ARI/8478474.png,Lawson,Crouse,67,L,L,76,215,193,98,1997-06-23,Mt. Brydges,CAN,Ontario
ARI,20162017,forwards,8477460,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477460.png,Laurent,Dauphin,26,C,L,72,186,183,84,1995-03-27,Repentigny,CAN,Quebec
ARI,20162017,forwards,8462038,https://assets.nhle.com/mugs/nhl/20162017/ARI/8462038.png,Shane,Doan,19,R,R,73,223,185,101,1976-10-10,Halkirk,CAN,Alberta
ARI,20162017,forwards,8477503,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477503.png,Max,Domi,16,L,L,70,194,178,88,1995-03-02,Winnipeg,CAN,Manitoba
ARI,20162017,forwards,8477407,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477407.png,Anthony,Duclair,10,L,L,71,197,180,89,1995-08-26,Pointe-Claire,CAN,Quebec
ARI,20162017,forwards,8477989,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477989.png,Christian,Dvorak,18,C,L,73,193,185,88,1996-02-02,Palos,USA,Illinois
ARI,20162017,forwards,8478432,https://assets.nhle.com/mugs/nhl/20162017/ARI/8478432.png,Christian,Fischer,36,R,R,74,212,188,96,1997-04-15,Chicago,USA,Illinois
ARI,20162017,forwards,8477715,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477715.png,Tyler,Gaudet,45,C,L,75,217,191,98,1993-04-04,Hamilton,CAN,Ontario
ARI,20162017,forwards,8471691,https://assets.nhle.com/mugs/nhl/20162017/ARI/8471691.png,Martin,Hanzal,11,C,L,78,230,198,104,1987-02-20,Pisek,CZE,NA
ARI,20162017,forwards,8475180,https://assets.nhle.com/mugs/nhl/20162017/ARI/8475180.png,Peter,Holland,13,C,L,74,193,188,88,1991-01-14,Toronto,CAN,Ontario
ARI,20162017,forwards,8477591,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477591.png,Josh,Jooris,86,R,R,73,198,185,90,1990-07-14,Burlington,CAN,Ontario
ARI,20162017,forwards,8479343,https://assets.nhle.com/mugs/nhl/20162017/ARI/8479343.png,Clayton,Keller,9,R,L,70,178,178,81,1998-07-29,Chesterfield,USA,Missouri
ARI,20162017,forwards,8476921,https://assets.nhle.com/mugs/nhl/20162017/ARI/8476921.png,Jordan,Martinook,48,L,L,72,196,183,89,1992-07-25,Brandon,CAN,Manitoba
ARI,20162017,forwards,8473465,https://assets.nhle.com/mugs/nhl/20162017/ARI/8473465.png,Jamie,McGinn,88,L,L,73,205,185,93,1988-08-05,Fergus,CAN,Ontario
ARI,20162017,forwards,8477943,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477943.png,Brendan,Perlini,11,L,L,75,211,191,96,1996-04-27,Guildford,GBR,NA
ARI,20162017,forwards,8475800,https://assets.nhle.com/mugs/nhl/20162017/ARI/8475800.png,Teemu,Pulkkinen,12,L,R,70,185,178,84,1992-01-02,Vantaa,FIN,NA
ARI,20162017,forwards,8470755,https://assets.nhle.com/mugs/nhl/20162017/ARI/8470755.png,Brad,Richardson,15,C,L,72,190,183,86,1985-02-04,Belleville,CAN,Ontario
ARI,20162017,forwards,8476356,https://assets.nhle.com/mugs/nhl/20162017/ARI/8476356.png,Tobias,Rieder,8,R,L,71,189,180,86,1993-01-10,Landshut,DEU,NA
ARI,20162017,forwards,8478440,https://assets.nhle.com/mugs/nhl/20162017/ARI/8478440.png,Dylan,Strome,20,C,L,75,200,191,91,1997-03-07,Mississauga,CAN,Ontario
ARI,20162017,forwards,8468085,https://assets.nhle.com/mugs/nhl/20162017/ARI/8468085.png,Radim,Vrbata,17,R,R,73,194,185,88,1981-06-13,Mlada Boleslav,CZE,NA
ARI,20162017,forwards,8473466,https://assets.nhle.com/mugs/nhl/20162017/ARI/8473466.png,Ryan,White,25,C,R,72,200,183,91,1988-03-17,Brandon,CAN,Manitoba
ARI,20162017,defensemen,8479345,https://assets.nhle.com/mugs/nhl/20162017/ARI/8479345.png,Jakob,Chychrun,6,D,L,74,220,188,100,1998-03-31,Boca Raton,USA,Florida
ARI,20162017,defensemen,8475246,https://assets.nhle.com/mugs/nhl/20162017/ARI/8475246.png,Kevin,Connauton,44,D,L,74,205,188,93,1990-02-23,Edmonton,CAN,Alberta
ARI,20162017,defensemen,8477950,https://assets.nhle.com/mugs/nhl/20162017/ARI/8477950.png,Tony,DeAngelo,77,D,R,71,180,180,82,1995-10-24,Sewell,USA,New Jersey
ARI,20162017,defensemen,8475171,https://assets.nhle.com/mugs/nhl/20162017/ARI/8475171.png,Oliver,Ekman-Larsson,23,D,L,74,200,188,91,1991-07-17,Karlskrona,SWE,NA
ARI,20162017,defensemen,8471274,https://assets.nhle.com/mugs/nhl/20162017/ARI/8471274.png,Alex,Goligoski,33,D,L,71,173,180,78,1985-07-30,Grand Rapids,USA,Minnesota
ARI,20162017,defensemen,8473571,https://assets.nhle.com/mugs/nhl/20162017/ARI/8473571.png,Jamie,McBain,21,D,R,73,195,185,88,1988-02-25,Edina,USA,Minnesota
ARI,20162017,defensemen,8469760,https://assets.nhle.com/mugs/nhl/20162017/ARI/8469760.png,Zbynek,Michalek,4,D,R,74,210,188,95,1982-12-23,Jindrichuv Hradec,CZE,NA
ARI,20162017,defensemen,8476473,https://assets.nhle.com/mugs/nhl/20162017/ARI/8476473.png,Connor,Murphy,5,D,R,76,212,193,96,1993-03-26,Dublin,USA,Ohio
ARI,20162017,defensemen,8474568,https://assets.nhle.com/mugs/nhl/20162017/ARI/8474568.png,Luke,Schenn,2,D,R,74,225,188,102,1989-11-02,Saskatoon,CAN,Saskatchewan
ARI,20162017,defensemen,8474628,https://assets.nhle.com/mugs/nhl/20162017/ARI/8474628.png,Michael,Stone,26,D,R,75,210,191,95,1990-06-07,Winnipeg,CAN,Manitoba
ARI,20162017,goalies,8475839,https://assets.nhle.com/mugs/nhl/20162017/ARI/8475839.png,Louis,Domingue,35,G,R,75,208,191,94,1992-03-06,St-Hyacinthe,CAN,Quebec
ARI,20162017,goalies,8476986,https://assets.nhle.com/mugs/nhl/20162017/ARI/8476986.png,Marek,Langhamer,30,G,L,74,190,188,86,1994-07-22,Moravska Trebova,CZE,NA
ARI,20162017,goalies,8471251,https://assets.nhle.com/mugs/nhl/20162017/ARI/8471251.png,Justin,Peters,40,G,L,73,210,185,95,1986-08-30,Blyth,CAN,Ontario
ARI,20162017,goalies,8469608,https://assets.nhle.com/mugs/nhl/20162017/ARI/8469608.png,Mike,Smith,41,G,L,77,220,196,100,1982-03-22,Kingston,CAN,Ontario
ARI,20172018,forwards,8476326,https://assets.nhle.com/mugs/nhl/20172018/ARI/8476326.png,Josh,Archibald,45,R,R,70,176,178,80,1992-10-06,Regina,CAN,Saskatchewan
ARI,20172018,forwards,8476393,https://assets.nhle.com/mugs/nhl/20172018/ARI/8476393.png,Nick,Cousins,25,C,L,71,192,180,87,1993-07-20,Belleville,CAN,Ontario
ARI,20172018,forwards,8478474,https://assets.nhle.com/mugs/nhl/20172018/ARI/8478474.png,Lawson,Crouse,67,L,L,76,215,193,98,1997-06-23,Mt. Brydges,CAN,Ontario
ARI,20172018,forwards,8477460,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477460.png,Laurent,Dauphin,26,C,L,72,186,183,84,1995-03-27,Repentigny,CAN,Quebec
ARI,20172018,forwards,8477503,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477503.png,Max,Domi,16,L,L,70,194,178,88,1995-03-02,Winnipeg,CAN,Manitoba
ARI,20172018,forwards,8477407,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477407.png,Anthony,Duclair,10,L,L,71,197,180,89,1995-08-26,Pointe-Claire,CAN,Quebec
ARI,20172018,forwards,8477989,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477989.png,Christian,Dvorak,18,C,L,73,193,185,88,1996-02-02,Palos,USA,Illinois
ARI,20172018,forwards,8478432,https://assets.nhle.com/mugs/nhl/20172018/ARI/8478432.png,Christian,Fischer,36,R,R,74,212,188,96,1997-04-15,Chicago,USA,Illinois
ARI,20172018,forwards,8475878,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475878.png,Freddie,Hamilton,13,C,R,73,195,185,88,1992-01-01,Toronto,CAN,Ontario
ARI,20172018,forwards,8479343,https://assets.nhle.com/mugs/nhl/20172018/ARI/8479343.png,Clayton,Keller,9,R,L,70,178,178,81,1998-07-29,Chesterfield,USA,Missouri
ARI,20172018,forwards,8474131,https://assets.nhle.com/mugs/nhl/20172018/ARI/8474131.png,Mario,Kempe,29,R,L,72,185,183,84,1988-09-19,Kramfors,SWE,NA
ARI,20172018,forwards,8476921,https://assets.nhle.com/mugs/nhl/20172018/ARI/8476921.png,Jordan,Martinook,48,L,L,72,196,183,89,1992-07-25,Brandon,CAN,Manitoba
ARI,20172018,forwards,8478447,https://assets.nhle.com/mugs/nhl/20172018/ARI/8478447.png,Nick,Merkley,38,R,R,70,195,178,88,1997-05-23,Calgary,CAN,Alberta
ARI,20172018,forwards,8475209,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475209.png,Richard,Panik,14,R,L,74,203,188,92,1991-02-07,Martin,SVK,NA
ARI,20172018,forwards,8477943,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477943.png,Brendan,Perlini,11,L,L,75,211,191,96,1996-04-27,Guildford,GBR,NA
ARI,20172018,forwards,8470755,https://assets.nhle.com/mugs/nhl/20172018/ARI/8470755.png,Brad,Richardson,15,C,L,72,190,183,86,1985-02-04,Belleville,CAN,Ontario
ARI,20172018,forwards,8476356,https://assets.nhle.com/mugs/nhl/20172018/ARI/8476356.png,Tobias,Rieder,8,R,L,71,189,180,86,1993-01-10,Landshut,DEU,NA
ARI,20172018,forwards,8474736,https://assets.nhle.com/mugs/nhl/20172018/ARI/8474736.png,Zac,Rinaldo,34,C,L,70,192,178,87,1990-06-15,Mississauga,CAN,Ontario
ARI,20172018,forwards,8474613,https://assets.nhle.com/mugs/nhl/20172018/ARI/8474613.png,Derek,Stepan,21,C,R,71,196,180,89,1990-06-18,Hastings,USA,Minnesota
ARI,20172018,forwards,8478440,https://assets.nhle.com/mugs/nhl/20172018/ARI/8478440.png,Dylan,Strome,20,C,L,75,200,191,91,1997-03-07,Mississauga,CAN,Ontario
ARI,20172018,defensemen,8478476,https://assets.nhle.com/mugs/nhl/20172018/ARI/8478476.png,Kyle,Capobianco,75,D,L,74,201,188,91,1997-08-13,Mississauga,CAN,Ontario
ARI,20172018,defensemen,8479345,https://assets.nhle.com/mugs/nhl/20172018/ARI/8479345.png,Jakob,Chychrun,6,D,L,74,220,188,100,1998-03-31,Boca Raton,USA,Florida
ARI,20172018,defensemen,8476431,https://assets.nhle.com/mugs/nhl/20172018/ARI/8476431.png,Adam,Clendening,5,D,R,72,194,183,88,1992-10-26,Niagara Falls,USA,New York
ARI,20172018,defensemen,8475246,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475246.png,Kevin,Connauton,44,D,L,74,205,188,93,1990-02-23,Edmonton,CAN,Alberta
ARI,20172018,defensemen,8474218,https://assets.nhle.com/mugs/nhl/20172018/ARI/8474218.png,Jason,Demers,55,D,R,73,195,185,88,1988-06-09,Dorval,CAN,Quebec
ARI,20172018,defensemen,8475171,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475171.png,Oliver,Ekman-Larsson,23,D,L,74,200,188,91,1991-07-17,Karlskrona,SWE,NA
ARI,20172018,defensemen,8471274,https://assets.nhle.com/mugs/nhl/20172018/ARI/8471274.png,Alex,Goligoski,33,D,L,71,173,180,78,1985-07-30,Grand Rapids,USA,Minnesota
ARI,20172018,defensemen,8477810,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477810.png,Joel,Hanley,39,D,L,71,190,180,86,1991-06-08,Keswick,CAN,Ontario
ARI,20172018,defensemen,8471769,https://assets.nhle.com/mugs/nhl/20172018/ARI/8471769.png,Niklas,Hjalmarsson,4,D,L,75,197,191,89,1987-06-06,Eksjo,SWE,NA
ARI,20172018,defensemen,8477541,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477541.png,Dakota,Mermis,43,D,L,72,195,183,88,1994-01-05,Alton,USA,Illinois
ARI,20172018,defensemen,8477634,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477634.png,Trevor,Murphy,46,D,L,70,180,178,82,1995-07-17,Windsor,CAN,Ontario
ARI,20172018,defensemen,8474568,https://assets.nhle.com/mugs/nhl/20172018/ARI/8474568.png,Luke,Schenn,2,D,R,74,225,188,102,1989-11-02,Saskatoon,CAN,Saskatchewan
ARI,20172018,goalies,8475839,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475839.png,Louis,Domingue,35,G,R,75,208,191,94,1992-03-06,St-Hyacinthe,CAN,Quebec
ARI,20172018,goalies,8478499,https://assets.nhle.com/mugs/nhl/20172018/ARI/8478499.png,Adin,Hill,31,G,L,76,215,193,98,1996-05-11,Comox,CAN,British Columbia
ARI,20172018,goalies,8475311,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475311.png,Darcy,Kuemper,35,G,L,77,215,196,98,1990-05-05,Saskatoon,CAN,Saskatchewan
ARI,20172018,goalies,8476986,https://assets.nhle.com/mugs/nhl/20172018/ARI/8476986.png,Marek,Langhamer,30,G,L,74,190,188,86,1994-07-22,Moravska Trebova,CZE,NA
ARI,20172018,goalies,8477293,https://assets.nhle.com/mugs/nhl/20172018/ARI/8477293.png,Antti,Raanta,32,G,L,72,195,183,88,1989-05-12,Rauma,FIN,NA
ARI,20172018,goalies,8475809,https://assets.nhle.com/mugs/nhl/20172018/ARI/8475809.png,Scott,Wedgewood,31,G,L,74,205,188,93,1992-08-14,Brampton,CAN,Ontario
ARI,20182019,forwards,8476326,https://assets.nhle.com/mugs/nhl/20182019/ARI/8476326.png,Josh,Archibald,45,R,R,70,176,178,80,1992-10-06,Regina,CAN,Saskatchewan
ARI,20182019,forwards,8478047,https://assets.nhle.com/mugs/nhl/20182019/ARI/8478047.png,Michael,Bunting,58,L,L,72,192,183,87,1995-09-17,Scarborough,CAN,Ontario
ARI,20182019,forwards,8476393,https://assets.nhle.com/mugs/nhl/20182019/ARI/8476393.png,Nick,Cousins,25,C,L,71,192,180,87,1993-07-20,Belleville,CAN,Ontario
ARI,20182019,forwards,8478474,https://assets.nhle.com/mugs/nhl/20182019/ARI/8478474.png,Lawson,Crouse,67,L,L,76,215,193,98,1997-06-23,Mt. Brydges,CAN,Ontario
ARI,20182019,forwards,8477460,https://assets.nhle.com/mugs/nhl/20182019/ARI/8477460.png,Laurent,Dauphin,26,C,L,72,186,183,84,1995-03-27,Repentigny,CAN,Quebec
ARI,20182019,forwards,8477989,https://assets.nhle.com/mugs/nhl/20182019/ARI/8477989.png,Christian,Dvorak,18,C,L,73,193,185,88,1996-02-02,Palos,USA,Illinois
ARI,20182019,forwards,8478432,https://assets.nhle.com/mugs/nhl/20182019/ARI/8478432.png,Christian,Fischer,36,R,R,74,212,188,96,1997-04-15,Chicago,USA,Illinois
ARI,20182019,forwards,8476851,https://assets.nhle.com/mugs/nhl/20182019/ARI/8476851.png,Alex,Galchenyuk,17,C,L,73,194,185,88,1994-02-12,Milwaukee,USA,Wisconsin
ARI,20182019,forwards,8478856,https://assets.nhle.com/mugs/nhl/20182019/ARI/8478856.png,Conor,Garland,83,R,R,70,165,178,75,1996-03-11,Scituate,USA,Massachusetts
ARI,20182019,forwards,8473546,https://assets.nhle.com/mugs/nhl/20182019/ARI/8473546.png,Michael,Grabner,40,L,L,73,188,185,85,1987-10-05,Villach,AUT,NA
ARI,20182019,forwards,8476994,https://assets.nhle.com/mugs/nhl/20182019/ARI/8476994.png,Vinnie,Hinostroza,13,R,R,70,183,178,83,1994-04-03,Chicago,USA,Illinois
ARI,20182019,forwards,8479343,https://assets.nhle.com/mugs/nhl/20182019/ARI/8479343.png,Clayton,Keller,9,R,L,70,178,178,81,1998-07-29,Chesterfield,USA,Missouri
ARI,20182019,forwards,8474131,https://assets.nhle.com/mugs/nhl/20182019/ARI/8474131.png,Mario,Kempe,29,R,L,72,185,183,84,1988-09-19,Kramfors,SWE,NA
ARI,20182019,forwards,8475209,https://assets.nhle.com/mugs/nhl/20182019/ARI/8475209.png,Richard,Panik,14,R,L,74,203,188,92,1991-02-07,Martin,SVK,NA
ARI,20182019,forwards,8477943,https://assets.nhle.com/mugs/nhl/20182019/ARI/8477943.png,Brendan,Perlini,11,L,L,75,211,191,96,1996-04-27,Guildford,GBR,NA
ARI,20182019,forwards,8470755,https://assets.nhle.com/mugs/nhl/20182019/ARI/8470755.png,Brad,Richardson,15,C,L,72,190,183,86,1985-02-04,Belleville,CAN,Ontario
