id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
7191,Earth,2,The Serpent's Pass,12,Ying,"And it's hidden, so the Fire Nation can't find it.","And it's hidden, so the Fire Nation can't find it.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7192,Earth,2,The Serpent's Pass,12,Katara,Hmm ... peaceful ferry ride or deadly pass?,Hmm ... peaceful ferry ride or deadly pass?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7193,Earth,2,The Serpent's Pass,12,Scene Description,At Full Moon Bay.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7194,Earth,2,The Serpent's Pass,12,Katara,I can't believe how many people's lives have been uprooted by the Fire Nation.,I can't believe how many people's lives have been uprooted by the Fire Nation.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7195,Earth,2,The Serpent's Pass,12,Than,"We're all looking for a better life, safe behind the walls of Ba Sing Se.","We're all looking for a better life, safe behind the walls of Ba Sing Se.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7196,Earth,2,The Serpent's Pass,12,Scene Description,A ferry departs. Zuko and Iroh are on board.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7197,Earth,2,The Serpent's Pass,12,Iroh,"Who would have thought after all these years, I'd return to the scene of my greatest military disgrace ... [Turns away for a second before turning back with a floral hat on his head.] as a tourist!","Who would have thought after all these years, I'd return to the scene of my greatest military disgrace ...  as a tourist!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7198,Earth,2,The Serpent's Pass,12,Zuko,"Look around. We're not tourists, we're refugees. [Sips food and spits it out.] Ugh! I'm sick of eating rotten food, sleeping in the dirt. I'm tired of living like this!","Look around. We're not tourists, we're refugees.  Ugh! I'm sick of eating rotten food, sleeping in the dirt. I'm tired of living like this!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7199,Earth,2,The Serpent's Pass,12,Jet,"Aren't we all? My name's Jet and these are my Freedom Fighters, Smellerbee and Longshot.","Aren't we all? My name's Jet and these are my Freedom Fighters, Smellerbee and Longshot.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7200,Earth,2,The Serpent's Pass,12,Smellerbee,Hey. [Longshot nods.],Hey.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7201,Earth,2,The Serpent's Pass,12,Zuko,Hello.,Hello.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7202,Earth,2,The Serpent's Pass,12,Jet,"Here's the deal. I hear the captain's eating like a king while the refugees have to feed off his scraps. Doesn't seem fair, does it?","Here's the deal. I hear the captain's eating like a king while the refugees have to feed off his scraps. Doesn't seem fair, does it?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7203,Earth,2,The Serpent's Pass,12,Iroh,What sort of king is he eating like?,What sort of king is he eating like?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7204,Earth,2,The Serpent's Pass,12,Jet,"The fat, happy kind. [At this, Iroh's mouth hangs open as he starts to drool.] You want to help us ""liberate"" some food?","The fat, happy kind.  You want to help us ""liberate"" some food?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7205,Earth,2,The Serpent's Pass,12,Zuko,[Tosses the bowl of rotten food into the water.] I'm in.,I'm in.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7206,Earth,2,The Serpent's Pass,12,Scene Description,"Jet smirks. 
Back at the station.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7207,Earth,2,The Serpent's Pass,12,Ticket lady,I told you already ... no vegetables on the ferry! One cabbage slug could destroy the entire ecosystem of Ba Sing Se! Security!,I told you already ... no vegetables on the ferry! One cabbage slug could destroy the entire ecosystem of Ba Sing Se! Security!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7208,Earth,2,The Serpent's Pass,12,Scene Description,A platypus bear destroys the cabbage cart.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7209,Earth,2,The Serpent's Pass,12,Cabbage merchant,Ahhh! My cabbages! [He is carried away.],Ahhh! My cabbages!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7210,Earth,2,The Serpent's Pass,12,Ticket lady,Next!,Next!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7211,Earth,2,The Serpent's Pass,12,Aang,"Um, four tickets for the ferry to Ba Sing Se, please.","Um, four tickets for the ferry to Ba Sing Se, please.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7212,Earth,2,The Serpent's Pass,12,Ticket lady,Passports?,Passports?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7213,Earth,2,The Serpent's Pass,12,Aang,Uh ... no one told us we had to have passports.,Uh ... no one told us we had to have passports.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7214,Earth,2,The Serpent's Pass,12,Sokka,Don't you know who this is? He's the Avatar!,Don't you know who this is? He's the Avatar!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7215,Earth,2,The Serpent's Pass,12,Ticket lady,"Ah, I see fifty Avatars a day and, by the way, not a very impressive costume. [The screen pans to show several impostors; notices Momo.] Besides, no animals allowed. Do I need to call security?","Ah, I see fifty Avatars a day and, by the way, not a very impressive costume.  Besides, no animals allowed. Do I need to call security?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7216,Earth,2,The Serpent's Pass,12,Scene Description,The platypus bear chomps down on the cabbage. Momo hides in fear.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7217,Earth,2,The Serpent's Pass,12,Aang,That won't be necessary.,That won't be necessary.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7218,Earth,2,The Serpent's Pass,12,Ticket lady,Next!,Next!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7219,Earth,2,The Serpent's Pass,12,Toph,"I'll take care of this. My name is Toph Beifong, and I'll need four tickets. [Presents her passport.]","I'll take care of this. My name is Toph Beifong, and I'll need four tickets.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7220,Earth,2,The Serpent's Pass,12,Ticket lady,"Ah, the golden seal of the flying boar! It is my pleasure to help anyone of the Beifong family.","Ah, the golden seal of the flying boar! It is my pleasure to help anyone of the Beifong family.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7221,Earth,2,The Serpent's Pass,12,Toph,"It is your pleasure. As you can see, I am blind and these three imbeciles are my valets. [Sweeps her arm behind her, presenting her friends to the hesitant clerk.]","It is your pleasure. As you can see, I am blind and these three imbeciles are my valets.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7222,Earth,2,The Serpent's Pass,12,Ticket lady,"But, the animal-","But, the animal-","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7223,Earth,2,The Serpent's Pass,12,Toph,-is my seeing-eye lemur.,-is my seeing-eye lemur.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7224,Earth,2,The Serpent's Pass,12,Ticket lady,"Well, normally it's only one ticket per passport, but this document is so official ... I guess it's worth four tickets. [Stamps an approval seal on the tickets.]","Well, normally it's only one ticket per passport, but this document is so official ... I guess it's worth four tickets.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7225,Earth,2,The Serpent's Pass,12,Toph,Thank you very much.,Thank you very much.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7226,Earth,2,The Serpent's Pass,12,Sokka,"All right, we scammed that lady good!","All right, we scammed that lady good!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7227,Earth,2,The Serpent's Pass,12,Scene Description,"Suddenly, a security guard, actually Suki without makeup, grabs Sokka.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7228,Earth,2,The Serpent's Pass,12,Suki,Tickets and passports please.,Tickets and passports please.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7229,Earth,2,The Serpent's Pass,12,Sokka,Is there a problem?,Is there a problem?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7230,Earth,2,The Serpent's Pass,12,Suki,"Yeah, I got a problem with you! I've seen your type before. Probably sarcastic, think you're hilarious and let me guess, you're traveling with the Avatar.","Yeah, I got a problem with you! I've seen your type before. Probably sarcastic, think you're hilarious and let me guess, you're traveling with the Avatar.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7231,Earth,2,The Serpent's Pass,12,Sokka,Do I know you?,Do I know you?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7232,Earth,2,The Serpent's Pass,12,Suki,You mean you don't remember? Maybe you'll remember this! [Kisses Sokka on the cheek.],You mean you don't remember? Maybe you'll remember this!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7233,Earth,2,The Serpent's Pass,12,Sokka,Suki! [Embraces her.],Suki!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7234,Earth,2,The Serpent's Pass,12,Suki,"Sokka, it's good to see you!","Sokka, it's good to see you!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7235,Earth,2,The Serpent's Pass,12,Scene Description,"Later, in a different location of the station. The gang and Suki talk.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7236,Earth,2,The Serpent's Pass,12,Katara,You look so different without your makeup! And the new outfit.,You look so different without your makeup! And the new outfit.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7237,Earth,2,The Serpent's Pass,12,Suki,"That crabby lady makes all the security guards wear them. And look at you, sleeveless guy. Been working out?","That crabby lady makes all the security guards wear them. And look at you, sleeveless guy. Been working out?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7238,Earth,2,The Serpent's Pass,12,Sokka,"Ahhh, I'll grab a tree branch and do a few chin touches every now and then. Nothing major.","Ahhh, I'll grab a tree branch and do a few chin touches every now and then. Nothing major.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7239,Earth,2,The Serpent's Pass,12,Aang,Are the other Kyoshi Warriors around?,Are the other Kyoshi Warriors around?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7240,Earth,2,The Serpent's Pass,12,Suki,"Yeah. After you left Kyoshi, we wanted to find a way to help people. We ended up escorting some refugees and we've been here ever since. [Momo jumps up next to her.] Hi, Momo! Good to see you too! [Scratches his head near his ear.] So why are you guys getting tickets for the ferry? Wouldn't you just fly across on Appa?","Yeah. After you left Kyoshi, we wanted to find a way to help people. We ended up escorting some refugees and we've been here ever since.  Hi, Momo! Good to see you too!  So why are you guys getting tickets for the ferry? Wouldn't you just fly across on Appa?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7241,Earth,2,The Serpent's Pass,12,Katara,Appa is missing. We hope to find him in Ba Sing Se.,Appa is missing. We hope to find him in Ba Sing Se.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7242,Earth,2,The Serpent's Pass,12,Suki,I'm so sorry to hear that. [To Aang.] Are you doing okay?,I'm so sorry to hear that.  Are you doing okay?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7243,Earth,2,The Serpent's Pass,12,Aang,I'm doing fine. Would everybody stop worrying about me?,I'm doing fine. Would everybody stop worrying about me?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7244,Earth,2,The Serpent's Pass,12,Ying,"Avatar Aang, you have to help us! Someone took all of our belongings; our passports, our tickets, everything's gone!","Avatar Aang, you have to help us! Someone took all of our belongings; our passports, our tickets, everything's gone!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7245,Earth,2,The Serpent's Pass,12,Aang,I'll talk to the lady for you.,I'll talk to the lady for you.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7246,Earth,2,The Serpent's Pass,12,Scene Description,Back at the desk.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7247,Earth,2,The Serpent's Pass,12,Ticket lady,"No passports, no tickets! [Stamps a ""denied"" stamp on Aang's forehead.]","No passports, no tickets!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7248,Earth,2,The Serpent's Pass,12,Aang,But she's pregnant and all of her stuff was stolen! You have to make an exception!,But she's pregnant and all of her stuff was stolen! You have to make an exception!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7249,Earth,2,The Serpent's Pass,12,Ticket lady,"No exceptions! If I just gave away tickets willy-nilly to anyone, there would be no more order! You know what that means, no more civilization!","No exceptions! If I just gave away tickets willy-nilly to anyone, there would be no more order! You know what that means, no more civilization!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7250,Earth,2,The Serpent's Pass,12,Aang,What if we gave them our tickets?,What if we gave them our tickets?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7251,Earth,2,The Serpent's Pass,12,Ticket lady,No!,No!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7252,Earth,2,The Serpent's Pass,12,Aang,But ...,But ...,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7253,Earth,2,The Serpent's Pass,12,Ticket lady,Next!,Next!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7254,Earth,2,The Serpent's Pass,12,Aang,"Don't worry, you'll get to the city safely. I'll lead you through the Serpent's Pass.","Don't worry, you'll get to the city safely. I'll lead you through the Serpent's Pass.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7255,Earth,2,The Serpent's Pass,12,Scene Description,Moments later.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7256,Earth,2,The Serpent's Pass,12,Sokka,I can't believe we gave up our tickets and now we're going through the Serpent's Pass.,I can't believe we gave up our tickets and now we're going through the Serpent's Pass.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7257,Earth,2,The Serpent's Pass,12,Toph,I can't believe you're still complaining about it.,I can't believe you're still complaining about it.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7258,Earth,2,The Serpent's Pass,12,Suki,[In her normal Kyoshi Warrior attire.] I'm coming too!,I'm coming too!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7259,Earth,2,The Serpent's Pass,12,Sokka,Are you sure that's a good idea?,Are you sure that's a good idea?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7260,Earth,2,The Serpent's Pass,12,Suki,"Sokka, I thought you'd want me to come.","Sokka, I thought you'd want me to come.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7261,Earth,2,The Serpent's Pass,12,Sokka,"I do, it's just–","I do, it's just–","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7262,Earth,2,The Serpent's Pass,12,Suki,Just what?,Just what?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7263,Earth,2,The Serpent's Pass,12,Sokka,Nothing. I'm glad you're coming.,Nothing. I'm glad you're coming.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7264,Earth,2,The Serpent's Pass,12,Scene Description,"Outside, at the pass.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7265,Earth,2,The Serpent's Pass,12,Sokka,"This is the Serpent's Pass? I thought it would be a little more wind-y, you know, like a serpent. Huh, I guess they misnamed it.","This is the Serpent's Pass? I thought it would be a little more wind-y, you know, like a serpent. Huh, I guess they misnamed it.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7266,Earth,2,The Serpent's Pass,12,Ying,Look at this writing! How awful!,Look at this writing! How awful!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7267,Earth,2,The Serpent's Pass,12,Toph,What does it say?,What does it say?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7268,Earth,2,The Serpent's Pass,12,Katara,"It says, ""abandon hope"".","It says, ""abandon hope"".","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7269,Earth,2,The Serpent's Pass,12,Ying,How can we abandon hope? It's all we have!,How can we abandon hope? It's all we have!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7270,Earth,2,The Serpent's Pass,12,Aang,"I don't know. The monks used to say that hope was just a distraction, so maybe we do need to abandon it.","I don't know. The monks used to say that hope was just a distraction, so maybe we do need to abandon it.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7271,Earth,2,The Serpent's Pass,12,Katara,What are you talking about?,What are you talking about?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7272,Earth,2,The Serpent's Pass,12,Aang,Hope is not going to get us into Ba Sing Se and it's not going to help find Appa. We need to focus on what we're doing right now and that's getting across this path.,Hope is not going to get us into Ba Sing Se and it's not going to help find Appa. We need to focus on what we're doing right now and that's getting across this path.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7273,Earth,2,The Serpent's Pass,12,Katara,"Okay, if you say so.","Okay, if you say so.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7274,Earth,2,The Serpent's Pass,12,Scene Description,Within the pass.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7275,Earth,2,The Serpent's Pass,12,Suki,The Fire Nation controls the western lake. Rumor has it they're working on something big on the other side of it and don't want anyone to find out what it is.,The Fire Nation controls the western lake. Rumor has it they're working on something big on the other side of it and don't want anyone to find out what it is.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7276,Earth,2,The Serpent's Pass,12,Scene Description,"They all pass by a sailing Fire Nation ship. A part of the rock gives out, causing Than to fall. Toph stops it from falling and lifts him back up with earthbending.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7277,Earth,2,The Serpent's Pass,12,Than,"I'm okay! [The rock falls to the water, which the Fire Nation ship notices. It fires.]",I'm okay!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7278,Earth,2,The Serpent's Pass,12,Sokka,"They've spotted us! Let's go, let's go!","They've spotted us! Let's go, let's go!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7279,Earth,2,The Serpent's Pass,12,Scene Description,"Aang gets on his glider and deflects the fireball back. Another fireball hits the mountain, causing several pieces of rock over Suki to fall. Sokka pushes her out of the way. Toph bends out a part of the mountain to keep the rocks from falling on Sokka.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7280,Earth,2,The Serpent's Pass,12,Sokka,"Suki, are you okay? You have to be more careful! Come on!","Suki, are you okay? You have to be more careful! Come on!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7281,Earth,2,The Serpent's Pass,12,Toph,"[Pretending to be Sokka.] ""Thanks for saving my life, Toph."" Hey, no problem, Sokka.","""Thanks for saving my life, Toph."" Hey, no problem, Sokka.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7282,Earth,2,The Serpent's Pass,12,Scene Description,"Hours later, at sunset, the travelers set up their camp. Sokka approaches Suki.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7283,Earth,2,The Serpent's Pass,12,Sokka,"Suki, you shouldn't sleep there. Who knows how stable this ledge is, it could give away at any moment! [Moves her sleeping bag.]","Suki, you shouldn't sleep there. Who knows how stable this ledge is, it could give away at any moment!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7284,Earth,2,The Serpent's Pass,12,Suki,"Sokka, I'm fine, stop worrying!","Sokka, I'm fine, stop worrying!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7285,Earth,2,The Serpent's Pass,12,Sokka,"You're right, you're right, you're perfectly capable of taking care of yourself! Wait! Oh, never mind, I thought I saw a spider, but, you're fine.","You're right, you're right, you're perfectly capable of taking care of yourself! Wait! Oh, never mind, I thought I saw a spider, but, you're fine.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7286,Earth,2,The Serpent's Pass,12,Scene Description,"Back on the ferry. Zuko, Jet, and Smellerbee sneak up to the food storage area. Jet breaks the door open with his twin tiger hook swords, and he and Zuko take some food.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7287,Earth,2,The Serpent's Pass,12,Smellerbee,Guard's coming!,Guard's coming!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7288,Earth,2,The Serpent's Pass,12,Scene Description,"Longshot fires an arrow with a rope attached to it, allowing the three to slide down it. Longshot pulls it away before the guard notices. Back at the pass, Aang is standing at the edge of the rock, looking out at the ocean, blankly. Katara approaches him.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7289,Earth,2,The Serpent's Pass,12,Katara,"You know, it's okay to miss Appa. [Aang remains silent.] What's going on with you? In the desert, all you cared about was finding Appa and now it's like you don't care about him at all.","You know, it's okay to miss Appa.  What's going on with you? In the desert, all you cared about was finding Appa and now it's like you don't care about him at all.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7290,Earth,2,The Serpent's Pass,12,Aang,You saw what I did out there. I was so angry about losing Appa that I couldn't control myself. I hated feeling like that.,You saw what I did out there. I was so angry about losing Appa that I couldn't control myself. I hated feeling like that.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7291,Earth,2,The Serpent's Pass,12,Katara,"But now you're not letting yourself feel anything. I know sometimes it hurts more to hope and it hurts more to care. But you have to promise me that you won't stop caring. [ Holds out her arms.] Come on, you need a hug.","But now you're not letting yourself feel anything. I know sometimes it hurts more to hope and it hurts more to care. But you have to promise me that you won't stop caring.  Come on, you need a hug.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7292,Earth,2,The Serpent's Pass,12,Aang,"[Bows before her.] Thank you for your concern, Katara. [Exits.]","Thank you for your concern, Katara.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7293,Earth,2,The Serpent's Pass,12,Scene Description,"Katara shows visible concern.
In another part of the Pass, Sokka stands by himself, until Suki approaches.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7294,Earth,2,The Serpent's Pass,12,Suki,It's a beautiful moon.,It's a beautiful moon.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7295,Earth,2,The Serpent's Pass,12,Sokka,"Yeah, it really is.","Yeah, it really is.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7296,Earth,2,The Serpent's Pass,12,Suki,"Look, I know you're just trying to help, but I can take care of myself.","Look, I know you're just trying to help, but I can take care of myself.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7297,Earth,2,The Serpent's Pass,12,Sokka,I know you can.,I know you can.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7298,Earth,2,The Serpent's Pass,12,Suki,Then why are you acting so overprotective?,Then why are you acting so overprotective?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7299,Earth,2,The Serpent's Pass,12,Sokka,It's so hard to lose someone you care about. Something happened at the North Pole and I couldn't protect someone. I don't want anything like that to ever happen again.,It's so hard to lose someone you care about. Something happened at the North Pole and I couldn't protect someone. I don't want anything like that to ever happen again.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7300,Earth,2,The Serpent's Pass,12,Suki,"I lost someone I care about. He didn't die, he just went away. I only had a few days to get to know him, but he was smart and brave and funny ...","I lost someone I care about. He didn't die, he just went away. I only had a few days to get to know him, but he was smart and brave and funny ...","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7301,Earth,2,The Serpent's Pass,12,Sokka,[Jealous.] Who is this guy? Is he taller than me?,Who is this guy? Is he taller than me?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7302,Earth,2,The Serpent's Pass,12,Suki,"No, he's about your height.","No, he's about your height.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7303,Earth,2,The Serpent's Pass,12,Sokka,Is he better-looking?,Is he better-looking?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7304,Earth,2,The Serpent's Pass,12,Suki,"It is you, stupid!","It is you, stupid!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7305,Earth,2,The Serpent's Pass,12,Sokka,Oh!,Oh!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7306,Earth,2,The Serpent's Pass,12,Scene Description,"The two prepare to kiss, but Sokka pulls back at the last moment.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7307,Earth,2,The Serpent's Pass,12,Sokka,I can't.,I can't.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7308,Earth,2,The Serpent's Pass,12,Suki,I'm sorry.,I'm sorry.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7309,Earth,2,The Serpent's Pass,12,Sokka,"No, you shouldn't be. [Exits.]","No, you shouldn't be.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7310,Earth,2,The Serpent's Pass,12,Scene Description,"Back on the ferry. Jet passes out food to other travelers. The other Freedom Fighters, Zuko, and Iroh sit together.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7311,Earth,2,The Serpent's Pass,12,Iroh,"So, Smellerbee. That's an unusual name for a young man.","So, Smellerbee. That's an unusual name for a young man.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7312,Earth,2,The Serpent's Pass,12,Smellerbee,Maybe it's because I'm not a man ... I'm a girl! [Walks away.],Maybe it's because I'm not a man ... I'm a girl!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7313,Earth,2,The Serpent's Pass,12,Iroh,"[Calling out to her.] Oh, now I see. It's a beautiful name for a lovely girl!","Oh, now I see. It's a beautiful name for a lovely girl!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7314,Earth,2,The Serpent's Pass,12,Scene Description,Longshot approaches Smellerbee and gestures at her.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7315,Earth,2,The Serpent's Pass,12,Smellerbee,"I know, you're right. As long as I'm confident with who I am, it doesn't matter what other people think. Thanks, Longshot.","I know, you're right. As long as I'm confident with who I am, it doesn't matter what other people think. Thanks, Longshot.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7316,Earth,2,The Serpent's Pass,12,Scene Description,Longshot nods at her. Jet approaches Zuko and Iroh.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7317,Earth,2,The Serpent's Pass,12,Jet,"From what I heard, people eat like this every night in Ba Sing Se. I can't wait to set my eyes on that giant wall.","From what I heard, people eat like this every night in Ba Sing Se. I can't wait to set my eyes on that giant wall.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
