id,scene_description
5369,[Confused.]
5372,[Moving to the front of the saddle.]
5373,[He still seems somewhat dazed by the swamp.]
5374,[Holding his stomach.]
5376,[Shrugging.]
5383,[Resignedly.]
5383,[Looks at swamp.]
5383,[Shakes Appa's rope.]
5385,[Panicked.]
5387,[Looking around the swamp and at his friends.]
5387,"[Aang jumps up to the top of the trees, looking for his animal friends as he uses the height to search for them.]"
5389,[Pointing blandly.]
5390,"[He spins around, panicking, trying to find it.]"
5392,[Crosses her arms; sarcastically.]
5393,[Ripping off the elbow leech and throwing it behind to Katara. He cries out angrily.]
5396,[Jumping down into the muddy water.]
5398,[Cutting the vines with his machete.]
5399,[To Sokka.]
5400,[Continuing to cut the vines.]
5404,[Yelling.]
5408,[Indicating.]
5410,"[Sweating, his voice cracking.]"
5413,[Grabs a nearby root.]
5413,[Shakes the root and fakes a reply.]
5421,[His calm demeanor vanishing.]
5426,[Points his stick at the footprint.]
5431,[Grinning.]
5433,[Calling out.]
5435,[She squints.]
5435,[More loudly and running toward the figure.]
5439,[While slashing at the vines.]
5439,"[He becomes caught, and grunts with exertion before slicing himself free.]"
5441,"[He takes a hold of his head, before removing his hands and shrugging, turning away from the apparition.]"
5441,"[Almost fearfully, he turns around and walks closer.]"
5442,[Accusingly.]
5448,[He holds his hand out as though to grab her.]
5454,[He moves to the front of the boat.]
5456,[Annoyed.]
5457,[Shrugging as he tries to appease his friend.]
5459,[He shrugs again.]
5464,[He stands up and puts his machete away.]
5465,"[She has not moved, although her hand is on her head as she sits on the root they have fallen onto.]"
5466,[He looks away before airbending himself to his feet. He appears embarrassed that he was not actively searching for his friends like they were him.]
5468,[He walks over to Katara and helps her up before rubbing his ear.]
5469,"[Sarcastically, with exaggerated hand movements.]"
5472,[Surprised.]
5473,"[He looks away for a moment, before turning back and taking a step closer to his sister.]"
5479,[He raises his arms above his head.]
5485,[Demanding offensively.]
5486,[The vines drop to reveal a slightly larger man wearing nothing but a leaf loincloth.]
5487,"[He shares a look of confusion with Sokka, who is also in an offensive stance.]"
5492,[Bending a vine out of the way.]
5493,[He finally puts his machete away.]
5494,"[He sits on the tree, looking at the group as he explains.]"
5495,[Humoring Huu.]
5496,"[The camera zooms out as he explains, slowly revealing more and more of the swamp. It shows how large the banyan-grove tree is compared to the others, but at the final magnification, it is impossible to distinguish it from the other trees.]"
5497,"[Cuts back to Aang, looking at Huu. He is still openly skeptical.]"
5498,[Another shot shows the swamp river. There are the sounds of several animals heard in the background.]
5499,"[She and her friends are now sitting, listening to Huu.]"
5500,"[The shot cuts to show the people that Sokka and Katara saw in the swamp, before cutting back to Huu.]"
5503,[He looks down as he tries to understand.]
5506,[Aang kneels down and places his hand on the tree.]
5506,"[Energy travels from Aang's hand to Appa's location. Appa is seen being captured by the Foggy Swamp members. Back at the banyan-grove tree, Aang stands up.]"
5508,[Singing and tapping the side of his canoe. Momo is seen struggling inside the sack he has been placed in.]
5515,"[Due ceases waterbending, followed by a slightly disgusted Katara. He watches as Sokka and Huu run up to the branch Katara and Aang are standing on.]"
5520,[He indicates the catgator lying behind Tho.]
5525,[Laughing.]
5527,[Smiling. Sokka is shown chewing nonchalantly next to her.]
5531,[To Katara.]
5531,[He raises his arms for emphasis.]
5535,[Feeding Momo.]
5536,[To Huu.]
5544,[Angrily.]
5544,"[Momo chitters happily while lying upside down on Sokka's belly, chewing on the fly he ""rescued"" from the spider's web.]"
5546,[Shouting from up above as he looks over the campsite.]
5548,[Crawling toward Appa.]
5551,[Shocked.]
5555,[Stretching out his arm over the saddle as if he wants to grab it.]
5557,[Grabbing Sokka's arm.]
5558,[Annoyed.]
5558,[Turning to Katara.]
5558,[Turning toward Aang.]
5558,[Looking back at Katara with his hand on his chest.]
5559,[Cheerfully.]
5560,[Bowing his head in defeat by this totally honest answer.]
5562,[To a sulking Sokka.]
5564,[Sadly.]
5564,[He jumps up and moves Aang's hat slightly so that he can point at Aang's arrow.]
5564,[Makes a hair loopies gesture with a somewhat bored look.]
5567,"[He picks up the basket full of supplies, looking dejected at the nickname.]"
5569,"[Surprised, after inspecting the money.]"
5571,[Clutching the coin.]
5571,"[The merchant closes his shop, while Katara walks over to Aang, who is trying to console a crying Sokka as the camera pans up to show just the merchant's head.]"
5572,[Interested.]
5573,[Turning around while waving.]
5577,[Pointing at the float.]
5579,[Roku effigy rolls by.]
5582,[He takes a huge bite out of the food-item he is holding.]
5583,[Pointing at a giant float of Aang coming down the street.]
5586,[Sniffs.]
5588,[Surprised.]
5590,[Chanting as Kyoshi's effigy is consumed by the flames.]
5592,[Wondering.]
5593,"[Angrily, while walking away.]"
5594,[Seriously.]
5594,[Takes a bite out of one of the cupcakes Zuko brought. The jam drips of his chin. In delight.]
5596,[Angrily pointing an accusing finger at Katara.]
5598,[Angered.]
5598,[He takes off his hat and throws it away to reveal his arrow.]
5599,[Pointing in shock at Aang.]
5600,[Scared.]
5603,[Crawling back on his feet.]
5603,[He waves them away with a gesture of his hand.]
5606,[Landing beside Katara.]
5608,[Calmly.]
5608,[Raising his voice.]
5609,[Utterly shocked.]
5610,[Lisping and slurring.]
5610,[Pointing at himself as the camera zooms in on him.]
5612,[Frightened by the appearances of the old man.]
5613,[Katara places her arms on Aang's shoulders and starts to defend him.]
5613,[Shaking her head in disapproval before pointing an accusing finger at the villagers.]
5614,[Raising his arm to emphasize his remark.]
5618,[Confidently.]
5622,[Apologetically.]
5626,[Upbeat.]
5626,"[Theatrically jumps back and pretends to airbend by blowing air. Katara looks ashamed for her brother. He moves to the back of the room to ""cut"" the air.]"
5626,[He makes a grotesque movement with his arm before thrusting his face in the camera.]
5626,"[He resumes his place beside Katara, who is still looking annoyed by her brother. He makes a circular motion with his hands and points toward the door.]"
5628,[Slightly mocking.]
5628,[Serious tone as she looks at Aang.]
5629,[Unhappy.]
5631,[Cunningly.]
5632,[Content.]
5633,[Aiding Aang by playing Sokka's ego.]
5634,[Bragging.]
5634,"[Katara holds her hand to her brow, annoyed by Sokka's monologue.]"
5634,"[Aang is making fun of Sokka, Katara holds her hand to her mouth to refrain herself from bursting out in laughs.]"
5636,"[Pretends to ponder about the question. Katara stares at him, trying to figure out what he is doing.]"
5636,"[The camera spins around. When it stops again, Sokka is wearing a hat with a monocle.]"
5636,[Katara looks surprised at his new outfit and giggles. Sokka extends his monocle to investigate her.]
5638,"[Cut to Sokka, who inquisitively looks around. He gazes directly into the camera lens through his magnifying glass, making his left eye appear huge. He moves on to investigate the walls of the shrine, while the mayor is standing at the edge of the cliff, pointing down at something.]"
5638,[Sokka quickly squats beside the footprint to take a closer look at it.]
5638,"[They all look up at a statue of Chin the Great, who has a raised left hand in triumph.]"
5640,[Runs back over to the statue.]
5641,[Excitedly drawing her conclusions.]
5643,[Shouting.]
5643,[Pointing at the temple.]
5644,[Disappointed.]
5645,"[Blows soap bubbles with his dragon shaped pipe, while thinking about their next course of action.]"
5647,[Surprised.]
5649,"[Aang looks up in wonder to see who is talking. Switch to Aang's angle of view. A man is standing in the shadows, only his outline is visible.]"
5649,"[The man emerges from the shadows. He has a strong build, earrings in both ears, and his body has a large snake tattoo that covers the top of his chest and down his right arm. He suddenly charges Aang, letting out a load growl. He is stopped in his tracks by the chains around his neck. Aang slides down the wall in fear, while the man addresses him calmly.]"
5651,[Angrily stamping her foot on the ground.]
5652,[Gently breaks the news to Koko.]
5654,[Nagging.]
5658,[Shocked.]
5660,[With feigned casualness.]
5663,[He disappointedly slants his eyes.]
5666,[Approvingly.]
5669,[He picks up one of the fans and waves it back and forth.]
5670,[Sternly.]
5671,[Squatting beside a really big pair of brown boots.]
5673,[Proudly.]
5674,[Realizing something.]
5674,[A flashback shows the much smaller footprint they saw at the edge of the cliff outside Chin Village.]
5674,[She happily exclaims her findings.]
5676,[Annoyed.]
5677,[Sarcastically.]
5677,[She bows slightly in a mocking gesture.]
5678,[Dramatically raises his hand in the air.]
5678,[Showing his own boots to Oyaji.]
5678,[Moves toward Katara to explain everything to her.]
5679,[Unimpressed.]
5679,[Rolls her eyes.]
5681,[In a very friendly voice that does not stroke with his scary appearances.]
5683,[Hopeful.]
5687,[Doubtful.]
5690,[Smiling sincerely.]
5691,[Tears stream down his face while he talk in a very soft voice.]
5691,[He dries his tears and sniffs.]
5693,[Sokka investigates the painting thoroughly.]
5694,"[Sokka spins around in shock, spitting out some of the bubbles he swallowed. Very surprised.]"
5694,[He grabs Oyaji by his collar.]
5695,[He pulls himself free from Sokka's grasp and throws him back a little.]
5696,[Staring at the painting again.]
5696,[Addresses Katara.]
5699,[Shoves Katara out of the way as she yelps.]
5699,[Points his pipe dramatically toward the camera upon making his conclusion.]
5703,[Dismissive.]
5705,"[He points to himself, before pointing to Aang.]"
5705,"[Everyone gasps at once, horrified by this news.]"
5707,[Emotionally.]
5709,"[Very deep, monotone voice.]"
5710,"[Raises his hand before his mouth to say some quiet, encouraging words.]"
5711,"[Still tied up, unsure.]"
5711,[He shifts his eyes to the left while he is trying to remember what to say. Enthusiastically.]
5711,[Raises his finger to count along but blanks out.]
5712,[Whispers.]
5713,[The camera tilts down to reveal his small feet. The villagers are unimpressed by his argument.]
5713,"[The villagers look from one to the other, not knowing where Aang is going with this.]"
5713,[He quickly ends his exposition with a big smile.]
5715,[Mumbles to Katara while they continue to smile.]
5717,"[He picks up a big, gold-colored teapot.]"
5718,[Lazily resting against a tree trunk.]
5719,[He puts the pot down.]
5719,[Iroh walks over to Zuko and squats down beside him.]
5719,[Places a hand on Zuko's shoulder who closes his eyes as if he was holding something back.]
5721,[Sighs.]
5722,[Turns away from his uncle.]
5724,[Zuko bows his head as he listens to his uncle's wisdom.]
5728,[Spreads her arms.]
5730,[Whispering.]
5731,[Hopeful.]
5732,[Plays with his magnifying glass.]
5733,[Angry.]
5734,[Pleading.]
5736,[Higher pitch.]
5736,[Rapidly blinks his eyes.]
5737,[Walking over to Aang.]
5737,[Points at Aang while he addresses the audience.]
5739,[A flashback shows how Chin earthbends an earth column beneath one of his subjects as he was offering something to Chin. Voice-over.]
5741,[Kyoshi calmly walks toward him to face his challenge.]
5747,[Confused.]
5748,[Awkwardly.]
5749,[Standing up in the background.]
5749,[He brushes himself off and points at Aang.]
5751,[Switch to a close-up of Iroh with Zuko on the background.]
5752,[Iroh's sad expression clears up as he hears Zuko talk.]
5753,[Iroh's brightened expression quickly disappears again.]
5755,[Calling after Zuko.]
5757,"[Deep, monotonous voice.]"
5761,[Hoping.]
5764,[Begging.]
5766,[Monotone.]
5768,[Close-up.]
5768,"[Kahchi swings his Guan Dao back and forth, slicing through the statue of Chin the Great. While it crumbles down, Mongke continues with a grin.]"
5771,[Commanding.]
5772,[Apathetically.]
5776,[Raising his hand while shouting his command.]
5778,[Raises his arms in the air and exclaims ecstatically.]
5780,"[Camera pans down to show Katara, Aang, and Sokka, each holding a bowl and grinning happily.]"
5781,[Looks questioningly into his bowl.]
5787,[Stares skeptically at his dough-cookie.]
5791,[Pensively.]
5793,[Katara looks at him with a bored expression.]
5797,[Enthusiastically.]
5797,[Smiles in a pleased way.]
5805,"[His students take their fighting stances, except for Aang.]"
5807,[Approaches Aang.]
5809,"[Beats his right ear, causing sand to fall out of his left ear.]"
5810,"[Leaves the Earthbending Academy, accompanied by another student.]"
5814,[Sarcastically.]
5816,[Laughs and wipes tears of laughter away.]
5817,[Consolingly to Aang.]
5817,[To the students.]
5817,[Runs after the students around a corner.]
5818,"[Looking at his bag, holding it out.]"
5818,[Angrily to Aang.]
5821,[Looks surprised.]
5822,[Smiles.]
5828,[Raises his left arm.]
5829,[Sighs and looks the other way.]
5830,[Happily.]
5831,[Leaps up to a podium above the ring. A bell rings.]
5831,"[While Xin Fu speaks, The Boulder raises his arms and turns around to the cheering of the audience. The Hippo roars.]"
5832,[Pointing at The Hippo.]
5832,[Grinning insanely.]
5838,[Looking at The Boulder.]
5839,[Shrugs.]
5841,[Cut to to a close-up of Fire Nation Man happily waving a Fire Nation flag; voice-over.]
5843,[With a pseudo-Russian accent.]
5843,[Put his left hand over his heart; begins to sing.]
5843,[Drops to his right knee and stretches out his left arm.]
5845,[Yelling.]
5849,[Points at Fire Nation Man.]
5849,[Close-up of Sokka as he continues to cheer and make taunting faces.]
5851,[The light slowly dims to put him in the spotlight.]
5851,[Cut to a shot of a person with black hair mostly obscured by a green prize belt; voice-over.]
5853,[Turn her head and squints her eyes skeptically.]
5853,[Cut to a close-up of the Bandit's milky-green eyes; pans right.]
5854,[Frontal shot.]
5855,[Camera moves back to include Sokka in the shot; deadpanned.]
5855,"[Shouting, gesturing downward with both hands.]"
5858,[Points at The Boulder. Mockingly.]
5858,[Goes into a mockingly scared position.]
5859,[After a pause where he looks stunned.]
5859,[Narrows his eyes.]
5859,"[Expands instantly and the Boulder makes a dramatic, crushing gesture.]"
5860,[Throws her head back and laughs.]
5864,[Painfully.]
5866,"[Cut to a wider shot of the Bandit, who raises her right fist in victory.]"
5870,[He motions toward the champion.]
5870,[He motions toward Toph once again. Silence.]
5876,[Aang puts his hands up in a conciliatory gesture.]
5878,[Katara turns to her brother with a look of disapproval.]
5879,[Slaps Sokka.]
5881,[Cut to Aang.]
5881,"[Aang grins sheepishly before Toph launches another pillar, which lifts him up.]"
5885,[Going after her.]
5886,[Angrily.]
5890,[Gets the belt and gold.]
5893,[Sarcastically.]
5897,"[Glares at them, causing them to back off.]"
5898,[Smugly.]
5901,[Raises fist dramatically.]
5902,[Lays hands on Aang's shoulder.]
5902,[Approaches the second student with a stern look; says accusingly.]
5903,[Holds hand up defensively.]
5908,[Quietly.]
5910,[States coolly.]
5913,"[Slams the wall, causing rocks to land on his feet; cries out in anger and pain.]"
5922,[Toph raises her eye in disbelief.]
5923,[Cutting off Aang.]
5924,[Begins walking away.]
5932,[Takes a sip of tea.]
5934,[A servant comes in.]
5937,[Toph's eyes widen in shock and surprise.]
5940,[Sends a small tornado at the cup. Everyone claps.]
5943,[Close-up of Toph with a annoyed look.]
5944,[Chuckles.]
5944,[The camera pans to Yu.]
5945,[Toph sends a fissure under the table at him.]
5951,[Angrily.]
5952,[Just as angrily.]
5958,[Aang lets down his defensive position and the two head out to the yard. Toph walks along the side of a bridge.]
5958,[Jumps down.]
5958,[The camera shows an aerial view.]
5958,[Cut back to the ground.]
5959,[Looks around.]
5966,[She detects something and touches the ground.]
5970,[Hands the note to Katara.]
5972,[Serious.]
5972,[Grabs the note much to Katara's surprise and runs off a few feet. Cut to a further off shot; enthusiastically.]
5978,[The camera zooms back to show her case and Aang's suspended from chains. She points somewhere below her.]
5978,[Cut to Xin Fu and The Boulder looking from below them on the floor of the arena.]
5979,[Narrows his eyes. Dryly.]
5981,[Sets the bag of gold on the ground.]
5984,[Showing the Fire Nation wanted poster.]
5994,[Listens to their vibrations as they run toward her; turns head to Sokka.]
6011,[She sheds a tear.]
6014,[Cut to a wider shot from behind them. The full moon shines in the distance.]
6017,"[Katara and Sokka look at each other with unsure looks, but smile at Toph.]"
6026,[Cut to a wide shot Appa and Toph still laid out flat.]
6029,[A servant brings out a chest of gold. Xin Fu and Yu exchange glances at one another.]
6033,"[He rolls a pair of dice and they land with two fives, face-up.]"
6035,[Zuko holds out his hand. In it are two coins.]
6043,[Turns to face them.]
6046,[Turns around.]
6048,[He throws the bags to one of his fellow soldiers.]
6048,[He pats his hammer at his side menacingly.]
6054,"[Lee leads the way, pulling along the animal.]"
6064,[Nervously.]
6065,[Off-camera.]
6065,[Cuts to shot of him standing with his family.]
6066,[Cuts to shot of Lee.]
6066,[Pause.]
6067,[The wife frowns and casts a glance at her husband.]
6071,[Shaking his head.]
6073,[Lowers his hammer.]
6076,[Disappointed and rests his head on his arm. He sighs.]
6076,[Pause.]
6080,[Zuko throws the rest of the loaf of bread into the water and hits one of the baby turtle ducks. Ursa is shocked.]
6083,"[Ursa removes the turtle duck from Zuko and gently throws her back into the pond, where she swims off with her babies. Zuko is pouting.]"
6085,[Puts her arm around Zuko.]
6085,[She playfully bites behind Zuko's ear.]
6085,[They laugh.]
6089,[Whispering in Ty Lee's ear as her friend giggles.]
6089,[Runs toward her mother and Zuko.]
6091,[Rolls her eyes.]
6093,[Shoots her mother an innocent smile.]
6094,[Places her hands on Zuko's shoulder.]
6094,[Ruffles his hair.]
6094,"[Walks away, with Zuko glaring at his sister.]"
6096,[Off-camera.]
6096,"[After placing apple on Mai's head, she runs back several feet.]"
6096,[Azula shots a small jet of flame to the apple with her firebending and knowingly sets it on fire.]
6098,[Lays a hand on Ty Lee's shoulder.]
6104,"[Zuko stomps past her, leaving small puddles behind him as he goes.]"
6105,[Raises hands in frustration.]
6107,[Voice-over.]
6107,[Laughs.]
6112,"[Zuko picks up the dagger admiringly, unsheathes it and reads the inscription.]"
6118,[Sets the doll's head on fire.]
6126,[Reaches up and offers Zuko a package.]
6132,[To his fellow soldiers.]
6133,[Spits on the ground.]
6134,[Angrily.]
6147,[Unsheathes the dagger.]
6162,[In a bored tone.]
6163,[Angrily.]
6168,[Confusedly.]
6173,"[Sits back down, and looks at Zuko out of the corner of her eye and whispers.]"
6174,[Stands up angrily.]
6188,[Sing-songy.]
6188,[Seriously.]
6190,[Imitates Azulon.]
6199,[Chanting in a low voice.]
6203,[Begins to sob.]
6204,[Stands up dramatically.]
6209,"[Laughs loudly, but quickly regains composure.]"
6211,[To a fellow soldier.]
6225,[Whispers worriedly.]
6232,"[Zuko kneels down in front of Sela, with Lee peeking around his mother's back, offering the knife.]"
6235,[Zuko leaps out of bed and runs out of his room down the hallway.]
6239,"[Zuko tries to grab it, but misses as Azula quickly moves out of the way, and loudly grunts.]"
6240,[Tauntingly.]
6252,[This directs everyone's attention to her. She wriggles her toes in the thick mat of fur covering the ground around the bison.]
6253,[Somewhat displeased.]
6254,"[Displeased, raises foot warily.]"
6256,[Cheerfully.]
6257,[Sarcastically.]
6259,"[Waving arms about, now coated in fur.]"
6259,[Coughs.]
6260,"[Bending over, his back turned to her.]"
6260,"[He turns to reveal a wig made of fur, done up in a towering beehive.]"
6261,[Wearing a beard of fur.]
6261,[Aang and Sokka laugh while pointing at each other.]
6262,[Wiping fur off her clothing with her eyes closed.]
6263,[Walking up from behind the two boys.]
6266,[Shrugging casually.]
6267,[Holds arms out in gesture.]
6267,"[Momo flies over to her, dropping several berries he had collected into her hands.]"
6268,[Breezily.]
6268,[Pats bag.]
6268,[Earthbends a rock tent over her.]
6269,[Slightly irritated.]
6270,[Angered.]
6271,[Waves her hand dismissively and walks away.]
6273,[Landing onto the ground to aid Sokka.]
6275,[Rubs back of head sheepishly.]
6276,[Casually.]
6277,[Growing disgusted.]
6280,[Slightly irked.]
6284,[Pressing hand to the ground.]
6285,[Sarcastically.]
6291,"[Leaping off Appa and lying on the ground, relieved.]"
6291,[Rises and says cheerfully.]
6293,[Sarcastically.]
6295,[Curtly.]
6296,[Points a finger at Katara in irritation.]
6296,[Turns and begins walking away.]
6297,[Angrily.]
6297,[Approaches Toph.]
6298,[Enraged.]
6298,[Points finger at Katara.]
6300,[Furiously.]
6300,[Toph uses earthbending to close the door of the tent.]
6303,[Amused.]
6304,[Approaching Katara.]
6305,"[Rapidly turns to face Aang, her expression crazed and her eyes bloodshot.]"
6306,[Awkwardly.]
6306,[Backs off.]
6308,[Mockingly.]
6310,[Annoyed; pushes Katara off to the side.]
6310,[To Toph.]
6311,[Reopens her tent.]
6312,[Lies down and pulls covers of his sleeping bag over his head; says in a muffled voice.]
6314,[Notices the smoke.]
6318,"[Resting against the saddle; Sokka is seen lying on his back, sleeping.]"
6320,[Lands onto the ground.]
6320,[Crawls along the ground in sleeping bag.]
6321,[Angrily; pulling her sleeping bag under her head as a pillow.]
6322,[Irritated; lying on bag.]
6323,[Pulls top part of his shirt over his head; says in a muffled voice.]
6324,[Rolls over on her side.]
6326,[Puts his head down.]
6327,[Mockingly.]
6328,[Points to his top-knot.]
6329,[Jokingly.]
6330,"[Raises head, unamused.]"
6332,[Hold up finger to silence the lemur.]
6332,[Relaxes.]
6334,[Buries face in hands.]
6338,[Nervously.]
6339,[Calmly.]
6340,[Hopelessly.]
6342,[Alarmed.]
6344,[Determined.]
6346,[Sheepishly.]
6347,"[Turning to her, his face distorted with rage.]"
6348,[Smugly.]
6349,[Face turns red.]
6351,[Puts boomerang away; Aang and Katara are seen fleeing.]
6355,[Shocked.]
6356,[Grumpily.]
6357,[Points fingers upward repeatedly in gesture.]
6359,[Complaining.]
6360,[Calmly.]
6361,[Nervously.]
6361,[Holds hands up to his head.]
6361,[Freaks out; eyes bulge out.]
6366,[Yawns.]
6367,"[Slumped against the saddle, exhausted.]"
6368,[Smiles.]
6369,[Relieved.]
6371,[Frantically.]
6375,[Urgently.]
6378,"[Trudging across the ground, carrying his sleeping bag.]"
6379,[Irritated.]
6379,[Depicts shot of Toph lying on the ground sleepily.]
6380,[Wakes up and slams the ground; screams furiously.]
6381,[Trying to calm the tension.]
6382,[Rises and faces Katara.]
6383,[Irritated.]
6383,[Shouting.]
6387,[Desperately.]
6388,[Angrily.]
6389,[Shoves Aang out of the way.]
6389,[Points her thumb at herself.]
6390,[Sitting on Appa's tail.]
6391,[Grabs a handful of Appa's fur and lets the sheddings blow away in the wind.]
6392,[Jumps down to face her.]
6393,"[Stomps the ground, launching her pack into the air which she catches.]"
6394,"[Moves in front of Toph, his arms outstretched to halt her.]"
6396,[Slumps.]
6397,[Regretfully.]
6398,"[From afar, drinking from a cup.]"
6399,[Sarcastically.]
6403,[Grabs a handful of fur and watches as it blows away in the wind.]
6407,[Kneels down and places pieces of Appa's fur into his satchel.]
6411,[Off camera; dryly.]
6412,[Thoughtfully.]
6412,[Scratching her head.]
6413,[Unamused.]
6414,[Clasps her hands together and says brightly.]
6414,[Hugs Mai.]
6416,"[To Azula, pointing in direction of the trail.]"
6418,[Pointing to the broken treetops.]
6418,[Looking down at fur trail.]
6420,[Surveying the woods.]
6420,[Momo begins to chitter and rears up defensively.]
6422,[Shocked; urges Appa forward.]
6424,[Urgently.]
6426,[Frantically.]
6426,[Appa grunts;. Cuts to ground level view of Mai and Ty Lee chasing after them. Cuts to shot of Appa heading toward the river.]
6427,[Pleading.]
6429,[Voice-over.]
6430,[Voice-over.]
6432,[Well off-balance.]
6435,[Frantically.]
6436,[Dryly.]
6438,[Still lying on the ground.]
6440,[Wringing out her braid.]
6443,[Coolly.]
6443,"[Covers her eye and deepens her voice, imitating Zuko.]"
6443,[Aang remains silent; back in her normal voice.]
6445,[Cuts to view of her left side.]
6445,[Cuts to view of her face.]
6446,[Rises to face her.]
6448,[Handing her a cup of tea.]
6448,[Cuts to shot of Toph staring blankly at the ground and back to Iroh.]
6449,[Taking the tea from his hand.]
6450,[Laughs.]
6451,[Casually.]
6457,[Laughs.]
6460,[Looks away; slightly sad.]
6460,"[Cuts to shot of the rocky ledge where the two sit, the mountain region in the background; voice-over.]"
6463,[Gets up to leave.]
6465,[Happily.]
6467,"[Rises to leave, but turns around briefly.]"
6472,[Alarmed.]
6473,[Calmly.]
6474,[Covers mouth to suppress laughter.]
6475,[Determined.]
6476,[Assumes a fighting stance.]
6478,[Thrilled.]
6480,[Slightly dazed.]
6484,[Happily.]
6486,"[Coolly, backing up as her enemies surround her.]"
6486,[Raises her hands in surrender.]
6488,[Horrified.]
6490,[Angrily.]
6490,[Looks at Team Avatar.]
6493,[Blasts an arc of fire.]
6497,[Lands near a sleeping Sokka.]
6497,[Momo chitters and lands on Sokka.]
6497,[Momo moves on to Appa's head.]
6497,[Sokka grumbles and glares at Aang with tired eyes.]
6497,[Sokka again grumbles and puts his head back down. Aang whispers.]
6499,[She puts both her hands on her hips.]
6502,[Aang bows slightly to Toph; disappointed and tiredly.]
6503,[Scratches the back of his head.]
6505,"[Whispers slightly, though with amusement in her voice.]"
6507,[Excitedly.]
6507,"[Stretches out his right arm, his fist clenched, and brings it down like a hammer.]"
6507,"[He brings his left clenched fist to his right elbow, while his right arm is bent upward, the fist also clenched. He trembles with the motion.]"
6507,[Stretches both arms over his head and starts to spin around.]
6508,[Puts a hand on Aang's chest.]
6508,[Makes the gesture.]
6509,[Claps excitedly.]
6513,[Slams the rock against the canyon wall.]
6514,"[Tries to move it, but instead he is forced backward into Appa.]"
6515,[Amused.]
6517,[Playfully jumps on top of Iroh.]
6522,[Groans.]
6523,[Hands Iroh some tea.]
6523,"[Iroh takes a sip from the cup and his eyes widen. He lets out a cry of disgust, but manages to mask it.]"
6524,[Grimaces.]
6524,"[He is handed another cup, which he throws out secretly behind his shoulder.]"
6526,[With the exact opposite of Zuko's thoughts.]
6526,[Zuko nods. Iroh grunts as he stands up.]
6530,[Jumps up and destroys the rock with her head.]
6533,[Trying to help Toph teach.]
6534,[Moments later; yelling at the top of her lungs.]
6540,[Jumps but falls into a crack that is in the ground. He looks at the cub.]
6540,[Sinks further in.]
6544,[Outside.]
6544,"[Steps up, and generates lightning, and shoots it away from the two.]"
6548,"[Stretches out, still in stance.]"
6550,[Blindfolds Aang.]
6551,[Sarcastically.]
6552,[Nervously.]
6556,[Disappointed.]
6571,[Zuko smiles.]
6573,[The cub brings an apple.]
6573,[Tosses his boomerang at it in a desperate attempt.]
6578,[Frustrated at himself.]
6581,"[Throws a piece of grass at him, but Aang stops it with waterbending.]"
6582,[Bows.]
6584,[Draws the firebending insignia in the dirt.]
6584,[Draws the earthbending insignia.]
6584,[Draws the airbending insignia.]
6584,[Draws the waterbending insignia.]
6586,[Divides the four insignias into separate sections.]
6586,[Draws a circle around the insignias.]
6594,[Crack.]
6594,[Crack.]
6595,"[Walks away, hitting the staff off rocks.]"
6596,[Resumes meditating.]
6598,[Frustrated.]
6600,[The two begin to search.]
6602,[Sokka's warrior's wolf tail gets yanked out of his hair by the cub.]
6602,[Aang shows up.]
6603,[Tries to pull him out.]
6605,[Blows up a gust of wind but Sokka remains trapped.]
6612,[Sarcastically.]
6624,[Laughs.]
6624,[The two begin to practice the redirection motion.]
6626,[They practice the motion for a few minutes.]
6631,[Rides away.]
6638,[Gets on top of a rock to try and distract the saber-tooth moose-lion.]
6648,[Throws a nut down and attempts to crack it with the staff.]
6649,[Grabs hold of it.]
6649,[Takes it away.]
6658,[Sarcastically.]
6663,[Embraces Sokka.]
6665,[Interrupting Sokka.]
6665,[Bends a rock and slams it on the ground.]
6666,[Whispering to Toph.]
6667,[Happily.]
6670,[Yelling as loud as he can at the storm.]
6676,[Puts her hand on the ground.]
6677,[Turns around and silences Toph.]
6677,[Blows a note on the flute. A groundhog-type creature pops out of a hole in the ground and mimics the note.]
6677,[Plays another note and another groundhog mimics it.]
6678,[Makes hand motions while looking on with annoyance.]
6680,[Annoyed.]
6684,[Walks next to Aang.]
6685,"[Gestures to the side, sarcastically.]"
6685,[Knocking on an imaginary door.]
6687,[Mockingly.]
6687,[Aang laughs.]
6688,[Opening a map and shows it to Katara.]
6689,[Pointing at the map.]
6690,[Cut to the symbol on the map.]
6692,[Laughs sheepishly.]
6694,[To the bartender.]
6696,[Runs up to the bartender.]
6698,[Airbends the drink off of his clothes.]
6699,[Gasps.]
6700,[Shrugs.]
6701,[Shot changes to show Katara holding an icy bowl.]
6701,[Grabs Aang's arm and points at his arrow tattoo. Camera pans to Aang's face.]
6703,[Measures Aang's head with a pair of calipers and speaking excitedly.]
6704,[Nervously.]
6705,"[While Sokka speaks, Zei writes in his journal.]"
6709,[Straightening his back.]
6710,[Examines the map while the camera pans across it.]
6711,[Raises his fist slightly.]
6711,"[Cut to a shot of Toph laying down. Her feet are closest to the camera, showing her dirt-stained soles.]"
6712,[In disbelief.]
6714,[Sarcastically.]
6716,[Intrigued.]
6717,[Puts her hand on the side of Sokka's face to stop him from talking.]
6718,[Katara and Sokka turn to him in surprise. Cut to Zei.]
6718,[Takes out a drawing of the library and places it on the table.]
