discontinued,gauge_divisor,grams,id,machine_washable,max_gauge,min_gauge,name,permalink,rating_average,rating_count,rating_total,texture,thread_size,wpi,yardage,yarn_company_name,yarn_weight_crochet_gauge,yarn_weight_id,yarn_weight_knit_gauge,yarn_weight_name,yarn_weight_ply,yarn_weight_wpi,texture_clean
FALSE,4,50,155485,TRUE,NA,21,Moonlight,katia-moonlight,4.67,3,14,NA,NA,NA,164,Katia,NA,12,20,Worsted,10,9,NA
TRUE,4,100,53173,NA,NA,22,Bluefaced Leicester DK,tucanas-dream-bluefaced-leicester-dk,5,1,5,plied,NA,NA,225,Tucana's Dream,NA,11,22,DK,8,11,plied
TRUE,1,115,53193,TRUE,8,6.5,CashSock String,the-yoyo-cashsock-string,4.67,3,14,plied,NA,NA,375,The YoYo,NA,5,28,Fingering,4,14,plied
TRUE,4,100,155695,NA,NA,28,Shimmer,pandias-jewels-hand-dyed-yarn-shimmer,5,3,15,singles,NA,NA,400,Pandia's Jewels Hand Dyed Yarn,NA,5,28,Fingering,4,14,singles
FALSE,NA,100,156270,TRUE,NA,NA,LUX Hi Twist Superwash,the-urban-purl-lux-hi-twist-superwash,4.71,7,33,Plied twisted,NA,NA,399,The Urban Purl,NA,5,28,Fingering,4,14,plied twisted
FALSE,4,100,156282,NA,NA,28,Merino Nylon Fingering,studio-c-merino-nylon-fingering,4.83,6,29,plied,NA,NA,437,Studio C,NA,5,28,Fingering,4,14,plied
FALSE,4,50,156320,TRUE,NA,16,Mila Color,lang-yarns-mila-color,4.8,5,24,NA,NA,NA,165,Lang Yarns,NA,12,20,Worsted,10,9,NA
FALSE,NA,100,53648,TRUE,NA,NA,Spring (Спринг),yarna-spring-,5,1,5,Plied,NA,NA,1531,Yarna,NA,8,NA,Cobweb,1,NA,plied
FALSE,4,100,53696,FALSE,NA,22,Bounce . Blue Faced Leicester DK,laal-bear-bounce--blue-faced-leicester-dk,4.75,8,38,Smooth and soft,NA,NA,271,Laal Bear,NA,11,22,DK,8,11,smooth and soft
TRUE,4,50,53718,NA,NA,18,Tonalita Nightlife,trendsetter-yarns-tonalita-nightlife,4.45,11,49,singles wrapped with binder,NA,NA,95,Trendsetter Yarns,NA,1,18,Aran,10,8,singles wrapped with binder
FALSE,NA,100,53851,TRUE,NA,NA,Merino Wool Hobby,linate-merino-wool-hobby,4,2,8,Plied,NA,NA,273,Linate,NA,10,24-26,Sport,5,12,plied
TRUE,1,100,156947,TRUE,NA,6,Sadie Soft,lambstrings-yarn-sadie-soft,4.83,6,29,singles,NA,NA,400,Lambstrings Yarn,NA,5,28,Fingering,4,14,singles
FALSE,4,40,53964,NA,22,20,Subtle（サトル）,nikke-victor-subtle,4.33,3,13,plied,NA,NA,112,Nikke Victor,NA,11,22,DK,8,11,plied
TRUE,4,100,157216,TRUE,32,26,Feliz Navidad,woll-butt-feliz-navidad,4.67,3,14,NA,NA,NA,405,Woll Butt,NA,5,28,Fingering,4,14,NA
FALSE,4,116,157385,NA,NA,18,Heritage,fleece--harmony-heritage,4.57,7,32,plied,NA,NA,200,Fleece & Harmony,NA,1,18,Aran,10,8,plied
FALSE,NA,113,54113,NA,NA,NA,BFL Roving,fiber-optic-yarns-bfl-roving,4.87,15,73,spinning fiber,NA,NA,NA,Fiber Optic Yarns,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,115,157539,TRUE,NA,28,MCN Sock,skein-study-mcn-sock,5,5,25,plied,NA,NA,420,Skein Study,NA,5,28,Fingering,4,14,plied
FALSE,4,100,157626,TRUE,NA,28,Singles Merino Fingering,lakshmis-dreams-singles-merino-fingering,5,10,50,singles,NA,NA,400,Lakshmi's Dreams,NA,5,28,Fingering,4,14,singles
FALSE,4,100,157658,NA,NA,28,Enchantment Singles,farmhaus-fibres-enchantment-singles,5,5,25,singles,NA,NA,400,Farmhaus Fibres,NA,5,28,Fingering,4,14,singles
FALSE,NA,100,157808,NA,NA,NA,Twist,wax-and-skein-twist,4.67,3,14,plied,NA,NA,400,Wax and Skein,NA,5,28,Fingering,4,14,plied
FALSE,4,150,158602,NA,10,7,Barisienne 12,bergere-de-france-barisienne-12,4.43,7,31,NA,NA,NA,75,Bergère de France,NA,6,7-12,Super Bulky,NA,5-6,NA
FALSE,4,25,54924,FALSE,34,23,Marble Organic,pierrot-yarns-marble-organic,4.67,3,14,"plied, soft, smooth",NA,NA,77,Pierrot Yarns,NA,5,28,Fingering,4,14,"plied, soft, smooth"
TRUE,NA,50,159174,NA,NA,NA,Zwischen den Meeren,kustengarn-zwischen-den-meeren,4.56,9,41,NA,NA,NA,55,Küstengarn,NA,4,14-15,Bulky,12,7,NA
TRUE,4,100,55111,NA,24,20,Precieux,biscotte-yarns-precieux,5,4,20,"plied, fluffy",NA,NA,295,Biscotte Yarns,NA,11,22,DK,8,11,"plied, fluffy"
FALSE,4,100,55177,NA,NA,16,Stellar,lovebug-yarns-stellar,5,1,5,plied,NA,NA,205,LoveBug Yarns,NA,1,18,Aran,10,8,plied
FALSE,NA,100,159719,NA,NA,NA,Austen,olive--two-ewe-austen,5,3,15,NA,NA,14,459,Olive & Two Ewe,NA,7,32-34,Lace,2,NA,NA
FALSE,4,50,55411,TRUE,32,28,Panda,maddison-panda,3.67,3,11,NA,NA,NA,229,Maddison,NA,5,28,Fingering,4,14,NA
TRUE,4,50,55432,FALSE,18,14,Almoh,filitaly-lab-almoh,4,3,12,"Plied, fuzzy",NA,NA,120,Filitaly-Lab,NA,4,14-15,Bulky,12,7,"plied, fuzzy"
TRUE,4,50,55530,TRUE,NA,22,Basics Avanti,lana-grossa-basics-avanti,4.5,4,18,plied,NA,NA,130,Lana Grossa,NA,11,22,DK,8,11,plied
FALSE,NA,100,160805,NA,NA,NA,Shetland Laceweight,knoll-yarns-shetland-laceweight,4.75,4,19,plied,NA,NA,919,Knoll Yarns,NA,7,32-34,Lace,2,NA,plied
FALSE,1,100,55998,TRUE,9,7,Daphne,grinning-gargoyle-daphne,5,4,20,plied,NA,NA,400,Grinning Gargoyle,NA,5,28,Fingering,4,14,plied
FALSE,4,113,161125,NA,26,23,Heather,essence-of-autumn-yarn-heather,4.8,5,24,plied,NA,NA,250,Essence of Autumn Yarn,NA,10,24-26,Sport,5,12,plied
FALSE,1,115,161308,TRUE,4,3,Squishy Bulky,mcmullin-fiber-co-squishy-bulky,5,7,35,plied,NA,NA,140,mcmullin fiber co,NA,4,14-15,Bulky,12,7,plied
FALSE,4,100,161363,TRUE,NA,20,Fine Worsted,hookers-corner-fine-worsted,4.83,6,29,plied,NA,NA,217,Hooker's Corner,NA,12,20,Worsted,10,9,plied
TRUE,4,100,56378,TRUE,NA,28,SHEEPAINTS MerryFeet,ruppert-garne-sheepaints-merryfeet,4.71,7,33,plied,NA,NA,437,Ruppert Garne,NA,5,28,Fingering,4,14,plied
FALSE,NA,50,56446,TRUE,NA,NA,Skater uni,four-seasons-grundl-skater-uni,3.75,4,15,NA,NA,NA,229,Four Seasons Gründl,NA,5,28,Fingering,4,14,NA
FALSE,4,100,162663,NA,NA,32,Everyday,gracelynn-wool-everyday,5,4,20,plied,NA,NA,460,Gracelynn Wool,NA,13,32,Light Fingering,3,NA,plied
FALSE,4,100,163078,NA,NA,32,Everything Earth,sunsoaked-sister-everything-earth,4.8,5,24,plied,NA,NA,523,Sunsoaked Sister,NA,13,32,Light Fingering,3,NA,plied
TRUE,4,50,57134,NA,NA,11,Fancy Flying,filatura-di-crosa-fancy-flying,3.5,8,28,boucle,NA,NA,82,Filatura Di Crosa,NA,6,7-12,Super Bulky,NA,5-6,boucle
FALSE,4,50,163946,NA,NA,28,Sìth 4 ply,old-maiden-aunt-sith-4-ply,4.9,10,49,plied,NA,NA,190,Old Maiden Aunt,NA,5,28,Fingering,4,14,plied
FALSE,NA,NA,57746,NA,NA,NA,2-Ply,bohoknitterchic-spins-2-ply,5,2,10,"plied, handspun",NA,NA,NA,BohoKnitterChic Spins,NA,NA,NA,NA,NA,NA,"plied, handspun"
FALSE,4,100,164641,TRUE,NA,22,DK Superwash Merino,dingolondangos-lanas-dk-superwash-merino,4.17,6,25,plied,NA,NA,246,Dingolondangos Lanas,NA,11,22,DK,8,11,plied
FALSE,4,100,164789,TRUE,NA,32,Sock,dancing-skies-fiber-arts-sock,4.86,7,34,plied,NA,NA,462,Dancing Skies Fiber Arts,NA,13,32,Light Fingering,3,NA,plied
TRUE,4,50,165111,TRUE,NA,23,Cotone Denim,lana-grossa-cotone-denim,4,7,28,plied,NA,NA,137,Lana Grossa,NA,10,24-26,Sport,5,12,plied
TRUE,4,100,165130,NA,32,28,SW Merino/Nylon Fingering,rhythmknits-sw-merino-nylon-fingering,4.67,6,28,plied,NA,NA,467,RhythmKnits,NA,13,32,Light Fingering,3,NA,plied
FALSE,4,50,58167,TRUE,NA,15,Mango,textiles-de-la-marque-mango,4,1,4,Novelty,NA,NA,93,Textiles de la Marque,NA,4,14-15,Bulky,12,7,novelty
TRUE,4,100,58386,NA,NA,20,Zara,lanoso-zara,4.33,6,26,plied,NA,NA,262,Lanoso,NA,12,20,Worsted,10,9,plied
FALSE,4,100,166077,TRUE,22,18,Made Worsted,hu-made-made-worsted,5,4,20,plied,NA,NA,218,Hu Made,NA,12,20,Worsted,10,9,plied
FALSE,4,50,166294,TRUE,NA,22,Milk Cotton,sheng-kailun-milk-cotton,3.33,3,10,plied,NA,NA,107,Sheng Kailun | 圣凯伦,NA,11,22,DK,8,11,plied
FALSE,NA,100,166352,NA,NA,NA,Merino Fox Socks,the-fox-and-the-knight-merino-fox-socks,5,4,20,NA,NA,NA,465,The Fox and the Knight,NA,5,28,Fingering,4,14,NA
FALSE,NA,100,166690,NA,NA,NA,DK LUXE,nice--knit-dk-luxe,4.89,9,44,NA,NA,6,230,Nice & Knit,NA,11,22,DK,8,11,NA
FALSE,4,50,167022,NA,NA,28,Baby Alpaca Lace,andeansun-yarns-baby-alpaca-lace,4.67,3,14,plied,NA,NA,437,AndeanSun Yarns,NA,7,32-34,Lace,2,NA,plied
FALSE,1,113,59269,TRUE,5.75,4.25,Peony Worsted,wildflower-whimsy-peony-worsted,4.33,3,13,multi-ply,NA,NA,250,Wildflower Whimsy,NA,12,20,Worsted,10,9,multi-ply
TRUE,NA,100,167590,TRUE,NA,NA,Drachenseide,drachenwolle-drachenseide,4.67,6,28,NA,NA,NA,410,Drachenwolle,NA,5,28,Fingering,4,14,NA
FALSE,4,50,167924,NA,NA,22,Bora Bora,katia-bora-bora,5,3,15,plied,NA,NA,126,Katia,NA,11,22,DK,8,11,plied
FALSE,4,100,59571,TRUE,NA,24,Perleta,vlnap-as-perleta,3.5,2,7,Plied,NA,NA,312,Vlnap a.s.,NA,10,24-26,Sport,5,12,plied
FALSE,4,115,168310,TRUE,NA,24,Merino Sport Weight,all-dyed-up-fibres-merino-sport-weight,4.8,5,24,plied,NA,NA,255,All Dyed Up! Fibres,NA,10,24-26,Sport,5,12,plied
TRUE,4,100,168466,NA,28,28,Glamping,campfire-knits-glamping,4.83,6,29,plied,NA,NA,438,Campfire Knits,NA,5,28,Fingering,4,14,plied
FALSE,4,100,168693,NA,NA,24,White Gum Wool 5ply,by-briony-white-gum-wool-5ply,5,6,30,plied,NA,NA,313,by Briony,NA,10,24-26,Sport,5,12,plied
FALSE,NA,100,169074,NA,NA,NA,tweed sock,yarn-ink-tweed-sock,5,4,20,NA,NA,NA,438,Yarn Ink,NA,5,28,Fingering,4,14,NA
FALSE,4,100,169528,TRUE,NA,28,Merino Nylon Fingering,hippies-yarn-merino-nylon-fingering,5,2,10,plied,NA,NA,437,Hippie's Yarn,NA,5,28,Fingering,4,14,plied
FALSE,4,50,60374,NA,NA,24,Kasumi,noro-kasumi,4.78,9,43,Plied,NA,NA,148,Noro,NA,10,24-26,Sport,5,12,plied
TRUE,4,50,60600,NA,30,24,Pétillante,bergere-de-france-petillante,3.5,4,14,plied,NA,NA,170,Bergère de France,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,170779,NA,NA,28,Merino Single,woolytizy-merino-single,5,3,15,singles,NA,NA,400,WoolyTizy,NA,5,28,Fingering,4,14,singles
TRUE,4,100,170863,TRUE,NA,32,Peachface,lovebird-lane-yarns-peachface,4.75,4,19,plied,NA,NA,547,Lovebird Lane Yarns,NA,7,32-34,Lace,2,NA,plied
TRUE,4,100,61368,TRUE,NA,25,Ak-Simli / White-Silvery,kartopu-ak-simli---white-silvery,3.8,5,19,Metallic Cabled,NA,NA,273,Kartopu,NA,11,22,DK,8,11,metallic cabled
TRUE,4,25,61469,TRUE,21,20,Atoll Baby（アトールベビィちゃん）,keito-zakka-stores-atoll-baby,3,2,6,plied,NA,NA,65,Keito-Zakka Stores,NA,12,20,Worsted,10,9,plied
FALSE,1,57,171445,NA,6,4,Derby Line,cloverworks-farm-derby-line,5,2,10,plied,NA,NA,150,Cloverworks Farm,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,61589,NA,33,28,Kolibri,vita-kolibri,4,4,16,plied,NA,NA,437,Vita,NA,9,NA,Thread,NA,NA,plied
FALSE,NA,NA,171688,TRUE,NA,NA,Merino / Yak Socks,spinnwebstube-yarn-merino---yak-socks,4.75,4,19,plied,NA,NA,437,Spinnwebstube Yarn,NA,5,28,Fingering,4,14,plied
FALSE,4,200,171708,NA,NA,5,Yana XL,amano-yarns-yana-xl,4.88,8,39,NA,NA,NA,54,Amano Yarns,NA,16,0-6,Jumbo,NA,0-4,NA
FALSE,4,100,171806,TRUE,NA,32,Sock,hue-it-hand-dyed-fibers-sock,5,6,30,plied,NA,NA,462,Hue It Hand Dyed Fibers,NA,13,32,Light Fingering,3,NA,plied
FALSE,4,100,172020,TRUE,NA,22,Cozy Strickgarn,tedi-handmade-with-love-cozy-strickgarn,5,1,5,plied,NA,NA,246,Tedi Handmade with Love,NA,11,22,DK,8,11,plied
FALSE,4,50,172151,TRUE,NA,23,Amore Jeans 160,borgo-de-pazzi-firenze-amore-jeans-160,4.5,6,27,plied,NA,NA,175,Borgo de' Pazzi Firenze,NA,10,24-26,Sport,5,12,plied
FALSE,NA,50,172266,NA,NA,NA,Finnwool Summer Of Dyeing,mominoki-yarn-finnwool-summer-of-dyeing,5,5,25,NA,NA,NA,197,mominoki yarn,NA,5,28,Fingering,4,14,NA
FALSE,1,50,172286,NA,9,7,mohair silk lace,plank--stella-mohair-silk-lace,5,4,20,NA,NA,NA,459,plank & stella,NA,7,32-34,Lace,2,NA,NA
TRUE,NA,100,172379,TRUE,NA,NA,100% Mérinos SW - DK,maison-corlene-100-merinos-sw---dk,5,4,20,NA,NA,NA,246,Maison Corlène,NA,11,22,DK,8,11,NA
TRUE,4,150,62490,NA,18,16,Chelsea,milana-chelsea,4.5,8,36,4 plies - carded wool and cotton,NA,NA,314,Milana,NA,1,18,Aran,10,8,4 plies - carded wool and cotton
FALSE,4,100,62626,TRUE,32,28,Sundance Sock,rocky-mountain-dyeworks-sundance-sock,4.55,11,50,plied,NA,NA,400,Rocky Mountain Dyeworks,NA,5,28,Fingering,4,14,plied
FALSE,4,100,62781,FALSE,32,26,Caress Sock,the-yarn-cafe---evoke-hand-dyed-yarns-caress-sock,4.86,7,34,plied,NA,NA,437,evoke hand dyed yarn,NA,5,28,Fingering,4,14,plied
FALSE,4,100,173830,NA,NA,22,BFL Silk DK,the-wool-kitchen-bfl-silk-dk,5,10,50,plied,NA,NA,232,The Wool Kitchen,NA,11,22,DK,8,11,plied
FALSE,4,50,173989,NA,26,22,Cloudgazer,skein-queen-cloudgazer,5,6,30,"fluffy, soft halo",NA,NA,328,Skein Queen,NA,7,32-34,Lace,2,NA,"fluffy, soft halo"
FALSE,4,100,174179,NA,NA,28,Soft Sock,rose-hip-island-soft-sock,5,3,15,plied,NA,NA,437,Rose Hip Island,NA,5,28,Fingering,4,14,plied
FALSE,NA,100,174340,NA,NA,NA,Everyday,thedanishdyelot-everyday,5,7,35,plied,NA,NA,465,TheDanishDyelot,NA,5,28,Fingering,4,14,plied
FALSE,4,100,174549,TRUE,NA,8.5,Mega Multi,james-c-brett-mega-multi,4.67,3,14,NA,NA,NA,57,James C. Brett,NA,6,7-12,Super Bulky,NA,5-6,NA
TRUE,NA,NA,63383,NA,NA,NA,Handpainted Merino Roving,knittyandcolor-handpainted-merino-roving,4.8,5,24,NA,NA,NA,NA,KnittyandColor,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,63487,FALSE,NA,NA,Clotho Lace,wooly-wonka-fibers-clotho-lace,4.67,6,28,"2-ply, soft,",NA,NA,1200,Wooly Wonka Fibers,NA,7,32-34,Lace,2,NA,"2-ply, soft,"
TRUE,4,100,174711,NA,NA,32,Mérinos SW - Nylon,maison-corlene-merinos-sw---nylon,5,4,20,plied,NA,NA,465,Maison Corlène,NA,13,32,Light Fingering,3,NA,plied
FALSE,4,115,174826,NA,24,21,Checked Baggage,have-wool-we-will-travel-checked-baggage,4.83,6,29,plied,NA,NA,250,Have Wool We Will Travel,NA,11,22,DK,8,11,plied
FALSE,1,100,63632,NA,NA,4.5,Whirly Worsted,unplanned-peacock-studio-whirly-worsted,4.67,6,28,plied,NA,NA,180,Unplanned Peacock Studio,NA,1,18,Aran,10,8,plied
FALSE,4,20,175621,NA,NA,28,Barn Owlet Mini,night-owl-fibers-barn-owlet-mini,5,5,25,plied,NA,NA,87,Night Owl Fibers,NA,5,28,Fingering,4,14,plied
FALSE,4,100,176145,TRUE,NA,22,Merino DK,paca-la-alpaca-merino-dk,4.86,7,34,plied,NA,11,246,Paca La Alpaca,NA,11,22,DK,8,11,plied
TRUE,NA,NA,64433,FALSE,NA,NA,Abeille,the-woolen-rabbit-abeille,4.5,8,36,plied,NA,NA,480,The Woolen Rabbit,NA,13,32,Light Fingering,3,NA,plied
FALSE,NA,100,64570,FALSE,NA,NA,Precious,shameless-twist-precious,4.91,11,54,"soft, lofty",NA,NA,420,Shameless Twist,NA,5,28,Fingering,4,14,"soft, lofty"
FALSE,NA,100,64624,NA,NA,NA,Damsel Plus,artists-palette-yarns-damsel-plus,5,7,35,plied,NA,NA,875,Artist's Palette Yarns,NA,7,32-34,Lace,2,NA,plied
FALSE,NA,50,176803,TRUE,NA,NA,superwash wool DK,king-cole-superwash-wool-dk,3,3,9,Soft and slightly crisp,NA,NA,122,King Cole,NA,11,22,DK,8,11,soft and slightly crisp
FALSE,4,100,176899,NA,NA,28,Turisas,knitlobs-lair-turisas,5,1,5,plied,NA,NA,437,Louhittaren Luola,NA,5,28,Fingering,4,14,plied
FALSE,1,99,65007,NA,7,5,Gemstone Soft Twist Silk,halcyon-yarn-gemstone-soft-twist-silk,4.83,6,29,1ply,NA,14,240,Halcyon Yarn,NA,10,24-26,Sport,5,12,1ply
FALSE,NA,50,65719,FALSE,NA,NA,Juliaca,filace-juliaca,4.14,7,29,NA,NA,NA,405,Filace Biagoli,NA,7,32-34,Lace,2,NA,NA
FALSE,NA,50,177592,NA,NA,NA,Must Have Mohair,artistic-lilly-must-have-mohair,5,7,35,NA,NA,NA,459,Artistic Lilly,NA,7,32-34,Lace,2,NA,NA
FALSE,4,100,65811,TRUE,NA,30,Socks' Wool Jacquard,schewe-socks-wool-jacquard,4.67,3,14,Plied,NA,NA,459,Schewe,NA,5,28,Fingering,4,14,plied
FALSE,4,100,177726,TRUE,NA,28,Singles Sock,maruma-hand-dyed-yarns-singles-sock,5,9,45,singles,NA,NA,400,Maruma Hand Dyed Yarns,NA,5,28,Fingering,4,14,singles
FALSE,NA,150,66065,NA,NA,NA,Cashmere/Silk/Merino 3/80NM cobweb weight,colourmart-cashmere-silk-merino-3-80nm-cobweb-weight,4.8,5,24,plied,NA,NA,4325,ColourMart,NA,8,NA,Cobweb,1,NA,plied
FALSE,NA,150,177993,FALSE,NA,NA,EVA Tweed,wibra-eva-tweed,4.25,4,17,single ply/twisted,NA,NA,492,Wibra,NA,NA,NA,NA,NA,NA,single ply/twisted
FALSE,NA,50,178127,NA,NA,NA,Silk Mohair,ruskanlehti-silk-mohair,4.67,3,14,NA,NA,NA,459,Ruskanlehti,NA,7,32-34,Lace,2,NA,NA
FALSE,NA,250,66452,TRUE,NA,NA,Cotton Club 2,fonty-cotton-club-2,4.25,4,17,plied,NA,NA,820,fonty,NA,9,NA,Thread,NA,NA,plied
FALSE,4,100,66616,TRUE,32,28,Little Stripe BFL/Nylon,chroma-yarns-little-stripe-bfl-nylon,4.75,4,19,plied,NA,NA,470,Chroma Yarns,NA,13,32,Light Fingering,3,NA,plied
FALSE,NA,100,178372,TRUE,NA,NA,Mousset,pomme-de-laine-mousset,5,2,10,NA,NA,NA,437,Pomme de Laine,NA,5,28,Fingering,4,14,NA
FALSE,4,100,178514,NA,NA,28,Spark Of Madness,rebel-purl-spark-of-madness,5,2,10,plied,NA,NA,436,Rebel Purl,NA,5,28,Fingering,4,14,plied
FALSE,4,100,178586,NA,NA,32,Sock SW,hobbledehoy-sock-sw,4.67,3,14,plied,NA,NA,463,Hobbledehoy,NA,13,32,Light Fingering,3,NA,plied
TRUE,4,50,66850,NA,NA,19,Magritte,moda-vera-magritte,3.67,6,22,NA,NA,NA,90,Moda Vera,NA,12,20,Worsted,10,9,NA
FALSE,NA,100,66874,TRUE,NA,NA,Merino Laceweight,wolle-kunterbunt-merino-laceweight,5,4,20,plied,NA,NA,NA,Wolle Kunterbunt,NA,7,32-34,Lace,2,NA,plied
TRUE,4,227,66949,TRUE,20,18,Superwash Merino Classic Worsted,black-bunny-fibers-superwash-merino-classic-worsted,4.25,4,17,"smooth, tight twist",NA,NA,520,Black Bunny Fibers,NA,12,20,Worsted,10,9,"smooth, tight twist"
FALSE,4,100,179095,TRUE,NA,22,100% Machine Washable Wool,otaki-dye-house-100-machine-washable-wool,4.88,8,39,plied,NA,NA,230,Otaki Dye House,NA,11,22,DK,8,11,plied
FALSE,4,100,179244,NA,NA,28,Emrys 4-ply,triskelion-emrys-4-ply,5,7,35,plied,NA,NA,383,Triskelion,NA,5,28,Fingering,4,14,plied
FALSE,NA,113,67571,NA,NA,NA,BFL/Tussah Silk Roving,three-waters-farm-bfl-tussah-silk-roving,5,10,50,spinning fiber,NA,NA,NA,Three Waters Farm,NA,NA,NA,NA,NA,NA,spinning fiber
FALSE,4,100,179394,NA,NA,26,Texelse Schapenwol Sokwol extra,de-noordkroon-texelse-schapenwol-sokwol-extra,5,5,25,plied,NA,NA,416,De Noordkroon,NA,5,28,Fingering,4,14,plied
FALSE,4,50,67729,FALSE,NA,33,GIMA 8.5 (STIFFY),hasegawa-corporation-of-japan-gima-85-stiffy,4,5,20,NA,NA,NA,460,Hasegawa Corporation,NA,7,32-34,Lace,2,NA,NA
FALSE,4,25,67799,FALSE,NA,15,Chinchilla,lanoso-chinchilla,3.29,7,23,Plied,NA,NA,273,Lanoso,NA,4,14-15,Bulky,12,7,plied
FALSE,NA,3,67912,FALSE,NA,NA,Invigorate Merino Superwash DK,green-strings-invigorate-merino-superwash-dk,5,3,15,NA,NA,NA,280,Green Strings,NA,11,22,DK,8,11,NA
FALSE,4,100,179620,NA,NA,18,Worsted,skein-or-shine-worsted,5,5,25,plied,NA,NA,181,Skein or Shine,NA,12,20,Worsted,10,9,plied
FALSE,NA,60,179781,TRUE,NA,NA,빈센트 3p (Vincent 3p),knitlove-3p-vincent-3p,4.67,3,14,piled,NA,NA,326,니트러브(Knitlove),NA,13,32,Light Fingering,3,NA,piled
FALSE,1,115,180301,NA,8,7,Whirl,vortex-whirl,4.71,7,33,NA,NA,NA,434,Vortex,NA,5,28,Fingering,4,14,NA
FALSE,4,113,68942,NA,NA,22,Mohair Wool Blend,romney-ridge-farm-yarn-co-mohair-wool-blend,4.45,11,49,plied,NA,NA,270,Romney Ridge Farm Yarn Co.,NA,11,22,DK,8,11,plied
TRUE,NA,50,68963,TRUE,NA,NA,Pure Wool Superwash (Aran),patons-uk-pure-wool-superwash-aran,4,8,32,NA,NA,NA,NA,Patons UK,NA,1,18,Aran,10,8,NA
FALSE,NA,100,69100,TRUE,NA,NA,Working Sock,woolhunter-working-sock,4.5,4,18,NA,NA,NA,437,Woolhunter,NA,5,28,Fingering,4,14,NA
FALSE,NA,100,180745,TRUE,NA,NA,Superwash Merino Singles,old-maiden-aunt-superwash-merino-singles,4.83,6,29,Singles,NA,NA,400,Old Maiden Aunt,NA,5,28,Fingering,4,14,singles
FALSE,4,100,181104,NA,NA,22,Fine Merino DK,arcticcrafts-fine-merino-dk,5,3,15,plied,NA,NA,262,ArcticCrafts,NA,11,22,DK,8,11,plied
FALSE,NA,100,181169,NA,NA,NA,Merino Silk Blend,eve-chambers-textiles-merino-silk-blend,4.71,7,33,NA,NA,NA,437,Eve Chambers Textiles,NA,5,28,Fingering,4,14,NA
FALSE,4,100,181247,NA,NA,28,Cozy Sock,threadheads-knit-co-cozy-sock,4.67,3,14,plied,NA,NA,400,ThreadHead Knits Co.,NA,5,28,Fingering,4,14,plied
FALSE,4,50,69838,FALSE,12,NA,Simba,trysil-garn-simba,3.25,4,13,NA,NA,8,93,Trysil Garn,NA,4,14-15,Bulky,12,7,NA
FALSE,4,100,69978,FALSE,NA,20,Merino Perfection Solid,punta-yarns-merino-perfection-solid,3.83,6,23,NA,NA,NA,296,Punta Yarns,NA,12,20,Worsted,10,9,NA
TRUE,4,100,181584,TRUE,NA,12,Boing!,lion-brand-boing,3.57,7,25,NA,NA,NA,76,Lion Brand,NA,4,14-15,Bulky,12,7,NA
FALSE,4,100,181734,NA,NA,28,Silky Singles,banshee-yarns-silky-singles,5,3,15,singles,NA,NA,437,Banshee Yarns,NA,5,28,Fingering,4,14,singles
FALSE,1,100,181932,NA,6,5,Berry Woolen,woolberry-fiber-co-berry-woolen,4,4,16,plied,NA,NA,260,Woolberry Fiber Co.,NA,11,22,DK,8,11,plied
TRUE,4,100,70403,TRUE,32,25,Fama Plus,katia-fama-plus,3.83,6,23,Plied,NA,NA,372,Katia,NA,5,28,Fingering,4,14,plied
FALSE,4,100,70447,NA,30,28,BooSock,babylonglegs-boosock,4.8,10,48,plied,NA,NA,435,Babylonglegs,NA,5,28,Fingering,4,14,plied
FALSE,4,100,182109,NA,NA,28,Twirl,ocean-by-the-sea-twirl,5,5,25,"plied, high twist",NA,NA,437,Ocean by the Sea,NA,5,28,Fingering,4,14,"plied, high twist"
TRUE,1,100,70623,FALSE,10,8,Sokkusu Lightweight,socktopus-sokkusu-lightweight,4.8,10,48,3 ply superwash merino,NA,NA,472,Socktopus,NA,13,32,Light Fingering,3,NA,3 ply superwash merino
FALSE,NA,100,70697,TRUE,NA,NA,Fashion Melange,el-d-mouzakis-fashion-melange,4,5,20,plied,NA,NA,164,EL. D. Mouzakis,NA,1,18,Aran,10,8,plied
TRUE,4,100,70774,TRUE,NA,14,Merino Bulky,nurturing-fibres-merino-bulky,5,6,30,plied,NA,NA,114,Nurturing Fibres,NA,4,14-15,Bulky,12,7,plied
FALSE,1,100,70985,NA,3.5,2.5,SHANTI Sari Silk,silkindian-shanti-sari-silk,3.5,2,7,singles,NA,7,95,Silkindian,NA,6,7-12,Super Bulky,NA,5-6,singles
FALSE,4,50,70993,FALSE,NA,18,Strick- und Filzwolle Fine Jacquard,wolle-rodel-strick--und-filzwolle-fine-jacquard,3.6,10,36,singles,NA,NA,110,Wolle Rödel,NA,1,18,Aran,10,8,singles
TRUE,NA,50,182631,NA,NA,NA,Natural Cotton Fine,ice-yarns-natural-cotton-fine,4,3,12,NA,NA,NA,164,Ice Yarns,NA,10,24-26,Sport,5,12,NA
FALSE,4,50,71837,FALSE,NA,21,Winter (Зимушка),troitsk-yarn-winter-,3.75,4,15,plied,NA,NA,109,Troitsk Yarn троицкая пряжа,NA,12,20,Worsted,10,9,plied
