feature_id,description,history
855224,"tent town near Colorado River, below Boulder city, location of Gateway siding",NA
855235,approx loc,PO 1896-1914
855709,approx loc,NA
855712,"approx loc, near mouth of Six-Mile Canyon",NA
855785,"approx loc - a town laid out W of Walker Lake opposite of Gillis, 12 mi S of Schurz.  The old Penrod Mine is at the site",NA
855787,approx loc,NA
855842,5 mi S of Fallon,NA
855984,NA,former RR locale
856011,19.3 km (12 mi) SE of Wilson Reservoir at the I L Creek junction with Deep Creek.,NA
856030,NA,Non-agency station on the Central Pacific RR in the 1880s
856039,NA,A RR sta & PO on the Nevada Northern RR
856050,RR locale,NA
856053,RR siding,NA
856066,NA,Founded in 1964.
856067,NA,former station on the Tonopah & Tidewater RR
856076,"Located in sec 17,T20N,R19E, Mount Diablo Meridian",NA
856085,RR station on E&P RR,NA
856087,"Located in sec 24,T33N,R53E, Mount Diablo Meridian",NA
856094,NA,Overland Stage Station
856109,"25 mi N of Pioche, at spring","former pony-express station, springs between here and Pioche were given milepost names from Pioche (NV-T302/p193)"
856136,station on Union Pacific RR,"was named for George Shore, oldtimer & rancher in the area"
856142,"At the base of the Duck Creek Range on the E side of Steptoe Valley, 1.3 k (0.8 mi) NE of McGill.","Name commemorates Colonel E.J. Steptoe, a famous fighter of the Old West."
856143,siding on UP RR between Etna and Boyd in Meadow Valley Wash,"abandoned in 1949, named for Marcus Stine, one owner of Delamar Mining District in 1901"
856166,"Located in sec 19,T33N,R53E, Mount Diablo Meridian",NA
856169,NA,"name from Southern Paiute, ""we"" meaning knife, ""pa"" meaning water"
856191,at a gap or gate in the unnamed ridge thru which the Humboldt River flows,Beowawe is Indian word for gate
856226,NA,County seat of Lyon County from 1861 to 1911.
856228,NA,Named for local rancher Adam Ray Delaplain (1897-1969)
856267,NA,Founded in 1942 and incorporated in 1953.
856321,NA,NA
856391,NA,Founded in 1903 and incorporated in 1905.
856414,NA,County seat of Humboldt County from 1861 to 1873.
856455,"30mi SW of Belmont, 0.6 mi E of San Antonio Ranch","Established in 1860's, post office named San Antonia from 5-14, 1873 to 1-25, 1888, and San Antonio 4-8, 1896 to 7-14, 1906"
856456,NA,Southern Pacific division point (1904-1905) till town was moved to Montello 3 mi to the NE
856483,NA,Churchill County Seat 1861-1864
856555,NA,Mining camp 1922 - 1932
856628,"approx loc, on former C and C RR",NA
856629,"approx loc, a station on the Overland Trail, 30 mi E of Dayton at the lower end of the Big Bend of the Carson",NA
856634,"approx loc, Copper Run denoted a copper camp which grew up near a large copper lode 16 mi SE of Yerington",NA
856637,"approx loc, 35 mi N of Eureka",NA
856679,"somewhere near Trinity in narrow canyon on E slope of Trinity Range overlooking sites of Etna, Torrytown and Oreana, sec loc approx",NA
856779,approx loc - a mining camp located 11 mi S of Hawthorne,NA
856785,NA,"approx loc, a former agricultural community in Mason Valley served by Mason Valley Post Office"
856786,"approx loc, a small settlement six mi S of Dayton",NA
857147,approx loc,NA
857321,Overland Stage station,NA
857333,approx loc,NA
857335,not to be confused with Clark in Storey Co,NA
857338,approx loc,NA
857342,upper end of Silver City,NA
857343,community at Eureka Mill,NA
857467,4 mi NE of Smith,"RR station and town on N bank of the West Walker River, 1911-1920"
857470,NA,"copper and gypsum mining town 1907-1930, 750 people in 1913"
857499,railroad locale,NA
857507,approx. coordinates,NA
857508,approx. coordinates,NA
857509,approx. coordinates,NA
857510,approx coordinates,NA
857511,"between Pioche and Stateline at Eagle Valley, approx coordinates",honors Francis Griffith Newlands of the Newlands Reclamation Act (1902) and U.S. Senator 1909-15
857513,about 9 mi SE of Pioche,"station on Pioche branch of UP RR, name commemorates Joseph D. Delmue and his brothers who bought the ranch in March 1871"
857524,approx coordinates,NA
857543,approx coordinates,NA
857557,NA,Mining town 1866-1871
857558,approx coordinates,NA
857561,approx coordinates,NA
857562,approx coordinates,NA
857572,"approx loc, 25 mi SW Beowawe and 30 mi SE Battle Mountain","Principal mining camp, in 1883, of the Campbell or Bullion Mining District"
857592,apparently same location as Ash Meadows Rancho,Mining town (clay) 1900-1948
857674,mail sent to Galena in 1901,NA
857679,approx loc,NA
857705,approx loc,NA
857706,approx loc,NA
857709,approx loc,NA
857793,approx loc,NA
857827,approx loc,NA
857842,25 mi SW Ely,NA
857870,approx loc,NA
857877,approx loc,NA
857913,NA,Originally known as Bolivia and later changed to Nickle
858037,"E bank of Reese River, 0.7 mi N of US Hwy 50","Began as Pony Express Station, provisional Lander County seat 1862-63"
858057,"In the Amargosa Desert, 46 km (29 mi) NE of the community of Death Valley, California.","amargosa is a Spanish word meaning ""bitter""."
858089,RR station,NA
858187,NA,Overland Stage Station
858303,NA,"known as Cold Creek 1879 to 1913, name changed to Simonsen in 1913"
858305,approx. coordinates,NA
858313,NA,Mormon farming settlement in 1860s
858317,approx coords,NA
858318,NA,"former mining camp in Silver Peak Mining District, active Nov 1907 to Jan 1909, name commemorates Harry Stimler, one of discoverers of Goldfield"
858321,"very approx coordinates, stage station 25 mi S of Elko, on Shepherd toll road in Dixie Valley, running from Shepherd's Station on the South Fork of Humboldt R. to mining camp of Bullion.",NA
858358,approx coordinates,NA
858365,at site of present Monitor Ranch #32007719,NA
858370,"mining camp and mill in Eldorado Canyon Mining District, active in 1896, approx coordinates",NA
858376,12 mi SE of SR3A and US6 at 6 mi W of Coaldale,NA
858379,12 mi N-NW of Chareston above the east side of the Bruneau River - approx coordinates,mining camp 1869-70
858381,at N end of Whisky Flat,NA
858417,2 mi W of Eureka,"mining town began in 1871, still populated"
858423,7 mi SE of Spring City and 8 mi E and N of Paradise a few yards N of Martin Creek County Park.,Milling town 1874-1880.
858439,NA,Served the mining activity on the W slope of the Roberts Mountains
858440,Approx Loc,NA
858442,1 1/2mi below Silver City,NA
858447,NA,named for trapper Thomas McCoy
858448,3.2 km (2 mi) S of Zephyr Cove.,NA
858452,NA,established in 1884 on the old Central Pacific RR
858456,NA,mining camp 1880s-1890s
858468,NA,mining camp in Alum MD
858585,settlement 4 mi W of old Ragtown,NA
858593,NA,County seat of Lincoln County from 1866 to 1871.
858617,NA,Founded in 1931.
858631,"mining camp about 1913, approx loc 4 mi N of Tonopah",NA
858636,Site of an abandoned settlement about 10.5 mi NE of Rawhide,NA
858696,NA,Mining camp existed from 1863-1866
858933,NA,Mining camp 1905-1914
858975,"Located in sec 20,T21N,R18E, Mount Diablo Meridian",NA
859202,"In Kyle Canyon, 4.8 km (3 mi) SE of Charleston Peak",NA
859338,"Located in sec 3,T20N,R18E, Mount Diablo Meridian",NA
859668,in Mammoth Mining District,NA
859671,NA,Founded in 1870 and incorporated as a village in 1888 and as a city in 1891. Became the county seat of White Pine County in 1887.
859725,"Located in sec 29,T19N,R18E, Mount Diablo Meridian",NA
859759,"Located in secs 3 and 10,T16N,R19E, Mount Diablo Meridian",NA
859930,NA,Founded in 1868. County seat of White Pine County from 1869 to 1887.
860308,"Located in sec 13,T19N,R18E, Mount Diablo Meridian",NA
860344,"Located in secs 27 and 34,T14N,R18E, Mount Diablo Meridian",NA
860600,NA,Became the county seat of Douglas County in 1916.
860656,"Located in sec 3,T12N,R19E, Mount Diablo Meridian",NA
860892,"Located in sec 12,T45N,R53E, Mount Diablo Meridian",NA
860938,NA,"laid out by Bill Bruner, 1906"
861100,site of present Riverside Hotel,"Fullers Crossing 1859, Lakes Crossing 1863, Reno May 9, 1868. Became the county seat of Washoe County in 1871. Incorporated as a town in 1879 and as a city in 1903. Named for General Jesse L. Reno"
861877,"Located in sec 22,T13N,R19E, Mount Diablo Meridian",NA
861904,"Located in secs 23 and 24,T17N,R19E, Mount Diablo Meridian",County seat of Washoe County until 1871.
862730,NA,Blaine P.O. located at Brennan Ranch
862752,approx. coordinates,NA
862753,approx. coordinates,NA
862754,approx. coordinates,NA
862755,NA,Named for Mike Pavlak one of discoverers of the Pavlak Mine
862756,approx. coordinates,NA
862759,approx. coordinates,NA
862760,approx. coordinates,NA
862784,NA,"at site of Old Fort Ruby, and present Fort Ruby Ranch"
862785,approx. coordinates,NA
862807,approx. coordinates,NA
862809,approx. coordinates,NA
862851,approx. coordinates,NA
862875,approx coordinates,NA
862876,NA,mining camp
862965,approx coordinates,NA
862973,approx coordinates,NA
863125,approx coordinates,NA
863140,"on Dry Creek, a tributary of Smith Creek",NA
863167,NA,camp at Monkey Wrench Mine
863227,"a settlement in Ursine Valley which had PO (NV-T207/p24), 30 mi N of Pioche, incorrectly listed as a settlement in Ursine Valley in some sources (NV-T202/p50)",NA
863230,"approx loc, 5 mi SE of Cornucopia, 10 mi E of Good Hope District",Mining area 1890s
863264,NA,"approx 1859, named Eagle Valley after their Station"
863266,"approx loc, mining camp, 15 mi from Fallon, at Camp Gregory Mine",NA
863773,"25 mi E of Las Vegas, now covered by Lake Mead, 10 mi above narrows at Black Canyon, 5 mi below mouth of Boulder Canyon","Founded by Anson W. Call in 1865 as port at head of navigation of the Colorado River. Was county seat of Pah-Ute County, AZ, abandoned in 1869."
863837,Not able to locate closer than in Huntington Valley,Station on old Hill-Beachy Road in Huntington Valley run by Judson Dakin who came to area in l860s.
863840,1862 shows as place of residence - location unkown,NA
863842,"a station on the Overland Stage road, E of Deep Creek and near the Utah boundary",NA
863843,Town adjacent to Midas,"named for a ""Doctor"" Dunscomb who practiced in Tuscarora and moved to Midas during the Gold Rush"
863844,a settlement near Mount Irish,NA
863845,"camp on Colorado River, 21 mi below Hoover Dam, now under Lake Mohave, approx loc",NA
863846,A town laid out on Kings River in northern Humboldt County,NA
863848,a settlement W of Dead Horse Well,NA
863850,"north of Eureka, unable to plot on map",NA
863851,A temporary camp located in Paradise Valley,NA
863852,A mining camp 75 mi N of Wadsworth and 14 mi W of Washoe-Humboldt county line,NA
863856,A town below Ramsey Station on the former C and C RR,NA
863857,"a defunct silver mining camp in Lander County, not otherwise locatable",NA
863862,resort on W shore of Lake Mead easterly of Henderson via Vegas Wash Highway,NA
863864,The settlement was served by the Lida Post Office,NA
863865,A station on the NC RR between Ravenswood and Silver Creek,NA
863866,A settlement S of Millers in Ruby Valley,NA
863868,"A short lived settlement served by Aurora PO and named for a sharp, steeply sloping ridge in the area",NA
863869,"Southeast of Gerlach in Pershing County, location unknown",NA
863870,On Freds Mountain in the Esmeralda Mining District.,"Town site was dedicated by C L Richards and J T Degman on thier lode claims Manhattan Reno Number 1 and 2, and filed at the Recorder's Office on 14 July 1906.  Named for Charles Nash, who with other Nash family members had a number of claims on Freds Mountain.  (US-T121)"
863873,A way station half way between Virginia City and Carson Lake on the road to the Reese River Mines,NA
863874,The 1880s station was served by the Tuscarora Post Office,NA
863875,"Northern part of Lander Co served by Lewis PO probably in Lewis MD, location unknown",NA
863884,approx loc,NA
863885,"approx loc, mail to Lovelock, 1910",NA
863886,re-entry of 32001312,NA
863887,"approx loc, mail sent to St Thomas, 1901",NA
863889,"approx loc, mining camp, 50 mi N of Winnemucca",NA
863890,"approx loc, mail sent to Buffalo Meadows, 1901",NA
863891,"approx loc, W side Walker Lake, 10 mi N of Dutch Creek",NA
863892,approx loc,NA
863893,approx loc,NA
863894,approx loc,NA
863895,mining camp 20 mi S of Goldfield,NA
863896,"approx loc, fringe community, 2 mi N of McGill",NA
863897,"approx loc, 50 mi NW Ely, mail to Strawberry, 1901",NA
863898,approx loc,NA
863899,approx loc,NA
863900,"approx loc, fringe community 2 mi SW of McGill",NA
863902,"approx loc, mining camp, 25 mi W of Manhattan, 15 mi N of Millers Siding",NA
863904,"approx loc, mining camp, 29 mi SW of Goldfield",NA
863905,"approx loc, mining camp, 40 mi S of Goldfield",NA
863906,approx loc,NA
863976,Capital of State of Nevada.,Platted in 1858 and incorporated in 1875.
864246,"Located in sec 15,T13N,R18E, Mount Diablo Meridian",NA
865248,NA,Founded in 1741. Incorporated in 1777.
865421,"On the S shore of Great Bay, 0.6 km (6 mi) WSW of Portsmouth.",NA
865716,NA,Established in 1760.
865770,On the NW side of Breakfast Hill and 8 km (5 mi) SSW of Portsmouth and 4.5 km (2.8 mi) N of North Hampton.,NA
866151,NA,"Named after the city of Chichester, England."
866554,1.6 km (1 mi) SW of Beaver lake and 16.1 km (10 mi) SE of the center of Manchester.,NA
866558,"SW of Beaver Lake, NE of Derry and 16.1 km (10 mi) SE of the center of Manchester.",NA
866660,3.5 km (2.2 mi) E of Everett Lake and 9.6 km (6 mi) N of Goffstown.,NA
866704,"1.6 km (1 mi) SE of Beaver Lake, 1.6 km (1 mi) E of Derry Village, and 17.6 km (11 mi) SE of the center of Manchester.",NA
866978,"located 16.1 km (10 mi) W of Exter, and 24 km (15 mi) E of Manchester.","Named changed from Poplin to Fremont in 1854.  Named for John Charles Fremont, American explorer, soldier, and political leader.(US-T121)"
867169,On the NW shore of Sunapee Lake at W end of Gardner Bay 2.4 km (1.5 mi) NE of Sunapee and 8.8 km (5.5 mi) NE of Newport; Town of Sunapee.  (US-T121),NA
867238,"0.8 km (0.5 mi) W of Packer Bog and 1.3 km (0.8 mi) SW of Great Bog, 4.5 mi SW of Portsmouth.",NA
867498,"Located 3.5 km (2.2 mi) northwest of Sodam Hill and 2.6 km (1.6 mi) southeast of Bible Hill, 36.8 km (23 mi) west-northwest of Manchester; Town of Hillsborough.",NA
867609,"1.6 km (1 mi) N of Plausawa Hill and 3.7 km (2.3 mi) SW of Chichester, 8.8 km (5.5 mi) NE of Concord.",NA
867753,1.4 km (0.9 mi) N of Contoocook Lake and 8.8 km (5.5 mi) SE of Monadnock Mountain.,NA
867754,"In the town of Jaffrey, 3.2 km (2 mi NW of the village of Jaffrey and 3.5 mi SE of Monadnock Mountain.",NA
867823,NA,Founded in 1736. Incorporated as a town in 1753 and as a city in 1874.
867828,"1.4 km (0.9 mi) NE of Mount Tug and 1.9 km (1.2 mi) N of Calls Hill, 4.8 km (3 mi) W of the village of Newport.",NA
868267,6.4 km (4 mi) SE of Keene and 9.6 km (6 mi) NW of Monadnock Mountain.,NA
868581,"Bound on the north by Garland Pond and on the southeast by Lees Pond, 24.1 km (15 mi) N of Laconia.",NA
868607,NA,"W of Prospect Hill and E of Stearns Pond, 5.1 km (3.2 mi) NW of Amherst and 7.1 km (4.4 mi) SE of Lyndborough."
868677,NA,"An Indian word meaning""land between."""
868700,"On New Castle Island, at the mouth of the Poscataqua River, 3.2 km (2 mi) E of Portsmouth.",NA
868730,3.2 km (2 mi) N of Rockingham and 4.9 km (3.1 mi) S of Durham.,NA
868992,3.7 km (2.3 mi ) SW of Ogontz Lake abd 5.6 km (3.5 mi) NW of Lisbon.,NA
869101,NA,Named from the city of Peterborough in England.
869312,NA,"Established in 1630. First named Strawberry Banke, but later changed to its present name because situated at the river mouth and a good harbor. ( Gannett, 1905 )"
869326,NA,Established in 1844.
869499,NA,Named for one of the original proprietors.
869565,1.6 km (1 mi) N of Newfields and 3.2 km (2 mi) S of Newmarket.,NA
869595,"On the W bank of the Salmon Falls River, just W of South Berwick, and 6.4 km (4 mi) NE of the center of Dover.",Named for a resident family.
869656,NA,Established in 1623. Named from the home of its English settlers.
870092,"Located at Spofford Lake and Pistareen Mountain, 4.8 km (3 mi) northeast of Chesterfield and 11.4 km (7.1 mi) west of Keene.",NA
870274,NA,NA
870303,3.2 km (2 mi) S of Keene and 6.4 km (4 mi) NE of West Swanzey; Town of Swanzey. (US-T121),NA
870336,1.9 km (1.2 mi) SE of South Weare; Town of Weare.,NA
870377,"Located on the N shore of First Connecticut Lake, 11.2 km (7 mi) NE of Pittsburg.",NA
870959,NA,NA
870969,"Bound on the E by Crescent Lake and on the W by Wolfeboro Bay, 0.64 km (0.4 mi) S of Wolfeboro Falls.",NA
871039,0.8 km (0.5 mi) E of Vittum Hill and 5.6 km (3.5 mi) ENE of Sandwich; Town of Sandwich.,NA
871290,NA,"Named for John Raymond, a grantee."
871306,6.9 km (4.3 mi) S of Sunapee Lake and 14.5 km (9 mi) SE of Sunapee; Town of Bradford.  (US-T121),Named for a group of mailboxes formerly located in a grassy triangle at the crossroads.  (US-T121)
871491,NA,Incorporated as a town in 1829 and as a city in 1897.
871937,Located 2.7 km (1.7 mi) northwest of Lower Bartlett and 6.4 km (4 mi) west of Rogers Crossing.,NA
872152,"1.3 km (0.8 mi) S of Mount Hope and 1.8 km (1.1 mi) NW of Chandler Pond, 4.8 km (3 mi) SE of Lisbon.",NA
872333,"Bound by Berry Pond to the north, Garland Pond to the west, and Lees Pond to the S, 26 km (16 mi) N of Laconia.",NA
872482,"2.4 km (1.5 mi) NW of Washington Hill and 2.2 km (1.4 mi) SE of Bragdon Ledge, 4.8 km (3 mi) N of Chocorua; Town of Tamworth.",NA
872870,"In the White Mountains, 25.6 km (16 mi) N of Lake Winnipesaukee.",NA
873290,NA,"Named in 1828 for Ben Franklin, the birthplace of Daniel Webster."
873303,Capital of State of New Hampshire.,Established in 1727.
874396,NA,Founded in 1871 and incorporated in 1897.
874413,NA,Incorporated in 1854.
874423,Incorporated,NA
874428,NA,Founded in 1887.
874432,NA,NA
874505,NA,Incorporated as a borough in 1904. Current name adopted in 1948.
874641,NA,NA
874662,NA,Incorporated in 1845.
874688,NA,NA
874695,NA,Named for the capital city of Germany.
874698,NA,"In 1840, Vealtown became Bernardsville, named after Sir Francis Bernard, Colonial governor of New Jersey from 1758 to 1760."
874817,NA,Current name adopted in 1796. Named for Governor Joseph Bloomfield.
874930,NA,Became the county seat of Cumberland County in 1748.
874981,NA,Current name adopted in 1805.
875105,NA,Incorporated as a city in 1828. Became the county seat of Camden County in 1844.
875189,NA,Incorporated as a borough in 1848 and as a city in 1857. Current name adopted in 1869.
875191,NA,Platted in 1703.
875194,"At the extreme tip of Cape May penninsula, incorporated",NA
875383,NA,NA
875401,NA,Founded in 1713.
875498,NA,NA
875561,NA,Settled in 1682. Current name adopted in 1881.
875584,NA,Current name adopted in 1827.
875723,NA,NA
875895,NA,Founded in 1726. Current name adopted in 1854.
875956,NA,Incorporated in 1826.
876008,NA,Incorporated in 1887.
876059,NA,Incorporated in 1899.
876060,NA,NA
876186,NA,Current name adopted in 1909.
876195,NA,Current name adopted in 1859.
876217,Incorporated,NA
876331,NA,Incorporated in 1850.
876499,"Located on Long Beach, E of Manahawkin Bay, between the communities of Surf City and Harvey Cedars.",NA
876504,NA,Current name adopted in 1801.
876511,NA,Incorporated in 1867.
876557,NA,Named for former U.S. President James A. Garfield.
876615,Incorporated as Peapack and Gladstone (US-T115/c1994),NA
876626,NA,Incorporated in 1895.
876644,"City on the east bank of the Delaware River, south of Camden.",NA
876807,NA,Founded in 1675.
876854,NA,Named for the inventor of the printing press.
876862,NA,Incorporated in 1853.
876869,NA,Founded in 1683. Named for Elizabeth Haddon.
876934,NA,NA
876986,NA,NA
877005,"Located in northeastern New Jersey, about 3.2 km (2 mi) NNE of Paterson and 26 km (16 mi) NW of Manhattan, NYC.",Named for American novelist Nathaniel Hawthorne (1804-1864) (VA-T15/p41).
877031,NA,Current name adopted in 1920.
877074,NA,NA
877396,NA,Named for former U.S. President Andrew Jackson.
877418,NA,Named for former U.S. President Thomas Jefferson.
877654,NA,Current name adopted in 1812.
877660,NA,NA
877691,NA,Founded in 1893.
877696,NA,Founded in 1887.
877709,NA,Current name adopted in 1816.
877717,NA,Founded in 1731.
877769,NA,Named for former U.S. President Abraham Lincoln.
877815,NA,Current name adopted in 1880.
877892,NA,Named from the city of Lodi in Italy.
878018,NA,Current name adopted in 1834 in honor of former U.S. President James Madison.
878065,NA,Incorporated in 1887.
878080,NA,Founded in 1878.
878081,NA,"Named after the city of Mantua, Italy."
878117,NA,Incorporated in 1885.
878206,NA,First settled in 1710; named for George May of Philadelphia; became county seat in 1837.
878247,NA,Current name adopted in 1828.
878432,NA,Monks was innundated in 1987 by the creation of Monksville Reservoir (q.v.)
878438,NA,Named for former U.S. President James Monroe.
878442,NA,Named for former U.S. President James Monroe.
878461,NA,Incorporated in 1910.
878494,NA,Incorporated in 1865.
878516,NA,NA
878532,NA,NA
878545,NA,NA
878553,NA,NA
878565,NA,NA
878584,NA,NA
878664,NA,NA
878679,NA,NA
878707,NA,Founded in 1881.
878716,NA,Incorporated in 1894.
878725,NA,Named for John Inian; renamed from Inian to New Brunswick around 1724.
878762,NA,ranked 46th by population in the 1980 census
878993,NA,Named for an early settler.
878999,NA,"Named for William IV, Prince of Orange."
879101,NA,Named because of its location on the Palisades.
879106,NA,Incorporated in 1823.
879156,NA,Current name adopted in 1854.
879198,NA,Current name adopted in 1856.
879208,NA,"Current name adopted in 1714. named for the Pennington family, two members of which were governors of the State."
879219,NA,Current name adopted in 1826.
879228,NA,"An Indian word meaning ""cleared land."""
879245,NA,"The name is a combination of the name of the Earl of Perth and a corruption of the original Indian name of the town, Ompage."
879255,NA,Current spelling of the name adopted in 1893.
879270,NA,Named for a resident family.
879338,NA,Named because it is situated on a beautiful plain.
879355,NA,Current name adopted in 1821.
879443,NA,Current name adopted in 1810.
879465,NA,NA
879490,NA,Current name adopted in 1724.
879585,NA,"Named for the Indian sachem, Rahwack."
879627,NA,"In mid-28th century, the community was located in Somerset County."
879698,NA,Named from the town of Ringwood in England.
879861,NA,Founded in 1683. Current name adopted in 1844.
879871,NA,"Named for John Rutherford, an extensive landowner."
879899,Bound on the E by the Saddle River and on the W by Elmwood Park 4.8 km (3 mi) WNW of Hackensack.  (US-T121),NA
880447,NA,Current name adopted in 1880.
880448,NA,NA
880450,NA,NA
880522,Mobile home park.,NA
880695,NA,NA
880806,NA,NA
880820,NA,Current name adopted in 1920.
880921,NA,Incorporated in 1914. Current form of the town's name adopted in 1931.
881044,NA,Current name adopted in 1852.
881460,NA,Current name adopted in 1931.
881484,NA,Current name adopted in 1900.
881524,NA,NA
881558,"Located directly across the Delaware River from Washington Crossing, PA.",NA
881693,NA,NA
881722,NA,"Name change to Woodland Park effective January 1, 2009."
881847,NA,Incorporated in 1798.
881901,Corporate name is Woodlynne.,NA
881912,NA,NA
881916,NA,Current name adopted in 1907.
881964,NA,Current name adopted in 1834.
882446,Incomplete record,NA
882548,NA,Named on account of the reddish appearance of the river banks.
883249,NA,"This name was found on a 1971 map of the Caldwell and Essex Fells area, yet appears to fallen out of use in more recent years."
884402,NA,"Originally named Camptown for a Revolutionary War era American army camp located there, name changed in 1852 for Washington Irving, then at the height of his career."
884540,Capital of State of New Jersey since 1790.,NA
884543,Formerly located near Newton,NA
896885,On the Rio Nutrias 13.5 km (8.4 mi) SSE of Tierra Amarilla and 19.2 km (11.9 mi) E of El Vado.,Spanish for 'the Beavers'.
896886,6.4 km (4 mi) WSW of Carthage and 13.7 km (8.5 mi) SE of San Antonio.  (US-T121),This is the location of the former mining community and Carthage coal mines which existed from 1800 and 1885.  (US-T121)
897532,"Located 4 km (2.5 mi) E of Old Horse Springs, 8 km (5 mi) SW of Horse Mountain and 60 km (37 mi) NE of the county seat of Reserve.","This community evolved after a general store was built approximately 4 km (2.5 mi) E of the community of Horse Springs.  Horse Springs soon  became known as Old Horse Springs and the store site along with several other buildings became known as New Horse Springs.  (US-T121)  Reportedly Horse Springs was named by a group of soldiers traveling from Socorro to Fort Tularosa.  Along the way a horse was lost; on their return trip the horse was found near this site.  (US-T131/1965/NM Place Names/TM Pearce,p72)"
897558,"In the Tse Bonito Valley 3.2 km (2 mi) SE of Window Rock, Arizona. (US-T121)",NA
898324,NA,"Golondrinas means swallow, swallowfish."
898516,Reduced usage,NA
898615,NA,NA
898801,Located 7.4 km (4.6 mi) NE of Gacho Hill.,NA
899530,On the N side of Beclabito Wash 31 km (19 mi) NW of Shiprock.,A Navajo name reportedly meaning 'water underneath.
899647,Nothing remains.,In 1890 a mining community 3 mi N of Gallup. Named for a coal mine official. Once had 1200 residents. Former coal-minning community; post office 1890-1947
899709,NA,NA
899714,Located in Big Pine Canyon.,NA
899742,NA,Founded in 1908. Incorporated as a village in 1917 and as a city in 1955.
899851,In the Playas Valley 18.8 km (11.7 mi) E of Animas.,NA
900808,"25 mi SE of Mosquero, W of Ute Creek",NA
900809,"On NM 39, 28 mi SE of Mosquero",NA
900914,"In NE part of county, on NM 171 and 57, 35 mi NE of Mosquero",Hispanic surname
900916,"On Ute Creek, 20 mi NE of Mosquero",NA
900936,Near Mosquero,Ephemeral homesteader settlement
901124,Location Unknown,NA
901125,"In NW part of County, NE of Roy",NA
901147,10 mi SE of Gallegos,Shown on 1895 map
901201,"In north-central part of county, near Union county line",NA
901202,"10 mi E of Mosquero, at foot of David Hill",NA
901203,"1 mi W of Union County Line, 6 mi S of Cejita de los Comancheros",NA
901248,"S of Farmington, W of NM 371",NA
901250,Beneath Navajo Reservoir,Community drowned by Navajo Reservoir
901295,7 mi N of Farmington and N of Jackson Lake,Among first Mormon communities in area
901328,Between confluence of Animas and San Juan Rivers E of their junction at Farmington,Named for junction of San Juan and Animas Rivers;  first called Junction City and then simply Junction.
901329,On Us 550 3 mi NE of Farmington,First postmaster George T. Hood; Post Office 1898-1906
901394,NA,Post Office 1871-1872
901395,4-5 mi from San Fernando de Taos,NA
901398,On NM 170 just S of the Colorado border,Post Office 1903-1922
901399,NA,This is a complete mystery but has appeared in one source.
901402,1.5 mi N of Espanola,Named for huge stone corrals built by the Salazar family.
901407,Near Abiquiu,NA
901408,"On old US 84, near Villita",NA
901409,NA,"Spanish, ""white village"""
901410,NA,"Spanish, ""middle village"""
901414,"On NM 3, 2 mi N of Taos Plaza",NA
901432,Near Santa Cruz,"Spanish ""tick"""
901489,About 3mi from where the Red River flows into the E side of the Rio Grande,Ephemeral sawmill town around 1882
901495,On D&RGW RR 6 mi NE of Aztec,Post office 1909-1919
901502,"W of NM 95, 12 mi N of Lindrith",NA
901504,"On th Rio del Oso, 15 mi NW of Espanola","Spanish, ""freshets"""
901505,Near Medanales,Named for the river nearby
901507,"7 mi S of Cajilon, E of Arroyo del Yeso",NA
901514,NA,Post Office 1879-1881
901530,NA,"Spanish, ""cowboys, herdsmen'; Post Office 1919-1922"
901559,NA,Post office 1894-1912
901560,NW of El Vado between Dulce and Lumberton,Appears on 1905 map
901561,In Abiquiu area,Post office 1893-1894
901563,Between Dulce and Horse Lake,Appears on 1905 map
901565,In the Abiquiu area,Post office 1907-1910
901566,About 4 mi NE of Arroyo Hondo,NA
901571,Neighborhood 2 mi W of Taos Plaza,NA
901574,NA,Originally at Servilleta Plaza in Rio Arriba County; new settlement sprang with coming railroad
901578,NE of Vallecitos and Canon Plaza E of NM 111,Post Office 1884-1896; turn-of-the-century lumber camp
901581,Near San Juan and Santa Clara pueblos,Early Spanish settlement; post office 1852-1857
901585,In the Taos Ski Basin Area,Ephemeral mining camp; Post Office 1895
901593,4 mi S of village of Red River,Ephemeral mining camp around 1897
901594,"NE of village of Red River, about 0.75 mi W of mining camp of Anchor",Ephemeral mining camp around 1885
901596,"In the Keystone Mining District, NE of village of Red River",Ephemeral mining camp
901597,Neighborhood near Ranchos de Taos,NA
901603,NA,Post Office 1876-1877
901604,W of Raton,Short-lived community on Maxwell Land Grant in the late 1800's
901607,"10 mi N of Dawson, in Cottonwood Canyon",NA
901609,15 mi SE of Raton,NA
901611,NA,Post office 1909-1912; named for a ranch brand
901616,5 mi S of El Rito,NA
901618,NA,Post office 1884-1887; mining camp associated with the Good Hope Mine
901620,"1 mi S of Pilar, on the W bank of the Rio Grande",Short-lived placer-mining camp
901621,"On US 285, 17 mi N of Taos Junction","Spanish, ""little fat one"""
901622,On US 64 W of Agua Fria,NA
901623,Across the San Juan River from Blanco,"Early settlement named for Largo Canyon; Post Office 1883-1927; Navajo name means ""where the water spreads"""
901625,NA,Post Office 1907-1920; across the San Juan River from Jewett
901626,On NM 57 50mi SE of Farmington,first postmaster Samuel H. Haynes; post office 1908-1929
901627,On S side of San Juan River,Post Office 1884-1907
901628,Near San Juan River,Post Office 1900-1901; name is a corruption of the Spanish zacaton meaning a tough grass
