brand,product,name,specific,lightness,hex,lightToDark,numbers,id
Catrice,HD Liquid Coverage Foundation,Hazelnut Beige,036,0.629411764705882,#C9A478,TRUE,36,59
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Ambre,36,0.549019607843137,#B38665,TRUE,36,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Golden Fawn,36,0.66078431372549,#C7A38A,TRUE,36,60
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,36,0.229411764705882,#513624,TRUE,36,37
Pacifica,Alight Clean Foundation,Warm Light,37WL,0.784313725490196,#ECC8A4,FALSE,37,29
Catrice,HD Liquid Coverage Foundation,Golden Beige,037,0.609803921568628,#CB9D6C,TRUE,37,59
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,37,0.480392156862745,#956F60,TRUE,37,50
Pacifica,Alight Clean Foundation,Neutral Fair,38NF,0.790196078431373,#ECCAA7,FALSE,38,29
Clinique,Beyond Perfecting Foundation + Concealer,Sesame,WN 38,0.723529411764706,#E3B28E,NA,38,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Stone,WN 38,0.7,#E2B183,NA,38,NA
Catrice,HD Liquid Coverage Foundation,Honey Beige,038,0.60392156862745106,#C7986D,TRUE,38,59
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,chai,38,0.550980392156863,#B37A66,TRUE,38,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Tan,38,0.596078431372549,#B48F7C,TRUE,38,60
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,38,0.572549019607843,#C48B60,TRUE,38,69
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral,39,0.596078431372549,#C1936F,TRUE,39,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,039,0.623529411764706,#D1966D,TRUE,39,57
Pacifica,Alight Clean Foundation,Cool Fair,39CF,0.845098039215686,#F9D8B6,FALSE,39,29
Catrice,HD Liquid Coverage Foundation,Warm Driftwood,039,0.668627450980392,#D7A67E,TRUE,39,59
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,39,0.382352941176471,#76564D,TRUE,39,50
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Cool,40,0.613725490196078,#CD996C,TRUE,40,75
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,40,0.670588235294118,#DCA27A,TRUE,40,76
Pacifica,Alight Clean Foundation,Neutral Fair,40NF,0.911764705882353,#FDE9D4,FALSE,40,29
Clinique,Superbalanced Makeup,Cream Chamois,40,0.972549019607843,#F9F8F7,NA,40,NA
Clinique,Stay Matte Oil-Free Makeup,Cream Chamois,CN 40,0.72156862745098,#DEB192,NA,40,NA
Clinique,Beyond Perfecting Foundation + Concealer,Cream Chamois,CN 40,0.72156862745098,#DEB192,NA,40,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Cream Chamois,CN 40,0.672549019607843,#D7A580,NA,40,NA
florence by mills,Like a Light Skin Tint,NA,L040,0.676470588235294,#DAA47F,TRUE,40,77
ColourPop,Pretty Fresh Foundation,Light,40N,0.792156862745098,#E4C3B0,TRUE,40,65
ZOEVA,Authentik Skin Natural Luminous Foundation,Artist,040W,0.782352941176471,#EAC8A5,TRUE,40,78
Catrice,HD Liquid Coverage Foundation,Warm Beige,040,0.774509803921569,#E0C0AB,TRUE,40,59
Essence,Pretty Natural Hydrating Foundation,Neutral Vanilla,40,0.643137254901961,#D3A275,TRUE,40,79
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Honey Bronze,40,0.533333333333333,#AE8162,TRUE,40,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Peach Tan,40,0.631372549019608,#C3977F,TRUE,40,60
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Tan Sephora Quality Way-Nice Price,40,0.590196078431373,#C38F6A,TRUE,40,72
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,40N,0.807843137254902,#EAC7B2,TRUE,40,67
Dior,Diorskin Forever Undercover Foundation,Honey Beige,040,0.733333333333333,#F1AB85,TRUE,40,73
Dior,Diorskin Forever Perfect Matte Powder Foundation,Honey Beige,040,0.711764705882353,#D7A894,TRUE,40,81
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,L40,0.711764705882353,#DCA98F,TRUE,40,82
Natasha Denona,Foundation X+,NLight Medium,40,0.798039215686275,#E8CAAF,TRUE,40,68
Natasha Denona,Face Glow Foundation,LMN,40,0.666666666666667,#C8A58C,TRUE,40,84
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,41,0.611764705882353,#D09868,TRUE,41,75
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,41,0.598039215686274,#C5936C,TRUE,41,76
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,41WY,0.825490196078431,#F0D1B5,TRUE,41,67
Dior,Diorskin Forever Undercover Foundation,Ochre,041,0.701960784313725,#EEA878,TRUE,41,73
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Soft Cameo,41,0.609803921568628,#BF9878,TRUE,41,47
Natasha Denona,Foundation X+,YLight Medium,41,0.77843137254902,#E4C7A9,TRUE,41,68
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral,42,0.596078431372549,#D3965D,TRUE,42,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,042,0.615686274509804,#CF986B,TRUE,42,57
Clinique,Superbalanced Makeup,Neutral,42,0.76078431372549,#EFAD95,NA,42,NA
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Tan,42,0.582352941176471,#B48C75,TRUE,42,60
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,42NY,0.794117647058823,#EACAAB,TRUE,42,67
Natasha Denona,Foundation X+,WYMedium,42,0.788235294117647,#E3C9AF,TRUE,42,68
Natasha Denona,Face Glow Foundation,MY,42,0.670588235294118,#CFAE87,TRUE,42,84
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,42.5,0.533333333333333,#B6855A,TRUE,42.5,75
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,43,0.509803921568627,#B47E50,TRUE,43,75
Clinique,Superbalanced Makeup,Nude Beige,43,0.976470588235294,#F9F9F9,NA,43,NA
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Beige Nude,43,0.676470588235294,#D0A589,TRUE,43,47
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,44,0.488235294117647,#B87241,TRUE,44,75
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Tan Sand,44S,0.60392156862745106,#D49860,TRUE,44,86
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Praline,44,0.525490196078431,#A97E63,TRUE,44,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Almond,44,0.643137254901961,#C59D83,TRUE,44,60
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,44,0.576470588235294,#C88E5E,TRUE,44,69
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,045,0.633333333333333,#CF9B74,TRUE,45,57
ColourPop,Pretty Fresh Foundation,Light,45W,0.788235294117647,#E0C9B2,TRUE,45,65
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tan Café Latte,45,0.476470588235294,#A56E4E,TRUE,45,66
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,45N,0.77843137254902,#E8CAA5,TRUE,45,67
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,045W,0.680392156862745,#DCA77F,TRUE,45,44
Dior,Diorskin Forever Undercover Foundation,Hazel Beige,045,0.662745098039216,#E29870,TRUE,45,73
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,L45,0.76078431372549,#E9B29B,TRUE,45,82
Natasha Denona,Foundation X+,NMedium,45,0.782352941176471,#DCC1B3,TRUE,45,68
Natasha Denona,Face Glow Foundation,MN,45,0.682352941176471,#CBA991,TRUE,45,84
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,45,0.564705882352941,#C5885B,TRUE,45,69
Catrice,True Skin Hydrating Foundation,Neutral Toffee,046,0.541176470588235,#C07A54,TRUE,46,58
Clinique,Stay Matte Oil-Free Makeup,Golden Neutral,WN 46,0.703921568627451,#E2B185,NA,46,NA
Clinique,Beyond Perfecting Foundation + Concealer,Golden Neutral,WN 46,0.703921568627451,#E2B185,NA,46,NA
Catrice,HD Liquid Coverage Foundation,Caramel Beige,046,0.547058823529412,#B68B61,TRUE,46,59
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pecan,46,0.517647058823529,#A57E63,TRUE,46,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Almond Peach,46,0.637254901960784,#C6987F,TRUE,46,60
Tarte,Travel Size Face Tape Foundation,Tan Deep Sand,47S,0.582352941176471,#C48A65,TRUE,47,85
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Cappuccino,47,0.584313725490196,#BB826F,TRUE,47,70
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,048,0.637254901960784,#CA9C7B,TRUE,48,57
Clinique,Beyond Perfecting Foundation + Concealer,Oat,WN 48,0.674509803921569,#DCA27C,NA,48,NA
Catrice,HD Liquid Coverage Foundation,Desert Beige,048,0.519607843137255,#B18258,TRUE,48,59
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Golden Almond,48,0.572549019607843,#B48770,TRUE,48,60
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Mocha,48,0.52156862745098,#AA7460,TRUE,48,70
Natasha Denona,Foundation X+,WMedium,48,0.713725490196078,#D0B09C,TRUE,48,68
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool,50,0.492156862745098,#AA7451,TRUE,50,75
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,50,0.6,#CC9B66,TRUE,50,76
florence by mills,Like a Light Skin Tint,NA,LM050,0.656862745098039,#D2A07D,TRUE,50,77
ColourPop,Pretty Fresh Foundation,Light,50W,0.784313725490196,#E6C7AA,TRUE,50,65
ZOEVA,Authentik Skin Natural Luminous Foundation,Beautiful,050N,0.750980392156863,#E1BE9E,TRUE,50,78
Essence,Pretty Natural Hydrating Foundation,Neutral Champagne,50,0.627450980392157,#CD9B73,TRUE,50,79
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Mocha,50,0.472549019607843,#A6744B,TRUE,50,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Amber,50,0.576470588235294,#B58771,TRUE,50,60
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,50WN,0.664705882352941,#DBA778,TRUE,50,67
Dior,Diorskin Forever Undercover Foundation,Dark Beige,050,0.609803921568628,#D78660,TRUE,50,73
Josie Maran,Vibrancy Argan Oil Foundation Fluid,Juicy,RG50,0.709803921568627,#CBAE9F,TRUE,50,74
Natasha Denona,Foundation X+,WNWarm,50,0.784313725490196,#E4C2AC,TRUE,50,68
Shiseido,Sports BB SPF 50+,Shiseido Sports BB SPF,50,0.792156862745098,#F4C9A0,NA,50,NA
Natasha Denona,Face Glow Foundation,MW,50,0.643137254901961,#C5A683,TRUE,50,84
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,50,0.6,#CA9368,TRUE,50,69
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,51,0.419607843137255,#9E6338,TRUE,51,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,051,0.627450980392157,#D19D6F,TRUE,51,57
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,51,0.590196078431373,#CB9262,TRUE,51,76
Dior,Diorskin Forever Undercover Foundation,Praline,051,0.594117647058824,#D18C5E,TRUE,51,73
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral,51.25,0.46078431372549,#9E6E4D,TRUE,51.25,75
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,51.5,0.411764705882353,#996239,TRUE,51.5,75
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool,51.75,0.431372549019608,#9A6542,TRUE,51.75,75
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,52,0.362745098039216,#8E512B,TRUE,52,75
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Deep Neutral,52N,0.372549019607843,#8B5333,TRUE,52,86
Clinique,Stay Matte Oil-Free Makeup,Neutral,CN 52,0.696078431372549,#DDAB86,NA,52,NA
Clinique,Beyond Perfecting Foundation + Concealer,Neutral,CN 52,0.696078431372549,#DDAB86,NA,52,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Neutral,CN 52,0.719607843137255,#E6AE89,NA,52,NA
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Cool Amber,52,0.554901960784314,#B1826A,TRUE,52,60
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Warm Honey,52,0.549019607843137,#AA816E,TRUE,52,47
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral,53,0.415686274509804,#945E40,TRUE,53,75
Tarte,Travel Size Face Tape Foundation,Deep Golden,53G,0.47843137254902,#AF7245,TRUE,53,85
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Dark Caramel,53,0.511764705882353,#A96A5C,TRUE,53,70
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Macchiato,53.5,0.53921568627451,#AB7D68,TRUE,53.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,53.5,0.566666666666667,#C08D61,TRUE,53.5,69
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,054,0.6,#C8996A,TRUE,54,57
Clinique,Beyond Perfecting Foundation + Concealer,Honey Wheat,WN 54,0.652941176470588,#D9A374,NA,54,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Honey Wheat,WN 54,0.617647058823529,#D59566,NA,54,NA
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Amber,54,0.572549019607843,#B48770,TRUE,54,60
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Truffle,54,0.515686274509804,#A36E64,TRUE,54,70
ColourPop,Pretty Fresh Foundation,Light,55N,0.782352941176471,#E2C2AD,TRUE,55,65
Catrice,HD Liquid Coverage Foundation,Warm Bamboo,055,0.588235294117647,#C1956B,TRUE,55,59
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Cocoa,55,0.396078431372549,#896041,TRUE,55,66
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,55WR,0.801960784313726,#F6C6A3,TRUE,55,67
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,M55,0.747058823529412,#E4B399,TRUE,55,82
Natasha Denona,Foundation X+,NA,55Wr,0.723529411764706,#E1B390,TRUE,55,68
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,55,0.590196078431373,#C99064,TRUE,55,69
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Milk Chocolate,56,0.472549019607843,#9A7057,TRUE,56,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Toffee,56,0.564705882352941,#B3836D,TRUE,56,60
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Mahogany Sephora Quality Way-Nice Price,56,0.631372549019608,#CB9977,TRUE,56,72
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tea,56.5,0.535294117647059,#AA7767,TRUE,56.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,56.5,0.396078431372549,#8A6140,TRUE,56.5,69
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,057,0.566666666666667,#C18F60,TRUE,57,57
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Chocolate,57,0.431372549019608,#92694A,TRUE,57,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,57,0.47843137254902,#B07344,TRUE,57,69
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral,58,0.356862745098039,#7C4E3A,TRUE,58,75
Clinique,Stay Matte Oil-Free Makeup,Honey,CN 58,0.666666666666667,#DBA879,NA,58,NA
Clinique,Beyond Perfecting Foundation + Concealer,Honey,CN 58,0.666666666666667,#DBA879,NA,58,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Honey,CN 58,0.643137254901961,#D99F6F,NA,58,NA
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Dark Chocolate,58,0.46078431372549,#906D5B,TRUE,58,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Toffee Peach,58,0.558823529411765,#B58168,TRUE,58,60
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,58Y,0.686274509803922,#DCAC82,TRUE,58,67
Natasha Denona,Foundation X+,NA,58Y,0.690196078431373,#E6B47A,TRUE,58,68
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,59,0.376470588235294,#895337,TRUE,59,75
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Mahogany,59,0.503921568627451,#A26F5F,TRUE,59,66
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Ebony,59,0.507843137254902,#99736A,TRUE,59,70
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,59,0.427450980392157,#966844,TRUE,59,69
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Warm,60,0.307843137254902,#73492A,TRUE,60,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,060,0.533333333333333,#B88558,TRUE,60,57
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,60,0.529411764705882,#BF814F,TRUE,60,76
florence by mills,Like a Light Skin Tint,NA,LM060,0.668627450980392,#D6A17F,TRUE,60,77
ColourPop,Pretty Fresh Foundation,Light,60N,0.747058823529412,#D7B9A6,TRUE,60,65
ZOEVA,Authentik Skin Natural Luminous Foundation,Brave,060N,0.754901960784314,#E7BD9A,TRUE,60,78
Catrice,HD Liquid Coverage Foundation,Latte Macchiato Beige,060,0.482352941176471,#A67950,TRUE,60,59
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Toffee,60,0.552941176470588,#AF846B,TRUE,60,60
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Deep Ebony Sephora Quality Way-Nice Price,60,0.466666666666667,#9E6D50,TRUE,60,72
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,60WY,0.801960784313726,#ECCCAD,TRUE,60,67
Dior,Diorskin Forever Undercover Foundation,Light Mocha,060,0.456862745098039,#AD603C,TRUE,60,73
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,M60,0.762745098039216,#EBB29A,TRUE,60,82
Natasha Denona,Foundation X+,WYMedium,60,0.733333333333333,#E0B196,TRUE,60,68
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral,61,0.274509803921569,#6A3C22,TRUE,61,75
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Dark Chocolate,61,0.494117647058824,#9B6B61,TRUE,61,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,61,0.454901960784314,#9F6C49,TRUE,61,69
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,62,0.26078431372549,#603725,TRUE,62,75
Clinique,Superbalanced Makeup,Porcelain Beige,62,0.97843137254902,#FAFAF9,NA,62,NA
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Toffee Spice,62,0.53921568627451,#AD7D66,TRUE,62,60
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,63,0.313725490196078,#673F39,TRUE,63,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,063,0.517647058823529,#B27E56,TRUE,63,57
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Sienna,63,0.476470588235294,#926761,TRUE,63,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,63,0.409803921568627,#896448,TRUE,63,69
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,64,0.333333333333333,#644846,TRUE,64,75
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Mocha,64,0.5,#9E7461,TRUE,64,60
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Coffee,64,0.509803921568627,#98736C,TRUE,64,70
Catrice,HD Liquid Coverage Foundation,Bronze Beige,065,0.464705882352941,#A47349,TRUE,65,59
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Dark Ebony,65,0.307843137254902,#6A4733,TRUE,65,66
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,M65,0.752941176470588,#E8B298,TRUE,65,82
Natasha Denona,Face Glow Foundation,MD,65,0.358823529411765,#7D543A,TRUE,65,84
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,65,0.364705882352941,#805C3A,TRUE,65,69
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Chestnut,65.5,0.450980392156863,#87625F,TRUE,65.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,65.5,0.325490196078431,#715035,TRUE,65.5,69
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,066,0.492156862745098,#AD7A4E,TRUE,66,57
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Sandalwood,66,0.366666666666667,#745947,TRUE,66,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Mocha Spice,66,0.47843137254902,#96705E,TRUE,66,60
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Light Espresso,66.5,0.456862745098039,#8D665C,TRUE,66.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,66.5,0.398039215686274,#866645,TRUE,66.5,69
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Expresso,67,0.362745098039216,#725647,TRUE,67,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,67,0.352941176470588,#7B5739,TRUE,67,69
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,068,0.476470588235294,#A8714B,TRUE,68,57
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Brulee,WN 68,0.572549019607843,#CB8F59,NA,68,NA
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Brownie,68,0.419607843137255,#7B5E5B,TRUE,68,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Deep Mocha,68,0.486274509803922,#967262,TRUE,68,60
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,68,0.356862745098039,#7A5A3C,TRUE,68,69
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,070,0.462745098039216,#A46748,TRUE,70,57
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,70,0.435294117647059,#A4643A,TRUE,70,76
Clinique,Superbalanced Makeup,Vanilla,70,0.976470588235294,#F9F9F9,NA,70,NA
Clinique,Stay Matte Oil-Free Makeup,Vanilla,CN 70,0.674509803921569,#D6A682,NA,70,NA
Clinique,Beyond Perfecting Foundation + Concealer,Vanilla,CN 70,0.674509803921569,#D6A682,NA,70,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Vanilla,CN 70,0.684313725490196,#D9A784,NA,70,NA
florence by mills,Like a Light Skin Tint,NA,LM070,0.647058823529412,#D19A79,TRUE,70,77
ColourPop,Pretty Fresh Foundation,Light,70W,0.731372549019608,#D8B99D,TRUE,70,65
ZOEVA,Authentik Skin Natural Luminous Foundation,Bright,070N,0.73921568627451,#E8BA91,TRUE,70,78
Catrice,HD Liquid Coverage Foundation,Toffee Beige,070,0.445098039215686,#A36D40,TRUE,70,59
Essence,Pretty Natural Hydrating Foundation,Warm Cashew,70,0.605882352941176,#CA986B,TRUE,70,79
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Mocha Java,70,0.470588235294118,#8E6F62,TRUE,70,60
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,70WN,0.652941176470588,#C89F85,TRUE,70,67
Dior,Diorskin Forever Undercover Foundation,Dark Brown,070,0.413725490196078,#98583B,TRUE,70,73
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,M70,0.735294117647059,#E3B094,TRUE,70,82
Natasha Denona,Foundation X+,WNMedium,70,0.692156862745098,#DEAB83,TRUE,70,68
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,072,0.42156862745098,#946243,TRUE,72,57
Clinique,Superbalanced Makeup,Sunny,72,0.976470588235294,#F9F9F9,NA,72,NA
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,074,0.390196078431373,#8A603D,TRUE,74,57
Clinique,Stay Matte Oil-Free Makeup,Beige,CN 74,0.633333333333333,#D09B73,NA,74,NA
Clinique,Beyond Perfecting Foundation + Concealer,Beige,CN 74,0.633333333333333,#D09B73,NA,74,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Beige,CN 74,0.57843137254902,#C48A63,NA,74,NA
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,75Y,0.656862745098039,#E3A66C,TRUE,75,67
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,M75,0.743137254901961,#E8B193,TRUE,75,82
Josie Maran,Vibrancy Argan Oil Foundation Fluid,Reverent,RG75,0.541176470588235,#A97F6B,TRUE,75,74
Natasha Denona,Foundation X+,Y Dark,75,0.676470588235294,#DAA67F,TRUE,75,68
Natasha Denona,Face Glow Foundation,MDY,75,0.488235294117647,#A07E59,TRUE,75,84
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,076,0.364705882352941,#7F573B,TRUE,76,57
Clinique,Beyond Perfecting Foundation + Concealer,Toasted Wheat,WN 76,0.568627450980392,#C38B5F,NA,76,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Toasted Wheat,WN 76,0.629411764705882,#D39D6E,NA,76,NA
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,078,0.349019607843137,#77533B,TRUE,78,57
Clinique,Beyond Perfecting Foundation + Concealer,Nutty,CN 78,0.605882352941176,#CE9467,NA,78,NA
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,080,0.329411764705882,#734B35,TRUE,80,57
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,80,0.329411764705882,#804D28,TRUE,80,76
Catrice,True Skin Hydrating Foundation,Neutral Pecan,080,0.386274509803922,#935332,TRUE,80,58
florence by mills,Like a Light Skin Tint,NA,M080,0.645098039215686,#CA9B7F,TRUE,80,77
ColourPop,Pretty Fresh Foundation,Medium,80W,0.703921568627451,#D7B490,TRUE,80,65
ZOEVA,Authentik Skin Natural Luminous Foundation,Brilliant,080W,0.749019607843137,#E7BA97,TRUE,80,78
Catrice,HD Liquid Coverage Foundation,Caramel Beige,080,0.437254901960784,#996846,TRUE,80,59
Essence,Pretty Natural Hydrating Foundation,Cool Chai,80,0.6,#C8956A,TRUE,80,79
Dior,Diorskin Forever Undercover Foundation,Ebony,080,0.36078431372549,#814D37,TRUE,80,73
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,M80,0.709803921568627,#DCA88E,TRUE,80,82
Josie Maran,Vibrancy Argan Oil Foundation Fluid,Magical,RG80,0.496078431372549,#9E715F,TRUE,80,74
Natasha Denona,Face Glow Foundation,DR,80,0.545098039215686,#9F8977,TRUE,80,84
