brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y513 - Warm Amber for dark skin with golden undertones,/productimages/sku/s2246759+sw.jpg,Y513 - Warm Amber 1.01 oz/ 30 mL,NA,Y513,RGB,#9B785A,27.6923076923077,0.26530612244898,0.480392156862745
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y522 - Terracotta for dark skin with slightly peach undertones,/productimages/sku/s2246767+sw.jpg,Y522 - Terracotta 1.01 oz/ 30 mL,NA,Y522,RGB,#956C53,22.7272727272727,0.28448275862069,0.454901960784314
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,R530 - Brown for dark skin with slightly red undertones,/productimages/sku/s1709211+sw.jpg,R530 - Brown 1.01 oz/ 30 mL,NA,R530,RGB,#6B4533,19.2857142857143,0.354430379746835,0.309803921568627
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y532 - Mocha for deep skin with slightly red undertones,/productimages/sku/s2246775+sw.jpg,Y532 - Mocha 1.01 oz/ 30 mL,NA,Y532,RGB,#694E3F,21.4285714285714,0.25,0.329411764705882
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y533 - Warm Mocha for deep skin with golden undertones,/productimages/sku/s2246783+sw.jpg,Y533 - Warm Mocha 1.01 oz/ 30 mL,NA,Y533,RGB,#966F4D,27.9452054794521,0.3215859030837,0.445098039215686
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y535 - Chestnut for deep skin with peach undertones,/productimages/sku/s1709179+sw.jpg,Y535 - Chestnut 1.01 oz/ 30 mL,NA,Y535,RGB,#78544A,13.0434782608696,0.237113402061856,0.380392156862745
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y545 - Cacao for deep skin with neutral undertones,/productimages/sku/s2246791+sw.jpg,Y545 - Cacao 1.01 oz/ 30 mL,NA,Y545,RGB,#85644E,24,0.260663507109005,0.413725490196078
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,R550 - Dark Chocolate for deep skin with red undertones,/productimages/sku/s2246809+sw.jpg,R550 - Dark Chocolate 1.01 oz/ 30 mL,NA,R550,RGB,#643E2F,16.9811320754717,0.360544217687075,0.288235294117647
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,R560 - Chocolate for deep skin with very red undertones,/productimages/sku/s2246817+sw.jpg,R560 - Chocolate 1.01 oz/ 30 mL,NA,R560,RGB,#6A5248,17.6470588235294,0.191011235955056,0.349019607843137
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.00 Cool very light with cool undertones,/productimages/sku/s2172948+sw.jpg,1.00 Cool,Cool,1.00,RGB,#FCF0E5,28.695652173913,0.793103448275862,0.943137254901961
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.10 Neutral very light with neutral undertones,/productimages/sku/s2112001+sw.jpg,1.10 Neutral,Neutral,1.10,RGB,#FCEDD8,35,0.857142857142857,0.917647058823529
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.20 Cool light with cool undertones,/productimages/sku/s2097087+sw.jpg,1.20 Cool,Cool,1.20,RGB,#FBE6D6,25.9459459459459,0.822222222222222,0.911764705882353
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.30 Warm light with warm undertones,/productimages/sku/s2097095+sw.jpg,1.30 Warm,Warm,1.30,RGB,#F5DBC1,30,0.722222222222222,0.858823529411765
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.40 Neutral light with neutral undertones,/productimages/sku/s2097103+sw.jpg,1.40 Neutral,Neutral,1.40,RGB,#ECCCAF,28.5245901639344,0.616161616161616,0.805882352941176
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.50 Cool light with cool undertones,/productimages/sku/s2097111+sw.jpg,1.50 Cool,Cool,1.50,RGB,#F0C3A6,23.5135135135135,0.711538461538461,0.796078431372549
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,1.60 Warm light with warm undertones,/productimages/sku/s2097129+sw.jpg,1.60 Warm,Warm,1.60,RGB,#EEC5A2,27.6315789473684,0.690909090909091,0.784313725490196
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,2.10 Cool medium with cool undertones,/productimages/sku/s2097137+sw.jpg,2.10 Cool,Cool,2.10,RGB,#E3C2A8,26.4406779661017,0.51304347826087,0.774509803921569
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,2.20 Neutral/Olive  medium with neutral olive undertones,/productimages/sku/s2097145+sw.jpg,2.20 Neutral/Olive,Neutral/Olive,2.20,RGB,#ECC49B,30.3703703703704,0.680672268907563,0.766666666666667
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,2.30 Warm medium with warm undertones,/productimages/sku/s2097152+sw.jpg,2.30 Warm,Warm,2.30,RGB,#ECC49B,30.3703703703704,0.680672268907563,0.766666666666667
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,2.40 Neutral/Olive  medium with neutral olive undertones,/productimages/sku/s2097160+sw.jpg,2.40 Neutral/Olive,Neutral/Olive,2.40,RGB,#E2C099,32.0547945205479,0.557251908396947,0.743137254901961
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,2.50 Neutral medium with neutral undertones,/productimages/sku/s2097178+sw.jpg,2.50 Neutral,Neutral,2.50,RGB,#DCB290,26.8421052631579,0.52054794520548,0.713725490196078
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.10 Cool light tan with cool undertones,/productimages/sku/s2097186+sw.jpg,3.10 Cool,Cool,3.10,RGB,#ECC09E,26.1538461538462,0.672413793103448,0.772549019607843
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.15 Cool light tan with cool undertones,/productimages/sku/s2097194+sw.jpg,3.15 Cool,Cool,3.15,RGB,#F0C2A9,21.1267605633803,0.702970297029703,0.801960784313726
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.20 Warm light tan with warm  undertones,/productimages/sku/s2097202+sw.jpg,3.20 Warm,Warm,3.20,RGB,#E8B77D,32.5233644859813,0.699346405228758,0.7
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.25 Neutral light tan with neutral undertones,/productimages/sku/s2097210+sw.jpg,3.25 Neutral,Neutral,3.25,RGB,#E4B488,28.695652173913,0.63013698630137,0.713725490196078
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.30 Warm/Olive tan with warm olive undertones,/productimages/sku/s2097228+sw.jpg,3.30 Warm/Olive,Warm/Olive,3.30,RGB,#E8B172,32.0338983050847,0.719512195121951,0.67843137254902
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.35 Warm tan with warm undertones,/productimages/sku/s2097236+sw.jpg,3.35 Warm,Warm,3.35,RGB,#D8A776,30,0.556818181818182,0.654901960784314
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.40 Warm tan with warm undertones,/productimages/sku/s2097244+sw.jpg,3.40 Warm,Warm,3.40,RGB,#D9A176,26.0606060606061,0.565714285714286,0.656862745098039
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.45 Neutral tan with neutral undertones,/productimages/sku/s2097251+sw.jpg,3.45 Neutral,Neutral,3.45,RGB,#D9A176,26.0606060606061,0.565714285714286,0.656862745098039
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.50 Warm tan with warm undertones,/productimages/sku/s2097269+sw.jpg,3.50 Warm,Warm,3.50,RGB,#E2B07E,30,0.632911392405063,0.690196078431373
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.55 Neutral/Olive tan with neutral olive undertones,/productimages/sku/s2097277+sw.jpg,3.55 Neutral/Olive,Neutral/Olive,3.55,RGB,#D3A778,30.989010989011,0.508379888268156,0.649019607843137
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.60 Warm tan with warm undertones,/productimages/sku/s2097285+sw.jpg,3.60 Warm,Warm,3.60,RGB,#E4AA74,28.9285714285714,0.674698795180723,0.674509803921569
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.65 Neutral very tan with neutral undertones,/productimages/sku/s2097293+sw.jpg,3.65 Neutral,Neutral,3.65,RGB,#D29D74,26.1702127659574,0.510869565217391,0.63921568627451
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.70 Warm/Olive very tan with warm olive undertones,/productimages/sku/s2097301+sw.jpg,3.70 Warm/Olive,Warm/Olive,3.70,RGB,#CE9160,26.7272727272727,0.528846153846154,0.592156862745098
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,3.75 Warm very tan with warm undertones,/productimages/sku/s2097319+sw.jpg,3.75 Warm,Warm,3.75,RGB,#DA9762,26.5,0.618556701030928,0.619607843137255
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.00 Neutral/Olive deep neutral with warm olive undertones - Selected,/productimages/sku/s2172955+sw.jpg,4.00 Neutral/Olive,Neutral/Olive,4.00,RGB,#AE7955,24.2696629213483,0.354581673306773,0.507843137254902
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.05 Warm deep with warm undertones,/productimages/sku/s2172963+sw.jpg,4.05 Warm,Warm,4.05,RGB,#B9773D,28.0645161290323,0.504065040650406,0.482352941176471
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.10 Cool/Olive deep with cool olive undertones,/productimages/sku/s2097327+sw.jpg,4.10 Cool/Olive,Cool/Olive,4.10,RGB,#A8723D,29.7196261682243,0.467248908296943,0.449019607843137
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.15 Warm deep golden with rosy undertones,/productimages/sku/s2172971+sw.jpg,4.15 Warm,Warm,4.15,RGB,#A46B3C,27.1153846153846,0.464285714285714,0.43921568627451
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.20 Warm deep with warm undertones,/productimages/sku/s2097335+sw.jpg,4.20 Warm,Warm,4.20,RGB,#906131,30.3157894736842,0.492227979274611,0.37843137254902
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.30 Warm deep with warm undertones,/productimages/sku/s2097343+sw.jpg,4.30 Warm,Warm,4.30,RGB,#A06C38,30,0.481481481481482,0.423529411764706
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.35 Warm deep with warm undertones,/productimages/sku/s2172989+sw.jpg,4.35 Warm,Warm,4.35,RGB,#905A2E,26.9387755102041,0.51578947368421,0.372549019607843
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.40 Neutral deep with neutral undertones,/productimages/sku/s2097350+sw.jpg,4.40 Neutral,Neutral,4.40,RGB,#73491E,30.3529411764706,0.586206896551724,0.284313725490196
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.45 Neutral deep with warm undertones,/productimages/sku/s2172997+sw.jpg,4.45 Neutral,Neutral,4.45,RGB,#6B3E0D,31.2765957446809,0.783333333333333,0.235294117647059
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.50 Warm deep with warm undertones,/productimages/sku/s2097368+sw.jpg,4.50 Warm,Warm,4.50,RGB,#723C1B,22.7586206896552,0.617021276595745,0.276470588235294
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.55 Cool very deep with cool undertones,/productimages/sku/s2173003+sw.jpg,4.55 Cool,Cool,4.55,RGB,#6F3A1E,20.7407407407407,0.574468085106383,0.276470588235294
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.60 Neutral very deep with neutral undertones,/productimages/sku/s2097376+sw.jpg,4.60 Neutral,Neutral,4.60,RGB,#532E15,24.1935483870968,0.596153846153846,0.203921568627451
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.70 Cool very deep with cool undertones,/productimages/sku/s2097384+sw.jpg,4.70 Cool,Cool,4.70,RGB,#542911,21.4925373134328,0.663366336633664,0.198039215686275
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.75 Neutral very deep with neutral undertones,/productimages/sku/s2173011+sw.jpg,4.75 Neutral,Neutral,4.75,RGB,#3A2115,19.4594594594595,0.468354430379747,0.154901960784314
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Opal 01 for very fair cool skin with pink undertones,/productimages/sku/s1687870+sw.jpg,Opal 01 1.18 oz,Opal,01,RGB,#ECD0C4,18,0.512820512820513,0.847058823529412
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Birch 1.5 for fair warm skin with yellow undertones,/productimages/sku/s1826411+sw.jpg,Birch 1.5 1.18 oz,Birch,1.5,RGB,#F5D4B6,28.5714285714286,0.759036144578313,0.837254901960784
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Vanilla 02 for very fair neutral skin with peach undertones,/productimages/sku/s1687888+sw.jpg,Vanilla 02 1.18 oz,Vanilla,02,RGB,#DCBBAF,16,0.391304347826087,0.774509803921569
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Buttercream 03 for very light warm skin yellow undertones,/productimages/sku/s1687896+sw.jpg,Buttercream 03 1.18 oz,Buttercream,03,RGB,#E2C4B2,22.5,0.452830188679245,0.792156862745098
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Cashew 3.5 for light neutral skin with peach undertones - Selected,/productimages/sku/s2176972+sw.jpg,Cashew 3.5,Cashew,3.5,RGB,#D3A78A,23.8356164383562,0.453416149068323,0.684313725490196
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Suede 04 for medium-tan cool skin with rosy undertones,/productimages/sku/s1687904+sw.jpg,Suede 04 1.18 oz,Suede,04,RGB,#D6ADA1,13.5849056603774,0.392592592592593,0.735294117647059
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Wheat 4.5 for medium cool skin with pink undertones,/productimages/sku/s1826429+sw.jpg,Wheat 4.5 1.18 oz,Wheat,4.5,RGB,#D3A886,26.4935064935065,0.466666666666667,0.676470588235294
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Natural 05 for medium-tan neutral skin with peach undertones,/productimages/sku/s1687912+sw.jpg,Natural 05 1.18 oz,Natural,05,RGB,#D4AB9A,17.5862068965517,0.402777777777778,0.717647058823529
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Bamboo 5.5 for light warm skin with yellow undertones,/productimages/sku/s1826403+sw.jpg,Bamboo 5.5 1.18 oz,Bamboo,5.5,RGB,#EBCBAC,29.5238095238095,0.611650485436893,0.798039215686275
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Ginger 06 for medium warm skin with yellow undertones,/productimages/sku/s1687920+sw.jpg,Ginger 06 1.18 oz,Ginger,06,RGB,#D0A993,21.6393442622951,0.393548387096774,0.696078431372549
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Desert 6.5 for tan neutral skin with peach undertones,/productimages/sku/s1826395+sw.jpg,Desert 6.5 1.18 oz,Desert,6.5,RGB,#D9A986,25.3012048192771,0.522012578616352,0.688235294117647
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Tan 07 for tan cool skin with rosy undertones,/productimages/sku/s1687938+sw.jpg,Tan 07 1.18 oz,Tan,07,RGB,#CAA293,16.3636363636364,0.341614906832298,0.684313725490196
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Dune 7.5 for medium-tan warm skin with golden undertones,/productimages/sku/s1826387+sw.jpg,Dune 7.5 1.18 oz,Dune,7.5,RGB,#DEAE88,26.5116279069767,0.565789473684211,0.701960784313725
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Spice 08 for tan warm skin with golden undertones,/productimages/sku/s1687946+sw.jpg,Spice 08 1.18 oz,Spice,08,RGB,#CB9D84,21.1267605633803,0.405714285714286,0.656862745098039
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Terra 8.5 for tan-dark warm skin with golden undertones,/productimages/sku/s1826379+sw.jpg,Terra 8.5 1.18 oz,Terra,8.5,RGB,#D9A480,24.2696629213483,0.539393939393939,0.676470588235294
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Chestnut 09 for dark neutral skin with peach undertones,/productimages/sku/s1687953+sw.jpg,Chestnut 09 1.18 oz,Chestnut,09,RGB,#C5937A,20,0.392670157068063,0.625490196078431
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Sienna 10 for deep cool skin with red undertones,/productimages/sku/s1687961+sw.jpg,Sienna 10 1.18 oz,Sienna,10,RGB,#A47465,14.2857142857143,0.257142857142857,0.519607843137255
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Cinnamon 10.5 for deep warm skin with golden undertones,/productimages/sku/s2176980+sw.jpg,Cinnamon 10.5,Cinnamon,10.5,RGB,#8B624F,19,0.275229357798165,0.427450980392157
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Cedar 11 for very deep cool skin with red undertones,/productimages/sku/s2176998+sw.jpg,Cedar 11,Cedar,11,RGB,#9C6351,14.4,0.316455696202532,0.464705882352941
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Mahogany 11.5 for very deep neutral skin with peach undertones,/productimages/sku/s2177004+sw.jpg,Mahogany 11.5,Mahogany,11.5,RGB,#74544E,9.47368421052632,0.195876288659794,0.380392156862745
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Cloud fairest with neutral to rosy undertones,/productimages/sku/s2084606+sw.jpg,Cloud 1 oz,Cloud,NA,RGB,#EBC7AE,24.5901639344262,0.603960396039604,0.801960784313726
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Swan very fair with neutral undertones,/productimages/sku/s1960814+sw.jpg,Swan 1 oz/ 29.57 mL,Swan,NA,RGB,#D7B096,24,0.448275862068966,0.715686274509804
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Snow very fair with neutral to rosy undertones,/productimages/sku/s1762608+sw.jpg,Snow 1 oz/ 30 mL,Snow,NA,RGB,#EDC9B2,23.3898305084746,0.621052631578947,0.813725490196078
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Ivory very fair with golden undertones,/productimages/sku/s1711928+sw.jpg,Ivory 1 oz/ 30 mL,Ivory,NA,RGB,#E5C79F,34.2857142857143,0.573770491803279,0.76078431372549
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Pearl fair with neutral to rosy undertones,/productimages/sku/s1762616+sw.jpg,Pearl 1 oz/ 30 mL,Pearl,NA,RGB,#E4C1A7,25.5737704918033,0.530434782608696,0.774509803921569
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Almond fair with golden undertones,/productimages/sku/s1960764+sw.jpg,Almond 1 oz/ 29.57 mL,Almond,NA,RGB,#DCB491,28,0.517241379310345,0.715686274509804
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Seashell fair with rosy undertones,/productimages/sku/s2084614+sw.jpg,Seashell 1 oz,Seashell,NA,RGB,#DEA681,23.8709677419355,0.584905660377358,0.688235294117647
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Porcelain fair with neutral undertones,/productimages/sku/s1711910+sw.jpg,Porcelain 1 oz/ 30 mL,Porcelain,NA,RGB,#E4C09C,30,0.571428571428571,0.752941176470588
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Vanilla very light with neutral undertones,/productimages/sku/s1711936+sw.jpg,Vanilla 1 oz/ 30 mL,Vanilla,NA,RGB,#E5BF9D,28.3333333333333,0.580645161290323,0.756862745098039
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Nude very light with rosy undertones,/productimages/sku/s1711944+sw.jpg,Nude 1 oz/ 30 mL,Nude,NA,RGB,#DBB096,22.6086956521739,0.48936170212766,0.723529411764706
