e,Country,City,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Stations,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Source2,Reference
7602,DE,Frankfurt,U-Bahn Europaviertel,2019,2025,0,2.7,52.00%,1.4,4,Measured,374,EUR,2022,1.3,485.55,179.8333333,Media,https://www.fnp.de/frankfurt/frankfurt-u-bahn-u5-verlaengerung-spaeter-teurer-wegen-eva-zr-13449222.html
7603,PE,Lima,Line 2,2014,2025,0,35,100.00%,35,35,Trade,"5,836",USD,2019,1.9,11088.4,316.8114286,Plan,https://projects.worldbank.org/en/projects-operations/project-detail/P145610
7608,MY,Kuala Lumpur,Kajang Line,2012,2017,0,51,19.00%,9.5,31,Wiki,"21,000",MYR,2014,0.7,14700,288.2352941,Media,https://www.nst.com.my/news/nation/2017/07/258054/sbk-mrt-proud-achievement-which-will-save-commuters-cost-time-pm
7609,MY,Kuala Lumpur,Putrajaya Line (MRT 2),2016,2023,0,52.2,26.00%,13.5,41,Wiki,"30,530",MYR,2019,0.7,21371,409.4061303,Media,https://www.thestar.com.my/business/business-news/2020/01/17/mrt-2-at-70-completion-guan-eng-says
7610,TR,Istanbul,M2-M6,1992,2015,0,26.79,96.68%,22.6,19,Plan,"1,750",USD,2004,1.8,3150,117.58,Media,see scope
7611,TR,Istanbul,M3 Phase 1,2006,2013,0,15.9,100.00%,15.9,11,Media,"1,356",USD,2010,1.6,2169.6,136.45,Meida,https://www.sabah.com.tr/Gundem/2013/06/14/istanbula-yeni-metro
7616,TR,Istanbul,M4 Phase 1,2005,2012,0,21.7,100.00%,21.7,16,Plan,"1,288",USD,2009,1.7,2189.6,100.90,Media,https://railturkey.org/2016/10/15/kadikoy-kartal-tavsantepe-metro-m4/2/
7617,TR,Istanbul,M4 Phase 2,2013,2016,0,4.4,100.00%,4.4,3,Media,145,USD,2015,2.3,333.5,75.80,Media,https://railturkey.org/2016/10/15/kadikoy-kartal-tavsantepe-metro-m4/2/
7618,TR,Istanbul,M5 Phase 1,2011,2018,0,19.7,100.00%,19.7,16,Plan,866,USD,2015,2.3,1991.8,101.11,Media,http://www.uskudarumraniyecekmekoymetrosu.com/ana-sayfa/projenin-tarihcesi.aspx
7619,TR,Istanbul,BC1,2004,2013,1,13.6,100.00%,13.6,5,Plan,"1,650",USD,2009,1.7,2805,206.25,Trade,
7624,TR,Istanbul,CR3,2011,2019,1,63,0.00%,0,36,Plan,"1,298",USD,2015,2.3,2985.4,47.39,Trade,
7625,TR,Istanbul,M7 Phase1-2,2014,2022,0,23.75,96.21%,22.85,19,Plan,896,USD,2018,3,2688,113.18,Media,see scope
7626,TR,Izmir,M1 Phase 1,1995,2000,0,11.6,29.31%,3.4,10,Plan,600,USD,1998,2,1200,103.45,Media,https://www.hurriyet.com.tr/ege/metroluyuz-39155285
7627,TR,Izmir,M1 Phase 2,2005,2014,0,5.35,100.00%,5.35,6,Plan,252,TRY,2010,1.1,277.2,51.81,Media,https://www.uab.gov.tr/uploads/pages/kutuphane/d38e678334e19c8.pdf
7632,TR,Izmir,M1 Phase 3,2010,2012,0,2.25,100.00%,2.25,2,Plan,106,TRY,2011,1,106,47.11,Media,https://www.uab.gov.tr/uploads/pages/kutuphane/d38e678334e19c8.pdf
7633,TR,Ankara,M4,2003,2017,0,9.22,100.00%,9.22,9,Plan,"1,000",TRY,2010,1.1,1100,119.31,Media,https://www.cnnturk.com/turkiye/efsanevi-kecioren-metrosu-aciliyor
7634,TR,Bursa,Bursaray,1997,2014,0,39,16.03%,6.25,38,Media,425,EUR,2006,2.1,892.5,22.88,Media,see scope
7635,CN,Beijing,Line 8 Phase 3 North,2019,2021,0,3.6,100.00%,3.6,3,Media,,CNY,2019,0.2382,,,Media,https://www.bjsubway.com/news/ghjs/2013-12-30/1316.html
7640,CN,Beijing,Line 4,2004,2009,0,28.2,95.17%,26.837,24,Media,"15,300.00",CNY,2005,0.3517,5381.01,190.82,Media,http://zizhan.mot.gov.cn/zhuantizhuanlan/qita/quanqiuhuanjingjijin/zhishigongxiang/201601/P020160125565596507649.pdf
7641,CN,Beijing,Line 1 Phase 1,1965,1969,0,23.6,100.00%,23.6,17,Baidu,700.00,CNY,1965,,,,Media,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/7646800?fromtitle=%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%81%E4%B8%80%E5%8F%B7%E7%BA%BF&fromid=5427835&fr=aladdin
7642,CN,Beijing,Line 14 West,2010,,0,12.4,59.68%,7.4,7,Media,,CNY,2012,0.2808,,,Media,http://www.mtr.bj.cn/article/5d510c13ebb1a36f5ef598dd.html; https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8114%E5%8F%B7%E7%BA%BF#reference-[2]-1443669-wrap
7643,CN,Beijing,Line 14 East,2010,2015,0,31.4,100.00%,31.4,23,Media,,CNY,2012,0.2808,,,Media,http://www.mtr.bj.cn/article/5d510c13ebb1a36f5ef598dd.html; https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8114%E5%8F%B7%E7%BA%BF#reference-[2]-1443669-wrap
7648,CN,Beijing,Capital Airport Express west extenion,2016,2020,0,1.83,100.00%,1.83,1,Baidu,,CNY,,,,,Media,https://www.baidu.com/link?url=bQLDt5r-VYz3-_s57DWkzlESpjXa-C4_6zyPneCfN4JbS1s2h5otlI0FNK5ca4wWdMhoTQhigyH3nK7wh0-Po_&wd=&eqid=c1cc9eba00022a49000000065eb4523e
7649,CN,Beijing,Line 13,1999,2003,0,40.85,0.00%,0,17,Wikiland,"6,570.00",CNY,1999,0.3700,2430.90,59.51,Media,http://www.wikiwand.com/zh-sg/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8113%E5%8F%B7%E7%BA%BF
7650,CN,Beijing,Line 8 Phase 2 North,,2011,0,10.7,100.00%,10.7,6,Media,,CNY,,,,,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%818%E5%8F%B7%E7%BA%BF#%E4%BA%8C%E6%9C%9F%E5%B7%A5%E7%A8%8B
7651,CN,Beijing,Line 8 Phase 2 South,,2013,0,4.447,100.00%,4.447,6,Wiki,,CNY,,,,,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%818%E5%8F%B7%E7%BA%BF
7656,CN,Shanghai,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0,16.1,,,13,Wiki,"5,390.00",CNY,1995,,,,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF
7657,CN,Shanghai,Line 2 Phase 1,1995,1999,0,16.3,100.00%,16.3,12,Wiki,"12,400.00",CNY,1995,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7658,CN,Shanghai,Line 2 Eastern Extension 1,1999,2000,0,2.72,31.99%,0.87,1,Wiki,314.77,CNY,1999,0.3700,116.46,42.82,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7659,CN,Shanghai,Line 2 Western Extension 1,2001,2006,0,6.155,100.00%,6.155,4,Wiki,"3,488.42",CNY,2004,0.3545,1236.64,200.92,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7664,CN,Shanghai,Line 2 Eastern Extension 2,2006,2010,0,30.8,69.81%,21.5,10,Measured,"11,032.00",CNY,2008,0.3143,3467.36,112.58,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7665,CN,Shanghai,Line 2 Western Extension 2,,2010,0,8.53,,,3,Wiki,"2,500.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF
7666,CN,Shanghai,Line 3,1997,2000,0,24.975,0.00%,0,19,Wiki,"9,378.00",CNY,1998,0.3700,3469.86,138.93,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF
7667,CN,Shanghai,Line 3 Northern Extension,,2006,0,15.365,12.88%,1.979,10,Wiki,"3,500.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF
7672,CN,Shanghai,Line 4 Phase 1,,2005,0,22.032,94.33%,20.782,9,Wiki,"12,600.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A4%E5%8F%B7%E7%BA%BF
7673,CN,Shanghai,Line 5 Phase 1,2000,2002,0,17.206,0.00%,0,11,Wiki,"3,437.00",CNY,2001,0.3683,1265.85,73.57,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF
7674,CN,Shanghai,Line 5 Southern Extension,2014,2018,0,19.628,39.47%,7.747,9,Wiki,"10,619.00",CNY,2016,0.2507,2662.18,135.63,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF
7675,CN,Shanghai,Line 7 Phase 1,2005,2009,0,34.388,100.00%,34.388,28,Wiki,"18,700.00",CNY,2007,0.3323,6214.01,180.70,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF
7680,CN,Shanghai,Line 7 Northern Extension,2009,2011,0,9.978,70.25%,7.01,5,Wiki,"3,157.00",CNY,2010,0.3004,948.36,95.05,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF
7681,CN,Shanghai,Line 8 Phase 2,,2009,0,14.44,57.06%,8.24,8,Wiki,"5,332.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A8%E5%8F%B7%E7%BA%BF
7682,CN,Shanghai,Line 9 Phase 1,,2008,0,30.687,48.17%,14.782,13,Wiki,"19,000.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF
7683,CN,Shanghai,Line 9 Phase 2,2005,2009,0,14.5,100.00%,14.5,10,Wiki,"8,940.00",CNY,2007,0.3323,2970.76,204.88,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF
7688,CN,Shanghai,Line 9 Phase 3,2009,2012,0,5.372,100.00%,5.372,3,Wiki,"2,800.00",CNY,2010,0.3004,841.12,156.57,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF
7689,CN,Shanghai,Line 9 Phase 3 Eastern Extension,2013,2017,0,13.828,100.00%,13.828,9,Wiki,"12,713.00",CNY,2015,0.2583,3283.77,237.47,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF
7690,CN,Shanghai,Line 10 Phase 1,2005,2010,0,36.221,100.00%,36.221,31,Wiki,"23,784.00",CNY,2007,0.3323,7903.42,218.20,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A10%E5%8F%B7%E7%BA%BF
7691,CN,Shanghai,Line 11 Phase 1,2007,2009,0,46.008,47.11%,21.676,21,Wiki,"18,950.00",CNY,2008,0.3143,5955.99,129.46,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF
7696,CN,Shanghai,Line 11 Phase 2,,2013,0,22.886,,,13,Wiki,"12,965.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF
7697,CN,Shanghai,Line 11 Huaqiao,,2013,0,6,0.00%,0,3,Wiki,"1,849.00",CNY,,,,,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF
7698,CN,Xuzhou,Line 3 Phase 2,4 years,,0,6.5,100.00%,6.5,5,Plan,"5,015.40",CNY,2020,0.2382,1194.67,183.80,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf
7699,CN,Xuzhou,Line 4 Phase 1,5 years,,0,25.4,100.00%,25.4,19,Plan,"17,354.00",CNY,2020,0.2382,4133.72,162.74,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf
7704,CN,Xuzhou,Line 5 Phase 1,5 years,,0,24.6,100.00%,24.6,20,Plan,"16,830.00",CNY,2020,0.2382,4008.91,162.96,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf
7705,CN,Xuzhou,Line 6 Phase 1,5 years,,0,22.8,100.00%,22.8,15,Plan,"14,392.00",CNY,2020,0.2382,3428.17,150.36,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf
7706,CN,Shenzhen,Line 6 Phase 1,2015,2020,0,37.626,34.58%,13.01,20,Media,"16,800.00",CNY,2013,0.2729,4585.15,121.86,Media,https://web.archive.org/web/20130322011109/http://www.sz.gov.cn/cn/xxgk/szgg/tzgg/201303/t20130313_2114458.htm
7707,CN,Shenzhen,Line 6 (feeder),2018,2022,0,6.13,86.54%,5.305,4,Media,"3,795.00",CNY,2018,0.2379,902.71,147.26,Media,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf; https://www.sohu.com/a/224155978_729676
7712,CN,Shenzhen,Line 3 Phase 4,,2022,0,9.35,79.36%,7.42,7,Plan,"10,785.00",CNY,2020,0.2382,2568.99,274.76,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7713,CN,Shenzhen,Line 12 Phase 2,not start,,0,8.05,100.00%,8.05,6,Plan,"9,094.00",CNY,2020,0.2382,2166.19,269.09,Media,https://huacheng.gz-cmc.com/pages/2020/09/02/12217064331742859f82edec5e61f9ff.html
7714,CN,Shenzhen,Line 13 Northern Extension,2020,,0,18.8,100.00%,18.8,11,Plan,"22,918.00",CNY,2020,0.2382,5459.07,290.38,Media,http://jt.sz.bendibao.com/z/metro/xl_617.shtml; https://zh.wikipedia.org/wiki/%E6%B7%B1%E5%9C%B3%E5%9C%B0%E9%90%B513%E8%99%9F%E7%B7%9A
7715,CN,Shenzhen,Line 13 Southern Extension,2020,2025,0,4.47,100.00%,4.47,3,Plan,"4,962.00",CNY,2020,0.2382,1181.95,264.42,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7720,CN,Shenzhen,Line 16 Phase 2,not start,,0,9.53,100.00%,9.53,7,Plan,"10,995.00",CNY,2020,0.2382,2619.01,274.82,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/content/post_7256583.html
7721,CN,Shenzhen,Line 7 Phase 2,not start,,0,2.45,100.00%,2.45,2,Plan,"2,806.00",CNY,2020,0.2382,668.39,272.81,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202004/t20200410_1225513.html
7722,CN,Shenzhen,Line 8 Phase 3,,2025,0,4.26,100.00%,4.26,,Plan,"8,318.00",CNY,2020,0.2382,1981.35,465.11,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7723,CN,Shenzhen,Line 11 Phase 2,not start,,0,5.58,100.00%,5.58,3,Plan,"6,634.00",CNY,2020,0.2382,1580.22,283.19,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7728,CN,Shenzhen,Line 20 Phase 1,2020,2021,0,8.43,100.00%,8.43,5,Media,"12,516.00",CNY,2020,0.2382,2981.31,353.65,Media,https://zh.wikipedia.org/wiki/%E6%B7%B1%E5%9C%B3%E5%9C%B0%E9%90%B520%E8%99%9F%E7%B7%9A; https://dy.163.com/article/FL78MJRI0539880T.html
7729,CN,Hangzhou,Line 1 Phase 1,2007,2012,0,48,,,31,Plan,"22,076.00",CNY,2007,0.3323,7335.85,152.83,Plan,https://tieba.baidu.com/p/4042648134?red_tag=1976143705; https://www.sohu.com/a/277774667_180330; http://zzhz.zjol.com.cn/05zzhz/system/2007/01/10/008096707.shtml
7730,CN,Nanjing,Line 1 Phase 1,2000,2005,0,21.72,65.98%,14.33,16,Media,"8,500.00",CNY,2000,0.3678,3126.15,143.93,Media,https://baike.baidu.com/item/%E5%8D%97%E4%BA%AC%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF
7731,CN,Wuhan,Line 1 Phase 1,2000,2003,0,10.234,0.00%,0,10,Wiki,"2,199.00",CNY,2000,0.3678,808.75,79.03,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B; https://baike.baidu.com/item/%E6%AD%A6%E6%B1%89%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/
7736,CN,Wuhan,Line 1 Phase 2,2005,2010,0,18.25,0.00%,0,16,Media,"4,649.80",CNY,2005,0.3517,1635.33,89.61,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B; https://baike.baidu.com/item/%E6%AD%A6%E6%B1%89%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/
7737,CN,Wuhan,Line 1 Phase 3 Hankou North,2011,2013,0,5.7,0.00%,0,3,Media,"2,361.00",CNY,2011,0.2838,670.05,117.55,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B； http://www.whtpi.com/Service/22/1645.html
7738,CN,Wuhan,Line 2 Phase 1,2006,2012,0,27.985,100.00%,27.985,21,Media,,CNY,,,,,Media,https://wenku.baidu.com/view/ea439d10dcccda38376baf1ffc4ffe473368fd80.html
7739,CN,Hefei,Line 2 Eastern Extension,not start,,0,14.5,100.00%,14.5,11,Plan,"10,107.00",CNY,2020,0.2382,2407.49,166.03,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921
7744,CN,Hefei,Line 3 Southern Extension,not start,,0,11.25,100.00%,11.25,8,Plan,"8,968.00",CNY,2020,0.2382,2136.18,189.88,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921
7745,CN,Hefei,Line 4 Southern Extension,not start,,0,12.91,51.12%,6.6,7,Plan,"7,067.00",CNY,2020,0.2382,1683.36,130.39,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921
7746,CN,Hefei,Line 6 Phase 1,not start,,0,27.3,100.00%,27.3,17,Plan,"20,585.00",CNY,2020,0.2382,4903.35,179.61,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921
7747,CN,Hefei,Line 7 Phase 1,not start,,0,21,100.00%,21,17,Plan,"16,881.00",CNY,2020,0.2382,4021.05,191.48,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921
7752,CN,Hefei,Line 8 Phase 1,not start,,0,23,100.00%,23,12,Plan,"16,201.00",CNY,2020,0.2382,3859.08,167.79,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921
7753,CN,Kunming,Line 1 Phase 1 and Line 2 Phase 1,2010,2014,0,42.1,69.83%,29.4,31,Plan,"23,137.00",CNY,2010,0.3004,6950.14,165.09,Media,https://www.kankanyn.com/jianwen/34919.html
7754,CN,Shanghai,Line 1 Western Extension,,,0,1.2,0.00%,0,1,Plan,"3,575.00",CNY,2018,0.2379,850.38,708.65,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf
7755,CN,Shanghai,Line 20 Phase 1,,,0,19.8,100.00%,19.8,16,Plan,"39,354.00",CNY,2018,0.2379,9361.08,472.78,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf
7760,CN,Beijing,Line 28,2017,2021,0,8.777,100.00%,8.777,9,Media,"12,750.00",CNY,2019,0.2382,3037.16,346.04,Media,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html; https://new.qq.com/rain/a/20200812A0UGAJ00
7761,CN,Wuhan,Line 11 Phase 3,,,0,9.9,100.00%,9.9,6,Plan,"13,515.00",CNY,2019,0.2382,3219.39,325.19,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
7762,CN,Shanghai,Line 19,,,0,44.5,100.00%,44.5,32,Plan,"60,524.00",CNY,2018,0.2379,14396.76,323.52,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/t20181219_1145778.html; http://shanghai.metrofans.cn/thread-443669-1-1.html
7763,CN,Shanghai,Line 21 Phase 1,,,0,28,100.00%,28,16,Plan,"36,956",CNY,2018,0.2379,8790.68,313.95,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf; https://baike.baidu.com/item/%E4%B8%8A%E6%B5%B7%E5%9C%B0%E9%93%8121%E5%8F%B7%E7%BA%BF
7768,CN,Shanghai,Line 13 Western Extension,,,0,9.8,100.00%,9.8,5,Plan,"12,629.00",CNY,2018,0.2379,3004.04,306.54,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf
7769,CN,Beijing,Line 11 West,2019,2021,0,4,100.00%,4,4,Plan,"4,890.00",CNY,2019,0.2382,1164.84,291.21,Media,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html
7770,CN,Shanghai,Line 23 Phase 1,,,0,28,100.00%,28,22,Plan,"33,729.00",CNY,2018,0.2379,8023.07,286.54,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf
7771,CN,Shenzhen,Line 13,2018,2023,0,23,100.00%,23,14,Plan,"21,480.00",CNY,2017,0.2390,5133.84,223.21,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7776,CN,Beijing,Line 3 Phase 1+2,2016,2021,0,37.4,55.61%,20.8,27,Plan,"41,500.00",CNY,2015,0.2583,10720.74,286.65,Plan,http://www.gov.cn/xinwen/2018-02/18/content_5267552.htm; https://zh.m.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
7777,CN,Beijing,Line 12,2017,2021,0,29.2,100.00%,29.2,21,Plan,"32,400.00",CNY,2015,0.2583,8369.93,286.64,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
7778,CN,Guangzhou,Line 13 Phase 2,2017,2021,0,33.6,100.00%,33.6,23,Plan,"37,075.00",CNY,2017,0.2390,8861.14,263.72,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
7779,CN,Guangzhou,Line 10,2017,2022,0,25.2,100.00%,25.2,19,Media,"28,920.00",CNY,2018,0.2379,6879.16,272.98,Media,https://www.bjhuizhu.com/Article/detail/id/1553.html
7784,CN,Shenzhen,Line 12,2017,2022,0,40,100.00%,40,33,Plan,"38,140.00",CNY,2017,0.2390,9115.68,227.89,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf
7785,CN,Beijing,Line 8 Phase 4,2016,2018,0,3.4,29.08%,0.9886,2,Wiki,"3,420.00",CNY,2015,0.2583,883.49,259.85,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%818%E5%8F%B7%E7%BA%BF#%E4%B8%89%E6%9C%9F%E5%8F%8A%E5%9B%9B%E6%9C%9F%E5%B7%A5%E7%A8%8B
7786,CN,Chengdu,Line 18 Phase 3,2019,2024,0,14.29,100.00%,14.29,7,Plan,"14,656.00",CNY,2019,0.2382,3491.19,244.31,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
7787,CN,Tianjin,M8 Phase 1,2017,2020,0,20,100.00%,20,18,Plan,"20,053.00",CNY,2015,0.2583,5180.32,259.02,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html
7792,CN,Beijing,Line 19 Phase 1,2017,2021,0,22.4,100.00%,22.4,10,Plan,"22,180.00",CNY,2015,0.2583,5729.79,255.79,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89
