judge_id,name_first,name_middle,name_last,name_suffix,birth_date,birthplace_city,birthplace_state,death_date,death_city,death_state,gender,race
1411,Edward,J.,Lodge,NA,1933,Caldwell,ID,NA,NA,NA,M,White
1412,James,Kenneth,Logan,NA,1929,Quenemo,KS,NA,NA,NA,M,White
3534,Steven,Paul,Logan,NA,1965,Tacoma,WA,NA,NA,NA,M,African American
3345,Raymond,Joseph,Lohier,Jr.,1965,Montreal,Canada,NA,NA,NA,M,African American
1413,James,B.,Loken,NA,1940,Madison,WI,NA,NA,NA,M,White
1414,Augustus,V.,Long,NA,1877,Lake City,FL,1955,NA,NA,M,White
1415,Joseph,J.,Longobardi,NA,1930,Wilmington,DE,NA,NA,NA,M,White
1416,Ronald,Earl,Longstaff,NA,1941,Pittsburg,KS,NA,NA,NA,M,White
1417,John,Wesley,Longyear,NA,1820,Shandaken,NY,1875,Detroit,MI,M,White
1418,John,Whitaker,Lord,Jr.,1901,Philadelphia,PA,1972,NA,NA,M,White
1419,Joseph,Simon,Lord,III,1912,Philadelphia,PA,1991,Philadelphia,PA,M,White
1420,Miles,Welton,Lord,NA,1919,Dean Lake Township,MN,NA,NA,NA,M,White
2835,M.,James,Lorenz,NA,1935,Pasadena,CA,NA,NA,NA,M,White
3262,Edward,Greely,Loring,NA,1802,Boston,MA,1890,Winthrop,MA,M,White
1421,Harold,NA,Louderback,NA,1881,San Francisco,CA,1941,NA,NA,M,White
1422,Martin,Francis,Loughlin,NA,1923,Manchester,NH,2007,Manchester,NH,M,White
1423,Alan,David,Lourie,NA,1935,Boston,MA,NA,NA,NA,M,White
1424,James,M.,Love,NA,1820,Fairfax County,VA,1891,Keokuk,IA,M,White
1425,Charles,C.,Lovell,NA,1929,Anaconda,MT,NA,NA,NA,M,White
1426,Archibald,Battle,Lovett,NA,1884,Sylvania,GA,1945,NA,NA,M,White
1427,Mary,Johnson,Lowe,NA,1924,New York,NY,1999,Las Vegas,NV,F,African American
1428,Francis,Cabot,Lowell,NA,1855,Boston,MA,1911,Boston,MA,M,White
1429,James,Arnold,Lowell,NA,1869,Newton,MA,1933,NA,NA,M,White
1430,John,NA,Lowell,NA,1824,Boston,MA,1897,Brookline,MA,M,White
1431,John,NA,Lowell,NA,1743,Newburyport,MA,1802,Roxbury,MA,M,White
1432,Rodolfo,NA,Lozano,NA,1942,East Chicago,IN,NA,NA,NA,M,Hispanic
1433,Malcolm,Millar,Lucas,NA,1927,Berkeley,CA,NA,NA,NA,M,White
1434,Carlos,F.,Lucero,NA,1940,Antonito,CO,NA,NA,NA,M,Hispanic
3119,Thomas,Lamson,Ludington,NA,1953,Midland,MI,NA,NA,NA,M,White
1435,Edmund,V.,Ludwig,NA,1928,Philadelphia,PA,NA,NA,NA,M,White
1436,Oscar,Raymond,Luhring,NA,1879,Gibson County,IN,1944,Washington,DC,M,White
1437,Joseph,Edward,Lumbard,NA,1901,New York,NY,1999,Fairfield,CT,M,White
1438,Alva,Moore,Lumpkin,NA,1886,Milledgeville,GA,1941,Washington,DC,M,White
1439,John,Watson,Lungstrum,NA,1945,Topeka,KS,NA,NA,NA,M,White
1440,Alfred,Leopold,Luongo,NA,1920,Philadelphia,PA,1986,NA,NA,M,White
1441,Horace,Harmon,Lurton,NA,1844,Newport,KY,1914,Atlantic City,NJ,M,White
1442,Claude,Zeth,Luse,NA,1879,Stoughton,WI,1932,NA,NA,M,White
1443,J.,Michael,Luttig,NA,1954,Tyler,TX,NA,NA,NA,M,White
1444,Lawrence,Tupper,Lydick,NA,1916,San Diego,CA,1995,Laguna Beach,CA,M,White
1445,Charles,Francis,Lynch,NA,1884,Franklin,NJ,1942,NA,NA,M,White
1446,Eugene,F.,Lynch,NA,1931,San Francisco,CA,NA,NA,NA,M,White
2866,Gerard,E.,Lynch,NA,1951,Brooklyn,NY,NA,NA,NA,M,White
1447,Sandra,Lea,Lynch,NA,1946,Oak Park,IL,NA,NA,NA,F,White
1448,William,Joseph,Lynch,NA,1908,Chicago,IL,1976,Chicago,IL,M,White
2849,Barbara,M.,Lynn,NA,1952,Binghamton,NY,NA,NA,NA,F,White
1449,Seybourn,Harris,Lynne,NA,1907,Decatur,AL,2000,Birmingham,AL,M,White
1450,Arthur,NA,MacArthur,NA,1815,Glasgow,Scotland,1896,Atlantic City,NJ,M,White
1451,Thomas,Jamison,MacBride,NA,1914,Sacramento,CA,2000,Sacramento,CA,M,White
1452,Thaddeus,M.,Machrowicz,NA,1899,Gostyn,Poland,1970,NA,NA,M,White
1453,Julian,William,Mack,NA,1866,San Francisco,CA,1943,New York,NY,M,White
1454,John,Ashton,MacKenzie,NA,1917,Portsmouth,VA,2010,NA,NA,M,White
1455,George,Edward,MacKinnon,NA,1906,St. Paul,MN,1995,Potomac,MD,M,White
1456,Harry,Hunter,MacLaughlin,NA,1927,Breckenridge,MN,2005,Edina,MN,M,White
1457,Lloyd,Francis,MacMahon,NA,1912,Elmira,NY,1989,White Plains,NY,M,White
3248,Joseph,Warren,Madden,NA,1890,Damascus,IL,1972,San Francisco,CA,M,White
1458,Thomas,M.,Madden,NA,1907,Philadelphia,PA,1976,Collingswood,NJ,M,White
1459,Charles,NA,Magill,NA,1759,County Kerry,Ireland,1827,Winchester,VA,M,White
1460,Frank,J.,Magill,NA,1927,Verona,ND,2013,Fargo,ND,M,White
3278,Jane,Elizabeth,Magnus-Stinson,NA,1958,LaCrosse,WI,NA,NA,NA,F,White
1461,Paul,Arthur,Magnuson,NA,1937,Carthage,SD,NA,NA,NA,M,White
1462,Andrew,Gordon,Magrath,NA,1813,Charleston,SC,1893,Charleston,SC,M,White
1463,Calvert,NA,Magruder,NA,1893,Annapolis,MD,1968,NA,NA,M,White
2915,James,C.,Mahan,NA,1943,El Paso,TX,NA,NA,NA,M,White
1464,Eldon,Brooks,Mahon,NA,1918,Loraine,TX,2005,Fort Worth,TX,M,White
1465,John,Christopher,Mahoney,NA,1882,Cork,Ireland,1952,NA,NA,M,White
1466,John,Daniel,Mahoney,NA,1931,Orange,NJ,1996,Derby,CT,M,White
1467,James,Earl,Major,NA,1887,Donnellson,IL,1972,NA,NA,M,White
3207,Herbert,Naaman,Maletz,NA,1913,Boston,MA,2002,Towson,MD,M,White
3153,Paul,Lewis,Maloney,NA,1949,Cleveland,OH,NA,NA,NA,M,White
1468,Robert,B.,Maloney,NA,1933,Dallas,TX,NA,NA,NA,M,White
1469,Samuel,NA,Mandelbaum,NA,1884,NA,Russia,1946,University Place,NY,M,White
2798,Nora,Margaret,Manella,NA,1951,Los Angeles,CA,NA,NA,NA,F,White
1470,Daniel,Anthony,Manion,NA,1942,South Bend,IN,NA,NA,NA,M,White
1471,Blanche,M.,Manning,NA,1934,Chicago,IL,NA,NA,NA,F,African American
3456,Malachy,Edward,Mannion,NA,1953,Montreal,Canada,NA,NA,NA,M,White
1472,John,Michael,Manos,NA,1922,Cleveland,OH,2006,Lakewood,OH,M,White
1473,Walter,Roe,Mansfield,NA,1911,Boston,MA,1987,Christ Church,New Zealand,M,White
1474,Carol,Los,Mansmann,NA,1942,Pittsburgh,PA,2002,Pittsburgh,PA,F,White
1475,Martin,Thomas,Manton,NA,1880,New York,NY,1946,Fayetteville,NY,M,White
2739,Algenon,L.,Marbley,NA,1954,Morehead City,NC,NA,NA,NA,M,African American
1476,Henry,NA,Marchant,NA,1741,Martha`s Vineyard,MA,1796,Newport,RI,M,White
1477,Stanley,NA,Marcus,NA,1946,New York,NY,NA,NA,NA,M,White
3397,Robert,David,Mariani,NA,1950,Scranton,PA,NA,NA,NA,M,White
1478,Albert,Branson,Maris,NA,1893,Philadelphia,PA,1989,NA,NA,M,White
1479,Howard,Thomas,Markey,NA,1920,Chicago,IL,2006,Hinsdale,IL,M,White
1480,George,Michael,Marovich,NA,1931,East Hazel Crest,IL,NA,NA,NA,M,White
1481,Abraham,Lincoln,Marovitz,NA,1905,Oshkosh,WI,2001,Chicago,IL,M,White
1482,Alfredo,Chavez,Marquez,NA,1922,Winkelman,AZ,2014,Tucson,AZ,M,Hispanic
3537,Rosemary,NA,Marquez,NA,1968,Los Angeles,CA,NA,NA,NA,F,Hispanic
2955,Kenneth,A.,Marra,NA,1951,Queens,NY,NA,NA,NA,M,White
2836,Victor,NA,Marrero,NA,1941,Santurce,Puerto Rico,NA,NA,NA,M,Hispanic
1483,Malcolm,Francis,Marsh,NA,1928,Portland,OR,NA,NA,NA,M,White
1484,Rabe,Ferguson,Marsh,Jr.,1905,Greensburg,PA,1993,Greensburg,PA,M,White
1485,Consuelo,Bland,Marshall,NA,1936,Knoxville,TN,NA,NA,NA,F,African American
3256,Denzil,Price,Marshall,Jr.,1963,Memphis,TN,NA,NA,NA,M,White
2814,James,Markham,Marshall,NA,1764,Fauquier County,VA,1848,Fauquier County,VA,M,White
1486,John,NA,Marshall,NA,1755,Prince William County,VA,1835,Philadelphia,PA,M,White
1487,John,Augustine,Marshall,NA,1854,near Warrenton,VA,1941,Salt Lake City,UT,M,White
1488,Prentice,Henry,Marshall,NA,1926,Oak Park,IL,2004,Ponce Inlet,FL,M,White
1489,Thurgood,NA,Marshall,NA,1908,Baltimore,MD,1993,Washington,DC,M,African American
1490,John,Thomas,Marten,NA,1951,Topeka,KS,NA,NA,NA,M,White
2876,Beverly,Baldwin,Martin,NA,1955,Macon,GA,NA,NA,NA,F,White
1491,Boyce,Ficklen,Martin,Jr.,1935,Boston,MA,NA,NA,NA,M,White
1492,George,Ewing,Martin,NA,1857,Lancaster,OH,1948,Washington,DC,M,White
3305,Isaac,Jack,Martin,NA,1908,Cincinnati,OH,1966,Washington,DC,M,White
1493,James,Loren,Martin,NA,1846,Landgrove,VT,1915,Montpelier,VT,M,White
1494,James,Robert,Martin,Jr.,1909,Greenville,SC,1984,NA,NA,M,White
1495,John,Donelson,Martin,Sr.,1883,Memphis,TN,1962,NA,NA,M,White
1496,John,S.,Martin,Jr.,1935,Brooklyn,NY,NA,NA,NA,M,White
1497,John,Ellis,Martineau,NA,1873,Clay County,MO,1937,NA,NA,M,White
2956,Jose,E.,Martinez,NA,1941,Santo Domingo,Dominican Republic,NA,NA,NA,M,Hispanic
2917,Philip,Ray,Martinez,NA,1957,El Paso,TX,NA,NA,NA,M,Hispanic
3060,Ricardo,S.,Martinez,NA,1951,Mercedes,TX,NA,NA,NA,M,Hispanic
3348,William,Joseph,Martinez,NA,1954,Mexico City,Mexico,NA,NA,NA,M,Hispanic
2964,William,J.,Martini,NA,1947,Passaic,NJ,NA,NA,NA,M,White
2912,Frederick,J.,Martone,NA,1943,Fall River,MA,NA,NA,NA,M,White
1498,William,NA,Marvin,NA,1808,Fairfield,NY,1902,Skaneateles,NY,M,White
1499,John,Young,Mason,NA,1799,Hicksford (now Emporia),VA,1859,Paris,France,M,White
1500,Thomas,Ambrose,Masterson,NA,1927,Philadelphia,PA,2000,Bryn Mawr,PA,M,White
3541,Mark,Gerald,Mastroianni,NA,1964,Springfield,MA,NA,NA,NA,M,White
1501,William,Carey,Mathes,NA,1899,Hale Center,TX,1967,NA,NA,M,White
3351,Scott,Milne,Matheson,Jr.,1953,Salt Lake City,UT,NA,NA,NA,M,White
1502,Clifton,NA,Mathews,NA,1880,Concord,GA,1962,NA,NA,M,White
1503,Paul,Ramon,Matia,NA,1937,Cleveland,OH,NA,NA,NA,M,White
1504,Richard,Paul,Matsch,NA,1930,Burlington,IA,NA,NA,NA,M,White
3184,Kiyo,A.,Matsumoto,NA,1955,Raleigh,NC,NA,NA,NA,F,Asian American
1505,Marion,Charles,Matthes,NA,1906,De Soto,MO,1980,NA,NA,M,White
1506,Burnita,Shelton,Matthews,NA,1894,Burnell,MS,1988,Washington,DC,F,White
1507,Stanley,NA,Matthews,NA,1824,Cincinnati,OH,1889,Washington,DC,M,White
3092,Harry,Sandlin,Mattice,Jr.,1954,Chattanooga,TN,NA,NA,NA,M,White
2775,A.,Howard,Matz,NA,1943,Brooklyn,NY,NA,NA,NA,M,White
3162,Roslynn,Renee,Mauskopf,NA,1957,Washington,DC,NA,NA,NA,F,White
1508,Thomas,Sheldon,Maxey,NA,1846,Brandon,MS,1921,Austin,TX,M,White
1509,Robert,Earl,Maxwell,NA,1924,South Bend,IN,2010,Elkins,WV,M,White
1510,Haldane,Robert,Mayer,NA,1941,Buffalo,NY,NA,NA,NA,M,White
1511,Julius,Marshuetz,Mayer,NA,1865,New York,NY,1925,New York,NY,M,White
2934,Samuel,H.,Mays,Jr.,1948,Memphis,TN,NA,NA,NA,M,White
1512,A.,David,Mazzone,NA,1928,Everett,MA,2004,Wakefield,MA,M,White
1513,Matthew,Hall,McAllister,NA,1800,Savannah,GA,1865,San Francisco,CA,M,White
1514,Thomas,Francis,McAllister,NA,1896,Grand Rapids,MI,1976,NA,NA,M,White
1516,Steven,J.,McAuliffe,NA,1948,Cambridge,MA,NA,NA,NA,M,White
1517,Thomas,James,McAvoy,NA,1938,Johnson City,NY,NA,NA,NA,M,White
1518,John,H.,McBryde,NA,1931,Jackson,MS,NA,NA,NA,M,White
3499,Landya,B.,McCafferty,NA,1962,Washington,DC,NA,NA,NA,F,White
1519,Theodore,Howard,McCaleb,NA,1810,Claiborne County,MS,1864,Claiborne County,MS,M,White
1520,John,Ethridge,McCall,NA,1859,Clarksburg,TN,1920,Huntingdon,TN,M,White
1521,Jon,Phipps,McCalla,NA,1947,Memphis,TN,NA,NA,NA,M,White
1522,Wallace,NA,McCamant,NA,1867,Hollidaysburg,PA,1944,NA,NA,M,White
1523,Wilson,NA,McCandless,NA,1810,Pittsburgh,PA,1882,Pittsburgh,PA,M,White
1524,James,William,McCarthy,NA,1872,Jersey City,NJ,1939,NA,NA,M,White
1525,William,T.,McCarthy,NA,1885,Somerville,MA,1964,NA,NA,M,White
1526,Henry,Kent,McCay,NA,1820,Northumberland County,PA,1886,Atlanta,GA,M,White
3323,Charles,Paul,McClelland,NA,1854,Glenluce,Scotland,1944,Dobbs Ferry,NY,M,White
1527,George,Warwick,McClintic,NA,1866,Pocohontas County,WV,1942,NA,NA,M,White
1528,William,NA,McClung,NA,1758,Rockbridge County,VA,1811,Mason County,KY,M,White
1529,James,Focht,McClure,Jr.,1931,Danville,PA,2010,Danville,PA,M,White
1530,Claude,Charles,McColloch,NA,1888,Red Bluff,CA,1959,NA,NA,M,White
1531,Louis,Emory,McComas,NA,1846,near Hagerstown,MD,1907,Washington,DC,M,White
3371,John,James,McConnell,Jr.,1958,Providence,RI,NA,NA,NA,M,White
2980,Michael,W.,McConnell,NA,1955,Louisville,KY,NA,NA,NA,M,White
1532,Leon,Clarence,McCord,NA,1878,Conyers,GA,1952,NA,NA,M,White
1533,Andrew,Phelps,McCormick,NA,1832,"Brazoria County, Texas",Mexico,1916,Waco,TX,M,White
1534,Paul,John,McCormick,NA,1879,New York,NY,1960,NA,NA,M,White
1535,Walter,Irving,McCoy,NA,1859,Troy,NY,1933,Cambridge,MA,M,White
1536,George,Washington,McCrary,NA,1835,near Evansville,IN,1890,St. Joseph,MO,M,White
1537,Wade,Hampton,McCree,Jr.,1920,Des Moines,IA,1987,Detroit,MI,M,African American
1538,Barron,Patterson,McCune,NA,1915,West Newton,PA,2008,Washington,PA,M,White
1539,Neal,Peters,McCurn,NA,1926,Syracuse,NY,2014,Syracuse,NY,M,White
2765,Michael,Patrick,McCuskey,NA,1948,Peoria,IL,NA,NA,NA,M,White
1540,Joe,Billy,McDade,NA,1937,Bellville,TX,NA,NA,NA,M,African American
1541,George,Thomas,McDermott,NA,1886,Winfield,KS,1937,NA,NA,M,White
1542,Alan,Angus,McDonald,NA,1927,Harrah,WA,2007,Yakima,WA,M,White
1543,David,NA,McDonald,NA,1803,Millersburg,KY,1869,Indianapolis,IN,M,White
1544,Gabrielle,Anne Kirk,McDonald,NA,1942,St. Paul,MN,NA,NA,NA,F,African American
1545,Henry,Clay,McDowell,NA,1861,Louisville,KY,1933,Lexington,KY,M,White
1546,John,NA,McDuffie,NA,1883,River Ridge,AL,1950,Mobile,AL,M,White
1547,Edward,Matthew,McEntee,NA,1906,Providence,RI,1981,NA,NA,M,White
1548,Frank,Hampton,McFadden,NA,1925,Oxford,MS,NA,NA,NA,M,White
1549,Frank,James,McGarr,NA,1921,Chicago,IL,2012,Downers Grove,IL,M,White
1550,Joseph,Charles,McGarraghy,NA,1897,Washington,DC,1975,NA,NA,M,White
1551,John,Franklin,McGee,NA,1861,Amboy,IL,1925,NA,NA,M,White
1552,Joseph,Leo,McGlynn,Jr.,1925,Philadelphia,PA,1999,Cancun,Mexico,M,White
1553,John,F. X.,McGohey,NA,1894,New York,NY,1972,NA,NA,M,White
1554,Walter,Thomas,McGovern,NA,1922,Seattle,WA,NA,NA,NA,M,White
1555,Carl,E.,McGowan,NA,1911,Hymera,IN,1987,Washington,DC,M,White
1556,James,Patrick,McGranery,NA,1895,Philadelphia,PA,1962,Palm Beach,FL,M,White
1557,Matthew,Francis,McGuire,NA,1898,St. John`s,Canada,1986,Washington,DC,M,White
3511,Carolyn,Baldwin,McHugh,NA,1957,Abington,PA,NA,NA,NA,F,White
3518,Gerald,Austin,McHugh,Jr.,1954,Philadelphia,PA,NA,NA,NA,M,White
1558,William,Douglas,McHugh,NA,1859,Galena,IL,1923,Chicago,IL,M,White
1559,John,Wilson,McIlvaine,NA,1907,Washington,PA,1963,NA,NA,M,White
1560,McQueen,NA,McIntosh,NA,1822,near Darien,GA,1868,Pensacola,FL,M,White
1561,Monroe,G.,McKay,NA,1928,Huntsville,UT,NA,NA,NA,M,White
1562,David,William,McKeague,NA,1946,Pittsburgh,PA,NA,NA,NA,M,White
1563,Theodore,Alexander,McKee,NA,1947,Rochester,NY,NA,NA,NA,M,African American
1564,Charles,Louis,McKeehan,NA,1876,Philadelphia,PA,1925,NA,NA,M,White
1565,Roderick,R.,McKelvie,NA,1946,Malden,England,NA,NA,NA,M,White
1566,Joseph,NA,McKenna,NA,1843,Philadelphia,PA,1926,Washington,DC,M,White
1567,Lawrence,M.,McKenna,NA,1933,New York,NY,NA,NA,NA,M,White
1568,William,NA,McKennan,NA,1816,Washington,PA,1893,Pittsburgh,PA,M,White
2761,M.,Margaret,McKeown,NA,1951,Casper,WY,NA,NA,NA,F,White
1569,Howard,D.,McKibben,NA,1940,Virginia,IL,NA,NA,NA,M,White
1570,John,NA,McKinley,NA,1780,Culpeper County,VA,1852,Louisville,KY,M,White
1571,Joseph,H.,McKinley,Jr.,1954,Owensboro,KY,NA,NA,NA,M,White
1572,John,NA,McKinney,NA,1829,Lycoming County,PA,1871,NA,NA,M,White
1573,Larry,J.,McKinney,NA,1944,South Bend,IN,NA,NA,NA,M,White
3022,H[arold],Brent,McKnight,NA,1952,Mooresville,NC,2004,Charlotte,NC,M,White
1574,Richard,Wellington,McLaren,NA,1918,Chicago,IL,1976,Chicago,IL,M,White
1575,Charles,Francis,McLaughlin,NA,1887,Lincoln,NE,1976,Washington,DC,M,White
1576,Gerald,NA,McLaughlin,NA,1893,Newark,NJ,1977,NA,NA,M,White
1577,Joseph,Michael,McLaughlin,NA,1933,Brooklyn,NY,2013,Queens,NY,M,White
1578,Linda,Hodge,McLaughlin,NA,1942,Los Angeles,CA,1999,Santa Ana,CA,F,White
2867,Mary,A.,McLaughlin,NA,1946,Philadelphia,PA,NA,NA,NA,F,White
1579,Sean,J.,McLaughlin,NA,1955,Erie,PA,NA,NA,NA,M,White
1580,Edward,Cochrane,McLean,NA,1903,Hoosick Falls,NY,1972,NA,NA,M,White
1581,John,NA,McLean,NA,1785,Morris County,NJ,1861,Cincinnati,OH,M,White
1582,Hugh,Dean,McLellan,NA,1876,Belfast,ME,1953,Brookline,MA,M,White
2799,Colleen,NA,McMahon,NA,1951,Columbus,OH,NA,NA,NA,F,White
1583,Edward,Joseph,McManus,NA,1920,Keokuk,IA,NA,NA,NA,M,White
1584,James,Bryan,McMillan,NA,1916,Goldsboro,NC,1995,Charlotte,NC,M,White
1585,Robert,Johnston,McMillan,NA,1885,Galveston,TX,1941,San Antonio,TX,M,White
1586,Thomas,Roberts,McMillen,NA,1916,Decatur,IL,2002,Evanston,IL,M,White
1587,Theodore,NA,McMillian,NA,1919,St. Louis,MO,2006,St. Louis,MO,M,African American
1588,Phil,McClellan,McNagny,Jr.,1924,Fort Wayne,IN,1981,NA,NA,M,White
1589,John,NA,McNairy,NA,1762,Lancaster County,PA,1837,near Nashville,TN,M,White
1590,A.,J.,McNamara,NA,1936,New Orleans,LA,NA,NA,NA,M,White
1591,Charles,Joseph,McNamee,NA,1890,Cleveland,OH,1964,NA,NA,M,White
1592,Stephen,M.,McNamee,NA,1942,Cincinnati,OH,NA,NA,NA,M,White
1593,John,Hugh,McNary,NA,1867,Marion County,OR,1936,Portland,OR,M,White
1594,John,Joseph,McNaught,NA,1921,Malden,MA,1994,Melrose,MA,M,White
1595,Raymond,Clyne,McNichols,NA,1914,Bonners Ferry,ID,1985,Boise,ID,M,White
1596,Robert,James,McNichols,NA,1922,Bonners Ferry,ID,1993,Spokane,WA,M,White
3439,Kevin,NA,McNulty,NA,1954,Elizabeth,NJ,NA,NA,NA,M,White
1597,John,Bayard,McPherson,NA,1846,Harrisburg,PA,1919,Philadelphia,PA,M,White
1598,Smith,NA,McPherson,NA,1848,near Mooreville,IN,1915,Red Oak,IA,M,White
1599,Richard,B.,McQuade,Jr.,1940,Toledo,OH,NA,NA,NA,M,White
1600,Robert,Malcolm,McRae,Jr.,1921,Memphis,TN,2004,NA,NA,M,White
1601,William,Allan,McRae,Jr.,1909,Marianna,FL,1973,NA,NA,M,White
1602,James,Clark,McReynolds,NA,1862,Elkton,KY,1946,Washington,DC,M,White
3476,Michael,Jerome,McShane,NA,1961,Pittsburgh,PA,NA,NA,NA,M,White
2958,Terrence,F.,McVerry,NA,1943,Pittsburgh,PA,NA,NA,NA,M,White
1603,Nelson,NA,McVicar,NA,1871,"Chatham, Ontario",Canada,1960,Tarentum,PA,M,White
1604,Robert,Hugh,McWilliams,Jr.,1916,Salina,KS,2013,Denver,CO,M,White
1605,Thomas,Francis,Meaney,NA,1888,Jersey City,NJ,1968,Livingston,NJ,M,White
1606,Henry,Curtis,Meanor,NA,1929,Cleveland,OH,2008,Bloomsburg,PA,M,White
1607,Terry,R.,Means,NA,1948,Roswell,NM,NA,NA,NA,M,White
1608,Edwin,Leard,Mechem,NA,1912,Alamagordo,NM,2002,Albuquerque,NM,M,White
1609,Harold,Raymond,Medina,NA,1888,Brooklyn,NY,1990,Westwood,NJ,M,White
1610,Edward,Roscoe,Meek,NA,1865,Davenport,IA,1939,Santa Monica,CA,M,White
1611,Isaac,Melson,Meekins,NA,1875,Tyrrell County,NC,1946,NA,NA,M,White
1612,Pat,NA,Mehaffy,NA,1904,Little Rock,AR,1981,Little Rock,AR,M,White
1613,William,Osborne,Mehrtens,NA,1905,Savannah,GA,1980,NA,NA,M,White
1614,Tucker,L.,Melancon,NA,1946,Bryan,TX,NA,NA,NA,M,White
3195,Eric,F.,Melgren,NA,1956,Minneola,KS,NA,NA,NA,M,White
1615,Arthur,Johnson,Mellott,NA,1888,Wallula,KS,1957,NA,NA,M,White
1616,Michael,Joseph,Melloy,NA,1948,Dubuque,IA,NA,NA,NA,M,White
1617,Howell,Webster,Melton,Sr.,1923,Atlanta,GA,NA,NA,NA,M,White
1618,Glenn,Everell,Mencer,NA,1925,Smethport,PA,2007,Bradford,PA,M,White
3172,John,A.,Mendez,NA,1955,Oakland,CA,NA,NA,NA,M,Hispanic
3551,Carlos,Eduardo,Mendoza,NA,1970,Hialeah,FL,NA,NA,NA,M,Hispanic
3547,Salvador,NA,Mendoza,Jr.,1971,Pacoima,CA,NA,NA,NA,M,Hispanic
1619,Henry,Alvan,Mentz,Jr.,1920,New Orleans,LA,2005,New Orleans,LA,M,White
1620,Frederick,Olen,Mercer,NA,1901,Vermont,IL,1966,NA,NA,M,White
1621,James,Hargrove,Meredith,NA,1914,Wedderburn,OR,1988,St. Louis,MO,M,White
1622,Ronald,Edward,Meredith,NA,1946,Clarkson,KY,1994,Louisville,KY,M,White
1623,Robert,Reynold,Merhige,Jr.,1919,New York,NY,2005,Richmond,VA,M,White
1624,William,Matthew,Merrick,NA,1818,near Faulkner,MD,1889,Washington,DC,M,White
1625,Charles,Merton,Merrill,NA,1907,Honolulu,HI,1996,San Francisco,CA,M,White
1626,Gilbert,Stroud,Merritt,Jr.,1936,Nashville,TN,NA,NA,NA,M,White
1627,Steven,Douglas,Merryday,NA,1950,Palatka,FL,NA,NA,NA,M,White
1628,Thomas,Joseph,Meskill,NA,1928,New Britain,CT,2007,Boynton Beach,FL,M,White
1629,Peter,Jo,Messitte,NA,1941,Washington,DC,NA,NA,NA,M,White
1630,Charles,Miller,Metzner,NA,1912,New York,NY,2009,Sarasota,FL,M,White
3503,Jeffrey,Alker,Meyer,NA,1963,North Tarrytown,NY,NA,NA,NA,M,White
1631,James,Harry,Michael,Jr.,1918,Charlottesville,VA,2005,Charlottesville,VA,M,White
1632,M.,Blane,Michael,NA,1943,Charleston,SC,2011,Charleston,WV,M,White
1633,Paul,Redmond,Michel,NA,1941,Philadelphia,PA,NA,NA,NA,M,White
3514,Laurie,Jill,Michelson,NA,1967,Detroit,MI,NA,NA,NA,F,White
1634,Thomas,Johnson,Michie,NA,1896,Northport,NY,1973,NA,NA,M,White
1635,George,Theodore,Mickelson,NA,1903,Selby,SD,1965,NA,NA,M,White
2770,Stephan,P.,Mickle,NA,1944,New York,NY,NA,NA,NA,M,African American
1636,David,Lycurgus,Middlebrooks,Jr.,1926,Pensacola,FL,NA,NA,NA,M,White
2741,Donald,M.,Middlebrooks,NA,1946,Orlando,FL,NA,NA,NA,M,White
1637,Michael,Martin,Mihm,NA,1943,Amboy,IL,NA,NA,NA,M,White
1638,Abner,Joseph,Mikva,NA,1926,Milwaukee,WI,NA,NA,NA,M,White
3392,Jane,Margaret Triche,Milazzo,NA,1957,Napoleonville,LA,NA,NA,NA,F,White
1639,Herbert,Theodore,Milburn,NA,1931,Cleveland,TN,NA,NA,NA,M,White
1640,Wendell,Alverson,Miles,NA,1916,Holland,MI,2013,Grand Rapids,MI,M,White
1641,Vicki,NA,Miles-LaGrange,NA,1953,Oklahoma City,OK,NA,NA,NA,F,African American
1642,Andrew,NA,Miller,NA,1870,NA,Denmark,1960,NA,NA,M,White
1643,Andrew,Galbraith,Miller,NA,1801,Carlisle,PA,1874,Milwaukee,WI,M,White
3170,Brian,Stacy,Miller,NA,1967,Pine Bluff,AR,NA,NA,NA,M,African American
3108,Gray,Hampton,Miller,NA,1948,Houston,TX,NA,NA,NA,M,White
1644,Jack,Richard,Miller,NA,1916,Chicago,IL,1994,Temple Terrace,FL,M,White
1645,James,Rogers,Miller,Jr.,1931,Sandy Spring,MD,2014,Easton,MD,M,White
2742,Jeffrey,T.,Miller,NA,1943,New York,NY,NA,NA,NA,M,White
1646,John,Elvis,Miller,NA,1888,Aid,MO,1981,Little Rock,AR,M,White
1647,John,Lester,Miller,NA,1901,Pittsburgh,PA,1978,NA,NA,M,White
1648,Justin,NA,Miller,NA,1888,Crescent City,CA,1973,NA,NA,M,White
1649,Robert,Lowell,Miller,Jr.,1950,South Bend,IN,NA,NA,NA,M,White
1650,Samuel,Freeman,Miller,NA,1816,Richmond,KY,1890,Washington,DC,M,White
1651,Shackelford,NA,Miller,Jr.,1892,Louisvillle,KY,1965,NA,NA,M,White
1652,Walker,David,Miller,NA,1939,Denver,CO,2013,Greeley,CO,M,White
1653,Wilbur,Kingsbury,Miller,NA,1892,Owensboro,KY,1976,NA,NA,M,White
1654,William,Ernest,Miller,NA,1908,Johnson City,TN,1976,NA,NA,M,White
3496,Patricia,Ann,Millett,NA,1963,Dexter,ME,NA,NA,NA,F,White
