judge_id,court_name,court_type,president_name,president_party,nomination_date,predecessor_last_name,predecessor_first_name,senate_confirmation_date,commission_date,chief_judge_begin,chief_judge_end,retirement_from_active_service,termination_date,termination_reason
2909,U. S. District Court for the District of Columbia,USDC,George W. Bush,Republican,09/04/2001,Harris,Stanley S.,12/11/2001,12/14/2001,NA,NA,10/12/2014,NA,NA
3360,"U. S. District Court, Southern District of California",USDC,Barack Obama,Democratic,01/05/2011,Lorenz,M. James,03/07/2011,03/09/2011,NA,NA,NA,NA,NA
2858,"U. S. District Court, Eastern District of Michigan",USDC,William J. Clinton,Democratic,08/05/1999,Taylor,Anna Diggs,05/24/2000,06/02/2000,NA,NA,06/09/2012,NA,NA
3102,"U. S. District Court, Northern District of Georgia",USDC,George W. Bush,Republican,09/28/2005,"Hunt, Jr.",Willis B.,03/06/2006,03/28/2006,NA,NA,NA,NA,NA
117,"U. S. District Court, District of South Dakota",USDC,Ronald Reagan,Republican,09/27/1985,Bogue,Andrew W.,10/25/1985,10/28/1985,NA,NA,01/01/1999,NA,NA
118,"U. S. District Court, District of Montana",USDC,Richard M. Nixon,Republican,02/20/1969,Jameson,William,02/25/1969,02/27/1969,NA,NA,02/13/1990,09/27/1996,Death
119,"U. S. District Court, Northern District of Ohio",USDC,John F. Kennedy,Democratic,08/23/1961,new,NA,09/21/1961,09/22/1961,NA,NA,04/01/1994,10/19/1994,Death
120,"U. S. District Court, Southern District of New York",USDC,William J. Clinton,Democratic,01/27/1994,Owen,Richard,05/06/1994,05/09/1994,NA,NA,04/13/2012,NA,NA
121,U. S. Court of Appeals for the Fifth Circuit,USCA,Woodrow Wilson,Democratic,01/17/1917,McCormick,Andrew Phelps,02/05/1917,02/05/1917,NA,NA,NA,08/22/1919,Resignation
122,"U. S. District Court, Northern District of Illinois",USDC,Richard M. Nixon,Republican,09/14/1971,Perry,Joseph Samuel,11/08/1971,11/10/1971,NA,NA,NA,01/03/1975,Appointment to Another Judicial Position
123,"U. S. District Court, Southern District of New York",USDC,Richard M. Nixon,Republican,12/02/1971,new,NA,12/11/1971,12/15/1971,NA,NA,NA,08/15/1974,Resignation
124,U. S. Circuit Courts for the Sixth Circuit,USCC (1869),Rutherford B. Hayes,Republican,12/06/1877,Emmons,Halmer Hull,12/13/1877,12/13/1877,NA,NA,NA,04/02/1886,Death
2941,"U. S. District Court, Eastern District of Pennsylvania",USDC,George W. Bush,Republican,01/23/2002,Kelly,Robert F.,04/30/2002,06/19/2002,NA,NA,07/13/2012,NA,NA
125,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Harry S Truman,Democratic,01/05/1950,new,NA,02/08/1950,02/10/1950,NA,NA,06/30/1979,02/19/1993,Death
3036,U. S. Court of Appeals for the Ninth Circuit,USCA,George W. Bush,Republican,04/11/2003,Wiggins,Charles E.,09/29/2003,10/01/2003,NA,NA,NA,NA,NA
126,"U. S. District Court, District of Nebraska",USDC,Ronald Reagan,Republican,10/14/1981,Denney,Robert V.,11/18/1981,11/18/1981,NA,NA,NA,11/09/1987,Appointment to Another Judicial Position
127,"U. S. District Court, Northern District of Indiana",USDC,John F. Kennedy,Democratic,03/08/1962,new,NA,04/11/1962,04/12/1962,NA,NA,NA,10/21/1974,Death
128,"U. S. District Court, District of Oregon",USDC,William H. Taft,Republican,04/15/1909,new,NA,04/28/1909,04/28/1909,NA,NA,NA,01/07/1931,Death
129,"U. S. District Court, Eastern District of Louisiana",USDC,Calvin Coolidge,Republican,01/13/1925,Foster,Rufus E.,01/19/1925,01/21/1925,NA,NA,NA,08/23/1925,Death
130,"U. S. District Court, District of Idaho",USDC,Benjamin Harrison,Republican,12/10/1891,new,NA,02/04/1892,02/04/1892,NA,NA,NA,03/01/1907,Retirement
131,"U. S. District Court, Southern District of Illinois",USDC,Jimmy Carter,Democratic,07/31/1979,new,NA,10/04/1979,10/05/1979,NA,NA,11/09/1992,07/22/2001,Death
132,"U. S. District Court, Middle District of North Carolina",USDC,William J. Clinton,Democratic,08/25/1994,Erwin,Richard C.,10/07/1994,10/11/1994,NA,NA,06/30/2014,NA,NA
133,"U. S. District Court, Southern District of California",USDC,Franklin D. Roosevelt,Democratic,07/27/1939,new,NA,08/01/1939,08/05/1939,NA,NA,NA,11/19/1954,Death
134,"U. S. District Court, Eastern District of Pennsylvania",USDC,Richard M. Nixon,Republican,02/14/1972,"Lord, Jr.",John W.,03/02/1972,03/07/1972,NA,NA,04/30/1993,06/30/2001,Retirement
135,"U. S. District Court, District of South Dakota",USDC,Dwight D. Eisenhower,Republican,01/31/1958,new,NA,02/28/1958,03/04/1958,NA,NA,10/27/1969,09/02/1981,Death
136,"U. S. District Court, Eastern District of Pennsylvania",USDC,Richard M. Nixon,Republican,09/24/1970,new,NA,10/08/1970,10/14/1970,NA,NA,NA,01/22/1982,Appointment to Another Judicial Position
137,"U. S. District Court, Western District of Missouri",USDC,John F. Kennedy,Democratic,08/21/1961,Ridge,Albert A.,09/08/1961,09/18/1961,NA,NA,02/08/1977,02/02/1992,Death
138,"U. S. District Court, Southern District of Ohio",USDC,George H.W. Bush,Republican,07/26/1991,new,NA,02/06/1992,02/10/1992,NA,NA,01/01/2009,NA,NA
3297,U. S. Customs Court,U. S. Customs Court,Lyndon B. Johnson,Democratic,01/16/1967,Wilson,David John,03/02/1967,03/04/1967,NA,NA,NA,08/31/1968,Resignation
139,"U. S. District Court, District of Delaware",USDC,George Washington,NA,09/24/1789,new,NA,09/26/1789,09/26/1789,NA,NA,NA,03/30/1812,Death
140,"U. S. District Court, District of South Carolina",USDC,George Washington,NA,06/11/1790,Drayton,William,06/14/1790,06/14/1790,NA,NA,NA,02/18/1812,Death
141,"U. S. District Court, Western District of Washington",USDC,John F. Kennedy,Democratic,08/04/1961,Bowen,John C.,08/15/1961,08/15/1961,NA,NA,05/31/1973,12/30/1988,Death
142,"U. S. District Court, Eastern District of Louisiana",USDC,Jimmy Carter,Democratic,10/11/1979,new,NA,11/26/1979,11/27/1979,NA,NA,04/12/1994,NA,NA
143,U. S. Court of Appeals for the Ninth Circuit,USCA,Ronald Reagan,Republican,03/02/1984,Wright,Eugene Allen,03/27/1984,03/28/1984,NA,NA,07/31/1996,03/30/2012,Death
2924,"U. S. District Court, District of Alaska",USDC,George W. Bush,Republican,11/08/2001,Holland,H. Russel,03/12/2002,03/19/2002,NA,NA,NA,NA,NA
144,"U. S. District Court, Northern District of Texas",USDC,Jimmy Carter,Democratic,02/09/1979,new,NA,04/24/1979,04/26/1979,NA,NA,05/07/1990,11/21/2001,Death
145,U. S. Court of Appeals for the Fifth Circuit,USCA,John F. Kennedy,Democratic,01/15/1962,new,NA,02/05/1962,02/09/1962,NA,NA,NA,03/01/1976,Resignation
146,U. S. Court of Appeals for the Fourth Circuit,USCA,John F. Kennedy,Democratic,09/14/1961,new,NA,09/23/1961,09/27/1961,NA,NA,NA,03/19/1967,Death
147,"U. S. District Court, District of Minnesota",USDC,Franklin D. Roosevelt,Democratic,06/08/1933,Cant,William A.,06/10/1933,06/13/1933,NA,NA,05/01/1961,03/17/1964,Death
148,"U. S. District Court, Western District of Michigan",USDC,Ronald Reagan,Republican,03/11/1987,Miles,Wendell Alverson,07/01/1987,07/02/1987,NA,NA,NA,NA,NA
149,"U. S. District Court, Northern District of Ohio",USDC,Ronald Reagan,Republican,11/23/1982,Krupansky,Robert B.,12/21/1982,12/22/1982,NA,NA,10/30/1996,12/23/2010,Death
150,"U. S. District Court, District of Oregon",USDC,Grover Cleveland,Democratic,04/11/1893,Deady,Matthew P.,04/15/1893,04/15/1893,NA,NA,NA,05/12/1905,Death
151,"U. S. District Court, District of Oregon",USDC,Lyndon B. Johnson,Democratic,02/21/1967,East,William G.,04/04/1967,04/04/1967,NA,NA,04/04/1984,11/03/1999,Death
152,"U. S. District Court, District of Kansas",USDC,George H.W. Bush,Republican,07/26/1991,new,NA,11/21/1991,11/25/1991,NA,NA,03/04/2008,NA,NA
153,U. S. Court of Appeals for the Fifth Circuit,USCA,William J. Clinton,Democratic,01/27/1994,Gee,Thomas Gibbs,05/06/1994,05/09/1994,NA,NA,02/03/2012,NA,NA
3411,"U. S. District Court, Southern District of California",USDC,Barack Obama,Democratic,05/11/2011,Miller,Jeffrey T.,02/09/2012,02/10/2012,NA,NA,NA,NA,NA
154,"U. S. District Court, Eastern District of New York",USDC,Abraham Lincoln,Republican,03/06/1865,new,NA,03/09/1865,03/09/1865,NA,NA,NA,01/01/1897,Retirement
3066,"U. S. District Court, Southern District of California",USDC,George W. Bush,Republican,05/01/2003,new,NA,06/17/2004,06/21/2004,NA,NA,NA,NA,NA
155,Court of Claims,Court of Claims,Richard M. Nixon,Republican,05/22/1972,Collins,Linton M.,06/28/1972,06/28/1972,NA,NA,NA,09/30/1982,Reassignment
156,"U. S. District Court, Northern District of Iowa",USDC,William J. Clinton,Democratic,06/21/1994,O`Brien,Donald E.,08/09/1994,08/26/1994,NA,NA,NA,NA,NA
2996,"U. S. District Court, District of Maryland",USDC,George W. Bush,Republican,01/29/2003,Smalkin,Frederic N.,04/09/2003,04/10/2003,NA,NA,NA,NA,NA
157,"U. S. District Court, District of Utah",USDC,George H.W. Bush,Republican,05/16/1991,new,NA,09/12/1991,09/16/1991,NA,NA,01/01/2014,NA,NA
158,U. S. Circuit Court for the Second Circuit,USCC (1801),John Adams,Federalist,02/18/1801,new,NA,02/20/1801,02/20/1801,NA,NA,NA,07/01/1802,Abolition of Court
160,"U. S. District Court, District of North Dakota",USDC,Richard M. Nixon,Republican,07/12/1971,Davies,Ronald N.,07/29/1971,07/29/1971,NA,NA,12/31/1985,04/22/2004,Death
3070,U. S. Court of Appeals for the Eighth Circuit,USCA,George W. Bush,Republican,02/12/2004,McMillian,Theodore,06/24/2004,07/02/2004,NA,NA,NA,NA,NA
3448,"U. S. District Court, Eastern District of Michigan",USDC,Barack Obama,Democratic,04/25/2012,Tarnow,Arthur J.,12/06/2012,12/07/2012,NA,NA,NA,NA,NA
3223,"U. S. District Court, Southern District of West Virginia",USDC,Barack Obama,Democratic,07/08/2009,Faber,David A.,10/27/2009,11/09/2009,NA,NA,NA,NA,NA
2791,"U. S. District Court, Southern District of New York",USDC,William J. Clinton,Democratic,05/21/1998,Duffy,Kevin Thomas,10/21/1998,10/22/1998,NA,NA,09/11/2011,NA,NA
3450,"U. S. District Court, Central District of California",USDC,Barack Obama,Democratic,04/25/2012,Larson,Stephen G.,12/11/2012,12/12/2012,NA,NA,NA,NA,NA
161,"U. S. District Court, Eastern District of Louisiana",USDC,William J. Clinton,Democratic,11/18/1993,Carr,Patrick E.,03/10/1994,03/10/1994,NA,NA,NA,NA,NA
162,"U. S. District Court, Eastern District of Kentucky",USDC,Jimmy Carter,Democratic,10/11/1979,new,NA,11/26/1979,11/27/1979,NA,NA,02/01/2001,NA,NA
2856,U. S. Court of Appeals for the Ninth Circuit,USCA,William J. Clinton,Democratic,01/26/1999,Noonan,John T.,03/09/2000,03/16/2000,NA,NA,NA,NA,NA
3130,"U. S. District Court, District of Puerto Rico",USDC,George W. Bush,Republican,05/16/2006,Perez-Gimenez,Juan M.,09/25/2006,09/27/2006,NA,NA,NA,NA,NA
163,"U. S. District Court, Northern District of Illinois",USDC,Theodore Roosevelt,Republican,03/18/1905,Kohlsaat,Christian C.,03/18/1905,03/18/1905,NA,NA,NA,08/03/1909,Death
164,"U. S. District Court, Southern District of New York",USDC,John Quincy Adams,Jeffersonian Republican,12/19/1826,Van Ness,William P.,12/21/1826,12/21/1826,NA,NA,NA,04/30/1867,Resignation
3095,"U. S. District Court, Eastern District of New York",USDC,George W. Bush,Republican,07/28/2005,Hurley,Denis R.,12/21/2005,01/03/2006,NA,NA,NA,NA,NA
165,"U. S. District Court, Southern District of New York",USDC,Dwight D. Eisenhower,Republican,04/06/1954,Leibell,Vincent L.,05/11/1954,05/12/1954,NA,NA,NA,05/09/1963,Death
166,U. S. Court of Appeals for the Third Circuit,USCA,Franklin D. Roosevelt,Democratic,02/09/1939,Buffington,Joseph,02/28/1939,03/04/1939,NA,NA,NA,01/22/1940,Resignation
167,"U. S. District Court, Western District of Texas",USDC,William J. Clinton,Democratic,11/19/1993,new,NA,03/10/1994,03/11/1994,NA,NA,NA,NA,NA
168,"U. S. District Court, Northern District of Mississippi",USDC,Ronald Reagan,Republican,03/01/1984,Keady,William C.,03/27/1984,03/28/1984,NA,NA,10/01/2000,NA,NA
169,"U. S. District Courts, Albemarle, Cape Fear & Pamptico Districts of North Carolina",USDC,James Buchanan,Democratic,05/03/1858,Potter,Henry,05/03/1858,05/03/1858,NA,NA,NA,04/23/1861,Resignation
170,U. S. Court of Appeals for the Third Circuit,USCA,Franklin D. Roosevelt,Democratic,02/03/1937,new,NA,02/10/1937,02/16/1937,NA,NA,10/30/1965,04/15/1979,Death
171,"U. S. District Court, District of Arizona",USDC,Jimmy Carter,Democratic,06/05/1979,Frey,William C.,09/25/1979,09/26/1979,NA,NA,05/29/1996,08/11/1998,Death
172,"U. S. District Court, District of Louisiana",USDC,Ulysses Grant,Republican,01/10/1876,Durell,E.H.,02/10/1876,02/10/1876,NA,NA,NA,03/03/1881,Reassignment
173,"U. S. District Court, District of Vermont",USDC,Ronald Reagan,Republican,05/25/1984,Holden,James S.,06/15/1984,06/15/1984,NA,NA,09/09/1994,03/09/2014,Death
174,"U. S. District Court for the District of Columbia [Supreme Court of the District of Columbia], Chief Justice",USDC,Grover Cleveland,Democratic,12/20/1887,Cartter,D.K.,01/23/1888,01/23/1888,NA,NA,NA,04/30/1903,Retirement
175,U. S. Court of Appeals for the First Circuit,USCA,Woodrow Wilson,Democratic,05/15/1913,Colt,LeBaron Bradford,06/05/1913,06/05/1913,NA,NA,03/23/1939,09/25/1949,Death
176,U. S. Court of Appeals for the Eleventh Circuit,USCA,George H.W. Bush,Republican,03/22/1990,Hill,James Clinkscales,05/11/1990,05/14/1990,NA,NA,NA,08/29/2010,Retirement
3556,"U. S. District Court, Central District of California",USDC,Barack Obama,Democratic,04/03/2014,Feess,Gary Allen,07/22/2014,08/08/2014,NA,NA,NA,NA,NA
177,U. S. Court of Appeals for the Federal Circuit,USCA,Ronald Reagan,Republican,05/24/1984,new,NA,06/08/1984,06/11/1984,NA,NA,NA,02/04/1990,Death
178,"U. S. District Court, District of New Jersey",USDC,Ronald Reagan,Republican,11/23/1982,Biunno,Vincent P.,12/10/1982,12/10/1982,NA,NA,NA,09/01/2005,Retirement
3396,"U. S. District Court, Western District of Pennsylvania",USDC,Barack Obama,Democratic,01/05/2011,Hardiman,Thomas M.,10/17/2011,10/19/2011,NA,NA,NA,NA,NA
179,"U. S. District Court, District of New Jersey",USDC,Richard M. Nixon,Republican,02/21/1973,Shaw,Robert,04/10/1973,04/17/1973,NA,NA,03/23/1982,07/30/1991,Death
180,"U. S. District Court, District of New Mexico",USDC,William J. Clinton,Democratic,08/10/1995,Burciaga,Juan Guerrero,12/22/1995,12/26/1995,NA,NA,10/01/2012,NA,NA
181,Supreme Court of the United States,USSC,Franklin D. Roosevelt,Democratic,08/12/1937,Van Devanter,Willis,08/17/1937,08/18/1937,NA,NA,09/17/1971,09/25/1971,Death
182,"U. S. District Court, Western District of Washington",USDC,Franklin D. Roosevelt,Democratic,08/02/1939,new,NA,08/04/1939,08/11/1939,NA,NA,NA,08/23/1950,Death
183,"U. S. District Court, Southern District of Texas",USDC,Jimmy Carter,Democratic,02/23/1979,new,NA,05/10/1979,05/11/1979,NA,NA,12/06/1996,07/23/1997,Death
184,"U. S. District Court, Middle District of Florida",USDC,Jimmy Carter,Democratic,05/22/1979,new,NA,07/23/1979,07/24/1979,NA,NA,NA,09/03/1992,Appointment to Another Judicial Position
3259,"U. S. District Court, Southern District of Ohio",USDC,Barack Obama,Democratic,12/24/2009,Beckwith,Sandra S.,05/11/2010,05/13/2010,NA,NA,NA,NA,NA
185,"U. S. District Court, District of Maryland",USDC,Ronald Reagan,Republican,03/11/1982,Northrop,Edward S.,04/20/1982,04/21/1982,NA,NA,10/21/1994,09/29/2014,Death
2922,"U. S. District Court, District of Colorado",USDC,George W. Bush,Republican,09/10/2001,Weinshienk,Zita L.,02/26/2002,03/06/2002,NA,NA,NA,NA,NA
186,"U. S. District Court, Northern District of Alabama",USDC,George H.W. Bush,Republican,04/11/1991,new,NA,05/24/1991,05/30/1991,NA,NA,NA,NA,NA
3234,Court of Claims,Court of Claims,Franklin Pierce,Democratic,03/03/1855,NA,NA,03/03/1855,03/03/1855,NA,NA,NA,12/31/1859,Death
187,U. S. Court of Appeals for the Eighth Circuit,USCA,Dwight D. Eisenhower,Republican,08/18/1959,Sanborn,John Benjamin,09/14/1959,09/21/1959,NA,NA,NA,06/08/1970,Appointment to Another Judicial Position
188,"U. S. District Court, District of Maryland",USDC,Richard M. Nixon,Republican,07/14/1971,new,NA,07/29/1971,07/29/1971,NA,NA,NA,04/20/1980,Death
189,Supreme Court of the United States,USSC,George Washington,NA,09/24/1789,new,NA,09/26/1789,09/30/1789,NA,NA,NA,10/25/1795,Resignation
190,"U. S. District Court, District of Maryland",USDC,William J. Clinton,Democratic,05/04/1995,Hargrove,John R.,08/11/1995,08/14/1995,NA,NA,NA,NA,NA
3330,"Associate Judge, U. S. Court of Customs Appeals (later Customs and Patent Appeals)",U. S. Court of Customs and Patent Appeals,Warren G. Harding,Republican,03/02/1923,De Vries,Marion,03/03/1923,03/03/1923,NA,NA,NA,12/01/1947,Retirement
191,"U. S. District Court, District of Maryland",USDC,James Monroe,Jeffersonian Republican,01/03/1820,Houston,James,01/05/1820,01/05/1820,NA,NA,NA,08/16/1824,Resignation
192,"U. S. District Court, Southern District of New York",USDC,Andrew Johnson,Republican,07/13/1867,Betts,Samuel R.,07/16/1867,07/16/1867,NA,NA,NA,03/04/1878,Appointment to Another Judicial Position
193,"U. S. District Court, District of South Carolina",USDC,Richard M. Nixon,Republican,05/18/1971,Russell,Donald Stuart,05/26/1971,05/28/1971,NA,NA,05/07/1990,NA,NA
194,"U. S. District Court, Southern District of California",USDC,Woodrow Wilson,Democratic,09/30/1914,new,NA,10/16/1914,10/16/1914,NA,NA,NA,03/24/1925,Resignation
195,"U. S. District Court, Western District of Pennsylvania",USDC,Jimmy Carter,Democratic,08/03/1979,Sorg,Herbert P.,10/31/1979,11/02/1979,NA,NA,04/12/1997,NA,NA
196,"U. S. District Court, Eastern District of New York",USDC,William J. Clinton,Democratic,07/22/1994,Nickerson,Eugene H.,09/28/1994,09/29/1994,NA,NA,09/01/2005,NA,NA
197,"U. S. District Court, Northern District of Illinois",USDC,Ulysses Grant,Republican,01/10/1870,Drummond,Thomas,01/11/1870,01/11/1870,NA,NA,NA,12/05/1892,Retirement
3552,"U. S. District Court, Southern District of Florida",USDC,Barack Obama,Democratic,02/06/2014,Graham,Donald L.,06/24/2014,06/25/2014,NA,NA,NA,NA,NA
198,"U. S. District Court, District of Connecticut",USDC,John F. Kennedy,Democratic,08/07/1961,new,NA,08/15/1961,08/15/1961,NA,NA,01/20/1977,11/05/1988,Death
199,"U. S. District Court, Western District of Louisiana",USDC,James A. Garfield,Republican,05/18/1881,new,NA,05/18/1881,05/18/1881,NA,NA,NA,08/30/1916,Death
3363,U. S. District Court for the District of Columbia,USDC,Barack Obama,Democratic,01/05/2011,Hogan,Thomas F.,03/14/2011,03/17/2011,NA,NA,NA,NA,NA
200,"U. S. District Court, District of New Jersey",USDC,Woodrow Wilson,Democratic,05/28/1920,Davis,J. Warren,06/02/1920,06/02/1920,NA,NA,NA,03/31/1929,Resignation
201,"U. S. District Court, Eastern District of Pennsylvania",USDC,John F. Kennedy,Democratic,03/05/1962,Grim,Allan K.,04/02/1962,04/04/1962,NA,NA,05/30/1972,06/02/1973,Death
3199,U. S. Customs Court,U. S. Customs Court,Richard M. Nixon,Republican,07/28/1971,Rosenstein,Samuel M.,08/06/1971,08/10/1971,NA,NA,NA,11/01/1980,Reassignment
202,U. S. Court of Appeals for the Sixth Circuit,USCA,Ronald Reagan,Republican,01/29/1986,new,NA,03/03/1986,03/25/1986,NA,NA,NA,NA,NA
203,"U. S. District Court, District of South Dakota",USDC,Richard M. Nixon,Republican,03/19/1970,Beck,Axel J.,04/23/1970,04/24/1970,NA,NA,07/01/1985,06/10/2009,Death
204,"U. S. District Court, Eastern District of Oklahoma",USDC,John F. Kennedy,Democratic,08/18/1961,Wallace,William R.,08/30/1961,08/30/1961,NA,NA,08/02/1974,07/18/2003,Death
205,"U. S. District Court, Western District of Washington",USDC,Dwight D. Eisenhower,Republican,06/10/1953,Leavy,Charles H.,07/14/1953,07/14/1953,NA,NA,10/30/1971,03/18/1984,Death
2884,"U. S. District Court, District of Arizona",USDC,William J. Clinton,Democratic,07/21/2000,Broomfield,Robert C.,10/03/2000,10/13/2000,NA,NA,NA,NA,NA
206,U. S. Circuit Courts for the Fourth Circuit,USCC (1869),Ulysses Grant,Republican,04/06/1870,new,NA,07/13/1870,07/13/1870,NA,NA,NA,10/24/1893,Death
207,"U. S. District Court, Southern District of New York",USDC,Warren G. Harding,Republican,02/28/1923,Mayer,Julius M.,03/02/1923,03/02/1923,NA,NA,05/01/1956,03/30/1964,Death
