rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
44625,Sextet look round for something from the past to play  (4),VIOL,something from the past to play,10a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44626,"Former notable DIs leaving, put out  (12)",EXTINGUISHED EX,put out,11a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44627,King in love adopts flash traditional robe  (6),KIMONO,traditional robe,13a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44628,"Marshal eased up, admitting Republican influence  (8)",PERSUADE,influence,14a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44629,"Layer for veg, maybe, with richer kind of soil  (7)",PEATIER,with richer kind of soil,15a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44630,"Cunning vehicle's backing in, pronto  (7)",SMARTLY,pronto,16a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44631,False impression given by composer moving one leg  (8),DELUSION,False impression,20a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44632,Engineer takes flight stages again  (6),RERUNS,stages again,22a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44633,"Band in go-cart rubbished ageing process  (6,6)",CARBON DATING,ageing process,23a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44634,Refuse last bit of appetising crumble  (4),GROT,Refuse,25a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44635,Series of scripture lessons one looked to for help?  (8),RECOURSE,one looked to for help?,26a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44636,Flecks from toff's brief neckwear?  (8),DANDRUFF,Flecks,27a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44637,Very narrow approach south of locks  (8),HAIRLINE,Very narrow,2a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44638,"Practical guidance for humblest ground hosting United  (5,2,5)",RULES OF THUMB,Practical guidance,3a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44639,First class highway reportedly spanned  (8),BESTRODE,spanned,4a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44640,Dude with piles gets fitful sleep  (7),CATNAPS,gets fitful sleep,5a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44641,"Having caught fever, aged queen is increasingly rough  (6)",VAGUER,increasingly rough,6a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44642,My game ultimately lacks breadth  (4),GOSH,My,7a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44643,Arid setting for Dickensian chores  (8),DRUDGERY,chores,8a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44644,"Comic gag requires a touch of ribaldry and old-fashioned craft  (6,6)",SQUARE RIGGER,old-fashioned craft,12a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44645,Short decree cutting simple cosmetic treatment  (8),PEDICURE,cosmetic treatment,15a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44646,"Full of energy, mum organised covering for cake  (8)",MARZIPAN,covering for cake,17a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44647,"Reportedly, accommodation issue upset independent type  (4,4)",LONE WOLF,independent type,18a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44648,Pursuit commonly cancelled free of charge  (7),UNTAXED,free of charge,19a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44649,Discount from trader on gifts raised  (6),IGNORE,Discount,21a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44650,Muscle affliction the result of making hay?  (4),RICK,Muscle affliction,24a,2017-05-19,"Times 26,729",https://times-xwd-times.livejournal.com/1742162.html,times_xwd_times
44651,Phone somewhere in Alabama (6),MOBILE,Phone/somewhere in Alabama,1a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44652,King of Rome heard in ruins (6),WRECKS,ruins,4a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44653,Small fib about hard stunt by cyclist (7),WHEELIE,stunt by cyclist,9a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44654,Superior meal with no starter (5),UPPER,Superior,10a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44655,Reports from all quarters (4),NEWS,Reports,11a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44656,Stick found by National Trust supporter (8),ADHERENT,supporter,12a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44657,Former scheme a politician is clarifying (11),EXPLANATORY,clarifying,14a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44658,I'm laid back in easily managed home (8),DOMICILE,home,18a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44659,First murder victim in Lincoln and first in Leicester (4),ABEL,First murder victim,20a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44660,Serious plot in churchyard (5),GRAVE,Serious/plot in churchyard,22a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44661,Dutch capital and London area doing business (7),DEALING,doing business,23a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44662,Animals prepared to rest (6),OTTERS,Animals,24a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44663,"Who cares if pig has cover for head? (2,4)",SO WHAT,Who cares,25a,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44664,Male due for lawn maintenance (6),MOWING,lawn maintenance,1d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44665,Polish worker's increase (7),BEESWAX,Polish,2d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44666,Girl likely to lose heart (4),LILY,Girl,3d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44667,Game allowed to block road (8),ROULETTE,Game,5d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44668,Manage to enclose small group of trees (5),COPSE,group of trees,6d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44669,Muddled priest showing little spirit (6),SPRITE,little spirit,7d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44670,"Playing Lydia, Glenda is a star (7,4)",LEADING LADY,star,8d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44671,"Everyone understood air raid warden's signal (3,5)",ALL CLEAR,air raid warden's signal,13d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44672,Massage required by bishop having no work? What rot! (7),RUBBISH,What rot,15d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44673,Slow movement of a soldier gatecrashing a party (6),ADAGIO,Slow movement,16d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44674,Insult hardly worth mentioning (6),SLIGHT,Insult/hardly worth mentioning,17d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44675,"Average temperature, as intended (5)",MEANT,intended,19d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44676,"Headlight, as it were, forming part of such a lorry (4)",HALO,"Headlight, as it were",21d,2016-01-04,Quick Cryptic 475,https://times-xwd-times.livejournal.com/1446572.html,times_xwd_times
44677,"Particular bit of fish, unpleasant (7)",FINICKY,Particular,1a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44678,"Even better, one's peaked (4,3)",FLAT CAP,one's peaked,5a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44679,Top left (11),OUTSTANDING,Top,9a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44680,Vital force only somewhat achievable (3),CHI,Vital force,10a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44681,Puzzle briefly referring to river (6),AMAZON,river,11a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44682,Acting so uncertain — is one? (8),AGNOSTIC,is one,12a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44683,"Steps taken in Scotland as corrupt regime shot slippery character (9,4)",EIGHTSOME REEL,Steps taken in Scotland,14a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44684,Shocking — as a secret? (13),UNMENTIONABLE,Shocking,17a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44685,"Secure document for manual worker? (4,4)","NAIL FILE",manual worker,21a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44686,"Beyond belief originally, irregular accent (6)",BROGUE,accent,23a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44687,Pocket purse (3),POT,Pocket,25a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44688,A dribbling Tory? (5-6),RIGHT-WINGER,Tory,26a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44689,Very different topic has fellow on strike (7),TANGENT,Very different topic,27a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44690,"Capital needed, get old man to invest cash, finally (7)",BAGHDAD,Capital,28a,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44691,Blooming disheartening final test (6),FLORAL,Blooming,1d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44692,Dope and speed in compound (7),NITRATE,compound,2d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44693,"Business money secures gripping tool, mostly for machine on plantation (6,3)",COTTON GIN,machine on plantation,3d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44694,"American Symphony Orchestra in Newark, last of all (4)",YANK,American,4d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44695,Decent reason for play area (10),FAIRGROUND,play area,5d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44696,Newspaper cut up about leader in general — bother! (5),AGGRO,bother,6d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44697,Bird stuffed with first of chestnuts on the empty dish (7),COCOTTE,dish,7d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44698,Magnificent nose broken by nice deceptive left (8),PRINCELY,Magnificent,8d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44699,"Long Tube journey in minute (5,5)",STRIP LIGHT,Long Tube,13d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44700,"The setter having sprung up, cuckoo setting off (9)",EMBARKING,setting off,15d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44701,Shifts hell for old servant (8),TURNSPIT,old servant,16d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44702,Wet day touring site in need of development (7),MOISTEN,Wet,18d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44703,"In conclusion, good time promised (7)",ENGAGED,promised,19d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44704,General and Marxist eyed with disdain (6),LEERED,eyed with disdain,20d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44705,Strength shown by triathlete initially in front (5),FORTE,Strength,22d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44706,"Shot, use weapon (4)",STAB,Shot,24d,2021-06-10,Times 28000,https://times-xwd-times.livejournal.com/2552705.html,times_xwd_times
44707,Slipping on hard fish (7),HERRING,fish,1a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44708,I've messed up zero operations (4),OOPS,I've messed up,5a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44709,Junk that is ignored by husband (3),TAT,Junk,7a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44710,Fighter plane tilts over before burning (8),SPITFIRE,Fighter plane,8a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44711,"Somewhat windy ahead, knocking back Austrian composer (5)",HAYDN,Austrian composer,10a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44712,"Rated new company's architectural style (3,4)",ART DECO,architectural style,11a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44713,American Society occupying congress area in SE England (6),SUSSEX,area in SE England,13a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44714,"Go away to live with a bird (4,2)",BEAT IT,Go away,15a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44715,Companion with cake failing to open large country house (7),CHATEAU,large country house,17a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44716,Crime Harry scorns regularly (5),ARSON,Crime,18a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44717,Arm perhaps supporting priest with doctor (8),FORELIMB,Arm perhaps,20a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44718,Silver ring gone (3),AGO,gone,22a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44719,Observed envoy on vacation with newsman (4),EYED,Observed,23a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44720,Dog that is left on bridge (7),SPANIEL,Dog,24a,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44721,"At work, Kath itches to retire (3,3,4)",HIT THE SACK,to retire,1d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44722,Again hear about score at Twickenham? (5),RETRY,Again hear,2d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44723,"Lying, perhaps, in wrong church with religious class (9)",INSINCERE,"Lying, perhaps",3d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44724,Instrument leaders of group used in the auditorium rarely (6),GUITAR,Instrument,4d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44725,Old female repeatedly absent (3),OFF,absent,5d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44726,Sign left on hospital department (7),PORTENT,Sign,6d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44727,"Stuffing own loot casually under child's bed (6,4)",COTTON WOOL,Stuffing,9d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44728,"Article by magazine about graduate crossing one African country (3,6)",THE GAMBIA,African country,12d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44729,Mysterious flash around plug (7),SHADOWY,Mysterious,14d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44730,Nothing disturbs even throwing game (6),QUOITS,throwing game,16d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44731,Hindu instructor moved through water against current (5),SWAMI,Hindu instructor,19d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44732,Finish part of bowls match (3),END,Finish/part of bowls match,21d,2020-11-30,QC 1755,https://times-xwd-times.livejournal.com/2448299.html,times_xwd_times
44733,Token bit of poetry penned by MA (7),MODICUM,Token bit,1a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44734,"Thus journalist needs to accommodate excellent item of furniture (4,3)",SOFA BED,item of furniture,5a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44735,"Welsh courtier routed now, badly (4,5)",OWEN TUDOR,Welsh courtier,9a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44736,University very surprised to suffer a 50% cut (5),ASTON,University,10a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44737,Man’s savings scheme account (5),ISAAC,Man,11a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44738,"Fall in love and start to despair? (4,5)",LOSE HEART,Fall in love/start to despair,12a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44739,"Type to lead prayer, old rector's ending as one with many bits of paper (5,9)",STAMP COLLECTOR,one with many bits of paper,14a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44740,"Large vehicle has this accelerator modified — one gets going (7,7)",CHELSEA TRACTOR,Large vehicle/i,17a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44741,Goddess I presented with a plant (9),ARTEMISIA,plant,21a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44742,Place of conflict needs a time for reflection (5),ARENA,Place of conflict,23a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44743,"Public declaration has display of flags, no hesitation (5)",BANNS,Public declaration,24a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44744,"Scoffing, having little time for eating food (5,4)",SWEET CORN,food,25a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44745,Intellectual Cockney said to be sort of arch (7),EYEBROW,sort of arch,26a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44746,Unhappy is good person about perverted types (7),SADISTS,perverted types,27a,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44747,But French soldiers restricted indigenous people (6),MAORIS,indigenous people,1d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44748,"Leader of Conservatives, when in Parliament, got into a mould (3-4)",DIE-CAST,mould,2d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44749,Animals having a search inside underground tunnels (9),CATACOMBS,underground tunnels,3d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44750,Note girl is bourgeois (6-5),MIDDLE-CLASS,bourgeois,4d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44751,He must dissociate separately from county gentleman (3),SIR,gentleman,5d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44752,Ostentatious female with leather? (5),FLASH,he/Ostentatious,6d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44753,"Italian in British company has skill in minor role (3,4)",BIT PART,minor role,7d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44754,Wreck teeth biting key (8),DENATURE,Wreck,8d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44755,"Sell a parson new devices to cut down on energy bills? (5,6)",SOLAR PANELS,devices to cut down on energy bills,13d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44756,"Dance, then collapse, bewitched (9)",ENCHANTED,bewitched,15d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44757,"Hurry from senior staff room, then walk slowly (8)",SCRAMBLE,Hurry,16d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44758,"Being less than completely independent, enter an agreement (7)",ENTENTE,agreement,18d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44759,I wake up lacking energy — that's troublesome (7),ONEROUS,troublesome/e,19d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44760,"One heading off, entering pubs somewhere in London (6)",BARNES,somewhere in London,20d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44761,Endless unhappiness for one who’d give nothing? (5),MISER,one who’d give nothing,22d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44762,Spotted / gnome (3),SAW,Spotted/gnome,25d,2016-08-02,Times Cryptic 26480,https://times-xwd-times.livejournal.com/1568137.html,times_xwd_times
44763,"What is true about English I love, America being flippant? (9)",FACETIOUS,flippant,1a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44764,"Place for Jacob's ladder, not hotel plant (5)",BETEL,plant,6a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44765,Survive in the open before bad turns (7),OUTLIVE,Survive,9a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44766,"A broadcaster in Ireland, female, almost a goddess (7)",ARTEMIS,a goddess,10a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44767,"Set against warrant officer, everyone appears insignificant? (5)",SMALL,insignificant,11a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44768,Covering church fellows provided with time for memorial slab (9),HATCHMENT,memorial slab,13a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44769,"Seek changes in accommodation for minister and be reasonable (4,5)",MAKE SENSE,be reasonable,14a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44770,Holy circle in church a lot (4),HALO,Holy circle,16a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44771,Continue to be someone foolish (4),GOON,someone foolish,18a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44772,Lousy rent — raise various amounts paid in advance (9),RETAINERS,amounts paid in advance,19a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44773,"One making a song and dance, these days, always going on (9)",BALLADEER,One making a song,22a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44774,"Swimmer finished poetically, clinching races (5)",OTTER,Swimmer,24a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44775,Protester did wrong breaking into vehicle behind back of school (7),LUDDITE,Protester,25a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44776,Flats maybe by trail in Cornish town (7),PADSTOW,Cornish town,26a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44777,Spaniard to make departure twice? (5),DIEGO,Spaniard,28a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44778,Something edgy about sport bringing bit of bad language (9),SWEARWORD,bit of bad language,29a,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44779,Wet rubbish? Female in the morning collects a great deal (7),FLOTSAM,Wet rubbish,1d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44780,Nursery item’s function (3),COT,Nursery item/function,2d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44781,"Competitor making mistake, not quite among the top people (8)",TRIALIST,Competitor,3d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44782,"Honour a husband, showing a sort of charm (5)",OBEAH,a sort of charm,4d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44783,Most hare-brained guy meeting restrictions on entering street (9),SCATTIEST,Most hare-brained,5d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44784,Bishop getting uncomfortable becomes spiteful (6),BITCHY,spiteful,6d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44785,Agency worker taking time signified outspoken attitude (11),TEMPERAMENT,attitude,7d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44786,"The foreign boozer, little house in the country (7)",LESOTHO,country,8d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44787,"Recognise legend, wacko in peculiar guise (11)",ACKNOWLEDGE,Recognise,12d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44788,Feeble or calm and collected? (9),NERVELESS,Feeble/calm and collected,15d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44789,"Hell, with a group of religious folk creating chaos (8)",DISORDER,chaos,17d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44790,"Gulped, giving brief account of what happened when tooth came out? (7)",GOBBLED,Gulped,18d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44791,Fixed a strip of wood or metal around front of window (7),SCREWED,Fixed,20d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44792,Boy in love is in clover (6),LADINO,clover,21d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
44793,Regret when school subject is squeezed — money found (5),RUPEE,money,23d,2021-01-10,Times 27871,https://times-xwd-times.livejournal.com/2470925.html,times_xwd_times
