prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2009,fiction,0014,winner,Barry,Sebastian,"Barry, Sebastian",man,unknown,FALSE,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,00029,The Secret Scripture
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2009,crime,0459,shortlisted,Billingham,Mark,"Billingham, Mark",man,unknown,TRUE,White British,English,Bachelors,University of Birmingham,Arts,Drama,938046,00588,In the Dark
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2009,crime,0460,shortlisted,Block,Lawrence,"Block, Lawrence",man,unknown,FALSE,Non-UK White,White American,none,none,none,none,110546896,00589,Hit and Run
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2009,crime,0457,winner,Brodrick,William,"Brodrick, William",man,unknown,TRUE,White British,English,Bachelors,University of London,Philosophy and Theology,Philosophy and Theology,306080383,00586,A Whispered Name
8,Booker Prize,Man Booker Prize,Booker Foundation,2009,fiction,0013,shortlisted,Byatt,AS,"Byatt, AS",woman,unknown,TRUE,White British,British,Postgraduate,University of Oxford,unknown,unknown,29521863,00045,The Children's Book
8,Booker Prize,Man Booker Prize,Booker Foundation,2009,fiction,0233,shortlisted,Coetzee,JM,"Coetzee, JM",man,unknown,FALSE,Non-UK White,White South African,Doctorate,"University of Texas, Austin",Language and Literature,English Literature,101839018,00056,Summertime
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2009,poetry,0157,shortlisted,Farley,Paul,"Farley, Paul",man,unknown,TRUE,White British,British,unknown,Chelsea School of Art,unknown,unknown,19996312,00698,Field Recordings: BBC Poems (1998-2008)
5,Costa Biography Award,Costa Biography Award,Costa,2009,biography,0095,winner,Farmelo,Graham,"Farmelo, Graham",man,unknown,TRUE,White British,British,Doctorate,University of Liverpool,Maths and Sciences,Particle Physics,52015101,00091,"The Strangest Man -- The Hidden Life of Paul Dirac, Quantum Genius"
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2009,fiction,0347,shortlisted,Feldman,Ellen,"Feldman, Ellen",woman,unknown,FALSE,Non-UK White,White American,Masters,Bryn Mawr,History and Cultural Studies,Modern History,92947518,00432,Scottsboro
8,Booker Prize,Man Booker Prize,Booker Foundation,2009,fiction,0099,shortlisted,Foulds,Adam,"Foulds, Adam",man,unknown,TRUE,White British,British,Masters,University of East Anglia,Writing,Creative Writing,29061877,00104,The Quickening Maze
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2009,poetry,0546,shortlisted,Glenday,John,"Glenday, John",man,unknown,TRUE,White British,Scottish,Bachelors,University of Edinburgh,Language and Literature,English,117142053,00699,Grain
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2009,non-fiction,0664,shortlisted,Goldacre,Ben,"Goldacre, Ben",man,unknown,TRUE,White British,British,Masters,"King's College, London",Philosophy and Theology,Philosophy,263357364,00829,Bad Science
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2009,non-fiction,0665,shortlisted,Grann,David,"Grann, David",man,unknown,FALSE,Non-UK White,White American,Masters,Boston University,Writing,Creative Writing,100355095,00830,The Lost City of Z
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2009,poetry,0533,winner,Gross,Philip,"Gross, Philip",man,unknown,TRUE,Non-UK White,Estonian British,Bachelors,University of Sussex,Language and Literature,English,64954664,00681,The Water Table
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2009,crime,0451,shortlisted,Hall,MR,"Hall, MR",man,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,198145542480596640599,00584,The Coroner
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2009,fiction,0348,shortlisted,Harvey,Samantha,"Harvey, Samantha",woman,unknown,TRUE,White British,English,Doctorate,Bath Spa University,Language and Literature,Literature,263549391,00433,The Wilderness
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2009,non-fiction,0662,winner,Hoare,Philip,"Hoare, Philip",man,unknown,TRUE,White British,British,Bachelors,St Mary's University,unknown,unknown,11000268,00827,"Leviathan, or the Whale"
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2009,non-fiction,0666,shortlisted,Holmes,Richard,"Holmes, Richard",man,unknown,TRUE,White British,British,Bachelors,University of Cambridge,unknown,unknown,110073800,00831,The Age of Wonder
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2009,fiction,0349,shortlisted,Hunt,Samantha,"Hunt, Samantha",woman,unknown,FALSE,Non-UK White,White American,Masters,Warren Wilson College,Writing,Creative Writing,84285165,00434,The Invention of Everything Else
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2009,poetry,0544,shortlisted,Kay,Jackie,"Kay, Jackie",woman,queer,TRUE,Black British,Nigerian Scottish,Bachelors,University of Stirling,Language and Literature,English,17374424,00696,Maw Broon Monologues
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2009,crime,0449,shortlisted,Kerrigan,Gene,"Kerrigan, Gene",man,unknown,FALSE,Irish,Irish,unknown,unknown,unknown,unknown,7276148997699859870006,00585,Dark Times in the City
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2009,non-fiction,0667,shortlisted,Kumar,Manjit,"Kumar, Manjit",man,unknown,TRUE,Asian,British,unknown,unknown,unknown,unknown,45129896,00832,Quantum
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2009,fiction,0350,shortlisted,Madden,Deirdre,"Madden, Deirdre",woman,unknown,TRUE,White British,Northern Irish,Masters,University of East Anglia,Writing,Creative Writing,79077809,00435,Molly Fox's Birthday
8,Booker Prize,Man Booker Prize,Booker Foundation,2009,fiction,0077,winner,Mantel,Hilary,"Mantel, Hilary",woman,unknown,TRUE,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00195,Wolf Hall
8,Booker Prize,Man Booker Prize,Booker Foundation,2009,fiction,0234,shortlisted,Mawer,Simon,"Mawer, Simon",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,Maths and Sciences,Zoology,45040387,00199,The Glass Room
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2009,sff,0501,winner,Miéville,China,"Miéville, China",man,unknown,TRUE,White British,British,Doctorate,London School of Economics,Law,International Law,100992516,00641,The City & the City
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2009,poetry,0160,shortlisted,Motion,Andrew,"Motion, Andrew",man,unknown,TRUE,White British,English,Masters,University of Oxford,Language and Literature,Literature,108893413,00702,The Cinder Path
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2009,children's,0096,winner,Ness,Patrick,"Ness, Patrick",man,queer,TRUE,Non-UK White,White American British,Bachelors,University of Southern California,Language and Literature,English Literature,88114296,00240,"The Ask and the Answer: Chaos Walking, Book Two"
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2009,poetry,0061,winner,Oswald,Alice,"Oswald, Alice",woman,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,Classics,14019756,00700,Weeds and Wild Flowers
2,Costa Book of the Year,Costa Book of the Year,Costa,2009,no/any/multi genre,0092,winner,Reid,Christopher,"Reid, Christopher",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,unknown,unknown,33082514,00269,A Scattering
6,Costa Poetry Award,Costa Poetry Award,Costa,2009,poetry,0092,winner,Reid,Christopher,"Reid, Christopher",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,unknown,unknown,33082514,00269,A Scattering
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2009,fiction,0346,winner,Robinson,Marilynne,"Robinson, Marilynne",woman,unknown,FALSE,Non-UK White,White American,Doctorate,Brown University,Language and Literature,English Literature,16729,00431,Home
3,Costa First Novel Award,Costa First Novel Award,Costa,2009,fiction,0093,winner,Selbourne,Raphael,"Selbourne, Raphael",man,unknown,TRUE,White British,British,Bachelors,University of Sussex,Politics and Economics,Politics,278292251,00290,Beauty
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2009,fiction,0315,shortlisted,Shamsie,Kamila,"Shamsie, Kamila",woman,unknown,TRUE,Asian,Pakistani British,Masters,"University of Massachusetts, Amherst",Writing,Creative Writing,102271932,00436,Burnt Shadows
4,Costa Novel Award,Costa Novel Award,Costa,2009,fiction,0094,winner,Tóibín,Colm,"Tóibín, Colm",man,queer,FALSE,Irish,Irish,Bachelors,University College Dublin,Multiple,History and English,32063755,00329,Brooklyn
8,Booker Prize,Man Booker Prize,Booker Foundation,2009,fiction,0235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,TRUE,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,00351,The Little Stranger
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0343,shortlisted,Alison,Rosie,"Alison, Rosie",woman,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,English Literature,276408353,00427,The Very Thought of You
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2010,crime,0434,winner,Bauer,Belinda,"Bauer, Belinda",woman,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,29735372,00583,Blacklands
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0657,shortlisted,Bellos,Alex,"Bellos, Alex",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,Multiple,Mathematics and Philosophy,2759707,00822,Alex's Adventures in Numberland
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2010,crime,0454,shortlisted,Bolton,SJ,"Bolton, SJ",woman,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,78248143,00580,Blood Harvest
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2010,fiction,0013,winner,Byatt,AS,"Byatt, AS",woman,unknown,TRUE,White British,British,Postgraduate,University of Oxford,unknown,unknown,29521863,00045,The Children's Book
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2010,crime,0456,shortlisted,Campbell,Karen,"Campbell, Karen",woman,unknown,TRUE,White British,Scottish,Masters,University of Glasgow,Language and Literature,"English, Drama & French",51908325,00582,Shadowplay
8,Booker Prize,Man Booker Prize,Booker Foundation,2010,fiction,0231,shortlisted,Carey,Peter,"Carey, Peter",man,unknown,FALSE,Non-UK White,White Australian,none,none,none,none,110569724,00048,Parrot and Olivier in America
5,Costa Biography Award,Costa Biography Award,Costa,2010,biography,0090,winner,de Waal,Edmund,"de Waal, Edmund",man,unknown,TRUE,White British,English,Postgraduate,University of Sheffield,Language and Literature,Japanese Language,2637340,00068,The Hare with Amber Eyes
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0656,winner,Demick,Barbara,"Demick, Barbara",woman,unknown,FALSE,Non-UK White,White American,Bachelors,Yale University,Politics and Economics,Economic History,46024042,00821,Nothing to Envy
3,Costa First Novel Award,Costa First Novel Award,Costa,2010,fiction,0088,winner,Desai,Kishwar,"Desai, Kishwar",woman,unknown,FALSE,Asian,Indian,Bachelors,Columbia University,unknown,unknown,38859467,00072,Witness the Night
8,Booker Prize,Man Booker Prize,Booker Foundation,2010,fiction,0232,shortlisted,Donoghue,Emma,"Donoghue, Emma",woman,queer,FALSE,Irish,Irish Canadian,Doctorate,University of Cambridge,Language and Literature,English Literature,39539889,00074,Room
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0548,shortlisted,Figura,Martin,"Figura, Martin",man,unknown,TRUE,White British,English,Masters,Norwich School of Art and Design,Writing,Writing the Visual,29029249,00703,Whistle
8,Booker Prize,Man Booker Prize,Booker Foundation,2010,fiction,0177,shortlisted,Galgut,Damon,"Galgut, Damon",man,queer,FALSE,Jewish,Jewish South African,Bachelors,University of Cape Town,Arts,Theatre,87451615,00111,In a Strange Room
8,Booker Prize,Man Booker Prize,Booker Foundation,2010,fiction,0217,winner,Jacobson,Howard,"Jacobson, Howard",man,unknown,TRUE,Jewish,Jewish British,Bachelors,University of Cambridge,Language and Literature,English Literature,98522519,00156,The Finkler Question
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0658,shortlisted,Jennings,Luke,"Jennings, Luke",man,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,92099040,00823,Blood Knots
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0300,winner,Kingsolver,Barbara,"Kingsolver, Barbara",woman,unknown,FALSE,Non-UK White,White American,Masters,University of Arizona,Maths and Sciences,Ecology and Evolutionary Biology,79097759,00426,The Lacuna
8,Booker Prize,Man Booker Prize,Booker Foundation,2010,fiction,0114,shortlisted,Levy,Andrea,"Levy, Andrea",woman,unknown,TRUE,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,00179,The Long Song
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0344,shortlisted,Locke,Attica,"Locke, Attica",woman,unknown,FALSE,Non-White American,Black American,Bachelors,Northwestern University,Arts,Radio/TV/Film,24076666,00428,Black Water Rising
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0077,shortlisted,Mantel,Hilary,"Mantel, Hilary",woman,unknown,TRUE,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00195,Wolf Hall
8,Booker Prize,Man Booker Prize,Booker Foundation,2010,fiction,0210,shortlisted,McCarthy,Tom,"McCarthy, Tom",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,English Literature,84508554,00203,C
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2010,sff,0500,winner,McDonald,Ian,"McDonald, Ian",man,unknown,TRUE,Irish,Scottish Irish,unknown,unknown,unknown,unknown,100337159,00640,The Dervish House
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0345,shortlisted,Moore,Lorrie,"Moore, Lorrie",woman,unknown,FALSE,Non-UK White,White American,Masters,unknown,unknown,unknown,85852459,00429,A Gate at the Stairs
4,Costa Novel Award,Costa Novel Award,Costa,2010,fiction,0089,winner,O'Farrell,Maggie,"O'Farrell, Maggie",woman,unknown,TRUE,White British,Northern Irish,Bachelors,Harvard University,Maths and Sciences,Public Health,85329632,00245,The Hand that First Held Mine
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0549,winner,O'Reilly,Kaite,"O'Reilly, Kaite",woman,unknown,TRUE,Irish,British,unknown,unknown,unknown,unknown,166254744,00704,The Persians
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2010,crime,0455,shortlisted,Pelecanos,George,"Pelecanos, George",man,unknown,FALSE,Non-UK White,Greek American,unknown,unknown,unknown,unknown,85313037,00581,The Way Home
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0092,shortlisted,Reid,Christopher,"Reid, Christopher",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,unknown,unknown,33082514,00705,Song of Lunch
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2010,fiction,0039,shortlisted,Roffey,Monique,"Roffey, Monique",woman,unknown,TRUE,Black British,British Trinidadian,Doctorate,Lancaster University,Writing,Creative Writing,48585948,00430,The White Woman on the Green Bicycle
2,Costa Book of the Year,Costa Book of the Year,Costa,2010,no/any/multi genre,0087,winner,Shapcott,Jo,"Shapcott, Jo",woman,unknown,TRUE,White British,English,unknown,Harvard University,unknown,unknown,85312469,00293,Of Mutability
6,Costa Poetry Award,Costa Poetry Award,Costa,2010,poetry,0087,winner,Shapcott,Jo,"Shapcott, Jo",woman,unknown,TRUE,White British,English,unknown,Harvard University,unknown,unknown,85312469,00293,Of Mutability
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0659,shortlisted,Sorkin,Andrew Ross,"Sorkin, Andrew Ross",man,unknown,FALSE,Jewish,Jewish American,unknown,Cornell University,unknown,unknown,100670351,00824,Too Big to Fail
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0550,shortlisted,Swann,David,"Swann, David",man,unknown,TRUE,White British,English,Masters,Lancaster University,Writing,Creative Writing,61370890,00706,The Privilege of Rain
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2010,poetry,0551,shortlisted,Towers,Katharine,"Towers, Katharine",woman,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,138798624,00707,The Floating Man
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0660,shortlisted,Uglow,Jenny,"Uglow, Jenny",woman,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,English,85833405,00825,A Gambling Man
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2010,poetry,0532,winner,Walcott,Derek,"Walcott, Derek",man,unknown,FALSE,Caribbean,St Lucian,Bachelors,"University of the West Indies, Mona",unknown,unknown,39391959,00680,White Egrets
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2010,children's,0091,winner,Wallace,Jason,"Wallace, Jason",man,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,138614369,00347,Out of Shadows
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2010,non-fiction,0661,shortlisted,Wrangham,Richard,"Wrangham, Richard",man,unknown,TRUE,White British,English,Doctorate,University of Cambridge,Maths and Sciences,Animal Behaviour,109275737,00826,Catching Fire
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0552,shortlisted,Armitage,Simon,"Armitage, Simon",man,unknown,TRUE,White British,British,Masters,University of Manchester,Medicine and Social Work,Social Work,6157973,00708,Black Roses: The Killing of Sophie Lancaster
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0226,winner,Barnes,Julian,"Barnes, Julian",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,Modern Languages,51710796,00026,The Sense of an Ending
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0227,shortlisted,Birch,Carol,"Birch, Carol",woman,unknown,TRUE,White British,English,Bachelors,Keele University,Language and Literature,English and American Studies,51974257,00033,Jamrach's Menagerie
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2011,poetry,0133,winner,Burnside,John,"Burnside, John",man,unknown,TRUE,White British,Scottish,unknown,Cambridgeshire College of Arts and Technology,Language and Literature,English and European Languages,71543705,00679,Black Cat Bone
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0553,shortlisted,Copus,Julia,"Copus, Julia",woman,unknown,TRUE,White British,British,Bachelors,Durham University,Language and Literature,Latin,5880300,00709,Ghost Lines
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0554,shortlisted,Crawford,Robert,"Crawford, Robert",man,unknown,TRUE,White British,Scottish,unknown,University of Oxford,Language and Literature,Scottish Literature,113245438,00710,Simonides
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0228,shortlisted,deWitt,Patrick,"deWitt, Patrick",man,unknown,FALSE,Non-UK White,Canadian American,unknown,unknown,unknown,unknown,120285465,00073,The Sisters Brothers
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0650,winner,Dikötter,Frank,"Dikötter, Frank",man,unknown,FALSE,Non-UK White,Dutch,Doctorate,University of London,History and Cultural Studies,Chinese History,44405182,00815,Mao's Great Famine
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0232,shortlisted,Donoghue,Emma,"Donoghue, Emma",woman,queer,FALSE,Irish,Irish Canadian,Doctorate,University of Cambridge,Language and Literature,English Literature,39539889,00074,Room
6,Costa Poetry Award,Costa Poetry Award,Costa,2011,poetry,0085,winner,Duffy,Carol Ann,"Duffy, Carol Ann",woman,queer,TRUE,White British,Scottish,Bachelors,University of Liverpool,Philosophy and Theology,Philosophy,114321106,00079,The Bees
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0194,shortlisted,Edugyan,Esi,"Edugyan, Esi",woman,unknown,FALSE,African,Ghanaian Canadian,Masters,Johns Hopkins,Writing,Creative Writing,11696535,00081,Half Blood Blues
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0339,shortlisted,Forna,Aminatta,"Forna, Aminatta",woman,unknown,TRUE,Black British,Scottish Sierra Leonan,Doctorate,Bath Spa University,Writing,Creative Writing,230968647,00422,The Memory of Love
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0452,winner,Franklin,Tom,"Franklin, Tom",man,unknown,FALSE,Non-UK White,White American,Masters,University of Arkansas,Writing,Creative Writing,37090762,00577,"Crooked Letter, Crooked Letter"
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0651,shortlisted,Graham-Dixon,Andrew,"Graham-Dixon, Andrew",man,unknown,TRUE,White British,British,Doctorate,Courtauld Institute of Art,Arts,unknown,49336224,00816,Caravaggio
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0555,winner,Greenlaw,Lavinia,"Greenlaw, Lavinia",woman,unknown,TRUE,White British,English,Masters,Courtauld Institute of Art,Arts,Seventeenth-Century Art,37140301,00711,Audio Obscura
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0453,shortlisted,Hamilton,Steve,"Hamilton, Steve",man,unknown,FALSE,Non-UK White,White American,unknown,unknown,unknown,unknown,27352806,00578,The Lock Artists
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0340,shortlisted,Henderson,Emma,"Henderson, Emma",woman,unknown,TRUE,White British,British,Masters,University of London,Writing,Creative Writing,278325049,00423,Grace Williams Says it Loud
5,Costa Biography Award,Costa Biography Award,Costa,2011,biography,0084,winner,Hollis,Matthew,"Hollis, Matthew",man,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,37216902,00143,Now All Roads Lead to France: The Last Years of Edward Thomas
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0652,shortlisted,Jasanoff,Maya,"Jasanoff, Maya",woman,unknown,FALSE,Non-UK White,White American,Doctorate,Yale University,History and Cultural Studies,Imperial History,37202093,00817,Liberty's Exiles
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0229,shortlisted,Kelman,Stephen,"Kelman, Stephen",man,unknown,TRUE,White British,English,Bachelors,University of Luton,Politics and Economics,Marketing,123116857,00167,Pigeon English
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0341,shortlisted,Krauss,Nicole,"Krauss, Nicole",woman,unknown,FALSE,Jewish,Jewish American,Masters,Stanford University,unknown,unknown,99094300,00424,Great House
8,Booker Prize,Man Booker Prize,Booker Foundation,2011,fiction,0230,shortlisted,Miller,AD,"Miller, AD",man,unknown,TRUE,White British,English,unknown,Lancaster University,Writing,Creative Writing,44064232,00221,Snowdrops
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0230,shortlisted,Miller,AD,"Miller, AD",man,unknown,TRUE,White British,English,unknown,Lancaster University,Writing,Creative Writing,44064232,00221,Snowdrops
2,Costa Book of the Year,Costa Book of the Year,Costa,2011,no/any/multi genre,0025,winner,Miller,Andrew,"Miller, Andrew",man,unknown,TRUE,White British,English,Doctorate,Brown University,Language and Literature,Classics,84128518,00220,Pure
4,Costa Novel Award,Costa Novel Award,Costa,2011,fiction,0025,winner,Miller,Andrew,"Miller, Andrew",man,unknown,TRUE,White British,English,Doctorate,Brown University,Language and Literature,Classics,84128518,00220,Pure
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2011,crime,0436,shortlisted,Mina,Denise,"Mina, Denise",woman,unknown,TRUE,White British,Scottish,Doctorate,University of Strathclyde,unknown,unknown,59311376,00579,The End of the Wasp Season
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0160,shortlisted,Motion,Andrew,"Motion, Andrew",man,unknown,TRUE,White British,English,Masters,University of Oxford,Language and Literature,Literature,108893413,00712,Laurels and Donkeys
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2011,fiction,0338,winner,Obreht,Téa,"Obreht, Téa",woman,unknown,TRUE,Non-UK White,Serbian American,Masters,University of Strathclyde,Language and Literature,English Literature,107937112,00421,The Tiger's Wife
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2011,sff,0028,winner,Priest,Christopher,"Priest, Christopher",man,unknown,TRUE,White British,English,none,none,none,none,54152946,00639,The Islanders
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2011,poetry,0092,shortlisted,Reid,Christopher,"Reid, Christopher",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,unknown,unknown,33082514,00713,Airs and Ditties of No Man's Land
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0653,shortlisted,Ridley,Matt,"Ridley, Matt",man,unknown,TRUE,White British,English,Doctorate,University of Oxford,Maths and Sciences,Science,19819147,00818,The Rational Optimist
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2011,fiction,0012,winner,Soli,Tatjana,"Soli, Tatjana",woman,unknown,FALSE,Non-UK White,White American,Doctorate,University of Lancaster,unknown,unknown,102919570,00307,The Lotus Eaters
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0654,shortlisted,Steinberg,Jonathan,"Steinberg, Jonathan",man,unknown,TRUE,Jewish,Jewish American,Doctorate,University of Cambridge,History and Cultural Studies,German History,39453716,00819,Bismarck
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2011,non-fiction,0655,shortlisted,Stubbs,John,"Stubbs, John",man,unknown,TRUE,White British,English,Doctorate,University of Cambridge,Language and Literature,English Literature,315988453,00820,Reprobates
