category,subcategory,title,director,release_date,release_date_raw,air_date_raw,worldwide_box_office_currency,worldwide_box_office,rotten_tomatoes,metacritic,cinema_score,distributor,original_game_publisher,budget_currency,budget_low,budget_high,domestic_box_office,subject,network
Television films,Upcoming,The Sims,Kate Herron,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Split Fiction,Jon M. Chu,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Television films,Upcoming,ToeJam & Earl,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Sega,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Untitled Tom Clancy's The Division film,Rawson Marshall Thurber,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Mirai Ninja,Keita Amemiya,1988-01-01,1988,NA,NA,NA,NA,NA,NA,NA,Namco,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Tokimeki Memorial,Hiroshi Sugawara,1997-08-09,"August 9, 1997",NA,NA,NA,NA,NA,NA,NA,Konami,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Like a Dragon: Prologue,Takeshi Miyasaka,2006-03-24,"March 24, 2006",NA,NA,NA,NA,NA,NA,NA,Sega,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,BloodRayne 2: Deliverance,Uwe Boll,2007-09-18,"September 18, 2007",NA,NA,NA,NA,NA,NA,NA,Majesco,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Alone in the Dark II,Peter Scheerer | Michael Roesch,2008-09-25,"September 25, 2008",NA,NA,NA,NA,NA,NA,NA,Infogrames,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,OneChanbara: The Movie – Vortex,Tsuyoshi Shôji,2009-11-02,"November 2, 2009",NA,NA,NA,NA,NA,NA,NA,D3 Publisher,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,The King of Fighters,Gordon Chan,2009-11-04,"November 4, 2009",NA,NA,NA,NA,NA,NA,NA,SNK Playmore,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,BloodRayne: The Third Reich,Uwe Boll,2011-05-02,"May 2, 2011",NA,NA,NA,NA,NA,NA,NA,Majesco,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,In the Name of the King 2: Two Worlds,Uwe Boll,2011-12-27,"December 27, 2011",NA,NA,NA,NA,NA,NA,NA,Microsoft Studios,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Halo 4: Forward Unto Dawn,Stewart Hendler,2012-11-06,"November 6, 2012",NA,NA,NA,NA,NA,NA,NA,Microsoft Studios,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Company of Heroes,Don Michael Paul,2013-02-26,"February 26, 2013",NA,NA,NA,NA,NA,NA,NA,THQ,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Zombie Massacre,Luca Boni | Marco Ristori,2013-07-01,"July 1, 2013",NA,NA,NA,NA,NA,NA,NA,1988 Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,In the Name of the King 3: The Last Mission,Uwe Boll,2014-03-11,"March 11, 2014",NA,NA,NA,NA,NA,NA,NA,Microsoft Studios,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Street Fighter: Assassin's Fist,Joey Ansah,2014-05-23,"May 23, 2014",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Tekken 2: Kazuya's Revenge,Wych Kaos,2014-08-06,"August 6, 2014",NA,NA,NA,NA,NA,NA,NA,Bandai Namco Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Halo: Nightfall,Sergio Mimica-Gezzan,2015-03-17,"March 17, 2015",NA,NA,NA,NA,NA,NA,NA,Microsoft Studios,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Dead Rising: Watchtower,Zach Lipovsky,2015-03-27,"March 27, 2015",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Dead Rising: Endgame,Pat Williams,2016-06-20,"June 20, 2016",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,It Came from the Desert,Marko Mäkilaakso,2018-05-23,"May 23, 2018",NA,NA,NA,NA,NA,NA,NA,Cinemaware,NA,NA,NA,NA,NA,NA
Direct-to-video,Live-action,Doom: Annihilation,Tony Giglio,2019-10-01,"October 1, 2019",NA,NA,NA,NA,NA,NA,NA,id Software,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Tengai Makyō Jiraia Oboro Hen,Ouji Hiroi | Yoshio Takeuchi,1990-08-21,"August 21, 1990",NA,NA,NA,NA,NA,NA,NA,Hudson Soft/Red Entertainment,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Ninja Gaiden,Mamoru Kanbe,1991-11-22,"November 22, 1991",NA,NA,NA,NA,NA,NA,NA,Tecmo,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mortal Kombat: The Journey Begins,Joseph Francis,1995-04-11,"April 11, 1995",NA,NA,NA,NA,NA,NA,NA,Midway Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Battle Arena Toshinden,Masami Ōbari,1996-06-21,"June 21, 1996",NA,NA,NA,NA,NA,NA,NA,Sony,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Sonic the Hedgehog,Kazutaka Ikegami,1996-05-31,"May 31, 1996",NA,NA,NA,NA,NA,NA,NA,Sega,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Voltage Fighters: Gowcaizer the Movie,Masami Ōbari,1997-01-01,1997,NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Tekken: The Motion Picture,Kunihisa Sugishima,1998-01-21,"January 21, 1998",NA,NA,NA,NA,NA,NA,NA,Namco,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Samurai Spirits 2: Asura Zanmaden,Kazuhiro Sasaki,1999-12-22,"December 22, 1999",NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Street Fighter Alpha: The Animation,Shigeyasu Yamauchi,2000-04-26,"April 26, 2000",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Sin: The Movie,Yasunori Urata,2000-10-24,"October 24, 2000",NA,NA,NA,NA,NA,NA,NA,Ritual Entertainment,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Zone of the Enders: 2167 Idolo,Tetsuya Watanabe,2001-03-01,"March 1, 2001",NA,NA,NA,NA,NA,NA,NA,Konami,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Nakoruru ~Ano hito kara no okurimono~,Katsuma Kanazawa,2002-05-25,"May 25, 2002",NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Welcome to Pia Carrot – Sayaka's Love Story,Yuuji Mutou,2002-10-19,"October 19, 2002",NA,NA,NA,NA,NA,NA,NA,Cocktail Soft,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Galerians: Rion,Masahiko Maesawa,2004-04-24,"April 24, 2004",NA,NA,NA,NA,NA,NA,NA,ASCII,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Last Order: Final Fantasy VII,Morio Asaka,2005-09-14,"September 14, 2005",NA,NA,NA,NA,NA,NA,NA,Square Enix,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Street Fighter Alpha: Generations,Ikuo Kuwana,2005-10-25,"October 25, 2005",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Elf Bowling the Movie,Dave Kim | Rex Piano,2007-10-02,"October 2, 2007",NA,NA,NA,NA,NA,NA,NA,NStorm,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Dead Space: Downfall,Chuck Patton,2008-10-17,"October 17, 2008",NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Street Fighter IV: The Ties That Bind,Jirô Kanai | Kôji Morimoto,2009-07-12,"July 12, 2009",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Dante's Inferno: An Animated Epic,Mike Disa | Shukō Murase | Yasuomi Umetsu | Victor Cook | Jong-Sik Nam | Kim Sang-jin | Lee Seung-Gyu,2010-02-09,"February 9, 2010",NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Halo Legends,Frank O'Connor | Joseph Chou,2010-02-16,"February 16, 2010",NA,NA,NA,NA,NA,NA,NA,Microsoft Game Studios,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Dead Space: Aftermath,Mike Disa,2011-01-25,"January 25, 2011",NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mass Effect: Paragon Lost,Atsushi Takeuchi,2012-12-14,"December 14, 2012",NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Batman: Assault on Arkham,Ethan Spaulding | Jay Oliva,2014-07-29,"July 29, 2014",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Heavenly Sword,Gun Ho Jung,2014-09-02,"September 2, 2014",NA,NA,NA,NA,NA,NA,NA,Sony Computer Entertainment America,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Brotherhood: Final Fantasy XV,Soichi Masui,2016-03-30,"March 30, 2016 – September 17, 2016",NA,NA,NA,NA,NA,NA,NA,Square Enix,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Final Fantasy XV: Episode Ardyn – Prologue,Shinichi Kurita,2019-02-16,"February 16, 2019",NA,NA,NA,NA,NA,NA,NA,Square Enix,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mortal Kombat Legends: Scorpion's Revenge,Ethan Spaulding,2020-04-14,"April 14, 2020",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mortal Kombat Legends: Battle of the Realms,Ethan Spaulding,2021-08-31,"August 31, 2021",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Injustice,Matt Peters,2021-10-19,"October 19, 2021",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mortal Kombat Legends: Snow Blind,Rick Morales,2022-10-11,"October 11, 2022",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mortal Kombat Legends: Cage Match,Ethan Spaulding,2023-10-17,"October 17, 2023",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Undated,Undated,NA,Undated,NA,NA,NA,NA,NA,NA,NA,Undated,NA,NA,NA,NA,NA,NA
Direct-to-video,Animation,Mortal Kombat Legends: Fall of Edenia,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Warner Bros. Games,NA,NA,NA,NA,NA,NA
Short films,NA,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,Shigeyasu Yamauchi,1993-08-06,"August 6, 1993",NA,NA,NA,NA,NA,NA,NA,Bandai,NA,NA,NA,NA,NA,NA
Short films,NA,Front Mission,Yoshihiko Dai,1994-12-20,"December 20, 1994",NA,NA,NA,NA,NA,NA,NA,Squaresoft,NA,NA,NA,NA,NA,NA
Short films,NA,Front Mission Series: Gun Hazard,Yoshihiko Dai,1995-10-21,"October 21, 1995",NA,NA,NA,NA,NA,NA,NA,Squaresoft,NA,NA,NA,NA,NA,NA
Short films,NA,Abe's Exoddus: The Movie,Lorne Lanning,1998-11-27,"November 27, 1998",NA,NA,NA,NA,NA,NA,NA,Oddworld Inhabitants,NA,NA,NA,NA,NA,NA
Short films,NA,Grand Theft Auto 2: The Movie,Alex De Rakoff | Jamie King,1999-09-30,"September 30, 1999",NA,NA,NA,NA,NA,NA,NA,Rockstar Games,NA,NA,NA,NA,NA,NA
Short films,NA,Run the Gauntlet (Driv3r),Sean Mullens,2004-01-01,2004,NA,NA,NA,NA,NA,NA,NA,Atari,NA,NA,NA,NA,NA,NA
Short films,NA,Grand Theft Auto: San Andreas – The Introduction,Unknown,2004-01-01,2004,NA,NA,NA,NA,NA,NA,NA,Rockstar Games,NA,NA,NA,NA,NA,NA
Short films,NA,Crash Bandicoot: No Use Crying (Crash of the Titans),Jamie Dixon,2007-01-01,2007,NA,NA,NA,NA,NA,NA,NA,Vivendi Games,NA,NA,NA,NA,NA,NA
Short films,NA,Crash Bandicoot Monster Truck (Crash of the Titans),Jamie Dixon,2007-01-01,2007,NA,NA,NA,NA,NA,NA,NA,Vivendi Games,NA,NA,NA,NA,NA,NA
Short films,NA,Crash Bandicoot – Titan Idol (Crash of the Titans),Jamie Dixon,2007-01-01,2007,NA,NA,NA,NA,NA,NA,NA,Vivendi Games,NA,NA,NA,NA,NA,NA
Short films,NA,Crash Bandicoot – Have Another (Crash of the Titans),Jamie Dixon,2007-01-01,2007,NA,NA,NA,NA,NA,NA,NA,Vivendi Games,NA,NA,NA,NA,NA,NA
Short films,NA,Deep Dive (Kingdom Hearts),Tetsuya Nomura,2007-03-20,March 2007,NA,NA,NA,NA,NA,NA,NA,Square Enix,NA,NA,NA,NA,NA,NA
Short films,NA,Halo: Landfall,Neill Blomkamp,2007-10-30,"October 30, 2007",NA,NA,NA,NA,NA,NA,NA,Microsoft Game Studios,NA,NA,NA,NA,NA,NA
Short films,NA,Heavenly Sword,Ben Hibon,2007-11-29,"November 29, 2007",NA,NA,NA,NA,NA,NA,NA,Sony Computer Entertainment America,NA,NA,NA,NA,NA,NA
Short films,NA,Sonic: Night of the Werehog,Takashi Nakashima,2008-11-21,"November 21, 2008",NA,NA,NA,NA,NA,NA,NA,Sega,NA,NA,NA,NA,NA,NA
Short films,NA,Kijujud ayo (Resident Evil 5),Unknown,2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Short films,NA,Assassin's Creed: Lineage,Yves Simoneau,2009-10-26,"October 26, 2009",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Short films,NA,Bright Falls,Phillip Van,2010-04-26,"April 26, 2010 – May 13, 2010",NA,NA,NA,NA,NA,NA,NA,Microsoft Game Studios,NA,NA,NA,NA,NA,NA
Short films,NA,Street Fighter: Legacy,Joey Ansah,2010-05-06,"May 6, 2010",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Short films,NA,Red Dead Redemption: The Man from Black Water,John Hillcoat,2010-05-29,"May 29, 2010",NA,NA,NA,NA,NA,NA,NA,Rockstar Games,NA,NA,NA,NA,NA,NA
Short films,NA,Mortal Kombat: Rebirth,Kevin Tancharoen,2010-06-08,"June 8, 2010",NA,NA,NA,NA,NA,NA,NA,Warner Bros. Interactive Entertainment,NA,NA,NA,NA,NA,NA
Short films,NA,Zombrex Dead Rising Sun (Dead Rising 2),Keiji Inafune,2010-08-04,"August 4, 2010 – August 25, 2010",NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Short films,NA,Dragon Ball: Plan to Eradicate the Super Saiyans,Yoshihiro Ueda,2010-11-11,"November 11, 2010",NA,NA,NA,NA,NA,NA,NA,Bandai Namco Entertainment,NA,NA,NA,NA,NA,NA
Short films,NA,Find Makarov: Operation Kingfish (Call of Duty),Jeff Chan,2011-09-02,"September 2, 2011",NA,NA,NA,NA,NA,NA,NA,Activision,NA,NA,NA,NA,NA,NA
Short films,NA,Assassin's Creed: Embers,Laurent Bernier | Ghislain Ouellet,2011-11-15,"November 15, 2011",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Short films,NA,Dragon Age: Redemption,Felicia Day,2011-10-11,"October 11, 2011",NA,NA,NA,NA,NA,NA,NA,BioWare,NA,NA,NA,NA,NA,NA
Short films,NA,Ghost Recon: Alpha,François Alaux | Herve de Crecy,2012-01-01,2012,NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Short films,NA,Diablo III – Wrath,Peter Chug,2012-05-08,"May 8, 2012",NA,NA,NA,NA,NA,NA,NA,Blizzard Entertainment,NA,NA,NA,NA,NA,NA
Short films,NA,Tekken Tag Tournament 2,Vincent Gatinaud,2012-10-19,"October 19, 2012",NA,NA,NA,NA,NA,NA,NA,Bandai Namco Games,NA,NA,NA,NA,NA,NA
Short films,NA,Modern Warfare: Sunrise (Call of Duty),Guillermo de Oliveira | Javier Esteban Loring,2013-10-27,"October 27, 2013",NA,NA,NA,NA,NA,NA,NA,Activision,NA,NA,NA,NA,NA,NA
Short films,NA,Expiration Date (Team Fortress 2),John Cook | Robin Walker,2014-06-17,"June 17, 2014",NA,NA,NA,NA,NA,NA,NA,Valve,NA,NA,NA,NA,NA,NA
Short films,NA,Shadow of Mordor,Sam Gorski | Niko Pueringer,2014-09-15,"September 15, 2014",NA,NA,NA,NA,NA,NA,NA,Monolith Productions,NA,NA,NA,NA,NA,NA
Short films,NA,Payday 2: Hoxton Breakout (Payday 2),Unknown,2014-10-18,"October 18, 2014",NA,NA,NA,NA,NA,NA,NA,Overkill Software,NA,NA,NA,NA,NA,NA
Short films,NA,The Night Juicer (Pikmin),Matsaru Matsuse,2014-11-05,"November 5, 2014",NA,NA,NA,NA,NA,NA,NA,Nintendo,NA,NA,NA,NA,NA,NA
Short films,NA,Treasure in a Bottle (Pikmin),Matsaru Matsuse,2014-11-05,"November 5, 2014",NA,NA,NA,NA,NA,NA,NA,Nintendo,NA,NA,NA,NA,NA,NA
Short films,NA,Occupational Hazards (Pikmin),Matsaru Matsuse,2014-11-05,"November 5, 2014",NA,NA,NA,NA,NA,NA,NA,Nintendo,NA,NA,NA,NA,NA,NA
Short films,NA,Star Fox Zero: The Battle Begins,Kyoji Asano,2016-04-20,"April 20, 2016",NA,NA,NA,NA,NA,NA,NA,Nintendo,NA,NA,NA,NA,NA,NA
Short films,NA,Tom Clancy's Ghost Recon Wildlands: War Within the Cartel,Avi Youabian,2017-02-16,"February 16, 2017",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Short films,NA,The Light Candle,Unknown,2017-12-07,"December 7, 2017",NA,NA,NA,NA,NA,NA,NA,Blizzard Entertainment,NA,NA,NA,NA,NA,NA
Short films,NA,"Papers, Please – The Short Film",Nikita Ordynskiy,2018-01-27,"January 27, 2018",NA,NA,NA,NA,NA,NA,NA,Lucas Pope,NA,NA,NA,NA,NA,NA
Short films,NA,The Far Cry Experience,Antoine Blossier,2012-11-01,"November 1, 2012",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Short films,NA,Far Cry 5: Inside Eden's Gate (Far Cry 5),Barry Battles,2018-03-05,"March 5, 2018",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Short films,NA,Carmen Sandiego: To Steal or Not to Steal,Jos Humphrey,2018-03-10,"March 10, 2018",NA,NA,NA,NA,NA,NA,NA,Broderbund,NA,NA,NA,NA,NA,NA
Short films,NA,Conviction (Anthem),Neill Blomkamp | Sam McGlynn,2019-02-14,"February 14, 2019",NA,NA,NA,NA,NA,NA,NA,BioWare,NA,NA,NA,NA,NA,NA
Short films,NA,PUBG – The Worst Player in the World (PlayerUnknown's Battlegrounds),Ricky Mabe,2019-07-24,"July 24, 2019",NA,NA,NA,NA,NA,NA,NA,Bluehole,NA,NA,NA,NA,NA,NA
Short films,NA,The Division 2 – Warlords of New York,Olivier Lescot | Boddicker,2020-02-25,"February 25, 2020",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Documentaries on video games,Theatrical releases,8BIT,Marcin Ramocki | Justin Strawhand,2006-01-01,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The intersections of video games, art, and music",NA
Documentaries on video games,Theatrical releases,Chasing Ghosts: Beyond the Arcade,Lincoln Ruchti,2007-01-01,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The golden age of video arcade games,NA
Documentaries on video games,Theatrical releases,The King of Kong: A Fistful of Quarters,Seth Gordon,2007-08-17,"August 17, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The rivalry between Billy Mitchell and Steve Wiebe over the Donkey Kong record high score,NA
Documentaries on video games,Theatrical releases,Frag,Mike Pasley,2008-01-01,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional video gaming,NA
Documentaries on video games,Theatrical releases,Second Skin,Juan Carlos Pineiro Escoriaza,2008-03-07,"March 7, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Follows seven people through the world of MMORPGs,NA
Documentaries on video games,Theatrical releases,Ecstasy of Order: The Tetris Masters,Adam Cornelius,2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A documentary following world-record holding Tetris players as they prepare for the 2010 Championships,NA
Documentaries on video games,Theatrical releases,Indie Game: The Movie,James Swirsky | Lisanne Pajot,2012-01-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Documentary about the struggles of independent game developers Edmund McMillen and Tommy Refenes during the development of Super Meat Boy, Phil Fish during the development of Fez, and also Jonathan Blow, who reflects on the success of Braid.",NA
Documentaries on video games,Theatrical releases,Thank You for Playing,David Osit | Malika Zouhali-Worrall,2015-01-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Follows the creation of the arthouse video game That Dragon, Cancer",NA
Documentaries on video games,Theatrical releases,The Lost Arcade,Kurt Vincent,2015-01-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About the influence of the Chinatown Fair arcade on the fighting game community and New York City as a whole.,NA
Documentaries on video games,Theatrical releases,Moleman 4 – Longplay,Szilárd Matusik,2017-01-01,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A documentary which recounts the so far little-known story of the beginnings of video game development behind the Iron Curtain. Outfoxed Nintendo, surprised Commodore engineers, The Last Ninja story, a games software outfit that dodged the limelight and led the world.",NA
Documentaries on video games,Theatrical releases,Polybius: The Video Game That Doesn't Exist,Stuart Brown,2017-01-01,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About the urban legend of Polybius.,NA
Documentaries on video games,Theatrical releases,League of Legends Origins,Leslie Iwerks,2019-01-01,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fans, experts and creators of the League of Legends detail the game's rise from free demo to global esports titan.",NA
Documentaries on video games,Theatrical releases,Uncle Art,Lucy Lowe,2019-01-01,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The story of the man behind some of the most memorable gaming music of the '80s and '90s – Starglider, Carrier Command, Beneath a Steel Sky, After Burner and more:  Dave Lowe.",NA
Documentaries on video games,Theatrical releases,Cannon Arm and the Arcade Quest,Mads Hedegaard,2022-01-01,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Following the attempts of Kim ""Cannon Arm"" Kobke to break the world record of arcade game Gyruss.",NA
Documentaries on video games,Television,Thumb Candy,James Bobin,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of video games,Channel 4
Documentaries on video games,Television,Games Odyssey,Carsten Walter,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"German four-part documentary about the history of video games, simulations, digital adventures and video games as an art form",3sat
Documentaries on video games,Television,Game Makers,Various directors,NA,NA,2002–2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Series on video game industry figures,G4
Documentaries on video games,Television,Tetris: From Russia With Love,Magnus Temple,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of the 1980s Tetris game phenomenon,BBC Four
Documentaries on video games,Television,The Video Game Revolution,Greg Palmer,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PBS
Documentaries on video games,Television,History of Video Games,Unknown,NA,NA,No before than February 2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Discovery Asia
Documentaries on video games,Television,Game On!: The Unauthorized History of Videogames,Bob Waldman,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The story of the video games industry at the Wii and PlayStation 3 console launches,CNBC
Documentaries on video games,Television,"I, VIDEOGAME",Unknown,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Discovery
Documentaries on video games,Television,Rise of the Video Game,David Kempner,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Discovery
Documentaries on video games,Television,Charlie Brooker's Gameswipe,Al Campbell,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,BBC Four
Documentaries on video games,Television,Cyberdreams/Cyberdrømme,Unknown,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Danish documentary about the national eSports team competing in World Cyber Games,DK4 Denmark
Documentaries on video games,Television,How Videogames Changed the World,Graham Proud | Marcus Daborn,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlie Brooker explores the history of interactive entertainment and how it is changing how we work, communicate and play",Channel 4
Documentaries on video games,Television,The Gamechangers,Owen Harris,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The story of the controversy caused by Grand Theft Auto, a video game series by Rockstar Games, as various attempts were made to halt the production of the games.",BBC Two
Documentaries on video games,Other releases,"Game Over: Gender, Race & Violence in Video Games",Nina Huntemann,2000-01-01,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"An educational documentary that explores the messages video games send about sex, race, gender, and violence.",NA
Documentaries on video games,Other releases,Once Upon Atari,Howard Scott Warshaw,2003-01-01,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Documentary about the rise and fall of Atari, with behind the scenes input from video game designers and programmers who worked there.",NA
Documentaries on video games,Other releases,Video Game Invasion: The History of a Global Obsession,David Carr | David Comtois,2004-01-01,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Documentary about the history of video games.,NA
Documentaries on video games,Other releases,It's in the Game,Unknown,2007-01-01,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The game industry, technology, and the future of gaming.",NA
Documentaries on video games,Other releases,Beyond the Game,Jos de Putter,2008-01-01,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About the world of professional video gaming.,NA
Documentaries on video games,Other releases,Playing Columbine,Danny Ledonne,2008-01-01,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Following the video game Super Columbine Massacre RPG! in which players experience the Columbine High School massacre through the eyes of the murderers, Eric Harris and Dylan Klebold.",NA
