track,type,shortcut,player,system_played,date,time_period,time,record_duration
Toad's Turnpike,Three Lap,Yes,Booth,NTSC,2001-07-05,1M 50.69S,110.69,813
Toad's Turnpike,Three Lap,Yes,Penev,PAL,2003-09-26,1M 50.52S,110.52000000000001,60
Toad's Turnpike,Three Lap,Yes,Booth,NTSC,2003-11-25,1M 50.46S,110.46000000000001,99
Toad's Turnpike,Three Lap,Yes,MJ,PAL,2004-03-03,1M 50.14S,110.14,190
Toad's Turnpike,Three Lap,Yes,Steven G,NTSC,2004-09-09,1M 50.09S,110.09,231
Toad's Turnpike,Three Lap,Yes,Karlo,NTSC,2005-04-28,1M 50S,110,5
Toad's Turnpike,Three Lap,Yes,Steven G,NTSC,2005-05-03,1M 49.94S,109.94,190
Toad's Turnpike,Three Lap,Yes,Eddie T,NTSC,2005-11-09,1M 49.71S,109.71000000000001,128
Toad's Turnpike,Three Lap,Yes,Karlo,NTSC,2006-03-17,1M 49.68S,109.68,1309
Toad's Turnpike,Three Lap,Yes,MJ,PAL,2009-10-16,1M 49.37S,109.37,1307
Toad's Turnpike,Three Lap,Yes,VAJ,PAL,2013-05-15,1M 49.34S,109.34,76
Toad's Turnpike,Three Lap,Yes,Zoran,PAL,2013-07-30,1M 49.19S,109.19,411
Toad's Turnpike,Three Lap,Yes,MR,PAL,2014-09-14,1M 49.14S,109.14,542
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2016-03-09,1M 49.07S,109.07,1562
Toad's Turnpike,Three Lap,Yes,Dan,PAL,2020-06-18,1M 49.05S,109.05,48
Toad's Turnpike,Three Lap,Yes,Smurfy,NTSC,2020-08-05,1M 39.99S,99.99000000000001,0
Toad's Turnpike,Three Lap,Yes,abney317,NTSC,2020-08-05,1M 20.79S,80.78999999999999,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,59.4S,59.4,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,54.62S,54.62,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,51.71S,51.71,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,51.66S,51.66,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,51.29S,51.29,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,50.54S,50.54,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,49.79S,49.79,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,48.95S,48.95,0
Toad's Turnpike,Three Lap,Yes,Karlo,PAL,2020-08-05,48.59S,48.59,0
Toad's Turnpike,Three Lap,Yes,Zoran,PAL,2020-08-05,48.49S,48.49,0
Toad's Turnpike,Three Lap,Yes,Zoran,PAL,2020-08-05,48.31S,48.31,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-05,47.86S,47.86,0
Toad's Turnpike,Three Lap,Yes,MR,PAL,2020-08-05,47.59S,47.59,1
Toad's Turnpike,Three Lap,Yes,MR,PAL,2020-08-06,47.58S,47.58,1
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-07,46.51S,46.51,0
Toad's Turnpike,Three Lap,Yes,Karlo,PAL,2020-08-07,46.36S,46.36,0
Toad's Turnpike,Three Lap,Yes,abney317,PAL,2020-08-07,46.13S,46.13,0
Toad's Turnpike,Three Lap,Yes,Jayden,PAL,2020-08-07,45.96S,45.96,0
Toad's Turnpike,Three Lap,Yes,MR,PAL,2020-08-07,45.12S,45.12,0
Toad's Turnpike,Three Lap,Yes,MR,PAL,2020-08-07,45.06S,45.06,0
Toad's Turnpike,Three Lap,Yes,MR,PAL,2020-08-07,45.03S,45.03,1
Toad's Turnpike,Three Lap,Yes,Weatherton,NTSC,2020-08-08,41.13S,41.13,1
Toad's Turnpike,Three Lap,Yes,Weatherton,NTSC,2020-08-09,38.57S,38.57,0
Toad's Turnpike,Three Lap,Yes,Weatherton,NTSC,2020-08-09,36.61S,36.61,0
Toad's Turnpike,Three Lap,Yes,abney317,NTSC,2020-08-09,35.3S,35.3,0
Toad's Turnpike,Three Lap,Yes,VAJ,NTSC,2020-08-09,35.17S,35.17,0
Toad's Turnpike,Three Lap,Yes,Kyman,NTSC,2020-08-09,34.85S,34.85,0
Toad's Turnpike,Three Lap,Yes,VAJ,NTSC,2020-08-09,34.69S,34.69,0
Toad's Turnpike,Three Lap,Yes,VAJ,NTSC,2020-08-09,34.04S,34.04,0
Toad's Turnpike,Three Lap,Yes,VAJ,NTSC,2020-08-09,32.92S,32.92,2
Toad's Turnpike,Three Lap,Yes,Jonesy,NTSC,2020-08-11,32.2S,32.2,5
Toad's Turnpike,Three Lap,Yes,abney317,NTSC,2020-08-16,31.32S,31.32,4
Toad's Turnpike,Three Lap,Yes,VAJ,NTSC,2020-08-20,30.46S,30.46,178
Toad's Turnpike,Three Lap,Yes,iMathII,NTSC,2021-02-14,30.31S,30.31,12
Toad's Turnpike,Single Lap,Yes,Gregg G,NTSC,1997-03-10,1M 2.84S,62.84,31
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1997-04-10,1M 1.57S,61.57,47
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1997-05-27,1M 1.54S,61.54,95
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1997-08-30,1M 0.87S,60.87,7
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1997-09-06,1M 0.83S,60.83,188
Toad's Turnpike,Single Lap,Yes,Jonathan,NTSC,1998-03-13,1M 0.18S,60.18,118
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1998-07-09,1M 0.06S,60.06,64
Toad's Turnpike,Single Lap,Yes,Penev,PAL,1998-09-11,1M 0.03S,60.03,2
Toad's Turnpike,Single Lap,Yes,Penev,PAL,1998-09-13,1M 0S,60,9
Toad's Turnpike,Single Lap,Yes,Penev,PAL,1998-09-22,59.92S,59.92,119
Toad's Turnpike,Single Lap,Yes,Penev,PAL,1999-01-19,59.91S,59.91,10
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1999-02-03,59.84S,59.84,0
Toad's Turnpike,Single Lap,Yes,Penev,PAL,1999-01-29,59.83S,59.83,56
Toad's Turnpike,Single Lap,Yes,Peter E,NTSC,1999-03-26,59.75S,59.75,40
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1999-05-05,59.66S,59.66,34
Toad's Turnpike,Single Lap,Yes,Peter E,NTSC,1999-06-08,59.64S,59.64,148
Toad's Turnpike,Single Lap,Yes,Booth,NTSC,1999-06-22,59.64S,59.64,134
Toad's Turnpike,Single Lap,Yes,Zwartjes,PAL,1999-11-03,59.35S,59.35,118
Toad's Turnpike,Single Lap,Yes,Zwartjes,PAL,2000-02-29,59.32S,59.32,7
Toad's Turnpike,Single Lap,Yes,Zwartjes,PAL,2000-03-07,59.26S,59.26,1211
Toad's Turnpike,Single Lap,Yes,MJ,PAL,2003-05-04,59.26S,59.26,58
Toad's Turnpike,Single Lap,Yes,Sami,PAL,2003-07-01,59.19S,59.19,134
Toad's Turnpike,Single Lap,Yes,MJ,PAL,2003-11-12,59.14S,59.14,353
Toad's Turnpike,Single Lap,Yes,MJ,PAL,2004-10-30,59.04S,59.04,35
Toad's Turnpike,Single Lap,Yes,MJ,PAL,2004-12-04,59.03S,59.03,1862
Toad's Turnpike,Single Lap,Yes,MJ,PAL,2010-01-09,59S,59,925
Toad's Turnpike,Single Lap,Yes,MR,PAL,2012-07-22,58.97S,58.97,56
Toad's Turnpike,Single Lap,Yes,MJ,PAL,2012-09-16,58.85S,58.85,449
Toad's Turnpike,Single Lap,Yes,MR,PAL,2013-12-09,58.83S,58.83,1856
Toad's Turnpike,Single Lap,Yes,Dan,PAL,2018-12-30,58.83S,58.83,9
Toad's Turnpike,Single Lap,Yes,MR,PAL,2019-01-08,58.81S,58.81,194
Toad's Turnpike,Single Lap,Yes,Dan,PAL,2019-07-21,58.8S,58.8,17
Toad's Turnpike,Single Lap,Yes,MR,PAL,2019-08-07,58.76S,58.76,410
Toad's Turnpike,Single Lap,Yes,Dan,PAL,2019-11-17,58.76S,58.76,308
Toad's Turnpike,Single Lap,Yes,Dan,PAL,2020-09-20,58.75S,58.75,0
Toad's Turnpike,Single Lap,Yes,Dan,PAL,2020-09-20,58.69S,58.69,159
Frappe Snowland,Three Lap,No,Gregg G,NTSC,1997-03-10,2M 11.43S,131.43,78
Frappe Snowland,Three Lap,No,Jason E,NTSC,1997-05-27,2M 8.18S,128.18,95
Frappe Snowland,Three Lap,No,Booth,NTSC,1997-08-30,2M 6.56S,126.56,12
Frappe Snowland,Three Lap,No,David B,NTSC,1997-09-11,2M 6.53S,126.53,94
Frappe Snowland,Three Lap,No,Peter E,PAL,1997-12-14,2M 5.75S,125.75,85
Frappe Snowland,Three Lap,No,Peter E,PAL,1998-03-09,2M 4.82S,124.82,179
Frappe Snowland,Three Lap,No,Penev,PAL,1998-09-04,2M 4.52S,124.52,2
Frappe Snowland,Three Lap,No,Penev,PAL,1998-09-06,2M 4.47S,124.47,5
Frappe Snowland,Three Lap,No,Penev,PAL,1998-09-11,2M 3.89S,123.89,11
Frappe Snowland,Three Lap,No,Penev,PAL,1998-09-22,2M 3.76S,123.76,6
Frappe Snowland,Three Lap,No,Peter E,PAL,1998-10-02,2M 3.73S,123.73,0
Frappe Snowland,Three Lap,No,Penev,PAL,1998-09-28,2M 3.56S,123.56,113
Frappe Snowland,Three Lap,No,Penev,PAL,1999-01-19,2M 2.51S,122.51,15
Frappe Snowland,Three Lap,No,Peter E,NTSC,1999-02-03,2M 2.26S,122.26,11
Frappe Snowland,Three Lap,No,Penev,PAL,1999-02-14,2M 2.07S,122.07,64
Frappe Snowland,Three Lap,No,Peter E,PAL,1999-04-19,2M 2.05S,122.05,2
Frappe Snowland,Three Lap,No,Peter E,NTSC,1999-04-21,2M 2S,122,245
Frappe Snowland,Three Lap,No,Peter E,NTSC,1999-12-22,2M 1.8S,121.8,922
Frappe Snowland,Three Lap,No,Lacey,PAL,2002-07-01,2M 1.64S,121.64,291
Frappe Snowland,Three Lap,No,Lacey,PAL,2003-04-18,2M 1.42S,121.42,76
Frappe Snowland,Three Lap,No,MJ,PAL,2003-07-03,2M 1.4S,121.4,0
Frappe Snowland,Three Lap,No,Sami,PAL,2003-07-03,2M 1.31S,121.31,7
Frappe Snowland,Three Lap,No,MJ,PAL,2003-07-10,2M 1.23S,121.23,812
Frappe Snowland,Three Lap,No,Eddie T,NTSC,2005-09-29,2M 1.19S,121.19,108
Frappe Snowland,Three Lap,No,MJ,PAL,2006-01-15,2M 1.02S,121.02,789
Frappe Snowland,Three Lap,No,MJ,PAL,2008-03-14,2M 0.98S,120.98,1349
Frappe Snowland,Three Lap,No,MR,PAL,2011-11-23,2M 0.97S,120.97,4
Frappe Snowland,Three Lap,No,MR,PAL,2011-11-27,2M 0.82S,120.82,19
Frappe Snowland,Three Lap,No,MJ,PAL,2011-12-16,2M 0.78S,120.78,418
Frappe Snowland,Three Lap,No,MR,PAL,2013-02-06,2M 0.7S,120.7,474
Frappe Snowland,Three Lap,No,MR,NTSC,2014-05-26,2M 0.59S,120.59,165
Frappe Snowland,Three Lap,No,Dan,PAL,2014-11-07,2M 0.55S,120.55,0
Frappe Snowland,Three Lap,No,MR,PAL,2014-11-07,2M 0.49S,120.49,95
Frappe Snowland,Three Lap,No,Dan,PAL,2015-02-10,2M 0.46S,120.46,7
Frappe Snowland,Three Lap,No,MR,PAL,2015-02-17,2M 0.45S,120.45,88
Frappe Snowland,Three Lap,No,Dan,PAL,2015-05-16,2M 0.44S,120.44,12
Frappe Snowland,Three Lap,No,MR,PAL,2015-05-28,2M 0.39S,120.39,64
Frappe Snowland,Three Lap,No,MR,PAL,2015-07-31,2M 0.34S,120.34,118
Frappe Snowland,Three Lap,No,Dan,PAL,2015-11-26,2M 0.33S,120.33,4
Frappe Snowland,Three Lap,No,MR,PAL,2015-11-30,2M 0.28S,120.28,114
Frappe Snowland,Three Lap,No,MR,PAL,2016-03-23,2M 0.24S,120.24,13
Frappe Snowland,Three Lap,No,MR,PAL,2016-04-05,2M 0.21S,120.21,4
Frappe Snowland,Three Lap,No,MR,PAL,2016-04-09,2M 0.17S,120.17,11
Frappe Snowland,Three Lap,No,MR,PAL,2016-04-20,2M 0.16S,120.16,84
Frappe Snowland,Three Lap,No,MR,PAL,2016-07-13,2M 0.06S,120.06,523
Frappe Snowland,Three Lap,No,MR,PAL,2017-12-18,2M 0.04S,120.04,0
Frappe Snowland,Three Lap,No,MR,PAL,2017-12-18,2M 0.01S,120.01,3
Frappe Snowland,Three Lap,No,MR,PAL,2017-12-21,2M 0S,120,2
Frappe Snowland,Three Lap,No,MR,PAL,2017-12-23,1M 59.95S,119.95,1161
Frappe Snowland,Single Lap,No,Gregg G,NTSC,1997-03-10,44.1S,44.1,78
Frappe Snowland,Single Lap,No,Jason E,NTSC,1997-05-27,42S,42,95
Frappe Snowland,Single Lap,No,Booth,NTSC,1997-08-30,41.19S,41.19,195
Frappe Snowland,Single Lap,No,Jonathan,NTSC,1998-03-13,40.54S,40.54,118
Frappe Snowland,Single Lap,No,Booth,NTSC,1998-07-09,40.51S,40.51,55
Frappe Snowland,Single Lap,No,Penev,PAL,1998-09-02,40.34S,40.34,2
Frappe Snowland,Single Lap,No,Penev,PAL,1998-09-04,40.1S,40.1,7
Frappe Snowland,Single Lap,No,Penev,PAL,1998-09-11,39.95S,39.95,11
Frappe Snowland,Single Lap,No,Penev,PAL,1998-09-22,39.77S,39.77,65
Frappe Snowland,Single Lap,No,Penev,PAL,1998-11-26,39.66S,39.66,64
Frappe Snowland,Single Lap,No,Penev,PAL,1999-01-29,39.55S,39.55,5
Frappe Snowland,Single Lap,No,Peter E,NTSC,1999-02-03,39.47S,39.47,11
Frappe Snowland,Single Lap,No,Penev,PAL,1999-02-14,39.41S,39.41,40
Frappe Snowland,Single Lap,No,Peter E,NTSC,1999-03-26,39.31S,39.31,93
Frappe Snowland,Single Lap,No,Peter E,NTSC,1999-06-27,39.25S,39.25,239
Frappe Snowland,Single Lap,No,Mike S,NTSC,2000-02-21,39.15S,39.15,2
Frappe Snowland,Single Lap,No,Mike S,NTSC,2000-02-23,38.95S,38.95,964
Frappe Snowland,Single Lap,No,Booth,NTSC,2002-10-14,38.93S,38.93,255
Frappe Snowland,Single Lap,No,MJ,PAL,2003-06-02,38.93S,38.93,24
Frappe Snowland,Single Lap,No,Sami,PAL,2003-06-26,38.85S,38.85,505
Frappe Snowland,Single Lap,No,Lacey,PAL,2003-06-26,38.85S,38.85,505
Frappe Snowland,Single Lap,No,Luke B,NTSC,2004-11-12,38.78S,38.78,122
Frappe Snowland,Single Lap,No,MJ,PAL,2005-03-14,38.73S,38.73,323
Frappe Snowland,Single Lap,No,Karlo,NTSC,2006-01-31,38.71S,38.71,2
Frappe Snowland,Single Lap,No,MJ,PAL,2006-02-02,38.68S,38.68,2353
Frappe Snowland,Single Lap,No,Zoran,PAL,2012-07-12,38.68S,38.68,1
Frappe Snowland,Single Lap,No,Zoran,PAL,2012-07-13,38.66S,38.66,10
Frappe Snowland,Single Lap,No,VAJ,PAL,2012-07-23,38.61S,38.61,644
Frappe Snowland,Single Lap,No,MR,PAL,2013-10-08,38.61S,38.61,202
Frappe Snowland,Single Lap,No,MR,NTSC,2014-04-28,38.6S,38.6,33
Frappe Snowland,Single Lap,No,Dan,NTSC,2014-05-31,38.59S,38.59,7
Frappe Snowland,Single Lap,No,MR,NTSC,2014-06-07,38.56S,38.56,30
Frappe Snowland,Single Lap,No,Dan,NTSC,2014-07-07,38.55S,38.55,1
Frappe Snowland,Single Lap,No,MR,PAL,2014-07-08,38.53S,38.53,4
Frappe Snowland,Single Lap,No,Dan,NTSC,2014-07-12,38.51S,38.51,42
Frappe Snowland,Single Lap,No,Dan,NTSC,2014-08-23,38.49S,38.49,6
Frappe Snowland,Single Lap,No,MR,PAL,2014-08-29,38.48S,38.48,3
Frappe Snowland,Single Lap,No,Dan,NTSC,2014-09-01,38.45S,38.45,172
Frappe Snowland,Single Lap,No,Dan,PAL,2015-02-20,38.44S,38.44,1
Frappe Snowland,Single Lap,No,Dan,PAL,2015-02-21,38.4S,38.4,112
Frappe Snowland,Single Lap,No,Dan,PAL,2015-06-13,38.37S,38.37,48
Frappe Snowland,Single Lap,No,Dan,PAL,2015-07-31,38.34S,38.34,80
Frappe Snowland,Single Lap,No,MR,PAL,2015-10-19,38.29S,38.29,1528
Frappe Snowland,Single Lap,No,Dan,PAL,2019-12-25,38.27S,38.27,429
Frappe Snowland,Three Lap,Yes,Wonn,NTSC,1997-08-18,29.77S,29.77,67
Frappe Snowland,Three Lap,Yes,Booth,NTSC,1997-10-24,28.29S,28.29,7
Frappe Snowland,Three Lap,Yes,Allen C,NTSC,1997-10-31,28.22S,28.22,0
Frappe Snowland,Three Lap,Yes,Wonn,NTSC,1997-09-06,28.15S,28.15,206
Frappe Snowland,Three Lap,Yes,Wonn,NTSC,1998-03-31,27.67S,27.67,171
Frappe Snowland,Three Lap,Yes,Booth,NTSC,1998-09-18,27.11S,27.11,74
Frappe Snowland,Three Lap,Yes,Penev,PAL,1998-12-01,26.87S,26.87,3
Frappe Snowland,Three Lap,Yes,Penev,PAL,1998-12-04,26.84S,26.84,6
Frappe Snowland,Three Lap,Yes,Penev,PAL,1998-12-10,26.76S,26.76,2
Frappe Snowland,Three Lap,Yes,Penev,PAL,1998-12-12,26.6S,26.6,64
Frappe Snowland,Three Lap,Yes,Penev,PAL,1999-02-14,26.58S,26.58,66
Frappe Snowland,Three Lap,Yes,JWhalls,NTSC,1999-04-21,26.51S,26.51,4
Frappe Snowland,Three Lap,Yes,Penev,PAL,1999-04-25,26.36S,26.36,1192
Frappe Snowland,Three Lap,Yes,Ben M,PAL,2001-07-15,26.36S,26.36,380
Frappe Snowland,Three Lap,Yes,Ben M,PAL,2002-07-30,26.35S,26.35,0
Frappe Snowland,Three Lap,Yes,Ben M,PAL,2002-07-30,26.3S,26.3,0
Frappe Snowland,Three Lap,Yes,Ben M,PAL,2002-07-30,26.28S,26.28,0
Frappe Snowland,Three Lap,Yes,Ben M,PAL,2002-07-30,26.22S,26.22,199
Frappe Snowland,Three Lap,Yes,LPS,NTSC,2003-02-14,26.18S,26.18,8
Frappe Snowland,Three Lap,Yes,LPS,NTSC,2003-02-22,26.12S,26.12,1220
Frappe Snowland,Three Lap,Yes,Greg I,PAL,2005-03-27,26.12S,26.12,456
Frappe Snowland,Three Lap,Yes,Karlo,NTSC,2006-06-26,26.09S,26.09,422
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2007-08-22,26.08S,26.08,236
Frappe Snowland,Three Lap,Yes,Karlo,NTSC,2008-04-14,25.98S,25.98,1104
Frappe Snowland,Three Lap,Yes,Zoran,PAL,2010-12-19,25.98S,25.98,125
Frappe Snowland,Three Lap,Yes,Greg I,PAL,2011-02-16,25.98S,25.98,66
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2011-04-23,25.94S,25.94,2
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2011-04-25,25.91S,25.91,7
Frappe Snowland,Three Lap,Yes,Greg I,PAL,2011-05-02,25.9S,25.9,425
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2012-06-30,25.88S,25.88,19
Frappe Snowland,Three Lap,Yes,Greg I,PAL,2012-07-19,25.86S,25.86,2277
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2012-11-23,25.86S,25.86,2150
Frappe Snowland,Three Lap,Yes,abney317,PAL,2018-10-13,25.76S,25.76,791
Frappe Snowland,Three Lap,Yes,abney317,NTSC,2020-12-12,25.61S,25.61,0
Frappe Snowland,Three Lap,Yes,abney317,NTSC,2020-12-12,24.44S,24.44,2
Frappe Snowland,Three Lap,Yes,abney317,NTSC,2020-12-14,24.17S,24.17,1
Frappe Snowland,Three Lap,Yes,abney317,NTSC,2020-12-15,24S,24,0
Frappe Snowland,Three Lap,Yes,abney317,NTSC,2020-12-15,23.82S,23.82,6
Frappe Snowland,Three Lap,Yes,abney317,PAL,2020-12-21,23.79S,23.79,4
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2020-12-25,23.77S,23.77,3
Frappe Snowland,Three Lap,Yes,abney317,PAL,2020-12-28,23.71S,23.71,10
Frappe Snowland,Three Lap,Yes,VAJ,PAL,2021-01-07,23.65S,23.65,1
Frappe Snowland,Three Lap,Yes,abney317,PAL,2021-01-08,23.61S,23.61,49
Frappe Snowland,Single Lap,Yes,Gregg G,NTSC,1997-03-10,44.1S,44.1,78
Frappe Snowland,Single Lap,Yes,Jason E,NTSC,1997-05-27,42S,42,95
Frappe Snowland,Single Lap,Yes,Booth,NTSC,1997-08-30,41.19S,41.19,195
Frappe Snowland,Single Lap,Yes,Jonathan,NTSC,1998-03-13,40.54S,40.54,118
Frappe Snowland,Single Lap,Yes,Booth,NTSC,1998-07-09,40.51S,40.51,55
Frappe Snowland,Single Lap,Yes,Penev,PAL,1998-09-02,40.34S,40.34,2
Frappe Snowland,Single Lap,Yes,Penev,PAL,1998-09-04,40.1S,40.1,7
Frappe Snowland,Single Lap,Yes,Penev,PAL,1998-09-11,39.95S,39.95,11
Frappe Snowland,Single Lap,Yes,Penev,PAL,1998-09-22,39.77S,39.77,65
Frappe Snowland,Single Lap,Yes,Penev,PAL,1998-11-26,39.66S,39.66,64
Frappe Snowland,Single Lap,Yes,Penev,PAL,1999-01-29,39.55S,39.55,5
Frappe Snowland,Single Lap,Yes,Peter E,NTSC,1999-02-03,39.47S,39.47,11
Frappe Snowland,Single Lap,Yes,Penev,PAL,1999-02-14,39.41S,39.41,40
Frappe Snowland,Single Lap,Yes,Peter E,NTSC,1999-03-26,39.31S,39.31,93
Frappe Snowland,Single Lap,Yes,Peter E,NTSC,1999-06-27,39.25S,39.25,239
Frappe Snowland,Single Lap,Yes,Mike S,NTSC,2000-02-21,39.15S,39.15,2
Frappe Snowland,Single Lap,Yes,Mike S,NTSC,2000-02-23,38.95S,38.95,964
Frappe Snowland,Single Lap,Yes,Booth,NTSC,2002-10-14,38.93S,38.93,255
Frappe Snowland,Single Lap,Yes,MJ,PAL,2003-06-02,38.93S,38.93,24
Frappe Snowland,Single Lap,Yes,Sami,PAL,2003-06-26,38.85S,38.85,505
Frappe Snowland,Single Lap,Yes,Lacey,PAL,2003-06-26,38.85S,38.85,505
Frappe Snowland,Single Lap,Yes,Luke B,NTSC,2004-11-12,38.78S,38.78,122
Frappe Snowland,Single Lap,Yes,MJ,PAL,2005-03-14,38.73S,38.73,323
Frappe Snowland,Single Lap,Yes,Karlo,NTSC,2006-01-31,38.71S,38.71,2
Frappe Snowland,Single Lap,Yes,MJ,PAL,2006-02-02,38.68S,38.68,2353
Frappe Snowland,Single Lap,Yes,Zoran,PAL,2012-07-12,38.68S,38.68,1
Frappe Snowland,Single Lap,Yes,Zoran,PAL,2012-07-13,38.66S,38.66,10
Frappe Snowland,Single Lap,Yes,VAJ,PAL,2012-07-23,38.61S,38.61,644
Frappe Snowland,Single Lap,Yes,MR,PAL,2013-10-08,38.61S,38.61,202
Frappe Snowland,Single Lap,Yes,MR,NTSC,2014-04-28,38.6S,38.6,33
Frappe Snowland,Single Lap,Yes,Dan,NTSC,2014-05-31,38.59S,38.59,7
Frappe Snowland,Single Lap,Yes,MR,NTSC,2014-06-07,38.56S,38.56,30
Frappe Snowland,Single Lap,Yes,Dan,NTSC,2014-07-07,38.55S,38.55,1
Frappe Snowland,Single Lap,Yes,MR,PAL,2014-07-08,38.53S,38.53,4
Frappe Snowland,Single Lap,Yes,Dan,NTSC,2014-07-12,38.51S,38.51,42
Frappe Snowland,Single Lap,Yes,Dan,NTSC,2014-08-23,38.49S,38.49,6
Frappe Snowland,Single Lap,Yes,MR,PAL,2014-08-29,38.48S,38.48,3
Frappe Snowland,Single Lap,Yes,Dan,NTSC,2014-09-01,38.45S,38.45,172
Frappe Snowland,Single Lap,Yes,Dan,PAL,2015-02-20,38.44S,38.44,1
Frappe Snowland,Single Lap,Yes,Dan,PAL,2015-02-21,38.4S,38.4,112
Frappe Snowland,Single Lap,Yes,Dan,PAL,2015-06-13,38.37S,38.37,48
Frappe Snowland,Single Lap,Yes,Dan,PAL,2015-07-31,38.34S,38.34,80
Frappe Snowland,Single Lap,Yes,MR,PAL,2015-10-19,38.29S,38.29,1528
Frappe Snowland,Single Lap,Yes,Dan,PAL,2019-12-25,38.27S,38.27,429
Choco Mountain,Three Lap,No,Gregg G,NTSC,1997-03-10,2M 7.96S,127.96,78
Choco Mountain,Three Lap,No,Launspach,NTSC,1997-05-27,2M 3.65S,123.65,95
Choco Mountain,Three Lap,No,Booth,NTSC,1997-08-30,2M 1.42S,121.42,7
Choco Mountain,Three Lap,No,Booth,NTSC,1997-09-06,2M 0.91S,120.91,188
Choco Mountain,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.23S,120.23,130
Choco Mountain,Three Lap,No,Penev,PAL,1998-07-21,2M 0.15S,120.15,30
Choco Mountain,Three Lap,No,Peter E,PAL,1998-08-20,1M 59.97S,119.97,6
Choco Mountain,Three Lap,No,Penev,PAL,1998-08-26,1M 59.91S,119.91,6
Choco Mountain,Three Lap,No,Peter E,PAL,1998-09-01,1M 59.82S,119.82,1
Choco Mountain,Three Lap,No,Penev,PAL,1998-09-02,1M 59.75S,119.75,9
Choco Mountain,Three Lap,No,Penev,PAL,1998-09-11,1M 59.69S,119.69,2
Choco Mountain,Three Lap,No,Penev,PAL,1998-09-13,1M 59.52S,119.52000000000001,9
Choco Mountain,Three Lap,No,Penev,PAL,1998-09-22,1M 59.33S,119.33,6
Choco Mountain,Three Lap,No,Penev,PAL,1998-09-28,1M 59.21S,119.21000000000001,13
Choco Mountain,Three Lap,No,Penev,PAL,1998-10-11,1M 59.05S,119.05,62
Choco Mountain,Three Lap,No,Penev,PAL,1998-12-12,1M 58.98S,118.97999999999999,3
Choco Mountain,Three Lap,No,Penev,PAL,1998-12-15,1M 58.86S,118.86,8
Choco Mountain,Three Lap,No,Penev,PAL,1998-12-23,1M 58.68S,118.68,1
Choco Mountain,Three Lap,No,Penev,PAL,1998-12-24,1M 58.49S,118.49000000000001,8
Choco Mountain,Three Lap,No,Penev,PAL,1999-01-01,1M 58S,118,124
Choco Mountain,Three Lap,No,Penev,PAL,1999-05-05,1M 57.93S,117.93,13
Choco Mountain,Three Lap,No,Penev,PAL,1999-05-18,1M 57.83S,117.83,0
Choco Mountain,Three Lap,No,Penev,PAL,1999-05-18,1M 57.67S,117.67,2
Choco Mountain,Three Lap,No,Penev,PAL,1999-05-20,1M 57.56S,117.56,25
Choco Mountain,Three Lap,No,Penev,PAL,1999-06-14,1M 57.36S,117.36,531
Choco Mountain,Three Lap,No,Mike S,NTSC,2000-11-26,1M 57.28S,117.28,962
Choco Mountain,Three Lap,No,MJ,PAL,2003-07-16,1M 57.21S,117.21000000000001,340
Choco Mountain,Three Lap,No,Troy,NTSC,2004-06-16,1M 57.21S,117.21000000000001,4
Choco Mountain,Three Lap,No,Troy,NTSC,2004-06-20,1M 57.04S,117.03999999999999,13
Choco Mountain,Three Lap,No,Troy,NTSC,2004-07-03,1M 57.01S,117.00999999999999,3
Choco Mountain,Three Lap,No,MJ,PAL,2004-07-06,1M 56.99S,116.99000000000001,9
Choco Mountain,Three Lap,No,Troy,NTSC,2004-07-15,1M 56.72S,116.72,209
Choco Mountain,Three Lap,No,Troy,NTSC,2005-02-09,1M 56.52S,116.52000000000001,23
Choco Mountain,Three Lap,No,Troy,NTSC,2005-03-04,1M 56.51S,116.50999999999999,0
Choco Mountain,Three Lap,No,Troy,NTSC,2005-03-04,1M 56.45S,116.45,15
