category,medicine_name,therapeutic_area,common_name,active_substance,product_number,patient_safety,authorisation_status,atc_code,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_date,date_of_refusal_of_marketing_authorisation,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,date_of_opinion,decision_date,revision_number,condition_indication,species,first_published,revision_date,url
human,Ozawade,"Sleep Apnea, Obstructive",pitolisant,pitolisant,005117,FALSE,authorised,N07XX11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-09-01,NA,Bioprojet Pharma,Other nervous system drugs,2021-05-20,2022-05-04,2,Ozawade is indicated to improve wakefulness and reduce excessive daytime sleepiness (EDS) in adult patients with obstructive sleep apnoea (OSA),NA,2021-05-20T09:33:00Z,2022-05-12T10:11:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ozawade
human,Arsenic trioxide Accord,"Leukemia, Promyelocytic, Acute",arsenic trioxide,arsenic trioxide,005175,FALSE,authorised,L01XX27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-11-14,NA,Accord Healthcare S.L.U.,Antineoplastic agents,2019-09-19,2022-05-10,5,"Arsenic trioxide is indicated for induction of remission, and consolidation in adult patients with:Newly diagnosed low-to-intermediate risk acute promyelocytic leukaemia (APL) (white blood cell count, ≤ 10 x 103/μl) in combination with all-trans-retinoic acid (ATRA)Relapsed/refractory acute promyelocytic leukaemia (APL)(Previous treatment should have included a retinoid and chemotherapy) characterised by the presence of the t(15;17) translocation and/or the presence of the promyelocytic leukaemia/retinoic-acid-receptor-alpha (PML/RAR-alpha) gene.The response rate of other acute myelogenous leukaemia subtypes to arsenic trioxide has not been examined.",NA,2019-11-26T16:36:00Z,2022-05-12T10:08:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/arsenic-trioxide-accord
human,Inflectra,"Arthritis, Psoriatic;  Spondylitis, Ankylosing;  Colitis, Ulcerative;  Psoriasis;  Crohn Disease;  Arthritis, Rheumatoid",infliximab,infliximab,002778,FALSE,authorised,L04AB02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2013-09-10,NA,Pfizer Europe MA EEIG,Immunosuppressants,2013-06-27,2022-04-29,29,"Rheumatoid arthritisInflectra, in combination with methotrexate, is indicated for the reduction of signs and symptoms as well as the improvement in physical function in:adult patients with active disease when the response to disease‑modifying antirheumatic drugs (DMARDs), including methotrexate, has been inadequate;adult patients with severe, active and progressive disease not previously treated with methotrexate or other DMARDs.In these patient populations, a reduction in the rate of the progression of joint damage, as measured by X‑ray, has been demonstrated.Adult Crohn’s diseaseInflectra is indicated for:treatment of moderately to severely active Crohn’s disease, in adult patients who have not responded despite a full and adequate course of therapy with a corticosteroid and / or an immunosuppressant; or who are intolerant to or have medical contraindications for such therapies;treatment of fistulising, active Crohn’s disease, in adult patients who have not responded despite a full and adequate course of therapy with conventional treatment (including antibiotics, drainage and immunosuppressive therapy).Paediatric Crohn’s diseaseInflectra is indicated for treatment of severe, active Crohn’s disease in children and adolescents aged six to 17 years, who have not responded to conventional therapy including a corticosteroid, an immunomodulator and primary nutrition therapy; or who are intolerant to or have contraindications for such therapies. Infliximab has been studied only in combination with conventional immunosuppressive therapy.Ulcerative colitisInflectra is indicated for treatment of moderately to severely active ulcerative colitis in adult patients who have had an inadequate response to conventional therapy including corticosteroids and 6‑mercaptopurine (6‑MP) or azathioprine (AZA), or who are intolerant to or have medical contraindications for such therapies.Paediatric ulcerative colitisInflectra is indicated for treatment of severely active ulcerative colitis in children and adolescents aged six to 17 years, who have had an inadequate response to conventional therapy including corticosteroids and 6‑MP or AZA, or who are intolerant to or have medical contraindications for such therapies.Ankylosing spondylitisInflectra is indicated for treatment of severe, active ankylosing spondylitis in adult patients who have responded inadequately to conventional therapy.Psoriatic arthritisInflectra is indicated for treatment of active and progressive psoriatic arthritis in adult patients when the response to previous DMARD therapy has been inadequate.Inflectra should be administered:in combination with methotrexate;or alone in patients who show intolerance to methotrexate or for whom methotrexate is contraindicated.Infliximab has been shown to improve physical function in patients with psoriatic arthritis, and to reduce the rate of progression of peripheral joint damage as measured by X‑ray in patients with polyarticular symmetrical subtypes of the disease.PsoriasisInflectra is indicated for treatment of moderate to severe plaque psoriasis in adult patients who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapy including cyclosporine, methotrexate or psoralen ultra-violet A (PUVA).",NA,2018-07-30T12:23:00Z,2022-05-12T10:02:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/inflectra
human,Galafold,Fabry Disease,migalastat,migalastat hydrochloride,004059,FALSE,authorised,A16AX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2016-05-25,NA,Amicus Therapeutics Europe Limited,migalastat,2016-03-30,2022-05-02,15,Galafold is indicated for long-term treatment of adults and adolescents aged 16 years and older with a confirmed diagnosis of Fabry disease (α-galactosidase A deficiency) and who have an amenable mutation.,NA,2018-04-30T16:16:00Z,2022-05-12T08:42:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/galafold
human,Infanrix Hexa,"Hepatitis B;  Tetanus;  Immunization;  Meningitis, Haemophilus;  Whooping Cough;  Poliomyelitis;  Diphtheria","diphtheria (d), tetanus (t), pertussis (acellular, component) (pa), hepatitis b (rdna) (hbv), poliomyelitis (inactivated) (ipv) and haemophilus influenzae type-b (hib) conjugate vaccine (adsorbed)","diphtheria toxoid, tetanus toxoid, bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin), hepatitis b surface antigen, poliovirus (inactivated) (type-1 (mahoney strain), type-2 (mef-1 strain), type-3 (saukett strain)), haemophilus influenzae type b polysaccharide",000296,FALSE,authorised,J07CA09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000-10-23,NA,GlaxoSmithKline Biologicals S.A.,"Vaccines,",2000-06-29,2022-03-24,44,"Infanrix Hexa is indicated for primary and booster vaccination of infants against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and disease caused by Haemophilus influenzae type-b.",NA,2018-04-12T00:00:00Z,2022-05-11T11:58:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/infanrix-hexa
human,Fampridine Accord,Multiple Sclerosis,fampridine,fampridine,005359,FALSE,authorised,N07XX07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-09-24,NA,Accord Healthcare S.L.U.,Other nervous system drugs,2020-07-23,2022-05-06,1,Fampridine Accord is indicated for the improvement of walking in adult patients with multiple sclerosis with walking disability (EDSS 4-7). ,NA,2020-10-02T14:13:00Z,2022-05-10T14:13:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/fampridine-accord
human,Rivastigmine Actavis,Dementia;  Alzheimer Disease;  Parkinson Disease,rivastigmine,rivastigmine hydrogen tartrate,002036,FALSE,authorised,N06DA03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-06-16,NA,Actavis Group PTC ehf,"Psychoanaleptics,",NA,2022-05-09,16,Symptomatic treatment of mild to moderately severe Alzheimer's dementia.Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease.,NA,2018-04-04T11:39:00Z,2022-05-10T14:04:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-actavis
human,Mavenclad,Multiple Sclerosis,cladribine,cladribine,004230,FALSE,authorised,L04AA40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-08-22,NA,Merck Europe B.V.,Immunosuppressants,2017-06-22,2022-04-25,8,"Treatment of adult patients with highly active relapsing multiple sclerosis (MS) as defined by clinical or imaging features.,",NA,2018-07-09T12:11:00Z,2022-05-10T13:49:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/mavenclad
human,Tepmetko,"Carcinoma, Non-Small-Cell Lung",tepotinib,tepotinib hydrochloride monohydrate,005524,FALSE,authorised,L01EX21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-02-16,NA,Merck Europe B.V.,Antineoplastic agents,2021-12-16,2022-02-16,NA,"Tepmetko as monotherapy is indicated for the treatment of adult patients with advanced non-small cell lung cancer (NSCLC) harbouring alterations leading to mesenchymal-epithelial transition factor gene exon 14 (METex14) skipping, who require systemic therapy following prior treatment with immunotherapy and/or platinum-based chemotherapy.",NA,2022-05-05T10:13:00Z,NA,https://www.ema.europa.eu/en/medicines/human/EPAR/tepmetko
human,Fampyra,Multiple Sclerosis,fampridine,fampridine,002097,FALSE,authorised,N07XX07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-07-20,NA,Biogen Netherlands B.V. ,Other nervous system drugs,NA,2022-04-25,16,Fampyra is indicated for the improvement of walking in adult patients with multiple sclerosis with walking disability (Expanded Disability Status Scale 4-7).,NA,2018-08-02T11:21:00Z,2022-05-05T09:23:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/fampyra
human,Cervarix,Papillomavirus Infections;  Uterine Cervical Dysplasia;  Immunization,"human papillomavirus vaccine [types 16, 18] (recombinant, adjuvanted, adsorbed)","human papillomavirus1 type 16 l1 protein, human papillomavirus type 18 l1 protein",000721,FALSE,authorised,J07BM02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2007-09-20,NA,GlaxoSmithKline Biologicals S.A.,"Vaccines,",NA,2022-04-07,38,"Cervarix is a vaccine for use from the age of 9 years for the prevention of premalignant ano-genital lesions (cervical, vulvar, vaginal and anal) and cervical and anal cancers causally related to certain oncogenic Human Papillomavirus (HPV) types. See sections 4.4 and 5.1 for important information on the data that support this indication.The use of Cervarix should be in accordance with official recommendations.",NA,2018-05-17T00:00:00Z,2022-05-05T08:59:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/cervarix
human,Alimta,"Mesothelioma;  Carcinoma, Non-Small-Cell Lung",pemetrexed,pemetrexed,000564,FALSE,authorised,L01BA04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004-09-20,NA,Eli Lilly Nederland B.V.,Antineoplastic agents,NA,2022-04-22,27,Malignant pleural mesotheliomaAlimta in combination with cisplatin is indicated for the treatment of chemotherapy-naïve patients with unresectable malignant pleural mesothelioma.Non-small-cell lung cancerAlimta in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small-cell lung cancer other than predominantly squamous cell histology.Alimta is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small-cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy.Alimta is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small-cell lung cancer other than predominantly squamous cell histology.,NA,2018-03-23T19:24:00Z,2022-05-03T09:16:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/alimta
human,Lydisilka,"Contraceptives, Oral","estetrol, drospirenone","estetrol monohydrate, drospirenone",005382,FALSE,authorised,G03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-05-19,NA,Estetra SPRL,"Sex hormones and modulators of the genital system,",2021-03-25,2022-04-22,2,"Oral contraception.The decision to prescribe Lydisilka should take into consideration the individual woman’s current risk factors, particularly those for venous thromboembolism (VTE), and how the risk of VTE with Lydisilka compares with other combined hormonal contraceptives (CHCs) (see sections 4.3 and 4.4).",NA,2021-03-24T12:15:00Z,2022-04-29T15:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/lydisilka
human,Drovelis,"Contraceptives, Oral","estetrol, drospirenone","drospirenone, estetrol monohydrate",005336,FALSE,authorised,G03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-05-19,NA,Gedeon Richter Plc.,"Sex hormones and modulators of the genital system,",2021-03-25,2022-04-22,2,oral contraceptive,NA,2021-03-24T12:01:00Z,2022-04-29T09:13:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/drovelis
human,Poteligeo,Sezary Syndrome;  Mycosis Fungoides,mogamulizumab,mogamulizumab,004232,FALSE,authorised,L01XC25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2018-11-22,NA,Kyowa Kirin Holdings B.V.,Antineoplastic agents,2018-09-20,2022-04-25,5,Poteligeo is indicated for the treatment of adult patients with mycosis fungoides (MF) or Sézary syndrome (SS) who have received at least one prior systemic therapy.,NA,2018-09-21T12:01:00Z,2022-04-28T14:30:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/poteligeo
human,Pregabalin Mylan Pharma,Anxiety Disorders;  Neuralgia;  Epilepsy,pregabalin,pregabalin,003962,FALSE,withdrawn,N03AX16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-06-25,NA,Mylan S.A.S.,"Antiepileptics,",2015-04-23,2021-01-14,7,EpilepsyPregabalin Mylan Pharma is indicated as adjunctive therapy in adults with partial seizures with or without secondary generalisation.Generalised Anxiety DisorderPregabalin Mylan Pharma is indicated for the treatment of Generalised Anxiety Disorder (GAD) in adults.,NA,2018-03-09T13:03:00Z,2022-04-26T17:32:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/pregabalin-mylan-pharma
human,Brilique,Peripheral Vascular Diseases;  Acute Coronary Syndrome,ticagrelor,ticagrelor,001241,FALSE,authorised,B01AC24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2010-12-03,NA,AstraZeneca AB,Antithrombotic agents,NA,2022-03-03,20,"Brilique, co administered with acetylsalicylic acid (ASA), is indicated for the prevention of atherothrombotic events in adult patients withacute coronary syndromes (ACS) ora history of myocardial infarction (MI) and a high risk of developing an atherothrombotic eventBrilique, co-administered with acetyl salicylic acid (ASA), is indicated for the prevention of atherothrombotic events in adult patients with a history of myocardial infarction (MI occurred at least one year ago) and a high risk of developing an atherothrombotic event.",NA,2017-05-18T15:48:00Z,2022-04-26T17:01:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/brilique
human,Sibnayal,"Acidosis, Renal Tubular","potassium citrate, potassium hydrogen carbonate","potassium citrate monohydrated, potassium hydrogen carbonate",005407,FALSE,authorised,A12BA30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-04-30,NA,Advicenne S.A.,Mineral supplements,2020-12-10,2022-04-25,1,"Sibnayal is indicated for the treatment of distal renal tubular acidosis (dRTA) in adults, adolescents and children aged one year and older.",NA,2021-05-03T09:57:00Z,2022-04-26T16:46:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/sibnayal
human,Arsenic trioxide medac,"Leukemia, Promyelocytic, Acute",arsenic trioxide,arsenic trioxide,005218,FALSE,authorised,L01XX27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-09-17,NA,medac Gesellschaft für klinische Spezialpräparate mbH,Antineoplastic agents,2020-07-23,2022-04-22,2,"Arsenic trioxide medac is indicated for induction of remission, and consolidation in adult patients with:Newly diagnosed low-to-intermediate risk acute promyelocytic leukaemia (APL) (white blood cell count, ≤ 10 x 10³/μl) in combination with all-trans-retinoic acid (ATRA)Relapsed/refractory APL (previous treatment should have included a retinoid and chemotherapy) characterised by the presence of the t(15;17) translocation and/or the presence of the pro-myelocytic leukaemia/retinoic-acid-receptor-alpha (PML/RARα) gene.The response rate of other acute myelogenous leukaemia subtypes to arsenic trioxide has not been examined.",NA,2020-10-01T14:52:00Z,2022-04-26T14:18:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/arsenic-trioxide-medac
human,Ofev,Idiopathic Pulmonary Fibrosis,nintedanib,nintedanib,003821,FALSE,authorised,L01XE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2015-01-14,NA,Boehringer Ingelheim International GmbH,Antineoplastic agents,2014-11-20,2022-04-07,22,Ofev is indicated in adults for the treatment of Idiopathic Pulmonary Fibrosis (IPF).,NA,2018-07-26T11:59:00Z,2022-04-26T13:29:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ofev
human,Voriconazole Accord,Aspergillosis;  Candidiasis;  Mycoses,voriconazole,voriconazole,002669,FALSE,authorised,J02AC03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2013-05-16,NA,Accord Healthcare S.L.U.,"Antimycotics for systemic use, Triazole derivatives",NA,2022-04-22,16,"Voriconazole is a broad-spectrum, triazole antifungal agent and is indicated in adults and children aged two years and above as follows:treatment of invasive aspergillosis;treatment of candidaemia in non-neutropenic patients;treatment of fluconazole-resistant serious invasive Candida infections (including C. krusei);Treatment of serious fungal infections caused by Scedosporium spp. and Fusarium spp.Voriconazole Accord should be administered primarily to patients with progressive, possibly life-threatening infections.",NA,2018-02-08T14:00:00Z,2022-04-25T15:49:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/voriconazole-accord
human,Voriconazole Hikma (previously Voriconazole Hospira),Bacterial Infections and Mycoses;  Aspergillosis;  Candidiasis,voriconazole,voriconazole,003737,FALSE,authorised,J02AC03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-05-27,NA,Hikma Farmaceutica (Portugal) S.A.,Antimycotics for systemic use,2015-03-26,2022-04-22,11,"Voriconazole is a broad spectrum, triazole antifungal agent and is indicated in adults and children aged 2 years and above as follows:treatment of invasive aspergillosis;treatment of candidaemia in non-neutropenic patients;treatment of fluconazole-resistant serious invasive Candida infections (including C. krusei);treatment of serious fungal infections caused by Scedosporium spp. and Fusarium spp.Voriconazole should be administered primarily to patients with progressive, possibly life-threatening infections.Prophylaxis of invasive fungal infections in high risk allogeneic hematopoietic stem cell transplant (HSCT)recipients.",NA,2017-09-20T13:39:00Z,2022-04-25T15:42:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/voriconazole-hikma-previously-voriconazole-hospira
human,Capecitabine Medac,Colorectal Neoplasms,capecitabine,capecitabine,002568,FALSE,authorised,L01BC06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-19,NA,medac Gesellschaft für klinische Spezialpräparate mbH,Antineoplastic agents,NA,2022-04-25,12,Capecitabine Medac is indicated for the adjuvant treatment of patients following surgery of stage-III (Dukes’ stage-C) colon cancer.Capecitabine Medac is indicated for the treatment of metastatic colorectal cancer.Capecitabine Medac is indicated for first-line treatment of advanced gastric cancer in combination with a platinum-based regimen.Capecitabine Medac in combination with docetaxel is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline.Capecitabine Medac is also indicated as monotherapy for the treatment of patients with locally advanced or metastatic breast cancer after failure of taxanes and an anthracycline-containing chemotherapy regimen or for whom further anthracycline therapy is not indicated.,NA,2017-06-16T10:24:00Z,2022-04-25T13:55:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/capecitabine-medac
human,Duloxetine Mylan,"Neuralgia;  Diabetic Neuropathies;  Depressive Disorder, Major;  Anxiety Disorders",duloxetine,duloxetine,003981,FALSE,authorised,N06AX21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-06-19,NA,Mylan Pharmaceuticals Limited,"Psychoanaleptics,",2015-04-23,2022-04-22,17,Treatment of major depressive disorder;Treatment of diabetic peripheral neuropathic pain;Treatment of generalised anxiety disorder;Duloxetine Mylan is indicated in adults.,NA,2018-08-03T12:03:00Z,2022-04-25T11:38:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/duloxetine-mylan
human,Kimmtrak,Uveal Neoplasms,tebentafusp,tebentafusp,004929,FALSE,authorised,L01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2022-04-01,NA,Immunocore Ireland Limited,Antineoplastic agents,2022-01-27,2022-04-01,NA,Kimmtrak is indicated as monotherapy for the treatment of human leukocyte antigen (HLA)-A*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,NA,2022-04-22T14:20:00Z,NA,https://www.ema.europa.eu/en/medicines/human/EPAR/kimmtrak
human,NutropinAq,"Turner Syndrome;  Dwarfism, Pituitary",somatropin,somatropin,000315,FALSE,authorised,H01AC01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-02-15,NA,Ipsen Pharma,Pituitary and hypothalamic hormones and analogues,NA,2022-03-02,19,Long-term treatment of children with growth failure due to inadequate endogenous growth hormone secretion.Long-term treatment of growth failure associated with Turner syndrome.Treatment of prepubertal children with growth failure associated with chronic renal insufficiency up to the time of renal transplantation.Replacement of endogenous growth hormone in adults with growth hormone deficiency of either childhood or adult-onset etiology. Growth hormone deficiency should be confirmed appropriately prior to treatment.,NA,2018-02-22T01:09:00Z,2022-04-21T14:31:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/nutropinaq
human,Nustendi,Hypercholesterolemia;  Dyslipidemias,"bempedoic acid, ezetimibe","bempedoic acid, ezetimibe",004959,FALSE,authorised,C10B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-03-27,NA,Daiichi Sankyo Europe GmbH,Lipid modifying agents,2020-01-30,2022-04-19,5,"Nustendi is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet:in combination with a statin in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin in addition to ezetimibealone in patients who are either statin-intolerant or for whom a statin is contraindicated, and are unable to reach LDL-C goals with ezetimibe alone,in patients already being treated with the combination of bempedoic acid and ezetimibe as separate tablets with or without statin",NA,2020-04-24T10:31:00Z,2022-04-21T14:25:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/nustendi
human,Nubeqa,"Prostatic Neoplasms, Castration-Resistant",darolutamide,darolutamide,004790,FALSE,authorised,L02BB,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-03-27,NA,Bayer AG,Endocrine therapy,2020-01-30,2021-12-09,3,Nubeqa is indicated for the treatment of adult men with non metastatic castration resistant prostate cancer (nmCRPC) who are at risk of developing metastatic disease.,NA,2020-04-01T12:00:00Z,2022-04-20T15:32:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/nubeqa
human,Memantine Merz,Alzheimer Disease,memantine hydrochloride,memantine hydrochloride,002711,FALSE,authorised,N06DX01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-22,NA,Merz Pharmaceuticals GmbH  ,Other anti-dementia drugs,2012-09-20,2021-03-18,7,Treatment of patients with moderate to severe Alzheimer’s disease.,NA,2017-07-13T10:14:00Z,2022-04-20T15:28:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/memantine-merz
human,Eptifibatide Accord,Myocardial Infarction,eptifibatide,eptifibatide,004104,FALSE,authorised,B01AC16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-01-11,NA,Accord Healthcare S.L.U.,Antithrombotic agents,2015-11-19,2022-04-12,5,"Eptifibatide Accord is intended for use with acetylsalicylic acid and unfractionated heparin.Eptifibatide Accord is indicated for the prevention of early myocardial infarction in adults presenting with unstable angina or non-Q-wave myocardial infarction, with the last episode of chest pain occurring within 24 hours and with electrocardiogram (ECG) changes and/or elevated cardiac enzymes.Patients most likely to benefit from Eptifibatide Accord treatment are those at high risk of developing myocardial infarction within the first 3-4 days after onset of acute angina symptoms including for instance those that are likely to undergo an early PTCA (Percutaneous Transluminal Coronary Angioplasty).",NA,2016-01-11T13:01:00Z,2022-04-13T09:08:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/eptifibatide-accord
veterinary,Purevax RCPCh FeLV,NA,"vaccine against feline viral rhinotracheitis, feline calicivirosis, feline panleucopenia, feline leukeamia and feline chlamydophila infections","attenuated feline rhinotracheitis herpesvirus (fhv f2 strain), inactivated feline calicivirosis antigens (fcv 431 and g1 strains), attenuated feline panleucopenia virus (pli iv), felv recombinant canarypox virus (vcp97), attenuated chlamydophila felis (905 strain)",000085,FALSE,authorised,QI06AJ05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005-02-23,NA,Boehringer Ingelheim Vetmedica GmbH,"Immunologicals for felidae,",NA,2022-02-17,15,"Active immunisation of cats aged 8 weeks and older:against feline viral rhinotracheitis to reduce clinical signs;against calicivirus infection to reduce clinical signs;against Chlamydophila felis infection to reduce clinical signs;against feline panleucopenia to prevent mortality and clinical signs;against leukaemia to prevent persistent viraemia and clinical signs of the related disease.Onsets of immunity are 1 week after primary vaccination course for rhinotracheitis, calicivirus, Chlamydophila felis and panleucopenia components, and 2 weeks after primary vaccination course for feline leukaemia component.The duration of immunity is one year after the last re-vaccination for the chlamydiosis and feline leukaemia components, and one year after primary vaccination course and three years after the last re-vaccination for the rhinotracheitis, calicivirosis and panleucopenia components.",Cats,2015-05-05T00:00:00Z,2022-04-11T17:27:00Z,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/purevax-rcpch-felv
human,Toujeo (previously Optisulin),Diabetes Mellitus,insulin glargine,insulin glargine,000309,FALSE,authorised,A10AE04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000-06-26,NA,Sanofi-aventis Deutschland GmbH,Drugs used in diabetes,2000-02-17,2021-11-26,32,"Treatment of diabetes mellitus in adults, adolescents and children from the age of 6 years.",NA,2017-10-26T23:09:00Z,2022-04-11T15:05:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/toujeo-previously-optisulin
human,Abilify,Schizophrenia;  Bipolar Disorder,aripiprazole,aripiprazole,000471,FALSE,authorised,N05AX12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004-06-04,NA,Otsuka Pharmaceutical Netherlands B.V.,"Psycholeptics,",2004-02-26,2022-03-28,49,Abilify is indicated for the treatment of schizophrenia in adults and in adolescents aged 15 years and older.Abilify is indicated for the treatment of moderate to severe manic episodes in Bipolar I Disorder and for the prevention of a new manic episode in adults who experienced predominantly manic episodes and whose manic episodes responded to aripiprazole treatment.Abilify is indicated for the treatment up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older.,NA,2018-03-26T17:40:00Z,2022-04-08T17:12:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/abilify
human,Nilemdo,Hypercholesterolemia;  Dyslipidemias,bempedoic acid,bempedoic acid,004958,FALSE,authorised,C10AX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-04-01,NA,Daiichi Sankyo Europe GmbH,Lipid modifying agents,2020-01-30,2022-04-01,6,"Nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non familial) or mixed dyslipidaemia, as an adjunct to diet:in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach LDL C goals with the maximum tolerated dose of a statin (see sections 4.2, 4.3, and 4.4) or,alone or in combination with other lipid-lowering therapies in patients who are statin intolerant, or for whom a statin is contraindicated.",NA,2020-04-24T16:10:00Z,2022-04-08T11:05:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/nilemdo
human,Palonosetron Hospira,Nausea;  Vomiting;  Cancer,palonosetron,palonosetron hydrochloride,004069,FALSE,withdrawn,A04AA05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-04-08,NA,Pfizer Europe MA EEIG,"Antiemetics and antinauseants,",NA,2018-12-12,4,Palonosetron Hospira is indicated in adults for:the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy;the prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy.Palonosetron Hospira is indicated in paediatric patients 1 month of age and older for:the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy and prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy.,NA,2018-02-01T17:21:00Z,2022-04-08T10:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/palonosetron-hospira
