"","name","team","game_year","game_week","rush_att","rush_yds","rush_avg","rush_tds","rush_fumbles","rec","rec_yds","rec_avg","rec_tds","rec_fumbles","pass_att","pass_yds","pass_tds","int","sck","pass_fumbles","rate","position"
"31615","Kirk Cousins","WAS",2016,14,4,6,1.5,0,0,NA,NA,NA,NA,NA,21,234,2,1,2,0,116,"QB"
"31616","Devonta Freeman","ATL",2016,14,6,6,1,0,0,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31617","Jonathan Grimes","HOU",2016,14,1,6,6,0,0,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31618","Fitzgerald Toussaint","PIT",2016,14,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31619","Ted Ginn","CAR",2016,14,2,5,2.5,0,0,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31620","Melvin Gordon","",2016,14,3,5,1.7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31621","Josh Huff","TB",2016,14,1,5,5,0,0,1,17,17,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31622","Carson Palmer","ARI",2016,14,3,5,1.7,0,1,NA,NA,NA,NA,NA,33,145,2,2,3,1,60.8,"QB"
"31623","Bobby Rainey","NYG",2016,14,1,5,5,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31624","Carson Wentz","PHI",2016,14,2,5,2.5,0,1,NA,NA,NA,NA,NA,46,314,1,1,4,1,86.7,"QB"
"31625","Reggie Bush","BUF",2016,14,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31626","Jeremy Langford","CHI",2016,14,3,4,1.3,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31627","Charcandrick West","KC",2016,14,2,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31628","Brandon Wilds","NYJ",2016,14,2,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31629","Derek Carr","OAK",2016,14,2,3,1.5,0,0,NA,NA,NA,NA,NA,41,117,0,0,1,0,49.1,"QB"
"31630","Wendell Smallwood","PHI",2016,14,3,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31631","Alex Smith","KC",2016,14,4,3,0.8,0,1,1,3,3,0,1,26,264,1,1,1,1,95.7,"QB"
"31632","James Starks","GB",2016,14,2,3,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31633","James White","NE",2016,14,2,3,1.5,0,0,3,81,27,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31634","Drew Brees","NO",2016,14,1,2,2,0,0,NA,NA,NA,NA,NA,41,257,0,3,1,0,48.5,"QB"
"31635","Ka'Deem Carey","CHI",2016,14,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31636","Jared Goff","LA",2016,14,1,2,2,1,1,NA,NA,NA,NA,NA,41,235,0,2,3,1,54.4,"QB"
"31637","Tyreek Hill","KC",2016,14,1,2,2,0,1,6,66,11,1,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31638","Aaron Ripkowski","GB",2016,14,3,2,0.7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31639","Tyrod Taylor","BUF",2016,14,3,2,0.7,0,0,NA,NA,NA,NA,NA,25,228,2,1,5,0,100.1,"QB"
"31640","Terrance West","BAL",2016,14,2,2,1,0,0,4,24,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31641","Devontae Booker","DEN",2016,14,3,1,0.3,0,0,2,10,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31642","Corey Coleman","CLE",2016,14,1,1,1,0,0,3,26,8.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31643","Joe Flacco","BAL",2016,14,1,1,1,0,0,NA,NA,NA,NA,NA,52,324,2,1,2,0,92.1,"QB"
"31644","Dak Prescott","DAL",2016,14,1,1,1,0,0,NA,NA,NA,NA,NA,37,165,1,2,3,0,45.4,"QB"
"31645","Taylor Gabriel","ATL",2016,14,1,0,0,0,0,3,82,27.3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31646","Donnie Jones","PHI",2016,14,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31647","Marquette King","OAK",2016,14,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31648","John Kuhn","NO",2016,14,1,0,0,0,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31649","Jacquizz Rodgers","TB",2016,14,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31650","Tom Brady","NE",2016,14,1,-1,-1,0,0,NA,NA,NA,NA,NA,38,406,3,1,1,0,116.8,"QB"
"31651","Travaris Cadet","NO",2016,14,1,-1,-1,0,0,4,30,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31652","Golden Tate","DET",2016,14,1,-1,-1,0,0,6,58,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31653","Travis Benjamin","",2016,14,1,-2,-2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31654","Brett Hundley","GB",2016,14,2,-2,-1,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,39.6,"WR/TE"
"31655","Eli Manning","NYG",2016,14,2,-2,-1,0,2,NA,NA,NA,NA,NA,28,193,1,1,3,2,78.4,"QB"
"31656","Brock Osweiler","HOU",2016,14,2,-2,-1,0,0,NA,NA,NA,NA,NA,24,147,0,1,2,0,58.9,"QB"
"31657","Ben Roethlisberger","PIT",2016,14,3,-2,-0.7,0,0,NA,NA,NA,NA,NA,31,220,0,3,0,0,37.8,"QB"
"31658","Aaron Rodgers","GB",2016,14,3,-6,-2,0,0,NA,NA,NA,NA,NA,23,246,3,0,1,0,150.8,"QB"
"31659","Ty Montgomery","GB",2016,15,16,162,10.1,2,0,2,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31660","Ezekiel Elliott","DAL",2016,15,23,159,6.9,1,0,3,29,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31661","LeSean McCoy","BUF",2016,15,19,153,8.1,2,0,3,16,5.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31662","Devonta Freeman","ATL",2016,15,20,139,7,3,1,2,16,8,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31663","Jonathan Stewart","CAR",2016,15,25,132,5.3,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31664","Ryan Mathews","PHI",2016,15,20,128,6.4,1,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31665","Frank Gore","IND",2016,15,26,101,3.9,0,0,4,14,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31666","Dion Lewis","NE",2016,15,18,95,5.3,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31667","Le'Veon Bell","PIT",2016,15,23,93,4,0,0,5,38,7.6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31668","Jordan Howard","CHI",2016,15,17,90,5.3,1,0,4,23,5.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31669","DeMarco Murray","TEN",2016,15,18,89,4.9,0,0,5,52,10.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31670","Bilal Powell","NYJ",2016,15,16,84,5.2,0,0,11,78,7.1,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31671","Latavius Murray","OAK",2016,15,13,81,6.2,0,1,1,11,11,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31672","Mark Ingram","NO",2016,15,17,78,4.6,0,0,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31673","Terrance West","BAL",2016,15,13,77,5.9,0,0,4,45,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31674","Carlos Hyde","SF",2016,15,13,71,5.5,0,1,1,6,6,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31675","Spencer Ware","KC",2016,15,18,69,3.8,0,0,3,25,8.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31676","Tyreek Hill","KC",2016,15,1,68,68,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31677","Lamar Miller","HOU",2016,15,22,63,2.9,1,0,2,26,13,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31678","Kerwynn Williams","ARI",2016,15,3,63,21,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31679","Tevin Coleman","ATL",2016,15,14,58,4.1,0,0,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31680","Derrick Henry","TEN",2016,15,9,58,6.4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31681","Paul Perkins","NYG",2016,15,11,56,5.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31682","David Johnson","ARI",2016,15,12,53,4.4,2,0,4,55,13.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31683","Terron Ward","ATL",2016,15,6,52,8.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31684","Jay Ajayi","MIA",2016,15,19,51,2.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31685","Tyrod Taylor","BUF",2016,15,7,49,7,0,0,NA,NA,NA,NA,NA,24,174,1,0,1,0,105.2,"QB"
"31686","Robert Griffin","CLE",2016,15,8,48,6,1,0,NA,NA,NA,NA,NA,28,196,0,0,5,0,81.8,"QB"
"31687","Christine Michael","GB",2016,15,4,45,11.2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31688","Chris Ivory","JAX",2016,15,10,44,4.4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31689","Jeremy Hill","CIN",2016,15,20,43,2.2,1,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31690","Doug Martin","TB",2016,15,16,42,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31691","Michael Campanaro","BAL",2016,15,1,39,39,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31692","Kenneth Farrow","",2016,15,15,39,2.6,0,1,2,14,7,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31693","Todd Gurley","LA",2016,15,14,38,2.7,0,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31694","Rashad Jennings","NYG",2016,15,18,38,2.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31695","Justin Forsett","DEN",2016,15,10,37,3.7,0,0,4,16,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31696","Mike Gillislee","BUF",2016,15,9,37,4.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31697","Tim Hightower","NO",2016,15,11,37,3.4,2,0,3,11,3.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31698","Kenneth Dixon","BAL",2016,15,9,36,4,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31699","Jalen Richard","OAK",2016,15,6,36,6,0,0,4,13,3.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31700","Ronnie Hillman","",2016,15,7,34,4.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31701","Thomas Rawls","SEA",2016,15,21,34,1.6,0,0,2,5,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31702","Rex Burkhead","CIN",2016,15,7,32,4.6,0,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31703","Robert Turbin","IND",2016,15,7,32,4.6,2,0,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31704","LeGarrette Blount","NE",2016,15,17,31,1.8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31705","Duke Johnson","CLE",2016,15,5,31,6.2,0,0,5,62,12.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31706","Dwayne Washington","DET",2016,15,14,31,2.2,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31707","Brandon Tate","BUF",2016,15,1,30,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31708","Isaiah Crowell","CLE",2016,15,8,28,3.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31709","T.J. Yeldon","JAX",2016,15,8,28,3.5,0,0,5,34,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31710","Jon Ryan","SEA",2016,15,1,26,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31711","DeAndre Washington","OAK",2016,15,5,23,4.6,0,0,1,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31712","Byron Marshall","PHI",2016,15,9,22,2.4,0,0,2,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31713","Adrian Peterson","MIN",2016,15,6,22,3.7,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31714","Matt Forte","NYJ",2016,15,4,21,5.2,0,0,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31715","Colin Kaepernick","SF",2016,15,3,21,7,0,0,NA,NA,NA,NA,NA,33,183,2,0,2,0,95.9,"QB"
"31716","Dak Prescott","DAL",2016,15,4,20,5,1,0,NA,NA,NA,NA,NA,36,279,0,0,3,0,99,"QB"
"31717","Aaron Rodgers","GB",2016,15,3,19,6.3,0,0,NA,NA,NA,NA,NA,31,252,0,0,4,0,87,"QB"
"31718","Jordan Todman","IND",2016,15,4,19,4.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31719","Devontae Booker","DEN",2016,15,6,17,2.8,0,0,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31720","Travaris Cadet","NO",2016,15,1,16,16,0,0,5,30,6,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31721","Kenyan Drake","MIA",2016,15,5,16,3.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31722","Shaun Draughn","SF",2016,15,4,15,3.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31723","Akeem Hunt","HOU",2016,15,3,15,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31724","Tavon Austin","LA",2016,15,2,13,6.5,0,0,3,14,4.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31725","Matthew Stafford","DET",2016,15,2,13,6.5,0,0,NA,NA,NA,NA,NA,39,273,0,1,1,0,71.8,"QB"
"31726","Mike Tolbert","CAR",2016,15,2,13,6.5,0,0,3,28,9.3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31727","Jerick McKinnon","MIN",2016,15,3,12,4,0,0,9,59,6.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31728","Russell Wilson","SEA",2016,15,6,12,2,0,0,NA,NA,NA,NA,NA,26,229,3,1,2,0,122.1,"QB"
"31729","Zach Zenner","DET",2016,15,3,12,4,0,1,4,52,13,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31730","Kirk Cousins","WAS",2016,15,2,11,5.5,0,1,NA,NA,NA,NA,NA,47,315,0,1,1,1,77.9,"QB"
"31731","Ryan Fitzpatrick","NYJ",2016,15,2,11,5.5,0,0,NA,NA,NA,NA,NA,10,31,0,1,0,0,17.1,"QB"
"31732","Alex Smith","KC",2016,15,4,11,2.8,1,0,NA,NA,NA,NA,NA,28,163,0,1,1,0,56.1,"QB"
"31733","Shane Vereen","NYG",2016,15,2,11,5.5,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31734","James White","NE",2016,15,3,11,3.7,0,0,3,24,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31735","Darren McFadden","DAL",2016,15,3,10,3.3,0,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31736","Chris Thompson","WAS",2016,15,2,10,5,0,0,5,26,5.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31737","Jonathan Williams","BUF",2016,15,3,10,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31738","Odell Beckham","NYG",2016,15,1,9,9,0,0,6,64,10.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31739","Sammie Coates","PIT",2016,15,2,9,4.5,0,0,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31740","Rob Kelley","WAS",2016,15,9,8,0.9,1,0,4,47,11.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31741","Andrew Luck","IND",2016,15,1,8,8,0,0,NA,NA,NA,NA,NA,28,250,2,0,0,0,125.6,"QB"
"31742","Carson Wentz","PHI",2016,15,4,8,2,1,0,NA,NA,NA,NA,NA,42,170,0,1,1,0,52.7,"QB"
"31743","Kenjon Barner","PHI",2016,15,3,6,2,0,0,2,25,12.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31744","Jameis Winston","TB",2016,15,1,6,6,0,1,NA,NA,NA,NA,NA,35,247,2,3,4,1,55.3,"QB"
"31745","Derek Carr","OAK",2016,15,5,5,1,0,0,NA,NA,NA,NA,NA,30,213,1,1,2,0,81.7,"QB"
"31746","Charcandrick West","KC",2016,15,4,5,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31747","Jeremy Langford","CHI",2016,15,1,4,4,0,0,1,18,18,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31748","Trevor Siemian","DEN",2016,15,1,4,4,0,0,NA,NA,NA,NA,NA,40,282,0,1,4,0,73.1,"QB"
"31749","Charles Sims","TB",2016,15,3,4,1.3,0,0,3,15,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31750","De'Anthony Thomas","KC",2016,15,1,4,4,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31751","Bryce Treggs","PHI",2016,15,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31752","Jalston Fowler","TEN",2016,15,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31753","Jonathan Grimes","HOU",2016,15,1,3,3,0,0,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31754","Fozzy Whittaker","CAR",2016,15,3,3,1,0,0,1,25,25,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31755","Nelson Agholor","PHI",2016,15,1,1,1,0,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31756","Alfred Blue","HOU",2016,15,1,1,1,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31757","Ka'Deem Carey","CHI",2016,15,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31758","Andy Dalton","CIN",2016,15,1,1,1,1,0,NA,NA,NA,NA,NA,27,157,0,1,1,0,60.3,"QB"
"31759","Josh Ferguson","IND",2016,15,2,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31760","John Kuhn","NO",2016,15,1,1,1,0,0,2,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31761","E.J. Manuel","BUF",2016,15,1,1,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,39.6,"WR/TE"
"31762","Jimmy Graham","SEA",2016,15,1,0,0,0,0,1,31,31,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31763","Cam Newton","CAR",2016,15,3,0,0,0,0,NA,NA,NA,NA,NA,37,300,2,0,2,0,101.2,"QB"
"31764","Bryce Petty","NYJ",2016,15,1,0,0,0,1,NA,NA,NA,NA,NA,36,235,1,2,3,1,61.7,"QB"
"31765","Marcel Reece","SEA",2016,15,1,0,0,0,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31766","Tom Savage","HOU",2016,15,3,0,0,0,0,NA,NA,NA,NA,NA,36,260,0,0,0,0,85.4,"QB"
"31767","Damien Williams","MIA",2016,15,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31768","Tom Brady","NE",2016,15,1,-1,-1,0,0,NA,NA,NA,NA,NA,32,188,0,0,2,0,68.2,"QB"
"31769","Joe Flacco","BAL",2016,15,1,-1,-1,0,1,NA,NA,NA,NA,NA,30,206,2,1,3,1,83.5,"QB"
"31770","Matt Ryan","ATL",2016,15,1,-1,-1,0,0,NA,NA,NA,NA,NA,23,286,2,0,1,0,144.5,"QB"
"31771","Drew Brees","NO",2016,15,2,-2,-1,0,1,NA,NA,NA,NA,NA,48,389,4,0,3,1,127.9,"QB"
"31772","Marcus Mariota","TEN",2016,15,1,-2,-2,0,1,NA,NA,NA,NA,NA,33,241,0,1,1,1,67.9,"QB"
"31773","Will Fuller","HOU",2016,15,1,-3,-3,0,0,4,42,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31774","Malcolm Brown","LA",2016,15,1,-4,-4,0,0,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31775","Lucky Whitehead","DAL",2016,15,2,-4,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31776","Blake Bortles","JAX",2016,15,2,-5,-2.5,1,0,NA,NA,NA,NA,NA,28,92,0,1,2,0,36.6,"QB"
"31777","Ben Roethlisberger","PIT",2016,15,4,-5,-1.2,0,0,NA,NA,NA,NA,NA,36,286,1,0,1,0,93.1,"QB"
"31778","Jay Ajayi","MIA",2016,16,32,206,6.4,1,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31779","LeSean McCoy","BUF",2016,16,24,128,5.3,1,0,5,17,3.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31780","Le'Veon Bell","PIT",2016,16,20,122,6.1,1,0,3,15,5,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31781","Jordan Howard","CHI",2016,16,18,119,6.6,0,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31782","DeAndre Washington","OAK",2016,16,12,99,8.2,2,0,1,18,18,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31783","Tyreek Hill","KC",2016,16,6,95,15.8,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31784","David Johnson","ARI",2016,16,28,95,3.4,3,1,4,41,10.2,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31785","Mike Gillislee","BUF",2016,16,11,91,8.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31786","Tevin Coleman","ATL",2016,16,9,90,10,1,0,3,45,15,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31787","Mark Ingram","NO",2016,16,18,90,5,2,0,2,3,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31788","Mack Brown","WAS",2016,16,8,82,10.2,1,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31789","Ezekiel Elliott","DAL",2016,16,12,80,6.7,2,0,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31790","Rob Kelley","WAS",2016,16,19,76,4,0,0,2,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31791","Alfred Blue","HOU",2016,16,21,73,3.5,1,0,4,17,4.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31792","Frank Gore","IND",2016,16,13,72,5.5,0,1,1,12,12,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31793","Paul Perkins","NYG",2016,16,15,68,4.5,0,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31794","Todd Gurley","LA",2016,16,23,67,2.9,1,0,3,20,6.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31795","Zach Zenner","DET",2016,16,12,67,5.6,2,0,2,25,12.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31796","Jalen Richard","OAK",2016,16,6,66,11,0,0,3,13,4.3,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31797","Jacquizz Rodgers","TB",2016,16,15,63,4.2,1,0,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31798","Spencer Ware","KC",2016,16,13,62,4.8,0,0,2,20,10,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31799","Bilal Powell","NYJ",2016,16,15,60,4,0,0,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31800","Tyrod Taylor","BUF",2016,16,12,60,5,0,0,NA,NA,NA,NA,NA,39,329,3,0,2,0,118.4,"QB"
"31801","Kenneth Dixon","BAL",2016,16,12,57,4.8,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31802","Kenyan Drake","MIA",2016,16,4,56,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31803","Isaiah Crowell","CLE",2016,16,16,54,3.4,2,0,4,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31804","Devonta Freeman","ATL",2016,16,13,53,4.1,0,0,8,35,4.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31805","Dion Lewis","NE",2016,16,16,52,3.2,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31806","LeGarrette Blount","NE",2016,16,20,50,2.5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31807","Jerick McKinnon","MIN",2016,16,11,50,4.5,0,0,5,35,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31808","Jonathan Stewart","CAR",2016,16,11,50,4.5,0,0,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31809","Darren McFadden","DAL",2016,16,14,49,3.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
